Time,ActPow,HwActive,HwTSet,PrimTSet,ChActive,PrimT,HwTOutlet
2017-11-10T00:09:25.835Z,,,0,,,,26.5
2017-11-10T00:09:35.918Z,,,0,,,,26.5
2017-11-10T00:09:50.931Z,,,0,,,,26.5
2017-11-10T00:09:55.862Z,,,0,,,,26.5
2017-11-10T00:10:05.845Z,,,0,,,,26.5
2017-11-10T00:10:16.532Z,,,0,,,,26.3
2017-11-10T00:10:25.839Z,,,0,,,,26.3
2017-11-10T00:10:35.832Z,,,0,,,43.6,26.3
2017-11-10T00:10:45.837Z,,,0,,,,26.3
2017-11-10T00:10:55.838Z,,,0,,,,26.3
2017-11-10T00:11:05.893Z,,,0,,,,26.3
2017-11-10T00:11:20.985Z,,,0,,,,26.2
2017-11-10T00:11:25.862Z,,,0,,,,26.2
2017-11-10T00:11:35.834Z,,,0,,,,26.2
2017-11-10T00:11:45.911Z,,,0,,,,26.2
2017-11-10T00:12:00.938Z,,,0,,,,26.2
2017-11-10T00:13:45.180Z,,,0,,,43.4,26
2017-11-10T00:13:54.852Z,,,0,,,,26
2017-11-10T00:14:04.873Z,,,0,,,,26
2017-11-10T00:14:14.889Z,,,0,,,,26
2017-11-10T00:14:24.844Z,,,0,,,,26
2017-11-10T00:14:35.141Z,,,0,,,43.3,25.9
2017-11-10T00:14:44.920Z,,,0,,,,25.9
2017-11-10T00:15:01.049Z,,,0,,,,25.9
2017-11-10T00:15:04.837Z,,,0,,,,25.9
2017-11-10T00:15:14.835Z,,,0,,,,25.9
2017-11-10T00:15:24.838Z,,,0,,,,25.9
2017-11-10T00:15:34.840Z,,,0,,,,25.9
2017-11-10T00:15:44.848Z,,,0,,,,25.9
2017-11-10T00:15:54.926Z,,,0,,,,25.7
2017-11-10T00:16:04.832Z,,,0,,,43.2,25.7
2017-11-10T00:16:14.858Z,,,0,,,,25.7
2017-11-10T00:16:24.851Z,,,0,,,,25.7
2017-11-10T00:16:34.842Z,,,0,,,,25.7
2017-11-10T00:16:44.833Z,,,0,,,,25.7
2017-11-10T00:16:54.836Z,,,0,,,,25.7
2017-11-10T00:17:04.843Z,,,0,,,,25.6
2017-11-10T00:17:14.846Z,,,0,,,43.1,25.6
2017-11-10T00:17:24.842Z,,,0,,,,25.6
2017-11-10T00:17:34.833Z,,,0,,,,25.6
2017-11-10T00:17:44.834Z,,,0,,,,25.6
2017-11-10T00:17:54.846Z,,,0,,,,25.6
2017-11-10T00:18:04.834Z,,,0,,,,25.6
2017-11-10T00:18:14.834Z,,,0,,,,25.6
2017-11-10T00:18:25.010Z,,,0,,,,25.5
2017-11-10T00:18:34.846Z,,,0,,,43,25.5
2017-11-10T00:18:45.013Z,,,0,,,,25.5
2017-11-10T00:18:55.069Z,,,0,,,,25.5
2017-11-10T00:19:05.154Z,,,0,,,,25.5
2017-11-10T00:19:14.996Z,,,0,,,,25.5
2017-11-10T00:19:24.863Z,,,0,,,,25.5
2017-11-10T00:19:34.835Z,,,0,,,,25.4
2017-11-10T00:19:44.887Z,,,0,,,43,25.4
2017-11-10T00:19:54.930Z,,,0,,,42.9,25.4
2017-11-10T00:20:04.892Z,,,0,,,,25.4
2017-11-10T00:20:14.930Z,,,0,,,,25.4
2017-11-10T00:20:24.833Z,,,0,,,,25.4
2017-11-10T00:20:34.870Z,,,0,,,,25.4
2017-11-10T00:20:44.862Z,,,0,,,,25.4
2017-11-10T00:20:54.847Z,,,0,,,,25.4
2017-11-10T00:21:04.834Z,,,0,,,42.8,25.3
2017-11-10T00:21:14.833Z,,,0,,,,25.3
2017-11-10T00:21:24.853Z,,,0,,,,25.3
2017-11-10T00:21:34.991Z,,,0,,,,25.3
2017-11-10T00:21:44.833Z,,,0,,,,25.3
2017-11-10T00:21:54.837Z,,,0,,,,25.3
2017-11-10T00:22:04.853Z,,,0,,,,25.3
2017-11-10T00:22:14.961Z,,,0,,,,25.3
2017-11-10T00:22:24.837Z,,,0,,,,25.3
2017-11-10T00:22:34.834Z,,,0,,,42.7,25.1
2017-11-10T00:22:44.835Z,,,0,,,,25.1
2017-11-10T00:22:54.833Z,,,0,,,,25.1
2017-11-10T00:23:05.006Z,,,0,,,,25.1
2017-11-10T00:23:14.902Z,,,0,,,,25.1
2017-11-10T00:23:24.859Z,,,0,,,,25.1
2017-11-10T00:23:34.895Z,,,0,,,,25.1
2017-11-10T00:23:44.841Z,,,0,,,,25.1
2017-11-10T00:23:54.873Z,,,0,,,42.6,25.1
2017-11-10T00:24:04.834Z,,,0,,,,25.1
2017-11-10T00:24:14.833Z,,,0,,,,25.1
2017-11-10T00:24:24.840Z,,,0,,,,25.1
2017-11-10T00:24:34.863Z,,,0,,,,25
2017-11-10T00:24:44.838Z,,,0,,,,25
2017-11-10T00:24:54.833Z,,,0,,,,25
2017-11-10T00:25:04.834Z,,,0,,,42.4,25
2017-11-10T00:25:15.252Z,,,0,,,,25
2017-11-10T00:25:24.833Z,,,0,,,,25
2017-11-10T00:25:34.836Z,,,0,,,,25
2017-11-10T00:25:44.834Z,,,0,,,,25
2017-11-10T00:25:54.834Z,,,0,,,,25
2017-11-10T00:26:06.124Z,,,0,,,,25
2017-11-10T00:26:15.025Z,,,0,,,,25
2017-11-10T00:26:24.877Z,,,0,,,,24.9
2017-11-10T00:26:34.865Z,,,0,,,42.3,24.9
2017-11-10T00:26:44.947Z,,,0,,,,24.9
2017-11-10T00:26:54.985Z,,,0,,,,24.9
2017-11-10T00:27:04.900Z,,,0,,,,24.9
2017-11-10T00:27:14.848Z,,,0,,,,24.9
2017-11-10T00:27:24.855Z,,,0,,,,24.9
2017-11-10T00:27:34.845Z,,,0,,,,24.9
2017-11-10T00:27:45.211Z,,,0,,,42.2,24.9
2017-11-10T00:27:54.989Z,,,0,,,,24.9
2017-11-10T00:28:05.104Z,,,0,,,,24.8
2017-11-10T00:28:14.844Z,,,0,,,,24.8
2017-11-10T00:28:24.834Z,,,0,,,,24.8
2017-11-10T00:28:34.835Z,,,0,,,,24.8
2017-11-10T00:28:44.883Z,,,0,,,,24.8
2017-11-10T00:28:54.839Z,,,0,,,,24.8
2017-11-10T00:29:04.850Z,,,0,,,,24.8
2017-11-10T00:29:14.844Z,,,0,,,42.1,24.8
2017-11-10T00:29:24.892Z,,,0,,,,24.8
2017-11-10T00:29:34.838Z,,,0,,,,24.7
2017-11-10T00:29:44.845Z,,,0,,,,24.7
2017-11-10T00:29:54.869Z,,,0,,,,24.7
2017-11-10T00:30:04.908Z,,,0,,,,24.7
2017-11-10T00:30:14.866Z,,,0,,,,24.7
2017-11-10T00:30:24.834Z,,,0,,,,24.7
2017-11-10T00:30:34.876Z,,,0,,,42,24.7
2017-11-10T00:30:44.834Z,,,0,,,,24.7
2017-11-10T00:30:54.844Z,,,0,,,,24.7
2017-11-10T00:31:04.834Z,,,0,,,,24.7
2017-11-10T00:31:14.879Z,,,0,,,,24.7
2017-11-10T00:31:24.836Z,,,0,,,,24.5
2017-11-10T00:31:34.928Z,,,0,,,,24.5
2017-11-10T00:31:44.834Z,,,0,,,41.9,24.5
2017-11-10T00:31:54.840Z,,,0,,,41.9,24.5
2017-11-10T00:32:04.835Z,,,0,,,,24.5
2017-11-10T00:32:14.839Z,,,0,,,,24.5
2017-11-10T00:32:24.835Z,,,0,,,,24.5
2017-11-10T00:32:34.835Z,,,0,,,,24.5
2017-11-10T00:32:44.849Z,,,0,,,,24.5
2017-11-10T00:32:55.133Z,,,0,,,,24.5
2017-11-10T00:33:04.889Z,,,0,,,,24.5
2017-11-10T00:33:14.878Z,,,0,,,,24.4
2017-11-10T00:33:24.839Z,,,0,,,41.8,24.4
2017-11-10T00:33:34.836Z,,,0,,,,24.4
2017-11-10T00:33:44.871Z,,,0,,,,24.4
2017-11-10T00:33:54.850Z,,,0,,,,24.4
2017-11-10T00:34:04.840Z,,,0,,,,24.4
2017-11-10T00:34:14.853Z,,,0,,,,24.4
2017-11-10T00:34:24.843Z,,,0,,,,24.4
2017-11-10T00:34:34.854Z,,,0,,,41.7,24.4
2017-11-10T00:34:44.835Z,,,0,,,,24.3
2017-11-10T00:34:54.838Z,,,0,,,,24.3
2017-11-10T00:35:04.836Z,,,0,,,,24.3
2017-11-10T00:35:14.841Z,,,0,,,,24.3
2017-11-10T00:35:24.844Z,,,0,,,,24.3
2017-11-10T00:35:34.868Z,,,0,,,,24.3
2017-11-10T00:35:44.844Z,,,0,,,,24.3
2017-11-10T00:35:54.836Z,,,0,,,41.6,24.3
2017-11-10T00:36:04.853Z,,,0,,,,24.3
2017-11-10T00:36:14.835Z,,,0,,,,24.3
2017-11-10T00:36:24.895Z,,,0,,,,24.3
2017-11-10T00:36:34.835Z,,,0,,,,24.3
2017-11-10T00:36:44.847Z,,,0,,,,24.3
2017-11-10T00:36:54.836Z,,,0,,,,24.2
2017-11-10T00:37:04.838Z,,,0,,,,24.2
2017-11-10T00:37:14.845Z,,,0,,,,24.2
2017-11-10T00:37:24.848Z,,,0,,,41.5,24.2
2017-11-10T00:37:34.871Z,,,0,,,,24.2
2017-11-10T00:37:44.852Z,,,0,,,,24.2
2017-11-10T00:37:54.922Z,,,0,,,,24.2
2017-11-10T00:38:04.835Z,,,0,,,,24.2
2017-11-10T00:38:15.113Z,,,0,,,,24.2
2017-11-10T00:38:24.861Z,,,0,,,,24.2
2017-11-10T00:38:34.837Z,,,0,,,,24.2
2017-11-10T00:38:44.845Z,,,0,,,41.4,24.2
2017-11-10T00:38:54.836Z,,,0,,,,24.2
2017-11-10T00:39:04.878Z,,,0,,,,24
2017-11-10T00:39:14.852Z,,,0,,,,24
2017-11-10T00:39:24.858Z,,,0,,,,24
2017-11-10T00:39:34.846Z,,,0,,,,24
2017-11-10T00:39:44.848Z,,,0,,,,24
2017-11-10T00:39:54.839Z,,,0,,,,24
2017-11-10T00:40:04.837Z,,,0,,,,24
2017-11-10T00:40:14.858Z,,,0,,,41.3,24
2017-11-10T00:40:24.880Z,,,0,,,,24
2017-11-10T00:40:34.840Z,,,0,,,,24
2017-11-10T00:40:44.848Z,,,0,,,,24
2017-11-10T00:40:54.862Z,,,0,,,,24
2017-11-10T00:41:04.843Z,,,0,,,,23.9
2017-11-10T00:41:14.839Z,,,0,,,,23.9
2017-11-10T00:41:24.860Z,,,0,,,41.2,23.9
2017-11-10T00:41:34.839Z,,,0,,,,23.9
2017-11-10T00:41:45.021Z,,,0,,,,23.9
2017-11-10T00:41:54.837Z,,,0,,,,23.9
2017-11-10T00:42:04.842Z,,,0,,,,23.9
2017-11-10T00:42:14.856Z,,,0,,,,23.9
2017-11-10T00:42:29.977Z,,,0,,,,23.9
2017-11-10T00:42:34.836Z,,,0,,,,23.9
2017-11-10T00:42:44.836Z,,,0,,,,23.9
2017-11-10T00:42:54.980Z,,,0,,,,23.9
2017-11-10T00:43:04.845Z,,,0,,,41.1,23.9
2017-11-10T00:43:14.841Z,,,0,,,,23.9
2017-11-10T00:43:24.848Z,,,0,,,,23.8
2017-11-10T00:43:34.884Z,,,0,,,,23.8
2017-11-10T00:43:45.085Z,,,0,,,,23.8
2017-11-10T00:43:54.914Z,,,0,,,,23.8
2017-11-10T00:44:04.836Z,,,0,,,,23.8
2017-11-10T00:44:14.839Z,,,0,,,,23.8
2017-11-10T00:44:24.845Z,,,0,,,41,23.8
2017-11-10T00:44:34.906Z,,,0,,,,23.8
2017-11-10T00:44:44.873Z,,,0,,,,23.8
2017-11-10T00:44:54.856Z,,,0,,,,23.8
2017-11-10T00:45:04.836Z,,,0,,,,23.8
2017-11-10T00:45:14.852Z,,,0,,,,23.8
2017-11-10T00:45:24.870Z,,,0,,,,23.8
2017-11-10T00:45:34.878Z,,,0,,,40.9,23.8
2017-11-10T00:45:44.857Z,,,0,,,40.9,23.8
2017-11-10T00:45:54.845Z,,,0,,,,23.8
2017-11-10T00:46:04.847Z,,,0,,,,23.7
2017-11-10T00:46:14.871Z,,,0,,,,23.7
2017-11-10T00:46:24.866Z,,,0,,,,23.7
2017-11-10T00:46:34.879Z,,,0,,,,23.7
2017-11-10T00:46:44.876Z,,,0,,,,23.7
2017-11-10T00:46:54.856Z,,,0,,,,23.7
2017-11-10T00:47:04.841Z,,,0,,,,23.7
2017-11-10T00:47:14.838Z,,,0,,,40.8,23.7
2017-11-10T00:47:24.885Z,,,0,,,,23.7
2017-11-10T00:47:34.864Z,,,0,,,,23.7
2017-11-10T00:47:44.851Z,,,0,,,,23.7
2017-11-10T00:47:54.838Z,,,0,,,,23.7
2017-11-10T00:48:04.844Z,,,0,,,,23.7
2017-11-10T00:48:14.838Z,,,0,,,,23.7
2017-11-10T00:48:24.837Z,,,0,,,,23.7
2017-11-10T00:48:34.841Z,,,0,,,,23.7
2017-11-10T00:48:44.838Z,,,0,,,40.7,23.6
2017-11-10T00:48:54.859Z,,,0,,,,23.7
2017-11-10T00:49:04.837Z,,,0,,,,23.6
2017-11-10T00:49:14.858Z,,,0,,,,23.6
2017-11-10T00:49:24.886Z,,,0,,,,23.6
2017-11-10T00:49:34.838Z,,,0,,,,23.6
2017-11-10T00:49:44.838Z,,,0,,,,23.6
2017-11-10T00:49:54.844Z,,,0,,,,23.6
2017-11-10T00:50:04.856Z,,,0,,,40.6,23.6
2017-11-10T00:50:14.858Z,,,0,,,,23.6
2017-11-10T00:50:24.840Z,,,0,,,,23.6
2017-11-10T00:50:34.899Z,,,0,,,,23.6
2017-11-10T00:50:44.882Z,,,0,,,,23.6
2017-11-10T00:50:54.853Z,,,0,,,,23.6
2017-11-10T00:51:04.837Z,,,0,,,,23.6
2017-11-10T00:51:14.838Z,,,0,,,,23.6
2017-11-10T00:51:24.954Z,,,0,,,,23.6
2017-11-10T00:51:35.416Z,,,0,,,,23.6
2017-11-10T00:51:44.875Z,,,0,,,40.5,23.6
2017-11-10T00:51:54.840Z,,,0,,,,23.4
2017-11-10T00:52:04.842Z,,,0,,,,23.4
2017-11-10T00:52:14.856Z,,,0,,,,23.4
2017-11-10T00:52:24.837Z,,,0,,,,23.4
2017-11-10T00:52:34.849Z,,,0,,,,23.4
2017-11-10T00:52:44.861Z,,,0,,,,23.4
2017-11-10T00:52:54.842Z,,,0,,,,23.4
2017-11-10T00:53:04.899Z,,,0,,,,23.4
2017-11-10T00:53:14.844Z,,,0,,,40.4,23.4
2017-11-10T00:53:24.838Z,,,0,,,,23.4
2017-11-10T00:53:34.842Z,,,0,,,,23.4
2017-11-10T00:53:44.840Z,,,0,,,,23.4
2017-11-10T00:53:55.049Z,,,0,,,,23.4
2017-11-10T00:54:04.882Z,,,0,,,,23.4
2017-11-10T00:54:14.854Z,,,0,,,,23.4
2017-11-10T00:54:24.870Z,,,0,,,,23.4
2017-11-10T00:54:34.852Z,,,0,,,40.3,23.4
2017-11-10T00:54:44.863Z,,,0,,,,23.4
2017-11-10T00:54:55.037Z,,,0,,,,23.3
2017-11-10T00:55:04.857Z,,,0,,,,23.3
2017-11-10T00:55:14.838Z,,,0,,,,23.3
2017-11-10T00:55:25.047Z,,,0,,,,23.3
2017-11-10T00:55:35.023Z,,,0,,,,23.3
2017-11-10T00:55:45.076Z,,,0,,,,23.3
2017-11-10T00:55:54.841Z,,,0,,,,23.3
2017-11-10T00:56:05.297Z,,,0,,,40.2,23.3
2017-11-10T00:56:14.964Z,,,0,,,,23.3
2017-11-10T00:56:25.125Z,,,0,,,,23.3
2017-11-10T00:56:34.839Z,,,0,,,,23.3
2017-11-10T00:56:44.840Z,,,0,,,,23.3
2017-11-10T00:56:54.888Z,,,0,,,,23.3
2017-11-10T00:57:04.846Z,,,0,,,,23.3
2017-11-10T00:57:14.897Z,,,0,,,,23.3
2017-11-10T00:57:24.839Z,,,0,,,40.1,23.2
2017-11-10T00:57:34.959Z,,,0,,,,23.3
2017-11-10T00:57:45.143Z,,,0,,,,23.2
2017-11-10T00:57:54.868Z,,,0,,,,23.2
2017-11-10T00:58:04.919Z,,,0,,,,23.2
2017-11-10T00:58:14.875Z,,,0,,,,23.2
2017-11-10T00:58:24.838Z,,,0,,,,23.2
2017-11-10T00:58:34.839Z,,,0,,,,23.2
2017-11-10T00:58:44.844Z,,,0,,,,23.2
2017-11-10T00:58:55.443Z,,,0,,,40,23.2
2017-11-10T00:59:04.875Z,,,0,,,,23.2
2017-11-10T00:59:14.892Z,,,0,,,,23.2
2017-11-10T00:59:24.916Z,,,0,,,,23.2
2017-11-10T00:59:34.843Z,,,0,,,,23.2
2017-11-10T00:59:44.839Z,,,0,,,,23.2
2017-11-10T00:59:54.904Z,,,0,,,,23.2
2017-11-10T01:00:04.841Z,,,0,,,,23.2
2017-11-10T01:00:14.842Z,,,0,,,40,23.2
2017-11-10T01:00:24.839Z,,,0,,,39.9,23.2
2017-11-10T01:00:34.915Z,,,0,,,,23.2
2017-11-10T01:00:44.840Z,,,0,,,,23.2
2017-11-10T01:00:54.847Z,,,0,,,,23.1
2017-11-10T01:01:04.843Z,,,0,,,,23.1
2017-11-10T01:01:14.842Z,,,0,,,,23.1
2017-11-10T01:01:24.844Z,,,0,,,,23.1
2017-11-10T01:01:34.839Z,,,0,,,,23.1
2017-11-10T01:01:44.846Z,,,0,,,,23.1
2017-11-10T01:01:54.867Z,,,0,,,39.8,23.1
2017-11-10T01:02:04.897Z,,,0,,,,23.1
2017-11-10T01:02:14.876Z,,,0,,,,23.1
2017-11-10T01:02:24.894Z,,,0,,,,23.1
2017-11-10T01:02:34.858Z,,,0,,,,23.1
2017-11-10T01:02:44.859Z,,,0,,,,23.1
2017-11-10T01:02:54.859Z,,,0,,,,23.1
2017-11-10T01:03:04.853Z,,,0,,,,23.1
2017-11-10T01:03:19.859Z,,,0,,,,23.1
2017-11-10T01:03:24.857Z,,,0,,,39.7,23.1
2017-11-10T01:03:34.847Z,,,0,,,,23.1
2017-11-10T01:03:44.882Z,,,0,,,,23.1
2017-11-10T01:03:54.906Z,,,0,,,,23.1
2017-11-10T01:04:04.845Z,,,0,,,,23.1
2017-11-10T01:04:14.839Z,,,0,,,,23.1
2017-11-10T01:04:24.840Z,,,0,,,,23.1
2017-11-10T01:04:34.849Z,,,0,,,,23.1
2017-11-10T01:04:45.025Z,,,0,,,,23
2017-11-10T01:04:54.974Z,,,0,,,39.6,23
2017-11-10T01:05:04.880Z,,,0,,,,23
2017-11-10T01:05:14.880Z,,,0,,,,23
2017-11-10T01:05:24.841Z,,,0,,,,23
2017-11-10T01:05:34.849Z,,,0,,,,23
2017-11-10T01:05:44.924Z,,,0,,,,23
2017-11-10T01:05:54.840Z,,,0,,,,23
2017-11-10T01:06:04.878Z,,,0,,,,23
2017-11-10T01:06:14.847Z,,,0,,,,23
2017-11-10T01:06:24.840Z,,,0,,,39.5,23
2017-11-10T01:06:34.924Z,,,0,,,,23
2017-11-10T01:06:44.909Z,,,0,,,,23
2017-11-10T01:06:54.852Z,0,0,0,5,0,39.5,23
2017-11-10T01:07:04.859Z,,,0,,,,23
2017-11-10T01:07:14.842Z,,,0,,,,23
2017-11-10T01:07:25.108Z,,,0,,,,23
2017-11-10T01:07:34.846Z,,,0,,,,23
2017-11-10T01:07:44.840Z,,,0,,,,23
2017-11-10T01:07:54.846Z,,,0,,,39.4,23
2017-11-10T01:08:04.840Z,,,0,,,,23
2017-11-10T01:08:14.840Z,,,0,,,,23
2017-11-10T01:08:24.848Z,,,0,,,,23
2017-11-10T01:08:34.849Z,,,0,,,,22.8
2017-11-10T01:08:44.843Z,,,0,,,,22.8
2017-11-10T01:08:54.840Z,,,0,,,,22.8
2017-11-10T01:09:05.028Z,,,0,,,,22.8
2017-11-10T01:09:14.848Z,,,0,,,,22.8
2017-11-10T01:09:24.849Z,,,0,,,39.3,22.8
2017-11-10T01:09:34.845Z,,,0,,,,22.8
2017-11-10T01:09:44.841Z,,,0,,,,22.8
2017-11-10T01:09:54.857Z,,,0,,,,22.8
2017-11-10T01:10:04.847Z,,,0,,,,22.8
2017-11-10T01:10:14.845Z,,,0,,,,22.8
2017-11-10T01:10:24.841Z,,,0,,,,22.8
2017-11-10T01:10:34.842Z,,,0,,,,22.8
2017-11-10T01:10:44.842Z,,,0,,,,22.8
2017-11-10T01:10:54.894Z,,,0,,,39.2,22.8
2017-11-10T01:11:04.840Z,,,0,,,,22.8
2017-11-10T01:11:14.840Z,,,0,,,,22.8
2017-11-10T01:11:29.939Z,,,0,,,,22.8
2017-11-10T01:11:35.200Z,,,0,,,,22.8
2017-11-10T01:11:44.874Z,,,0,,,,22.8
2017-11-10T01:11:54.841Z,,,0,,,,22.8
2017-11-10T01:12:04.840Z,,,0,,,,22.8
2017-11-10T01:12:14.896Z,,,0,,,39.1,22.8
2017-11-10T01:12:24.841Z,,,0,,,,23
2017-11-10T01:12:34.900Z,,,0,,,,23
2017-11-10T01:12:44.841Z,,,0,,,,23
2017-11-10T01:12:54.887Z,,,0,,,,23
2017-11-10T01:13:04.848Z,,,0,,,,23.1
2017-11-10T01:13:14.854Z,,,0,,,,23.1
2017-11-10T01:13:24.844Z,,,0,,,,23.1
2017-11-10T01:13:34.845Z,,,0,,,,23.1
2017-11-10T01:13:44.842Z,,,0,,,39.1,23.1
2017-11-10T01:13:54.892Z,,,0,,,38.9,23.1
2017-11-10T01:14:04.858Z,,,0,,,,23.1
2017-11-10T01:14:14.841Z,,,0,,,,23.1
2017-11-10T01:14:24.847Z,,,0,,,,23.1
2017-11-10T01:14:34.978Z,,,0,,,,23.1
2017-11-10T01:14:44.841Z,,,0,,,,23.1
2017-11-10T01:14:54.844Z,,,0,,,,23.1
2017-11-10T01:15:04.853Z,,,0,,,,23.1
2017-11-10T01:15:14.874Z,,,0,,,,23.1
2017-11-10T01:15:24.853Z,,,0,,,38.8,23.1
2017-11-10T01:15:34.841Z,,,0,,,,23.1
2017-11-10T01:15:44.845Z,,,0,,,,23.1
2017-11-10T01:15:54.841Z,,,0,,,,23.1
2017-11-10T01:16:04.883Z,,,0,,,,23.1
2017-11-10T01:16:14.844Z,,,0,,,,23.1
2017-11-10T01:16:24.844Z,,,0,,,,23.1
2017-11-10T01:16:34.844Z,,,0,,,,23.1
2017-11-10T01:16:44.854Z,,,0,,,,23.1
2017-11-10T01:16:54.895Z,,,0,,,,23.1
2017-11-10T01:17:04.878Z,,,0,,,38.7,23.1
2017-11-10T01:17:14.887Z,,,0,,,,23.1
2017-11-10T01:17:24.872Z,,,0,,,,23
2017-11-10T01:17:34.854Z,,,0,,,,23
2017-11-10T01:17:44.968Z,,,0,,,,23
2017-11-10T01:17:54.965Z,,,0,,,,23
2017-11-10T01:18:04.844Z,,,0,,,,23
2017-11-10T01:18:14.845Z,,,0,,,,23
2017-11-10T01:18:24.852Z,,,0,,,,23
2017-11-10T01:18:34.869Z,,,0,,,,23
2017-11-10T01:18:44.863Z,,,0,,,38.6,23
2017-11-10T01:18:54.843Z,,,0,,,,23
2017-11-10T01:19:04.842Z,,,0,,,,23
2017-11-10T01:19:14.842Z,,,0,,,,23
2017-11-10T01:19:24.843Z,,,0,,,,23
2017-11-10T01:19:34.865Z,,,0,,,,23
2017-11-10T01:19:44.846Z,,,0,,,,23
2017-11-10T01:19:54.849Z,,,0,,,,23
2017-11-10T01:20:04.842Z,,,0,,,,23
2017-11-10T01:20:14.861Z,,,0,,,38.5,23
2017-11-10T01:20:24.841Z,,,0,,,,23
2017-11-10T01:20:34.842Z,,,0,,,,22.8
2017-11-10T01:20:44.877Z,,,0,,,,22.8
2017-11-10T01:20:54.842Z,,,0,,,,22.8
2017-11-10T01:21:04.936Z,,,0,,,,22.8
2017-11-10T01:21:14.857Z,,,0,,,,22.8
2017-11-10T01:21:25.283Z,,,0,,,,22.8
2017-11-10T01:21:34.842Z,,,0,,,,22.8
2017-11-10T01:21:44.851Z,,,0,,,,22.8
2017-11-10T01:21:54.860Z,,,0,,,38.4,22.8
2017-11-10T01:22:04.843Z,,,0,,,,22.8
2017-11-10T01:22:14.851Z,,,0,,,,22.8
2017-11-10T01:22:24.880Z,,,0,,,,22.8
2017-11-10T01:22:34.894Z,,,0,,,,22.8
2017-11-10T01:22:44.875Z,,,0,,,,22.8
2017-11-10T01:22:54.861Z,,,0,,,,22.7
2017-11-10T01:23:04.842Z,,,0,,,,22.7
2017-11-10T01:23:14.953Z,,,0,,,,22.8
2017-11-10T01:23:24.846Z,,,0,,,38.3,22.7
2017-11-10T01:23:34.858Z,,,0,,,,22.7
2017-11-10T01:23:44.843Z,,,0,,,,22.7
2017-11-10T01:23:54.843Z,,,0,,,,22.7
2017-11-10T01:24:04.884Z,,,0,,,,22.7
