Time,PrimT,PrimTSet,HwTSet,ChActive,HwActive,HwTOutlet,ActPow
2018-01-17T00:00:08.459Z,,,0,,,23.9,
2018-01-17T00:00:18.465Z,,,0,,,23.9,
2018-01-17T00:00:28.458Z,,,0,,,23.9,
2018-01-17T00:00:38.539Z,,,0,,,23.9,
2018-01-17T00:00:48.462Z,45.6,,0,,,23.9,
2018-01-17T00:00:58.459Z,,,0,,,23.9,
2018-01-17T00:01:08.459Z,,,0,,,23.9,
2018-01-17T00:01:18.459Z,,,0,,,23.9,
2018-01-17T00:01:28.458Z,,,0,,,23.8,
2018-01-17T00:01:38.548Z,,,0,,,23.9,
2018-01-17T00:01:48.459Z,,,0,,,23.8,
2018-01-17T00:01:58.458Z,45.5,,0,,,23.8,
2018-01-17T00:02:08.458Z,,,0,,,23.8,
2018-01-17T00:02:18.459Z,,,0,,,23.8,
2018-01-17T00:02:28.458Z,,,0,,,23.8,
2018-01-17T00:02:38.549Z,,,0,,,23.8,
2018-01-17T00:02:48.462Z,,,0,,,23.8,
2018-01-17T00:02:58.465Z,,,0,,,23.8,
2018-01-17T00:03:08.458Z,45.4,,0,,,23.7,
2018-01-17T00:03:18.459Z,,,0,,,23.8,
2018-01-17T00:03:28.458Z,,,0,,,23.7,
2018-01-17T00:03:38.539Z,,,0,,,23.7,
2018-01-17T00:03:48.459Z,,,0,,,23.7,
2018-01-17T00:03:58.459Z,,,0,,,23.7,
2018-01-17T00:04:08.459Z,45.3,,0,,,23.7,
2018-01-17T00:04:18.458Z,,,0,,,23.7,
2018-01-17T00:04:28.459Z,,,0,,,23.7,
2018-01-17T00:04:38.539Z,,,0,,,23.7,
2018-01-17T00:04:48.459Z,,,0,,,23.7,
2018-01-17T00:04:58.459Z,,,0,,,23.7,
2018-01-17T00:05:08.459Z,,,0,,,23.7,
2018-01-17T00:05:18.458Z,45.2,,0,,,23.7,
2018-01-17T00:05:28.459Z,,,0,,,23.6,
2018-01-17T00:05:38.551Z,,,0,,,23.6,
2018-01-17T00:05:48.459Z,,,0,,,23.6,
2018-01-17T00:05:58.459Z,,,0,,,23.6,
2018-01-17T00:06:08.460Z,,,0,,,23.6,
2018-01-17T00:06:18.459Z,,,0,,,23.6,
2018-01-17T00:06:28.459Z,,,0,,,23.6,
2018-01-17T00:06:38.550Z,45.1,,0,,,23.6,
2018-01-17T00:06:48.460Z,,,0,,,23.6,
2018-01-17T00:06:58.460Z,,,0,,,23.6,
2018-01-17T00:07:08.459Z,,,0,,,23.6,
2018-01-17T00:07:18.462Z,,,0,,,23.4,
2018-01-17T00:07:28.459Z,45,,0,,,23.4,
2018-01-17T00:07:38.539Z,,,0,,,23.4,
2018-01-17T00:07:48.460Z,,,0,,,23.4,
2018-01-17T00:07:58.459Z,,,0,,,23.4,
2018-01-17T00:08:08.460Z,,,0,,,23.4,
2018-01-17T00:08:18.461Z,,,0,,,23.4,
2018-01-17T00:08:28.459Z,45,,0,,,23.4,
2018-01-17T00:08:38.550Z,44.9,,0,,,23.4,
2018-01-17T00:08:48.460Z,,,0,,,23.4,
2018-01-17T00:08:58.461Z,,,0,,,23.4,
2018-01-17T00:09:08.460Z,,,0,,,23.3,
2018-01-17T00:09:18.459Z,,,0,,,23.3,
2018-01-17T00:09:28.460Z,,,0,,,23.3,
2018-01-17T00:09:38.540Z,,,0,,,23.3,
2018-01-17T00:09:48.464Z,44.8,,0,,,23.3,
2018-01-17T00:09:58.644Z,,,0,,,23.3,
2018-01-17T00:10:08.460Z,,,0,,,23.3,
2018-01-17T00:10:18.460Z,,,0,,,23.3,
2018-01-17T00:10:28.595Z,,,0,,,23.3,
2018-01-17T00:10:38.510Z,,,0,,,23.3,
2018-01-17T00:10:48.459Z,,,0,,,23.3,
2018-01-17T00:10:58.462Z,44.7,,0,,,23.3,
2018-01-17T00:11:08.460Z,,,0,,,23.3,
2018-01-17T00:11:18.460Z,,,0,,,23.3,
2018-01-17T00:11:28.460Z,,,0,,,23.3,
2018-01-17T00:11:38.540Z,,,0,,,23.2,
2018-01-17T00:11:48.460Z,,,0,,,23.3,
2018-01-17T00:11:58.469Z,,,0,,,23.2,
2018-01-17T00:12:08.463Z,,,0,,,23.2,
2018-01-17T00:12:18.461Z,44.6,,0,,,23.2,
2018-01-17T00:12:28.460Z,,,0,,,23.2,
2018-01-17T00:12:38.540Z,,,0,,,23.2,
2018-01-17T00:12:48.460Z,,,0,,,23.2,
2018-01-17T00:12:58.464Z,,,0,,,23.2,
2018-01-17T00:13:08.460Z,,,0,,,23.2,
2018-01-17T00:13:18.460Z,44.5,,0,,,23.2,
2018-01-17T00:13:28.462Z,,,0,,,23.2,
2018-01-17T00:13:38.551Z,,,0,,,23.2,
2018-01-17T00:13:48.465Z,,,0,,,23.2,
2018-01-17T00:13:58.460Z,,,0,,,23.1,
2018-01-17T00:14:08.460Z,,,0,,,23.1,
2018-01-17T00:14:18.460Z,,,0,,,23.1,
2018-01-17T00:14:28.460Z,44.4,,0,,,23.1,
2018-01-17T00:14:38.540Z,,,0,,,23.1,
2018-01-17T00:14:48.600Z,,,0,,,23.1,
2018-01-17T00:14:58.460Z,,,0,,,23.1,
2018-01-17T00:15:08.463Z,,,0,,,23.1,
2018-01-17T00:15:18.460Z,,,0,,,23.1,
2018-01-17T00:15:28.460Z,,,0,,,23.1,
2018-01-17T00:15:38.550Z,,,0,,,23.1,
2018-01-17T00:15:48.461Z,44.3,,0,,,23.1,
2018-01-17T00:15:58.460Z,,,0,,,23,
2018-01-17T00:16:08.461Z,,,0,,,23,
2018-01-17T00:16:18.461Z,,,0,,,23,
2018-01-17T00:16:28.461Z,,,0,,,23,
2018-01-17T00:16:38.553Z,44.2,,0,,,23,
2018-01-17T00:16:48.461Z,,,0,,,23,
2018-01-17T00:16:58.460Z,,,0,,,23,
2018-01-17T00:17:08.461Z,,,0,,,23,
2018-01-17T00:17:18.460Z,,,0,,,23,
2018-01-17T00:17:28.461Z,,,0,,,23,
2018-01-17T00:17:38.542Z,,,0,,,23,
2018-01-17T00:17:48.461Z,,,0,,,23,
2018-01-17T00:17:58.461Z,,,0,,,23,
2018-01-17T00:18:08.464Z,44.1,,0,,,23,
2018-01-17T00:18:18.462Z,,,0,,,22.8,
2018-01-17T00:18:28.462Z,,,0,,,22.8,
2018-01-17T00:18:38.553Z,,,0,,,22.8,
2018-01-17T00:18:48.461Z,,,0,,,22.8,
2018-01-17T00:18:58.461Z,,,0,,,22.8,
2018-01-17T00:19:08.461Z,,,0,,,22.8,
2018-01-17T00:19:18.461Z,44,,0,,,22.8,
2018-01-17T00:19:28.460Z,,,0,,,22.8,
2018-01-17T00:19:38.551Z,,,0,,,22.8,
2018-01-17T00:19:48.461Z,,,0,,,22.8,
2018-01-17T00:19:58.461Z,,,0,,,22.8,
2018-01-17T00:20:08.461Z,44,,0,,,22.8,
2018-01-17T00:20:18.462Z,43.9,,0,,,22.8,
2018-01-17T00:20:28.465Z,44,,0,,,22.8,
2018-01-17T00:20:38.551Z,43.9,,0,,,22.7,
2018-01-17T00:20:48.462Z,,,0,,,22.7,
2018-01-17T00:20:58.462Z,,,0,,,22.7,
2018-01-17T00:21:08.462Z,,,0,,,22.7,
2018-01-17T00:21:18.463Z,,,0,,,22.7,
2018-01-17T00:21:28.462Z,,,0,,,22.7,
2018-01-17T00:21:38.542Z,43.8,,0,,,22.7,
2018-01-17T00:21:48.462Z,,,0,,,22.7,
2018-01-17T00:21:58.462Z,,,0,,,22.7,
2018-01-17T00:22:08.487Z,,,0,,,22.7,
2018-01-17T00:22:18.462Z,,,0,,,22.7,
2018-01-17T00:22:28.461Z,,,0,,,22.7,
2018-01-17T00:22:38.551Z,,,0,,,22.7,
2018-01-17T00:22:48.462Z,43.7,,0,,,22.7,
2018-01-17T00:22:58.466Z,,,0,,,22.7,
2018-01-17T00:23:08.464Z,,,0,,,22.7,
2018-01-17T00:23:18.461Z,,,0,,,22.6,
2018-01-17T00:23:28.461Z,,,0,,,22.7,
2018-01-17T00:23:38.541Z,,,0,,,22.6,
2018-01-17T00:23:48.462Z,,,0,,,22.6,
2018-01-17T00:23:58.463Z,43.6,,0,,,22.6,
2018-01-17T00:24:13.551Z,,,0,,,22.6,
2018-01-17T00:24:18.461Z,,,0,,,22.6,
2018-01-17T00:24:28.462Z,,,0,,,22.6,
2018-01-17T00:24:38.668Z,,,0,,,22.6,
2018-01-17T00:24:48.462Z,,,0,,,22.6,
2018-01-17T00:24:58.462Z,,,0,,,22.6,
2018-01-17T00:25:08.462Z,43.5,,0,,,22.6,
2018-01-17T00:25:18.466Z,,,0,,,22.6,
2018-01-17T00:25:28.462Z,,,0,,,22.6,
2018-01-17T00:25:38.552Z,,,0,,,22.6,
2018-01-17T00:25:48.464Z,,,0,,,22.6,
2018-01-17T00:25:58.463Z,,,0,,,22.6,
2018-01-17T00:26:08.462Z,,,0,,,22.5,
2018-01-17T00:26:18.641Z,43.4,,0,,,22.5,
2018-01-17T00:26:28.462Z,,,0,,,22.5,
2018-01-17T00:26:38.582Z,,,0,,,22.5,
2018-01-17T00:26:48.463Z,,,0,,,22.5,
2018-01-17T00:26:58.462Z,,,0,,,22.5,
2018-01-17T00:27:08.462Z,,,0,,,22.5,
2018-01-17T00:27:18.464Z,,,0,,,22.5,
2018-01-17T00:27:28.463Z,43.3,,0,,,22.5,
2018-01-17T00:27:38.738Z,,,0,,,22.5,
2018-01-17T00:27:48.463Z,,,0,,,22.5,
2018-01-17T00:27:58.462Z,,,0,,,22.5,
2018-01-17T00:28:13.482Z,,,0,,,22.5,
2018-01-17T00:28:18.463Z,,,0,,,22.5,
2018-01-17T00:28:28.472Z,,,0,,,22.5,
2018-01-17T00:28:38.729Z,,,0,,,22.5,
2018-01-17T00:28:48.463Z,43.2,,0,,,22.4,
2018-01-17T00:28:58.462Z,,,0,,,22.4,
2018-01-17T00:29:08.463Z,,,0,,,22.4,
2018-01-17T00:29:18.464Z,,,0,,,22.4,
2018-01-17T00:29:28.462Z,,,0,,,22.4,
2018-01-17T00:29:38.542Z,,,0,,,22.4,
2018-01-17T00:29:48.462Z,,,0,,,22.4,
2018-01-17T00:29:58.469Z,43.1,,0,,,22.4,
2018-01-17T00:30:08.627Z,,,0,,,22.4,
2018-01-17T00:30:18.463Z,,,0,,,22.4,
2018-01-17T00:30:28.463Z,,,0,,,22.4,
2018-01-17T00:30:38.553Z,,,0,,,22.4,
2018-01-17T00:30:48.463Z,,,0,,,22.4,
2018-01-17T00:30:58.463Z,,,0,,,22.4,
2018-01-17T00:31:08.465Z,43,,0,,,22.2,
2018-01-17T00:31:18.465Z,,,0,,,22.2,
2018-01-17T00:31:28.466Z,,,0,,,22.2,
2018-01-17T00:31:38.543Z,,,0,,,22.2,
2018-01-17T00:31:48.464Z,,,0,,,22.2,
2018-01-17T00:31:58.463Z,,,0,,,22.2,
2018-01-17T00:32:08.463Z,,,0,,,22.2,
2018-01-17T00:32:18.463Z,43,,0,,,22.2,
2018-01-17T00:32:28.463Z,42.9,,0,,,22.2,
2018-01-17T00:32:38.543Z,,,0,,,22.2,
2018-01-17T00:32:48.463Z,,,0,,,22.2,
2018-01-17T00:32:58.462Z,,,0,,,22.2,
2018-01-17T00:33:08.463Z,,,0,,,22.2,
2018-01-17T00:33:18.464Z,,,0,,,22.2,
2018-01-17T00:33:28.463Z,,,0,,,22.1,
2018-01-17T00:33:38.553Z,42.8,,0,,,22.2,
2018-01-17T00:33:48.463Z,,,0,,,22.2,
2018-01-17T00:33:58.463Z,,,0,,,22.2,
2018-01-17T00:34:08.463Z,,,0,,,22.1,
2018-01-17T00:34:18.466Z,,,0,,,22.1,
2018-01-17T00:34:28.463Z,,,0,,,22.1,
2018-01-17T00:34:38.544Z,,,0,,,22.1,
2018-01-17T00:34:48.464Z,42.7,,0,,,22.1,
2018-01-17T00:34:58.617Z,,,0,,,22.1,
2018-01-17T00:35:08.464Z,,,0,,,22.1,
2018-01-17T00:35:18.463Z,,,0,,,22.1,
2018-01-17T00:35:28.463Z,,,0,,,22.1,
2018-01-17T00:35:38.543Z,,,0,,,22.1,
2018-01-17T00:35:48.467Z,,,0,,,22.1,
2018-01-17T00:35:58.467Z,42.6,,0,,,22.1,
2018-01-17T00:36:08.464Z,,,0,,,22.1,
2018-01-17T00:36:18.471Z,,,0,,,22.1,
2018-01-17T00:36:28.468Z,,,0,,,22.1,
2018-01-17T00:36:38.574Z,,,0,,,22.1,
2018-01-17T00:36:48.533Z,,,0,,,22.1,
2018-01-17T00:36:58.464Z,,,0,,,22,
2018-01-17T00:37:08.463Z,,,0,,,22.1,
2018-01-17T00:37:18.464Z,42.4,,0,,,22,
2018-01-17T00:37:28.463Z,,,0,,,22,
2018-01-17T00:37:38.554Z,,,0,,,22,
2018-01-17T00:37:48.467Z,,,0,,,22,
2018-01-17T00:37:58.466Z,,,0,,,22,
2018-01-17T00:38:08.463Z,,,0,,,22,
2018-01-17T00:38:18.465Z,,,0,,,22,
2018-01-17T00:38:28.466Z,,,0,,,22,
2018-01-17T00:38:38.594Z,42.3,,0,,,22,
2018-01-17T00:38:48.478Z,,,0,,,22,
2018-01-17T00:38:58.465Z,,,0,,,22,
2018-01-17T00:39:08.466Z,,,0,,,22,
2018-01-17T00:39:18.466Z,,,0,,,22,
2018-01-17T00:39:28.606Z,,,0,,,22,
2018-01-17T00:39:38.544Z,,,0,,,22,
2018-01-17T00:39:48.713Z,,,0,,,22,
2018-01-17T00:39:58.464Z,42.2,,0,,,21.9,
2018-01-17T00:40:08.464Z,,,0,,,21.9,
2018-01-17T00:40:18.465Z,,,0,,,21.9,
2018-01-17T00:40:28.465Z,,,0,,,21.9,
2018-01-17T00:40:38.556Z,,,0,,,21.9,
2018-01-17T00:40:48.466Z,,,0,,,21.9,
2018-01-17T00:40:58.467Z,,,0,,,21.9,
2018-01-17T00:41:08.465Z,42.1,,0,,,21.9,
2018-01-17T00:41:18.464Z,,,0,,,21.9,
2018-01-17T00:41:28.464Z,,,0,,,21.9,
2018-01-17T00:41:38.575Z,,,0,,,21.9,
2018-01-17T00:41:48.467Z,,,0,,,21.9,
2018-01-17T00:41:58.464Z,,,0,,,21.9,
2018-01-17T00:42:08.465Z,,,0,,,21.9,
2018-01-17T00:42:18.464Z,42,,0,,,21.9,
2018-01-17T00:42:28.465Z,,,0,,,21.9,
2018-01-17T00:42:38.554Z,,,0,,,21.9,
2018-01-17T00:42:48.465Z,,,0,,,21.9,
2018-01-17T00:42:58.466Z,,,0,,,21.7,
2018-01-17T00:43:08.465Z,,,0,,,21.7,
2018-01-17T00:43:18.465Z,,,0,,,21.7,
2018-01-17T00:43:28.465Z,41.9,,0,,,21.7,
2018-01-17T00:43:38.556Z,41.9,,0,,,21.7,
2018-01-17T00:43:48.465Z,,,0,,,21.7,
2018-01-17T00:43:58.467Z,,,0,,,21.7,
2018-01-17T00:44:08.465Z,,,0,,,21.7,
2018-01-17T00:44:18.464Z,,,0,,,21.7,
2018-01-17T00:44:28.478Z,,,0,,,21.7,
2018-01-17T00:44:38.545Z,,,0,,,21.7,
2018-01-17T00:44:48.466Z,41.8,,0,,,21.7,
2018-01-17T00:44:58.465Z,,,0,,,21.7,
2018-01-17T00:45:08.469Z,,,0,,,21.7,
2018-01-17T00:45:18.465Z,,,0,,,21.7,
2018-01-17T00:45:28.470Z,,,0,,,21.7,
2018-01-17T00:45:38.545Z,,,0,,,21.7,
2018-01-17T00:45:48.466Z,,,0,,,21.7,
2018-01-17T00:45:58.465Z,41.7,,0,,,21.6,
2018-01-17T00:46:08.465Z,,,0,,,21.6,
2018-01-17T00:46:18.466Z,,,0,,,21.6,
2018-01-17T00:46:28.465Z,,,0,,,21.6,
2018-01-17T00:46:38.545Z,,,0,,,21.6,
2018-01-17T00:46:48.465Z,,,0,,,21.6,
2018-01-17T00:46:58.465Z,,,0,,,21.6,
2018-01-17T00:47:08.465Z,,,0,,,21.6,
2018-01-17T00:47:18.478Z,41.6,,0,,,21.6,
2018-01-17T00:47:28.469Z,,,0,,,21.6,
2018-01-17T00:47:38.557Z,,,0,,,21.6,
2018-01-17T00:47:48.465Z,,,0,,,21.6,
2018-01-17T00:47:58.501Z,,,0,,,21.6,
2018-01-17T00:48:08.465Z,,,0,,,21.6,
2018-01-17T00:48:18.465Z,,,0,,,21.6,
2018-01-17T00:48:28.465Z,41.5,,0,,,21.6,
2018-01-17T00:48:38.550Z,,,0,,,21.6,
2018-01-17T00:48:48.467Z,,,0,,,21.6,
2018-01-17T00:48:58.749Z,,,0,,,21.6,
2018-01-17T00:49:08.465Z,,,0,,,21.6,
2018-01-17T00:49:18.467Z,,,0,,,21.6,
2018-01-17T00:49:28.468Z,,,0,,,21.6,
2018-01-17T00:49:38.570Z,,,0,,,21.6,
2018-01-17T00:49:48.487Z,41.4,,0,,,21.5,
2018-01-17T00:49:58.468Z,,,0,,,21.5,
2018-01-17T00:50:08.465Z,,,0,,,21.5,
2018-01-17T00:50:18.465Z,,,0,,,21.5,
2018-01-17T00:50:28.465Z,,,0,,,21.5,
2018-01-17T00:50:38.555Z,,,0,,,21.5,
2018-01-17T00:50:48.467Z,,,0,,,21.5,
2018-01-17T00:50:58.466Z,41.3,,0,,,21.5,
2018-01-17T00:51:08.466Z,,,0,,,21.5,
2018-01-17T00:51:18.465Z,,,0,,,21.5,
2018-01-17T00:51:28.466Z,,,0,,,21.5,
2018-01-17T00:51:38.546Z,,,0,,,21.5,
2018-01-17T00:51:48.466Z,,,0,,,21.5,
2018-01-17T00:51:58.468Z,,,0,,,21.5,
2018-01-17T00:52:08.466Z,,,0,,,21.5,
2018-01-17T00:52:18.466Z,,,0,,,21.5,
2018-01-17T00:52:28.466Z,41.2,,0,,,21.5,
2018-01-17T00:52:38.556Z,,,0,,,21.5,
2018-01-17T00:52:48.466Z,41.2,5,0,0,0,21.3,0
2018-01-17T00:52:58.466Z,,,0,,,21.3,
2018-01-17T00:53:08.468Z,,,0,,,21.3,
2018-01-17T00:53:18.466Z,,,0,,,21.3,
2018-01-17T00:53:28.466Z,,,0,,,21.3,
2018-01-17T00:53:38.586Z,,,0,,,21.3,
2018-01-17T00:53:48.466Z,41.1,,0,,,21.3,
2018-01-17T00:53:58.466Z,,,0,,,21.3,
2018-01-17T00:54:08.467Z,,,0,,,21.3,
2018-01-17T00:54:18.467Z,,,0,,,21.3,
2018-01-17T00:54:28.466Z,,,0,,,21.3,
2018-01-17T00:54:38.781Z,,,0,,,21.3,
2018-01-17T00:54:48.683Z,,,0,,,21.3,
2018-01-17T00:54:58.467Z,,,0,,,21.3,
2018-01-17T00:55:08.466Z,41,,0,,,21.3,
2018-01-17T00:55:18.466Z,,,0,,,21.3,
2018-01-17T00:55:28.467Z,,,0,,,21.3,
2018-01-17T00:55:38.546Z,,,0,,,21.3,
2018-01-17T00:55:48.469Z,,,0,,,21.3,
2018-01-17T00:55:58.467Z,,,0,,,21.3,
2018-01-17T00:56:08.467Z,40.9,,0,,,21.3,
2018-01-17T00:56:18.467Z,40.9,,0,,,21.3,
2018-01-17T00:56:28.470Z,,,0,,,21.3,
2018-01-17T00:56:43.576Z,,,0,,,21.3,
2018-01-17T00:56:48.467Z,,,0,,,21.3,
2018-01-17T00:56:58.466Z,,,0,,,21.2,
2018-01-17T00:57:08.466Z,,,0,,,21.2,
2018-01-17T00:57:18.468Z,,,0,,,21.2,
2018-01-17T00:57:28.467Z,,,0,,,21.2,
2018-01-17T00:57:38.557Z,40.8,,0,,,21.2,
2018-01-17T00:57:48.470Z,,,0,,,21.2,
2018-01-17T00:57:58.467Z,,,0,,,21.2,
2018-01-17T00:58:08.467Z,,,0,,,21.2,
2018-01-17T00:58:18.466Z,,,0,,,21.2,
2018-01-17T00:58:28.467Z,,,0,,,21.2,
2018-01-17T00:58:38.556Z,,,0,,,21.2,
2018-01-17T00:58:48.467Z,40.7,,0,,,21.2,
2018-01-17T00:58:58.467Z,,,0,,,21.2,
2018-01-17T00:59:08.470Z,,,0,,,21.2,
2018-01-17T00:59:18.467Z,,,0,,,21.2,
2018-01-17T00:59:28.467Z,,,0,,,21.2,
2018-01-17T00:59:38.559Z,,,0,,,21.2,
2018-01-17T00:59:48.467Z,,,0,,,21.2,
2018-01-17T00:59:58.467Z,,,0,,,21.2,
2018-01-17T01:00:08.470Z,,,0,,,21.2,
2018-01-17T01:00:18.674Z,40.6,,0,,,21.2,
2018-01-17T01:00:28.468Z,,,0,,,21.2,
2018-01-17T01:00:38.568Z,,,0,,,21.2,
2018-01-17T01:00:48.468Z,,,0,,,21.1,
2018-01-17T01:00:58.467Z,,,0,,,21.2,
2018-01-17T01:01:08.467Z,,,0,,,21.2,
2018-01-17T01:01:18.469Z,,,0,,,21.1,
2018-01-17T01:01:28.672Z,,,0,,,21.2,
2018-01-17T01:01:38.548Z,40.5,,0,,,21.2,
2018-01-17T01:01:48.471Z,,,0,,,21.1,
2018-01-17T01:01:58.467Z,,,0,,,21.1,
2018-01-17T01:02:08.469Z,,,0,,,21.1,
2018-01-17T01:02:18.467Z,,,0,,,21.1,
2018-01-17T01:02:28.467Z,,,0,,,21.1,
2018-01-17T01:02:38.547Z,,,0,,,21.1,
2018-01-17T01:02:48.468Z,,,0,,,21.1,
2018-01-17T01:02:58.468Z,40.4,,0,,,21.1,
2018-01-17T01:03:08.471Z,,,0,,,21.1,
2018-01-17T01:03:18.472Z,,,0,,,21.1,
2018-01-17T01:03:28.472Z,,,0,,,21.1,
2018-01-17T01:03:38.561Z,,,0,,,21.1,
2018-01-17T01:03:48.471Z,,,0,,,21.1,
2018-01-17T01:03:58.471Z,,,0,,,21.1,
2018-01-17T01:04:08.468Z,,,0,,,21.1,
2018-01-17T01:04:18.468Z,40.3,,0,,,21.1,
2018-01-17T01:04:28.467Z,,,0,,,21.1,
2018-01-17T01:04:38.600Z,,,0,,,21.1,
2018-01-17T01:04:48.472Z,,,0,,,21.1,
2018-01-17T01:04:58.468Z,,,0,,,21.1,
2018-01-17T01:05:08.467Z,,,0,,,21.1,
2018-01-17T01:05:18.467Z,,,0,,,21.1,
2018-01-17T01:05:28.471Z,,,0,,,21.1,
2018-01-17T01:05:38.557Z,40.2,,0,,,21.1,
2018-01-17T01:05:48.469Z,,,0,,,21.1,
2018-01-17T01:05:58.472Z,,,0,,,21.1,
2018-01-17T01:06:08.473Z,,,0,,,21.1,
2018-01-17T01:06:18.472Z,,,0,,,21.1,
2018-01-17T01:06:33.488Z,,,0,,,21.1,
2018-01-17T01:06:38.564Z,,,0,,,21.1,
2018-01-17T01:06:48.469Z,,,0,,,21.1,
2018-01-17T01:06:58.473Z,40.1,,0,,,20.9,
2018-01-17T01:07:08.473Z,,,0,,,21.1,
2018-01-17T01:07:18.469Z,,,0,,,20.9,
2018-01-17T01:07:28.468Z,,,0,,,20.9,
2018-01-17T01:07:38.552Z,,,0,,,20.9,
2018-01-17T01:07:48.474Z,,,0,,,20.9,
2018-01-17T01:07:58.664Z,,,0,,,20.9,
2018-01-17T01:08:08.469Z,,,0,,,20.9,
2018-01-17T01:08:18.476Z,40,,0,,,20.9,
2018-01-17T01:08:28.468Z,,,0,,,20.9,
2018-01-17T01:08:38.588Z,,,0,,,20.9,
2018-01-17T01:08:48.469Z,,,0,,,20.9,
2018-01-17T01:08:58.468Z,,,0,,,20.9,
2018-01-17T01:09:08.469Z,,,0,,,20.9,
2018-01-17T01:09:18.473Z,,,0,,,20.9,
2018-01-17T01:09:28.468Z,,,0,,,20.9,
2018-01-17T01:09:38.559Z,40,,0,,,20.9,
2018-01-17T01:09:48.469Z,40,,0,,,20.9,
2018-01-17T01:09:58.468Z,39.9,,0,,,20.9,
2018-01-17T01:10:08.468Z,,,0,,,20.9,
2018-01-17T01:10:18.468Z,,,0,,,20.9,
2018-01-17T01:10:28.469Z,,,0,,,20.9,
2018-01-17T01:10:38.549Z,,,0,,,20.9,
2018-01-17T01:10:48.471Z,,,0,,,20.9,
2018-01-17T01:10:58.469Z,,,0,,,20.9,
2018-01-17T01:11:08.471Z,,,0,,,20.9,
2018-01-17T01:11:18.469Z,39.8,,0,,,20.9,
2018-01-17T01:11:28.470Z,,,0,,,20.9,
2018-01-17T01:11:38.548Z,,,0,,,20.9,
2018-01-17T01:11:48.478Z,,,0,,,20.9,
2018-01-17T01:11:58.469Z,,,0,,,20.8,
2018-01-17T01:12:08.469Z,,,0,,,20.9,
2018-01-17T01:12:18.674Z,,,0,,,20.8,
2018-01-17T01:12:28.469Z,,,0,,,20.8,
2018-01-17T01:12:38.556Z,39.7,,0,,,20.8,
2018-01-17T01:12:48.469Z,,,0,,,20.8,
2018-01-17T01:12:58.469Z,,,0,,,20.8,
2018-01-17T01:13:08.470Z,,,0,,,20.8,
2018-01-17T01:13:18.469Z,,,0,,,20.8,
2018-01-17T01:13:28.472Z,,,0,,,20.8,
2018-01-17T01:13:38.585Z,,,0,,,20.8,
2018-01-17T01:13:48.469Z,,,0,,,20.8,
2018-01-17T01:13:58.469Z,39.6,,0,,,20.8,
2018-01-17T01:14:08.469Z,,,0,,,20.8,
2018-01-17T01:14:18.469Z,,,0,,,20.8,
2018-01-17T01:14:28.469Z,,,0,,,20.8,
2018-01-17T01:14:38.580Z,,,0,,,20.8,
2018-01-17T01:14:48.474Z,,,0,,,20.8,
2018-01-17T01:14:58.469Z,,,0,,,20.8,
2018-01-17T01:15:08.475Z,,,0,,,20.8,
2018-01-17T01:15:18.471Z,,,0,,,20.8,
2018-01-17T01:15:28.470Z,39.5,,0,,,20.8,
2018-01-17T01:15:38.559Z,,,0,,,20.8,
2018-01-17T01:15:48.472Z,,,0,,,20.8,
2018-01-17T01:15:58.469Z,,,0,,,20.8,
2018-01-17T01:16:08.477Z,,,0,,,20.8,
2018-01-17T01:16:18.479Z,,,0,,,20.8,
2018-01-17T01:16:28.470Z,,,0,,,20.8,
2018-01-17T01:16:38.549Z,,,0,,,20.8,
2018-01-17T01:16:48.499Z,39.4,,0,,,20.8,
2018-01-17T01:16:58.470Z,,,0,,,20.6,
2018-01-17T01:17:08.469Z,,,0,,,20.6,
2018-01-17T01:17:18.470Z,,,0,,,20.6,
2018-01-17T01:17:28.645Z,,,0,,,20.6,
2018-01-17T01:17:38.590Z,,,0,,,20.6,
2018-01-17T01:17:48.470Z,,,0,,,20.6,
2018-01-17T01:17:58.471Z,,,0,,,20.6,
2018-01-17T01:18:08.469Z,,,0,,,20.6,
2018-01-17T01:18:18.469Z,39.3,,0,,,20.6,
2018-01-17T01:18:28.470Z,,,0,,,20.6,
2018-01-17T01:18:38.560Z,,,0,,,20.6,
2018-01-17T01:18:48.470Z,,,0,,,20.6,
2018-01-17T01:18:58.470Z,,,0,,,20.6,
2018-01-17T01:19:08.470Z,,,0,,,20.6,
2018-01-17T01:19:18.479Z,,,0,,,20.6,
2018-01-17T01:19:28.469Z,,,0,,,20.6,
2018-01-17T01:19:38.742Z,39.2,,0,,,20.6,
2018-01-17T01:19:48.470Z,,,0,,,20.6,
2018-01-17T01:19:58.477Z,,,0,,,20.6,
2018-01-17T01:20:08.470Z,,,0,,,20.6,
2018-01-17T01:20:18.470Z,,,0,,,20.6,
2018-01-17T01:20:28.470Z,,,0,,,20.6,
2018-01-17T01:20:38.561Z,,,0,,,20.6,
2018-01-17T01:20:48.659Z,,,0,,,20.6,
2018-01-17T01:20:58.475Z,,,0,,,20.6,
2018-01-17T01:21:08.471Z,39.1,,0,,,20.6,
2018-01-17T01:21:18.472Z,,,0,,,20.6,
2018-01-17T01:21:28.470Z,,,0,,,20.5,
2018-01-17T01:21:38.550Z,,,0,,,20.5,
2018-01-17T01:21:48.497Z,,,0,,,20.5,
2018-01-17T01:21:58.471Z,,,0,,,20.5,
2018-01-17T01:22:08.471Z,,,0,,,20.5,
