Time,ChActive,HwActive,ActPow,PrimTSet,HwTSet,HwTOutlet,PrimT
2018-01-16T05:47:08.290Z,,,,,54,25,
2018-01-16T05:47:18.494Z,,,,,54,25.1,63.9
2018-01-16T05:47:28.364Z,,,30,,54,25.3,
2018-01-16T05:47:38.283Z,,,29,,54,25.3,64
2018-01-16T05:47:48.284Z,,,,,54,25.4,
2018-01-16T05:47:58.308Z,,,,,54,25.5,
2018-01-16T05:48:08.289Z,,,,,54,25.5,64.1
2018-01-16T05:48:18.284Z,,,30,,54,25.6,
2018-01-16T05:48:28.373Z,,,,,54,25.7,
2018-01-16T05:48:38.283Z,,,29,,54,25.7,
2018-01-16T05:48:48.299Z,,,,,54,25.9,
2018-01-16T05:48:58.301Z,,,30,,54,26,64.2
2018-01-16T05:49:08.421Z,,,,,54,26,64.4
2018-01-16T05:49:23.317Z,,,29,,54,26.1,
2018-01-16T05:49:28.393Z,,,,,54,26.2,64.5
2018-01-16T05:49:38.286Z,,,30,,54,26.2,
2018-01-16T05:49:48.283Z,,,29,,54,26.3,64.6
2018-01-16T05:49:58.284Z,,,30,,54,26.5,
2018-01-16T05:50:08.285Z,,,,,54,26.5,
2018-01-16T05:50:18.284Z,,,29,,54,26.6,64.7
2018-01-16T05:50:28.363Z,,,,,54,26.7,
2018-01-16T05:50:38.284Z,,,,,54,26.7,64.8
2018-01-16T05:50:48.304Z,,,30,,54,26.8,
2018-01-16T05:50:58.288Z,,,,,54,26.9,
2018-01-16T05:51:08.422Z,,,,,54,26.9,
2018-01-16T05:51:18.294Z,,,29,,54,27.1,64.9
2018-01-16T05:51:28.382Z,,,29,,54,27.1,65.1
2018-01-16T05:51:38.284Z,1,0,30,62,54,27.2,65.1
2018-01-16T05:51:48.285Z,,,29,,54,27.3,
2018-01-16T05:51:58.288Z,,,,,54,27.3,65.2
2018-01-16T05:52:08.285Z,,,30,,54,27.4,
2018-01-16T05:52:18.284Z,,,,,54,27.5,65.3
2018-01-16T05:52:28.367Z,,,29,,54,27.5,
2018-01-16T05:52:38.284Z,,,,,54,27.7,
2018-01-16T05:52:48.289Z,,,,,54,27.8,65.4
2018-01-16T05:52:58.284Z,,,,,54,27.8,
2018-01-16T05:53:08.286Z,,,30,,54,27.9,
2018-01-16T05:53:18.286Z,,,29,,54,27.9,65.5
2018-01-16T05:53:28.377Z,,,,,54,28,
2018-01-16T05:53:38.284Z,,,,,54,28,65.6
2018-01-16T05:53:48.290Z,,,,,54,28.1,
2018-01-16T05:53:58.284Z,,,,,54,28.3,65.8
2018-01-16T05:54:08.284Z,,,,,54,28.3,
2018-01-16T05:54:18.287Z,,,30,,54,28.4,
2018-01-16T05:54:28.380Z,,,29,,54,28.4,65.9
2018-01-16T05:54:38.284Z,,,,,54,28.5,
2018-01-16T05:54:48.284Z,1,0,0,,54,28.6,
2018-01-16T05:54:58.284Z,,,,,54,28.6,62.9
2018-01-16T05:55:08.285Z,,,,,54,28.7,61.9
2018-01-16T05:55:18.285Z,,,,,54,28.9,61.2
2018-01-16T05:55:28.364Z,,,,,54,28.9,60.9
2018-01-16T05:55:38.284Z,,,,,54,29,
2018-01-16T05:55:48.480Z,,,,,54,29,60.8
2018-01-16T05:55:58.284Z,,,,,54,29.1,60.6
2018-01-16T05:56:08.284Z,,,,,54,29.1,60.5
2018-01-16T05:56:18.289Z,,,,,54,29.2,60.2
2018-01-16T05:56:28.401Z,,,,,54,29.2,59.9
2018-01-16T05:56:38.291Z,,,,,54,29.3,59.8
2018-01-16T05:56:53.308Z,,,,,54,29.3,59.5
2018-01-16T05:56:58.296Z,,,,,54,29.5,59.3
2018-01-16T05:57:08.442Z,,,,,54,29.5,58.9
2018-01-16T05:57:18.301Z,0,2,44,0,54,39.7,58.6
2018-01-16T05:57:28.370Z,,,82,,54,23.4,58
2018-01-16T05:57:38.309Z,,,81,,54,53.9,58.8
2018-01-16T05:57:48.301Z,,,,,54,53.7,58.4
2018-01-16T05:57:58.294Z,,,90,,54,52.9,57.8
2018-01-16T05:58:08.419Z,,,79,,54,54,58
2018-01-16T05:58:18.489Z,,,80,,54,54.3,
2018-01-16T05:58:28.340Z,,,78,,54,54.2,57.9
2018-01-16T05:58:38.439Z,,,79,,54,54.1,57.7
2018-01-16T05:58:48.313Z,,,78,,54,54,57.4
2018-01-16T05:58:58.285Z,,,77,,54,53.9,
2018-01-16T05:59:08.285Z,,,79,,54,53.8,57.3
2018-01-16T05:59:18.490Z,,,80,,54,53.8,
2018-01-16T05:59:28.326Z,,,81,,54,53.8,
2018-01-16T05:59:38.284Z,,,82,,54,53.9,
2018-01-16T05:59:48.288Z,,,85,,54,53.8,57.4
2018-01-16T05:59:58.285Z,,,86,,54,54.3,58
2018-01-16T06:00:08.285Z,,,79,,54,54.6,57.9
2018-01-16T06:00:18.293Z,,,78,,54,54.3,57.7
2018-01-16T06:00:28.367Z,,,79,,54,54.3,57.4
2018-01-16T06:00:38.286Z,,,81,,54,54.1,57.2
2018-01-16T06:00:48.289Z,,,80,,54,53.8,57
2018-01-16T06:00:58.310Z,,,81,,54,53.8,56.9
2018-01-16T06:01:08.288Z,,,80,,54,53.8,56.8
2018-01-16T06:01:18.295Z,,,,,54,53.9,56.7
2018-01-16T06:01:28.365Z,,,81,,54,53.7,
2018-01-16T06:01:38.291Z,,,84,,54,53.6,
2018-01-16T06:01:48.285Z,,,83,,54,53.7,56.8
2018-01-16T06:01:58.288Z,,,,,54,53.8,56.9
2018-01-16T06:02:08.285Z,,,83,,54,53.9,57
2018-01-16T06:02:18.287Z,,,84,,54,53.9,57
2018-01-16T06:02:28.377Z,,,85,,54,53.9,
2018-01-16T06:02:38.286Z,0,0,0,,54,53.9,56.9
2018-01-16T06:02:48.286Z,0,0,,,54,53.7,55.5
2018-01-16T06:02:58.285Z,,,,,54,53.4,55.4
2018-01-16T06:03:08.290Z,,,,,54,53.2,55.3
2018-01-16T06:03:18.484Z,,,,,54,53,
2018-01-16T06:03:28.383Z,,,,,54,52.7,55.2
2018-01-16T06:03:38.288Z,1,0,,62,54,52.5,55.1
2018-01-16T06:03:48.318Z,1,0,42,,54,52.3,58.1
2018-01-16T06:03:58.296Z,0,2,0,0,54,52,60.9
2018-01-16T06:04:08.288Z,0,2,39,,54,33.3,61.9
2018-01-16T06:04:18.306Z,0,0,0,,54,55.3,54.6
2018-01-16T06:04:28.365Z,,,,,54,55.4,52.7
2018-01-16T06:04:38.287Z,,,,,54,53.4,52.3
2018-01-16T06:04:48.286Z,,,,,54,51.1,52.2
2018-01-16T06:04:58.460Z,,,,,54,50.8,
2018-01-16T06:05:08.286Z,,,,,54,50.6,52.1
2018-01-16T06:05:23.387Z,1,0,,62,54,50.5,52.3
2018-01-16T06:05:28.368Z,1,0,38,,54,50.2,56.2
2018-01-16T06:05:38.286Z,,,29,,54,49.8,59.3
2018-01-16T06:05:48.287Z,,,30,,54,49.2,57.8
2018-01-16T06:05:58.292Z,,,30,,54,48.7,56.9
2018-01-16T06:06:08.286Z,,,30,,54,48.2,55.7
2018-01-16T06:06:18.286Z,,,30,,54,47.7,54.7
2018-01-16T06:06:28.368Z,,,,,54,47.3,54.5
2018-01-16T06:06:38.286Z,,,29,,54,46.9,
2018-01-16T06:06:48.414Z,,,30,,54,46.5,54.6
2018-01-16T06:06:58.285Z,,,29,,54,46.1,54.8
2018-01-16T06:07:08.286Z,,,29,,54,45.8,55
2018-01-16T06:07:23.316Z,,,31,,54,45.5,55.2
2018-01-16T06:07:28.370Z,,,34,,54,45.2,56
2018-01-16T06:07:38.286Z,,,,,54,45,56.1
2018-01-16T06:07:48.286Z,,,37,,54,44.7,56.6
2018-01-16T06:07:58.286Z,,,38,,54,44.4,57
2018-01-16T06:08:08.302Z,,,40,,54,44.2,57.4
2018-01-16T06:08:18.303Z,,,41,,54,44,58
2018-01-16T06:08:28.390Z,,,42,,54,43.8,58.2
2018-01-16T06:08:38.288Z,,,,,54,43.6,58.5
2018-01-16T06:08:48.451Z,,,44,,54,43.4,58.8
2018-01-16T06:08:58.287Z,,,45,,54,43.3,59
2018-01-16T06:09:08.300Z,,,,,54,43.1,59.4
2018-01-16T06:09:18.291Z,,,,,54,43,59.7
2018-01-16T06:09:28.376Z,,,46,,54,42.8,60
2018-01-16T06:09:38.293Z,,,47,,54,42.7,60.1
2018-01-16T06:09:48.318Z,,,,,54,42.5,60.4
2018-01-16T06:09:58.321Z,,,,,54,42.4,60.7
2018-01-16T06:10:08.319Z,,,48,,54,42.3,61.1
2018-01-16T06:10:18.326Z,,,,,54,42.1,61.3
2018-01-16T06:10:28.643Z,,,47,,54,42,61.5
2018-01-16T06:10:38.498Z,,,48,,54,41.9,62
2018-01-16T06:10:48.307Z,,,47,,54,41.8,62.1
2018-01-16T06:10:58.286Z,,,45,,54,41.6,62.4
2018-01-16T06:11:08.286Z,,,42,,54,41.5,62.2
2018-01-16T06:11:18.465Z,,,41,,54,41.4,62.1
2018-01-16T06:11:28.391Z,,,40,,54,41.3,
2018-01-16T06:11:38.287Z,,,39,,54,41.2,
2018-01-16T06:11:48.303Z,,,38,,54,41.1,62.2
2018-01-16T06:11:58.286Z,,,37,,54,40.9,
2018-01-16T06:12:08.299Z,,,35,,54,40.8,
2018-01-16T06:12:18.286Z,,,34,,54,40.7,
2018-01-16T06:12:28.378Z,,,32,,54,40.6,
2018-01-16T06:12:38.287Z,,,31,,54,40.5,62.1
2018-01-16T06:12:48.287Z,,,30,,54,40.4,
2018-01-16T06:12:58.289Z,,,,,54,40.3,
2018-01-16T06:13:08.288Z,,,,,54,40.3,62.2
2018-01-16T06:13:23.313Z,,,,,54,40.2,62.4
2018-01-16T06:13:28.377Z,,,,,54,40.1,
2018-01-16T06:13:38.293Z,,,29,,54,40,62.5
2018-01-16T06:13:48.292Z,,,30,,54,39.9,62.6
2018-01-16T06:13:58.287Z,,,29,,54,39.9,62.7
2018-01-16T06:14:08.288Z,,,,,54,39.8,
2018-01-16T06:14:18.287Z,,,30,,54,39.7,62.8
2018-01-16T06:14:28.367Z,,,,,54,39.7,
2018-01-16T06:14:38.288Z,,,,,54,39.6,62.9
2018-01-16T06:14:48.292Z,,,,,54,39.6,
2018-01-16T06:14:58.398Z,,,,,54,39.5,63.1
2018-01-16T06:15:13.454Z,,,,,54,39.4,
2018-01-16T06:15:18.292Z,,,29,,54,39.4,
2018-01-16T06:15:28.543Z,,,30,,54,39.3,63.2
2018-01-16T06:15:38.287Z,,,,,54,39.2,
2018-01-16T06:15:48.289Z,,,29,,54,39.2,63.3
2018-01-16T06:15:58.287Z,,,,,54,39.1,
2018-01-16T06:16:08.287Z,,,,,54,39.1,63.4
2018-01-16T06:16:18.287Z,,,,,54,38.9,63.5
2018-01-16T06:16:28.377Z,,,,,54,38.9,
2018-01-16T06:16:38.288Z,,,,,54,38.8,63.6
2018-01-16T06:16:48.287Z,,,,,54,38.8,
2018-01-16T06:16:58.287Z,,,,,54,38.7,63.8
2018-01-16T06:17:08.287Z,,,30,,54,38.7,
2018-01-16T06:17:18.289Z,,,29,,54,38.6,63.9
2018-01-16T06:17:28.377Z,,,30,,54,38.6,
2018-01-16T06:17:38.294Z,,,29,,54,38.6,63.9
2018-01-16T06:17:48.290Z,,,,,54,38.5,64
2018-01-16T06:17:58.287Z,,,30,,54,38.5,64.1
2018-01-16T06:18:08.291Z,,,29,,54,38.5,
2018-01-16T06:18:18.289Z,,,,,54,38.4,64.2
2018-01-16T06:18:28.377Z,,,,,54,38.4,
2018-01-16T06:18:38.287Z,,,,,54,38.4,
2018-01-16T06:18:48.288Z,,,30,,54,38.3,64.4
2018-01-16T06:18:58.288Z,,,29,,54,38.3,64.5
2018-01-16T06:19:08.287Z,,,30,,54,38.3,
2018-01-16T06:19:18.288Z,,,29,,54,38.2,
2018-01-16T06:19:28.368Z,,,30,,54,38.2,64.6
2018-01-16T06:19:38.288Z,,,29,,54,38.2,
2018-01-16T06:19:48.311Z,,,,,54,38.2,64.7
2018-01-16T06:19:58.290Z,,,30,,54,38.1,
2018-01-16T06:20:08.297Z,,,29,,54,38.1,64.8
2018-01-16T06:20:18.299Z,,,,,54,38.1,
2018-01-16T06:20:28.368Z,,,30,,54,38.1,64.9
2018-01-16T06:20:38.293Z,,,,,54,38,65.1
2018-01-16T06:20:48.287Z,,,,,54,38,
2018-01-16T06:20:58.288Z,,,29,,54,38,
2018-01-16T06:21:08.288Z,,,,,54,38,65.2
2018-01-16T06:21:18.287Z,,,30,,54,38,
2018-01-16T06:21:28.368Z,,,,,54,38,
2018-01-16T06:21:38.288Z,,,29,,54,37.9,65.3
2018-01-16T06:21:48.288Z,,,,,54,37.9,
2018-01-16T06:21:58.288Z,,,,,54,37.9,65.4
2018-01-16T06:22:08.288Z,,,,,54,37.9,
2018-01-16T06:22:18.288Z,,,30,,54,37.9,
2018-01-16T06:22:28.371Z,,,,,54,37.9,65.5
2018-01-16T06:22:38.288Z,,,,,54,37.9,
2018-01-16T06:22:48.534Z,,,29,,54,37.8,65.6
2018-01-16T06:22:58.288Z,,,,,54,37.8,
2018-01-16T06:23:08.289Z,,,,,54,37.8,65.8
2018-01-16T06:23:18.289Z,,,,,54,37.8,
2018-01-16T06:23:28.378Z,,,,,54,37.8,
2018-01-16T06:23:38.289Z,,,,,54,37.8,65.9
2018-01-16T06:23:48.290Z,,,30,,54,37.8,
2018-01-16T06:23:58.289Z,1,0,0,,54,37.8,63.6
2018-01-16T06:24:08.307Z,,,,,54,37.8,61.9
2018-01-16T06:24:18.292Z,,,,,54,37.8,61.3
2018-01-16T06:24:28.379Z,,,,,54,37.7,60.9
2018-01-16T06:24:38.288Z,,,,,54,37.7,60.7
2018-01-16T06:24:48.291Z,,,,,54,37.7,60.6
2018-01-16T06:24:58.294Z,,,,,54,37.7,60.5
2018-01-16T06:25:08.289Z,,,,,54,37.7,60.4
2018-01-16T06:25:18.289Z,,,,,54,37.7,60.2
2018-01-16T06:25:28.379Z,,,,,54,37.7,60
2018-01-16T06:25:38.288Z,,,,,54,37.7,59.9
2018-01-16T06:25:48.289Z,,,,,54,37.7,59.6
2018-01-16T06:25:58.290Z,,,,,54,37.6,59.4
2018-01-16T06:26:08.288Z,,,,,54,37.6,59.1
2018-01-16T06:26:18.293Z,,,,,54,37.6,58.9
2018-01-16T06:26:28.368Z,,,,,54,37.6,58.6
2018-01-16T06:26:38.291Z,,,,,54,37.6,58.3
2018-01-16T06:26:48.288Z,,,,,54,37.6,58.1
2018-01-16T06:26:58.290Z,,,,,54,37.6,57.9
2018-01-16T06:27:08.289Z,,,,,54,37.6,57.6
2018-01-16T06:27:18.291Z,,,,,54,37.5,57.3
2018-01-16T06:27:28.379Z,,,,,54,37.5,57.1
2018-01-16T06:27:38.535Z,,,,,54,37.5,56.9
2018-01-16T06:27:48.290Z,,,,,54,37.5,56.7
2018-01-16T06:27:58.290Z,,,,,54,37.5,56.5
2018-01-16T06:28:08.291Z,,,,,54,37.5,56.3
2018-01-16T06:28:18.414Z,,,,,54,37.5,56.1
2018-01-16T06:28:28.340Z,1,0,,,54,37.5,56
2018-01-16T06:28:38.290Z,,,37,,54,37.4,60
2018-01-16T06:28:48.289Z,,,29,,54,37.4,60.6
2018-01-16T06:28:58.289Z,,,,,54,37.4,60.4
2018-01-16T06:29:08.289Z,,,,,54,37.4,60.2
2018-01-16T06:29:18.290Z,,,30,,54,37.4,60.1
2018-01-16T06:29:28.379Z,,,29,,54,37.3,
2018-01-16T06:29:38.289Z,,,30,,54,37.3,
2018-01-16T06:29:48.290Z,,,29,,54,37.3,
2018-01-16T06:29:58.295Z,,,30,,54,37.3,
2018-01-16T06:30:08.290Z,,,29,,54,37.3,60.2
2018-01-16T06:30:18.295Z,,,30,,54,37.3,60.4
2018-01-16T06:30:28.617Z,,,,,54,37.3,60.5
2018-01-16T06:30:38.290Z,,,31,,54,37.3,60.6
2018-01-16T06:30:48.289Z,,,,,54,37.2,60.8
2018-01-16T06:30:58.294Z,,,30,,54,37.2,61.2
2018-01-16T06:31:08.471Z,,,,,54,37.2,61.4
2018-01-16T06:31:18.291Z,,,31,,54,37.2,61.5
2018-01-16T06:31:28.620Z,,,,,54,37.2,
2018-01-16T06:31:38.293Z,,,,,54,37.2,61.6
2018-01-16T06:31:48.305Z,,,,,54,37.2,61.9
2018-01-16T06:31:58.295Z,,,30,,54,37.1,62
2018-01-16T06:32:08.294Z,,,,,54,37.1,
2018-01-16T06:32:18.295Z,,,,,54,37.1,62.1
2018-01-16T06:32:28.383Z,,,29,,54,37.1,
2018-01-16T06:32:38.297Z,,,30,,54,37.1,
2018-01-16T06:32:48.299Z,,,,,54,37.1,
2018-01-16T06:32:58.290Z,,,,,54,37.1,62.2
2018-01-16T06:33:08.290Z,,,,,54,36.9,62.4
2018-01-16T06:33:18.291Z,,,29,,54,36.9,62.5
2018-01-16T06:33:28.370Z,,,30,,54,36.9,
2018-01-16T06:33:38.290Z,,,,,54,36.9,62.6
2018-01-16T06:33:48.290Z,,,,,54,36.9,62.7
2018-01-16T06:33:58.295Z,,,,,54,36.9,62.8
2018-01-16T06:34:08.361Z,,,29,,54,36.9,62.9
2018-01-16T06:34:18.294Z,,,29,,54,36.8,63.1
2018-01-16T06:34:28.370Z,,,,,54,36.8,
2018-01-16T06:34:38.291Z,,,30,,54,36.8,63.2
2018-01-16T06:34:48.299Z,,,,,54,36.8,63.3
2018-01-16T06:34:58.293Z,,,,,54,36.8,
2018-01-16T06:35:08.292Z,,,29,,54,36.8,63.4
2018-01-16T06:35:18.290Z,,,,,54,36.8,63.5
2018-01-16T06:35:28.384Z,,,,,54,36.8,
2018-01-16T06:35:38.292Z,,,30,,54,36.8,63.6
2018-01-16T06:35:48.290Z,,,,,54,36.7,63.8
2018-01-16T06:35:58.301Z,,,29,,54,36.7,
2018-01-16T06:36:13.310Z,,,30,,54,36.7,63.9
2018-01-16T06:36:18.290Z,,,30,,54,36.7,64
2018-01-16T06:36:28.390Z,,,,,54,36.7,
2018-01-16T06:36:38.291Z,,,29,,54,36.7,64.1
2018-01-16T06:36:48.507Z,,,30,,54,36.7,64.2
2018-01-16T06:36:58.290Z,,,,,54,36.7,
2018-01-16T06:37:08.291Z,,,,,54,36.7,64.4
2018-01-16T06:37:18.292Z,,,,,54,36.6,
2018-01-16T06:37:28.371Z,,,29,,54,36.6,64.5
2018-01-16T06:37:38.295Z,,,30,,54,36.6,
2018-01-16T06:37:48.293Z,,,,,54,36.6,64.6
2018-01-16T06:37:58.291Z,,,29,,54,36.6,64.7
2018-01-16T06:38:08.291Z,,,,,54,36.6,
2018-01-16T06:38:18.292Z,,,,,54,36.6,64.8
2018-01-16T06:38:28.383Z,,,30,,54,36.6,
2018-01-16T06:38:38.295Z,,,30,,54,36.6,64.9
2018-01-16T06:38:48.291Z,,,30,,54,36.6,65.1
2018-01-16T06:38:58.297Z,,,,,54,36.6,65.2
2018-01-16T06:39:08.301Z,,,29,,54,36.6,
2018-01-16T06:39:18.291Z,,,,,54,36.6,65.3
2018-01-16T06:39:28.371Z,,,,,54,36.6,65.4
2018-01-16T06:39:38.291Z,,,30,,54,36.5,
2018-01-16T06:39:48.291Z,,,,,54,36.5,65.5
2018-01-16T06:39:58.298Z,,,29,,54,36.5,
2018-01-16T06:40:08.295Z,,,30,,54,36.5,65.6
2018-01-16T06:40:18.297Z,,,29,,54,36.5,
2018-01-16T06:40:28.394Z,,,,,54,36.5,65.8
2018-01-16T06:40:38.291Z,,,,,54,36.5,
2018-01-16T06:40:48.291Z,,,,,54,36.5,65.9
2018-01-16T06:40:58.292Z,,,30,,54,36.5,
2018-01-16T06:41:08.456Z,1,0,0,,54,36.5,63.6
2018-01-16T06:41:18.292Z,,,,,54,36.5,61.8
2018-01-16T06:41:28.381Z,,,,,54,36.5,60.9
2018-01-16T06:41:38.297Z,,,,,54,36.5,60.5
2018-01-16T06:41:48.292Z,,,,,54,36.5,60.2
2018-01-16T06:41:58.291Z,,,,,54,36.5,60.1
2018-01-16T06:42:08.292Z,,,,,54,36.5,60
2018-01-16T06:42:18.310Z,,,,,54,36.5,59.9
2018-01-16T06:42:28.373Z,,,,,54,36.5,
2018-01-16T06:42:38.295Z,,,,,54,36.5,59.8
2018-01-16T06:42:48.292Z,,,,,54,36.5,59.6
2018-01-16T06:42:58.292Z,,,,,54,36.5,59.3
2018-01-16T06:43:08.291Z,,,,,54,36.5,58.9
2018-01-16T06:43:18.292Z,,,,,54,36.5,58.8
2018-01-16T06:43:28.372Z,,,,,54,36.4,58.6
2018-01-16T06:43:38.303Z,,,,,54,36.4,58.3
2018-01-16T06:43:48.292Z,,,,,54,36.4,58.1
2018-01-16T06:43:58.301Z,,,,,54,36.4,57.8
2018-01-16T06:44:08.295Z,,,,,54,36.4,57.6
2018-01-16T06:44:18.292Z,,,,,54,36.4,57.3
2018-01-16T06:44:28.382Z,,,,,54,36.4,57.1
2018-01-16T06:44:38.296Z,,,,,54,36.4,56.9
2018-01-16T06:44:48.393Z,,,,,54,36.4,56.7
2018-01-16T06:44:58.294Z,,,,,54,36.4,56.5
2018-01-16T06:45:08.292Z,,,,,54,36.4,56.3
2018-01-16T06:45:18.299Z,,,,,54,36.3,56.1
2018-01-16T06:45:28.372Z,1,0,45,,54,36.3,56
2018-01-16T06:45:38.294Z,,,37,,54,36.3,60.1
2018-01-16T06:45:48.311Z,,,29,,54,36.3,61.1
2018-01-16T06:45:58.488Z,,,30,,54,36.3,60.9
2018-01-16T06:46:08.292Z,,,,,54,36.3,
2018-01-16T06:46:18.293Z,,,,,54,36.3,60.8
2018-01-16T06:46:28.382Z,,,,,54,36.3,60.7
2018-01-16T06:46:38.292Z,,,,,54,36.3,
2018-01-16T06:46:48.295Z,,,29,,54,36.3,
2018-01-16T06:46:58.299Z,,,,,54,36.2,
2018-01-16T06:47:08.292Z,,,30,,54,36.2,
2018-01-16T06:47:18.292Z,,,29,,54,36.2,60.8
2018-01-16T06:47:28.395Z,,,30,,54,36.2,61.1
2018-01-16T06:47:38.304Z,,,29,,54,36.2,61.2
2018-01-16T06:47:48.293Z,,,30,,54,36.2,61.3
2018-01-16T06:47:58.293Z,,,29,,54,36.2,61.4
2018-01-16T06:48:08.298Z,,,30,,54,36.2,61.6
2018-01-16T06:48:18.296Z,,,29,,54,36.2,62
2018-01-16T06:48:28.383Z,,,30,,54,36.1,62.1
2018-01-16T06:48:38.308Z,,,,,54,36.1,
2018-01-16T06:48:48.311Z,,,29,,54,36.1,62.2
2018-01-16T06:48:58.293Z,,,30,,54,36.1,62.4
2018-01-16T06:49:08.306Z,,,29,,54,36.1,62.5
2018-01-16T06:49:18.434Z,,,30,,54,36.1,62.6
2018-01-16T06:49:28.383Z,,,,,54,36.1,
2018-01-16T06:49:38.320Z,,,,,54,36.1,62.7
2018-01-16T06:49:48.293Z,,,,,54,36.1,
2018-01-16T06:49:58.293Z,,,,,54,36,62.8
2018-01-16T06:50:08.295Z,,,29,,54,36.1,62.9
2018-01-16T06:50:18.295Z,,,,,54,36,63.1
2018-01-16T06:50:28.373Z,,,,,54,36,63.2
2018-01-16T06:50:38.315Z,,,,,54,36,63.3
2018-01-16T06:50:48.293Z,,,,,54,36,
2018-01-16T06:50:58.293Z,,,,,54,36,63.4
2018-01-16T06:51:08.293Z,,,,,54,36,63.5
2018-01-16T06:51:18.296Z,,,30,61,54,36,63.6
2018-01-16T06:51:28.382Z,,,,,54,36,63.8
2018-01-16T06:51:38.389Z,1,0,30,61,54,36,63.9
2018-01-16T06:51:48.295Z,,,29,,54,36,64
2018-01-16T06:51:58.295Z,,,,,54,36,
2018-01-16T06:52:08.293Z,,,,,54,36,64.1
2018-01-16T06:52:18.293Z,,,30,,54,36,64.2
2018-01-16T06:52:28.384Z,,,29,,54,36,
2018-01-16T06:52:38.294Z,,,,,54,36,64.4
2018-01-16T06:52:48.297Z,,,,,54,36,64.5
2018-01-16T06:52:58.293Z,,,30,,54,36,64.6
2018-01-16T06:53:08.296Z,,,29,,54,36,
2018-01-16T06:53:18.294Z,,,,,54,36,64.7
2018-01-16T06:53:28.386Z,,,,,54,36,64.8
2018-01-16T06:53:38.297Z,,,,,54,36,
2018-01-16T06:53:48.302Z,1,0,0,,54,36,64.9
2018-01-16T06:53:58.294Z,,,,,54,36,61.8
2018-01-16T06:54:08.298Z,,,,,54,36,59.9
2018-01-16T06:54:18.294Z,,,,,54,36,59.4
2018-01-16T06:54:28.374Z,,,,,54,35.9,59
2018-01-16T06:54:43.398Z,,,,,54,36,58.9
2018-01-16T06:54:48.487Z,,,,,54,35.9,58.8
2018-01-16T06:54:58.306Z,0,2,,0,54,35.9,58.7
2018-01-16T06:55:08.305Z,0,2,123,,54,22,63.4
2018-01-16T06:55:18.306Z,,,121,,54,51,60.7
2018-01-16T06:55:28.384Z,,,129,,54,50.9,59.8
2018-01-16T06:55:38.298Z,,,139,,54,50.8,60.1
2018-01-16T06:55:48.295Z,,,136,,54,51.7,61.2
2018-01-16T06:55:58.773Z,0,0,0,,54,51.8,60.4
2018-01-16T06:56:08.297Z,,,,,54,51.5,60.2
2018-01-16T06:56:18.294Z,,,,,54,51.3,
2018-01-16T06:56:28.383Z,,,,,54,51.1,
2018-01-16T06:56:38.294Z,,,,,54,51,60.1
2018-01-16T06:56:53.470Z,,,,,54,50.8,60
2018-01-16T06:56:58.305Z,1,0,45,61,54,50.6,61.3
2018-01-16T06:57:08.298Z,1,0,0,,54,50.4,65.9
2018-01-16T06:57:18.306Z,,,,,54,50.3,60.8
2018-01-16T06:57:28.390Z,,,,,54,50.1,58.9
2018-01-16T06:57:38.297Z,,,,,54,49.9,57.9
2018-01-16T06:57:48.308Z,,,,,54,49.7,56.9
2018-01-16T06:57:58.349Z,,,,,54,49.4,56.2
2018-01-16T06:58:08.471Z,,,,,54,49.3,55.9
2018-01-16T06:58:18.294Z,,,,,54,49.1,55.3
2018-01-16T06:58:28.374Z,,,,,54,48.9,54.9
2018-01-16T06:58:38.294Z,,,,,54,48.7,
2018-01-16T06:58:48.298Z,,,,,54,48.5,
2018-01-16T06:58:58.304Z,,,,,54,48.4,
2018-01-16T06:59:13.449Z,,,,,54,48.2,54.8
2018-01-16T06:59:18.308Z,,,,,54,48,54.6
2018-01-16T06:59:28.378Z,,,,,54,47.8,54.4
2018-01-16T06:59:38.308Z,,,,,54,47.7,54.3
2018-01-16T06:59:48.475Z,,,,,54,47.5,54.1
2018-01-16T06:59:58.343Z,,,,,54,47.4,53.9
2018-01-16T07:00:08.298Z,0,0,,0,54,42.8,53.6
2018-01-16T07:00:18.392Z,,,,,54,40.7,54.8
2018-01-16T07:00:28.409Z,,,,,54,40.6,54.6
2018-01-16T07:00:38.339Z,,,,,54,40.5,
2018-01-16T07:00:48.302Z,,,,,54,40.4,54.5
2018-01-16T07:00:58.300Z,,,,,54,40.4,54.4
2018-01-16T07:01:08.306Z,1,0,,61,54,40.4,54.3
2018-01-16T07:01:18.307Z,,,37,,54,40.4,57.1
2018-01-16T07:01:28.387Z,,,30,,54,40.5,59.5
2018-01-16T07:01:38.313Z,,,29,,54,40.5,59.4
2018-01-16T07:01:48.310Z,,,,,54,40.5,59.1
2018-01-16T07:01:58.307Z,,,30,,54,40.5,58.9
2018-01-16T07:02:08.359Z,,,,,54,40.5,58.6
2018-01-16T07:02:18.309Z,,,29,,54,40.5,58.3
2018-01-16T07:02:28.384Z,,,,,54,40.5,58.2
2018-01-16T07:02:38.316Z,,,,,54,40.4,58.1
2018-01-16T07:02:48.297Z,,,30,,54,40.4,58.2
2018-01-16T07:02:58.307Z,,,,,54,40.3,58.3
2018-01-16T07:03:08.321Z,,,,,54,40.3,58.5
2018-01-16T07:03:18.318Z,,,,,54,40.3,58.8
