Time,PrimT,HwActive,ActPow,PrimTSet,ChActive,HwTOutlet,HwTSet
2017-12-02T04:40:00.947Z,,,,,,33.8,0
2017-12-02T04:40:10.949Z,58.1,0,41,,2,33.8,0
2017-12-02T04:40:20.966Z,64.7,,29,,,33.9,0
2017-12-02T04:40:30.949Z,64.9,0,0,,2,33.9,0
2017-12-02T04:40:40.948Z,61.4,,,,,33.9,0
2017-12-02T04:40:50.949Z,58.9,,,,,33.9,0
2017-12-02T04:41:00.951Z,57.7,,,,,33.9,0
2017-12-02T04:41:10.948Z,56.4,,,,,33.9,0
2017-12-02T04:41:20.948Z,55.3,,,,,33.9,0
2017-12-02T04:41:30.959Z,54.4,0,0,62,2,33.9,0
2017-12-02T04:41:40.948Z,53.7,,,,,33.9,0
2017-12-02T04:41:50.949Z,53.1,,,,,33.9,0
2017-12-02T04:42:00.948Z,52.7,,,,,33.9,0
2017-12-02T04:42:10.951Z,52.3,,,,,33.9,0
2017-12-02T04:42:20.951Z,52.2,,,,,33.9,0
2017-12-02T04:42:30.952Z,52.6,,,,,33.9,0
2017-12-02T04:42:40.948Z,53,,,,,33.9,0
2017-12-02T04:42:50.953Z,53.5,,,,,33.9,0
2017-12-02T04:43:00.948Z,53.8,,,,,33.9,0
2017-12-02T04:43:10.948Z,53.9,,,,,33.9,0
2017-12-02T04:43:20.953Z,53.8,,,,,33.9,0
2017-12-02T04:43:30.953Z,53.5,,,,,33.9,0
2017-12-02T04:43:40.948Z,53.2,,,,,33.9,0
2017-12-02T04:43:50.955Z,52.8,,,,,33.9,0
2017-12-02T04:44:00.949Z,52.2,,,,,33.9,0
2017-12-02T04:44:10.949Z,51.8,,,,,33.9,0
2017-12-02T04:44:21.193Z,51.4,,,,,33.9,0
2017-12-02T04:44:30.948Z,50.9,,,,,33.9,0
2017-12-02T04:44:40.953Z,50.6,,,,,33.9,0
2017-12-02T04:44:50.950Z,50.3,,,,,33.9,0
2017-12-02T04:45:00.948Z,50.1,,,,,33.9,0
2017-12-02T04:45:10.949Z,52.6,0,40,,2,33.8,0
2017-12-02T04:45:20.962Z,59.8,,29,,,33.9,0
2017-12-02T04:45:31.175Z,61.5,,30,,,33.8,0
2017-12-02T04:45:40.948Z,62.8,,30,,,33.8,0
2017-12-02T04:45:50.949Z,63.8,,29,,,33.8,0
2017-12-02T04:46:00.948Z,64.4,,30,,,33.8,0
2017-12-02T04:46:10.948Z,64.8,,29,,,33.8,0
2017-12-02T04:46:20.949Z,65.1,,,,,33.8,0
2017-12-02T04:46:30.950Z,65.4,,30,,,33.8,0
2017-12-02T04:46:40.950Z,65.3,,29,,,33.8,0
2017-12-02T04:46:50.948Z,,,30,,,33.8,0
2017-12-02T04:47:00.953Z,65.2,,29,,,33.8,0
2017-12-02T04:47:10.948Z,,,,,,33.8,0
2017-12-02T04:47:20.952Z,65.1,,,,,33.8,0
2017-12-02T04:47:30.949Z,65.1,,29,,,33.8,0
2017-12-02T04:47:40.951Z,65.2,,30,,,33.8,0
2017-12-02T04:47:50.948Z,65.6,,,,,33.8,0
2017-12-02T04:48:00.951Z,65.5,0,0,,2,33.8,0
2017-12-02T04:48:10.949Z,60.7,,,,,33.8,0
2017-12-02T04:48:20.949Z,58.6,,,,,33.9,0
2017-12-02T04:48:30.949Z,57.6,,,,,33.8,0
2017-12-02T04:48:40.957Z,57.1,,,,,33.9,0
2017-12-02T04:48:50.949Z,,,,,,33.9,0
2017-12-02T04:49:00.949Z,57.2,,,,,33.9,0
2017-12-02T04:49:10.949Z,57.3,,,,,33.9,0
2017-12-02T04:49:20.949Z,57.6,,,,,33.9,0
2017-12-02T04:49:30.952Z,57.8,,,,,33.9,0
2017-12-02T04:49:40.949Z,58,,,,,33.9,0
2017-12-02T04:49:50.949Z,58.1,,,,,33.9,0
2017-12-02T04:50:00.949Z,58.2,,,,,33.9,0
2017-12-02T04:50:10.949Z,58.4,,,,,33.9,0
2017-12-02T04:50:20.955Z,58.5,,,,,33.9,0
2017-12-02T04:50:30.949Z,58.4,,,,,33.9,0
2017-12-02T04:50:40.949Z,58.1,,,,,33.9,0
2017-12-02T04:50:50.949Z,57.6,,,,,33.9,0
2017-12-02T04:51:00.955Z,56.9,,,,,33.9,0
2017-12-02T04:51:10.954Z,56.3,,,,,33.9,0
2017-12-02T04:51:20.954Z,55.7,,,,,34,0
2017-12-02T04:51:30.949Z,60.9,0,36,,2,34,0
2017-12-02T04:51:40.951Z,65.3,,29,,,33.9,0
2017-12-02T04:51:50.949Z,65.5,0,0,,2,33.9,0
2017-12-02T04:52:00.951Z,60.5,,,,,34,0
2017-12-02T04:52:10.949Z,58.4,,,,,33.9,0
2017-12-02T04:52:20.950Z,57.1,,,,,33.9,0
2017-12-02T04:52:30.949Z,56.3,,,,,34,0
2017-12-02T04:52:40.950Z,55.7,,,,,33.9,0
2017-12-02T04:52:50.950Z,55.3,,,,,34,0
2017-12-02T04:53:00.954Z,55,,,,,34,0
2017-12-02T04:53:10.950Z,54.7,,,,,34,0
2017-12-02T04:53:20.951Z,54.5,,,,,34,0
2017-12-02T04:53:30.949Z,54.1,,,,,34,0
2017-12-02T04:53:40.954Z,53.9,,,,,34,0
2017-12-02T04:53:50.950Z,53.8,,,,,34,0
2017-12-02T04:54:00.953Z,53.9,,,,,34,0
2017-12-02T04:54:10.950Z,54.3,,,,,34,0
2017-12-02T04:54:20.950Z,54.7,,,,,34,0
2017-12-02T04:54:30.952Z,54.9,,,,,34,0
2017-12-02T04:54:40.950Z,54.9,,,,,34,0
2017-12-02T04:54:50.949Z,54.7,,,,,34,0
2017-12-02T04:55:00.950Z,54.4,,,,,34,0
2017-12-02T04:55:10.950Z,53.9,,,,,34,0
2017-12-02T04:55:20.950Z,53.5,,,,,34,0
2017-12-02T04:55:30.950Z,53.2,,,,,34,0
2017-12-02T04:55:40.952Z,52.8,,,,,34,0
2017-12-02T04:55:50.950Z,52.3,,,,,34,0
2017-12-02T04:56:00.951Z,52,,,,,34,0
2017-12-02T04:56:10.950Z,51.7,,,,,34,0
2017-12-02T04:56:20.950Z,51.5,0,,,2,33.9,0
2017-12-02T04:56:30.964Z,57.3,,36,,,33.9,0
2017-12-02T04:56:40.950Z,61.5,,30,,,33.9,0
2017-12-02T04:56:50.950Z,62.8,,29,,,33.9,0
2017-12-02T04:57:00.951Z,64.1,,,,,33.9,0
2017-12-02T04:57:10.950Z,64.8,,,,,33.9,0
2017-12-02T04:57:20.950Z,65.3,,30,,,33.9,0
2017-12-02T04:57:30.955Z,65.5,,29,,,33.9,0
2017-12-02T04:57:40.958Z,,,30,,,33.9,0
2017-12-02T04:57:50.951Z,,,,,,33.9,0
2017-12-02T04:58:00.950Z,66,,0,,,33.9,0
2017-12-02T04:58:10.956Z,61.3,0,,,2,33.9,0
2017-12-02T04:58:20.951Z,57.2,,,,,33.9,0
2017-12-02T04:58:30.951Z,54.7,,,,,33.9,0
2017-12-02T04:58:40.951Z,53.2,,,,,33.9,0
2017-12-02T04:58:51.263Z,52.2,,,,,33.9,0
2017-12-02T04:59:00.956Z,51.8,,,,,33.9,0
2017-12-02T04:59:10.951Z,52,,,,,33.9,0
2017-12-02T04:59:20.956Z,52.3,,,,,33.9,0
2017-12-02T04:59:30.951Z,53,,,,,33.9,0
2017-12-02T04:59:40.951Z,53.5,,,,,33.9,0
2017-12-02T04:59:50.952Z,54.3,,,,,33.9,0
2017-12-02T05:00:00.953Z,54.9,,,,,33.9,0
2017-12-02T05:00:10.952Z,55.4,,,,,33.9,0
2017-12-02T05:00:20.951Z,56,,,,,33.9,0
2017-12-02T05:00:30.955Z,56.2,,,,,33.9,0
2017-12-02T05:00:40.953Z,55.9,,,,,33.9,0
2017-12-02T05:00:50.952Z,55.3,,,,,33.9,0
2017-12-02T05:01:00.953Z,54.5,,,,,33.9,0
2017-12-02T05:01:11.157Z,53.5,,,,,33.9,0
2017-12-02T05:01:20.963Z,52.6,,,,,33.9,0
2017-12-02T05:01:30.951Z,57.1,0,37,,2,33.9,0
2017-12-02T05:01:40.951Z,61.8,,30,,,33.9,0
2017-12-02T05:01:50.951Z,62.7,,,,,33.9,0
2017-12-02T05:02:00.951Z,63.5,,29,,,33.9,0
2017-12-02T05:02:10.952Z,64.2,,30,,,33.9,0
2017-12-02T05:02:20.954Z,64.6,,,,,33.9,0
2017-12-02T05:03:01.322Z,65.1,,29,,,33.9,0
2017-12-02T05:03:01.323Z,64.1,0,0,,2,33.9,0
2017-12-02T05:03:01.331Z,58.8,,,,,33.9,0
2017-12-02T05:03:10.951Z,56.6,,,,,33.9,0
2017-12-02T05:03:20.955Z,55,,,,,33.9,0
2017-12-02T05:03:30.951Z,53.8,,,,,33.9,0
2017-12-02T05:03:40.951Z,52.9,,,,,33.9,0
2017-12-02T05:03:50.952Z,52.4,,,,,33.9,0
2017-12-02T05:04:00.955Z,,,,,,33.9,0
2017-12-02T05:04:10.954Z,52.7,,,,,33.9,0
2017-12-02T05:04:20.951Z,53.1,,,,,33.9,0
2017-12-02T05:04:30.951Z,53.6,,,,,33.9,0
2017-12-02T05:04:40.951Z,54,,,,,33.9,0
2017-12-02T05:04:50.954Z,54.6,,,,,33.9,0
2017-12-02T05:05:00.951Z,55.1,,,,,33.9,0
2017-12-02T05:05:10.951Z,55.4,,,,,33.9,0
2017-12-02T05:05:20.956Z,55.5,,,,,33.9,0
2017-12-02T05:05:30.951Z,55.2,,,,,33.9,0
2017-12-02T05:05:40.952Z,54.7,,,,,33.9,0
2017-12-02T05:05:50.951Z,53.8,,,,,33.9,0
2017-12-02T05:06:00.952Z,53.1,,,,,33.9,0
2017-12-02T05:06:10.956Z,52.3,,,,,33.9,0
2017-12-02T05:06:21.251Z,51.7,,,,,33.9,0
2017-12-02T05:06:30.956Z,57,0,36,,2,33.9,0
2017-12-02T05:06:40.952Z,61.4,,30,,,33.9,0
2017-12-02T05:06:50.952Z,62.6,,30,,,33.9,0
2017-12-02T05:07:00.951Z,63.6,,,,,33.9,0
2017-12-02T05:07:10.951Z,64.4,,30,,,33.9,0
2017-12-02T05:07:20.955Z,65.2,,30,,,33.9,0
2017-12-02T05:07:30.953Z,65.6,,29,,,33.9,0
2017-12-02T05:07:40.952Z,66,0,0,,2,33.9,0
2017-12-02T05:07:50.957Z,61.2,,,,,33.9,0
2017-12-02T05:08:00.954Z,57.6,,,,,33.9,0
2017-12-02T05:08:10.953Z,55.6,,,,,33.9,0
2017-12-02T05:08:20.952Z,54.4,,,,,,
2017-12-02T05:08:30.952Z,53.3,,,,,33.9,0
2017-12-02T05:08:40.952Z,52.4,,,,,33.9,0
2017-12-02T05:08:50.952Z,51.9,,,,,33.9,0
2017-12-02T05:09:00.953Z,,,,,,33.9,0
2017-12-02T05:09:10.952Z,52.2,,,,,33.9,0
2017-12-02T05:09:20.952Z,52.8,,,,,33.9,0
2017-12-02T05:09:30.952Z,53.4,,,,,33.9,0
2017-12-02T05:09:40.955Z,54,,,,,33.9,0
2017-12-02T05:09:50.956Z,54.6,,,,,33.9,0
2017-12-02T05:10:00.954Z,55.2,,,,,33.9,0
2017-12-02T05:10:10.958Z,55.7,,,,,33.9,0
2017-12-02T05:10:20.961Z,55.9,,,,,33.9,0
2017-12-02T05:10:30.953Z,55.5,,,,,33.9,0
2017-12-02T05:10:40.953Z,54.9,,,,,33.9,0
2017-12-02T05:10:50.953Z,54.1,,,,,33.9,0
2017-12-02T05:11:00.955Z,53.4,,,,,33.9,0
2017-12-02T05:11:10.954Z,52.7,,,,,33.9,0
2017-12-02T05:11:20.964Z,51.9,,,,,33.9,0
2017-12-02T05:11:30.958Z,56.7,0,37,,2,33.9,0
2017-12-02T05:11:40.953Z,61.5,,30,,,33.9,0
2017-12-02T05:11:50.958Z,62.8,,29,,,33.9,0
2017-12-02T05:12:00.953Z,63.9,,30,,,33.9,0
2017-12-02T05:12:10.964Z,64.8,,29,,,33.9,0
2017-12-02T05:12:20.954Z,65.4,,30,,,,
2017-12-02T05:12:31.230Z,66,,30,,,33.8,0
2017-12-02T05:12:40.953Z,62.5,0,0,,2,33.9,0
2017-12-02T05:12:50.953Z,58.4,,,,,33.9,0
2017-12-02T05:13:00.953Z,56.3,,,,,33.8,0
2017-12-02T05:13:10.953Z,55.1,,,,,33.9,0
2017-12-02T05:13:20.953Z,53.9,,,,,33.9,0
2017-12-02T05:13:30.953Z,53.1,,,,,33.8,0
2017-12-02T05:13:40.953Z,52.4,,,,,33.8,0
2017-12-02T05:13:50.953Z,52,,,,,33.8,0
2017-12-02T05:14:00.955Z,,,,,,33.8,0
2017-12-02T05:14:10.953Z,52.3,,,,,33.8,0
2017-12-02T05:14:20.956Z,52.9,,,,,33.8,0
2017-12-02T05:14:30.953Z,53.5,,,,,33.8,0
2017-12-02T05:14:40.964Z,54.1,,,,,33.8,0
2017-12-02T05:14:50.953Z,54.8,,,,,33.8,0
2017-12-02T05:15:00.953Z,55.3,,,,,33.8,0
2017-12-02T05:15:10.953Z,55.6,,,,,33.9,0
2017-12-02T05:15:20.953Z,55.4,,,,,,
2017-12-02T05:15:30.953Z,55.1,,,,,33.9,0
2017-12-02T05:15:40.953Z,54.5,,,,,33.9,0
2017-12-02T05:15:50.953Z,53.7,,,,,33.8,0
2017-12-02T05:16:00.953Z,52.9,,,,,33.8,0
2017-12-02T05:16:10.954Z,52.2,,,,,,
2017-12-02T05:16:20.955Z,51.7,0,,,2,33.9,0
2017-12-02T05:16:30.954Z,57.2,,36,,,33.8,0
2017-12-02T05:16:40.954Z,61.3,,29,,,33.8,0
2017-12-02T05:16:50.955Z,62.8,,,,,33.8,0
2017-12-02T05:17:00.954Z,63.8,,29,,,33.8,0
2017-12-02T05:17:10.953Z,64.6,,30,,,33.8,0
2017-12-02T05:17:20.958Z,65.3,,29,,,,
2017-12-02T05:17:30.953Z,66,,30,,,33.8,0
2017-12-02T05:17:40.954Z,62.2,0,0,,2,33.8,0
2017-12-02T05:17:50.954Z,58.1,,,,,33.8,0
2017-12-02T05:18:00.954Z,56.2,,,,,33.8,0
2017-12-02T05:18:10.955Z,54.7,,,,,33.8,0
2017-12-02T05:18:20.955Z,53.6,,,,,,
2017-12-02T05:18:30.954Z,52.8,,,,,33.8,0
2017-12-02T05:18:40.954Z,52.1,,,,,33.8,0
2017-12-02T05:18:50.959Z,51.7,,,,,33.8,0
2017-12-02T05:19:00.954Z,,,,,,33.8,0
2017-12-02T05:19:10.954Z,52,,,,,33.8,0
2017-12-02T05:19:20.954Z,52.6,,,,,,
2017-12-02T05:19:30.954Z,53.2,,,,,33.8,0
2017-12-02T05:19:40.954Z,53.8,,,,,33.8,0
2017-12-02T05:19:50.954Z,54.6,,,,,33.8,0
2017-12-02T05:20:00.954Z,55.1,,,,,33.8,0
2017-12-02T05:20:10.958Z,55.3,,,,,33.8,0
2017-12-02T05:20:20.954Z,55.1,,,,,33.8,0
2017-12-02T05:20:30.954Z,54.7,,,,,33.8,0
2017-12-02T05:20:40.954Z,54,,,,,33.8,0
2017-12-02T05:20:50.954Z,53.3,,,,,33.8,0
2017-12-02T05:21:00.959Z,52.6,,,,,33.8,0
2017-12-02T05:21:10.955Z,51.8,,,,,33.8,0
2017-12-02T05:21:20.955Z,51.2,,,,,,
2017-12-02T05:21:30.969Z,56,0,36,,2,33.8,0
2017-12-02T05:21:40.955Z,60.9,,29,,,33.8,0
2017-12-02T05:21:50.958Z,62.1,,29,,,33.8,0
2017-12-02T05:22:00.955Z,63.2,,30,,,33.8,0
2017-12-02T05:22:10.954Z,64,,29,,,33.8,0
2017-12-02T05:22:20.955Z,64.8,,,,,,
2017-12-02T05:22:30.956Z,65.1,,30,,,33.8,0
2017-12-02T05:22:40.956Z,65.5,,29,,,33.7,0
2017-12-02T05:22:50.958Z,65.8,,,,,33.8,0
2017-12-02T05:23:00.955Z,65.6,,30,,,33.8,0
2017-12-02T05:23:10.956Z,65.9,,29,,,33.8,0
2017-12-02T05:23:20.955Z,,,,,,33.8,0
2017-12-02T05:23:30.958Z,65.4,,30,,,33.8,0
2017-12-02T05:23:40.955Z,65.3,,,,,33.8,0
2017-12-02T05:23:50.955Z,64.9,,,,,33.8,0
2017-12-02T05:24:00.955Z,65.4,,29,,,33.8,0
2017-12-02T05:24:10.955Z,65.8,,,,,33.8,0
2017-12-02T05:24:20.955Z,65.3,0,0,,2,,
2017-12-02T05:24:30.958Z,60.2,,,,,33.8,0
2017-12-02T05:24:40.955Z,58.1,,,,,33.8,0
2017-12-02T05:24:50.958Z,57,,,,,33.8,0
2017-12-02T05:25:00.955Z,56.4,,,,,33.8,0
2017-12-02T05:25:10.955Z,56.2,,,,,33.8,0
2017-12-02T05:25:20.956Z,,,,,,33.8,0
2017-12-02T05:25:30.956Z,,,,,,33.8,0
2017-12-02T05:25:40.956Z,56.3,,,,,33.8,0
2017-12-02T05:25:50.957Z,56.4,,,,,33.8,0
2017-12-02T05:26:00.957Z,56.5,,,,,33.9,0
2017-12-02T05:26:10.957Z,,,,,,33.9,0
2017-12-02T05:26:20.955Z,,,,,,33.9,0
2017-12-02T05:26:31.207Z,,,,,,33.9,0
2017-12-02T05:26:40.957Z,56.4,,,,,33.9,0
2017-12-02T05:26:50.955Z,56.1,,,,,33.9,0
2017-12-02T05:27:00.955Z,55.7,0,45,,2,33.9,0
2017-12-02T05:27:10.955Z,62,,33,,,33.9,0
2017-12-02T05:27:20.958Z,64.8,,29,,,,
2017-12-02T05:27:30.956Z,65.3,,30,,,33.9,0
2017-12-02T05:27:40.955Z,65.4,,,,,33.9,0
2017-12-02T05:27:50.956Z,65.9,,29,,,33.9,0
2017-12-02T05:28:00.955Z,64.7,0,0,,2,33.9,0
2017-12-02T05:28:10.958Z,59.1,,,,,,
2017-12-02T05:28:20.958Z,56.7,,,,,33.9,0
2017-12-02T05:28:30.955Z,55.1,,,,,33.9,0
2017-12-02T05:28:40.960Z,54,,,,,33.9,0
2017-12-02T05:28:50.955Z,53.4,,,,,,
2017-12-02T05:29:00.959Z,52.9,,,,,33.9,0
2017-12-02T05:29:10.960Z,52.7,,,,,33.9,0
2017-12-02T05:29:20.956Z,,,,,,33.9,0
2017-12-02T05:29:30.956Z,52.8,,,,,,
2017-12-02T05:29:40.959Z,53.2,,,,,33.9,0
2017-12-02T05:29:50.958Z,53.8,,,,,33.9,0
2017-12-02T05:30:00.956Z,54.4,,,,,33.9,0
2017-12-02T05:30:10.955Z,54.9,,,,,33.9,0
2017-12-02T05:30:20.964Z,55.2,,,,,,
2017-12-02T05:30:30.956Z,55.1,,,,,33.9,0
2017-12-02T05:30:40.956Z,54.7,,,,,,
2017-12-02T05:30:50.956Z,53.9,,,,,33.9,0
2017-12-02T05:31:00.963Z,53.2,,,,,33.9,0
2017-12-02T05:31:10.960Z,52.6,,,,,,
2017-12-02T05:31:20.956Z,51.9,,,,,33.9,0
2017-12-02T05:31:30.956Z,51.4,,,,,,
2017-12-02T05:31:40.956Z,51,,,,,33.9,0
2017-12-02T05:31:50.959Z,50.6,,,,,33.9,0
2017-12-02T05:32:00.958Z,50.7,0,45,,2,,
2017-12-02T05:32:10.967Z,57.9,,33,,,33.9,0
2017-12-02T05:32:20.959Z,61.2,,29,,,,
2017-12-02T05:32:30.957Z,62.5,,30,,,33.9,0
2017-12-02T05:32:40.959Z,63.6,,,,,33.9,0
2017-12-02T05:32:50.960Z,64.4,,29,,,,
2017-12-02T05:33:00.956Z,64.9,,30,,,33.9,0
2017-12-02T05:33:10.957Z,65.5,,30,,,,
2017-12-02T05:33:20.956Z,,,,,,33.9,0
2017-12-02T05:33:30.959Z,62,0,0,,2,33.9,0
2017-12-02T05:33:40.957Z,57.4,,,,,,
2017-12-02T05:33:50.957Z,55,,,,,33.9,0
2017-12-02T05:34:00.957Z,53.4,,,,,33.9,0
2017-12-02T05:34:10.957Z,52.1,,,,,,
2017-12-02T05:34:20.960Z,51.3,,,,,33.9,0
2017-12-02T05:34:30.957Z,51,,,,,33.9,0
2017-12-02T05:34:40.964Z,51.2,,,,,33.9,0
2017-12-02T05:34:50.960Z,51.6,,,,,33.9,0
2017-12-02T05:35:00.961Z,52.2,,,,,33.9,0
2017-12-02T05:35:10.957Z,53,,,,,33.9,0
2017-12-02T05:35:20.957Z,53.6,,,,,,
2017-12-02T05:35:30.957Z,54.4,,,,,33.8,0
2017-12-02T05:35:40.957Z,55,,,,,33.9,0
2017-12-02T05:35:50.957Z,55.5,,,,,33.9,0
2017-12-02T05:36:00.959Z,,,,,,33.9,0
2017-12-02T05:36:10.957Z,55.3,,,,,33.9,0
2017-12-02T05:36:20.961Z,54.7,,,,,,
2017-12-02T05:36:30.960Z,53.8,,,,,33.8,0
2017-12-02T05:36:40.958Z,53,,,,,33.9,0
2017-12-02T05:36:50.957Z,52.1,,,,,33.8,0
2017-12-02T05:37:00.957Z,51.5,0,45,,2,33.8,0
2017-12-02T05:37:10.958Z,58.2,,33,,,33.8,0
2017-12-02T05:37:20.963Z,61.5,,29,,,33.8,0
2017-12-02T05:37:30.958Z,62.7,,29,,,33.8,0
2017-12-02T05:37:45.977Z,63.4,0,0,0,0,33.8,0
2017-12-02T05:37:50.958Z,63.2,,,,,46.3,0
2017-12-02T05:38:00.957Z,60.1,,,,,,
2017-12-02T05:38:10.957Z,59.9,,,,,46.1,0
2017-12-02T05:38:20.957Z,,,,,,45.7,0
2017-12-02T05:38:30.960Z,59.8,,,,,45.5,0
2017-12-02T05:38:40.957Z,,0,,62,2,,
2017-12-02T05:38:50.958Z,59.5,0,43,,2,45.4,0
2017-12-02T05:39:00.959Z,64.5,,30,,,45.2,0
2017-12-02T05:39:10.960Z,65.3,0,0,,2,45.1,0
2017-12-02T05:39:20.957Z,59.3,,,,,45,0
2017-12-02T05:39:30.959Z,56.5,,,,,44.8,0
2017-12-02T05:39:40.958Z,55,,,,,44.8,0
2017-12-02T05:39:50.958Z,54.9,,,,,44.6,0
2017-12-02T05:40:00.957Z,53.2,,,,,44.4,0
2017-12-02T05:40:10.958Z,52.3,,,,,44.3,0
2017-12-02T05:40:20.957Z,51.7,,,,,44.2,0
2017-12-02T05:40:31.188Z,51.3,,,,,44.1,0
2017-12-02T05:40:40.959Z,51.2,,,,,43.9,0
2017-12-02T05:41:00.958Z,51.7,,,,,43.7,0
2017-12-02T05:41:10.960Z,52.2,,,,,43.6,0
2017-12-02T05:41:20.957Z,,,,,,43.4,0
2017-12-02T05:41:30.969Z,53.4,0,0,62,2,,
2017-12-02T05:41:40.958Z,53.8,,,,,43.2,0
2017-12-02T05:41:50.960Z,54,,,,,,
2017-12-02T05:42:00.957Z,53.9,,,,,43.1,0
2017-12-02T05:42:10.958Z,,,,,,42.9,0
2017-12-02T05:42:20.963Z,53.5,,,,,,
2017-12-02T05:42:30.958Z,52.4,,,,,42.8,0
2017-12-02T05:42:40.957Z,51.8,,,,,42.7,0
2017-12-02T05:42:50.960Z,51.3,,,,,42.5,0
2017-12-02T05:43:00.959Z,50.7,,,,,,
2017-12-02T05:43:10.958Z,,,,,,42.3,0
2017-12-02T05:43:20.958Z,50.2,,,,,,
2017-12-02T05:43:30.958Z,49.7,,,,,,
2017-12-02T05:43:40.958Z,,,,,,42,0
2017-12-02T05:43:50.958Z,51.8,0,41,,2,,
2017-12-02T05:44:00.959Z,59.1,,29,,,41.9,0
2017-12-02T05:44:10.958Z,61.4,,30,,,41.8,0
2017-12-02T05:44:20.958Z,62.7,,,,,41.7,0
2017-12-02T05:44:30.959Z,63.5,,29,,,41.7,0
2017-12-02T05:44:40.958Z,64.4,,,,,41.5,0
2017-12-02T05:44:50.961Z,,,,,,41.4,0
2017-12-02T05:45:00.960Z,65.2,,30,,,,
2017-12-02T05:45:10.958Z,65.1,,,,,41.3,0
2017-12-02T05:45:30.958Z,65.3,,,,,41.1,0
2017-12-02T05:45:40.960Z,64.9,,30,,,,
2017-12-02T05:45:50.959Z,65.1,,,,,40.9,0
2017-12-02T05:46:00.965Z,64.7,,29,,,40.8,0
2017-12-02T05:46:10.959Z,,,30,,,40.7,0
2017-12-02T05:46:20.959Z,,,,,,40.6,0
2017-12-02T05:46:30.959Z,65.3,,30,,,,
2017-12-02T05:46:40.961Z,66.1,0,0,,2,40.5,0
2017-12-02T05:46:50.959Z,62.8,,,,,40.5,0
2017-12-02T05:47:00.959Z,59.9,,,,,40.4,0
2017-12-02T05:47:10.963Z,57.9,,,,,40.3,0
2017-12-02T05:47:20.959Z,57.7,,,,,40.2,0
2017-12-02T05:47:31.027Z,57.1,,,,,,
2017-12-02T05:47:40.959Z,57.1,,,,,40.1,0
2017-12-02T05:47:50.959Z,,,,,,40.1,0
2017-12-02T05:48:00.959Z,57.2,,,,,,
2017-12-02T05:48:10.959Z,57.7,,,,,40,0
2017-12-02T05:48:20.960Z,,,,,,39.9,0
2017-12-02T05:48:30.960Z,57.8,,,,,,
2017-12-02T05:48:40.961Z,58,,,,,39.8,0
2017-12-02T05:48:50.964Z,58.1,,,,,39.7,0
2017-12-02T05:49:00.959Z,58.2,,,,,,
2017-12-02T05:49:10.959Z,,,,,,39.6,0
2017-12-02T05:49:20.959Z,,,,,,39.6,0
2017-12-02T05:49:30.960Z,57.9,,,,,,
2017-12-02T05:49:40.959Z,56.8,,,,,39.5,0
2017-12-02T05:49:50.959Z,,,,,,39.4,0
2017-12-02T05:50:00.959Z,55.7,,,,,,
2017-12-02T05:50:10.959Z,61.3,0,36,,2,39.3,0
2017-12-02T05:50:20.960Z,65.2,,30,,,39.3,0
2017-12-02T05:50:30.971Z,65.8,0,0,,2,39.2,0
2017-12-02T05:50:40.963Z,60.8,,,,,39.2,0
2017-12-02T05:50:50.963Z,58.8,,,,,39.1,0
2017-12-02T05:51:06.010Z,56.8,,,,,39.1,0
2017-12-02T05:51:11.128Z,,,,,,38.9,0
2017-12-02T05:51:21.133Z,55.9,,,,,,
2017-12-02T05:51:31.126Z,55,,,,,38.8,0
2017-12-02T05:51:40.960Z,54.8,,,,,38.8,0
2017-12-02T05:51:50.970Z,,,,,,38.7,0
2017-12-02T05:52:00.962Z,54.5,,,,,,
2017-12-02T05:52:10.962Z,53.9,,,,,38.7,0
2017-12-02T05:52:20.962Z,,,,,,38.6,0
2017-12-02T05:52:30.959Z,53.7,,,,,,
2017-12-02T05:52:40.963Z,53.6,,,,,38.5,0
2017-12-02T05:52:50.959Z,54,,,,,38.5,0
2017-12-02T05:53:00.964Z,54.3,,,,,38.5,0
2017-12-02T05:53:10.960Z,54.6,,,,,38.4,0
2017-12-02T05:53:20.963Z,54.8,,,,,38.4,0
2017-12-02T05:53:40.959Z,54.6,,,,,38.3,0
2017-12-02T05:53:50.963Z,53.9,,,,,38.2,0
2017-12-02T05:54:01.257Z,53.7,,,,,38.2,0
2017-12-02T05:54:10.964Z,53.4,,,,,38.2,0
2017-12-02T05:54:20.996Z,52.9,,,,,38.1,0
2017-12-02T05:54:30.965Z,52.2,,,,,38.1,0
2017-12-02T05:54:40.964Z,51.9,,,,,38,0
2017-12-02T05:54:50.980Z,,,,,,38,0
2017-12-02T05:55:00.970Z,51.3,0,,,2,37.9,0
2017-12-02T05:55:10.965Z,56.5,,37,,,37.9,0
2017-12-02T05:55:20.975Z,61.9,,30,,,37.9,0
2017-12-02T05:55:36.052Z,63.1,,30,,,37.8,0
2017-12-02T05:55:40.959Z,64,,29,,,37.8,0
2017-12-02T05:55:51.256Z,64.1,,,,,37.7,0
2017-12-02T05:56:00.963Z,65.1,,30,,,37.7,0
2017-12-02T05:56:10.965Z,65.9,,,,,37.6,0
2017-12-02T05:56:20.991Z,62.9,0,0,,2,37.6,0
2017-12-02T05:56:30.978Z,57.8,,,,,37.6,0
2017-12-02T05:56:41.111Z,55.4,,,,,37.5,0
2017-12-02T05:56:50.962Z,53.9,,,,,37.5,0
