Time,ChActive,ActPow,HwActive,PrimT,HwTOutlet,PrimTSet,HwTSet
2017-12-19T04:46:29.526Z,,,,,17.4,,0
2017-12-19T04:46:39.528Z,,,,,17.4,,0
2017-12-19T04:46:49.718Z,,,,,17.4,,0
2017-12-19T04:46:59.526Z,,,,,17.4,,0
2017-12-19T04:47:09.526Z,,,,,17.4,,0
2017-12-19T04:47:19.527Z,,,,,17.4,,0
2017-12-19T04:47:29.526Z,,,,,17.4,,0
2017-12-19T04:47:39.526Z,,,,,17.4,,0
2017-12-19T04:47:49.607Z,,,,,17.4,,0
2017-12-19T04:47:59.526Z,,,,30.4,17.4,,0
2017-12-19T04:48:09.526Z,,,,,17.4,,0
2017-12-19T04:48:19.526Z,,,,,17.4,,0
2017-12-19T04:48:29.527Z,,,,,17.4,,0
2017-12-19T04:48:39.528Z,,,,,17.4,,0
2017-12-19T04:48:49.618Z,,,,,17.4,,0
2017-12-19T04:48:59.526Z,,,,,17.4,,0
2017-12-19T04:49:09.526Z,,,,,17.4,,0
2017-12-19T04:49:19.527Z,,,,,17.4,,0
2017-12-19T04:49:29.527Z,,,,,17.4,,0
2017-12-19T04:49:39.527Z,,,,,17.4,,0
2017-12-19T04:49:49.607Z,,,,,17.4,,0
2017-12-19T04:49:59.530Z,,,,30.3,17.4,,0
2017-12-19T04:50:09.527Z,,,,,17.4,,0
2017-12-19T04:50:19.527Z,,,,,17.4,,0
2017-12-19T04:50:29.534Z,,,,,17.4,,0
2017-12-19T04:50:39.528Z,,,,,17.4,,0
2017-12-19T04:50:49.618Z,,,,,17.4,,0
2017-12-19T04:50:59.528Z,,,,,17.4,,0
2017-12-19T04:51:09.528Z,,,,,17.4,,0
2017-12-19T04:51:19.532Z,,,,,17.4,,0
2017-12-19T04:51:29.528Z,,,,,17.4,,0
2017-12-19T04:51:39.528Z,,,,,17.4,,0
2017-12-19T04:51:49.610Z,,,,,17.4,,0
2017-12-19T04:51:59.527Z,,,,,17.4,,0
2017-12-19T04:52:09.527Z,,,,,17.4,,0
2017-12-19T04:52:19.528Z,,,,,17.4,,0
2017-12-19T04:52:29.527Z,,,,30.2,17.4,,0
2017-12-19T04:52:39.527Z,,,,,17.4,,0
2017-12-19T04:52:49.607Z,,,,,17.4,,0
2017-12-19T04:52:59.528Z,,,,,17.4,,0
2017-12-19T04:53:09.527Z,,,,,17.4,,0
2017-12-19T04:53:19.528Z,,,,,17.4,,0
2017-12-19T04:53:29.527Z,,,,,17.4,,0
2017-12-19T04:53:39.527Z,,,,,17.3,,0
2017-12-19T04:53:49.618Z,,,,,17.4,,0
2017-12-19T04:53:59.530Z,,,,,17.3,,0
2017-12-19T04:54:09.535Z,,,,,17.4,,0
2017-12-19T04:54:19.528Z,,,,,17.3,,0
2017-12-19T04:54:29.527Z,,,,,17.4,,0
2017-12-19T04:54:39.528Z,,,,,17.3,,0
2017-12-19T04:54:49.608Z,,,,30.1,17.3,,0
2017-12-19T04:54:59.527Z,,,,30.2,17.4,,0
2017-12-19T04:55:09.528Z,,,,30.1,17.3,,0
2017-12-19T04:55:19.528Z,,,,,17.4,,0
2017-12-19T04:55:29.527Z,,,,,17.3,,0
2017-12-19T04:55:39.528Z,,,,,17.3,,0
2017-12-19T04:55:49.610Z,,,,,17.3,,0
2017-12-19T04:55:59.527Z,,,,,17.3,,0
2017-12-19T04:56:09.528Z,,,,,17.3,,0
2017-12-19T04:56:19.528Z,,,,,17.3,,0
2017-12-19T04:56:29.528Z,,,,,17.3,,0
2017-12-19T04:56:39.529Z,,,,,17.3,,0
2017-12-19T04:56:49.608Z,,,,,17.3,,0
2017-12-19T04:56:59.528Z,,,,,17.3,,0
2017-12-19T04:57:09.529Z,,,,30,17.3,,0
2017-12-19T04:57:19.528Z,,,,,17.3,,0
2017-12-19T04:57:29.528Z,,,,,17.3,,0
2017-12-19T04:57:39.528Z,,,,,17.3,,0
2017-12-19T04:57:49.607Z,,,,,17.3,,0
2017-12-19T04:57:59.528Z,,,,,17.3,,0
2017-12-19T04:58:09.528Z,,,,,17.3,,0
2017-12-19T04:58:19.528Z,,,,,17.3,,0
2017-12-19T04:58:29.528Z,,,,,17.3,,0
2017-12-19T04:58:39.528Z,,,,,17.3,,0
2017-12-19T04:58:49.607Z,,,,,17.3,,0
2017-12-19T04:58:59.528Z,,,,,17.3,,0
2017-12-19T04:59:09.528Z,,,,,17.3,,0
2017-12-19T04:59:19.535Z,,,,,17.3,,0
2017-12-19T04:59:29.536Z,,,,30,17.3,,0
2017-12-19T04:59:39.537Z,,,,29.9,17.3,,0
2017-12-19T04:59:49.608Z,,,,29.9,17.3,,0
2017-12-19T04:59:59.528Z,,,,,17.3,,0
2017-12-19T05:00:09.530Z,,,,,17.3,,0
2017-12-19T05:00:19.528Z,,,,,17.3,,0
2017-12-19T05:00:29.548Z,,,,,17.3,,0
2017-12-19T05:00:39.528Z,,,,,17.3,,0
2017-12-19T05:00:49.608Z,,,,,17.3,,0
2017-12-19T05:00:59.528Z,,,,,17.3,,0
2017-12-19T05:01:09.528Z,,,,,17.3,,0
2017-12-19T05:01:19.531Z,,,,,17.3,,0
2017-12-19T05:01:29.528Z,,,,,17.3,,0
2017-12-19T05:01:39.530Z,,,,,17.3,,0
2017-12-19T05:01:49.608Z,,,,,17.3,,0
2017-12-19T05:01:59.529Z,,,,,17.3,,0
2017-12-19T05:02:09.529Z,,,,29.8,17.3,,0
2017-12-19T05:02:19.543Z,,,,,17.3,,0
2017-12-19T05:02:29.528Z,,,,,17.3,,0
2017-12-19T05:02:39.528Z,,,,,17.3,,0
2017-12-19T05:02:49.608Z,,,,,17.3,,0
2017-12-19T05:02:59.528Z,,,,,17.3,,0
2017-12-19T05:03:09.530Z,,,,,17.3,,0
2017-12-19T05:03:19.531Z,,,,,17.3,,0
2017-12-19T05:03:29.528Z,,,,,17.3,,0
2017-12-19T05:03:39.529Z,,,,,17.3,,0
2017-12-19T05:03:49.608Z,,,,,17.3,,0
2017-12-19T05:03:59.575Z,,,,,17.3,,0
2017-12-19T05:04:09.529Z,,,,,17.3,,0
2017-12-19T05:04:19.607Z,,,,29.6,17.3,,0
2017-12-19T05:04:29.589Z,,,,,17.3,,0
2017-12-19T05:04:39.645Z,,,,,17.3,,0
2017-12-19T05:04:49.691Z,,,,,17.3,,0
2017-12-19T05:04:59.529Z,,,,,17.3,,0
2017-12-19T05:05:09.530Z,,,,,17.3,,0
2017-12-19T05:05:19.528Z,,,,,17.3,,0
2017-12-19T05:05:29.528Z,,,,,17.3,,0
2017-12-19T05:05:39.529Z,,,,,17.1,,0
2017-12-19T05:05:49.609Z,,,,,17.1,,0
2017-12-19T05:05:59.528Z,,,,,17.3,,0
2017-12-19T05:06:09.529Z,,,,,17.1,,0
2017-12-19T05:06:19.529Z,,,,,17.3,,0
2017-12-19T05:06:29.530Z,,,,,17.1,,0
2017-12-19T05:06:39.528Z,,,,,17.3,,0
2017-12-19T05:06:49.610Z,,,,29.5,17.3,,0
2017-12-19T05:06:59.529Z,,,,,17.1,,0
2017-12-19T05:07:09.529Z,,,,,17.3,,0
2017-12-19T05:07:19.529Z,,,,,17.1,,0
2017-12-19T05:07:29.529Z,,,,,17.1,,0
2017-12-19T05:07:39.529Z,,,,,17.3,,0
2017-12-19T05:07:49.609Z,,,,,17.3,,0
2017-12-19T05:07:59.529Z,0,0,0,29.5,17.1,5,0
2017-12-19T05:08:09.529Z,,,,,17.3,,0
2017-12-19T05:08:19.529Z,,,,,17.1,,0
2017-12-19T05:08:29.529Z,,,,,17.1,,0
2017-12-19T05:08:39.529Z,,,,,17.1,,0
2017-12-19T05:08:49.609Z,,,,,17.1,,0
2017-12-19T05:08:59.532Z,,,,,17.1,,0
2017-12-19T05:09:09.529Z,,,,29.4,17.1,,0
2017-12-19T05:09:19.529Z,,,,29.5,17.1,,0
2017-12-19T05:09:29.529Z,,,,,17.1,,0
2017-12-19T05:09:39.529Z,,,,29.4,17.1,,0
2017-12-19T05:09:49.615Z,,,,,17.1,,0
2017-12-19T05:09:59.529Z,,,,,17.1,,0
2017-12-19T05:10:09.530Z,,,,,17.1,,0
2017-12-19T05:10:19.529Z,,,,,17.1,,0
2017-12-19T05:10:29.529Z,,,,,17.1,,0
2017-12-19T05:10:39.530Z,,,,,17.1,,0
2017-12-19T05:10:49.609Z,,,,,17.1,,0
2017-12-19T05:10:59.529Z,,,,,17.1,,0
2017-12-19T05:11:09.530Z,,,,,17.1,,0
2017-12-19T05:11:19.549Z,,,,,17.1,,0
2017-12-19T05:11:29.534Z,,,,,17.1,,0
2017-12-19T05:11:39.529Z,,,,,17.1,,0
2017-12-19T05:11:49.610Z,,,,,17.1,,0
2017-12-19T05:11:59.530Z,,,,,17.1,,0
2017-12-19T05:12:09.529Z,,,,29.3,17.1,,0
2017-12-19T05:12:19.530Z,,,,,17.1,,0
2017-12-19T05:12:29.530Z,,,,,17.1,,0
2017-12-19T05:12:39.530Z,,,,,17.1,,0
2017-12-19T05:12:49.609Z,,,,,17.1,,0
2017-12-19T05:12:59.530Z,,,,,17.1,,0
2017-12-19T05:13:09.530Z,,,,,17.1,,0
2017-12-19T05:13:19.530Z,,,,,17.1,,0
2017-12-19T05:13:29.530Z,,,,,17.1,,0
2017-12-19T05:13:39.529Z,,,,,17.1,,0
2017-12-19T05:13:49.609Z,,,,,17.1,,0
2017-12-19T05:13:59.530Z,,,,,17.1,,0
2017-12-19T05:14:09.530Z,,,,,17.1,,0
2017-12-19T05:14:19.532Z,,,,,17.1,,0
2017-12-19T05:14:29.531Z,,,,29.2,17.1,,0
2017-12-19T05:14:39.530Z,,,,,17.1,,0
2017-12-19T05:14:49.610Z,,,,,17.1,,0
2017-12-19T05:14:59.549Z,,,,,17.1,,0
2017-12-19T05:15:09.531Z,,,,,17.1,,0
2017-12-19T05:15:19.539Z,,,,,17.1,,0
2017-12-19T05:15:29.531Z,,,,,17.1,,0
2017-12-19T05:15:39.530Z,,,,,17.1,,0
2017-12-19T05:15:49.610Z,,,,,17.1,,0
2017-12-19T05:15:59.530Z,,,,,17.1,,0
2017-12-19T05:16:09.530Z,,,,,17.1,,0
2017-12-19T05:16:19.530Z,,,,,17.1,,0
2017-12-19T05:16:29.530Z,,,,,17.1,,0
2017-12-19T05:16:39.688Z,,,,29,17.1,,0
2017-12-19T05:16:49.610Z,,,,29.2,17.1,,0
2017-12-19T05:16:59.531Z,,,,29,17.1,,0
2017-12-19T05:17:09.530Z,,,,,17.1,,0
2017-12-19T05:17:19.530Z,,,,,17.1,,0
2017-12-19T05:17:29.530Z,,,,,17.1,,0
2017-12-19T05:17:39.530Z,,,,,17.1,,0
2017-12-19T05:17:49.610Z,,,,,17.1,,0
2017-12-19T05:17:59.530Z,,,,,17.1,,0
2017-12-19T05:18:09.537Z,,,,,17.1,,0
2017-12-19T05:18:19.530Z,,,,,17.1,,0
2017-12-19T05:18:29.531Z,,,,,17.1,,0
2017-12-19T05:18:39.530Z,,,,,17.1,,0
2017-12-19T05:18:49.610Z,,,,,17.1,,0
2017-12-19T05:18:59.530Z,,,,,17.1,,0
2017-12-19T05:19:09.530Z,,,,29,17.1,,0
2017-12-19T05:19:19.532Z,,,,,17.1,,0
2017-12-19T05:19:29.531Z,,,,28.9,17.1,,0
2017-12-19T05:19:39.531Z,,,,28.9,17.1,,0
2017-12-19T05:19:49.610Z,,,,,17,,0
2017-12-19T05:19:59.532Z,,,,,17,,0
2017-12-19T05:20:09.530Z,,,,,17,,0
2017-12-19T05:20:19.530Z,,,,,17,,0
2017-12-19T05:20:29.531Z,,,,,17,,0
2017-12-19T05:20:39.530Z,,,,,17,,0
2017-12-19T05:20:49.611Z,,,,,17,,0
2017-12-19T05:20:59.530Z,,,,,17,,0
2017-12-19T05:21:09.531Z,,,,,17,,0
2017-12-19T05:21:19.531Z,,,,,17.1,,0
2017-12-19T05:21:29.530Z,,,,,17,,0
2017-12-19T05:21:39.531Z,,,,,17,,0
2017-12-19T05:21:49.612Z,,,,,17,,0
2017-12-19T05:21:59.530Z,,,,28.8,17,,0
2017-12-19T05:22:09.531Z,,,,,17,,0
2017-12-19T05:22:19.532Z,,,,,17,,0
2017-12-19T05:22:29.530Z,,,,,17,,0
2017-12-19T05:22:39.530Z,,,,,17,,0
2017-12-19T05:22:49.611Z,,,,,17,,0
2017-12-19T05:22:59.532Z,,,,,17,,0
2017-12-19T05:23:09.530Z,,,,,17,,0
2017-12-19T05:23:19.535Z,,,,,17,,0
2017-12-19T05:23:29.531Z,,,,,17,,0
2017-12-19T05:23:39.531Z,,,,,17,,0
2017-12-19T05:23:49.612Z,,,,,17,,0
2017-12-19T05:23:59.531Z,,,,,17,,0
2017-12-19T05:24:09.531Z,,,,,17,,0
2017-12-19T05:24:19.531Z,,,,,17,,0
2017-12-19T05:24:29.531Z,,,,,17,,0
2017-12-19T05:24:39.531Z,,,,,17,,0
2017-12-19T05:24:49.611Z,,,,28.7,17,,0
2017-12-19T05:24:59.531Z,,,,,17,,0
2017-12-19T05:25:09.531Z,,,,,17,,0
2017-12-19T05:25:19.533Z,,,,,17,,0
2017-12-19T05:25:29.533Z,,,,,17,,0
2017-12-19T05:25:39.532Z,,,,,17,,0
2017-12-19T05:25:49.611Z,,,,,17,,0
2017-12-19T05:25:59.531Z,,,,,17,,0
2017-12-19T05:26:09.531Z,,,,,17,,0
2017-12-19T05:26:19.532Z,,,,,17,,0
2017-12-19T05:26:29.531Z,,,,,17,,0
2017-12-19T05:26:39.531Z,,,,,17,,0
2017-12-19T05:26:49.611Z,,,,,17,,0
2017-12-19T05:26:59.585Z,,,,,17,,0
2017-12-19T05:27:09.531Z,,,,28.6,17,,0
2017-12-19T05:27:19.532Z,,,,28.7,17,,0
2017-12-19T05:27:29.531Z,,,,28.6,17,,0
2017-12-19T05:27:39.531Z,,,,,17,,0
2017-12-19T05:27:49.622Z,,,,,17,,0
2017-12-19T05:28:04.621Z,,,,,17,,0
2017-12-19T05:28:09.531Z,,,,,17,,0
2017-12-19T05:28:19.532Z,,,,,17,,0
2017-12-19T05:28:29.531Z,,,,,17,,0
2017-12-19T05:28:39.531Z,,,,,17,,0
2017-12-19T05:28:49.651Z,,,,,17,,0
2017-12-19T05:28:59.531Z,,,,,17,,0
2017-12-19T05:29:09.531Z,,,,,17,,0
2017-12-19T05:29:19.532Z,,,,,17,,0
2017-12-19T05:29:29.532Z,,,,,17,,0
2017-12-19T05:29:39.531Z,,,,28.4,17,,0
2017-12-19T05:29:49.612Z,,,,28.6,17,,0
2017-12-19T05:29:59.531Z,,,,28.4,17,,0
2017-12-19T05:30:09.531Z,1,,0,,17,20,54
2017-12-19T05:30:19.533Z,,,,30.1,17,62,54
2017-12-19T05:30:29.532Z,1,42,0,28,17,,54
2017-12-19T05:30:39.532Z,,30,,28.3,17,,54
2017-12-19T05:30:49.612Z,,30,,27.7,17,,54
2017-12-19T05:30:59.532Z,,30,,26.3,17,,54
2017-12-19T05:31:09.532Z,,29,,25.3,17,,54
2017-12-19T05:31:19.532Z,,30,,,17,,54
2017-12-19T05:31:29.532Z,,29,,25.9,17,,54
2017-12-19T05:31:39.577Z,,29,,26.4,17,,54
2017-12-19T05:31:49.621Z,,30,,26.6,17,,54
2017-12-19T05:31:59.531Z,,,,26.7,17,,54
2017-12-19T05:32:09.532Z,,,,27,17,,54
2017-12-19T05:32:19.535Z,,37,,27.8,17,,54
2017-12-19T05:32:29.532Z,,44,,29.4,17,,54
2017-12-19T05:32:39.532Z,,52,,31.4,17,,54
2017-12-19T05:32:49.612Z,,60,,33.3,17,,54
2017-12-19T05:33:01.365Z,,68,,35.1,17,,54
2017-12-19T05:33:10.336Z,,75,,37.3,17.1,,54
2017-12-19T05:33:20.836Z,,82,,39.3,17.1,,54
2017-12-19T05:33:29.616Z,,89,,41.5,17.1,,54
2017-12-19T05:33:41.566Z,,96,,43.7,17.1,,54
2017-12-19T05:33:49.615Z,,100,,45.7,17.1,,54
2017-12-19T05:33:59.533Z,,,,47.1,17.1,,54
2017-12-19T05:34:09.532Z,,,,48.2,17.1,,54
2017-12-19T05:34:19.532Z,,,,49.1,17.1,,54
2017-12-19T05:34:29.532Z,,,,50.1,17.1,,54
2017-12-19T05:34:39.532Z,,,,51,17.3,,54
2017-12-19T05:34:49.622Z,,,,52.1,17.3,,54
2017-12-19T05:34:59.532Z,,,,53.2,17.3,,54
2017-12-19T05:35:09.540Z,,,,54.3,17.3,,54
2017-12-19T05:35:19.532Z,,,,55.4,17.4,,54
2017-12-19T05:35:29.535Z,,,,56.5,17.4,,54
2017-12-19T05:35:39.534Z,,,,57.6,17.4,,54
2017-12-19T05:35:49.612Z,,,,58.7,17.4,,54
2017-12-19T05:35:59.534Z,,,,59.7,17.5,,54
2017-12-19T05:36:09.534Z,,,,60.6,17.5,,54
2017-12-19T05:36:19.534Z,,,,61.8,17.5,,54
2017-12-19T05:36:29.533Z,,98,,62.7,17.5,,54
2017-12-19T05:36:39.534Z,,89,,63.3,17.7,,54
2017-12-19T05:36:49.613Z,,79,,63.1,17.7,,54
2017-12-19T05:36:59.534Z,,72,,62.5,17.8,,54
2017-12-19T05:37:09.534Z,,70,,62.1,17.8,,54
2017-12-19T05:37:19.541Z,,69,,62.4,17.8,,54
2017-12-19T05:37:29.533Z,,64,,62.7,17.9,,54
2017-12-19T05:37:39.534Z,,58,,,17.9,,54
2017-12-19T05:37:49.613Z,,53,,62.5,18.1,,54
2017-12-19T05:37:59.534Z,,49,,62.2,18.1,,54
2017-12-19T05:38:09.533Z,,48,,,18.2,,54
2017-12-19T05:38:19.534Z,,46,,62.4,18.2,,54
2017-12-19T05:38:29.534Z,,42,,,18.4,,54
2017-12-19T05:38:39.534Z,,38,,62.2,18.4,,54
2017-12-19T05:38:49.622Z,,37,,62.1,18.5,,54
2017-12-19T05:38:59.533Z,,36,,,18.6,,54
2017-12-19T05:39:09.533Z,,,,,18.6,,54
2017-12-19T05:39:19.533Z,,34,,62.2,18.8,,54
2017-12-19T05:39:29.533Z,,33,,,18.8,,54
2017-12-19T05:39:39.534Z,,32,,62.1,18.9,,54
2017-12-19T05:39:49.613Z,,31,,62,19,,54
2017-12-19T05:39:59.533Z,,32,,,19,,54
2017-12-19T05:40:09.534Z,,31,,62.1,19.2,,54
2017-12-19T05:40:19.533Z,,30,,62,19.2,,54
2017-12-19T05:40:29.533Z,,31,,,19.3,,54
2017-12-19T05:40:39.533Z,,30,,,19.4,,54
2017-12-19T05:40:49.613Z,,,,,19.4,,54
2017-12-19T05:40:59.533Z,,,,,19.6,,54
2017-12-19T05:41:09.533Z,,,,62.1,19.7,,54
2017-12-19T05:41:19.533Z,,29,,62,19.8,,54
2017-12-19T05:41:29.533Z,,30,,,19.8,,54
2017-12-19T05:41:39.533Z,,29,,,20,,54
2017-12-19T05:41:49.616Z,,30,,,20,,54
2017-12-19T05:41:59.534Z,,,,,20.1,,54
2017-12-19T05:42:09.533Z,,29,,,20.2,,54
2017-12-19T05:42:19.533Z,,30,,,20.2,,54
2017-12-19T05:42:29.533Z,,29,,,20.4,,54
2017-12-19T05:42:39.533Z,,30,,,20.5,,54
2017-12-19T05:42:49.615Z,,29,,,20.5,,54
2017-12-19T05:42:59.534Z,,30,,62.1,20.6,,54
2017-12-19T05:43:09.533Z,,29,,,20.8,,54
2017-12-19T05:43:19.533Z,,,,,20.8,,54
2017-12-19T05:43:29.534Z,,30,,,20.9,,54
2017-12-19T05:43:39.533Z,,29,,62.2,20.9,,54
2017-12-19T05:43:49.613Z,,,,,21.1,,54
2017-12-19T05:43:59.534Z,,30,,,21.2,,54
2017-12-19T05:44:09.533Z,,29,,,21.2,,54
2017-12-19T05:44:19.533Z,,30,,62.4,21.3,,54
2017-12-19T05:44:29.547Z,,29,,,21.5,,54
2017-12-19T05:44:39.534Z,,30,,62.5,21.5,,54
2017-12-19T05:44:49.615Z,,29,,,21.6,,54
2017-12-19T05:44:59.534Z,,30,,,21.7,,54
2017-12-19T05:45:09.533Z,,29,,62.6,21.7,,54
2017-12-19T05:45:19.533Z,,,,,21.9,,54
2017-12-19T05:45:29.533Z,,30,,,22,,54
2017-12-19T05:45:39.536Z,,29,,62.7,22,,54
2017-12-19T05:45:49.613Z,,,,,22.1,,54
2017-12-19T05:45:59.534Z,,30,,,22.2,,54
2017-12-19T05:46:09.533Z,,,,62.8,22.2,,54
2017-12-19T05:46:19.534Z,,,,62.9,22.4,,54
2017-12-19T05:46:29.534Z,,29,,,22.5,,54
2017-12-19T05:46:39.533Z,,30,,62.9,22.5,,54
2017-12-19T05:46:49.622Z,,30,,63.1,22.6,,54
2017-12-19T05:46:59.557Z,,29,,63.2,22.6,,54
2017-12-19T05:47:09.534Z,,,,,22.7,,54
2017-12-19T05:47:19.534Z,,,,63.3,22.8,,54
2017-12-19T05:47:29.535Z,,,,,22.8,,54
2017-12-19T05:47:39.533Z,,30,,,23,,54
2017-12-19T05:47:49.614Z,,,,63.4,23,,54
2017-12-19T05:47:59.534Z,,,,63.3,23.1,,54
2017-12-19T05:48:09.538Z,,29,,63.4,23.2,,54
2017-12-19T05:48:19.534Z,,30,,,23.2,,54
2017-12-19T05:48:29.534Z,,,,63.5,23.3,,54
2017-12-19T05:48:39.534Z,,,,63.6,23.4,,54
2017-12-19T05:48:49.615Z,,,,,23.4,,54
2017-12-19T05:48:59.535Z,,,,63.8,23.6,,54
2017-12-19T05:49:09.534Z,,,,,23.6,,54
2017-12-19T05:49:19.534Z,,29,,63.9,23.7,,54
2017-12-19T05:49:29.535Z,,,,,23.7,,54
2017-12-19T05:49:39.533Z,,29,,64,23.8,,54
2017-12-19T05:49:49.615Z,,,,,23.8,,54
2017-12-19T05:49:59.534Z,,30,,64.1,23.9,,54
2017-12-19T05:50:09.534Z,,29,,64.2,24,,54
2017-12-19T05:50:19.533Z,,30,,,24,,54
2017-12-19T05:50:29.535Z,,29,,64.4,24.2,,54
2017-12-19T05:50:39.534Z,,,,,24.2,,54
2017-12-19T05:50:49.651Z,,,,,24.3,,54
2017-12-19T05:50:59.534Z,,30,,64.5,24.3,,54
2017-12-19T05:51:09.535Z,,,,64.6,24.4,,54
2017-12-19T05:51:19.535Z,,,,,24.5,,54
2017-12-19T05:51:29.534Z,,29,,64.7,24.5,,54
2017-12-19T05:51:39.534Z,,30,,,24.7,,54
2017-12-19T05:51:49.624Z,,,,64.8,24.8,,54
2017-12-19T05:51:59.534Z,,29,,64.9,24.8,,54
2017-12-19T05:52:09.534Z,,,,,24.9,,54
2017-12-19T05:52:19.534Z,,,,65.1,,,
2017-12-19T05:52:29.534Z,,30,,,25,,54
2017-12-19T05:52:39.534Z,,29,,65.2,25,,54
2017-12-19T05:52:49.625Z,,,,,25.1,,54
2017-12-19T05:52:59.534Z,,30,,65.3,25.1,,54
2017-12-19T05:53:09.534Z,,,,,25.3,,54
2017-12-19T05:53:19.535Z,,29,,65.4,25.3,,54
2017-12-19T05:53:29.534Z,,30,,65.5,25.4,,54
2017-12-19T05:53:39.543Z,,,,,25.5,,54
2017-12-19T05:53:49.615Z,,29,,65.6,25.5,,54
2017-12-19T05:53:59.539Z,,,,,25.6,,54
2017-12-19T05:54:09.534Z,,,,65.8,25.6,,54
2017-12-19T05:54:19.535Z,,30,,,25.7,,54
2017-12-19T05:54:29.534Z,,29,,65.9,25.7,,54
2017-12-19T05:54:39.536Z,1,0,0,65.9,25.9,,54
2017-12-19T05:54:49.615Z,,,,62.6,25.9,,54
2017-12-19T05:54:59.536Z,,,,61.2,26,,54
2017-12-19T05:55:09.534Z,,,,60.6,26,,54
2017-12-19T05:55:19.535Z,,,,60.5,,,
2017-12-19T05:55:29.536Z,,,,60.4,26.1,,54
2017-12-19T05:55:39.534Z,,,,60.1,26.2,,54
2017-12-19T05:55:49.617Z,,,,59.9,26.2,,54
2017-12-19T05:55:59.543Z,,,,59.7,26.3,,54
2017-12-19T05:56:09.535Z,,,,59.5,26.3,,54
2017-12-19T05:56:19.537Z,,,,59.3,,,
2017-12-19T05:56:29.536Z,,,,58.9,26.5,,54
2017-12-19T05:56:39.535Z,,,,58.6,26.5,,54
2017-12-19T05:56:49.616Z,,,,58.4,26.6,,54
2017-12-19T05:56:59.541Z,,,,58.1,26.6,,54
2017-12-19T05:57:09.542Z,,,,57.8,26.7,,54
2017-12-19T05:57:19.537Z,,,,57.3,26.7,,54
2017-12-19T05:57:29.535Z,,,,57,26.8,,54
2017-12-19T05:57:39.541Z,,,,56.7,26.8,,54
2017-12-19T05:57:49.617Z,,,,56.5,26.8,,54
2017-12-19T05:57:59.537Z,,,,56.2,26.9,,54
2017-12-19T05:58:09.552Z,,,,55.9,26.9,,54
2017-12-19T05:58:19.538Z,1,42,0,58.6,,,
2017-12-19T05:58:29.539Z,,30,,60.8,27.1,,54
2017-12-19T05:58:39.538Z,,29,,60.6,27.1,,54
2017-12-19T05:58:49.622Z,,30,,60.5,27.2,,54
2017-12-19T05:58:59.537Z,,29,,60.2,27.2,,54
2017-12-19T05:59:09.545Z,,30,,,27.2,,54
2017-12-19T05:59:19.537Z,,,,60.4,,,
2017-12-19T05:59:29.573Z,,,,,27.3,,54
2017-12-19T05:59:39.538Z,,,,,27.3,,54
2017-12-19T05:59:49.620Z,,,,60.5,27.4,,54
2017-12-19T05:59:59.535Z,,29,,60.6,27.4,,54
2017-12-19T06:00:09.537Z,,30,,60.8,27.4,,54
2017-12-19T06:00:19.539Z,,,,60.9,27.5,,54
2017-12-19T06:00:29.535Z,,,,61.1,27.5,,54
2017-12-19T06:00:39.537Z,,29,,61.4,27.7,,54
2017-12-19T06:00:49.672Z,,30,,61.6,27.7,,54
2017-12-19T06:00:59.543Z,,29,,61.9,27.7,,54
2017-12-19T06:01:09.536Z,,30,,62,27.7,,54
2017-12-19T06:01:19.536Z,,29,,62.1,27.8,,54
2017-12-19T06:01:29.536Z,,30,,62.2,27.8,,54
2017-12-19T06:01:39.536Z,,29,,62.4,27.8,,54
2017-12-19T06:01:49.622Z,,30,,,27.9,,54
2017-12-19T06:01:59.546Z,,29,,62.5,27.9,,54
2017-12-19T06:02:09.537Z,,,,62.6,27.9,,54
2017-12-19T06:02:19.538Z,,30,,62.7,,,
2017-12-19T06:02:29.537Z,,29,,62.8,28,,54
2017-12-19T06:02:39.537Z,,30,,62.9,28,,54
2017-12-19T06:02:49.646Z,,29,,63.1,28,,54
2017-12-19T06:02:59.564Z,,,,63.2,28.1,,54
2017-12-19T06:03:09.560Z,,30,,63.4,28.1,,54
2017-12-19T06:03:19.568Z,,29,,63.5,,,
2017-12-19T06:03:29.536Z,,,,63.6,28.3,,54
2017-12-19T06:03:39.536Z,,,,63.8,28.3,,54
2017-12-19T06:03:49.617Z,,30,,63.9,28.3,,54
2017-12-19T06:03:59.537Z,,29,,,28.4,,54
2017-12-19T06:04:09.565Z,,29,,64.1,28.4,,54
2017-12-19T06:04:19.539Z,,30,,,28.4,,54
2017-12-19T06:04:29.546Z,,,,64.2,28.5,,54
2017-12-19T06:04:39.537Z,,29,,64.4,28.5,,54
2017-12-19T06:04:49.618Z,,,,64.5,28.5,,54
2017-12-19T06:04:59.546Z,,30,,64.6,28.5,,54
2017-12-19T06:05:09.548Z,,29,,64.8,28.6,,54
2017-12-19T06:05:19.546Z,,,,,28.6,,54
2017-12-19T06:05:29.538Z,,,,65.1,28.6,,54
2017-12-19T06:05:39.538Z,,,,65.2,28.7,,54
2017-12-19T06:05:49.616Z,,30,,65.3,28.7,,54
2017-12-19T06:05:59.536Z,,,,,28.7,,54
2017-12-19T06:06:09.665Z,,,,65.4,28.9,,54
2017-12-19T06:06:19.570Z,,,,65.5,28.9,,54
2017-12-19T06:06:29.545Z,,,,65.6,28.9,,54
2017-12-19T06:06:39.539Z,,29,,,29,,54
