Time,HwTSet,ActPow,ChActive,PrimT,HwTOutlet,PrimTSet,HwActive
2017-11-29T03:07:07.219Z,0,30,,61.2,33.6,,
2017-11-29T03:07:17.215Z,0,29,,62,33.6,,
2017-11-29T03:07:27.216Z,0,29,,62.6,33.6,,
2017-11-29T03:07:37.216Z,0,,,63.2,33.6,,
2017-11-29T03:07:47.215Z,0,,,63.6,33.5,,
2017-11-29T03:07:57.216Z,0,30,,63.9,33.5,,
2017-11-29T03:08:07.215Z,0,0,1,61.9,33.5,,0
2017-11-29T03:08:17.216Z,0,,,56.7,33.5,,
2017-11-29T03:08:27.216Z,0,,,53.8,33.5,,
2017-11-29T03:08:37.219Z,0,,,52.2,33.5,,
2017-11-29T03:08:47.215Z,,,,50.9,,,
2017-11-29T03:08:57.216Z,0,,,50,33.5,,
2017-11-29T03:09:07.215Z,0,,,49.6,33.5,,
2017-11-29T03:09:17.215Z,0,,,49.7,33.5,,
2017-11-29T03:09:27.216Z,0,,,50,33.5,,
2017-11-29T03:09:37.215Z,0,,,50.4,33.5,,
2017-11-29T03:09:47.215Z,0,,,51,33.5,,
2017-11-29T03:09:57.216Z,0,,,51.5,33.5,,
2017-11-29T03:10:07.217Z,0,,,51.9,33.5,,
2017-11-29T03:10:17.216Z,,,,52.3,,,
2017-11-29T03:10:27.216Z,0,,,52.7,33.5,,
2017-11-29T03:10:37.217Z,0,,,52.4,33.5,,
2017-11-29T03:10:47.216Z,0,,,51.8,33.5,,
2017-11-29T03:10:57.218Z,0,,,50.7,33.5,,
2017-11-29T03:11:07.217Z,0,,,49.8,33.5,,
2017-11-29T03:11:17.218Z,,,,48.7,,,
2017-11-29T03:11:27.216Z,0,,,47.8,33.5,,
2017-11-29T03:11:37.218Z,0,42,1,49.1,33.5,,0
2017-11-29T03:11:47.218Z,0,29,,54.9,33.5,,
2017-11-29T03:11:57.217Z,0,29,,56.2,33.5,,
2017-11-29T03:12:07.218Z,0,,,57.1,33.5,,
2017-11-29T03:12:17.218Z,,,,57.8,,,
2017-11-29T03:12:27.219Z,0,,,58.1,33.5,,
2017-11-29T03:12:37.216Z,0,,,58.3,33.5,,
2017-11-29T03:12:47.234Z,0,30,,58.4,33.5,,
2017-11-29T03:12:57.217Z,0,29,,58.5,33.5,,
2017-11-29T03:13:07.218Z,0,30,,58.7,33.5,,
2017-11-29T03:13:17.216Z,0,,,,33.5,,
2017-11-29T03:13:27.219Z,0,,,58.4,33.5,,
2017-11-29T03:13:37.217Z,0,,,58.2,33.4,,
2017-11-29T03:13:47.218Z,0,31,,58.3,33.4,,
2017-11-29T03:13:57.220Z,0,,,58.9,33.4,,
2017-11-29T03:14:07.221Z,0,,,59.7,33.4,,
2017-11-29T03:14:17.220Z,,30,,60.5,,,
2017-11-29T03:14:27.217Z,0,29,,60.8,33.4,,
2017-11-29T03:14:37.221Z,0,,,60.9,33.4,,
2017-11-29T03:14:47.221Z,0,30,,61.1,33.4,,
2017-11-29T03:14:57.220Z,0,29,,61.5,33.4,,
2017-11-29T03:15:07.218Z,0,29,,62,33.4,,
2017-11-29T03:15:17.217Z,,30,,62.4,,,
2017-11-29T03:15:27.217Z,0,,,,33.4,,
2017-11-29T03:15:37.216Z,,,,62.2,,,
2017-11-29T03:15:47.219Z,0,29,,62.1,33.5,,
2017-11-29T03:15:57.217Z,0,30,,62.2,33.5,,
2017-11-29T03:16:07.216Z,0,29,,62.5,33.5,,
2017-11-29T03:16:17.217Z,,30,,62.8,,,
2017-11-29T03:16:27.222Z,0,29,,62.9,33.5,,
2017-11-29T03:16:37.217Z,0,30,,62.9,33.5,,
2017-11-29T03:16:47.218Z,0,29,,62.9,33.5,,
2017-11-29T03:16:57.217Z,0,,,63.3,33.5,,
2017-11-29T03:17:07.217Z,0,,,63.6,33.5,,
2017-11-29T03:17:17.217Z,,0,,64,,,
2017-11-29T03:17:27.219Z,0,,1,59.8,33.5,,0
2017-11-29T03:17:37.283Z,0,,,56.8,33.5,,
2017-11-29T03:17:47.217Z,0,,,55.2,33.5,,
2017-11-29T03:17:57.217Z,0,,,54.3,33.6,,
2017-11-29T03:18:07.217Z,0,,1,53.7,33.6,,0
2017-11-29T03:18:17.218Z,,36,,59.8,,,
2017-11-29T03:18:27.217Z,0,29,,62.5,33.6,,
2017-11-29T03:18:37.217Z,0,30,,63.2,33.6,,
2017-11-29T03:18:47.225Z,0,29,,63.6,33.6,,
2017-11-29T03:18:57.217Z,0,0,1,62.4,33.6,,0
2017-11-29T03:19:07.217Z,,,,58.3,,,
2017-11-29T03:19:17.219Z,0,,,56.5,33.6,,
2017-11-29T03:19:27.218Z,0,,,55.2,33.6,,
2017-11-29T03:19:37.217Z,0,,,54,33.6,,
2017-11-29T03:19:47.218Z,,,,52.9,,,
2017-11-29T03:19:57.217Z,0,,,51.9,33.6,,
2017-11-29T03:20:07.217Z,,,,51.3,,,
2017-11-29T03:20:17.219Z,0,,,,33.6,,
2017-11-29T03:20:27.219Z,0,,,51.4,33.7,,
2017-11-29T03:20:37.218Z,,,,51.7,,,
2017-11-29T03:20:47.217Z,0,,,52,33.7,,
2017-11-29T03:20:57.217Z,0,,,52.2,33.7,,
2017-11-29T03:21:07.219Z,0,,,,33.7,,
2017-11-29T03:21:17.218Z,,,,51.9,,,
2017-11-29T03:21:27.218Z,0,,,51.4,33.7,,
2017-11-29T03:21:37.217Z,0,,,50.6,33.7,,
2017-11-29T03:21:47.218Z,0,,,49.9,33.7,,
2017-11-29T03:21:57.217Z,,,,49.2,,,
2017-11-29T03:22:07.217Z,0,,,48.6,33.7,,
2017-11-29T03:22:17.218Z,0,,,48.1,33.7,,
2017-11-29T03:22:27.218Z,0,,,47.7,33.6,,
2017-11-29T03:22:37.218Z,0,,,47.3,33.7,,
2017-11-29T03:22:47.218Z,0,,,47.2,33.7,,
2017-11-29T03:22:57.218Z,0,,,47,33.7,,
2017-11-29T03:23:07.219Z,,44,1,,,,0
2017-11-29T03:23:17.223Z,0,35,,53.5,33.6,,
2017-11-29T03:23:27.218Z,0,30,,56,33.6,,
2017-11-29T03:23:37.396Z,0,29,,56.5,33.6,,
2017-11-29T03:23:47.218Z,0,30,,56.7,33.6,,
2017-11-29T03:23:57.220Z,,29,,56.9,,,
2017-11-29T03:24:07.218Z,0,30,,57.1,33.6,,
2017-11-29T03:24:17.218Z,,30,,57.2,,,
2017-11-29T03:24:27.223Z,0,30,,56.3,33.6,,
2017-11-29T03:24:37.218Z,0,29,,56.2,33.6,,
2017-11-29T03:24:47.223Z,0,30,,56.1,33.6,,
2017-11-29T03:24:57.221Z,,,,56.3,,,
2017-11-29T03:25:07.218Z,0,31,,56.9,33.6,,
2017-11-29T03:25:17.218Z,,32,,57.9,,,
2017-11-29T03:25:27.218Z,0,,,58.7,33.6,,
2017-11-29T03:25:37.218Z,0,,,59.5,33.6,,
2017-11-29T03:25:47.219Z,,,,60.1,,,
2017-11-29T03:26:02.309Z,0,29,,60.6,33.5,,
2017-11-29T03:26:17.218Z,0,29,,60.8,33.5,,
2017-11-29T03:26:27.218Z,0,,,,33.5,,
2017-11-29T03:26:37.219Z,,29,,60.9,,,
2017-11-29T03:26:47.218Z,0,30,,61.1,33.5,,
2017-11-29T03:26:57.218Z,0,,,61.2,33.5,,
2017-11-29T03:27:07.218Z,0,,,,33.5,,
2017-11-29T03:27:17.218Z,,,,61.4,,,
2017-11-29T03:27:27.218Z,0,,,61.5,33.5,,
2017-11-29T03:27:37.218Z,0,,,,33.5,,
2017-11-29T03:27:47.222Z,,29,,62,,,
2017-11-29T03:27:57.218Z,0,30,,62.4,33.5,,
2017-11-29T03:28:07.223Z,0,,,,33.6,,
2017-11-29T03:28:17.219Z,,30,,62.8,,,
2017-11-29T03:28:27.219Z,0,29,,63.1,33.6,,
2017-11-29T03:28:37.219Z,0,,,63.3,33.6,,
2017-11-29T03:28:47.218Z,0,,,,33.6,,
2017-11-29T03:28:57.219Z,0,,,63.6,33.6,,
2017-11-29T03:29:07.219Z,0,,,,33.6,,
2017-11-29T03:29:17.219Z,,0,1,62.4,,,0
2017-11-29T03:29:27.220Z,0,,,58.3,33.6,,
2017-11-29T03:29:37.219Z,0,,,56.6,33.6,,
2017-11-29T03:29:47.219Z,0,,,55.5,33.6,,
2017-11-29T03:29:57.219Z,0,,,55.1,33.6,,
2017-11-29T03:30:07.219Z,0,,,54.9,33.6,,
2017-11-29T03:30:17.218Z,0,,,,33.6,,
2017-11-29T03:30:27.220Z,0,,,54.8,33.7,,
2017-11-29T03:30:37.223Z,,,,55,,,
2017-11-29T03:30:47.220Z,0,,,,33.7,,
2017-11-29T03:30:57.219Z,0,,,55.2,33.7,,
2017-11-29T03:31:07.222Z,0,,,,33.7,,
2017-11-29T03:31:27.220Z,0,,,54.9,33.7,,
2017-11-29T03:31:37.221Z,0,,,54.4,33.7,,
2017-11-29T03:31:47.219Z,,,1,53.7,,,0
2017-11-29T03:31:57.221Z,0,36,,58.8,33.7,,
2017-11-29T03:32:07.221Z,0,30,,61.2,33.7,,
2017-11-29T03:32:17.221Z,0,,,,33.7,,
2017-11-29T03:32:27.222Z,0,,,61.6,33.7,,
2017-11-29T03:32:37.222Z,,30,,62.1,,,
2017-11-29T03:32:47.222Z,0,29,,62.2,33.7,,
2017-11-29T03:32:57.225Z,0,,,,33.7,,
2017-11-29T03:33:07.221Z,,,,62.5,,,
2017-11-29T03:33:17.223Z,0,,,,33.7,,
2017-11-29T03:33:27.220Z,0,,,,33.8,,
2017-11-29T03:33:37.223Z,,30,,,,,
2017-11-29T03:33:47.367Z,0,29,,62.6,33.7,,
2017-11-29T03:33:57.219Z,0,,,62.8,33.7,,
2017-11-29T03:34:07.224Z,,30,,63.3,,,
2017-11-29T03:34:17.224Z,0,,,,33.8,,
2017-11-29T03:34:27.221Z,,0,1,62.2,,,0
2017-11-29T03:34:37.224Z,0,,,58.6,33.8,,
2017-11-29T03:34:47.220Z,0,,,57,33.8,,
2017-11-29T03:34:57.467Z,0,,,56.2,33.8,,
2017-11-29T03:35:07.219Z,0,,,55.7,33.8,,
2017-11-29T03:35:17.220Z,0,,,,33.8,,
2017-11-29T03:35:27.226Z,,,,55.5,,,
2017-11-29T03:35:37.225Z,0,,,55.4,33.8,,
2017-11-29T03:35:47.224Z,0,,,,33.8,,
2017-11-29T03:36:07.220Z,0,,,55.6,33.8,,
2017-11-29T03:36:17.219Z,0,,,,33.9,,
2017-11-29T03:36:27.220Z,0,,,55.7,33.9,,
2017-11-29T03:36:47.225Z,0,0,1,55.5,33.9,60,0
2017-11-29T03:36:57.221Z,,,,54.6,,,
2017-11-29T03:37:07.220Z,0,,,,33.9,,
2017-11-29T03:37:17.220Z,,44,1,54.7,,,0
2017-11-29T03:37:27.233Z,0,31,,60.7,33.9,,
2017-11-29T03:37:37.220Z,0,30,,62,33.9,,
2017-11-29T03:37:47.220Z,0,30,,62.5,33.9,,
2017-11-29T03:37:57.220Z,0,,,,33.9,,
2017-11-29T03:38:07.220Z,,29,,62.8,,,
2017-11-29T03:38:17.220Z,0,,,63.1,33.9,,
2017-11-29T03:38:27.221Z,0,,,63.3,33.9,,
2017-11-29T03:38:37.224Z,0,,,,33.9,,
2017-11-29T03:38:47.466Z,,30,,,,,
2017-11-29T03:38:57.220Z,0,29,,,33.9,,
2017-11-29T03:39:07.221Z,0,30,,,33.9,,
2017-11-29T03:39:17.221Z,,,,63.2,,,
2017-11-29T03:39:27.220Z,0,,,63.3,33.9,,
2017-11-29T03:39:37.225Z,0,0,,64,33.9,,
2017-11-29T03:39:47.221Z,0,,1,61.8,33.9,,0
2017-11-29T03:39:57.220Z,0,,,57.8,33.9,,
2017-11-29T03:40:07.220Z,0,,,56.7,33.9,,
2017-11-29T03:40:17.221Z,0,,,,33.9,,
2017-11-29T03:40:27.221Z,0,,,55.9,34,,
2017-11-29T03:40:37.224Z,0,,,,34,,
2017-11-29T03:40:47.220Z,0,,,,34,,
2017-11-29T03:40:57.220Z,0,,,,34,,
2017-11-29T03:41:07.232Z,0,,,56,34,,
2017-11-29T03:41:17.222Z,0,,,,34,,
2017-11-29T03:41:27.220Z,0,,,56.1,34,,
2017-11-29T03:41:37.220Z,0,,,56.2,34,,
2017-11-29T03:41:47.221Z,0,,,56.3,34,,
2017-11-29T03:41:57.393Z,,,,55.9,,,
2017-11-29T03:42:07.221Z,0,,,,34,,
2017-11-29T03:42:17.226Z,,,,54.8,,,
2017-11-29T03:42:27.220Z,0,,,,34,,
2017-11-29T03:42:37.221Z,0,,,53.8,34,,
2017-11-29T03:42:47.221Z,0,37,1,58.7,34,,0
2017-11-29T03:42:57.221Z,0,29,,62.1,34,,
2017-11-29T03:43:07.221Z,0,,,,34,,
2017-11-29T03:43:17.221Z,0,30,,63.1,34,,
2017-11-29T03:43:27.221Z,0,29,,63.2,34,,
2017-11-29T03:43:37.221Z,0,30,,63.5,34,,
2017-11-29T03:43:47.222Z,0,29,,63.8,34,,
2017-11-29T03:43:57.224Z,0,0,1,62.7,34,,0
2017-11-29T03:44:07.222Z,0,,,58.9,34,,
2017-11-29T03:44:17.221Z,0,,,55.6,34,,
2017-11-29T03:44:27.222Z,0,,,54.3,34,,
2017-11-29T03:44:37.222Z,0,,,53.4,34,,
2017-11-29T03:44:47.221Z,0,,,,34,,
2017-11-29T03:44:57.221Z,,,,52.9,,,
2017-11-29T03:45:07.297Z,0,,,53.2,34,,
2017-11-29T03:45:17.221Z,0,,,,34.1,,
2017-11-29T03:45:27.453Z,0,,,53.5,34,,
2017-11-29T03:45:37.418Z,0,,,54,34,,
2017-11-29T03:45:47.356Z,0,,,54.3,34,,
2017-11-29T03:45:57.221Z,0,,,54.6,34.1,,
2017-11-29T03:46:07.226Z,0,,,54.9,34.1,,
2017-11-29T03:46:17.222Z,0,,,,34.1,,
2017-11-29T03:46:27.223Z,0,,,54.6,34.1,,
2017-11-29T03:46:37.226Z,0,,,53.9,34.1,,
2017-11-29T03:46:47.222Z,0,,,52.9,34.1,,
2017-11-29T03:46:57.222Z,0,,,52.7,34.1,,
2017-11-29T03:47:07.227Z,0,,,51.9,34.1,,
2017-11-29T03:47:17.222Z,0,,,51.7,34.1,,
2017-11-29T03:47:27.221Z,0,,,51.4,34.1,,
2017-11-29T03:47:37.222Z,0,,,51.1,34.1,,
2017-11-29T03:47:47.234Z,0,39,1,55.5,34.1,,0
2017-11-29T03:47:57.222Z,0,30,,60,34,,
2017-11-29T03:48:07.222Z,0,30,,61.1,34,,
2017-11-29T03:48:17.222Z,0,29,,61.2,34,,
2017-11-29T03:48:27.222Z,0,,,62,34,,
2017-11-29T03:48:37.223Z,0,30,,62.6,34,,
2017-11-29T03:48:47.222Z,0,,,62.8,34,,
2017-11-29T03:48:57.222Z,0,29,,62.9,34,,
2017-11-29T03:49:07.225Z,0,,,63.1,34,,
2017-11-29T03:49:17.222Z,0,29,,62.9,34,,
2017-11-29T03:49:27.225Z,0,30,,62.8,34.1,,
2017-11-29T03:49:37.223Z,0,,,62.7,34,,
2017-11-29T03:49:47.227Z,0,29,,62.6,34,,
2017-11-29T03:49:57.221Z,0,30,,,34,,
2017-11-29T03:50:07.225Z,0,29,,63.1,34,,
2017-11-29T03:50:17.225Z,0,0,1,64.1,34.1,,0
2017-11-29T03:50:27.237Z,0,,,60.8,34.1,,
2017-11-29T03:50:37.225Z,0,,,57.8,34,,
2017-11-29T03:50:47.225Z,0,,,56.5,34.1,,
2017-11-29T03:50:57.225Z,0,,,55.9,34,,
2017-11-29T03:51:07.226Z,0,,,55.6,34,,
2017-11-29T03:51:17.225Z,0,,,55.4,34,,
2017-11-29T03:51:27.223Z,0,,,55.3,34,,
2017-11-29T03:51:37.223Z,0,,,55.4,34,,
2017-11-29T03:51:47.226Z,0,,,,34,,
2017-11-29T03:51:57.222Z,0,,,55.5,34,,
2017-11-29T03:52:07.223Z,0,,,55.6,34.1,,
2017-11-29T03:52:17.227Z,0,,,,34.1,,
2017-11-29T03:52:27.226Z,0,,,55.7,34,,
2017-11-29T03:52:37.223Z,0,,,55.9,34.1,,
2017-11-29T03:52:47.222Z,0,,,,34.1,,
2017-11-29T03:52:57.227Z,0,,,55.5,34.1,,
2017-11-29T03:53:07.222Z,0,,,54.9,34.1,,
2017-11-29T03:53:17.222Z,0,,,54.5,34.1,,
2017-11-29T03:53:27.236Z,0,43,1,55.3,34.1,,0
2017-11-29T03:53:37.228Z,0,31,,61.4,34.1,,
2017-11-29T03:53:47.228Z,0,30,,63.1,34.1,,
2017-11-29T03:53:57.222Z,0,0,1,64.1,34.1,,0
2017-11-29T03:54:07.223Z,0,,,60.6,34.1,,
2017-11-29T03:54:17.223Z,0,,,56.9,34.1,,
2017-11-29T03:54:27.223Z,0,,,55.4,34.1,,
2017-11-29T03:54:37.228Z,0,,,54.9,34.1,,
2017-11-29T03:54:47.229Z,0,,,53.9,34.1,,
2017-11-29T03:54:57.227Z,0,,,52.9,34.1,,
2017-11-29T03:55:07.222Z,0,,,,34.1,,
2017-11-29T03:55:17.421Z,0,,,52.4,34.1,,
2017-11-29T03:55:27.224Z,0,,,51.9,34.1,,
2017-11-29T03:55:37.223Z,0,,,,34.1,,
2017-11-29T03:55:47.228Z,0,,,51.7,34.1,,
2017-11-29T03:55:57.224Z,0,,,51.6,34.1,,
2017-11-29T03:56:07.223Z,0,,,52,34.1,,
2017-11-29T03:56:17.223Z,0,,,52.3,34.1,,
2017-11-29T03:56:27.223Z,0,,,53,34.1,,
2017-11-29T03:56:37.224Z,0,,,53.3,34.1,,
2017-11-29T03:56:47.223Z,0,,,53.4,34.1,,
2017-11-29T03:56:57.434Z,0,,,52.9,34.1,,
2017-11-29T03:57:07.224Z,0,,,,34.1,,
2017-11-29T03:57:17.223Z,0,,,51.9,34.1,,
2017-11-29T03:57:27.224Z,0,,,,34.1,,
2017-11-29T03:57:37.226Z,0,,,51.5,34,,
2017-11-29T03:57:47.223Z,0,,,50.9,34,,
2017-11-29T03:57:57.223Z,0,,,50.5,34,,
2017-11-29T03:58:07.224Z,0,,,49.9,34,,
2017-11-29T03:58:17.224Z,0,,,,34,,
2017-11-29T03:58:27.235Z,0,42,1,51.2,34,,0
2017-11-29T03:58:37.227Z,0,30,,58,34,,
2017-11-29T03:58:47.224Z,0,29,,60.1,34,,
2017-11-29T03:58:57.223Z,0,,,61.1,34,,
2017-11-29T03:59:07.224Z,0,29,,62.1,34,,
2017-11-29T03:59:17.224Z,0,30,,63.1,34,,
2017-11-29T03:59:27.224Z,0,29,,63.5,34,,
2017-11-29T03:59:37.224Z,0,0,1,64,34,,0
2017-11-29T03:59:47.223Z,0,,,59.9,34,,
2017-11-29T03:59:57.224Z,0,,,55.6,34,,
2017-11-29T04:00:07.224Z,0,,,53.4,34,,
2017-11-29T04:00:17.224Z,0,,,51.9,34,,
2017-11-29T04:00:27.224Z,0,,,50.9,34,,
2017-11-29T04:00:37.224Z,0,,,49.9,33.9,,
2017-11-29T04:00:47.224Z,0,,,49.7,33.9,,
2017-11-29T04:00:57.223Z,0,,,49.3,33.9,,
2017-11-29T04:01:07.224Z,0,,,,33.9,,
2017-11-29T04:01:17.225Z,0,,,50,33.9,,
2017-11-29T04:01:27.224Z,0,,,50.2,33.9,,
2017-11-29T04:01:37.224Z,0,,,51,33.9,,
2017-11-29T04:01:47.227Z,0,,,52,33.9,,
2017-11-29T04:01:57.227Z,0,,,53,33.9,,
2017-11-29T04:02:07.224Z,0,,,,33.9,,
2017-11-29T04:02:17.224Z,0,,,53.4,33.9,,
2017-11-29T04:02:27.225Z,0,,,53.3,33.9,,
2017-11-29T04:02:37.224Z,0,,,52.9,33.9,,
2017-11-29T04:02:47.224Z,0,,,51.9,33.9,,
2017-11-29T04:02:57.225Z,0,,,50.9,33.9,,
2017-11-29T04:03:07.223Z,0,,,49.9,33.9,,
2017-11-29T04:03:17.224Z,0,,,49.8,33.9,,
2017-11-29T04:03:27.236Z,0,42,1,50.2,33.9,,0
2017-11-29T04:03:37.225Z,0,30,,57.3,33.9,,
2017-11-29T04:03:47.224Z,0,29,,59,33.9,,
2017-11-29T04:03:57.224Z,0,30,,60,33.8,,
2017-11-29T04:04:07.224Z,0,29,,61.1,33.8,,
2017-11-29T04:04:17.225Z,0,30,,61.2,33.8,,
2017-11-29T04:04:27.224Z,0,30,,62,33.8,,
2017-11-29T04:04:37.224Z,0,29,,62.4,33.8,,
2017-11-29T04:04:47.239Z,0,,,62.7,33.8,,
2017-11-29T04:04:57.225Z,0,30,,63.1,33.8,,
2017-11-29T04:05:07.224Z,0,29,,63.2,33.8,,
2017-11-29T04:05:17.225Z,0,30,,62.9,33.8,,
2017-11-29T04:05:27.225Z,0,29,,,33.8,,
2017-11-29T04:05:37.224Z,0,,,62.7,33.8,,
2017-11-29T04:05:47.225Z,0,30,,62.5,33.8,,
2017-11-29T04:05:57.225Z,0,29,,62.4,33.8,,
2017-11-29T04:06:07.225Z,0,29,,63.1,33.8,,
2017-11-29T04:06:17.224Z,0,30,,,33.8,,
2017-11-29T04:06:27.231Z,0,0,1,63.9,33.8,,0
2017-11-29T04:06:37.225Z,0,,,58.6,33.8,,
2017-11-29T04:06:47.413Z,0,,,56.8,33.8,,
2017-11-29T04:06:57.226Z,0,,,54.9,33.8,,
2017-11-29T04:07:07.225Z,0,,,54.8,33.8,,
2017-11-29T04:07:17.225Z,0,,,53.9,33.8,,
2017-11-29T04:07:27.227Z,0,,,53.8,33.8,,
2017-11-29T04:07:37.226Z,0,,,,33.8,,
2017-11-29T04:07:47.226Z,0,,,,33.8,,
2017-11-29T04:07:57.228Z,0,,,,33.8,,
2017-11-29T04:08:07.227Z,0,,,53.9,33.8,,
2017-11-29T04:08:17.225Z,0,,,,33.8,,
2017-11-29T04:08:27.227Z,0,43,1,55.1,33.8,,0
2017-11-29T04:08:37.226Z,0,31,,62,33.8,,
2017-11-29T04:08:47.231Z,0,0,1,63.6,33.8,,0
2017-11-29T04:08:57.226Z,0,,,58.9,33.8,,
2017-11-29T04:09:07.225Z,0,,,56.9,33.8,,
2017-11-29T04:09:17.225Z,0,,,54.9,33.8,,
2017-11-29T04:09:27.228Z,0,,,53.9,33.8,,
2017-11-29T04:09:37.225Z,0,,,52.9,33.8,,
2017-11-29T04:09:47.229Z,0,,,51.9,33.8,,
2017-11-29T04:09:57.229Z,0,,,51.5,33.8,,
2017-11-29T04:10:07.228Z,0,,,50.9,33.8,,
2017-11-29T04:10:17.230Z,0,,,50.4,33.8,,
2017-11-29T04:10:27.226Z,0,,,50.1,33.8,,
2017-11-29T04:10:37.229Z,0,,,49.9,33.8,,
2017-11-29T04:10:47.229Z,0,,,50,33.8,,
2017-11-29T04:10:57.229Z,0,,,50.1,33.8,,
2017-11-29T04:11:07.235Z,0,,,51,33.8,,
2017-11-29T04:11:17.225Z,0,,,51.2,33.8,,
2017-11-29T04:11:27.230Z,0,,,51.5,33.8,,
2017-11-29T04:11:37.227Z,0,,,51.6,33.8,,
2017-11-29T04:11:47.229Z,0,,,51.4,33.8,,
2017-11-29T04:11:57.226Z,0,,,50.9,33.8,,
2017-11-29T04:12:07.225Z,0,,,50.5,33.8,,
2017-11-29T04:12:17.230Z,0,,,49.9,33.8,,
2017-11-29T04:12:27.226Z,0,,,49.5,33.8,,
2017-11-29T04:12:37.226Z,0,,,48.9,33.8,,
2017-11-29T04:12:47.226Z,0,,,48.7,33.8,,
2017-11-29T04:12:57.228Z,0,,,48.3,33.8,,
2017-11-29T04:13:07.226Z,0,,,47.9,33.7,,
2017-11-29T04:13:17.314Z,0,,,47.8,33.7,,
2017-11-29T04:13:27.238Z,0,44,1,48.2,33.7,,0
2017-11-29T04:13:37.226Z,0,30,,56,33.7,,
2017-11-29T04:13:47.226Z,0,29,,57.1,33.7,,
2017-11-29T04:13:57.227Z,0,29,,58,33.7,,
2017-11-29T04:14:07.226Z,0,30,,59,33.7,,
2017-11-29T04:14:17.227Z,0,,,59.6,33.7,,
2017-11-29T04:14:27.227Z,0,30,,59.9,33.7,,
2017-11-29T04:14:37.231Z,0,29,,59.9,33.7,,
2017-11-29T04:14:47.227Z,0,29,,60.1,33.6,,
2017-11-29T04:14:57.228Z,0,,,60,33.6,,
2017-11-29T04:15:07.226Z,0,29,,60,33.6,,
2017-11-29T04:15:17.231Z,0,29,,59.9,33.6,,
2017-11-29T04:15:27.230Z,0,29,,59.9,33.6,,
2017-11-29T04:15:37.226Z,0,30,,59.9,33.6,,
2017-11-29T04:15:47.226Z,0,30,,60,33.6,,
2017-11-29T04:15:57.227Z,0,,,61.1,33.6,,
2017-11-29T04:16:07.231Z,0,29,,62.1,33.6,,
2017-11-29T04:16:17.228Z,0,,,62.4,33.6,,
2017-11-29T04:16:27.227Z,0,,,63.3,33.6,,
2017-11-29T04:16:37.226Z,0,0,1,62.9,33.6,,0
2017-11-29T04:16:47.235Z,0,,,58.7,33.6,,
2017-11-29T04:16:57.226Z,0,,,56.9,33.6,,
2017-11-29T04:17:07.226Z,0,,,55.6,33.6,,
2017-11-29T04:17:17.227Z,0,,,54.9,33.6,,
2017-11-29T04:17:27.226Z,0,,,54.5,33.6,,
2017-11-29T04:17:37.226Z,0,,,53.9,33.6,,
2017-11-29T04:17:47.230Z,0,,,,33.6,,
2017-11-29T04:17:57.227Z,0,,,53.8,33.6,,
2017-11-29T04:18:07.226Z,0,,,53.7,33.6,,
2017-11-29T04:18:17.227Z,0,,,53.8,33.6,,
2017-11-29T04:18:27.238Z,0,43,1,55.1,33.6,,0
2017-11-29T04:18:37.238Z,0,32,,62,33.6,,
2017-11-29T04:18:47.396Z,0,0,1,64.5,33.6,,0
2017-11-29T04:18:57.230Z,0,,,59.8,33.6,,
2017-11-29T04:19:07.227Z,0,,,57.9,33.6,,
2017-11-29T04:19:17.228Z,0,,,55.7,33.6,,
2017-11-29T04:19:27.228Z,0,,,54.9,33.6,,
2017-11-29T04:19:37.227Z,0,,,53.9,33.6,,
2017-11-29T04:19:47.398Z,0,,,52.9,33.6,,
2017-11-29T04:19:57.228Z,0,,,51.9,33.6,,
2017-11-29T04:20:07.226Z,0,,,51.6,33.6,,
2017-11-29T04:20:17.228Z,0,,,50.9,33.6,,
2017-11-29T04:20:27.227Z,0,,,50.6,33.6,,
2017-11-29T04:20:37.227Z,0,,,50.3,33.6,,
2017-11-29T04:20:47.227Z,0,,,,33.6,,
2017-11-29T04:20:57.227Z,0,,,51,33.6,,
2017-11-29T04:21:07.227Z,0,,,51.2,33.6,,
2017-11-29T04:21:17.229Z,0,,,51.6,33.6,,
2017-11-29T04:21:27.227Z,0,,,51.7,33.6,,
2017-11-29T04:21:37.227Z,0,,,51.5,33.6,,
2017-11-29T04:21:47.228Z,0,,,50.9,33.6,,
2017-11-29T04:21:57.227Z,0,,,50.6,33.6,,
2017-11-29T04:22:07.228Z,0,,,49.9,33.6,,
2017-11-29T04:22:17.229Z,0,,,49.6,33.6,,
2017-11-29T04:22:27.328Z,0,,,48.9,33.6,,
2017-11-29T04:22:37.232Z,0,,,48.6,33.6,,
2017-11-29T04:22:47.234Z,0,,,47.9,33.6,,
2017-11-29T04:22:57.229Z,0,,,47.8,33.6,,
2017-11-29T04:23:07.232Z,0,,,47.4,33.6,61,
2017-11-29T04:23:17.228Z,0,,,47.2,33.6,60,
2017-11-29T04:23:27.242Z,0,43,1,48.3,33.5,,0
2017-11-29T04:23:37.228Z,0,31,,55.1,33.5,,
2017-11-29T04:23:47.227Z,0,29,,56.3,33.5,,
2017-11-29T04:23:57.232Z,0,,,57.3,33.5,,
2017-11-29T04:24:07.228Z,0,29,,58.2,33.5,,
2017-11-29T04:24:17.228Z,0,,,59,33.5,,
2017-11-29T04:24:27.228Z,0,30,,59,33.5,,
2017-11-29T04:24:37.229Z,0,29,,59,33.5,,
