Time,ActPow,HwTOutlet,HwActive,PrimTSet,ChActive,HwTSet,PrimT
2017-11-17T00:19:37.387Z,,25.3,,,,0,
2017-11-17T00:19:47.388Z,45,25.3,0,62,2,0,35.3
2017-11-17T00:19:57.390Z,0,25.3,0,5,0,0,36.4
2017-11-17T00:20:07.388Z,,25.3,,,,0,31.8
2017-11-17T00:20:17.389Z,,25.3,0,62,2,0,31.2
2017-11-17T00:20:27.402Z,34,25.3,,,,0,37.1
2017-11-17T00:20:37.391Z,29,25.1,,,,0,35.6
2017-11-17T00:20:47.388Z,30,25.3,,,,0,34.8
2017-11-17T00:20:57.388Z,29,25.3,,,,0,33.9
2017-11-17T00:21:07.388Z,30,25.1,,,,0,33.5
2017-11-17T00:21:17.388Z,,25.1,,,,0,33.4
2017-11-17T00:21:27.388Z,,25.1,,,,0,
2017-11-17T00:21:37.388Z,29,25.1,,,,0,33.6
2017-11-17T00:21:47.388Z,30,25.1,,,,0,34
2017-11-17T00:21:57.390Z,29,25.1,,,,0,34.4
2017-11-17T00:22:07.388Z,36,25.1,,,,0,36
2017-11-17T00:22:17.388Z,41,25.1,,,,0,37.1
2017-11-17T00:22:27.389Z,49,25.1,,,,0,39.2
2017-11-17T00:22:37.390Z,56,25.1,,,,0,41.1
2017-11-17T00:22:47.451Z,62,25.1,,,,0,43
2017-11-17T00:22:57.388Z,69,25.1,,,,0,45
2017-11-17T00:23:07.388Z,75,25.1,,,,0,47
2017-11-17T00:23:17.394Z,80,25.1,,,,0,49.1
2017-11-17T00:23:27.392Z,85,25.1,,,,0,51.1
2017-11-17T00:23:37.388Z,87,25.1,,,,0,52
2017-11-17T00:23:47.398Z,91,25.1,,,,0,54
2017-11-17T00:23:57.388Z,93,25.1,,,,0,55
2017-11-17T00:24:07.389Z,95,25.1,,,,0,56
2017-11-17T00:24:17.404Z,97,25.1,,,,0,58
2017-11-17T00:24:27.388Z,98,25.1,,,,0,59
2017-11-17T00:24:37.388Z,,25.1,,,,0,60
2017-11-17T00:24:47.412Z,98,25.1,,,,0,61.1
2017-11-17T00:24:57.393Z,,25.1,,,,0,62.1
2017-11-17T00:25:07.411Z,94,25.3,,,,0,63.2
2017-11-17T00:25:17.403Z,77,25.3,,,,0,62.9
2017-11-17T00:25:27.389Z,74,25.3,,,,0,62.7
2017-11-17T00:25:37.388Z,71,25.3,,,,0,62
2017-11-17T00:25:47.399Z,,25.3,,,,0,62.1
2017-11-17T00:25:57.412Z,67,25.4,,,,0,62.7
2017-11-17T00:26:07.397Z,58,25.4,,,,0,62.9
2017-11-17T00:26:17.397Z,53,25.4,,,,0,62.8
2017-11-17T00:26:27.398Z,47,25.5,,,,0,62.4
2017-11-17T00:26:37.388Z,45,25.5,,,,0,62.1
2017-11-17T00:26:47.389Z,44,25.5,,,,0,62.4
2017-11-17T00:26:57.395Z,40,25.5,,,,0,62.7
2017-11-17T00:27:07.396Z,34,25.6,,,,0,62.4
2017-11-17T00:27:17.389Z,30,25.6,,,,0,61.9
2017-11-17T00:27:27.395Z,,25.7,,,,0,62
2017-11-17T00:27:37.389Z,,25.7,,,,0,62.1
2017-11-17T00:27:47.393Z,29,25.7,,,,0,62.2
2017-11-17T00:27:57.400Z,,25.9,,,,0,62.5
2017-11-17T00:28:07.389Z,,25.9,,,,0,62.7
2017-11-17T00:28:17.395Z,,26,,,,0,63.1
2017-11-17T00:28:27.394Z,,26,,,,0,
2017-11-17T00:28:37.398Z,,26.1,,,,0,63.2
2017-11-17T00:28:47.389Z,,26.1,,,,0,63.4
2017-11-17T00:28:57.389Z,30,26.2,,,,0,63.5
2017-11-17T00:29:07.395Z,,26.2,,,,0,
2017-11-17T00:29:17.389Z,,26.3,,,,0,63.6
2017-11-17T00:29:27.391Z,29,26.3,,,,0,63.8
2017-11-17T00:29:37.393Z,30,26.5,,,,0,
2017-11-17T00:29:47.412Z,29,26.5,,,,0,64
2017-11-17T00:29:57.402Z,,26.6,,,,0,
2017-11-17T00:30:07.409Z,,26.6,,,,0,
2017-11-17T00:30:17.398Z,,26.7,,,,0,64.2
2017-11-17T00:30:27.396Z,30,26.7,,,,0,
2017-11-17T00:30:37.395Z,29,26.8,,,,0,64.5
2017-11-17T00:30:47.392Z,,26.8,,,,0,64.6
2017-11-17T00:30:57.389Z,30,26.9,,,,0,64.7
2017-11-17T00:31:07.393Z,29,26.9,,,,0,64.8
2017-11-17T00:31:17.398Z,,27.1,,,,0,64.9
2017-11-17T00:31:27.389Z,29,27.1,,,,0,65.1
2017-11-17T00:31:37.392Z,,27.2,,,,0,65.2
2017-11-17T00:31:47.406Z,,27.2,,,,0,
2017-11-17T00:31:57.389Z,30,27.3,,,,0,65.3
2017-11-17T00:32:07.391Z,29,27.3,,,,0,65.4
2017-11-17T00:32:17.390Z,,27.4,,,,0,65.5
2017-11-17T00:32:27.393Z,30,27.4,,,,0,65.6
2017-11-17T00:32:37.392Z,,27.5,,,,0,65.8
2017-11-17T00:32:47.417Z,29,27.7,,,,0,65.9
2017-11-17T00:32:57.390Z,0,27.7,0,,2,0,63.6
2017-11-17T00:33:07.391Z,,27.8,,,,0,60.9
2017-11-17T00:33:17.393Z,,27.8,,,,0,59.9
2017-11-17T00:33:27.390Z,,27.9,,,,0,59.8
2017-11-17T00:33:37.390Z,,27.9,,,,0,59.5
2017-11-17T00:33:57.394Z,,28,,,,0,59.4
2017-11-17T00:34:07.393Z,,28.1,,,,0,
2017-11-17T00:34:17.399Z,,28.1,,,,0,59.3
2017-11-17T00:34:27.392Z,,28.3,,,,0,58.9
2017-11-17T00:34:37.394Z,,28.3,,,,0,
2017-11-17T00:34:47.390Z,,28.4,,,,0,58.6
2017-11-17T00:34:57.394Z,,28.4,,,,0,58.3
2017-11-17T00:35:07.392Z,,28.5,,,,0,57.9
2017-11-17T00:35:17.389Z,,28.5,,,,0,57.7
2017-11-17T00:35:27.398Z,,28.6,,,,0,57.3
2017-11-17T00:35:37.392Z,,28.6,,,,0,56.9
2017-11-17T00:35:47.390Z,,28.7,,,,0,56.7
2017-11-17T00:35:57.390Z,,28.7,,,,0,56.3
2017-11-17T00:36:07.428Z,44,28.9,0,,2,0,55.9
2017-11-17T00:36:17.409Z,37,28.9,,,,0,60.1
2017-11-17T00:36:27.415Z,32,29,,,,0,61.4
2017-11-17T00:36:37.396Z,29,29,,,,0,61.8
2017-11-17T00:36:47.422Z,,29,,,,0,
2017-11-17T00:36:57.411Z,,29.1,,,,0,61.6
2017-11-17T00:37:07.434Z,30,29.1,,,,0,61.5
2017-11-17T00:37:17.412Z,,29.2,,,,0,61.4
2017-11-17T00:37:27.410Z,,29.2,,,,0,61.5
2017-11-17T00:37:37.391Z,0,29.2,0,5,0,0,59.8
2017-11-17T00:37:47.396Z,44,29.3,0,62,2,0,58.1
2017-11-17T00:37:57.392Z,0,29.3,0,5,0,0,59.8
2017-11-17T00:38:07.391Z,,29.5,,,,0,56.9
2017-11-17T00:38:17.419Z,,29.5,,,,0,56.6
2017-11-17T00:38:32.411Z,,29.5,,,,0,55.7
2017-11-17T00:38:37.390Z,,29.6,,,,0,55.4
2017-11-17T00:38:47.390Z,,29.6,,,,0,55.3
2017-11-17T00:38:57.401Z,,29.7,,,,0,
2017-11-17T00:39:07.391Z,,29.7,,,,0,55.4
2017-11-17T00:39:17.390Z,,29.7,,,,0,55.5
2017-11-17T00:39:27.392Z,,29.8,,,,0,
2017-11-17T00:39:37.391Z,,29.8,,,,0,55.4
2017-11-17T00:39:47.394Z,,29.8,,,,0,55.3
2017-11-17T00:39:57.391Z,,30,,,,0,54.9
2017-11-17T00:40:07.391Z,,30,,,,0,54.8
2017-11-17T00:40:17.391Z,,30,,,,0,54.5
2017-11-17T00:40:27.414Z,,30.1,,,,0,53.9
2017-11-17T00:40:37.390Z,,30.1,,,,0,
2017-11-17T00:40:47.391Z,,30.1,,,,0,53.7
2017-11-17T00:40:57.392Z,,30.2,,,,0,53.4
2017-11-17T00:41:07.393Z,,30.2,,,,0,53.3
2017-11-17T00:41:17.392Z,,30.2,,,,0,53.2
2017-11-17T00:41:27.396Z,,30.3,,,,0,
2017-11-17T00:41:37.394Z,,30.3,,,,0,53.1
2017-11-17T00:41:47.392Z,,30.3,,,,0,
2017-11-17T00:41:57.393Z,,30.3,,,,0,53
2017-11-17T00:42:07.391Z,,30.4,,,,0,52.9
2017-11-17T00:42:17.391Z,,30.4,,,,0,
2017-11-17T00:42:27.392Z,,30.4,,,,0,
2017-11-17T00:42:37.392Z,,30.4,,,,0,
2017-11-17T00:42:47.391Z,,30.6,,,,0,52.8
2017-11-17T00:42:57.391Z,,30.6,,,,0,
2017-11-17T00:43:07.392Z,,30.6,,,,0,
2017-11-17T00:43:17.706Z,,30.6,,,,0,
2017-11-17T00:43:27.393Z,,30.7,,,,0,
2017-11-17T00:43:37.393Z,,30.7,,,,0,
2017-11-17T00:43:57.392Z,,30.7,,,,0,
2017-11-17T00:44:07.396Z,,30.7,,,,0,
2017-11-17T00:44:17.392Z,,30.7,,,,0,52.9
2017-11-17T00:44:27.393Z,,30.8,,,,0,
2017-11-17T00:44:37.393Z,,30.8,,,,0,52.8
2017-11-17T00:44:47.392Z,,30.8,,,,0,
2017-11-17T00:44:57.392Z,,30.8,,,,0,
2017-11-17T00:45:07.398Z,,30.8,,,,0,
2017-11-17T00:45:17.392Z,,30.8,,,,0,
2017-11-17T00:45:27.393Z,,30.9,,,,0,
2017-11-17T00:45:37.395Z,,30.9,,,,0,
2017-11-17T00:45:47.392Z,,30.9,,,,0,52.7
2017-11-17T00:45:57.393Z,,30.9,,,,0,
2017-11-17T00:46:07.400Z,,30.9,,,,0,
2017-11-17T00:46:17.397Z,,30.9,,,,0,
2017-11-17T00:46:27.392Z,,30.9,,,,0,
2017-11-17T00:46:37.393Z,,30.9,,,,0,52.6
2017-11-17T00:46:47.402Z,,30.9,,,,0,
2017-11-17T00:46:57.406Z,,30.9,,,,0,
2017-11-17T00:47:07.392Z,,31,,,,0,52.4
2017-11-17T00:47:17.399Z,,31,,,,0,
2017-11-17T00:47:27.397Z,,31,,,,0,
2017-11-17T00:47:37.411Z,,31,,,,0,52.3
2017-11-17T00:47:47.407Z,,31,,,,0,
2017-11-17T00:47:57.418Z,,31,,,,0,
2017-11-17T00:48:07.393Z,,31,,,,0,
2017-11-17T00:48:17.408Z,,31,,,,0,52.2
2017-11-17T00:48:27.409Z,,31,,,,0,
2017-11-17T00:48:37.409Z,,31,,,,0,
2017-11-17T00:48:47.412Z,,31,,,,0,52.1
2017-11-17T00:48:57.394Z,,31,,,,0,
2017-11-17T00:49:12.413Z,,31,,,,0,
2017-11-17T00:49:17.395Z,,31,,,,0,52
2017-11-17T00:49:32.413Z,,31,,,,0,
2017-11-17T00:49:37.397Z,,31,,,,0,
2017-11-17T00:49:47.392Z,,31,,,,0,51.9
2017-11-17T00:49:57.399Z,,31,,,,0,
2017-11-17T00:50:07.392Z,,31,,,,0,
2017-11-17T00:50:17.393Z,,31,,,,0,
2017-11-17T00:50:27.394Z,,31,,,,0,51.8
2017-11-17T00:50:37.393Z,,31,,,,0,
2017-11-17T00:50:47.397Z,,31,,,,0,
2017-11-17T00:50:57.392Z,,31,,,,0,51.7
2017-11-17T00:51:07.393Z,,31,,,,0,
2017-11-17T00:51:17.401Z,,31,,,,0,
2017-11-17T00:51:27.394Z,,31,,,,0,
2017-11-17T00:51:37.399Z,,31,,,,0,51.6
2017-11-17T00:51:47.393Z,,31,,,,0,
2017-11-17T00:51:57.393Z,,31,,,,0,
2017-11-17T00:52:07.393Z,,31,,,,0,
2017-11-17T00:52:17.393Z,,31,,,,0,51.5
2017-11-17T00:52:27.395Z,,31,,,,0,
2017-11-17T00:52:37.398Z,,31,,,,0,
2017-11-17T00:52:47.398Z,,31,,,,0,51.4
2017-11-17T00:52:57.394Z,,31,,,,0,
2017-11-17T00:53:07.393Z,,31,,,,0,
2017-11-17T00:53:17.397Z,,31,,,,0,
2017-11-17T00:53:27.393Z,,31,,,,0,51.3
2017-11-17T00:53:37.393Z,,31,,,,0,
2017-11-17T00:53:47.393Z,,31,,,,0,
2017-11-17T00:53:57.393Z,,31,,,,0,
2017-11-17T00:54:07.394Z,,31,,,,0,51.2
2017-11-17T00:54:17.393Z,,31,,,,0,
2017-11-17T00:54:32.418Z,,31,,,,0,
2017-11-17T00:54:37.395Z,,30.9,,,,0,
2017-11-17T00:54:47.408Z,,30.9,,,,0,51.1
2017-11-17T00:55:02.414Z,,30.9,,,,0,
2017-11-17T00:55:07.394Z,,31,,,,0,
2017-11-17T00:55:17.397Z,,31,,,,0,
2017-11-17T00:55:27.404Z,,31,,,,0,51
2017-11-17T00:55:37.397Z,,31,,,,0,
2017-11-17T00:55:47.394Z,,31,,,,0,
2017-11-17T00:55:57.395Z,,31,,,,0,50.9
2017-11-17T00:56:07.401Z,,31,,,,0,50.9
2017-11-17T00:56:17.418Z,,31,,,,0,
2017-11-17T00:56:27.402Z,,31,,,,0,
2017-11-17T00:56:37.394Z,,31,,,,0,
2017-11-17T00:56:47.399Z,,31,,,,0,50.7
2017-11-17T00:56:57.402Z,,31,,,,0,
2017-11-17T00:57:07.393Z,,31,,,,0,
2017-11-17T00:57:17.394Z,,31,,,,0,
2017-11-17T00:57:27.395Z,,31,,,,0,
2017-11-17T00:57:37.394Z,,31,,,,0,50.6
2017-11-17T00:57:47.394Z,,31,,,,0,
2017-11-17T00:57:57.394Z,,31,,,,0,
2017-11-17T00:58:07.399Z,,31,,,,0,
2017-11-17T00:58:17.400Z,,31,,,,0,50.5
2017-11-17T00:58:27.396Z,,31,,,,0,
2017-11-17T00:58:37.400Z,,31,,,,0,
2017-11-17T00:58:47.395Z,,31,,,,0,
2017-11-17T00:58:57.397Z,,31,,,,0,
2017-11-17T00:59:07.394Z,,31,,,,0,
2017-11-17T00:59:17.394Z,,30.9,,,,0,50.4
2017-11-17T00:59:27.395Z,,30.9,,,,0,
2017-11-17T00:59:37.399Z,,30.9,,,,0,
2017-11-17T00:59:47.423Z,,30.9,,,,0,
2017-11-17T00:59:57.396Z,,30.9,,,,0,
2017-11-17T01:00:07.405Z,,30.9,,,,0,50.3
2017-11-17T01:00:17.396Z,,30.9,,,,0,
2017-11-17T01:00:27.394Z,,30.9,,,,0,
2017-11-17T01:00:37.394Z,,30.9,,,,0,
2017-11-17T01:00:47.395Z,,30.9,,,,0,50.2
2017-11-17T01:00:57.403Z,,30.9,,,,0,
2017-11-17T01:01:07.401Z,,30.8,,,,0,
2017-11-17T01:01:17.398Z,,30.8,,,,0,
2017-11-17T01:01:27.399Z,,30.8,,,,0,
2017-11-17T01:01:37.395Z,,30.8,,,,0,
2017-11-17T01:01:47.397Z,,30.8,,,,0,50.1
2017-11-17T01:01:57.395Z,,30.8,,,,0,
2017-11-17T01:02:07.400Z,,30.8,,,,0,
2017-11-17T01:02:17.395Z,,30.8,,,,0,
2017-11-17T01:02:27.396Z,,30.8,,,,0,
2017-11-17T01:02:37.395Z,,30.7,,,,0,50
2017-11-17T01:02:47.407Z,,30.7,,,,0,
2017-11-17T01:02:57.397Z,,30.7,,,,0,
2017-11-17T01:03:07.395Z,,30.7,,,,0,
2017-11-17T01:03:17.397Z,,30.7,,,,0,49.9
2017-11-17T01:03:27.424Z,,30.7,,,,0,
2017-11-17T01:03:37.396Z,,30.7,,,,0,
2017-11-17T01:03:47.403Z,,30.6,,,,0,
2017-11-17T01:03:57.406Z,,30.6,,,,0,
2017-11-17T01:04:07.395Z,,30.6,,,,0,
2017-11-17T01:04:17.403Z,,30.6,,,,0,49.8
2017-11-17T01:04:27.404Z,,30.6,,,,0,
2017-11-17T01:04:37.395Z,,30.6,,,,0,
2017-11-17T01:04:47.401Z,,30.6,,,,0,
2017-11-17T01:04:57.397Z,,30.6,,,,0,
2017-11-17T01:05:07.411Z,,30.6,,,,0,49.7
2017-11-17T01:05:17.396Z,,30.4,,,,0,
2017-11-17T01:05:27.399Z,,30.4,,,,0,
2017-11-17T01:05:37.403Z,,30.4,,,,0,
2017-11-17T01:05:52.416Z,,30.4,,,,0,
2017-11-17T01:05:57.670Z,,30.4,,,,0,
2017-11-17T01:06:07.405Z,,30.4,,,,0,49.6
2017-11-17T01:06:17.397Z,,30.4,,,,0,
2017-11-17T01:06:27.397Z,,30.3,,,,0,
2017-11-17T01:06:37.403Z,,30.3,,,,0,
2017-11-17T01:06:47.398Z,,30.3,,,,0,
2017-11-17T01:06:57.402Z,,30.3,,,,0,
2017-11-17T01:07:12.420Z,,30.3,,,,0,49.5
2017-11-17T01:07:17.398Z,,30.3,,,,0,
2017-11-17T01:07:27.406Z,,30.3,,,,0,
2017-11-17T01:07:37.398Z,,30.2,,,,0,
2017-11-17T01:07:47.404Z,,30.2,,,,0,
2017-11-17T01:07:57.397Z,,30.2,,,,0,49.4
2017-11-17T01:08:07.396Z,,30.2,,,,0,
2017-11-17T01:08:17.598Z,,30.2,,,,0,
2017-11-17T01:08:32.420Z,,30.2,,,,0,
2017-11-17T01:08:37.398Z,,30.1,,,,0,
2017-11-17T01:08:52.422Z,,30.1,,,,0,
2017-11-17T01:08:57.427Z,,30.1,,,,0,49.3
2017-11-17T01:09:07.398Z,,30.1,,,,0,
2017-11-17T01:09:17.399Z,,30.1,,,,0,
2017-11-17T01:09:32.421Z,,30.1,,,,0,
2017-11-17T01:09:37.399Z,,30,,,,0,
2017-11-17T01:09:47.396Z,,30,,,,0,
2017-11-17T01:09:57.396Z,,30,,,,0,49.2
2017-11-17T01:10:07.399Z,,30,,,,0,
2017-11-17T01:10:17.397Z,,30,,,,0,
2017-11-17T01:10:27.734Z,,30,,,,0,
2017-11-17T01:10:37.396Z,,30,,,,0,
2017-11-17T01:10:47.398Z,,29.8,,,,0,
2017-11-17T01:10:57.396Z,,29.8,,,,0,49.1
2017-11-17T01:11:07.404Z,,29.8,,,,0,
2017-11-17T01:11:17.396Z,,29.8,,,,0,
2017-11-17T01:11:27.398Z,,29.8,,,,0,
2017-11-17T01:11:42.417Z,,29.8,,,,0,
2017-11-17T01:11:47.406Z,,29.7,,,,0,
2017-11-17T01:11:57.415Z,,29.7,,,,0,49
2017-11-17T01:12:07.407Z,,29.7,,,,0,
2017-11-17T01:12:17.404Z,,29.7,,,,0,
2017-11-17T01:12:32.429Z,,29.7,,,,0,
2017-11-17T01:12:42.420Z,,29.7,,,,0,
2017-11-17T01:12:47.401Z,,29.7,,,,0,48.9
2017-11-17T01:12:57.398Z,,29.6,,,,0,48.9
2017-11-17T01:13:12.418Z,,29.6,,,,0,
2017-11-17T01:13:17.535Z,,29.6,,,,0,
2017-11-17T01:13:32.419Z,,29.6,,,,0,
2017-11-17T01:13:37.400Z,45,29.6,0,62,2,0,50.1
2017-11-17T01:13:47.408Z,35,29.6,,,,0,56.2
2017-11-17T01:13:57.400Z,29,29.6,,,,0,53.8
2017-11-17T01:14:07.402Z,30,29.5,,,,0,52.9
2017-11-17T01:14:17.397Z,29,29.5,,,,0,50.6
2017-11-17T01:14:27.418Z,30,29.5,,,,0,49.8
2017-11-17T01:14:37.397Z,29,29.5,,,,0,48.9
2017-11-17T01:14:47.397Z,30,29.5,,,,0,48.6
2017-11-17T01:14:57.399Z,,29.5,,,,0,48.2
2017-11-17T01:15:07.397Z,29,29.5,,,,0,47.9
2017-11-17T01:15:17.406Z,30,29.5,,,,0,
2017-11-17T01:15:27.398Z,,29.5,,,,0,47.7
2017-11-17T01:15:42.497Z,36,29.5,,,,0,48.1
2017-11-17T01:15:52.424Z,42,29.5,,,,0,50.1
2017-11-17T01:15:57.397Z,44,29.5,,,,0,51.1
2017-11-17T01:16:07.415Z,49,29.5,,,,0,53
2017-11-17T01:16:17.397Z,51,29.5,,,,0,54
2017-11-17T01:16:27.399Z,54,29.5,,,,0,55
2017-11-17T01:16:37.399Z,55,29.5,,,,0,55.2
2017-11-17T01:16:47.397Z,57,29.5,,,,0,56
2017-11-17T01:16:57.404Z,60,29.5,,,,0,57
2017-11-17T01:17:07.428Z,,29.5,,,,0,57.2
2017-11-17T01:17:17.413Z,62,29.5,,,,0,58
2017-11-17T01:17:27.401Z,63,29.5,,,,0,59
2017-11-17T01:17:37.402Z,,29.5,,,,0,59.3
2017-11-17T01:17:47.398Z,64,29.5,0,62,2,0,60
2017-11-17T01:17:57.398Z,,29.5,,,,0,61.1
2017-11-17T01:18:07.397Z,,29.5,,,,0,62
2017-11-17T01:18:17.397Z,,29.5,,,,0,62.2
2017-11-17T01:18:27.398Z,59,29.5,,,,0,62.8
2017-11-17T01:18:37.397Z,52,29.5,,,,0,62.7
2017-11-17T01:18:47.408Z,48,29.5,,,,0,61.9
2017-11-17T01:18:57.422Z,,29.5,,,,0,61.8
2017-11-17T01:19:07.398Z,,29.5,,,,0,62
2017-11-17T01:19:17.398Z,,29.6,,,,0,
2017-11-17T01:19:27.407Z,46,29.6,,,,0,62.4
2017-11-17T01:19:37.398Z,42,29.6,,,,0,62.5
2017-11-17T01:19:47.398Z,38,29.6,,,,0,62.4
2017-11-17T01:19:57.398Z,36,29.6,,,,0,62
