Time,ActPow,HwTOutlet,HwActive,ChActive,PrimT,HwTSet,PrimTSet
2017-11-04T00:08:37.537Z,,24.5,,,,0,
2017-11-04T00:08:47.731Z,,24.5,,,,0,
2017-11-04T00:08:57.537Z,,24.5,,,,0,
2017-11-04T00:09:07.536Z,,24.5,,,,0,
2017-11-04T00:09:17.543Z,,24.5,,,,0,
2017-11-04T00:09:27.537Z,,24.5,,,,0,
2017-11-04T00:09:37.539Z,,24.5,,,,0,
2017-11-04T00:09:47.536Z,,24.5,,,40,0,
2017-11-04T00:09:57.545Z,,24.5,,,,0,
2017-11-04T00:10:07.537Z,,24.5,,,,0,
2017-11-04T00:10:17.540Z,,24.5,,,,0,
2017-11-04T00:10:27.721Z,,24.5,,,,0,
2017-11-04T00:10:37.536Z,,24.4,,,,0,
2017-11-04T00:10:47.536Z,,24.4,,,,0,
2017-11-04T00:10:57.541Z,,24.4,,,,0,
2017-11-04T00:11:07.541Z,,24.4,,,,0,
2017-11-04T00:11:22.870Z,,24.4,,,,0,
2017-11-04T00:11:27.538Z,,24.4,,,39.9,0,
2017-11-04T00:11:37.537Z,,24.4,,,,0,
2017-11-04T00:11:47.537Z,,24.4,,,,0,
2017-11-04T00:11:57.537Z,,24.4,,,,0,
2017-11-04T00:12:07.537Z,,24.4,,,,0,
2017-11-04T00:12:17.538Z,,24.3,,,,0,
2017-11-04T00:12:27.537Z,,24.3,,,,0,
2017-11-04T00:12:37.537Z,,24.3,,,,0,
2017-11-04T00:12:47.536Z,,24.3,,,,0,
2017-11-04T00:12:57.537Z,,24.3,,,,0,
2017-11-04T00:13:07.536Z,,24.3,,,39.8,0,
2017-11-04T00:13:17.537Z,,24.3,,,,0,
2017-11-04T00:13:27.537Z,,24.3,,,,0,
2017-11-04T00:13:37.540Z,,24.3,,,,0,
2017-11-04T00:13:47.541Z,,24.3,,,,0,
2017-11-04T00:13:57.537Z,,24.3,,,,0,
2017-11-04T00:14:07.538Z,,24.2,,,,0,
2017-11-04T00:14:17.537Z,,24.2,,,,0,
2017-11-04T00:14:27.540Z,,24.2,,,39.7,0,
2017-11-04T00:14:37.539Z,,24.2,,,39.8,0,
2017-11-04T00:14:47.537Z,,24.2,,,39.7,0,
2017-11-04T00:14:57.540Z,,24.2,,,,0,
2017-11-04T00:15:07.537Z,,24.2,,,,0,
2017-11-04T00:15:17.537Z,,24.2,,,,0,
2017-11-04T00:15:27.538Z,,24.2,,,,0,
2017-11-04T00:15:37.537Z,,24.2,,,,0,
2017-11-04T00:15:47.544Z,,24.2,,,,0,
2017-11-04T00:15:57.538Z,,24.2,,,,0,
2017-11-04T00:16:07.625Z,,24.2,,,,0,
2017-11-04T00:16:17.542Z,,24.2,,,39.6,0,
2017-11-04T00:16:27.538Z,,24.2,,,,0,
2017-11-04T00:16:37.589Z,,24.2,,,,0,
2017-11-04T00:16:47.548Z,,24.2,,,,0,
2017-11-04T00:16:57.538Z,,24,,,,0,
2017-11-04T00:17:07.666Z,,24,,,,0,
2017-11-04T00:17:17.537Z,,24,,,,0,
2017-11-04T00:17:27.538Z,,24,,,,0,
2017-11-04T00:17:37.694Z,,24,,,,0,
2017-11-04T00:17:47.538Z,,24,,,,0,
2017-11-04T00:17:57.550Z,,24,,,39.5,0,
2017-11-04T00:18:08.364Z,,24,,,,0,
2017-11-04T00:18:17.662Z,,24,,,,0,
2017-11-04T00:18:27.537Z,,24,,,,0,
2017-11-04T00:18:37.773Z,,24,,,,0,
2017-11-04T00:18:47.538Z,,24,,,,0,
2017-11-04T00:18:57.541Z,,24,,,,0,
2017-11-04T00:19:07.832Z,,24,,,,0,
2017-11-04T00:19:17.537Z,,24,,,,0,
2017-11-04T00:19:27.538Z,,24,,,39.4,0,
2017-11-04T00:19:37.828Z,,24,,,,0,
2017-11-04T00:19:47.538Z,,24,,,,0,
2017-11-04T00:19:57.538Z,,24,,,,0,
2017-11-04T00:20:07.842Z,,24,,,,0,
2017-11-04T00:20:17.543Z,,24,,,,0,
2017-11-04T00:20:27.537Z,,24,,,,0,
2017-11-04T00:20:37.874Z,,24,,,,0,
2017-11-04T00:20:47.541Z,,24,,,,0,
2017-11-04T00:20:57.547Z,,24,,,39.3,0,
2017-11-04T00:21:07.982Z,,23.9,,,,0,
2017-11-04T00:21:17.538Z,,23.9,,,,0,
2017-11-04T00:21:27.549Z,,23.9,,,,0,
2017-11-04T00:21:37.940Z,,23.9,,,,0,
2017-11-04T00:21:47.541Z,,23.9,,,,0,
2017-11-04T00:21:57.546Z,,23.9,,,,0,
2017-11-04T00:22:07.539Z,,23.9,,,,0,
2017-11-04T00:22:17.540Z,,23.9,,,,0,
2017-11-04T00:22:27.542Z,,23.9,,,39.2,0,
2017-11-04T00:22:37.999Z,,23.9,,,,0,
2017-11-04T00:22:47.538Z,,23.9,,,,0,
2017-11-04T00:22:57.538Z,,23.9,,,,0,
2017-11-04T00:23:08.045Z,,23.9,,,,0,
2017-11-04T00:23:17.539Z,,23.9,,,,0,
2017-11-04T00:23:27.540Z,,23.8,,,,0,
2017-11-04T00:23:38.022Z,,23.9,,,,0,
2017-11-04T00:23:47.538Z,,23.9,,,,0,
2017-11-04T00:23:57.538Z,,23.8,,,39.1,0,
2017-11-04T00:24:08.049Z,,23.8,,,,0,
2017-11-04T00:24:17.548Z,,23.8,,,,0,
2017-11-04T00:24:27.540Z,,23.8,,,,0,
2017-11-04T00:24:38.072Z,,23.8,,,,0,
2017-11-04T00:24:47.539Z,,23.8,,,,0,
2017-11-04T00:24:57.539Z,,23.8,,,,0,
2017-11-04T00:25:08.193Z,,23.8,,,,0,
2017-11-04T00:25:17.539Z,,23.8,,,,0,
2017-11-04T00:25:27.538Z,,23.8,,,,0,
2017-11-04T00:25:38.181Z,,23.8,,,38.9,0,
2017-11-04T00:25:47.541Z,,23.8,,,38.9,0,
2017-11-04T00:25:57.563Z,,23.8,,,,0,
2017-11-04T00:26:08.407Z,,23.8,,,,0,
2017-11-04T00:26:17.539Z,,23.8,,,,0,
2017-11-04T00:26:27.635Z,,23.7,,,,0,
2017-11-04T00:26:37.550Z,,23.7,,,,0,
2017-11-04T00:26:47.538Z,,23.7,,,,0,
2017-11-04T00:26:57.539Z,,23.7,,,,0,
2017-11-04T00:27:08.198Z,,23.7,,,,0,
2017-11-04T00:27:17.546Z,,23.7,,,,0,
2017-11-04T00:27:27.540Z,,23.7,,,38.8,0,
2017-11-04T00:27:38.183Z,,23.7,,,,0,
2017-11-04T00:27:47.546Z,,23.7,,,,0,
2017-11-04T00:27:57.545Z,,23.7,,,,0,
2017-11-04T00:28:08.202Z,,23.7,,,,0,
2017-11-04T00:28:17.559Z,,23.7,,,,0,
2017-11-04T00:28:27.544Z,,23.7,,,,0,
2017-11-04T00:28:38.220Z,,23.7,,,,0,
2017-11-04T00:28:47.544Z,,23.7,,,,0,
2017-11-04T00:28:57.539Z,,23.7,,,38.7,0,
2017-11-04T00:29:08.346Z,,23.7,,,,0,
2017-11-04T00:29:17.540Z,,23.7,,,,0,
2017-11-04T00:29:27.539Z,,23.7,,,,0,
2017-11-04T00:29:38.283Z,,23.7,,,,0,
2017-11-04T00:29:47.540Z,,23.6,,,,0,
2017-11-04T00:29:57.544Z,,23.6,,,,0,
2017-11-04T00:30:08.285Z,,23.6,,,,0,
2017-11-04T00:30:17.539Z,,23.6,,,,0,
2017-11-04T00:30:27.541Z,,23.6,,,,0,
2017-11-04T00:30:38.303Z,,23.6,,,38.6,0,
2017-11-04T00:30:47.539Z,,23.6,,,,0,
2017-11-04T00:31:02.589Z,,23.6,,,,0,
2017-11-04T00:31:13.491Z,,23.6,,,,0,
2017-11-04T00:31:17.644Z,,23.6,,,,0,
2017-11-04T00:31:29.171Z,,23.6,,,,0,
2017-11-04T00:31:38.359Z,,23.6,,,,0,
2017-11-04T00:31:47.539Z,,23.6,,,,0,
2017-11-04T00:31:57.557Z,,23.6,,,,0,
2017-11-04T00:32:08.427Z,,23.6,,,,0,
2017-11-04T00:32:17.541Z,,23.6,,,,0,
2017-11-04T00:32:27.539Z,,23.6,,,38.5,0,
2017-11-04T00:32:38.410Z,,23.6,,,,0,
2017-11-04T00:32:47.539Z,,23.6,,,,0,
2017-11-04T00:32:57.539Z,,23.4,,,,0,
2017-11-04T00:33:08.465Z,,23.4,,,,0,
2017-11-04T00:33:17.541Z,,23.4,,,,0,
2017-11-04T00:33:27.540Z,,23.4,,,,0,
2017-11-04T00:33:38.452Z,,23.4,,,,0,
2017-11-04T00:33:47.540Z,,23.4,,,,0,
2017-11-04T00:33:57.540Z,,23.4,,,,0,
2017-11-04T00:34:08.468Z,,23.4,,,,0,
2017-11-04T00:34:17.540Z,,23.4,,,38.4,0,
2017-11-04T00:34:27.541Z,,23.4,,,,0,
2017-11-04T00:34:38.483Z,,23.4,,,,0,
2017-11-04T00:34:47.558Z,,23.4,,,,0,
2017-11-04T00:34:57.541Z,,23.4,,,,0,
2017-11-04T00:35:08.514Z,,23.4,,,,0,
2017-11-04T00:35:17.540Z,,23.4,,,,0,
2017-11-04T00:35:27.540Z,,23.4,,,,0,
2017-11-04T00:35:38.511Z,,23.4,,,,0,
2017-11-04T00:35:47.544Z,,23.4,,,38.3,0,
2017-11-04T00:35:57.540Z,,23.4,,,,0,
2017-11-04T00:38:17.612Z,,23.3,,,38.2,0,
2017-11-04T00:40:07.541Z,,23.3,,,38.1,0,
2017-11-04T00:40:17.541Z,,23.3,,,,0,
2017-11-04T00:40:27.603Z,,23.3,,,,0,
2017-11-04T00:40:37.543Z,,23.3,,,38,0,
2017-11-04T00:40:47.541Z,,23.3,,,38.1,0,
2017-11-04T00:40:57.541Z,,23.3,,,38,0,
2017-11-04T00:41:07.548Z,,23.3,,,,0,
2017-11-04T00:41:17.543Z,,23.3,,,,0,
2017-11-04T00:41:27.541Z,,23.3,,,,0,
2017-11-04T00:41:37.545Z,,23.3,,,,0,
2017-11-04T00:41:47.544Z,,23.3,,,,0,
2017-11-04T00:41:57.542Z,,23.3,,,,0,
2017-11-04T00:42:07.543Z,,23.3,,,,0,
2017-11-04T00:42:17.542Z,,23.3,,,,0,
2017-11-04T00:42:27.542Z,,23.2,,,37.9,0,
2017-11-04T00:42:37.543Z,,23.2,,,37.9,0,
2017-11-04T00:42:47.547Z,,23.2,,,37.9,0,
2017-11-04T00:42:57.550Z,,23.2,,,,0,
2017-11-04T00:43:07.549Z,,23.2,,,,0,
2017-11-04T00:43:17.558Z,,23.2,,,,0,
2017-11-04T00:43:27.541Z,,23.2,,,,0,
2017-11-04T00:43:37.542Z,,23.2,,,,0,
2017-11-04T00:43:47.543Z,,23.2,,,,0,
2017-11-04T00:43:57.544Z,,23.2,,,,0,
2017-11-04T00:44:07.600Z,,23.2,,,,0,
2017-11-04T00:44:17.547Z,,23.2,,,,0,
2017-11-04T00:44:27.552Z,,23.2,,,37.8,0,
2017-11-04T00:44:37.548Z,,23.2,,,,0,
2017-11-04T00:44:47.542Z,,23.3,,,,0,
2017-11-04T00:44:57.543Z,,23.3,,,,0,
2017-11-04T00:45:07.542Z,,23.3,,,,0,
2017-11-04T00:45:17.542Z,,23.2,,,,0,
2017-11-04T00:45:27.542Z,,23.2,,,,0,
2017-11-04T00:45:37.549Z,,23.2,,,,0,
2017-11-04T00:45:47.542Z,,23.2,,,,0,
2017-11-04T00:45:57.542Z,,23.2,,,,0,
2017-11-04T00:46:07.542Z,,23.2,,,,0,
2017-11-04T00:46:17.542Z,,23.2,,,37.7,0,
2017-11-04T00:46:27.624Z,,23.2,,,,0,
2017-11-04T00:46:37.542Z,,23.2,,,,0,
2017-11-04T00:46:47.549Z,,23.3,,,,0,
2017-11-04T00:46:57.542Z,,23.3,,,,0,
2017-11-04T00:47:07.549Z,,23.3,,,,0,
2017-11-04T00:47:17.542Z,,23.3,,,,0,
2017-11-04T00:47:27.556Z,,23.3,,,,0,
2017-11-04T00:47:37.549Z,,23.3,,,,0,
2017-11-04T00:47:47.542Z,,23.3,,,,0,
2017-11-04T00:47:57.542Z,,23.3,,,37.6,0,
2017-11-04T00:48:07.549Z,,23.3,,,,0,
2017-11-04T00:48:17.550Z,,23.3,,,,0,
2017-11-04T00:48:27.544Z,,23.3,,,,0,
2017-11-04T00:48:37.548Z,,23.3,,,,0,
2017-11-04T00:48:47.545Z,,23.3,,,,0,
2017-11-04T00:48:57.555Z,,23.3,,,,0,
2017-11-04T00:49:07.543Z,,23.3,,,,0,
2017-11-04T00:49:17.546Z,,23.3,,,,0,
2017-11-04T00:49:27.542Z,,23.3,,,,0,
2017-11-04T00:49:37.542Z,,23.3,,,37.5,0,
2017-11-04T00:49:47.548Z,,23.3,,,,0,
2017-11-04T00:49:57.542Z,,23.2,,,,0,
2017-11-04T00:50:07.542Z,,23.3,,,,0,
2017-11-04T00:50:17.542Z,,23.2,,,,0,
2017-11-04T00:50:27.594Z,,23.3,,,,0,
2017-11-04T00:50:37.546Z,,23.2,,,,0,
2017-11-04T00:50:47.552Z,,23.2,,,,0,
2017-11-04T00:50:57.542Z,,23.2,,,,0,
2017-11-04T00:51:07.543Z,,23.2,,,,0,
2017-11-04T00:51:17.544Z,,23.2,,,,0,
2017-11-04T00:51:27.550Z,,23.2,,,37.4,0,
2017-11-04T00:51:37.542Z,,23.2,,,,0,
2017-11-04T00:51:47.549Z,,23.2,,,,0,
2017-11-04T00:51:57.543Z,,23.2,,,,0,
2017-11-04T00:52:07.544Z,,23.2,,,,0,
2017-11-04T00:52:17.544Z,,23.2,,,,0,
2017-11-04T00:52:27.543Z,,23.2,,,,0,
2017-11-04T00:52:37.544Z,,23.2,,,,0,
2017-11-04T00:52:47.543Z,,23.2,,,,0,
2017-11-04T00:52:57.546Z,,23.2,,,,0,
2017-11-04T00:53:07.748Z,,23.2,,,,0,
2017-11-04T00:53:17.543Z,,23.2,,,37.3,0,
2017-11-04T00:53:27.543Z,,23.2,,,37.4,0,
2017-11-04T00:53:37.552Z,,23.2,,,37.3,0,
2017-11-04T00:53:47.543Z,,23.2,,,,0,
2017-11-04T00:53:57.543Z,,23.2,,,,0,
2017-11-04T00:54:07.544Z,,23.2,,,,0,
2017-11-04T00:54:17.543Z,,23.1,,,,0,
2017-11-04T00:54:27.542Z,,23.1,,,,0,
2017-11-04T00:54:37.543Z,,23.2,,,,0,
2017-11-04T00:54:47.544Z,,23.1,,,,0,
2017-11-04T00:54:57.543Z,,23.1,,,,0,
2017-11-04T00:55:07.546Z,,23.1,,,,0,
2017-11-04T00:55:17.543Z,,23.1,,,37.2,0,
2017-11-04T00:55:27.544Z,,23.1,,,,0,
2017-11-04T00:55:37.543Z,,23.1,,,,0,
2017-11-04T00:55:47.543Z,,23.1,,,,0,
2017-11-04T00:55:57.549Z,,23.1,,,,0,
2017-11-04T00:56:07.543Z,,23.1,,,,0,
2017-11-04T00:56:17.543Z,,23.1,,,,0,
2017-11-04T00:56:27.545Z,,23.1,,,,0,
2017-11-04T00:56:37.546Z,,23.1,,,,0,
2017-11-04T00:56:47.543Z,,23.1,,,,0,
2017-11-04T00:56:57.544Z,,23.1,,,37.1,0,
2017-11-04T00:57:12.695Z,,23.1,,,,0,
2017-11-04T00:57:17.543Z,,23,,,,0,
2017-11-04T00:57:27.544Z,,23.1,,,,0,
2017-11-04T00:57:37.543Z,0,23.1,0,0,37.1,0,5
2017-11-04T00:57:47.543Z,,23.1,,,,0,
2017-11-04T00:57:57.543Z,,23.1,,,,0,
2017-11-04T00:58:07.543Z,,23.1,,,,0,
2017-11-04T00:58:17.544Z,,23.1,,,,0,
2017-11-04T00:58:27.543Z,,23,,,,0,
2017-11-04T00:58:37.545Z,,23,,,,0,
2017-11-04T00:58:47.544Z,,23,,,37.1,0,
2017-11-04T00:58:57.547Z,,,,,37.1,,
2017-11-04T00:59:07.544Z,,23.1,,,36.9,0,
2017-11-04T00:59:17.543Z,,23.1,,,,0,
2017-11-04T00:59:27.544Z,,23.1,,,,0,
2017-11-04T00:59:37.544Z,,23,,,,0,
2017-11-04T00:59:47.544Z,,23,,,,0,
2017-11-04T00:59:57.544Z,,23,,,,0,
2017-11-04T01:00:07.545Z,,23,,,,0,
2017-11-04T01:00:17.545Z,,23,,,,0,
2017-11-04T01:00:27.546Z,,23,,,,0,
2017-11-04T01:00:37.544Z,,23,,,,0,
2017-11-04T01:00:47.544Z,,23,,,36.8,0,
2017-11-04T01:00:57.544Z,,23,,,,0,
2017-11-04T01:01:07.544Z,,23,,,,0,
2017-11-04T01:01:17.544Z,,23.1,,,,0,
2017-11-04T01:01:27.545Z,,23.1,,,,0,
2017-11-04T01:01:37.551Z,,23.1,,,,0,
2017-11-04T01:01:47.546Z,,23.1,,,,0,
2017-11-04T01:01:57.549Z,,23.1,,,,0,
2017-11-04T01:02:07.546Z,,23.1,,,,0,
2017-11-04T01:02:17.546Z,,23.1,,,,0,
2017-11-04T01:02:27.544Z,,23.1,,,,0,
2017-11-04T01:02:37.544Z,,23.1,,,36.7,0,
2017-11-04T01:02:47.544Z,,23.1,,,,0,
2017-11-04T01:02:57.545Z,,23.1,,,,0,
2017-11-04T01:03:12.763Z,,23.1,,,,0,
2017-11-04T01:03:17.547Z,,23.1,,,,0,
2017-11-04T01:03:27.545Z,,23,,,,0,
2017-11-04T01:03:37.546Z,,23,,,,0,
2017-11-04T01:03:47.545Z,,23,,,,0,
2017-11-04T01:03:57.544Z,,23,,,,0,
2017-11-04T01:04:07.550Z,,23,,,,0,
2017-11-04T01:04:17.546Z,,23,,,36.6,0,
2017-11-04T01:04:27.545Z,,23,,,,0,
2017-11-04T01:04:37.545Z,,23,,,,0,
2017-11-04T01:04:47.545Z,,23,,,,0,
2017-11-04T01:04:57.545Z,,23,,,,0,
2017-11-04T01:05:07.550Z,,23,,,,0,
2017-11-04T01:05:17.545Z,,23,,,,0,
2017-11-04T01:05:27.545Z,,23,,,,0,
2017-11-04T01:05:37.545Z,,23,,,,0,
2017-11-04T01:05:47.545Z,,23,,,,0,
2017-11-04T01:05:57.547Z,,23,,,,0,
2017-11-04T01:06:17.546Z,,23,,,36.5,0,
2017-11-04T01:06:27.546Z,,23,,,,0,
2017-11-04T01:06:37.547Z,,23,,,,0,
2017-11-04T01:06:47.546Z,,23,,,,0,
2017-11-04T01:06:57.548Z,,23,,,,0,
2017-11-04T01:07:07.545Z,,23,,,,0,
2017-11-04T01:07:17.809Z,,23,,,,0,
2017-11-04T01:07:27.545Z,,23,,,,0,
2017-11-04T01:07:37.546Z,,23,,,,0,
2017-11-04T01:07:47.545Z,,23,,,,0,
2017-11-04T01:07:57.547Z,,23,,,,0,
2017-11-04T01:08:07.546Z,,23,,,36.4,0,
2017-11-04T01:08:17.548Z,,22.8,,,36.5,0,
2017-11-04T01:08:27.546Z,,22.8,,,36.4,0,
2017-11-04T01:08:37.545Z,,22.8,,,,0,
2017-11-04T01:08:47.546Z,,22.8,,,,0,
2017-11-04T01:08:57.761Z,,22.8,,,,0,
2017-11-04T01:09:07.564Z,,22.8,,,,0,
2017-11-04T01:09:27.548Z,,22.8,,,,0,
2017-11-04T01:09:37.546Z,,22.8,,,,0,
2017-11-04T01:09:47.547Z,,22.8,,,,0,
2017-11-04T01:09:57.548Z,,22.8,,,,0,
2017-11-04T01:10:07.551Z,,22.8,,,,0,
2017-11-04T01:10:17.546Z,,22.8,,,36.3,0,
2017-11-04T01:10:27.549Z,,22.8,,,,0,
2017-11-04T01:10:37.549Z,,22.8,,,,0,
2017-11-04T01:10:47.545Z,,22.8,,,,0,
2017-11-04T01:10:57.548Z,,22.8,,,,0,
2017-11-04T01:11:12.566Z,,22.8,,,,0,
2017-11-04T01:11:17.547Z,,22.8,,,,0,
2017-11-04T01:11:27.545Z,,22.8,,,,0,
2017-11-04T01:11:37.546Z,,22.8,,,,0,
2017-11-04T01:11:47.546Z,,22.8,,,36.2,0,
2017-11-04T01:11:57.547Z,,22.8,,,,0,
2017-11-04T01:12:07.550Z,,22.8,,,36.2,0,
2017-11-04T01:12:17.546Z,,22.7,,,,0,
2017-11-04T01:12:27.553Z,,22.7,,,,0,
2017-11-04T01:12:37.549Z,,22.7,,,,0,
2017-11-04T01:12:47.546Z,,22.7,,,,0,
2017-11-04T01:12:57.546Z,,22.7,,,,0,
2017-11-04T01:13:07.730Z,,22.7,,,,0,
2017-11-04T01:13:22.569Z,,22.7,,,,0,
2017-11-04T01:13:27.546Z,,22.7,,,,0,
2017-11-04T01:13:37.546Z,,22.7,,,,0,
2017-11-04T01:13:47.546Z,,22.7,,,,0,
2017-11-04T01:13:57.545Z,,22.7,,,,0,
2017-11-04T01:14:07.550Z,,22.7,,,36.1,0,
2017-11-04T01:14:17.546Z,,22.7,,,,0,
2017-11-04T01:14:27.546Z,,22.7,,,,0,
2017-11-04T01:14:37.546Z,,22.7,,,,0,
2017-11-04T01:14:47.546Z,,22.7,,,,0,
2017-11-04T01:14:57.547Z,,22.7,,,,0,
2017-11-04T01:15:12.728Z,,22.7,,,,0,
2017-11-04T01:15:17.548Z,,22.7,,,,0,
2017-11-04T01:15:27.546Z,,22.7,,,,0,
2017-11-04T01:15:37.549Z,,22.7,,,,0,
2017-11-04T01:15:47.712Z,,22.7,,,,0,
2017-11-04T01:15:57.549Z,,22.7,,,,0,
2017-11-04T01:16:07.547Z,,22.7,,,,0,
2017-11-04T01:16:17.548Z,,22.7,,,36,0,
2017-11-04T01:16:27.547Z,,22.7,,,,0,
2017-11-04T01:16:47.550Z,,22.7,,,,0,
2017-11-04T01:16:57.552Z,,22.6,,,,0,
2017-11-04T01:17:12.569Z,,22.6,,,,0,
2017-11-04T01:17:17.547Z,,22.6,,,,0,
2017-11-04T01:17:27.549Z,,22.6,,,,0,
2017-11-04T01:17:37.547Z,,22.6,,,,0,
2017-11-04T01:17:57.547Z,,22.6,,,36,0,
2017-11-04T01:18:07.548Z,,22.6,,,36,0,
2017-11-04T01:18:17.547Z,,22.6,,,35.9,0,
2017-11-04T01:18:27.550Z,,22.6,,,,0,
2017-11-04T01:18:47.557Z,,22.6,,,,0,
2017-11-04T01:18:57.547Z,,22.6,,,,0,
2017-11-04T01:19:07.590Z,,22.6,,,,0,
2017-11-04T01:19:17.552Z,,22.6,,,,0,
2017-11-04T01:19:27.554Z,,22.6,,,,0,
2017-11-04T01:19:37.547Z,,22.6,,,,0,
2017-11-04T01:19:47.548Z,,22.6,,,,0,
2017-11-04T01:19:57.547Z,,22.6,,,,0,
2017-11-04T01:20:07.557Z,,,,,35.8,,
2017-11-04T01:20:17.549Z,,22.6,,,,0,
2017-11-04T01:20:27.547Z,,22.6,,,,0,
2017-11-04T01:20:37.548Z,,22.6,,,,0,
2017-11-04T01:20:57.548Z,,22.6,,,,0,
2017-11-04T01:21:07.547Z,,22.6,,,,0,
2017-11-04T01:21:27.549Z,,22.6,,,,0,
2017-11-04T01:21:37.551Z,,22.6,,,,0,
2017-11-04T01:21:47.548Z,,22.5,,,,0,
2017-11-04T01:21:57.551Z,,22.5,,,,0,
2017-11-04T01:22:07.549Z,,22.5,,,35.7,0,
2017-11-04T01:22:17.547Z,,22.5,,,,0,
2017-11-04T01:22:27.548Z,,22.5,,,,0,
2017-11-04T01:22:37.548Z,,22.5,,,,0,
2017-11-04T01:22:47.552Z,,22.5,,,,0,
2017-11-04T01:22:57.547Z,,22.5,,,,0,
2017-11-04T01:23:07.564Z,,22.5,,,,0,
2017-11-04T01:23:17.548Z,,22.5,,,,0,
2017-11-04T01:23:27.548Z,,22.5,,,,0,
2017-11-04T01:23:47.548Z,,22.5,,,,0,
2017-11-04T01:23:57.548Z,,22.5,,,,0,
2017-11-04T01:24:07.548Z,,22.5,,,,0,
2017-11-04T01:24:17.547Z,,,,,35.6,,
2017-11-04T01:24:27.548Z,,22.5,,,,0,
2017-11-04T01:24:37.548Z,,22.5,,,,0,
2017-11-04T01:24:47.548Z,,22.5,,,,0,
2017-11-04T01:24:57.549Z,,22.5,,,,0,
2017-11-04T01:25:17.548Z,,22.5,,,,0,
2017-11-04T01:25:27.548Z,,22.5,,,,0,
2017-11-04T01:25:37.549Z,,22.5,,,,0,
2017-11-04T01:25:57.552Z,,22.5,,,,0,
2017-11-04T01:26:07.549Z,,22.5,,,35.5,0,
2017-11-04T01:26:17.548Z,,22.5,,,,0,
2017-11-04T01:26:27.548Z,,22.5,,,,0,
2017-11-04T01:26:37.551Z,,22.5,,,,0,
2017-11-04T01:26:57.552Z,,22.5,,,,0,
2017-11-04T01:27:17.548Z,,22.4,,,,0,
2017-11-04T01:27:37.549Z,,22.5,,,,0,
2017-11-04T01:27:47.904Z,,22.4,,,,0,
2017-11-04T01:27:57.557Z,,22.4,,,,0,
2017-11-04T01:28:07.549Z,,22.4,,,,0,
2017-11-04T01:28:17.548Z,,,,,35.4,,
