Time,HwActive,ChActive,HwTSet,ActPow,PrimTSet,HwTOutlet,PrimT
2017-12-30T01:19:17.796Z,,,0,,,14.3,
2017-12-30T01:19:22.706Z,,,0,,,14.3,
2017-12-30T01:19:32.706Z,,,0,,,14.3,
2017-12-30T01:19:42.706Z,,,0,,,14.3,
2017-12-30T01:19:52.706Z,,,0,,,14.3,
2017-12-30T01:20:02.706Z,,,0,,,14.3,
2017-12-30T01:20:12.706Z,,,0,,,14.3,
2017-12-30T01:20:22.706Z,,,0,,,14.3,
2017-12-30T01:20:32.707Z,,,0,,,14.3,
2017-12-30T01:20:42.706Z,,,0,,,14.3,
2017-12-30T01:20:52.706Z,,,0,,,14.3,
