Time,PrimTSet,ActPow,ChActive,PrimT,HwTOutlet,HwTSet,HwActive
2017-12-01T04:48:57.716Z,,,,50.9,33.4,0,
2017-12-01T04:49:07.715Z,,,,50.7,33.4,0,
2017-12-01T04:49:17.720Z,,,,50.4,33.4,0,
2017-12-01T04:49:27.806Z,,43,1,51.2,33.4,0,0
2017-12-01T04:49:37.721Z,,31,,58.4,33.4,0,
2017-12-01T04:49:47.720Z,,30,,60,33.4,0,
2017-12-01T04:49:57.716Z,,29,,61.1,33.4,0,
2017-12-01T04:50:07.716Z,,30,,62,33.4,0,
2017-12-01T04:50:17.715Z,,29,,62.4,33.4,0,
2017-12-01T04:50:27.795Z,,,,62.7,33.4,0,
2017-12-01T04:50:37.716Z,,,,63.1,33.4,0,
2017-12-01T04:50:47.716Z,,,,,33.4,0,
2017-12-01T04:50:57.715Z,,,,,33.4,0,
2017-12-01T04:51:07.716Z,,29,,62.9,33.4,0,
2017-12-01T04:51:17.715Z,,,,62.8,33.4,0,
2017-12-01T04:51:27.795Z,,,,62.7,33.4,0,
2017-12-01T04:51:37.715Z,,,,62.5,33.4,0,
2017-12-01T04:51:47.716Z,,,,62.6,33.4,0,
2017-12-01T04:51:57.715Z,,30,,63.1,33.4,0,
2017-12-01T04:52:07.719Z,,29,,64,33.4,0,
2017-12-01T04:52:17.715Z,,,,64.1,33.4,0,
2017-12-01T04:52:27.806Z,,30,,65.1,33.4,0,
2017-12-01T04:52:37.717Z,,,,66,33.4,0,
2017-12-01T04:52:47.717Z,,0,1,62.8,33.4,0,0
2017-12-01T04:52:57.715Z,,,,58.8,33.4,0,
2017-12-01T04:53:07.718Z,,,,57.4,33.4,0,
2017-12-01T04:53:17.715Z,,,,56.9,33.4,0,
2017-12-01T04:53:27.799Z,,,,56.4,33.4,0,
2017-12-01T04:53:37.718Z,,,,55.9,33.4,0,
2017-12-01T04:53:47.720Z,,,,55.6,33.4,0,
2017-12-01T04:53:57.718Z,,,,55.5,33.4,0,
2017-12-01T04:54:07.718Z,,,,55.4,33.4,0,
2017-12-01T04:54:17.719Z,,,,,33.4,0,
2017-12-01T04:54:27.806Z,,42,1,57.1,33.4,0,0
2017-12-01T04:54:37.723Z,,31,,64,33.4,0,
2017-12-01T04:54:47.727Z,,0,1,66.2,33.4,0,0
2017-12-01T04:54:57.715Z,,,,61.6,33.4,0,
2017-12-01T04:55:07.720Z,,,,59.9,33.4,0,
2017-12-01T04:55:17.738Z,,,,57.9,33.4,0,
2017-12-01T04:55:27.797Z,,,,56.9,33.4,0,
2017-12-01T04:55:37.719Z,,,,55.9,33.5,0,
2017-12-01T04:55:47.719Z,,,,54.9,33.5,0,
2017-12-01T04:55:57.727Z,,,,53.9,33.5,0,
2017-12-01T04:56:07.731Z,,,,53.5,33.5,0,
2017-12-01T04:56:17.720Z,,,,52.9,33.5,0,
2017-12-01T04:56:27.799Z,,,,52.6,33.5,0,
2017-12-01T04:56:37.720Z,,,,52.2,33.5,0,
2017-12-01T04:56:47.716Z,,,,,33.5,0,
2017-12-01T04:56:57.718Z,,,,52.6,33.4,0,
2017-12-01T04:57:07.717Z,,,,53,33.4,0,
2017-12-01T04:57:17.716Z,,,,53.5,33.5,0,
2017-12-01T04:57:27.800Z,,,,53.7,33.5,0,
2017-12-01T04:57:37.716Z,,,,,33.5,0,
2017-12-01T04:57:47.762Z,,,,53.4,33.4,0,
2017-12-01T04:57:57.717Z,,,,52.9,33.5,0,
2017-12-01T04:58:07.731Z,,,,52.6,33.4,0,
2017-12-01T04:58:17.716Z,,,,51.9,33.4,0,
2017-12-01T04:58:27.800Z,,,,51.6,33.5,0,
2017-12-01T04:58:37.716Z,,,,50.9,33.4,0,
2017-12-01T04:58:47.721Z,,,,50.5,33.4,0,
2017-12-01T04:58:57.717Z,,,,49.9,33.4,0,
2017-12-01T04:59:07.720Z,,,,49.8,33.4,0,
2017-12-01T04:59:17.716Z,,,,49.6,33.4,0,
2017-12-01T04:59:27.802Z,,42,1,51.1,33.4,0,0
2017-12-01T04:59:37.717Z,,30,,58.2,33.4,0,
2017-12-01T04:59:47.723Z,,30,,60,33.4,0,
2017-12-01T04:59:57.717Z,,30,,61.1,33.4,0,
2017-12-01T05:00:07.716Z,,,,62,33.4,0,
2017-12-01T05:00:17.716Z,,,,62.1,33.4,0,
2017-12-01T05:00:27.796Z,,29,,62.6,33.4,0,
2017-12-01T05:00:37.723Z,,,,62.8,33.4,0,
2017-12-01T05:00:47.716Z,,30,,62.8,33.4,0,
2017-12-01T05:00:57.718Z,,,,,33.4,0,
2017-12-01T05:01:07.717Z,,29,,,33.4,0,
2017-12-01T05:01:17.719Z,,,,62.7,33.4,0,
2017-12-01T05:01:27.801Z,,30,,62.6,33.4,0,
2017-12-01T05:01:37.716Z,,,,62.5,33.3,0,
2017-12-01T05:01:47.717Z,,29,,62.4,33.3,0,
2017-12-01T05:01:57.733Z,,30,,63.1,33.3,0,
2017-12-01T05:02:07.727Z,,29,,63.2,33.3,0,
2017-12-01T05:02:17.716Z,,30,,64,33.4,0,
2017-12-01T05:02:27.796Z,,29,,65.1,33.4,0,
2017-12-01T05:02:37.717Z,,0,1,64.8,33.4,0,0
2017-12-01T05:02:47.719Z,,,,59.8,33.4,0,
2017-12-01T05:02:57.717Z,,,,57.8,33.4,0,
2017-12-01T05:03:07.717Z,,,,56.9,33.4,0,
2017-12-01T05:03:17.716Z,,,,56.6,33.4,0,
2017-12-01T05:03:27.807Z,,,,55.9,33.4,0,
2017-12-01T05:03:37.717Z,,,,,33.4,0,
2017-12-01T05:03:47.733Z,,,,55.7,33.4,0,
2017-12-01T05:03:57.718Z,,,,55.6,33.4,0,
2017-12-01T05:04:07.902Z,,,,,33.4,0,
2017-12-01T05:04:17.716Z,,,,,33.4,0,
2017-12-01T05:04:27.802Z,,42,1,57.4,33.4,0,0
2017-12-01T05:04:37.718Z,,31,,64.4,33.4,0,
2017-12-01T05:04:47.729Z,,0,1,65.8,33.4,0,0
2017-12-01T05:04:57.718Z,,,,61.6,33.4,0,
2017-12-01T05:05:07.721Z,,,,59.9,33.4,0,
2017-12-01T05:05:17.717Z,,,,57.9,33.4,0,
2017-12-01T05:05:27.811Z,,,,56.9,33.4,0,
2017-12-01T05:05:37.720Z,,,,55.9,33.4,0,
2017-12-01T05:05:47.717Z,,,,54.9,33.4,0,
2017-12-01T05:05:57.717Z,,,,53.9,33.4,0,
2017-12-01T05:06:07.717Z,,,,53.7,33.4,0,
2017-12-01T05:06:17.717Z,,,,52.9,33.4,0,
2017-12-01T05:06:27.805Z,,,,52.8,33.4,0,
2017-12-01T05:06:37.717Z,,,,52.3,33.4,0,
2017-12-01T05:06:47.717Z,,,,52.2,33.4,0,
2017-12-01T05:06:57.719Z,,,,52.3,33.4,0,
2017-12-01T05:07:07.717Z,,,,53,33.4,0,
2017-12-01T05:07:17.718Z,,,,53.2,33.4,0,
2017-12-01T05:07:27.997Z,,,,53.6,33.4,0,
2017-12-01T05:07:37.717Z,,,,53.7,33.4,0,
2017-12-01T05:07:47.717Z,,,,53.6,33.4,0,
2017-12-01T05:07:57.720Z,,,,53.4,33.4,0,
2017-12-01T05:08:07.717Z,,,,52.9,33.4,0,
2017-12-01T05:08:17.718Z,,,,52.6,33.4,0,
2017-12-01T05:08:27.798Z,,,,51.9,33.4,0,
2017-12-01T05:08:37.717Z,,,,51.5,33.4,0,
2017-12-01T05:08:47.718Z,,,,50.9,33.4,0,
2017-12-01T05:08:57.717Z,,,,50.5,33.4,0,
2017-12-01T05:09:07.719Z,,,,49.9,33.4,0,
2017-12-01T05:09:17.718Z,,,,49.8,33.4,0,
2017-12-01T05:09:27.808Z,,45,1,50,33.4,0,0
2017-12-01T05:09:37.718Z,,30,,58.4,33.4,0,
2017-12-01T05:09:47.718Z,,29,,60,33.4,0,
2017-12-01T05:09:57.718Z,,29,,61.1,33.4,0,
2017-12-01T05:10:07.717Z,,,,62,33.4,0,
2017-12-01T05:10:17.722Z,,29,,63.1,33.4,0,
2017-12-01T05:10:27.797Z,,30,,63.2,33.3,0,
2017-12-01T05:10:37.719Z,,29,,63.3,33.4,0,
2017-12-01T05:10:47.718Z,,,,63.6,33.3,0,
2017-12-01T05:10:57.890Z,,30,,63.4,33.3,0,
2017-12-01T05:11:07.728Z,,,,63.6,33.3,0,
2017-12-01T05:11:17.720Z,,29,,62.9,33.3,0,
2017-12-01T05:11:27.798Z,,30,,,33.3,0,
2017-12-01T05:11:37.720Z,,29,,62.7,33.3,0,
2017-12-01T05:11:47.720Z,,30,,62.6,33.3,0,
2017-12-01T05:11:57.718Z,,30,,63.1,33.3,0,
2017-12-01T05:12:07.720Z,,,,63.3,33.3,0,
2017-12-01T05:12:17.718Z,,30,,64.1,33.3,0,
2017-12-01T05:12:27.798Z,,29,,65.2,33.3,0,
2017-12-01T05:12:37.720Z,,0,1,65.6,33.3,0,0
2017-12-01T05:12:47.720Z,,,,61.5,33.3,0,
2017-12-01T05:12:57.723Z,,,,58.8,33.3,0,
2017-12-01T05:13:07.718Z,,,,57.7,33.3,0,
2017-12-01T05:13:17.718Z,,,,56.9,33.3,0,
2017-12-01T05:13:27.798Z,,,,56.5,33.3,0,
2017-12-01T05:13:37.721Z,,,,56.2,33.3,0,
2017-12-01T05:13:47.722Z,,,,56.1,33.4,0,
2017-12-01T05:13:57.723Z,,,,56,33.4,0,
2017-12-01T05:14:07.718Z,,,,55.9,33.4,0,
2017-12-01T05:14:17.718Z,,,,55.9,33.4,0,
2017-12-01T05:14:27.808Z,,43,1,57,33.4,0,0
2017-12-01T05:14:37.723Z,,29,,65.1,33.4,0,
2017-12-01T05:14:47.723Z,,0,1,66.5,33.4,0,0
2017-12-01T05:14:57.723Z,,,,61.9,33.4,0,
2017-12-01T05:15:07.722Z,,,,59.9,33.4,0,
2017-12-01T05:15:17.718Z,,,,58.7,33.4,0,
2017-12-01T05:15:27.798Z,,,,56.9,33.4,0,
2017-12-01T05:15:37.732Z,,,,55.9,33.4,0,
2017-12-01T05:15:47.719Z,,,,54.9,33.4,0,
2017-12-01T05:15:57.718Z,,,,54.7,33.4,0,
2017-12-01T05:16:07.730Z,,,,53.9,33.4,0,
2017-12-01T05:16:17.718Z,,,,53.4,33.4,0,
2017-12-01T05:16:27.808Z,,,,52.9,33.4,0,
2017-12-01T05:16:37.718Z,,,,52.7,33.4,0,
2017-12-01T05:16:47.718Z,,,,52.4,33.4,0,
2017-12-01T05:16:57.718Z,,,,52.6,33.4,0,
2017-12-01T05:17:07.718Z,,,,53,33.4,0,
2017-12-01T05:17:17.724Z,,,,53.4,33.4,0,
2017-12-01T05:17:27.798Z,,,,53.7,33.4,0,
2017-12-01T05:17:37.722Z,,,,53.8,33.4,0,
2017-12-01T05:17:47.721Z,,,,,33.4,0,
2017-12-01T05:17:57.718Z,,,,53.5,33.4,0,
2017-12-01T05:18:07.728Z,,,,52.9,33.4,0,
2017-12-01T05:18:17.718Z,,,,52.7,33.4,0,
2017-12-01T05:18:27.809Z,,,,51.9,33.4,0,
2017-12-01T05:18:37.718Z,,,,51.6,33.4,0,
2017-12-01T05:18:47.719Z,,,,50.9,33.4,0,
2017-12-01T05:18:57.718Z,,,,50.6,33.4,0,
2017-12-01T05:19:07.718Z,,,,50.3,33.4,0,
2017-12-01T05:19:17.719Z,,,,49.9,33.4,0,
2017-12-01T05:19:27.800Z,,45,1,50.1,,,0
2017-12-01T05:19:37.719Z,,31,,58.1,33.4,0,
2017-12-01T05:19:47.721Z,,29,,60.1,33.4,0,
2017-12-01T05:19:57.718Z,,30,,61.1,33.4,0,
2017-12-01T05:20:07.721Z,,,,62,33.4,0,
2017-12-01T05:20:17.719Z,,,,62.7,33.3,0,
2017-12-01T05:20:27.809Z,,29,,63.1,33.3,0,
2017-12-01T05:20:37.719Z,,,,63.3,33.3,0,
2017-12-01T05:20:47.719Z,,30,,63.8,33.3,0,
2017-12-01T05:20:57.723Z,,29,,63.6,33.3,0,
2017-12-01T05:21:07.720Z,,30,,63.8,33.3,0,
2017-12-01T05:21:17.720Z,,29,,63.4,33.3,0,
2017-12-01T05:21:27.799Z,,30,,,33.3,0,
2017-12-01T05:21:37.719Z,,29,,62.9,33.3,0,
2017-12-01T05:21:47.736Z,,30,,62.8,33.3,0,
2017-12-01T05:21:57.725Z,,29,,63.1,33.3,0,
2017-12-01T05:22:07.722Z,,30,,64,33.3,0,
2017-12-01T05:22:17.719Z,,,,64.5,33.3,0,
2017-12-01T05:22:27.819Z,,29,,65.1,33.3,0,
2017-12-01T05:22:37.720Z,,0,1,66.1,33.3,0,0
2017-12-01T05:22:47.720Z,,,,62.8,33.3,0,
2017-12-01T05:22:57.734Z,,,,59.9,33.3,0,
2017-12-01T05:23:07.720Z,,,,57.9,33.3,0,
2017-12-01T05:23:17.719Z,,,,56.9,33.3,0,
2017-12-01T05:23:27.846Z,,,,56.7,33.3,0,
2017-12-01T05:23:37.719Z,,,,56.3,33.3,0,
2017-12-01T05:23:47.723Z,,,,56.1,33.3,0,
2017-12-01T05:23:57.726Z,,,,,33.3,0,
2017-12-01T05:24:07.719Z,,,,56,33.4,0,
2017-12-01T05:24:17.722Z,,,,,33.4,0,
2017-12-01T05:24:27.799Z,,,,,33.4,0,
2017-12-01T05:24:37.719Z,,,,,33.4,0,
2017-12-01T05:24:47.724Z,,,,56.1,33.4,0,
2017-12-01T05:24:57.719Z,,,,56.2,33.4,0,
2017-12-01T05:25:07.720Z,,,,,33.4,0,
2017-12-01T05:25:17.719Z,,,,55.7,33.4,0,
2017-12-01T05:25:27.810Z,,36,1,60.5,33.4,0,0
2017-12-01T05:25:37.719Z,,29,,64.1,33.4,0,
2017-12-01T05:25:47.720Z,,30,,65.1,33.4,0,
2017-12-01T05:25:57.719Z,,,,65.5,33.4,0,
2017-12-01T05:26:07.720Z,,29,,,33.4,0,
2017-12-01T05:26:17.719Z,,0,1,65.9,33.4,0,0
2017-12-01T05:26:27.799Z,,,,60.9,33.4,0,
2017-12-01T05:26:37.720Z,,,,57.9,33.4,0,
2017-12-01T05:26:47.721Z,,,,55.6,33.4,0,
2017-12-01T05:26:57.725Z,,,,53.9,33.4,0,
2017-12-01T05:27:07.720Z,,,,52.9,33.4,0,
2017-12-01T05:27:17.720Z,,,,52.8,33.4,0,
2017-12-01T05:27:27.801Z,,,,51.9,33.4,0,
2017-12-01T05:27:37.721Z,,,,51.7,33.4,0,
2017-12-01T05:27:47.721Z,,,,51.5,33.4,0,
2017-12-01T05:27:57.719Z,,,,51.7,33.4,0,
2017-12-01T05:28:07.720Z,,,,52,33.4,0,
2017-12-01T05:28:17.726Z,,,,52.6,33.4,0,
2017-12-01T05:28:27.800Z,,,,53,33.4,0,
2017-12-01T05:28:37.729Z,,,,53.5,33.4,0,
2017-12-01T05:28:47.721Z,,,,53.7,33.4,0,
2017-12-01T05:28:57.721Z,,,,53.5,33.4,0,
2017-12-01T05:29:07.722Z,,,,52.9,33.4,0,
2017-12-01T05:29:17.733Z,,,,51.9,33.4,0,
2017-12-01T05:29:27.806Z,,,,50.9,33.4,0,
2017-12-01T05:29:37.720Z,,,,49.9,33.4,0,
2017-12-01T05:29:47.723Z,,,,48.9,33.4,0,
2017-12-01T05:29:57.721Z,,,,48.6,33.4,0,
2017-12-01T05:30:07.721Z,,,,47.9,33.4,0,
2017-12-01T05:30:17.720Z,,,,47.2,33.4,0,
2017-12-01T05:30:27.816Z,,37,1,52.8,33.4,0,0
2017-12-01T05:30:37.725Z,,30,,56.1,33.4,0,
2017-12-01T05:30:47.727Z,,29,,57,33.4,0,
2017-12-01T05:30:57.948Z,,30,,57.6,33.4,0,
2017-12-01T05:31:07.720Z,,30,,58.1,33.4,0,
2017-12-01T05:31:17.720Z,,,,,33.4,0,
2017-12-01T05:31:27.811Z,,,,,33.3,0,
2017-12-01T05:31:37.946Z,,29,,,33.4,0,
2017-12-01T05:31:47.726Z,,30,,57.9,33.3,0,
2017-12-01T05:31:57.725Z,,29,,57.9,33.3,0,
2017-12-01T05:32:07.720Z,,,,57.7,33.3,0,
2017-12-01T05:32:17.720Z,,31,,57.2,33.3,0,
2017-12-01T05:32:27.801Z,,33,,58,33.3,0,
2017-12-01T05:32:37.725Z,,,,58,33.3,0,
2017-12-01T05:32:47.726Z,,34,,59,33.3,0,
2017-12-01T05:32:57.725Z,,,,60.1,33.3,0,
2017-12-01T05:33:07.726Z,,35,,61.1,33.3,0,
2017-12-01T05:33:17.736Z,,,,62,33.3,0,
2017-12-01T05:33:27.804Z,,34,,62.1,33.3,0,
2017-12-01T05:33:37.730Z,,30,,62.5,33.3,0,
2017-12-01T05:33:47.721Z,,29,,62,33.3,0,
2017-12-01T05:33:57.721Z,,29,,61.9,33.3,0,
2017-12-01T05:34:07.725Z,,30,,61.9,33.3,0,
2017-12-01T05:34:17.720Z,,29,,61.9,33.3,0,
2017-12-01T05:34:27.814Z,,,,62,33.3,0,
2017-12-01T05:34:37.721Z,,30,,62,33.3,0,
2017-12-01T05:34:47.721Z,,29,,62,33.3,0,
2017-12-01T05:34:57.720Z,,,,62.5,33.3,0,
2017-12-01T05:35:07.729Z,,,,62.6,33.3,0,
2017-12-01T05:35:17.738Z,,29,,62.9,33.3,0,
2017-12-01T05:35:27.813Z,,30,,63.2,33.3,0,
2017-12-01T05:35:37.720Z,,29,,63.3,33.3,0,
2017-12-01T05:35:47.722Z,,30,,64,33.3,0,
2017-12-01T05:35:57.721Z,,29,,64.4,33.3,0,
2017-12-01T05:36:07.721Z,,30,,64.5,33.3,0,
2017-12-01T05:36:17.720Z,,29,,,33.3,0,
2017-12-01T05:36:27.801Z,,29,,64.9,33.3,0,
2017-12-01T05:36:37.850Z,,30,,65.1,33.3,0,
2017-12-01T05:36:47.721Z,,30,,65.1,33.3,0,
2017-12-01T05:36:57.721Z,,29,,65.4,33.3,0,
2017-12-01T05:37:07.721Z,,,,,33.3,0,
2017-12-01T05:37:17.721Z,,,,,33.3,0,
2017-12-01T05:37:27.801Z,,30,,,33.3,0,
2017-12-01T05:37:37.721Z,,0,,66.1,33.3,0,
2017-12-01T05:37:47.872Z,,,1,62.9,33.3,0,0
2017-12-01T05:37:57.721Z,,,,58.9,33.4,0,
2017-12-01T05:38:07.721Z,,,,57.4,33.4,0,
2017-12-01T05:38:17.721Z,,,,56.9,33.4,0,
2017-12-01T05:38:27.801Z,,,,56.4,33.4,0,
2017-12-01T05:38:37.721Z,,,,56.1,33.4,0,
2017-12-01T05:38:47.722Z,,44,1,56,33.4,0,0
2017-12-01T05:38:57.725Z,,32,,63.2,33.4,0,
2017-12-01T05:39:07.724Z,,29,,65.1,33.4,0,
2017-12-01T05:39:17.721Z,,0,1,65.6,33.4,0,0
2017-12-01T05:39:27.802Z,,,,61.6,33.4,0,
2017-12-01T05:39:37.743Z,,,,59.9,33.4,0,
2017-12-01T05:39:47.721Z,,,,58.4,33.5,0,
2017-12-01T05:39:57.724Z,62,0,1,57.7,33.5,0,0
2017-12-01T05:40:07.722Z,,,,56.7,33.5,0,
2017-12-01T05:40:17.721Z,,,,55.6,33.5,0,
2017-12-01T05:40:27.802Z,,,,54.7,33.5,0,
2017-12-01T05:40:37.722Z,,,,53.8,33.5,0,
2017-12-01T05:40:47.721Z,,,,53.4,33.5,0,
2017-12-01T05:40:57.720Z,,,,53.3,33.5,0,
2017-12-01T05:41:07.723Z,,,,53.5,33.5,0,
2017-12-01T05:41:17.721Z,,,,54,33.5,0,
2017-12-01T05:41:27.801Z,,,,54.5,33.5,0,
2017-12-01T05:41:37.721Z,,,,54.8,33.5,0,
2017-12-01T05:41:47.721Z,,,,,33.5,0,
2017-12-01T05:41:57.721Z,,,,54.5,33.5,0,
2017-12-01T05:42:07.721Z,,,,53.9,33.5,0,
2017-12-01T05:42:17.724Z,,,,53.6,33.5,0,
2017-12-01T05:42:27.802Z,,,,52.9,33.5,0,
2017-12-01T05:42:37.722Z,,,,52.4,33.5,0,
2017-12-01T05:42:47.722Z,,,,51.8,33.5,0,
2017-12-01T05:42:57.722Z,,,,51.5,33.5,0,
2017-12-01T05:43:07.721Z,,,,50.9,33.5,0,
2017-12-01T05:43:17.721Z,,,,50.7,33.5,0,
2017-12-01T05:43:27.802Z,,,,50.5,33.5,0,
2017-12-01T05:43:37.722Z,,,,50.4,33.5,0,
2017-12-01T05:43:47.722Z,,45,1,51.1,33.5,0,0
2017-12-01T05:43:57.722Z,,32,,58.2,33.5,0,
2017-12-01T05:44:07.722Z,,30,,60,33.5,0,
2017-12-01T05:44:17.722Z,,29,,61.2,33.5,0,
2017-12-01T05:44:27.803Z,,30,,61.5,33.5,0,
2017-12-01T05:44:37.722Z,,29,,61.9,33.5,0,
2017-12-01T05:44:47.722Z,,30,,62.2,33.5,0,
2017-12-01T05:44:57.722Z,,29,,62,33.5,0,
2017-12-01T05:45:07.723Z,,,,62.1,33.5,0,
2017-12-01T05:45:17.722Z,,,,,33.5,0,
2017-12-01T05:45:27.802Z,,30,,61.9,33.5,0,
2017-12-01T05:45:37.722Z,,30,,61.9,33.5,0,
2017-12-01T05:45:47.723Z,,,,61.9,33.5,0,
2017-12-01T05:45:57.723Z,,29,,62,33.4,0,
2017-12-01T05:46:07.722Z,,30,,,33.4,0,
2017-12-01T05:46:17.722Z,,,,63.1,33.5,0,
2017-12-01T05:46:27.803Z,,30,,64,33.4,0,
2017-12-01T05:46:37.723Z,,29,,65.2,33.5,0,
2017-12-01T05:46:47.734Z,,0,1,65.8,33.4,0,0
2017-12-01T05:46:57.722Z,,,,60.6,33.5,0,
2017-12-01T05:47:07.722Z,,,,58.9,33.4,0,
2017-12-01T05:47:17.723Z,,,,56.9,33.4,0,
2017-12-01T05:47:27.803Z,,,,56.4,33.5,0,
2017-12-01T05:47:37.722Z,,,,55.9,33.5,0,
2017-12-01T05:47:47.722Z,,,,55.6,33.5,0,
2017-12-01T05:47:57.724Z,,,,55.5,33.5,0,
2017-12-01T05:48:07.722Z,,,,55.4,33.5,0,
2017-12-01T05:48:17.722Z,,,,,33.5,0,
2017-12-01T05:48:27.818Z,,,,,33.5,0,
2017-12-01T05:48:37.724Z,,,,,33.5,0,
2017-12-01T05:48:47.723Z,,45,1,56.1,33.5,0,0
2017-12-01T05:48:57.727Z,,31,,64.2,33.5,0,
2017-12-01T05:49:07.722Z,,0,1,66.2,33.5,0,0
2017-12-01T05:49:17.722Z,,,,61.8,33.5,0,
2017-12-01T05:49:27.803Z,,,,58.9,33.5,0,
2017-12-01T05:49:37.722Z,,,,57.9,33.5,0,
2017-12-01T05:49:47.722Z,,,,55.9,33.5,0,
2017-12-01T05:49:57.722Z,,,,54.9,33.5,0,
2017-12-01T05:50:07.722Z,,,,54.6,33.5,0,
2017-12-01T05:50:17.722Z,,,,53.7,33.5,0,
2017-12-01T05:50:27.805Z,,,,52.9,33.5,0,
2017-12-01T05:50:37.722Z,,,,52.8,33.5,0,
2017-12-01T05:50:47.725Z,,,,52.3,33.5,0,
2017-12-01T05:50:57.722Z,,,,52.1,33.5,0,
2017-12-01T05:51:07.723Z,,,,52,33.5,0,
2017-12-01T05:51:17.722Z,,,,52.1,33.5,0,
2017-12-01T05:51:27.803Z,,,,52.6,33.5,0,
2017-12-01T05:51:37.724Z,,,,53.1,33.5,0,
2017-12-01T05:51:47.726Z,,,,53.5,33.5,0,
2017-12-01T05:51:57.722Z,,,,53.6,33.5,0,
2017-12-01T05:52:07.722Z,,,,53.5,33.5,0,
2017-12-01T05:52:17.737Z,,,,52.9,33.5,0,
2017-12-01T05:52:27.810Z,,,,52.8,33.5,0,
2017-12-01T05:52:37.723Z,,,,51.9,33.5,0,
2017-12-01T05:52:47.723Z,,,,51.7,33.5,0,
2017-12-01T05:52:57.723Z,,,,51.2,33.5,0,
2017-12-01T05:53:07.723Z,,,,50.7,33.5,0,
2017-12-01T05:53:17.723Z,,,,50.3,33.5,0,
2017-12-01T05:53:27.804Z,,,,49.9,33.5,0,
2017-12-01T05:53:37.723Z,,,,49.6,33.4,0,
2017-12-01T05:53:47.724Z,,,1,49.4,33.5,0,0
2017-12-01T05:53:57.724Z,,33,,57.2,33.4,0,
2017-12-01T05:54:07.723Z,,29,,60,33.4,0,
2017-12-01T05:54:17.724Z,,30,,61.1,33.4,0,
2017-12-01T05:54:27.803Z,,30,,62,33.4,0,
2017-12-01T05:54:37.723Z,,29,,62.6,33.4,0,
2017-12-01T05:54:47.723Z,,,,63.1,33.4,0,
2017-12-01T05:54:57.723Z,,30,,63.3,33.4,0,
2017-12-01T05:55:07.723Z,,,,63.1,33.4,0,
2017-12-01T05:55:17.723Z,,29,,,33.4,0,
2017-12-01T05:55:27.803Z,,30,,62.9,33.4,0,
2017-12-01T05:55:37.723Z,,29,,63.3,33.4,0,
2017-12-01T05:55:47.724Z,,,,63.2,33.4,0,
2017-12-01T05:55:57.723Z,,30,,62.8,33.4,0,
2017-12-01T05:56:07.724Z,,30,,63.1,33.4,0,
2017-12-01T05:56:17.724Z,,29,,63.2,33.3,0,
2017-12-01T05:56:27.803Z,,,,63.6,33.4,0,
2017-12-01T05:56:37.724Z,,30,,64.1,33.4,0,
2017-12-01T05:56:47.724Z,,29,,65.1,33.4,0,
2017-12-01T05:56:57.724Z,,0,1,66,33.4,0,0
2017-12-01T05:57:07.724Z,,,,61.5,33.4,0,
2017-12-01T05:57:17.724Z,,,,58.8,33.4,0,
2017-12-01T05:57:27.804Z,,,,57.7,33.4,0,
2017-12-01T05:57:37.724Z,,,,56.8,33.4,0,
2017-12-01T05:57:47.724Z,,,,56.4,33.4,0,
2017-12-01T05:57:57.723Z,,,,56.1,33.4,0,
2017-12-01T05:58:07.725Z,,,,55.9,33.4,0,
2017-12-01T05:58:17.724Z,,,,,33.4,0,
2017-12-01T05:58:27.804Z,,,,,33.4,0,
2017-12-01T05:58:37.723Z,,,,56,33.4,0,
2017-12-01T05:58:47.726Z,,,1,56.1,33.4,0,0
2017-12-01T05:58:57.725Z,,32,,64.1,33.4,0,
2017-12-01T05:59:07.724Z,,0,1,66.5,33.4,0,0
2017-12-01T05:59:17.725Z,,,,61.9,33.4,0,
2017-12-01T05:59:27.804Z,,,,59.9,33.4,0,
2017-12-01T05:59:37.730Z,,,,58.7,33.4,0,
2017-12-01T05:59:47.725Z,,,,56.9,33.4,0,
2017-12-01T05:59:57.724Z,,,,55.9,33.4,0,
2017-12-01T06:00:07.724Z,,,,55.5,33.4,0,
2017-12-01T06:00:17.842Z,,,,54.7,33.4,0,
2017-12-01T06:00:27.763Z,,,,53.9,33.4,0,
2017-12-01T06:00:37.727Z,,,,53.4,33.4,0,
2017-12-01T06:00:47.724Z,,,,52.9,33.4,0,
2017-12-01T06:00:57.723Z,,,,52.7,33.4,0,
2017-12-01T06:01:07.733Z,,,,52.4,33.4,0,
2017-12-01T06:01:17.724Z,,,,52.6,33.4,0,
2017-12-01T06:01:27.813Z,,,,53,33.4,0,
2017-12-01T06:01:37.725Z,,,,53.4,33.4,0,
2017-12-01T06:01:47.725Z,,,,53.8,33.4,0,
2017-12-01T06:01:57.724Z,,,,53.9,33.4,0,
2017-12-01T06:02:07.724Z,,,,53.8,33.4,0,
2017-12-01T06:02:17.724Z,,,,53.5,33.4,0,
2017-12-01T06:02:27.814Z,,,,52.9,33.4,0,
2017-12-01T06:02:37.724Z,,,,52.7,33.4,0,
2017-12-01T06:02:47.726Z,,,,51.9,33.4,0,
2017-12-01T06:02:57.724Z,,,,51.7,33.4,0,
2017-12-01T06:03:07.724Z,,,,51.2,33.4,0,
2017-12-01T06:03:17.724Z,,,,50.7,33.4,0,
2017-12-01T06:03:27.806Z,,,,50.3,33.4,0,
2017-12-01T06:03:37.736Z,,,,49.9,33.4,0,
