Time,ChActive,ActPow,HwTOutlet,HwActive,PrimT,HwTSet,PrimTSet
2017-12-22T05:08:20.153Z,,,20,,,0,
2017-12-22T05:08:30.147Z,,,20,,,0,
2017-12-22T05:08:40.147Z,,,20,,,0,
2017-12-22T05:08:50.148Z,,,20,,30.2,0,
2017-12-22T05:09:00.147Z,,,20,,,0,
2017-12-22T05:09:10.148Z,,,20,,,0,
2017-12-22T05:09:20.148Z,,,20,,,0,
2017-12-22T05:09:30.147Z,,,20,,,0,
2017-12-22T05:09:40.147Z,,,20,,,0,
2017-12-22T05:09:50.148Z,,,20,,,0,
2017-12-22T05:10:00.149Z,,,20,,,0,
2017-12-22T05:10:10.148Z,,,20,,,0,
2017-12-22T05:10:20.148Z,,,20,,,0,
2017-12-22T05:10:30.148Z,,,20,,,0,
2017-12-22T05:10:40.148Z,,,20,,,0,
2017-12-22T05:10:50.148Z,,,20,,,0,
2017-12-22T05:11:00.148Z,,,20,,,0,
2017-12-22T05:11:10.148Z,,,20,,,0,
2017-12-22T05:11:20.157Z,,,20,,,0,
2017-12-22T05:11:30.147Z,,,20,,30.1,0,
2017-12-22T05:11:40.148Z,,,20,,,0,
2017-12-22T05:11:50.148Z,,,20,,,0,
2017-12-22T05:12:00.148Z,,,20,,,0,
2017-12-22T05:12:10.148Z,,,20,,,0,
2017-12-22T05:12:20.148Z,,,20,,,0,
2017-12-22T05:12:30.148Z,,,20,,,0,
2017-12-22T05:12:40.148Z,0,0,20,0,30.1,0,5
2017-12-22T05:12:50.148Z,,,20,,,0,
2017-12-22T05:13:00.148Z,,,20,,,0,
2017-12-22T05:13:10.150Z,,,20,,,0,
2017-12-22T05:13:20.148Z,,,20,,,0,
2017-12-22T05:13:30.148Z,,,20,,,0,
2017-12-22T05:13:40.148Z,,,20,,,0,
2017-12-22T05:13:50.148Z,,,20,,,0,
2017-12-22T05:14:00.148Z,,,20,,,0,
2017-12-22T05:14:10.162Z,,,20,,,0,
2017-12-22T05:14:20.148Z,,,20,,30,0,
2017-12-22T05:14:30.148Z,,,20,,,0,
2017-12-22T05:14:40.163Z,,,20,,,0,
2017-12-22T05:14:50.153Z,,,20,,,0,
2017-12-22T05:15:00.151Z,,,20,,,0,
2017-12-22T05:15:10.148Z,,,20,,,0,
2017-12-22T05:15:20.149Z,,,20,,,0,
2017-12-22T05:15:30.148Z,,,20,,,0,
2017-12-22T05:15:40.149Z,,,20,,,0,
2017-12-22T05:15:50.149Z,,,20,,,0,
2017-12-22T05:16:00.149Z,,,20,,,0,
2017-12-22T05:16:10.148Z,,,19.8,,,0,
2017-12-22T05:16:20.150Z,,,20,,,0,
2017-12-22T05:16:30.148Z,,,19.8,,,0,
2017-12-22T05:16:40.149Z,,,20,,,0,
2017-12-22T05:16:50.148Z,,,20,,30,0,
2017-12-22T05:17:00.149Z,,,19.8,,30,0,
2017-12-22T05:17:10.148Z,,,19.8,,30,0,
2017-12-22T05:17:20.149Z,,,19.8,,29.9,0,
2017-12-22T05:17:30.149Z,,,20,,29.9,0,
2017-12-22T05:17:40.152Z,,,19.8,,,0,
2017-12-22T05:17:50.149Z,,,19.8,,,0,
2017-12-22T05:18:00.149Z,,,19.8,,,0,
2017-12-22T05:18:10.150Z,,,20,,,0,
2017-12-22T05:18:20.149Z,,,20,,,0,
2017-12-22T05:18:30.153Z,,,19.8,,,0,
2017-12-22T05:18:40.155Z,,,20,,,0,
2017-12-22T05:18:50.162Z,,,19.8,,,0,
2017-12-22T05:19:00.152Z,,,19.8,,,0,
2017-12-22T05:19:10.149Z,,,19.8,,,0,
2017-12-22T05:19:20.156Z,,,19.8,,,0,
2017-12-22T05:19:30.154Z,,,19.8,,,0,
2017-12-22T05:19:40.148Z,,,19.8,,,0,
2017-12-22T05:19:50.156Z,,,19.8,,,0,
2017-12-22T05:20:00.169Z,,,19.8,,,0,
2017-12-22T05:20:10.149Z,,,19.8,,,0,
2017-12-22T05:20:20.153Z,,,19.8,,,0,
2017-12-22T05:20:30.152Z,,,19.8,,29.8,0,
2017-12-22T05:20:40.154Z,,,19.8,,,0,
2017-12-22T05:20:50.151Z,,,19.8,,,0,
2017-12-22T05:21:00.158Z,,,19.8,,,0,
2017-12-22T05:21:10.150Z,,,19.8,,,0,
2017-12-22T05:21:20.154Z,,,19.8,,,0,
2017-12-22T05:21:30.154Z,,,19.8,,,0,
2017-12-22T05:21:40.149Z,,,19.8,,,0,
2017-12-22T05:21:50.149Z,,,19.8,,,0,
2017-12-22T05:22:00.149Z,,,19.8,,,0,
2017-12-22T05:22:10.153Z,,,19.8,,,0,
2017-12-22T05:22:20.154Z,,,19.8,,,0,
2017-12-22T05:22:30.152Z,,,19.8,,,0,
2017-12-22T05:22:40.150Z,,,19.8,,,0,
2017-12-22T05:22:50.171Z,,,19.8,,,0,
2017-12-22T05:23:00.155Z,,,19.8,,,0,
2017-12-22T05:23:10.149Z,,,19.8,,29.6,0,
2017-12-22T05:23:20.155Z,,,19.8,,29.8,0,
2017-12-22T05:23:30.151Z,,,19.8,,29.6,0,
2017-12-22T05:23:40.165Z,,,19.8,,,0,
2017-12-22T05:23:50.150Z,,,19.8,,,0,
2017-12-22T05:24:00.149Z,,,19.8,,,0,
2017-12-22T05:24:10.150Z,,,19.8,,,0,
2017-12-22T05:24:20.150Z,,,19.8,,,0,
2017-12-22T05:24:30.151Z,,,19.8,,,0,
2017-12-22T05:24:40.150Z,,,19.8,,,0,
2017-12-22T05:24:50.150Z,,,19.8,,,0,
2017-12-22T05:25:00.149Z,,,19.8,,,0,
2017-12-22T05:25:10.150Z,,,19.8,,,0,
2017-12-22T05:25:20.151Z,,,19.8,,,0,
2017-12-22T05:25:30.149Z,,,19.8,,,0,
2017-12-22T05:25:40.150Z,,,19.8,,,0,
2017-12-22T05:25:50.150Z,,,19.8,,,0,
2017-12-22T05:26:00.150Z,,,19.8,,,0,
2017-12-22T05:26:10.151Z,,,19.8,,,0,
2017-12-22T05:26:20.150Z,,,19.8,,,0,
2017-12-22T05:26:30.151Z,,,19.8,,,0,
2017-12-22T05:26:40.150Z,,,19.8,,29.5,0,
2017-12-22T05:26:50.150Z,,,19.8,,,0,
2017-12-22T05:27:00.151Z,,,19.8,,,0,
2017-12-22T05:27:10.150Z,,,19.8,,,0,
2017-12-22T05:27:20.152Z,,,19.8,,,0,
2017-12-22T05:27:30.150Z,,,19.8,,,0,
2017-12-22T05:27:40.150Z,,,19.8,,,0,
2017-12-22T05:27:50.150Z,,,19.8,,,0,
2017-12-22T05:28:00.151Z,,,19.8,,,0,
2017-12-22T05:28:10.151Z,,,19.8,,,0,
2017-12-22T05:28:20.150Z,,,19.8,,,0,
2017-12-22T05:28:30.150Z,,,19.8,,,0,
2017-12-22T05:28:40.152Z,,,19.8,,,0,
2017-12-22T05:28:50.150Z,,,19.8,,,0,
2017-12-22T05:29:05.171Z,,,19.8,,,0,
2017-12-22T05:29:10.151Z,,,19.8,,,0,
2017-12-22T05:29:20.150Z,,,19.8,,29.4,0,
2017-12-22T05:29:30.151Z,,,19.8,,29.5,0,
2017-12-22T05:29:40.150Z,,,19.8,,29.4,0,
2017-12-22T05:29:50.150Z,,,19.8,,,0,
2017-12-22T05:30:00.154Z,,,19.8,,,0,
2017-12-22T05:30:10.150Z,1,,19.8,0,,0,20
2017-12-22T05:30:20.153Z,,,19.8,,30.7,54,52
2017-12-22T05:30:30.159Z,1,43,19.8,0,28,54,
2017-12-22T05:30:40.164Z,,35,19.8,,29.2,54,
2017-12-22T05:30:50.181Z,,30,19.8,,28.9,54,
2017-12-22T05:31:00.151Z,,30,19.8,,26.6,54,
2017-12-22T05:31:10.160Z,,29,19.8,,25.9,54,
2017-12-22T05:31:20.171Z,,30,19.8,,25.7,54,
2017-12-22T05:31:30.179Z,,29,19.8,,26,54,
2017-12-22T05:31:40.167Z,,,19.8,,27,54,
2017-12-22T05:31:50.166Z,,30,19.8,,27.1,54,
2017-12-22T05:32:00.151Z,,,19.8,,27.3,54,
2017-12-22T05:32:10.151Z,,,19.8,,27.5,54,
2017-12-22T05:32:20.152Z,,34,19.8,,28,54,
2017-12-22T05:32:30.151Z,,45,19.8,,30.1,54,
2017-12-22T05:32:40.150Z,,53,19.8,,32,54,
2017-12-22T05:32:50.151Z,,57,19.8,,33.1,54,
2017-12-22T05:33:00.151Z,,65,19.8,,35.1,54,
2017-12-22T05:33:10.151Z,,72,19.8,,37.1,54,
2017-12-22T05:33:20.151Z,,74,20,,38,54,
2017-12-22T05:33:30.151Z,,81,20,,40,54,
2017-12-22T05:33:40.151Z,,84,20,,41.1,54,
2017-12-22T05:33:50.168Z,,86,20,,42,54,
2017-12-22T05:34:00.152Z,,89,20,,43.2,54,
2017-12-22T05:34:10.151Z,,93,20,,45,54,
2017-12-22T05:34:20.151Z,,95,20,,46,54,
2017-12-22T05:34:30.151Z,,97,20,,47,54,
2017-12-22T05:34:40.151Z,,98,20,,48,54,
2017-12-22T05:34:50.151Z,,99,20.1,,49,54,
2017-12-22T05:35:00.150Z,,100,20.1,,50,54,
2017-12-22T05:35:10.151Z,,100,20.1,,51,54,
2017-12-22T05:35:20.151Z,,,,,52,,
2017-12-22T05:35:30.152Z,,96,20.1,,53,54,
2017-12-22T05:35:40.152Z,,91,20.1,,53.2,54,
2017-12-22T05:35:50.151Z,,80,20.2,,52.9,54,
2017-12-22T05:36:00.151Z,,75,20.2,,52.4,54,
2017-12-22T05:36:10.152Z,,73,20.2,,52.1,54,
2017-12-22T05:36:20.152Z,,71,20.4,,52.6,54,
2017-12-22T05:36:30.151Z,,65,20.4,,52.8,54,
2017-12-22T05:36:40.161Z,,58,20.4,,52.7,54,
2017-12-22T05:36:50.156Z,,54,20.5,,52.3,54,
2017-12-22T05:37:00.155Z,,53,20.5,,,54,
2017-12-22T05:37:10.154Z,,50,20.5,,52.4,54,
2017-12-22T05:37:20.151Z,,45,20.6,,52.6,54,
2017-12-22T05:37:30.152Z,,40,20.6,,52.4,54,
2017-12-22T05:37:40.151Z,,38,20.6,,52.3,54,
2017-12-22T05:37:50.152Z,,35,20.8,,,54,
2017-12-22T05:38:00.151Z,,33,20.8,,,54,
2017-12-22T05:38:10.151Z,,30,20.8,,,54,
2017-12-22T05:38:20.153Z,,29,20.9,,52.2,54,
2017-12-22T05:38:30.151Z,,30,20.9,,52.3,54,
2017-12-22T05:38:40.153Z,,,21.1,,52.6,54,
2017-12-22T05:38:50.152Z,,29,21.1,,52.8,54,
2017-12-22T05:39:00.152Z,,30,21.2,,53,54,
2017-12-22T05:39:10.152Z,,,21.2,,53.1,54,
2017-12-22T05:39:20.152Z,,,21.3,,53.3,54,
2017-12-22T05:39:30.152Z,,29,21.3,,53.4,54,
2017-12-22T05:39:40.152Z,,30,21.3,,53.5,54,
2017-12-22T05:39:50.153Z,,29,21.5,,53.6,54,
2017-12-22T05:40:00.152Z,,30,21.5,,53.7,54,51
2017-12-22T05:40:10.153Z,,,21.6,,53.8,54,
2017-12-22T05:40:20.152Z,,30,21.6,,54,54,
2017-12-22T05:40:30.152Z,,,21.7,,,54,
2017-12-22T05:40:40.152Z,,,21.9,,54.1,54,
2017-12-22T05:40:50.152Z,,,21.9,,54.3,54,
2017-12-22T05:41:00.152Z,,,21.9,,54.4,54,
2017-12-22T05:41:10.152Z,,,22,,54.5,54,
2017-12-22T05:41:20.175Z,,,22.1,,54.6,54,
2017-12-22T05:41:30.152Z,,29,22.1,,54.7,54,
2017-12-22T05:41:40.152Z,,,22.1,,54.8,54,
2017-12-22T05:41:50.152Z,,0,22.2,,55,54,
2017-12-22T05:42:00.153Z,1,,22.2,0,52.8,54,
2017-12-22T05:42:10.153Z,,,22.4,,50.9,54,
2017-12-22T05:42:20.152Z,,,22.5,,50.2,54,
2017-12-22T05:42:30.152Z,,,22.5,,50.1,54,
2017-12-22T05:42:40.152Z,,,22.6,,50,54,
2017-12-22T05:42:50.152Z,,,22.6,,50.1,54,
2017-12-22T05:43:00.152Z,,,22.7,,49.9,54,
2017-12-22T05:43:10.152Z,,,22.7,,49.8,54,
2017-12-22T05:43:20.152Z,,,22.8,,49.7,54,
2017-12-22T05:43:30.156Z,,,22.8,,49.6,54,
2017-12-22T05:43:40.152Z,,,23,,49.4,54,
2017-12-22T05:43:50.152Z,,,23,,49.2,54,50
2017-12-22T05:44:00.153Z,,,23.1,,48.9,54,
2017-12-22T05:44:10.163Z,,,23.2,,48.8,54,
2017-12-22T05:44:20.153Z,,,23.2,,48.6,54,
2017-12-22T05:44:30.154Z,,,23.3,,48.3,54,
2017-12-22T05:44:40.152Z,,,23.3,,48.1,54,
2017-12-22T05:44:50.153Z,,,23.4,,47.9,54,
2017-12-22T05:45:00.152Z,,,23.4,,47.7,54,
2017-12-22T05:45:10.152Z,,,23.6,,47.4,54,
2017-12-22T05:45:20.152Z,,,23.6,,47.2,54,
2017-12-22T05:45:30.153Z,,,23.6,,46.9,54,
2017-12-22T05:45:40.153Z,,,23.7,,46.8,54,
2017-12-22T05:45:50.153Z,,,23.7,,46.7,54,
2017-12-22T05:46:00.154Z,,,23.8,,46.5,54,
2017-12-22T05:46:10.152Z,,,23.8,,46.3,54,
2017-12-22T05:46:20.153Z,,,23.9,,46.1,54,
2017-12-22T05:46:30.153Z,,,23.9,,45.9,54,
2017-12-22T05:46:40.228Z,,,24,,45.8,54,
2017-12-22T05:46:50.299Z,,,24,,45.6,54,
2017-12-22T05:47:00.153Z,,,24.2,,45.4,54,49
2017-12-22T05:47:10.223Z,,,24.2,,45.2,54,
2017-12-22T05:47:20.217Z,,,24.2,,45.1,54,
2017-12-22T05:47:30.154Z,,,24.3,,44.9,54,
2017-12-22T05:47:40.153Z,,,24.3,,44.8,54,
2017-12-22T05:47:50.153Z,,,24.3,,44.6,54,
2017-12-22T05:48:00.153Z,,,24.4,,44.4,54,
2017-12-22T05:48:10.153Z,,,24.4,,44.3,54,
2017-12-22T05:48:20.154Z,,,24.5,,44.1,54,
2017-12-22T05:48:30.154Z,,,24.5,,43.9,54,
2017-12-22T05:48:40.153Z,,,24.5,,43.8,54,
2017-12-22T05:48:50.153Z,,,24.7,,43.7,54,
2017-12-22T05:49:00.157Z,,,24.7,,43.5,54,
2017-12-22T05:49:10.153Z,,,24.8,,43.4,54,
2017-12-22T05:49:20.153Z,,,24.8,,43.2,54,
2017-12-22T05:49:30.153Z,,,24.8,,43.1,54,
2017-12-22T05:49:40.154Z,1,44,24.9,0,43,54,
2017-12-22T05:49:50.154Z,,34,24.9,,48,54,
2017-12-22T05:50:00.153Z,,30,24.9,,48.4,54,
2017-12-22T05:50:10.153Z,,,25,,48.3,54,
2017-12-22T05:50:20.154Z,,,25,,,54,
2017-12-22T05:50:30.153Z,,29,25,,48.2,54,
2017-12-22T05:50:40.153Z,,,25,,48.3,54,
2017-12-22T05:50:50.153Z,,30,25.1,,48.5,54,48
2017-12-22T05:51:00.153Z,,29,25.1,,48.7,54,
2017-12-22T05:51:10.169Z,,,25.1,,48.8,54,
2017-12-22T05:51:20.159Z,,30,25.3,,49,54,
2017-12-22T05:51:30.172Z,,29,25.3,,49.2,54,
2017-12-22T05:51:40.159Z,,,25.3,,49.4,54,
2017-12-22T05:51:50.165Z,,,25.4,,49.6,54,
2017-12-22T05:52:00.156Z,,29,25.4,,50,54,
2017-12-22T05:52:10.154Z,,30,25.4,,50.1,54,
2017-12-22T05:52:20.155Z,,29,25.5,,50.3,54,
2017-12-22T05:52:30.154Z,,,25.5,,50.5,54,
2017-12-22T05:52:40.153Z,,30,25.5,,50.6,54,
2017-12-22T05:52:50.172Z,,29,25.6,,50.7,54,
2017-12-22T05:53:00.157Z,,30,25.6,,51,54,
2017-12-22T05:53:10.154Z,,29,25.6,,,54,
2017-12-22T05:53:20.154Z,,30,25.6,,51.1,54,
2017-12-22T05:53:30.154Z,,29,25.7,,51.2,54,
2017-12-22T05:53:40.156Z,,30,25.7,,51.3,54,
2017-12-22T05:53:50.155Z,,29,25.7,,51.5,54,
2017-12-22T05:54:00.154Z,,30,25.9,,51.7,54,
2017-12-22T05:54:10.154Z,,,25.9,,51.8,54,
2017-12-22T05:54:20.154Z,1,0,25.9,0,49.9,54,
2017-12-22T05:54:30.154Z,,,26,,48.7,54,
2017-12-22T05:54:40.156Z,,,26,,47.7,54,
2017-12-22T05:54:50.154Z,,,46.2,,47.2,54,
2017-12-22T05:55:00.154Z,,,45.9,,,54,
2017-12-22T05:55:10.154Z,,,45.8,,47.3,54,
2017-12-22T05:55:20.154Z,,,45.5,,47.2,54,
2017-12-22T05:55:30.164Z,,,45.3,,,54,47
2017-12-22T05:55:40.154Z,,,45.1,,47.1,54,
2017-12-22T05:55:50.154Z,,,44.9,,46.9,54,
2017-12-22T05:56:00.154Z,,,44.6,,,54,
2017-12-22T05:56:10.154Z,,,44.3,,46.7,54,
2017-12-22T05:56:20.154Z,,,44.1,,46.5,54,
2017-12-22T05:56:30.154Z,,,43.9,,46.4,54,
2017-12-22T05:56:40.167Z,,,43.7,,46.2,54,
2017-12-22T05:56:50.154Z,,,43.4,,45.9,54,
2017-12-22T05:57:00.154Z,,,43.2,,45.8,54,
2017-12-22T05:57:10.154Z,,,43,,45.6,54,
2017-12-22T05:57:20.154Z,,,42.8,,45.4,54,
2017-12-22T05:57:30.154Z,,,42.7,,45.2,54,
2017-12-22T05:57:40.173Z,,,42.4,,45.1,54,
2017-12-22T05:57:50.173Z,,,42.3,,44.9,54,
2017-12-22T05:58:00.159Z,,,42.1,,44.8,54,
2017-12-22T05:58:10.154Z,,,41.9,,44.7,54,
2017-12-22T05:58:20.155Z,,,41.7,,44.5,54,
2017-12-22T05:58:30.155Z,,,41.6,,44.4,54,
2017-12-22T05:58:40.156Z,,,41.4,,44.2,54,
2017-12-22T05:58:50.154Z,,,41.3,,44.1,54,
2017-12-22T05:59:00.154Z,,,41.1,,43.9,54,
2017-12-22T05:59:10.155Z,,,40.8,,43.8,54,
2017-12-22T05:59:20.155Z,,,40.7,,43.6,54,
2017-12-22T05:59:30.154Z,,,40.5,,43.5,54,
2017-12-22T05:59:40.155Z,,,40.4,,43.4,54,
2017-12-22T05:59:50.154Z,,,40.2,,43.2,54,
2017-12-22T06:00:00.310Z,,,40.1,,43.1,54,
2017-12-22T06:00:10.154Z,,,40,,42.9,54,
2017-12-22T06:00:20.155Z,,,39.8,,42.8,54,
2017-12-22T06:00:30.155Z,,,39.7,,42.7,54,
2017-12-22T06:00:40.155Z,,,39.6,,42.6,54,
2017-12-22T06:00:50.156Z,,,39.5,,42.3,54,
2017-12-22T06:01:00.155Z,,,39.3,,42.2,54,
2017-12-22T06:01:10.154Z,,,39.2,,42,54,
2017-12-22T06:01:20.155Z,,,39.1,,41.9,54,
2017-12-22T06:01:30.154Z,,,38.9,,41.8,54,
2017-12-22T06:01:40.155Z,,,38.8,,41.7,54,
2017-12-22T06:01:50.155Z,,,38.6,,41.5,54,
2017-12-22T06:02:00.155Z,,,38.5,,41.4,54,
2017-12-22T06:02:10.155Z,,,38.4,,41.3,54,
2017-12-22T06:02:20.155Z,,,38.3,,41.2,54,
2017-12-22T06:02:30.156Z,,,38.2,,41.1,54,
2017-12-22T06:02:40.155Z,1,,38.1,0,41,54,
2017-12-22T06:02:50.157Z,,34,38,,46,54,
2017-12-22T06:03:00.156Z,,29,37.9,,46.4,54,
2017-12-22T06:03:10.155Z,,30,37.8,,,54,
2017-12-22T06:03:20.158Z,,29,37.7,,,54,
2017-12-22T06:03:30.156Z,,30,37.6,,,54,
2017-12-22T06:03:40.156Z,,29,37.5,,46.5,54,
2017-12-22T06:03:50.155Z,,30,37.4,,46.7,54,
2017-12-22T06:04:00.155Z,,29,37.3,,47,54,
2017-12-22T06:04:10.155Z,,,37.2,,,54,
2017-12-22T06:04:20.157Z,,30,37.1,,47.2,54,
2017-12-22T06:04:30.155Z,,29,36.9,,47.4,54,
2017-12-22T06:04:40.155Z,,,36.8,,47.8,54,
2017-12-22T06:04:50.155Z,,30,36.8,,48,54,
2017-12-22T06:05:00.155Z,,29,36.7,,48.2,54,
2017-12-22T06:05:10.155Z,,,36.6,,48.4,54,
2017-12-22T06:05:20.157Z,,,36.5,,48.6,54,
2017-12-22T06:05:30.156Z,,,36.4,,48.7,54,
2017-12-22T06:05:40.155Z,,29,36.3,,49,54,
2017-12-22T06:05:50.179Z,,,36.3,,,54,
2017-12-22T06:06:00.156Z,,30,36.2,,49.2,54,
2017-12-22T06:06:10.167Z,,29,36.1,,49.3,54,
2017-12-22T06:06:20.156Z,,,36,,49.5,54,
2017-12-22T06:06:30.156Z,,,35.9,,49.7,54,
2017-12-22T06:06:40.156Z,,,35.9,,49.8,54,
2017-12-22T06:06:50.164Z,,30,35.8,,50,54,
2017-12-22T06:07:00.155Z,,29,35.7,,50.1,54,
2017-12-22T06:07:10.157Z,,30,35.7,,50.3,54,
2017-12-22T06:07:20.156Z,,,35.6,,50.5,54,
2017-12-22T06:07:30.156Z,,,35.5,,50.6,54,
2017-12-22T06:07:40.156Z,1,0,35.5,0,51,54,
2017-12-22T06:07:50.156Z,,,35.4,,48.6,54,
2017-12-22T06:08:00.157Z,,,35.3,,46.9,54,
2017-12-22T06:08:10.156Z,,,35.3,,46.3,54,
2017-12-22T06:08:20.156Z,,,35.2,,46.2,54,
2017-12-22T06:08:30.156Z,,,35.2,,46.3,54,
2017-12-22T06:08:40.156Z,,,35.1,,,54,
2017-12-22T06:08:50.157Z,,,35.1,,,54,
2017-12-22T06:09:00.155Z,,,34.9,,46.2,54,
2017-12-22T06:09:10.156Z,,,34.9,,,54,
2017-12-22T06:09:20.156Z,,,34.8,,46.1,54,
2017-12-22T06:09:30.158Z,,,34.8,,45.9,54,
2017-12-22T06:09:40.156Z,,,34.7,,45.8,54,
2017-12-22T06:09:50.156Z,,,34.7,,45.6,54,
2017-12-22T06:10:00.156Z,,,34.6,,45.5,54,46
2017-12-22T06:10:10.156Z,,,34.6,,45.3,54,
2017-12-22T06:10:20.159Z,,,34.5,,45.1,54,47
2017-12-22T06:10:30.156Z,,,34.5,,44.9,54,46
2017-12-22T06:10:40.158Z,,,34.4,,44.7,54,
2017-12-22T06:10:50.163Z,,,34.4,,44.6,54,
2017-12-22T06:11:00.163Z,,,34.3,,44.4,54,
2017-12-22T06:11:10.160Z,,,34.3,,44.3,54,
2017-12-22T06:11:20.157Z,,,34.2,,44.1,54,
2017-12-22T06:11:30.156Z,,,34.2,,43.9,54,
2017-12-22T06:11:40.157Z,,,34.1,,,54,
2017-12-22T06:11:50.158Z,,,34.1,,43.7,54,
2017-12-22T06:12:00.156Z,,,34,,43.6,54,
2017-12-22T06:12:10.174Z,,,34,,43.5,54,
2017-12-22T06:12:20.157Z,,,34,,43.3,54,
2017-12-22T06:12:30.157Z,,,33.9,,43.2,54,
2017-12-22T06:12:40.158Z,1,0,33.9,0,43,54,46
2017-12-22T06:12:50.156Z,,,33.8,,42.9,54,
2017-12-22T06:13:00.156Z,,,33.8,,42.8,54,
2017-12-22T06:13:10.159Z,,,33.7,,42.6,54,
2017-12-22T06:13:20.157Z,,,33.7,,42.4,54,
2017-12-22T06:13:30.157Z,,,33.6,,42.3,54,
2017-12-22T06:13:40.157Z,,,33.6,,42.2,54,
2017-12-22T06:13:50.156Z,,,33.6,,42,54,
2017-12-22T06:14:00.156Z,,,33.5,,41.9,54,
2017-12-22T06:14:10.157Z,,,33.5,,41.8,54,
2017-12-22T06:14:20.157Z,,,33.4,,41.7,54,
2017-12-22T06:14:30.157Z,,,33.4,,41.5,54,
2017-12-22T06:14:40.157Z,,,33.4,,41.4,54,
2017-12-22T06:14:50.157Z,,,33.3,,41.3,54,
2017-12-22T06:15:00.157Z,,,33.3,,41.2,54,
2017-12-22T06:15:10.157Z,,,33.3,,41,54,
2017-12-22T06:15:20.157Z,,,33.2,,40.9,54,
2017-12-22T06:15:30.157Z,,,33.2,,40.8,54,
2017-12-22T06:15:40.157Z,,,33.1,,40.7,54,
2017-12-22T06:15:50.158Z,,,33.1,,40.6,54,
2017-12-22T06:16:00.162Z,,,33.1,,40.5,54,
2017-12-22T06:16:10.157Z,,,32.9,,40.3,54,
2017-12-22T06:16:20.159Z,,,32.9,,40.2,54,
2017-12-22T06:16:30.158Z,,,32.9,,40.1,54,
2017-12-22T06:16:40.157Z,,,32.8,,39.9,54,
2017-12-22T06:16:50.157Z,1,40,32.8,0,43.3,54,
2017-12-22T06:17:00.158Z,,32,32.7,,45.1,54,
2017-12-22T06:17:10.157Z,,29,32.7,,45.4,54,
2017-12-22T06:17:20.163Z,,30,32.7,,,54,
2017-12-22T06:17:30.169Z,,,32.6,,,54,
2017-12-22T06:17:40.157Z,,,32.6,,,54,
2017-12-22T06:17:50.158Z,,29,32.6,,45.5,54,
2017-12-22T06:18:00.157Z,,,32.5,,45.7,54,
2017-12-22T06:18:10.157Z,,,32.5,,46,54,
2017-12-22T06:18:20.157Z,,,32.5,,46.1,54,
2017-12-22T06:18:30.159Z,,30,32.4,,46.3,54,
2017-12-22T06:18:40.158Z,,,32.4,,46.5,54,
2017-12-22T06:18:50.157Z,,29,32.4,,46.8,54,
2017-12-22T06:19:00.160Z,,29,32.3,,47,54,
2017-12-22T06:19:10.157Z,,,32.3,,47.2,54,
2017-12-22T06:19:20.158Z,,30,32.3,,47.4,54,
2017-12-22T06:19:30.161Z,,,32.3,,47.7,54,45
2017-12-22T06:19:40.157Z,,,32.3,,,54,
2017-12-22T06:19:50.158Z,,30,32.2,,48,54,46
2017-12-22T06:20:00.157Z,,,32.2,,48.1,54,
2017-12-22T06:20:10.158Z,,29,32.2,,48.2,54,
2017-12-22T06:20:20.157Z,,,32.1,,48.4,54,45
2017-12-22T06:20:30.158Z,,,32.1,,48.6,54,
2017-12-22T06:20:40.158Z,,,32.1,,48.8,54,
2017-12-22T06:20:50.158Z,1,0,32.1,0,48.8,54,
2017-12-22T06:21:00.158Z,,,32,,45.8,54,
2017-12-22T06:21:10.158Z,,,32,,44.9,54,
2017-12-22T06:21:20.158Z,,,32,,44.5,54,
2017-12-22T06:21:30.158Z,,,32,,44.4,54,
2017-12-22T06:21:40.158Z,,,32,,44.5,54,
2017-12-22T06:21:50.158Z,,,31.9,,44.6,54,
2017-12-22T06:22:00.158Z,,,31.9,,,54,
2017-12-22T06:22:10.289Z,,,31.9,,44.5,54,
2017-12-22T06:22:20.160Z,,,31.9,,,54,
2017-12-22T06:22:30.158Z,,,31.9,,44.4,54,
2017-12-22T06:22:40.159Z,,,31.8,,44.2,54,
2017-12-22T06:22:50.158Z,,,31.8,,44.1,54,
2017-12-22T06:23:00.158Z,,,31.8,,43.9,54,
2017-12-22T06:23:10.158Z,,,31.8,,43.8,54,
2017-12-22T06:23:20.159Z,,,31.8,,43.5,54,
2017-12-22T06:23:30.158Z,,,31.6,,43.3,54,
2017-12-22T06:23:40.158Z,,,31.6,,43.2,54,
2017-12-22T06:23:50.158Z,,,31.6,,43.1,54,
2017-12-22T06:24:00.161Z,,,31.6,,42.9,54,
2017-12-22T06:24:10.158Z,,,31.6,,42.8,54,
2017-12-22T06:24:20.160Z,,,31.6,,42.7,54,
2017-12-22T06:24:30.160Z,,,31.5,,42.4,54,
2017-12-22T06:24:40.158Z,,,31.5,,42.3,54,
2017-12-22T06:24:50.159Z,,,31.5,,42.2,54,
2017-12-22T06:25:00.158Z,,,31.5,,42.1,54,
2017-12-22T06:25:10.159Z,,,31.5,,41.9,54,
2017-12-22T06:25:20.159Z,,,31.5,,41.8,54,
2017-12-22T06:25:30.159Z,,,31.4,,41.7,54,
2017-12-22T06:25:40.159Z,,,31.4,,41.6,54,
2017-12-22T06:25:50.160Z,,,31.4,,41.4,54,
2017-12-22T06:26:00.159Z,,,31.4,,41.3,54,
