Time,HwActive,HwTSet,ActPow,HwTOutlet,PrimT,PrimTSet,ChActive
2018-01-22T04:16:43.568Z,,0,,19.4,,,
2018-01-22T04:16:53.568Z,,0,,19.4,,,
2018-01-22T04:17:03.684Z,,0,,19.4,,,
2018-01-22T04:17:13.568Z,,0,,19.4,30.2,,
2018-01-22T04:17:23.569Z,,0,,19.4,,,
2018-01-22T04:17:33.568Z,,0,,19.4,,,
2018-01-22T04:17:43.569Z,,0,,19.4,,,
2018-01-22T04:17:53.568Z,,0,,19.4,,,
2018-01-22T04:18:03.569Z,,0,,19.4,,,
2018-01-22T04:18:13.568Z,,0,,19.4,,,
2018-01-22T04:18:23.568Z,,0,,19.4,,,
2018-01-22T04:18:33.568Z,,0,,19.4,,,
2018-01-22T04:18:43.569Z,,0,,19.4,,,
2018-01-22T04:18:53.569Z,,0,,19.4,,,
2018-01-22T04:19:03.569Z,,0,,19.4,,,
2018-01-22T04:19:13.570Z,,0,,19.4,,,
2018-01-22T04:19:23.569Z,,0,,19.4,,,
2018-01-22T04:19:33.569Z,,0,,19.4,,,
2018-01-22T04:19:43.668Z,,0,,19.4,30.1,,
2018-01-22T04:19:53.569Z,,0,,19.4,,,
2018-01-22T04:20:03.569Z,,0,,19.4,,,
2018-01-22T04:20:13.571Z,,0,,19.4,,,
2018-01-22T04:20:23.571Z,,0,,19.4,,,
2018-01-22T04:20:33.569Z,,0,,19.4,,,
2018-01-22T04:20:43.569Z,,0,,19.4,,,
2018-01-22T04:20:53.569Z,,0,,19.4,,,
2018-01-22T04:21:03.570Z,,0,,19.4,,,
2018-01-22T04:21:13.569Z,,0,,19.4,,,
2018-01-22T04:21:23.569Z,,0,,19.4,,,
2018-01-22T04:21:33.569Z,,0,,19.4,,,
2018-01-22T04:21:43.623Z,,0,,19.4,,,
2018-01-22T04:21:53.569Z,,0,,19.4,,,
2018-01-22T04:22:03.569Z,,0,,19.4,,,
2018-01-22T04:22:13.570Z,,0,,19.4,,,
2018-01-22T04:22:23.569Z,,0,,19.4,,,
2018-01-22T04:22:33.569Z,,0,,19.4,30,,
2018-01-22T04:22:43.571Z,,0,,19.4,,,
2018-01-22T04:22:53.569Z,,0,,19.4,,,
2018-01-22T04:23:03.569Z,,0,,19.4,,,
2018-01-22T04:23:13.574Z,,0,,19.4,,,
2018-01-22T04:23:23.569Z,,0,,19.4,,,
2018-01-22T04:23:33.569Z,,0,,19.4,,,
2018-01-22T04:23:43.569Z,,0,,19.4,,,
2018-01-22T04:23:53.569Z,,0,,19.4,,,
2018-01-22T04:24:03.570Z,,0,,19.4,,,
2018-01-22T04:24:13.570Z,,0,,19.4,,,
2018-01-22T04:24:23.569Z,,0,,19.4,,,
2018-01-22T04:24:33.569Z,,0,,19.4,,,
2018-01-22T04:24:43.569Z,,0,,19.4,,,
2018-01-22T04:24:53.570Z,,0,,19.4,,,
2018-01-22T04:25:03.570Z,,0,,19.4,,,
2018-01-22T04:25:13.574Z,,0,,19.4,29.9,,
2018-01-22T04:25:23.570Z,,0,,19.4,29.9,,
2018-01-22T04:25:33.594Z,,0,,19.4,,,
2018-01-22T04:25:43.569Z,,0,,19.4,,,
2018-01-22T04:25:53.570Z,,0,,19.4,,,
2018-01-22T04:26:03.570Z,,0,,19.4,,,
2018-01-22T04:26:13.569Z,,0,,19.3,,,
2018-01-22T04:26:23.570Z,,0,,19.3,,,
2018-01-22T04:26:33.569Z,,0,,19.4,,,
2018-01-22T04:26:43.571Z,,0,,19.4,,,
2018-01-22T04:26:53.570Z,,0,,19.4,,,
2018-01-22T04:27:03.572Z,,0,,19.3,,,
2018-01-22T04:27:13.570Z,,0,,19.4,,,
2018-01-22T04:27:23.570Z,,0,,19.4,,,
2018-01-22T04:27:33.572Z,,0,,19.3,,,
2018-01-22T04:27:43.570Z,,0,,19.3,,,
2018-01-22T04:27:53.570Z,,0,,19.3,,,
2018-01-22T04:28:03.719Z,,0,,19.3,,,
2018-01-22T04:28:13.570Z,,0,,19.3,29.8,,
2018-01-22T04:28:23.570Z,,0,,19.4,,,
2018-01-22T04:28:33.570Z,,0,,19.3,,,
2018-01-22T04:28:43.570Z,,0,,19.3,,,
2018-01-22T04:28:53.570Z,,0,,19.3,,,
2018-01-22T04:29:03.570Z,,0,,19.3,,,
2018-01-22T04:29:13.570Z,,0,,19.3,,,
2018-01-22T04:29:23.571Z,,0,,19.3,,,
2018-01-22T04:29:33.572Z,,0,,19.3,,,
2018-01-22T04:29:43.570Z,,0,,19.3,,,
2018-01-22T04:29:53.570Z,,0,,19.3,,,
2018-01-22T04:30:03.571Z,,0,,19.3,,,
2018-01-22T04:30:13.570Z,,0,,19.3,,,
2018-01-22T04:30:23.570Z,,0,,19.3,,,
2018-01-22T04:30:33.570Z,,0,,19.3,,,
2018-01-22T04:30:43.570Z,,0,,19.3,,,
2018-01-22T04:30:53.570Z,,0,,19.3,,,
2018-01-22T04:31:03.570Z,,0,,19.3,29.6,,
2018-01-22T04:31:13.570Z,,0,,19.3,,,
2018-01-22T04:31:23.570Z,,0,,19.3,,,
2018-01-22T04:31:33.571Z,,0,,19.3,,,
2018-01-22T04:31:43.570Z,,0,,19.3,,,
2018-01-22T04:31:53.570Z,,0,,19.3,,,
2018-01-22T04:32:03.570Z,,0,,19.3,,,
2018-01-22T04:32:13.571Z,,0,,19.3,,,
2018-01-22T04:32:23.573Z,,0,,19.3,,,
2018-01-22T04:32:33.570Z,,0,,19.3,,,
2018-01-22T04:32:43.571Z,,0,,19.3,,,
2018-01-22T04:32:53.581Z,,0,,19.3,,,
2018-01-22T04:33:03.570Z,,0,,19.3,,,
2018-01-22T04:33:13.711Z,,0,,19.3,,,
2018-01-22T04:33:23.575Z,,0,,19.3,,,
2018-01-22T04:33:33.570Z,,0,,19.3,29.5,,
2018-01-22T04:33:43.570Z,,0,,19.3,29.6,,
2018-01-22T04:33:53.574Z,,0,,19.3,29.5,,
2018-01-22T04:34:03.571Z,,0,,19.3,,,
2018-01-22T04:34:13.571Z,,0,,19.3,,,
2018-01-22T04:34:28.661Z,,0,,19.3,,,
2018-01-22T04:34:33.571Z,,0,,19.3,,,
2018-01-22T04:34:43.574Z,,0,,19.3,,,
2018-01-22T04:34:53.571Z,,0,,19.3,,,
2018-01-22T04:35:03.571Z,,0,,19.3,,,
2018-01-22T04:35:13.571Z,,0,,19.3,,,
2018-01-22T04:35:23.571Z,,0,,19.3,,,
2018-01-22T04:35:33.623Z,,0,,19.3,,,
2018-01-22T04:35:43.572Z,,0,,19.3,,,
2018-01-22T04:35:53.571Z,,0,,19.3,,,
2018-01-22T04:36:03.571Z,,0,,19.3,,,
2018-01-22T04:36:13.571Z,,0,,19.3,29.4,,
2018-01-22T04:36:23.571Z,,0,,19.3,29.5,,
2018-01-22T04:36:33.571Z,,0,,19.3,29.4,,
2018-01-22T04:36:43.571Z,,0,,19.3,,,
2018-01-22T04:36:53.571Z,,0,,19.3,,,
2018-01-22T04:37:03.571Z,,0,,19.3,,,
2018-01-22T04:37:13.571Z,,0,,19.3,,,
2018-01-22T04:37:23.571Z,,0,,19.3,,,
2018-01-22T04:37:33.572Z,,0,,19.3,,,
2018-01-22T04:37:43.571Z,,0,,19.3,,,
2018-01-22T04:37:53.571Z,,0,,19.3,,,
2018-01-22T04:38:03.571Z,,0,,19.2,,,
2018-01-22T04:38:13.571Z,,0,,19.2,,,
2018-01-22T04:38:23.571Z,,0,,19.2,,,
2018-01-22T04:38:33.571Z,,0,,19.2,,,
2018-01-22T04:38:43.575Z,,0,,19.3,,,
2018-01-22T04:38:53.573Z,,0,,19.2,,,
2018-01-22T04:39:03.804Z,,0,,19.2,,,
2018-01-22T04:39:13.572Z,,0,,19.3,29.3,,
2018-01-22T04:39:23.579Z,,0,,19.2,29.4,,
2018-01-22T04:39:33.571Z,,0,,19.2,,,
2018-01-22T04:39:43.572Z,,0,,19.2,29.3,,
2018-01-22T04:39:53.571Z,,0,,19.2,,,
2018-01-22T04:40:03.571Z,,0,,19.2,,,
2018-01-22T04:40:13.571Z,,0,,19.2,,,
2018-01-22T04:40:23.571Z,,0,,19.2,,,
2018-01-22T04:40:33.571Z,,0,,19.2,,,
2018-01-22T04:40:43.575Z,,0,,19.2,,,
2018-01-22T04:40:53.571Z,,0,,19.2,,,
2018-01-22T04:41:03.572Z,,0,,19.2,,,
2018-01-22T04:41:13.572Z,,0,,19.2,,,
2018-01-22T04:41:23.572Z,,0,,19.2,,,
2018-01-22T04:41:33.572Z,,0,,19.2,,,
2018-01-22T04:41:43.572Z,,0,,19.2,,,
2018-01-22T04:41:53.571Z,,0,,19.2,,,
2018-01-22T04:42:03.578Z,,0,,19.2,,,
2018-01-22T04:42:13.572Z,,0,,19.2,,,
2018-01-22T04:42:23.571Z,,0,,19.2,29.2,,
2018-01-22T04:42:33.573Z,,0,,19.2,29.3,,
2018-01-22T04:42:43.572Z,,0,,19.2,29.2,,
2018-01-22T04:42:53.572Z,,0,,19.2,,,
2018-01-22T04:43:03.573Z,,0,,19.2,,,
2018-01-22T04:43:13.580Z,,0,,19.2,,,
2018-01-22T04:43:23.572Z,,0,,19.2,,,
2018-01-22T04:43:33.572Z,,0,,19.2,,,
2018-01-22T04:43:43.582Z,,0,,19.2,,,
2018-01-22T04:43:53.572Z,,0,,19.2,,,
2018-01-22T04:44:03.572Z,,0,,19.2,,,
2018-01-22T04:44:13.574Z,,0,,19.2,,,
2018-01-22T04:44:23.577Z,,0,,19.2,,,
2018-01-22T04:44:33.572Z,,0,,19.2,,,
2018-01-22T04:44:43.572Z,,0,,19.2,,,
2018-01-22T04:44:53.572Z,,0,,19.2,,,
2018-01-22T04:45:03.572Z,,0,,19.2,29,,
2018-01-22T04:45:13.572Z,,0,,19.2,,,
2018-01-22T04:45:23.572Z,,0,,19.2,,,
2018-01-22T04:45:33.572Z,,0,,19.2,,,
2018-01-22T04:45:43.572Z,,0,,19.2,,,
2018-01-22T04:45:53.574Z,,0,,19.2,,,
2018-01-22T04:46:03.573Z,,0,,19.2,,,
2018-01-22T04:46:13.585Z,,0,,19.2,,,
2018-01-22T04:46:23.572Z,,0,,19.2,,,
2018-01-22T04:46:33.572Z,,0,,19.2,,,
2018-01-22T04:46:43.572Z,,0,,19.2,,,
2018-01-22T04:46:53.572Z,,0,,19.2,,,
2018-01-22T04:47:03.576Z,,0,,19.2,,,
2018-01-22T04:47:13.572Z,,0,,19.2,,,
2018-01-22T04:47:23.572Z,,0,,19.2,,,
2018-01-22T04:47:33.573Z,,0,,19.2,,,
2018-01-22T04:47:43.572Z,,0,,19.2,,,
2018-01-22T04:47:53.576Z,,0,,19.2,29,,
2018-01-22T04:48:03.573Z,,0,,19.2,29,,
2018-01-22T04:48:13.573Z,,0,,19.2,28.9,,
2018-01-22T04:48:23.573Z,,0,,19.2,,,
2018-01-22T04:48:33.572Z,,0,,19.2,,,
2018-01-22T04:48:43.573Z,,0,,19.2,,,
2018-01-22T04:48:53.573Z,,0,,19.2,,,
2018-01-22T04:49:03.573Z,,0,,19.2,,,
2018-01-22T04:49:13.573Z,,0,,19.2,,,
2018-01-22T04:49:23.573Z,,0,,19.2,,,
2018-01-22T04:49:33.574Z,,0,,19,,,
2018-01-22T04:49:43.594Z,,0,,19.2,,,
2018-01-22T04:49:53.573Z,,0,,19.2,,,
2018-01-22T04:50:03.586Z,,0,,19.2,,,
2018-01-22T04:50:13.573Z,,0,,19.2,,,
2018-01-22T04:50:23.581Z,,0,,19.2,,,
2018-01-22T04:50:33.577Z,,0,,19.2,,,
2018-01-22T04:50:43.574Z,,0,,19.2,28.8,,
2018-01-22T04:50:53.579Z,,0,,19.2,28.9,,
2018-01-22T04:51:03.574Z,,0,,19.2,28.8,,
2018-01-22T04:51:13.573Z,,0,,19.2,,,
2018-01-22T04:51:23.573Z,,0,,19,,,
2018-01-22T04:51:33.586Z,,0,,19,,,
2018-01-22T04:51:43.573Z,,0,,19,,,
2018-01-22T04:51:53.573Z,,0,,19,,,
2018-01-22T04:52:03.573Z,,0,,19,,,
2018-01-22T04:52:13.575Z,,0,,19,,,
2018-01-22T04:52:23.574Z,,0,,19,,,
2018-01-22T04:52:33.573Z,,0,,19,,,
2018-01-22T04:52:43.572Z,,0,,19,,,
2018-01-22T04:52:53.600Z,,0,,19,,,
2018-01-22T04:53:03.577Z,,0,,19,,,
2018-01-22T04:53:13.573Z,,0,,19,,,
2018-01-22T04:53:23.575Z,,0,,19,,,
2018-01-22T04:53:33.573Z,,0,,19,,,
2018-01-22T04:53:43.672Z,,0,,19,,,
2018-01-22T04:53:53.573Z,,0,,19,28.7,,
2018-01-22T04:54:03.576Z,,0,,19,28.8,,
2018-01-22T04:54:13.574Z,,0,,19,28.7,,
2018-01-22T04:54:23.580Z,,0,,19,,,
2018-01-22T04:54:33.603Z,,0,,19,,,
2018-01-22T04:54:43.573Z,,0,,19,,,
2018-01-22T04:54:53.573Z,,0,,19,,,
2018-01-22T04:55:03.575Z,,0,,19,,,
2018-01-22T04:55:13.574Z,,0,,19,,,
2018-01-22T04:55:23.573Z,,0,,19,,,
2018-01-22T04:55:33.574Z,,0,,19,,,
2018-01-22T04:55:43.574Z,,0,,19,,,
2018-01-22T04:55:53.574Z,,0,,19,,,
2018-01-22T04:56:03.578Z,,0,,19,,,
2018-01-22T04:56:13.573Z,,0,,19,,,
2018-01-22T04:56:23.574Z,,0,,19,,,
2018-01-22T04:56:33.574Z,,0,,19,,,
2018-01-22T04:56:43.573Z,,0,,19,,,
2018-01-22T04:56:53.574Z,,0,,19,,,
2018-01-22T04:57:03.574Z,,0,,19,,,
2018-01-22T04:57:13.573Z,,0,,19,28.6,,
2018-01-22T04:57:23.573Z,,0,,19,,,
2018-01-22T04:57:33.574Z,,0,,19,,,
2018-01-22T04:57:43.574Z,,0,,19,,,
2018-01-22T04:57:53.577Z,,0,,19,,,
2018-01-22T04:58:03.574Z,,0,,19,,,
2018-01-22T04:58:13.574Z,,0,,19,,,
2018-01-22T04:58:23.574Z,,0,,19,,,
2018-01-22T04:58:33.574Z,,0,,19,,,
2018-01-22T04:58:43.574Z,,0,,19,,,
2018-01-22T04:58:53.574Z,,0,,19,,,
2018-01-22T04:59:03.574Z,,0,,19,,,
2018-01-22T04:59:13.574Z,,0,,19,,,
2018-01-22T04:59:23.574Z,,0,,19,,,
2018-01-22T04:59:33.575Z,,0,,19,,,
2018-01-22T04:59:43.604Z,,0,,19,,,
2018-01-22T04:59:53.574Z,,0,,19,,,
2018-01-22T05:00:03.574Z,,0,,19,,,
2018-01-22T05:00:13.574Z,,0,,19,,,
2018-01-22T05:00:23.574Z,,0,,19,28.4,,
2018-01-22T05:00:33.574Z,,0,,19,,,
2018-01-22T05:00:43.574Z,,0,,19,,,
2018-01-22T05:00:53.574Z,0,0,0,19,28.4,5,0
2018-01-22T05:01:03.574Z,,0,,19,,,
2018-01-22T05:01:13.574Z,,0,,19,,,
2018-01-22T05:01:23.574Z,,0,,19,,,
2018-01-22T05:01:33.576Z,,0,,19,,,
2018-01-22T05:01:43.606Z,,0,,19,,,
2018-01-22T05:01:53.574Z,,0,,19,,,
2018-01-22T05:02:03.574Z,,0,,19,,,
2018-01-22T05:02:13.574Z,,0,,19,,,
2018-01-22T05:02:23.580Z,,0,,19,,,
2018-01-22T05:02:33.574Z,,0,,19,,,
2018-01-22T05:02:43.575Z,,0,,19,,,
2018-01-22T05:02:53.575Z,,0,,19,,,
2018-01-22T05:03:03.575Z,,0,,19,,,
2018-01-22T05:03:13.574Z,,0,,19,,,
2018-01-22T05:03:23.578Z,,0,,19,,,
2018-01-22T05:03:33.576Z,,0,,19,28.3,,
2018-01-22T05:03:43.575Z,,0,,19,28.4,,
2018-01-22T05:03:53.579Z,,0,,19,28.3,,
2018-01-22T05:04:03.575Z,,0,,19,,,
2018-01-22T05:04:13.574Z,,0,,19,,,
2018-01-22T05:04:23.575Z,,0,,19,,,
2018-01-22T05:04:33.583Z,,0,,19,,,
2018-01-22T05:04:43.590Z,,0,,18.9,,,
2018-01-22T05:04:53.575Z,,0,,18.9,,,
2018-01-22T05:05:03.581Z,,0,,18.9,,,
2018-01-22T05:05:13.575Z,,0,,18.9,,,
2018-01-22T05:05:23.580Z,,0,,19,,,
2018-01-22T05:05:33.578Z,,0,,19,,,
2018-01-22T05:05:43.581Z,,0,,18.9,,,
2018-01-22T05:05:53.575Z,,0,,18.9,,,
2018-01-22T05:06:03.578Z,,0,,18.9,,,
2018-01-22T05:06:13.574Z,,0,,18.9,,,
2018-01-22T05:06:23.575Z,,0,,18.9,,,
2018-01-22T05:06:33.579Z,,0,,18.9,,,
2018-01-22T05:06:43.575Z,,0,,18.9,,,
2018-01-22T05:06:53.580Z,,0,,18.9,28.2,,
2018-01-22T05:07:09.046Z,,0,,18.9,,,
2018-01-22T05:07:14.049Z,,0,,18.9,,,
2018-01-22T05:07:23.576Z,,0,,18.9,,,
2018-01-22T05:07:33.580Z,,0,,18.9,,,
2018-01-22T05:07:43.576Z,,0,,18.9,,,
2018-01-22T05:07:53.575Z,,0,,18.9,,,
2018-01-22T05:08:03.575Z,,0,,18.9,,,
2018-01-22T05:08:13.575Z,,0,,18.9,,,
2018-01-22T05:08:23.575Z,,0,,18.9,,,
2018-01-22T05:08:33.575Z,,0,,18.9,,,
2018-01-22T05:08:43.575Z,,0,,18.9,,,
2018-01-22T05:08:53.575Z,,0,,18.9,,,
2018-01-22T05:09:03.577Z,,0,,18.9,,,
2018-01-22T05:09:13.583Z,,0,,18.9,,,
2018-01-22T05:09:23.580Z,,0,,18.9,,,
2018-01-22T05:09:33.575Z,,0,,18.9,,,
2018-01-22T05:09:43.596Z,,0,,18.9,28.1,,
2018-01-22T05:09:53.580Z,,0,,18.9,,,
2018-01-22T05:10:03.814Z,,0,,18.9,,,
2018-01-22T05:10:13.617Z,,0,,18.9,,,
2018-01-22T05:10:23.576Z,,0,,18.9,,,
2018-01-22T05:10:33.578Z,,0,,18.9,,,
2018-01-22T05:10:43.575Z,,0,,18.9,,,
2018-01-22T05:10:53.576Z,,0,,18.9,,,
2018-01-22T05:11:03.577Z,,0,,18.9,,,
2018-01-22T05:11:13.668Z,,0,,18.9,,,
2018-01-22T05:11:23.576Z,,0,,18.9,,,
2018-01-22T05:11:33.576Z,,0,,18.9,,,
2018-01-22T05:11:43.575Z,,0,,18.9,,,
2018-01-22T05:11:53.575Z,,0,,18.9,,,
2018-01-22T05:12:03.575Z,,0,,18.9,,,
2018-01-22T05:12:13.589Z,,0,,18.9,,,
2018-01-22T05:12:23.601Z,,0,,18.9,,,
2018-01-22T05:12:33.576Z,,0,,18.9,,,
2018-01-22T05:12:43.587Z,,0,,18.9,,,
2018-01-22T05:12:53.580Z,,0,,18.9,,,
2018-01-22T05:13:03.590Z,0,0,,27.8,27.2,0,0
2018-01-22T05:13:13.576Z,,0,,27.9,27.7,,
2018-01-22T05:13:23.576Z,,0,,27.8,,,
2018-01-22T05:13:33.578Z,,0,,27.7,,,
2018-01-22T05:13:43.576Z,,0,,27.7,,,
2018-01-22T05:13:53.576Z,,0,,27.5,,,
2018-01-22T05:14:03.576Z,,0,,27.3,27.6,5,
2018-01-22T05:14:13.592Z,,0,,27.3,,,
2018-01-22T05:14:23.576Z,,0,,27.2,,,
2018-01-22T05:14:33.577Z,,0,,27.1,,,
2018-01-22T05:14:43.577Z,,0,,26.9,,,
2018-01-22T05:14:53.577Z,,0,,26.8,,,
2018-01-22T05:15:03.577Z,,0,,26.7,,,
2018-01-22T05:15:13.578Z,,0,,26.6,27.5,,
2018-01-22T05:15:23.581Z,,0,,26.5,,,
2018-01-22T05:15:33.589Z,,0,,26.3,,,
2018-01-22T05:15:43.577Z,,0,,26.3,,,
2018-01-22T05:15:53.577Z,,0,,26.2,,,
2018-01-22T05:16:13.577Z,,0,,26,,,
2018-01-22T05:16:23.580Z,,0,,26,,,
2018-01-22T05:16:33.578Z,,0,,25.9,27.3,,
2018-01-22T05:16:43.577Z,,0,,25.7,,,
2018-01-22T05:16:53.578Z,,0,,25.7,,,
2018-01-22T05:17:03.586Z,,0,,25.6,,,
2018-01-22T05:17:13.586Z,,0,,25.5,,,
2018-01-22T05:17:23.616Z,,0,,25.5,,,
2018-01-22T05:17:33.618Z,,0,,25.4,,,
2018-01-22T05:17:43.577Z,,0,,25.3,,,
2018-01-22T05:17:53.609Z,,0,,25.3,27.2,,
2018-01-22T05:18:03.577Z,,0,,25.1,,,
2018-01-22T05:18:13.581Z,,0,,25.1,,,
2018-01-22T05:18:23.577Z,,0,,25,,,
2018-01-22T05:18:33.577Z,,0,,25,,,
2018-01-22T05:18:43.612Z,,0,,24.9,,,
2018-01-22T05:18:53.577Z,,0,,24.9,,,
2018-01-22T05:19:03.577Z,,0,,24.8,,,
2018-01-22T05:19:13.577Z,,0,,24.8,27.1,,
2018-01-22T05:19:23.583Z,,0,,24.7,,,
2018-01-22T05:19:33.577Z,,0,,24.7,,,
2018-01-22T05:19:43.579Z,,0,,24.5,,,
2018-01-22T05:19:53.577Z,,0,,24.5,,,
2018-01-22T05:20:03.577Z,,0,,24.4,,,
2018-01-22T05:20:13.580Z,,0,,24.4,,,
2018-01-22T05:20:23.577Z,,0,,24.4,,,
2018-01-22T05:20:33.580Z,,0,,24.3,,,
2018-01-22T05:20:43.577Z,,0,,24.3,,,
2018-01-22T05:20:53.588Z,,0,,24.2,27,,
2018-01-22T05:21:03.578Z,,0,,24.2,,,
2018-01-22T05:21:13.578Z,,0,,24.2,,,
2018-01-22T05:21:23.576Z,,0,,24,,,
2018-01-22T05:21:33.576Z,,0,,24,,,
2018-01-22T05:21:43.581Z,,0,,23.9,,,
2018-01-22T05:21:53.577Z,,0,,23.9,,,
2018-01-22T05:22:03.580Z,,0,,23.9,,,
2018-01-22T05:22:13.591Z,,0,,23.8,,,
2018-01-22T05:22:23.590Z,,0,,23.8,,,
2018-01-22T05:22:33.586Z,,0,,23.8,,,
2018-01-22T05:22:43.578Z,,0,,23.7,,,
2018-01-22T05:22:53.578Z,,0,,23.7,,,
2018-01-22T05:23:03.594Z,,0,,23.7,26.9,,
2018-01-22T05:23:13.577Z,,0,,23.6,,,
2018-01-22T05:23:23.577Z,,0,,23.6,,,
2018-01-22T05:23:33.774Z,,0,,23.6,,,
2018-01-22T05:23:43.578Z,,0,,23.4,,,
2018-01-22T05:23:53.577Z,,0,,23.4,,,
2018-01-22T05:24:03.581Z,,0,,23.3,,,
2018-01-22T05:24:13.577Z,,0,,23.3,,,
2018-01-22T05:24:23.577Z,,0,,23.3,,,
2018-01-22T05:24:33.577Z,,0,,23.3,,,
2018-01-22T05:24:43.577Z,,0,,23.2,,,
2018-01-22T05:24:53.577Z,,0,,23.2,,,
2018-01-22T05:25:03.581Z,,0,,23.2,,,
2018-01-22T05:25:13.578Z,,0,,23.1,,,
2018-01-22T05:25:23.577Z,,0,,23.1,,,
2018-01-22T05:25:33.577Z,,0,,23.1,26.7,,
2018-01-22T05:25:43.577Z,,0,,23.1,,,
2018-01-22T05:25:53.578Z,,0,,23,,,
2018-01-22T05:26:03.732Z,,0,,23,,,
2018-01-22T05:26:13.578Z,,0,,23,,,
2018-01-22T05:26:23.578Z,,0,,22.8,,,
2018-01-22T05:26:33.578Z,,0,,22.8,,,
2018-01-22T05:26:43.578Z,,0,,22.8,,,
2018-01-22T05:26:53.578Z,,0,,22.8,,,
2018-01-22T05:27:03.580Z,,0,,22.8,,,
2018-01-22T05:27:13.578Z,,0,,22.7,,,
2018-01-22T05:27:23.578Z,,0,,22.7,,,
2018-01-22T05:27:33.578Z,,0,,22.7,,,
2018-01-22T05:27:43.578Z,,0,,22.7,26.6,,
2018-01-22T05:27:53.578Z,,0,,22.6,,,
2018-01-22T05:28:03.582Z,,0,,22.6,,,
2018-01-22T05:28:13.579Z,,0,,22.6,,,
2018-01-22T05:28:23.596Z,,0,,22.6,,,
2018-01-22T05:28:33.578Z,,0,,22.5,,,
2018-01-22T05:28:43.578Z,,0,,22.5,,,
2018-01-22T05:28:53.578Z,,0,,22.5,,,
2018-01-22T05:29:03.578Z,,0,,22.5,,,
2018-01-22T05:29:13.580Z,,0,,22.4,,,
2018-01-22T05:29:23.579Z,,0,,22.4,,,
2018-01-22T05:29:33.578Z,,0,,22.4,,,
2018-01-22T05:29:43.578Z,,0,,22.4,,,
2018-01-22T05:29:53.578Z,,0,,22.4,,,
2018-01-22T05:30:13.578Z,0,54,,22.2,26.7,20,2
2018-01-22T05:30:23.578Z,0,54,45,22.2,25.8,62,2
2018-01-22T05:30:33.582Z,,54,34,22.2,27.3,,
2018-01-22T05:30:43.578Z,,54,29,22.2,27.7,,
2018-01-22T05:30:53.580Z,,54,29,22.1,26.5,,
2018-01-22T05:31:03.578Z,,,,,24.9,,
2018-01-22T05:31:13.579Z,,54,30,22.1,24.2,,
2018-01-22T05:31:23.619Z,,54,,22.1,,,
2018-01-22T05:31:33.578Z,,54,29,22.1,24.6,,
2018-01-22T05:31:43.578Z,,54,29,22.1,25.1,,
2018-01-22T05:31:53.578Z,,54,30,22,25.4,,
2018-01-22T05:32:03.578Z,,54,,22,25.7,,
2018-01-22T05:32:13.578Z,,54,34,22,26.1,,
2018-01-22T05:32:23.581Z,,54,42,22,27.5,,
2018-01-22T05:32:33.582Z,,54,49,22,29.3,,
2018-01-22T05:32:43.647Z,,54,58,22,31.2,,
2018-01-22T05:32:53.579Z,,54,64,22,32.3,,
2018-01-22T05:33:03.578Z,,54,72,21.9,34,,
2018-01-22T05:33:13.581Z,,54,79,21.9,35.8,,
2018-01-22T05:33:23.578Z,,,87,,37.8,,
2018-01-22T05:33:33.579Z,,54,93,21.9,39.7,,
2018-01-22T05:33:43.596Z,,54,100,21.9,41.5,,
2018-01-22T05:33:53.579Z,,54,,21.9,43.2,,
2018-01-22T05:34:03.578Z,,,,,44.1,,
2018-01-22T05:34:13.578Z,,54,,21.9,44.9,,
2018-01-22T05:34:23.578Z,,54,,21.9,45.5,,
2018-01-22T05:34:33.579Z,,54,,21.9,46.2,,
2018-01-22T05:34:43.601Z,,54,,21.9,46.9,,
2018-01-22T05:34:53.578Z,,54,,21.9,47.8,,
2018-01-22T05:35:03.579Z,,,,,48.6,,
2018-01-22T05:35:13.580Z,,54,,21.9,49.5,,
2018-01-22T05:35:23.578Z,,54,,21.9,50.3,,
2018-01-22T05:35:33.578Z,,54,,21.9,51.3,,
2018-01-22T05:35:43.624Z,,54,,21.9,52.2,,
2018-01-22T05:35:53.581Z,,54,,21.9,53.1,,
2018-01-22T05:36:03.579Z,,54,,21.9,54,,
2018-01-22T05:36:13.579Z,,54,,21.9,55,,
2018-01-22T05:36:23.579Z,,54,100,21.9,55.9,,
2018-01-22T05:36:33.579Z,,54,,21.9,56.7,,
2018-01-22T05:36:43.580Z,,54,,22,57.4,,
2018-01-22T05:36:53.579Z,,54,,22,58.2,,
2018-01-22T05:37:03.579Z,,,,,58.9,,
2018-01-22T05:37:13.579Z,,54,100,22,59.6,,
2018-01-22T05:37:23.645Z,,54,,22,60.4,,
2018-01-22T05:37:33.579Z,,54,,22,61.2,,
2018-01-22T05:37:43.579Z,,54,,22.1,62,,
2018-01-22T05:37:53.579Z,,54,97,22.1,62.7,,
2018-01-22T05:38:03.584Z,,,90,,63.1,,
2018-01-22T05:38:13.579Z,,54,82,22.2,62.7,,
2018-01-22T05:38:23.579Z,,54,77,22.2,62.2,,
2018-01-22T05:38:33.579Z,,54,76,22.2,62,,
2018-01-22T05:38:43.580Z,,54,75,22.4,62.2,,
2018-01-22T05:38:53.579Z,,54,72,22.4,62.6,,
2018-01-22T05:39:03.579Z,,54,65,22.4,62.7,,
2018-01-22T05:39:13.596Z,,54,60,22.5,62.5,,
