Time,ChActive,PrimTSet,ActPow,HwActive,PrimT,HwTSet,HwTOutlet
2018-02-03T00:00:03.269Z,,,,,,0,26.1
2018-02-03T00:00:08.147Z,,,,,,0,26.1
2018-02-03T00:00:18.148Z,,,,,,0,26.1
2018-02-03T00:00:28.155Z,,,,,,0,26
2018-02-03T00:00:38.491Z,,,,,,0,26
2018-02-03T00:00:48.146Z,,,,,,0,26
2018-02-03T00:00:58.150Z,,,,,,0,26
2018-02-03T00:01:08.167Z,0,0,,0,41.8,0,28.5
2018-02-03T00:01:18.158Z,0,,,0,37.2,0,34.5
2018-02-03T00:01:28.146Z,,,,,37.1,0,34.3
2018-02-03T00:01:39.412Z,,,,,,0,34.2
2018-02-03T00:01:48.153Z,,,,,,0,34.2
2018-02-03T00:01:58.147Z,,,,,,0,34.1
2018-02-03T00:02:08.177Z,,,,,,0,34
2018-02-03T00:02:18.147Z,,5,,,36.9,0,33.9
2018-02-03T00:02:28.145Z,,,,,,0,33.8
2018-02-03T00:02:38.152Z,,,,,,0,33.8
2018-02-03T00:02:48.231Z,,,,,,0,33.7
2018-02-03T00:02:58.169Z,,,,,,0,33.6
2018-02-03T00:03:08.150Z,,,,,,0,33.5
2018-02-03T00:03:18.145Z,,,,,36.8,0,33.4
2018-02-03T00:03:28.152Z,,,,,,0,33.3
2018-02-03T00:03:38.155Z,,,,,,0,33.2
2018-02-03T00:03:48.155Z,,,,,,0,33.2
2018-02-03T00:03:58.147Z,,,,,,0,33.1
2018-02-03T00:04:08.149Z,,,,,,0,32.9
2018-02-03T00:04:18.147Z,,,,,,0,32.8
2018-02-03T00:04:28.151Z,,,,,,0,32.7
2018-02-03T00:04:38.987Z,,,,,,0,32.6
2018-02-03T00:04:48.147Z,,,,,,0,32.6
2018-02-03T00:04:58.154Z,,,,,,0,32.5
2018-02-03T00:05:08.148Z,,,,,,0,32.4
2018-02-03T00:05:18.146Z,,,,,36.9,0,32.4
2018-02-03T00:05:28.173Z,,,,,,0,32.3
2018-02-03T00:05:38.373Z,,,,,,0,32.2
2018-02-03T00:05:48.149Z,,,,,,0,32.1
2018-02-03T00:05:58.160Z,,,,,,0,32.1
2018-02-03T00:06:08.147Z,,,,,,0,32
2018-02-03T00:06:18.154Z,,,,,,0,32
2018-02-03T00:06:28.147Z,,,,,,0,31.9
2018-02-03T00:06:38.890Z,,,,,,0,31.8
2018-02-03T00:06:48.153Z,,,,,,0,31.6
2018-02-03T00:06:58.148Z,,,,,,0,31.6
2018-02-03T00:07:08.146Z,,,,,,0,31.5
2018-02-03T00:07:18.148Z,,,,,,0,31.5
2018-02-03T00:07:28.152Z,,,,,,0,31.4
2018-02-03T00:07:39.513Z,,,,,,0,31.4
2018-02-03T00:07:48.154Z,,,,,,0,31.3
2018-02-03T00:07:58.149Z,,,,,36.8,0,31.3
2018-02-03T00:08:08.147Z,,,,,,0,31.2
2018-02-03T00:08:18.149Z,,,,,,0,31
2018-02-03T00:08:28.152Z,,,,,,0,31
2018-02-03T00:08:38.149Z,,,,,,0,30.9
2018-02-03T00:08:48.148Z,,,,,,0,30.9
2018-02-03T00:08:58.149Z,,,,,,0,30.8
2018-02-03T00:09:08.156Z,,,,,,0,30.8
2018-02-03T00:09:18.147Z,,,,,,0,30.7
2018-02-03T00:09:28.154Z,,,,,,0,30.7
2018-02-03T00:09:38.155Z,,,,,,0,30.6
2018-02-03T00:09:48.150Z,,,,,36.7,0,30.6
2018-02-03T00:09:59.392Z,,,,,,0,30.4
2018-02-03T00:10:08.153Z,,,,,,0,30.3
2018-02-03T00:10:18.146Z,,,,,,0,30.3
2018-02-03T00:10:28.148Z,,,,,,0,30.3
2018-02-03T00:10:38.152Z,,,,,,0,30.2
2018-02-03T00:10:48.149Z,,,,,,0,30.2
2018-02-03T00:10:58.146Z,,,,,,0,30.1
2018-02-03T00:11:08.149Z,,,,,,0,30.1
2018-02-03T00:11:18.146Z,,,,,36.6,0,30
2018-02-03T00:11:28.146Z,,,,,,0,30
2018-02-03T00:11:38.148Z,,,,,,0,29.8
2018-02-03T00:11:48.185Z,,,,,,0,29.8
2018-02-03T00:11:58.146Z,,,,,,0,29.7
2018-02-03T00:12:08.147Z,,,,,,0,29.7
2018-02-03T00:12:18.148Z,,,,,,0,29.6
2018-02-03T00:12:28.147Z,,,,,,0,29.6
2018-02-03T00:12:38.147Z,,,,,,0,29.5
2018-02-03T00:12:48.147Z,,,,,36.5,0,29.5
2018-02-03T00:12:58.147Z,,,,,,0,29.3
2018-02-03T00:13:08.148Z,,,,,,0,29.3
2018-02-03T00:13:18.147Z,,,,,,0,29.3
2018-02-03T00:13:28.147Z,,,,,,0,29.2
2018-02-03T00:13:38.148Z,,,,,,0,29.2
2018-02-03T00:13:48.147Z,,,,,,0,29.1
2018-02-03T00:13:58.146Z,,,,,,0,29.1
2018-02-03T00:14:08.147Z,,,,,,0,29
2018-02-03T00:14:18.147Z,,,,,,0,29
2018-02-03T00:14:28.147Z,,,,,36.4,0,29
2018-02-03T00:14:38.148Z,,,,,,0,28.9
2018-02-03T00:14:48.147Z,,,,,,0,28.9
2018-02-03T00:14:58.148Z,,,,,,0,28.7
2018-02-03T00:15:08.147Z,,,,,,0,28.7
2018-02-03T00:15:18.147Z,,,,,,0,28.7
2018-02-03T00:15:28.153Z,,,,,,0,28.6
2018-02-03T00:15:38.147Z,,,,,,0,28.6
2018-02-03T00:15:48.147Z,,,,,,0,28.6
2018-02-03T00:15:58.148Z,,,,,,0,28.5
2018-02-03T00:16:08.147Z,,,,,,0,28.5
2018-02-03T00:16:18.147Z,,,,,36.3,0,28.4
2018-02-03T00:16:28.150Z,,,,,,0,28.4
2018-02-03T00:16:38.147Z,,,,,,0,28.4
2018-02-03T00:16:48.147Z,,,,,,0,28.3
2018-02-03T00:16:58.147Z,,,,,,0,28.3
2018-02-03T00:17:08.151Z,,,,,,0,28.3
2018-02-03T00:17:18.147Z,,,,,,0,28.1
2018-02-03T00:17:28.153Z,,,,,,0,28.1
2018-02-03T00:17:38.148Z,,,,,,0,28.1
2018-02-03T00:17:48.147Z,,,,,,0,28
2018-02-03T00:17:58.150Z,,,,,36.2,0,28
2018-02-03T00:18:08.148Z,,,,,,0,28
2018-02-03T00:18:18.148Z,,,,,,0,27.9
2018-02-03T00:18:28.148Z,,,,,,0,27.9
2018-02-03T00:18:38.148Z,,,,,,0,27.9
2018-02-03T00:18:48.147Z,,,,,,0,27.9
2018-02-03T00:18:58.149Z,,,,,,0,27.8
2018-02-03T00:19:08.148Z,0,5,0,0,36.2,0,27.8
2018-02-03T00:19:18.154Z,,,,,,0,27.8
2018-02-03T00:19:28.148Z,,,,,,0,27.7
2018-02-03T00:19:38.167Z,,,,,,0,27.7
2018-02-03T00:19:48.374Z,,,,,,0,27.7
2018-02-03T00:19:58.171Z,,,,,,0,27.5
2018-02-03T00:20:08.204Z,,,,,36.1,0,27.5
2018-02-03T00:20:18.148Z,,,,,,0,27.5
2018-02-03T00:20:28.148Z,,,,,,0,27.4
2018-02-03T00:20:38.151Z,,,,,,0,27.4
2018-02-03T00:20:48.158Z,,,,,,0,27.4
2018-02-03T00:20:58.149Z,,,,,,0,27.3
2018-02-03T00:21:08.149Z,,,,,,0,27.3
2018-02-03T00:21:18.149Z,,,,,,0,27.3
2018-02-03T00:21:28.148Z,,,,,,0,27.3
2018-02-03T00:21:38.159Z,,,,,,0,27.2
2018-02-03T00:21:48.148Z,,,,,36,0,27.2
2018-02-03T00:21:58.148Z,,,,,,0,27.2
2018-02-03T00:22:08.148Z,,,,,,0,27.2
2018-02-03T00:22:18.148Z,,,,,,0,27.1
2018-02-03T00:22:28.156Z,,,,,,0,27.1
2018-02-03T00:22:38.150Z,,,,,,0,27.1
2018-02-03T00:22:48.212Z,,,,,,0,26.9
2018-02-03T00:22:58.148Z,,,,,,0,26.9
2018-02-03T00:23:08.148Z,,,,,,0,26.9
2018-02-03T00:23:23.168Z,,,,,,0,26.9
2018-02-03T00:23:28.149Z,,,,,,0,26.8
2018-02-03T00:23:38.152Z,,,,,36,0,26.8
2018-02-03T00:23:48.148Z,,,,,35.9,0,26.8
2018-02-03T00:23:58.151Z,,,,,,0,26.8
2018-02-03T00:24:08.148Z,,,,,,0,26.7
2018-02-03T00:24:18.365Z,,,,,,0,26.7
