Time,HwTOutlet,HwActive,PrimTSet,HwTSet,ActPow,ChActive,PrimT
2018-01-03T00:46:23.389Z,21.7,,,0,,,
2018-01-03T00:46:33.392Z,21.7,,,0,,,
2018-01-03T00:46:43.389Z,21.7,,,0,,,
2018-01-03T00:46:53.392Z,21.7,,,0,,,
2018-01-03T00:47:03.394Z,21.7,,,0,,,
2018-01-03T00:47:13.393Z,21.7,,,0,,,
2018-01-03T00:47:23.390Z,21.7,,,0,,,
2018-01-03T00:47:33.394Z,21.7,,,0,,,36.3
2018-01-03T00:47:43.391Z,21.6,,,0,,,
2018-01-03T00:47:53.499Z,21.6,,,0,,,
2018-01-03T00:48:03.389Z,21.7,,,0,,,
2018-01-03T00:48:13.390Z,21.6,,,0,,,
2018-01-03T00:48:23.389Z,21.6,,,0,,,
2018-01-03T00:48:33.389Z,21.6,,,0,,,
2018-01-03T00:48:43.497Z,21.6,,,0,,,
2018-01-03T00:48:53.393Z,21.6,,,0,,,
2018-01-03T00:49:03.389Z,21.6,,,0,,,36.2
2018-01-03T00:49:13.392Z,21.6,,,0,,,
2018-01-03T00:49:23.395Z,21.6,,,0,,,
2018-01-03T00:49:33.390Z,21.6,,,0,,,
2018-01-03T00:49:43.390Z,21.6,,,0,,,
2018-01-03T00:49:53.494Z,21.6,,,0,,,
2018-01-03T00:50:03.390Z,21.6,,,0,,,
2018-01-03T00:50:13.390Z,21.6,,,0,,,
2018-01-03T00:50:23.389Z,21.6,,,0,,,
2018-01-03T00:50:33.392Z,21.6,,,0,,,
2018-01-03T00:50:43.390Z,21.6,,,0,,,
2018-01-03T00:50:53.390Z,21.6,,,0,,,36.1
2018-01-03T00:51:08.501Z,21.6,,,0,,,
2018-01-03T00:51:13.393Z,21.6,,,0,,,
2018-01-03T00:51:23.644Z,21.5,,,0,,,
2018-01-03T00:51:33.390Z,21.5,,,0,,,
2018-01-03T00:51:43.390Z,21.5,,,0,,,
2018-01-03T00:51:53.650Z,21.5,,,0,,,
2018-01-03T00:52:03.390Z,21.5,,,0,,,
2018-01-03T00:52:13.390Z,21.5,,,0,,,
2018-01-03T00:52:23.390Z,21.5,,,0,,,36
2018-01-03T00:52:33.393Z,21.5,,,0,,,
2018-01-03T00:52:43.636Z,21.5,,,0,,,
2018-01-03T00:52:53.390Z,21.5,,,0,,,
2018-01-03T00:53:03.637Z,21.5,,,0,,,
2018-01-03T00:53:13.635Z,21.5,,,0,,,
2018-01-03T00:53:23.390Z,21.5,,,0,,,
2018-01-03T00:53:33.390Z,21.5,,,0,,,
2018-01-03T00:53:43.393Z,21.5,,,0,,,
2018-01-03T00:53:53.390Z,21.5,,,0,,,35.9
2018-01-03T00:54:03.393Z,21.5,,,0,,,35.9
2018-01-03T00:54:13.391Z,21.5,,,0,,,35.9
2018-01-03T00:54:23.490Z,21.3,,,0,,,
2018-01-03T00:54:33.392Z,21.3,,,0,,,
2018-01-03T00:54:53.391Z,21.3,,,0,,,
2018-01-03T00:55:03.391Z,21.3,,,0,,,
2018-01-03T00:55:13.393Z,21.3,,,0,,,
2018-01-03T00:55:23.391Z,21.3,,,0,,,
2018-01-03T00:55:33.390Z,21.3,,,0,,,
2018-01-03T00:55:43.390Z,21.3,,,0,,,
2018-01-03T00:55:53.391Z,21.3,,,0,,,35.8
2018-01-03T00:56:03.391Z,21.3,,,0,,,
2018-01-03T00:56:13.391Z,21.3,,,0,,,
2018-01-03T00:56:23.391Z,21.3,,,0,,,
2018-01-03T00:56:33.391Z,21.3,,,0,,,
2018-01-03T00:56:43.583Z,21.3,,,0,,,
2018-01-03T00:56:53.391Z,21.3,,,0,,,
2018-01-03T00:57:03.626Z,21.3,,,0,,,
2018-01-03T00:57:13.390Z,21.3,,,0,,,
2018-01-03T00:57:23.391Z,21.3,,,0,,,
2018-01-03T00:57:33.391Z,21.2,,,0,,,35.7
2018-01-03T00:57:45.752Z,21.2,,,0,,,
2018-01-03T00:57:53.396Z,21.2,,,0,,,
2018-01-03T00:58:03.390Z,21.2,,,0,,,
2018-01-03T00:58:13.391Z,21.2,,,0,,,
2018-01-03T00:58:23.397Z,21.2,,,0,,,
2018-01-03T00:58:33.391Z,21.2,,,0,,,
2018-01-03T00:58:43.391Z,21.2,,,0,,,
2018-01-03T00:58:53.396Z,21.2,,,0,,,
2018-01-03T00:59:03.392Z,21.2,,,0,,,
2018-01-03T00:59:13.392Z,21.2,,,0,,,35.6
2018-01-03T00:59:23.394Z,21.2,,,0,,,
2018-01-03T00:59:33.391Z,21.2,,,0,,,
2018-01-03T00:59:43.392Z,21.2,,,0,,,
2018-01-03T00:59:53.394Z,21.2,,,0,,,
2018-01-03T01:00:03.391Z,21.2,,,0,,,
2018-01-03T01:00:13.391Z,21.2,,,0,,,
2018-01-03T01:00:23.577Z,21.2,,,0,,,
2018-01-03T01:00:33.391Z,21.2,,,0,,,
2018-01-03T01:00:43.391Z,21.2,,,0,,,
2018-01-03T01:00:53.392Z,21.2,,,0,,,35.5
2018-01-03T01:01:03.393Z,21.2,,,0,,,
2018-01-03T01:01:13.391Z,21.2,,,0,,,
2018-01-03T01:01:23.393Z,21.2,,,0,,,
2018-01-03T01:01:33.397Z,21.1,,,0,,,
2018-01-03T01:01:43.396Z,21.1,,,0,,,
2018-01-03T01:01:53.393Z,21.1,,,0,,,
2018-01-03T01:02:03.392Z,21.1,,,0,,,
2018-01-03T01:02:13.391Z,21.1,,,0,,,
2018-01-03T01:02:23.395Z,21.1,,,0,,,
2018-01-03T01:02:33.392Z,21.1,,,0,,,
2018-01-03T01:02:43.392Z,21.1,,,0,,,35.4
2018-01-03T01:02:53.392Z,21.1,,,0,,,
2018-01-03T01:03:03.392Z,21.1,,,0,,,
2018-01-03T01:03:13.395Z,21.1,,,0,,,
2018-01-03T01:03:23.392Z,21.1,,,0,,,
2018-01-03T01:03:33.397Z,21.1,,,0,,,
2018-01-03T01:03:43.391Z,21.1,,,0,,,
2018-01-03T01:03:53.392Z,21.1,,,0,,,
2018-01-03T01:04:03.394Z,21.1,,,0,,,
2018-01-03T01:04:13.391Z,21.1,,,0,,,35.3
2018-01-03T01:04:23.392Z,21.1,,,0,,,
2018-01-03T01:04:33.393Z,20.9,,,0,,,
2018-01-03T01:04:43.391Z,20.9,,,0,,,
2018-01-03T01:04:53.392Z,21.1,,,0,,,
2018-01-03T01:05:03.392Z,21.1,,,0,,,
2018-01-03T01:05:13.392Z,20.9,,,0,,,
2018-01-03T01:05:23.392Z,20.9,,,0,,,
2018-01-03T01:05:33.392Z,20.9,,,0,,,
2018-01-03T01:05:43.392Z,20.9,,,0,,,
2018-01-03T01:06:03.392Z,20.9,,,0,,,
2018-01-03T01:06:13.618Z,20.9,,,0,,,35.2
2018-01-03T01:06:23.396Z,20.9,,,0,,,
2018-01-03T01:06:33.397Z,20.9,,,0,,,
2018-01-03T01:06:43.398Z,20.9,,,0,,,
2018-01-03T01:06:53.396Z,20.9,,,0,,,
2018-01-03T01:07:03.394Z,20.9,,,0,,,
2018-01-03T01:07:13.399Z,20.9,,,0,,,
2018-01-03T01:07:23.395Z,20.9,,,0,,,
2018-01-03T01:07:33.392Z,20.9,,,0,,,
2018-01-03T01:07:43.395Z,20.9,,,0,,,
2018-01-03T01:07:53.394Z,20.9,,,0,,,
2018-01-03T01:08:03.401Z,20.9,,,0,,,35.1
2018-01-03T01:08:13.393Z,20.9,,,0,,,
2018-01-03T01:08:23.393Z,20.9,,,0,,,
2018-01-03T01:08:33.392Z,20.9,,,0,,,
2018-01-03T01:08:43.393Z,20.9,,,0,,,
2018-01-03T01:08:53.392Z,20.8,,,0,,,
2018-01-03T01:09:18.412Z,20.8,,,0,,,
2018-01-03T01:09:33.394Z,20.8,,,0,,,34.9
2018-01-03T01:09:43.393Z,20.8,,,0,,,34.9
2018-01-03T01:09:53.393Z,20.8,,,0,,,34.9
2018-01-03T01:10:03.392Z,20.8,,,0,,,
2018-01-03T01:10:13.396Z,20.8,,,0,,,
2018-01-03T01:10:33.608Z,20.8,,,0,,,
2018-01-03T01:10:53.401Z,20.8,,,0,,,
2018-01-03T01:11:03.393Z,20.8,,,0,,,
2018-01-03T01:11:13.392Z,20.8,,,0,,,
2018-01-03T01:11:23.392Z,20.8,,,0,,,34.8
2018-01-03T01:11:33.394Z,20.8,,,0,,,
2018-01-03T01:11:43.395Z,20.8,,,0,,,
2018-01-03T01:11:53.398Z,20.8,,,0,,,
2018-01-03T01:12:13.397Z,20.8,,,0,,,
2018-01-03T01:12:23.394Z,20.8,,,0,,,
2018-01-03T01:12:43.396Z,20.8,,,0,,,
2018-01-03T01:13:03.397Z,20.6,,,0,,,
2018-01-03T01:13:13.394Z,20.6,,,0,,,34.7
2018-01-03T01:13:23.396Z,20.6,,,0,,,
2018-01-03T01:13:33.393Z,20.6,,,0,,,
2018-01-03T01:13:53.393Z,20.6,,,0,,,
2018-01-03T01:14:03.393Z,20.6,,,0,,,
2018-01-03T01:14:13.398Z,20.6,,,0,,,
2018-01-03T01:14:33.393Z,20.6,,,0,,,
2018-01-03T01:14:43.395Z,20.6,,,0,,,
2018-01-03T01:14:53.395Z,20.6,,,0,,,
2018-01-03T01:15:13.551Z,20.6,,,0,,,34.6
2018-01-03T01:15:23.394Z,20.6,,,0,,,
2018-01-03T01:15:43.393Z,20.6,,,0,,,
2018-01-03T01:15:53.394Z,20.6,,,0,,,
2018-01-03T01:16:13.393Z,20.6,,,0,,,
2018-01-03T01:16:23.397Z,20.6,,,0,,,
2018-01-03T01:16:33.393Z,20.6,,,0,,,
2018-01-03T01:16:43.395Z,20.6,,,0,,,
2018-01-03T01:16:53.394Z,20.6,,,0,,,34.5
2018-01-03T01:17:13.395Z,20.5,,,0,,,
2018-01-03T01:17:23.394Z,20.5,,,0,,,
2018-01-03T01:17:43.394Z,20.5,,,0,,,
2018-01-03T01:17:53.395Z,20.5,,,0,,,
2018-01-03T01:18:13.398Z,20.5,,,0,,,
2018-01-03T01:18:23.393Z,20.5,,,0,,,
2018-01-03T01:18:43.394Z,20.5,,,0,,,
2018-01-03T01:18:53.394Z,,,,,,,34.4
2018-01-03T01:19:03.394Z,20.5,,,0,,,
2018-01-03T01:19:13.394Z,20.5,,,0,,,
2018-01-03T01:19:33.397Z,20.5,,,0,,,
2018-01-03T01:19:43.396Z,20.5,,,0,,,
2018-01-03T01:20:03.394Z,20.5,,,0,,,
2018-01-03T01:20:13.395Z,20.5,,,0,,,
2018-01-03T01:20:23.396Z,20.5,,,0,,,
2018-01-03T01:20:33.399Z,,,,,,,34.3
2018-01-03T01:20:43.395Z,20.5,,,0,,,
2018-01-03T01:20:53.394Z,20.5,,,0,,,
2018-01-03T01:21:13.394Z,20.5,,,0,,,
2018-01-03T01:21:23.394Z,20.5,,,0,,,
2018-01-03T01:21:43.394Z,20.5,,,0,,,
2018-01-03T01:22:03.394Z,20.4,,,0,,,
2018-01-03T01:22:13.394Z,20.4,,,0,,,
2018-01-03T01:22:33.395Z,20.4,,,0,,,34.2
2018-01-03T01:22:43.395Z,20.4,,,0,,,
2018-01-03T01:22:53.394Z,20.4,,,0,,,
2018-01-03T01:23:13.395Z,20.4,,,0,,,
2018-01-03T01:23:33.395Z,20.4,,,0,,,
2018-01-03T01:23:53.395Z,20.4,,,0,,,
2018-01-03T01:24:03.579Z,20.4,,,0,,,34.1
2018-01-03T01:24:13.394Z,20.4,,,0,,,
2018-01-03T01:24:23.580Z,20.4,,,0,,,
2018-01-03T01:24:43.395Z,20.4,,,0,,,
2018-01-03T01:25:03.396Z,20.4,,,0,,,
2018-01-03T01:25:13.396Z,20.4,,,0,,,
2018-01-03T01:25:33.402Z,20.4,,,0,,,
2018-01-03T01:25:43.400Z,20.4,,,0,,,
2018-01-03T01:26:03.395Z,20.4,,,0,,,
2018-01-03T01:26:13.396Z,20.4,,,0,,,
2018-01-03T01:26:23.395Z,20.4,,,0,,,34
2018-01-03T01:26:33.396Z,20.2,,,0,,,
2018-01-03T01:26:43.395Z,20.2,,,0,,,
2018-01-03T01:26:53.396Z,20.2,,,0,,,
2018-01-03T01:27:03.395Z,20.2,,,0,,,
2018-01-03T01:27:13.395Z,20.2,,,0,,,
