Time,HwTOutlet,HwActive,PrimTSet,HwTSet,ActPow,ChActive,PrimT
2018-01-03T00:00:08.480Z,25.3,,,0,,,
2018-01-03T00:00:13.381Z,25.3,,,0,,,
2018-01-03T00:00:23.381Z,25.1,,,0,,,
2018-01-03T00:00:33.385Z,25.1,,,0,,,
2018-01-03T00:00:43.382Z,25.1,,,0,,,
2018-01-03T00:00:53.382Z,25.1,,,0,,,
2018-01-03T00:01:08.472Z,25.1,,,0,,,
2018-01-03T00:01:13.382Z,25.1,,,0,,,39.5
2018-01-03T00:01:23.385Z,25,,,0,,,
2018-01-03T00:01:33.382Z,25,,,0,,,
2018-01-03T00:01:43.382Z,25,,,0,,,
2018-01-03T00:01:53.382Z,25,,,0,,,
2018-01-03T00:02:03.382Z,24.9,,,0,,,
2018-01-03T00:02:13.382Z,24.9,,,0,,,
2018-01-03T00:02:23.385Z,24.9,,,0,,,
2018-01-03T00:02:33.617Z,24.9,,,0,,,
2018-01-03T00:02:48.432Z,24.9,,,0,,,39.4
2018-01-03T00:02:53.382Z,24.8,,,0,,,
2018-01-03T00:03:03.386Z,24.8,,,0,,,
2018-01-03T00:03:13.382Z,24.8,,,0,,,
2018-01-03T00:03:23.382Z,24.8,,,0,,,
2018-01-03T00:03:33.387Z,24.8,,,0,,,
2018-01-03T00:03:43.631Z,24.7,,,0,,,
2018-01-03T00:03:53.618Z,24.7,,,0,,,39.3
2018-01-03T00:04:03.385Z,24.7,,,0,,,
2018-01-03T00:04:13.382Z,24.7,,,0,,,
2018-01-03T00:04:23.617Z,24.7,,,0,,,
2018-01-03T00:04:33.382Z,24.7,,,0,,,
2018-01-03T00:04:43.383Z,24.5,,,0,,,
2018-01-03T00:04:53.382Z,24.5,,,0,,,
2018-01-03T00:05:03.382Z,24.5,,,0,,,
2018-01-03T00:05:13.386Z,24.5,,,0,,,
2018-01-03T00:05:23.382Z,24.5,,,0,,,
2018-01-03T00:05:33.382Z,24.4,,,0,,,39.2
2018-01-03T00:05:43.384Z,24.4,,,0,,,
2018-01-03T00:05:53.388Z,24.4,,,0,,,
2018-01-03T00:06:03.383Z,24.4,,,0,,,
2018-01-03T00:06:13.383Z,24.4,,,0,,,
2018-01-03T00:06:23.382Z,24.4,,,0,,,
2018-01-03T00:06:33.628Z,24.3,,,0,,,
2018-01-03T00:06:43.383Z,24.3,,,0,,,
2018-01-03T00:06:53.617Z,24.3,,,0,,,
2018-01-03T00:07:03.384Z,24.3,,,0,,,39.1
2018-01-03T00:07:13.383Z,24.3,,,0,,,
2018-01-03T00:07:23.383Z,24.3,,,0,,,
2018-01-03T00:07:33.383Z,24.2,,,0,,,
2018-01-03T00:07:43.383Z,24.2,,,0,,,
2018-01-03T00:07:53.383Z,24.2,,,0,,,
2018-01-03T00:08:03.385Z,24.2,,,0,,,
2018-01-03T00:08:13.383Z,24.2,,,0,,,
2018-01-03T00:08:23.384Z,24.2,,,0,,,39.1
2018-01-03T00:08:33.383Z,24,,,0,,,38.9
2018-01-03T00:08:43.383Z,24,,,0,,,
2018-01-03T00:08:53.383Z,24,,,0,,,
2018-01-03T00:09:03.383Z,24,,,0,,,
2018-01-03T00:09:13.385Z,24,,,0,,,
2018-01-03T00:09:23.383Z,24,,,0,,,
2018-01-03T00:09:33.383Z,23.9,,,0,,,
2018-01-03T00:09:43.383Z,23.9,,,0,,,
2018-01-03T00:09:53.383Z,23.9,,,0,,,38.8
2018-01-03T00:10:03.383Z,23.9,,,0,,,
2018-01-03T00:10:13.383Z,23.9,,,0,,,
2018-01-03T00:10:23.383Z,23.9,,,0,,,
2018-01-03T00:10:33.383Z,23.9,,,0,,,
2018-01-03T00:10:43.385Z,23.8,,,0,,,
2018-01-03T00:10:53.383Z,23.8,,,0,,,
2018-01-03T00:11:03.383Z,23.8,,,0,,,
2018-01-03T00:11:13.383Z,23.8,,,0,,,
2018-01-03T00:11:23.383Z,23.8,,,0,,,
2018-01-03T00:11:33.383Z,23.8,,,0,,,38.7
2018-01-03T00:11:43.387Z,23.8,,,0,,,
2018-01-03T00:11:53.383Z,23.8,,,0,,,
2018-01-03T00:12:03.383Z,23.7,,,0,,,
2018-01-03T00:12:13.384Z,23.7,,,0,,,
2018-01-03T00:12:23.383Z,23.7,,,0,,,
2018-01-03T00:12:33.383Z,23.7,,,0,,,
2018-01-03T00:12:43.384Z,23.7,,,0,,,38.6
2018-01-03T00:12:53.383Z,23.7,,,0,,,38.7
2018-01-03T00:13:03.384Z,23.7,,,0,,,38.6
2018-01-03T00:13:13.388Z,23.6,,,0,,,
2018-01-03T00:13:23.384Z,23.6,,,0,,,
2018-01-03T00:13:33.384Z,23.6,,,0,,,
2018-01-03T00:13:43.384Z,23.6,,,0,,,
2018-01-03T00:13:53.384Z,23.6,,,0,,,
2018-01-03T00:14:03.386Z,23.6,,,0,,,
2018-01-03T00:14:13.384Z,23.6,,,0,,,
2018-01-03T00:14:23.384Z,23.6,,,0,,,38.5
2018-01-03T00:14:33.384Z,23.4,,,0,,,
2018-01-03T00:14:43.397Z,23.4,,,0,,,
2018-01-03T00:14:53.386Z,23.4,,,0,,,
2018-01-03T00:15:03.388Z,23.4,,,0,,,
2018-01-03T00:15:13.384Z,23.4,,,0,,,
2018-01-03T00:15:23.384Z,23.4,,,0,,,
2018-01-03T00:15:33.384Z,23.4,,,0,,,
2018-01-03T00:15:43.385Z,23.4,,,0,,,
2018-01-03T00:15:53.384Z,23.3,,,0,,,38.4
2018-01-03T00:16:03.598Z,23.3,,,0,,,
2018-01-03T00:16:13.599Z,23.3,,,0,,,
2018-01-03T00:16:23.384Z,23.3,,,0,,,
2018-01-03T00:16:33.384Z,23.3,,,0,,,
2018-01-03T00:16:43.384Z,23.3,,,0,,,
2018-01-03T00:16:53.384Z,23.3,,,0,,,
2018-01-03T00:17:03.386Z,23.3,,,0,,,
2018-01-03T00:17:13.385Z,23.3,,,0,,,38.3
2018-01-03T00:17:23.384Z,23.2,,,0,,,
2018-01-03T00:17:33.389Z,23.2,,,0,,,
2018-01-03T00:17:43.385Z,23.2,,,0,,,
2018-01-03T00:17:53.385Z,23.2,,,0,,,
2018-01-03T00:18:03.385Z,23.2,,,0,,,
2018-01-03T00:18:13.385Z,23.2,,,0,,,
2018-01-03T00:18:23.385Z,23.2,,,0,,,
2018-01-03T00:18:33.384Z,23.2,,,0,,,
2018-01-03T00:18:43.384Z,23.2,,,0,,,
2018-01-03T00:18:53.384Z,23.1,,,0,,,38.2
2018-01-03T00:19:03.385Z,23.1,,,0,,,
2018-01-03T00:19:13.385Z,23.1,,,0,,,
2018-01-03T00:19:23.387Z,23.1,,,0,,,
2018-01-03T00:19:33.385Z,23.1,,,0,,,
2018-01-03T00:19:43.385Z,23.1,,,0,,,
2018-01-03T00:19:53.385Z,23.1,,,0,,,
2018-01-03T00:20:03.388Z,23.1,,,0,,,
2018-01-03T00:20:13.385Z,23.1,,,0,,,
2018-01-03T00:20:23.385Z,23.1,,,0,,,
2018-01-03T00:20:33.385Z,23,,,0,,,38.1
2018-01-03T00:20:43.385Z,23,,,0,,,
2018-01-03T00:20:53.385Z,23,,,0,,,
2018-01-03T00:21:03.385Z,23,,,0,,,
2018-01-03T00:21:13.385Z,23,,,0,,,
2018-01-03T00:21:23.385Z,23,,,0,,,
2018-01-03T00:21:33.385Z,23,,,0,,,
2018-01-03T00:21:43.385Z,23,,,0,,,
2018-01-03T00:21:58.405Z,23,,,0,,,38
2018-01-03T00:22:03.385Z,22.8,,,0,,,
2018-01-03T00:22:13.385Z,22.8,,,0,,,
2018-01-03T00:22:23.386Z,22.8,,,0,,,
2018-01-03T00:22:33.388Z,22.8,,,0,,,
2018-01-03T00:22:43.386Z,22.8,,,0,,,
2018-01-03T00:22:53.385Z,22.8,,,0,,,
2018-01-03T00:23:03.386Z,22.8,,,0,,,
2018-01-03T00:23:13.385Z,22.8,,,0,,,
2018-01-03T00:23:23.540Z,22.8,,,0,,,38
2018-01-03T00:23:33.386Z,22.8,,,0,,,38
2018-01-03T00:23:43.386Z,22.8,,,0,,,37.9
2018-01-03T00:23:53.385Z,22.8,,,0,,,
2018-01-03T00:24:03.385Z,22.8,,,0,,,
2018-01-03T00:24:13.386Z,22.7,,,0,,,
2018-01-03T00:24:23.385Z,22.7,,,0,,,
2018-01-03T00:24:33.386Z,22.7,,,0,,,
2018-01-03T00:24:43.385Z,22.7,,,0,,,
2018-01-03T00:24:53.386Z,22.7,,,0,,,
2018-01-03T00:25:03.386Z,22.7,,,0,,,37.8
2018-01-03T00:25:13.387Z,22.7,,,0,,,
2018-01-03T00:25:23.385Z,22.7,,,0,,,
2018-01-03T00:25:33.386Z,22.7,,,0,,,
2018-01-03T00:25:43.583Z,22.7,,,0,,,
2018-01-03T00:25:53.386Z,22.7,,,0,,,
2018-01-03T00:26:03.386Z,22.7,,,0,,,
2018-01-03T00:26:13.387Z,22.6,,,0,,,
2018-01-03T00:26:23.386Z,22.6,,,0,,,
2018-01-03T00:26:33.534Z,22.6,,,0,,,
2018-01-03T00:26:43.392Z,22.6,,,0,,,37.7
2018-01-03T00:26:53.386Z,22.6,,,0,,,
2018-01-03T00:27:03.386Z,22.6,,,0,,,
2018-01-03T00:27:13.386Z,22.6,,,0,,,
2018-01-03T00:27:23.387Z,22.6,,,0,,,
2018-01-03T00:27:33.386Z,22.6,,,0,,,
2018-01-03T00:27:43.386Z,22.6,,,0,,,
2018-01-03T00:27:53.386Z,22.6,,,0,,,
2018-01-03T00:28:03.389Z,22.5,,,0,,,
2018-01-03T00:28:13.405Z,22.5,,,0,,,37.6
2018-01-03T00:28:23.386Z,22.5,,,0,,,
2018-01-03T00:28:33.386Z,22.5,,,0,,,
2018-01-03T00:28:43.386Z,22.5,,,0,,,
2018-01-03T00:28:53.386Z,22.5,,,0,,,
2018-01-03T00:29:03.386Z,22.5,,,0,,,
2018-01-03T00:29:13.386Z,22.5,,,0,,,
2018-01-03T00:29:23.386Z,22.5,,,0,,,
2018-01-03T00:29:33.386Z,22.5,,,0,,,
2018-01-03T00:29:43.389Z,22.5,,,0,,,37.5
2018-01-03T00:29:53.387Z,22.5,,,0,,,
2018-01-03T00:30:03.571Z,22.5,,,0,,,
2018-01-03T00:30:13.386Z,22.5,,,0,,,
2018-01-03T00:30:23.387Z,22.4,,,0,,,
2018-01-03T00:30:33.392Z,22.4,,,0,,,
2018-01-03T00:30:43.391Z,22.4,0,5,0,0,0,37.5
2018-01-03T00:30:53.387Z,22.4,,,0,,,
2018-01-03T00:31:03.394Z,22.4,,,0,,,
2018-01-03T00:31:13.387Z,22.4,,,0,,,37.4
2018-01-03T00:31:23.387Z,22.4,,,0,,,
2018-01-03T00:31:38.476Z,22.4,,,0,,,
2018-01-03T00:31:43.387Z,22.4,,,0,,,
2018-01-03T00:31:53.389Z,22.4,,,0,,,
2018-01-03T00:32:03.571Z,22.4,,,0,,,
2018-01-03T00:32:13.389Z,22.4,,,0,,,
2018-01-03T00:32:23.387Z,22.4,,,0,,,
2018-01-03T00:32:33.387Z,22.4,,,0,,,
2018-01-03T00:32:43.387Z,22.4,,,0,,,
2018-01-03T00:32:53.388Z,22.2,,,0,,,37.3
2018-01-03T00:33:03.387Z,22.2,,,0,,,
2018-01-03T00:33:13.572Z,22.2,,,0,,,
2018-01-03T00:33:23.387Z,22.2,,,0,,,
2018-01-03T00:33:33.388Z,22.2,,,0,,,
2018-01-03T00:33:43.387Z,22.2,,,0,,,
2018-01-03T00:33:53.388Z,22.2,,,0,,,
2018-01-03T00:34:03.387Z,22.2,,,0,,,
2018-01-03T00:34:13.387Z,22.2,,,0,,,37.2
2018-01-03T00:34:23.572Z,22.2,,,0,,,
2018-01-03T00:34:33.390Z,22.2,,,0,,,
2018-01-03T00:34:43.388Z,22.2,,,0,,,
2018-01-03T00:34:53.390Z,22.2,,,0,,,
2018-01-03T00:35:03.387Z,22.2,,,0,,,
2018-01-03T00:35:13.390Z,22.2,,,0,,,
2018-01-03T00:35:23.390Z,22.1,,,0,,,
2018-01-03T00:35:33.392Z,22.2,,,0,,,
2018-01-03T00:35:43.388Z,22.1,,,0,,,
2018-01-03T00:35:53.391Z,22.1,,,0,,,
2018-01-03T00:36:03.388Z,22.1,,,0,,,
2018-01-03T00:36:18.763Z,22.1,,,0,,,37.1
2018-01-03T00:36:23.388Z,22.1,,,0,,,
2018-01-03T00:36:33.388Z,22.1,,,0,,,
2018-01-03T00:36:43.388Z,22.1,,,0,,,
2018-01-03T00:36:53.387Z,22.1,,,0,,,
2018-01-03T00:37:03.388Z,22.1,,,0,,,
2018-01-03T00:37:13.387Z,22.1,,,0,,,
2018-01-03T00:37:23.389Z,22.1,,,0,,,
2018-01-03T00:37:33.394Z,22.1,,,0,,,36.9
2018-01-03T00:37:43.388Z,22.1,,,0,,,36.9
2018-01-03T00:37:53.393Z,22.1,,,0,,,
2018-01-03T00:38:03.388Z,22.1,,,0,,,
2018-01-03T00:38:13.388Z,22.1,,,0,,,
2018-01-03T00:38:23.388Z,22,,,0,,,
2018-01-03T00:38:33.388Z,22,,,0,,,
2018-01-03T00:38:43.565Z,22,,,0,,,
2018-01-03T00:38:53.389Z,22,,,0,,,
2018-01-03T00:39:03.388Z,22,,,0,,,
2018-01-03T00:39:13.554Z,22,,,0,,,36.8
2018-01-03T00:39:23.394Z,22,,,0,,,
2018-01-03T00:39:33.388Z,22,,,0,,,
2018-01-03T00:39:43.388Z,22,,,0,,,
2018-01-03T00:39:53.389Z,22,,,0,,,
2018-01-03T00:40:03.511Z,22,,,0,,,
2018-01-03T00:40:13.393Z,22,,,0,,,
2018-01-03T00:40:23.388Z,22,,,0,,,
2018-01-03T00:40:33.389Z,22,,,0,,,
2018-01-03T00:40:43.388Z,22,,,0,,,
2018-01-03T00:40:53.388Z,22,,,0,,,36.7
2018-01-03T00:41:03.388Z,22,,,0,,,
2018-01-03T00:41:13.390Z,22,,,0,,,
2018-01-03T00:41:23.389Z,22,,,0,,,
2018-01-03T00:41:33.389Z,21.9,,,0,,,
2018-01-03T00:41:43.390Z,21.9,,,0,,,
2018-01-03T00:41:53.389Z,21.9,,,0,,,
2018-01-03T00:42:03.388Z,21.9,,,0,,,
2018-01-03T00:42:13.390Z,21.9,,,0,,,
2018-01-03T00:42:23.389Z,21.9,,,0,,,36.6
2018-01-03T00:42:33.388Z,21.9,,,0,,,
2018-01-03T00:42:43.388Z,21.9,,,0,,,
2018-01-03T00:42:53.388Z,21.9,,,0,,,
2018-01-03T00:43:03.553Z,21.9,,,0,,,
2018-01-03T00:43:13.389Z,21.9,,,0,,,
2018-01-03T00:43:23.389Z,21.9,,,0,,,
2018-01-03T00:43:38.880Z,21.9,,,0,,,
2018-01-03T00:43:43.394Z,21.9,,,0,,,
2018-01-03T00:43:53.388Z,21.9,,,0,,,
2018-01-03T00:44:03.389Z,21.9,,,0,,,
2018-01-03T00:44:13.390Z,21.9,,,0,,,36.5
2018-01-03T00:44:23.388Z,21.9,,,0,,,
2018-01-03T00:44:33.392Z,21.7,,,0,,,
2018-01-03T00:44:43.390Z,21.9,,,0,,,
2018-01-03T00:44:53.389Z,21.7,,,0,,,
2018-01-03T00:45:03.389Z,21.7,,,0,,,
2018-01-03T00:45:13.389Z,21.7,,,0,,,
2018-01-03T00:45:23.389Z,21.7,,,0,,,
2018-01-03T00:45:33.389Z,21.7,,,0,,,
2018-01-03T00:45:43.391Z,21.7,,,0,,,36.4
2018-01-03T00:45:53.389Z,21.7,,,0,,,
2018-01-03T00:46:03.389Z,21.7,,,0,,,
2018-01-03T00:46:13.389Z,21.7,,,0,,,
