Time,PrimT,HwActive,ChActive,ActPow,HwTOutlet,PrimTSet,HwTSet
2017-11-28T06:19:27.011Z,46.4,,,,31.4,,0
2017-11-28T06:19:37.017Z,46.2,,,,31.4,,0
2017-11-28T06:19:47.006Z,46.1,,,,31.4,,0
2017-11-28T06:19:57.230Z,46,,,,31.4,,0
2017-11-28T06:20:07.007Z,47,0,2,44,31.4,,0
2017-11-28T06:20:17.091Z,52.2,,,34,31.4,,0
2017-11-28T06:20:27.006Z,53.5,,,29,31.4,,0
2017-11-28T06:20:37.014Z,54,,,30,31.4,,0
2017-11-28T06:20:47.005Z,54.3,,,29,31.4,,0
2017-11-28T06:20:57.004Z,54.4,,,30,31.4,,0
2017-11-28T06:21:07.024Z,,,,29,31.4,,0
2017-11-28T06:21:17.085Z,54.3,,,,31.4,,0
2017-11-28T06:21:27.011Z,54.1,,,,31.4,,0
2017-11-28T06:21:37.004Z,54,,,,31.4,,0
2017-11-28T06:21:47.007Z,,,,30,31.4,,0
2017-11-28T06:21:57.005Z,54.1,,,,31.4,,0
2017-11-28T06:22:07.010Z,54.6,,,,31.4,,0
2017-11-28T06:22:17.090Z,55.1,,,29,31.4,,0
2017-11-28T06:22:27.006Z,55.7,,,,31.4,,0
2017-11-28T06:22:37.006Z,53.6,0,2,0,31.4,,0
2017-11-28T06:22:47.006Z,50.7,,,,31.5,,0
2017-11-28T06:22:57.008Z,49.4,,,,31.5,,0
2017-11-28T06:23:07.006Z,48.6,,,,31.5,,0
2017-11-28T06:23:17.095Z,48.3,,,,31.5,,0
2017-11-28T06:23:27.006Z,,,,,31.5,,0
2017-11-28T06:23:37.006Z,,,,,31.5,,0
2017-11-28T06:23:47.023Z,48.4,,,,31.5,,0
2017-11-28T06:23:57.009Z,48.5,,,,31.5,,0
2017-11-28T06:24:07.010Z,48.6,,,,31.5,,0
2017-11-28T06:24:17.085Z,,,,,31.5,,0
2017-11-28T06:24:27.005Z,48.4,,,,31.5,,0
2017-11-28T06:24:37.011Z,47.9,,,,31.5,,0
2017-11-28T06:24:47.239Z,47.4,,,,31.5,,0
2017-11-28T06:24:57.011Z,46.8,,,,31.5,,0
2017-11-28T06:25:07.006Z,46.4,,,,31.5,,0
2017-11-28T06:25:17.103Z,45.8,,,,31.5,,0
2017-11-28T06:25:27.036Z,51,0,2,37,31.5,,0
2017-11-28T06:25:37.011Z,53,,,29,31.5,,0
2017-11-28T06:25:47.018Z,53.5,,,30,31.5,,0
2017-11-28T06:25:57.024Z,53.8,,,29,31.5,,0
2017-11-28T06:26:07.010Z,53.9,,,,31.5,,0
2017-11-28T06:26:17.086Z,,,,30,31.5,,0
2017-11-28T06:26:27.016Z,,,,,31.6,,0
2017-11-28T06:26:37.030Z,53.8,,,29,31.5,,0
2017-11-28T06:26:52.099Z,53.6,,,,31.5,,0
2017-11-28T06:26:57.006Z,53.5,,,30,31.6,,0
2017-11-28T06:27:07.006Z,,,,29,31.5,,0
2017-11-28T06:27:17.086Z,53.8,,,30,31.6,,0
2017-11-28T06:27:27.006Z,54.3,,,29,31.6,,0
2017-11-28T06:27:37.006Z,55,,,29,31.6,,0
2017-11-28T06:27:47.008Z,55.2,,,,31.6,,0
2017-11-28T06:27:57.006Z,55.5,,,30,31.6,,0
2017-11-28T06:28:07.006Z,55.9,,,,31.6,,0
2017-11-28T06:28:17.096Z,52.6,0,2,0,31.6,,0
2017-11-28T06:28:27.007Z,49.9,,,,31.6,,0
2017-11-28T06:28:37.006Z,48.9,,,,31.6,,0
2017-11-28T06:28:47.018Z,48.3,1,0,,35.4,0,54
2017-11-28T06:28:57.011Z,49.4,0,0,0,45.9,,0
2017-11-28T06:29:07.008Z,49.4,,,,45.7,,0
2017-11-28T06:29:17.086Z,49.3,,,,45.5,,0
2017-11-28T06:29:27.007Z,49.2,,,,45.4,,0
2017-11-28T06:29:37.006Z,,,,,45.2,,0
2017-11-28T06:29:47.017Z,49.1,,,,45.1,,0
2017-11-28T06:29:57.012Z,49.3,0,2,,44.9,52,0
2017-11-28T06:30:07.246Z,55.1,,,32,44.8,,0
2017-11-28T06:30:17.046Z,56.2,,,30,44.6,55,0
2017-11-28T06:30:27.010Z,56.5,,,,44.3,,0
2017-11-28T06:30:37.009Z,57,,,29,44.2,,0
2017-11-28T06:30:47.094Z,57.2,,,30,44,,0
2017-11-28T06:30:57.007Z,57.1,,,,43.8,,0
2017-11-28T06:31:07.031Z,,,,29,43.7,,0
2017-11-28T06:31:17.116Z,57,,,,43.5,,0
2017-11-28T06:31:27.084Z,57.1,1,0,29,46.5,0,54
2017-11-28T06:31:37.011Z,54.6,,,42,54.1,,54
2017-11-28T06:31:47.021Z,53.7,0,0,0,53.6,,0
2017-11-28T06:31:57.023Z,52.9,,,,53.2,,0
2017-11-28T06:32:07.009Z,52.8,,,,53,,0
2017-11-28T06:32:17.095Z,52.7,,,,52.7,,0
2017-11-28T06:32:27.007Z,52.6,,,,52.4,,0
2017-11-28T06:32:37.008Z,,,,,52.2,,0
2017-11-28T06:32:47.007Z,52.9,0,2,,52,55,0
2017-11-28T06:32:57.013Z,57.1,0,2,39,51.8,,0
2017-11-28T06:33:07.008Z,57.9,0,2,0,51.6,,0
2017-11-28T06:33:17.087Z,51.8,,,,51.4,,0
2017-11-28T06:33:27.007Z,49.9,,,,51.1,,0
2017-11-28T06:33:37.007Z,49.2,,,,50.9,,0
2017-11-28T06:33:47.007Z,48.7,,,,50.7,,0
2017-11-28T06:33:57.007Z,48.2,,,,50.5,,0
2017-11-28T06:34:07.020Z,48.1,,,,50.3,,0
2017-11-28T06:34:17.100Z,48.3,,,,50.1,,0
2017-11-28T06:34:27.014Z,48.4,,,,49.9,,0
2017-11-28T06:34:37.024Z,48.5,,,,49.7,,0
2017-11-28T06:34:47.007Z,48.7,,,,49.4,,0
2017-11-28T06:34:57.008Z,48.6,,,,49.2,,0
2017-11-28T06:35:07.007Z,48.3,,,,49,,0
2017-11-28T06:35:17.087Z,47.9,,,,48.8,,0
2017-11-28T06:35:27.008Z,47.2,0,2,0,48.6,55,0
2017-11-28T06:35:37.018Z,46.8,,,,48.4,,0
2017-11-28T06:35:47.011Z,46.4,,,,48.2,,0
2017-11-28T06:35:57.008Z,46.1,,,,48,,0
2017-11-28T06:36:07.009Z,45.9,,,,47.9,,0
2017-11-28T06:36:17.087Z,45.8,,,,47.7,,0
2017-11-28T06:36:27.010Z,45.7,,,,47.5,,0
2017-11-28T06:36:37.013Z,45.6,,,,47.3,,0
2017-11-28T06:36:47.009Z,45.5,,,,47.1,,0
2017-11-28T06:36:57.008Z,45.4,,,,47,,0
2017-11-28T06:37:07.027Z,45.2,,,,46.8,,0
2017-11-28T06:37:17.306Z,44.9,,,,46.7,,0
2017-11-28T06:37:27.008Z,44.8,,,,46.5,,0
2017-11-28T06:37:37.010Z,44.6,,,,46.3,,0
2017-11-28T06:37:47.009Z,44.4,,,,46.2,,0
2017-11-28T06:37:57.008Z,49.5,0,2,36,46,,0
2017-11-28T06:38:07.010Z,52,,,30,45.8,,0
2017-11-28T06:38:17.095Z,52.3,,,,45.7,,0
2017-11-28T06:38:27.015Z,52.8,,,29,45.5,,0
2017-11-28T06:38:37.036Z,53,,,,45.4,,0
2017-11-28T06:38:47.008Z,53.1,,,30,45.2,,0
2017-11-28T06:38:57.008Z,,,,29,45.1,,0
2017-11-28T06:39:07.008Z,,,,30,44.9,,0
2017-11-28T06:39:17.087Z,,,,29,44.8,,0
2017-11-28T06:39:27.008Z,,,,,44.6,,0
2017-11-28T06:39:37.008Z,53.2,,,30,44.4,,0
2017-11-28T06:39:47.020Z,53.6,,,,44.3,,0
2017-11-28T06:39:57.017Z,54.3,,,,44.1,,0
2017-11-28T06:40:07.080Z,55,,,,44,,0
2017-11-28T06:40:17.194Z,55.5,,,,43.8,,0
2017-11-28T06:40:27.008Z,56,,,29,43.7,,0
2017-11-28T06:40:37.009Z,56.3,,,30,43.6,,0
2017-11-28T06:40:47.009Z,56.6,,,29,43.5,,0
2017-11-28T06:40:57.037Z,56.8,,,,43.4,,0
2017-11-28T06:41:07.011Z,57,,,,43.2,,0
2017-11-28T06:41:17.090Z,57.1,,,,43.1,,0
2017-11-28T06:41:27.011Z,57.3,,,,43,,0
2017-11-28T06:41:37.009Z,57.4,,,,42.9,,0
2017-11-28T06:41:47.012Z,57.7,,,30,42.7,,0
2017-11-28T06:41:57.009Z,58,,,29,42.6,,0
2017-11-28T06:42:07.019Z,58.1,,,,42.5,,0
2017-11-28T06:42:17.121Z,58.3,,,,42.4,,0
2017-11-28T06:42:27.031Z,58.6,,,,42.3,,0
2017-11-28T06:42:37.019Z,58.8,,,,42.2,,0
2017-11-28T06:42:47.012Z,57.7,0,2,0,42.1,,0
2017-11-28T06:42:57.015Z,54.8,,,,42,,0
2017-11-28T06:43:07.053Z,52.8,,,,41.9,,0
2017-11-28T06:43:17.145Z,51.9,,,,41.8,,0
2017-11-28T06:43:27.010Z,51.4,,,,41.7,,0
2017-11-28T06:43:37.010Z,51.3,,,,41.6,,0
2017-11-28T06:43:47.013Z,51.2,,,,41.5,,0
2017-11-28T06:43:57.009Z,51.3,,,,41.4,,0
2017-11-28T06:44:07.018Z,51.4,,,,41.3,,0
2017-11-28T06:44:17.096Z,51.5,,,,41.2,,0
2017-11-28T06:44:27.010Z,51.6,,,,41.1,,0
2017-11-28T06:44:37.018Z,51.5,,,,40.9,,0
2017-11-28T06:44:47.074Z,51.1,,,,40.8,,0
2017-11-28T06:44:57.048Z,50.5,,,,40.7,,0
2017-11-28T06:45:07.030Z,49.9,,,,40.6,,0
2017-11-28T06:45:17.116Z,49.6,,,,40.6,,0
2017-11-28T06:45:27.053Z,49.2,,,,40.5,,0
2017-11-28T06:45:37.073Z,49.1,0,2,45,40.4,,0
2017-11-28T06:45:47.084Z,55.2,,,33,40.3,,0
2017-11-28T06:45:57.032Z,56.4,,,29,40.2,,0
2017-11-28T06:46:07.030Z,57,,,30,40.1,,0
2017-11-28T06:46:17.092Z,57.1,,,,40.1,,0
2017-11-28T06:46:27.016Z,57.3,,,,40,,0
2017-11-28T06:46:37.027Z,,,,29,39.9,,0
2017-11-28T06:46:47.046Z,,,,30,39.8,,0
2017-11-28T06:46:57.060Z,57.2,,,,39.8,,0
2017-11-28T06:47:07.052Z,57,,,,39.7,,0
2017-11-28T06:47:17.105Z,57,,,29,39.6,,0
2017-11-28T06:47:27.040Z,,,,,39.5,,0
2017-11-28T06:47:37.045Z,57.4,,,,39.5,,0
2017-11-28T06:47:47.209Z,58,,,,39.4,,0
2017-11-28T06:47:57.049Z,58.5,,,,39.3,,0
2017-11-28T06:48:07.040Z,58.9,0,2,0,39.3,,0
2017-11-28T06:48:17.091Z,54.9,,,,39.2,,0
2017-11-28T06:48:27.009Z,52.8,,,,39.2,,0
2017-11-28T06:48:37.010Z,51.9,,,,39.1,,0
2017-11-28T06:48:47.013Z,51.5,,,,38.9,,0
2017-11-28T06:48:57.009Z,51.4,,,,38.9,,0
2017-11-28T06:49:07.010Z,51.3,,,,38.8,,0
2017-11-28T06:49:17.101Z,51.4,,,,38.7,,0
2017-11-28T06:49:27.010Z,51.5,,,,38.7,,0
2017-11-28T06:49:37.009Z,51.6,,,,38.6,,0
2017-11-28T06:49:47.010Z,51.8,,,,38.6,,0
2017-11-28T06:49:57.010Z,,,,,38.5,,0
2017-11-28T06:50:07.010Z,51.6,,,,38.4,,0
2017-11-28T06:50:17.114Z,51.2,,,,38.4,,0
2017-11-28T06:50:27.022Z,50.6,,,,38.3,,0
2017-11-28T06:50:37.011Z,50.1,,,,38.3,,0
2017-11-28T06:50:47.010Z,49.7,,,,38.2,,0
2017-11-28T06:50:57.011Z,49.5,,,,38.2,,0
2017-11-28T06:51:07.015Z,49.2,,,,38.1,,0
2017-11-28T06:51:17.090Z,49,,,,38.1,,0
2017-11-28T06:51:27.011Z,50.3,0,2,43,38,,0
2017-11-28T06:51:37.037Z,56,,,31,37.9,,0
2017-11-28T06:51:47.011Z,56.6,,,29,37.9,,0
2017-11-28T06:51:57.014Z,57,,,30,37.9,,0
2017-11-28T06:52:07.010Z,57.2,,,29,37.8,,0
2017-11-28T06:52:17.090Z,57.3,,,,37.8,,0
2017-11-28T06:52:27.011Z,,,,30,37.7,,0
2017-11-28T06:52:37.012Z,57.2,,,,37.7,,0
2017-11-28T06:52:47.018Z,57.1,,,,37.6,,0
2017-11-28T06:52:57.014Z,56.9,,,30,37.6,,0
2017-11-28T06:53:07.011Z,57,,,29,37.5,,0
2017-11-28T06:53:17.092Z,57.1,,,30,37.5,,0
2017-11-28T06:53:27.038Z,57.6,,,29,37.4,,0
2017-11-28T06:53:37.013Z,58.1,,,30,37.4,,0
2017-11-28T06:53:47.010Z,58.7,,,29,37.3,,0
2017-11-28T06:53:57.020Z,57.3,0,2,0,37.3,,0
2017-11-28T06:54:07.012Z,53.9,,,,37.3,,0
2017-11-28T06:54:17.091Z,52.8,,,,37.2,,0
2017-11-28T06:54:27.043Z,51.9,,,,37.2,,0
2017-11-28T06:54:37.010Z,51.6,,,,37.2,,0
2017-11-28T06:54:47.021Z,51.4,,,,37.1,,0
2017-11-28T06:54:57.014Z,,,,,37.1,,0
2017-11-28T06:55:07.044Z,51.5,,,,36.9,,0
2017-11-28T06:55:17.099Z,51.6,,,,36.9,,0
2017-11-28T06:55:27.011Z,51.7,,,,36.8,,0
2017-11-28T06:55:37.011Z,51.9,,,,36.8,,0
2017-11-28T06:55:47.011Z,51.8,,,,36.8,,0
2017-11-28T06:55:57.013Z,51.6,,,,36.7,,0
2017-11-28T06:56:07.016Z,51.1,,,,36.7,,0
2017-11-28T06:56:17.104Z,50.6,,,,36.7,,0
2017-11-28T06:56:27.012Z,50.1,,,,36.6,,0
2017-11-28T06:56:37.011Z,49.8,,,,36.6,,0
2017-11-28T06:56:47.014Z,49.5,,,,36.6,,0
2017-11-28T06:56:57.013Z,49.3,,,,36.5,,0
2017-11-28T06:57:07.010Z,49.1,,,,36.5,,0
2017-11-28T06:57:17.092Z,49,,,,36.4,,0
2017-11-28T06:57:27.011Z,50.3,0,2,43,36.4,,0
2017-11-28T06:57:37.012Z,56,,,30,36.4,,0
2017-11-28T06:57:47.011Z,56.6,,,29,36.3,,0
2017-11-28T06:57:57.011Z,57.1,,,30,36.3,,0
2017-11-28T06:58:07.019Z,57.2,,,,36.2,,0
2017-11-28T06:58:17.159Z,57.3,,,29,36.2,,0
2017-11-28T06:58:32.215Z,,,,,36.2,,0
2017-11-28T06:58:37.013Z,57.2,,,30,36.1,,0
2017-11-28T06:58:47.012Z,57.1,,,29,36.1,,0
2017-11-28T06:58:57.019Z,57,,,30,36.1,,0
2017-11-28T06:59:07.019Z,57,,,29,36,,0
2017-11-28T06:59:17.101Z,57.1,,,,36,,0
2017-11-28T06:59:27.011Z,57.6,,,30,36,,0
2017-11-28T06:59:37.014Z,58.1,,,29,35.9,,0
2017-11-28T06:59:47.012Z,58.7,,,30,35.9,,0
2017-11-28T06:59:57.016Z,57.6,0,2,0,35.9,,0
2017-11-28T07:00:07.012Z,53.7,,,,35.8,,0
2017-11-28T07:00:17.094Z,52.7,,,,35.8,,0
2017-11-28T07:00:27.012Z,51.9,,,,35.8,,0
2017-11-28T07:00:37.037Z,51.6,,,,35.8,,0
2017-11-28T07:00:47.015Z,51.5,,,,35.7,,0
2017-11-28T07:00:57.017Z,,,,,35.7,,0
2017-11-28T07:01:07.013Z,51.6,,,,35.6,,0
2017-11-28T07:01:17.127Z,51.7,,,,35.6,,0
2017-11-28T07:01:27.012Z,51.8,,,,35.6,,0
2017-11-28T07:01:37.025Z,52,,,,35.6,,0
2017-11-28T07:01:47.018Z,51.9,,,,35.5,,0
2017-11-28T07:01:57.012Z,51.7,,,,35.5,,0
2017-11-28T07:02:07.014Z,51.3,,,,35.5,,0
2017-11-28T07:02:17.092Z,50.7,,,,35.4,,0
2017-11-28T07:02:27.013Z,50.3,,,,35.4,,0
2017-11-28T07:02:37.012Z,49.9,,,,35.4,,0
2017-11-28T07:02:47.020Z,49.6,,,,35.4,,0
2017-11-28T07:02:57.012Z,49.4,,,,35.3,,0
2017-11-28T07:03:07.021Z,49.3,,,,35.3,,0
2017-11-28T07:03:17.132Z,49.2,,,,35.3,,0
2017-11-28T07:03:27.013Z,49,,,,35.3,,0
2017-11-28T07:03:37.012Z,48.9,,,,35.2,,0
2017-11-28T07:03:47.024Z,53.6,0,2,38,35.2,,0
2017-11-28T07:03:57.012Z,56.2,,,30,35.2,,0
2017-11-28T07:04:07.023Z,56.9,,,29,35.2,,0
2017-11-28T07:04:17.092Z,57.1,,,,35.2,,0
2017-11-28T07:04:27.018Z,57.2,,,30,35.2,,0
2017-11-28T07:04:37.012Z,,,,29,35.1,,0
2017-11-28T07:04:47.013Z,,,,,35.1,,0
2017-11-28T07:04:57.012Z,57.1,,,30,35.1,,0
2017-11-28T07:05:07.013Z,57,,,29,35.1,,0
2017-11-28T07:05:17.103Z,56.9,,,30,35.1,,0
2017-11-28T07:05:27.013Z,57,,,29,34.9,,0
2017-11-28T07:05:37.013Z,57.2,,,30,34.9,,0
2017-11-28T07:05:47.013Z,58,,,29,34.9,,0
2017-11-28T07:05:57.037Z,58.4,,,30,34.9,,0
2017-11-28T07:06:07.027Z,59,0,2,0,34.9,,0
2017-11-28T07:06:17.100Z,55.7,,,,34.9,,0
2017-11-28T07:06:27.022Z,53.5,,,,34.9,,0
2017-11-28T07:06:37.051Z,52.2,,,,34.8,,0
2017-11-28T07:06:47.080Z,51.7,,,,34.8,,0
2017-11-28T07:06:57.307Z,51.5,,,,34.8,,0
2017-11-28T07:07:07.056Z,,,,,34.8,,0
2017-11-28T07:07:17.101Z,51.6,,,,34.8,,0
2017-11-28T07:07:27.017Z,,,,,34.8,,0
2017-11-28T07:07:37.013Z,51.8,,,,34.8,,0
2017-11-28T07:07:47.055Z,51.9,,,,34.7,,0
2017-11-28T07:07:57.068Z,52,,,,34.7,,0
2017-11-28T07:08:07.018Z,51.9,,,,34.7,,0
2017-11-28T07:08:17.094Z,51.5,,,,34.7,,0
2017-11-28T07:08:27.013Z,50.9,,,,34.7,,0
2017-11-28T07:08:37.014Z,50.5,,,,34.7,,0
2017-11-28T07:08:47.014Z,50.1,,,,34.7,,0
2017-11-28T07:08:57.013Z,49.8,,,,34.6,,0
2017-11-28T07:09:07.045Z,49.5,,,,34.6,,0
2017-11-28T07:09:17.106Z,49.3,,,,34.6,,0
2017-11-28T07:09:27.024Z,49.2,,,,34.6,,0
2017-11-28T07:09:37.013Z,49,,,,34.6,,0
2017-11-28T07:09:47.035Z,48.9,1,0,30,41.2,0,54
2017-11-28T07:09:57.015Z,50.2,,,34,50.1,,54
2017-11-28T07:10:07.014Z,50.1,,,35,50.2,,54
2017-11-28T07:10:17.137Z,50.6,,,38,50.7,,54
2017-11-28T07:10:27.013Z,51.3,,,,51.4,,54
2017-11-28T07:10:37.018Z,50.6,0,0,0,51.5,,0
2017-11-28T07:10:47.015Z,50.5,,,,51.2,,0
2017-11-28T07:10:57.014Z,,,,,51,,0
2017-11-28T07:11:07.044Z,50.4,,,,50.8,,0
2017-11-28T07:11:17.094Z,50.3,,,,50.7,,0
2017-11-28T07:11:27.013Z,,,,,50.5,,0
2017-11-28T07:11:37.013Z,51.2,0,2,,50.2,55,0
2017-11-28T07:11:47.027Z,57.1,,,34,50,,0
2017-11-28T07:11:57.014Z,58.5,,,30,49.8,,0
2017-11-28T07:12:07.014Z,58.1,,,29,49.7,,0
2017-11-28T07:12:17.099Z,58,,,30,49.3,,0
2017-11-28T07:12:27.014Z,57.9,,,,49.2,,0
2017-11-28T07:12:37.016Z,57.8,,,29,49,,0
2017-11-28T07:12:47.022Z,57.1,,,,48.8,,0
2017-11-28T07:12:57.028Z,56.8,,,,48.6,,0
2017-11-28T07:13:07.014Z,,,,,48.5,,0
2017-11-28T07:13:17.105Z,56.5,,,30,48.3,,0
2017-11-28T07:13:27.015Z,56.8,,,,48.1,,0
2017-11-28T07:13:37.018Z,57.1,,,29,47.9,,0
2017-11-28T07:13:47.025Z,58,,,29,47.7,,0
2017-11-28T07:13:57.021Z,58.4,,,,47.5,,0
2017-11-28T07:14:07.015Z,58.8,0,2,0,47.4,,0
2017-11-28T07:14:17.103Z,54.7,,,,47.2,,0
2017-11-28T07:14:27.019Z,52.8,,,,47,,0
2017-11-28T07:14:37.019Z,51.8,,,,46.9,,0
2017-11-28T07:14:47.016Z,51.3,,,,46.7,,0
2017-11-28T07:14:57.014Z,51.2,,,,46.6,,0
2017-11-28T07:15:07.015Z,51.1,,,,46.4,,0
2017-11-28T07:15:17.094Z,51.2,,,,46.2,,0
2017-11-28T07:15:27.016Z,,,,,46.1,,0
2017-11-28T07:15:37.015Z,51.3,,,,45.9,,0
2017-11-28T07:15:47.040Z,51.5,,,,45.8,,0
2017-11-28T07:15:57.031Z,,,,,45.6,,0
2017-11-28T07:16:07.015Z,51.3,,,,45.5,,0
2017-11-28T07:16:17.112Z,50.9,,,,45.3,,0
2017-11-28T07:16:27.050Z,50.2,,,,45.2,,0
2017-11-28T07:16:37.015Z,49.7,,,,45,,0
2017-11-28T07:16:47.079Z,49.2,,,,44.9,,0
2017-11-28T07:16:57.091Z,49.1,0,2,45,44.8,,0
2017-11-28T07:17:07.047Z,55,,,33,44.6,,0
2017-11-28T07:17:17.109Z,56.1,,,30,44.4,,0
2017-11-28T07:17:27.015Z,56.5,,,29,44.3,,0
2017-11-28T07:17:37.019Z,56.7,,,,44.1,,0
2017-11-28T07:17:47.020Z,,,,,44,,0
2017-11-28T07:17:57.018Z,,,,,43.8,,0
2017-11-28T07:18:07.027Z,56.6,,,,43.7,,0
2017-11-28T07:18:17.100Z,56.5,,,30,43.6,,0
2017-11-28T07:18:27.027Z,56.3,,,29,43.5,,0
2017-11-28T07:18:37.020Z,56.2,,,,43.4,,0
2017-11-28T07:18:47.019Z,56.3,,,,43.2,,0
2017-11-28T07:18:57.015Z,56.5,,,,43.1,,0
2017-11-28T07:19:07.017Z,57,,,29,43,,0
2017-11-28T07:19:17.112Z,57.4,,,,42.9,,0
2017-11-28T07:19:27.015Z,58,,,,42.7,,0
2017-11-28T07:19:37.020Z,58.1,,,,42.6,,0
2017-11-28T07:19:47.020Z,58.4,,,30,42.5,,0
2017-11-28T07:19:57.098Z,58.6,,,29,42.4,,0
2017-11-28T07:20:07.016Z,58.7,,,,42.3,,0
2017-11-28T07:20:17.118Z,58.8,,,30,42.2,,0
2017-11-28T07:20:27.035Z,58.9,,,,42.1,,0
2017-11-28T07:20:37.015Z,56.5,0,2,0,42,,0
2017-11-28T07:20:47.026Z,53.3,,,,41.9,,0
2017-11-28T07:20:57.016Z,51.9,,,,41.8,,0
2017-11-28T07:21:07.027Z,51.4,,,,41.7,,0
2017-11-28T07:21:17.105Z,51.1,,,,41.6,,0
2017-11-28T07:21:27.016Z,,,,,41.5,,0
2017-11-28T07:21:37.015Z,51.2,,,,41.4,,0
2017-11-28T07:21:47.015Z,51.3,,,,41.3,,0
2017-11-28T07:21:57.022Z,51.4,,,,41.2,,0
2017-11-28T07:22:07.016Z,51.5,,,,41.1,,0
2017-11-28T07:22:17.100Z,51.6,,,,41.1,,0
2017-11-28T07:22:27.026Z,51.4,,,,40.9,,0
2017-11-28T07:22:37.015Z,50.9,,,,40.8,,0
2017-11-28T07:22:47.016Z,50.3,,,,40.7,,0
2017-11-28T07:22:57.016Z,49.8,,,,40.6,,0
2017-11-28T07:23:07.048Z,49.4,,,,40.5,,0
2017-11-28T07:23:17.116Z,49,,,,40.4,,0
2017-11-28T07:23:27.030Z,50.1,0,2,43,40.3,,0
2017-11-28T07:23:37.023Z,55.4,,,32,40.2,,0
2017-11-28T07:23:47.031Z,56.5,,,29,40.1,,0
2017-11-28T07:23:57.117Z,57,,,,40.1,,0
2017-11-28T07:24:07.026Z,57.1,,,,40,,0
2017-11-28T07:24:17.106Z,57.2,,,30,39.9,,0
2017-11-28T07:24:27.017Z,,,,,39.8,,0
2017-11-28T07:24:37.021Z,,,,29,39.8,,0
2017-11-28T07:24:50.983Z,57,,,,39.7,,0
2017-11-28T07:24:57.017Z,56.9,,,30,39.6,,0
2017-11-28T07:25:07.031Z,,,,29,39.5,,0
2017-11-28T07:25:17.095Z,57,,,,39.4,,0
2017-11-28T07:25:27.045Z,57.4,,,,39.4,,0
2017-11-28T07:25:37.037Z,58,,,,39.3,,0
2017-11-28T07:25:47.028Z,58.5,,,,39.2,,0
2017-11-28T07:25:57.024Z,59,,,30,39.2,,0
2017-11-28T07:26:07.021Z,55.9,0,2,0,39.1,,0
2017-11-28T07:26:17.098Z,53.6,,,,39.1,,0
2017-11-28T07:26:27.024Z,52.3,,,,38.9,,0
2017-11-28T07:26:37.017Z,51.6,,,,38.8,,0
2017-11-28T07:26:47.021Z,51.3,,,,38.8,,0
2017-11-28T07:26:57.018Z,51.2,,,,38.7,,0
2017-11-28T07:27:07.214Z,51.3,,,,38.7,,0
2017-11-28T07:27:17.110Z,,,,,38.6,,0
2017-11-28T07:27:27.071Z,51.4,,,,38.5,,0
2017-11-28T07:27:37.110Z,51.6,,,,38.5,,0
2017-11-28T07:27:47.020Z,,,,,38.4,,0
2017-11-28T07:27:57.016Z,51.5,,,,38.4,,0
2017-11-28T07:28:07.022Z,51.2,,,,38.3,,0
2017-11-28T07:28:17.213Z,50.6,,,,38.3,,0
2017-11-28T07:28:27.017Z,50.1,,,,38.2,,0
2017-11-28T07:28:37.016Z,49.7,,,,38.1,,0
2017-11-28T07:28:47.023Z,49.3,,,,38.1,,0
2017-11-28T07:28:57.017Z,49.1,,,,38,,0
2017-11-28T07:29:07.086Z,49,0,2,45,38,,0
2017-11-28T07:29:17.178Z,55,,,34,37.9,,0
2017-11-28T07:29:27.031Z,56.6,,,29,37.9,,0
2017-11-28T07:29:37.036Z,57.1,,,30,37.8,,0
2017-11-28T07:29:47.039Z,57.4,,,,37.7,,0
2017-11-28T07:29:57.017Z,57.6,,,,37.7,,0
2017-11-28T07:30:07.048Z,,,,,37.7,,0
2017-11-28T07:30:17.217Z,,,,,37.6,57,0
2017-11-28T07:30:27.100Z,57.4,,,29,37.6,,0
2017-11-28T07:30:37.032Z,57.2,,,,37.5,,0
2017-11-28T07:30:47.049Z,,,,30,37.5,,0
2017-11-28T07:30:57.022Z,57.3,,,29,37.4,,0
2017-11-28T07:31:07.028Z,57.7,,,,37.4,,0
2017-11-28T07:31:17.147Z,58.2,,,29,37.4,,0
2017-11-28T07:31:27.022Z,58.8,,,30,37.3,,0
2017-11-28T07:31:37.039Z,59.3,,,29,37.3,,0
2017-11-28T07:31:47.040Z,59.7,,,30,37.2,,0
2017-11-28T07:31:57.018Z,60,,,29,37.2,,0
2017-11-28T07:32:07.017Z,60.5,,,30,37.1,,0
2017-11-28T07:32:17.098Z,60.6,,,29,37.1,,0
2017-11-28T07:32:27.018Z,60.7,,,30,37.1,,0
2017-11-28T07:32:37.103Z,60.8,,,29,36.9,,0
2017-11-28T07:32:47.102Z,60.8,0,2,0,36.9,,0
2017-11-28T07:32:57.017Z,56.9,,,,36.9,,0
2017-11-28T07:33:07.021Z,54.7,,,,36.9,,0
2017-11-28T07:33:17.127Z,53.7,,,,36.8,,0
2017-11-28T07:33:27.129Z,53.2,,,,36.8,,0
2017-11-28T07:33:37.029Z,53,,,,36.7,,0
2017-11-28T07:33:47.021Z,53.1,,,,36.7,,0
2017-11-28T07:33:57.044Z,53.2,,,,36.7,,0
2017-11-28T07:34:07.017Z,53.3,,,,36.6,,0
2017-11-28T07:34:17.146Z,53.4,,,,36.6,,0
2017-11-28T07:34:27.029Z,53.6,,,,36.6,,0
2017-11-28T07:34:37.025Z,53.5,,,,36.6,,0
