Time,ActPow,HwActive,HwTOutlet,PrimT,HwTSet,PrimTSet,ChActive
2018-02-14T00:14:39.520Z,,,27.4,,0,,
2018-02-14T00:14:49.518Z,,,27.4,45.9,0,,
2018-02-14T00:14:59.518Z,,,27.3,,0,,
2018-02-14T00:15:09.560Z,,,27.3,,0,,
2018-02-14T00:15:19.546Z,,,27.3,,0,,
2018-02-14T00:15:29.594Z,,,27.3,,0,,
2018-02-14T00:15:49.526Z,,,27.2,45.8,0,,
2018-02-14T00:15:59.537Z,,,27.2,,0,,
2018-02-14T00:16:09.524Z,,,27.2,,0,,
2018-02-14T00:16:19.529Z,,,27.1,,0,,
2018-02-14T00:16:29.532Z,,,27.1,,0,,
2018-02-14T00:16:39.522Z,,,27.1,,0,,
2018-02-14T00:16:49.618Z,,,27.1,,0,,
2018-02-14T00:16:59.519Z,,,,45.7,,,
2018-02-14T00:17:09.518Z,,,26.9,,0,,
2018-02-14T00:17:19.521Z,,,26.9,,0,,
2018-02-14T00:17:39.556Z,,,26.8,,0,,
2018-02-14T00:17:49.519Z,,,26.8,,0,,
2018-02-14T00:17:59.526Z,,,26.8,,0,,
2018-02-14T00:18:09.519Z,,,26.8,45.6,0,,
2018-02-14T00:18:19.546Z,,,26.7,,0,,
2018-02-14T00:18:39.571Z,,,26.7,,0,,
2018-02-14T00:18:49.537Z,,,26.7,,0,,
2018-02-14T00:18:59.591Z,,,26.7,,0,,
2018-02-14T00:19:09.628Z,,,,45.5,,,
2018-02-14T00:19:19.525Z,,,26.6,,0,,
2018-02-14T00:19:29.539Z,,,26.6,,0,,
2018-02-14T00:19:49.525Z,,,26.5,,0,,
2018-02-14T00:19:59.523Z,,,26.5,,0,,
2018-02-14T00:20:09.519Z,,,26.5,,0,,
2018-02-14T00:20:29.519Z,,,26.5,45.4,0,,
2018-02-14T00:20:39.519Z,,,26.3,,0,,
2018-02-14T00:20:49.520Z,,,26.3,,0,,
2018-02-14T00:20:59.548Z,,,26.3,,0,,
2018-02-14T00:21:09.519Z,,,26.3,,0,,
2018-02-14T00:21:19.519Z,,,26.3,,0,,
2018-02-14T00:21:29.519Z,,,26.2,45.3,0,,
2018-02-14T00:21:39.540Z,,,26.2,,0,,
2018-02-14T00:21:49.542Z,,,26.2,,0,,
2018-02-14T00:22:09.527Z,,,26.2,,0,,
2018-02-14T00:22:19.524Z,,,26.1,,0,,
2018-02-14T00:22:39.706Z,,,26.1,,0,,
2018-02-14T00:22:49.528Z,,,26.1,45.2,0,,
2018-02-14T00:23:09.524Z,,,26,,0,,
2018-02-14T00:23:19.520Z,,,26,,0,,
2018-02-14T00:23:39.523Z,,,26,,0,,
2018-02-14T00:23:49.522Z,,,26,45.1,0,,
2018-02-14T00:23:59.519Z,,,26,,0,,
2018-02-14T00:24:09.526Z,,,25.9,,0,,
2018-02-14T00:24:19.520Z,,,25.9,,0,,
2018-02-14T00:24:29.521Z,,,25.9,,0,,
2018-02-14T00:24:39.536Z,,,25.9,,0,,
2018-02-14T00:24:49.530Z,,,25.9,,0,,
2018-02-14T00:24:59.545Z,,,25.7,45,0,,
2018-02-14T00:25:14.688Z,,,25.7,,0,,
2018-02-14T00:25:19.520Z,,,25.7,,0,,
2018-02-14T00:25:39.527Z,,,25.7,,0,,
2018-02-14T00:25:49.524Z,,,25.7,,0,,
2018-02-14T00:25:59.520Z,,,,44.9,,,
2018-02-14T00:26:09.526Z,,,25.6,,0,,
2018-02-14T00:26:19.526Z,,,25.6,,0,,
2018-02-14T00:26:39.529Z,,,25.6,,0,,
2018-02-14T00:26:59.524Z,,,25.5,44.8,0,,
2018-02-14T00:27:09.524Z,,,25.5,44.9,0,,
2018-02-14T00:27:29.978Z,,,25.5,44.8,0,,
2018-02-14T00:27:39.720Z,,,25.5,,0,,
2018-02-14T00:27:59.526Z,,,25.5,,0,,
2018-02-14T00:28:09.527Z,,,25.4,,0,,
2018-02-14T00:28:19.536Z,,,25.4,,0,,
2018-02-14T00:28:29.529Z,,,,44.7,,,
2018-02-14T00:28:39.520Z,,,25.4,,0,,
2018-02-14T00:28:49.522Z,,,25.4,,0,,
2018-02-14T00:28:59.528Z,,,25.4,,0,,
2018-02-14T00:29:09.526Z,,,25.4,,0,,
2018-02-14T00:29:19.522Z,,,25.3,,0,,
2018-02-14T00:29:39.520Z,,,25.3,44.6,0,,
2018-02-14T00:29:49.552Z,,,25.3,,0,,
2018-02-14T00:29:59.520Z,,,25.3,,0,,
2018-02-14T00:30:09.530Z,,,25.3,,0,,
2018-02-14T00:30:29.527Z,,,25.1,,0,,
2018-02-14T00:30:49.528Z,,,25.1,44.5,0,,
2018-02-14T00:30:59.527Z,,,25.1,,0,,
2018-02-14T00:31:09.522Z,,,25.1,,0,,
2018-02-14T00:31:34.690Z,,,25.1,,0,,
2018-02-14T00:31:39.521Z,,,25,,0,,
2018-02-14T00:31:49.521Z,,,25,,0,,
2018-02-14T00:31:59.520Z,,,,44.4,,,
2018-02-14T00:32:09.522Z,,,25,,0,,
2018-02-14T00:32:29.521Z,,,25,,0,,
2018-02-14T00:32:39.590Z,,,25,,0,,
2018-02-14T00:32:49.550Z,,,25,,0,,
2018-02-14T00:32:59.520Z,,,24.9,44.3,0,,
2018-02-14T00:33:09.540Z,,,24.9,,0,,
2018-02-14T00:33:19.524Z,,,24.9,,0,,
2018-02-14T00:33:39.521Z,,,24.9,,0,,
2018-02-14T00:33:49.521Z,,,24.9,,0,,
2018-02-14T00:33:59.520Z,,,,44.2,,,
2018-02-14T00:34:09.520Z,,,24.9,,0,,
2018-02-14T00:34:29.522Z,,,24.8,,0,,
2018-02-14T00:34:39.521Z,,,24.8,,0,,
2018-02-14T00:34:49.521Z,,,24.8,,0,,
2018-02-14T00:34:59.521Z,,,24.8,,0,,
2018-02-14T00:35:09.521Z,,,24.8,,0,,
2018-02-14T00:35:19.521Z,,,,44.1,,,
2018-02-14T00:35:29.524Z,,,24.8,,0,,
2018-02-14T00:35:39.522Z,,,24.7,,0,,
2018-02-14T00:35:59.523Z,,,24.7,,0,,
2018-02-14T00:36:09.521Z,,,24.7,,0,,
2018-02-14T00:36:19.544Z,0,0,,44.1,,5,0
2018-02-14T00:36:29.521Z,,,24.7,44,0,,
2018-02-14T00:36:39.521Z,,,24.7,,0,,
2018-02-14T00:36:49.521Z,,,24.7,,0,,
2018-02-14T00:36:59.521Z,,,24.7,,0,,
2018-02-14T00:37:09.521Z,,,24.5,,0,,
2018-02-14T00:37:29.522Z,,,24.5,43.9,0,,
2018-02-14T00:37:39.522Z,,,24.5,,0,,
2018-02-14T00:37:49.524Z,,,24.5,,0,,
2018-02-14T00:37:59.532Z,,,24.5,,0,,
2018-02-14T00:38:09.521Z,,,24.5,,0,,
2018-02-14T00:38:19.531Z,,,24.5,,0,,
2018-02-14T00:38:29.525Z,,,24.5,,0,,
2018-02-14T00:38:39.528Z,,,24.4,,0,,
2018-02-14T00:38:49.521Z,,,24.4,43.8,0,,
2018-02-14T00:38:59.526Z,,,24.4,,0,,
2018-02-14T00:39:09.522Z,,,24.4,,0,,
2018-02-14T00:39:29.523Z,,,24.4,,0,,
2018-02-14T00:39:39.524Z,,,24.4,,0,,
2018-02-14T00:39:49.522Z,,,24.4,,0,,
2018-02-14T00:39:59.521Z,,,24.4,43.7,0,,
2018-02-14T00:40:09.726Z,,,24.3,,0,,
2018-02-14T00:40:19.529Z,,,24.3,,0,,
2018-02-14T00:40:29.521Z,,,24.3,,0,,
2018-02-14T00:40:39.522Z,,,24.3,,0,,
2018-02-14T00:40:49.522Z,,,24.3,,0,,
2018-02-14T00:40:59.522Z,,,24.3,,0,,
2018-02-14T00:41:09.522Z,,,24.3,43.6,0,,
2018-02-14T00:41:29.522Z,,,24.3,,0,,
2018-02-14T00:41:39.526Z,,,24.2,,0,,
2018-02-14T00:41:49.522Z,,,24.2,,0,,
2018-02-14T00:41:59.527Z,,,24.2,43.5,0,,
2018-02-14T00:42:09.522Z,,,24.2,,0,,
2018-02-14T00:42:19.522Z,,,24.2,,0,,
2018-02-14T00:42:34.612Z,,,24.2,,0,,
2018-02-14T00:42:39.526Z,,,24.2,,0,,
2018-02-14T00:42:49.523Z,,,24.2,,0,,
2018-02-14T00:42:59.526Z,,,24.2,,0,,
2018-02-14T00:43:09.727Z,,,24.2,,0,,
2018-02-14T00:43:19.525Z,,,24.2,,0,,
2018-02-14T00:43:29.525Z,,,24,43.4,0,,
2018-02-14T00:43:39.523Z,,,24,,0,,
2018-02-14T00:43:49.522Z,,,24,,0,,
2018-02-14T00:43:59.522Z,,,24,,0,,
2018-02-14T00:44:09.523Z,,,24,,0,,
2018-02-14T00:44:29.525Z,,,24,43.3,0,,
2018-02-14T00:44:39.523Z,,,24,,0,,
2018-02-14T00:44:49.744Z,,,24,,0,,
2018-02-14T00:44:59.528Z,,,24,,0,,
2018-02-14T00:45:09.529Z,,,23.9,,0,,
2018-02-14T00:45:29.525Z,,,23.9,,0,,
2018-02-14T00:45:39.528Z,,,23.9,,0,,
2018-02-14T00:45:49.529Z,,,23.9,43.2,0,,
2018-02-14T00:45:59.546Z,,,23.9,,0,,
2018-02-14T00:46:09.524Z,,,23.9,,0,,
2018-02-14T00:46:19.529Z,,,23.9,,0,,
2018-02-14T00:46:29.524Z,,,23.9,,0,,
2018-02-14T00:46:39.529Z,,,23.9,,0,,
2018-02-14T00:46:49.523Z,,,23.8,,0,,
2018-02-14T00:46:59.531Z,,,23.8,43.1,0,,
2018-02-14T00:47:09.523Z,,,23.8,,0,,
2018-02-14T00:47:19.525Z,,,23.8,,0,,
2018-02-14T00:47:29.525Z,,,23.8,,0,,
2018-02-14T00:47:39.532Z,,,23.8,,0,,
2018-02-14T00:47:49.523Z,,,23.8,,0,,
2018-02-14T00:47:59.535Z,,,23.8,,0,,
2018-02-14T00:48:09.606Z,,,23.8,43,0,,
2018-02-14T00:48:19.529Z,,,23.8,,0,,
2018-02-14T00:48:29.523Z,,,23.8,,0,,
2018-02-14T00:48:39.525Z,,,23.8,,0,,
2018-02-14T00:48:49.526Z,,,23.8,,0,,
2018-02-14T00:48:59.565Z,,,23.7,,0,,
2018-02-14T00:49:09.523Z,,,23.7,42.9,0,,
2018-02-14T00:49:19.523Z,,,23.7,42.9,0,,
2018-02-14T00:49:29.717Z,,,23.7,,0,,
2018-02-14T00:49:39.526Z,,,23.7,,0,,
2018-02-14T00:49:49.526Z,,,23.7,,0,,
2018-02-14T00:49:59.525Z,,,23.7,,0,,
2018-02-14T00:50:09.524Z,,,23.7,,0,,
2018-02-14T00:50:19.524Z,,,23.7,,0,,
2018-02-14T00:50:29.526Z,,,23.7,,0,,
2018-02-14T00:50:39.525Z,,,23.7,42.8,0,,
2018-02-14T00:50:49.525Z,,,23.7,,0,,
2018-02-14T00:50:59.523Z,,,23.7,,0,,
2018-02-14T00:51:09.708Z,,,23.7,,0,,
2018-02-14T00:51:19.532Z,,,23.6,,0,,
2018-02-14T00:51:29.525Z,,,23.6,,0,,
2018-02-14T00:51:39.537Z,,,23.6,,0,,
2018-02-14T00:51:49.527Z,,,23.6,42.7,0,,
2018-02-14T00:51:59.530Z,,,23.6,,0,,
2018-02-14T00:52:09.530Z,,,23.6,,0,,
2018-02-14T00:52:19.527Z,,,23.6,,0,,
2018-02-14T00:52:29.525Z,,,23.6,,0,,
2018-02-14T00:52:39.523Z,,,23.6,,0,,
2018-02-14T00:52:49.524Z,,,23.6,,0,,
2018-02-14T00:52:59.523Z,,,23.6,42.6,0,,
2018-02-14T00:53:09.524Z,,,23.6,,0,,
2018-02-14T00:53:19.528Z,,,23.4,,0,,
2018-02-14T00:53:29.526Z,,,23.4,,0,,
2018-02-14T00:53:39.524Z,,,23.4,,0,,
2018-02-14T00:53:49.524Z,,,23.4,,0,,
2018-02-14T00:54:04.624Z,,,23.4,,0,,
2018-02-14T00:54:09.526Z,,,23.4,42.4,0,,
2018-02-14T00:54:19.711Z,,,23.4,,0,,
2018-02-14T00:54:29.526Z,,,23.4,,0,,
2018-02-14T00:54:39.524Z,,,23.4,,0,,
2018-02-14T00:54:49.525Z,,,23.4,,0,,
2018-02-14T00:54:59.719Z,,,23.4,,0,,
2018-02-14T00:55:09.524Z,,,23.4,,0,,
2018-02-14T00:55:19.526Z,,,23.4,,0,,
2018-02-14T00:55:29.525Z,,,23.4,42.3,0,,
2018-02-14T00:55:39.561Z,,,23.3,,0,,
2018-02-14T00:55:49.524Z,,,23.3,,0,,
2018-02-14T00:55:59.531Z,,,23.3,,0,,
2018-02-14T00:56:09.524Z,,,23.3,,0,,
2018-02-14T00:56:19.527Z,,,23.3,,0,,
2018-02-14T00:56:29.532Z,,,23.3,,0,,
2018-02-14T00:56:39.537Z,,,23.3,,0,,
2018-02-14T00:56:49.550Z,,,23.3,42.2,0,,
2018-02-14T00:56:59.537Z,,,23.3,,0,,
2018-02-14T00:57:09.566Z,,,23.3,,0,,
2018-02-14T00:57:19.528Z,,,23.3,,0,,
2018-02-14T00:57:29.528Z,,,23.3,,0,,
2018-02-14T00:57:39.527Z,,,23.3,,0,,
2018-02-14T00:57:49.525Z,,,23.2,42.1,0,,
2018-02-14T00:57:59.526Z,,,23.2,,0,,
2018-02-14T00:58:09.527Z,,,23.2,,0,,
2018-02-14T00:58:19.538Z,,,23.2,,0,,
2018-02-14T00:58:29.532Z,,,23.2,,0,,
2018-02-14T00:58:39.526Z,,,23.2,,0,,
2018-02-14T00:58:49.527Z,,,23.2,,0,,
2018-02-14T00:58:59.524Z,,,23.2,,0,,
2018-02-14T00:59:09.530Z,,,23.2,42,0,,
2018-02-14T00:59:19.753Z,,,23.2,,0,,
2018-02-14T00:59:29.524Z,,,23.2,,0,,
2018-02-14T00:59:39.524Z,,,23.2,,0,,
2018-02-14T00:59:49.527Z,,,23.2,,0,,
2018-02-14T00:59:59.525Z,,,23.2,,0,,
2018-02-14T01:00:09.525Z,,,23.2,42,0,,
2018-02-14T01:00:19.531Z,,,23.1,41.9,0,,
2018-02-14T01:00:29.527Z,,,23.1,,0,,
2018-02-14T01:00:39.526Z,,,23.1,,0,,
2018-02-14T01:00:49.532Z,,,23.1,,0,,
2018-02-14T01:00:59.531Z,,,23.1,,0,,
2018-02-14T01:01:09.530Z,,,23.1,,0,,
2018-02-14T01:01:19.525Z,,,23.1,,0,,
2018-02-14T01:01:29.529Z,,,23.1,,0,,
2018-02-14T01:01:39.528Z,,,23.1,41.8,0,,
2018-02-14T01:01:49.530Z,,,23.1,,0,,
2018-02-14T01:01:59.526Z,,,23.1,,0,,
2018-02-14T01:02:09.525Z,,,23.1,,0,,
2018-02-14T01:02:19.525Z,,,23.1,,0,,
2018-02-14T01:02:29.525Z,,,23.1,,0,,
2018-02-14T01:02:39.525Z,,,23.1,,0,,
2018-02-14T01:02:49.530Z,,,23,41.7,0,,
2018-02-14T01:02:59.525Z,,,23,,0,,
2018-02-14T01:03:09.537Z,,,23.1,,0,,
2018-02-14T01:03:19.525Z,,,23,,0,,
2018-02-14T01:03:29.527Z,,,23,,0,,
2018-02-14T01:03:39.529Z,,,23,,0,,
2018-02-14T01:03:49.526Z,,,23,,0,,
2018-02-14T01:03:59.525Z,,,23,,0,,
2018-02-14T01:04:09.528Z,,,23,41.6,0,,
2018-02-14T01:04:19.526Z,,,23,,0,,
2018-02-14T01:04:29.525Z,,,23,,0,,
2018-02-14T01:04:39.526Z,,,23,,0,,
2018-02-14T01:04:49.528Z,,,23,,0,,
2018-02-14T01:04:59.526Z,,,23,,0,,
2018-02-14T01:05:09.532Z,,,23,,0,,
2018-02-14T01:05:19.526Z,,,23,,0,,
2018-02-14T01:05:29.525Z,,,23,41.5,0,,
2018-02-14T01:05:39.527Z,,,22.8,,0,,
2018-02-14T01:05:49.526Z,,,22.8,,0,,
2018-02-14T01:05:59.526Z,,,22.8,,0,,
2018-02-14T01:06:09.531Z,,,22.8,,0,,
2018-02-14T01:06:19.533Z,,,22.8,,0,,
2018-02-14T01:06:29.529Z,,,22.8,,0,,
2018-02-14T01:06:39.527Z,,,22.8,41.4,0,,
2018-02-14T01:06:49.533Z,,,22.8,,0,,
2018-02-14T01:06:59.527Z,,,22.8,,0,,
2018-02-14T01:07:09.532Z,,,22.8,,0,,
2018-02-14T01:07:19.526Z,,,22.8,,0,,
2018-02-14T01:07:29.564Z,,,22.8,,0,,
2018-02-14T01:07:39.526Z,,,22.8,,0,,
2018-02-14T01:07:49.614Z,,,22.8,,0,,
2018-02-14T01:07:59.526Z,,,22.8,41.3,0,,
2018-02-14T01:08:09.529Z,,,22.7,,0,,
2018-02-14T01:08:19.532Z,,,22.7,,0,,
2018-02-14T01:08:29.636Z,,,22.7,,0,,
2018-02-14T01:08:39.535Z,,,22.7,,0,,
2018-02-14T01:08:49.537Z,,,22.7,,0,,
2018-02-14T01:08:59.536Z,,,22.7,,0,,
2018-02-14T01:09:09.530Z,,,22.7,,0,,
2018-02-14T01:09:19.536Z,,,22.7,41.2,0,,
2018-02-14T01:09:29.531Z,,,22.7,,0,,
2018-02-14T01:09:39.526Z,,,22.7,,0,,
2018-02-14T01:09:49.564Z,,,22.7,,0,,
2018-02-14T01:09:59.528Z,,,22.7,,0,,
2018-02-14T01:10:09.526Z,,,22.7,,0,,
2018-02-14T01:10:19.529Z,,,22.7,,0,,
2018-02-14T01:10:29.527Z,,,22.7,41.1,0,,
2018-02-14T01:10:39.527Z,,,22.7,41.2,0,,
2018-02-14T01:10:49.527Z,,,22.7,41.1,0,,
2018-02-14T01:10:59.527Z,,,22.6,,0,,
2018-02-14T01:11:09.527Z,,,22.6,,0,,
2018-02-14T01:11:19.527Z,,,22.6,,0,,
2018-02-14T01:11:29.526Z,,,22.6,,0,,
2018-02-14T01:11:39.527Z,,,22.6,,0,,
2018-02-14T01:11:49.527Z,,,22.6,,0,,
2018-02-14T01:11:59.527Z,,,22.6,41,0,,
2018-02-14T01:12:09.526Z,,,22.6,,0,,
2018-02-14T01:12:19.526Z,,,22.6,,0,,
2018-02-14T01:12:29.527Z,,,22.6,,0,,
2018-02-14T01:12:39.527Z,,,22.6,,0,,
2018-02-14T01:12:49.528Z,,,22.6,,0,,
2018-02-14T01:12:59.526Z,,,22.6,40.9,0,,
2018-02-14T01:13:09.528Z,,,22.6,40.9,0,,
2018-02-14T01:13:19.527Z,,,22.6,,0,,
2018-02-14T01:13:29.527Z,,,22.6,,0,,
2018-02-14T01:13:39.527Z,,,22.6,,0,,
2018-02-14T01:13:49.529Z,,,22.5,,0,,
2018-02-14T01:13:59.528Z,,,22.5,,0,,
2018-02-14T01:14:09.530Z,,,22.5,,0,,
2018-02-14T01:14:19.599Z,,,22.5,,0,,
2018-02-14T01:14:29.539Z,,,22.5,40.8,0,,
2018-02-14T01:14:39.527Z,,,22.5,,0,,
2018-02-14T01:14:49.531Z,,,22.5,,0,,
2018-02-14T01:14:59.529Z,,,22.5,,0,,
2018-02-14T01:15:09.527Z,,,22.5,,0,,
2018-02-14T01:15:19.527Z,,,22.5,,0,,
2018-02-14T01:15:29.527Z,,,22.5,,0,,
2018-02-14T01:15:39.528Z,,,22.5,,0,,
2018-02-14T01:15:49.527Z,,,22.5,40.7,0,,
2018-02-14T01:15:59.530Z,,,22.5,,0,,
2018-02-14T01:16:09.566Z,,,22.5,,0,,
2018-02-14T01:16:19.527Z,,,22.5,,0,,
2018-02-14T01:16:29.527Z,,,22.4,,0,,
2018-02-14T01:16:39.528Z,,,22.4,,0,,
2018-02-14T01:16:49.528Z,,,22.4,,0,,
2018-02-14T01:16:59.532Z,,,22.4,,0,,
2018-02-14T01:17:09.527Z,,,22.4,,0,,
2018-02-14T01:17:19.527Z,,,22.4,40.6,0,,
2018-02-14T01:17:29.527Z,,,22.4,,0,,
2018-02-14T01:17:39.530Z,,,22.4,,0,,
2018-02-14T01:17:49.527Z,,,22.4,,0,,
2018-02-14T01:17:59.528Z,,,22.4,,0,,
2018-02-14T01:18:09.528Z,,,22.4,,0,,
2018-02-14T01:18:19.527Z,,,22.4,,0,,
2018-02-14T01:18:29.528Z,,,22.4,,0,,
2018-02-14T01:18:39.532Z,,,22.4,40.5,0,,
2018-02-14T01:18:49.724Z,,,22.4,,0,,
2018-02-14T01:18:59.537Z,,,22.4,,0,,
2018-02-14T01:19:10.170Z,,,22.4,,0,,
2018-02-14T01:19:19.528Z,,,22.4,,0,,
2018-02-14T01:19:29.527Z,,,22.4,,0,,
2018-02-14T01:19:39.530Z,,,22.2,,0,,
2018-02-14T01:19:49.528Z,,,22.2,,0,,
2018-02-14T01:19:59.528Z,,,22.2,40.4,0,,
2018-02-14T01:20:09.527Z,,,22.2,,0,,
2018-02-14T01:20:19.527Z,,,22.2,,0,,
2018-02-14T01:20:29.528Z,,,22.2,,0,,
2018-02-14T01:20:39.528Z,,,22.2,,0,,
2018-02-14T01:20:54.548Z,,,22.2,,0,,
2018-02-14T01:20:59.530Z,,,22.2,,0,,
2018-02-14T01:21:09.533Z,,,22.2,,0,,
2018-02-14T01:21:19.528Z,,,22.2,40.3,0,,
2018-02-14T01:21:29.528Z,,,22.2,,0,,
2018-02-14T01:21:39.528Z,,,22.2,,0,,
2018-02-14T01:21:49.527Z,,,22.2,,0,,
2018-02-14T01:21:59.528Z,,,22.2,,0,,
2018-02-14T01:22:09.528Z,,,22.2,,0,,
2018-02-14T01:22:19.551Z,,,22.2,,0,,
2018-02-14T01:22:29.530Z,,,22.2,40.2,0,,
2018-02-14T01:22:40.041Z,,,22.2,,0,,
2018-02-14T01:22:54.928Z,,,22.2,,0,,
2018-02-14T01:22:59.541Z,,,22.2,,0,,
2018-02-14T01:23:09.528Z,,,22.1,,0,,
2018-02-14T01:23:19.834Z,,,22.1,,0,,
2018-02-14T01:23:29.530Z,,,22.1,,0,,
2018-02-14T01:23:39.528Z,,,22.1,,0,,
2018-02-14T01:23:49.536Z,,,22.1,,0,,
2018-02-14T01:23:59.531Z,,,22.1,40.1,0,,
2018-02-14T01:24:09.532Z,,,22.1,,0,,
2018-02-14T01:24:19.531Z,,,22.1,,0,,
2018-02-14T01:24:29.530Z,,,22.1,,0,,
2018-02-14T01:24:39.531Z,,,22.1,,0,,
2018-02-14T01:24:49.530Z,,,22.1,,0,,
2018-02-14T01:24:59.529Z,,,22.1,,0,,
2018-02-14T01:25:09.528Z,,,22.1,,0,,
2018-02-14T01:25:19.529Z,,,22.1,40,0,,
2018-02-14T01:25:29.528Z,,,22.1,,0,,
2018-02-14T01:25:39.529Z,,,22.1,,0,,
2018-02-14T01:25:49.532Z,,,22,,0,,
2018-02-14T01:25:59.528Z,,,22.1,,0,,
2018-02-14T01:26:09.529Z,,,22,,0,,
2018-02-14T01:26:19.530Z,,,22,,0,,
2018-02-14T01:26:29.528Z,,,22,39.9,0,,
2018-02-14T01:26:39.530Z,,,22,39.9,0,,
2018-02-14T01:26:49.529Z,,,22,,0,,
