Time,HwTOutlet,HwActive,ChActive,PrimTSet,HwTSet,ActPow,PrimT
2017-12-27T00:15:11.173Z,23.4,,,,0,,
2017-12-27T00:15:21.173Z,23.4,,,,0,,
2017-12-27T00:15:31.173Z,23.4,,,,0,,
2017-12-27T00:15:41.174Z,23.3,,,,0,,42.8
2017-12-27T00:15:51.173Z,23.4,,,,0,,
2017-12-27T00:16:01.174Z,23.3,,,,0,,
2017-12-27T00:16:11.173Z,23.3,,,,0,,
2017-12-27T00:16:21.176Z,23.3,,,,0,,
2017-12-27T00:16:31.175Z,23.3,,,,0,,
2017-12-27T00:16:41.173Z,23.3,,,,0,,
2017-12-27T00:16:51.175Z,23.3,,,,0,,
2017-12-27T00:17:01.174Z,23.3,,,,0,,42.7
2017-12-27T00:17:11.174Z,23.3,,,,0,,
2017-12-27T00:17:21.176Z,23.3,,,,0,,
2017-12-27T00:17:31.174Z,23.3,,,,0,,
2017-12-27T00:17:41.175Z,23.3,,,,0,,
2017-12-27T00:17:51.176Z,23.3,,,,0,,
2017-12-27T00:18:01.174Z,23.2,,,,0,,42.6
2017-12-27T00:18:11.174Z,23.2,,,,0,,
2017-12-27T00:18:21.174Z,23.2,,,,0,,
2017-12-27T00:18:31.177Z,23.2,,,,0,,
2017-12-27T00:18:41.174Z,23.2,,,,0,,
2017-12-27T00:18:51.179Z,23.2,,,,0,,
2017-12-27T00:19:01.174Z,23.2,,,,0,,
2017-12-27T00:19:11.181Z,23.2,,,,0,,42.4
2017-12-27T00:19:21.174Z,23.2,,,,0,,
2017-12-27T00:19:31.174Z,23.2,,,,0,,
2017-12-27T00:19:41.173Z,23.2,,,,0,,
2017-12-27T00:19:51.174Z,23.2,0,0,5,0,0,42.4
2017-12-27T00:20:01.178Z,23.2,,,,0,,
2017-12-27T00:20:11.174Z,23.2,,,,0,,
2017-12-27T00:20:21.179Z,23.1,,,,0,,
2017-12-27T00:20:31.174Z,23.1,,,,0,,42.3
2017-12-27T00:20:41.178Z,23.1,,,,0,,
2017-12-27T00:20:51.174Z,23.1,,,,0,,
2017-12-27T00:21:01.179Z,23.1,,,,0,,
2017-12-27T00:21:11.174Z,23.1,,,,0,,
2017-12-27T00:21:21.179Z,23.1,,,,0,,
2017-12-27T00:21:31.175Z,23.1,,,,0,,
2017-12-27T00:21:41.179Z,23.1,,,,0,,42.2
2017-12-27T00:21:51.175Z,23.1,,,,0,,
2017-12-27T00:22:01.174Z,23.1,,,,0,,
2017-12-27T00:22:11.175Z,23.1,,,,0,,
2017-12-27T00:22:21.176Z,23.1,,,,0,,
2017-12-27T00:22:31.179Z,23.1,,,,0,,
2017-12-27T00:22:41.174Z,23,,,,0,,
2017-12-27T00:22:51.175Z,23,,,,0,,
2017-12-27T00:23:01.177Z,23,,,,0,,42.1
2017-12-27T00:23:11.174Z,23,,,,0,,
2017-12-27T00:23:21.174Z,23,,,,0,,
2017-12-27T00:23:31.176Z,23,,,,0,,
2017-12-27T00:23:41.175Z,23,,,,0,,
2017-12-27T00:23:51.177Z,23,,,,0,,
2017-12-27T00:24:01.175Z,23,,,,0,,
2017-12-27T00:24:11.174Z,23,,,,0,,42
2017-12-27T00:24:21.176Z,23,,,,0,,
2017-12-27T00:24:31.176Z,23,,,,0,,
2017-12-27T00:24:41.175Z,23,,,,0,,
2017-12-27T00:24:51.175Z,23,,,,0,,
2017-12-27T00:25:01.175Z,23,,,,0,,
2017-12-27T00:25:11.175Z,22.8,,,,0,,
2017-12-27T00:25:21.175Z,23,,,,0,,42
2017-12-27T00:25:31.175Z,22.8,,,,0,,41.9
2017-12-27T00:25:41.175Z,23,,,,0,,
2017-12-27T00:25:51.176Z,22.8,,,,0,,
2017-12-27T00:26:01.175Z,22.8,,,,0,,
2017-12-27T00:26:11.175Z,22.8,,,,0,,
2017-12-27T00:26:21.332Z,22.8,,,,0,,
2017-12-27T00:26:31.175Z,22.8,,,,0,,
2017-12-27T00:26:41.176Z,22.8,,,,0,,41.8
2017-12-27T00:26:51.177Z,22.8,,,,0,,
2017-12-27T00:27:01.177Z,22.8,,,,0,,
2017-12-27T00:27:11.175Z,22.8,,,,0,,
2017-12-27T00:27:21.175Z,22.8,,,,0,,
2017-12-27T00:27:31.175Z,22.8,,,,0,,
2017-12-27T00:27:41.180Z,22.8,,,,0,,
2017-12-27T00:27:51.175Z,22.8,,,,0,,41.7
2017-12-27T00:28:01.176Z,22.8,,,,0,,
2017-12-27T00:28:11.181Z,22.7,,,,0,,
2017-12-27T00:28:21.175Z,22.7,,,,0,,
2017-12-27T00:28:31.175Z,22.7,,,,0,,
2017-12-27T00:28:41.175Z,22.7,,,,0,,
2017-12-27T00:28:51.175Z,22.7,,,,0,,
2017-12-27T00:29:01.175Z,22.7,,,,0,,
2017-12-27T00:29:11.175Z,22.7,,,,0,,41.6
2017-12-27T00:29:21.177Z,22.7,,,,0,,
2017-12-27T00:29:31.175Z,22.7,,,,0,,
2017-12-27T00:29:41.176Z,22.7,,,,0,,
2017-12-27T00:29:51.176Z,22.7,,,,0,,
2017-12-27T00:30:01.176Z,22.7,,,,0,,
2017-12-27T00:30:11.175Z,22.7,,,,0,,
2017-12-27T00:30:21.176Z,22.6,,,,0,,
2017-12-27T00:30:31.181Z,22.7,,,,0,,41.5
2017-12-27T00:30:41.178Z,22.6,,,,0,,
2017-12-27T00:30:51.176Z,22.6,,,,0,,
2017-12-27T00:31:01.176Z,22.6,,,,0,,
2017-12-27T00:31:11.176Z,22.6,,,,0,,
2017-12-27T00:31:21.176Z,22.6,,,,0,,
2017-12-27T00:31:31.176Z,22.6,,,,0,,
2017-12-27T00:31:41.176Z,22.6,,,,0,,
2017-12-27T00:31:51.176Z,22.6,,,,0,,41.4
2017-12-27T00:32:01.176Z,22.6,,,,0,,
2017-12-27T00:32:11.176Z,22.6,,,,0,,
2017-12-27T00:32:21.178Z,22.6,,,,0,,
2017-12-27T00:32:31.176Z,22.6,,,,0,,
2017-12-27T00:32:41.176Z,22.5,,,,0,,
2017-12-27T00:32:51.177Z,22.6,,,,0,,
2017-12-27T00:33:01.181Z,22.5,,,,0,,41.3
2017-12-27T00:33:11.188Z,22.5,,,,0,,
2017-12-27T00:33:21.176Z,22.5,,,,0,,
2017-12-27T00:33:31.176Z,22.5,,,,0,,
2017-12-27T00:33:41.177Z,22.5,,,,0,,
2017-12-27T00:33:51.176Z,22.5,,,,0,,
2017-12-27T00:34:01.176Z,22.5,,,,0,,
2017-12-27T00:34:11.176Z,22.5,,,,0,,
2017-12-27T00:34:21.176Z,22.5,,,,0,,41.2
2017-12-27T00:34:31.176Z,22.5,,,,0,,
2017-12-27T00:34:41.176Z,22.5,,,,0,,
2017-12-27T00:34:51.177Z,22.5,,,,0,,
2017-12-27T00:35:01.176Z,22.5,,,,0,,
2017-12-27T00:35:11.176Z,22.5,,,,0,,
2017-12-27T00:35:21.177Z,22.5,,,,0,,
2017-12-27T00:35:31.176Z,22.5,,,,0,,
2017-12-27T00:35:41.176Z,22.5,,,,0,,41.1
2017-12-27T00:35:51.176Z,22.4,,,,0,,
2017-12-27T00:36:01.177Z,22.4,,,,0,,
2017-12-27T00:36:11.176Z,22.4,,,,0,,
2017-12-27T00:36:21.177Z,22.4,,,,0,,
2017-12-27T00:36:31.178Z,22.4,,,,0,,
2017-12-27T00:36:41.176Z,22.4,,,,0,,41
2017-12-27T00:36:51.176Z,22.4,,,,0,,
2017-12-27T00:37:01.176Z,22.4,,,,0,,
2017-12-27T00:37:11.180Z,22.4,,,,0,,
2017-12-27T00:37:21.176Z,22.4,,,,0,,
2017-12-27T00:37:31.177Z,22.4,,,,0,,
2017-12-27T00:37:41.176Z,22.4,,,,0,,
2017-12-27T00:37:51.415Z,22.4,,,,0,,
2017-12-27T00:38:01.177Z,22.4,,,,0,,40.9
2017-12-27T00:38:11.177Z,22.4,,,,0,,40.9
2017-12-27T00:38:21.178Z,22.4,,,,0,,
2017-12-27T00:38:31.177Z,22.4,,,,0,,
2017-12-27T00:38:41.177Z,22.4,,,,0,,
2017-12-27T00:38:51.179Z,22.4,,,,0,,
2017-12-27T00:39:01.177Z,22.2,,,,0,,
2017-12-27T00:39:11.177Z,22.2,,,,0,,
2017-12-27T00:39:21.177Z,22.2,,,,0,,40.8
2017-12-27T00:39:31.179Z,22.2,,,,0,,
2017-12-27T00:39:41.176Z,22.2,,,,0,,
2017-12-27T00:39:51.180Z,22.2,,,,0,,
2017-12-27T00:40:01.180Z,22.2,,,,0,,
2017-12-27T00:40:11.177Z,22.2,,,,0,,
2017-12-27T00:40:21.177Z,22.2,,,,0,,
2017-12-27T00:40:31.179Z,22.2,,,,0,,
2017-12-27T00:40:41.177Z,22.2,,,,0,,40.7
2017-12-27T00:40:51.177Z,22.2,,,,0,,
2017-12-27T00:41:01.180Z,22.2,,,,0,,
2017-12-27T00:41:11.177Z,22.1,,,,0,,
2017-12-27T00:41:21.181Z,22.2,,,,0,,
2017-12-27T00:41:31.179Z,22.2,,,,0,,
2017-12-27T00:41:41.177Z,22.2,,,,0,,
2017-12-27T00:41:51.181Z,22.2,,,,0,,
2017-12-27T00:42:01.181Z,22.1,,,,0,,40.6
2017-12-27T00:42:11.177Z,22.1,,,,0,,
2017-12-27T00:42:21.177Z,22.1,,,,0,,
2017-12-27T00:42:31.177Z,22.1,,,,0,,
2017-12-27T00:42:41.180Z,22.1,,,,0,,
2017-12-27T00:42:51.178Z,22.1,,,,0,,
2017-12-27T00:43:01.178Z,22.1,,,,0,,
2017-12-27T00:43:11.177Z,22.1,,,,0,,
2017-12-27T00:43:21.182Z,22.1,,,,0,,40.5
2017-12-27T00:43:31.179Z,22.1,,,,0,,
2017-12-27T00:43:41.178Z,22.1,,,,0,,
2017-12-27T00:43:51.177Z,22.1,,,,0,,
2017-12-27T00:44:01.177Z,22.1,,,,0,,
2017-12-27T00:44:11.178Z,22.1,,,,0,,
2017-12-27T00:44:21.177Z,22.1,,,,0,,
2017-12-27T00:44:31.178Z,22.1,,,,0,,
2017-12-27T00:44:41.183Z,22,,,,0,,40.4
2017-12-27T00:44:51.178Z,22,,,,0,,
2017-12-27T00:45:01.183Z,22,,,,0,,
2017-12-27T00:45:11.178Z,22,,,,0,,
2017-12-27T00:45:21.178Z,22,,,,0,,
2017-12-27T00:45:31.178Z,22,,,,0,,
2017-12-27T00:45:41.178Z,22,,,,0,,
2017-12-27T00:45:51.179Z,22,,,,0,,
2017-12-27T00:46:01.178Z,22,,,,0,,
2017-12-27T00:46:11.178Z,22,,,,0,,40.3
2017-12-27T00:46:21.178Z,22,,,,0,,
2017-12-27T00:46:31.178Z,22,,,,0,,
2017-12-27T00:46:41.178Z,22,,,,0,,
2017-12-27T00:46:51.185Z,22,,,,0,,
2017-12-27T00:47:01.177Z,22,,,,0,,
2017-12-27T00:47:11.181Z,22,,,,0,,
2017-12-27T00:47:21.178Z,21.9,,,,0,,40.2
2017-12-27T00:47:31.178Z,21.9,,,,0,,
2017-12-27T00:47:41.178Z,21.9,,,,0,,
2017-12-27T00:47:51.181Z,21.9,,,,0,,
2017-12-27T00:48:01.178Z,21.9,,,,0,,
2017-12-27T00:48:11.178Z,21.9,,,,0,,
2017-12-27T00:48:21.178Z,21.9,,,,0,,
2017-12-27T00:48:31.178Z,21.9,,,,0,,
2017-12-27T00:48:41.181Z,21.9,,,,0,,40.1
2017-12-27T00:48:51.178Z,21.9,,,,0,,
2017-12-27T00:49:01.180Z,21.9,,,,0,,
2017-12-27T00:49:11.178Z,21.9,,,,0,,
2017-12-27T00:49:21.178Z,21.9,,,,0,,
2017-12-27T00:49:31.179Z,21.9,,,,0,,
2017-12-27T00:49:41.180Z,21.9,,,,0,,
2017-12-27T00:49:51.353Z,21.9,,,,0,,
2017-12-27T00:50:01.183Z,21.9,,,,0,,40
2017-12-27T00:50:11.180Z,21.9,,,,0,,
2017-12-27T00:50:21.179Z,21.9,,,,0,,
2017-12-27T00:50:31.178Z,21.9,,,,0,,
2017-12-27T00:50:41.178Z,21.9,,,,0,,
2017-12-27T00:50:51.179Z,21.7,,,,0,,
2017-12-27T00:51:01.179Z,21.7,,,,0,,
2017-12-27T00:51:11.179Z,21.7,,,,0,,40
2017-12-27T00:51:21.179Z,21.7,,,,0,,39.9
2017-12-27T00:51:31.179Z,21.7,,,,0,,
2017-12-27T00:51:41.178Z,21.7,,,,0,,
2017-12-27T00:51:51.182Z,21.7,,,,0,,
2017-12-27T00:52:01.179Z,21.7,,,,0,,
2017-12-27T00:52:11.181Z,21.7,,,,0,,
2017-12-27T00:52:21.179Z,21.7,,,,0,,
2017-12-27T00:52:31.178Z,21.7,,,,0,,
2017-12-27T00:52:41.178Z,21.7,,,,0,,39.8
2017-12-27T00:52:51.181Z,21.7,,,,0,,
2017-12-27T00:53:01.179Z,21.7,,,,0,,
2017-12-27T00:53:11.180Z,21.7,,,,0,,
2017-12-27T00:53:21.179Z,21.7,,,,0,,
2017-12-27T00:53:31.179Z,21.7,,,,0,,
2017-12-27T00:53:41.179Z,21.7,,,,0,,
2017-12-27T00:53:51.179Z,21.7,,,,0,,
2017-12-27T00:54:01.186Z,21.7,,,,0,,
2017-12-27T00:54:11.179Z,21.6,,,,0,,39.7
2017-12-27T00:54:21.180Z,21.6,,,,0,,
2017-12-27T00:54:31.182Z,21.6,,,,0,,
2017-12-27T00:54:41.179Z,21.6,,,,0,,
2017-12-27T00:54:51.179Z,21.6,,,,0,,
2017-12-27T00:55:01.183Z,21.6,,,,0,,
2017-12-27T00:55:11.179Z,21.6,,,,0,,
2017-12-27T00:55:21.180Z,21.6,,,,0,,
2017-12-27T00:55:31.179Z,21.6,,,,0,,39.6
2017-12-27T00:55:41.179Z,21.6,,,,0,,
2017-12-27T00:55:51.180Z,21.6,,,,0,,
2017-12-27T00:56:01.179Z,21.6,,,,0,,
2017-12-27T00:56:11.179Z,21.6,,,,0,,
2017-12-27T00:56:21.181Z,21.6,,,,0,,
2017-12-27T00:56:31.179Z,21.6,,,,0,,
2017-12-27T00:56:41.179Z,21.6,,,,0,,
2017-12-27T00:56:51.179Z,21.6,,,,0,,
2017-12-27T00:57:01.180Z,21.6,,,,0,,39.5
2017-12-27T00:57:11.180Z,21.5,,,,0,,
2017-12-27T00:57:21.185Z,21.5,,,,0,,
2017-12-27T00:57:31.181Z,21.5,,,,0,,
2017-12-27T00:57:41.180Z,21.5,,,,0,,
2017-12-27T00:57:51.180Z,21.5,,,,0,,
2017-12-27T00:58:01.183Z,21.5,,,,0,,
2017-12-27T00:58:11.181Z,21.5,,,,0,,
2017-12-27T00:58:21.180Z,21.5,,,,0,,39.4
2017-12-27T00:58:31.180Z,21.5,,,,0,,
2017-12-27T00:58:41.180Z,21.5,,,,0,,
2017-12-27T00:58:51.179Z,21.5,,,,0,,
2017-12-27T00:59:01.181Z,21.5,,,,0,,
2017-12-27T00:59:11.179Z,21.5,,,,0,,
2017-12-27T00:59:21.180Z,21.5,,,,0,,
2017-12-27T00:59:31.188Z,21.5,,,,0,,39.3
2017-12-27T00:59:41.182Z,21.5,,,,0,,39.4
2017-12-27T00:59:51.185Z,21.5,,,,0,,39.3
2017-12-27T01:00:01.184Z,21.5,,,,0,,
2017-12-27T01:00:11.181Z,21.5,,,,0,,
2017-12-27T01:00:21.180Z,21.5,,,,0,,
2017-12-27T01:00:31.180Z,21.5,,,,0,,
2017-12-27T01:00:41.180Z,21.3,,,,0,,
2017-12-27T01:00:51.180Z,21.3,,,,0,,
2017-12-27T01:01:01.180Z,21.3,,,,0,,39.2
2017-12-27T01:01:11.180Z,21.3,,,,0,,
2017-12-27T01:01:21.181Z,21.3,,,,0,,
2017-12-27T01:01:31.182Z,21.3,,,,0,,
2017-12-27T01:01:41.180Z,21.3,,,,0,,
2017-12-27T01:01:51.180Z,21.3,,,,0,,
2017-12-27T01:02:01.182Z,21.3,,,,0,,
2017-12-27T01:02:11.180Z,21.3,,,,0,,
2017-12-27T01:02:21.183Z,21.3,,,,0,,39.1
2017-12-27T01:02:31.180Z,21.3,,,,0,,
2017-12-27T01:02:41.180Z,21.3,,,,0,,
2017-12-27T01:02:51.182Z,21.3,,,,0,,
2017-12-27T01:03:01.180Z,21.3,,,,0,,
2017-12-27T01:03:11.185Z,21.3,,,,0,,
2017-12-27T01:03:21.183Z,21.3,,,,0,,
2017-12-27T01:03:31.185Z,21.3,,,,0,,
2017-12-27T01:03:41.182Z,21.3,,,,0,,38.9
2017-12-27T01:03:51.180Z,21.3,,,,0,,38.9
2017-12-27T01:04:01.184Z,21.3,,,,0,,
2017-12-27T01:04:11.185Z,21.3,,,,0,,
2017-12-27T01:04:21.182Z,21.3,,,,0,,
2017-12-27T01:04:31.186Z,21.2,,,,0,,
2017-12-27T01:04:41.184Z,21.2,,,,0,,
2017-12-27T01:04:51.185Z,21.2,,,,0,,
2017-12-27T01:05:01.185Z,21.2,,,,0,,
2017-12-27T01:05:11.185Z,21.2,,,,0,,38.8
2017-12-27T01:05:21.181Z,21.2,,,,0,,
2017-12-27T01:05:31.180Z,21.2,,,,0,,
2017-12-27T01:05:41.180Z,21.2,,,,0,,
2017-12-27T01:05:51.181Z,21.2,,,,0,,
2017-12-27T01:06:01.180Z,21.2,,,,0,,
2017-12-27T01:06:11.271Z,21.2,,,,0,,
2017-12-27T01:06:21.181Z,21.2,,,,0,,
2017-12-27T01:06:31.182Z,21.2,,,,0,,
2017-12-27T01:06:41.281Z,21.2,,,,0,,38.7
2017-12-27T01:06:51.180Z,21.2,,,,0,,
2017-12-27T01:07:01.181Z,21.2,,,,0,,
2017-12-27T01:07:11.186Z,21.2,,,,0,,
2017-12-27T01:07:21.182Z,21.2,,,,0,,
2017-12-27T01:07:31.181Z,21.2,,,,0,,
2017-12-27T01:07:41.181Z,21.2,,,,0,,
2017-12-27T01:07:51.181Z,21.1,,,,0,,
2017-12-27T01:08:01.184Z,21.2,,,,0,,
2017-12-27T01:08:11.182Z,21.2,,,,0,,38.6
2017-12-27T01:08:21.181Z,21.1,,,,0,,
2017-12-27T01:08:31.181Z,21.1,,,,0,,
2017-12-27T01:08:41.183Z,21.1,,,,0,,
2017-12-27T01:08:51.182Z,21.1,,,,0,,
2017-12-27T01:09:01.181Z,21.1,,,,0,,
2017-12-27T01:09:11.181Z,21.1,,,,0,,
2017-12-27T01:09:21.184Z,21.1,,,,0,,
2017-12-27T01:09:31.181Z,21.1,,,,0,,38.5
2017-12-27T01:09:41.181Z,21.1,,,,0,,
2017-12-27T01:09:51.186Z,21.1,,,,0,,
2017-12-27T01:10:01.183Z,21.1,,,,0,,
2017-12-27T01:10:11.181Z,21.1,,,,0,,
2017-12-27T01:10:21.181Z,21.1,,,,0,,
2017-12-27T01:10:31.183Z,21.1,,,,0,,
2017-12-27T01:10:41.182Z,21.1,,,,0,,
2017-12-27T01:10:51.181Z,21.1,,,,0,,38.4
2017-12-27T01:11:01.188Z,21.1,,,,0,,
2017-12-27T01:11:11.184Z,21.1,,,,0,,
2017-12-27T01:11:21.181Z,21.1,,,,0,,
2017-12-27T01:11:31.181Z,21.1,,,,0,,
2017-12-27T01:11:41.181Z,21.1,,,,0,,
2017-12-27T01:11:51.182Z,21.1,,,,0,,
2017-12-27T01:12:01.182Z,20.9,,,,0,,
2017-12-27T01:12:11.182Z,20.9,,,,0,,
2017-12-27T01:12:21.182Z,20.9,,,,0,,38.3
2017-12-27T01:12:31.181Z,20.9,,,,0,,
2017-12-27T01:12:41.181Z,20.9,,,,0,,
2017-12-27T01:12:51.185Z,20.9,,,,0,,
2017-12-27T01:13:01.182Z,20.9,,,,0,,
2017-12-27T01:13:11.182Z,20.9,,,,0,,
2017-12-27T01:13:21.183Z,20.9,,,,0,,
2017-12-27T01:13:31.182Z,20.9,,,,0,,
2017-12-27T01:13:41.185Z,20.9,,,,0,,
2017-12-27T01:13:51.182Z,20.9,,,,0,,38.2
2017-12-27T01:14:01.182Z,20.9,,,,0,,
2017-12-27T01:14:11.192Z,20.9,,,,0,,
2017-12-27T01:14:21.191Z,20.9,,,,0,,
2017-12-27T01:14:31.182Z,20.9,,,,0,,
2017-12-27T01:14:41.187Z,20.9,,,,0,,
2017-12-27T01:14:51.182Z,20.9,,,,0,,
2017-12-27T01:15:01.181Z,20.9,,,,0,,
2017-12-27T01:15:11.181Z,20.9,,,,0,,
2017-12-27T01:15:21.182Z,20.9,,,,0,,38.1
2017-12-27T01:15:31.181Z,20.9,,,,0,,
2017-12-27T01:15:41.182Z,20.9,,,,0,,
2017-12-27T01:15:51.182Z,20.9,,,,0,,
2017-12-27T01:16:01.183Z,20.9,,,,0,,
2017-12-27T01:16:11.182Z,20.9,,,,0,,
2017-12-27T01:16:21.181Z,20.9,,,,0,,
2017-12-27T01:16:31.182Z,20.9,,,,0,,
2017-12-27T01:16:41.182Z,20.8,,,,0,,38
2017-12-27T01:16:51.182Z,20.8,,,,0,,
2017-12-27T01:17:01.185Z,20.8,,,,0,,
2017-12-27T01:17:11.183Z,20.8,,,,0,,
2017-12-27T01:17:21.254Z,20.8,,,,0,,
2017-12-27T01:17:31.183Z,20.8,,,,0,,
2017-12-27T01:17:41.182Z,20.8,,,,0,,
2017-12-27T01:17:51.183Z,20.8,,,,0,,
2017-12-27T01:18:01.183Z,20.8,,,,0,,
2017-12-27T01:18:11.182Z,20.8,,,,0,,37.9
2017-12-27T01:18:21.184Z,20.8,,,,0,,
2017-12-27T01:18:31.183Z,20.8,,,,0,,37.9
2017-12-27T01:18:41.182Z,20.8,,,,0,,
2017-12-27T01:18:51.182Z,20.8,,,,0,,
2017-12-27T01:19:01.182Z,20.8,,,,0,,
2017-12-27T01:19:11.186Z,20.8,,,,0,,
2017-12-27T01:19:21.189Z,20.8,,,,0,,
2017-12-27T01:19:31.183Z,20.8,,,,0,,
2017-12-27T01:19:41.183Z,20.8,,,,0,,
2017-12-27T01:19:51.182Z,20.8,,,,0,,37.8
2017-12-27T01:20:01.183Z,20.8,0,0,5,0,0,37.8
2017-12-27T01:20:11.185Z,20.8,,,,0,,
2017-12-27T01:20:21.182Z,20.8,,,,0,,
2017-12-27T01:20:31.183Z,20.8,,,,0,,
2017-12-27T01:20:41.183Z,20.8,,,,0,,
2017-12-27T01:20:51.183Z,20.8,,,,0,,
2017-12-27T01:21:01.182Z,20.6,,,,0,,37.7
2017-12-27T01:21:11.183Z,20.6,,,,0,,37.8
2017-12-27T01:21:21.183Z,20.6,,,,0,,37.7
2017-12-27T01:21:31.185Z,20.6,,,,0,,
2017-12-27T01:21:41.183Z,20.6,,,,0,,
2017-12-27T01:21:51.183Z,20.6,,,,0,,
