Time,PrimTSet,ChActive,HwTOutlet,HwActive,PrimT,HwTSet,ActPow
2017-11-19T00:00:07.863Z,,,30,,,0,
2017-11-19T00:00:17.863Z,,,30,,,0,
2017-11-19T00:00:27.861Z,,,,,46,,
2017-11-19T00:00:37.863Z,,,30,,45.9,0,
2017-11-19T00:00:47.860Z,,,30,,,0,
2017-11-19T00:00:57.865Z,,,29.8,,,0,
2017-11-19T00:01:07.860Z,,,29.8,,,0,
2017-11-19T00:01:17.865Z,,,29.8,,,0,
2017-11-19T00:01:27.865Z,,,29.8,,,0,
2017-11-19T00:01:37.860Z,,,,,45.8,,
2017-11-19T00:01:47.860Z,,,29.8,,,0,
2017-11-19T00:01:57.860Z,,,29.7,,,0,
2017-11-19T00:02:07.861Z,,,29.7,,,0,
2017-11-19T00:02:17.862Z,,,29.7,,,0,
2017-11-19T00:02:27.861Z,,,29.7,,,0,
2017-11-19T00:02:37.860Z,,,29.7,,,0,
2017-11-19T00:02:47.865Z,,,29.7,,,0,
2017-11-19T00:02:58.097Z,,,,,45.7,,
2017-11-19T00:03:07.861Z,,,29.6,,,0,
2017-11-19T00:03:17.860Z,,,29.6,,,0,
2017-11-19T00:03:27.861Z,,,29.6,,,0,
2017-11-19T00:03:37.860Z,,,29.6,,,0,
2017-11-19T00:03:47.861Z,,,29.6,,,0,
2017-11-19T00:03:57.882Z,,,29.5,,,0,
2017-11-19T00:04:07.860Z,,,29.5,,45.6,0,
2017-11-19T00:04:17.867Z,,,29.5,,,0,
2017-11-19T00:04:27.866Z,,,29.5,,,0,
2017-11-19T00:04:47.860Z,,,29.5,,,0,
2017-11-19T00:04:57.860Z,,,29.3,,,0,
2017-11-19T00:05:07.862Z,,,29.3,,,0,
2017-11-19T00:05:17.861Z,,,29.3,,,0,
2017-11-19T00:05:27.861Z,,,29.3,,45.5,0,
2017-11-19T00:05:37.860Z,,,29.3,,,0,
2017-11-19T00:05:47.875Z,,,29.3,,,0,
2017-11-19T00:06:07.861Z,,,29.2,,,0,
2017-11-19T00:06:17.861Z,,,29.2,,,0,
2017-11-19T00:06:37.865Z,,,29.2,,,0,
2017-11-19T00:06:47.861Z,,,29.2,,45.4,0,
2017-11-19T00:06:57.861Z,,,29.1,,,0,
2017-11-19T00:07:07.861Z,,,29.1,,,0,
2017-11-19T00:07:17.861Z,,,29.1,,,0,
2017-11-19T00:07:37.866Z,,,29.1,,,0,
2017-11-19T00:07:47.866Z,,,29.1,,,0,
2017-11-19T00:07:57.866Z,,,,,45.3,,
2017-11-19T00:08:07.861Z,,,29,,,0,
2017-11-19T00:08:17.861Z,,,29,,,0,
2017-11-19T00:08:37.861Z,,,29,,,0,
2017-11-19T00:08:47.861Z,,,29,,,0,
2017-11-19T00:09:07.861Z,,,28.9,,,0,
2017-11-19T00:09:17.861Z,,,28.9,,45.2,0,
2017-11-19T00:09:37.861Z,,,28.9,,,0,
2017-11-19T00:09:47.867Z,,,28.9,,,0,
2017-11-19T00:10:07.863Z,,,28.7,,,0,
2017-11-19T00:10:17.861Z,,,28.7,,,0,
2017-11-19T00:10:27.862Z,,,28.7,,,0,
2017-11-19T00:10:37.861Z,,,28.7,,,0,
2017-11-19T00:10:47.862Z,,,28.7,,,0,
2017-11-19T00:10:57.861Z,,,,,45.1,,
2017-11-19T00:11:07.861Z,,,28.6,,,0,
2017-11-19T00:11:17.861Z,,,28.6,,,0,
2017-11-19T00:11:37.862Z,,,28.6,,,0,
2017-11-19T00:11:47.862Z,,,28.6,,,0,
2017-11-19T00:11:57.862Z,,,28.5,,45,0,
2017-11-19T00:12:07.862Z,,,28.5,,,0,
2017-11-19T00:12:27.862Z,,,28.5,,,0,
2017-11-19T00:12:37.861Z,,,28.5,,,0,
2017-11-19T00:12:57.862Z,,,28.5,,,0,
2017-11-19T00:13:07.862Z,,,28.4,,44.9,0,
2017-11-19T00:13:17.862Z,,,28.4,,44.9,0,
2017-11-19T00:13:27.862Z,,,28.4,,,0,
2017-11-19T00:13:47.862Z,,,28.4,,,0,
2017-11-19T00:14:07.862Z,,,28.3,,,0,
2017-11-19T00:14:17.862Z,,,28.3,,,0,
2017-11-19T00:14:37.862Z,,,28.3,,,0,
2017-11-19T00:14:47.868Z,,,28.3,,44.8,0,
2017-11-19T00:15:07.862Z,,,28.3,,,0,
2017-11-19T00:15:17.872Z,,,28.1,,,0,
2017-11-19T00:15:27.867Z,,,28.1,,,0,
2017-11-19T00:15:47.862Z,,,28.1,,44.7,0,
2017-11-19T00:15:57.862Z,57,1,28.1,0,46.7,0,44
2017-11-19T00:16:07.863Z,,,28.1,,49.7,0,32
2017-11-19T00:16:17.863Z,,,28,,46.7,0,30
2017-11-19T00:16:27.862Z,,,28,,45.6,0,
2017-11-19T00:16:37.866Z,,,,,41.5,,29
2017-11-19T00:16:47.863Z,,,28,,39.3,0,29
2017-11-19T00:16:57.863Z,,,28,,38.3,0,30
2017-11-19T00:17:07.898Z,,,28,,38.5,0,
2017-11-19T00:17:17.864Z,,,28,,,0,
2017-11-19T00:17:27.867Z,,,,,39.3,,29
2017-11-19T00:17:37.863Z,,,27.9,,,0,
2017-11-19T00:17:47.864Z,,,,,40.1,,34
2017-11-19T00:17:57.863Z,,,27.9,,41.4,0,40
2017-11-19T00:18:07.863Z,,,27.9,,42.8,0,45
2017-11-19T00:18:17.863Z,,,27.9,,44,0,50
2017-11-19T00:18:27.866Z,,,27.9,,45.1,0,54
2017-11-19T00:18:37.863Z,,,27.9,,46,0,57
2017-11-19T00:18:47.863Z,,,27.9,,47.6,0,61
2017-11-19T00:18:57.864Z,,,27.9,,48.7,0,64
2017-11-19T00:19:07.864Z,,,27.9,,49.6,0,67
2017-11-19T00:19:17.863Z,,,27.9,,50.3,0,69
2017-11-19T00:19:27.864Z,,,27.9,,51.1,0,71
2017-11-19T00:19:37.863Z,,,27.9,,,0,
2017-11-19T00:19:47.864Z,,,,,52.6,,74
2017-11-19T00:19:57.863Z,,,27.9,,53.2,0,75
2017-11-19T00:20:07.864Z,,,27.9,,,0,
2017-11-19T00:20:17.863Z,,,,,54,,77
2017-11-19T00:20:27.863Z,,,27.9,,55,0,
2017-11-19T00:20:37.863Z,,,27.9,,56,0,78
2017-11-19T00:20:47.864Z,,,27.9,,56.8,0,
2017-11-19T00:20:57.867Z,57,1,27.9,0,57,0,78
2017-11-19T00:21:07.864Z,,,27.9,,57.4,0,77
2017-11-19T00:21:17.872Z,,,27.9,,57.9,0,71
2017-11-19T00:21:27.863Z,,,28,,57.6,0,63
2017-11-19T00:21:37.864Z,,,28,,57.2,0,59
2017-11-19T00:21:47.864Z,,,28,,,0,
2017-11-19T00:21:57.864Z,,,28,,57.3,0,57
2017-11-19T00:22:07.864Z,,,28,,57.4,0,48
2017-11-19T00:22:17.863Z,,,28,,,0,
2017-11-19T00:22:27.864Z,,,28,,57.3,0,45
2017-11-19T00:22:37.863Z,,,28.1,,57.2,0,43
2017-11-19T00:22:47.864Z,,,28.1,,57.3,0,42
2017-11-19T00:22:57.864Z,,,28.1,,,0,39
2017-11-19T00:23:07.864Z,,,,,,,37
2017-11-19T00:23:17.863Z,,,28.1,,,0,32
2017-11-19T00:23:27.863Z,,,28.3,,,0,
2017-11-19T00:23:37.864Z,,,28.3,,57.2,0,31
2017-11-19T00:23:47.864Z,,,28.3,,,0,30
2017-11-19T00:23:57.864Z,,,28.3,,,0,
2017-11-19T00:24:07.869Z,,,28.4,,,0,
2017-11-19T00:24:17.864Z,,,,,57.3,,29
2017-11-19T00:24:27.864Z,,,28.4,,57.4,0,30
2017-11-19T00:24:37.866Z,,,28.5,,57.7,0,
2017-11-19T00:24:47.864Z,,,,,57.8,,
2017-11-19T00:24:57.864Z,,,28.5,,57.9,0,29
2017-11-19T00:25:07.864Z,,,28.5,,58,0,30
2017-11-19T00:25:17.864Z,,,28.5,,,0,
2017-11-19T00:25:27.866Z,,,28.6,,,0,29
2017-11-19T00:25:37.864Z,,,28.6,,58.1,0,
2017-11-19T00:25:47.864Z,,,28.6,,58.2,0,30
2017-11-19T00:25:57.864Z,,,28.7,,,0,
2017-11-19T00:26:07.864Z,,,,,58.3,,29
2017-11-19T00:26:17.864Z,,,28.7,,58.4,0,30
2017-11-19T00:26:27.865Z,,,28.9,,,0,
2017-11-19T00:26:37.865Z,,,28.9,,58.5,0,29
2017-11-19T00:26:47.869Z,,,28.9,,,0,30
2017-11-19T00:26:57.864Z,,,28.9,,58.6,0,
2017-11-19T00:27:07.866Z,,,29,,,0,
2017-11-19T00:27:17.864Z,,,,,58.7,,
2017-11-19T00:27:27.867Z,,,29,,58.8,0,30
2017-11-19T00:27:37.864Z,,,29.1,,,0,
2017-11-19T00:27:47.864Z,,,,,59,,29
2017-11-19T00:27:57.865Z,,,29.1,,,0,
2017-11-19T00:28:07.866Z,,,29.1,,,0,30
2017-11-19T00:28:17.865Z,,,29.2,,59.1,0,29
2017-11-19T00:28:27.865Z,,,29.2,,59.3,0,
2017-11-19T00:28:37.865Z,,,29.3,,,0,
2017-11-19T00:28:47.870Z,,,29.3,,59.4,0,30
2017-11-19T00:28:57.864Z,,,29.3,,59.5,0,29
2017-11-19T00:29:07.866Z,,,29.3,,59.6,0,
2017-11-19T00:29:18.009Z,,,29.5,,,0,
2017-11-19T00:29:27.868Z,,,29.5,,59.7,0,
2017-11-19T00:29:37.865Z,,,29.5,,,0,
2017-11-19T00:29:47.865Z,,,29.6,,59.8,0,
2017-11-19T00:29:57.867Z,,,29.6,,59.9,0,30
2017-11-19T00:30:07.867Z,,,29.6,,60,0,
2017-11-19T00:30:17.870Z,,,29.7,,,0,
2017-11-19T00:30:27.869Z,,,29.7,,60.1,0,
2017-11-19T00:30:37.919Z,,,29.7,,,0,29
2017-11-19T00:30:47.868Z,,,29.8,,60.2,0,
2017-11-19T00:30:57.875Z,,,29.8,,,0,30
2017-11-19T00:31:07.865Z,,,29.8,,60.4,0,
2017-11-19T00:31:17.866Z,,,30,,60.5,0,29
2017-11-19T00:31:27.865Z,,,30,,,0,30
2017-11-19T00:31:37.870Z,,,30,,60.6,0,29
2017-11-19T00:31:47.882Z,,,30.1,,60.7,0,30
2017-11-19T00:31:57.866Z,,,30.1,,,0,29
2017-11-19T00:32:07.865Z,,,30.1,,60.8,0,
2017-11-19T00:32:17.870Z,,,30.1,,60.9,0,30
2017-11-19T00:32:27.865Z,,1,30.2,0,58.8,0,0
2017-11-19T00:32:37.865Z,,,30.2,,57.9,0,
2017-11-19T00:32:47.868Z,,,30.3,,56.9,0,
2017-11-19T00:32:57.873Z,,,30.3,,56.5,0,
2017-11-19T00:33:07.866Z,,,30.3,,56.3,0,
2017-11-19T00:33:17.867Z,,,30.3,,56.2,0,
2017-11-19T00:33:27.867Z,,,30.3,,,0,
2017-11-19T00:33:37.870Z,,,30.4,,56.1,0,
2017-11-19T00:33:47.869Z,,,30.4,,55.9,0,
2017-11-19T00:33:57.868Z,,,30.4,,55.7,0,
2017-11-19T00:34:07.866Z,,,30.6,,55.5,0,
2017-11-19T00:34:17.866Z,,,30.6,,55.3,0,
2017-11-19T00:34:27.866Z,,,30.6,,54.9,0,
2017-11-19T00:34:37.877Z,,,30.7,,54.8,0,
2017-11-19T00:34:47.866Z,,,30.7,,54.6,0,
2017-11-19T00:34:57.871Z,,,30.7,,54.4,0,
2017-11-19T00:35:07.866Z,,,30.7,,53.9,0,
2017-11-19T00:35:17.996Z,,,30.8,,53.8,0,
2017-11-19T00:35:27.866Z,,,30.8,,53.5,0,
2017-11-19T00:35:37.869Z,,,30.8,,53.3,0,
2017-11-19T00:35:47.870Z,,,30.8,,52.9,0,
2017-11-19T00:35:57.869Z,,,30.8,,,0,
2017-11-19T00:36:07.868Z,,,30.9,,52.7,0,
2017-11-19T00:36:17.870Z,,,30.9,,52.4,0,
2017-11-19T00:36:27.866Z,,,30.9,,52.2,0,
2017-11-19T00:36:37.870Z,,,30.9,,51.9,0,
2017-11-19T00:36:47.866Z,,,31,,51.8,0,
2017-11-19T00:36:57.872Z,,,31,,51.6,0,
2017-11-19T00:37:07.866Z,,,31,,51.4,0,
2017-11-19T00:37:17.866Z,,,31,,51.2,0,
2017-11-19T00:37:27.867Z,,1,31,0,51,0,44
2017-11-19T00:37:37.869Z,,,31,,55.1,0,37
2017-11-19T00:37:47.866Z,,,31.2,,56,0,29
2017-11-19T00:37:57.871Z,,,31.2,,55.9,0,30
2017-11-19T00:38:07.866Z,,,31.2,,,0,29
2017-11-19T00:38:17.866Z,,,31.2,,55.7,0,30
2017-11-19T00:38:27.866Z,,,31.2,,55.6,0,
2017-11-19T00:38:37.866Z,,,31.3,,,0,
2017-11-19T00:38:47.868Z,,,31.3,,,0,29
2017-11-19T00:38:57.867Z,,,31.3,,55.7,0,30
2017-11-19T00:39:07.866Z,,,31.3,,56,0,29
2017-11-19T00:39:17.866Z,,,31.3,,56.1,0,
2017-11-19T00:39:27.867Z,,,31.3,,56.3,0,
2017-11-19T00:39:37.866Z,,,31.3,,56.4,0,30
2017-11-19T00:39:47.871Z,,,31.4,,56.5,0,
2017-11-19T00:39:57.869Z,,,31.4,,56.6,0,
2017-11-19T00:40:07.870Z,,,31.4,,57,0,29
2017-11-19T00:40:17.871Z,,,31.4,,57.1,0,
2017-11-19T00:40:27.868Z,,,31.4,,57.3,0,30
2017-11-19T00:40:37.873Z,,,31.5,,57.4,0,29
2017-11-19T00:40:47.872Z,,,31.5,,57.6,0,
2017-11-19T00:40:57.873Z,,,31.5,,57.7,0,30
2017-11-19T00:41:07.867Z,,,31.5,,57.8,0,
2017-11-19T00:41:17.871Z,,,31.5,,58,0,29
2017-11-19T00:41:27.867Z,5,0,31.5,0,56.7,0,0
2017-11-19T00:41:37.867Z,57,1,31.5,0,56.2,0,43
2017-11-19T00:41:47.868Z,5,0,31.6,0,56.9,0,0
2017-11-19T00:41:57.868Z,57,1,31.6,0,56.4,0,43
2017-11-19T00:42:07.869Z,,,31.6,,61.3,0,0
2017-11-19T00:42:17.867Z,5,0,31.6,0,56.6,0,
2017-11-19T00:42:27.867Z,,,31.6,,54.9,0,
2017-11-19T00:42:37.867Z,,,31.6,,53.3,0,
2017-11-19T00:42:47.870Z,,,31.8,,52.9,0,
2017-11-19T00:42:57.868Z,,,31.8,,,0,
2017-11-19T00:43:07.868Z,,,31.8,,52.8,0,
2017-11-19T00:43:17.867Z,,,31.8,,,0,
2017-11-19T00:43:27.868Z,,,31.8,,,0,
2017-11-19T00:43:37.867Z,,,31.8,,,0,
2017-11-19T00:43:47.868Z,,,31.8,,52.7,0,
2017-11-19T00:43:57.867Z,,,31.9,,,0,
2017-11-19T00:44:07.867Z,,,31.9,,,0,
2017-11-19T00:44:17.868Z,,,31.9,,52.6,0,
2017-11-19T00:44:27.872Z,,,31.9,,52.3,0,
2017-11-19T00:44:37.867Z,,,31.9,,51.9,0,
2017-11-19T00:44:47.868Z,,,31.9,,51.8,0,
2017-11-19T00:44:57.867Z,,,31.9,,51.6,0,
2017-11-19T00:45:07.868Z,,,32,,51.5,0,
2017-11-19T00:45:17.868Z,,,32,,51.3,0,
2017-11-19T00:45:27.870Z,,,32,,,0,
2017-11-19T00:45:37.867Z,,,32,,51.2,0,
2017-11-19T00:45:47.870Z,,,32,,,0,
2017-11-19T00:45:57.867Z,,,32,,51.1,0,
2017-11-19T00:46:07.868Z,,,32,,,0,
2017-11-19T00:46:17.867Z,,,32,,51,0,
2017-11-19T00:46:27.867Z,,,32,,,0,
2017-11-19T00:46:37.868Z,,,32,,50.9,0,
2017-11-19T00:46:47.868Z,,,32,,,0,
2017-11-19T00:46:57.868Z,,,32,,,0,
2017-11-19T00:47:07.867Z,,,32.1,,,0,
2017-11-19T00:47:17.868Z,,,32.1,,,0,
2017-11-19T00:47:27.868Z,,,32.1,,,0,
2017-11-19T00:47:37.876Z,,,32.1,,,0,
2017-11-19T00:47:47.868Z,,,32.1,,50.9,0,
2017-11-19T00:47:57.868Z,,,32.1,,51,0,
2017-11-19T00:48:07.868Z,,,32.1,,,0,
2017-11-19T00:48:17.868Z,,,32.1,,,0,
2017-11-19T00:48:27.869Z,,,32.1,,,0,
2017-11-19T00:48:37.867Z,,,32.1,,,0,
2017-11-19T00:48:47.869Z,,,32.1,,,0,
2017-11-19T00:48:57.868Z,,,32.1,,,0,
2017-11-19T00:49:07.868Z,,,32.1,,,0,
2017-11-19T00:49:17.868Z,,,32.1,,,0,
2017-11-19T00:49:27.868Z,,,32.1,,,0,
2017-11-19T00:49:37.868Z,,,32.1,,,0,
2017-11-19T00:49:47.868Z,,,32.1,,,0,
2017-11-19T00:49:57.873Z,,,32.1,,,0,
2017-11-19T00:50:07.868Z,,,32.1,,,0,
2017-11-19T00:50:17.869Z,,,32.1,,,0,
2017-11-19T00:50:27.868Z,,,32.1,,50.9,0,
2017-11-19T00:50:37.870Z,,,32.1,,50.9,0,
2017-11-19T00:50:47.879Z,,,32.1,,,0,
2017-11-19T00:50:57.868Z,,,32.1,,,0,
2017-11-19T00:51:07.869Z,,,32.1,,,0,
2017-11-19T00:51:17.868Z,,,32.1,,,0,
2017-11-19T00:51:27.873Z,,,32.1,,,0,
2017-11-19T00:51:37.869Z,,,32.1,,50.7,0,
2017-11-19T00:51:47.870Z,,,32.1,,,0,
2017-11-19T00:51:57.868Z,,,32.1,,,0,
2017-11-19T00:52:07.869Z,,,32.1,,,0,
2017-11-19T00:52:17.870Z,,,32.1,,50.6,0,
2017-11-19T00:52:27.869Z,,,32.1,,,0,
2017-11-19T00:52:37.868Z,,,32.1,,,0,
2017-11-19T00:52:47.871Z,,,32,,,0,
2017-11-19T00:52:57.868Z,,,32,,,0,
2017-11-19T00:53:07.869Z,,,32,,50.5,0,
2017-11-19T00:53:17.868Z,,,32,,,0,
2017-11-19T00:53:27.869Z,,,32,,,0,
2017-11-19T00:53:37.869Z,,,32,,,0,
2017-11-19T00:53:47.874Z,,,32,,50.4,0,
2017-11-19T00:53:57.870Z,,,32,,,0,
2017-11-19T00:54:07.869Z,,,32,,,0,
2017-11-19T00:54:17.869Z,,,32,,,0,
2017-11-19T00:54:27.869Z,,,32,,50.3,0,
2017-11-19T00:54:37.869Z,,,32,,,0,
2017-11-19T00:54:47.871Z,,,32,,,0,
2017-11-19T00:54:57.869Z,,,32,,,0,
2017-11-19T00:55:07.869Z,,,31.9,,50.2,0,
2017-11-19T00:55:17.873Z,,,31.9,,,0,
2017-11-19T00:55:27.870Z,,,31.9,,,0,
2017-11-19T00:55:37.869Z,,,31.9,,,0,
2017-11-19T00:55:47.871Z,,,31.9,,50.1,0,
2017-11-19T00:55:57.872Z,,,31.9,,,0,
2017-11-19T00:56:07.871Z,,,31.9,,,0,
2017-11-19T00:56:17.869Z,,,31.9,,,0,
2017-11-19T00:56:27.869Z,,,31.9,,50,0,
2017-11-19T00:56:37.870Z,,,31.8,,,0,
2017-11-19T00:56:47.869Z,,,31.8,,,0,
2017-11-19T00:56:57.871Z,,,31.8,,50,0,
2017-11-19T00:57:07.872Z,,,31.8,,49.9,0,
2017-11-19T00:57:17.870Z,,,31.8,,,0,
2017-11-19T00:57:27.883Z,,,31.8,,,0,
2017-11-19T00:57:37.877Z,,,31.8,,,0,
2017-11-19T00:57:47.875Z,,,31.6,,49.9,0,
2017-11-19T00:57:57.874Z,,,31.6,,49.8,0,
2017-11-19T00:58:07.905Z,,,31.6,,,0,
2017-11-19T00:58:17.869Z,,,31.6,,,0,
2017-11-19T00:58:27.880Z,,,31.6,,,0,
2017-11-19T00:58:37.876Z,,,31.6,,49.7,0,
2017-11-19T00:58:47.882Z,,,31.6,,,0,
2017-11-19T00:58:57.870Z,,,31.5,,,0,
2017-11-19T00:59:07.869Z,,,31.5,,,0,
2017-11-19T00:59:17.874Z,,,31.5,,,0,
2017-11-19T00:59:27.875Z,,,31.5,,49.6,0,
2017-11-19T00:59:37.870Z,,,31.5,,,0,
2017-11-19T00:59:47.871Z,,,31.5,,,0,
2017-11-19T00:59:57.870Z,,,31.5,,,0,
2017-11-19T01:00:07.870Z,,,31.4,,49.5,0,
2017-11-19T01:00:17.874Z,,,31.4,,,0,
2017-11-19T01:00:27.870Z,,,31.4,,,0,
2017-11-19T01:00:37.870Z,,,31.4,,,0,
2017-11-19T01:00:47.971Z,,,31.4,,,0,
2017-11-19T01:00:57.871Z,,,31.4,,49.4,0,
2017-11-19T01:01:07.870Z,,,31.4,,,0,
2017-11-19T01:01:17.870Z,,,31.3,,,0,
2017-11-19T01:01:27.870Z,,,31.3,,,0,
2017-11-19T01:01:37.870Z,,,31.3,,,0,
2017-11-19T01:01:47.870Z,,,31.3,,49.3,0,
2017-11-19T01:01:57.875Z,,,31.3,,,0,
2017-11-19T01:02:07.870Z,,,31.3,,,0,
2017-11-19T01:02:17.872Z,,,31.3,,,0,
2017-11-19T01:02:27.871Z,,,31.2,,,0,
2017-11-19T01:02:37.870Z,,,31.2,,49.2,0,
2017-11-19T01:02:47.871Z,,,31.2,,,0,
2017-11-19T01:02:57.870Z,,,31.2,,,0,
2017-11-19T01:03:07.870Z,,,31.2,,,0,
2017-11-19T01:03:17.877Z,,,31,,,0,
2017-11-19T01:03:27.875Z,,,31,,49.1,0,
2017-11-19T01:03:37.874Z,,,31,,,0,
2017-11-19T01:03:47.871Z,,,31,,,0,
2017-11-19T01:03:57.874Z,,,31,,,0,
2017-11-19T01:04:07.870Z,,,31,,,0,
2017-11-19T01:04:17.870Z,,,31,,,0,
2017-11-19T01:04:27.871Z,,,31,,49,0,
2017-11-19T01:04:42.204Z,,,30.9,,,0,
2017-11-19T01:04:47.873Z,,,30.9,,,0,
2017-11-19T01:04:57.872Z,,,30.9,,,0,
2017-11-19T01:05:07.871Z,,,30.9,,,0,
2017-11-19T01:05:17.890Z,,,30.9,,48.9,0,
2017-11-19T01:05:27.880Z,,,30.9,,,0,
2017-11-19T01:05:37.897Z,,,30.8,,,0,
2017-11-19T01:05:47.872Z,,,30.8,,,0,
2017-11-19T01:05:57.871Z,,,30.8,,,0,
2017-11-19T01:06:07.872Z,,,30.8,,,0,
2017-11-19T01:06:17.871Z,,,30.8,,48.8,0,
2017-11-19T01:06:27.871Z,,,30.8,,,0,
2017-11-19T01:06:37.902Z,,,30.8,,,0,
2017-11-19T01:06:47.874Z,,,30.7,,,0,
2017-11-19T01:06:57.875Z,,,30.7,,,0,
2017-11-19T01:07:07.877Z,,,30.7,,,0,
2017-11-19T01:07:17.875Z,,,30.7,,48.7,0,
2017-11-19T01:07:27.871Z,,,30.7,,,0,
2017-11-19T01:07:37.874Z,,,30.6,,,0,
2017-11-19T01:07:47.878Z,,,30.6,,,0,
2017-11-19T01:07:57.872Z,,,30.6,,,0,
2017-11-19T01:08:07.874Z,,,30.6,,,0,
2017-11-19T01:08:17.872Z,,,30.6,,48.6,0,
2017-11-19T01:08:27.872Z,,,30.6,,,0,
2017-11-19T01:08:37.873Z,,,30.6,,,0,
2017-11-19T01:08:47.872Z,,,30.4,,,0,
2017-11-19T01:08:57.871Z,,,30.4,,,0,
2017-11-19T01:09:07.876Z,,,30.4,,,0,
2017-11-19T01:09:17.875Z,,,30.4,,48.5,0,
2017-11-19T01:09:27.880Z,,,30.4,,,0,
2017-11-19T01:09:37.875Z,,,30.4,,,0,
2017-11-19T01:09:47.874Z,,,30.4,,,0,
2017-11-19T01:09:57.872Z,,,30.3,,,0,
2017-11-19T01:10:07.877Z,,,30.3,,,0,
2017-11-19T01:10:17.872Z,,,30.3,,48.4,0,
2017-11-19T01:10:27.876Z,,,30.3,,,0,
2017-11-19T01:10:37.875Z,,,30.3,,,0,
2017-11-19T01:10:47.876Z,,,30.2,,,0,
2017-11-19T01:10:57.875Z,,,30.2,,,0,
2017-11-19T01:11:07.874Z,,,30.2,,,0,
2017-11-19T01:11:17.871Z,,,30.2,,,0,
2017-11-19T01:11:27.875Z,,,30.2,,48.3,0,
2017-11-19T01:11:37.876Z,,,30.2,,,0,
2017-11-19T01:11:47.872Z,,,30.1,,,0,
2017-11-19T01:11:57.875Z,,,30.1,,,0,
2017-11-19T01:12:07.874Z,,,30.1,,,0,
2017-11-19T01:12:17.894Z,55,1,30.1,0,49.3,0,45
2017-11-19T01:12:27.892Z,,,30.1,,54.4,0,38
2017-11-19T01:12:37.872Z,,,30.1,,51.8,0,30
2017-11-19T01:12:47.872Z,,,30.1,,51.5,0,
2017-11-19T01:12:57.873Z,,,30.1,,49.9,0,29
2017-11-19T01:13:07.873Z,,,30,,47.9,0,29
2017-11-19T01:13:17.876Z,,,30,,45.8,0,30
2017-11-19T01:13:27.872Z,,,30,,45.2,0,29
2017-11-19T01:13:37.873Z,,,30,,44.9,0,30
2017-11-19T01:13:47.877Z,,,30,,45,0,29
2017-11-19T01:13:57.877Z,,,30,,,0,30
2017-11-19T01:14:07.872Z,,,30,,45.2,0,
2017-11-19T01:14:17.880Z,,,30,,46,0,33
2017-11-19T01:14:27.873Z,,,30,,47,0,36
2017-11-19T01:14:37.872Z,,,30,,48.1,0,38
2017-11-19T01:14:47.876Z,,,30,,49.1,0,40
2017-11-19T01:14:57.872Z,,,30,,50,0,41
2017-11-19T01:15:07.879Z,,,30,,51,0,43
2017-11-19T01:15:17.878Z,,,30,,51.4,0,44
2017-11-19T01:15:27.874Z,,,30,,52,0,45
2017-11-19T01:15:37.873Z,,,30,,52.4,0,46
2017-11-19T01:15:47.874Z,,,30,,53,0,
2017-11-19T01:15:58.060Z,,,30,,53.1,0,
2017-11-19T01:16:07.876Z,,,30,,53.4,0,47
2017-11-19T01:16:17.874Z,,,30,,53.7,0,
2017-11-19T01:16:27.873Z,,,30,,54,0,47
2017-11-19T01:16:37.878Z,,,30,,54.3,0,48
2017-11-19T01:16:47.873Z,,,30,,54.7,0,47
2017-11-19T01:16:57.873Z,,,30,,55,0,47
2017-11-19T01:17:07.875Z,,,30.1,,55.4,0,46
2017-11-19T01:17:17.873Z,,,30.1,,55.6,0,42
2017-11-19T01:17:27.873Z,,,30.1,,55.4,0,38
2017-11-19T01:17:37.873Z,,,30.1,,55.1,0,35
2017-11-19T01:17:47.873Z,,,30.1,,,0,
2017-11-19T01:17:57.873Z,,,30.1,,,0,34
2017-11-19T01:18:07.880Z,,,30.1,,55.2,0,32
2017-11-19T01:18:17.878Z,,,30.2,,55.3,0,31
2017-11-19T01:18:27.874Z,,,30.2,,55.2,0,29
2017-11-19T01:18:37.873Z,,,30.2,,55.3,0,30
2017-11-19T01:18:47.873Z,,,30.2,,55.5,0,
2017-11-19T01:18:57.873Z,,,30.2,,56,0,
2017-11-19T01:19:07.873Z,,,30.2,,,0,
2017-11-19T01:19:17.874Z,,,30.2,,56.2,0,
2017-11-19T01:19:27.873Z,,,30.2,,56.4,0,
2017-11-19T01:19:37.876Z,,,30.2,,56.5,0,
2017-11-19T01:19:47.874Z,,,30.3,,56.7,0,29
2017-11-19T01:19:57.873Z,,,30.3,,56.8,0,30
2017-11-19T01:20:07.875Z,,,30.3,,57,0,30
2017-11-19T01:20:17.873Z,,,30.3,,,0,29
2017-11-19T01:20:27.873Z,,,30.3,,57.1,0,
2017-11-19T01:20:37.873Z,,,30.3,,57.2,0,30
2017-11-19T01:20:47.876Z,,,30.4,,57.3,0,29
2017-11-19T01:20:57.886Z,,,30.4,,57.6,0,
2017-11-19T01:21:07.875Z,55,1,30.4,0,57.7,0,29
2017-11-19T01:21:17.873Z,,,30.4,,57.8,0,
2017-11-19T01:21:27.873Z,,,30.4,,58,0,30
2017-11-19T01:21:37.874Z,,,30.4,,,0,29
2017-11-19T01:21:47.874Z,,,30.6,,58.2,0,
2017-11-19T01:21:57.873Z,,,30.6,,58.3,0,
2017-11-19T01:22:07.874Z,,,30.6,,58.4,0,
2017-11-19T01:22:17.874Z,,,30.6,,58.5,0,
