Time,PrimT,HwTOutlet,ChActive,HwTSet,ActPow,PrimTSet,HwActive
2018-02-15T00:00:09.724Z,,27.1,,0,,,
2018-02-15T00:00:19.727Z,,27.1,,0,,,
2018-02-15T00:00:29.726Z,47.9,27.1,,0,,,
2018-02-15T00:00:39.728Z,47.9,26.9,,0,,,
2018-02-15T00:00:49.751Z,,26.9,,0,,,
2018-02-15T00:00:59.843Z,,26.9,,0,,,
2018-02-15T00:01:09.750Z,,26.9,,0,,,
2018-02-15T00:01:19.733Z,,26.8,,0,,,
2018-02-15T00:01:29.759Z,,26.8,,0,,,
2018-02-15T00:01:39.804Z,47.8,26.8,,0,,,
2018-02-15T00:01:49.724Z,,26.8,,0,,,
2018-02-15T00:01:59.822Z,,26.7,,0,,,
2018-02-15T00:02:09.724Z,,26.7,,0,,,
2018-02-15T00:02:19.725Z,,26.7,,0,,,
2018-02-15T00:02:29.831Z,,26.7,,0,,,
2018-02-15T00:02:39.725Z,47.7,26.6,,0,,,
2018-02-15T00:02:49.724Z,,26.6,,0,,,
2018-02-15T00:02:59.814Z,,26.6,,0,,,
2018-02-15T00:03:09.724Z,,26.6,,0,,,
2018-02-15T00:03:19.725Z,,26.6,,0,,,
2018-02-15T00:03:29.726Z,,26.5,,0,,,
2018-02-15T00:03:39.725Z,47.6,26.5,,0,,,
2018-02-15T00:03:49.726Z,,26.5,,0,,,
2018-02-15T00:03:59.814Z,,26.3,,0,,,
2018-02-15T00:04:09.725Z,,26.3,,0,,,
2018-02-15T00:04:19.725Z,,26.3,,0,,,
2018-02-15T00:04:29.726Z,,26.3,,0,,,
2018-02-15T00:04:39.725Z,47.4,26.3,,0,,,
2018-02-15T00:04:49.725Z,,26.3,,0,,,
2018-02-15T00:04:59.815Z,,26.2,,0,,,
2018-02-15T00:05:09.762Z,,26.2,,0,,,
2018-02-15T00:05:19.750Z,,26.2,,0,,,
2018-02-15T00:05:29.725Z,47.3,26.2,,0,,,
2018-02-15T00:05:39.725Z,,26.1,,0,,,
2018-02-15T00:05:49.971Z,,26.1,,0,,,
2018-02-15T00:06:00.070Z,,26.1,,0,,,
2018-02-15T00:06:09.775Z,,26.1,,0,,,
2018-02-15T00:06:19.725Z,,26.1,,0,,,
2018-02-15T00:06:29.725Z,,26,,0,,,
2018-02-15T00:06:39.725Z,47.2,26,,0,,,
2018-02-15T00:06:49.725Z,,26,,0,,,
2018-02-15T00:07:04.866Z,,26,,0,,,
2018-02-15T00:07:09.922Z,,26,,0,,,
2018-02-15T00:07:19.728Z,,26,,0,,,
2018-02-15T00:07:29.728Z,,25.9,,0,,,
2018-02-15T00:07:39.726Z,47.1,25.9,,0,,,
2018-02-15T00:07:49.725Z,,25.9,,0,,,
2018-02-15T00:07:59.817Z,,25.9,,0,,,
2018-02-15T00:08:09.725Z,,25.9,,0,,,
2018-02-15T00:08:19.727Z,,25.7,,0,,,
2018-02-15T00:08:29.730Z,,25.7,,0,,,
2018-02-15T00:08:39.727Z,47,25.7,,0,,,
2018-02-15T00:08:49.917Z,,25.7,,0,,,
2018-02-15T00:09:00.060Z,,25.7,,0,,,
2018-02-15T00:09:09.963Z,,25.6,,0,,,
2018-02-15T00:09:19.726Z,,25.6,,0,,,
2018-02-15T00:09:29.725Z,46.9,25.6,,0,,,
2018-02-15T00:09:39.734Z,46.9,25.6,,0,,,
2018-02-15T00:09:49.743Z,,25.6,,0,,,
2018-02-15T00:09:59.917Z,,25.6,,0,,,
2018-02-15T00:10:09.726Z,,25.5,,0,,,
2018-02-15T00:10:19.731Z,,25.5,,0,,,
2018-02-15T00:10:29.727Z,,25.5,,0,,,
2018-02-15T00:10:39.725Z,46.8,25.5,,0,,,
2018-02-15T00:10:49.726Z,,25.5,,0,,,
2018-02-15T00:10:59.816Z,,25.4,,0,,,
2018-02-15T00:11:09.726Z,,25.4,,0,,,
2018-02-15T00:11:19.725Z,,25.4,,0,,,
2018-02-15T00:11:29.738Z,46.7,25.4,,0,,,
2018-02-15T00:11:39.726Z,,25.4,,0,,,
2018-02-15T00:11:49.725Z,,25.4,,0,,,
2018-02-15T00:11:59.816Z,,25.3,,0,,,
2018-02-15T00:12:09.885Z,,25.3,,0,,,
2018-02-15T00:12:19.915Z,,25.3,,0,,,
2018-02-15T00:12:29.746Z,,25.3,,0,,,
2018-02-15T00:12:39.734Z,46.6,25.3,,0,,,
2018-02-15T00:12:49.726Z,,25.1,,0,,,
2018-02-15T00:12:59.818Z,,25.1,,0,,,
2018-02-15T00:13:09.726Z,,25.1,,0,,,
2018-02-15T00:13:19.758Z,,25.1,,0,,,
2018-02-15T00:13:29.738Z,46.5,25.1,,0,,,
2018-02-15T00:13:39.911Z,,25.1,,0,,,
2018-02-15T00:13:49.727Z,,25,,0,,,
2018-02-15T00:13:59.819Z,,25,,0,,,
2018-02-15T00:14:09.728Z,,25,,0,,,
2018-02-15T00:14:19.729Z,,25,,0,,,
2018-02-15T00:14:29.726Z,,25,,0,,,
2018-02-15T00:14:39.952Z,46.4,25,,0,,,
2018-02-15T00:14:49.728Z,,25,,0,,,
2018-02-15T00:15:00.011Z,,24.9,,0,,,
2018-02-15T00:15:09.728Z,,24.9,,0,,,
2018-02-15T00:15:19.730Z,,24.9,,0,,,
2018-02-15T00:15:29.726Z,,24.9,,0,,,
2018-02-15T00:15:44.998Z,46.3,24.9,,0,,,
2018-02-15T00:15:49.749Z,,24.9,,0,,,
2018-02-15T00:16:00.014Z,,24.9,,0,,,
2018-02-15T00:16:09.729Z,,24.8,,0,,,
2018-02-15T00:16:19.727Z,,24.8,,0,,,
2018-02-15T00:16:29.738Z,,24.8,,0,,,
2018-02-15T00:16:39.754Z,46.2,24.8,,0,,,
2018-02-15T00:16:49.757Z,,24.8,,0,,,
2018-02-15T00:16:59.819Z,,24.7,,0,,,
2018-02-15T00:17:09.727Z,,24.7,,0,,,
2018-02-15T00:17:19.961Z,,24.7,,0,,,
2018-02-15T00:17:29.728Z,46.1,24.7,,0,,,
2018-02-15T00:17:39.729Z,,24.7,,0,,,
2018-02-15T00:17:49.729Z,,24.7,,0,,,
2018-02-15T00:17:59.817Z,,24.7,,0,,,
2018-02-15T00:18:09.727Z,,24.7,,0,,,
2018-02-15T00:18:25.010Z,,24.5,,0,,,
2018-02-15T00:18:29.728Z,,24.5,,0,,,
2018-02-15T00:18:39.729Z,,24.5,,0,,,
2018-02-15T00:18:49.730Z,46,24.5,,0,,,
2018-02-15T00:18:59.819Z,,24.5,,0,,,
2018-02-15T00:19:09.727Z,,24.5,,0,,,
2018-02-15T00:19:19.902Z,,24.4,,0,,,
2018-02-15T00:19:29.829Z,,24.4,,0,,,
2018-02-15T00:19:39.728Z,45.9,24.4,,0,,,
2018-02-15T00:19:49.728Z,,24.4,,0,,,
2018-02-15T00:19:59.818Z,,24.4,,0,,,
2018-02-15T00:20:09.892Z,,24.4,,0,,,
2018-02-15T00:20:19.729Z,,24.4,,0,,,
2018-02-15T00:20:29.728Z,,24.4,,0,,,
2018-02-15T00:20:39.733Z,45.8,24.3,,0,,,
2018-02-15T00:20:49.730Z,,24.3,,0,,,
2018-02-15T00:20:59.817Z,,24.3,,0,,,
2018-02-15T00:21:09.728Z,,24.3,,0,,,
2018-02-15T00:21:19.727Z,,24.3,,0,,,
2018-02-15T00:21:29.730Z,,24.3,,0,,,
2018-02-15T00:21:39.727Z,,24.3,,0,,,
2018-02-15T00:21:49.727Z,45.7,24.2,,0,,,
2018-02-15T00:21:59.820Z,,24.2,,0,,,
2018-02-15T00:22:09.727Z,,24.2,,0,,,
2018-02-15T00:22:19.728Z,,24.2,,0,,,
2018-02-15T00:22:29.739Z,,24.2,,0,,,
2018-02-15T00:22:39.765Z,,24.2,,0,,,
2018-02-15T00:22:49.739Z,45.6,24.2,,0,,,
2018-02-15T00:22:59.818Z,,24.2,,0,,,
2018-02-15T00:23:09.727Z,,24,,0,,,
2018-02-15T00:23:19.730Z,,24,,0,,,
2018-02-15T00:23:29.727Z,,24,,0,,,
2018-02-15T00:23:39.932Z,,24,,0,,,
2018-02-15T00:23:49.727Z,,24,,0,,,
2018-02-15T00:23:59.818Z,45.5,24,,0,,,
2018-02-15T00:24:09.729Z,,24,,0,,,
2018-02-15T00:24:19.728Z,,24,,0,,,
2018-02-15T00:24:29.727Z,,23.9,,0,,,
2018-02-15T00:24:39.735Z,,23.9,,0,,,
2018-02-15T00:24:49.729Z,45.4,23.9,,0,,,
2018-02-15T00:24:59.988Z,,23.9,,0,,,
2018-02-15T00:25:09.728Z,,23.9,,0,,,
2018-02-15T00:25:19.729Z,,23.9,,0,,,
2018-02-15T00:25:29.727Z,,23.9,,0,,,
2018-02-15T00:25:39.728Z,,23.8,,0,,,
2018-02-15T00:25:49.734Z,,23.8,,0,,,
2018-02-15T00:25:59.818Z,45.3,23.8,,0,,,
2018-02-15T00:26:09.728Z,,23.8,,0,,,
2018-02-15T00:26:19.731Z,,23.8,,0,,,
2018-02-15T00:26:29.728Z,,23.8,,0,,,
2018-02-15T00:26:39.753Z,,23.8,,0,,,
2018-02-15T00:26:54.832Z,,23.8,,0,,,
2018-02-15T00:26:59.819Z,,23.8,,0,,,
2018-02-15T00:27:09.886Z,45.2,23.8,,0,,,
2018-02-15T00:27:19.729Z,,23.7,,0,,,
2018-02-15T00:27:29.732Z,,23.7,,0,,,
2018-02-15T00:27:39.728Z,,23.7,,0,,,
2018-02-15T00:27:49.728Z,,23.7,,0,,,
2018-02-15T00:27:59.818Z,,23.7,,0,,,
2018-02-15T00:28:09.884Z,45.1,23.7,,0,,,
2018-02-15T00:28:19.885Z,,23.7,,0,,,
2018-02-15T00:28:29.728Z,,23.7,,0,,,
2018-02-15T00:28:44.830Z,,23.7,,0,,,
2018-02-15T00:28:49.728Z,,23.6,,0,,,
2018-02-15T00:28:59.819Z,,23.6,,0,,,
2018-02-15T00:29:09.826Z,45,23.6,,0,,,
2018-02-15T00:29:19.734Z,,23.6,,0,,,
2018-02-15T00:29:29.728Z,,23.6,,0,,,
2018-02-15T00:29:39.729Z,,23.6,,0,,,
2018-02-15T00:29:49.729Z,,23.6,,0,,,
2018-02-15T00:29:59.818Z,,23.6,,0,,,
2018-02-15T00:30:09.880Z,,23.6,,0,,,
2018-02-15T00:30:19.729Z,44.9,23.4,,0,,,
2018-02-15T00:30:29.728Z,,23.4,,0,,,
2018-02-15T00:30:39.729Z,,23.4,,0,,,
2018-02-15T00:30:49.730Z,,23.4,,0,,,
2018-02-15T00:30:59.849Z,,23.4,,0,,,
2018-02-15T00:31:09.729Z,,23.4,,0,,,
2018-02-15T00:31:19.729Z,44.8,23.4,,0,,,
2018-02-15T00:31:29.736Z,,23.4,,0,,,
2018-02-15T00:31:39.728Z,,23.3,,0,,,
2018-02-15T00:31:49.728Z,,23.3,,0,,,
2018-02-15T00:32:00.023Z,,23.4,,0,,,
2018-02-15T00:32:09.729Z,,23.3,,0,,,
2018-02-15T00:32:19.731Z,,23.3,,0,,,
2018-02-15T00:32:29.735Z,44.7,23.3,,0,,,
2018-02-15T00:32:39.729Z,,23.3,,0,,,
2018-02-15T00:32:49.729Z,,23.3,,0,,,
2018-02-15T00:32:59.979Z,,23.3,,0,,,
2018-02-15T00:33:09.749Z,,23.3,,0,,,
2018-02-15T00:33:19.730Z,,23.3,,0,,,
2018-02-15T00:33:29.729Z,,23.3,,0,,,
2018-02-15T00:33:39.731Z,44.6,23.2,,0,,,
2018-02-15T00:33:49.731Z,,23.2,,0,,,
2018-02-15T00:33:59.819Z,,23.2,,0,,,
2018-02-15T00:34:09.728Z,,23.2,,0,,,
2018-02-15T00:34:19.729Z,,23.2,,0,,,
2018-02-15T00:34:29.729Z,,23.2,,0,,,
2018-02-15T00:34:39.734Z,,23.2,,0,,,
2018-02-15T00:34:54.821Z,44.5,23.2,,0,,,
2018-02-15T00:34:59.819Z,,23.2,,0,,,
2018-02-15T00:35:09.730Z,,23.1,,0,,,
2018-02-15T00:35:19.730Z,,23.1,,0,,,
2018-02-15T00:35:29.731Z,,23.1,,0,,,
2018-02-15T00:35:39.736Z,,23.1,,0,,,
2018-02-15T00:35:49.729Z,44.4,23.1,,0,,,
2018-02-15T00:35:59.969Z,,23.1,,0,,,
2018-02-15T00:36:09.730Z,,23.1,,0,,,
2018-02-15T00:36:24.752Z,,23.1,,0,,,
2018-02-15T00:36:29.869Z,,23.1,,0,,,
2018-02-15T00:36:39.729Z,,23.1,,0,,,
2018-02-15T00:36:49.737Z,,23.1,,0,,,
2018-02-15T00:36:59.819Z,44.3,23,,0,,,
2018-02-15T00:37:09.729Z,,23,,0,,,
2018-02-15T00:37:19.730Z,,23,,0,,,
2018-02-15T00:37:29.729Z,,23,,0,,,
2018-02-15T00:37:39.730Z,,23,,0,,,
2018-02-15T00:37:49.731Z,44.3,23,0,0,0,5,0
2018-02-15T00:38:00.036Z,44.2,23,,0,,,
2018-02-15T00:38:09.729Z,,23,,0,,,
2018-02-15T00:38:19.869Z,,23,,0,,,
2018-02-15T00:38:29.730Z,,23,,0,,,
2018-02-15T00:38:39.731Z,,23,,0,,,
2018-02-15T00:38:49.730Z,,22.8,,0,,,
2018-02-15T00:38:59.819Z,,22.8,,0,,,
2018-02-15T00:39:09.733Z,44.1,22.8,,0,,,
2018-02-15T00:39:19.867Z,,22.8,,0,,,
2018-02-15T00:39:29.729Z,,22.8,,0,,,
2018-02-15T00:39:39.730Z,,22.8,,0,,,
2018-02-15T00:39:49.730Z,,22.8,,0,,,
2018-02-15T00:39:59.960Z,,22.8,,0,,,
2018-02-15T00:40:09.730Z,,22.8,,0,,,
2018-02-15T00:40:19.733Z,44,22.8,,0,,,
2018-02-15T00:40:29.733Z,,22.8,,0,,,
2018-02-15T00:40:44.821Z,,22.8,,0,,,
2018-02-15T00:40:50.208Z,,22.8,,0,,,
2018-02-15T00:40:59.819Z,,22.7,,0,,,
2018-02-15T00:41:09.732Z,,22.7,,0,,,
2018-02-15T00:41:19.730Z,44,22.7,,0,,,
2018-02-15T00:41:29.729Z,43.9,22.7,,0,,,
2018-02-15T00:41:39.737Z,,22.7,,0,,,
2018-02-15T00:41:54.820Z,,22.7,,0,,,
2018-02-15T00:41:59.823Z,,22.7,,0,,,
2018-02-15T00:42:09.730Z,,22.7,,0,,,
2018-02-15T00:42:19.732Z,,22.7,,0,,,
2018-02-15T00:42:29.906Z,43.8,22.7,,0,,,
2018-02-15T00:42:39.730Z,,22.7,,0,,,
2018-02-15T00:42:49.730Z,,22.6,,0,,,
2018-02-15T00:42:59.820Z,,22.6,,0,,,
2018-02-15T00:43:09.730Z,,22.6,,0,,,
2018-02-15T00:43:19.732Z,,22.6,,0,,,
2018-02-15T00:43:29.730Z,,22.6,,0,,,
2018-02-15T00:43:39.730Z,,22.6,,0,,,
2018-02-15T00:43:49.730Z,43.7,22.6,,0,,,
2018-02-15T00:43:59.821Z,,22.6,,0,,,
2018-02-15T00:44:09.730Z,,22.6,,0,,,
2018-02-15T00:44:19.732Z,,22.6,,0,,,
2018-02-15T00:44:29.731Z,,22.6,,0,,,
2018-02-15T00:44:39.736Z,,22.6,,0,,,
2018-02-15T00:44:49.906Z,43.6,22.6,,0,,,
2018-02-15T00:44:59.821Z,,22.5,,0,,,
2018-02-15T00:45:09.738Z,,22.5,,0,,,
2018-02-15T00:45:19.731Z,,22.5,,0,,,
2018-02-15T00:45:29.896Z,,22.5,,0,,,
2018-02-15T00:45:39.731Z,,22.5,,0,,,
2018-02-15T00:45:49.731Z,,22.5,,0,,,
2018-02-15T00:46:00.000Z,,22.5,,0,,,
2018-02-15T00:46:09.731Z,43.5,22.5,,0,,,
2018-02-15T00:46:19.731Z,,22.5,,0,,,
2018-02-15T00:46:30.867Z,,22.5,,0,,,
2018-02-15T00:46:40.521Z,,22.5,,0,,,
2018-02-15T00:46:49.734Z,,22.4,,0,,,
2018-02-15T00:46:59.821Z,,22.4,,0,,,
2018-02-15T00:47:09.732Z,43.4,22.4,,0,,,
2018-02-15T00:47:19.732Z,,22.4,,0,,,
2018-02-15T00:47:29.731Z,,22.4,,0,,,
2018-02-15T00:47:39.731Z,,22.4,,0,,,
2018-02-15T00:47:49.732Z,,22.4,,0,,,
2018-02-15T00:47:59.821Z,,22.4,,0,,,
2018-02-15T00:48:09.732Z,,22.4,,0,,,
2018-02-15T00:48:19.850Z,,22.4,,0,,,
2018-02-15T00:48:29.734Z,43.3,22.4,,0,,,
2018-02-15T00:48:39.732Z,,22.4,,0,,,
2018-02-15T00:48:49.731Z,,22.4,,0,,,
2018-02-15T00:48:59.821Z,,22.4,,0,,,
2018-02-15T00:49:09.731Z,,22.4,,0,,,
2018-02-15T00:49:19.761Z,,22.4,,0,,,
2018-02-15T00:49:29.842Z,43.2,22.2,,0,,,
2018-02-15T00:49:39.731Z,,22.2,,0,,,
2018-02-15T00:49:49.735Z,,22.2,,0,,,
2018-02-15T00:49:59.822Z,,22.2,,0,,,
2018-02-15T00:50:09.737Z,,22.2,,0,,,
2018-02-15T00:50:24.833Z,,22.2,,0,,,
2018-02-15T00:50:29.733Z,,22.2,,0,,,
2018-02-15T00:50:39.731Z,,22.2,,0,,,
2018-02-15T00:50:49.731Z,43.1,22.2,,0,,,
2018-02-15T00:50:59.822Z,,22.2,,0,,,
2018-02-15T00:51:09.731Z,,22.2,,0,,,
2018-02-15T00:51:19.740Z,,22.2,,0,,,
2018-02-15T00:51:29.740Z,,22.2,,0,,,
2018-02-15T00:51:39.732Z,,22.2,,0,,,
2018-02-15T00:51:49.732Z,,22.1,,0,,,
2018-02-15T00:51:59.822Z,43,22.1,,0,,,
2018-02-15T00:52:09.732Z,,22.1,,0,,,
2018-02-15T00:52:19.732Z,,22.1,,0,,,
2018-02-15T00:52:29.732Z,,22.1,,0,,,
2018-02-15T00:52:44.752Z,,22.1,,0,,,
2018-02-15T00:52:49.732Z,,22.1,,0,,,
2018-02-15T00:52:59.825Z,,22.1,,0,,,
2018-02-15T00:53:09.841Z,42.9,22.1,,0,,,
2018-02-15T00:53:19.732Z,,22.1,,0,,,
2018-02-15T00:53:29.732Z,,22.1,,0,,,
2018-02-15T00:53:39.732Z,,22.1,,0,,,
2018-02-15T00:53:49.733Z,,22.1,,0,,,
2018-02-15T00:53:59.824Z,,22.1,,0,,,
2018-02-15T00:54:09.738Z,,22.1,,0,,,
2018-02-15T00:54:19.738Z,42.8,22,,0,,,
2018-02-15T00:54:29.742Z,,22.1,,0,,,
2018-02-15T00:54:39.742Z,,22,,0,,,
2018-02-15T00:54:49.733Z,,22,,0,,,
2018-02-15T00:54:59.822Z,,22,,0,,,
2018-02-15T00:55:09.737Z,,22,,0,,,
2018-02-15T00:55:24.822Z,,22,,0,,,
2018-02-15T00:55:29.738Z,,22,,0,,,
2018-02-15T00:55:39.737Z,42.7,22,,0,,,
2018-02-15T00:55:49.735Z,,22,,0,,,
2018-02-15T00:55:59.833Z,,22,,0,,,
2018-02-15T00:56:09.741Z,,22,,0,,,
2018-02-15T00:56:19.734Z,,22,,0,,,
2018-02-15T00:56:29.733Z,,22,,0,,,
2018-02-15T00:56:44.823Z,,22,,0,,,
2018-02-15T00:56:49.735Z,42.6,22,,0,,,
2018-02-15T00:56:59.824Z,,22,,0,,,
2018-02-15T00:57:09.739Z,,22,,0,,,
2018-02-15T00:57:34.833Z,,22,,0,,,
2018-02-15T00:57:39.733Z,,21.9,,0,,,
2018-02-15T00:57:49.735Z,,22,,0,,,
2018-02-15T00:57:59.823Z,42.4,21.9,,0,,,
2018-02-15T00:58:09.738Z,,21.9,,0,,,
2018-02-15T00:58:19.733Z,,21.9,,0,,,
2018-02-15T00:58:29.733Z,,21.9,,0,,,
2018-02-15T00:58:39.733Z,,21.9,,0,,,
2018-02-15T00:58:49.735Z,,21.9,,0,,,
2018-02-15T00:58:59.823Z,,21.9,,0,,,
2018-02-15T00:59:09.733Z,42.3,21.9,,0,,,
2018-02-15T00:59:19.733Z,,21.9,,0,,,
2018-02-15T00:59:29.738Z,,21.9,,0,,,
2018-02-15T00:59:39.733Z,,21.9,,0,,,
2018-02-15T00:59:49.733Z,,21.9,,0,,,
2018-02-15T00:59:59.824Z,,21.9,,0,,,
2018-02-15T01:00:09.734Z,,21.9,,0,,,
2018-02-15T01:00:19.733Z,,21.9,,0,,,
2018-02-15T01:00:29.735Z,42.2,21.9,,0,,,
2018-02-15T01:00:39.741Z,,21.9,,0,,,
2018-02-15T01:00:49.733Z,,21.9,,0,,,
2018-02-15T01:00:59.825Z,,21.9,,0,,,
2018-02-15T01:01:09.733Z,,21.7,,0,,,
2018-02-15T01:01:19.735Z,,21.7,,0,,,
2018-02-15T01:01:29.733Z,,21.7,,0,,,
2018-02-15T01:01:39.733Z,42.1,21.7,,0,,,
2018-02-15T01:01:49.736Z,,21.7,,0,,,
2018-02-15T01:01:59.827Z,,21.7,,0,,,
2018-02-15T01:02:09.733Z,,21.7,,0,,,
2018-02-15T01:02:19.733Z,,21.7,,0,,,
2018-02-15T01:02:29.734Z,,21.7,,0,,,
2018-02-15T01:02:39.733Z,,21.7,,0,,,
2018-02-15T01:02:49.734Z,42,21.7,,0,,,
2018-02-15T01:02:59.828Z,,21.7,,0,,,
2018-02-15T01:03:09.734Z,,21.7,,0,,,
2018-02-15T01:03:19.734Z,,21.7,,0,,,
2018-02-15T01:03:29.734Z,,21.7,,0,,,
2018-02-15T01:03:39.734Z,,21.7,,0,,,
2018-02-15T01:03:49.738Z,,21.7,,0,,,
2018-02-15T01:03:59.824Z,,21.7,,0,,,
2018-02-15T01:04:09.735Z,41.9,21.7,,0,,,
2018-02-15T01:04:19.740Z,,21.7,,0,,,
2018-02-15T01:04:29.734Z,,21.7,,0,,,
2018-02-15T01:04:39.920Z,,21.7,,0,,,
2018-02-15T01:04:49.734Z,,21.7,,0,,,
2018-02-15T01:04:59.824Z,,21.7,,0,,,
2018-02-15T01:05:09.734Z,,21.6,,0,,,
2018-02-15T01:05:19.735Z,,21.6,,0,,,
2018-02-15T01:05:29.734Z,41.8,21.6,,0,,,
2018-02-15T01:05:39.734Z,,21.6,,0,,,
2018-02-15T01:05:49.734Z,,21.6,,0,,,
2018-02-15T01:05:59.824Z,,21.6,,0,,,
2018-02-15T01:06:09.747Z,,21.6,,0,,,
2018-02-15T01:06:19.734Z,,21.6,,0,,,
2018-02-15T01:06:29.737Z,,21.6,,0,,,
2018-02-15T01:06:39.917Z,41.7,21.6,,0,,,
2018-02-15T01:06:49.739Z,,21.6,,0,,,
2018-02-15T01:06:59.825Z,,21.6,,0,,,
2018-02-15T01:07:09.734Z,,21.6,,0,,,
2018-02-15T01:07:19.736Z,,21.6,,0,,,
2018-02-15T01:07:29.737Z,,21.6,,0,,,
2018-02-15T01:07:40.570Z,,21.6,,0,,,
2018-02-15T01:07:49.734Z,41.6,21.6,,0,,,
2018-02-15T01:07:59.825Z,,21.6,,0,,,
2018-02-15T01:08:09.735Z,,21.6,,0,,,
2018-02-15T01:08:29.744Z,,21.6,,0,,,
2018-02-15T01:08:39.761Z,,21.6,,0,,,
2018-02-15T01:08:49.738Z,,21.6,,0,,,
2018-02-15T01:08:59.828Z,,21.6,,0,,,
2018-02-15T01:09:09.749Z,41.5,21.6,,0,,,
2018-02-15T01:09:19.736Z,,21.6,,0,,,
2018-02-15T01:09:29.737Z,,21.6,,0,,,
2018-02-15T01:09:39.736Z,,21.5,,0,,,
2018-02-15T01:09:49.786Z,,21.5,,0,,,
2018-02-15T01:09:59.825Z,,21.5,,0,,,
2018-02-15T01:10:09.734Z,,21.5,,0,,,
2018-02-15T01:10:19.735Z,,21.5,,0,,,
2018-02-15T01:10:29.735Z,41.4,21.5,,0,,,
2018-02-15T01:10:39.735Z,,21.5,,0,,,
2018-02-15T01:10:49.735Z,,21.5,,0,,,
2018-02-15T01:10:59.829Z,,21.5,,0,,,
2018-02-15T01:11:09.735Z,,21.5,,0,,,
2018-02-15T01:11:29.738Z,,21.5,,0,,,
2018-02-15T01:11:39.737Z,41.3,21.5,,0,,,
2018-02-15T01:11:49.735Z,,21.5,,0,,,
2018-02-15T01:12:00.057Z,,21.5,,0,,,
2018-02-15T01:12:09.735Z,,21.5,,0,,,
2018-02-15T01:12:19.735Z,,21.5,,0,,,
2018-02-15T01:12:29.736Z,,21.5,,0,,,
2018-02-15T01:12:39.735Z,,21.5,,0,,,
2018-02-15T01:12:49.735Z,,21.5,,0,,,
2018-02-15T01:12:59.828Z,41.2,21.5,,0,,,
2018-02-15T01:13:09.748Z,,21.5,,0,,,
2018-02-15T01:13:19.736Z,,21.5,,0,,,
2018-02-15T01:13:29.735Z,,21.5,,0,,,
2018-02-15T01:13:39.737Z,,21.3,,0,,,
2018-02-15T01:13:49.735Z,,21.5,,0,,,
2018-02-15T01:13:59.828Z,,21.3,,0,,,
2018-02-15T01:14:09.735Z,,21.5,,0,,,
2018-02-15T01:14:19.736Z,41.1,21.3,,0,,,
2018-02-15T01:14:29.739Z,,21.3,,0,,,
2018-02-15T01:14:39.735Z,,21.3,,0,,,
2018-02-15T01:14:49.735Z,,21.3,,0,,,
2018-02-15T01:14:59.826Z,,21.3,,0,,,
2018-02-15T01:15:09.736Z,,21.3,,0,,,
2018-02-15T01:15:29.747Z,,21.3,,0,,,
2018-02-15T01:15:39.738Z,41,21.3,,0,,,
2018-02-15T01:15:49.736Z,,21.3,,0,,,
2018-02-15T01:15:59.826Z,,21.3,,0,,,
2018-02-15T01:16:09.735Z,,21.3,,0,,,
2018-02-15T01:16:19.806Z,,21.3,,0,,,
2018-02-15T01:16:29.735Z,,21.3,,0,,,
2018-02-15T01:16:39.739Z,40.9,21.3,,0,,,
2018-02-15T01:16:49.740Z,40.9,21.3,,0,,,
2018-02-15T01:16:59.826Z,,21.3,,0,,,
2018-02-15T01:17:09.736Z,,21.3,,0,,,
2018-02-15T01:17:29.942Z,,21.3,,0,,,
2018-02-15T01:17:39.736Z,,21.3,,0,,,
2018-02-15T01:17:49.736Z,,21.3,,0,,,
2018-02-15T01:17:59.825Z,40.8,21.3,,0,,,
2018-02-15T01:18:09.739Z,,21.3,,0,,,
2018-02-15T01:18:29.736Z,,21.3,,0,,,
2018-02-15T01:18:39.736Z,,21.2,,0,,,
2018-02-15T01:18:49.737Z,,21.2,,0,,,
2018-02-15T01:18:59.835Z,,21.2,,0,,,
2018-02-15T01:19:09.739Z,,21.2,,0,,,
2018-02-15T01:19:19.736Z,40.7,,,,,,
2018-02-15T01:19:29.736Z,,21.2,,0,,,
2018-02-15T01:19:39.737Z,,21.2,,0,,,
2018-02-15T01:19:49.740Z,,21.2,,0,,,
2018-02-15T01:19:59.827Z,,21.2,,0,,,
2018-02-15T01:20:09.739Z,,21.2,,0,,,
2018-02-15T01:20:19.736Z,,21.2,,0,,,
2018-02-15T01:20:29.943Z,,21.2,,0,,,
2018-02-15T01:20:39.736Z,,21.2,,0,,,
2018-02-15T01:20:49.739Z,40.6,21.2,,0,,,
2018-02-15T01:20:59.830Z,,21.2,,0,,,
2018-02-15T01:21:09.736Z,,21.2,,0,,,
2018-02-15T01:21:24.828Z,,21.2,,0,,,
2018-02-15T01:21:29.736Z,,21.2,,0,,,
2018-02-15T01:21:39.743Z,,21.2,,0,,,
2018-02-15T01:21:49.739Z,,21.2,,0,,,
2018-02-15T01:21:59.831Z,40.5,21.2,,0,,,
2018-02-15T01:22:09.736Z,,21.2,,0,,,
2018-02-15T01:22:19.738Z,,21.1,,0,,,
2018-02-15T01:22:29.737Z,,21.2,,0,,,
2018-02-15T01:22:39.738Z,,21.2,,0,,,
2018-02-15T01:22:49.736Z,,21.1,,0,,,
2018-02-15T01:22:59.826Z,,21.1,,0,,,
2018-02-15T01:23:09.738Z,,21.1,,0,,,
2018-02-15T01:23:19.736Z,,21.1,,0,,,
