Time,PrimTSet,ChActive,HwTSet,PrimT,HwTOutlet,ActPow,HwActive
2017-11-12T00:14:36.265Z,,,0,,26.7,,
2017-11-12T00:14:46.622Z,,,0,,26.7,,
2017-11-12T00:14:56.265Z,,,0,,26.6,,
2017-11-12T00:15:06.266Z,,,0,,26.6,,
2017-11-12T00:15:16.276Z,,,0,,26.6,,
2017-11-12T00:15:26.265Z,,,0,,26.6,,
2017-11-12T00:15:36.265Z,,,0,38.6,26.6,,
2017-11-12T00:15:46.265Z,,,0,,26.6,,
2017-11-12T00:15:56.265Z,,,0,,26.6,,
2017-11-12T00:16:06.267Z,,,0,,26.6,,
2017-11-12T00:16:16.270Z,,,0,,26.6,,
2017-11-12T00:16:26.265Z,,,0,,26.6,,
2017-11-12T00:16:36.268Z,,,0,,26.5,,
2017-11-12T00:16:46.466Z,,,0,,26.5,,
2017-11-12T00:16:56.266Z,,,0,,26.5,,
2017-11-12T00:17:06.266Z,,,0,,26.5,,
2017-11-12T00:17:16.266Z,,,0,,26.5,,
2017-11-12T00:17:26.635Z,,,0,38.5,26.5,,
2017-11-12T00:17:36.266Z,,,0,,26.5,,
2017-11-12T00:17:46.265Z,,,0,,26.5,,
2017-11-12T00:17:56.267Z,,,0,,26.5,,
2017-11-12T00:18:06.266Z,,,0,,26.5,,
2017-11-12T00:18:16.266Z,,,0,,26.3,,
2017-11-12T00:18:26.275Z,,,0,,26.3,,
2017-11-12T00:18:36.265Z,,,0,,26.3,,
2017-11-12T00:18:46.266Z,,,0,,26.3,,
2017-11-12T00:18:56.266Z,,,0,,26.3,,
2017-11-12T00:19:06.276Z,,,0,38.4,26.3,,
2017-11-12T00:19:16.520Z,,,0,,26.3,,
2017-11-12T00:19:26.266Z,,,0,,26.3,,
2017-11-12T00:19:36.266Z,,,0,,26.3,,
2017-11-12T00:19:46.266Z,,,0,,26.3,,
2017-11-12T00:19:56.267Z,,,0,,26.3,,
2017-11-12T00:20:06.267Z,,,0,,26.2,,
2017-11-12T00:20:16.266Z,,,0,,26.2,,
2017-11-12T00:20:26.270Z,,,0,,26.2,,
2017-11-12T00:20:36.268Z,,,0,,26.2,,
2017-11-12T00:20:46.266Z,,,0,,26.2,,
2017-11-12T00:20:56.268Z,,,0,38.3,26.2,,
2017-11-12T00:21:06.267Z,,,0,,26.2,,
2017-11-12T00:21:16.267Z,,,0,,26.2,,
2017-11-12T00:21:26.271Z,,,0,,26.2,,
2017-11-12T00:21:36.268Z,,,0,,26.2,,
2017-11-12T00:21:46.266Z,,,0,,26.1,,
2017-11-12T00:21:56.266Z,,,0,,26.1,,
2017-11-12T00:22:06.765Z,,,0,,26.1,,
2017-11-12T00:22:16.268Z,,,0,,26.1,,
2017-11-12T00:22:26.268Z,,,0,,26.1,,
2017-11-12T00:22:36.281Z,,,0,,26.1,,
2017-11-12T00:22:46.270Z,,,0,38.2,26.1,,
2017-11-12T00:22:56.267Z,,,0,,26.1,,
2017-11-12T00:23:06.266Z,,,0,,26.1,,
2017-11-12T00:23:16.271Z,,,0,,26.1,,
2017-11-12T00:23:26.269Z,,,0,,26.1,,
2017-11-12T00:23:36.651Z,,,0,,26,,
2017-11-12T00:23:46.269Z,,,0,,26,,
2017-11-12T00:23:56.500Z,,,0,,26,,
2017-11-12T00:24:06.267Z,,,0,,26,,
2017-11-12T00:24:16.268Z,,,0,,26,,
2017-11-12T00:24:26.267Z,,,0,,26,,
2017-11-12T00:24:36.267Z,,,0,38.1,26,,
2017-11-12T00:24:46.267Z,,,0,38.2,26,,
2017-11-12T00:24:56.268Z,,,0,38.1,26,,
2017-11-12T00:25:06.269Z,,,0,,26,,
2017-11-12T00:25:16.272Z,,,0,,26,,
2017-11-12T00:25:26.454Z,,,0,,25.9,,
2017-11-12T00:25:36.269Z,,,0,,25.9,,
2017-11-12T00:25:46.267Z,,,0,,25.9,,
2017-11-12T00:25:56.268Z,,,0,,25.9,,
2017-11-12T00:26:06.267Z,,,0,,25.9,,
2017-11-12T00:26:16.269Z,,,0,,25.9,,
2017-11-12T00:26:26.267Z,,,0,,25.9,,
2017-11-12T00:26:36.270Z,,,0,,25.9,,
2017-11-12T00:26:46.267Z,,,0,38,25.9,,
2017-11-12T00:26:56.269Z,,,0,,25.9,,
2017-11-12T00:27:06.272Z,,,0,,25.9,,
2017-11-12T00:27:16.268Z,,,0,,25.9,,
2017-11-12T00:27:26.269Z,,,0,,25.7,,
2017-11-12T00:27:36.272Z,,,0,,25.7,,
2017-11-12T00:27:46.268Z,,,0,,25.7,,
2017-11-12T00:27:56.268Z,,,0,,25.7,,
2017-11-12T00:28:06.268Z,,,0,,25.7,,
2017-11-12T00:28:16.269Z,,,0,,25.7,,
2017-11-12T00:28:26.270Z,,,0,37.9,25.7,,
2017-11-12T00:28:36.269Z,,,0,37.9,25.7,,
2017-11-12T00:28:46.615Z,,,0,,25.7,,
2017-11-12T00:28:56.270Z,,,0,,25.7,,
2017-11-12T00:29:06.270Z,,,0,,25.7,,
2017-11-12T00:29:16.269Z,,,0,,25.7,,
2017-11-12T00:29:26.270Z,,,0,,25.7,,
2017-11-12T00:29:36.269Z,,,0,,25.6,,
2017-11-12T00:29:46.270Z,,,0,,25.6,,
2017-11-12T00:29:56.269Z,,,0,,25.6,,
2017-11-12T00:30:06.271Z,,,0,,25.6,,
2017-11-12T00:30:16.268Z,,,0,,25.6,,
2017-11-12T00:30:26.270Z,,,0,37.8,25.6,,
2017-11-12T00:30:36.276Z,,,0,,25.6,,
2017-11-12T00:30:46.268Z,,,0,,25.6,,
2017-11-12T00:30:56.268Z,,,0,,25.6,,
2017-11-12T00:31:06.268Z,,,0,,25.6,,
2017-11-12T00:31:16.270Z,,,0,,25.6,,
2017-11-12T00:31:26.268Z,,,0,,25.6,,
2017-11-12T00:31:36.270Z,,,0,,25.5,,
2017-11-12T00:31:46.271Z,,,0,,25.5,,
2017-11-12T00:31:56.268Z,,,0,37.7,25.5,,
2017-11-12T00:32:06.275Z,,,0,37.8,25.5,,
2017-11-12T00:32:16.271Z,,,0,37.7,25.5,,
2017-11-12T00:32:26.268Z,,,0,,25.5,,
2017-11-12T00:32:36.272Z,,,0,,25.5,,
2017-11-12T00:32:46.274Z,,,0,,25.5,,
2017-11-12T00:32:56.271Z,,,0,,25.5,,
2017-11-12T00:33:06.271Z,,,0,,25.5,,
2017-11-12T00:33:16.276Z,,,0,,25.5,,
2017-11-12T00:33:26.276Z,,,0,,25.5,,
2017-11-12T00:33:36.555Z,,,0,,25.5,,
2017-11-12T00:33:46.272Z,,,0,,25.4,,
2017-11-12T00:33:56.269Z,,,0,,25.4,,
2017-11-12T00:34:06.271Z,,,0,37.6,25.4,,
2017-11-12T00:34:16.432Z,,,0,,25.4,,
2017-11-12T00:34:26.268Z,,,0,,25.4,,
2017-11-12T00:34:36.275Z,,,0,,25.4,,
2017-11-12T00:34:46.625Z,,,0,,25.4,,
2017-11-12T00:34:56.268Z,,,0,,25.4,,
2017-11-12T00:35:06.323Z,,,0,,25.4,,
2017-11-12T00:35:16.274Z,,,0,,25.3,,
2017-11-12T00:35:26.268Z,,,0,,25.4,,
2017-11-12T00:35:36.268Z,,,0,,25.4,,
2017-11-12T00:35:46.268Z,,,0,,25.3,,
2017-11-12T00:35:56.272Z,,,0,37.5,25.3,,
2017-11-12T00:36:06.274Z,,,0,,25.3,,
2017-11-12T00:36:17.760Z,,,0,,25.3,,
2017-11-12T00:36:26.526Z,,,0,,25.3,,
2017-11-12T00:36:36.275Z,,,0,,25.3,,
2017-11-12T00:36:51.794Z,,,0,,25.3,,
2017-11-12T00:36:56.270Z,,,0,,25.3,,
2017-11-12T00:37:06.271Z,,,0,,25.3,,
2017-11-12T00:37:16.270Z,,,0,,25.3,,
2017-11-12T00:37:26.270Z,,,0,,25.3,,
2017-11-12T00:37:36.277Z,,,0,,25.3,,
2017-11-12T00:37:46.270Z,,,0,,25.1,,
2017-11-12T00:37:56.484Z,,,0,37.4,25.1,,
2017-11-12T00:38:06.269Z,,,0,,25.1,,
2017-11-12T00:38:16.269Z,,,0,,25.1,,
2017-11-12T00:38:26.269Z,,,0,,25.1,,
2017-11-12T00:38:36.269Z,,,0,,25.1,,
2017-11-12T00:38:46.269Z,,,0,,25.1,,
2017-11-12T00:38:56.271Z,,,0,,25.1,,
2017-11-12T00:39:06.270Z,,,0,,25.1,,
2017-11-12T00:39:16.271Z,,,0,,25.1,,
2017-11-12T00:39:26.269Z,,,0,,25.1,,
2017-11-12T00:39:36.270Z,,,0,,25.1,,
2017-11-12T00:39:46.269Z,,,0,,25.1,,
2017-11-12T00:39:56.269Z,,,0,37.3,25.1,,
2017-11-12T00:40:06.273Z,,,0,,25.1,,
2017-11-12T00:40:16.269Z,,,0,,25,,
2017-11-12T00:40:26.271Z,,,0,,25,,
2017-11-12T00:40:36.269Z,,,0,,25,,
2017-11-12T00:40:46.269Z,,,0,,25,,
2017-11-12T00:40:56.270Z,,,0,,25,,
2017-11-12T00:41:06.273Z,,,0,,25,,
2017-11-12T00:41:16.269Z,,,0,,25,,
2017-11-12T00:41:26.269Z,0,0,0,,25.1,,2
2017-11-12T00:41:36.272Z,,0,54,37.4,36.4,30,2
2017-11-12T00:41:46.269Z,,,54,38.7,37.2,85,
2017-11-12T00:41:56.286Z,,,54,45.2,42,85,
2017-11-12T00:42:06.285Z,,,54,49.3,47.6,86,
2017-11-12T00:42:16.273Z,,,54,53.4,51.1,81,
2017-11-12T00:42:26.271Z,,0,54,55.9,53.8,0,0
2017-11-12T00:42:36.271Z,,0,0,55,53.5,,0
2017-11-12T00:42:46.271Z,,,0,54.8,53.1,,
2017-11-12T00:42:56.271Z,,,0,54.6,52.9,,
2017-11-12T00:43:06.271Z,,,0,54.5,52.5,,
2017-11-12T00:43:21.460Z,,,0,,52.2,,
2017-11-12T00:43:26.270Z,5,,0,54.4,51.9,,
2017-11-12T00:43:36.270Z,,,0,54.3,51.7,,
2017-11-12T00:43:46.270Z,,,0,54.1,51.4,,
2017-11-12T00:43:56.272Z,,,0,,51.1,,
2017-11-12T00:44:06.273Z,,,0,54,50.8,,
2017-11-12T00:44:16.271Z,,,0,53.9,50.5,,
2017-11-12T00:44:26.270Z,,,0,53.8,50.3,,
2017-11-12T00:44:36.275Z,,,0,,50,,
2017-11-12T00:44:46.273Z,,,0,53.7,49.7,,
2017-11-12T00:44:56.278Z,,,0,53.6,49.3,,
2017-11-12T00:45:06.271Z,,,0,,49.1,,
2017-11-12T00:45:16.270Z,,,0,53.5,48.8,,
2017-11-12T00:45:26.270Z,,,0,53.4,48.5,,
2017-11-12T00:45:36.272Z,,,0,,48.3,,
2017-11-12T00:45:46.270Z,,,0,53.3,48.1,,
2017-11-12T00:45:56.271Z,,,0,,47.8,,
2017-11-12T00:46:06.275Z,,,0,53.2,47.6,,
2017-11-12T00:46:16.274Z,,,0,,47.3,,
2017-11-12T00:46:26.270Z,,,0,53.1,47.1,,
2017-11-12T00:46:36.271Z,,,0,,46.9,,
2017-11-12T00:46:46.270Z,,,0,53,46.6,,
2017-11-12T00:46:56.270Z,,,0,,46.4,,
2017-11-12T00:47:06.408Z,,,0,52.9,46.2,,
2017-11-12T00:47:16.276Z,,,0,52.8,46,,
2017-11-12T00:47:26.270Z,,,0,,45.8,,
2017-11-12T00:47:36.271Z,,,0,52.7,45.6,,
2017-11-12T00:47:46.274Z,,,0,,45.4,,
2017-11-12T00:47:56.277Z,,,0,,45.2,,
2017-11-12T00:48:06.274Z,,,0,52.6,45,,
2017-11-12T00:48:16.270Z,,,0,,44.8,,
2017-11-12T00:48:26.271Z,,,0,52.4,44.6,,
2017-11-12T00:48:36.271Z,,,0,,44.3,,
2017-11-12T00:48:46.277Z,,,0,52.3,44.1,,
2017-11-12T00:48:56.274Z,,,0,,43.9,,
2017-11-12T00:49:06.272Z,,,0,52.2,43.8,,
2017-11-12T00:49:16.271Z,,,0,,43.6,,
2017-11-12T00:49:26.271Z,,,0,52.1,43.4,,
2017-11-12T00:49:36.276Z,,,0,,43.3,,
2017-11-12T00:49:46.273Z,,,0,52,43.1,,
2017-11-12T00:49:56.273Z,,,0,,42.9,,
2017-11-12T00:50:06.276Z,,,0,,42.8,,
2017-11-12T00:50:16.536Z,,,0,51.9,42.6,,
2017-11-12T00:50:26.270Z,,,0,,42.4,,
2017-11-12T00:50:36.273Z,,,0,51.8,42.3,,
2017-11-12T00:50:46.271Z,,,0,,42.1,,
2017-11-12T00:50:56.271Z,,,0,,41.9,,
2017-11-12T00:51:06.272Z,,,0,51.7,41.8,,
2017-11-12T00:51:16.271Z,,,0,,41.7,,
2017-11-12T00:51:26.456Z,,,0,,41.5,,
2017-11-12T00:51:36.462Z,,,0,51.6,41.3,,
2017-11-12T00:51:46.278Z,,,0,,41.2,,
2017-11-12T00:51:56.272Z,,,0,51.5,41.1,,
2017-11-12T00:52:06.273Z,,,0,,40.8,,
2017-11-12T00:52:16.273Z,,,0,,40.7,,
2017-11-12T00:52:31.568Z,,,0,51.4,40.5,,
2017-11-12T00:52:36.273Z,,,0,,40.4,,
2017-11-12T00:52:46.271Z,,,0,,40.2,,
2017-11-12T00:52:56.540Z,,,0,51.3,40.1,,
2017-11-12T00:53:06.272Z,,,0,,40,,
2017-11-12T00:53:16.273Z,,,0,,39.8,,
2017-11-12T00:53:26.273Z,,,0,51.2,39.7,,
2017-11-12T00:53:36.271Z,,,0,,39.6,,
2017-11-12T00:53:46.271Z,,,0,,39.4,,
2017-11-12T00:53:56.272Z,,,0,51.1,39.3,,
2017-11-12T00:54:06.274Z,,,0,,39.2,,
2017-11-12T00:54:16.271Z,,,0,,39.1,,
2017-11-12T00:54:26.272Z,,,0,51,38.8,,
2017-11-12T00:54:36.276Z,,,0,,38.7,,
2017-11-12T00:54:46.271Z,,,0,,38.6,,
2017-11-12T00:54:56.271Z,,,0,50.9,38.5,,
2017-11-12T00:55:06.271Z,,,0,,38.4,,
2017-11-12T00:55:16.274Z,,,0,,38.2,,
2017-11-12T00:55:26.276Z,,,0,,38.1,,
2017-11-12T00:55:36.272Z,,,0,50.7,38,,
2017-11-12T00:55:46.448Z,,,0,,37.9,,
2017-11-12T00:55:56.272Z,,,0,,37.8,,
2017-11-12T00:56:06.271Z,,,0,50.6,37.7,,
2017-11-12T00:56:16.271Z,,,0,,37.6,,
2017-11-12T00:56:26.277Z,,,0,,37.5,,
2017-11-12T00:56:36.272Z,,,0,,37.4,,
2017-11-12T00:56:46.274Z,,,0,50.5,37.3,,
2017-11-12T00:56:56.273Z,,,0,,37.2,,
2017-11-12T00:57:06.275Z,,,0,,37.1,,
2017-11-12T00:57:16.281Z,,,0,50.4,36.9,,
2017-11-12T00:57:26.276Z,,,0,,36.7,,
2017-11-12T00:57:36.272Z,,,0,,36.7,,
2017-11-12T00:57:46.272Z,,,0,50.3,36.6,,
2017-11-12T00:57:56.272Z,,,0,,36.5,,
2017-11-12T00:58:06.275Z,,,0,,36.3,,
2017-11-12T00:58:16.272Z,,,0,,36.3,,
2017-11-12T00:58:26.272Z,,,0,50.2,36.2,,
2017-11-12T00:58:36.271Z,,,0,,36.1,,
2017-11-12T00:58:46.272Z,,,0,,36,,
2017-11-12T00:58:56.273Z,,,0,,35.9,,
2017-11-12T00:59:06.273Z,,,0,50.1,35.8,,
2017-11-12T00:59:16.276Z,,,0,,35.7,,
2017-11-12T00:59:26.272Z,,,0,,35.6,,
2017-11-12T00:59:36.272Z,,,0,,35.5,,
2017-11-12T00:59:46.272Z,,,0,50,35.4,,
2017-11-12T00:59:56.427Z,,,0,,35.4,,
2017-11-12T01:00:06.277Z,,,0,,35.3,,
2017-11-12T01:00:16.274Z,,,0,49.9,35.2,,
2017-11-12T01:00:26.273Z,,,0,,35.1,,
2017-11-12T01:00:36.438Z,,,0,,34.9,,
2017-11-12T01:00:46.537Z,,,0,,34.8,,
2017-11-12T01:00:56.274Z,,,0,,34.8,,
2017-11-12T01:01:06.273Z,,,0,49.8,34.7,,
2017-11-12T01:01:16.273Z,,,0,,34.6,,
2017-11-12T01:01:26.274Z,,,0,,34.5,,
2017-11-12T01:01:36.276Z,,,0,,34.4,,
2017-11-12T01:01:46.272Z,,,0,49.7,34.4,,
2017-11-12T01:01:56.272Z,,,0,,34.3,,
2017-11-12T01:02:06.273Z,,,0,,34.2,,
2017-11-12T01:02:16.273Z,,,0,,34.1,,
2017-11-12T01:02:26.272Z,,,0,,34.1,,
2017-11-12T01:02:36.273Z,,,0,49.6,34,,
2017-11-12T01:02:46.278Z,,,0,,33.9,,
2017-11-12T01:02:56.279Z,,,0,,33.9,,
2017-11-12T01:03:06.278Z,,,0,,33.8,,
2017-11-12T01:03:16.274Z,,,0,49.5,33.7,,
2017-11-12T01:03:26.275Z,,,0,,33.6,,
2017-11-12T01:03:36.277Z,,,0,,33.6,,
2017-11-12T01:03:46.275Z,,,0,,33.5,,
2017-11-12T01:03:56.279Z,,,0,,33.4,,
2017-11-12T01:04:06.273Z,,,0,49.4,33.4,,
2017-11-12T01:04:16.276Z,,,0,,33.3,,
2017-11-12T01:04:26.273Z,,,0,,33.2,,
2017-11-12T01:04:36.300Z,,,0,,33.2,,
2017-11-12T01:04:46.273Z,,,0,,33.1,,
2017-11-12T01:04:56.273Z,,,0,49.3,32.9,,
2017-11-12T01:05:06.274Z,,,0,,32.9,,
2017-11-12T01:05:16.273Z,,,0,,32.8,,
2017-11-12T01:05:26.274Z,,,0,,32.7,,
2017-11-12T01:05:36.378Z,,,0,,32.7,,
2017-11-12T01:05:46.273Z,,,0,49.2,32.6,,
2017-11-12T01:05:56.277Z,,,0,,32.5,,
2017-11-12T01:06:06.282Z,,,0,,32.5,,
2017-11-12T01:06:16.273Z,,,0,,32.4,,
2017-11-12T01:06:26.283Z,,,0,49.1,32.4,,
2017-11-12T01:06:36.273Z,,,0,,32.3,,
2017-11-12T01:06:46.273Z,,,0,,32.3,,
2017-11-12T01:06:56.275Z,,,0,,32.2,,
2017-11-12T01:07:06.275Z,,,0,,32.1,,
2017-11-12T01:07:16.274Z,,,0,,32.1,,
2017-11-12T01:07:26.277Z,,,0,49,32,,
2017-11-12T01:07:36.274Z,,,0,,32,,
2017-11-12T01:07:46.275Z,,,0,,31.9,,
2017-11-12T01:07:56.273Z,,,0,,31.9,,
2017-11-12T01:08:06.274Z,,,0,,31.8,,
2017-11-12T01:08:16.274Z,,,0,48.9,31.6,,
2017-11-12T01:08:26.273Z,,,0,,31.6,,
2017-11-12T01:08:36.273Z,,,0,,31.5,,
2017-11-12T01:08:46.273Z,,,0,,31.5,,
2017-11-12T01:08:56.274Z,,,0,,31.4,,
2017-11-12T01:09:06.276Z,,,0,,31.4,,
2017-11-12T01:09:16.274Z,,,0,48.8,31.3,,
2017-11-12T01:09:26.275Z,,,0,,31.3,,
2017-11-12T01:09:36.276Z,,,0,,31.2,,
2017-11-12T01:09:46.510Z,,,0,,31.2,,
2017-11-12T01:09:56.274Z,,,0,,31,,
2017-11-12T01:10:06.275Z,5,0,0,48.7,31,0,0
2017-11-12T01:10:16.274Z,,,0,,30.9,,
2017-11-12T01:10:26.275Z,,,0,,30.9,,
2017-11-12T01:10:36.280Z,,,0,,30.8,,
2017-11-12T01:10:46.277Z,,,0,,30.8,,
2017-11-12T01:10:56.274Z,,,0,,30.7,,
2017-11-12T01:11:06.279Z,,,0,48.6,30.7,,
2017-11-12T01:11:16.274Z,,,0,,30.6,,
2017-11-12T01:11:26.274Z,,,0,,30.6,,
2017-11-12T01:11:36.274Z,,,0,,30.6,,
2017-11-12T01:11:46.274Z,,,0,,30.4,,
2017-11-12T01:11:56.275Z,,,0,,30.4,,
2017-11-12T01:12:06.275Z,,,,48.5,,,
2017-11-12T01:12:16.274Z,,,0,,30.3,,
2017-11-12T01:12:26.274Z,,,0,,30.2,,
2017-11-12T01:12:36.274Z,,,0,,30.2,,
2017-11-12T01:12:46.467Z,,,0,,30.1,,
2017-11-12T01:12:56.274Z,,,0,,30.1,,
2017-11-12T01:13:06.274Z,,,0,48.4,30.1,,
2017-11-12T01:13:16.275Z,,,0,,30,,
2017-11-12T01:13:26.550Z,,,0,,30,,
2017-11-12T01:13:36.275Z,,,0,,29.8,,
2017-11-12T01:13:46.274Z,,,0,,29.8,,
2017-11-12T01:13:56.278Z,,,0,48.3,29.8,,
2017-11-12T01:14:06.277Z,,,0,,29.7,,
2017-11-12T01:14:16.274Z,,,0,,29.7,,
2017-11-12T01:14:26.276Z,,,0,,29.6,,
2017-11-12T01:14:36.275Z,,,0,,29.6,,
2017-11-12T01:14:46.278Z,,,0,,29.6,,
2017-11-12T01:14:56.283Z,,,0,,29.5,,
2017-11-12T01:15:06.279Z,,,0,48.2,29.5,,
2017-11-12T01:15:16.277Z,,,0,,29.3,,
2017-11-12T01:15:26.275Z,,,0,,29.3,,
2017-11-12T01:15:36.275Z,,,0,,29.3,,
2017-11-12T01:15:46.280Z,,,0,,29.2,,
2017-11-12T01:15:56.274Z,,,0,48.1,29.2,,
2017-11-12T01:16:06.276Z,,,0,,29.2,,
2017-11-12T01:16:16.274Z,,,0,,29.1,,
2017-11-12T01:16:26.280Z,,,0,,29.1,,
2017-11-12T01:16:36.276Z,,,0,,29,,
2017-11-12T01:16:46.279Z,,,0,,29,,
2017-11-12T01:16:56.277Z,,,0,,29,,
2017-11-12T01:17:06.277Z,,,0,48,29,,
2017-11-12T01:17:16.277Z,,,0,,28.9,,
2017-11-12T01:17:26.274Z,,,0,,28.9,,
2017-11-12T01:17:36.280Z,,,0,,28.7,,
2017-11-12T01:17:51.326Z,,,0,,28.7,,
2017-11-12T01:17:56.277Z,,,0,,28.7,,
2017-11-12T01:18:06.276Z,,,0,48,28.6,,
2017-11-12T01:18:16.278Z,,,0,47.9,28.6,,
2017-11-12T01:18:26.279Z,,,0,,28.6,,
2017-11-12T01:18:36.276Z,,,0,,28.6,,
2017-11-12T01:18:46.275Z,,,0,,28.5,,
2017-11-12T01:18:56.279Z,,,0,,28.5,,
2017-11-12T01:19:16.277Z,,,0,,28.4,,
2017-11-12T01:19:26.275Z,,,0,47.8,28.4,,
2017-11-12T01:19:36.280Z,,,0,,28.3,,
2017-11-12T01:19:46.278Z,,,0,,28.3,,
2017-11-12T01:19:56.293Z,,,0,,28.3,,
2017-11-12T01:20:16.276Z,,,0,47.7,28.1,,
2017-11-12T01:20:26.280Z,,,0,,28.1,,
2017-11-12T01:20:36.276Z,,,0,,28.1,,
2017-11-12T01:20:46.278Z,,,0,,28,,
2017-11-12T01:20:56.280Z,,,0,,28,,
2017-11-12T01:21:06.280Z,,,0,,28,,
2017-11-12T01:21:16.279Z,,,0,47.6,27.9,,
2017-11-12T01:21:26.277Z,,,0,47.7,27.9,,
