Time,HwTSet,ChActive,HwTOutlet,ActPow,HwActive,PrimT,PrimTSet
2017-12-14T06:14:18.561Z,54,,30.9,30,,60,
2017-12-14T06:14:28.512Z,54,,30.9,,,60.1,
2017-12-14T06:14:38.505Z,54,,30.9,29,,60.2,
2017-12-14T06:14:48.591Z,54,,30.9,,,60.4,
2017-12-14T06:14:58.555Z,54,,30.9,30,,60.5,
2017-12-14T06:15:08.504Z,54,,30.9,,,60.7,
2017-12-14T06:15:18.505Z,54,,30.9,,,60.9,
2017-12-14T06:15:28.515Z,54,,31,,,61.1,
2017-12-14T06:15:38.517Z,54,,31,,,61.3,
2017-12-14T06:15:48.591Z,54,,31,29,,61.4,
2017-12-14T06:15:58.507Z,54,,31,30,,61.5,
2017-12-14T06:16:08.505Z,54,,31,,,61.6,
2017-12-14T06:16:18.506Z,54,,31,29,,61.9,
2017-12-14T06:16:28.505Z,54,,31,30,,,
2017-12-14T06:16:38.551Z,54,,31,,,62,
2017-12-14T06:16:48.635Z,54,,31,,,62.1,
2017-12-14T06:16:58.527Z,54,,31,29,,62.2,
2017-12-14T06:17:08.543Z,54,,31.2,30,,62.4,
2017-12-14T06:17:18.505Z,54,,31.2,29,,62.5,
2017-12-14T06:17:28.505Z,54,,31.2,,,62.7,
2017-12-14T06:17:38.506Z,54,,31.2,,,62.8,
2017-12-14T06:17:48.614Z,54,,31.2,29,,62.9,
2017-12-14T06:17:58.506Z,54,,31.2,,,63.2,
2017-12-14T06:18:08.509Z,54,,31.2,30,,,
2017-12-14T06:18:26.250Z,54,,31.2,29,,63.3,
2017-12-14T06:18:28.505Z,54,,31.3,30,,63.4,
2017-12-14T06:18:38.507Z,54,,31.3,29,,63.5,
2017-12-14T06:18:48.625Z,54,,31.3,,,63.6,
2017-12-14T06:18:58.505Z,54,,31.3,,,63.8,
2017-12-14T06:19:08.506Z,54,,31.3,30,,63.9,
2017-12-14T06:19:18.511Z,54,,31.3,29,,64,
2017-12-14T06:19:28.506Z,54,,31.3,,,64.1,
2017-12-14T06:19:38.553Z,54,,31.4,,,64.2,
2017-12-14T06:19:48.661Z,54,,31.4,,,64.4,
2017-12-14T06:19:58.577Z,54,,31.4,,,64.6,
2017-12-14T06:20:08.566Z,54,,31.4,30,,,
2017-12-14T06:20:18.560Z,54,,31.4,29,,64.7,
2017-12-14T06:20:28.569Z,54,,31.4,30,,64.8,
2017-12-14T06:20:38.534Z,54,,31.5,29,,64.9,
2017-12-14T06:20:48.586Z,54,,31.5,30,,65.1,
2017-12-14T06:20:58.510Z,54,,31.5,,,65.2,
2017-12-14T06:21:08.506Z,54,,31.5,29,,,
2017-12-14T06:21:18.507Z,54,,31.5,30,,65.3,
2017-12-14T06:21:28.506Z,54,,31.6,,,65.4,
2017-12-14T06:21:38.506Z,54,,31.6,,,65.6,
2017-12-14T06:21:48.596Z,54,,31.6,29,,65.8,
2017-12-14T06:21:58.506Z,54,,31.6,,,65.9,
2017-12-14T06:22:08.505Z,54,,31.6,,,,
2017-12-14T06:22:18.507Z,54,1,31.6,0,0,62.8,
2017-12-14T06:22:28.506Z,54,,31.8,,,61.5,
2017-12-14T06:22:38.506Z,54,,31.8,,,60.7,
2017-12-14T06:22:48.587Z,54,,31.8,,,60.4,
2017-12-14T06:22:58.506Z,54,,31.8,,,60.2,
2017-12-14T06:23:08.507Z,54,,31.8,,,,
2017-12-14T06:23:18.520Z,54,,31.8,,,60,
2017-12-14T06:23:28.507Z,54,,31.8,,,59.9,
2017-12-14T06:23:38.509Z,54,,31.8,,,59.7,
2017-12-14T06:23:48.586Z,54,,31.9,,,59.5,
2017-12-14T06:24:01.787Z,54,,31.9,,,59.1,
2017-12-14T06:24:08.512Z,54,,31.9,,,58.7,
2017-12-14T06:24:18.512Z,54,,31.9,,,58.3,
2017-12-14T06:24:28.507Z,54,,31.9,,,58,
2017-12-14T06:24:38.507Z,54,,31.9,,,57.8,
2017-12-14T06:24:48.587Z,54,,31.9,,,57.4,
2017-12-14T06:24:58.511Z,54,,31.9,,,57.2,
2017-12-14T06:25:08.507Z,54,,31.9,,,56.9,
2017-12-14T06:25:18.506Z,54,,31.9,,,56.7,
2017-12-14T06:25:28.507Z,54,,32,,,56.5,
2017-12-14T06:25:38.506Z,54,,32,,,56.2,
2017-12-14T06:25:48.618Z,54,,32,,,55.9,
2017-12-14T06:25:58.520Z,54,1,32,42,0,58.4,
2017-12-14T06:26:08.524Z,54,,32,30,,61.2,
2017-12-14T06:26:18.515Z,54,,32,29,,61.1,
2017-12-14T06:26:28.521Z,54,,32,30,,60.9,
2017-12-14T06:26:38.528Z,54,,32,29,,60.8,
2017-12-14T06:26:48.604Z,54,,32,30,,60.7,
2017-12-14T06:26:58.518Z,54,,32,,,,
2017-12-14T06:27:08.514Z,54,,32,29,,60.8,
2017-12-14T06:27:18.506Z,54,,32,30,,60.9,
2017-12-14T06:27:28.592Z,54,,32,,,61.1,
2017-12-14T06:27:38.510Z,54,,32,,,61.3,
2017-12-14T06:27:48.648Z,54,0,57.3,0,2,61.8,0
2017-12-14T06:27:58.587Z,54,0,53,,0,57,
2017-12-14T06:28:08.510Z,54,,52.5,,,58.1,
2017-12-14T06:28:18.507Z,54,,52.3,,,58,
2017-12-14T06:28:28.510Z,54,,52,,,58.8,
2017-12-14T06:28:38.507Z,54,,51.8,,,59.3,
2017-12-14T06:28:48.597Z,54,1,51.5,,0,59.4,62
2017-12-14T06:28:58.507Z,54,1,51.3,45,0,59.7,
2017-12-14T06:29:08.550Z,54,,51,32,,64.5,
2017-12-14T06:29:18.507Z,54,,50.8,29,,63.8,
2017-12-14T06:29:28.508Z,54,,50.5,30,,62.1,
2017-12-14T06:29:38.628Z,54,0,57.2,0,0,61.5,0
2017-12-14T06:29:48.588Z,54,,58,,,59.7,
2017-12-14T06:29:58.509Z,54,,57.6,,,58,
2017-12-14T06:30:08.510Z,54,,57.3,,,57.9,
2017-12-14T06:30:18.527Z,54,,57,,,58.1,
2017-12-14T06:30:28.507Z,54,,56.7,,,58.3,
2017-12-14T06:30:38.510Z,54,1,56.4,,0,58.6,62
2017-12-14T06:30:48.587Z,54,1,56,44,0,59.3,
2017-12-14T06:30:58.511Z,54,,55.7,31,,64.5,
2017-12-14T06:31:08.508Z,54,,55.4,30,,62.7,
2017-12-14T06:31:18.521Z,54,,55.1,29,,61.3,
2017-12-14T06:31:28.507Z,54,,54.8,,,60.8,
2017-12-14T06:31:38.508Z,54,,54.4,30,,60.9,
2017-12-14T06:31:48.606Z,54,,54.1,30,,61.1,
2017-12-14T06:31:58.509Z,54,,53.9,29,,61.4,
2017-12-14T06:32:08.522Z,54,,53.6,30,,61.9,
2017-12-14T06:32:18.508Z,54,,53.3,29,,62,
2017-12-14T06:32:28.508Z,54,,53.1,,,,
2017-12-14T06:32:38.508Z,54,,52.9,30,,62.2,
2017-12-14T06:32:48.588Z,54,,52.5,,,62.4,
2017-12-14T06:32:58.508Z,54,,52.2,29,,62.5,
2017-12-14T06:33:08.508Z,54,,52,,,62.6,
2017-12-14T06:33:18.510Z,54,,51.7,30,,62.7,
2017-12-14T06:33:28.508Z,54,,51.5,,,62.8,
2017-12-14T06:33:38.525Z,54,,51.3,29,,62.9,
2017-12-14T06:33:48.646Z,54,,51,30,,63.2,
2017-12-14T06:33:58.535Z,54,,50.8,29,,63.3,
2017-12-14T06:34:08.513Z,54,,50.5,,,63.4,
2017-12-14T06:34:18.525Z,54,,50.4,30,,63.5,
2017-12-14T06:34:28.534Z,54,,50.1,29,,63.6,
2017-12-14T06:34:38.517Z,54,,49.9,30,,63.9,
2017-12-14T06:34:48.608Z,54,,49.7,,,64,
2017-12-14T06:34:58.550Z,54,,49.4,29,,64.1,
2017-12-14T06:35:13.599Z,54,,49.2,30,,64.2,
2017-12-14T06:35:18.561Z,54,,49,,,64.4,
2017-12-14T06:35:28.528Z,54,,48.8,29,,64.5,
2017-12-14T06:35:43.612Z,54,,48.6,,,64.6,
2017-12-14T06:35:48.588Z,54,,48.4,30,,64.7,
2017-12-14T06:35:58.513Z,54,,48.3,,,64.8,
2017-12-14T06:36:08.511Z,54,,48.1,,,64.9,
2017-12-14T06:36:18.511Z,54,,47.8,29,,65.1,
2017-12-14T06:36:33.531Z,54,,47.7,,,65.2,
2017-12-14T06:36:38.512Z,54,,47.5,30,,65.3,
2017-12-14T06:36:48.600Z,54,,47.3,29,,65.4,
2017-12-14T06:36:58.514Z,54,,47.2,30,,65.5,
2017-12-14T06:37:08.509Z,54,,47,,,65.6,
2017-12-14T06:37:18.511Z,54,,46.8,29,,,
2017-12-14T06:37:28.509Z,54,,46.7,30,,65.8,
2017-12-14T06:37:38.537Z,54,,46.5,,,65.9,
2017-12-14T06:37:48.629Z,54,1,46.4,0,0,63.2,
2017-12-14T06:37:58.509Z,54,,46.2,,,61.4,
2017-12-14T06:38:08.600Z,54,,46,,,60.5,
2017-12-14T06:38:18.509Z,54,,45.9,,,60.1,
2017-12-14T06:38:28.524Z,54,,45.8,,,60,
2017-12-14T06:38:38.511Z,54,,45.6,,,59.9,
2017-12-14T06:38:48.613Z,54,,45.5,,,59.8,
2017-12-14T06:38:58.513Z,54,,45.3,,,59.7,
2017-12-14T06:39:08.509Z,,,,,,59.5,
2017-12-14T06:39:18.510Z,54,,45,,,59.3,
2017-12-14T06:39:28.509Z,54,,44.9,,,58.8,
2017-12-14T06:39:38.509Z,54,,44.8,,,58.5,
2017-12-14T06:39:48.591Z,54,,44.6,,,58.1,
2017-12-14T06:39:58.528Z,54,,44.4,,,57.8,
2017-12-14T06:40:08.509Z,54,,44.3,,,57.4,
2017-12-14T06:40:18.509Z,54,,44.1,,,57.1,
2017-12-14T06:40:28.755Z,54,,44,,,56.9,
2017-12-14T06:40:38.510Z,54,,43.9,,,56.7,
2017-12-14T06:40:48.591Z,54,,43.7,,,56.4,
2017-12-14T06:40:58.518Z,54,,43.6,,,56.2,
2017-12-14T06:41:08.512Z,54,,43.5,,,55.9,
2017-12-14T06:41:18.559Z,54,1,43.3,40,0,59.3,
2017-12-14T06:41:28.511Z,54,,43.2,29,,61.2,
2017-12-14T06:41:38.510Z,54,,43.1,30,,61.1,
2017-12-14T06:41:48.594Z,54,,43,30,,60.9,
2017-12-14T06:41:58.509Z,54,,42.9,,,60.8,
2017-12-14T06:42:08.524Z,54,,42.7,,,60.7,
2017-12-14T06:42:18.517Z,54,,42.6,29,,,
2017-12-14T06:42:28.509Z,54,,42.5,,,,
2017-12-14T06:42:38.510Z,54,,42.4,,,,
2017-12-14T06:42:48.594Z,54,,42.3,30,,60.9,
2017-12-14T06:42:58.517Z,54,,42.2,29,,61.2,
2017-12-14T06:43:08.510Z,54,,42.1,30,,61.5,
2017-12-14T06:43:18.513Z,54,,42,29,,61.9,
2017-12-14T06:43:28.519Z,54,,41.9,,,62,
2017-12-14T06:43:38.510Z,54,,41.8,,,62.1,
2017-12-14T06:43:48.666Z,54,,41.7,,,62.2,
2017-12-14T06:43:58.621Z,54,,41.6,,,62.4,
2017-12-14T06:44:08.592Z,54,,41.5,30,,62.5,
2017-12-14T06:44:18.856Z,54,,41.4,29,,62.6,
2017-12-14T06:44:28.606Z,54,,41.3,,,62.7,
2017-12-14T06:44:38.550Z,54,,41.2,,,62.8,
2017-12-14T06:44:48.573Z,54,,41.1,,,62.9,
2017-12-14T06:44:58.516Z,54,,40.9,29,,63.1,
2017-12-14T06:45:08.510Z,54,,40.8,,,63.3,
2017-12-14T06:45:18.529Z,54,,40.7,,,63.4,
2017-12-14T06:45:28.510Z,54,,40.6,30,,63.5,
2017-12-14T06:45:38.517Z,54,,40.5,29,,63.6,
2017-12-14T06:45:48.603Z,54,,40.4,,,63.8,
2017-12-14T06:45:58.510Z,54,,40.3,30,,,
2017-12-14T06:46:08.511Z,,,,29,,63.9,
2017-12-14T06:46:18.510Z,54,,40.2,,,64,
2017-12-14T06:46:28.511Z,54,,40.1,30,,64.1,
2017-12-14T06:46:38.509Z,54,,40,29,,,
2017-12-14T06:46:48.602Z,54,,40,,,64.2,
2017-12-14T06:46:58.511Z,54,,39.9,30,,,
2017-12-14T06:47:08.510Z,54,,39.8,29,,64.4,
2017-12-14T06:47:18.510Z,54,,39.7,,,64.5,
2017-12-14T06:47:28.519Z,54,,39.7,,,,
2017-12-14T06:47:38.510Z,54,,39.6,30,,64.6,
2017-12-14T06:47:48.605Z,54,,39.5,,,,
2017-12-14T06:47:58.512Z,54,,39.5,29,,,
2017-12-14T06:48:08.512Z,54,,39.4,30,,,
2017-12-14T06:48:18.510Z,54,,39.3,29,,,
2017-12-14T06:48:28.510Z,54,,39.3,,,,
2017-12-14T06:48:38.510Z,54,,39.2,30,,,
2017-12-14T06:48:48.590Z,54,,39.1,29,,,
2017-12-14T06:48:58.510Z,54,,39.1,,,,
2017-12-14T06:49:08.539Z,54,,38.9,,,64.7,
2017-12-14T06:49:18.536Z,54,,38.8,30,,,
2017-12-14T06:49:28.567Z,54,,38.8,29,,,
2017-12-14T06:49:38.529Z,54,,38.7,30,,,
2017-12-14T06:49:48.601Z,54,,38.7,,,64.6,
2017-12-14T06:49:58.513Z,54,,38.6,,,,
2017-12-14T06:50:08.511Z,54,,38.6,29,,,
2017-12-14T06:50:18.510Z,54,,38.5,30,,64.5,
2017-12-14T06:50:28.513Z,54,,38.5,29,,,
2017-12-14T06:50:38.513Z,54,,38.4,30,,64.4,
2017-12-14T06:50:48.598Z,54,0,33.7,0,2,64.6,0
2017-12-14T06:50:58.522Z,54,0,53.3,93,2,57.1,
2017-12-14T06:51:08.518Z,54,,48.4,120,,56.6,
2017-12-14T06:51:18.511Z,54,,52.5,78,,56.5,
2017-12-14T06:51:28.526Z,54,,52.9,79,,56.4,
2017-12-14T06:51:38.511Z,54,,53,83,,56.6,
2017-12-14T06:51:48.590Z,54,,53.4,82,,57,
2017-12-14T06:51:58.511Z,54,,53.8,,,57.2,
2017-12-14T06:52:08.511Z,54,,53.9,84,,57.4,
2017-12-14T06:52:18.512Z,54,0,53.9,0,0,55.9,
2017-12-14T06:52:28.511Z,54,,53.6,,,56,
2017-12-14T06:52:38.511Z,54,,53.3,,,55.9,
2017-12-14T06:52:48.601Z,54,,53.1,,,55.7,
2017-12-14T06:52:58.532Z,54,,52.9,,,56.5,
2017-12-14T06:53:08.511Z,,,,,,56.8,
2017-12-14T06:53:18.512Z,54,1,52.3,,0,57.2,62
2017-12-14T06:53:28.510Z,54,,52.1,36,,60.9,
2017-12-14T06:53:38.511Z,54,,51.9,30,,63.2,
2017-12-14T06:53:48.591Z,54,,51.7,29,,62.5,
2017-12-14T06:53:58.511Z,54,,51.5,30,,62.4,
2017-12-14T06:54:08.511Z,54,,51.3,29,,62.1,
2017-12-14T06:54:18.511Z,54,,51.1,30,,60.8,
2017-12-14T06:54:28.514Z,54,,50.9,30,,59.9,
2017-12-14T06:54:38.511Z,54,,50.7,29,,59.8,
2017-12-14T06:54:48.607Z,54,,50.5,,,59.7,
2017-12-14T06:54:58.513Z,54,,50.3,30,,,
2017-12-14T06:55:08.511Z,,,,,,59.7,
2017-12-14T06:55:18.515Z,54,,49.9,,,59.6,
2017-12-14T06:55:28.520Z,54,,49.7,31,,,
2017-12-14T06:55:38.511Z,54,,49.4,,,59.7,
2017-12-14T06:55:48.595Z,54,,49.2,,,59.8,
2017-12-14T06:55:58.514Z,54,,49,32,,,
2017-12-14T06:56:08.585Z,54,,48.8,33,,59.9,
2017-12-14T06:56:18.513Z,54,,48.6,,,60,
2017-12-14T06:56:28.512Z,54,,48.4,,,60.2,
2017-12-14T06:56:38.511Z,54,,48.2,34,,60.4,
2017-12-14T06:56:48.604Z,54,,48.1,,,60.6,
2017-12-14T06:56:58.511Z,54,,47.9,35,,60.7,
2017-12-14T06:57:08.514Z,54,,47.7,34,,60.9,
2017-12-14T06:57:18.515Z,54,,47.6,34,,61.1,
2017-12-14T06:57:28.512Z,54,,47.4,35,,61.2,
2017-12-14T06:57:38.555Z,54,,47.2,34,,61.4,
2017-12-14T06:57:48.613Z,54,,47,,,61.5,
2017-12-14T06:57:58.521Z,54,,46.8,,,61.8,
2017-12-14T06:58:08.512Z,,,,35,,62,
2017-12-14T06:58:18.512Z,54,,46.5,34,,62.1,
2017-12-14T06:58:28.522Z,54,,46.3,33,,62.2,
2017-12-14T06:58:38.512Z,54,,46.2,32,,62.1,
2017-12-14T06:58:48.605Z,54,,46,31,,,
2017-12-14T06:58:58.513Z,54,,45.9,30,,62,
2017-12-14T06:59:08.527Z,54,,45.7,,,,
2017-12-14T06:59:18.513Z,54,,45.5,29,,62.1,
2017-12-14T06:59:28.512Z,54,,45.4,,,,
2017-12-14T06:59:38.517Z,54,,45.3,30,,62.2,
2017-12-14T06:59:48.593Z,54,,45.1,29,,,
2017-12-14T06:59:58.512Z,54,,45,,,62.4,
2017-12-14T07:00:08.512Z,,,,30,,62.5,
2017-12-14T07:00:18.513Z,54,1,44.7,29,0,62.6,62
2017-12-14T07:00:28.530Z,54,,44.6,30,,,
2017-12-14T07:00:38.513Z,54,,44.3,29,,62.7,
2017-12-14T07:00:48.592Z,54,,44.2,,,,
2017-12-14T07:00:58.513Z,54,,44.1,30,,62.8,
2017-12-14T07:01:08.513Z,54,,43.9,29,,,
2017-12-14T07:01:18.547Z,54,,43.8,,,62.9,
2017-12-14T07:01:28.513Z,54,,43.7,29,,63.1,
2017-12-14T07:01:38.519Z,54,,43.6,,,,
2017-12-14T07:01:48.603Z,54,,43.5,30,,63.2,
2017-12-14T07:01:58.512Z,54,,43.3,29,,,
2017-12-14T07:02:08.554Z,54,,43.2,,,63.3,
2017-12-14T07:02:18.522Z,54,,43.1,30,,63.4,
2017-12-14T07:02:28.514Z,54,,43,,,,
2017-12-14T07:02:38.523Z,54,,42.9,,,63.5,
2017-12-14T07:02:48.602Z,54,,42.8,,,,
2017-12-14T07:02:58.513Z,54,,42.6,,,63.6,
2017-12-14T07:03:08.523Z,54,,42.5,,,,
2017-12-14T07:03:18.527Z,54,,42.4,,,,
2017-12-14T07:03:28.513Z,54,,42.3,,,63.8,
2017-12-14T07:03:38.513Z,54,,42.2,,,63.9,
2017-12-14T07:03:48.593Z,54,,42.1,29,,,
2017-12-14T07:03:58.556Z,54,,42,30,,64,
2017-12-14T07:04:08.607Z,54,,41.9,,,,
2017-12-14T07:04:18.569Z,54,,41.8,29,,64.1,
2017-12-14T07:04:28.514Z,54,,41.7,,,,
2017-12-14T07:04:38.584Z,54,,41.6,,,64.2,
2017-12-14T07:04:48.592Z,54,,41.6,30,,,
2017-12-14T07:04:58.513Z,54,,41.5,,,64.4,
2017-12-14T07:05:08.514Z,54,,41.4,29,,,
2017-12-14T07:05:18.513Z,54,,41.3,,,64.5,
2017-12-14T07:05:28.515Z,54,,41.2,30,,,
2017-12-14T07:05:38.513Z,54,,41.1,29,,64.6,
2017-12-14T07:05:48.593Z,54,,41.1,,,,
2017-12-14T07:05:58.515Z,54,,40.9,30,,64.7,
2017-12-14T07:06:08.518Z,54,,40.8,29,,,
2017-12-14T07:06:18.513Z,54,,40.7,30,,64.8,
2017-12-14T07:06:28.513Z,54,,40.6,29,,,
2017-12-14T07:06:38.556Z,54,,40.5,,,64.9,
2017-12-14T07:06:48.597Z,54,,40.5,,,,
2017-12-14T07:06:58.521Z,54,,40.4,29,,65.1,
2017-12-14T07:07:08.513Z,54,,40.3,,,,
2017-12-14T07:07:18.519Z,54,,40.2,30,,65.2,
2017-12-14T07:07:28.516Z,54,,40.1,29,,,
2017-12-14T07:07:38.513Z,54,,40.1,,,65.3,
2017-12-14T07:07:48.614Z,54,,40,30,,,
2017-12-14T07:07:58.513Z,54,,39.9,29,,,
2017-12-14T07:08:08.513Z,54,,39.9,,,,
2017-12-14T07:08:18.516Z,54,,39.8,,,65.5,
2017-12-14T07:08:28.516Z,54,,39.7,,,,
2017-12-14T07:08:38.513Z,54,,39.7,30,,,
2017-12-14T07:08:48.593Z,54,,39.6,29,,65.6,
2017-12-14T07:08:58.513Z,54,,39.5,30,,,
2017-12-14T07:09:08.526Z,54,,39.5,29,,65.8,
2017-12-14T07:09:18.513Z,54,,39.4,30,,,
2017-12-14T07:09:28.513Z,54,,39.3,,,65.9,
2017-12-14T07:09:38.532Z,54,,39.3,,,,
2017-12-14T07:09:48.593Z,54,1,39.2,0,0,64.6,
2017-12-14T07:09:58.580Z,54,,39.1,,,61.6,
2017-12-14T07:10:08.544Z,,,,,,60.6,
2017-12-14T07:10:18.514Z,54,,38.9,,,60.1,
2017-12-14T07:10:28.547Z,54,,38.9,,,60,
2017-12-14T07:10:38.523Z,54,,38.8,,,59.9,
2017-12-14T07:10:48.712Z,54,,38.7,,,59.8,
2017-12-14T07:10:58.595Z,54,,38.7,,,59.6,
2017-12-14T07:11:08.571Z,54,,38.6,,,,
2017-12-14T07:11:18.772Z,54,,38.6,,,59.3,
2017-12-14T07:11:28.631Z,,,,,,58.9,
2017-12-14T07:11:38.610Z,54,,38.5,,,58.5,
2017-12-14T07:11:48.663Z,54,,38.4,,,58.1,
2017-12-14T07:12:01.870Z,54,,38.3,,,57.8,
2017-12-14T07:12:08.520Z,54,,38.3,,,57.4,
2017-12-14T07:12:18.529Z,54,,38.2,,,57.2,
2017-12-14T07:12:28.514Z,54,,38.2,,,57,
2017-12-14T07:12:38.513Z,54,,38.1,,,56.7,
2017-12-14T07:12:48.615Z,54,,38.1,,,56.5,
2017-12-14T07:12:58.514Z,54,,38,,,56.3,
2017-12-14T07:13:08.514Z,,,,,,56.1,
2017-12-14T07:13:18.561Z,54,1,37.9,,0,55.9,
2017-12-14T07:13:28.514Z,54,,37.9,35,,60.6,
2017-12-14T07:13:38.530Z,54,,37.8,30,,61.2,
2017-12-14T07:13:48.628Z,54,,37.8,29,,61.1,
2017-12-14T07:13:58.514Z,54,,37.7,,,60.9,
2017-12-14T07:14:08.514Z,,,,30,,60.8,
2017-12-14T07:14:18.527Z,54,,37.7,,,,
2017-12-14T07:14:28.515Z,54,,37.6,29,,,
2017-12-14T07:14:38.513Z,54,,37.5,,,60.9,
2017-12-14T07:14:48.594Z,54,,37.5,,,,
2017-12-14T07:14:58.515Z,54,,37.4,30,,61.2,
2017-12-14T07:15:08.515Z,54,,37.4,29,,61.5,
2017-12-14T07:15:18.515Z,54,,37.3,30,,61.8,
2017-12-14T07:15:28.522Z,54,,37.3,29,,62.1,
2017-12-14T07:15:38.514Z,54,,37.2,,,62.2,
2017-12-14T07:15:48.606Z,54,,37.2,30,,62.4,
2017-12-14T07:15:58.516Z,54,,37.2,29,,62.5,
2017-12-14T07:16:08.523Z,54,,37.1,30,,62.7,
2017-12-14T07:16:18.514Z,54,,37.1,29,,62.9,
2017-12-14T07:16:28.521Z,54,,36.9,,,63.1,
2017-12-14T07:16:38.549Z,54,,36.9,30,,63.2,
2017-12-14T07:16:48.597Z,54,,36.8,,,63.3,
2017-12-14T07:16:58.514Z,54,,36.8,,,,
2017-12-14T07:17:08.600Z,,,,29,,63.5,
2017-12-14T07:17:18.523Z,54,,36.7,,,63.6,
2017-12-14T07:17:28.518Z,54,,36.7,,,63.8,
2017-12-14T07:17:38.575Z,,,,30,,63.9,
2017-12-14T07:17:48.627Z,54,,36.7,29,,64.1,
2017-12-14T07:17:58.515Z,54,,36.6,,,64.2,
2017-12-14T07:18:08.543Z,54,,36.5,,,,
2017-12-14T07:18:18.656Z,54,,36.5,30,,64.4,
2017-12-14T07:18:28.590Z,54,,36.5,29,,64.6,
2017-12-14T07:18:38.528Z,54,,36.4,,,64.7,
2017-12-14T07:18:48.666Z,54,,36.4,30,,64.9,
2017-12-14T07:18:58.536Z,54,,36.4,30,,65.1,
2017-12-14T07:19:08.573Z,54,,36.4,,,,
2017-12-14T07:19:18.547Z,54,,36.3,,,65.3,
2017-12-14T07:19:28.565Z,,,,,,65.4,
2017-12-14T07:19:38.528Z,54,,36.3,,,65.5,
2017-12-14T07:19:48.621Z,54,,36.2,,,,
2017-12-14T07:19:58.525Z,,,,,,65.8,
2017-12-14T07:20:08.522Z,54,,36.2,,,,
2017-12-14T07:20:18.517Z,,1,,0,0,64,
2017-12-14T07:20:28.537Z,54,,36.1,,,61.3,
2017-12-14T07:20:38.516Z,54,,36.1,,,60.4,
2017-12-14T07:20:48.599Z,54,,36.1,,,59.9,
2017-12-14T07:20:58.529Z,54,,36.1,,,59.8,
2017-12-14T07:21:08.517Z,54,,36,,,,
2017-12-14T07:21:18.527Z,,,,,,59.7,
2017-12-14T07:21:28.534Z,54,,36,,,59.6,
2017-12-14T07:21:38.574Z,54,,36,,,,
2017-12-14T07:21:48.614Z,54,,35.9,,,59.3,
2017-12-14T07:21:58.518Z,54,,35.9,,,59,
2017-12-14T07:22:08.531Z,,,,,,58.6,
2017-12-14T07:22:18.516Z,54,,35.9,,,58.2,
2017-12-14T07:22:28.515Z,,,,,,57.9,
2017-12-14T07:22:38.516Z,54,,35.8,,,57.6,
2017-12-14T07:22:48.600Z,54,,35.8,,,57.2,
2017-12-14T07:22:58.519Z,,,,,,57,
2017-12-14T07:23:08.532Z,54,,35.8,,,56.8,
2017-12-14T07:23:18.516Z,54,,35.7,,,56.6,
2017-12-14T07:23:28.551Z,54,,35.7,,,56.4,
2017-12-14T07:23:38.516Z,54,,35.7,,,56.2,
2017-12-14T07:23:48.596Z,,,,,,55.9,
2017-12-14T07:23:58.523Z,54,1,35.6,41,0,58.7,
2017-12-14T07:24:08.528Z,,,,29,,61.5,
2017-12-14T07:24:18.541Z,54,,35.6,30,,,
2017-12-14T07:24:28.581Z,54,,35.5,29,,61.4,
2017-12-14T07:24:38.516Z,54,,35.5,,,,
2017-12-14T07:24:48.599Z,54,,35.5,30,,61.2,
2017-12-14T07:24:58.516Z,54,,35.5,29,,,
2017-12-14T07:25:18.517Z,54,,35.4,30,,61.1,
2017-12-14T07:25:28.516Z,,,,29,,61.2,
2017-12-14T07:25:38.516Z,54,,35.3,,,61.4,
2017-12-14T07:25:58.518Z,54,,35.3,29,,62.1,
2017-12-14T07:26:08.517Z,54,,35.3,30,,62.4,
2017-12-14T07:26:28.561Z,54,,35.2,30,,62.7,
2017-12-14T07:26:38.517Z,54,,35.2,29,,62.8,
2017-12-14T07:26:48.598Z,54,,35.2,,,,
2017-12-14T07:26:58.518Z,,,,29,,63.2,
2017-12-14T07:27:08.520Z,54,,35.2,,,,
2017-12-14T07:27:18.519Z,54,,35.1,,,63.3,
2017-12-14T07:27:28.519Z,,,,30,,63.5,
2017-12-14T07:27:38.517Z,54,,35.1,29,,63.6,
2017-12-14T07:27:58.519Z,54,,35.1,30,,64,
2017-12-14T07:28:08.519Z,54,,35.1,,,,
2017-12-14T07:28:18.517Z,54,,34.9,29,,64.2,
2017-12-14T07:28:38.597Z,54,,34.9,,,64.6,
2017-12-14T07:28:48.709Z,54,,34.9,,,64.7,
2017-12-14T07:29:08.608Z,54,,34.9,30,,65.1,
2017-12-14T07:29:18.613Z,54,,34.9,29,,65.2,
2017-12-14T07:29:28.635Z,54,,34.8,,,65.3,
2017-12-14T07:29:38.595Z,54,,34.8,,,,
2017-12-14T07:29:48.640Z,,,,,,65.5,
2017-12-14T07:29:58.595Z,54,,34.8,,,65.6,
2017-12-14T07:30:18.545Z,54,,34.8,,,65.8,
2017-12-14T07:30:28.556Z,54,1,34.8,0,0,62.9,
2017-12-14T07:30:38.529Z,54,,34.8,,,60.9,
2017-12-14T07:30:48.615Z,54,,34.8,,,60.2,
2017-12-14T07:30:58.534Z,54,,34.8,,,59.9,
2017-12-14T07:31:08.635Z,54,,34.7,,,,
2017-12-14T07:31:18.521Z,54,,34.7,,,59.8,
2017-12-14T07:31:28.524Z,,,,,,59.7,
2017-12-14T07:31:38.519Z,54,,34.7,,,59.6,
