Time,HwTSet,ActPow,PrimT,ChActive,HwActive,HwTOutlet,PrimTSet
2017-11-11T07:17:45.199Z,0,,,,,19.3,
2017-11-11T07:17:55.114Z,0,,,,,19.3,
2017-11-11T07:18:05.110Z,0,,,,,19.3,
2017-11-11T07:18:15.114Z,0,,,,,19.3,
2017-11-11T07:18:25.108Z,0,,,,,19.3,
2017-11-11T07:18:35.330Z,0,,,,,19.3,
2017-11-11T07:18:45.198Z,0,,,,,19.3,
2017-11-11T07:18:55.111Z,0,,,,,19.3,
2017-11-11T07:19:05.109Z,0,,,,,19.3,
2017-11-11T07:19:15.170Z,0,,,,,19.3,
2017-11-11T07:19:25.680Z,0,,24.6,,,19.3,
2017-11-11T07:19:35.112Z,0,,24.7,,,19.3,
2017-11-11T07:19:45.207Z,0,,,,,19.3,
2017-11-11T07:19:55.108Z,0,,,,,19.3,
2017-11-11T07:20:05.158Z,0,,,,,19.3,
2017-11-11T07:20:15.109Z,0,,24.6,,,19.3,
2017-11-11T07:20:25.182Z,0,,,,,19.3,
2017-11-11T07:20:35.127Z,0,,,,,19.3,
2017-11-11T07:20:45.273Z,0,,24.7,,,19.3,
2017-11-11T07:20:55.153Z,0,,24.6,,,19.3,
2017-11-11T07:21:05.127Z,0,,,,,19.3,
2017-11-11T07:21:15.109Z,0,,,,,19.3,
2017-11-11T07:21:25.109Z,0,,,,,19.3,
2017-11-11T07:21:35.196Z,0,,,,,19.3,
2017-11-11T07:21:45.220Z,0,,,,,19.3,
2017-11-11T07:21:55.143Z,0,,,,,19.3,
2017-11-11T07:22:05.109Z,0,,,,,19.3,
2017-11-11T07:22:15.109Z,0,,,,,19.3,
2017-11-11T07:22:25.117Z,0,,,,,19.3,
2017-11-11T07:22:35.109Z,0,,,,,19.3,
2017-11-11T07:22:45.238Z,0,,,,,19.3,
2017-11-11T07:22:55.110Z,0,,,,,19.3,
2017-11-11T07:23:05.113Z,0,,,,,19.3,
2017-11-11T07:23:15.419Z,0,,,,,19.3,
2017-11-11T07:23:25.109Z,0,,,,,19.3,
2017-11-11T07:23:35.118Z,0,,,,,19.3,
2017-11-11T07:23:45.220Z,0,,,,,19.3,
2017-11-11T07:23:55.111Z,0,,,,,19.3,
2017-11-11T07:24:05.147Z,0,,,,,19.3,
2017-11-11T07:24:15.109Z,0,,,,,19.3,
2017-11-11T07:24:25.139Z,0,,,,,19.3,
2017-11-11T07:24:35.113Z,0,,,,,19.3,
2017-11-11T07:24:50.278Z,0,,,,,19.3,
2017-11-11T07:24:55.120Z,0,,,,,19.3,
2017-11-11T07:25:05.117Z,0,,,,,19.3,
2017-11-11T07:25:15.116Z,0,,,,,19.3,
2017-11-11T07:25:25.111Z,0,,,,,19.3,
2017-11-11T07:25:35.109Z,0,,,,,19.3,
2017-11-11T07:25:45.719Z,0,,24.5,,,19.3,
2017-11-11T07:25:55.134Z,0,,,,,19.3,
2017-11-11T07:26:05.135Z,0,,,,,19.3,
2017-11-11T07:26:15.122Z,0,,,,,19.3,
2017-11-11T07:26:25.144Z,0,,,,,19.3,
2017-11-11T07:26:35.110Z,0,,,,,19.3,
2017-11-11T07:26:45.224Z,0,,,,,19.3,
2017-11-11T07:26:55.117Z,0,,,,,19.3,
2017-11-11T07:27:05.115Z,0,,,,,19.3,
2017-11-11T07:27:15.118Z,0,,,,,19.3,
2017-11-11T07:27:25.131Z,0,,,,,19.3,
2017-11-11T07:27:35.121Z,0,,,,,19.3,
2017-11-11T07:27:45.201Z,0,,,,,19.3,
2017-11-11T07:27:55.140Z,0,,,,,19.3,
2017-11-11T07:28:05.129Z,0,,,,,19.3,
2017-11-11T07:28:15.125Z,0,,,,,19.3,
2017-11-11T07:28:25.151Z,0,,,,,19.2,
2017-11-11T07:28:35.110Z,0,,,,,19.3,
2017-11-11T07:28:45.190Z,0,,,,,19.3,
2017-11-11T07:28:55.109Z,0,,,,,19.3,
2017-11-11T07:29:05.123Z,0,,,,,19.3,
2017-11-11T07:29:15.137Z,0,,,,,19.3,
2017-11-11T07:29:25.110Z,0,,,,,19.3,
2017-11-11T07:29:35.109Z,0,,,,,19.3,
2017-11-11T07:29:45.200Z,0,,,,,19.3,
2017-11-11T07:29:55.147Z,0,,,,,19.2,
2017-11-11T07:30:05.117Z,0,,,,,19.3,
2017-11-11T07:30:15.112Z,0,,,,,19.2,
2017-11-11T07:30:25.118Z,0,,,,,19.3,
2017-11-11T07:30:35.168Z,0,,,,,19.3,
2017-11-11T07:30:45.218Z,0,,,,,19.3,
2017-11-11T07:30:55.110Z,0,,,,,19.2,
2017-11-11T07:31:05.433Z,0,,,,,19.3,
2017-11-11T07:31:15.122Z,0,,24.3,,,19.2,
2017-11-11T07:31:25.123Z,0,,,,,19.2,
2017-11-11T07:31:35.168Z,0,,24.5,,,19.3,
2017-11-11T07:31:45.207Z,0,,24.3,,,19.3,
2017-11-11T07:31:55.228Z,0,,,,,19.2,
2017-11-11T07:32:05.115Z,0,,,,,19.3,
2017-11-11T07:32:15.110Z,0,,,,,19.3,
2017-11-11T07:32:25.110Z,0,,,,,19.2,
2017-11-11T07:32:35.139Z,0,,,,,19.3,
2017-11-11T07:32:45.221Z,0,,,,,19.2,
2017-11-11T07:32:55.150Z,0,,,,,19.3,
2017-11-11T07:33:05.127Z,0,,,,,19.2,
2017-11-11T07:33:15.115Z,0,,,,,19.2,
2017-11-11T07:33:25.112Z,0,,,,,19.3,
2017-11-11T07:33:35.133Z,0,,,,,19.2,
2017-11-11T07:33:45.221Z,0,,,,,19.2,
2017-11-11T07:33:55.121Z,0,,,,,19.2,
2017-11-11T07:34:05.118Z,0,,,,,19.3,
2017-11-11T07:34:15.121Z,0,,,,,19.2,
2017-11-11T07:34:25.120Z,0,,,,,19.2,
2017-11-11T07:34:35.115Z,0,,,,,19.2,
2017-11-11T07:34:45.233Z,0,,,,,19.3,
2017-11-11T07:34:55.116Z,0,,,,,19.2,
2017-11-11T07:35:05.512Z,0,,,,,19.2,
2017-11-11T07:35:15.120Z,0,,,,,19.2,
2017-11-11T07:35:25.114Z,0,,,,,19.2,
2017-11-11T07:35:35.136Z,0,,,,,19.2,
2017-11-11T07:35:45.234Z,0,,,,,19.2,
2017-11-11T07:35:55.111Z,0,,,,,19.2,
2017-11-11T07:36:05.119Z,0,,,,,19.3,
2017-11-11T07:36:15.143Z,0,,,,,19.2,
2017-11-11T07:36:25.120Z,0,,,,,19.2,
2017-11-11T07:36:35.139Z,0,,,,,19.2,
2017-11-11T07:36:45.194Z,0,,,,,19.2,
2017-11-11T07:36:55.162Z,0,,24.2,,,19.2,
2017-11-11T07:37:05.167Z,0,,,,,19.2,
2017-11-11T07:37:15.190Z,0,,,,,19.2,
2017-11-11T07:37:25.179Z,0,,,,,19.2,
2017-11-11T07:37:35.152Z,0,,,,,19.2,
2017-11-11T07:37:45.191Z,0,,,,,19.2,
2017-11-11T07:37:55.129Z,0,,,,,19.2,
2017-11-11T07:38:05.140Z,0,,,,,19.2,
2017-11-11T07:38:15.163Z,0,,,,,19.2,
2017-11-11T07:38:25.306Z,0,,,,,19.2,
2017-11-11T07:38:35.129Z,0,,,,,19.2,
2017-11-11T07:38:45.844Z,0,,,,,19.2,
2017-11-11T07:38:55.113Z,0,,,,,19.2,
2017-11-11T07:39:05.217Z,0,,,,,19.2,
2017-11-11T07:39:17.228Z,0,,,,,19.2,
2017-11-11T07:39:25.116Z,0,,,,,19.2,
2017-11-11T07:39:35.124Z,0,,,,,19.2,
2017-11-11T07:39:45.381Z,0,,,,,19.2,
2017-11-11T07:39:55.189Z,0,,,,,19.2,
2017-11-11T07:40:05.383Z,0,,,,,19.2,
2017-11-11T07:40:15.458Z,0,,,,,19.2,
2017-11-11T07:40:27.351Z,0,,,,,19.2,
2017-11-11T07:40:35.112Z,0,,,,,19.2,
2017-11-11T07:40:45.224Z,0,,,,,19.2,
2017-11-11T07:40:55.155Z,0,,,,,19.2,
2017-11-11T07:41:05.305Z,0,,,,,19.2,
2017-11-11T07:41:15.112Z,0,,,,,19.2,
2017-11-11T07:41:25.390Z,0,,,,,19.2,
2017-11-11T07:41:35.114Z,0,,,,,19.2,
2017-11-11T07:41:45.463Z,0,,,,,19.2,
2017-11-11T07:41:55.125Z,0,,,,,19.2,
2017-11-11T07:42:05.185Z,0,,,,,19.2,
2017-11-11T07:42:15.119Z,0,,,,,19.2,
2017-11-11T07:42:25.190Z,0,,,,,19.2,
2017-11-11T07:42:35.117Z,0,,,,,19.2,
2017-11-11T07:42:45.229Z,0,,24.1,,,19.2,
2017-11-11T07:42:55.138Z,0,,,,,19.2,
2017-11-11T07:43:05.112Z,0,,,,,19.2,
2017-11-11T07:43:15.138Z,0,,,,,19.2,
2017-11-11T07:43:25.118Z,0,,,,,19.2,
2017-11-11T07:43:35.222Z,0,,,,,19.2,
2017-11-11T07:43:45.282Z,0,,,,,19.2,
2017-11-11T07:43:55.166Z,0,,,,,19.2,
2017-11-11T07:44:05.308Z,0,,,,,19.2,
2017-11-11T07:44:15.126Z,0,,,,,19.2,
2017-11-11T07:44:25.175Z,0,,,,,19.2,
2017-11-11T07:44:35.167Z,0,,,,,19.2,
2017-11-11T07:44:45.221Z,0,,,,,19.2,
2017-11-11T07:44:55.121Z,0,,,,,19.2,
2017-11-11T07:45:05.112Z,0,,,,,19.2,
2017-11-11T07:45:15.112Z,0,,,,,19.2,
2017-11-11T07:45:25.131Z,0,,,,,19.2,
2017-11-11T07:45:35.119Z,0,,,,,19.2,
2017-11-11T07:45:45.226Z,0,,,,,19.2,
2017-11-11T07:45:55.153Z,0,,,,,19.2,
2017-11-11T07:46:05.120Z,0,,,,,19.2,
2017-11-11T07:46:15.295Z,0,,,,,19.2,
2017-11-11T07:46:25.193Z,0,,,,,19.2,
2017-11-11T07:46:35.143Z,0,,,,,19.2,
2017-11-11T07:46:45.216Z,0,,,,,19.2,
2017-11-11T07:46:55.170Z,0,,,,,19.2,
2017-11-11T07:47:05.134Z,0,,,,,19.2,
2017-11-11T07:47:15.112Z,0,,,,,19.2,
2017-11-11T07:47:25.133Z,0,,,,,19.2,
2017-11-11T07:47:35.178Z,0,,,,,19.2,
2017-11-11T07:47:45.193Z,0,,,,,19.2,
2017-11-11T07:47:55.172Z,0,,,,,19.2,
2017-11-11T07:48:05.195Z,0,,,,,19.2,
2017-11-11T07:48:15.112Z,0,,,,,19.2,
2017-11-11T07:48:25.131Z,0,,,,,19.2,
2017-11-11T07:48:35.114Z,0,,,,,19.2,
2017-11-11T07:48:45.224Z,0,,24,,,19.2,
2017-11-11T07:48:55.159Z,0,,24.1,,,19.2,
2017-11-11T07:49:05.307Z,0,,24,,,19.2,
2017-11-11T07:49:15.528Z,0,,,,,19.2,
2017-11-11T07:49:25.539Z,0,,,,,19.2,
2017-11-11T07:49:35.169Z,0,,,,,19.2,
2017-11-11T07:49:45.293Z,0,,,,,19.2,
2017-11-11T07:49:55.885Z,0,,,,,19.2,
2017-11-11T07:50:10.260Z,0,,,,,19.2,
2017-11-11T07:50:15.146Z,0,,,,,19.2,
2017-11-11T07:50:26.159Z,0,,,,,19.2,
2017-11-11T07:50:35.125Z,0,,,,,19.2,
2017-11-11T07:50:45.523Z,0,,,,,19.2,
2017-11-11T07:50:55.115Z,0,,,,,19.2,
2017-11-11T07:51:05.514Z,0,,,,,19.2,
2017-11-11T07:51:15.520Z,0,,,,,19.2,
2017-11-11T07:51:25.465Z,0,,,,,19.2,
2017-11-11T07:51:35.113Z,0,,,,,19.2,
2017-11-11T07:51:45.216Z,0,,,,,19.2,
2017-11-11T07:51:55.331Z,0,,,,,19.2,
2017-11-11T07:52:05.119Z,0,,,,,19.2,
2017-11-11T07:52:15.117Z,0,,,,,19.2,
2017-11-11T07:52:25.113Z,0,,,,,19.2,
2017-11-11T07:52:35.165Z,0,,,,,19.2,
2017-11-11T07:52:45.278Z,0,,,,,19.2,
2017-11-11T07:52:55.330Z,0,,,,,19.2,
2017-11-11T07:53:05.153Z,0,,,,,19.2,
2017-11-11T07:53:20.133Z,0,,,,,19.2,
2017-11-11T07:53:25.148Z,0,,,,,19.2,
2017-11-11T07:53:35.177Z,0,,,,,19.2,
2017-11-11T07:53:45.215Z,0,,,,,19.2,
2017-11-11T07:53:55.116Z,0,,24,,,19.2,
2017-11-11T07:54:05.126Z,0,,,,,19.2,
2017-11-11T07:54:15.120Z,0,,,,,19.2,
2017-11-11T07:54:25.384Z,0,,23.9,,,19.2,
2017-11-11T07:54:35.158Z,0,,23.9,,,19.2,
2017-11-11T07:54:45.502Z,0,,23.9,,,19.2,
2017-11-11T07:54:55.308Z,0,,23.9,,,19.2,
2017-11-11T07:55:05.119Z,0,,24,,,19.2,
2017-11-11T07:55:15.122Z,0,,23.9,,,19.2,
2017-11-11T07:55:25.162Z,0,,,,,19.2,
2017-11-11T07:55:35.161Z,0,,,,,19.2,
2017-11-11T07:55:45.216Z,0,,,,,19.2,
2017-11-11T07:55:55.156Z,0,,,,,19.2,
2017-11-11T07:56:05.113Z,0,,,,,19.2,
2017-11-11T07:56:15.115Z,0,,,,,19.2,
2017-11-11T07:56:26.434Z,0,,,,,19.2,
2017-11-11T07:56:35.115Z,0,,,,,19.2,
2017-11-11T07:56:45.204Z,0,,,,,19.2,
2017-11-11T07:56:55.117Z,0,,,,,19.2,
2017-11-11T07:57:05.119Z,0,,,,,19.2,
2017-11-11T07:57:15.115Z,0,,,,,19.2,
2017-11-11T07:57:25.123Z,0,,,,,19.2,
2017-11-11T07:57:35.138Z,0,,,,,19.2,
2017-11-11T07:57:45.196Z,0,,,,,19.2,
2017-11-11T07:57:55.148Z,0,,,,,19.2,
2017-11-11T07:58:05.114Z,0,,,,,19.2,
2017-11-11T07:58:15.118Z,0,,,,,19.2,
2017-11-11T07:58:25.116Z,0,,,,,19.2,
2017-11-11T07:58:35.114Z,0,,,,,19.2,
2017-11-11T07:58:45.291Z,0,,,,,19.2,
2017-11-11T07:58:55.137Z,0,,,,,19.2,
2017-11-11T07:59:05.147Z,0,,,,,19.2,
2017-11-11T07:59:15.175Z,0,,,,,19.2,
2017-11-11T07:59:25.151Z,0,,,,,19.2,
2017-11-11T07:59:35.163Z,0,,,,,19.2,
2017-11-11T07:59:45.262Z,0,,,,,19.2,
2017-11-11T07:59:55.158Z,0,,,,,19.2,
2017-11-11T08:00:05.117Z,0,,,,,19.2,
2017-11-11T08:00:15.136Z,0,,,,,19.2,
2017-11-11T08:00:25.152Z,0,,,,,19.2,
2017-11-11T08:00:35.121Z,0,,23.7,,,19.2,
2017-11-11T08:00:45.244Z,0,,23.9,,,19.2,
2017-11-11T08:00:55.148Z,0,,23.7,,,19.2,
2017-11-11T08:01:05.135Z,0,,23.9,,,19.2,
2017-11-11T08:01:15.118Z,0,,23.7,,,19.2,
2017-11-11T08:01:25.200Z,0,,,,,19.2,
2017-11-11T08:01:35.114Z,0,,,,,19.2,
2017-11-11T08:01:45.218Z,0,,,,,19.2,
2017-11-11T08:01:55.114Z,0,,,,,19.2,
2017-11-11T08:02:05.139Z,0,,,,,19.2,
2017-11-11T08:02:15.122Z,0,,,,,19.2,
2017-11-11T08:02:25.114Z,0,,,,,19.2,
2017-11-11T08:02:35.130Z,0,,,,,19.2,
2017-11-11T08:02:45.216Z,0,,,,,19.2,
2017-11-11T08:02:55.118Z,0,,,,,19.2,
2017-11-11T08:03:05.136Z,0,,,,,19.2,
2017-11-11T08:03:15.136Z,0,,,,,19.2,
2017-11-11T08:03:25.125Z,0,,,,,19.2,
2017-11-11T08:03:35.130Z,0,,,,,19.2,
2017-11-11T08:03:45.231Z,0,,,,,19.2,
2017-11-11T08:03:55.135Z,0,,,,,19.2,
2017-11-11T08:04:05.116Z,0,,,,,19.2,
2017-11-11T08:04:15.131Z,0,,,,,19.2,
2017-11-11T08:04:25.143Z,0,,,,,19.2,
2017-11-11T08:04:35.187Z,0,,,,,19.2,
2017-11-11T08:04:45.315Z,0,,,,,19.2,
2017-11-11T08:04:55.121Z,0,,,,,19.2,
2017-11-11T08:05:05.115Z,0,,,,,19.2,
2017-11-11T08:05:15.117Z,0,,,,,19.2,
2017-11-11T08:05:25.120Z,0,,,,,19.2,
2017-11-11T08:05:35.119Z,0,,,,,19.2,
2017-11-11T08:05:45.215Z,0,,,,,19.2,
2017-11-11T08:05:55.125Z,0,,,,,19.2,
2017-11-11T08:06:05.118Z,0,,,,,19.2,
2017-11-11T08:06:15.173Z,0,,,,,19.2,
2017-11-11T08:06:25.114Z,0,,,,,19.2,
2017-11-11T08:06:35.115Z,0,,,,,19.2,
2017-11-11T08:06:45.219Z,0,,,,,19.2,
2017-11-11T08:06:55.115Z,0,,,,,19.2,
2017-11-11T08:07:05.291Z,0,,,,,19.2,
2017-11-11T08:07:15.119Z,0,,,,,19.2,
2017-11-11T08:07:25.115Z,0,,,,,19.2,
2017-11-11T08:07:35.128Z,0,,,,,19.2,
2017-11-11T08:07:45.216Z,0,,23.6,,,19.2,
2017-11-11T08:07:55.130Z,0,,,,,19.2,
2017-11-11T08:08:05.122Z,0,,,,,19.2,
2017-11-11T08:08:15.115Z,0,,,,,19.2,
2017-11-11T08:08:25.169Z,0,,,,,19.2,
2017-11-11T08:08:35.159Z,0,,,,,19.2,
2017-11-11T08:08:45.265Z,0,,,,,19.2,
2017-11-11T08:08:55.115Z,0,0,23.6,0,0,19.2,5
2017-11-11T08:09:05.117Z,0,,,,,19.2,
2017-11-11T08:09:15.115Z,0,,,,,19.2,
2017-11-11T08:09:25.353Z,0,,,,,19.2,
2017-11-11T08:09:35.138Z,0,,,,,19.2,
2017-11-11T08:09:45.216Z,0,,,,,19.2,
2017-11-11T08:09:55.129Z,0,,,,,19.2,
2017-11-11T08:10:05.115Z,0,,,,,19.2,
2017-11-11T08:10:15.117Z,0,,,,,19.2,
2017-11-11T08:10:25.115Z,0,,,,,19.2,
2017-11-11T08:10:35.118Z,0,,,,,19.2,
2017-11-11T08:10:45.208Z,0,,,,,19.2,
2017-11-11T08:10:55.128Z,0,,,,,19.2,
2017-11-11T08:11:05.119Z,0,,,,,19.2,
2017-11-11T08:11:15.286Z,0,,,,,19.2,
2017-11-11T08:11:25.115Z,0,,,,,19.2,
2017-11-11T08:11:35.116Z,0,,,,,19.2,
2017-11-11T08:11:45.216Z,0,,,,,19,
2017-11-11T08:11:55.181Z,0,,,,,19.2,
2017-11-11T08:12:05.174Z,0,,,,,19.2,
2017-11-11T08:12:15.210Z,0,,,,,19.2,
2017-11-11T08:12:25.130Z,0,,,,,19.2,
2017-11-11T08:12:35.133Z,0,,,,,19.2,
2017-11-11T08:12:45.221Z,0,,,,,19.2,
2017-11-11T08:12:55.320Z,0,,,,,19.2,
2017-11-11T08:13:05.116Z,0,,,,,19.2,
2017-11-11T08:13:15.115Z,0,,,,,19.2,
2017-11-11T08:13:25.252Z,0,,,,,19.2,
2017-11-11T08:13:35.124Z,0,,23.5,,,19.2,
2017-11-11T08:13:45.364Z,0,,,,,19,
2017-11-11T08:13:55.125Z,0,,23.6,,,19.2,
2017-11-11T08:14:05.330Z,0,,,,,19.2,
2017-11-11T08:14:15.153Z,0,,,,,19.2,
2017-11-11T08:14:25.144Z,0,,,,,19.2,
2017-11-11T08:14:40.157Z,0,,23.5,,,19.2,
2017-11-11T08:14:51.328Z,0,,,,,19.2,
2017-11-11T08:14:58.648Z,0,,,,,19.2,
2017-11-11T08:15:05.667Z,0,,,,,19.2,
2017-11-11T08:15:15.120Z,0,,,,,19.2,
2017-11-11T08:15:25.150Z,0,,,,,19.2,
2017-11-11T08:15:35.119Z,0,,,,,19,
2017-11-11T08:15:45.206Z,0,,,,,19,
2017-11-11T08:15:55.240Z,0,,,,,19.2,
2017-11-11T08:16:05.134Z,0,,,,,19,
2017-11-11T08:16:15.143Z,0,,,,,19.2,
2017-11-11T08:16:25.162Z,0,,,,,19.2,
2017-11-11T08:16:35.149Z,0,,,,,19,
2017-11-11T08:16:45.681Z,0,,,,,19,
2017-11-11T08:16:55.137Z,0,,,,,19.2,
2017-11-11T08:17:05.168Z,0,,,,,19,
2017-11-11T08:17:15.122Z,0,,,,,19,
2017-11-11T08:17:25.137Z,0,,,,,19.2,
2017-11-11T08:17:35.188Z,0,,,,,19.2,
2017-11-11T08:17:45.196Z,0,,,,,19.2,
2017-11-11T08:17:55.116Z,0,,,,,19.2,
2017-11-11T08:18:05.135Z,0,,,,,19,
2017-11-11T08:18:15.140Z,0,,,,,19.2,
2017-11-11T08:18:25.117Z,0,,,,,19.2,
2017-11-11T08:18:35.117Z,0,,,,,19.2,
2017-11-11T08:18:45.215Z,0,,,,,19,
2017-11-11T08:18:55.186Z,0,,,,,19,
2017-11-11T08:19:05.134Z,0,,,,,19.2,
2017-11-11T08:19:15.144Z,0,,,,,19.2,
2017-11-11T08:19:25.117Z,0,,,,,19,
2017-11-11T08:19:35.118Z,0,,,,,19,
2017-11-11T08:19:45.253Z,0,,,,,19,
2017-11-11T08:19:55.119Z,0,,,,,19,
2017-11-11T08:20:05.117Z,0,,,,,19.2,
2017-11-11T08:20:15.117Z,0,,,,,19,
2017-11-11T08:20:25.118Z,0,,,,,19.2,
2017-11-11T08:20:35.139Z,0,,,,,19.2,
2017-11-11T08:20:45.233Z,0,,23.4,,,19,
2017-11-11T08:20:55.117Z,0,,,,,19,
2017-11-11T08:21:05.222Z,0,,,,,19,
2017-11-11T08:21:15.123Z,0,,,,,19,
2017-11-11T08:21:25.138Z,0,,,,,19,
2017-11-11T08:21:35.124Z,0,,,,,19,
2017-11-11T08:21:45.216Z,0,,,,,19.2,
2017-11-11T08:21:55.117Z,0,,,,,19,
2017-11-11T08:22:05.139Z,0,,,,,19,
2017-11-11T08:22:15.127Z,0,,,,,19,
2017-11-11T08:22:25.137Z,0,,,,,19,
2017-11-11T08:22:35.136Z,0,,,,,19,
2017-11-11T08:22:45.241Z,0,,,0,2,19,0
2017-11-11T08:22:55.168Z,54,0,25.1,0,0,22.2,
2017-11-11T08:23:05.166Z,0,,24.7,,,24.7,
2017-11-11T08:23:15.126Z,0,,,,,24.7,
2017-11-11T08:23:25.139Z,0,,,,,24.5,
2017-11-11T08:23:35.129Z,0,,,,,24.5,
2017-11-11T08:23:45.212Z,0,,24.6,,,24.4,
2017-11-11T08:23:55.117Z,0,,,,,24.4,
2017-11-11T08:24:05.124Z,0,,,,,24.3,5
2017-11-11T08:24:15.162Z,0,,,,,24.3,
2017-11-11T08:24:25.184Z,0,,,,,24.2,
2017-11-11T08:24:35.136Z,0,,,,,24.2,
2017-11-11T08:24:45.211Z,0,,,,,24.2,
2017-11-11T08:24:55.123Z,0,,,,,24,
2017-11-11T08:25:05.124Z,0,,,,,24,
2017-11-11T08:25:15.143Z,0,,,,,23.9,
2017-11-11T08:25:25.123Z,0,,,,,23.9,
2017-11-11T08:25:35.124Z,0,,,,,23.9,
2017-11-11T08:25:45.257Z,0,,24.5,,,23.8,
2017-11-11T08:25:55.117Z,0,,,,,23.8,
2017-11-11T08:26:05.139Z,0,,,,,23.7,
2017-11-11T08:26:15.117Z,0,,,,,23.7,
2017-11-11T08:26:25.120Z,0,,,,,23.7,
2017-11-11T08:26:35.117Z,0,,,0,2,23.6,0
2017-11-11T08:26:45.201Z,0,,24,0,0,24.8,
2017-11-11T08:26:55.118Z,0,,23.9,,,24.7,
2017-11-11T08:27:05.134Z,0,,,,,24.7,
2017-11-11T08:27:15.165Z,0,,,,,24.5,
2017-11-11T08:27:25.120Z,0,,,,,24.5,
2017-11-11T08:27:35.137Z,0,,,,,24.5,
2017-11-11T08:27:45.406Z,0,,,,,24.4,5
2017-11-11T08:27:55.120Z,0,,,,,24.4,
2017-11-11T08:28:05.126Z,0,,,,,24.4,
2017-11-11T08:28:15.128Z,0,,,,,24.3,
2017-11-11T08:28:25.159Z,0,,,,,24.3,
2017-11-11T08:28:35.138Z,0,,23.7,,,24.3,
2017-11-11T08:28:45.208Z,0,,23.9,,,24.2,
2017-11-11T08:28:55.125Z,0,,23.7,,,24.2,
2017-11-11T08:29:05.118Z,0,,,,,24.2,
2017-11-11T08:29:25.735Z,0,,,,,24,
2017-11-11T08:29:25.867Z,0,,,,,24,
2017-11-11T08:29:35.252Z,0,,,,,24,
2017-11-11T08:29:45.311Z,0,,,,,24,
2017-11-11T08:29:55.126Z,0,,,,,23.9,
2017-11-11T08:30:05.264Z,0,,,,,23.9,
2017-11-11T08:30:15.128Z,54,,,1,0,23.9,57
2017-11-11T08:30:35.207Z,54,34,31.1,,,23.8,
2017-11-11T08:30:35.300Z,54,30,29.8,,,23.8,
2017-11-11T08:30:45.684Z,54,29,28.9,,,23.8,
2017-11-11T08:30:55.121Z,54,30,28.6,,,23.8,
2017-11-11T08:31:10.756Z,54,30,27.8,,,23.8,
2017-11-11T08:31:15.143Z,54,0,27.6,0,0,24.5,0
2017-11-11T08:31:35.160Z,54,,27.7,,,19.7,
2017-11-11T08:31:35.299Z,54,,27.3,,,19.7,
2017-11-11T08:31:45.224Z,54,,27.1,,,19.7,
2017-11-11T08:32:00.232Z,54,,,,,19.7,
2017-11-11T08:32:05.255Z,54,,,,,19.7,
2017-11-11T08:32:15.197Z,54,,27,1,0,19.8,57
2017-11-11T08:32:31.225Z,54,40,28.3,1,0,19.8,
2017-11-11T08:32:35.356Z,54,29,31.9,,,19.8,
2017-11-11T08:32:46.167Z,54,29,29.9,,,19.8,
2017-11-11T08:33:00.143Z,54,,29.3,,,20,
2017-11-11T08:33:06.812Z,54,30,29,,,20,
2017-11-11T08:33:15.181Z,54,,,,,20,
2017-11-11T08:33:25.225Z,54,,29.2,,,20,
2017-11-11T08:33:35.201Z,54,30,30,,,20.1,56
2017-11-11T08:33:45.802Z,54,29,30.2,,,20.1,
2017-11-11T08:33:55.162Z,54,30,30.6,,,20.1,
2017-11-11T08:34:05.147Z,54,30,31.1,,,20.1,
2017-11-11T08:34:15.136Z,54,36,32,,,20.1,
2017-11-11T08:34:25.122Z,54,45,34.1,,,20.1,
2017-11-11T08:34:35.166Z,54,52,36,,,20.2,
2017-11-11T08:34:45.712Z,54,59,38.1,,,20.2,
2017-11-11T08:34:55.131Z,54,64,40,,,20.2,
2017-11-11T08:35:05.173Z,54,70,42,,,20.2,
2017-11-11T08:35:15.133Z,54,75,44,,,20.2,
2017-11-11T08:35:25.143Z,54,77,45,,,20.2,
2017-11-11T08:35:35.215Z,54,81,47,,,20.4,
2017-11-11T08:35:45.451Z,54,83,48.1,,,20.4,
2017-11-11T08:35:55.126Z,54,85,49.2,,,20.4,
2017-11-11T08:36:05.235Z,54,88,51,,,20.4,
2017-11-11T08:36:15.261Z,54,90,52,,,20.4,
2017-11-11T08:36:25.193Z,54,,53.1,,,20.5,
2017-11-11T08:36:35.192Z,54,91,54,,,20.5,
2017-11-11T08:36:46.894Z,54,,55.2,,,20.5,
2017-11-11T08:36:55.164Z,54,,56.1,,,20.5,
2017-11-11T08:37:05.120Z,54,87,57,,,20.6,
2017-11-11T08:37:20.150Z,54,76,57.3,,,20.6,
2017-11-11T08:37:25.277Z,54,67,56.8,,,20.6,
2017-11-11T08:37:35.224Z,54,63,56.1,,,20.6,
2017-11-11T08:37:45.278Z,54,62,56.3,,,20.8,
2017-11-11T08:37:55.904Z,54,60,56.4,,,20.8,
2017-11-11T08:38:05.125Z,54,55,56.7,,,20.8,
2017-11-11T08:38:20.175Z,54,49,,,,20.9,
2017-11-11T08:38:25.129Z,54,44,56.4,,,20.9,
2017-11-11T08:38:35.132Z,54,41,56.3,,,20.9,
2017-11-11T08:38:52.559Z,54,38,56.4,,,21.1,
2017-11-11T08:38:55.122Z,54,35,,,,21.1,
2017-11-11T08:39:05.341Z,54,31,,,,21.2,
2017-11-11T08:39:15.126Z,54,29,56.2,,,21.2,
