Time,PrimTSet,ActPow,HwTSet,HwActive,HwTOutlet,PrimT,ChActive
2018-01-31T01:16:37.506Z,,,0,,21.6,,
2018-01-31T01:16:47.605Z,,,0,,21.6,,
2018-01-31T01:16:57.511Z,,,0,,21.6,,
2018-01-31T01:17:07.494Z,,,0,,21.6,,
2018-01-31T01:17:17.498Z,,,0,,21.6,30.8,
2018-01-31T01:17:27.498Z,,,0,,21.6,30.9,
2018-01-31T01:17:37.496Z,,,0,,21.5,30.8,
2018-01-31T01:17:47.633Z,,,0,,21.5,,
2018-01-31T01:17:57.602Z,,,0,,21.5,,
2018-01-31T01:18:07.495Z,,,0,,21.5,,
2018-01-31T01:18:17.496Z,,,0,,21.5,,
2018-01-31T01:18:27.494Z,,,0,,21.5,,
2018-01-31T01:18:37.498Z,,,0,,21.5,,
2018-01-31T01:18:47.651Z,,,0,,21.5,,
2018-01-31T01:18:57.496Z,,,0,,21.5,,
2018-01-31T01:19:07.498Z,,,0,,21.5,,
2018-01-31T01:19:17.495Z,,,0,,21.5,,
2018-01-31T01:19:27.495Z,,,0,,21.5,,
2018-01-31T01:19:37.508Z,,,0,,21.5,,
2018-01-31T01:19:47.652Z,,,0,,21.5,,
2018-01-31T01:19:57.494Z,,,0,,21.5,30.7,
2018-01-31T01:20:07.496Z,,,0,,21.5,30.8,
2018-01-31T01:20:17.495Z,,,0,,21.5,30.7,
2018-01-31T01:20:27.495Z,,,0,,21.5,,
2018-01-31T01:20:37.508Z,,,0,,21.5,,
2018-01-31T01:20:47.595Z,,,0,,21.5,,
2018-01-31T01:20:57.495Z,,,0,,21.5,,
2018-01-31T01:21:07.495Z,,,0,,21.5,,
2018-01-31T01:21:17.496Z,,,0,,21.5,,
2018-01-31T01:21:27.496Z,,,0,,21.5,,
2018-01-31T01:21:37.497Z,,,0,,21.5,,
2018-01-31T01:21:47.607Z,,,0,,21.5,,
2018-01-31T01:21:57.497Z,,,0,,21.5,,
