Time,HwActive,PrimTSet,HwTSet,HwTOutlet,ChActive,ActPow,PrimT
2018-02-12T05:43:09.141Z,,,54,21.5,,29,
2018-02-12T05:43:19.138Z,,,54,21.6,,,62.5
2018-02-12T05:43:29.136Z,,,54,21.7,,,
2018-02-12T05:43:39.140Z,,,54,21.7,,,
2018-02-12T05:43:49.136Z,,,54,21.9,,30,
2018-02-12T05:43:59.136Z,,,54,22,,29,62.6
2018-02-12T05:44:09.135Z,,,54,22,,,
2018-02-12T05:44:19.136Z,,,54,22.1,,,
2018-02-12T05:44:29.136Z,,,54,22.2,,,
2018-02-12T05:44:39.138Z,,,54,22.2,,30,
2018-02-12T05:44:49.136Z,,,54,22.4,,29,
2018-02-12T05:44:59.136Z,,,54,22.5,,30,
2018-02-12T05:45:09.135Z,,,54,22.6,,29,62.7
2018-02-12T05:45:19.143Z,,,54,22.6,,,
2018-02-12T05:45:29.136Z,,,54,22.7,,30,
2018-02-12T05:45:39.136Z,,,54,22.8,,29,62.8
2018-02-12T05:45:49.137Z,,,54,22.8,,,
2018-02-12T05:45:59.136Z,,,54,23,,,
2018-02-12T05:46:09.137Z,,,54,23.1,,,
2018-02-12T05:46:19.137Z,,,54,23.2,,30,62.9
2018-02-12T05:46:29.138Z,,,54,23.3,,29,
2018-02-12T05:46:39.136Z,,,54,23.3,,30,
2018-02-12T05:46:49.136Z,,,54,23.4,,,
2018-02-12T05:46:59.136Z,,,54,23.6,,30,63.1
2018-02-12T05:47:09.139Z,,,54,23.6,,29,
2018-02-12T05:47:19.158Z,,,54,23.7,,,
2018-02-12T05:47:29.161Z,,,54,23.8,,,63.2
2018-02-12T05:47:39.192Z,,,54,23.9,,30,
2018-02-12T05:47:49.139Z,,,54,23.9,,,
2018-02-12T05:47:59.139Z,,,54,24,,,
2018-02-12T05:48:09.152Z,,,54,24,,,63.3
2018-02-12T05:48:19.145Z,,,54,24.2,,29,
2018-02-12T05:48:29.153Z,,,54,24.3,,30,
2018-02-12T05:48:39.152Z,,,54,24.3,,,
2018-02-12T05:48:49.180Z,,,54,24.4,,,63.4
2018-02-12T05:48:59.137Z,,,54,24.5,,29,
2018-02-12T05:49:09.139Z,,,54,24.5,,30,
2018-02-12T05:49:19.136Z,,,54,24.7,,29,63.5
2018-02-12T05:49:29.137Z,,,54,24.8,,,
2018-02-12T05:49:39.137Z,,,54,24.8,,,
2018-02-12T05:49:49.141Z,,,54,24.9,,,
2018-02-12T05:49:59.136Z,,,54,24.9,,,63.6
2018-02-12T05:50:09.137Z,,,54,25,,30,
2018-02-12T05:50:19.136Z,,,54,25.1,,,
2018-02-12T05:50:29.138Z,,,54,25.1,,29,
2018-02-12T05:50:39.145Z,,,54,25.3,,,
2018-02-12T05:50:49.137Z,,,54,25.3,,,
2018-02-12T05:50:59.137Z,,,54,25.4,,,63.8
2018-02-12T05:51:09.137Z,,,54,25.5,,,
2018-02-12T05:51:19.188Z,,,54,25.5,,,63.9
2018-02-12T05:51:29.137Z,,,54,25.6,,,
2018-02-12T05:51:39.137Z,,,54,25.6,,30,64
2018-02-12T05:51:49.144Z,,,54,25.7,,29,
2018-02-12T05:51:59.137Z,,,54,25.9,,30,
2018-02-12T05:52:09.137Z,,,54,25.9,,29,
2018-02-12T05:52:19.137Z,,,54,26,,,64.1
2018-02-12T05:52:29.141Z,,,54,26,,,
2018-02-12T05:52:39.137Z,,,54,26.1,,30,
2018-02-12T05:52:49.138Z,,,54,26.2,,29,64.2
2018-02-12T05:52:59.137Z,,,54,26.2,,30,
2018-02-12T05:53:09.137Z,,,54,26.3,,,
2018-02-12T05:53:19.138Z,,,54,26.3,,,
2018-02-12T05:53:29.137Z,,,54,26.5,,29,
2018-02-12T05:53:39.137Z,,,54,26.5,,,64.4
2018-02-12T05:53:49.146Z,,,54,26.6,,30,
2018-02-12T05:53:59.167Z,,,54,26.6,,29,64.5
2018-02-12T05:54:09.137Z,,,54,26.7,,,
2018-02-12T05:54:19.137Z,,,54,26.8,,,
2018-02-12T05:54:29.137Z,,,54,26.8,,,64.6
2018-02-12T05:54:39.137Z,,,54,26.9,,,
2018-02-12T05:54:49.141Z,,,54,26.9,,,
2018-02-12T05:54:59.137Z,,,54,27.1,,,
2018-02-12T05:55:09.137Z,,,54,27.1,,,64.7
2018-02-12T05:55:19.139Z,,,54,27.2,,30,
2018-02-12T05:55:29.137Z,,,54,27.2,,29,
2018-02-12T05:55:39.138Z,,,54,27.3,,30,64.8
2018-02-12T05:55:49.143Z,,,54,27.3,,,
2018-02-12T05:55:59.140Z,,,54,27.4,,29,
2018-02-12T05:56:09.137Z,,,54,27.4,,,
2018-02-12T05:56:19.142Z,,,54,27.5,,,64.9
2018-02-12T05:56:29.138Z,,,54,27.7,,,
2018-02-12T05:56:39.140Z,,,54,27.7,,30,65.1
2018-02-12T05:56:49.140Z,,,54,27.8,,,
2018-02-12T05:56:59.140Z,,,54,27.8,,,
2018-02-12T05:57:09.138Z,,,54,27.9,,29,
2018-02-12T05:57:19.138Z,,,54,27.9,,30,65.2
2018-02-12T05:57:29.288Z,,,54,28,,,
2018-02-12T05:57:39.138Z,,,54,28,,30,
2018-02-12T05:57:49.146Z,,,54,28.1,,29,
2018-02-12T05:57:59.138Z,,,54,28.1,,,65.3
2018-02-12T05:58:09.139Z,,,54,28.3,,,
2018-02-12T05:58:19.137Z,,,54,28.3,,,
2018-02-12T05:58:29.138Z,,,54,28.3,,30,65.4
2018-02-12T05:58:39.140Z,,,54,28.4,,29,
2018-02-12T05:58:49.137Z,,,54,28.4,,30,
2018-02-12T05:58:59.137Z,,,54,28.5,,,
2018-02-12T05:59:09.139Z,,,54,28.5,,,65.5
2018-02-12T05:59:19.138Z,,,54,28.6,,29,
2018-02-12T05:59:29.140Z,,,54,28.6,,,
2018-02-12T05:59:39.138Z,,,54,28.7,,30,
2018-02-12T05:59:49.141Z,,,54,28.7,,29,65.6
2018-02-12T05:59:59.156Z,,,54,28.9,,,
2018-02-12T06:00:09.139Z,,,54,28.9,,30,
2018-02-12T06:00:19.146Z,,,54,29,,,
2018-02-12T06:00:29.138Z,,,54,29,,,65.8
2018-02-12T06:00:39.138Z,,,54,29.1,,,
2018-02-12T06:00:49.138Z,,,54,29.1,,,
2018-02-12T06:00:59.280Z,,,54,29.1,,,
2018-02-12T06:01:09.157Z,,,54,29.2,,29,65.9
2018-02-12T06:01:19.139Z,,,54,29.2,,,
2018-02-12T06:01:29.138Z,0,,54,29.3,2,0,64.8
2018-02-12T06:01:39.142Z,,,54,29.3,,,62.8
2018-02-12T06:01:49.138Z,,,54,29.5,,,61.8
2018-02-12T06:01:59.138Z,,,54,29.5,,,60.9
2018-02-12T06:02:09.142Z,,,54,29.5,,,60.7
2018-02-12T06:02:19.138Z,,,54,29.6,,,60.6
2018-02-12T06:02:29.138Z,,,54,29.6,,,60.5
2018-02-12T06:02:39.138Z,,,54,29.7,,,60.4
2018-02-12T06:02:49.138Z,,,54,29.7,,,60.2
2018-02-12T06:02:59.138Z,,,54,29.7,,,60.1
2018-02-12T06:03:09.139Z,,,54,29.8,,,59.9
2018-02-12T06:03:19.139Z,,,54,29.8,,,59.6
2018-02-12T06:03:29.138Z,,,54,29.8,,,59.4
2018-02-12T06:03:39.138Z,,,54,30,,,58.9
2018-02-12T06:03:49.344Z,,,54,30,,,58.8
2018-02-12T06:03:59.139Z,,,54,30,,,58.5
2018-02-12T06:04:09.138Z,,,54,30.1,,,58.2
2018-02-12T06:04:19.140Z,,,54,30.1,,,57.9
2018-02-12T06:04:29.138Z,,,54,30.1,,,57.7
2018-02-12T06:04:39.176Z,,,54,30.2,,,57.4
2018-02-12T06:04:49.139Z,,,54,30.2,,,57.2
2018-02-12T06:04:59.141Z,,,54,30.2,,,56.9
2018-02-12T06:05:09.138Z,,,54,30.3,,,56.7
2018-02-12T06:05:19.191Z,,,54,30.3,,,56.5
2018-02-12T06:05:29.139Z,,,54,30.3,,,56.3
2018-02-12T06:05:39.139Z,,,54,30.3,,,55.9
2018-02-12T06:05:49.151Z,0,,54,30.4,2,40,59.3
2018-02-12T06:05:59.143Z,,,54,30.4,,35,60.2
2018-02-12T06:06:09.139Z,,,54,30.4,,29,60.5
2018-02-12T06:06:19.139Z,,,54,30.4,,,60.2
2018-02-12T06:06:29.139Z,,,54,30.6,,,60.1
2018-02-12T06:06:39.149Z,,,54,30.6,,30,59.9
2018-02-12T06:06:49.139Z,,,54,30.6,,29,
2018-02-12T06:06:59.148Z,,,54,30.6,,30,
2018-02-12T06:07:09.139Z,,,54,30.7,,,
2018-02-12T06:07:19.139Z,,,54,30.7,,29,60
2018-02-12T06:07:29.140Z,,,54,30.7,,30,60.1
2018-02-12T06:07:39.139Z,,,54,30.7,,,60.2
2018-02-12T06:07:49.139Z,,,54,30.7,,,60.4
2018-02-12T06:07:59.139Z,,,54,30.7,,31,60.5
2018-02-12T06:08:09.139Z,,,54,30.8,,,60.7
2018-02-12T06:08:19.139Z,,,54,30.8,,,61.1
2018-02-12T06:08:29.156Z,,,54,30.8,,,
2018-02-12T06:08:39.140Z,,,54,30.8,,,61.2
2018-02-12T06:08:49.141Z,,,54,30.9,,,61.3
2018-02-12T06:08:59.142Z,,,54,30.9,,,
2018-02-12T06:09:09.150Z,,,54,30.9,,,61.4
2018-02-12T06:09:19.201Z,,,54,30.9,,,
2018-02-12T06:09:29.148Z,,,54,30.9,,,61.5
2018-02-12T06:09:39.140Z,,,54,30.9,,,
2018-02-12T06:09:49.140Z,,,54,31,,,61.6
2018-02-12T06:09:59.139Z,,,54,31,,,61.8
2018-02-12T06:10:09.165Z,,,54,31,,,61.9
2018-02-12T06:10:19.141Z,,,54,31,,,62
2018-02-12T06:10:29.140Z,,,54,31,,,
2018-02-12T06:10:39.144Z,,,54,31.2,,30,62.1
2018-02-12T06:10:49.140Z,,,54,31.2,,29,
2018-02-12T06:10:59.160Z,,,54,31.2,,30,
2018-02-12T06:11:09.139Z,,,54,31.2,,,
2018-02-12T06:11:19.140Z,,,54,31.3,,,62.2
2018-02-12T06:11:29.140Z,,,54,31.3,,,
2018-02-12T06:11:39.142Z,,,54,31.3,,29,62.4
2018-02-12T06:11:49.140Z,,,54,31.3,,30,
2018-02-12T06:11:59.144Z,,,54,31.3,,,62.5
2018-02-12T06:12:09.140Z,,,54,31.3,,29,62.6
2018-02-12T06:12:19.140Z,,,54,31.3,,,62.7
2018-02-12T06:12:29.139Z,,,54,31.4,,,
2018-02-12T06:12:39.148Z,1,0,54,31.4,0,0,63.1
2018-02-12T06:12:49.141Z,0,,54,55.5,0,,64.9
2018-02-12T06:12:59.140Z,,,54,47.3,,,60.9
2018-02-12T06:13:09.146Z,,,54,47,,,59.9
2018-02-12T06:13:19.142Z,,,54,46.8,,,59.5
2018-02-12T06:13:29.140Z,,,54,46.6,,,
2018-02-12T06:13:39.141Z,,,54,46.5,,,59.3
2018-02-12T06:13:49.140Z,0,62,54,46.4,2,,59.1
2018-02-12T06:13:59.141Z,,,54,46.3,,37,63.4
2018-02-12T06:14:09.147Z,,,54,46.2,,30,64.9
2018-02-12T06:14:19.140Z,,,54,46,,29,64
2018-02-12T06:14:29.140Z,,,54,45.9,,,62.9
2018-02-12T06:14:39.153Z,1,0,54,57.3,0,0,62.8
2018-02-12T06:14:49.157Z,1,,54,30.1,0,43,58.4
2018-02-12T06:14:59.140Z,,,54,56.1,,,57.8
2018-02-12T06:15:09.143Z,,,54,56.6,,47,56.9
2018-02-12T06:15:19.140Z,0,,54,55.8,0,0,56.6
2018-02-12T06:15:29.141Z,1,,54,55.4,0,,55
2018-02-12T06:15:39.213Z,,,54,53.7,,29,52.9
2018-02-12T06:15:49.186Z,,,54,52,,65,53.1
2018-02-12T06:15:59.140Z,,,54,52.4,,62,54
2018-02-12T06:16:09.143Z,,,54,54.4,,56,55.2
2018-02-12T06:16:19.149Z,0,,54,55.4,0,0,53.8
2018-02-12T06:16:29.141Z,,,54,54.9,,,53.8
2018-02-12T06:16:39.143Z,,,54,54.6,,,
2018-02-12T06:16:49.198Z,,,54,54.3,,,
2018-02-12T06:16:59.144Z,,,54,54,,,
2018-02-12T06:17:09.142Z,,,54,53.8,,,53.7
2018-02-12T06:17:19.144Z,0,62,54,53.6,2,,54.4
2018-02-12T06:17:29.141Z,,,54,53.3,,38,58.1
2018-02-12T06:17:39.143Z,,,54,53.1,,30,60.5
2018-02-12T06:17:49.142Z,,,54,52.7,,29,60.1
2018-02-12T06:17:59.141Z,,,54,52.5,,30,59.9
2018-02-12T06:18:09.146Z,,,54,52.3,,29,59.5
2018-02-12T06:18:19.142Z,,,54,52.1,,29,58.8
2018-02-12T06:18:29.177Z,,,54,51.9,,,58.2
2018-02-12T06:18:39.143Z,,,54,51.6,,30,58.3
2018-02-12T06:18:49.141Z,,,54,51.4,,,58.5
2018-02-12T06:18:59.143Z,,,54,51.2,,29,59
2018-02-12T06:19:09.151Z,,,54,51,,,
2018-02-12T06:19:19.141Z,,,54,50.8,,30,59.3
2018-02-12T06:19:29.144Z,,,54,50.6,,,59.5
2018-02-12T06:19:39.141Z,,,54,50.4,,31,59.7
2018-02-12T06:19:49.158Z,,,54,50.2,,32,59.8
2018-02-12T06:19:59.141Z,,,54,50,,,60
2018-02-12T06:20:09.141Z,,,54,49.8,,,60.1
2018-02-12T06:20:19.141Z,,,54,49.6,,33,60.2
2018-02-12T06:20:29.141Z,,,54,49.3,,,60.4
2018-02-12T06:20:39.141Z,,,54,49.2,,34,60.5
2018-02-12T06:20:49.141Z,,,54,49,,,60.7
2018-02-12T06:20:59.141Z,,,54,48.8,,,60.8
2018-02-12T06:21:09.142Z,,,54,48.7,,,60.9
2018-02-12T06:21:19.141Z,,,54,48.5,,,61.1
2018-02-12T06:21:29.142Z,,,54,48.3,,,61.2
2018-02-12T06:21:39.155Z,,,54,48.2,,,61.3
2018-02-12T06:21:49.141Z,,,54,48,,,61.4
2018-02-12T06:21:59.141Z,,,54,47.9,,,61.5
2018-02-12T06:22:09.141Z,,,54,47.7,,,61.6
2018-02-12T06:22:19.141Z,,,54,47.6,,,61.9
2018-02-12T06:22:29.141Z,,,54,47.4,,,62
2018-02-12T06:22:39.141Z,,,54,47.3,,,62.1
2018-02-12T06:22:49.143Z,,,54,47.1,,33,
2018-02-12T06:22:59.154Z,0,0,54,43.8,0,0,62.8
2018-02-12T06:23:09.143Z,,,54,20.4,,,62.7
2018-02-12T06:23:19.142Z,,,54,20.4,,,62.2
2018-02-12T06:23:29.143Z,,,54,20.4,,,61.9
2018-02-12T06:23:39.141Z,,,54,20.6,,,61.8
2018-02-12T06:23:49.143Z,,,54,20.8,,,61.6
2018-02-12T06:23:59.146Z,0,62,54,20.9,2,,61.5
2018-02-12T06:24:09.142Z,0,,54,21.2,2,38,61.4
2018-02-12T06:24:19.141Z,,,54,21.5,,33,63.1
2018-02-12T06:24:29.141Z,,,54,21.6,,30,62.7
2018-02-12T06:24:39.144Z,,,54,21.9,,30,61.9
2018-02-12T06:24:49.146Z,0,0,54,22.1,0,0,61.8
2018-02-12T06:24:59.157Z,0,,54,32.8,0,,62.8
2018-02-12T06:25:09.145Z,,,54,32.5,,,60.9
2018-02-12T06:25:19.158Z,,,54,32.5,,,60.8
2018-02-12T06:25:29.142Z,,,54,32.5,,,
2018-02-12T06:25:39.145Z,,,54,32.5,,,60.6
2018-02-12T06:25:49.142Z,0,62,54,32.6,2,,60.4
2018-02-12T06:25:59.142Z,0,,54,32.6,2,45,59.5
2018-02-12T06:26:09.142Z,,,54,32.7,,32,63.1
2018-02-12T06:26:19.151Z,,,54,32.8,,29,61.8
2018-02-12T06:26:29.141Z,,,54,32.9,,30,60.9
2018-02-12T06:26:39.142Z,,,54,33.2,,29,59.9
2018-02-12T06:26:49.229Z,,,54,33.2,,30,59.8
2018-02-12T06:26:59.157Z,,,54,33.3,,,59.4
2018-02-12T06:27:09.142Z,,,54,33.4,,,
2018-02-12T06:27:19.142Z,,,54,33.5,,29,59.6
2018-02-12T06:27:29.142Z,,,54,33.5,,,59.8
2018-02-12T06:27:39.143Z,,,54,33.6,,30,60
2018-02-12T06:27:49.142Z,,,54,33.7,,29,60.1
2018-02-12T06:27:59.142Z,,,54,33.8,,30,60.4
2018-02-12T06:28:09.142Z,,,54,33.8,,,60.6
2018-02-12T06:28:19.142Z,,,54,33.9,,31,60.7
2018-02-12T06:28:29.142Z,,,54,33.9,,30,60.8
2018-02-12T06:28:39.144Z,,,54,34,,31,61.1
2018-02-12T06:28:49.144Z,,,54,34.1,,,
2018-02-12T06:28:59.142Z,,,54,34.1,,,61.2
2018-02-12T06:29:09.144Z,,,54,34.2,,30,
2018-02-12T06:29:19.149Z,,,54,34.2,,31,
2018-02-12T06:29:29.144Z,,,54,34.3,,,61.3
2018-02-12T06:29:39.204Z,,,54,34.3,,,
2018-02-12T06:29:49.242Z,,,54,34.4,,,
2018-02-12T06:29:59.145Z,,,54,34.4,,,61.4
2018-02-12T06:30:09.144Z,,,54,34.5,,,61.5
2018-02-12T06:30:19.143Z,,,54,34.5,,,61.6
2018-02-12T06:30:29.145Z,,,54,34.6,,,
2018-02-12T06:30:39.143Z,,,54,34.6,,,61.8
2018-02-12T06:30:49.142Z,,,54,34.7,,,62
2018-02-12T06:31:04.233Z,,,54,34.7,,,
2018-02-12T06:31:09.147Z,,,54,34.8,,,
2018-02-12T06:31:19.142Z,,,54,34.8,,,
2018-02-12T06:31:29.142Z,,,54,34.9,,,62.1
2018-02-12T06:31:39.143Z,,,54,34.9,,30,
2018-02-12T06:31:49.215Z,,,54,35.1,,,
2018-02-12T06:31:59.143Z,,,54,35.1,,29,62.2
2018-02-12T06:32:09.142Z,,,54,35.2,,,
2018-02-12T06:32:19.159Z,,,54,35.2,,30,62.4
2018-02-12T06:32:29.459Z,,,54,35.2,,,62.5
2018-02-12T06:32:39.143Z,,,54,35.3,,29,
2018-02-12T06:32:49.337Z,,,54,35.3,,30,62.6
2018-02-12T06:32:59.150Z,,,54,35.3,,,
2018-02-12T06:33:09.143Z,,,54,35.4,,29,62.7
2018-02-12T06:33:19.144Z,,,54,35.4,,30,62.8
2018-02-12T06:33:29.157Z,,,54,35.4,,,
2018-02-12T06:33:39.145Z,0,62,54,35.5,2,29,62.9
2018-02-12T06:33:49.149Z,,,54,35.5,,30,63.1
2018-02-12T06:33:59.143Z,,,54,35.6,,,
2018-02-12T06:34:09.143Z,,,54,35.6,,29,
2018-02-12T06:34:19.210Z,,,54,35.6,,,63.2
2018-02-12T06:34:29.235Z,,,54,35.6,,,
2018-02-12T06:34:39.144Z,,,54,35.6,,,
2018-02-12T06:34:49.143Z,,,54,35.7,,,63.3
2018-02-12T06:34:59.163Z,,,54,35.7,,,63.4
2018-02-12T06:35:09.144Z,,,54,35.7,,,
2018-02-12T06:35:19.201Z,,,54,35.8,,,63.5
2018-02-12T06:35:29.248Z,,,54,35.8,,,
2018-02-12T06:35:39.171Z,,,54,35.8,,,63.6
2018-02-12T06:35:49.143Z,,,54,35.8,,30,
2018-02-12T06:35:59.171Z,,,54,35.9,,,63.8
2018-02-12T06:36:09.227Z,,,54,35.9,,29,
2018-02-12T06:36:19.191Z,,,54,35.9,,30,63.9
2018-02-12T06:36:29.143Z,,,54,35.9,,29,
2018-02-12T06:36:39.145Z,,,54,36,,30,64
2018-02-12T06:36:49.143Z,,,54,36,,29,
2018-02-12T06:36:59.143Z,,,54,36,,,
2018-02-12T06:37:09.144Z,,,54,36,,30,64.1
2018-02-12T06:37:19.148Z,,,54,36,,29,
2018-02-12T06:37:29.143Z,,,54,36,,30,64.2
2018-02-12T06:37:39.144Z,,,54,36,,29,
2018-02-12T06:37:49.148Z,,,54,36.1,,,64.4
2018-02-12T06:37:59.143Z,,,54,36.1,,30,
2018-02-12T06:38:09.230Z,,,54,36.1,,29,
2018-02-12T06:38:19.234Z,,,54,36.1,,30,64.5
2018-02-12T06:38:29.166Z,,,54,36.1,,,
2018-02-12T06:38:39.143Z,,,54,36.1,,,
2018-02-12T06:38:49.145Z,,,54,36.2,,29,64.6
2018-02-12T06:38:59.155Z,,,54,36.2,,,
2018-02-12T06:39:09.144Z,,,54,36.2,,30,64.7
2018-02-12T06:39:19.145Z,,,54,36.2,,,
2018-02-12T06:39:29.147Z,,,54,36.2,,29,
2018-02-12T06:39:39.144Z,,,54,36.2,,30,64.8
2018-02-12T06:39:49.145Z,,,54,36.2,,,
2018-02-12T06:39:59.146Z,,,54,36.3,,29,64.9
2018-02-12T06:40:09.175Z,,,54,36.3,,30,
2018-02-12T06:40:19.178Z,,,54,36.3,,29,65.1
2018-02-12T06:40:29.177Z,,,54,36.3,,,
2018-02-12T06:40:39.150Z,,,54,36.3,,,
2018-02-12T06:40:49.155Z,,,54,36.3,,30,65.2
2018-02-12T06:40:59.156Z,,,54,36.3,,,
2018-02-12T06:41:09.148Z,,,54,36.4,,,
2018-02-12T06:41:19.160Z,,,54,36.4,,29,65.3
2018-02-12T06:41:29.149Z,,,54,36.4,,,
2018-02-12T06:41:39.388Z,,,54,36.4,,,
2018-02-12T06:41:49.184Z,,,54,36.4,,,65.4
2018-02-12T06:41:59.159Z,,,54,36.4,,,
2018-02-12T06:42:09.192Z,,,54,36.4,,30,65.5
2018-02-12T06:42:19.175Z,,,54,36.4,,29,
2018-02-12T06:42:29.146Z,,,54,36.4,,30,
2018-02-12T06:42:39.177Z,,,54,36.4,,29,
2018-02-12T06:42:49.145Z,,,54,36.4,,,65.6
2018-02-12T06:42:59.225Z,,,54,36.4,,30,
2018-02-12T06:43:09.167Z,,,54,36.4,,29,
2018-02-12T06:43:19.147Z,,,54,36.5,,,65.8
2018-02-12T06:43:29.152Z,,,54,36.5,,30,
2018-02-12T06:43:39.163Z,,,54,36.5,,,
2018-02-12T06:43:49.147Z,,,54,36.5,,,65.9
2018-02-12T06:43:59.148Z,,,54,36.5,,,
2018-02-12T06:44:09.211Z,0,,54,36.5,2,0,
2018-02-12T06:44:19.179Z,,,54,36.5,,,62.8
2018-02-12T06:44:29.145Z,,,54,36.5,,,61.8
2018-02-12T06:44:39.197Z,,,54,36.5,,,60.9
2018-02-12T06:44:49.146Z,,,54,36.5,,,60.7
2018-02-12T06:44:59.165Z,,,54,36.5,,,60.6
2018-02-12T06:45:09.150Z,,,54,36.5,,,60.5
2018-02-12T06:45:19.160Z,,,54,36.5,,,60.4
2018-02-12T06:45:29.164Z,,,54,36.5,,,60.2
2018-02-12T06:45:39.157Z,,,54,36.5,,,60
2018-02-12T06:45:49.147Z,,,54,36.5,,,59.9
2018-02-12T06:45:59.151Z,,,54,36.5,,,59.6
2018-02-12T06:46:09.147Z,,,54,36.5,,,59.4
2018-02-12T06:46:19.418Z,,,54,36.5,,,58.9
2018-02-12T06:46:29.198Z,,,54,36.5,,,58.8
2018-02-12T06:46:39.145Z,,,54,36.5,,,58.5
2018-02-12T06:46:49.144Z,,,54,36.4,,,58.3
2018-02-12T06:46:59.145Z,,,54,36.5,,,57.9
2018-02-12T06:47:09.144Z,,,54,36.4,,,57.8
2018-02-12T06:47:19.154Z,,,54,36.4,,,57.4
2018-02-12T06:47:29.145Z,,,54,36.4,,,57.2
2018-02-12T06:47:39.145Z,,,54,36.4,,,56.9
2018-02-12T06:47:49.145Z,,,54,36.4,,,56.8
2018-02-12T06:47:59.145Z,,,54,36.4,,,56.6
2018-02-12T06:48:09.145Z,,,54,36.4,,,56.4
2018-02-12T06:48:19.167Z,,,54,36.4,,,56.2
2018-02-12T06:48:29.145Z,0,,54,36.4,2,45,56.3
2018-02-12T06:48:39.157Z,,,54,36.4,,36,60
2018-02-12T06:48:49.145Z,,,54,36.4,,29,60.6
2018-02-12T06:48:59.145Z,,,54,36.3,,,60.5
2018-02-12T06:49:09.144Z,,,54,36.3,,,60.2
2018-02-12T06:49:19.148Z,,,54,36.3,,,60.1
2018-02-12T06:49:29.145Z,1,0,54,54,0,29,60.7
2018-02-12T06:49:39.161Z,,,54,52.4,,83,59.1
2018-02-12T06:49:49.145Z,,,54,54.1,,,58.6
2018-02-12T06:49:59.146Z,,,54,53.6,,75,57.8
2018-02-12T06:50:09.145Z,,,54,52.9,,85,57.1
2018-02-12T06:50:19.196Z,,,54,53.3,,83,57.3
2018-02-12T06:50:29.154Z,,,54,53.6,,84,57.6
2018-02-12T06:50:39.145Z,,,54,53.9,,85,57.7
2018-02-12T06:50:49.148Z,,,54,53.9,,84,57.8
2018-02-12T06:50:59.146Z,,,54,53.9,,85,58
2018-02-12T06:51:09.146Z,,,54,54,,87,
2018-02-12T06:51:19.167Z,,,54,54.1,,85,58.1
2018-02-12T06:51:29.146Z,,,54,54,,86,
2018-02-12T06:51:39.146Z,,,54,54.1,,,
2018-02-12T06:51:49.192Z,,,54,54.3,,83,
2018-02-12T06:51:59.149Z,,,54,54.4,,75,57.8
2018-02-12T06:52:09.148Z,,,54,54,,78,57.3
2018-02-12T06:52:19.152Z,,,54,53.8,,79,57.1
2018-02-12T06:52:29.146Z,,,54,53.7,,80,56.9
2018-02-12T06:52:39.145Z,,,54,53.4,,85,56.8
2018-02-12T06:52:49.147Z,,,54,53.5,,85,57.1
2018-02-12T06:52:59.153Z,,,54,53.9,,,57.4
2018-02-12T06:53:09.146Z,,,54,54.1,,84,57.6
2018-02-12T06:53:19.165Z,,,54,54.1,,85,
2018-02-12T06:53:29.150Z,,,54,54.2,,84,57.7
2018-02-12T06:53:39.146Z,,,54,54,,87,57.6
2018-02-12T06:53:49.146Z,0,,54,53.9,0,0,57.3
2018-02-12T06:53:59.178Z,,,54,53.7,,,55.9
2018-02-12T06:54:09.146Z,,,54,53.4,,,
2018-02-12T06:54:19.149Z,,,54,53.1,,,
2018-02-12T06:54:29.146Z,,,54,52.9,,,55.7
2018-02-12T06:54:39.218Z,,,54,52.6,,,
2018-02-12T06:54:49.162Z,0,62,54,52.4,2,,55.6
2018-02-12T06:54:59.149Z,0,,54,52.2,2,42,58.4
2018-02-12T06:55:09.250Z,,,54,52,,35,60.4
2018-02-12T06:55:19.146Z,,,54,51.7,,30,59.9
2018-02-12T06:55:29.147Z,,,54,51.5,,29,58.9
2018-02-12T06:55:39.153Z,,,54,51.3,,30,57.8
2018-02-12T06:55:49.146Z,,,54,51.1,,29,56.8
2018-02-12T06:55:59.147Z,,,54,50.9,,29,55.5
2018-02-12T06:56:09.151Z,,,54,50.7,,,55.1
2018-02-12T06:56:19.148Z,,,54,50.5,,30,55.3
2018-02-12T06:56:29.147Z,,,54,50.3,,,55.4
2018-02-12T06:56:39.146Z,,,54,50.1,,,55.6
2018-02-12T06:56:49.150Z,,,54,49.9,,31,56
2018-02-12T06:56:59.146Z,,,54,49.7,,32,56.2
2018-02-12T06:57:09.146Z,,,54,49.4,,35,57
2018-02-12T06:57:19.146Z,,,54,49.2,,,57.1
2018-02-12T06:57:29.148Z,,,54,49.1,,37,57.6
2018-02-12T06:57:39.146Z,,,54,48.9,,38,58
2018-02-12T06:57:49.164Z,,,54,48.7,,39,58.4
2018-02-12T06:57:59.185Z,,,54,48.6,,40,58.8
2018-02-12T06:58:09.154Z,,,54,48.4,,41,59
2018-02-12T06:58:19.147Z,,,54,48.2,,42,59.3
2018-02-12T06:58:29.147Z,,,54,48.1,,,59.6
2018-02-12T06:58:39.180Z,,,54,47.9,,43,59.7
2018-02-12T06:58:49.147Z,,,54,47.8,,,60
2018-02-12T06:58:59.185Z,,,54,47.6,,44,60.1
2018-02-12T06:59:09.161Z,,,54,47.5,,,60.4
2018-02-12T06:59:19.153Z,,,54,47.3,,,60.6
2018-02-12T06:59:29.150Z,,,54,47.2,,45,60.8
2018-02-12T06:59:39.150Z,,,54,47,,,61.1
2018-02-12T06:59:49.148Z,,,54,46.9,,44,61.3
