Time,HwTSet,HwActive,PrimTSet,ChActive,PrimT,ActPow,HwTOutlet
2017-11-02T04:46:42.121Z,0,,,,,,34
2017-11-02T04:46:52.120Z,0,,,,,,34
2017-11-02T04:47:02.118Z,0,,,,,,34
2017-11-02T04:47:12.115Z,0,,,,,,33.9
2017-11-02T04:47:22.115Z,0,,,,52.1,,33.9
2017-11-02T04:47:32.114Z,0,,,,,,33.9
2017-11-02T04:47:42.126Z,0,,,,,,33.9
2017-11-02T04:47:52.115Z,0,,,,,,33.9
2017-11-02T04:48:02.115Z,0,,,,52,,33.8
2017-11-02T04:48:12.115Z,0,,,,,,33.8
2017-11-02T04:48:22.115Z,0,,,,,,33.8
2017-11-02T04:48:32.115Z,0,,,,,,33.8
2017-11-02T04:48:42.117Z,0,,,,51.9,,33.7
2017-11-02T04:48:52.115Z,0,,,,51.9,,33.7
2017-11-02T04:49:02.115Z,0,,,,,,33.7
2017-11-02T04:49:12.115Z,0,,,,,,33.7
2017-11-02T04:49:22.115Z,0,,,,,,33.7
2017-11-02T04:49:32.116Z,0,,,,51.8,,33.6
2017-11-02T04:49:42.116Z,0,0,59,2,,,33.6
2017-11-02T04:49:52.136Z,0,0,5,0,56.2,0,33.6
2017-11-02T04:50:02.116Z,0,,,,52.8,,33.6
2017-11-02T04:50:12.116Z,0,0,59,2,50.5,,33.6
2017-11-02T04:50:22.132Z,0,,,,56.2,36,33.5
2017-11-02T04:50:32.117Z,0,,,,59,30,33.5
2017-11-02T04:50:42.117Z,0,,,,56.7,29,33.5
2017-11-02T04:50:52.117Z,0,,,,56.5,30,33.5
2017-11-02T04:51:02.120Z,0,,,,55.9,29,33.4
2017-11-02T04:51:12.118Z,0,,,,55.4,,33.4
2017-11-02T04:51:22.135Z,0,,,,54.9,30,33.4
2017-11-02T04:51:32.118Z,0,,,,54.5,29,33.4
2017-11-02T04:51:42.118Z,0,,,,54.7,,33.4
2017-11-02T04:51:52.117Z,0,,,,54.5,30,33.4
2017-11-02T04:52:02.130Z,0,,,,54.4,,33.3
2017-11-02T04:52:12.120Z,0,,,,,31,33.3
2017-11-02T04:52:22.115Z,0,,,,55,33,33.3
2017-11-02T04:52:37.141Z,0,,,,55.2,,33.3
2017-11-02T04:52:42.119Z,0,,,,56,34,33.3
2017-11-02T04:52:52.285Z,0,,,,56.4,35,33.3
2017-11-02T04:53:02.127Z,0,,,,57.1,,33.3
2017-11-02T04:53:12.116Z,0,,,,57.3,36,33.3
2017-11-02T04:53:22.119Z,0,,,,58,,33.3
2017-11-02T04:53:32.119Z,0,,,,58.1,,33.3
2017-11-02T04:53:42.116Z,0,,,,58.3,,33.2
2017-11-02T04:53:52.116Z,0,,,,58.8,,33.2
2017-11-02T04:54:02.119Z,0,,,,59,,33.2
2017-11-02T04:54:12.118Z,0,,,,,,33.2
2017-11-02T04:54:22.123Z,0,,,,59.3,35,33.2
2017-11-02T04:54:32.123Z,0,,,,59.5,32,33.2
2017-11-02T04:54:42.124Z,0,,,,58.9,30,33.2
2017-11-02T04:54:52.127Z,0,0,59,2,58.7,30,33.2
2017-11-02T04:55:02.118Z,0,,,,58.9,,33.2
2017-11-02T04:55:12.116Z,0,,,,59,,33.2
2017-11-02T04:55:22.116Z,0,,,,59.1,,33.2
2017-11-02T04:55:32.117Z,0,,,,59.5,29,33.2
2017-11-02T04:55:42.117Z,0,,,,59.7,30,33.2
2017-11-02T04:55:52.116Z,0,,,,60,30,33.2
2017-11-02T04:56:02.116Z,0,,,,60.1,,33.2
2017-11-02T04:56:12.116Z,0,,,,60.5,,33.2
2017-11-02T04:56:27.207Z,0,,,,,29,33.2
2017-11-02T04:56:32.120Z,0,,,,60.6,,33.2
2017-11-02T04:56:42.131Z,0,,,,60.7,30,33.2
2017-11-02T04:56:52.116Z,0,,,,,29,33.2
2017-11-02T04:57:02.117Z,0,,,,60.8,30,33.2
2017-11-02T04:57:12.121Z,0,,,,60.9,29,33.2
2017-11-02T04:57:22.117Z,0,,,,61.1,30,33.2
2017-11-02T04:57:32.128Z,0,,,,,29,33.2
2017-11-02T04:57:42.117Z,0,,,,61.2,30,33.2
2017-11-02T04:57:52.117Z,0,,,,61.3,,33.2
2017-11-02T04:58:02.119Z,0,,,,61.4,,33.2
2017-11-02T04:58:12.118Z,0,,,,61.5,,33.2
2017-11-02T04:58:22.116Z,0,,,,61.6,29,33.2
2017-11-02T04:58:32.117Z,0,,,,61.8,,33.2
2017-11-02T04:58:42.117Z,0,,,,62,30,33.3
2017-11-02T04:58:52.117Z,0,,,,,30,33.3
2017-11-02T04:59:02.118Z,0,,,,62.1,,33.3
2017-11-02T04:59:12.120Z,0,,,,62.2,29,33.3
2017-11-02T04:59:22.117Z,0,,,,62.4,,33.3
2017-11-02T04:59:32.117Z,0,,,,62.5,30,33.3
2017-11-02T04:59:42.121Z,0,,,,62.6,,33.3
2017-11-02T04:59:52.120Z,0,,,,62.7,,33.3
2017-11-02T05:00:02.117Z,0,,,,62.8,,33.3
2017-11-02T05:00:12.117Z,0,0,,2,62.9,0,33.3
2017-11-02T05:00:22.117Z,0,,60,,58.9,,33.3
2017-11-02T05:00:32.123Z,0,,,,57.7,,33.3
2017-11-02T05:00:42.117Z,0,,,,56.6,,33.3
2017-11-02T05:00:52.132Z,0,,,,56.2,,33.3
2017-11-02T05:01:02.117Z,0,,59,,55.9,,33.3
2017-11-02T05:01:12.131Z,0,,,,,,33.3
2017-11-02T05:01:22.118Z,0,,60,,56,,33.4
2017-11-02T05:01:32.117Z,0,,,,,,33.4
2017-11-02T05:01:42.117Z,0,,,,,,33.4
2017-11-02T05:01:52.117Z,0,,,,,,33.4
2017-11-02T05:02:02.134Z,0,,,,55.9,,33.4
2017-11-02T05:02:12.117Z,0,,,,55.6,,33.4
2017-11-02T05:02:22.126Z,0,,,,54.9,,33.4
2017-11-02T05:02:32.120Z,0,,,,54.8,,33.4
2017-11-02T05:02:42.118Z,0,,,,54.4,,33.4
2017-11-02T05:02:52.117Z,0,0,,2,53.9,,33.4
2017-11-02T05:03:02.152Z,0,,,,59.3,35,33.4
2017-11-02T05:03:12.145Z,0,,,,60.2,31,33.4
2017-11-02T05:03:22.134Z,0,,,,61.1,29,33.4
2017-11-02T05:03:32.117Z,0,,,,61.4,,33.5
2017-11-02T05:03:42.117Z,0,,,,61.6,,33.5
2017-11-02T05:03:52.120Z,0,,,,61.8,,33.5
2017-11-02T05:04:02.127Z,0,,,,,30,33.5
2017-11-02T05:04:12.117Z,0,,,,61.6,29,33.5
2017-11-02T05:04:22.217Z,0,,,,61.5,30,33.5
2017-11-02T05:04:32.178Z,0,,,,61.4,29,33.5
2017-11-02T05:04:42.267Z,0,,,,61.3,,33.5
2017-11-02T05:04:52.205Z,0,,,,61.4,,33.5
2017-11-02T05:05:02.119Z,0,,,,61.8,30,33.5
2017-11-02T05:05:12.117Z,0,,,,62,29,33.5
2017-11-02T05:05:22.117Z,0,,,,62.4,,33.5
2017-11-02T05:05:32.118Z,0,,,,62.6,30,33.5
2017-11-02T05:05:42.119Z,0,,,,62.8,,33.5
2017-11-02T05:05:52.118Z,0,,,,63.1,,33.6
2017-11-02T05:06:02.119Z,0,,,,63.2,29,33.6
2017-11-02T05:06:12.118Z,0,,,,63.3,,33.6
2017-11-02T05:06:22.118Z,0,,,,63.4,30,33.6
2017-11-02T05:06:32.303Z,0,,,,63.5,,33.6
2017-11-02T05:06:42.118Z,0,,,,63.6,,33.6
2017-11-02T05:06:52.118Z,0,,,,63.8,29,33.6
2017-11-02T05:07:02.118Z,0,0,,2,64,0,33.6
2017-11-02T05:07:12.118Z,0,,,,59.8,,33.6
2017-11-02T05:07:22.118Z,0,,,,58.7,,33.6
2017-11-02T05:07:32.123Z,0,,,,57.1,,33.6
2017-11-02T05:07:42.118Z,0,,,,56.8,,33.6
2017-11-02T05:07:52.124Z,0,,59,,56.5,,33.7
2017-11-02T05:08:02.117Z,0,,60,,56.3,,33.7
2017-11-02T05:08:12.178Z,0,,,,,,33.7
2017-11-02T05:08:22.137Z,0,,,,56.4,,33.7
2017-11-02T05:08:32.118Z,0,,,,,,33.7
2017-11-02T05:08:42.118Z,0,,,,56.5,,33.7
2017-11-02T05:08:52.119Z,0,,,,,,33.7
2017-11-02T05:09:02.121Z,0,,,,56.4,,33.7
2017-11-02T05:09:12.118Z,0,,,,55.9,,33.7
2017-11-02T05:09:22.118Z,0,,,,55.5,,33.7
2017-11-02T05:09:32.124Z,0,,,,55,,33.7
2017-11-02T05:09:42.136Z,0,,,,54.8,,33.7
2017-11-02T05:09:52.119Z,0,,,,54.5,,33.7
2017-11-02T05:10:02.118Z,0,,59,,54.3,,33.7
2017-11-02T05:10:12.120Z,0,,,,54.1,,33.7
2017-11-02T05:10:22.118Z,0,,60,,54,,33.8
2017-11-02T05:10:32.120Z,0,0,,2,57.4,40,33.8
2017-11-02T05:10:42.119Z,0,,,,61.2,29,33.7
2017-11-02T05:10:52.149Z,0,,,,61.5,30,33.7
2017-11-02T05:11:02.119Z,0,,,,62,30,33.8
2017-11-02T05:11:12.120Z,0,,,,,29,33.8
2017-11-02T05:11:22.120Z,0,,,,61.9,,33.8
2017-11-02T05:11:32.118Z,0,,,,,30,33.8
2017-11-02T05:11:42.123Z,0,,,,61.9,30,33.8
2017-11-02T05:11:52.119Z,0,,,,61.8,29,33.8
2017-11-02T05:12:02.121Z,0,,,,61.5,,33.8
2017-11-02T05:12:12.121Z,0,,,,61.3,,33.8
2017-11-02T05:12:22.134Z,0,,,,61.6,,33.8
2017-11-02T05:12:32.119Z,0,,59,,62,30,33.8
2017-11-02T05:12:42.119Z,0,,,,62.2,29,33.8
2017-11-02T05:12:52.119Z,0,,,,62.7,30,33.8
2017-11-02T05:13:02.121Z,0,,60,,63.1,29,33.8
2017-11-02T05:13:12.119Z,0,,,,63.3,30,33.8
2017-11-02T05:13:22.119Z,0,,,,63.5,29,33.8
2017-11-02T05:13:32.123Z,0,,,,63.8,30,33.8
2017-11-02T05:13:42.119Z,0,,,,63.9,29,33.8
2017-11-02T05:13:52.123Z,0,0,59,2,63.8,0,33.8
2017-11-02T05:14:02.121Z,0,,,,58.9,,33.8
2017-11-02T05:14:12.119Z,0,,,,57.8,,33.8
2017-11-02T05:14:22.120Z,0,,59,,56.3,,33.8
2017-11-02T05:14:32.121Z,0,,,,55.9,,33.8
2017-11-02T05:14:42.129Z,0,,,,55.4,,33.8
2017-11-02T05:14:52.123Z,0,,,,55.3,,33.8
2017-11-02T05:15:02.121Z,0,,,,,,33.9
2017-11-02T05:15:12.120Z,0,,,,55.4,,33.9
2017-11-02T05:15:22.120Z,0,,,,55.5,,33.9
2017-11-02T05:15:32.121Z,0,,,,55.6,,33.9
2017-11-02T05:15:42.121Z,0,,,,55.7,,33.9
2017-11-02T05:15:52.120Z,0,,,,55.6,,33.9
2017-11-02T05:16:02.125Z,0,,,,55.4,,33.9
2017-11-02T05:16:12.120Z,0,,,,54.9,,33.9
2017-11-02T05:16:22.129Z,0,,,,54.6,,33.9
2017-11-02T05:16:32.120Z,0,,,,53.9,,33.9
2017-11-02T05:16:42.121Z,0,,,,53.8,,33.9
2017-11-02T05:16:52.126Z,0,,,,53.6,,33.9
2017-11-02T05:17:02.120Z,0,,,,53.5,,33.9
2017-11-02T05:17:12.123Z,0,,,,53.4,,33.9
2017-11-02T05:17:22.141Z,0,,,,53.3,,33.9
2017-11-02T05:17:32.122Z,0,,,,,,33.9
2017-11-02T05:17:42.120Z,0,,,,53.2,,33.9
2017-11-02T05:17:52.120Z,0,,,,53.1,,33.9
2017-11-02T05:18:02.120Z,0,,,,52.9,,33.9
2017-11-02T05:18:12.121Z,0,0,,2,57.2,38,33.9
2017-11-02T05:18:22.130Z,0,,,,60.1,29,33.9
2017-11-02T05:18:32.126Z,0,,,,61.1,29,33.9
2017-11-02T05:18:42.120Z,0,,,,61.2,30,33.9
2017-11-02T05:18:52.129Z,0,,,,61.4,29,33.9
2017-11-02T05:19:02.120Z,0,,,,61.5,30,33.9
2017-11-02T05:19:12.120Z,0,,,,,29,33.9
2017-11-02T05:19:22.131Z,0,,,,,30,33.9
2017-11-02T05:19:32.121Z,0,,,,,,33.9
2017-11-02T05:19:42.229Z,0,,,,61.4,29,33.9
2017-11-02T05:19:52.211Z,0,,,,,30,33.9
2017-11-02T05:20:02.263Z,0,,,,61.5,29,33.9
2017-11-02T05:20:12.202Z,0,,,,62,,33.9
2017-11-02T05:20:22.205Z,0,,,,62.1,30,33.9
2017-11-02T05:20:32.387Z,0,,,,62.7,,33.9
2017-11-02T05:20:42.252Z,0,0,,2,60.5,0,33.9
2017-11-02T05:20:52.222Z,0,,,,57.9,,33.9
2017-11-02T05:21:02.197Z,0,,,,55.9,,33.9
2017-11-02T05:21:12.185Z,0,,,,55.4,,33.9
2017-11-02T05:21:22.216Z,0,,,,54.8,,33.9
2017-11-02T05:21:32.222Z,0,,,,54.5,,33.9
2017-11-02T05:21:42.260Z,0,,,,54.3,,33.9
2017-11-02T05:21:52.132Z,0,,,,,,33.9
2017-11-02T05:22:02.132Z,0,,,,,,33.9
2017-11-02T05:22:12.287Z,0,,,,54.4,,33.9
2017-11-02T05:22:22.141Z,0,,,,54.5,,34
2017-11-02T05:22:32.124Z,0,,,,54.6,,34
2017-11-02T05:22:42.127Z,0,,,,54.7,,34
2017-11-02T05:22:52.122Z,0,,,,54.5,,34
2017-11-02T05:23:02.121Z,0,,,,53.9,,34
2017-11-02T05:23:12.124Z,0,,,,53.6,,34
2017-11-02T05:23:22.149Z,0,,,,53.2,,34
2017-11-02T05:23:32.123Z,0,0,,2,53,45,34
2017-11-02T05:23:42.123Z,0,,,,59.1,34,34
2017-11-02T05:23:52.121Z,0,,,,61.1,30,34
2017-11-02T05:24:02.122Z,0,,,,61.4,29,34
2017-11-02T05:24:12.122Z,0,,,,62,30,34
2017-11-02T05:24:22.121Z,0,,,,62.5,29,34
2017-11-02T05:24:32.122Z,0,,,,62.7,30,34
2017-11-02T05:24:42.145Z,0,,,,62.9,29,34
2017-11-02T05:24:52.122Z,0,,,,,30,34
2017-11-02T05:25:02.123Z,0,,,,62.8,29,34
2017-11-02T05:25:12.121Z,0,,,,62.7,,34
2017-11-02T05:25:22.154Z,0,,,,62.5,30,34
2017-11-02T05:25:32.122Z,0,,,,,,34
2017-11-02T05:25:42.124Z,0,,,,62.6,,34
2017-11-02T05:25:52.123Z,0,0,,2,62.9,0,34
2017-11-02T05:26:02.123Z,0,,,,58.8,,34
2017-11-02T05:26:12.122Z,0,,,,56.9,,34
2017-11-02T05:26:22.127Z,0,,,,55.9,,34
2017-11-02T05:26:32.126Z,0,,,,55.4,,34
2017-11-02T05:26:42.122Z,0,,,,54.9,,34
2017-11-02T05:26:52.122Z,0,,,,,,34
2017-11-02T05:27:02.123Z,0,,,,,,34
2017-11-02T05:27:12.122Z,0,,,,,,34
2017-11-02T05:27:22.141Z,0,,,,,,34
2017-11-02T05:27:32.122Z,0,,,,55,,34
2017-11-02T05:27:42.122Z,0,,,,,,34
2017-11-02T05:27:52.122Z,0,,,,55.1,,34
2017-11-02T05:28:02.123Z,0,,,,54.9,,34
2017-11-02T05:28:12.122Z,0,,,,54.7,,34
2017-11-02T05:28:22.133Z,0,,,,54.3,,34
2017-11-02T05:28:32.122Z,0,,,,53.8,,34
2017-11-02T05:28:42.122Z,0,,,,53.5,,34
2017-11-02T05:28:52.122Z,0,,,,53.2,,34
2017-11-02T05:29:02.122Z,0,,,,53,,34
2017-11-02T05:29:12.122Z,0,0,,2,54,44,34
2017-11-02T05:29:22.123Z,0,,,,60.1,33,34
2017-11-02T05:29:32.124Z,0,,,,61.4,29,34
2017-11-02T05:29:42.122Z,0,,,,62.1,30,34
2017-11-02T05:29:52.126Z,0,,,,62.7,29,34
2017-11-02T05:30:02.126Z,0,,,,62.9,,34
2017-11-02T05:30:12.123Z,0,0,,2,60.9,0,34
2017-11-02T05:30:22.139Z,0,,,,56.8,,34
2017-11-02T05:30:32.122Z,0,,,,54.9,,34
2017-11-02T05:30:42.123Z,0,,,,53.7,,34
2017-11-02T05:30:52.128Z,0,,,,52.8,,34
2017-11-02T05:31:02.139Z,0,,,,51.9,,34
2017-11-02T05:31:12.155Z,0,,,,51.8,,34
2017-11-02T05:31:22.360Z,0,,,,52,,34
2017-11-02T05:31:32.123Z,0,,,,52.1,,34
2017-11-02T05:31:42.125Z,0,,,,52.6,,34
2017-11-02T05:31:52.125Z,0,,,,53,,34
2017-11-02T05:32:02.134Z,0,,,,53.3,,34
2017-11-02T05:32:12.123Z,0,,,,53.5,,33.9
2017-11-02T05:32:22.126Z,0,,,,53.4,,34
2017-11-02T05:32:32.123Z,0,,,,52.9,,34
2017-11-02T05:32:42.126Z,0,,,,52.3,,34
2017-11-02T05:32:52.123Z,0,,,,51.7,,34
2017-11-02T05:33:02.124Z,0,,,,51.2,,33.9
2017-11-02T05:33:12.123Z,0,,,,50.9,,33.9
2017-11-02T05:33:22.146Z,0,,,,50.6,,33.9
2017-11-02T05:33:32.127Z,0,,,,50.5,,33.9
2017-11-02T05:33:42.144Z,0,,,,,,33.9
2017-11-02T05:33:52.133Z,0,,,,,,33.9
2017-11-02T05:34:02.126Z,0,,,,50.6,,33.9
2017-11-02T05:34:12.126Z,0,0,,2,51,44,33.9
2017-11-02T05:34:22.130Z,0,,,,58.3,32,33.9
2017-11-02T05:34:32.176Z,0,,,,60,30,33.9
2017-11-02T05:34:42.143Z,0,,,,60.1,,33.9
2017-11-02T05:34:52.140Z,0,,,,60.6,,33.9
2017-11-02T05:35:02.133Z,0,,,,60.5,,33.9
2017-11-02T05:35:12.146Z,0,,,,60.4,,33.9
2017-11-02T05:35:22.124Z,0,,,,60.2,,33.9
2017-11-02T05:35:32.140Z,0,,,,60.1,29,33.8
2017-11-02T05:35:42.123Z,0,,,,60,,33.8
2017-11-02T05:35:52.133Z,0,,,,,29,33.8
2017-11-02T05:36:07.225Z,0,,,,60,29,33.8
2017-11-02T05:36:12.123Z,0,,,,,30,33.8
2017-11-02T05:36:22.147Z,0,,,,60.5,,33.8
2017-11-02T05:36:32.144Z,0,,,,61.1,30,33.8
2017-11-02T05:36:42.125Z,0,,,,62,30,33.8
2017-11-02T05:36:52.124Z,0,,,,62.2,29,33.8
2017-11-02T05:37:02.123Z,0,,,,62.7,,33.8
2017-11-02T05:37:12.128Z,0,0,,2,62.8,0,33.8
2017-11-02T05:37:22.132Z,0,,,,57.9,,33.8
2017-11-02T05:37:32.133Z,0,,,,55.9,,33.8
2017-11-02T05:37:42.126Z,0,,,,54.9,,33.8
2017-11-02T05:37:52.237Z,0,,,,53.9,,33.8
2017-11-02T05:38:02.223Z,0,,,,53.7,,33.8
2017-11-02T05:38:12.164Z,0,,,,53.5,,33.8
2017-11-02T05:38:22.131Z,0,,,,,,33.8
2017-11-02T05:38:32.132Z,0,,,,53.6,,33.8
2017-11-02T05:38:42.137Z,0,,,,53.7,,33.8
2017-11-02T05:38:52.136Z,0,,,,54,,33.8
2017-11-02T05:39:02.124Z,0,,,,54.1,,33.8
2017-11-02T05:39:12.132Z,0,,,,54.4,,33.8
2017-11-02T05:39:22.124Z,0,,,,,,33.8
2017-11-02T05:39:32.130Z,0,,,,53.9,,33.8
2017-11-02T05:39:42.130Z,0,,,,53.6,,33.8
2017-11-02T05:39:52.136Z,0,,,,52.9,,33.8
2017-11-02T05:40:02.150Z,0,0,,2,55.4,42,33.8
2017-11-02T05:40:12.129Z,0,,,,60.1,30,33.8
2017-11-02T05:40:22.133Z,0,,,,61.1,29,33.8
2017-11-02T05:40:32.134Z,0,,,,61.5,,33.8
2017-11-02T05:40:42.130Z,0,,,,62,30,33.8
2017-11-02T05:40:52.150Z,0,,,,62.4,,33.8
2017-11-02T05:41:02.148Z,0,,,,62.6,,33.8
2017-11-02T05:41:12.130Z,0,,,,62.8,29,33.8
2017-11-02T05:41:22.128Z,0,,,,,30,33.8
2017-11-02T05:41:32.128Z,0,,,,,,33.8
2017-11-02T05:41:42.130Z,0,,,,62.6,29,33.8
2017-11-02T05:41:52.131Z,0,,,,62.5,30,33.8
2017-11-02T05:42:02.128Z,0,,,,,,33.8
2017-11-02T05:42:12.129Z,0,,,,62.8,29,33.8
2017-11-02T05:42:22.136Z,0,0,,2,60.6,0,33.8
2017-11-02T05:42:32.131Z,0,,,,57.8,,33.8
2017-11-02T05:42:42.127Z,0,,,,56.5,,33.8
2017-11-02T05:42:52.127Z,0,,,,55.4,,33.8
2017-11-02T05:43:02.133Z,0,,,,54.9,,33.8
2017-11-02T05:43:12.132Z,0,,,,54.8,,33.8
2017-11-02T05:43:22.132Z,0,,,,,,33.8
2017-11-02T05:43:32.126Z,0,,,,,,33.8
2017-11-02T05:43:42.127Z,0,,,,,,33.8
2017-11-02T05:43:52.125Z,0,,,,,,33.8
2017-11-02T05:44:02.128Z,0,,,,55,,33.8
2017-11-02T05:44:12.125Z,0,,,,,,33.8
2017-11-02T05:44:22.127Z,0,,,,54.9,,33.8
2017-11-02T05:44:32.126Z,0,,,,54.8,,33.8
2017-11-02T05:44:42.126Z,0,,,,54.4,,33.8
2017-11-02T05:44:52.125Z,0,,,,53.9,,33.8
2017-11-02T05:45:02.131Z,0,,,,53.5,,33.8
2017-11-02T05:45:12.125Z,0,,,,53.2,,33.8
2017-11-02T05:45:22.125Z,0,,,,52.9,,33.9
2017-11-02T05:45:32.132Z,0,0,,2,57.2,38,33.9
2017-11-02T05:45:42.126Z,0,,,,61.1,30,33.8
2017-11-02T05:45:52.127Z,0,,,,62,30,33.9
2017-11-02T05:46:02.131Z,0,,,,62.4,29,33.9
2017-11-02T05:46:12.125Z,0,,,,62.8,,33.9
2017-11-02T05:46:22.125Z,0,0,,2,59.7,0,33.8
2017-11-02T05:46:32.125Z,0,,,,56.9,,33.9
2017-11-02T05:46:42.128Z,0,,,,54.9,,33.9
2017-11-02T05:46:52.125Z,0,,,,53.8,,33.9
2017-11-02T05:47:02.137Z,0,,,,52.9,,33.8
2017-11-02T05:47:12.125Z,0,,,,52.3,,33.9
2017-11-02T05:47:22.125Z,0,,,,51.9,,33.9
2017-11-02T05:47:32.125Z,0,,,,51.8,,33.9
2017-11-02T05:47:42.132Z,0,,,,52,,33.9
2017-11-02T05:47:52.131Z,0,,,,52.3,,33.8
2017-11-02T05:48:02.125Z,0,,,,53,,33.9
2017-11-02T05:48:12.125Z,0,,,,53.2,,33.9
2017-11-02T05:48:22.125Z,0,,,,53.3,,33.8
2017-11-02T05:48:32.126Z,0,,,,53.2,,33.8
2017-11-02T05:48:42.126Z,0,,,,52.9,,33.8
2017-11-02T05:48:52.126Z,0,,,,52.2,,33.8
2017-11-02T05:49:02.126Z,0,,,,51.7,,33.8
2017-11-02T05:49:12.140Z,0,,,,51.2,,33.8
2017-11-02T05:49:22.147Z,0,,,,50.7,,33.8
2017-11-02T05:49:32.130Z,0,,,,50.5,,33.8
2017-11-02T05:49:42.132Z,0,,,,50.4,,33.8
2017-11-02T05:49:52.146Z,0,,,,,,33.8
2017-11-02T05:50:02.128Z,0,,,,,,33.8
2017-11-02T05:50:12.133Z,0,,,,50.5,,33.8
2017-11-02T05:50:22.149Z,0,,,,,,33.8
2017-11-02T05:50:32.148Z,0,0,,2,56,37,33.8
2017-11-02T05:50:42.130Z,0,,,,58.1,30,33.8
2017-11-02T05:50:52.126Z,0,,,,59.3,30,33.8
2017-11-02T05:51:02.126Z,0,,,,60,29,33.8
2017-11-02T05:51:12.131Z,0,,,,60.1,,33.8
2017-11-02T05:51:22.135Z,0,,,,,,33.8
2017-11-02T05:51:32.143Z,0,,,,60,,33.8
2017-11-02T05:51:42.131Z,0,,,,,30,33.8
2017-11-02T05:51:52.137Z,0,,,,59.9,30,33.7
2017-11-02T05:52:02.146Z,0,,,,59.8,29,33.7
2017-11-02T05:52:12.148Z,0,,,,,30,33.8
2017-11-02T05:52:22.126Z,0,,,,,29,33.8
2017-11-02T05:52:32.144Z,0,,,,60,30,33.7
2017-11-02T05:52:42.133Z,0,,,,60.6,,33.7
2017-11-02T05:52:52.126Z,0,,,,61.1,29,33.7
2017-11-02T05:53:02.131Z,0,,,,61.6,,33.7
2017-11-02T05:53:12.126Z,0,,,,62.1,30,33.7
2017-11-02T05:53:22.130Z,0,,,,62.5,,33.7
2017-11-02T05:53:32.127Z,0,,,,62.7,29,33.7
2017-11-02T05:53:42.131Z,0,,,,63.1,,33.7
2017-11-02T05:53:52.138Z,0,0,,2,59.9,0,33.7
2017-11-02T05:54:02.127Z,0,,,,56.9,,33.7
2017-11-02T05:54:12.126Z,0,,,,54.9,,33.7
2017-11-02T05:54:22.128Z,0,,,,53.9,,33.7
2017-11-02T05:54:32.127Z,0,,,,53.7,,33.7
2017-11-02T05:54:42.135Z,0,,,,53.5,,33.7
2017-11-02T05:54:52.127Z,0,0,59,2,53.4,0,33.7
2017-11-02T05:55:02.130Z,0,,,,53.5,,33.7
2017-11-02T05:55:12.126Z,0,,,,53.6,,33.7
2017-11-02T05:55:22.127Z,0,,,,53.7,,33.7
2017-11-02T05:55:32.126Z,0,,,,54,,33.7
2017-11-02T05:55:42.127Z,0,,,,,,33.7
2017-11-02T05:55:52.128Z,0,,,,53.9,,33.8
2017-11-02T05:56:02.127Z,0,,,,53.7,,33.8
2017-11-02T05:56:12.128Z,0,,,,52.9,,33.8
2017-11-02T05:56:22.127Z,0,0,,2,55.1,42,33.8
2017-11-02T05:56:32.136Z,0,,,,59.1,32,33.8
2017-11-02T05:56:42.126Z,0,,,,60.4,29,33.8
2017-11-02T05:56:52.127Z,0,,,,60.6,,33.8
2017-11-02T05:57:02.127Z,0,,,,60.7,30,33.8
2017-11-02T05:57:12.126Z,0,,,,60.9,29,33.8
2017-11-02T05:57:22.130Z,0,,,,61.1,29,33.8
2017-11-02T05:57:32.130Z,0,,,,61.1,30,33.8
2017-11-02T05:57:42.127Z,0,,,,61.1,30,33.8
2017-11-02T05:57:52.127Z,0,,,,60.8,29,33.7
2017-11-02T05:58:02.132Z,0,,,,60.7,30,33.8
2017-11-02T05:58:12.260Z,0,,,,60.6,29,33.8
2017-11-02T05:58:22.235Z,0,,,,60.7,30,33.8
2017-11-02T05:58:32.127Z,0,,,,,29,33.8
2017-11-02T05:58:42.128Z,0,,,,61.2,29,33.8
2017-11-02T05:58:52.127Z,0,,,,61.5,,33.8
2017-11-02T05:59:02.127Z,0,,,,,30,33.8
2017-11-02T05:59:12.128Z,0,,,,61.6,29,33.8
2017-11-02T05:59:22.128Z,0,,,,62,30,33.8
2017-11-02T05:59:32.127Z,0,,,,62.1,,33.8
2017-11-02T05:59:42.127Z,0,,,,62,,33.8
2017-11-02T05:59:52.127Z,0,,,,62.4,29,33.8
2017-11-02T06:00:02.144Z,0,,,,62.2,30,33.8
2017-11-02T06:00:12.127Z,0,,,,,,33.8
2017-11-02T06:00:22.137Z,0,,,,62.5,29,33.8
2017-11-02T06:00:32.131Z,0,,,,62.4,30,33.8
2017-11-02T06:00:42.136Z,0,,,,62.8,,33.8
2017-11-02T06:00:52.128Z,0,,,,62.9,,33.8
2017-11-02T06:01:02.133Z,0,0,,2,61.8,0,33.8
2017-11-02T06:01:12.145Z,0,,,,57.8,,33.8
2017-11-02T06:01:22.136Z,0,,,,56.6,,33.8
2017-11-02T06:01:32.137Z,0,,,,55.3,,33.8
2017-11-02T06:01:42.128Z,0,,,,54.8,,33.8
2017-11-02T06:01:52.128Z,0,,,,54.5,,33.8
2017-11-02T06:02:02.137Z,0,,,,54.4,,33.8
2017-11-02T06:02:12.170Z,0,,,,,,33.8
2017-11-02T06:02:22.136Z,0,,,,,,33.8
2017-11-02T06:02:32.145Z,0,,,,54.5,,33.8
