Time,PrimT,PrimTSet,ChActive,HwActive,HwTSet,ActPow,HwTOutlet
2017-11-20T00:00:08.108Z,,,,,0,,28.6
2017-11-20T00:00:18.101Z,,,,,0,,28.6
2017-11-20T00:00:28.106Z,,,,,0,,28.6
2017-11-20T00:00:38.101Z,,,,,0,,28.5
2017-11-20T00:00:48.100Z,,,,,0,,28.5
2017-11-20T00:00:58.099Z,,,,,0,,28.5
2017-11-20T00:01:08.291Z,,,,,0,,28.5
2017-11-20T00:01:18.112Z,38.1,,,,0,,28.5
2017-11-20T00:01:28.107Z,,,,,0,,28.4
2017-11-20T00:01:38.101Z,,,,,0,,28.4
2017-11-20T00:01:48.107Z,,,,,0,,28.4
2017-11-20T00:01:58.108Z,,,,,0,,28.4
2017-11-20T00:02:08.107Z,,,,,0,,28.3
2017-11-20T00:02:18.111Z,,,,,0,,28.3
2017-11-20T00:02:28.102Z,,,,,0,,28.3
2017-11-20T00:02:38.109Z,,,,,0,,28.3
2017-11-20T00:02:48.107Z,,,,,0,,28.3
2017-11-20T00:02:58.106Z,,,,,0,,28.3
2017-11-20T00:03:08.288Z,,,,,0,,28.1
2017-11-20T00:03:18.107Z,,,,,0,,28.1
2017-11-20T00:03:28.109Z,38,,,,0,,28.1
2017-11-20T00:03:38.104Z,,,,,0,,28
2017-11-20T00:03:48.108Z,,,,,0,,28
2017-11-20T00:03:58.113Z,,,,,0,,28
2017-11-20T00:04:08.134Z,,,,,0,,28
2017-11-20T00:04:18.100Z,,,,,0,,28
2017-11-20T00:04:28.135Z,,,,,0,,28
2017-11-20T00:04:38.134Z,,,,,0,,28
2017-11-20T00:04:48.105Z,,,,,0,,27.9
2017-11-20T00:04:58.102Z,,,,,0,,27.9
2017-11-20T00:05:08.105Z,38,,,,0,,27.9
2017-11-20T00:05:18.114Z,37.9,,,,0,,27.9
2017-11-20T00:05:28.099Z,,,,,0,,27.9
2017-11-20T00:05:38.110Z,,,,,0,,27.8
2017-11-20T00:05:48.101Z,,,,,0,,27.8
2017-11-20T00:05:58.100Z,,,,,0,,27.8
2017-11-20T00:06:08.102Z,,,,,0,,27.8
2017-11-20T00:06:18.100Z,,,,,0,,27.8
2017-11-20T00:06:28.099Z,,,,,0,,27.7
2017-11-20T00:06:38.099Z,,,,,0,,27.7
2017-11-20T00:06:48.103Z,,,,,0,,27.7
2017-11-20T00:06:58.101Z,,,,,0,,27.7
2017-11-20T00:07:08.281Z,37.8,,,,0,,27.7
2017-11-20T00:07:18.101Z,,,,,0,,27.5
2017-11-20T00:07:28.109Z,,,,,0,,27.5
2017-11-20T00:07:38.099Z,,,,,0,,27.5
2017-11-20T00:07:48.109Z,,,,,0,,27.5
2017-11-20T00:07:58.101Z,,,,,0,,27.5
2017-11-20T00:08:08.099Z,,,,,0,,27.5
2017-11-20T00:08:18.101Z,,,,,0,,27.4
2017-11-20T00:08:28.101Z,,,,,0,,27.4
2017-11-20T00:08:38.099Z,,,,,0,,27.4
2017-11-20T00:08:48.110Z,,,,,0,,27.4
2017-11-20T00:08:58.101Z,,,,,0,,27.4
2017-11-20T00:09:08.100Z,,,,,0,,27.4
2017-11-20T00:09:18.103Z,37.7,,,,0,,27.4
2017-11-20T00:09:28.109Z,,,,,0,,27.3
2017-11-20T00:09:38.100Z,,,,,0,,27.3
2017-11-20T00:09:48.108Z,,,,,0,,27.3
2017-11-20T00:09:58.100Z,,,,,0,,27.3
2017-11-20T00:10:08.102Z,,,,,0,,27.2
2017-11-20T00:10:18.103Z,,,,,0,,27.2
2017-11-20T00:10:28.100Z,,,,,0,,27.2
2017-11-20T00:10:38.100Z,,,,,0,,27.2
2017-11-20T00:10:48.100Z,,,,,0,,27.2
2017-11-20T00:10:58.279Z,,,,,0,,27.2
2017-11-20T00:11:08.101Z,,,,,0,,27.1
2017-11-20T00:11:18.109Z,37.6,,,,,,
2017-11-20T00:11:28.101Z,,,,,0,,27.1
2017-11-20T00:11:38.113Z,,,,,0,,27.1
2017-11-20T00:11:48.106Z,,,,,0,,27.1
2017-11-20T00:11:58.101Z,,,,,0,,27.1
2017-11-20T00:12:08.100Z,,,,,0,,27.1
2017-11-20T00:12:18.113Z,,,,,0,,26.9
2017-11-20T00:12:28.106Z,,,,,0,,26.9
2017-11-20T00:12:38.109Z,,,,,0,,26.9
2017-11-20T00:12:48.112Z,,,,,0,,26.9
2017-11-20T00:12:58.100Z,37.5,,,,0,,26.9
2017-11-20T00:13:08.107Z,,,,,0,,26.9
2017-11-20T00:13:18.128Z,,,,,0,,26.9
2017-11-20T00:13:28.102Z,,,,,0,,26.8
2017-11-20T00:13:38.101Z,,,,,0,,26.8
2017-11-20T00:13:48.111Z,,,,,0,,26.8
2017-11-20T00:13:58.103Z,,,,,0,,26.8
2017-11-20T00:14:08.100Z,,,,,0,,26.8
2017-11-20T00:14:18.101Z,,,,,0,,26.8
2017-11-20T00:14:28.100Z,,,,,0,,26.8
2017-11-20T00:14:38.115Z,,,,,0,,26.8
2017-11-20T00:14:48.149Z,,,,,0,,26.7
2017-11-20T00:14:58.100Z,37.4,,,,0,,26.7
2017-11-20T00:15:08.101Z,,,,,0,,26.7
2017-11-20T00:15:18.159Z,,,,,0,,26.7
2017-11-20T00:15:28.111Z,,,,,0,,26.7
2017-11-20T00:15:38.164Z,,,,,0,,26.7
2017-11-20T00:15:48.109Z,,,,,0,,26.7
2017-11-20T00:15:58.127Z,,,,,0,,26.6
2017-11-20T00:16:08.133Z,,,,,0,,26.6
2017-11-20T00:16:18.101Z,,,,,0,,26.6
2017-11-20T00:16:28.114Z,,,,,0,,26.6
2017-11-20T00:16:38.103Z,,,,,0,,26.6
2017-11-20T00:16:48.122Z,37.3,,,,0,,26.6
2017-11-20T00:16:58.101Z,,,,,0,,26.6
2017-11-20T00:17:08.102Z,,,,,0,,26.5
2017-11-20T00:17:18.101Z,,,,,0,,26.5
2017-11-20T00:17:28.102Z,,,,,0,,26.5
2017-11-20T00:17:38.102Z,,,,,0,,26.5
2017-11-20T00:17:48.261Z,,,,,0,,26.5
2017-11-20T00:17:58.101Z,,,,,0,,26.5
2017-11-20T00:18:08.109Z,,,,,0,,26.5
2017-11-20T00:18:28.114Z,,,,,0,,26.5
2017-11-20T00:18:38.104Z,,,,,0,,26.3
2017-11-20T00:18:48.101Z,,,,,0,,26.3
2017-11-20T00:18:58.114Z,,,,,0,,26.3
2017-11-20T00:19:08.107Z,37.2,,,,0,,26.3
2017-11-20T00:19:18.102Z,,,,,0,,26.3
2017-11-20T00:19:28.101Z,,,,,0,,26.3
2017-11-20T00:19:38.103Z,,,,,0,,26.3
2017-11-20T00:19:48.106Z,,,,,0,,26.2
2017-11-20T00:19:58.168Z,,,,,0,,26.2
2017-11-20T00:20:08.101Z,,,,,0,,26.2
2017-11-20T00:20:18.101Z,,,,,0,,26.2
2017-11-20T00:20:28.115Z,,,,,0,,26.2
2017-11-20T00:20:38.103Z,,,,,0,,26.2
2017-11-20T00:20:48.102Z,,,,,0,,26.1
2017-11-20T00:20:58.102Z,,,,,0,,26.1
2017-11-20T00:21:08.102Z,37.1,,,,0,,26.1
2017-11-20T00:21:18.107Z,,,,,0,,26.1
2017-11-20T00:21:28.101Z,,,,,0,,26.1
2017-11-20T00:21:38.102Z,,,,,0,,26.1
2017-11-20T00:21:48.111Z,,,,,0,,26.1
2017-11-20T00:21:58.105Z,,,,,0,,26.1
2017-11-20T00:22:08.102Z,,,,,0,,26.1
2017-11-20T00:22:18.101Z,,,,,0,,26.1
2017-11-20T00:22:28.101Z,37.1,5,0,0,0,0,26
2017-11-20T00:22:38.101Z,37.1,,,,0,,26
2017-11-20T00:22:48.103Z,37.1,,,,0,,26
2017-11-20T00:22:58.101Z,36.9,,,,0,,26
2017-11-20T00:23:08.106Z,36.9,,,,0,,26
2017-11-20T00:23:18.101Z,,,,,0,,26
2017-11-20T00:23:28.102Z,,,,,0,,26
2017-11-20T00:23:38.102Z,,,,,0,,26
2017-11-20T00:23:48.102Z,,,,,0,,26
2017-11-20T00:23:58.106Z,,,,,0,,25.9
2017-11-20T00:24:08.102Z,,,,,0,,25.9
2017-11-20T00:24:18.102Z,,,,,0,,25.9
2017-11-20T00:24:28.102Z,,,,,0,,25.9
2017-11-20T00:24:38.102Z,,,,,0,,25.9
2017-11-20T00:24:48.104Z,,,,,0,,25.9
2017-11-20T00:24:58.103Z,36.8,,,,0,,25.9
2017-11-20T00:25:08.102Z,,,,,0,,25.9
2017-11-20T00:25:28.108Z,,,,,0,,25.9
2017-11-20T00:25:38.102Z,,,,,0,,25.7
2017-11-20T00:25:48.102Z,,,,,0,,25.7
2017-11-20T00:25:58.103Z,,,,,0,,25.7
2017-11-20T00:26:08.102Z,,,,,0,,25.7
2017-11-20T00:26:18.107Z,,,,,0,,25.7
2017-11-20T00:26:28.102Z,,,,,0,,25.7
2017-11-20T00:26:38.106Z,,,,,0,,25.7
2017-11-20T00:26:48.108Z,36.7,,,,0,,25.7
2017-11-20T00:26:58.103Z,,,,,0,,25.7
2017-11-20T00:27:08.108Z,,,,,0,,25.6
2017-11-20T00:27:18.105Z,,,,,0,,25.6
2017-11-20T00:27:28.104Z,,,,,0,,25.6
2017-11-20T00:27:38.102Z,,,,,0,,25.6
2017-11-20T00:27:48.102Z,,,,,0,,25.6
2017-11-20T00:27:58.108Z,,,,,0,,25.6
2017-11-20T00:28:08.102Z,,,,,0,,25.6
2017-11-20T00:28:18.102Z,,,,,0,,25.6
2017-11-20T00:28:28.102Z,,,,,0,,25.6
2017-11-20T00:28:38.103Z,,,,,0,,25.6
2017-11-20T00:28:48.102Z,36.6,,,,0,,25.5
2017-11-20T00:28:58.102Z,,,,,0,,25.5
2017-11-20T00:29:08.107Z,,,,,0,,25.5
2017-11-20T00:29:28.102Z,,,,,0,,25.5
2017-11-20T00:29:38.103Z,,,,,0,,25.5
2017-11-20T00:29:48.103Z,,,,,0,,25.5
2017-11-20T00:29:58.108Z,,,,,0,,25.5
2017-11-20T00:30:08.102Z,,,,,0,,25.5
2017-11-20T00:30:18.110Z,37.9,45,1,0,,45,
2017-11-20T00:30:28.115Z,42.4,,,,0,33,25.4
2017-11-20T00:30:38.109Z,37.6,5,0,0,0,0,25.4
2017-11-20T00:30:48.109Z,36.3,45,1,0,0,44,25.4
2017-11-20T00:30:58.182Z,41.3,,,,0,31,25.4
2017-11-20T00:31:08.103Z,38.5,,,,0,30,25.4
2017-11-20T00:31:18.102Z,36.9,,,,,29,
2017-11-20T00:31:28.104Z,36.2,,,,0,,25.4
2017-11-20T00:31:38.113Z,,,,,0,30,25.4
2017-11-20T00:31:48.111Z,36.5,,,,0,29,25.4
2017-11-20T00:31:58.103Z,36.7,,,,0,30,25.4
2017-11-20T00:32:08.118Z,36.9,,,,0,29,25.4
2017-11-20T00:32:18.103Z,37.3,,,,,30,
2017-11-20T00:32:28.103Z,37.8,,,,0,,25.4
2017-11-20T00:32:38.103Z,38.4,,,,0,32,25.4
2017-11-20T00:32:48.103Z,39.2,,,,0,33,25.4
2017-11-20T00:32:58.107Z,40,,,,0,35,25.4
2017-11-20T00:33:08.104Z,40.8,,,,,37,
2017-11-20T00:33:18.103Z,41.5,,,,0,,25.4
2017-11-20T00:33:28.103Z,42.1,,,,0,38,25.4
2017-11-20T00:33:38.104Z,42.7,,,,0,39,25.4
2017-11-20T00:33:48.105Z,43,,,,0,,25.4
2017-11-20T00:33:58.104Z,43.4,,,,0,40,25.4
2017-11-20T00:34:08.114Z,43.8,,,,0,,25.4
2017-11-20T00:34:18.104Z,44.1,,,,,,
2017-11-20T00:34:28.104Z,44.5,,,,0,,25.4
2017-11-20T00:34:38.104Z,44.8,,,,0,,25.4
2017-11-20T00:34:48.104Z,45.2,,,,0,,25.5
2017-11-20T00:34:58.106Z,45.5,,,,0,37,25.5
2017-11-20T00:35:08.105Z,,,,,0,33,25.5
2017-11-20T00:35:18.109Z,45.3,,,,,30,
2017-11-20T00:35:28.105Z,45.1,,,,0,29,25.5
2017-11-20T00:35:38.104Z,45.3,,,,0,,25.5
2017-11-20T00:35:48.109Z,45.6,,,,,30,
2017-11-20T00:35:58.103Z,45.9,,,,0,29,25.5
2017-11-20T00:36:08.105Z,46.2,,,,0,29,25.5
2017-11-20T00:36:18.106Z,46.5,,,,0,,25.5
2017-11-20T00:36:28.106Z,,,,,0,,25.6
2017-11-20T00:36:38.106Z,47.1,,,,0,29,25.6
2017-11-20T00:36:48.104Z,47.3,,,,0,30,25.6
2017-11-20T00:36:58.104Z,,,,,0,,25.6
2017-11-20T00:37:08.107Z,47.9,,,,0,29,25.6
2017-11-20T00:37:18.104Z,48.2,,,,,29,
2017-11-20T00:37:28.107Z,48.4,,,,0,,25.7
2017-11-20T00:37:38.104Z,48.6,,,,0,,25.7
2017-11-20T00:37:48.104Z,48.8,,,,0,30,25.7
2017-11-20T00:37:58.104Z,48.9,,,,0,29,25.7
2017-11-20T00:38:08.104Z,46.5,,1,0,0,0,25.7
2017-11-20T00:38:18.104Z,44.7,,,,,,
2017-11-20T00:38:28.105Z,44.1,,,,0,,25.9
2017-11-20T00:38:38.105Z,43.9,,,,,,
2017-11-20T00:38:48.104Z,44,,,,0,,25.9
2017-11-20T00:38:58.109Z,44.1,,,,0,,26
2017-11-20T00:39:18.107Z,44,,,,0,,26
2017-11-20T00:39:28.105Z,,,,,0,,26
2017-11-20T00:39:38.104Z,43.9,,,,0,,26
2017-11-20T00:39:48.106Z,43.8,,,,0,,26.1
2017-11-20T00:39:58.105Z,43.6,,,,0,,26.1
2017-11-20T00:40:08.104Z,43.5,,,,0,,26.1
2017-11-20T00:40:18.104Z,,,,,0,,26.1
2017-11-20T00:40:28.105Z,43.3,,,,,,
2017-11-20T00:40:38.104Z,42.9,,,,0,,26.2
2017-11-20T00:40:48.104Z,42.7,,,,0,,26.2
2017-11-20T00:40:58.105Z,42.4,,,,0,,26.3
2017-11-20T00:41:08.104Z,,,,,0,,26.2
2017-11-20T00:41:18.109Z,42,,,,,,
2017-11-20T00:41:28.104Z,41.9,,,,0,,26.3
2017-11-20T00:41:38.104Z,41.7,,,,0,,26.3
2017-11-20T00:41:48.107Z,41.6,,,,0,,26.5
2017-11-20T00:41:58.125Z,41.5,,,,0,,26.5
2017-11-20T00:42:08.104Z,41.3,,,,0,,26.6
2017-11-20T00:42:18.106Z,,,,,0,,26.6
2017-11-20T00:42:28.106Z,41.2,,,,,,
2017-11-20T00:42:38.104Z,40.9,,,,0,,26.6
2017-11-20T00:42:48.108Z,40.8,0,0,2,0,,26.7
2017-11-20T00:42:58.117Z,42.3,,0,0,54,,38.6
2017-11-20T00:43:08.107Z,41.8,,,,0,,32.1
2017-11-20T00:43:18.105Z,,,,,0,,35.2
2017-11-20T00:43:28.109Z,41.6,,,,0,,35.2
2017-11-20T00:43:38.105Z,,,,,0,,35.2
2017-11-20T00:43:48.106Z,,,,,0,,35.1
2017-11-20T00:43:58.105Z,41.4,45,1,0,,45,
2017-11-20T00:44:08.105Z,46.2,,,,0,33,34.8
2017-11-20T00:44:18.104Z,47.3,,,,,29,
2017-11-20T00:44:28.105Z,,,,,0,,34.7
2017-11-20T00:44:38.105Z,46.9,,,,0,30,34.6
2017-11-20T00:44:48.105Z,46.8,,,,0,,34.5
2017-11-20T00:45:08.105Z,46.9,,,,0,,34.4
2017-11-20T00:45:18.105Z,47.1,,,,0,29,34.4
2017-11-20T00:45:28.108Z,47.4,,,,0,,34.3
2017-11-20T00:45:38.105Z,47.6,,,,0,,34.2
2017-11-20T00:45:48.105Z,,,,,0,,34.1
2017-11-20T00:45:58.105Z,48,,,,,30,
2017-11-20T00:46:08.212Z,,,,,0,,34
2017-11-20T00:46:18.105Z,48.3,,,,,29,
2017-11-20T00:46:28.108Z,48.8,,,,0,,34
2017-11-20T00:46:38.108Z,48.2,,1,0,0,0,33.9
2017-11-20T00:46:48.110Z,45.1,,,,0,,33.9
2017-11-20T00:46:58.107Z,44.2,,,,0,,33.8
2017-11-20T00:47:08.105Z,43.9,,,,0,,33.8
2017-11-20T00:47:18.108Z,44,,,,0,,33.7
2017-11-20T00:47:28.106Z,44.1,,,,0,,33.6
2017-11-20T00:47:38.105Z,44.2,,,,0,,33.5
2017-11-20T00:47:48.106Z,,,,,0,,33.5
2017-11-20T00:47:58.106Z,44.1,,,,,,
2017-11-20T00:48:08.105Z,44,,,,0,,33.4
2017-11-20T00:48:18.106Z,43.9,,,,,,
2017-11-20T00:48:28.106Z,43.8,,,,0,,33.3
2017-11-20T00:48:38.105Z,43.6,0,0,2,54,,37.4
2017-11-20T00:48:48.106Z,,,0,0,,,
2017-11-20T00:48:58.105Z,43.5,,,,0,,40.4
2017-11-20T00:49:08.110Z,43.4,,,,0,,40.1
2017-11-20T00:49:28.111Z,43.3,,,,0,,39.9
2017-11-20T00:49:38.105Z,,,,,0,,39.8
2017-11-20T00:49:48.107Z,43.7,45,1,0,0,45,39.7
2017-11-20T00:49:58.106Z,49.1,,,,0,32,39.5
2017-11-20T00:50:08.107Z,46.4,,1,0,0,0,39.4
2017-11-20T00:50:18.105Z,44,,,,0,,39.3
2017-11-20T00:50:28.106Z,42.7,,,,0,,39.2
2017-11-20T00:50:38.105Z,42.1,,,,0,,38.9
2017-11-20T00:50:48.107Z,41.9,,,,0,,38.7
2017-11-20T00:50:58.108Z,42,,,,0,,38.6
2017-11-20T00:51:08.106Z,,,,,0,,38.4
2017-11-20T00:51:18.106Z,41.9,,,,,,
2017-11-20T00:51:28.106Z,41.8,,,,0,,38.2
2017-11-20T00:51:38.106Z,,,,,0,,38.1
2017-11-20T00:51:58.106Z,41.6,,,,0,,38
2017-11-20T00:52:08.106Z,41.4,,,,0,,37.8
2017-11-20T00:52:28.106Z,41.3,,,,0,,37.6
2017-11-20T00:52:48.111Z,,,,,0,,37.4
2017-11-20T00:52:58.106Z,41.1,,,,,,
2017-11-20T00:53:08.106Z,40.8,,,,0,,37.4
2017-11-20T00:53:18.108Z,,,,,0,,37.3
2017-11-20T00:53:28.106Z,40.6,,,,0,,37.2
2017-11-20T00:53:38.107Z,40.5,,,,0,,37.1
2017-11-20T00:53:48.106Z,40.4,,,,0,,36.9
2017-11-20T00:53:58.106Z,,,,,0,,36.8
2017-11-20T00:54:08.106Z,40.3,,,,,,
2017-11-20T00:54:18.106Z,,,,,0,,36.6
2017-11-20T00:54:28.106Z,40.2,,,,,,
2017-11-20T00:54:38.107Z,,,,,0,,36.5
2017-11-20T00:54:48.107Z,,,,,0,,36.4
2017-11-20T00:54:58.107Z,40.1,,,,0,,36.4
2017-11-20T00:55:08.106Z,,,,,0,,36.3
2017-11-20T00:55:18.112Z,,,,,0,,36.1
2017-11-20T00:55:28.107Z,40,,,,,,
2017-11-20T00:55:38.134Z,,,,,0,,36.1
2017-11-20T00:55:48.107Z,,,,,0,,35.9
2017-11-20T00:56:08.107Z,39.9,,,,0,,35.9
2017-11-20T00:56:18.107Z,,,,,0,,35.7
2017-11-20T00:56:38.106Z,40,,,,0,,35.7
2017-11-20T00:56:48.109Z,39.7,,,,0,,35.6
2017-11-20T00:56:58.107Z,,,,,0,,35.5
2017-11-20T00:57:08.107Z,39.6,,,,0,,35.5
2017-11-20T00:57:18.133Z,38.8,,1,0,0,,35.4
2017-11-20T00:57:28.346Z,44.3,,,,0,36,35.3
2017-11-20T00:57:42.292Z,46.2,,,,0,30,35.3
2017-11-20T00:57:49.148Z,,,,,0,,35.2
2017-11-20T00:57:58.378Z,47,,,,0,29,35.1
2017-11-20T00:58:08.242Z,,,,,0,,34.9
2017-11-20T00:58:18.257Z,47.2,,,,,,
2017-11-20T00:58:30.023Z,,,,,0,,34.8
2017-11-20T00:58:38.288Z,48,,,,0,29,34.8
2017-11-20T00:58:48.123Z,,,,,0,30,34.7
2017-11-20T00:58:58.118Z,48.4,,,,,,
2017-11-20T00:59:08.107Z,48.9,,1,0,0,0,34.6
2017-11-20T00:59:18.108Z,44.3,,,,0,,34.6
2017-11-20T00:59:28.107Z,43.8,,,,0,,34.5
2017-11-20T00:59:38.107Z,42.6,,,,0,,34.5
2017-11-20T00:59:48.111Z,,,,,0,,34.3
2017-11-20T00:59:58.107Z,43,,,,,,
2017-11-20T01:00:08.109Z,,,,,0,,34.3
2017-11-20T01:00:18.107Z,43.3,,,,0,,34.2
2017-11-20T01:00:28.107Z,43.4,,,,0,,34.2
2017-11-20T01:00:38.107Z,,,,,0,,34.2
2017-11-20T01:00:48.110Z,43.3,,,,0,,34.1
2017-11-20T01:00:58.108Z,43.2,,,,0,,34.1
2017-11-20T01:01:08.107Z,42.9,,,,0,,34
2017-11-20T01:01:18.110Z,42.8,,,,0,,34
2017-11-20T01:01:28.107Z,42.4,,,,0,,33.9
2017-11-20T01:01:38.107Z,42.2,,,,0,,33.9
2017-11-20T01:01:48.107Z,41.8,,,,0,,33.8
2017-11-20T01:01:58.108Z,,,,,0,,33.7
2017-11-20T01:02:08.107Z,41.7,,,,,,
2017-11-20T01:02:18.108Z,41.5,,,,0,,33.7
2017-11-20T01:02:28.108Z,,,,,0,,33.6
2017-11-20T01:02:38.107Z,41.4,,,,0,,33.6
2017-11-20T01:02:48.109Z,41.2,,,,0,,33.6
2017-11-20T01:02:58.108Z,41.1,,,,0,,33.5
2017-11-20T01:03:08.113Z,40.9,,,,0,,33.5
2017-11-20T01:03:18.107Z,40.8,,,,0,,33.5
2017-11-20T01:03:28.116Z,40.7,,,,0,,33.4
2017-11-20T01:03:38.111Z,40.5,,,,0,,33.4
2017-11-20T01:03:48.111Z,40.4,,,,0,,33.4
2017-11-20T01:03:58.107Z,40.3,,,,0,,33.3
2017-11-20T01:04:08.108Z,40.1,,,,0,,33.3
2017-11-20T01:04:18.108Z,39.9,,,,0,,33.2
2017-11-20T01:04:28.108Z,,,,,0,,33.2
2017-11-20T01:04:38.108Z,39.8,,,,0,,33.2
2017-11-20T01:04:48.108Z,39.7,,,,0,,33.1
2017-11-20T01:04:58.108Z,39.5,,,,0,,33.1
2017-11-20T01:05:08.109Z,39.4,,,,0,,33.1
2017-11-20T01:05:18.110Z,39.3,,,,0,,32.9
2017-11-20T01:05:28.108Z,39.2,,,,0,,32.9
2017-11-20T01:05:38.110Z,39.1,,1,0,0,,32.8
2017-11-20T01:05:48.117Z,45.2,,,,0,34,32.8
2017-11-20T01:05:58.109Z,46,,,,0,29,32.8
2017-11-20T01:06:08.109Z,46.4,,,,0,,32.7
2017-11-20T01:06:18.108Z,46.7,,,,0,30,32.7
2017-11-20T01:06:28.111Z,46.8,,,,0,,32.7
2017-11-20T01:06:38.130Z,47,,,,0,29,32.6
2017-11-20T01:06:48.108Z,,,,,0,30,32.6
2017-11-20T01:06:58.131Z,47.3,,,,0,29,32.6
2017-11-20T01:07:08.123Z,48,,,,0,29,32.6
2017-11-20T01:07:18.115Z,48.1,,,,0,,32.5
2017-11-20T01:07:30.412Z,48.4,,,,0,30,32.5
2017-11-20T01:07:38.114Z,48.8,,1,0,0,0,32.5
2017-11-20T01:07:48.108Z,45.8,,,,0,,32.4
2017-11-20T01:07:58.109Z,43.9,,,,0,,32.4
2017-11-20T01:08:08.154Z,43.3,,,,0,,32.4
2017-11-20T01:08:18.119Z,43.2,,,,0,,32.4
2017-11-20T01:08:28.112Z,,,,,0,,32.4
2017-11-20T01:08:38.109Z,43.4,,,,0,,32.3
2017-11-20T01:08:48.116Z,43.7,,,,0,,32.3
2017-11-20T01:08:58.274Z,43.8,,,,0,,32.3
2017-11-20T01:09:08.145Z,43.7,,,,0,,32.3
2017-11-20T01:09:18.109Z,43.6,,,,0,,32.2
2017-11-20T01:09:28.112Z,43.5,,,,0,,32.2
2017-11-20T01:09:38.117Z,43.4,,,,0,,32.2
2017-11-20T01:09:48.109Z,43.2,,,,0,,32.2
2017-11-20T01:09:58.110Z,42.9,,,,0,,32.2
2017-11-20T01:10:08.132Z,42.7,,,,0,,32.1
2017-11-20T01:10:18.112Z,42.4,,,,0,,32.1
2017-11-20T01:10:28.118Z,42.2,,,,0,,32.1
2017-11-20T01:10:38.114Z,42.1,,,,0,,32.1
2017-11-20T01:10:48.110Z,41.9,,,,0,,32.1
2017-11-20T01:10:58.112Z,,,,,0,,32
2017-11-20T01:11:08.116Z,41.8,,,,0,,32
2017-11-20T01:11:18.110Z,41.7,,,,0,,32
2017-11-20T01:11:28.110Z,41.5,,,,0,,32
2017-11-20T01:11:38.109Z,41.4,,,,0,,31.9
2017-11-20T01:11:48.109Z,41.3,,,,0,,31.9
2017-11-20T01:11:58.118Z,41.1,,,,0,,31.9
2017-11-20T01:12:08.111Z,40.9,,,,0,,31.9
2017-11-20T01:12:18.110Z,,,,,0,,31.9
2017-11-20T01:12:28.121Z,40.7,,,,0,,31.9
2017-11-20T01:12:38.109Z,40.6,,,,0,,31.8
2017-11-20T01:12:48.110Z,40.5,,,,0,,31.8
2017-11-20T01:12:58.110Z,40.4,,,,0,,31.8
2017-11-20T01:13:08.111Z,40.3,,,,0,,31.8
2017-11-20T01:13:18.109Z,40.1,,,,0,,31.8
2017-11-20T01:13:28.130Z,39.9,,,,0,,31.8
2017-11-20T01:13:38.112Z,,,,,0,,31.8
2017-11-20T01:13:48.110Z,39.8,,,,0,,31.8
2017-11-20T01:13:58.109Z,39.7,,,,0,,31.8
2017-11-20T01:14:08.110Z,39.6,,,,0,,31.6
2017-11-20T01:14:18.109Z,39.5,,,,0,,31.6
2017-11-20T01:14:28.111Z,39.4,,,,0,,31.6
2017-11-20T01:14:38.110Z,39.2,,,,0,,31.6
2017-11-20T01:14:48.122Z,39.1,,,,0,,31.6
2017-11-20T01:14:58.109Z,41,,1,0,0,42,31.5
2017-11-20T01:15:08.125Z,46.1,,,,0,30,31.5
2017-11-20T01:15:18.109Z,46.2,,,,0,29,31.5
2017-11-20T01:15:28.109Z,46.7,,,,0,,31.5
2017-11-20T01:15:38.112Z,47,,,,0,29,31.5
2017-11-20T01:15:48.111Z,,,,,0,30,31.5
2017-11-20T01:15:58.110Z,47.1,,,,0,29,31.5
2017-11-20T01:16:08.132Z,47.2,,,,0,30,31.5
2017-11-20T01:16:18.110Z,48,,,,0,29,31.4
2017-11-20T01:16:28.112Z,48.1,,,,0,30,31.4
2017-11-20T01:16:38.109Z,48.4,,,,0,29,31.4
2017-11-20T01:16:48.109Z,48.9,,1,0,0,0,31.4
2017-11-20T01:16:58.139Z,44.8,,,,0,,31.4
2017-11-20T01:17:08.116Z,43.9,,,,0,,31.4
2017-11-20T01:17:19.092Z,43.1,,,,0,,31.4
2017-11-20T01:17:28.110Z,,,,,0,,31.4
2017-11-20T01:17:38.110Z,,,,,0,,31.4
2017-11-20T01:17:48.110Z,43.3,,,,0,,31.3
2017-11-20T01:17:58.119Z,43.6,,,,0,,31.3
2017-11-20T01:18:08.343Z,43.7,,,,0,,31.3
2017-11-20T01:18:18.262Z,,,,,0,,31.3
2017-11-20T01:18:28.206Z,43.6,,,,0,,31.3
2017-11-20T01:18:38.110Z,43.5,,,,0,,31.3
2017-11-20T01:18:48.112Z,43.4,,,,0,,31.3
2017-11-20T01:18:58.120Z,42.9,,,,0,,31.3
2017-11-20T01:19:08.113Z,,,,,0,,31.3
2017-11-20T01:19:18.110Z,42.6,,,,0,,31.2
2017-11-20T01:19:28.125Z,42.3,,,,0,,31.2
2017-11-20T01:19:38.110Z,42.2,,,,0,,31.2
2017-11-20T01:19:48.111Z,42.1,,,,0,,31.2
2017-11-20T01:19:58.111Z,41.9,,,,0,,31.2
2017-11-20T01:20:08.119Z,,,,,0,,31.2
2017-11-20T01:20:18.111Z,41.7,,,,0,,31.2
2017-11-20T01:20:28.111Z,41.6,,,,0,,31.2
2017-11-20T01:20:38.110Z,41.5,,,,0,,31.2
