Time,ActPow,HwTSet,HwTOutlet,ChActive,PrimTSet,PrimT,HwActive
2018-01-13T00:00:17.650Z,,0,23.6,,,,
2018-01-13T00:00:27.581Z,,0,23.6,,,,
2018-01-13T00:00:37.617Z,,0,23.6,,,,
2018-01-13T00:00:47.611Z,,0,23.6,,,,
2018-01-13T00:00:57.600Z,,0,23.6,,,38.8,
2018-01-13T00:01:07.613Z,,0,23.6,,,,
2018-01-13T00:01:17.583Z,,0,23.6,,,,
2018-01-13T00:01:27.581Z,,0,23.6,,,,
2018-01-13T00:01:37.604Z,,0,23.6,,,,
2018-01-13T00:01:47.581Z,,0,23.6,,,,
2018-01-13T00:01:57.837Z,,0,23.6,,,,
2018-01-13T00:02:17.593Z,,0,23.6,,,,
2018-01-13T00:02:37.628Z,,0,23.4,,,38.7,
2018-01-13T00:02:47.719Z,,0,23.4,,,,
2018-01-13T00:03:07.583Z,,0,23.4,,,,
2018-01-13T00:03:17.609Z,,0,23.4,,,,
2018-01-13T00:03:27.599Z,,0,23.4,,,,
2018-01-13T00:03:37.636Z,,0,23.4,,,,
2018-01-13T00:03:57.841Z,,0,23.4,,,,
2018-01-13T00:04:07.614Z,,0,23.4,,,,
2018-01-13T00:04:17.582Z,,0,23.4,,,38.6,
2018-01-13T00:04:27.612Z,,0,23.4,,,,
2018-01-13T00:04:37.611Z,,0,23.4,,,,
2018-01-13T00:04:47.610Z,,0,23.4,,,,
2018-01-13T00:04:57.611Z,,0,23.3,,,,
2018-01-13T00:05:07.591Z,,0,23.3,,,,
2018-01-13T00:05:17.588Z,,0,23.3,,,,
2018-01-13T00:05:37.622Z,,0,23.3,,,38.5,
2018-01-13T00:05:47.608Z,,0,23.3,,,,
2018-01-13T00:06:07.712Z,,0,23.3,,,,
2018-01-13T00:06:17.622Z,,0,23.3,,,,
2018-01-13T00:06:27.600Z,,0,23.3,,,,
2018-01-13T00:06:37.585Z,,0,23.3,,,,
2018-01-13T00:06:47.582Z,,0,23.3,,,,
2018-01-13T00:06:57.582Z,,0,23.3,,,,
2018-01-13T00:07:07.604Z,,0,23.3,,,,
2018-01-13T00:07:17.621Z,,0,23.3,,,,
2018-01-13T00:07:27.624Z,,,,,,38.4,
2018-01-13T00:07:37.584Z,,0,23.2,,,,
2018-01-13T00:07:47.602Z,,0,23.2,,,,
2018-01-13T00:07:57.787Z,,0,23.2,,,,
2018-01-13T00:08:07.584Z,,0,23.2,,,,
2018-01-13T00:08:17.585Z,,0,23.2,,,,
2018-01-13T00:08:37.606Z,,0,23.2,,,,
2018-01-13T00:08:47.644Z,,0,23.2,,,,
2018-01-13T00:08:57.582Z,,,,,,38.3,
2018-01-13T00:09:07.582Z,,0,23.2,,,,
2018-01-13T00:09:27.587Z,,0,23.2,,,,
2018-01-13T00:09:37.605Z,,0,23.2,,,,
2018-01-13T00:09:57.586Z,,0,23.2,,,,
2018-01-13T00:10:07.613Z,,0,23.2,,,,
2018-01-13T00:10:27.749Z,,0,23.1,,,38.2,
2018-01-13T00:10:37.582Z,,0,23.1,,,,
2018-01-13T00:10:47.586Z,,0,23.1,,,,
2018-01-13T00:11:07.583Z,,0,23.1,,,,
2018-01-13T00:11:17.584Z,,0,23.1,,,,
2018-01-13T00:11:37.583Z,,0,23.1,,,,
2018-01-13T00:11:47.585Z,,0,23.1,,,,
2018-01-13T00:12:07.583Z,,0,23.1,,,,
2018-01-13T00:12:27.591Z,,0,23.1,,,38.1,
2018-01-13T00:12:37.600Z,,0,23.1,,,,
2018-01-13T00:12:47.583Z,,0,23.1,,,,
2018-01-13T00:13:07.653Z,,0,23.1,,,,
2018-01-13T00:13:17.584Z,,0,23.1,,,,
2018-01-13T00:13:27.605Z,,0,23,,,,
2018-01-13T00:13:37.583Z,,0,23,,,,
2018-01-13T00:13:47.583Z,,0,23,,,,
2018-01-13T00:13:57.582Z,,,,,,38,
2018-01-13T00:14:07.583Z,,0,23,,,,
2018-01-13T00:14:17.589Z,,0,23,,,,
2018-01-13T00:14:37.583Z,,0,23,,,,
2018-01-13T00:14:47.588Z,,0,23,,,,
2018-01-13T00:15:07.584Z,,0,23,,,,
2018-01-13T00:15:27.586Z,,0,23,,,37.9,
2018-01-13T00:15:37.726Z,,0,23,,,,
2018-01-13T00:15:47.583Z,,0,23,,,,
2018-01-13T00:15:57.583Z,,0,23,,,,
2018-01-13T00:16:17.590Z,,0,22.8,,,,
2018-01-13T00:16:27.711Z,,0,23,,,,
2018-01-13T00:16:37.583Z,,0,22.8,,,,
2018-01-13T00:16:57.587Z,,0,22.8,,,,
2018-01-13T00:17:07.743Z,,0,22.8,,,,
2018-01-13T00:17:17.604Z,,,,,,37.8,
2018-01-13T00:17:27.585Z,,0,22.8,,,,
2018-01-13T00:17:37.584Z,,0,22.8,,,,
2018-01-13T00:17:47.599Z,,0,22.8,,,,
2018-01-13T00:18:07.592Z,,0,22.8,,,,
2018-01-13T00:18:27.588Z,,0,22.8,,,,
2018-01-13T00:18:37.588Z,,0,22.8,,,,
2018-01-13T00:18:47.586Z,,0,22.8,,,,
2018-01-13T00:18:57.590Z,,,,,,37.7,
2018-01-13T00:19:07.911Z,,0,22.7,,,,
2018-01-13T00:19:27.640Z,,0,22.8,,,,
2018-01-13T00:19:37.639Z,,0,22.7,,,,
2018-01-13T00:19:57.584Z,,0,22.7,,,,
2018-01-13T00:20:17.586Z,,0,22.7,,,,
2018-01-13T00:20:27.587Z,,0,22.7,,,37.6,
2018-01-13T00:20:37.585Z,,0,22.7,,,,
2018-01-13T00:20:57.586Z,,0,22.7,,,,
2018-01-13T00:21:07.589Z,,0,22.7,,,,
2018-01-13T00:21:27.595Z,,0,22.7,,,,
2018-01-13T00:21:37.584Z,,0,22.7,,,,
2018-01-13T00:21:57.586Z,,0,22.7,,,,
2018-01-13T00:22:07.587Z,,0,22.7,,,,
2018-01-13T00:22:17.585Z,,0,22.7,,,37.5,
2018-01-13T00:22:27.584Z,,0,22.7,,,,
2018-01-13T00:22:37.585Z,,0,22.7,,,,
2018-01-13T00:22:47.584Z,,0,22.7,,,,
2018-01-13T00:22:57.590Z,,0,22.7,,,,
2018-01-13T00:23:07.619Z,,0,22.7,,,,
2018-01-13T00:23:17.587Z,,0,22.6,,,,
2018-01-13T00:23:27.833Z,,0,22.6,,,,
2018-01-13T00:23:37.792Z,,0,22.6,,,,
2018-01-13T00:23:47.584Z,,0,22.6,,,37.4,
2018-01-13T00:23:57.593Z,,0,22.6,,,,
2018-01-13T00:24:07.595Z,,0,22.6,,,,
2018-01-13T00:24:27.585Z,,0,22.6,,,,
2018-01-13T00:24:37.891Z,,0,22.6,,,,
2018-01-13T00:24:47.637Z,,0,22.6,,,,
2018-01-13T00:24:57.587Z,,0,22.6,,,,
2018-01-13T00:25:07.586Z,,0,22.6,,,,
2018-01-13T00:25:17.613Z,,0,22.6,,,,
2018-01-13T00:25:27.599Z,,0,22.6,,,37.3,
2018-01-13T00:25:37.588Z,,0,22.6,,,,
2018-01-13T00:25:47.590Z,,0,22.6,,,,
2018-01-13T00:25:57.589Z,,0,22.6,,,,
2018-01-13T00:26:07.629Z,,0,22.6,,,,
2018-01-13T00:26:17.606Z,,0,22.6,,,,
2018-01-13T00:26:27.595Z,,0,22.5,,,,
2018-01-13T00:26:37.585Z,,0,22.6,,,,
2018-01-13T00:26:57.597Z,,0,22.5,,,,
2018-01-13T00:27:07.598Z,,0,22.5,,,,
2018-01-13T00:27:17.791Z,,0,22.5,,,37.2,
2018-01-13T00:27:27.585Z,,0,22.5,,,,
2018-01-13T00:27:37.590Z,,0,22.5,,,,
2018-01-13T00:27:57.585Z,,0,22.5,,,,
2018-01-13T00:28:07.587Z,,0,22.5,,,,
2018-01-13T00:28:17.585Z,,0,22.5,,,,
2018-01-13T00:28:27.587Z,,0,22.5,,,,
2018-01-13T00:28:37.592Z,,0,22.5,,,,
2018-01-13T00:28:47.585Z,,0,22.5,,,,
2018-01-13T00:28:57.590Z,,0,22.5,,,37.1,
2018-01-13T00:29:07.600Z,,0,22.5,,,,
2018-01-13T00:29:17.590Z,,0,22.5,,,,
2018-01-13T00:29:27.586Z,,0,22.5,,,,
2018-01-13T00:29:37.586Z,,0,22.5,,,,
2018-01-13T00:29:47.585Z,,0,22.5,,,,
2018-01-13T00:29:57.631Z,,0,22.5,,,,
2018-01-13T00:30:07.586Z,,0,22.4,,,,
2018-01-13T00:30:17.594Z,,0,22.4,,,,
2018-01-13T00:30:27.599Z,,0,22.4,,,36.9,
2018-01-13T00:30:37.586Z,,0,22.4,,,36.9,
2018-01-13T00:30:47.594Z,,0,22.4,,,,
2018-01-13T00:30:57.585Z,,0,22.4,,,,
2018-01-13T00:31:07.637Z,,0,22.4,,,,
2018-01-13T00:31:17.596Z,,0,22.4,,,,
2018-01-13T00:31:27.585Z,,0,22.4,,,,
2018-01-13T00:31:37.586Z,,0,22.4,,,,
2018-01-13T00:31:47.586Z,,0,22.4,,,,
2018-01-13T00:31:57.586Z,,0,22.4,,,,
2018-01-13T00:32:07.585Z,,0,22.4,,,,
2018-01-13T00:32:17.586Z,,0,22.4,,,36.8,
2018-01-13T00:32:27.587Z,,0,22.4,,,,
2018-01-13T00:32:37.604Z,,0,22.4,,,,
2018-01-13T00:32:47.586Z,,0,22.4,,,,
2018-01-13T00:32:57.614Z,,0,22.4,,,,
2018-01-13T00:33:07.597Z,,0,22.4,,,,
2018-01-13T00:33:17.599Z,,0,22.4,,,,
2018-01-13T00:33:27.641Z,,0,22.4,,,,
2018-01-13T00:33:37.586Z,,0,22.4,,,,
2018-01-13T00:33:47.635Z,,0,22.2,,,,
2018-01-13T00:33:57.644Z,,0,22.2,,,,
2018-01-13T00:34:07.594Z,,0,22.2,,,36.7,
2018-01-13T00:34:17.619Z,,0,22.2,,,,
2018-01-13T00:34:27.587Z,,0,22.2,,,,
2018-01-13T00:34:37.593Z,,0,22.2,,,,
2018-01-13T00:34:47.611Z,,0,22.2,,,,
2018-01-13T00:34:57.592Z,,0,22.2,,,,
2018-01-13T00:35:07.619Z,,0,22.2,,,,
2018-01-13T00:35:17.586Z,,0,22.2,,,,
2018-01-13T00:35:27.591Z,,0,22.2,,,,
2018-01-13T00:35:37.661Z,,0,22.2,,,,
2018-01-13T00:35:47.586Z,,0,22.2,,,36.6,
2018-01-13T00:35:57.760Z,,0,22.2,,,,
2018-01-13T00:36:07.586Z,,0,22.2,,,,
2018-01-13T00:36:17.630Z,,0,22.2,,,,
2018-01-13T00:36:27.597Z,,0,22.2,,,,
2018-01-13T00:36:37.593Z,,0,22.2,,,,
2018-01-13T00:36:47.591Z,,0,22.2,,,,
2018-01-13T00:36:57.586Z,,0,22.2,,,,
2018-01-13T00:37:07.587Z,,0,22.2,,,,
2018-01-13T00:37:17.597Z,,0,22.1,,,,
2018-01-13T00:37:27.594Z,,0,22.1,,,36.5,
2018-01-13T00:37:37.589Z,,0,22.1,,,,
2018-01-13T00:37:47.587Z,,0,22.1,,,,
2018-01-13T00:37:57.586Z,,0,22.1,,,,
2018-01-13T00:38:07.747Z,,0,22.1,,,,
2018-01-13T00:38:17.650Z,,0,22.1,,,,
2018-01-13T00:38:27.586Z,,0,22.1,,,,
2018-01-13T00:38:42.607Z,,0,22.1,,,,
2018-01-13T00:38:47.588Z,,0,22.1,,,,
2018-01-13T00:38:57.589Z,,0,22.1,,,,
2018-01-13T00:39:07.590Z,,0,22.1,,,,
2018-01-13T00:39:17.586Z,,0,22.1,,,,
2018-01-13T00:39:27.592Z,,0,22.1,,,36.4,
2018-01-13T00:39:37.587Z,,0,22.1,,,,
2018-01-13T00:39:47.589Z,,0,22.1,,,,
2018-01-13T00:39:57.605Z,,0,22.1,,,,
2018-01-13T00:40:07.606Z,,0,22.1,,,,
2018-01-13T00:40:17.587Z,,0,22.1,,,,
2018-01-13T00:40:27.588Z,,0,22.1,,,,
2018-01-13T00:40:37.587Z,,0,22.1,,,,
2018-01-13T00:40:47.752Z,,0,22.1,,,,
2018-01-13T00:40:57.589Z,,0,22.1,,,36.3,
2018-01-13T00:41:07.586Z,,0,22.1,,,,
2018-01-13T00:41:17.587Z,,0,22.1,,,,
2018-01-13T00:41:27.594Z,,0,22,,,,
2018-01-13T00:41:37.587Z,,0,22,,,,
2018-01-13T00:41:47.587Z,,0,22,,,,
2018-01-13T00:41:57.587Z,,0,22,,,,
2018-01-13T00:42:07.593Z,,0,22,,,,
2018-01-13T00:42:17.590Z,,0,22,,,,
2018-01-13T00:42:27.590Z,,0,22,,,,
2018-01-13T00:42:37.588Z,,0,22,,,,
2018-01-13T00:42:48.024Z,,0,22,,,36.2,
2018-01-13T00:42:57.592Z,,0,22,,,,
2018-01-13T00:43:07.590Z,,0,22,,,,
2018-01-13T00:43:17.604Z,,0,22,,,,
2018-01-13T00:43:27.606Z,,0,22,,,,
2018-01-13T00:43:37.587Z,,0,22,,,,
2018-01-13T00:43:47.587Z,,0,22,,,,
2018-01-13T00:43:57.831Z,,0,22,,,,
2018-01-13T00:44:07.587Z,,0,22,,,,
2018-01-13T00:44:17.594Z,,0,22,,,,
2018-01-13T00:44:27.590Z,,0,22,,,,
2018-01-13T00:44:37.653Z,,0,22,,,,
2018-01-13T00:44:47.609Z,,0,22,,,36.1,
2018-01-13T00:44:57.614Z,,0,22,,,,
2018-01-13T00:45:07.619Z,,0,22,,,,
2018-01-13T00:45:17.796Z,,0,22,,,,
2018-01-13T00:45:27.599Z,,0,22,,,,
2018-01-13T00:45:37.588Z,,0,22,,,,
2018-01-13T00:45:47.592Z,,0,21.9,,,,
2018-01-13T00:45:57.588Z,,0,21.9,,,,
2018-01-13T00:46:07.587Z,,0,21.9,,,,
2018-01-13T00:46:17.588Z,,0,21.9,,,,
2018-01-13T00:46:27.588Z,,0,21.9,,,36,
2018-01-13T00:46:37.588Z,0,0,21.9,0,5,36,0
2018-01-13T00:46:47.587Z,,0,21.9,,,,
2018-01-13T00:46:57.588Z,,0,21.9,,,,
2018-01-13T00:47:07.588Z,,0,21.9,,,,
2018-01-13T00:47:17.590Z,,0,21.9,,,,
2018-01-13T00:47:27.590Z,,0,21.9,,,,
2018-01-13T00:47:37.590Z,,0,21.9,,,,
2018-01-13T00:47:47.588Z,,0,21.9,,,,
2018-01-13T00:47:57.588Z,,0,21.9,,,36,
2018-01-13T00:48:07.588Z,,0,21.9,,,36,
2018-01-13T00:48:17.590Z,,0,21.9,,,35.9,
2018-01-13T00:48:27.592Z,,0,21.9,,,,
2018-01-13T00:48:37.593Z,,0,21.9,,,,
2018-01-13T00:48:47.588Z,,0,21.9,,,,
2018-01-13T00:48:57.588Z,,0,21.9,,,,
2018-01-13T00:49:07.589Z,,0,21.9,,,,
2018-01-13T00:49:17.588Z,,0,21.9,,,,
2018-01-13T00:49:27.597Z,,0,21.7,,,,
2018-01-13T00:49:37.736Z,,0,21.9,,,,
2018-01-13T00:49:47.599Z,,0,21.7,,,,
2018-01-13T00:49:57.594Z,,0,21.7,,,35.8,
2018-01-13T00:50:07.588Z,,0,21.7,,,,
2018-01-13T00:50:17.599Z,,0,21.7,,,,
2018-01-13T00:50:27.603Z,,0,21.7,,,,
2018-01-13T00:50:37.594Z,,0,21.7,,,,
2018-01-13T00:50:47.588Z,,0,21.7,,,,
2018-01-13T00:50:57.734Z,,0,21.7,,,,
2018-01-13T00:51:07.618Z,,0,21.7,,,,
2018-01-13T00:51:17.600Z,,0,21.7,,,,
2018-01-13T00:51:27.588Z,,0,21.7,,,,
2018-01-13T00:51:37.594Z,,0,21.7,,,,
2018-01-13T00:51:47.593Z,,0,21.7,,,,
2018-01-13T00:51:57.598Z,,0,21.7,,,35.7,
2018-01-13T00:52:07.633Z,,0,21.7,,,,
2018-01-13T00:52:17.588Z,,0,21.7,,,,
2018-01-13T00:52:27.590Z,,0,21.7,,,,
2018-01-13T00:52:37.594Z,,0,21.7,,,,
2018-01-13T00:52:47.588Z,,0,21.7,,,,
2018-01-13T00:52:57.590Z,,0,21.7,,,,
2018-01-13T00:53:07.588Z,,0,21.7,,,,
2018-01-13T00:53:17.591Z,,0,21.7,,,,
2018-01-13T00:53:27.588Z,,0,21.7,,,,
2018-01-13T00:53:37.588Z,,0,21.7,,,35.6,
2018-01-13T00:53:47.589Z,,0,21.7,,,,
2018-01-13T00:53:57.589Z,,0,21.6,,,,
2018-01-13T00:54:07.592Z,,0,21.7,,,,
2018-01-13T00:54:17.590Z,,0,21.6,,,,
2018-01-13T00:54:27.588Z,,0,21.7,,,,
2018-01-13T00:54:37.589Z,,0,21.7,,,,
2018-01-13T00:54:47.589Z,,0,21.6,,,,
2018-01-13T00:54:57.591Z,,0,21.6,,,,
2018-01-13T00:55:07.589Z,,0,21.6,,,,
2018-01-13T00:55:17.589Z,,0,21.6,,,,
2018-01-13T00:55:27.589Z,,0,21.6,,,35.5,
2018-01-13T00:55:37.589Z,,0,21.6,,,,
2018-01-13T00:55:47.589Z,,0,21.6,,,,
2018-01-13T00:55:57.589Z,,0,21.6,,,,
2018-01-13T00:56:07.589Z,,0,21.6,,,,
2018-01-13T00:56:17.628Z,,0,21.6,,,,
2018-01-13T00:56:27.724Z,,0,21.6,,,,
2018-01-13T00:56:37.590Z,,0,21.6,,,,
2018-01-13T00:56:47.589Z,,0,21.6,,,,
2018-01-13T00:56:57.589Z,,0,21.6,,,,
2018-01-13T00:57:07.589Z,,0,21.6,,,,
2018-01-13T00:57:17.593Z,,0,21.6,,,35.4,
2018-01-13T00:57:27.591Z,,0,21.6,,,,
2018-01-13T00:57:37.593Z,,0,21.6,,,,
2018-01-13T00:57:47.589Z,,0,21.6,,,,
2018-01-13T00:57:57.589Z,,0,21.6,,,,
2018-01-13T00:58:07.589Z,,0,21.6,,,,
2018-01-13T00:58:17.593Z,,0,21.6,,,,
2018-01-13T00:58:27.589Z,,0,21.6,,,,
2018-01-13T00:58:37.620Z,,0,21.6,,,,
2018-01-13T00:58:47.592Z,,0,21.6,,,,
2018-01-13T00:58:57.589Z,,0,21.5,,,,
2018-01-13T00:59:07.590Z,,0,21.5,,,,
2018-01-13T00:59:17.590Z,,0,21.5,,,35.3,
2018-01-13T00:59:27.595Z,,0,21.5,,,,
2018-01-13T00:59:37.589Z,,0,21.5,,,,
2018-01-13T00:59:47.595Z,,0,21.5,,,,
2018-01-13T00:59:57.590Z,,0,21.5,,,,
2018-01-13T01:00:07.589Z,,0,21.5,,,,
2018-01-13T01:00:17.592Z,,0,21.5,,,,
2018-01-13T01:00:27.590Z,,0,21.5,,,,
2018-01-13T01:00:37.590Z,,0,21.5,,,,
2018-01-13T01:00:47.659Z,,0,21.5,,,,
2018-01-13T01:00:57.590Z,,0,21.5,,,,
2018-01-13T01:01:07.598Z,,0,21.5,,,,
2018-01-13T01:01:17.595Z,,0,21.5,,,35.2,
2018-01-13T01:01:27.592Z,,0,21.5,,,,
2018-01-13T01:01:37.591Z,,0,21.5,,,,
2018-01-13T01:01:47.605Z,,0,21.5,,,,
2018-01-13T01:01:57.594Z,,0,21.5,,,,
2018-01-13T01:02:07.590Z,,0,21.5,,,,
2018-01-13T01:02:17.590Z,,0,21.5,,,,
2018-01-13T01:02:27.590Z,,0,21.5,,,,
2018-01-13T01:02:37.595Z,,0,21.5,,,,
2018-01-13T01:02:47.594Z,,0,21.5,,,,
2018-01-13T01:02:57.593Z,,0,21.5,,,35.1,
2018-01-13T01:03:07.593Z,,0,21.5,,,,
2018-01-13T01:03:17.595Z,,0,21.3,,,,
2018-01-13T01:03:27.595Z,,0,21.5,,,,
2018-01-13T01:03:37.595Z,,0,21.5,,,,
2018-01-13T01:03:47.591Z,,0,21.5,,,,
2018-01-13T01:03:57.590Z,,0,21.3,,,,
2018-01-13T01:04:07.591Z,,0,21.3,,,,
2018-01-13T01:04:17.591Z,,0,21.3,,,,
2018-01-13T01:04:27.596Z,,0,21.3,,,,
2018-01-13T01:04:37.590Z,,0,21.3,,,34.9,
2018-01-13T01:04:47.591Z,,0,21.3,,,,
2018-01-13T01:04:57.590Z,,0,21.3,,,,
2018-01-13T01:05:07.593Z,,0,21.3,,,,
2018-01-13T01:05:17.591Z,,0,21.3,,,,
2018-01-13T01:05:27.591Z,,0,21.3,,,,
2018-01-13T01:05:37.590Z,,0,21.3,,,,
2018-01-13T01:05:47.589Z,,0,21.3,,,,
2018-01-13T01:05:57.591Z,,0,21.3,,,,
2018-01-13T01:06:07.593Z,,0,21.3,,,,
2018-01-13T01:06:17.592Z,,0,21.3,,,,
2018-01-13T01:06:27.591Z,,0,21.3,,,,
2018-01-13T01:06:37.594Z,,0,21.3,,,,
2018-01-13T01:06:47.590Z,,0,21.3,,,,
2018-01-13T01:06:57.594Z,,0,21.3,,,34.8,
2018-01-13T01:07:07.590Z,,0,21.3,,,,
2018-01-13T01:07:17.591Z,,0,21.3,,,,
2018-01-13T01:07:27.591Z,,0,21.3,,,,
2018-01-13T01:07:37.595Z,,0,21.3,,,,
2018-01-13T01:07:47.591Z,,0,21.3,,,,
2018-01-13T01:07:57.704Z,,0,21.3,,,,
2018-01-13T01:08:07.597Z,,0,21.3,,,,
2018-01-13T01:08:17.591Z,,0,21.2,,,,
2018-01-13T01:08:27.591Z,,0,21.2,,,,
2018-01-13T01:08:37.595Z,,0,21.2,,,,
2018-01-13T01:08:47.591Z,,0,21.2,,,34.7,
2018-01-13T01:08:57.591Z,,0,21.2,,,,
2018-01-13T01:09:07.590Z,,0,21.2,,,,
2018-01-13T01:09:17.591Z,,0,21.2,,,,
2018-01-13T01:09:27.591Z,,0,21.2,,,,
2018-01-13T01:09:37.591Z,,0,21.2,,,,
2018-01-13T01:09:47.592Z,,0,21.2,,,,
2018-01-13T01:09:57.594Z,,0,21.2,,,,
2018-01-13T01:10:07.591Z,,0,21.2,,,,
2018-01-13T01:10:17.593Z,,0,21.2,,,,
2018-01-13T01:10:27.592Z,,0,21.2,,,,
2018-01-13T01:10:37.593Z,,0,21.2,,,34.6,
2018-01-13T01:10:47.591Z,,0,21.2,,,,
2018-01-13T01:10:57.593Z,,0,21.2,,,,
2018-01-13T01:11:07.590Z,,0,21.2,,,,
2018-01-13T01:11:17.591Z,,0,21.2,,,,
2018-01-13T01:11:27.591Z,,0,21.2,,,,
2018-01-13T01:11:37.592Z,,0,21.2,,,,
2018-01-13T01:11:47.591Z,,0,21.2,,,,
2018-01-13T01:11:57.592Z,,0,21.2,,,,
2018-01-13T01:12:07.591Z,,0,21.2,,,,
2018-01-13T01:12:17.591Z,,0,21.2,,,,
2018-01-13T01:12:27.591Z,,0,21.2,,,,
2018-01-13T01:12:37.591Z,,0,21.2,,,34.5,
2018-01-13T01:12:47.642Z,,0,21.2,,,,
2018-01-13T01:12:57.591Z,,0,21.2,,,,
2018-01-13T01:13:07.597Z,,0,21.2,,,,
2018-01-13T01:13:17.597Z,,0,21.2,,,,
2018-01-13T01:13:27.594Z,,0,21.1,,,,
2018-01-13T01:13:37.591Z,,0,21.1,,,,
2018-01-13T01:13:47.592Z,,0,21.1,,,,
2018-01-13T01:13:57.595Z,,0,21.1,,,,
2018-01-13T01:14:07.591Z,,0,21.1,,,,
2018-01-13T01:14:17.598Z,,0,21.1,,,,
2018-01-13T01:14:27.591Z,,0,21.1,,,,
2018-01-13T01:14:37.592Z,,0,21.1,,,34.4,
2018-01-13T01:14:47.593Z,,0,21.1,,,,
2018-01-13T01:14:57.658Z,,0,21.1,,,,
2018-01-13T01:15:07.592Z,,0,21.1,,,,
2018-01-13T01:15:17.596Z,,0,21.1,,,,
2018-01-13T01:15:27.607Z,,0,21.1,,,,
2018-01-13T01:15:37.592Z,,0,21.1,,,,
2018-01-13T01:15:47.597Z,,0,21.1,,,,
2018-01-13T01:15:57.592Z,,0,21.1,,,,
2018-01-13T01:16:07.591Z,,0,21.1,,,,
2018-01-13T01:16:17.592Z,,0,21.1,,,,
2018-01-13T01:16:27.592Z,,0,21.1,,,,
2018-01-13T01:16:37.592Z,,0,21.1,,,34.3,
2018-01-13T01:16:47.592Z,,0,21.1,,,,
2018-01-13T01:16:57.592Z,,0,21.1,,,,
2018-01-13T01:17:07.592Z,,0,21.1,,,,
2018-01-13T01:17:17.593Z,,0,21.1,,,,
2018-01-13T01:17:27.592Z,,0,21.1,,,,
2018-01-13T01:17:37.591Z,,0,21.1,,,,
2018-01-13T01:17:47.600Z,,0,21.1,,,,
2018-01-13T01:17:57.594Z,,0,21.1,,,,
2018-01-13T01:18:07.592Z,,0,21.1,,,,
2018-01-13T01:18:17.592Z,,0,21.1,,,,
2018-01-13T01:18:27.592Z,,0,21.1,,,,
2018-01-13T01:18:37.591Z,,0,21.1,,,34.2,
2018-01-13T01:18:47.595Z,,0,21.1,,,,
2018-01-13T01:18:57.592Z,,0,20.9,,,,
2018-01-13T01:19:07.593Z,,0,20.9,,,,
2018-01-13T01:19:17.592Z,,0,20.9,,,,
2018-01-13T01:19:27.592Z,,0,20.9,,,,
2018-01-13T01:19:37.593Z,,0,20.9,,,,
2018-01-13T01:19:47.592Z,,0,20.9,,,,
2018-01-13T01:19:57.592Z,,0,20.9,,,,
2018-01-13T01:20:07.597Z,,0,20.9,,,,
2018-01-13T01:20:17.593Z,,0,20.9,,,34.1,
2018-01-13T01:20:27.595Z,,0,20.9,,,34.2,
2018-01-13T01:20:37.591Z,,0,20.9,,,34.1,
2018-01-13T01:20:47.593Z,,0,20.9,,,,
2018-01-13T01:20:57.592Z,,0,20.9,,,,
2018-01-13T01:21:07.759Z,,0,20.9,,,,
2018-01-13T01:21:17.593Z,,0,20.9,,,,
2018-01-13T01:21:27.608Z,,0,20.9,,,,
2018-01-13T01:21:37.592Z,,0,20.9,,,,
2018-01-13T01:21:47.592Z,,0,20.9,,,,
2018-01-13T01:21:57.592Z,,0,20.9,,,,
2018-01-13T01:22:07.592Z,,0,20.9,,,,
2018-01-13T01:22:17.595Z,,0,20.9,,,,
2018-01-13T01:22:27.603Z,,0,20.9,,,,
2018-01-13T01:22:37.593Z,,0,20.9,,,34,
2018-01-13T01:22:47.869Z,,0,20.9,,,,
2018-01-13T01:22:57.593Z,,0,20.9,,,,
2018-01-13T01:23:07.593Z,,0,20.9,,,,
2018-01-13T01:23:17.594Z,,0,20.9,,,,
2018-01-13T01:23:27.592Z,,0,20.9,,,,
2018-01-13T01:23:37.598Z,,0,20.9,,,,
2018-01-13T01:23:47.595Z,,0,20.9,,,,
2018-01-13T01:23:57.593Z,,0,20.9,,,,
2018-01-13T01:24:07.594Z,,0,20.9,,,,
2018-01-13T01:24:17.593Z,,0,20.9,,,34,
2018-01-13T01:24:27.597Z,,0,20.9,,,33.9,
2018-01-13T01:24:37.593Z,,0,20.8,,,33.9,
2018-01-13T01:24:47.592Z,,0,20.8,,,,
2018-01-13T01:24:57.597Z,,0,20.8,,,,
2018-01-13T01:25:07.602Z,,0,20.8,,,,
2018-01-13T01:25:17.593Z,,0,20.8,,,,
2018-01-13T01:25:27.592Z,,0,20.8,,,,
2018-01-13T01:25:37.655Z,,0,20.8,,,,
2018-01-13T01:25:47.593Z,,0,20.8,,,,
2018-01-13T01:25:57.593Z,,0,20.8,,,,
2018-01-13T01:26:07.593Z,,0,20.8,,,,
2018-01-13T01:26:17.597Z,,0,20.8,,,,
2018-01-13T01:26:27.593Z,,0,20.8,,,,
2018-01-13T01:26:37.593Z,,0,20.8,,,,
2018-01-13T01:26:47.592Z,,0,20.8,,,33.8,
2018-01-13T01:26:57.593Z,,0,20.8,,,,
2018-01-13T01:27:07.594Z,,0,20.8,,,,
2018-01-13T01:27:17.593Z,,0,20.8,,,,
2018-01-13T01:27:27.592Z,,0,20.8,,,,
2018-01-13T01:27:37.592Z,,0,20.8,,,,
2018-01-13T01:27:47.911Z,,0,20.8,,,,
2018-01-13T01:27:57.599Z,,0,20.8,,,,
