Time,HwTOutlet,PrimTSet,PrimT,ChActive,ActPow,HwActive,HwTSet
2018-01-25T00:00:06.185Z,25.4,,,,,,0
2018-01-25T00:00:16.184Z,25.4,,,,,,0
2018-01-25T00:00:26.184Z,25.4,,,,,,0
2018-01-25T00:00:36.274Z,25.4,,,,,,0
2018-01-25T00:00:46.184Z,25.4,,,,,,0
2018-01-25T00:00:56.185Z,25.4,,,,,,0
2018-01-25T00:01:06.188Z,25.4,,,,,,0
2018-01-25T00:01:16.188Z,25.3,,43.8,,,,0
2018-01-25T00:01:26.185Z,25.3,,,,,,0
2018-01-25T00:01:36.275Z,25.3,,,,,,0
2018-01-25T00:01:46.185Z,25.3,,,,,,0
2018-01-25T00:01:56.184Z,25.3,,,,,,0
2018-01-25T00:02:06.185Z,25.3,,,,,,0
2018-01-25T00:02:16.188Z,25.3,,,,,,0
2018-01-25T00:02:26.189Z,25.3,,43.7,,,,0
2018-01-25T00:02:36.274Z,25.3,,,,,,0
2018-01-25T00:02:46.192Z,25.1,,,,,,0
2018-01-25T00:03:01.301Z,25.1,,,,,,0
2018-01-25T00:03:06.193Z,25.1,,,,,,0
2018-01-25T00:03:16.195Z,25.1,,,,,,0
2018-01-25T00:03:26.191Z,25.1,,,,,,0
2018-01-25T00:03:36.297Z,25.1,,43.6,,,,0
2018-01-25T00:03:46.185Z,25.1,,,,,,0
2018-01-25T00:03:56.184Z,25.1,,,,,,0
2018-01-25T00:04:06.185Z,25.1,,,,,,0
2018-01-25T00:04:16.185Z,25.1,,,,,,0
2018-01-25T00:04:26.188Z,25.1,,,,,,0
2018-01-25T00:04:36.275Z,25,,,,,,0
2018-01-25T00:04:46.184Z,25,,,,,,0
2018-01-25T00:04:56.185Z,25,,43.5,,,,0
2018-01-25T00:05:06.185Z,25,,,,,,0
2018-01-25T00:05:18.542Z,25,5,43.5,0,0,0,0
2018-01-25T00:05:27.980Z,25,,,,,,0
2018-01-25T00:05:36.275Z,25,,,,,,0
2018-01-25T00:05:46.300Z,25,,,,,,0
2018-01-25T00:05:56.185Z,24.9,,,,,,0
2018-01-25T00:06:06.184Z,24.9,,43.4,,,,0
2018-01-25T00:06:16.185Z,24.9,,,,,,0
2018-01-25T00:06:26.185Z,24.9,,,,,,0
2018-01-25T00:06:36.276Z,24.9,,,,,,0
2018-01-25T00:06:46.184Z,24.9,,,,,,0
2018-01-25T00:06:56.188Z,24.9,,,,,,0
2018-01-25T00:07:06.185Z,24.9,,,,,,0
2018-01-25T00:07:16.184Z,24.9,,,,,,0
2018-01-25T00:07:26.185Z,24.9,,43.3,,,,0
2018-01-25T00:07:36.278Z,24.9,,,,,,0
2018-01-25T00:07:46.185Z,24.9,,,,,,0
2018-01-25T00:07:56.186Z,24.9,,,,,,0
2018-01-25T00:08:06.185Z,24.8,,,,,,0
2018-01-25T00:08:16.382Z,24.8,,,,,,0
2018-01-25T00:08:26.188Z,24.8,,,,,,0
2018-01-25T00:08:36.275Z,24.8,,43.2,,,,0
2018-01-25T00:08:46.185Z,24.8,,,,,,0
2018-01-25T00:08:56.191Z,24.8,,,,,,0
2018-01-25T00:09:06.185Z,24.8,,,,,,0
2018-01-25T00:09:16.186Z,24.8,,,,,,0
2018-01-25T00:09:26.185Z,24.8,,,,,,0
2018-01-25T00:09:36.278Z,24.7,,,,,,0
2018-01-25T00:09:46.185Z,24.7,,,,,,0
2018-01-25T00:09:56.186Z,24.7,,43.2,,,,0
2018-01-25T00:10:06.188Z,24.7,,43.1,,,,0
2018-01-25T00:10:16.186Z,24.7,,,,,,0
2018-01-25T00:10:26.185Z,24.7,,,,,,0
2018-01-25T00:10:36.275Z,24.7,,,,,,0
2018-01-25T00:10:46.185Z,24.7,,,,,,0
2018-01-25T00:10:56.185Z,24.7,,,,,,0
2018-01-25T00:11:06.185Z,24.7,,,,,,0
2018-01-25T00:11:21.276Z,24.7,,43,,,,0
2018-01-25T00:11:31.286Z,24.7,,,,,,0
2018-01-25T00:11:36.275Z,24.5,,,,,,0
2018-01-25T00:11:46.186Z,24.5,,,,,,0
2018-01-25T00:11:56.185Z,24.5,,,,,,0
2018-01-25T00:12:06.186Z,24.5,,,,,,0
2018-01-25T00:12:16.189Z,24.5,,,,,,0
2018-01-25T00:12:26.186Z,24.5,,42.9,,,,0
2018-01-25T00:12:36.278Z,24.5,,43,,,,0
2018-01-25T00:12:46.186Z,24.5,,42.9,,,,0
2018-01-25T00:12:56.189Z,24.5,,,,,,0
2018-01-25T00:13:06.186Z,24.5,,,,,,0
2018-01-25T00:13:16.186Z,24.5,,,,,,0
2018-01-25T00:13:26.185Z,24.5,,,,,,0
2018-01-25T00:13:36.276Z,24.4,,,,,,0
2018-01-25T00:13:51.278Z,24.4,,,,,,0
2018-01-25T00:13:56.191Z,24.4,,42.8,,,,0
2018-01-25T00:14:06.186Z,24.4,,,,,,0
2018-01-25T00:14:16.186Z,24.4,,,,,,0
2018-01-25T00:14:26.217Z,24.4,,,,,,0
2018-01-25T00:14:36.278Z,24.4,,,,,,0
2018-01-25T00:14:46.187Z,24.4,,,,,,0
2018-01-25T00:14:56.192Z,24.4,,,,,,0
2018-01-25T00:15:06.204Z,24.4,,,,,,0
2018-01-25T00:15:16.187Z,24.4,,42.7,,,,0
2018-01-25T00:15:26.204Z,24.3,,,,,,0
2018-01-25T00:15:36.284Z,24.3,,,,,,0
2018-01-25T00:15:46.190Z,24.3,,,,,,0
2018-01-25T00:15:56.186Z,24.3,,,,,,0
2018-01-25T00:16:11.416Z,24.3,,,,,,0
2018-01-25T00:16:16.186Z,24.3,,,,,,0
2018-01-25T00:16:26.189Z,24.3,,42.6,,,,0
2018-01-25T00:16:36.276Z,24.3,,,,,,0
2018-01-25T00:16:46.186Z,24.3,,,,,,0
2018-01-25T00:16:56.187Z,24.3,,,,,,0
2018-01-25T00:17:06.187Z,24.3,,,,,,0
2018-01-25T00:17:16.192Z,24.3,,,,,,0
2018-01-25T00:17:26.186Z,24.2,,,,,,0
2018-01-25T00:17:36.276Z,24.3,,,,,,0
2018-01-25T00:17:46.187Z,24.2,,42.4,,,,0
2018-01-25T00:17:56.187Z,24.2,,,,,,0
2018-01-25T00:18:06.186Z,24.2,,,,,,0
2018-01-25T00:18:16.186Z,24.2,,,,,,0
2018-01-25T00:18:31.356Z,24.2,,,,,,0
2018-01-25T00:18:36.277Z,24.2,,,,,,0
2018-01-25T00:18:46.191Z,24.2,,,,,,0
2018-01-25T00:18:56.196Z,24.2,,,,,,0
2018-01-25T00:19:06.191Z,24.2,,42.3,,,,0
2018-01-25T00:19:16.362Z,24.2,,,,,,0
2018-01-25T00:19:26.188Z,24,,,,,,0
2018-01-25T00:19:36.276Z,24,,,,,,0
2018-01-25T00:19:46.209Z,24,,,,,,0
2018-01-25T00:19:56.191Z,24,,,,,,0
2018-01-25T00:20:06.193Z,24,,,,,,0
2018-01-25T00:20:16.190Z,24,,,,,,0
2018-01-25T00:20:26.187Z,24,,42.2,,,,0
2018-01-25T00:20:36.277Z,24,,,,,,0
2018-01-25T00:20:51.309Z,24,,,,,,0
2018-01-25T00:20:56.187Z,24,,,,,,0
2018-01-25T00:21:06.191Z,24,,,,,,0
2018-01-25T00:21:16.196Z,24,,,,,,0
2018-01-25T00:21:26.197Z,24,,,,,,0
2018-01-25T00:21:36.281Z,24,,,,,,0
2018-01-25T00:21:46.206Z,24,,,,,,0
2018-01-25T00:21:56.187Z,23.9,,42.1,,,,0
2018-01-25T00:22:06.188Z,23.9,,,,,,0
2018-01-25T00:22:21.289Z,23.9,,,,,,0
2018-01-25T00:22:26.187Z,23.9,,,,,,0
2018-01-25T00:22:36.418Z,23.9,,,,,,0
2018-01-25T00:22:46.187Z,23.9,,,,,,0
2018-01-25T00:22:56.190Z,23.9,,,,,,0
2018-01-25T00:23:06.209Z,23.9,,42,,,,0
2018-01-25T00:23:16.194Z,23.9,,,,,,0
2018-01-25T00:23:26.193Z,23.9,,,,,,0
2018-01-25T00:23:36.309Z,23.9,,,,,,0
2018-01-25T00:23:46.477Z,23.9,,,,,,0
2018-01-25T00:23:56.188Z,23.9,,,,,,0
2018-01-25T00:24:11.218Z,23.9,,,,,,0
2018-01-25T00:24:16.187Z,23.8,,,,,,0
2018-01-25T00:24:26.201Z,23.8,,41.9,,,,0
2018-01-25T00:24:36.365Z,23.8,,,,,,0
2018-01-25T00:24:46.194Z,23.8,,,,,,0
2018-01-25T00:24:56.354Z,23.8,,,,,,0
2018-01-25T00:25:06.192Z,23.8,,,,,,0
2018-01-25T00:25:16.351Z,23.8,,,,,,0
2018-01-25T00:25:26.187Z,23.8,,,,,,0
2018-01-25T00:25:36.279Z,23.8,,,,,,0
2018-01-25T00:25:46.187Z,23.8,,,,,,0
2018-01-25T00:25:56.188Z,23.8,,41.8,,,,0
2018-01-25T00:26:06.187Z,23.8,,,,,,0
2018-01-25T00:26:21.286Z,23.8,,,,,,0
2018-01-25T00:26:26.342Z,23.8,,,,,,0
2018-01-25T00:26:36.278Z,23.7,,,,,,0
2018-01-25T00:26:46.345Z,23.7,,,,,,0
2018-01-25T00:26:56.192Z,23.7,,,,,,0
2018-01-25T00:27:06.187Z,23.7,,41.7,,,,0
2018-01-25T00:27:16.188Z,23.7,,,,,,0
2018-01-25T00:27:26.190Z,23.7,,,,,,0
2018-01-25T00:27:36.563Z,23.7,,,,,,0
2018-01-25T00:27:46.189Z,23.7,,,,,,0
2018-01-25T00:28:01.898Z,23.7,,,,,,0
2018-01-25T00:28:06.193Z,23.7,,,,,,0
2018-01-25T00:28:16.189Z,23.7,,,,,,0
2018-01-25T00:28:27.004Z,23.7,,41.6,,,,0
2018-01-25T00:28:36.323Z,23.7,,,,,,0
2018-01-25T00:28:46.193Z,23.7,,,,,,0
2018-01-25T00:28:56.611Z,23.6,,,,,,0
2018-01-25T00:29:06.294Z,23.7,,,,,,0
2018-01-25T00:29:16.200Z,23.6,,,,,,0
2018-01-25T00:29:26.191Z,23.6,,,,,,0
2018-01-25T00:29:36.720Z,23.6,,,,,,0
2018-01-25T00:29:46.192Z,23.6,,,,,,0
2018-01-25T00:29:56.602Z,23.6,,,,,,0
2018-01-25T00:30:06.193Z,23.6,,41.5,,,,0
2018-01-25T00:30:16.192Z,23.6,,,,,,0
2018-01-25T00:30:26.193Z,23.6,,,,,,0
2018-01-25T00:30:37.004Z,23.6,,,,,,0
2018-01-25T00:30:46.198Z,23.6,,,,,,0
2018-01-25T00:30:56.196Z,23.6,,,,,,0
2018-01-25T00:31:06.194Z,23.6,,,,,,0
2018-01-25T00:31:16.200Z,23.6,,,,,,0
2018-01-25T00:31:26.195Z,23.6,,41.4,,,,0
2018-01-25T00:31:37.008Z,23.6,,,,,,0
2018-01-25T00:31:46.188Z,23.4,,,,,,0
2018-01-25T00:31:56.200Z,23.4,,,,,,0
2018-01-25T00:32:06.204Z,23.4,,,,,,0
2018-01-25T00:32:16.194Z,23.4,,,,,,0
2018-01-25T00:32:26.194Z,23.4,,,,,,0
2018-01-25T00:32:41.510Z,23.4,,,,,,0
2018-01-25T00:32:46.934Z,23.4,,41.3,,,,0
2018-01-25T00:32:56.389Z,23.4,,,,,,0
2018-01-25T00:33:06.194Z,23.4,,,,,,0
2018-01-25T00:33:16.433Z,23.4,,,,,,0
2018-01-25T00:33:26.199Z,23.4,,,,,,0
2018-01-25T00:33:36.278Z,23.4,,,,,,0
2018-01-25T00:33:46.510Z,23.4,,,,,,0
2018-01-25T00:33:56.189Z,23.4,,,,,,0
2018-01-25T00:34:06.197Z,23.4,,,,,,0
2018-01-25T00:34:16.385Z,23.4,,,,,,0
2018-01-25T00:34:26.189Z,23.4,,41.2,,,,0
2018-01-25T00:34:36.288Z,23.3,,,,,,0
2018-01-25T00:34:46.196Z,23.3,,,,,,0
2018-01-25T00:34:56.190Z,23.3,,,,,,0
2018-01-25T00:35:06.193Z,23.3,,,,,,0
2018-01-25T00:35:16.189Z,23.3,,,,,,0
2018-01-25T00:35:26.523Z,23.3,,,,,,0
2018-01-25T00:35:36.473Z,23.3,,,,,,0
2018-01-25T00:35:46.188Z,23.3,,41.1,,,,0
2018-01-25T00:35:56.206Z,23.3,,,,,,0
2018-01-25T00:36:06.188Z,23.3,,,,,,0
2018-01-25T00:36:16.188Z,23.3,,,,,,0
2018-01-25T00:36:26.537Z,23.3,,,,,,0
2018-01-25T00:36:36.534Z,23.3,,,,,,0
2018-01-25T00:36:46.192Z,23.3,,,,,,0
2018-01-25T00:36:56.196Z,23.3,,,,,,0
2018-01-25T00:37:17.696Z,23.3,,41,,,,0
2018-01-25T00:37:18.293Z,23.2,,,,,,0
2018-01-25T00:37:26.191Z,23.3,,,,,,0
2018-01-25T00:37:36.860Z,23.2,,,,,,0
2018-01-25T00:37:46.196Z,23.2,,,,,,0
2018-01-25T00:37:56.201Z,23.2,,,,,,0
2018-01-25T00:38:06.844Z,23.2,,,,,,0
2018-01-25T00:38:16.194Z,23.2,,41,,,,0
2018-01-25T00:38:26.193Z,23.2,,40.9,,,,0
2018-01-25T00:38:36.624Z,23.2,,,,,,0
2018-01-25T00:38:46.200Z,23.2,,,,,,0
2018-01-25T00:38:56.213Z,23.2,,,,,,0
2018-01-25T00:39:06.193Z,23.2,,,,,,0
2018-01-25T00:39:16.194Z,23.2,,,,,,0
2018-01-25T00:39:26.189Z,23.2,,,,,,0
2018-01-25T00:39:36.327Z,23.2,,,,,,0
2018-01-25T00:39:46.230Z,23.2,,,,,,0
2018-01-25T00:39:56.211Z,23.2,,,,,,0
2018-01-25T00:40:06.209Z,23.2,,40.8,,,,0
2018-01-25T00:40:16.190Z,23.2,,,,,,0
2018-01-25T00:40:26.190Z,23.1,,,,,,0
2018-01-25T00:40:36.287Z,23.1,,,,,,0
2018-01-25T00:40:46.189Z,23.1,,,,,,0
2018-01-25T00:40:56.190Z,23.1,,,,,,0
2018-01-25T00:41:06.189Z,23.1,,,,,,0
2018-01-25T00:41:16.189Z,23.1,,,,,,0
2018-01-25T00:41:26.189Z,23.1,,40.7,,,,0
2018-01-25T00:41:36.842Z,23.1,,,,,,0
2018-01-25T00:41:46.197Z,23.1,,,,,,0
2018-01-25T00:41:56.459Z,23.1,,,,,,0
2018-01-25T00:42:06.418Z,23.1,,,,,,0
2018-01-25T00:42:16.465Z,23.1,,,,,,0
2018-01-25T00:42:31.587Z,23.1,,,,,,0
2018-01-25T00:42:36.831Z,23.1,,,,,,0
2018-01-25T00:42:46.195Z,23.1,,40.6,,,,0
2018-01-25T00:42:56.191Z,23.1,,,,,,0
2018-01-25T00:43:06.190Z,23.1,,,,,,0
2018-01-25T00:43:16.196Z,23.1,,,,,,0
2018-01-25T00:43:26.192Z,23.1,,,,,,0
2018-01-25T00:43:41.472Z,23.1,,,,,,0
2018-01-25T00:43:46.189Z,23,,,,,,0
2018-01-25T00:43:56.189Z,23,,,,,,0
2018-01-25T00:44:06.190Z,23,,,,,,0
2018-01-25T00:44:16.190Z,23,,,,,,0
2018-01-25T00:44:26.190Z,23,,40.5,,,,0
2018-01-25T00:44:36.280Z,23,,,,,,0
2018-01-25T00:44:46.190Z,23,,,,,,0
2018-01-25T00:44:56.189Z,23,,,,,,0
2018-01-25T00:45:06.197Z,23,,,,,,0
2018-01-25T00:45:21.759Z,23,,,,,,0
2018-01-25T00:45:26.199Z,23,,,,,,0
2018-01-25T00:45:36.279Z,23,,,,,,0
2018-01-25T00:45:46.196Z,23,,40.4,,,,0
2018-01-25T00:45:56.366Z,23,,,,,,0
2018-01-25T00:46:06.192Z,23,,,,,,0
2018-01-25T00:46:16.190Z,23,,,,,,0
2018-01-25T00:46:26.196Z,23,,,,,,0
2018-01-25T00:46:36.279Z,23,,,,,,0
2018-01-25T00:46:46.192Z,23,,,,,,0
2018-01-25T00:46:56.190Z,23,,,,,,0
2018-01-25T00:47:06.190Z,23,,40.3,,,,0
2018-01-25T00:47:16.191Z,22.8,,,,,,0
2018-01-25T00:47:26.419Z,23,,,,,,0
2018-01-25T00:47:36.510Z,23,,,,,,0
2018-01-25T00:47:46.194Z,22.8,,,,,,0
2018-01-25T00:47:56.190Z,22.8,,,,,,0
2018-01-25T00:48:06.204Z,22.8,,,,,,0
2018-01-25T00:48:21.455Z,22.8,,,,,,0
2018-01-25T00:48:26.191Z,22.8,,,,,,0
2018-01-25T00:48:36.280Z,22.8,,,,,,0
2018-01-25T00:48:46.190Z,22.8,,40.2,,,,0
2018-01-25T00:48:56.190Z,22.8,,,,,,0
2018-01-25T00:49:06.194Z,22.8,,,,,,0
2018-01-25T00:49:16.190Z,22.8,,,,,,0
2018-01-25T00:49:26.191Z,22.8,,,,,,0
2018-01-25T00:49:36.508Z,22.8,,,,,,0
2018-01-25T00:49:46.190Z,22.8,,,,,,0
2018-01-25T00:49:56.192Z,22.8,,,,,,0
2018-01-25T00:50:06.356Z,22.8,,,,,,0
2018-01-25T00:50:16.193Z,22.8,,40.1,,,,0
2018-01-25T00:50:26.214Z,22.8,,,,,,0
2018-01-25T00:50:41.985Z,22.8,,,,,,0
2018-01-25T00:50:46.356Z,22.8,,,,,,0
2018-01-25T00:50:56.358Z,22.8,,,,,,0
2018-01-25T00:51:06.198Z,22.8,,,,,,0
2018-01-25T00:51:16.214Z,22.8,,,,,,0
2018-01-25T00:51:26.201Z,22.8,,,,,,0
2018-01-25T00:51:36.281Z,22.7,,40,,,,0
2018-01-25T00:51:51.303Z,22.7,,,,,,0
2018-01-25T00:51:56.198Z,22.7,,,,,,0
2018-01-25T00:52:06.192Z,22.7,,,,,,0
2018-01-25T00:52:16.197Z,22.7,,,,,,0
2018-01-25T00:52:26.199Z,22.7,,,,,,0
2018-01-25T00:52:36.625Z,22.7,,,,,,0
2018-01-25T00:52:46.196Z,22.7,,,,,,0
2018-01-25T00:52:56.358Z,22.7,,40,,,,0
2018-01-25T00:53:06.197Z,22.7,,40,,,,0
2018-01-25T00:53:16.192Z,22.7,,39.9,,,,0
2018-01-25T00:53:26.351Z,22.7,,,,,,0
2018-01-25T00:53:36.783Z,22.7,,,,,,0
2018-01-25T00:53:46.690Z,22.7,,,,,,0
2018-01-25T00:53:56.330Z,22.7,,,,,,0
2018-01-25T00:54:11.283Z,22.7,,,,,,0
2018-01-25T00:54:16.191Z,22.7,,,,,,0
2018-01-25T00:54:26.192Z,22.7,,,,,,0
2018-01-25T00:54:36.283Z,22.7,,,,,,0
2018-01-25T00:54:46.191Z,22.7,,39.8,,,,0
2018-01-25T00:54:56.191Z,22.7,,,,,,0
2018-01-25T00:55:06.191Z,22.7,,,,,,0
2018-01-25T00:55:16.209Z,22.7,,,,,,0
2018-01-25T00:55:26.396Z,22.7,,,,,,0
2018-01-25T00:55:36.282Z,22.7,,,,,,0
2018-01-25T00:55:46.396Z,22.6,,,,,,0
2018-01-25T00:55:56.194Z,22.6,,,,,,0
2018-01-25T00:56:06.195Z,22.6,,39.7,,,,0
2018-01-25T00:56:16.237Z,22.6,,,,,,0
2018-01-25T00:56:26.203Z,22.6,,,,,,0
2018-01-25T00:56:36.557Z,22.6,,,,,,0
2018-01-25T00:56:51.227Z,22.6,,,,,,0
2018-01-25T00:56:56.195Z,22.6,,,,,,0
2018-01-25T00:57:06.202Z,22.6,,,,,,0
2018-01-25T00:57:16.203Z,22.6,,,,,,0
2018-01-25T00:57:26.197Z,22.6,,,,,,0
2018-01-25T00:57:36.365Z,22.6,,39.6,,,,0
2018-01-25T00:57:46.196Z,22.6,,,,,,0
2018-01-25T00:57:56.191Z,22.6,,,,,,0
2018-01-25T00:58:06.192Z,22.6,,,,,,0
2018-01-25T00:58:16.192Z,22.6,,,,,,0
2018-01-25T00:58:26.195Z,22.6,,,,,,0
2018-01-25T00:58:36.313Z,22.6,,,,,,0
2018-01-25T00:58:46.194Z,22.6,,,,,,0
2018-01-25T00:58:56.193Z,22.6,,,,,,0
2018-01-25T00:59:06.191Z,22.6,,,,,,0
2018-01-25T00:59:16.192Z,22.6,,39.5,,,,0
2018-01-25T00:59:26.387Z,22.6,,,,,,0
2018-01-25T00:59:36.282Z,22.6,,,,,,0
2018-01-25T00:59:46.192Z,22.6,,,,,,0
2018-01-25T00:59:56.198Z,22.6,,,,,,0
2018-01-25T01:00:06.192Z,22.6,,,,,,0
2018-01-25T01:00:16.192Z,22.6,,,,,,0
2018-01-25T01:00:26.192Z,22.6,,,,,,0
2018-01-25T01:00:36.285Z,22.6,,,,,,0
2018-01-25T01:00:46.389Z,22.6,,,,,,0
2018-01-25T01:00:56.193Z,22.6,,39.4,,,,0
2018-01-25T01:01:06.192Z,22.5,,,,,,0
2018-01-25T01:01:16.196Z,22.6,,,,,,0
2018-01-25T01:01:26.194Z,22.6,,,,,,0
2018-01-25T01:01:36.631Z,22.6,,,,,,0
2018-01-25T01:01:46.194Z,22.6,,,,,,0
2018-01-25T01:01:56.216Z,22.5,,,,,,0
2018-01-25T01:02:06.192Z,22.5,,,,,,0
2018-01-25T01:02:21.608Z,22.5,,,,,,0
2018-01-25T01:02:26.195Z,22.5,,39.3,,,,0
2018-01-25T01:02:36.570Z,22.5,,,,,,0
2018-01-25T01:02:46.215Z,22.5,,,,,,0
2018-01-25T01:02:56.379Z,22.5,,,,,,0
2018-01-25T01:03:06.192Z,22.5,,,,,,0
2018-01-25T01:03:16.192Z,22.5,,,,,,0
2018-01-25T01:03:26.197Z,22.5,,,,,,0
2018-01-25T01:03:36.284Z,22.5,,,,,,0
2018-01-25T01:03:46.193Z,22.5,,39.2,,,,0
2018-01-25T01:03:56.195Z,22.5,,,,,,0
2018-01-25T01:04:06.201Z,22.5,,,,,,0
2018-01-25T01:04:16.192Z,22.5,,,,,,0
2018-01-25T01:04:26.201Z,22.5,,,,,,0
2018-01-25T01:04:36.478Z,22.5,,,,,,0
2018-01-25T01:04:46.201Z,22.5,,,,,,0
2018-01-25T01:04:56.195Z,22.5,,,,,,0
2018-01-25T01:05:06.333Z,22.5,,,,,,0
2018-01-25T01:05:16.196Z,22.5,5,39.1,0,0,0,0
2018-01-25T01:05:26.192Z,22.5,,,,,,0
2018-01-25T01:05:36.282Z,22.5,,,,,,0
2018-01-25T01:05:46.216Z,22.5,,,,,,0
2018-01-25T01:05:56.198Z,22.5,,,,,,0
2018-01-25T01:06:11.473Z,22.5,,,,,,0
2018-01-25T01:06:16.197Z,22.5,,,,,,0
2018-01-25T01:06:26.195Z,22.5,,,,,,0
2018-01-25T01:06:36.478Z,22.5,,,,,,0
2018-01-25T01:06:46.198Z,22.5,,,,,,0
2018-01-25T01:06:56.198Z,22.5,,38.9,,,,0
2018-01-25T01:07:06.327Z,22.5,,39.1,,,,0
2018-01-25T01:07:16.194Z,22.5,,38.9,,,,0
2018-01-25T01:07:26.193Z,22.5,,,,,,0
2018-01-25T01:07:36.292Z,22.5,,,,,,0
2018-01-25T01:07:46.256Z,22.5,,,,,,0
2018-01-25T01:07:56.194Z,22.5,,,,,,0
2018-01-25T01:08:06.198Z,22.5,,,,,,0
2018-01-25T01:08:16.197Z,22.5,,,,,,0
2018-01-25T01:08:26.192Z,22.4,,38.8,,,,0
2018-01-25T01:08:36.321Z,22.4,,,,,,0
2018-01-25T01:08:46.198Z,22.4,,,,,,0
2018-01-25T01:08:56.194Z,22.4,,,,,,0
2018-01-25T01:09:06.202Z,22.4,,,,,,0
2018-01-25T01:09:16.196Z,22.4,,,,,,0
2018-01-25T01:09:26.207Z,22.4,,,,,,0
2018-01-25T01:09:36.326Z,22.4,,,,,,0
2018-01-25T01:09:46.197Z,22.4,,,,,,0
2018-01-25T01:09:56.196Z,22.4,,,,,,0
2018-01-25T01:10:06.192Z,22.4,,,,,,0
2018-01-25T01:10:16.196Z,22.4,,38.7,,,,0
2018-01-25T01:10:26.197Z,22.4,,,,,,0
2018-01-25T01:10:36.288Z,22.4,,,,,,0
2018-01-25T01:10:46.200Z,22.4,,,,,,0
2018-01-25T01:10:56.193Z,22.4,,,,,,0
2018-01-25T01:11:06.216Z,22.4,,,,,,0
2018-01-25T01:11:16.203Z,22.4,,,,,,0
2018-01-25T01:11:26.200Z,22.4,,,,,,0
2018-01-25T01:11:36.297Z,22.4,,,,,,0
2018-01-25T01:11:46.200Z,22.4,,38.6,,,,0
2018-01-25T01:11:56.196Z,22.4,,,,,,0
2018-01-25T01:12:06.198Z,22.4,,,,,,0
2018-01-25T01:12:16.193Z,22.4,,,,,,0
2018-01-25T01:12:26.193Z,22.4,,,,,,0
2018-01-25T01:12:36.283Z,22.4,,,,,,0
2018-01-25T01:12:46.193Z,22.4,,,,,,0
2018-01-25T01:12:56.194Z,22.4,,,,,,0
2018-01-25T01:13:06.193Z,22.4,,,,,,0
2018-01-25T01:13:16.194Z,22.4,,,,,,0
2018-01-25T01:13:26.201Z,22.4,,,,,,0
2018-01-25T01:13:36.286Z,22.4,,38.5,,,,0
2018-01-25T01:13:46.396Z,22.4,,,,,,0
2018-01-25T01:13:56.193Z,22.4,,,,,,0
2018-01-25T01:14:06.196Z,22.4,,,,,,0
2018-01-25T01:14:16.198Z,22.4,,,,,,0
2018-01-25T01:14:26.194Z,22.4,,,,,,0
2018-01-25T01:14:36.334Z,22.2,,,,,,0
2018-01-25T01:14:51.215Z,22.4,,,,,,0
2018-01-25T01:14:56.193Z,22.2,,,,,,0
2018-01-25T01:15:06.198Z,22.2,,38.4,,,,0
2018-01-25T01:15:16.196Z,22.2,,,,,,0
2018-01-25T01:15:26.198Z,22.2,,,,,,0
2018-01-25T01:15:36.284Z,22.2,,,,,,0
2018-01-25T01:15:46.200Z,22.2,,,,,,0
2018-01-25T01:15:56.193Z,22.2,,,,,,0
2018-01-25T01:16:06.194Z,22.2,,,,,,0
2018-01-25T01:16:16.194Z,22.2,,,,,,0
2018-01-25T01:16:26.194Z,22.2,,38.3,,,,0
2018-01-25T01:16:36.458Z,22.2,,,,,,0
2018-01-25T01:16:46.194Z,22.2,,,,,,0
2018-01-25T01:16:56.194Z,22.2,,,,,,0
2018-01-25T01:17:06.194Z,22.2,,,,,,0
2018-01-25T01:17:16.194Z,22.2,,,,,,0
2018-01-25T01:17:26.196Z,22.2,,,,,,0
2018-01-25T01:17:36.286Z,22.2,,,,,,0
2018-01-25T01:17:46.194Z,22.2,,,,,,0
2018-01-25T01:17:56.193Z,22.2,,,,,,0
2018-01-25T01:18:06.221Z,22.2,,,,,,0
2018-01-25T01:18:16.243Z,22.2,,38.2,,,,0
2018-01-25T01:18:26.212Z,22.2,,,,,,0
2018-01-25T01:18:36.321Z,22.2,,,,,,0
2018-01-25T01:18:46.213Z,22.2,,,,,,0
2018-01-25T01:18:56.214Z,22.2,,,,,,0
2018-01-25T01:19:06.194Z,22.1,,,,,,0
2018-01-25T01:19:16.196Z,22.2,,,,,,0
2018-01-25T01:19:26.196Z,22.1,,,,,,0
2018-01-25T01:19:36.387Z,22.1,,,,,,0
2018-01-25T01:19:46.194Z,22.1,,,,,,0
2018-01-25T01:19:56.205Z,22.1,,38.1,,,,0
2018-01-25T01:20:06.202Z,22.1,,,,,,0
2018-01-25T01:20:16.207Z,22.1,,,,,,0
2018-01-25T01:20:26.196Z,22.1,,,,,,0
2018-01-25T01:20:36.296Z,22.1,,,,,,0
2018-01-25T01:20:46.194Z,22.1,,,,,,0
2018-01-25T01:20:56.194Z,22.1,,,,,,0
2018-01-25T01:21:06.195Z,22.1,,,,,,0
2018-01-25T01:21:16.196Z,22.1,,,,,,0
2018-01-25T01:21:26.194Z,22.1,,,,,,0
2018-01-25T01:21:36.286Z,22.1,,38,,,,0
2018-01-25T01:21:46.194Z,22.1,,,,,,0
2018-01-25T01:21:56.196Z,22.1,,,,,,0
2018-01-25T01:22:06.211Z,22.1,,,,,,0
2018-01-25T01:22:16.199Z,22.1,,,,,,0
2018-01-25T01:22:26.194Z,22.1,,,,,,0
