Time,HwTOutlet,HwActive,PrimT,ActPow,HwTSet,ChActive,PrimTSet
2018-02-02T05:52:27.974Z,37.7,,,29,54,,
2018-02-02T05:52:37.975Z,37.7,,,30,54,,
2018-02-02T05:52:47.974Z,37.6,,62.4,,54,,
2018-02-02T05:52:58.067Z,37.5,,,29,54,,
2018-02-02T05:53:07.974Z,37.5,,,,54,,
2018-02-02T05:53:17.974Z,37.4,,,30,54,,
2018-02-02T05:53:27.974Z,37.4,,,29,54,,
2018-02-02T05:53:37.974Z,37.3,,,,54,,
2018-02-02T05:53:47.974Z,37.3,,,,54,,
2018-02-02T05:53:58.064Z,37.2,,,,54,,
2018-02-02T05:54:07.976Z,,,,30,,,
2018-02-02T05:54:17.976Z,37.1,,62.5,,54,,
2018-02-02T05:54:27.974Z,37.1,,,,54,,
2018-02-02T05:54:37.975Z,36.9,,,29,54,,
2018-02-02T05:54:48.005Z,36.9,,,,54,,
2018-02-02T05:54:58.065Z,36.8,,,30,54,,
2018-02-02T05:55:08.006Z,36.8,,62.6,,54,,
2018-02-02T05:55:18.140Z,36.7,,,29,54,,
2018-02-02T05:55:27.978Z,36.7,,,30,54,,
2018-02-02T05:55:37.983Z,36.6,,,,54,,
2018-02-02T05:55:47.975Z,36.6,,,,54,,
2018-02-02T05:55:58.065Z,36.6,,,29,54,,
2018-02-02T05:56:07.975Z,36.5,,,30,54,,
2018-02-02T05:56:17.977Z,36.5,,,,54,,
2018-02-02T05:56:27.975Z,36.5,,,29,54,,
2018-02-02T05:56:37.977Z,36.4,,,30,54,,
2018-02-02T05:56:47.979Z,36.4,,62.7,,54,,
2018-02-02T05:56:58.064Z,36.3,,,29,54,,
2018-02-02T05:57:07.977Z,36.3,,,,54,,
2018-02-02T05:57:17.975Z,36.3,,,30,54,,
2018-02-02T05:57:27.975Z,36.2,,62.8,,54,,
2018-02-02T05:57:37.979Z,36.2,,,29,54,,
2018-02-02T05:57:47.975Z,36.2,,,30,54,,
2018-02-02T05:57:58.065Z,36.1,,62.9,29,54,,
2018-02-02T05:58:07.976Z,36.1,,,,54,,
2018-02-02T05:58:17.975Z,36.1,,,30,54,,
2018-02-02T05:58:27.975Z,36.1,,,,54,,
2018-02-02T05:58:37.975Z,36,,,,54,,
2018-02-02T05:58:47.975Z,36,,,29,54,,
2018-02-02T05:58:58.085Z,36,,,30,54,,
2018-02-02T05:59:07.976Z,35.9,,63.1,29,54,,
2018-02-02T05:59:17.976Z,35.9,,63.1,30,54,,
2018-02-02T05:59:27.977Z,35.9,,,,54,,
2018-02-02T05:59:38.140Z,35.9,,,29,54,,
2018-02-02T05:59:47.975Z,35.9,,,,54,,
2018-02-02T05:59:58.065Z,35.8,,63.2,,54,,
2018-02-02T06:00:07.986Z,35.8,,,,54,,
2018-02-02T06:00:17.982Z,35.8,,,30,54,,
2018-02-02T06:00:27.979Z,35.8,,,29,54,,
2018-02-02T06:00:37.975Z,35.8,,,,54,,
2018-02-02T06:00:47.999Z,35.7,,63.3,30,54,,
2018-02-02T06:00:58.084Z,35.7,,,,54,,
2018-02-02T06:01:07.980Z,35.7,,,,54,,
2018-02-02T06:01:17.976Z,35.7,,,,54,,
2018-02-02T06:01:27.975Z,35.7,,,29,54,,
2018-02-02T06:01:37.976Z,35.6,,63.4,,54,,
2018-02-02T06:01:48.010Z,35.6,,63.3,,54,,
2018-02-02T06:01:58.065Z,35.6,,63.4,,54,,
2018-02-02T06:02:07.975Z,35.6,,,,54,,
2018-02-02T06:02:18.009Z,35.6,,,30,54,,
2018-02-02T06:02:27.978Z,35.5,,63.5,,54,,
2018-02-02T06:02:37.997Z,35.5,,,,54,,
2018-02-02T06:02:48.039Z,35.5,,,,54,,
2018-02-02T06:03:00.073Z,35.5,,,,54,,
2018-02-02T06:03:07.976Z,35.5,,63.6,29,54,,
2018-02-02T06:03:18.061Z,35.5,,,30,54,,
2018-02-02T06:03:29.597Z,35.4,,,29,54,,
2018-02-02T06:03:39.445Z,35.4,,,,54,,
2018-02-02T06:03:52.585Z,35.4,,,,54,,
2018-02-02T06:04:42.336Z,35.4,,63.8,,54,,
2018-02-02T06:04:47.997Z,35.3,,63.9,29,54,,
2018-02-02T06:04:58.303Z,35.3,,,,54,,
2018-02-02T06:05:08.021Z,35.3,,,30,54,,
2018-02-02T06:05:17.976Z,35.3,,,,54,,
2018-02-02T06:05:37.479Z,35.3,,,29,54,,
2018-02-02T06:05:38.005Z,35.3,,64,30,54,,
2018-02-02T06:05:47.976Z,35.3,,,,54,,
2018-02-02T06:05:58.066Z,35.2,,,29,54,,
2018-02-02T06:06:07.976Z,35.2,,,,54,,
2018-02-02T06:06:17.978Z,35.2,,,,54,,
2018-02-02T06:06:27.977Z,35.2,,64.1,,54,,
2018-02-02T06:06:37.985Z,35.2,,,,54,,
2018-02-02T06:06:48.001Z,35.2,,,30,54,,
2018-02-02T06:06:58.241Z,35.2,,,,54,,
2018-02-02T06:07:08.092Z,35.2,,,29,54,,
2018-02-02T06:07:22.792Z,35.2,,64.2,30,54,,
2018-02-02T06:07:35.876Z,35.2,,,29,54,,
2018-02-02T06:07:38.027Z,35.1,,,30,54,,
2018-02-02T06:07:48.008Z,35.1,,,,54,,
2018-02-02T06:08:01.182Z,35.1,,,,54,,
2018-02-02T06:08:19.886Z,,,64.4,,,,
2018-02-02T06:08:19.962Z,35.1,,,,54,,
2018-02-02T06:08:27.977Z,35.1,,,29,54,,
2018-02-02T06:08:37.977Z,35.1,,,30,54,,
2018-02-02T06:08:48.213Z,35.1,,,29,54,,
2018-02-02T06:08:58.066Z,35.1,,,,54,,
2018-02-02T06:09:07.979Z,35.1,,64.5,,54,,
2018-02-02T06:09:17.976Z,35.1,,,,54,,
2018-02-02T06:09:27.977Z,35.1,,,30,54,,
2018-02-02T06:09:37.986Z,35.1,,,29,54,,
2018-02-02T06:09:47.979Z,35.1,,,30,54,,
2018-02-02T06:09:58.067Z,34.9,,64.6,29,54,,
2018-02-02T06:10:07.981Z,34.9,,,30,54,,
2018-02-02T06:10:17.982Z,34.9,,,,54,,
2018-02-02T06:10:27.977Z,34.9,,,29,54,,
2018-02-02T06:10:38.775Z,34.9,,,,54,,
2018-02-02T06:10:55.167Z,34.9,,,30,54,,
2018-02-02T06:11:03.353Z,34.9,,64.7,29,54,,
2018-02-02T06:11:18.746Z,34.9,,,30,54,,
2018-02-02T06:11:32.137Z,34.9,,,29,54,,
2018-02-02T06:11:33.892Z,34.9,,,,54,,
2018-02-02T06:11:49.118Z,34.9,,,,54,,
2018-02-02T06:11:49.197Z,34.9,,,,54,,
2018-02-02T06:11:58.067Z,34.9,,,30,54,,
2018-02-02T06:12:07.978Z,34.9,,64.8,29,54,,
2018-02-02T06:12:19.173Z,34.9,,,,54,,
2018-02-02T06:13:27.934Z,34.9,,,30,54,,
2018-02-02T06:16:58.047Z,34.8,,65.3,29,54,,
2018-02-02T06:18:08.017Z,34.8,0,65.4,30,54,2,62
2018-02-02T06:18:17.978Z,34.8,,,29,54,,
2018-02-02T06:18:28.035Z,34.8,,,,54,,
2018-02-02T06:18:37.978Z,34.8,,65.5,,54,,
2018-02-02T06:18:48.069Z,34.8,,65.4,30,54,,
2018-02-02T06:18:57.978Z,34.8,,65.5,29,54,,
2018-02-02T06:19:07.985Z,34.8,,,30,54,,
2018-02-02T06:19:17.978Z,34.8,,,29,54,,
2018-02-02T06:19:28.329Z,34.8,,,,54,,
2018-02-02T06:19:37.978Z,34.8,,,,54,,
2018-02-02T06:19:47.978Z,34.8,,,30,54,,
2018-02-02T06:19:58.080Z,34.8,,,29,54,,
2018-02-02T06:20:07.978Z,34.8,,,,54,,
2018-02-02T06:20:17.978Z,34.8,,65.6,30,54,,
2018-02-02T06:20:27.979Z,34.8,,,29,54,,
2018-02-02T06:20:37.978Z,34.7,,,30,54,,
2018-02-02T06:20:47.980Z,34.8,,,,54,,
2018-02-02T06:20:57.981Z,34.8,,65.8,29,54,,
2018-02-02T06:21:07.987Z,34.8,,,,54,,
2018-02-02T06:21:18.038Z,34.8,,,,54,,
2018-02-02T06:21:27.979Z,34.8,,,30,54,,
2018-02-02T06:21:41.564Z,34.8,,,,54,,
2018-02-02T06:21:48.035Z,34.8,,,29,54,,
2018-02-02T06:21:57.978Z,34.8,,,30,54,,
2018-02-02T06:22:07.979Z,34.7,,,29,54,,
2018-02-02T06:22:17.979Z,34.7,,,,54,,
2018-02-02T06:22:27.978Z,34.7,,,,54,,
2018-02-02T06:22:37.979Z,34.8,,,30,54,,
2018-02-02T06:22:47.978Z,34.8,,,29,54,,
2018-02-02T06:22:58.013Z,34.8,,65.9,,54,,
2018-02-02T06:23:07.984Z,34.8,,,30,54,,
2018-02-02T06:23:17.979Z,34.8,,,29,54,,
2018-02-02T06:23:27.978Z,34.8,,,,54,,
2018-02-02T06:23:37.979Z,34.7,,,,54,,
2018-02-02T06:23:48.129Z,34.8,,,,54,,
2018-02-02T06:23:57.981Z,34.7,0,63.5,0,54,2,
2018-02-02T06:24:07.979Z,34.7,,61.9,,54,,
2018-02-02T06:24:17.979Z,34.8,,61.2,,54,,
2018-02-02T06:24:27.980Z,,,60.9,,,,
2018-02-02T06:24:37.990Z,34.7,,60.8,,54,,
2018-02-02T06:24:47.978Z,34.7,,60.7,,54,,
2018-02-02T06:24:57.998Z,34.7,,60.5,,54,,
2018-02-02T06:25:07.979Z,34.7,,60.2,,54,,
2018-02-02T06:25:17.978Z,34.7,,,,54,,
2018-02-02T06:25:28.013Z,34.7,,59.9,,54,,
2018-02-02T06:25:37.979Z,34.7,,59.6,,54,,
2018-02-02T06:25:47.982Z,34.7,,59.4,,54,,
2018-02-02T06:25:57.979Z,34.7,,59.1,,54,,
2018-02-02T06:26:07.981Z,,,58.9,,,,
2018-02-02T06:26:17.979Z,34.7,,58.7,,54,,
2018-02-02T06:26:27.979Z,34.7,,58.4,,54,,
2018-02-02T06:26:37.979Z,34.7,,,,54,,
2018-02-02T06:26:47.981Z,34.7,,57.9,,54,,
2018-02-02T06:26:57.979Z,34.7,,57.7,,54,,
2018-02-02T06:27:07.981Z,34.7,,57.4,,54,,
2018-02-02T06:27:17.982Z,34.7,,57.1,,54,,
2018-02-02T06:27:27.979Z,34.6,,56.9,,54,,
2018-02-02T06:27:37.979Z,34.6,,56.7,,54,,
2018-02-02T06:27:47.979Z,34.6,,56.5,,54,,
2018-02-02T06:27:57.979Z,34.6,,56.3,,54,,
2018-02-02T06:28:07.981Z,,,56.1,,,,
2018-02-02T06:28:17.979Z,34.6,0,55.9,,54,2,
2018-02-02T06:28:27.984Z,34.6,,59.7,37,54,,
2018-02-02T06:28:37.979Z,34.6,,60.2,29,54,,
2018-02-02T06:28:47.989Z,34.6,,60.1,,54,,
2018-02-02T06:28:57.987Z,34.6,,59.9,30,54,,
2018-02-02T06:29:07.979Z,,,59.8,,,,
2018-02-02T06:29:17.979Z,34.5,,,29,54,,
2018-02-02T06:29:27.982Z,34.5,,,30,54,,
2018-02-02T06:29:37.979Z,34.5,,,29,54,,
2018-02-02T06:29:47.982Z,34.5,,,30,54,,
2018-02-02T06:29:57.982Z,34.5,,59.9,29,54,,
2018-02-02T06:30:07.979Z,,,60,29,,,
2018-02-02T06:30:17.980Z,34.5,,60.1,30,54,,
2018-02-02T06:30:27.980Z,34.5,,60.2,,54,,
2018-02-02T06:30:37.983Z,34.4,,60.4,31,54,,
2018-02-02T06:30:47.993Z,34.4,,60.5,,54,,
2018-02-02T06:30:57.979Z,34.4,,60.6,32,54,,
2018-02-02T06:31:07.982Z,34.4,,60.8,,54,,
2018-02-02T06:31:17.979Z,34.4,,60.9,,54,,
2018-02-02T06:31:28.069Z,34.4,,,,54,,
2018-02-02T06:31:37.992Z,34.4,,61.1,,54,,
2018-02-02T06:31:47.982Z,34.4,,,,54,,
2018-02-02T06:31:57.980Z,34.3,,61.2,,54,,
2018-02-02T06:32:07.979Z,,,61.3,,,,
2018-02-02T06:32:17.980Z,34.3,,,,54,,
2018-02-02T06:32:27.981Z,34.3,,61.4,,54,,
2018-02-02T06:32:38.069Z,34.3,,,,54,,
2018-02-02T06:32:47.980Z,34.3,,61.5,,54,,
2018-02-02T06:32:58.015Z,34.3,,,,54,,
2018-02-02T06:33:07.980Z,,,61.6,,,,
2018-02-02T06:33:17.980Z,34.3,,61.8,,54,,
2018-02-02T06:33:27.980Z,34.3,,,,54,,
2018-02-02T06:33:37.983Z,34.3,,61.9,,54,,
2018-02-02T06:33:48.052Z,34.3,,62,,54,,
2018-02-02T06:33:58.017Z,34.3,,62.1,,54,,
2018-02-02T06:34:07.980Z,34.3,,,,54,,
2018-02-02T06:34:17.980Z,34.2,,62,30,54,,
2018-02-02T06:34:27.980Z,34.2,,,,54,,
2018-02-02T06:34:37.981Z,34.2,,62.1,,54,,
2018-02-02T06:34:47.980Z,34.2,,,29,54,,
2018-02-02T06:34:57.980Z,34.2,,,,54,,
2018-02-02T06:35:07.980Z,34.2,,,30,54,,
2018-02-02T06:35:18.011Z,34.2,,62.2,,54,,
2018-02-02T06:35:27.983Z,34.2,,,,54,,
2018-02-02T06:35:37.980Z,34.2,,,,54,,
2018-02-02T06:35:47.981Z,34.2,,62.4,,54,,
2018-02-02T06:36:07.994Z,34.2,,62.5,29,54,,
2018-02-02T06:36:18.170Z,34.2,,,30,54,,
2018-02-02T06:36:27.981Z,34.2,,62.6,29,54,,
2018-02-02T06:36:38.098Z,34.2,,,30,54,,
2018-02-02T06:36:47.984Z,,,62.7,29,,,
2018-02-02T06:36:57.983Z,34.2,,,30,54,,
2018-02-02T06:37:07.983Z,34.2,,,,54,,
2018-02-02T06:37:17.983Z,34.2,,62.8,29,54,,
2018-02-02T06:37:27.992Z,34.2,,,,54,,
2018-02-02T06:37:37.980Z,34.2,,,30,54,,
2018-02-02T06:37:47.981Z,34.1,,,29,54,,
2018-02-02T06:37:58.168Z,55.7,1,62.9,29,54,0,0
2018-02-02T06:38:07.981Z,,1,63.6,0,,0,
2018-02-02T06:38:18.057Z,54.7,,59.9,65,54,,
2018-02-02T06:38:27.983Z,,,57.8,74,,,
2018-02-02T06:38:37.985Z,53.1,,57.2,83,54,,
2018-02-02T06:38:47.981Z,53.2,,57.4,86,54,,
2018-02-02T06:38:57.981Z,53.5,,57.8,85,54,,
2018-02-02T06:39:07.981Z,,,58,85,,,
2018-02-02T06:39:17.984Z,53.9,,58.2,84,54,,
2018-02-02T06:39:27.982Z,54.3,,58.3,82,54,,
2018-02-02T06:39:37.981Z,,,58.1,77,,,
2018-02-02T06:39:47.981Z,54.3,,57.8,68,54,,
2018-02-02T06:39:57.982Z,54.3,,57.1,73,54,,
2018-02-02T06:40:17.981Z,54.1,,,75,54,,
2018-02-02T06:40:27.997Z,54.2,,,74,54,,
2018-02-02T06:40:38.155Z,54.1,,57,75,54,,
2018-02-02T06:40:47.982Z,54.1,,56.9,73,54,,
2018-02-02T06:40:57.982Z,54,,56.8,73,54,,
2018-02-02T06:41:07.982Z,53.9,,56.7,75,54,,
2018-02-02T06:41:17.983Z,53.8,,56.6,74,54,,
2018-02-02T06:41:27.981Z,53.5,,56.3,77,54,,
2018-02-02T06:41:37.985Z,53.7,,56.7,80,54,,
2018-02-02T06:41:48.174Z,54,,57,,54,,
2018-02-02T06:41:57.999Z,54.2,,57.2,79,54,,
2018-02-02T06:42:07.986Z,54.3,,,,54,,
2018-02-02T06:42:17.982Z,54.1,,57.1,77,54,,
2018-02-02T06:42:27.982Z,,,57,,,,
2018-02-02T06:42:37.982Z,53.9,,56.8,,54,,
2018-02-02T06:42:47.988Z,53.8,,,,54,,
2018-02-02T06:42:57.994Z,,,56.7,76,,,
2018-02-02T06:43:07.982Z,53.9,,56.6,77,54,,
2018-02-02T06:43:17.991Z,53.9,,,,54,,
2018-02-02T06:43:34.179Z,53.7,,56.5,,54,,
2018-02-02T06:43:37.982Z,,,,80,,,
2018-02-02T06:43:52.362Z,53.7,,56.6,,54,,
2018-02-02T06:44:07.990Z,53.8,,56.9,81,54,,
2018-02-02T06:44:17.986Z,53.9,,57,83,54,,
2018-02-02T06:44:27.982Z,53.9,,,82,54,,
2018-02-02T06:44:37.982Z,54,,57.1,81,54,,
2018-02-02T06:44:47.982Z,54.2,,57,79,54,,
2018-02-02T06:44:57.982Z,,,56.9,78,,,
2018-02-02T06:45:07.982Z,54.3,,56.8,73,54,,
2018-02-02T06:45:18.018Z,54.2,,56.5,74,54,,
2018-02-02T06:45:28.018Z,53.9,,56.4,76,54,,
2018-02-02T06:45:37.990Z,53.6,,,,54,,
2018-02-02T06:45:47.982Z,,,56.5,83,,,
2018-02-02T06:45:57.982Z,53.8,,56.9,84,54,,
2018-02-02T06:46:08.157Z,,,57.2,82,,,
2018-02-02T06:46:17.983Z,54.2,,,80,54,,
2018-02-02T06:46:27.986Z,54.3,,57.1,78,54,,
2018-02-02T06:46:38.011Z,54.3,,56.9,,54,,
2018-02-02T06:46:47.984Z,54,,56.7,76,54,,
2018-02-02T06:47:07.987Z,53.9,,56.6,77,54,,
2018-02-02T06:47:18.026Z,53.9,,56.5,79,54,,
2018-02-02T06:47:28.042Z,53.8,,,,54,,
2018-02-02T06:47:38.063Z,53.8,,,78,54,,
2018-02-02T06:47:48.019Z,,,56.7,82,,,
2018-02-02T06:47:57.982Z,53.8,,,,54,,
2018-02-02T06:48:07.984Z,54,,56.9,81,54,,
2018-02-02T06:48:17.983Z,54.1,,,79,54,,
2018-02-02T06:48:27.983Z,54.2,,56.8,78,54,,
2018-02-02T06:48:37.983Z,54.1,,56.7,76,54,,
2018-02-02T06:48:57.985Z,54,,56.5,59,54,,
2018-02-02T06:49:07.986Z,53.8,0,55.6,0,54,0,
2018-02-02T06:49:17.983Z,53.4,,55.5,,54,,
2018-02-02T06:49:27.985Z,52.9,,,,54,,
2018-02-02T06:49:37.983Z,,,55.4,,,,
2018-02-02T06:49:48.178Z,52.4,,,,54,,
2018-02-02T06:50:08.018Z,52.1,0,57.6,43,54,2,62
2018-02-02T06:50:17.984Z,51.9,,60.1,30,54,,
2018-02-02T06:50:27.984Z,51.7,,58.8,29,54,,
2018-02-02T06:50:37.984Z,51.5,,56.8,30,54,,
2018-02-02T06:50:47.988Z,51.3,,54.7,30,54,,
2018-02-02T06:50:57.984Z,51,,52.6,29,54,,
2018-02-02T06:51:07.984Z,50.8,,51.5,29,54,,
2018-02-02T06:51:18.001Z,50.6,,51.6,30,54,,
2018-02-02T06:51:27.983Z,50.2,,51.7,29,54,,
2018-02-02T06:51:37.984Z,50,,,,54,,
2018-02-02T06:51:48.001Z,,,51.9,30,,,
2018-02-02T06:51:57.985Z,49.7,,52.2,33,54,,
2018-02-02T06:52:07.983Z,49.2,,,,54,,
2018-02-02T06:52:17.988Z,49.2,,53.4,38,54,,
2018-02-02T06:52:27.994Z,49,,54.1,41,54,,
2018-02-02T06:52:37.983Z,48.6,,,,54,,
2018-02-02T06:52:47.983Z,,,55.4,45,,,
2018-02-02T06:52:57.983Z,48.4,,56,48,54,,
2018-02-02T06:53:07.983Z,48.1,,,,54,,
2018-02-02T06:53:17.994Z,47.9,,56.6,49,54,,
2018-02-02T06:53:27.983Z,,,57,52,,,
2018-02-02T06:53:37.985Z,47.7,,57.3,54,54,,
2018-02-02T06:53:47.984Z,47.4,,,,54,,
2018-02-02T06:53:57.991Z,,,58.1,56,,,
2018-02-02T06:54:07.984Z,47.1,,,,54,,
2018-02-02T06:54:17.984Z,47.1,,58.4,57,54,,
2018-02-02T06:54:27.986Z,46.9,,59,59,54,,
2018-02-02T06:54:37.984Z,46.8,,59.1,,54,,
2018-02-02T06:54:48.242Z,46.6,,59.6,60,54,,
2018-02-02T06:54:57.986Z,46.5,,60.1,,54,,
2018-02-02T06:55:07.984Z,46.2,,,,54,,
2018-02-02T06:55:17.984Z,46.2,,60.5,61,54,,
2018-02-02T06:55:27.984Z,46,,61.3,,54,,
2018-02-02T06:55:37.988Z,45.7,,,,54,,
2018-02-02T06:55:47.984Z,,,61.5,,,,
2018-02-02T06:55:57.984Z,45.6,,62,,54,,
2018-02-02T06:56:07.984Z,45.4,,62.1,,54,,
2018-02-02T06:56:17.984Z,45.3,,62.4,59,54,,
2018-02-02T06:56:27.984Z,45.2,,,55,54,,
2018-02-02T06:56:37.984Z,44.9,,62.2,52,54,,
2018-02-02T06:56:47.985Z,,,62.1,51,,,
2018-02-02T06:56:57.997Z,44.8,,62.2,50,54,,
2018-02-02T06:57:07.984Z,44.7,,,48,54,,
2018-02-02T06:57:17.986Z,44.4,,62.4,45,54,,
2018-02-02T06:57:27.987Z,44.3,,62.2,43,54,,
2018-02-02T06:57:37.990Z,44.2,,62.2,40,54,,
2018-02-02T06:57:48.011Z,44.1,,,,54,,
2018-02-02T06:57:57.988Z,44,,,39,54,,
2018-02-02T06:58:07.984Z,43.9,,,37,54,,
2018-02-02T06:58:17.984Z,43.8,,,35,54,,
2018-02-02T06:58:27.984Z,43.6,,,,54,,
2018-02-02T06:58:37.984Z,,,62.1,33,,,
2018-02-02T06:58:47.985Z,43.5,,,32,54,,
2018-02-02T06:58:57.989Z,43.3,,,,54,,
2018-02-02T06:59:08.016Z,,,,30,,,
2018-02-02T06:59:17.986Z,43.2,,,29,54,,
2018-02-02T06:59:27.987Z,43.1,,62.1,,54,,
2018-02-02T06:59:37.985Z,42.9,,,,54,,
2018-02-02T06:59:47.985Z,,,,30,,,
2018-02-02T06:59:57.985Z,42.8,,62.2,29,54,,
2018-02-02T07:00:08.002Z,42.6,,,30,54,,
2018-02-02T07:00:17.988Z,,,62.4,,,,
2018-02-02T07:00:28.082Z,42.5,,,,54,,
2018-02-02T07:00:37.985Z,42.4,,,29,54,,
2018-02-02T07:00:48.031Z,42.4,,62.5,30,54,,
2018-02-02T07:00:58.006Z,42.3,,,,54,,
2018-02-02T07:01:08.156Z,42.2,,,,54,,
2018-02-02T07:01:18.000Z,42.1,,,,54,,
2018-02-02T07:01:28.076Z,42,,62.6,29,54,,
2018-02-02T07:01:37.986Z,41.9,,,,54,,
2018-02-02T07:01:47.989Z,,,,30,,,
2018-02-02T07:01:58.261Z,41.8,,,29,54,,
2018-02-02T07:02:07.988Z,56.6,0,63.3,0,54,0,0
2018-02-02T07:02:18.000Z,31,,64.8,,54,,
2018-02-02T07:02:27.987Z,30.4,,63.4,,54,,
2018-02-02T07:02:37.986Z,30.3,,62.8,,54,,
2018-02-02T07:02:47.986Z,30.6,,,,54,,
2018-02-02T07:02:57.989Z,,,62.7,,,,
2018-02-02T07:03:07.991Z,30.8,0,62.5,,54,2,62
2018-02-02T07:03:17.996Z,30.9,,58.8,,54,,
2018-02-02T07:03:27.989Z,31,,57.1,,54,,
2018-02-02T07:03:37.989Z,31.4,,,,54,,
2018-02-02T07:03:47.993Z,,,56.9,,,,
2018-02-02T07:03:58.020Z,31.5,,56.6,,54,,
2018-02-02T07:04:08.070Z,31.6,,55.9,,54,,
2018-02-02T07:04:18.003Z,31.8,0,59.3,39,54,2,
2018-02-02T07:04:28.081Z,31.9,,60,35,54,,
2018-02-02T07:04:37.987Z,32,,60.5,29,54,,
2018-02-02T07:04:47.989Z,32,,,30,54,,
2018-02-02T07:04:57.990Z,32.1,,,29,54,,
2018-02-02T07:05:07.994Z,32.2,,60.4,,54,,
2018-02-02T07:05:17.990Z,32.3,,,,54,,
2018-02-02T07:05:27.988Z,32.3,,60.2,30,54,,
2018-02-02T07:05:37.988Z,32.4,,60.4,29,54,,
2018-02-02T07:05:48.002Z,32.5,,60.5,30,54,,
2018-02-02T07:05:57.986Z,32.6,,,,54,,
2018-02-02T07:06:07.985Z,32.7,,,,54,,
2018-02-02T07:06:18.015Z,32.7,,,,54,,
2018-02-02T07:06:27.995Z,32.8,,,31,54,,
2018-02-02T07:06:37.986Z,32.9,,,,54,,
2018-02-02T07:06:47.993Z,32.9,,60.6,32,54,,
2018-02-02T07:06:58.007Z,33.1,,60.7,,54,,
2018-02-02T07:07:07.991Z,33.1,,60.9,31,54,,
2018-02-02T07:07:17.987Z,33.2,,61.1,32,54,,
2018-02-02T07:07:27.988Z,33.2,,,,54,,
2018-02-02T07:07:37.988Z,33.3,,61.2,,54,,
2018-02-02T07:07:47.985Z,33.3,,61.3,,54,,
2018-02-02T07:07:57.994Z,33.4,,,,54,,
2018-02-02T07:08:08.214Z,33.4,,61.4,,54,,
2018-02-02T07:08:17.998Z,33.5,,,,54,,
2018-02-02T07:08:27.995Z,33.5,,61.5,31,54,,
2018-02-02T07:08:37.991Z,33.6,,,32,54,,
2018-02-02T07:08:48.007Z,33.6,,61.6,,54,,
2018-02-02T07:08:58.006Z,33.6,,61.8,31,54,,
2018-02-02T07:09:08.008Z,33.7,,,32,54,,
2018-02-02T07:09:18.054Z,33.7,,,,54,,
2018-02-02T07:09:28.071Z,33.8,,61.9,,54,,
2018-02-02T07:09:38.520Z,33.8,,,,54,,
2018-02-02T07:09:47.986Z,33.8,,62,31,54,,
2018-02-02T07:09:58.009Z,33.9,,62.1,32,54,,
2018-02-02T07:10:08.020Z,33.9,,,31,54,,
2018-02-02T07:10:18.093Z,33.9,,62,30,54,,
2018-02-02T07:10:28.038Z,34,,,,54,,
2018-02-02T07:10:37.995Z,34,,,,54,,
2018-02-02T07:10:48.028Z,34.1,,62.1,,54,,
2018-02-02T07:10:57.992Z,34.1,,62.2,29,54,,
2018-02-02T07:11:07.992Z,34.1,,,30,54,,
2018-02-02T07:11:18.024Z,34.2,,,29,54,,
2018-02-02T07:11:28.085Z,34.2,,62.4,,54,,
2018-02-02T07:11:37.992Z,34.2,,,,54,,
2018-02-02T07:11:47.995Z,34.2,,,30,54,,
2018-02-02T07:11:58.017Z,34.3,,62.5,29,54,,
2018-02-02T07:12:07.987Z,34.3,,,,54,,
2018-02-02T07:12:17.993Z,34.3,,62.6,30,54,,
2018-02-02T07:12:27.993Z,34.4,,,29,54,,
2018-02-02T07:12:38.002Z,34.4,,62.7,30,54,,
2018-02-02T07:12:48.000Z,34.4,,,29,54,,
2018-02-02T07:12:57.991Z,34.4,,,30,54,,
2018-02-02T07:13:07.992Z,34.4,,62.8,,54,,
2018-02-02T07:13:17.998Z,34.4,,,29,54,,
2018-02-02T07:13:27.987Z,34.4,,,,54,,
2018-02-02T07:13:37.988Z,34.4,,,,54,,
2018-02-02T07:13:47.990Z,34.4,,62.9,30,54,,
2018-02-02T07:13:57.990Z,34.4,,,29,54,,
2018-02-02T07:14:07.988Z,34.4,,63.1,29,54,,
2018-02-02T07:14:17.987Z,34.5,,63.1,29,54,,
2018-02-02T07:14:27.987Z,34.5,,,30,54,,
2018-02-02T07:14:38.049Z,34.5,,,29,54,,
2018-02-02T07:14:48.013Z,34.5,,63.2,30,54,,
2018-02-02T07:14:57.993Z,34.6,,,29,54,,
2018-02-02T07:15:07.995Z,34.6,,,30,54,,
2018-02-02T07:15:18.038Z,34.6,,,29,54,,
2018-02-02T07:15:28.007Z,34.7,,,30,54,,
2018-02-02T07:15:38.018Z,34.7,,63.3,29,54,,
2018-02-02T07:15:48.028Z,34.7,,,30,54,,
2018-02-02T07:15:57.987Z,34.7,,63.4,29,54,,
2018-02-02T07:16:08.022Z,34.7,,,,54,,
2018-02-02T07:16:17.999Z,34.7,,,,54,,
2018-02-02T07:16:28.002Z,34.8,,63.5,30,54,,
2018-02-02T07:16:42.103Z,34.7,,,29,54,,
2018-02-02T07:16:48.021Z,34.7,,,,54,,
2018-02-02T07:16:58.006Z,34.8,,,,54,,
2018-02-02T07:17:08.077Z,34.8,,63.6,,54,,
2018-02-02T07:17:18.262Z,34.8,,,,54,,
2018-02-02T07:17:28.064Z,34.8,,,,54,,
2018-02-02T07:17:38.024Z,34.8,1,64,0,54,0,0
2018-02-02T07:17:47.988Z,41.2,0,64.8,,54,0,
