Time,HwTSet,ActPow,HwTOutlet,HwActive,PrimTSet,ChActive,PrimT
2017-11-21T00:07:15.324Z,0,,24.2,,,,
2017-11-21T00:07:25.319Z,0,,24.2,,,,
2017-11-21T00:07:35.318Z,0,,24.2,,,,
2017-11-21T00:07:45.318Z,0,,24.2,,,,
2017-11-21T00:07:55.319Z,0,,24.2,,,,
2017-11-21T00:08:05.319Z,0,,24.2,,,,
2017-11-21T00:08:15.318Z,0,,24.2,,,,
2017-11-21T00:08:25.323Z,0,,24.2,,,,
2017-11-21T00:08:35.325Z,0,,24.2,,,,
2017-11-21T00:08:45.319Z,0,,24.2,,,,28.7
2017-11-21T00:08:55.318Z,0,,24.2,,,,
2017-11-21T00:09:05.319Z,0,,24.2,,,,
2017-11-21T00:09:15.318Z,0,,24.2,,,,
2017-11-21T00:09:25.319Z,0,,24.2,,,,
2017-11-21T00:09:35.322Z,0,,24.2,,,,
2017-11-21T00:09:45.330Z,0,,24.2,,,,
2017-11-21T00:09:55.318Z,0,,24.2,,,,
2017-11-21T00:10:05.319Z,0,,24.2,,,,
2017-11-21T00:10:15.319Z,0,,24,,,,
2017-11-21T00:10:25.324Z,0,,24.2,,,,
2017-11-21T00:10:35.320Z,0,,24,,,,
2017-11-21T00:10:45.324Z,0,,24,,,,
2017-11-21T00:10:55.319Z,0,,24,,,,
2017-11-21T00:11:05.321Z,0,,24,,,,
2017-11-21T00:11:15.319Z,0,,24,,,,
2017-11-21T00:11:25.319Z,0,,24,,,,
2017-11-21T00:11:35.321Z,0,,24,,,,
2017-11-21T00:11:45.318Z,0,,24,,,,
2017-11-21T00:11:55.321Z,0,,24,,,,
2017-11-21T00:12:05.319Z,0,,24,,,,
2017-11-21T00:12:15.319Z,0,,24,,,,
2017-11-21T00:12:25.320Z,0,,24,,,,
2017-11-21T00:12:35.318Z,0,,24,,,,
2017-11-21T00:12:45.318Z,0,,24,,,,
2017-11-21T00:12:55.320Z,0,,24,,,,
2017-11-21T00:13:05.321Z,0,,24,,,,
2017-11-21T00:13:15.319Z,0,,24,,,,
2017-11-21T00:13:25.324Z,0,,24,,,,
2017-11-21T00:13:35.376Z,0,,24,,,,28.6
2017-11-21T00:13:45.319Z,0,,24,,,,
2017-11-21T00:13:55.319Z,0,,24,,,,
2017-11-21T00:14:05.319Z,0,,23.9,,,,28.7
2017-11-21T00:14:15.319Z,0,,23.9,,,,28.6
2017-11-21T00:14:25.319Z,0,,23.9,,,,28.7
2017-11-21T00:14:35.319Z,0,,23.9,,,,28.6
2017-11-21T00:14:45.319Z,0,,23.9,,,,
2017-11-21T00:14:55.319Z,0,,23.9,,,,
2017-11-21T00:15:05.322Z,0,,23.9,,,,
2017-11-21T00:15:15.319Z,0,,23.9,,,,
2017-11-21T00:15:25.319Z,0,,23.9,,,,
2017-11-21T00:15:35.319Z,0,,23.9,,,,
2017-11-21T00:15:45.319Z,0,,23.9,,,,
2017-11-21T00:15:55.319Z,0,,23.9,,,,
2017-11-21T00:16:05.319Z,0,,23.9,,,,
2017-11-21T00:16:15.322Z,0,,23.9,,,,
2017-11-21T00:16:25.321Z,0,,23.9,,,,
2017-11-21T00:16:35.319Z,0,,23.9,,,,
2017-11-21T00:16:45.319Z,0,,23.9,,,,
2017-11-21T00:16:55.330Z,0,,23.9,,,,
2017-11-21T00:17:05.319Z,0,,23.9,,,,
2017-11-21T00:17:15.322Z,0,,23.9,,,,
2017-11-21T00:17:25.319Z,0,,23.9,,,,
2017-11-21T00:17:35.319Z,0,,23.9,,,,
2017-11-21T00:17:45.319Z,0,,23.9,,,,
2017-11-21T00:17:55.319Z,0,,23.8,,,,
2017-11-21T00:18:05.320Z,0,,23.9,,,,28.4
2017-11-21T00:18:15.320Z,0,,23.8,,,,
2017-11-21T00:18:25.320Z,0,,23.8,,,,28.6
2017-11-21T00:18:35.319Z,0,,23.8,,,,28.4
2017-11-21T00:18:45.321Z,0,,23.8,,,,
2017-11-21T00:18:55.319Z,0,,23.8,,,,
2017-11-21T00:19:05.320Z,0,,23.8,,,,
2017-11-21T00:19:15.320Z,0,,23.8,,,,28.6
2017-11-21T00:19:25.325Z,0,,23.8,,,,28.4
2017-11-21T00:19:35.320Z,0,,23.8,,,,
2017-11-21T00:19:45.327Z,0,,23.8,,,,
2017-11-21T00:19:55.484Z,0,,23.8,,,,
2017-11-21T00:20:05.320Z,0,,23.8,,,,
2017-11-21T00:20:15.320Z,0,,23.8,,,,
2017-11-21T00:20:25.325Z,0,,23.8,,,,
2017-11-21T00:20:35.325Z,0,,23.8,,,,
2017-11-21T00:20:45.319Z,0,,23.8,,,,
2017-11-21T00:20:55.338Z,0,,23.8,,,,
2017-11-21T00:21:05.320Z,0,,23.8,,,,
2017-11-21T00:21:15.320Z,0,,23.8,,,,
2017-11-21T00:21:25.321Z,0,,23.8,,,,
2017-11-21T00:21:35.320Z,0,,23.8,,,,
2017-11-21T00:21:45.320Z,0,,23.8,,,,
2017-11-21T00:21:55.320Z,0,,23.8,,,,
2017-11-21T00:22:05.320Z,0,,23.8,,,,
2017-11-21T00:22:15.324Z,0,,23.8,,,,
2017-11-21T00:22:25.322Z,0,,23.8,,,,
2017-11-21T00:22:35.322Z,0,,23.7,,,,
2017-11-21T00:22:45.320Z,0,,23.8,,,,
2017-11-21T00:22:55.321Z,0,,23.7,,,,
2017-11-21T00:23:05.326Z,0,,23.7,,,,
2017-11-21T00:23:15.322Z,0,,23.7,,,,
2017-11-21T00:23:25.320Z,0,,23.7,,,,
2017-11-21T00:23:35.321Z,0,,23.7,,,,28.3
2017-11-21T00:23:45.321Z,0,,23.7,,,,28.4
2017-11-21T00:23:55.321Z,0,,23.7,,,,28.3
2017-11-21T00:24:05.321Z,0,0,23.7,0,5,0,28.4
2017-11-21T00:24:15.321Z,0,,23.7,,,,28.3
2017-11-21T00:24:25.324Z,0,,23.7,,,,
2017-11-21T00:24:35.321Z,0,,23.7,,,,
2017-11-21T00:24:45.481Z,0,,23.7,,,,
2017-11-21T00:24:55.321Z,0,,23.7,,,,
2017-11-21T00:25:05.324Z,0,,23.7,,,,
2017-11-21T00:25:15.321Z,0,,23.7,,,,
2017-11-21T00:25:25.321Z,0,,23.7,,,,
2017-11-21T00:25:35.321Z,0,,23.7,,,,
2017-11-21T00:25:45.322Z,0,,23.7,,,,
2017-11-21T00:25:55.321Z,0,,23.7,,,,
2017-11-21T00:26:05.320Z,0,,23.7,,,,
2017-11-21T00:26:15.325Z,0,,23.7,,,,
2017-11-21T00:26:25.325Z,0,,23.7,,,,
2017-11-21T00:26:35.321Z,0,,23.7,,,,
2017-11-21T00:26:45.321Z,0,,23.7,,,,
2017-11-21T00:26:55.321Z,0,,23.7,,,,
2017-11-21T00:27:05.323Z,0,,23.7,,,,
2017-11-21T00:27:15.320Z,0,,23.7,,,,
2017-11-21T00:27:25.327Z,0,,23.7,,,,
2017-11-21T00:27:35.324Z,0,,23.7,,,,
2017-11-21T00:27:45.321Z,0,,23.7,,,,
2017-11-21T00:27:55.321Z,0,,23.7,,,,
2017-11-21T00:28:05.321Z,0,,23.7,,,,
2017-11-21T00:28:15.322Z,0,,23.7,,,,
2017-11-21T00:28:25.326Z,0,,23.6,,,,
2017-11-21T00:28:35.326Z,0,,23.7,,,,
2017-11-21T00:28:45.321Z,0,,23.6,,,,
2017-11-21T00:28:55.324Z,0,,23.7,,,,
2017-11-21T00:29:05.323Z,0,,23.7,,,,
2017-11-21T00:29:15.322Z,0,,23.6,,,,28.2
2017-11-21T00:29:25.322Z,0,,23.6,,,,
2017-11-21T00:29:35.321Z,0,,23.6,,,,
2017-11-21T00:29:45.324Z,0,,23.6,,,,
2017-11-21T00:29:55.321Z,0,,23.6,,,,
2017-11-21T00:30:05.322Z,0,,23.6,,,,
2017-11-21T00:30:15.325Z,0,,23.6,,,,
2017-11-21T00:30:25.321Z,0,,23.6,,,,
2017-11-21T00:30:35.321Z,0,,23.6,,,,
2017-11-21T00:30:45.321Z,0,,23.6,,,,
2017-11-21T00:30:55.329Z,0,,23.6,,,,
2017-11-21T00:31:05.322Z,0,,23.6,,,,
2017-11-21T00:31:15.322Z,0,,23.6,,,,
2017-11-21T00:31:25.322Z,0,,23.6,,,,
2017-11-21T00:31:35.322Z,0,,23.6,,,,
2017-11-21T00:31:45.322Z,0,,23.6,,,,
2017-11-21T00:31:55.322Z,0,,23.6,,,,
2017-11-21T00:32:05.322Z,0,,23.6,,,,
2017-11-21T00:32:15.322Z,0,,23.6,,,,
2017-11-21T00:32:25.335Z,0,,23.6,,,,
2017-11-21T00:32:35.322Z,0,,23.6,,,,
2017-11-21T00:32:45.322Z,0,,23.6,,,,
2017-11-21T00:32:55.322Z,0,,23.6,,,,
2017-11-21T00:33:05.323Z,0,,23.6,,,,
2017-11-21T00:33:15.322Z,0,,23.6,,,,
2017-11-21T00:33:25.324Z,0,,23.6,,,,
2017-11-21T00:33:35.323Z,0,,23.6,,,,
2017-11-21T00:33:45.322Z,0,,23.6,,,,
2017-11-21T00:33:55.327Z,0,,23.6,,,,
2017-11-21T00:34:05.322Z,0,,23.6,,,,
2017-11-21T00:34:15.321Z,0,,23.6,,,,28.1
2017-11-21T00:34:25.324Z,0,,23.4,,,,
2017-11-21T00:34:35.322Z,0,,23.4,,,,
2017-11-21T00:34:45.324Z,0,,23.4,,,,
2017-11-21T00:34:55.322Z,0,,23.4,,,,
2017-11-21T00:35:05.322Z,0,,23.4,,,,
2017-11-21T00:35:15.323Z,0,,23.4,,,,
2017-11-21T00:35:25.322Z,0,,23.4,,,,
2017-11-21T00:35:35.324Z,0,,23.4,,,,
2017-11-21T00:35:45.322Z,0,,23.4,,,,
2017-11-21T00:35:55.328Z,0,,23.4,,,,
2017-11-21T00:36:05.323Z,0,,23.4,,,,
2017-11-21T00:36:15.323Z,0,,23.4,,,,
2017-11-21T00:36:25.323Z,0,,23.4,,,,
2017-11-21T00:36:35.322Z,0,,23.4,,,,
2017-11-21T00:36:45.322Z,0,,23.4,,,,
2017-11-21T00:36:55.330Z,0,,23.4,,,,
2017-11-21T00:37:05.322Z,0,,23.4,,,,
2017-11-21T00:37:15.323Z,0,,23.4,,,,
2017-11-21T00:37:25.323Z,0,,23.4,,,,
2017-11-21T00:37:35.323Z,0,,23.4,,,,
2017-11-21T00:37:45.324Z,0,,23.4,,,,
2017-11-21T00:37:55.326Z,0,,23.4,,,,
2017-11-21T00:38:05.328Z,0,,23.4,,,,
2017-11-21T00:38:15.323Z,0,,23.4,,,,
2017-11-21T00:38:25.322Z,0,,23.4,,,,
2017-11-21T00:38:35.323Z,0,,23.4,,,,
2017-11-21T00:38:45.323Z,0,,23.4,,,,
2017-11-21T00:38:55.323Z,0,,23.4,,,,
2017-11-21T00:39:05.323Z,0,,23.4,,,,
2017-11-21T00:39:15.323Z,0,,23.3,,,,28
2017-11-21T00:39:25.327Z,0,,23.4,,,,
2017-11-21T00:39:35.323Z,0,,23.3,,,,28.1
2017-11-21T00:39:45.328Z,0,,23.3,,,,28
2017-11-21T00:39:55.328Z,0,,23.3,,,,
2017-11-21T00:40:05.332Z,0,,23.3,,,,
2017-11-21T00:40:15.323Z,0,,23.3,,,,
2017-11-21T00:40:25.323Z,0,,23.3,,,,
2017-11-21T00:40:35.323Z,0,,23.3,,,,
2017-11-21T00:40:45.323Z,0,,23.3,,,,
2017-11-21T00:40:55.323Z,0,,23.3,,,,
2017-11-21T00:41:05.324Z,0,,23.3,,,,
2017-11-21T00:41:15.323Z,0,,23.3,,,,
2017-11-21T00:41:25.323Z,0,,23.3,,,,
2017-11-21T00:41:35.323Z,0,,23.3,,,,
2017-11-21T00:41:45.323Z,0,,23.3,,,,
2017-11-21T00:41:55.323Z,0,,23.3,,,,
2017-11-21T00:42:05.324Z,0,,23.3,,,,
2017-11-21T00:42:15.323Z,0,,23.3,,,,
2017-11-21T00:42:25.323Z,0,,23.3,,,,
2017-11-21T00:42:35.363Z,0,,23.3,,,,
2017-11-21T00:42:45.324Z,0,,23.3,,,,
2017-11-21T00:42:55.324Z,0,,23.3,,,,
2017-11-21T00:43:05.553Z,0,,23.3,,,,
2017-11-21T00:43:15.331Z,0,,23.3,,,,
2017-11-21T00:43:25.324Z,0,,23.3,,,,
2017-11-21T00:43:35.327Z,0,,23.3,,,,
2017-11-21T00:43:45.328Z,0,,23.2,,,,
2017-11-21T00:43:55.372Z,0,,23.2,,,,28
2017-11-21T00:44:05.325Z,0,,23.2,,,,
2017-11-21T00:44:15.326Z,0,,23.2,,,,27.8
2017-11-21T00:44:25.324Z,0,,23.2,,,,27.8
2017-11-21T00:44:35.324Z,0,,23.3,,,,28
2017-11-21T00:44:45.325Z,0,,23.2,,,,28
2017-11-21T00:44:55.327Z,0,,23.2,,,,28
2017-11-21T00:45:05.324Z,0,,23.2,,,,27.8
2017-11-21T00:45:15.325Z,0,,23.2,,,,27.8
2017-11-21T00:45:25.324Z,0,,23.2,,,,
2017-11-21T00:45:35.342Z,0,,23.2,,,,
2017-11-21T00:45:45.324Z,0,,23.2,,,,
2017-11-21T00:45:55.323Z,0,,23.2,,,,
2017-11-21T00:46:05.327Z,0,,23.2,,,,
2017-11-21T00:46:15.326Z,0,,23.2,,,,
2017-11-21T00:46:25.328Z,0,,23.2,,,,
2017-11-21T00:46:35.328Z,0,,23.2,,,,
2017-11-21T00:46:45.324Z,0,,23.2,,,,
2017-11-21T00:46:55.324Z,0,,23.2,,,,
2017-11-21T00:47:05.326Z,0,,23.2,,,,
2017-11-21T00:47:15.324Z,0,,23.2,,,,
2017-11-21T00:47:25.328Z,0,,23.2,,,,
2017-11-21T00:47:35.329Z,0,,23.2,,,,
2017-11-21T00:47:45.324Z,0,,23.2,,,,
2017-11-21T00:47:55.328Z,0,,23.2,,,,
2017-11-21T00:48:05.325Z,0,,23.2,,,,
2017-11-21T00:48:15.330Z,0,,23.2,,,,
2017-11-21T00:48:25.328Z,0,,23.2,,,,
2017-11-21T00:48:35.330Z,0,,23.2,,,,
2017-11-21T00:48:45.329Z,0,,23.2,,,,
2017-11-21T00:48:55.490Z,0,,23.1,,,,
2017-11-21T00:49:05.329Z,0,,23.2,,,,
2017-11-21T00:49:15.325Z,0,,23.2,,,,
2017-11-21T00:49:25.324Z,0,,23.2,,,,
2017-11-21T00:49:35.328Z,0,,23.2,,,,
2017-11-21T00:49:45.324Z,0,,23.2,,,,
2017-11-21T00:49:55.324Z,0,,23.1,,,,
2017-11-21T00:50:05.326Z,0,,23.1,,,,27.7
2017-11-21T00:50:15.326Z,0,,23.1,,,,27.8
2017-11-21T00:50:25.324Z,0,,23.1,,,,27.7
2017-11-21T00:50:35.325Z,0,,23.1,,,,
2017-11-21T00:50:45.325Z,0,,23.1,,,,
2017-11-21T00:50:55.491Z,0,,23.1,,,,
2017-11-21T00:51:05.325Z,0,,23.1,,,,
2017-11-21T00:51:15.334Z,0,,23.1,,,,
2017-11-21T00:51:25.324Z,0,,23.1,,,,
2017-11-21T00:51:35.325Z,0,,23.1,,,,
2017-11-21T00:51:45.325Z,0,,23.1,,,,
2017-11-21T00:51:55.326Z,0,,23.1,,,,
2017-11-21T00:52:05.325Z,0,,23.1,,,,
2017-11-21T00:52:15.325Z,0,,23.1,,,,
2017-11-21T00:52:25.325Z,0,,23.1,,,,
2017-11-21T00:52:35.325Z,0,,23.1,,,,
2017-11-21T00:52:45.325Z,0,,23.1,,,,
2017-11-21T00:52:55.325Z,0,,23.1,,,,
2017-11-21T00:53:05.494Z,0,,23.1,,,,
2017-11-21T00:53:15.325Z,0,,23.1,,,,
2017-11-21T00:53:25.330Z,0,,23.1,,,,
2017-11-21T00:53:35.325Z,0,,23.1,,,,
2017-11-21T00:53:45.333Z,0,,23.1,,,,
2017-11-21T00:53:55.327Z,0,,23.1,,,,
2017-11-21T00:54:05.326Z,0,,23.1,,,,
2017-11-21T00:54:15.325Z,0,,23.1,,,,
2017-11-21T00:54:25.325Z,0,,23.1,,,,
2017-11-21T00:54:35.325Z,0,,23.1,,,,
2017-11-21T00:54:45.326Z,0,,23.1,,,,
2017-11-21T00:54:55.325Z,0,,23.1,,,,
2017-11-21T00:55:05.485Z,0,,23,,,,
2017-11-21T00:55:15.331Z,0,,23.1,,,,27.6
2017-11-21T00:55:25.325Z,0,,23.1,,,,27.7
2017-11-21T00:55:35.328Z,0,,23.1,,,,27.6
2017-11-21T00:55:45.327Z,0,,23.1,,,,27.7
2017-11-21T00:55:55.326Z,0,,23,,,,27.6
2017-11-21T00:56:05.328Z,0,,23.1,,,,
2017-11-21T00:56:15.326Z,0,,23,,,,
2017-11-21T00:56:25.326Z,0,,23,,,,
2017-11-21T00:56:35.326Z,0,,23,,,,
2017-11-21T00:56:45.325Z,0,,23,,,,
2017-11-21T00:56:55.326Z,0,,23,,,,
2017-11-21T00:57:05.326Z,0,,23,,,,
2017-11-21T00:57:15.325Z,0,,23,,,,
2017-11-21T00:57:25.520Z,0,,23,,,,
2017-11-21T00:57:35.326Z,0,,23,,,,
2017-11-21T00:57:45.326Z,0,,23,,,,
2017-11-21T00:57:55.328Z,0,,23,,,,
2017-11-21T00:58:05.330Z,0,,23,,,,
2017-11-21T00:58:15.326Z,0,,23,,,,
2017-11-21T00:58:25.329Z,0,,23,,,,
2017-11-21T00:58:35.328Z,0,,23,,,,
2017-11-21T00:58:45.325Z,0,,23,,,,
2017-11-21T00:58:55.326Z,0,,23,,,,
2017-11-21T00:59:05.332Z,0,,23,,,,
2017-11-21T00:59:15.326Z,0,,23,,,,
2017-11-21T00:59:25.326Z,0,,23,,,,
2017-11-21T00:59:35.326Z,0,,23,,,,
2017-11-21T00:59:45.326Z,0,,23,,,,
2017-11-21T00:59:55.326Z,0,,23,,,,
2017-11-21T01:00:05.343Z,0,,23,,,,
2017-11-21T01:00:15.326Z,0,,23,,,,
2017-11-21T01:00:25.328Z,0,,23,,,,
2017-11-21T01:00:35.327Z,0,,23,,,,
2017-11-21T01:00:45.327Z,0,,23,,,,
2017-11-21T01:00:55.329Z,0,,23,,,,
2017-11-21T01:01:05.328Z,0,,23,,,,
2017-11-21T01:01:15.328Z,0,,23,,,,27.5
2017-11-21T01:01:25.326Z,0,,23,,,,
2017-11-21T01:01:35.327Z,0,,23,,,,27.6
2017-11-21T01:01:45.327Z,0,,23,,,,27.5
2017-11-21T01:01:55.326Z,0,,23,,,,
2017-11-21T01:02:05.330Z,0,,23,,,,
2017-11-21T01:02:15.326Z,0,,23,,,,
2017-11-21T01:02:25.331Z,0,,22.8,,,,
2017-11-21T01:02:35.327Z,0,,22.8,,,,
2017-11-21T01:02:45.327Z,0,,22.8,,,,
2017-11-21T01:02:55.326Z,0,,22.8,,,,
2017-11-21T01:03:05.328Z,0,,22.8,,,,
2017-11-21T01:03:15.328Z,0,,22.8,,,,
2017-11-21T01:03:25.327Z,0,,22.8,,,,
2017-11-21T01:03:35.327Z,0,,22.8,,,,
2017-11-21T01:03:45.330Z,0,,22.8,,,,
2017-11-21T01:03:55.332Z,0,,22.8,,,,
2017-11-21T01:04:05.519Z,0,,22.8,,,,
2017-11-21T01:04:15.327Z,0,,22.8,,,,
2017-11-21T01:04:25.327Z,0,,22.8,,,,
2017-11-21T01:04:35.327Z,0,,22.8,,,,
2017-11-21T01:04:45.327Z,0,,22.8,,,,
2017-11-21T01:04:55.330Z,0,,22.8,,,,
2017-11-21T01:05:05.327Z,0,,22.8,,,,
2017-11-21T01:05:15.327Z,0,,22.8,,,,
2017-11-21T01:05:25.330Z,0,,22.8,,,,
2017-11-21T01:05:35.327Z,0,,22.8,,,,
2017-11-21T01:05:45.334Z,0,,22.8,,,,
2017-11-21T01:05:55.330Z,0,,22.8,,,,
2017-11-21T01:06:05.332Z,0,,22.8,,,,
2017-11-21T01:06:15.331Z,0,,22.8,,,,
2017-11-21T01:06:25.380Z,0,,22.8,,,,
2017-11-21T01:06:35.328Z,0,,22.8,,,,27.3
2017-11-21T01:06:45.328Z,0,,22.8,,,,
2017-11-21T01:06:55.327Z,0,,22.8,,,,
2017-11-21T01:07:05.331Z,0,,22.8,,,,
2017-11-21T01:07:15.428Z,0,,22.8,,,,
2017-11-21T01:07:25.327Z,0,,22.8,,,,
2017-11-21T01:07:35.331Z,0,,22.8,,,,
2017-11-21T01:07:45.332Z,0,,22.8,,,,
2017-11-21T01:07:55.331Z,0,,22.8,,,,
2017-11-21T01:08:05.328Z,0,,22.8,,,,
2017-11-21T01:08:15.327Z,0,,22.7,,,,
2017-11-21T01:08:25.334Z,0,,22.8,,,,
2017-11-21T01:08:35.332Z,0,,22.7,,,,
2017-11-21T01:08:45.328Z,0,,22.8,,,,
2017-11-21T01:08:55.331Z,0,,22.8,,,,
2017-11-21T01:09:05.327Z,0,,22.8,,,,
2017-11-21T01:09:15.331Z,0,,22.7,,,,
2017-11-21T01:09:25.333Z,0,,22.7,,,,
2017-11-21T01:09:35.328Z,0,,22.8,,,,
2017-11-21T01:09:45.328Z,0,,22.7,,,,
2017-11-21T01:09:55.328Z,0,,22.7,,,,
2017-11-21T01:10:05.331Z,0,,22.7,,,,
2017-11-21T01:10:15.333Z,0,,22.7,,,,
2017-11-21T01:10:25.328Z,0,,22.7,,,,
2017-11-21T01:10:35.328Z,0,,22.7,,,,
2017-11-21T01:10:45.328Z,0,,22.7,,,,
2017-11-21T01:10:55.333Z,0,,22.7,,,,
2017-11-21T01:11:05.334Z,0,,22.7,,,,
2017-11-21T01:11:15.328Z,0,,22.7,,,,
2017-11-21T01:11:25.328Z,0,,22.7,,,,
2017-11-21T01:11:35.328Z,0,,22.7,,,,
2017-11-21T01:11:45.330Z,0,,22.7,,,,
2017-11-21T01:11:55.345Z,0,,22.7,,,,27.2
2017-11-21T01:12:05.337Z,0,,22.7,,,,
2017-11-21T01:12:15.338Z,0,,22.7,,,,
2017-11-21T01:12:25.332Z,0,,22.7,,,,
2017-11-21T01:12:35.335Z,0,,22.7,,,,
2017-11-21T01:12:45.336Z,0,,22.7,,,,
2017-11-21T01:12:55.337Z,0,,22.7,,,,
2017-11-21T01:13:05.329Z,0,,22.7,,,,
2017-11-21T01:13:15.331Z,0,,22.7,,,,
2017-11-21T01:13:25.334Z,0,,22.7,,,,
2017-11-21T01:13:35.330Z,0,,22.7,,,,
2017-11-21T01:13:45.328Z,0,,22.7,,,,
2017-11-21T01:13:55.347Z,0,,22.7,,,,
2017-11-21T01:14:05.329Z,0,,22.7,,,,
2017-11-21T01:14:15.342Z,0,,22.7,,,,
2017-11-21T01:14:25.332Z,0,,22.7,,,,
2017-11-21T01:14:35.341Z,0,,22.7,,,,
2017-11-21T01:14:45.329Z,0,,22.7,,,,
2017-11-21T01:14:55.334Z,0,,22.7,,,,
2017-11-21T01:15:05.334Z,0,,22.7,,,,
2017-11-21T01:15:15.334Z,0,,22.7,,,,
2017-11-21T01:15:25.328Z,0,,22.7,,,,
2017-11-21T01:15:35.545Z,0,,22.7,,,,
2017-11-21T01:15:45.329Z,0,,22.7,,,,
2017-11-21T01:15:55.342Z,0,,22.7,,,,
2017-11-21T01:16:05.329Z,0,,22.7,,,,
2017-11-21T01:16:15.337Z,0,,22.7,,,,
2017-11-21T01:16:25.330Z,0,,22.7,,,,
2017-11-21T01:16:35.355Z,0,,22.7,,,,
2017-11-21T01:16:45.330Z,0,,22.6,,,,
2017-11-21T01:16:55.330Z,0,,22.7,,,,
2017-11-21T01:17:05.329Z,0,,22.7,,,,
2017-11-21T01:17:15.331Z,0,,22.6,,,,
2017-11-21T01:17:25.329Z,0,,22.6,,,,27.1
2017-11-21T01:17:35.335Z,0,,22.7,,,,27.2
2017-11-21T01:17:45.332Z,0,,22.6,,,,27.1
2017-11-21T01:17:55.330Z,0,,22.6,,,,
2017-11-21T01:18:05.335Z,0,,22.6,,,,
2017-11-21T01:18:15.330Z,0,,22.6,,,,
2017-11-21T01:18:25.330Z,0,,22.6,,,,
2017-11-21T01:18:35.329Z,0,,22.6,,,,
2017-11-21T01:18:45.330Z,0,,22.6,,,,
2017-11-21T01:18:55.335Z,0,,22.6,,,,
2017-11-21T01:19:05.329Z,0,,22.6,,,,
2017-11-21T01:19:15.337Z,0,,22.6,,,,
2017-11-21T01:19:25.351Z,0,,22.6,,,,
2017-11-21T01:19:35.339Z,0,,22.6,,,,
2017-11-21T01:19:45.329Z,0,,22.6,,,,
2017-11-21T01:19:55.340Z,0,,22.6,,,,
2017-11-21T01:20:05.330Z,0,,22.6,,,,
2017-11-21T01:20:15.330Z,0,,22.6,,,,
2017-11-21T01:20:25.331Z,0,,22.6,,,,
2017-11-21T01:20:35.342Z,0,,22.6,,,,
2017-11-21T01:20:45.329Z,0,,22.6,,,,
2017-11-21T01:20:55.336Z,0,,22.6,,,,
2017-11-21T01:21:05.330Z,0,,22.6,,,,
2017-11-21T01:21:15.330Z,0,,22.6,,,,
2017-11-21T01:21:25.330Z,0,,22.6,,,,
2017-11-21T01:21:35.330Z,0,,22.6,,,,
2017-11-21T01:21:45.332Z,0,,22.6,,,,
2017-11-21T01:21:55.330Z,0,,22.6,,,,
2017-11-21T01:22:05.335Z,0,,22.6,,,,
2017-11-21T01:22:15.330Z,0,,22.6,,,,
2017-11-21T01:22:25.330Z,0,,22.6,,,,
2017-11-21T01:22:35.331Z,0,,22.6,,,,
