Time,PrimT,ChActive,HwTOutlet,PrimTSet,HwActive,HwTSet,ActPow
2017-11-27T06:49:36.776Z,42.9,,37.5,,,0,
2017-11-27T06:49:46.794Z,42.7,,37.4,,,0,
2017-11-27T06:49:56.823Z,,,37.4,,,0,
2017-11-27T06:50:06.785Z,,,37.3,,,0,
2017-11-27T06:50:16.776Z,42.8,,37.2,,,0,
2017-11-27T06:50:26.828Z,,,37.2,,,0,
2017-11-27T06:50:36.793Z,42.7,,37.1,,,0,
2017-11-27T06:50:46.773Z,42.6,,36.9,,,0,
2017-11-27T06:50:56.772Z,42.4,,36.9,,,0,
2017-11-27T06:51:07.009Z,42.2,,36.8,,,0,
2017-11-27T06:51:16.771Z,42.1,,36.7,,,0,
2017-11-27T06:51:26.788Z,41.9,,36.7,,,0,
2017-11-27T06:51:36.773Z,41.8,,36.6,,,0,
2017-11-27T06:51:46.770Z,41.5,,36.5,,,0,
2017-11-27T06:51:56.770Z,41.3,,36.5,,,0,
2017-11-27T06:52:06.776Z,41,,36.4,,,0,
2017-11-27T06:52:16.771Z,42.3,1,36.3,,0,0,43
2017-11-27T06:52:26.771Z,47.1,,36.3,,,0,31
2017-11-27T06:52:36.777Z,47.8,,36.2,,,0,29
2017-11-27T06:52:46.771Z,48,,36.2,,,0,30
2017-11-27T06:52:56.780Z,48.1,,36.1,,,0,
2017-11-27T06:53:06.770Z,48.2,,36,,,0,
2017-11-27T06:53:16.770Z,,,36,,,0,
2017-11-27T06:53:26.770Z,48.1,,35.9,,,0,29
2017-11-27T06:53:36.770Z,,,35.9,,,0,
2017-11-27T06:53:46.816Z,,,35.8,,,0,
2017-11-27T06:53:56.771Z,48.2,,35.7,,,0,
2017-11-27T06:54:06.771Z,48.4,,35.7,,,0,
2017-11-27T06:54:16.776Z,48.7,,35.6,,,0,30
2017-11-27T06:54:26.774Z,49,,35.6,,,0,
2017-11-27T06:54:36.797Z,49.1,,35.5,,,0,
2017-11-27T06:54:46.771Z,49.2,,35.5,,,0,
2017-11-27T06:54:56.772Z,49.4,,35.4,,,0,29
2017-11-27T06:55:07.004Z,49.6,,35.4,,,0,
2017-11-27T06:55:16.772Z,49.8,,35.3,,,0,
2017-11-27T06:55:26.771Z,50.1,,35.3,,,0,
2017-11-27T06:55:36.775Z,50.4,,35.2,,,0,
2017-11-27T06:55:46.776Z,50.6,,35.2,,,0,30
2017-11-27T06:55:56.779Z,50.9,,35.1,,,0,29
2017-11-27T06:56:06.773Z,48.8,1,35.1,,0,0,0
2017-11-27T06:56:16.771Z,46.7,,35.1,,,0,
2017-11-27T06:56:26.984Z,45.6,,34.9,,,0,
2017-11-27T06:56:36.772Z,45.1,,34.9,,,0,
2017-11-27T06:56:46.775Z,44.9,,34.8,,,0,
2017-11-27T06:56:56.783Z,45,,34.8,,,0,
2017-11-27T06:57:06.772Z,,,34.8,,,0,
2017-11-27T06:57:16.787Z,45.2,,34.7,,,0,
2017-11-27T06:57:26.815Z,45.3,,34.7,,,0,
2017-11-27T06:57:36.776Z,,,34.6,,,0,
2017-11-27T06:57:46.787Z,,,34.6,,,0,
2017-11-27T06:57:56.800Z,45.1,,34.6,,,0,
2017-11-27T06:58:06.772Z,44.8,,34.5,,,0,
2017-11-27T06:58:16.772Z,44.6,,34.5,,,0,
2017-11-27T06:58:26.787Z,44.4,,34.4,,,0,
2017-11-27T06:58:36.774Z,44.2,,34.4,,,0,
2017-11-27T06:58:46.772Z,44,,34.4,,,0,
2017-11-27T06:58:56.772Z,43.8,,34.3,,,0,
2017-11-27T06:59:06.785Z,43.6,,34.3,,,0,
2017-11-27T06:59:16.774Z,43.3,,34.3,,,0,
2017-11-27T06:59:26.772Z,43.2,,34.2,,,0,
2017-11-27T06:59:36.773Z,42.9,,34.2,,,0,
2017-11-27T06:59:46.772Z,42.8,,34.2,,,0,
2017-11-27T06:59:56.773Z,42.7,,34.1,,,0,
2017-11-27T07:00:06.772Z,42.6,,34.1,,,0,
2017-11-27T07:00:16.786Z,42.4,,34.1,,,0,
2017-11-27T07:00:26.836Z,42.2,,34,,,0,
2017-11-27T07:00:36.990Z,42.1,,34,,,0,
2017-11-27T07:00:46.775Z,41.9,,34,,,0,
2017-11-27T07:00:56.776Z,41.8,,33.9,,,0,
2017-11-27T07:01:06.794Z,41.7,,33.9,,,0,
2017-11-27T07:01:16.955Z,41.5,,33.8,,,0,
2017-11-27T07:01:26.773Z,41.4,,33.8,,,0,
2017-11-27T07:01:36.814Z,41.2,,33.8,,,0,
2017-11-27T07:01:46.773Z,41.1,,33.8,,,0,
2017-11-27T07:01:56.774Z,40.9,,33.7,,,0,
2017-11-27T07:02:06.794Z,44.3,1,33.7,,0,0,41
2017-11-27T07:02:16.775Z,47.2,,33.6,,,0,30
2017-11-27T07:02:26.782Z,48,,33.6,,,0,29
2017-11-27T07:02:36.772Z,48.1,,33.6,,,0,
2017-11-27T07:02:46.786Z,48.2,,33.5,,,0,30
2017-11-27T07:02:56.780Z,,,33.5,,,0,29
2017-11-27T07:03:06.776Z,,,33.5,,,0,30
2017-11-27T07:03:16.773Z,,,33.5,,,0,
2017-11-27T07:03:26.776Z,48.1,,33.4,,,0,
2017-11-27T07:03:36.773Z,48.2,,33.4,,,0,
2017-11-27T07:03:46.774Z,48.3,,33.4,,,0,29
2017-11-27T07:03:56.777Z,48.6,,33.3,,,0,30
2017-11-27T07:04:06.779Z,49,,33.3,,,0,29
2017-11-27T07:04:16.773Z,49.3,,33.3,,,0,
2017-11-27T07:04:26.773Z,49.4,,33.3,,,0,30
2017-11-27T07:04:36.773Z,49.5,,33.2,,,0,29
2017-11-27T07:04:46.773Z,49.6,,33.2,,,0,
2017-11-27T07:04:56.773Z,49.8,,33.2,,,0,30
2017-11-27T07:05:06.871Z,50,,33.2,,,0,
2017-11-27T07:05:16.856Z,50.3,,33.1,,,0,
2017-11-27T07:05:26.783Z,50.5,,33.1,,,0,29
2017-11-27T07:05:36.773Z,50.7,,33.1,,,0,30
2017-11-27T07:05:46.774Z,49.8,1,33.1,,0,0,0
2017-11-27T07:05:56.773Z,46.8,,33.1,,,0,
2017-11-27T07:06:06.775Z,45.7,,32.9,,,0,
2017-11-27T07:06:16.774Z,45.3,,32.9,,,0,
2017-11-27T07:06:26.774Z,45.1,,32.9,,,0,
2017-11-27T07:06:36.773Z,,,32.8,,,0,
2017-11-27T07:06:46.788Z,45.2,,32.8,,,0,
2017-11-27T07:06:56.802Z,45.3,,32.8,,,0,
2017-11-27T07:07:06.774Z,45.4,,32.8,,,0,
2017-11-27T07:07:16.823Z,45.5,,32.8,,,0,
2017-11-27T07:07:26.811Z,,,32.7,,,0,
2017-11-27T07:07:36.832Z,45.3,,32.7,,,0,
2017-11-27T07:07:46.787Z,45,,32.7,,,0,
2017-11-27T07:07:56.797Z,44.8,,32.7,,,0,
2017-11-27T07:08:06.774Z,44.6,,32.7,,,0,
2017-11-27T07:08:16.803Z,44.5,,32.7,,,0,
2017-11-27T07:08:26.781Z,44.3,,32.6,,,0,
2017-11-27T07:08:36.800Z,44.1,,32.6,,,0,
2017-11-27T07:08:46.774Z,43.8,,32.6,,,0,
2017-11-27T07:08:56.774Z,43.6,,32.6,,,0,
2017-11-27T07:09:06.774Z,43.4,,32.6,,,0,
2017-11-27T07:09:16.776Z,43.3,,32.5,,,0,
2017-11-27T07:09:26.776Z,43.1,,32.5,,,0,
2017-11-27T07:09:36.823Z,43,,32.5,,,0,
2017-11-27T07:09:46.777Z,42.9,,32.5,,,0,
2017-11-27T07:09:56.774Z,42.8,,32.5,,,0,
2017-11-27T07:10:06.774Z,42.6,,32.4,,,0,
2017-11-27T07:10:16.781Z,42.4,,32.4,,,0,
2017-11-27T07:10:26.776Z,42.3,,32.4,,,0,
2017-11-27T07:10:36.774Z,42.1,,32.4,,,0,
2017-11-27T07:10:46.824Z,42,,32.4,,,0,
2017-11-27T07:10:56.781Z,41.9,,32.4,,,0,
2017-11-27T07:11:06.774Z,41.7,,32.4,,,0,
2017-11-27T07:11:16.903Z,41.6,,32.3,,,0,
2017-11-27T07:11:26.932Z,41.5,,32.3,,,0,
2017-11-27T07:11:36.778Z,41.3,,32.3,,,0,
2017-11-27T07:11:46.775Z,41.2,,32.3,,,0,
2017-11-27T07:11:56.776Z,41.1,,32.3,,,0,
2017-11-27T07:12:06.779Z,40.9,,32.2,,,0,
2017-11-27T07:12:16.830Z,44.3,1,32.2,,0,0,41
2017-11-27T07:12:26.783Z,47.3,,32.2,,,0,30
2017-11-27T07:12:36.779Z,48,,32.2,,,0,
2017-11-27T07:12:46.775Z,48.2,,32.1,,,0,29
2017-11-27T07:12:56.775Z,48.3,,32.1,,,0,30
2017-11-27T07:13:06.775Z,,,32.1,,,0,
2017-11-27T07:13:16.874Z,,,32.1,,,0,29
2017-11-27T07:13:26.775Z,48.2,,32.1,,,0,
2017-11-27T07:13:36.782Z,,,32.1,,,0,
2017-11-27T07:13:46.774Z,,,32.1,,,0,30
2017-11-27T07:13:56.780Z,48.4,,32.1,,,0,
2017-11-27T07:14:06.778Z,48.7,,32,,,0,30
2017-11-27T07:14:16.775Z,49,,32,,,0,
2017-11-27T07:14:26.796Z,49.3,,32,,,0,
2017-11-27T07:14:36.793Z,49.4,,32,,,0,29
2017-11-27T07:14:46.834Z,49.5,,32,,,0,
2017-11-27T07:14:56.775Z,49.6,,32,,,0,30
2017-11-27T07:15:06.781Z,50,,32,,,0,29
2017-11-27T07:15:16.779Z,50.3,,31.9,,,0,
2017-11-27T07:15:26.774Z,50.5,,31.9,,,0,30
2017-11-27T07:15:36.775Z,50.7,,31.9,,,0,
2017-11-27T07:15:46.778Z,49.8,1,31.9,,0,0,0
2017-11-27T07:15:56.781Z,46.8,,31.9,,,0,
2017-11-27T07:16:06.781Z,45.8,,31.9,,,0,
2017-11-27T07:16:17.021Z,45.3,,31.9,,,0,
2017-11-27T07:16:26.809Z,45.1,,31.9,,,0,
2017-11-27T07:16:36.779Z,,,31.9,46,,0,
2017-11-27T07:16:46.781Z,45.2,,31.9,47,,0,
2017-11-27T07:16:56.775Z,45.3,,31.9,,,0,
2017-11-27T07:17:06.776Z,45.5,,31.9,,,0,
2017-11-27T07:17:16.776Z,,,31.8,,,0,
2017-11-27T07:17:26.808Z,,,31.9,,,0,
2017-11-27T07:17:36.845Z,45.4,,31.8,,,0,
2017-11-27T07:17:46.858Z,45.1,,31.8,,,0,
2017-11-27T07:17:56.808Z,44.9,,31.8,,,0,
2017-11-27T07:18:06.848Z,44.7,,31.8,,,0,
2017-11-27T07:18:17.054Z,44.5,,31.8,,,0,
2017-11-27T07:18:26.824Z,44.4,,31.8,,,0,
2017-11-27T07:18:36.835Z,44.2,,31.8,46,,0,
2017-11-27T07:18:46.870Z,44,,31.8,,,0,
2017-11-27T07:18:56.862Z,43.8,,31.8,,,0,
2017-11-27T07:19:06.844Z,43.6,,31.8,,,0,
2017-11-27T07:19:16.863Z,43.4,,31.6,47,,0,
2017-11-27T07:19:26.843Z,43.3,,31.6,,,0,
2017-11-27T07:19:37.100Z,43.1,,31.6,,,0,
2017-11-27T07:19:46.834Z,43,,31.6,,,0,
2017-11-27T07:19:56.881Z,42.9,,31.6,46,,0,
2017-11-27T07:20:06.863Z,42.8,,31.6,,,0,
2017-11-27T07:20:16.844Z,42.6,,31.6,,,0,
2017-11-27T07:20:26.820Z,42.4,,31.6,,,0,
2017-11-27T07:20:36.841Z,42.3,,31.6,47,,0,
2017-11-27T07:20:46.824Z,42.1,,31.5,,,0,
2017-11-27T07:20:56.798Z,42,,31.5,,,0,
2017-11-27T07:21:06.811Z,41.9,,31.5,,,0,
2017-11-27T07:21:16.775Z,41.7,,31.5,46,,0,
2017-11-27T07:21:26.789Z,41.6,,31.5,,,0,
2017-11-27T07:21:37.015Z,41.5,,31.5,47,,0,
2017-11-27T07:21:46.781Z,41.4,,31.5,46,,0,
2017-11-27T07:21:56.831Z,41.2,,31.5,,,0,
2017-11-27T07:22:06.776Z,41.1,,31.5,,,0,
2017-11-27T07:22:16.837Z,41,,31.4,47,,0,
2017-11-27T07:22:26.792Z,43.1,1,31.4,46,0,0,43
2017-11-27T07:22:36.824Z,47.2,,31.4,,,0,31
2017-11-27T07:22:46.823Z,48,,31.4,,,0,29
2017-11-27T07:22:56.803Z,48.3,,31.4,,,0,
2017-11-27T07:23:06.775Z,48.4,,31.4,,,0,
2017-11-27T07:23:16.831Z,,,31.4,,,0,30
2017-11-27T07:23:26.775Z,,,31.4,,,0,29
2017-11-27T07:23:36.781Z,,,31.4,,,0,
2017-11-27T07:23:46.781Z,,,31.4,,,0,
2017-11-27T07:23:56.777Z,,,31.3,,,0,30
2017-11-27T07:24:06.790Z,48.6,,31.3,,,0,29
2017-11-27T07:24:16.784Z,49,,31.3,,,0,30
2017-11-27T07:24:26.778Z,49.3,,31.3,,,0,
2017-11-27T07:24:36.776Z,49.6,,31.3,,,0,29
2017-11-27T07:24:46.775Z,49.8,,31.3,47,,0,30
2017-11-27T07:24:56.818Z,49.9,,31.3,,,0,
2017-11-27T07:25:06.830Z,50,,31.3,,,0,30
2017-11-27T07:25:16.816Z,48.7,1,31.3,46,0,0,0
2017-11-27T07:25:26.784Z,46.3,,31.3,47,,0,
2017-11-27T07:25:36.799Z,44.9,,31.3,,,0,
2017-11-27T07:25:46.811Z,44.6,,31.2,46,,0,
2017-11-27T07:25:56.856Z,44.5,,31.2,,,0,
2017-11-27T07:26:06.792Z,44.6,,31.3,,,0,
2017-11-27T07:26:16.786Z,44.8,,31.2,,,0,
2017-11-27T07:26:26.807Z,44.9,,31.2,47,,0,
2017-11-27T07:26:36.776Z,45,,31.2,,,0,
2017-11-27T07:26:46.797Z,45.1,,31.2,,,0,
2017-11-27T07:26:57.036Z,45,,31.2,,,0,
2017-11-27T07:27:06.799Z,44.9,,31.2,,,0,
2017-11-27T07:27:16.798Z,44.7,,31.2,,,0,
2017-11-27T07:27:26.818Z,44.4,,31.2,,,0,
2017-11-27T07:27:36.791Z,44.2,,31.2,,,0,
2017-11-27T07:27:46.786Z,44.1,,31.2,,,0,
2017-11-27T07:27:56.960Z,44,,31.2,,,0,
2017-11-27T07:28:07.028Z,43.8,,31.2,,,0,
2017-11-27T07:28:16.840Z,43.7,,31.2,,,0,
2017-11-27T07:28:26.807Z,43.5,,31.2,,,0,
2017-11-27T07:28:36.996Z,43.3,,31.2,,,0,
2017-11-27T07:28:46.788Z,43.1,,31.2,,,0,
2017-11-27T07:28:56.869Z,42.9,,31,,,0,
2017-11-27T07:29:06.830Z,42.8,,31,,,0,
2017-11-27T07:29:16.807Z,42.7,,31,,,0,
2017-11-27T07:29:26.814Z,42.6,,31,,,0,
2017-11-27T07:29:36.847Z,42.3,,31,,,0,
2017-11-27T07:29:46.811Z,,,31,,,0,
2017-11-27T07:29:56.815Z,42.1,,31,,,0,
2017-11-27T07:30:06.793Z,42,,31,,,0,
2017-11-27T07:30:16.783Z,41.9,,31,,,0,
2017-11-27T07:30:26.786Z,41.7,,31,,,0,
2017-11-27T07:30:36.956Z,41.6,,30.9,,,0,
2017-11-27T07:30:46.794Z,41.5,,30.9,,,0,
2017-11-27T07:30:56.856Z,41.3,,30.9,,,0,
2017-11-27T07:31:06.805Z,41.2,,30.9,,,0,
2017-11-27T07:31:16.776Z,41.1,,30.9,,,0,
2017-11-27T07:31:26.838Z,40.9,,30.9,,,0,
2017-11-27T07:31:36.788Z,44.2,1,30.9,,0,0,41
2017-11-27T07:31:46.789Z,46.6,0,41.3,0,2,0,0
2017-11-27T07:31:56.792Z,45.3,0,45.5,,0,0,0
2017-11-27T07:32:06.838Z,43.4,0,42.6,,2,54,45
2017-11-27T07:32:16.777Z,41.8,,40.7,,,54,29
2017-11-27T07:32:46.548Z,46.1,,41.3,,,54,118
2017-11-27T07:32:46.549Z,52,,47.4,,,54,112
2017-11-27T07:32:47.414Z,56.1,,51.8,,,54,100
2017-11-27T07:32:56.781Z,58.1,,54.3,,,54,97
2017-11-27T07:33:06.778Z,58.8,,55.7,,,54,71
2017-11-27T07:33:16.827Z,57.4,,55,,,54,69
2017-11-27T07:33:26.846Z,56.8,,54.3,,,54,74
2017-11-27T07:33:36.815Z,56.6,,54.2,,,54,72
2017-11-27T07:33:47.049Z,56.4,,54.2,,,54,71
2017-11-27T07:33:56.777Z,56.3,0,53.9,0,2,54,74
2017-11-27T07:34:06.796Z,56.6,,54.1,,,54,72
2017-11-27T07:34:16.777Z,56.7,,54.2,,,54,73
2017-11-27T07:34:26.786Z,,,54.2,,,54,
2017-11-27T07:34:36.777Z,56.5,,54.2,,,54,72
2017-11-27T07:34:46.805Z,56.2,,53.8,,,54,73
2017-11-27T07:34:56.777Z,,,53.6,,,54,74
2017-11-27T07:35:06.824Z,56.4,,53.8,,,54,75
2017-11-27T07:35:16.776Z,,,53.9,,,54,73
2017-11-27T07:35:26.777Z,56.7,,54.2,,,54,
2017-11-27T07:35:36.777Z,56.8,,54.3,,,54,72
2017-11-27T07:35:46.778Z,56.5,,54.2,,,54,71
2017-11-27T07:35:56.798Z,56.4,,54,,,54,72
2017-11-27T07:36:06.779Z,56.1,,53.8,,,54,71
2017-11-27T07:36:16.785Z,55.7,0,53.6,,0,0,0
2017-11-27T07:36:26.850Z,54.9,,53.3,,,0,
2017-11-27T07:36:36.791Z,,,53,,,0,
2017-11-27T07:36:46.804Z,54.8,,52.7,,,0,
2017-11-27T07:36:56.789Z,,,52.5,,,0,
2017-11-27T07:37:07.243Z,54.7,,52.3,,,0,
2017-11-27T07:37:16.787Z,,1,52.1,47,0,0,
2017-11-27T07:37:26.777Z,54.9,,51.9,,,0,
2017-11-27T07:37:36.990Z,48.6,,51.7,,,0,
2017-11-27T07:37:46.777Z,44.8,,51.5,,,0,
2017-11-27T07:37:56.785Z,42.7,,51.3,,,0,
2017-11-27T07:38:06.782Z,40.5,,51,,,0,
2017-11-27T07:38:16.777Z,44.2,1,50.9,,0,0,38
2017-11-27T07:38:26.804Z,45.4,,50.6,,,0,29
2017-11-27T07:38:36.793Z,,,50.4,,,0,30
2017-11-27T07:38:46.801Z,45.5,,50.2,,,0,29
2017-11-27T07:38:56.827Z,45.7,,50,,,0,30
2017-11-27T07:39:06.777Z,46.2,,49.8,,,0,29
2017-11-27T07:39:16.784Z,46.6,,49.6,,,0,
2017-11-27T07:39:26.877Z,46.9,,49.3,,,0,
2017-11-27T07:39:36.785Z,46.8,,49.1,,,0,30
2017-11-27T07:39:46.790Z,46.9,,48.8,,,0,
2017-11-27T07:39:56.796Z,47,,48.6,,,0,29
2017-11-27T07:40:06.803Z,47.2,,48.5,,,0,
2017-11-27T07:40:16.805Z,47.7,,48.2,,,0,30
2017-11-27T07:40:26.802Z,48.1,,48,,,0,29
2017-11-27T07:40:36.976Z,48.5,,47.9,,,0,30
2017-11-27T07:40:46.817Z,48.6,,47.6,,,0,
2017-11-27T07:40:56.783Z,48.7,,47.4,,,0,29
2017-11-27T07:41:06.785Z,48.8,,47.3,,,0,
2017-11-27T07:41:16.802Z,48.9,,47.1,,,0,30
2017-11-27T07:41:26.785Z,49.1,,46.9,,,0,29
2017-11-27T07:41:36.817Z,49.3,,46.8,,,0,30
2017-11-27T07:41:46.813Z,49.5,,46.6,,,0,
2017-11-27T07:41:56.805Z,49.7,,46.4,,,0,29
2017-11-27T07:42:06.777Z,50,,46.2,,,0,
2017-11-27T07:42:16.830Z,50.5,0,31.8,0,2,54,30
2017-11-27T07:42:26.794Z,50.3,0,48.1,,0,54,56
2017-11-27T07:42:36.795Z,49.3,0,49.8,,2,54,0
2017-11-27T07:42:46.802Z,46.9,0,46.3,,2,54,29
2017-11-27T07:42:56.787Z,48.2,,45.7,,,54,102
2017-11-27T07:43:06.824Z,53.5,,50.4,,,54,92
2017-11-27T07:43:16.777Z,56.3,,53.8,,,54,86
2017-11-27T07:43:26.787Z,57.8,,55.7,,,54,72
2017-11-27T07:43:36.778Z,56.6,,55.3,,,54,56
2017-11-27T07:43:46.790Z,55.9,,54.1,,,54,65
2017-11-27T07:43:56.785Z,55.5,,54,,,54,63
2017-11-27T07:44:06.800Z,55.1,,53.8,,,54,62
2017-11-27T07:44:16.792Z,55,,53.5,,,54,68
2017-11-27T07:44:26.789Z,54.8,0,54.4,,2,54,0
2017-11-27T07:44:36.838Z,51.5,0,47.4,,2,54,57
2017-11-27T07:44:46.805Z,50.4,,49.1,,,54,56
2017-11-27T07:44:56.777Z,51.2,,49.7,,,54,71
2017-11-27T07:45:06.845Z,52.7,,51.1,,,54,66
2017-11-27T07:45:16.786Z,53.2,,52.1,,,54,63
2017-11-27T07:45:26.797Z,53.8,,52.3,,,54,69
2017-11-27T07:45:36.778Z,54.5,,53,,,54,67
2017-11-27T07:45:46.793Z,54.8,,53.5,,,54,65
2017-11-27T07:45:56.779Z,55.1,,53.8,,,54,
2017-11-27T07:46:06.788Z,55.3,,54,,,54,
2017-11-27T07:46:16.884Z,55.4,,54.2,,,54,63
2017-11-27T07:46:26.825Z,,,54.3,,,54,60
2017-11-27T07:46:36.780Z,55.2,,54.1,,,54,
2017-11-27T07:46:46.793Z,55.1,,53.9,,,54,62
2017-11-27T07:46:56.795Z,55,,53.9,,,54,
2017-11-27T07:47:06.779Z,,,53.9,,,54,61
2017-11-27T07:47:16.779Z,,,53.9,,,54,62
2017-11-27T07:47:26.778Z,,,53.9,,,54,63
2017-11-27T07:47:36.810Z,,,53.9,,,54,61
2017-11-27T07:47:46.879Z,,,53.9,,,54,63
2017-11-27T07:47:56.783Z,,,53.9,,,54,61
2017-11-27T07:48:06.792Z,,,54,,,54,
2017-11-27T07:48:16.791Z,55.1,,54,,,54,
2017-11-27T07:48:26.802Z,,,54,,,54,62
2017-11-27T07:48:36.784Z,,,53.9,,,54,64
2017-11-27T07:48:46.818Z,55.2,,53.9,,,54,
2017-11-27T07:48:56.854Z,,,54,,,54,
2017-11-27T07:49:06.780Z,,,54.1,,,54,62
2017-11-27T07:49:16.886Z,,,54.1,,,54,
2017-11-27T07:49:26.783Z,55.1,,54.1,,,54,
2017-11-27T07:49:36.866Z,,,54,,,54,
2017-11-27T07:49:46.881Z,,,53.9,,,54,63
2017-11-27T07:49:56.855Z,54.9,0,54,,0,0,0
2017-11-27T07:50:06.852Z,53.5,,53.8,,,0,
2017-11-27T07:50:16.828Z,,,53.6,,,0,
2017-11-27T07:50:26.835Z,,,53.4,,,0,
2017-11-27T07:50:36.811Z,53.4,,53.1,,,0,
2017-11-27T07:50:46.838Z,,,52.9,,,0,
2017-11-27T07:50:56.803Z,53.3,1,52.6,47,0,0,
2017-11-27T07:51:06.801Z,53.2,,52.3,,,0,
2017-11-27T07:51:17.046Z,48.7,,52.1,,,0,
2017-11-27T07:51:26.846Z,45.6,,51.9,,,0,
2017-11-27T07:51:36.877Z,44.5,,51.7,,,0,
2017-11-27T07:51:46.783Z,43.4,,51.5,,,0,
2017-11-27T07:51:56.796Z,41.9,0,51.3,0,2,0,
2017-11-27T07:52:06.792Z,41.8,0,39.4,,0,0,
2017-11-27T07:52:16.861Z,41.4,0,41.6,,2,54,
2017-11-27T07:52:26.787Z,39.8,0,38.1,,0,0,0
2017-11-27T07:52:36.843Z,39.8,,38,,,0,
2017-11-27T07:52:46.779Z,,,37.9,,,0,
2017-11-27T07:52:56.783Z,,,37.9,,,0,
2017-11-27T07:53:06.780Z,,,37.9,,,0,
2017-11-27T07:53:16.781Z,39.7,,37.8,,,0,
2017-11-27T07:53:26.779Z,40.5,1,37.8,47,0,0,45
2017-11-27T07:53:36.980Z,47.1,,37.7,,,0,32
2017-11-27T07:53:46.801Z,47.8,,37.7,,,0,30
2017-11-27T07:53:56.785Z,48.1,,37.6,,,0,30
2017-11-27T07:54:06.793Z,48.4,,37.6,,,0,29
2017-11-27T07:54:16.779Z,48.1,,37.5,,,0,30
2017-11-27T07:54:26.788Z,47.8,,37.5,,,0,30
2017-11-27T07:54:36.784Z,47.9,,37.5,,,0,
2017-11-27T07:54:46.782Z,,,37.4,,,0,29
2017-11-27T07:54:56.784Z,48,,37.3,,,0,29
2017-11-27T07:55:06.788Z,48.2,,37.3,,,0,
2017-11-27T07:55:16.786Z,48.6,,37.2,,,0,30
2017-11-27T07:55:26.783Z,49,,37.2,,,0,29
2017-11-27T07:55:36.784Z,49.5,,37.1,,,0,
2017-11-27T07:55:46.780Z,49.9,,37.1,,,0,
2017-11-27T07:55:56.780Z,50.1,,36.9,,,0,30
2017-11-27T07:56:06.798Z,50.2,,36.9,,,0,29
2017-11-27T07:56:16.797Z,50.1,,36.8,,,0,
2017-11-27T07:56:26.812Z,50.2,,36.8,,,0,30
2017-11-27T07:56:36.807Z,50.4,,36.7,,,0,29
2017-11-27T07:56:46.820Z,50.5,,36.7,,,0,30
2017-11-27T07:56:56.848Z,50.7,,36.6,,,0,29
2017-11-27T07:57:06.806Z,50.6,1,36.6,,0,0,0
2017-11-27T07:57:16.801Z,46.8,,36.5,,,0,
2017-11-27T07:57:26.793Z,45.6,,36.5,,,0,
2017-11-27T07:57:36.796Z,45,,36.4,,,0,
2017-11-27T07:57:46.794Z,44.8,,36.4,,,0,
2017-11-27T07:57:56.800Z,44.9,,36.4,,,0,
2017-11-27T07:58:06.782Z,45,,36.3,,,0,
2017-11-27T07:58:16.780Z,45.1,,36.3,,,0,
2017-11-27T07:58:26.806Z,45.2,,36.2,,,0,
2017-11-27T07:58:36.935Z,45.3,,36.2,,,0,
2017-11-27T07:58:46.814Z,45.2,,36.1,,,0,
2017-11-27T07:58:56.788Z,45,,36.1,,,0,
2017-11-27T07:59:06.781Z,44.8,,36.1,,,0,
2017-11-27T07:59:16.786Z,44.5,,36,,,0,
2017-11-27T07:59:26.780Z,44.2,,36,,,0,
2017-11-27T07:59:36.810Z,44.1,,35.9,,,0,
2017-11-27T07:59:46.783Z,44,,35.9,,,0,
2017-11-27T07:59:56.804Z,43.8,,35.9,,,0,
2017-11-27T08:00:06.786Z,43.6,,35.8,,,0,
2017-11-27T08:00:16.785Z,43.4,,35.8,,,0,
2017-11-27T08:00:26.781Z,43.2,,35.7,,,0,
2017-11-27T08:00:36.780Z,43,,35.7,,,0,
2017-11-27T08:00:46.794Z,42.8,,35.7,,,0,
2017-11-27T08:00:56.781Z,42.6,,35.7,,,0,
2017-11-27T08:01:06.782Z,42.3,,35.6,,,0,
2017-11-27T08:01:16.789Z,42.2,,35.6,,,0,
2017-11-27T08:01:26.893Z,42.1,,35.5,,,0,
2017-11-27T08:01:36.783Z,41.9,,35.5,,,0,
2017-11-27T08:01:46.785Z,41.8,,35.4,,,0,
2017-11-27T08:01:56.781Z,41.6,,35.4,,,0,
2017-11-27T08:02:06.788Z,41.5,,35.4,,,0,
2017-11-27T08:02:16.787Z,41.3,,35.3,,,0,
2017-11-27T08:02:26.781Z,41.2,,35.3,,,0,
2017-11-27T08:02:36.781Z,41,,35.2,,,0,
2017-11-27T08:02:46.796Z,41.3,1,35.2,,0,0,45
2017-11-27T08:02:56.786Z,47.1,,35.2,,,0,31
2017-11-27T08:03:06.782Z,47.9,,35.1,,,0,29
2017-11-27T08:03:16.785Z,48.1,,35.1,,,0,
2017-11-27T08:03:26.781Z,48.2,,35.1,,,0,
2017-11-27T08:03:36.782Z,,,34.9,,,0,
2017-11-27T08:03:46.800Z,,,34.9,,,0,
2017-11-27T08:03:56.782Z,48.1,,34.9,,,0,30
2017-11-27T08:04:06.783Z,48,,34.8,,,0,29
2017-11-27T08:04:16.781Z,48.1,,34.8,,,0,30
2017-11-27T08:04:26.787Z,48.2,,34.8,,,0,29
2017-11-27T08:04:36.800Z,48.5,,34.7,,,0,30
2017-11-27T08:04:46.782Z,48.9,,34.7,,,0,29
2017-11-27T08:04:56.786Z,49.2,,34.7,,,0,
