Time,ChActive,HwActive,ActPow,PrimTSet,PrimT,HwTSet,HwTOutlet
2017-12-24T03:19:10.554Z,,,,,,0,20.2
2017-12-24T03:19:20.558Z,,,,,,0,20.2
2017-12-24T03:19:30.554Z,,,,,,0,20.2
2017-12-24T03:19:40.554Z,,,,,29.3,0,20.2
2017-12-24T03:19:50.556Z,,,,,,0,20.2
2017-12-24T03:20:00.554Z,,,,,29.4,0,20.2
2017-12-24T03:20:10.554Z,,,,,29.3,0,20.2
2017-12-24T03:20:20.555Z,,,,,,0,20.2
2017-12-24T03:20:30.557Z,,,,,,0,20.2
2017-12-24T03:20:40.556Z,,,,,,0,20.2
2017-12-24T03:20:50.554Z,,,,,,0,20.2
2017-12-24T03:21:00.554Z,,,,,,0,20.2
2017-12-24T03:21:10.554Z,,,,,,0,20.2
2017-12-24T03:21:20.554Z,,,,,,0,20.2
2017-12-24T03:21:30.556Z,,,,,,0,20.2
2017-12-24T03:21:40.556Z,,,,,,0,20.2
2017-12-24T03:21:50.557Z,,,,,,0,20.2
2017-12-24T03:22:00.555Z,,,,,,0,20.2
2017-12-24T03:22:10.554Z,,,,,,0,20.2
2017-12-24T03:22:20.554Z,,,,,,0,20.2
2017-12-24T03:22:30.555Z,,,,,,0,20.2
2017-12-24T03:22:40.555Z,,,,,,0,20.2
2017-12-24T03:22:50.554Z,,,,,,0,20.2
2017-12-24T03:23:00.555Z,,,,,,0,20.2
2017-12-24T03:23:10.555Z,,,,,29.2,0,20.2
2017-12-24T03:23:20.555Z,,,,,29.3,0,20.2
2017-12-24T03:23:30.555Z,,,,,29.2,0,20.2
2017-12-24T03:23:40.555Z,,,,,,0,20.2
2017-12-24T03:23:50.555Z,,,,,,0,20.2
2017-12-24T03:24:00.556Z,,,,,,0,20.2
2017-12-24T03:24:10.555Z,,,,,,0,20.2
2017-12-24T03:24:20.563Z,,,,,,0,20.2
2017-12-24T03:24:30.555Z,,,,,,0,20.2
2017-12-24T03:24:40.556Z,,,,,,0,20.2
2017-12-24T03:24:50.560Z,,,,,,0,20.2
2017-12-24T03:25:00.555Z,,,,,,0,20.2
2017-12-24T03:25:10.560Z,,,,,,0,20.1
2017-12-24T03:25:20.561Z,,,,,,0,20.2
2017-12-24T03:25:30.561Z,,,,,,0,20.2
2017-12-24T03:25:40.557Z,,,,,,0,20.2
2017-12-24T03:25:50.561Z,,,,,,0,20.1
2017-12-24T03:26:00.562Z,,,,,,0,20.2
2017-12-24T03:26:10.561Z,,,,,29,0,20.2
2017-12-24T03:26:20.556Z,,,,,,0,20.2
2017-12-24T03:26:30.556Z,,,,,,0,20.1
2017-12-24T03:26:40.559Z,,,,,,0,20.1
2017-12-24T03:26:50.556Z,,,,,,0,20.2
2017-12-24T03:27:00.555Z,,,,,,0,20.1
2017-12-24T03:27:10.556Z,,,,,,0,20.1
2017-12-24T03:27:20.560Z,,,,,,0,20.1
2017-12-24T03:27:30.557Z,,,,,,0,20.1
2017-12-24T03:27:40.560Z,,,,,,0,20.1
2017-12-24T03:27:50.556Z,,,,,,0,20.1
2017-12-24T03:28:00.558Z,,,,,,0,20.1
2017-12-24T03:28:10.556Z,,,,,,0,20.1
2017-12-24T03:28:20.556Z,,,,,,0,20.1
2017-12-24T03:28:30.558Z,,,,,,0,20.1
2017-12-24T03:28:40.557Z,,,,,,0,20.1
2017-12-24T03:28:50.562Z,,,,,,0,20.1
2017-12-24T03:29:00.558Z,,,,,28.9,0,20.1
2017-12-24T03:29:10.556Z,,,,,28.9,0,20.1
2017-12-24T03:29:20.557Z,,,,,28.9,0,20.1
2017-12-24T03:29:30.557Z,,,,,29,0,20.1
2017-12-24T03:29:40.557Z,,,,,28.9,0,20.1
2017-12-24T03:29:50.561Z,,,,,,0,20.1
2017-12-24T03:30:00.768Z,,,,,,0,20.1
2017-12-24T03:30:10.562Z,,,,,,0,20.1
2017-12-24T03:30:20.557Z,,,,,,0,20.1
2017-12-24T03:30:30.558Z,,,,,,0,20.1
2017-12-24T03:30:40.557Z,,,,,,0,20.1
2017-12-24T03:30:50.557Z,,,,,,0,20.1
2017-12-24T03:31:00.559Z,,,,,,0,20.1
2017-12-24T03:31:10.563Z,,,,,,0,20.1
2017-12-24T03:31:20.557Z,,,,,,0,20.1
2017-12-24T03:31:30.557Z,,,,,,0,20.1
2017-12-24T03:31:40.557Z,,,,,,0,20.1
2017-12-24T03:31:50.559Z,,,,,,0,20.1
2017-12-24T03:32:00.557Z,,,,,,0,20.1
2017-12-24T03:32:10.563Z,,,,,,0,20.1
2017-12-24T03:32:20.557Z,,,,,,0,20.1
2017-12-24T03:32:30.557Z,,,,,,0,20.1
2017-12-24T03:32:40.559Z,,,,,28.8,0,20.1
2017-12-24T03:32:50.557Z,,,,,28.9,0,20.1
2017-12-24T03:33:00.559Z,,,,,28.8,0,20.1
2017-12-24T03:33:10.558Z,,,,,,0,20.1
2017-12-24T03:33:20.559Z,,,,,,0,20.1
2017-12-24T03:33:30.558Z,,,,,,0,20.1
2017-12-24T03:33:40.560Z,,,,,,0,20.1
2017-12-24T03:33:50.558Z,,,,,,0,20.1
2017-12-24T03:34:00.558Z,,,,,,0,20.1
2017-12-24T03:34:10.558Z,,,,,,0,20.1
2017-12-24T03:34:20.765Z,,,,,,0,20.1
2017-12-24T03:34:30.562Z,,,,,,0,20.1
2017-12-24T03:34:40.560Z,,,,,,0,20.1
2017-12-24T03:34:50.562Z,,,,,,0,20.1
2017-12-24T03:35:00.559Z,,,,,,0,20.1
2017-12-24T03:35:10.563Z,,,,,,0,20.1
2017-12-24T03:35:20.558Z,,,,,,0,20.1
2017-12-24T03:35:30.558Z,,,,,,0,20.1
2017-12-24T03:35:40.558Z,,,,,,0,20.1
2017-12-24T03:35:50.558Z,,,,,,0,20.1
2017-12-24T03:36:00.558Z,,,,,28.7,0,20.1
2017-12-24T03:36:10.560Z,,,,,28.8,0,20.1
2017-12-24T03:36:20.560Z,,,,,28.7,0,20.1
2017-12-24T03:36:30.558Z,,,,,,0,20.1
2017-12-24T03:36:40.560Z,,,,,,0,20.1
2017-12-24T03:36:50.563Z,,,,,,0,20.1
2017-12-24T03:37:00.561Z,,,,,,0,20.1
2017-12-24T03:37:10.563Z,,,,,,0,20.1
2017-12-24T03:37:20.558Z,,,,,,0,20.1
2017-12-24T03:37:30.562Z,,,,,,0,20.1
2017-12-24T03:37:40.559Z,,,,,,0,20.1
2017-12-24T03:37:50.558Z,,,,,,0,20.1
2017-12-24T03:38:00.563Z,,,,,,0,20.1
2017-12-24T03:38:10.559Z,,,,,,0,20.1
2017-12-24T03:38:20.560Z,,,,,,0,20.1
2017-12-24T03:38:30.559Z,,,,,,0,20.1
2017-12-24T03:38:40.561Z,,,,,,0,20.1
2017-12-24T03:38:50.560Z,,,,,,0,20
2017-12-24T03:39:00.561Z,,,,,,0,20
2017-12-24T03:39:10.561Z,,,,,,0,20.1
2017-12-24T03:39:20.561Z,,,,,28.6,0,20
2017-12-24T03:39:30.560Z,,,,,,0,20
2017-12-24T03:39:40.560Z,,,,,,0,20
2017-12-24T03:39:50.566Z,,,,,,0,20.1
2017-12-24T03:40:00.559Z,,,,,,0,20
2017-12-24T03:40:10.565Z,,,,,,0,20
2017-12-24T03:40:20.563Z,,,,,,0,20
2017-12-24T03:40:30.564Z,,,,,,0,20
2017-12-24T03:40:40.559Z,,,,,,0,20
2017-12-24T03:40:50.560Z,,,,,,0,20
2017-12-24T03:41:00.563Z,,,,,,0,20
2017-12-24T03:41:10.565Z,,,,,,0,20
2017-12-24T03:41:20.567Z,,,,,,0,20
2017-12-24T03:41:30.560Z,,,,,,0,20
2017-12-24T03:41:40.560Z,,,,,,0,20
2017-12-24T03:41:50.566Z,,,,,,0,20
2017-12-24T03:42:00.560Z,,,,,,0,20
2017-12-24T03:42:10.560Z,,,,,,0,20
2017-12-24T03:42:20.565Z,,,,,,0,20
2017-12-24T03:42:30.560Z,,,,,,0,20
2017-12-24T03:42:40.560Z,,,,,,0,20
2017-12-24T03:42:50.563Z,,,,,,0,20
2017-12-24T03:43:00.561Z,,,,,28.4,0,20
2017-12-24T03:43:10.562Z,,,,,,0,20
2017-12-24T03:43:20.560Z,,,,,,0,20
2017-12-24T03:43:30.560Z,,,,,,0,20
2017-12-24T03:43:40.562Z,,,,,,0,20
2017-12-24T03:43:50.560Z,,,,,,0,20
2017-12-24T03:44:00.561Z,,,,,,0,20
2017-12-24T03:44:10.560Z,,,,,,0,20
2017-12-24T03:44:20.561Z,,,,,,0,20
2017-12-24T03:44:30.562Z,,,,,,0,20
2017-12-24T03:44:40.561Z,,,,,,0,20
2017-12-24T03:44:50.561Z,,,,,,0,20
2017-12-24T03:45:00.561Z,,,,,,0,20
2017-12-24T03:45:10.921Z,,,,,,0,20
2017-12-24T03:45:20.560Z,,,,,,0,20
2017-12-24T03:45:31.034Z,,,,,,0,20
2017-12-24T03:45:40.898Z,,,,,,0,20
2017-12-24T03:45:50.564Z,,,,,,0,20
2017-12-24T03:46:00.562Z,,,,,,0,20
2017-12-24T03:46:10.561Z,,,,,,0,20
2017-12-24T03:46:20.567Z,,,,,,0,20
2017-12-24T03:46:30.562Z,,,,,28.3,0,20
2017-12-24T03:46:40.561Z,,,,,,0,20
2017-12-24T03:46:50.561Z,,,,,,0,20
2017-12-24T03:47:00.561Z,,,,,,0,20
2017-12-24T03:47:10.562Z,,,,,,0,20
2017-12-24T03:47:20.561Z,,,,,,0,20
2017-12-24T03:47:30.561Z,,,,,,0,20
2017-12-24T03:47:40.562Z,,,,,,0,20
2017-12-24T03:47:50.561Z,,,,,,0,20
2017-12-24T03:48:00.561Z,,,,,,0,20
2017-12-24T03:48:10.562Z,,,,,,0,20
2017-12-24T03:48:20.562Z,,,,,,0,20
2017-12-24T03:48:30.561Z,,,,,,0,20
2017-12-24T03:48:40.562Z,,,,,,0,20
2017-12-24T03:48:50.567Z,,,,,,0,20
2017-12-24T03:49:00.563Z,,,,,,0,20
2017-12-24T03:49:10.568Z,,,,,,0,20
2017-12-24T03:49:20.562Z,,,,,,0,20
2017-12-24T03:49:30.562Z,,,,,,0,20
2017-12-24T03:49:40.563Z,,,,,,0,20
2017-12-24T03:49:50.562Z,,,,,28.2,0,20
2017-12-24T03:50:00.562Z,,,,,28.3,0,20
2017-12-24T03:50:10.568Z,,,,,28.2,0,20
2017-12-24T03:50:20.565Z,,,,,,0,20
2017-12-24T03:50:30.567Z,,,,,,0,20
2017-12-24T03:50:40.566Z,,,,,,0,20
2017-12-24T03:50:50.562Z,,,,,,0,20
2017-12-24T03:51:00.562Z,,,,,,0,20
2017-12-24T03:51:10.568Z,,,,,,0,20
2017-12-24T03:51:20.566Z,,,,,,0,19.8
2017-12-24T03:51:30.563Z,,,,,,0,20
2017-12-24T03:51:40.569Z,,,,,,0,20
2017-12-24T03:51:50.563Z,,,,,,0,20
2017-12-24T03:52:00.562Z,,,,,,0,20
2017-12-24T03:52:10.563Z,,,,,,0,20
2017-12-24T03:52:20.563Z,,,,,,0,19.8
2017-12-24T03:52:30.563Z,,,,,,0,20
2017-12-24T03:52:40.563Z,,,,,,0,19.8
2017-12-24T03:52:50.563Z,,,,,,0,19.8
2017-12-24T03:53:00.563Z,,,,,,0,19.8
2017-12-24T03:53:10.564Z,,,,,,0,19.8
2017-12-24T03:53:20.564Z,,,,,28.1,0,19.8
2017-12-24T03:53:30.568Z,,,,,,0,19.8
2017-12-24T03:53:40.564Z,,,,,,0,19.8
2017-12-24T03:53:50.563Z,,,,,,0,19.8
2017-12-24T03:54:00.563Z,,,,,,0,19.8
2017-12-24T03:54:10.563Z,,,,,,0,19.8
2017-12-24T03:54:20.563Z,,,,,,0,19.8
2017-12-24T03:54:30.563Z,,,,,,0,19.8
2017-12-24T03:54:40.565Z,,,,,,0,19.8
2017-12-24T03:54:50.564Z,,,,,,0,19.8
2017-12-24T03:55:00.568Z,,,,,,0,19.8
2017-12-24T03:55:10.569Z,,,,,,0,19.8
2017-12-24T03:55:20.563Z,,,,,,0,19.8
2017-12-24T03:55:30.567Z,,,,,,0,19.8
2017-12-24T03:55:40.564Z,,,,,,0,19.8
2017-12-24T03:55:50.564Z,,,,,,0,19.8
2017-12-24T03:56:00.564Z,,,,,,0,19.8
2017-12-24T03:56:10.565Z,,,,,,0,19.8
2017-12-24T03:56:20.567Z,,,,,,0,19.8
2017-12-24T03:56:30.566Z,,,,,,0,19.8
2017-12-24T03:56:40.569Z,,,,,,0,19.8
2017-12-24T03:56:50.570Z,,,,,28,0,19.8
2017-12-24T03:57:00.570Z,,,,,,0,19.8
2017-12-24T03:57:10.564Z,,,,,,0,19.8
2017-12-24T03:57:20.569Z,,,,,,0,19.8
2017-12-24T03:57:30.570Z,,,,,,0,19.8
2017-12-24T03:57:40.564Z,,,,,,0,19.8
2017-12-24T03:57:50.567Z,,,,,,0,19.8
2017-12-24T03:58:00.564Z,,,,,,0,19.8
2017-12-24T03:58:10.564Z,,,,,,0,19.8
2017-12-24T03:58:20.568Z,,,,,,0,19.8
2017-12-24T03:58:30.568Z,,,,,,0,19.8
2017-12-24T03:58:40.564Z,,,,,,0,19.8
2017-12-24T03:58:50.566Z,,,,,,0,19.8
2017-12-24T03:59:00.567Z,,,,,,0,19.8
2017-12-24T03:59:10.564Z,,,,,,0,19.8
2017-12-24T03:59:20.569Z,,,,,,0,19.8
2017-12-24T03:59:30.569Z,,,,,,0,19.8
2017-12-24T03:59:40.567Z,,,,,,0,19.8
2017-12-24T03:59:50.564Z,,,,,,0,19.8
2017-12-24T04:00:00.564Z,,,,,,0,19.8
2017-12-24T04:00:10.569Z,,,,,28,0,19.8
2017-12-24T04:00:20.565Z,,,,,27.8,0,19.8
2017-12-24T04:00:30.564Z,,,,,28,0,19.8
2017-12-24T04:00:40.564Z,,,,,28,0,19.8
2017-12-24T04:00:50.564Z,,,,,27.8,0,19.8
2017-12-24T04:01:00.568Z,,,,,27.8,0,19.8
2017-12-24T04:01:10.565Z,,,,,,0,19.8
2017-12-24T04:01:20.565Z,,,,,,0,19.8
2017-12-24T04:01:30.564Z,,,,,,0,19.8
2017-12-24T04:01:40.565Z,,,,,,0,19.8
2017-12-24T04:01:50.567Z,,,,,,0,19.8
2017-12-24T04:02:00.568Z,,,,,,0,19.8
2017-12-24T04:02:10.564Z,,,,,,0,19.8
2017-12-24T04:02:20.565Z,,,,,,0,19.8
2017-12-24T04:02:30.572Z,,,,,,0,19.8
2017-12-24T04:02:40.572Z,,,,,,0,19.8
2017-12-24T04:02:50.564Z,,,,,,0,19.8
2017-12-24T04:03:00.564Z,,,,,,0,19.8
2017-12-24T04:03:10.566Z,,,,,,0,19.8
2017-12-24T04:03:20.565Z,,,,,,0,19.8
2017-12-24T04:03:30.564Z,,,,,,0,19.8
2017-12-24T04:03:40.564Z,,,,,,0,19.8
2017-12-24T04:03:50.564Z,,,,,,0,19.8
2017-12-24T04:04:00.565Z,,,,,,0,19.8
2017-12-24T04:04:10.564Z,,,,,27.7,0,19.8
2017-12-24T04:04:20.565Z,,,,,,0,19.8
2017-12-24T04:04:30.565Z,,,,,,0,19.8
2017-12-24T04:04:40.566Z,,,,,,0,19.8
2017-12-24T04:04:50.570Z,,,,,,0,19.8
2017-12-24T04:05:00.573Z,,,,,,0,19.8
2017-12-24T04:05:10.565Z,,,,,,0,19.8
2017-12-24T04:05:20.565Z,,,,,,0,19.8
2017-12-24T04:05:30.565Z,,,,,,0,19.7
2017-12-24T04:05:40.565Z,,,,,,0,19.8
2017-12-24T04:05:50.568Z,,,,,,0,19.8
2017-12-24T04:06:00.565Z,,,,,,0,19.8
2017-12-24T04:06:10.567Z,,,,,,0,19.8
2017-12-24T04:06:20.565Z,,,,,,0,19.8
2017-12-24T04:06:30.565Z,,,,,,0,19.8
2017-12-24T04:06:40.569Z,,,,,,0,19.8
2017-12-24T04:06:50.565Z,,,,,,0,19.7
2017-12-24T04:07:00.565Z,,,,,,0,19.8
2017-12-24T04:07:10.571Z,,,,,,0,19.8
2017-12-24T04:07:20.565Z,,,,,,0,19.7
2017-12-24T04:07:30.566Z,,,,,,0,19.7
2017-12-24T04:07:40.564Z,,,,,,0,19.7
2017-12-24T04:07:50.570Z,,,,,,0,19.7
2017-12-24T04:08:00.565Z,,,,,27.6,0,19.8
2017-12-24T04:08:10.569Z,,,,,,0,19.7
2017-12-24T04:08:20.568Z,,,,,,0,19.7
2017-12-24T04:08:30.566Z,,,,,,0,19.7
2017-12-24T04:08:40.678Z,,,,,,0,19.7
2017-12-24T04:08:50.566Z,,,,,,0,19.7
2017-12-24T04:09:00.571Z,,,,,,0,19.7
2017-12-24T04:09:10.565Z,,,,,,0,19.7
2017-12-24T04:09:20.566Z,,,,,,0,19.7
2017-12-24T04:09:30.571Z,,,,,,0,19.7
2017-12-24T04:09:40.566Z,,,,,,0,19.7
2017-12-24T04:09:50.565Z,,,,,,0,19.7
2017-12-24T04:10:00.565Z,,,,,,0,19.7
2017-12-24T04:10:10.571Z,,,,,,0,19.7
2017-12-24T04:10:20.565Z,,,,,,0,19.7
2017-12-24T04:10:30.565Z,,,,,,0,19.7
2017-12-24T04:10:40.565Z,,,,,,0,19.7
2017-12-24T04:10:50.564Z,,,,,,0,19.7
2017-12-24T04:11:00.564Z,,,,,,0,19.7
2017-12-24T04:11:10.565Z,,,,,,0,19.7
2017-12-24T04:11:20.565Z,,,,,,0,19.7
2017-12-24T04:11:30.567Z,,,,,27.5,0,19.7
2017-12-24T04:11:40.570Z,,,,,,0,19.7
2017-12-24T04:11:50.565Z,,,,,,0,19.7
2017-12-24T04:12:00.570Z,,,,,,0,19.7
2017-12-24T04:12:10.565Z,,,,,,0,19.7
2017-12-24T04:12:20.569Z,,,,,,0,19.7
2017-12-24T04:12:30.565Z,,,,,,0,19.7
2017-12-24T04:12:40.565Z,,,,,,0,19.7
2017-12-24T04:12:50.570Z,,,,,,0,19.7
2017-12-24T04:13:00.565Z,,,,,,0,19.7
2017-12-24T04:13:10.566Z,,,,,,0,19.7
2017-12-24T04:13:20.565Z,,,,,,0,19.7
2017-12-24T04:13:30.567Z,,,,,,0,19.7
2017-12-24T04:13:40.567Z,,,,,,0,19.7
2017-12-24T04:13:50.565Z,,,,,,0,19.7
2017-12-24T04:14:00.566Z,,,,,,0,19.7
2017-12-24T04:14:10.567Z,,,,,,0,19.7
2017-12-24T04:14:20.568Z,,,,,,0,19.7
2017-12-24T04:14:30.569Z,,,,,,0,19.7
2017-12-24T04:14:40.565Z,,,,,,0,19.7
2017-12-24T04:14:50.567Z,,,,,,0,19.7
2017-12-24T04:15:00.567Z,,,,,27.3,0,19.7
2017-12-24T04:15:10.566Z,,,,,27.5,0,19.7
2017-12-24T04:15:20.566Z,,,,,,0,19.7
2017-12-24T04:15:30.565Z,,,,,27.3,0,19.7
2017-12-24T04:15:40.566Z,0,0,0,5,27.3,0,19.7
2017-12-24T04:15:50.569Z,,,,,27.5,0,19.7
2017-12-24T04:16:00.565Z,,,,,,0,19.7
2017-12-24T04:16:10.566Z,,,,,27.3,0,19.7
2017-12-24T04:16:20.568Z,,,,,,0,19.7
2017-12-24T04:16:30.566Z,,,,,,0,19.7
2017-12-24T04:16:40.569Z,,,,,,0,19.7
2017-12-24T04:16:50.565Z,,,,,,0,19.7
2017-12-24T04:17:00.570Z,,,,,,0,19.7
2017-12-24T04:17:10.565Z,,,,,,0,19.7
2017-12-24T04:17:20.565Z,,,,,,0,19.7
2017-12-24T04:17:30.565Z,,,,,,0,19.7
2017-12-24T04:17:40.568Z,,,,,,0,19.7
2017-12-24T04:17:50.565Z,,,,,,0,19.7
2017-12-24T04:18:00.570Z,,,,,,0,19.7
2017-12-24T04:18:10.565Z,,,,,,0,19.7
2017-12-24T04:18:20.565Z,,,,,,0,19.7
2017-12-24T04:18:30.565Z,,,,,,0,19.7
2017-12-24T04:18:40.565Z,,,,,,0,19.7
2017-12-24T04:18:50.566Z,,,,,,0,19.7
2017-12-24T04:19:00.569Z,,,,,,0,19.7
2017-12-24T04:19:10.565Z,,,,,,0,19.7
2017-12-24T04:19:20.565Z,,,,,,0,19.7
2017-12-24T04:19:30.566Z,,,,,27.2,0,19.7
2017-12-24T04:19:40.565Z,,,,,,0,19.7
2017-12-24T04:19:50.572Z,,,,,27.3,0,19.7
2017-12-24T04:20:00.565Z,,,,,27.2,0,19.7
2017-12-24T04:20:10.573Z,,,,,,0,19.7
2017-12-24T04:20:20.565Z,,,,,,0,19.7
2017-12-24T04:20:30.566Z,,,,,,0,19.7
2017-12-24T04:20:40.566Z,,,,,,0,19.7
2017-12-24T04:20:50.565Z,,,,,,0,19.7
2017-12-24T04:21:00.572Z,,,,,,0,19.7
2017-12-24T04:21:10.566Z,,,,,,0,19.7
2017-12-24T04:21:20.570Z,,,,,,0,19.7
2017-12-24T04:21:30.751Z,,,,,,0,19.7
2017-12-24T04:21:40.567Z,,,,,,0,19.7
2017-12-24T04:21:50.566Z,,,,,,0,19.7
2017-12-24T04:22:00.565Z,,,,,,0,19.6
2017-12-24T04:22:10.567Z,,,,,,0,19.7
2017-12-24T04:22:20.569Z,,,,,,0,19.7
2017-12-24T04:22:30.568Z,,,,,,0,19.7
2017-12-24T04:22:40.569Z,,,,,,0,19.7
2017-12-24T04:22:50.567Z,,,,,,0,19.7
2017-12-24T04:23:00.567Z,,,,,27.1,0,19.7
2017-12-24T04:23:10.566Z,,,,,,0,19.7
2017-12-24T04:23:20.566Z,,,,,27.2,0,19.7
2017-12-24T04:23:30.566Z,,,,,,0,19.7
2017-12-24T04:23:40.566Z,,,,,27.1,0,19.7
2017-12-24T04:23:50.566Z,,,,,,0,19.7
2017-12-24T04:24:00.566Z,,,,,,0,19.7
2017-12-24T04:24:10.566Z,,,,,,0,19.7
2017-12-24T04:24:20.571Z,,,,,,0,19.6
2017-12-24T04:24:30.566Z,,,,,,0,19.6
2017-12-24T04:24:40.566Z,,,,,,0,19.6
2017-12-24T04:24:50.566Z,,,,,,0,19.6
2017-12-24T04:25:00.566Z,,,,,,0,19.6
2017-12-24T04:25:10.566Z,,,,,,0,19.6
2017-12-24T04:25:20.566Z,,,,,,0,19.7
2017-12-24T04:25:30.566Z,,,,,,0,19.6
2017-12-24T04:25:40.566Z,,,,,,0,19.6
2017-12-24T04:25:50.569Z,,,,,,0,19.7
2017-12-24T04:26:00.568Z,,,,,,0,19.6
2017-12-24T04:26:10.566Z,,,,,,0,19.6
2017-12-24T04:26:20.571Z,,,,,,0,19.6
2017-12-24T04:26:30.566Z,,,,,,0,19.6
2017-12-24T04:26:40.567Z,,,,,,0,19.6
2017-12-24T04:26:50.568Z,,,,,,0,19.6
2017-12-24T04:27:00.566Z,,,,,27,0,19.6
2017-12-24T04:27:10.567Z,,,,,27.1,0,19.6
2017-12-24T04:27:20.568Z,,,,,27,0,19.6
2017-12-24T04:27:30.568Z,,,,,,0,19.6
2017-12-24T04:27:40.572Z,,,,,,0,19.6
2017-12-24T04:27:50.571Z,,,,,,0,19.6
2017-12-24T04:28:00.567Z,,,,,,0,19.6
2017-12-24T04:28:10.566Z,,,,,,0,19.6
2017-12-24T04:28:20.570Z,,,,,,0,19.6
2017-12-24T04:28:30.569Z,,,,,,0,19.6
2017-12-24T04:28:40.566Z,,,,,,0,19.6
2017-12-24T04:28:50.568Z,,,,,,0,19.6
2017-12-24T04:29:00.566Z,,,,,,0,19.6
2017-12-24T04:29:10.567Z,,,,,,0,19.6
2017-12-24T04:29:20.572Z,,,,,,0,19.6
2017-12-24T04:29:30.568Z,,,,,,0,19.6
2017-12-24T04:29:40.566Z,,,,,,0,19.6
2017-12-24T04:29:50.569Z,,,,,,0,19.6
2017-12-24T04:30:00.576Z,,,,,,0,19.6
2017-12-24T04:30:10.567Z,,,,,,0,19.6
2017-12-24T04:30:20.567Z,,,,,,0,19.6
2017-12-24T04:30:30.568Z,,,,,27,0,19.6
2017-12-24T04:30:40.567Z,,,,,,0,19.6
2017-12-24T04:30:50.568Z,,,,,27,0,19.6
2017-12-24T04:31:00.569Z,,,,,26.9,0,19.6
2017-12-24T04:31:10.567Z,,,,,26.9,0,19.6
2017-12-24T04:31:20.569Z,,,,,,0,19.6
2017-12-24T04:31:30.567Z,,,,,26.9,0,19.6
2017-12-24T04:31:40.568Z,,,,,,0,19.6
2017-12-24T04:31:50.568Z,,,,,,0,19.6
2017-12-24T04:32:00.570Z,,,,,,0,19.6
2017-12-24T04:32:10.686Z,,,,,,0,19.6
2017-12-24T04:32:20.567Z,,,,,,0,19.6
2017-12-24T04:32:30.570Z,,,,,,0,19.6
2017-12-24T04:32:40.568Z,,,,,,0,19.6
2017-12-24T04:32:50.571Z,,,,,,0,19.6
2017-12-24T04:33:00.572Z,,,,,,0,19.6
2017-12-24T04:33:10.566Z,,,,,,0,19.6
2017-12-24T04:33:20.570Z,,,,,,0,19.6
2017-12-24T04:33:30.572Z,,,,,,0,19.6
2017-12-24T04:33:40.571Z,,,,,,0,19.6
2017-12-24T04:33:50.567Z,,,,,,0,19.6
2017-12-24T04:34:00.567Z,,,,,,0,19.6
2017-12-24T04:34:10.571Z,,,,,,0,19.6
2017-12-24T04:34:20.572Z,,,,,,0,19.6
2017-12-24T04:34:30.572Z,,,,,,0,19.6
2017-12-24T04:34:40.570Z,,,,,,0,19.6
2017-12-24T04:34:50.571Z,,,,,26.7,0,19.6
2017-12-24T04:35:00.567Z,,,,,,0,19.6
2017-12-24T04:35:10.572Z,,,,,,0,19.6
2017-12-24T04:35:20.572Z,,,,,,0,19.6
2017-12-24T04:35:30.568Z,,,,,,0,19.6
2017-12-24T04:35:40.567Z,,,,,,0,19.6
2017-12-24T04:35:50.567Z,,,,,,0,19.6
2017-12-24T04:36:00.567Z,,,,,,0,19.6
2017-12-24T04:36:10.569Z,,,,,,0,19.6
2017-12-24T04:36:20.567Z,,,,,,0,19.6
2017-12-24T04:36:30.568Z,,,,,,0,19.6
2017-12-24T04:36:40.574Z,,,,,,0,19.6
2017-12-24T04:36:50.568Z,,,,,,0,19.6
2017-12-24T04:37:00.568Z,,,,,,0,19.6
2017-12-24T04:37:10.568Z,,,,,,0,19.6
2017-12-24T04:37:20.567Z,,,,,,0,19.6
2017-12-24T04:37:30.568Z,,,,,,0,19.6
2017-12-24T04:37:40.567Z,,,,,,0,19.6
2017-12-24T04:37:50.567Z,,,,,,0,19.6
2017-12-24T04:38:00.568Z,,,,,,0,19.6
2017-12-24T04:38:10.568Z,,,,,,0,19.6
2017-12-24T04:38:20.567Z,,,,,,0,19.6
2017-12-24T04:38:30.567Z,,,,,26.6,0,19.6
2017-12-24T04:38:40.571Z,,,,,26.7,0,19.6
2017-12-24T04:38:50.570Z,,,,,,0,19.6
2017-12-24T04:39:00.569Z,,,,,26.6,0,19.6
2017-12-24T04:39:10.568Z,,,,,,0,19.6
2017-12-24T04:39:20.567Z,,,,,,0,19.6
2017-12-24T04:39:30.573Z,,,,,26.7,0,19.6
2017-12-24T04:39:40.569Z,,,,,26.6,0,19.6
2017-12-24T04:39:50.567Z,,,,,,0,19.6
2017-12-24T04:40:00.567Z,,,,,,0,19.6
2017-12-24T04:40:10.567Z,,,,,,0,19.6
2017-12-24T04:40:20.570Z,,,,,,0,19.6
2017-12-24T04:40:30.679Z,,,,,,0,19.6
2017-12-24T04:40:40.572Z,,,,,,0,19.4
2017-12-24T04:40:50.567Z,,,,,,0,19.6
2017-12-24T04:41:00.569Z,,,,,,0,19.6
2017-12-24T04:41:10.568Z,,,,,,0,19.6
2017-12-24T04:41:20.567Z,,,,,,0,19.6
2017-12-24T04:41:30.568Z,,,,,,0,19.6
2017-12-24T04:41:40.567Z,,,,,,0,19.6
2017-12-24T04:41:50.568Z,,,,,,0,19.6
2017-12-24T04:42:00.569Z,,,,,,0,19.6
