Time,ChActive,HwTSet,ActPow,HwTOutlet,HwActive,PrimT,PrimTSet
2018-02-13T00:12:39.338Z,,0,,24.7,,,
2018-02-13T00:12:49.303Z,,0,,24.7,,,
2018-02-13T00:12:59.304Z,,0,,24.7,,,
2018-02-13T00:13:09.304Z,,0,,24.7,,,
2018-02-13T00:13:19.312Z,,0,,24.7,,42.8,
2018-02-13T00:13:29.310Z,,0,,24.7,,,
2018-02-13T00:13:39.303Z,,0,,24.7,,,
2018-02-13T00:13:49.303Z,,0,,24.7,,,
2018-02-13T00:14:04.323Z,,0,,24.7,,,
2018-02-13T00:14:09.314Z,,0,,24.5,,,
2018-02-13T00:14:19.403Z,,0,,24.5,,,
2018-02-13T00:14:29.304Z,,0,,24.5,,42.7,
2018-02-13T00:14:39.304Z,,0,,24.5,,,
2018-02-13T00:14:49.304Z,,0,,24.5,,,
2018-02-13T00:14:59.306Z,,0,,24.5,,,
2018-02-13T00:15:09.306Z,,0,,24.5,,,
2018-02-13T00:15:19.304Z,,0,,24.5,,,
2018-02-13T00:15:29.314Z,,0,,24.5,,,
2018-02-13T00:15:39.307Z,,0,,24.5,,42.6,
2018-02-13T00:15:49.305Z,,0,,24.5,,,
2018-02-13T00:15:59.304Z,,0,,24.5,,,
2018-02-13T00:16:09.305Z,,0,,24.4,,,
2018-02-13T00:16:19.304Z,,0,,24.4,,,
2018-02-13T00:16:29.308Z,,0,,24.4,,,
2018-02-13T00:16:39.306Z,,0,,24.4,,,
2018-02-13T00:16:49.306Z,,0,,24.4,,42.4,
2018-02-13T00:16:59.304Z,,0,,24.4,,,
2018-02-13T00:17:09.304Z,,0,,24.4,,,
2018-02-13T00:17:19.304Z,,0,,24.4,,,
2018-02-13T00:17:29.304Z,,0,,24.4,,,
2018-02-13T00:17:39.305Z,,0,,24.4,,,
2018-02-13T00:17:49.304Z,,0,,24.3,,,
2018-02-13T00:17:59.309Z,,0,,24.3,,,
2018-02-13T00:18:09.305Z,,0,,24.3,,,
2018-02-13T00:18:19.540Z,,0,,24.3,,42.3,
2018-02-13T00:18:29.550Z,,0,,24.3,,,
2018-02-13T00:18:39.539Z,,0,,24.3,,,
2018-02-13T00:18:49.305Z,,0,,24.3,,,
2018-02-13T00:18:59.305Z,,0,,24.3,,,
2018-02-13T00:19:09.323Z,,0,,24.3,,,
2018-02-13T00:19:19.308Z,,0,,24.3,,,
2018-02-13T00:19:29.306Z,,0,,24.3,,42.2,
2018-02-13T00:19:39.304Z,,0,,24.3,,,
2018-02-13T00:19:49.305Z,,0,,24.2,,,
2018-02-13T00:19:59.305Z,,0,,24.2,,,
2018-02-13T00:20:09.305Z,,0,,24.2,,,
2018-02-13T00:20:19.306Z,,0,,24.2,,,
2018-02-13T00:20:29.305Z,,0,,24.2,,,
2018-02-13T00:20:39.305Z,,0,,24.2,,,
2018-02-13T00:20:49.305Z,,0,,24.2,,42.1,
2018-02-13T00:20:59.305Z,,0,,24.2,,,
2018-02-13T00:21:09.308Z,,0,,24.2,,,
2018-02-13T00:21:19.305Z,,0,,24.2,,,
2018-02-13T00:21:29.492Z,,0,,24.2,,,
2018-02-13T00:21:39.306Z,,0,,24.2,,,
2018-02-13T00:21:49.306Z,,0,,24.2,,,
2018-02-13T00:21:59.304Z,,0,,24.2,,,
2018-02-13T00:22:09.306Z,,0,,24.2,,42,
2018-02-13T00:22:19.490Z,,0,,24.2,,,
2018-02-13T00:22:29.305Z,,0,,24.2,,,
2018-02-13T00:22:39.309Z,,0,,24.2,,,
2018-02-13T00:22:49.305Z,,0,,24,,,
2018-02-13T00:22:59.310Z,,0,,24,,,
2018-02-13T00:23:09.307Z,,0,,24,,41.9,
2018-02-13T00:23:19.305Z,,0,,24,,41.9,
2018-02-13T00:23:29.315Z,,0,,24,,42,
2018-02-13T00:23:39.309Z,,0,,24,,41.9,
2018-02-13T00:23:49.306Z,,0,,24,,,
2018-02-13T00:24:04.333Z,,0,,24,,,
2018-02-13T00:24:09.309Z,,0,,24,,,
2018-02-13T00:24:19.308Z,,0,,24,,,
2018-02-13T00:24:29.305Z,,0,,24,,,
2018-02-13T00:24:39.305Z,,0,,24,,41.8,
2018-02-13T00:24:49.530Z,,0,,24,,,
2018-02-13T00:24:59.306Z,,0,,24,,,
2018-02-13T00:25:09.311Z,,0,,24,,,
2018-02-13T00:25:19.306Z,,0,,24,,,
2018-02-13T00:25:29.582Z,,0,,23.9,,,
2018-02-13T00:25:39.315Z,,0,,24,,,
2018-02-13T00:25:49.315Z,,0,,23.9,,,
2018-02-13T00:25:59.305Z,,0,,23.9,,,
2018-02-13T00:26:09.306Z,,0,,23.9,,41.7,
2018-02-13T00:26:19.311Z,,0,,23.9,,,
2018-02-13T00:26:29.306Z,,0,,23.9,,,
2018-02-13T00:26:39.310Z,,0,,23.9,,,
2018-02-13T00:26:49.307Z,,0,,23.9,,,
2018-02-13T00:26:59.312Z,,0,,23.9,,,
2018-02-13T00:27:09.306Z,,0,,23.9,,,
2018-02-13T00:27:19.306Z,,0,,23.9,,41.6,
2018-02-13T00:27:29.533Z,,0,,23.9,,,
2018-02-13T00:27:39.306Z,,0,,23.9,,,
2018-02-13T00:27:49.309Z,,0,,23.9,,,
2018-02-13T00:27:59.308Z,,0,,23.9,,,
2018-02-13T00:28:09.306Z,,0,,23.8,,,
2018-02-13T00:28:19.311Z,,0,,23.8,,,
2018-02-13T00:28:29.309Z,,0,,23.8,,,
2018-02-13T00:28:39.856Z,,0,,23.8,,,
2018-02-13T00:28:49.313Z,,0,,23.8,,41.5,
2018-02-13T00:28:59.312Z,,0,,23.8,,,
2018-02-13T00:29:09.308Z,,0,,23.8,,,
2018-02-13T00:29:19.307Z,,0,,23.8,,,
2018-02-13T00:29:29.330Z,,0,,23.8,,,
2018-02-13T00:29:39.308Z,,0,,23.8,,,
2018-02-13T00:29:49.321Z,,0,,23.7,,,
2018-02-13T00:29:59.308Z,,0,,23.7,,,
2018-02-13T00:30:09.309Z,,0,,23.7,,41.4,
2018-02-13T00:30:19.343Z,,0,,23.7,,,
2018-02-13T00:30:29.336Z,,0,,23.7,,,
2018-02-13T00:30:39.308Z,,0,,23.7,,,
2018-02-13T00:30:49.342Z,,0,,23.7,,,
2018-02-13T00:30:59.307Z,,0,,23.7,,,
2018-02-13T00:31:09.315Z,,0,,23.7,,,
2018-02-13T00:31:19.821Z,,0,,23.7,,41.3,
2018-02-13T00:31:29.306Z,,0,,23.7,,,
2018-02-13T00:31:39.307Z,,0,,23.7,,,
2018-02-13T00:31:49.534Z,,0,,23.7,,,
2018-02-13T00:31:59.313Z,,0,,23.6,,,
2018-02-13T00:32:09.315Z,,0,,23.6,,,
2018-02-13T00:32:19.325Z,,0,,23.6,,,
2018-02-13T00:32:29.319Z,,0,,23.6,,,
2018-02-13T00:32:39.307Z,,0,,23.6,,,
2018-02-13T00:32:49.307Z,,0,,23.6,,41.2,
2018-02-13T00:32:59.307Z,,0,,23.6,,,
2018-02-13T00:33:09.307Z,,0,,23.6,,,
2018-02-13T00:33:19.309Z,,0,,23.6,,,
2018-02-13T00:33:29.309Z,,0,,23.6,,,
2018-02-13T00:33:39.307Z,,0,,23.6,,,
2018-02-13T00:33:49.308Z,,0,,23.6,,,
2018-02-13T00:33:59.307Z,,0,,23.4,,,
2018-02-13T00:34:09.308Z,,0,,23.4,,41.1,
2018-02-13T00:34:19.307Z,,0,,23.4,,,
2018-02-13T00:34:29.311Z,,0,,23.4,,,
2018-02-13T00:34:39.307Z,,0,,23.4,,,
2018-02-13T00:34:49.307Z,0,0,0,23.4,0,41.1,5
2018-02-13T00:34:59.307Z,,0,,23.4,,,
2018-02-13T00:35:09.308Z,,0,,23.4,,,
2018-02-13T00:35:19.309Z,,0,,23.4,,,
2018-02-13T00:35:29.307Z,,0,,23.4,,41,
2018-02-13T00:35:39.314Z,,0,,23.4,,,
2018-02-13T00:35:49.307Z,,0,,23.4,,,
2018-02-13T00:35:59.307Z,,0,,23.3,,,
2018-02-13T00:36:09.310Z,,0,,23.3,,,
2018-02-13T00:36:19.310Z,,0,,23.3,,,
2018-02-13T00:36:29.307Z,,0,,23.3,,40.9,
2018-02-13T00:36:39.307Z,,0,,23.3,,40.9,
2018-02-13T00:36:49.307Z,,0,,23.3,,,
2018-02-13T00:36:59.307Z,,0,,23.3,,,
2018-02-13T00:37:09.307Z,,0,,23.3,,,
2018-02-13T00:37:19.309Z,,0,,23.3,,,
2018-02-13T00:37:29.513Z,,0,,23.3,,,
2018-02-13T00:37:39.321Z,,0,,23.3,,,
2018-02-13T00:37:49.307Z,,0,,23.2,,,
2018-02-13T00:37:59.308Z,,0,,23.2,,,
2018-02-13T00:38:09.308Z,,0,,23.2,,40.8,
2018-02-13T00:38:19.308Z,,0,,23.2,,,
2018-02-13T00:38:29.318Z,,0,,23.2,,,
2018-02-13T00:38:39.309Z,,0,,23.2,,,
2018-02-13T00:38:49.307Z,,0,,23.2,,,
2018-02-13T00:38:59.307Z,,0,,23.2,,,
2018-02-13T00:39:09.308Z,,0,,23.2,,,
2018-02-13T00:39:19.308Z,,0,,23.2,,40.7,
2018-02-13T00:39:29.307Z,,0,,23.2,,,
2018-02-13T00:39:39.308Z,,0,,23.2,,,
2018-02-13T00:39:49.308Z,,0,,23.2,,,
2018-02-13T00:39:59.308Z,,0,,23.1,,,
2018-02-13T00:40:09.308Z,,0,,23.1,,,
2018-02-13T00:40:19.308Z,,0,,23.1,,,
2018-02-13T00:40:29.308Z,,0,,23.1,,,
2018-02-13T00:40:39.309Z,,0,,23.1,,,
2018-02-13T00:40:49.307Z,,0,,23.1,,40.6,
2018-02-13T00:40:59.309Z,,0,,23.1,,,
2018-02-13T00:41:09.308Z,,0,,23.1,,,
2018-02-13T00:41:19.309Z,,0,,23.1,,,
2018-02-13T00:41:29.313Z,,0,,23.1,,,
2018-02-13T00:41:39.309Z,,0,,23.1,,,
2018-02-13T00:41:49.308Z,,0,,23,,,
2018-02-13T00:41:59.314Z,,0,,23.1,,,
2018-02-13T00:42:09.320Z,,0,,23,,40.5,
2018-02-13T00:42:19.309Z,,0,,23,,,
2018-02-13T00:42:29.308Z,,0,,23,,,
2018-02-13T00:42:39.309Z,,0,,23,,,
2018-02-13T00:42:49.310Z,,0,,23,,,
2018-02-13T00:42:59.308Z,,0,,23,,,
2018-02-13T00:43:09.311Z,,0,,23,,,
2018-02-13T00:43:19.309Z,,0,,23,,,
2018-02-13T00:43:29.309Z,,0,,23,,,
2018-02-13T00:43:39.312Z,,0,,23,,40.4,
2018-02-13T00:43:49.313Z,,0,,23,,,
2018-02-13T00:43:59.311Z,,0,,23,,,
2018-02-13T00:44:14.399Z,,0,,23,,,
2018-02-13T00:44:19.452Z,,0,,22.8,,,
2018-02-13T00:44:34.399Z,,0,,22.8,,,
2018-02-13T00:44:39.310Z,,0,,22.8,,,
2018-02-13T00:44:49.317Z,,0,,22.8,,,
2018-02-13T00:44:59.308Z,,0,,22.8,,40.3,
2018-02-13T00:45:09.317Z,,0,,22.8,,,
2018-02-13T00:45:19.316Z,,0,,22.8,,,
2018-02-13T00:45:29.333Z,,0,,22.8,,,
2018-02-13T00:45:39.316Z,,0,,22.8,,,
2018-02-13T00:45:49.319Z,,0,,22.8,,,
2018-02-13T00:45:59.310Z,,0,,22.8,,,
2018-02-13T00:46:09.309Z,,0,,22.8,,,
2018-02-13T00:46:19.312Z,,0,,22.8,,40.2,
2018-02-13T00:46:29.309Z,,0,,22.7,,,
2018-02-13T00:46:39.309Z,,0,,22.7,,,
2018-02-13T00:46:49.319Z,,0,,22.7,,,
2018-02-13T00:46:59.310Z,,0,,22.7,,,
2018-02-13T00:47:09.309Z,,0,,22.7,,,
2018-02-13T00:47:19.310Z,,0,,22.7,,,
2018-02-13T00:47:29.311Z,,0,,22.7,,,
2018-02-13T00:47:39.310Z,,0,,22.7,,,
2018-02-13T00:47:49.309Z,,0,,22.7,,40.1,
2018-02-13T00:47:59.310Z,,0,,22.7,,,
2018-02-13T00:48:09.312Z,,0,,22.7,,,
2018-02-13T00:48:19.316Z,,0,,22.7,,,
2018-02-13T00:48:29.309Z,,0,,22.7,,,
2018-02-13T00:48:39.326Z,,0,,22.7,,,
2018-02-13T00:48:49.314Z,,0,,22.6,,,
2018-02-13T00:48:59.311Z,,0,,22.6,,40,
2018-02-13T00:49:09.313Z,,0,,22.6,,,
2018-02-13T00:49:19.309Z,,0,,22.6,,,
2018-02-13T00:49:29.316Z,,0,,22.6,,,
2018-02-13T00:49:39.309Z,,0,,22.6,,,
2018-02-13T00:49:49.309Z,,0,,22.6,,,
2018-02-13T00:49:59.311Z,,0,,22.6,,,
2018-02-13T00:50:09.313Z,,0,,22.6,,,
2018-02-13T00:50:19.315Z,,0,,22.6,,,
2018-02-13T00:50:29.319Z,,0,,22.6,,39.9,
2018-02-13T00:50:39.318Z,,0,,22.6,,,
2018-02-13T00:50:49.311Z,,0,,22.6,,,
2018-02-13T00:50:59.310Z,,0,,22.5,,,
2018-02-13T00:51:09.310Z,,0,,22.5,,,
2018-02-13T00:51:19.313Z,,0,,22.5,,,
2018-02-13T00:51:29.318Z,,0,,22.5,,,
2018-02-13T00:51:39.310Z,,0,,22.5,,,
2018-02-13T00:51:49.311Z,,0,,22.5,,39.8,
2018-02-13T00:51:59.309Z,,0,,22.5,,,
2018-02-13T00:52:09.310Z,,0,,22.5,,,
2018-02-13T00:52:19.310Z,,0,,22.5,,,
2018-02-13T00:52:29.310Z,,0,,22.5,,,
2018-02-13T00:52:39.310Z,,0,,22.5,,,
2018-02-13T00:52:49.313Z,,0,,22.5,,,
2018-02-13T00:53:04.405Z,,0,,22.5,,,
2018-02-13T00:53:09.313Z,,0,,22.4,,,
2018-02-13T00:53:19.310Z,,0,,22.4,,,
2018-02-13T00:53:29.310Z,,0,,22.4,,39.7,
2018-02-13T00:53:39.310Z,,0,,22.4,,,
2018-02-13T00:53:49.312Z,,0,,22.4,,,
2018-02-13T00:53:59.320Z,,0,,22.4,,,
2018-02-13T00:54:09.311Z,,0,,22.4,,,
2018-02-13T00:54:19.310Z,,0,,22.4,,,
2018-02-13T00:54:29.313Z,,0,,22.4,,,
2018-02-13T00:54:39.315Z,,0,,22.4,,,
2018-02-13T00:54:49.399Z,,0,,22.4,,,
2018-02-13T00:54:59.316Z,,0,,22.4,,39.6,
2018-02-13T00:55:09.312Z,,0,,22.4,,,
2018-02-13T00:55:19.310Z,,0,,22.4,,,
2018-02-13T00:55:29.313Z,,0,,22.2,,,
2018-02-13T00:55:39.318Z,,0,,22.2,,,
2018-02-13T00:55:49.310Z,,0,,22.2,,,
2018-02-13T00:55:59.335Z,,0,,22.2,,,
2018-02-13T00:56:09.341Z,,0,,22.2,,,
2018-02-13T00:56:19.315Z,,0,,22.2,,39.5,
2018-02-13T00:56:29.351Z,,0,,22.2,,,
2018-02-13T00:56:39.319Z,,0,,22.2,,,
2018-02-13T00:56:49.314Z,,0,,22.2,,,
2018-02-13T00:56:59.430Z,,0,,22.2,,,
2018-02-13T00:57:09.313Z,,0,,22.2,,,
2018-02-13T00:57:19.312Z,,0,,22.2,,,
2018-02-13T00:57:29.313Z,,0,,22.2,,,
2018-02-13T00:57:39.311Z,,0,,22.2,,,
2018-02-13T00:57:49.311Z,,0,,22.2,,,
2018-02-13T00:57:59.319Z,,0,,22.1,,39.4,
2018-02-13T00:58:09.325Z,,0,,22.1,,,
2018-02-13T00:58:19.476Z,,0,,22.1,,,
2018-02-13T00:58:29.311Z,,0,,22.1,,,
2018-02-13T00:58:39.323Z,,0,,22.1,,,
2018-02-13T00:58:49.314Z,,0,,22.1,,,
2018-02-13T00:58:59.311Z,,0,,22.1,,,
2018-02-13T00:59:09.349Z,,0,,22.1,,,
2018-02-13T00:59:19.324Z,,0,,22.1,,39.3,
2018-02-13T00:59:29.311Z,,0,,22.1,,,
2018-02-13T00:59:39.326Z,,0,,22.1,,,
2018-02-13T00:59:49.312Z,,0,,22.1,,,
2018-02-13T00:59:59.311Z,,0,,22.1,,,
2018-02-13T01:00:09.319Z,,0,,22,,,
2018-02-13T01:00:19.337Z,,0,,22,,,
2018-02-13T01:00:29.313Z,,0,,22.1,,,
2018-02-13T01:00:39.312Z,,0,,22,,39.2,
2018-02-13T01:00:49.331Z,,0,,22,,,
2018-02-13T01:00:59.311Z,,0,,22,,,
2018-02-13T01:01:09.312Z,,0,,22,,,
2018-02-13T01:01:19.313Z,,0,,22,,,
2018-02-13T01:01:29.311Z,,0,,22,,,
2018-02-13T01:01:39.319Z,,0,,22,,,
2018-02-13T01:01:49.422Z,,0,,22,,,
2018-02-13T01:01:59.329Z,,0,,22,,,
2018-02-13T01:02:09.316Z,,0,,22,,39.1,
2018-02-13T01:02:19.322Z,,0,,22,,,
2018-02-13T01:02:29.326Z,,0,,22,,,
2018-02-13T01:02:39.316Z,,0,,22,,,
2018-02-13T01:02:49.314Z,,0,,22,,,
2018-02-13T01:02:59.315Z,,0,,21.9,,,
2018-02-13T01:03:09.317Z,,0,,21.9,,,
2018-02-13T01:03:19.350Z,,0,,21.9,,,
2018-02-13T01:03:29.322Z,,0,,21.9,,38.9,
2018-02-13T01:03:39.312Z,,0,,21.9,,,
2018-02-13T01:03:49.317Z,,0,,21.9,,,
2018-02-13T01:03:59.312Z,,0,,21.9,,,
2018-02-13T01:04:09.312Z,,0,,21.9,,,
2018-02-13T01:04:19.317Z,,0,,21.9,,,
2018-02-13T01:04:34.402Z,,0,,21.9,,,
2018-02-13T01:04:39.313Z,,0,,21.9,,,
2018-02-13T01:04:49.416Z,,0,,21.9,,38.8,
2018-02-13T01:04:59.315Z,,0,,21.9,,,
2018-02-13T01:05:09.322Z,,0,,21.9,,,
2018-02-13T01:05:19.320Z,,0,,21.9,,,
2018-02-13T01:05:29.316Z,,0,,21.9,,,
2018-02-13T01:05:39.323Z,,0,,21.7,,,
2018-02-13T01:05:49.313Z,,0,,21.7,,,
2018-02-13T01:05:59.317Z,,0,,21.7,,,
2018-02-13T01:06:09.417Z,,0,,21.7,,,
2018-02-13T01:06:19.320Z,,0,,21.7,,,
2018-02-13T01:06:29.312Z,,0,,21.7,,38.7,
2018-02-13T01:06:39.312Z,,0,,21.7,,,
2018-02-13T01:06:49.312Z,,0,,21.7,,,
2018-02-13T01:06:59.311Z,,0,,21.7,,,
2018-02-13T01:07:09.322Z,,0,,21.7,,,
2018-02-13T01:07:19.412Z,,0,,21.7,,,
2018-02-13T01:07:29.312Z,,0,,21.7,,,
2018-02-13T01:07:39.314Z,,0,,21.7,,,
2018-02-13T01:07:49.312Z,,0,,21.7,,,
2018-02-13T01:07:59.318Z,,0,,21.7,,,
2018-02-13T01:08:09.312Z,,0,,21.7,,38.6,
2018-02-13T01:08:19.312Z,,0,,21.7,,,
2018-02-13T01:08:29.315Z,,0,,21.7,,,
2018-02-13T01:08:39.313Z,,0,,21.7,,,
2018-02-13T01:08:49.312Z,,0,,21.6,,,
2018-02-13T01:08:59.313Z,,0,,21.6,,,
2018-02-13T01:09:09.316Z,,0,,21.6,,,
2018-02-13T01:09:19.313Z,,0,,21.6,,,
2018-02-13T01:09:29.313Z,,0,,21.6,,,
2018-02-13T01:09:39.312Z,,0,,21.6,,38.5,
2018-02-13T01:09:49.313Z,,0,,21.6,,,
2018-02-13T01:09:59.315Z,,0,,21.6,,,
2018-02-13T01:10:09.313Z,,0,,21.6,,,
2018-02-13T01:10:19.312Z,,0,,21.6,,,
2018-02-13T01:10:29.314Z,,0,,21.6,,,
2018-02-13T01:10:39.549Z,,0,,21.6,,,
2018-02-13T01:10:49.313Z,,0,,21.6,,,
2018-02-13T01:10:59.313Z,,0,,21.6,,,
2018-02-13T01:11:09.507Z,,0,,21.6,,38.4,
2018-02-13T01:11:19.313Z,,0,,21.6,,,
2018-02-13T01:11:29.313Z,,0,,21.6,,,
2018-02-13T01:11:39.313Z,,0,,21.6,,,
2018-02-13T01:11:49.313Z,,0,,21.6,,,
2018-02-13T01:11:59.313Z,,0,,21.6,,,
2018-02-13T01:12:09.313Z,,0,,21.5,,,
2018-02-13T01:12:19.312Z,,0,,21.5,,,
2018-02-13T01:12:29.549Z,,0,,21.5,,38.3,
2018-02-13T01:12:39.549Z,,0,,21.5,,,
2018-02-13T01:12:49.316Z,,0,,21.5,,,
2018-02-13T01:12:59.313Z,,0,,21.5,,,
2018-02-13T01:13:09.313Z,,0,,21.5,,,
2018-02-13T01:13:19.313Z,,0,,21.5,,,
2018-02-13T01:13:29.316Z,,0,,21.5,,,
2018-02-13T01:13:39.318Z,,0,,21.5,,,
2018-02-13T01:13:49.317Z,,0,,21.5,,,
2018-02-13T01:13:59.316Z,,0,,21.5,,38.2,
2018-02-13T01:14:09.313Z,,0,,21.5,,,
2018-02-13T01:14:19.849Z,,0,,21.5,,,
2018-02-13T01:14:29.318Z,,0,,21.5,,,
2018-02-13T01:14:39.313Z,,0,,21.5,,,
2018-02-13T01:14:49.313Z,,0,,21.5,,,
2018-02-13T01:14:59.316Z,,0,,21.5,,,
2018-02-13T01:15:09.313Z,,0,,21.5,,,
2018-02-13T01:15:19.313Z,,0,,21.5,,,
2018-02-13T01:15:29.316Z,,0,,21.5,,,
2018-02-13T01:15:39.315Z,,0,,21.3,,,
2018-02-13T01:15:49.313Z,,0,,21.3,,38.1,
2018-02-13T01:15:59.496Z,,0,,21.3,,,
2018-02-13T01:16:09.321Z,,0,,21.3,,,
2018-02-13T01:16:19.316Z,,0,,21.3,,,
2018-02-13T01:16:29.317Z,,0,,21.3,,,
2018-02-13T01:16:39.314Z,,0,,21.3,,,
2018-02-13T01:16:49.318Z,,0,,21.3,,,
2018-02-13T01:16:59.315Z,,0,,21.3,,,
2018-02-13T01:17:09.319Z,,0,,21.3,,,
2018-02-13T01:17:19.539Z,,0,,21.3,,38,
2018-02-13T01:17:29.317Z,,0,,21.3,,,
2018-02-13T01:17:39.315Z,,0,,21.3,,,
2018-02-13T01:17:49.317Z,,0,,21.3,,,
2018-02-13T01:18:04.403Z,,0,,21.3,,,
2018-02-13T01:18:09.314Z,,0,,21.3,,,
2018-02-13T01:18:19.315Z,,0,,21.3,,,
2018-02-13T01:18:29.314Z,,0,,21.3,,38,
2018-02-13T01:18:39.314Z,,0,,21.3,,37.9,
2018-02-13T01:18:49.314Z,,0,,21.3,,,
2018-02-13T01:18:59.324Z,,0,,21.3,,,
2018-02-13T01:19:09.542Z,,0,,21.2,,,
2018-02-13T01:19:19.315Z,,0,,21.2,,,
2018-02-13T01:19:29.314Z,,0,,21.2,,,
2018-02-13T01:19:39.314Z,,0,,21.2,,,
2018-02-13T01:19:49.316Z,,0,,21.2,,,
2018-02-13T01:19:59.315Z,,0,,21.2,,,
2018-02-13T01:20:09.316Z,,0,,21.2,,,
2018-02-13T01:20:19.315Z,,0,,21.2,,,
2018-02-13T01:20:29.321Z,,0,,21.2,,,
2018-02-13T01:20:39.315Z,,0,,21.2,,37.8,
2018-02-13T01:20:49.314Z,,0,,21.2,,,
2018-02-13T01:20:59.314Z,,0,,21.2,,,
2018-02-13T01:21:09.316Z,,0,,21.2,,,
2018-02-13T01:21:19.314Z,,0,,21.2,,,
2018-02-13T01:21:29.314Z,,0,,21.2,,,
2018-02-13T01:21:39.315Z,,0,,21.2,,,
2018-02-13T01:21:49.314Z,,0,,21.2,,,
2018-02-13T01:21:59.315Z,,0,,21.2,,,
2018-02-13T01:22:09.314Z,,0,,21.2,,37.7,
2018-02-13T01:22:19.316Z,,0,,21.2,,,
