Time,PrimT,ActPow,ChActive,HwTOutlet,HwActive,HwTSet,PrimTSet
2018-01-08T00:00:04.468Z,48.5,,,31.6,,0,
2018-01-08T00:00:14.467Z,,,,31.5,,0,
2018-01-08T00:00:24.467Z,,,,31.5,,0,
2018-01-08T00:00:34.713Z,,,,31.5,,0,
2018-01-08T00:00:54.467Z,,,,31.5,,0,
2018-01-08T00:01:04.467Z,,,,31.4,,0,
2018-01-08T00:01:14.467Z,48.4,,,31.4,,0,
2018-01-08T00:01:24.467Z,49.2,45,1,31.4,0,0,62
2018-01-08T00:01:34.471Z,53.8,34,,31.3,,0,
2018-01-08T00:01:44.467Z,51.3,29,,31.3,,0,
2018-01-08T00:01:54.471Z,51.2,,,31.3,,0,
2018-01-08T00:02:04.481Z,47.1,30,,31.3,,0,
2018-01-08T00:02:14.469Z,43.5,30,,31.3,,0,
2018-01-08T00:02:24.467Z,41.8,30,,31.2,,0,
2018-01-08T00:02:34.469Z,41.5,,,31.2,,0,
2018-01-08T00:02:44.468Z,41.7,,,31.2,,0,
2018-01-08T00:02:54.602Z,42,29,,,,,
2018-01-08T00:03:04.469Z,42.2,,,31.2,,0,
2018-01-08T00:03:14.468Z,42.8,34,,31,,0,
2018-01-08T00:03:24.467Z,44.1,40,,31,,0,
2018-01-08T00:03:34.469Z,45.6,46,,31,,0,
2018-01-08T00:03:44.467Z,47,52,,31,,0,
2018-01-08T00:03:54.469Z,48.5,57,,,,,
2018-01-08T00:04:04.468Z,49.8,61,,30.9,,0,
2018-01-08T00:04:14.565Z,51.1,66,,30.9,,0,
2018-01-08T00:04:24.467Z,52.1,69,,30.9,,0,
2018-01-08T00:04:34.663Z,52.8,72,,30.9,,0,
2018-01-08T00:04:44.467Z,53.5,74,,30.9,,0,
2018-01-08T00:04:54.468Z,54.3,78,,,,,
2018-01-08T00:05:04.468Z,55.1,80,,30.9,,0,
2018-01-08T00:05:14.469Z,55.9,82,,30.9,,0,
2018-01-08T00:05:24.469Z,56.7,83,,30.9,,0,
2018-01-08T00:05:34.471Z,57.4,85,,30.8,,0,
2018-01-08T00:05:44.468Z,58.1,86,,30.8,,0,
2018-01-08T00:05:54.472Z,58.9,87,,30.8,,0,
2018-01-08T00:06:04.469Z,59.7,88,,30.8,,0,
2018-01-08T00:06:14.471Z,60.5,89,,30.8,,0,
2018-01-08T00:06:24.468Z,61.2,,,30.8,,0,
2018-01-08T00:06:34.471Z,61.9,,,30.8,,0,
2018-01-08T00:06:44.736Z,62.5,87,,30.8,,0,
2018-01-08T00:06:54.659Z,62.8,81,,30.8,,0,
2018-01-08T00:07:10.030Z,62.6,74,,30.8,,0,
2018-01-08T00:07:14.482Z,62.4,70,,30.8,,0,
2018-01-08T00:07:29.543Z,62.1,69,,30.8,,0,
2018-01-08T00:07:34.469Z,,,,30.8,,0,
2018-01-08T00:07:44.474Z,62.5,64,,30.8,,0,
2018-01-08T00:07:54.469Z,62.6,59,,,,,
2018-01-08T00:08:04.478Z,62.4,55,,30.9,,0,
2018-01-08T00:08:14.479Z,62.2,52,,30.9,,0,
2018-01-08T00:08:24.471Z,,51,,30.9,,0,
2018-01-08T00:08:34.469Z,62.4,48,,30.9,,0,
2018-01-08T00:08:44.550Z,,44,,30.9,,0,
2018-01-08T00:08:54.476Z,,,,30.9,,0,
2018-01-08T00:09:04.472Z,62.2,41,,31,,0,
2018-01-08T00:09:14.487Z,,40,,,,,
2018-01-08T00:09:24.468Z,,38,,31,,0,
2018-01-08T00:09:34.468Z,,36,,31,,0,
2018-01-08T00:09:44.471Z,,35,,,,,
2018-01-08T00:09:54.476Z,62,34,,31.2,,0,
2018-01-08T00:10:04.478Z,,33,,31.2,,0,
2018-01-08T00:10:14.488Z,62.1,,,31.2,,0,
2018-01-08T00:10:24.468Z,,32,,31.2,,0,
2018-01-08T00:10:34.473Z,,31,,31.2,,0,
2018-01-08T00:10:44.468Z,,30,,31.3,,0,
2018-01-08T00:10:54.469Z,,,,31.3,,0,
2018-01-08T00:11:04.470Z,62.2,29,,31.3,,0,
2018-01-08T00:11:14.474Z,,30,,,,,
2018-01-08T00:11:24.469Z,62.4,29,,31.3,,0,
2018-01-08T00:11:34.469Z,62.5,30,,31.3,,0,
2018-01-08T00:11:44.469Z,,,,31.4,,0,
2018-01-08T00:11:54.468Z,,,,31.4,,0,
2018-01-08T00:12:04.470Z,62.6,30,,31.4,,0,
2018-01-08T00:12:14.472Z,62.7,29,,,,,
2018-01-08T00:12:24.469Z,,,,31.5,,0,
2018-01-08T00:12:34.469Z,62.8,30,,31.5,,0,
2018-01-08T00:12:44.469Z,,29,,,,,
2018-01-08T00:12:54.648Z,,,,31.6,,0,
2018-01-08T00:13:04.469Z,,30,,31.6,,0,
2018-01-08T00:13:14.647Z,62.9,,,31.6,,0,
2018-01-08T00:13:24.469Z,63.1,29,,31.6,,0,
2018-01-08T00:13:34.470Z,,30,,31.6,,0,
2018-01-08T00:13:44.469Z,,,,31.8,,0,
2018-01-08T00:13:54.469Z,63.2,29,,,,,
2018-01-08T00:14:04.470Z,,,,31.8,,0,
2018-01-08T00:14:14.469Z,63.3,,,31.8,,0,
2018-01-08T00:14:24.469Z,,,,31.9,,0,
2018-01-08T00:14:34.470Z,63.4,29,,31.9,,0,
2018-01-08T00:14:54.470Z,63.5,,,31.9,,0,
2018-01-08T00:15:04.471Z,,,,31.9,,0,
2018-01-08T00:15:14.469Z,,,,32,,0,
2018-01-08T00:15:24.469Z,63.6,30,,32,,0,
2018-01-08T00:15:34.470Z,,29,,32,,0,
2018-01-08T00:15:44.469Z,63.8,,,32.1,,0,
2018-01-08T00:15:54.470Z,,30,,,,,
2018-01-08T00:16:04.469Z,,29,,32.1,,0,
2018-01-08T00:16:14.471Z,63.9,30,,32.1,,0,
2018-01-08T00:16:24.469Z,,,,32.2,,0,
2018-01-08T00:16:34.470Z,64,30,,,,,
2018-01-08T00:16:44.470Z,,,,32.2,,0,
2018-01-08T00:16:54.688Z,,,,32.3,,0,
2018-01-08T00:17:04.481Z,64.1,30,,32.3,,0,
2018-01-08T00:17:14.470Z,64.2,,,32.3,,0,
2018-01-08T00:17:24.488Z,,29,,32.3,,0,
2018-01-08T00:17:34.535Z,64.4,,,32.4,,0,
2018-01-08T00:17:44.473Z,,30,,32.4,,0,
2018-01-08T00:17:54.475Z,,29,,32.4,,0,
2018-01-08T00:18:04.470Z,,,,32.5,,0,
2018-01-08T00:18:14.471Z,64.5,,,,,,
2018-01-08T00:18:24.470Z,64.6,,,32.5,,0,
2018-01-08T00:18:34.472Z,,,,32.5,,0,
2018-01-08T00:18:44.470Z,,,,32.6,,0,
2018-01-08T00:18:54.471Z,64.7,29,,,,,
2018-01-08T00:19:04.525Z,,,,32.6,,0,
2018-01-08T00:19:14.471Z,64.8,,,32.6,,0,
2018-01-08T00:19:24.470Z,,,,32.7,,0,
2018-01-08T00:19:34.470Z,64.9,,,,,,
2018-01-08T00:19:44.470Z,,30,,32.7,,0,
2018-01-08T00:19:54.471Z,65.1,30,,,,,
2018-01-08T00:20:04.472Z,,,,32.8,,0,
2018-01-08T00:20:14.472Z,,,,32.8,,0,
2018-01-08T00:20:34.473Z,65.2,,,32.8,,0,
2018-01-08T00:20:44.470Z,,,,32.9,,0,
2018-01-08T00:20:54.678Z,63.5,0,0,,0,,5
2018-01-08T00:21:04.473Z,61.4,,,32.9,,0,
2018-01-08T00:21:14.471Z,61.5,45,1,33.1,0,0,62
2018-01-08T00:21:24.473Z,64.2,0,0,33.1,0,0,5
2018-01-08T00:21:34.470Z,61.2,,,33.1,,0,
2018-01-08T00:21:44.471Z,60.2,,,33.1,,0,
2018-01-08T00:21:54.471Z,59.7,,,33.2,,0,
2018-01-08T00:22:04.472Z,59.5,,,33.2,,0,
2018-01-08T00:22:14.472Z,,,,33.2,,0,
2018-01-08T00:22:24.474Z,59.3,,,,,,
2018-01-08T00:22:34.471Z,58.9,,,33.3,,0,
2018-01-08T00:22:44.470Z,58.8,,,33.3,,0,
2018-01-08T00:23:04.471Z,58.6,,,33.4,,0,
2018-01-08T00:23:14.471Z,58.3,,,,,,
2018-01-08T00:23:24.471Z,58.1,,,33.4,,0,
2018-01-08T00:23:34.470Z,57.9,,,,,,
2018-01-08T00:23:44.471Z,57.7,,,33.4,,0,
2018-01-08T00:23:54.470Z,,,,33.5,,0,
2018-01-08T00:24:04.473Z,57.4,,,33.5,,0,
2018-01-08T00:24:14.471Z,57,,,,,,
2018-01-08T00:24:24.471Z,56.9,,,33.5,,0,
2018-01-08T00:24:34.470Z,56.8,,,33.5,,0,
2018-01-08T00:24:54.471Z,56.6,,,33.6,,0,
2018-01-08T00:25:04.484Z,,,,33.6,,0,
2018-01-08T00:25:14.473Z,,,,33.6,,0,
2018-01-08T00:25:24.577Z,56.5,,,,,,
2018-01-08T00:25:34.471Z,,,,33.6,,0,
2018-01-08T00:25:44.471Z,,,,33.6,,0,
2018-01-08T00:25:54.470Z,56.4,,,33.7,,0,
2018-01-08T00:26:04.479Z,,,,33.7,,0,
2018-01-08T00:26:24.539Z,,,,33.7,,0,
2018-01-08T00:26:34.471Z,,,,33.7,,0,
2018-01-08T00:26:54.524Z,,,,33.7,,0,
2018-01-08T00:27:04.471Z,,,,33.7,,0,
2018-01-08T00:27:24.471Z,,,,33.7,,0,
2018-01-08T00:27:44.472Z,,,,33.7,,0,
2018-01-08T00:27:54.471Z,,,,33.7,,0,
2018-01-08T00:28:14.471Z,,,,33.7,,0,
2018-01-08T00:28:24.471Z,,,,33.7,,0,
2018-01-08T00:28:44.472Z,,,,33.7,,0,
2018-01-08T00:28:54.473Z,56.3,,,33.7,,0,
2018-01-08T00:29:04.474Z,,,,33.7,,0,
2018-01-08T00:29:14.472Z,,,,33.7,,0,
2018-01-08T00:29:24.486Z,,,,33.8,,0,
2018-01-08T00:29:34.471Z,,,,33.8,,0,
2018-01-08T00:29:44.485Z,56.2,,,,,,
2018-01-08T00:29:54.472Z,,,,33.7,,0,
2018-01-08T00:30:04.479Z,,,,33.7,,0,
2018-01-08T00:30:14.472Z,,,,33.7,,0,
2018-01-08T00:30:24.480Z,56.1,,,33.7,,0,
2018-01-08T00:30:34.472Z,,,,33.7,,0,
2018-01-08T00:30:44.471Z,,,,33.7,,0,
2018-01-08T00:30:54.472Z,56,,,33.7,,0,
2018-01-08T00:31:04.484Z,,,,33.7,,0,
2018-01-08T00:31:14.472Z,55.9,,,33.7,,0,
2018-01-08T00:31:24.474Z,,,,33.7,,0,
2018-01-08T00:31:44.472Z,55.7,,,33.7,,0,
2018-01-08T00:31:54.473Z,,,,33.7,,0,
2018-01-08T00:32:14.473Z,,,,33.7,,0,
2018-01-08T00:32:24.477Z,55.6,,,33.7,,0,
2018-01-08T00:32:34.478Z,,,,33.7,,0,
2018-01-08T00:32:44.473Z,,,,33.7,,0,
2018-01-08T00:32:54.479Z,55.5,,,33.6,,0,
2018-01-08T00:33:04.473Z,,,,33.6,,0,
2018-01-08T00:33:14.473Z,,,,33.6,,0,
2018-01-08T00:33:24.474Z,55.4,,,,,,
2018-01-08T00:33:34.472Z,,,,33.6,,0,
2018-01-08T00:33:44.473Z,,,,33.6,,0,
2018-01-08T00:33:54.474Z,55.3,,,,,,
2018-01-08T00:34:04.472Z,,,,33.6,,0,
2018-01-08T00:34:14.472Z,,,,33.6,,0,
2018-01-08T00:34:24.747Z,,,,33.5,,0,
2018-01-08T00:34:34.472Z,55.2,,,33.5,,0,
2018-01-08T00:34:44.473Z,,,,33.5,,0,
2018-01-08T00:34:54.473Z,,,,33.5,,0,
2018-01-08T00:35:04.533Z,55.1,,,33.5,,0,
2018-01-08T00:35:14.473Z,,,,33.5,,0,
2018-01-08T00:35:24.473Z,,,,33.5,,0,
2018-01-08T00:35:34.476Z,55,,,,,,
2018-01-08T00:35:44.473Z,,,,33.4,,0,
2018-01-08T00:35:54.473Z,,,,33.4,,0,
2018-01-08T00:36:04.475Z,55,,,33.4,,0,
2018-01-08T00:36:14.473Z,54.9,,,33.4,,0,
2018-01-08T00:36:24.649Z,,,,33.4,,0,
2018-01-08T00:36:34.479Z,,,,33.4,,0,
2018-01-08T00:36:44.473Z,,,,33.3,,0,
2018-01-08T00:36:54.473Z,54.8,,,33.3,,0,
2018-01-08T00:37:04.473Z,,,,33.3,,0,
2018-01-08T00:37:14.473Z,54.7,,,33.3,,0,
2018-01-08T00:37:24.479Z,,,,33.3,,0,
2018-01-08T00:37:34.473Z,,,,33.3,,0,
2018-01-08T00:37:44.474Z,,,,48.5,,0,
2018-01-08T00:37:54.474Z,,,,50.8,,0,
2018-01-08T00:38:04.614Z,54.6,,,50.8,,0,
2018-01-08T00:38:14.473Z,,,,50.6,,0,
2018-01-08T00:38:24.475Z,54.5,,,50,,0,
2018-01-08T00:38:44.476Z,54.5,0,0,49.7,0,0,5
2018-01-08T00:38:54.473Z,,,,49.2,,0,
2018-01-08T00:39:04.474Z,54.4,,,48.9,,0,
2018-01-08T00:39:14.474Z,,,,48.6,,0,
2018-01-08T00:39:24.473Z,,,,48.3,,0,
2018-01-08T00:39:34.474Z,,,,48,,0,
2018-01-08T00:39:44.473Z,54.3,,,47.7,,0,
2018-01-08T00:39:54.477Z,55,45,1,47.4,0,0,62
2018-01-08T00:40:04.490Z,59.8,34,,47.1,,0,
2018-01-08T00:40:14.475Z,58.8,30,,46.8,,0,
2018-01-08T00:40:24.475Z,57.8,29,,46.6,,0,
2018-01-08T00:40:34.477Z,55.7,29,,46.4,,0,
2018-01-08T00:40:44.474Z,52.7,29,,46.1,,0,
2018-01-08T00:40:54.475Z,50.9,30,,45.9,,0,
2018-01-08T00:41:04.474Z,49.7,29,,45.6,,0,
2018-01-08T00:41:14.639Z,49.2,30,,45.4,,0,
2018-01-08T00:41:24.474Z,,29,,45.2,,0,
2018-01-08T00:41:34.474Z,49.4,30,,45,,0,
2018-01-08T00:41:44.474Z,50,31,,44.8,,0,
2018-01-08T00:41:54.474Z,51,35,,44.6,,0,
2018-01-08T00:42:04.476Z,52,39,,44.3,,0,
2018-01-08T00:42:14.474Z,53,42,,44.1,,0,
2018-01-08T00:42:24.474Z,53.1,43,,43.9,,0,
2018-01-08T00:42:34.474Z,54,46,,43.8,,0,
2018-01-08T00:42:44.478Z,55,48,,43.6,,0,
2018-01-08T00:42:54.474Z,56,51,,43.4,,0,
2018-01-08T00:43:05.185Z,56.3,52,,43.2,,0,
2018-01-08T00:43:14.474Z,57,54,,43.1,,0,
2018-01-08T00:43:24.740Z,57.2,55,,42.9,,0,
2018-01-08T00:43:34.474Z,58,58,,42.8,,0,
2018-01-08T00:43:44.474Z,,57,,42.6,,0,
2018-01-08T00:43:54.474Z,58.1,59,,42.5,,0,
2018-01-08T00:44:04.477Z,58.3,,,42.3,,0,
2018-01-08T00:44:14.475Z,59,61,,42.2,,0,
2018-01-08T00:44:24.474Z,59.1,,,42.1,,0,
2018-01-08T00:44:34.474Z,59.6,62,,41.9,,0,
2018-01-08T00:44:44.474Z,60,63,,41.8,,0,
2018-01-08T00:44:54.475Z,60.5,,,41.7,,0,
2018-01-08T00:45:04.477Z,61.2,,,41.5,,0,
2018-01-08T00:45:14.474Z,61.5,,,41.4,,0,
2018-01-08T00:45:24.474Z,62,,,41.3,,0,
2018-01-08T00:45:34.475Z,62.2,62,,41.2,,0,
2018-01-08T00:45:44.640Z,62.5,59,,41.1,,0,
2018-01-08T00:45:54.474Z,62.4,54,,40.8,,0,
2018-01-08T00:46:04.474Z,62.1,53,,40.7,,0,
2018-01-08T00:46:14.477Z,62,52,,40.6,,0,
2018-01-08T00:46:24.476Z,62.2,51,,40.5,,0,
2018-01-08T00:46:34.475Z,62.4,50,,40.4,,0,
2018-01-08T00:46:44.475Z,,46,,40.3,,0,
2018-01-08T00:46:54.475Z,62.2,43,,40.2,,0,
2018-01-08T00:47:04.475Z,62.1,42,,40.1,,0,
2018-01-08T00:47:14.475Z,62.2,41,,40,,0,
2018-01-08T00:47:24.475Z,,39,,40,,0,
2018-01-08T00:47:34.476Z,,38,,39.9,,0,
2018-01-08T00:47:44.475Z,,36,,39.8,,0,
2018-01-08T00:47:54.475Z,62.1,34,,39.7,,0,
2018-01-08T00:48:04.475Z,,33,,39.6,,0,
2018-01-08T00:48:14.475Z,,32,,39.5,,0,
2018-01-08T00:48:24.474Z,,,,39.4,,0,
2018-01-08T00:48:34.477Z,,31,,39.4,,0,
2018-01-08T00:48:44.475Z,,30,,39.3,,0,
2018-01-08T00:48:54.475Z,,,,39.2,,0,
2018-01-08T00:49:04.475Z,,29,,39.1,,0,
2018-01-08T00:49:14.475Z,62.2,,,39.1,,0,
2018-01-08T00:49:24.475Z,62.4,,,38.9,,0,
2018-01-08T00:49:34.475Z,62.5,30,,38.8,,0,
2018-01-08T00:49:44.475Z,,29,,38.8,,0,
2018-01-08T00:49:54.475Z,62.6,30,,38.7,,0,
2018-01-08T00:50:04.478Z,,29,,38.6,,0,
2018-01-08T00:50:14.475Z,62.7,30,,38.6,,0,
2018-01-08T00:50:24.476Z,62.8,29,,38.5,,0,
2018-01-08T00:50:34.476Z,,,,38.5,,0,
2018-01-08T00:50:44.475Z,62.9,,,38.4,,0,
2018-01-08T00:50:54.476Z,63.1,30,,38.3,,0,
2018-01-08T00:51:04.476Z,,,,38.3,,0,
2018-01-08T00:51:14.475Z,,,,38.2,,0,
2018-01-08T00:51:24.475Z,63.2,29,,38.2,,0,
2018-01-08T00:51:34.478Z,,30,,38.1,,0,
2018-01-08T00:51:44.475Z,63.3,29,,38.1,,0,
2018-01-08T00:51:54.475Z,,30,,38,,0,
2018-01-08T00:52:04.476Z,63.4,29,,38,,0,
2018-01-08T00:52:14.476Z,,,,37.9,,0,
2018-01-08T00:52:24.476Z,63.5,30,,37.9,,0,
2018-01-08T00:52:34.475Z,,,,37.8,,0,
2018-01-08T00:52:44.476Z,,29,,37.8,,0,
2018-01-08T00:52:54.479Z,63.6,30,,37.8,,0,
2018-01-08T00:53:04.476Z,,29,,37.7,,0,
2018-01-08T00:53:14.476Z,63.8,30,,37.7,,0,
2018-01-08T00:53:24.476Z,,29,,37.6,,0,
2018-01-08T00:53:34.476Z,63.9,30,,37.6,,0,
2018-01-08T00:53:44.476Z,64,29,,37.6,,0,
2018-01-08T00:53:54.476Z,,,,37.5,,0,
2018-01-08T00:54:04.476Z,,,,37.5,,0,
2018-01-08T00:54:14.476Z,64.1,30,,37.5,,0,
2018-01-08T00:54:24.488Z,,29,,37.4,,0,
2018-01-08T00:54:34.476Z,64.2,30,,37.4,,0,
2018-01-08T00:54:44.476Z,,,,37.3,,0,
2018-01-08T00:54:54.476Z,64.4,,,37.3,,0,
2018-01-08T00:55:04.477Z,,,,37.3,,0,
2018-01-08T00:55:14.476Z,,,,37.3,,0,
2018-01-08T00:55:24.476Z,64.5,,,37.2,,0,
2018-01-08T00:55:34.477Z,,,,37.2,,0,
2018-01-08T00:55:44.476Z,64.6,,,37.2,,0,
2018-01-08T00:55:54.477Z,,29,,37.1,,0,
2018-01-08T00:56:04.476Z,64.7,,,37.1,,0,
2018-01-08T00:56:14.476Z,,,,37.1,,0,
2018-01-08T00:56:24.476Z,,,,37.1,,0,
2018-01-08T00:56:34.477Z,64.8,30,,36.9,,0,
2018-01-08T00:56:44.476Z,,,,36.9,,0,
2018-01-08T00:56:54.477Z,64.9,,,36.9,,0,
2018-01-08T00:57:04.477Z,65.1,29,,36.9,,0,
2018-01-08T00:57:14.476Z,,30,,36.8,,0,
2018-01-08T00:57:24.477Z,65.2,,,36.8,,0,
2018-01-08T00:57:34.476Z,,,,36.8,,0,
2018-01-08T00:57:44.478Z,,29,,36.8,,0,
2018-01-08T00:57:54.477Z,,30,,36.8,,0,
2018-01-08T00:58:04.480Z,65.3,,,36.8,,0,
2018-01-08T00:58:14.477Z,,,,36.7,,0,
2018-01-08T00:58:24.477Z,65.4,29,,36.7,,0,
2018-01-08T00:58:34.476Z,,30,,36.7,,0,
2018-01-08T00:58:44.477Z,65.5,29,,36.7,,0,
2018-01-08T00:58:54.477Z,,30,,36.6,,0,
2018-01-08T00:59:04.477Z,,,,36.6,,0,
2018-01-08T00:59:14.477Z,65.6,29,,36.6,,0,
2018-01-08T00:59:24.477Z,65.8,30,,36.6,,0,
2018-01-08T00:59:34.476Z,,29,,36.6,,0,
2018-01-08T00:59:44.477Z,,30,,36.6,,0,
2018-01-08T00:59:54.477Z,,29,,36.6,,0,
2018-01-08T01:00:04.477Z,65.9,,,36.6,,0,
2018-01-08T01:00:14.477Z,63.9,0,1,36.6,0,0,
2018-01-08T01:00:24.478Z,61.8,,,36.6,,0,
2018-01-08T01:00:34.478Z,60.9,,,36.5,,0,
2018-01-08T01:00:44.477Z,60.4,,,36.5,,0,
2018-01-08T01:00:54.477Z,60.1,,,36.5,,0,
2018-01-08T01:01:04.478Z,60,,,36.5,,0,
2018-01-08T01:01:14.477Z,,,,36.5,,0,
2018-01-08T01:01:24.477Z,,,,36.5,,0,
2018-01-08T01:01:34.481Z,59.9,,,36.5,,0,
2018-01-08T01:01:44.482Z,,,,36.5,,0,
2018-01-08T01:01:54.487Z,59.7,,,36.5,,0,
2018-01-08T01:02:04.478Z,59.5,,,36.4,,0,
2018-01-08T01:02:14.482Z,58.9,,,36.4,,0,
2018-01-08T01:02:24.477Z,,,,36.4,,0,
2018-01-08T01:02:34.477Z,58.7,,,36.4,,0,
2018-01-08T01:02:44.477Z,58.4,,,36.4,,0,
2018-01-08T01:02:54.477Z,57.9,,,36.4,,0,
2018-01-08T01:03:04.481Z,,,,36.4,,0,
2018-01-08T01:03:14.477Z,57.6,,,36.3,,0,
2018-01-08T01:03:24.477Z,57.3,,0,36.3,0,0,5
2018-01-08T01:03:34.477Z,57.2,,,36.3,,0,
2018-01-08T01:03:44.483Z,56.9,,,36.3,,0,
2018-01-08T01:03:54.477Z,56.8,,,36.3,,0,
2018-01-08T01:04:04.478Z,56.7,,,36.3,,0,
2018-01-08T01:04:14.477Z,56.5,,,36.3,,0,
2018-01-08T01:04:24.482Z,56.3,,,36.2,,0,
2018-01-08T01:04:34.488Z,55.9,,,36.2,,0,
2018-01-08T01:04:44.488Z,,,,36.2,,0,
2018-01-08T01:04:54.477Z,55.5,,,36.2,,0,
2018-01-08T01:05:04.480Z,55.3,,,36.2,,0,
2018-01-08T01:05:14.478Z,54.9,,,36.2,,0,
2018-01-08T01:05:24.478Z,,,,36.2,,0,
2018-01-08T01:05:34.481Z,54.7,,,36.1,,0,
2018-01-08T01:05:44.478Z,54.5,,,36.1,,0,
2018-01-08T01:05:54.478Z,54.4,,,36.1,,0,
2018-01-08T01:06:04.480Z,53.9,,,36.1,,0,
2018-01-08T01:06:14.480Z,,,,36.1,,0,
2018-01-08T01:06:24.483Z,53.6,,,36.1,,0,
2018-01-08T01:06:34.477Z,,,,36,,0,
2018-01-08T01:06:44.479Z,,,,36,,0,
2018-01-08T01:06:54.478Z,53.5,,,36,,0,
2018-01-08T01:07:04.478Z,53.4,,,36,,0,
2018-01-08T01:07:14.480Z,,,,36,,0,
2018-01-08T01:07:24.478Z,53.3,,,35.9,,0,
2018-01-08T01:07:34.483Z,,,,35.9,,0,
2018-01-08T01:07:44.478Z,,,,35.9,,0,
2018-01-08T01:07:54.484Z,53.2,,,35.9,,0,
2018-01-08T01:08:04.478Z,,,,35.9,,0,
2018-01-08T01:08:14.481Z,,,,35.8,,0,
2018-01-08T01:08:24.478Z,,,,35.8,,0,
2018-01-08T01:08:34.483Z,,,,35.8,,0,
2018-01-08T01:08:44.483Z,53.1,,,35.8,,0,
2018-01-08T01:08:54.478Z,,,,35.7,,0,
2018-01-08T01:09:04.479Z,,,,35.7,,0,
2018-01-08T01:09:14.480Z,,,,35.7,,0,
2018-01-08T01:09:24.478Z,,,,35.7,,0,
2018-01-08T01:09:34.478Z,,,,35.7,,0,
2018-01-08T01:09:44.481Z,,,,35.6,,0,
2018-01-08T01:09:54.483Z,,,,35.6,,0,
2018-01-08T01:10:04.479Z,,,,35.6,,0,
2018-01-08T01:10:14.479Z,53,,,35.6,,0,
2018-01-08T01:10:24.480Z,,,,35.7,,0,
2018-01-08T01:10:34.478Z,,,,35.7,,0,
2018-01-08T01:10:44.483Z,,,,35.7,,0,
2018-01-08T01:10:54.481Z,53.2,,0,35.7,0,0,0
2018-01-08T01:11:04.481Z,51.7,,,51.6,,0,
2018-01-08T01:11:14.479Z,51.6,,,51.4,,0,
2018-01-08T01:11:24.479Z,51.5,,,51.2,,0,
2018-01-08T01:11:34.479Z,,,,51,,0,
2018-01-08T01:11:44.479Z,51.4,,,50.7,,0,
2018-01-08T01:11:54.481Z,,,,50.4,,0,
2018-01-08T01:12:04.484Z,51.3,,,50.2,,0,5
2018-01-08T01:12:14.484Z,,,,50,,0,
2018-01-08T01:12:24.482Z,,,,49.8,,0,
2018-01-08T01:12:34.482Z,,,,49.6,,0,
2018-01-08T01:12:44.479Z,51.2,,,49.3,,0,
2018-01-08T01:12:54.479Z,,,,49.1,,0,
2018-01-08T01:13:04.479Z,,,,48.9,,0,
2018-01-08T01:13:14.483Z,,,,48.7,,0,
2018-01-08T01:13:24.483Z,,,,48.5,,0,
2018-01-08T01:13:34.483Z,,,,48.3,,0,
2018-01-08T01:13:44.478Z,51.1,,,48.1,,0,
2018-01-08T01:13:54.479Z,,,,47.9,,0,
2018-01-08T01:14:04.479Z,,,,47.7,,0,
2018-01-08T01:14:14.479Z,,,,47.5,,0,
2018-01-08T01:14:24.479Z,,,,47.3,,0,
2018-01-08T01:14:34.479Z,51,,,47.2,,0,
2018-01-08T01:14:44.480Z,,,,47,,0,
2018-01-08T01:14:54.479Z,,,,46.8,,0,
2018-01-08T01:15:04.479Z,,,,46.6,,0,
2018-01-08T01:15:14.479Z,50.9,,,46.4,,0,
2018-01-08T01:15:24.480Z,,,,46.3,,0,
2018-01-08T01:15:34.480Z,,,,46.1,,0,
2018-01-08T01:15:44.482Z,,,,45.9,,0,
2018-01-08T01:15:54.480Z,,,,45.8,,0,
2018-01-08T01:16:04.479Z,50.7,,,45.6,,0,
2018-01-08T01:16:14.480Z,,,,45.5,,0,
2018-01-08T01:16:24.480Z,,,,45.3,,0,
2018-01-08T01:16:34.479Z,,,,45.2,,0,
2018-01-08T01:16:44.480Z,50.6,,,45,,0,
2018-01-08T01:16:54.479Z,,,,44.8,,0,
2018-01-08T01:17:04.524Z,,,,44.7,,0,
2018-01-08T01:17:14.481Z,,,,44.6,,0,
2018-01-08T01:17:24.675Z,,,,44.3,,0,
2018-01-08T01:17:34.480Z,50.5,,,44.2,,0,
2018-01-08T01:17:44.480Z,,,,44,,0,
2018-01-08T01:17:54.480Z,,,,43.9,,0,
2018-01-08T01:18:04.482Z,,,,43.7,,0,
2018-01-08T01:18:14.480Z,,,,43.6,,0,
2018-01-08T01:18:24.479Z,50.4,,,43.5,,0,
2018-01-08T01:18:34.480Z,,,,43.3,,0,
2018-01-08T01:18:44.480Z,,,,43.2,,0,
2018-01-08T01:18:54.480Z,50.7,45,1,43.1,0,0,62
2018-01-08T01:19:04.493Z,56.3,37,,42.9,,0,
2018-01-08T01:19:14.481Z,54.6,0,0,42.8,0,0,5
2018-01-08T01:19:24.480Z,52,45,1,42.7,0,0,62
2018-01-08T01:19:34.480Z,58,32,,42.5,,0,
2018-01-08T01:19:44.480Z,56.7,30,,42.4,,0,
2018-01-08T01:19:54.481Z,53.8,29,,42.3,,0,
2018-01-08T01:20:04.480Z,51.9,29,,42.2,,0,
2018-01-08T01:20:14.480Z,50.9,,,42,,0,
2018-01-08T01:20:24.480Z,49.9,29,,41.9,,0,
2018-01-08T01:20:34.480Z,49.8,,,41.8,,0,
2018-01-08T01:20:44.480Z,49.9,,,41.7,,0,
