Time,HwTSet,ChActive,HwTOutlet,ActPow,PrimT,HwActive,PrimTSet
2017-11-03T04:21:22.352Z,0,,29.7,,44.3,,
2017-11-03T04:21:32.351Z,0,,29.7,,44.4,,
2017-11-03T04:21:42.349Z,0,,29.7,,44.6,,
2017-11-03T04:21:52.352Z,0,,29.7,,44.7,,
2017-11-03T04:22:02.350Z,0,,29.7,,44.8,,
2017-11-03T04:22:12.349Z,0,,29.8,,,,
2017-11-03T04:22:22.347Z,0,,29.7,,44.6,,
2017-11-03T04:22:32.361Z,0,,29.8,,44.5,,
2017-11-03T04:22:42.353Z,0,,29.8,,44.3,,
2017-11-03T04:22:52.350Z,0,,29.8,,43.9,,
2017-11-03T04:23:09.762Z,0,,29.8,,,,
2017-11-03T04:23:12.355Z,0,,29.8,,43.6,,
2017-11-03T04:23:22.348Z,0,,29.8,,43.3,,45
2017-11-03T04:23:32.359Z,0,,29.8,,43.1,,
2017-11-03T04:23:42.348Z,0,,29.8,,42.9,,
2017-11-03T04:23:52.349Z,0,,29.8,,42.8,,
2017-11-03T04:24:02.347Z,0,,29.8,,42.7,,
2017-11-03T04:24:12.355Z,0,,29.8,,,,
2017-11-03T04:24:22.347Z,0,,29.8,,42.4,,
2017-11-03T04:24:32.350Z,0,,29.8,,,,
2017-11-03T04:24:42.348Z,0,,29.8,,,,46
2017-11-03T04:24:52.350Z,0,,29.8,,,,45
2017-11-03T04:25:02.348Z,0,,29.8,,42.3,,
2017-11-03T04:25:12.368Z,0,,29.8,,,,
2017-11-03T04:25:22.348Z,0,,29.8,,,,
2017-11-03T04:25:32.348Z,0,,29.8,,,,
2017-11-03T04:25:42.348Z,0,,29.8,,42.2,,
2017-11-03T04:25:52.348Z,0,,29.8,,,,
2017-11-03T04:26:02.353Z,0,,29.8,,42.1,,
2017-11-03T04:26:12.350Z,0,,29.8,,,,
2017-11-03T04:26:22.348Z,0,,29.8,,,,
2017-11-03T04:26:32.349Z,0,,29.8,,42,,
2017-11-03T04:26:42.348Z,0,,29.8,,41.9,,
2017-11-03T04:26:52.349Z,0,,29.8,,,,
2017-11-03T04:27:02.353Z,0,,29.8,,,,
2017-11-03T04:27:12.349Z,0,,29.8,,41.8,,
2017-11-03T04:27:22.350Z,0,,29.8,,,,
2017-11-03T04:27:32.348Z,0,,29.8,,41.7,,
2017-11-03T04:27:42.348Z,0,,29.8,,,,
2017-11-03T04:27:52.350Z,0,,29.8,,41.6,,
2017-11-03T04:28:02.348Z,0,,29.8,,,,
2017-11-03T04:28:12.350Z,0,,29.8,,41.5,,
2017-11-03T04:28:22.348Z,0,,29.8,,,,
2017-11-03T04:28:32.350Z,0,,29.8,,,,
2017-11-03T04:28:42.348Z,0,,29.8,,41.4,,
2017-11-03T04:28:52.348Z,0,,29.8,,,,
2017-11-03T04:29:02.348Z,0,,29.8,,,,
2017-11-03T04:29:12.350Z,0,,29.8,,41.3,,
2017-11-03T04:29:22.348Z,0,,29.8,,,,
2017-11-03T04:29:32.352Z,0,,29.8,,,,
2017-11-03T04:29:42.349Z,0,,29.8,,41.2,,
2017-11-03T04:29:52.348Z,0,,29.8,,,,
2017-11-03T04:30:02.354Z,0,,29.8,,,,
2017-11-03T04:30:12.348Z,0,,29.8,,41.1,,
2017-11-03T04:30:22.354Z,0,,29.8,,,,
2017-11-03T04:30:32.349Z,0,,29.8,,41.7,,
2017-11-03T04:30:42.348Z,0,,29.8,,41.4,,
2017-11-03T04:30:52.350Z,0,,29.8,,41.1,,
2017-11-03T04:31:02.349Z,0,,29.8,,40.9,,
2017-11-03T04:31:12.348Z,0,,29.8,,40.6,,
2017-11-03T04:31:22.357Z,0,,29.8,,39.9,,
2017-11-03T04:31:32.353Z,0,,29.8,,39.5,,
2017-11-03T04:31:42.349Z,0,,29.7,,38.9,,
2017-11-03T04:31:52.351Z,0,1,29.7,38,43.3,0,
2017-11-03T04:32:02.354Z,0,,29.7,29,46.1,,
2017-11-03T04:32:12.349Z,0,,29.7,30,47,,
2017-11-03T04:32:22.350Z,0,,29.7,29,47.1,,
2017-11-03T04:32:32.349Z,0,,29.7,30,47.7,,
2017-11-03T04:32:42.349Z,0,,29.7,30,48,,
2017-11-03T04:32:52.349Z,0,,29.7,,48.1,,
2017-11-03T04:33:02.349Z,0,,29.7,,48.2,,
2017-11-03T04:33:12.354Z,0,,29.7,29,48.1,,
2017-11-03T04:33:22.350Z,0,,29.7,30,48,,
2017-11-03T04:33:32.349Z,0,,29.7,29,47.9,,
2017-11-03T04:33:42.353Z,0,,29.7,30,48,,
2017-11-03T04:33:52.362Z,0,,29.7,,,,
2017-11-03T04:34:02.359Z,0,,29.7,29,48.1,,
2017-11-03T04:34:12.349Z,0,,29.7,30,,,
2017-11-03T04:34:22.352Z,0,,29.7,29,48.3,,
2017-11-03T04:34:32.352Z,0,,29.7,30,48.6,,
2017-11-03T04:34:42.349Z,0,1,29.7,0,46.7,0,
2017-11-03T04:34:52.349Z,0,,29.7,,44.8,,
2017-11-03T04:35:02.349Z,0,,29.7,,43.9,,
2017-11-03T04:35:12.349Z,0,,29.7,,43.3,,
2017-11-03T04:35:22.349Z,0,,29.7,,43.2,,
2017-11-03T04:35:32.350Z,0,,29.7,,43.3,,
2017-11-03T04:35:42.349Z,0,,29.7,,43.5,,
2017-11-03T04:35:52.354Z,0,,29.7,,43.7,,
2017-11-03T04:36:02.349Z,0,,29.7,,44,,
2017-11-03T04:36:12.350Z,0,,29.7,,,,
2017-11-03T04:36:22.350Z,0,,29.7,,44.1,,
2017-11-03T04:36:32.350Z,0,,29.7,,43.9,,
2017-11-03T04:36:42.354Z,0,,29.7,,,,
2017-11-03T04:36:52.350Z,0,,29.7,,43.7,,
2017-11-03T04:37:02.350Z,0,,29.7,,43.5,,
2017-11-03T04:37:12.350Z,0,,29.8,,43.3,,
2017-11-03T04:37:22.349Z,0,,29.8,,42.9,,46
2017-11-03T04:37:32.349Z,0,,29.8,,42.7,,45
2017-11-03T04:37:42.350Z,0,,29.7,,42.3,,
2017-11-03T04:37:52.350Z,0,,29.8,,42.1,,
2017-11-03T04:38:02.351Z,0,,29.8,,41.9,,
2017-11-03T04:38:12.351Z,0,,29.8,,,,
2017-11-03T04:38:22.350Z,0,,29.8,,41.8,,
2017-11-03T04:38:32.350Z,0,,29.8,,41.7,,
2017-11-03T04:38:42.351Z,0,,29.8,,41.6,,
2017-11-03T04:38:52.350Z,0,,29.8,,,,
2017-11-03T04:39:02.350Z,0,,29.8,,,,
2017-11-03T04:39:12.350Z,0,,29.8,,41.5,,
2017-11-03T04:39:22.350Z,0,,29.8,,,,
2017-11-03T04:39:32.350Z,0,,29.8,,,,
2017-11-03T04:39:42.350Z,0,,29.8,,,,
2017-11-03T04:39:52.354Z,0,,29.8,,41.4,,
2017-11-03T04:40:02.350Z,0,,29.8,,,,
2017-11-03T04:40:12.350Z,0,,29.8,,,,
2017-11-03T04:40:22.350Z,0,,29.8,,41.3,,
2017-11-03T04:40:32.468Z,0,,29.8,,,,
2017-11-03T04:40:42.350Z,0,,29.8,,41.2,,46
2017-11-03T04:40:52.350Z,0,,29.8,,,,45
2017-11-03T04:41:02.350Z,0,,29.8,,41.1,,
2017-11-03T04:41:12.352Z,0,,29.8,,,,
2017-11-03T04:41:22.350Z,0,,29.8,,,,
2017-11-03T04:41:32.353Z,0,,29.8,,41,,
2017-11-03T04:41:42.350Z,0,,29.8,,40.9,,
2017-11-03T04:41:52.350Z,0,,29.8,,,,
2017-11-03T04:42:02.357Z,0,,29.8,,,,
2017-11-03T04:42:12.350Z,0,,29.8,,40.8,,
2017-11-03T04:42:22.350Z,0,,29.8,,,,
2017-11-03T04:42:32.351Z,0,,29.7,,40.7,,
2017-11-03T04:42:42.350Z,0,,29.8,,,,
2017-11-03T04:42:52.350Z,0,,29.7,,,,
2017-11-03T04:43:02.350Z,0,,29.8,,40.6,,
2017-11-03T04:43:12.351Z,0,,29.7,,,,
2017-11-03T04:43:22.351Z,0,,29.7,,,,
2017-11-03T04:43:32.351Z,0,,29.7,,40.5,,
2017-11-03T04:43:42.545Z,0,,29.7,,,,
2017-11-03T04:43:52.352Z,0,,29.7,,,,
2017-11-03T04:44:02.350Z,0,,29.7,,40.4,,
2017-11-03T04:44:12.350Z,0,,29.7,,,,
2017-11-03T04:44:22.351Z,0,,29.7,,,,
2017-11-03T04:44:32.352Z,0,,29.7,,,,
2017-11-03T04:44:42.351Z,0,,29.7,,41.2,,
2017-11-03T04:44:52.351Z,0,,29.7,,40.7,,
2017-11-03T04:45:02.351Z,0,,29.7,,40.4,,
2017-11-03T04:45:12.350Z,0,,29.7,,,,
2017-11-03T04:45:22.351Z,0,,29.7,,39.9,,
2017-11-03T04:45:32.362Z,0,1,29.6,,38.9,0,46
2017-11-03T04:45:42.352Z,0,,29.6,36,44.1,,45
2017-11-03T04:45:52.352Z,0,,29.7,32,45.1,,
2017-11-03T04:46:02.357Z,0,,29.7,29,46,,
2017-11-03T04:46:12.351Z,0,,29.6,30,46.1,,
2017-11-03T04:46:22.351Z,0,,29.6,29,46.3,,
2017-11-03T04:46:32.351Z,0,,29.6,30,46.6,,
2017-11-03T04:46:42.351Z,0,,29.6,,46.7,,
2017-11-03T04:46:52.351Z,0,,29.6,,46.9,,46
2017-11-03T04:47:02.351Z,0,,29.6,29,,,
2017-11-03T04:47:12.354Z,0,,29.6,,,,
2017-11-03T04:47:22.353Z,0,,29.6,30,47,,
2017-11-03T04:47:32.352Z,0,,29.6,,47.1,,
2017-11-03T04:47:42.352Z,0,,29.6,29,47.2,,
2017-11-03T04:47:52.351Z,0,,29.6,30,47.3,,
2017-11-03T04:48:02.351Z,0,,29.6,29,47.4,,45
2017-11-03T04:48:12.351Z,0,,29.6,30,48,,46
2017-11-03T04:48:22.352Z,0,,29.6,,48.2,,
2017-11-03T04:48:32.351Z,0,,29.6,29,49,,
2017-11-03T04:48:42.352Z,0,,29.6,,49.2,,
2017-11-03T04:48:52.352Z,0,,29.6,30,49.5,,
2017-11-03T04:49:02.351Z,0,1,29.6,0,49.9,0,
2017-11-03T04:49:12.351Z,0,,29.6,,46.8,,
2017-11-03T04:49:22.362Z,0,,29.6,,44.8,,
2017-11-03T04:49:32.351Z,0,,29.6,,43.9,,
2017-11-03T04:49:42.351Z,0,,29.6,,43.8,,
2017-11-03T04:49:52.352Z,0,,29.6,,43.6,,
2017-11-03T04:50:02.353Z,0,,29.7,,,,
2017-11-03T04:50:12.352Z,0,,29.7,,43.7,,
2017-11-03T04:50:22.352Z,0,,29.7,,44,,
2017-11-03T04:50:32.352Z,0,,29.6,,,,
2017-11-03T04:50:42.354Z,0,,29.7,,44.2,,
2017-11-03T04:50:52.352Z,0,,29.7,,44.4,,
2017-11-03T04:51:02.352Z,0,,29.6,,44.3,,
2017-11-03T04:51:12.352Z,0,,29.7,,44.2,,
2017-11-03T04:51:22.352Z,0,,29.7,,43.9,,
2017-11-03T04:51:32.354Z,0,,29.7,,,,
2017-11-03T04:51:42.352Z,0,,29.7,,43.6,,
2017-11-03T04:51:52.352Z,0,,29.7,,43.3,,
2017-11-03T04:52:02.352Z,0,,29.7,,42.9,,
2017-11-03T04:52:12.352Z,0,,29.7,,42.7,,
2017-11-03T04:52:22.359Z,0,,29.7,,42.4,,
2017-11-03T04:52:32.353Z,0,,29.7,,42.2,,
2017-11-03T04:52:42.352Z,0,,29.7,,42.1,,
2017-11-03T04:52:52.352Z,0,,29.7,,42,,
2017-11-03T04:53:02.352Z,0,,29.7,,41.9,,
2017-11-03T04:53:12.352Z,0,,29.7,,41.8,,
2017-11-03T04:53:22.363Z,0,,29.7,,,,
2017-11-03T04:53:32.353Z,0,,29.7,,,,
2017-11-03T04:53:42.352Z,0,,29.7,,,,
2017-11-03T04:53:52.352Z,0,,29.7,,41.7,,
2017-11-03T04:54:02.366Z,0,,29.7,,,,
2017-11-03T04:54:12.353Z,0,,29.7,,,,
2017-11-03T04:54:22.352Z,0,,29.7,,,,
2017-11-03T04:54:32.370Z,0,,29.7,,41.6,,
2017-11-03T04:54:42.352Z,0,,29.7,,,,
2017-11-03T04:54:52.353Z,0,,29.7,,,,
2017-11-03T04:55:02.354Z,0,,29.7,,41.5,,
2017-11-03T04:55:12.352Z,0,,29.7,,,,
2017-11-03T04:55:22.354Z,0,,29.7,,41.4,,
2017-11-03T04:55:32.532Z,0,,29.7,,,,
2017-11-03T04:55:42.353Z,0,,29.7,,41.3,,
2017-11-03T04:55:52.353Z,0,,29.7,,,,
2017-11-03T04:56:02.353Z,0,,29.7,,41.2,,
2017-11-03T04:56:12.353Z,0,,29.7,,,,
2017-11-03T04:56:22.352Z,0,1,29.7,0,41.2,0,46
2017-11-03T04:56:32.353Z,0,,29.7,,41.1,,
2017-11-03T04:56:42.353Z,0,,29.7,,,,
2017-11-03T04:56:52.353Z,0,,29.7,,41,,
2017-11-03T04:57:02.353Z,0,,29.7,,40.9,,
2017-11-03T04:57:12.353Z,0,,29.7,,40.9,,
2017-11-03T04:57:22.354Z,0,,29.7,,,,
2017-11-03T04:57:32.353Z,0,,29.7,,,,
2017-11-03T04:57:42.355Z,0,,29.7,,40.8,,
2017-11-03T04:57:52.353Z,0,,29.7,,,,
2017-11-03T04:58:02.353Z,0,,29.7,,,,
2017-11-03T04:58:12.354Z,0,,29.6,,40.7,,
2017-11-03T04:58:22.374Z,0,,29.6,,,,
2017-11-03T04:58:32.355Z,0,,29.6,,,,
2017-11-03T04:58:42.353Z,0,,29.6,,40.6,,
2017-11-03T04:58:52.353Z,0,,29.6,,,,
2017-11-03T04:59:02.353Z,0,,29.6,,,,
2017-11-03T04:59:12.353Z,0,,29.6,,40.5,,
2017-11-03T04:59:22.353Z,0,,29.6,,40.9,,
2017-11-03T04:59:32.353Z,0,,29.6,,40.8,,
2017-11-03T04:59:42.354Z,0,,29.6,,40.6,,
2017-11-03T04:59:52.356Z,0,,29.6,,,,
2017-11-03T05:00:02.373Z,0,1,29.6,45,39.7,0,
2017-11-03T05:00:12.354Z,0,,29.6,35,45.3,,
2017-11-03T05:00:22.354Z,0,,29.6,30,46.1,,
2017-11-03T05:00:32.354Z,0,,29.6,,46.4,,
2017-11-03T05:00:42.356Z,0,,29.6,29,46.5,,
2017-11-03T05:00:52.355Z,0,,29.6,30,46.6,,
2017-11-03T05:01:02.354Z,0,,29.6,,46.8,,
2017-11-03T05:01:12.356Z,0,,29.6,29,47,,
2017-11-03T05:01:22.357Z,0,,29.6,30,,,
2017-11-03T05:01:32.354Z,0,,29.6,29,47.1,,
2017-11-03T05:01:42.355Z,0,,29.6,30,47.2,,
2017-11-03T05:01:52.354Z,0,,29.6,,47.3,,
2017-11-03T05:02:02.354Z,0,,29.5,29,47.6,,
2017-11-03T05:02:12.354Z,0,,29.5,,47.8,,
2017-11-03T05:02:22.356Z,0,,29.5,29,48,,
2017-11-03T05:02:32.355Z,0,,29.5,,48.1,,
2017-11-03T05:02:42.354Z,0,,29.6,,48.4,,
2017-11-03T05:02:52.354Z,0,,29.5,30,49,,
2017-11-03T05:03:02.354Z,0,,29.5,,49.3,,
2017-11-03T05:03:12.354Z,0,,29.5,,49.6,,
2017-11-03T05:03:22.355Z,0,1,29.5,0,48.8,0,
2017-11-03T05:03:32.355Z,0,,29.6,,45.8,,
2017-11-03T05:03:42.354Z,0,,29.5,,44.8,,
2017-11-03T05:03:52.354Z,0,,29.6,,43.9,,
2017-11-03T05:04:02.364Z,0,,29.6,,43.7,,
2017-11-03T05:04:12.358Z,0,,29.6,,,,
2017-11-03T05:04:22.355Z,0,,29.6,,,,
2017-11-03T05:04:32.356Z,0,,29.6,,44,,
2017-11-03T05:04:42.354Z,0,,29.6,,,,
2017-11-03T05:04:52.372Z,0,,29.6,,44.2,,
2017-11-03T05:05:02.380Z,0,,29.6,,44.4,,
2017-11-03T05:05:12.354Z,0,,29.6,,,,
2017-11-03T05:05:22.355Z,0,,29.6,,44.3,,
2017-11-03T05:05:32.370Z,0,,29.6,,44.2,,
2017-11-03T05:05:42.355Z,0,,29.6,,43.9,,
2017-11-03T05:05:52.379Z,0,,29.6,,43.8,,
2017-11-03T05:06:02.358Z,0,,29.6,,43.5,,
2017-11-03T05:06:12.354Z,0,,29.6,,43.2,,
2017-11-03T05:06:22.357Z,0,,29.6,,42.9,,
2017-11-03T05:06:32.354Z,0,,29.6,,42.7,,
2017-11-03T05:06:42.368Z,0,,29.6,,42.4,,
2017-11-03T05:06:52.354Z,0,,29.6,,42.2,,
2017-11-03T05:07:02.355Z,0,,29.6,,42.1,,
2017-11-03T05:07:12.355Z,0,,29.6,,42,,
2017-11-03T05:07:22.355Z,0,,29.6,,41.9,,
2017-11-03T05:07:32.355Z,0,,29.6,,41.8,,
2017-11-03T05:07:42.356Z,0,,29.6,,,,
2017-11-03T05:07:52.354Z,0,,29.6,,,,
2017-11-03T05:08:02.354Z,0,,29.6,,,,
2017-11-03T05:08:12.354Z,0,,29.6,,41.7,,
2017-11-03T05:08:22.383Z,0,,29.6,,,,
2017-11-03T05:08:32.356Z,0,,29.6,,,,
2017-11-03T05:08:42.360Z,0,,29.6,,,,
2017-11-03T05:08:52.354Z,0,,29.6,,41.6,,
2017-11-03T05:09:02.359Z,0,,29.6,,,,
2017-11-03T05:09:12.355Z,0,,29.6,,41.5,,
2017-11-03T05:09:22.355Z,0,,29.6,,,,
2017-11-03T05:09:32.355Z,0,,29.6,,,,
2017-11-03T05:09:42.357Z,0,,29.6,,41.4,,
2017-11-03T05:09:52.355Z,0,,29.6,,,,
2017-11-03T05:10:02.354Z,0,,29.6,,41.3,,
2017-11-03T05:10:12.355Z,0,,29.6,,,,
2017-11-03T05:10:22.355Z,0,,29.6,,41.2,,
2017-11-03T05:10:32.355Z,0,,29.6,,,,
2017-11-03T05:10:42.357Z,0,,29.6,,41.1,,
2017-11-03T05:10:52.357Z,0,,29.6,,,,
2017-11-03T05:11:02.355Z,0,,29.6,,,,
2017-11-03T05:11:12.357Z,0,,29.6,,41,,
2017-11-03T05:11:22.366Z,0,,29.6,,40.9,,
2017-11-03T05:11:32.355Z,0,,29.6,,,,
2017-11-03T05:11:42.355Z,0,,29.6,,,,
2017-11-03T05:11:52.355Z,0,,29.6,,40.8,,
2017-11-03T05:12:02.356Z,0,,29.6,,,,
2017-11-03T05:12:12.356Z,0,,29.6,,,,
2017-11-03T05:12:22.359Z,0,,29.6,,40.7,,
2017-11-03T05:12:32.358Z,0,,29.6,,,,
2017-11-03T05:12:42.376Z,0,,29.5,,,,
2017-11-03T05:12:52.355Z,0,,29.6,,,,
2017-11-03T05:13:02.355Z,0,,29.6,,40.6,,
2017-11-03T05:13:12.356Z,0,,29.6,,,,
2017-11-03T05:13:22.358Z,0,,29.5,,,,
2017-11-03T05:13:32.356Z,0,,29.5,,40.5,,
2017-11-03T05:13:42.370Z,0,,29.5,,40.9,,
2017-11-03T05:13:52.358Z,0,,29.5,,40.8,,
2017-11-03T05:14:02.387Z,0,,29.5,,40.5,,
2017-11-03T05:14:12.357Z,0,,29.5,,,,
2017-11-03T05:14:22.356Z,0,1,29.5,45,40.2,0,
2017-11-03T05:14:32.368Z,0,,29.5,35,45.1,,
2017-11-03T05:14:42.356Z,0,,29.5,30,46.2,,
2017-11-03T05:14:52.356Z,0,,29.5,,46.4,,
2017-11-03T05:15:02.365Z,0,,29.5,29,46.5,,
2017-11-03T05:15:12.361Z,0,,29.5,30,46.6,,
2017-11-03T05:15:22.388Z,0,,29.5,,46.8,,
2017-11-03T05:15:32.360Z,0,,29.5,,47,,
2017-11-03T05:15:42.359Z,0,,29.5,,47.1,,
2017-11-03T05:15:52.356Z,0,,29.5,29,47.2,,
2017-11-03T05:16:02.356Z,0,,29.5,,,,
2017-11-03T05:16:12.357Z,0,,29.5,,47.4,,
2017-11-03T05:16:22.362Z,0,,29.5,30,47.7,,
2017-11-03T05:16:32.365Z,0,,29.5,,48,,
2017-11-03T05:16:42.357Z,0,,29.5,,,,
2017-11-03T05:16:52.357Z,0,,29.5,,48.2,,
2017-11-03T05:17:02.356Z,0,,29.5,29,48.4,,
2017-11-03T05:17:12.358Z,0,,29.5,,49,,
2017-11-03T05:17:22.359Z,0,,29.5,30,49.2,,
2017-11-03T05:17:32.357Z,0,,29.5,29,49.6,,
2017-11-03T05:17:42.357Z,0,1,29.5,0,49.8,0,
2017-11-03T05:17:52.365Z,0,,29.5,,45.8,,
2017-11-03T05:18:02.357Z,0,,29.5,,44.9,,
2017-11-03T05:18:12.357Z,0,,29.5,,43.9,,
2017-11-03T05:18:22.356Z,0,,29.5,,43.8,,
2017-11-03T05:18:32.357Z,0,,29.5,,43.7,,
2017-11-03T05:18:42.356Z,0,,29.5,,43.8,,
2017-11-03T05:18:52.356Z,0,,29.5,,44,,
2017-11-03T05:19:02.357Z,0,,29.5,,,,
2017-11-03T05:19:12.356Z,0,,29.5,,44.2,,
2017-11-03T05:19:22.356Z,0,,29.5,,44.4,,
2017-11-03T05:19:32.359Z,0,,29.5,,44.5,,
2017-11-03T05:19:42.356Z,0,,29.5,,44.4,,
2017-11-03T05:19:52.357Z,0,,29.5,,44.2,,
2017-11-03T05:20:02.357Z,0,,29.5,,43.9,,
2017-11-03T05:20:12.357Z,0,,29.5,,,,
2017-11-03T05:20:22.357Z,0,,29.5,,43.6,,
2017-11-03T05:20:32.358Z,0,,29.5,,43.3,,
2017-11-03T05:20:42.357Z,0,,29.5,,42.9,,
2017-11-03T05:20:52.357Z,0,,29.6,,42.7,,
2017-11-03T05:21:02.360Z,0,,29.5,,42.4,,
2017-11-03T05:21:12.357Z,0,,29.5,,42.3,,
2017-11-03T05:21:22.357Z,0,,29.6,,42.2,,
2017-11-03T05:21:32.358Z,0,,29.6,,42.1,,
2017-11-03T05:21:42.357Z,0,,29.6,,41.9,,
2017-11-03T05:21:52.366Z,0,,29.6,,,,
2017-11-03T05:22:02.381Z,0,,29.6,,,,
2017-11-03T05:22:12.394Z,0,,29.6,,,,
2017-11-03T05:22:22.357Z,0,,29.5,,41.8,,
2017-11-03T05:22:32.360Z,0,,29.6,,,,
2017-11-03T05:22:42.360Z,0,,29.6,,,,
2017-11-03T05:22:52.357Z,0,,29.6,,41.7,,
2017-11-03T05:23:02.357Z,0,,29.6,,,,
2017-11-03T05:23:12.358Z,0,,29.6,,,,
2017-11-03T05:23:22.361Z,0,,29.6,,,,
2017-11-03T05:23:32.357Z,0,,29.6,,41.6,,
2017-11-03T05:23:42.357Z,0,,29.6,,,,
2017-11-03T05:23:52.361Z,0,,29.6,,41.5,,
2017-11-03T05:24:02.374Z,0,,29.6,,,,
2017-11-03T05:24:12.359Z,0,,29.6,,41.4,,
2017-11-03T05:24:22.386Z,0,,29.6,,,,
2017-11-03T05:24:32.358Z,0,,29.6,,41.3,,
2017-11-03T05:24:42.367Z,0,,29.6,,,,
2017-11-03T05:24:52.380Z,0,,29.6,,41.2,,
2017-11-03T05:25:02.362Z,0,,29.6,,,,
2017-11-03T05:25:12.373Z,0,,29.6,,41.1,,
2017-11-03T05:25:22.383Z,0,,29.6,,,,
2017-11-03T05:25:32.358Z,0,,29.6,,41,,
2017-11-03T05:25:42.366Z,0,,29.6,,,,
2017-11-03T05:25:52.358Z,0,,29.5,,40.9,,
2017-11-03T05:26:02.363Z,0,,29.6,,,,
2017-11-03T05:26:12.358Z,0,,29.5,,,,
2017-11-03T05:26:22.376Z,0,,29.5,,,,
2017-11-03T05:26:32.374Z,0,,29.6,,41.1,,
2017-11-03T05:26:42.358Z,0,,29.5,,41.5,,
2017-11-03T05:26:52.380Z,0,,29.6,,40.9,,
2017-11-03T05:27:02.375Z,0,,29.5,,,,
2017-11-03T05:27:12.357Z,0,,29.5,,40.6,,
2017-11-03T05:27:22.358Z,0,1,29.5,,39.8,0,
2017-11-03T05:27:32.371Z,54,0,37.3,0,43.4,2,0
2017-11-03T05:27:42.371Z,54,0,25.4,77,43.3,2,
2017-11-03T05:27:52.372Z,54,,41.9,93,46.1,,
2017-11-03T05:28:02.381Z,54,,45.3,113,53.5,,
2017-11-03T05:28:12.365Z,54,,50.9,96,56,,
2017-11-03T05:28:22.362Z,54,,53.4,90,58,,
2017-11-03T05:28:32.440Z,54,,54.4,88,58.2,,
2017-11-03T05:28:42.358Z,54,,55.2,63,57.9,,
2017-11-03T05:28:52.358Z,54,,54.2,68,56.8,,
2017-11-03T05:29:02.358Z,54,,53.9,69,56.4,,
2017-11-03T05:29:12.361Z,54,,53.6,71,56.1,,
2017-11-03T05:29:22.358Z,54,,53.4,75,,,
2017-11-03T05:29:32.359Z,54,,53.6,76,56.5,,
2017-11-03T05:29:42.358Z,54,,54,77,57,,
2017-11-03T05:29:52.358Z,54,,54.4,75,57.1,,
2017-11-03T05:30:02.362Z,54,,54.2,76,57,,
2017-11-03T05:30:12.358Z,54,,54.3,75,57.1,,
2017-11-03T05:30:22.359Z,54,,54.4,65,56.9,,
2017-11-03T05:30:32.359Z,54,,54.7,59,56.7,,
2017-11-03T05:30:42.361Z,54,,54,65,55.9,,
2017-11-03T05:30:52.361Z,54,,53.5,67,55.6,,
2017-11-03T05:31:02.359Z,54,,53.4,70,,,
2017-11-03T05:31:12.414Z,54,,53.8,70,56.1,,
2017-11-03T05:31:22.363Z,54,,54.1,71,56.4,,
2017-11-03T05:31:32.363Z,54,,54.2,73,56.5,,
2017-11-03T05:31:42.363Z,54,,54.2,71,,,
2017-11-03T05:31:52.362Z,54,,54.3,67,56.4,,
2017-11-03T05:32:02.359Z,54,,54.1,,56.2,,
2017-11-03T05:32:12.359Z,54,,54,66,56.1,,
2017-11-03T05:32:22.365Z,54,,54,67,55.9,,
2017-11-03T05:32:32.364Z,54,,53.8,68,55.7,,
2017-11-03T05:32:42.359Z,54,,53.6,70,56,,
2017-11-03T05:32:52.369Z,54,,53.9,,56.1,,
2017-11-03T05:33:02.359Z,54,,54.2,69,56.5,,
2017-11-03T05:33:12.366Z,54,,54.3,68,56.6,,
2017-11-03T05:33:22.366Z,54,,54.3,66,56.5,,
2017-11-03T05:33:32.359Z,54,,54.1,67,56,,
2017-11-03T05:33:42.359Z,54,,53.8,66,55.9,,
2017-11-03T05:33:52.359Z,54,,53.7,67,55.5,,
2017-11-03T05:34:02.371Z,54,,53.6,68,,,
2017-11-03T05:34:12.359Z,54,,53.8,68,56,,
2017-11-03T05:34:22.359Z,54,,54,71,56.2,,
2017-11-03T05:34:32.359Z,54,,54.1,70,,,
2017-11-03T05:34:42.359Z,54,,54,69,56.1,,
2017-11-03T05:34:52.359Z,54,,54,70,,,
2017-11-03T05:35:02.359Z,54,,53.9,69,56,,
2017-11-03T05:35:12.364Z,54,,53.9,,,,
2017-11-03T05:35:22.375Z,54,,54.1,70,56.2,,
2017-11-03T05:35:32.360Z,54,,54.2,67,56.4,,
2017-11-03T05:35:42.365Z,54,,54.4,64,,,
2017-11-03T05:35:52.359Z,54,,54.2,64,55.9,,
2017-11-03T05:36:02.362Z,54,,53.9,66,55.7,,
2017-11-03T05:36:12.359Z,54,,53.6,69,55.6,,
2017-11-03T05:36:22.379Z,54,,53.8,72,56,,
2017-11-03T05:36:32.359Z,54,,53.9,70,56.2,,
2017-11-03T05:36:42.363Z,54,,54.1,,56.3,,
2017-11-03T05:36:52.360Z,54,,54.2,68,,,
2017-11-03T05:37:02.360Z,54,,54.1,69,56.2,,
2017-11-03T05:37:12.366Z,54,,54.2,67,56.3,,
2017-11-03T05:37:22.361Z,54,,54.2,65,56.2,,
2017-11-03T05:37:32.363Z,54,,53.9,65,55.9,,
2017-11-03T05:37:42.360Z,54,,53.8,66,,,
2017-11-03T05:37:52.361Z,54,,53.9,67,56,,
2017-11-03T05:38:02.359Z,54,,54,66,,,
2017-11-03T05:38:12.360Z,54,,54,,,,
