Time,HwActive,ActPow,ChActive,PrimT,HwTSet,PrimTSet,HwTOutlet
2017-11-25T03:22:26.269Z,,32,,62,0,,32.4
2017-11-25T03:22:36.272Z,,,,62.2,0,,32.4
2017-11-25T03:22:46.269Z,,29,,63.2,0,,32.4
2017-11-25T03:22:56.359Z,,30,,64,0,,32.4
2017-11-25T03:23:06.269Z,,29,,64.4,0,,32.4
2017-11-25T03:23:16.269Z,,30,,65.1,0,,32.4
2017-11-25T03:23:26.269Z,,,,65.4,0,,32.4
2017-11-25T03:23:36.269Z,0,0,2,64.9,0,,32.4
2017-11-25T03:23:46.271Z,,,,59.8,0,,32.4
2017-11-25T03:23:56.364Z,,,,57.9,0,,32.4
2017-11-25T03:24:11.290Z,,,,55.9,0,,32.4
2017-11-25T03:24:16.269Z,,,,54.9,0,,32.4
2017-11-25T03:24:26.269Z,,,,54.5,0,,32.4
2017-11-25T03:24:36.269Z,0,45,2,53.7,0,,32.4
2017-11-25T03:24:46.282Z,,34,,60.2,0,,32.4
2017-11-25T03:24:56.359Z,,30,,63.2,0,,32.4
2017-11-25T03:25:06.271Z,,29,,65.2,0,,32.5
2017-11-25T03:25:16.269Z,0,0,2,66.2,0,,32.5
2017-11-25T03:25:26.269Z,,,,62.7,0,,32.5
2017-11-25T03:25:36.274Z,,,,59.8,0,,32.5
2017-11-25T03:25:46.270Z,,,,58.2,0,,32.5
2017-11-25T03:25:56.359Z,,,,57.8,0,,32.5
2017-11-25T03:26:11.289Z,,,,56.9,0,,32.5
2017-11-25T03:26:16.271Z,,,,55.9,0,,32.5
2017-11-25T03:26:26.269Z,,,,54.9,0,,32.5
2017-11-25T03:26:36.270Z,,,,53.9,0,,32.5
2017-11-25T03:26:46.269Z,,,,52.9,0,,32.5
2017-11-25T03:26:56.360Z,,,,51.9,0,,32.6
2017-11-25T03:27:06.269Z,,,,,0,,32.5
2017-11-25T03:27:16.269Z,,,,52,0,,32.6
2017-11-25T03:27:26.273Z,,,,52.1,0,,32.6
2017-11-25T03:27:36.269Z,,,,53,0,,32.6
2017-11-25T03:27:46.275Z,,,,53.1,0,,32.6
2017-11-25T03:27:56.359Z,,,,53.5,0,,32.6
2017-11-25T03:28:11.290Z,,,,53.7,0,,32.6
2017-11-25T03:28:16.284Z,,,,,0,,32.6
2017-11-25T03:28:26.269Z,,,,53.5,0,,32.6
2017-11-25T03:28:36.270Z,,,,53.2,0,,32.6
2017-11-25T03:28:46.270Z,,,,52.9,0,,32.6
2017-11-25T03:28:56.360Z,,,,52.3,0,,32.6
2017-11-25T03:29:06.279Z,,,,51.9,0,,32.6
2017-11-25T03:29:16.273Z,,,,50.9,0,,32.6
2017-11-25T03:29:26.270Z,,,,50.7,0,,32.6
2017-11-25T03:29:36.270Z,0,45,2,50.1,0,,32.6
2017-11-25T03:29:46.283Z,,33,,57.2,0,,32.6
2017-11-25T03:29:56.360Z,,29,,60.1,0,,32.6
2017-11-25T03:30:11.360Z,,29,,61.1,0,,32.6
2017-11-25T03:30:16.270Z,,29,,62,0,,32.6
2017-11-25T03:30:26.269Z,,29,,63.1,0,,32.6
2017-11-25T03:30:36.269Z,0,30,2,63.4,0,62,32.6
2017-11-25T03:30:46.271Z,,,,64,0,,32.6
2017-11-25T03:30:56.360Z,,29,,64.4,0,,32.6
2017-11-25T03:31:06.275Z,,30,,64.6,0,,32.6
2017-11-25T03:31:16.270Z,,29,,64.8,0,,32.6
2017-11-25T03:31:26.272Z,,30,,,0,,32.6
2017-11-25T03:31:36.270Z,,29,,64.7,0,,32.6
2017-11-25T03:31:46.270Z,,,,64.5,0,,32.6
2017-11-25T03:31:56.361Z,,30,,,0,,32.6
2017-11-25T03:32:06.270Z,,,,,0,,32.6
2017-11-25T03:32:16.270Z,,29,,64.7,0,,32.6
2017-11-25T03:32:26.270Z,,30,,65.1,0,,32.6
2017-11-25T03:32:36.271Z,0,0,2,65.9,0,,32.6
2017-11-25T03:32:46.284Z,,,,60.7,0,,32.6
2017-11-25T03:32:56.576Z,,,,58.8,0,,32.6
2017-11-25T03:33:06.272Z,,,,57.7,0,,32.7
2017-11-25T03:33:16.274Z,,,,56.9,0,,32.7
2017-11-25T03:33:26.270Z,,,,56.7,0,,32.7
2017-11-25T03:33:36.270Z,,,,56.5,0,,32.7
2017-11-25T03:33:46.270Z,,,,56.6,0,,32.7
2017-11-25T03:33:56.361Z,,,,,0,,32.7
2017-11-25T03:34:06.270Z,,,,56.8,0,,32.7
2017-11-25T03:34:16.270Z,,,,57,0,,32.7
2017-11-25T03:34:26.270Z,,,,,0,,32.7
2017-11-25T03:34:36.270Z,,,,57.1,0,,32.7
2017-11-25T03:34:46.274Z,,,,57.2,0,,32.8
2017-11-25T03:34:56.363Z,,,,57.3,0,,32.8
2017-11-25T03:35:06.273Z,,,,57.4,0,,32.8
2017-11-25T03:35:16.475Z,,,,57.3,0,,32.8
2017-11-25T03:35:26.270Z,,,,56.9,0,,32.8
2017-11-25T03:35:36.270Z,,,,55.9,0,,32.8
2017-11-25T03:35:46.282Z,0,41,2,57.7,0,,32.8
2017-11-25T03:35:56.360Z,,31,,63.1,0,,32.8
2017-11-25T03:36:06.271Z,,30,,64.2,0,,32.8
2017-11-25T03:36:16.270Z,,30,,65.2,0,,32.8
2017-11-25T03:36:26.271Z,0,0,2,65.8,0,,32.9
2017-11-25T03:36:36.274Z,,,,60.8,0,,32.8
2017-11-25T03:36:46.277Z,,,,57.9,0,,32.9
2017-11-25T03:36:56.368Z,,,,56.9,0,,32.9
2017-11-25T03:37:06.270Z,,,,55.9,0,,32.9
2017-11-25T03:37:16.270Z,,,,54.9,0,,32.9
2017-11-25T03:37:26.270Z,,,,54.4,0,,32.9
2017-11-25T03:37:36.273Z,,,,53.9,0,,32.9
2017-11-25T03:37:46.271Z,,,,53.5,0,,32.9
2017-11-25T03:37:56.365Z,,,,53.2,0,,32.9
2017-11-25T03:38:06.271Z,,,,52.9,0,,32.9
2017-11-25T03:38:16.270Z,,,,53,0,,32.9
2017-11-25T03:38:26.270Z,,,,,0,,32.9
2017-11-25T03:38:36.272Z,,,,53.5,0,,32.9
2017-11-25T03:38:46.270Z,,,,54,0,,32.9
2017-11-25T03:38:56.365Z,,,,54.4,0,,32.9
2017-11-25T03:39:06.276Z,,,,54.6,0,,32.9
2017-11-25T03:39:16.270Z,,,,54.4,0,,33.1
2017-11-25T03:39:26.271Z,,,,53.9,0,,33.1
2017-11-25T03:39:36.270Z,,,,53.4,0,,32.9
2017-11-25T03:39:46.270Z,,,,52.9,0,,33.1
2017-11-25T03:39:56.361Z,,,,51.9,0,,32.9
2017-11-25T03:40:06.273Z,,,,51.6,0,,33.1
2017-11-25T03:40:16.271Z,,,,50.9,0,,33.1
2017-11-25T03:40:26.272Z,,,,50.5,0,,32.9
2017-11-25T03:40:36.272Z,,,,49.8,0,,33.1
2017-11-25T03:40:46.282Z,0,41,2,52.1,0,,33.1
2017-11-25T03:40:56.361Z,,30,,58,0,,32.9
2017-11-25T03:41:06.272Z,,29,,59.1,0,,32.9
2017-11-25T03:41:16.272Z,,29,,60.1,0,,32.9
2017-11-25T03:41:26.276Z,,30,,61.1,0,,32.9
2017-11-25T03:41:36.273Z,,29,,61.5,0,,32.9
2017-11-25T03:41:46.275Z,,,,61.9,0,,32.9
2017-11-25T03:41:56.366Z,,30,,62,0,,32.9
2017-11-25T03:42:06.273Z,,29,,62,0,,32.9
2017-11-25T03:42:16.271Z,,,,61.9,0,,32.9
2017-11-25T03:42:26.274Z,,30,,61.9,0,,32.9
2017-11-25T03:42:36.271Z,,,,61.9,0,,32.9
2017-11-25T03:42:46.272Z,,,,61.4,0,,32.9
2017-11-25T03:42:56.361Z,,29,,61.5,0,,32.9
2017-11-25T03:43:06.271Z,,,,61.8,0,,32.9
2017-11-25T03:43:16.275Z,,30,,62.2,0,,32.9
2017-11-25T03:43:26.271Z,,29,,63.1,0,,32.9
2017-11-25T03:43:36.271Z,,30,,64.1,0,,32.9
2017-11-25T03:43:46.271Z,,,,64.5,0,,33.1
2017-11-25T03:43:56.361Z,,29,,65.1,0,,33.1
2017-11-25T03:44:06.273Z,,,,65.5,0,,33.1
2017-11-25T03:44:16.272Z,0,0,2,64.6,0,,33.1
2017-11-25T03:44:26.273Z,,,,60.6,0,,33.1
2017-11-25T03:44:36.277Z,,,,58.9,0,,33.1
2017-11-25T03:44:46.274Z,,,,57.7,0,,33.1
2017-11-25T03:44:56.360Z,,,,56.8,0,,33.1
2017-11-25T03:45:06.271Z,,,,55.9,0,,33.1
2017-11-25T03:45:16.271Z,,,,55.7,0,,33.1
2017-11-25T03:45:26.676Z,,,,55.5,0,,33.1
2017-11-25T03:45:36.483Z,,,,55.4,0,,33.1
2017-11-25T03:45:46.597Z,0,41,2,58.1,0,,33.1
2017-11-25T03:45:56.362Z,,32,,63.2,0,,33.1
2017-11-25T03:46:06.276Z,,29,,65.2,0,,33.2
2017-11-25T03:46:16.271Z,0,0,2,65.8,0,,33.2
2017-11-25T03:46:26.272Z,,,,61.6,0,,33.2
2017-11-25T03:46:36.275Z,,,,59.9,0,,33.2
2017-11-25T03:46:46.275Z,,,,58.8,0,,33.2
2017-11-25T03:46:56.361Z,,,,56.9,0,,33.2
2017-11-25T03:47:06.273Z,,,,56.6,0,,33.2
2017-11-25T03:47:16.275Z,,,,55.6,0,,33.2
2017-11-25T03:47:26.271Z,,,,54.8,0,,33.2
2017-11-25T03:47:36.271Z,,,,53.9,0,,33.2
2017-11-25T03:47:46.271Z,,,,53.6,0,,33.2
2017-11-25T03:47:56.362Z,,,,53.2,0,,33.2
2017-11-25T03:48:06.271Z,,,,,0,,33.2
2017-11-25T03:48:16.276Z,,,,53.5,0,,33.3
2017-11-25T03:48:26.277Z,,,,54,0,,33.3
2017-11-25T03:48:36.272Z,,,,54.5,0,,33.3
2017-11-25T03:48:46.273Z,,,,54.9,0,,33.3
2017-11-25T03:48:56.361Z,,,,,0,,33.3
2017-11-25T03:49:06.271Z,,,,54.7,0,,33.3
2017-11-25T03:49:16.276Z,,,,54.4,0,,33.3
2017-11-25T03:49:26.272Z,,,,53.9,0,,33.3
2017-11-25T03:49:36.272Z,,,,53.4,0,,33.3
2017-11-25T03:49:46.272Z,,,,52.9,0,,33.3
2017-11-25T03:49:56.361Z,,,,52.3,0,,33.3
2017-11-25T03:50:06.277Z,,,,51.9,0,,33.3
2017-11-25T03:50:16.279Z,,,,51.5,0,,33.3
2017-11-25T03:50:26.272Z,,,,51.2,0,,33.3
2017-11-25T03:50:36.276Z,,,,50.9,0,,33.3
2017-11-25T03:50:46.273Z,0,42,2,53.7,0,,33.3
2017-11-25T03:50:56.363Z,,30,,59.4,0,,33.3
2017-11-25T03:51:06.274Z,,,,60,0,,33.3
2017-11-25T03:51:16.274Z,,29,,62.1,0,,33.3
2017-11-25T03:51:26.277Z,,,,62.5,0,,33.3
2017-11-25T03:51:36.272Z,,30,,63.1,0,,33.3
2017-11-25T03:51:46.277Z,,29,,63.2,0,,33.3
2017-11-25T03:51:56.362Z,,29,,64,0,,33.3
2017-11-25T03:52:06.272Z,,,,64.1,0,,33.3
2017-11-25T03:52:16.272Z,,30,,63.6,0,,33.3
2017-11-25T03:52:26.273Z,,,,63.8,0,,33.3
2017-11-25T03:52:36.276Z,,31,,63.6,0,,33.3
2017-11-25T03:52:46.272Z,,29,,,0,,33.3
2017-11-25T03:52:56.364Z,,,,63.3,0,,33.3
2017-11-25T03:53:06.272Z,,,,,0,,33.3
2017-11-25T03:53:16.274Z,,30,,64,0,,33.3
2017-11-25T03:53:26.277Z,,29,,65.1,0,,33.3
2017-11-25T03:53:36.272Z,0,0,2,64.7,0,,33.3
2017-11-25T03:53:46.279Z,,,,60.9,0,,33.3
2017-11-25T03:53:56.367Z,,,,58.8,0,,33.3
2017-11-25T03:54:06.272Z,,,,57.9,0,,33.3
2017-11-25T03:54:16.273Z,,,,57.3,0,,33.3
2017-11-25T03:54:26.272Z,,,,56.9,0,,33.3
2017-11-25T03:54:36.283Z,,,,56.8,0,,33.3
2017-11-25T03:54:46.275Z,,,,56.7,0,,33.3
2017-11-25T03:54:56.362Z,,,,56.8,0,,33.3
2017-11-25T03:55:06.272Z,,,,,0,,33.3
2017-11-25T03:55:16.278Z,,,,56.9,0,,33.3
2017-11-25T03:55:26.272Z,,,,,0,,33.3
2017-11-25T03:55:36.275Z,,,,57,0,,33.3
2017-11-25T03:55:46.273Z,,,,,0,,33.4
2017-11-25T03:55:56.362Z,,,,57.1,0,,33.4
2017-11-25T03:56:06.272Z,,,,57.2,0,,33.4
2017-11-25T03:56:16.390Z,,,,,0,,33.4
2017-11-25T03:56:26.273Z,,,,56.9,0,,33.4
2017-11-25T03:56:36.273Z,,,,56.5,0,,33.4
2017-11-25T03:56:46.286Z,0,44,2,55.6,0,,33.4
2017-11-25T03:56:56.367Z,,33,,62.1,0,,33.4
2017-11-25T03:57:06.277Z,,29,,65.1,0,,33.4
2017-11-25T03:57:16.274Z,0,0,2,66.1,0,,33.4
2017-11-25T03:57:26.272Z,,,,62.6,0,,33.4
2017-11-25T03:57:36.278Z,,,,58.8,0,,33.4
2017-11-25T03:57:46.276Z,,,,57.6,0,,33.4
2017-11-25T03:57:56.363Z,,,,56.8,0,,33.4
2017-11-25T03:58:06.273Z,,,,55.7,0,,33.4
2017-11-25T03:58:16.273Z,,,,54.9,0,,33.4
2017-11-25T03:58:26.273Z,,,,54.6,0,,33.4
2017-11-25T03:58:36.275Z,,,,53.9,0,,33.4
2017-11-25T03:58:46.273Z,,,,,0,,33.4
2017-11-25T03:58:56.363Z,,,,53.6,0,,33.4
2017-11-25T03:59:06.272Z,,,,53.4,0,,33.4
2017-11-25T03:59:16.273Z,,,,53.2,0,,33.4
2017-11-25T03:59:26.272Z,,,,,0,,33.4
2017-11-25T03:59:36.273Z,,,,53.5,0,,33.4
2017-11-25T03:59:46.273Z,,,,54,0,,33.4
2017-11-25T03:59:56.363Z,,,,54.5,0,,33.4
2017-11-25T04:00:06.273Z,,,,54.8,0,,33.4
2017-11-25T04:00:16.273Z,,,,54.7,0,,33.4
2017-11-25T04:00:26.273Z,,,,54.5,0,,33.4
2017-11-25T04:00:36.273Z,,,,53.9,0,,33.4
2017-11-25T04:00:46.278Z,,,,53.6,0,,33.4
2017-11-25T04:00:56.363Z,,,,52.9,0,,33.4
2017-11-25T04:01:06.273Z,,,,52.8,0,,33.4
2017-11-25T04:01:16.275Z,,,,52.2,0,,33.4
2017-11-25T04:01:26.273Z,,,,51.9,0,,33.4
2017-11-25T04:01:36.273Z,,,,51.5,0,,33.4
2017-11-25T04:01:46.273Z,0,44,2,51.1,0,,33.4
2017-11-25T04:01:56.364Z,,32,,58.5,0,,33.4
2017-11-25T04:02:06.273Z,,29,,61.1,0,,33.4
2017-11-25T04:02:16.273Z,,30,,62,0,,33.4
2017-11-25T04:02:26.274Z,,30,,63.2,0,,33.4
2017-11-25T04:02:36.273Z,,29,,64.1,0,,33.4
2017-11-25T04:02:46.274Z,,30,,65.1,0,,33.4
2017-11-25T04:02:56.363Z,,,,65.2,0,,33.4
2017-11-25T04:03:06.275Z,,29,,65.5,0,,33.4
2017-11-25T04:03:16.276Z,,30,,65.8,0,,33.4
2017-11-25T04:03:26.273Z,,29,,,0,,33.4
2017-11-25T04:03:36.273Z,,30,,65.9,0,,33.4
2017-11-25T04:03:46.273Z,,,,65.8,0,,33.4
2017-11-25T04:03:56.363Z,,,,,0,,33.4
2017-11-25T04:04:06.274Z,,29,,65.5,0,,33.4
2017-11-25T04:04:16.274Z,,,,,0,,33.4
2017-11-25T04:04:26.274Z,,,,65.6,0,,33.4
2017-11-25T04:04:36.274Z,0,0,2,65.8,0,,33.4
2017-11-25T04:04:46.274Z,,,,61.9,0,,33.4
2017-11-25T04:04:56.363Z,,,,58.8,0,,33.4
2017-11-25T04:05:06.273Z,,,,57.9,0,,33.4
2017-11-25T04:05:16.274Z,,,,57.7,0,,33.4
2017-11-25T04:05:26.274Z,,,,57.2,0,,33.4
2017-11-25T04:05:36.273Z,,,,,0,,33.5
2017-11-25T04:05:46.276Z,,,,57.3,0,,33.5
2017-11-25T04:05:56.364Z,,,,57.4,0,,33.5
2017-11-25T04:06:06.274Z,,,,57.7,0,,33.5
2017-11-25T04:06:16.274Z,,,,58,0,,33.5
2017-11-25T04:06:26.274Z,,,,58.1,0,,33.5
2017-11-25T04:06:36.274Z,,,,58.2,0,,33.5
2017-11-25T04:06:46.275Z,,,,58.3,0,,33.5
2017-11-25T04:06:56.364Z,,,,58.4,0,,33.5
2017-11-25T04:07:06.275Z,,,,58.5,0,,33.5
2017-11-25T04:07:16.274Z,,,,58.3,0,,33.5
2017-11-25T04:07:26.274Z,,,,57.9,0,,33.5
2017-11-25T04:07:36.274Z,,,,56.9,0,,33.5
2017-11-25T04:07:46.275Z,,,,56.7,0,,33.5
2017-11-25T04:07:56.364Z,,,,55.7,0,,33.5
2017-11-25T04:08:06.274Z,0,37,2,60.4,0,,33.5
2017-11-25T04:08:16.274Z,,29,,64.2,0,,33.5
2017-11-25T04:08:26.274Z,,0,,66.1,0,,33.5
2017-11-25T04:08:36.274Z,0,,2,62.8,0,,33.6
2017-11-25T04:08:46.275Z,,,,59.9,0,,33.6
2017-11-25T04:08:56.364Z,,,,57.8,0,,33.5
2017-11-25T04:09:06.274Z,,,,56.9,0,,33.6
2017-11-25T04:09:16.274Z,,,,56.5,0,,33.6
2017-11-25T04:09:26.275Z,,,,55.7,0,,33.6
2017-11-25T04:09:36.274Z,,,,55.3,0,,33.6
2017-11-25T04:09:46.275Z,,,,54.9,0,,33.6
2017-11-25T04:09:56.364Z,,,,54.6,0,,33.6
2017-11-25T04:10:06.274Z,,,,53.9,0,,33.6
2017-11-25T04:10:16.274Z,,,,,0,,33.6
2017-11-25T04:10:26.275Z,,,,53.6,0,,33.6
2017-11-25T04:10:36.275Z,,,,53.5,0,,33.6
2017-11-25T04:10:46.274Z,,,,53.6,0,,33.6
2017-11-25T04:10:56.365Z,,,,54,0,,33.6
2017-11-25T04:11:06.275Z,,,,54.4,0,,33.6
2017-11-25T04:11:16.274Z,,,,54.5,0,,33.6
2017-11-25T04:11:26.274Z,,,,,0,,33.6
2017-11-25T04:11:36.274Z,,,,53.9,0,,33.6
2017-11-25T04:11:46.275Z,,,,53.7,0,,33.6
2017-11-25T04:11:56.364Z,,,,52.9,0,,33.6
2017-11-25T04:12:06.274Z,,,,52.8,0,,33.6
2017-11-25T04:12:16.275Z,,,,51.9,0,,33.6
2017-11-25T04:12:26.274Z,,,,51.8,0,,33.6
2017-11-25T04:12:36.274Z,,,,51.4,0,,33.6
2017-11-25T04:12:46.275Z,,,,50.9,0,,33.6
2017-11-25T04:12:56.365Z,,,,50.3,0,,33.6
2017-11-25T04:13:06.275Z,0,37,2,55.4,0,,33.6
2017-11-25T04:13:16.277Z,,29,,59.1,0,,33.6
2017-11-25T04:13:26.275Z,,30,,60.2,0,,33.6
2017-11-25T04:13:36.275Z,,,,61.3,0,,33.6
2017-11-25T04:13:46.275Z,,30,,61.9,0,,33.5
2017-11-25T04:13:56.366Z,,,,62,0,,33.5
2017-11-25T04:14:06.275Z,,29,,61.9,0,,33.5
2017-11-25T04:14:16.276Z,,,,61.9,0,,33.5
2017-11-25T04:14:31.365Z,,,,62,0,,33.5
2017-11-25T04:14:36.275Z,,30,,61.6,0,,33.5
2017-11-25T04:14:46.279Z,,,,61.5,0,,33.5
2017-11-25T04:14:56.365Z,,30,,61.1,0,,33.5
2017-11-25T04:15:06.275Z,,29,,60.9,0,,33.5
2017-11-25T04:15:16.275Z,,30,,60.9,0,,33.5
2017-11-25T04:15:26.275Z,,29,,61.2,0,,33.5
2017-11-25T04:15:36.275Z,,,,62.1,0,,33.5
2017-11-25T04:15:46.276Z,,30,,62.2,0,,33.5
2017-11-25T04:15:56.365Z,,30,,63.2,0,,33.5
2017-11-25T04:16:06.275Z,,30,,64,0,,33.5
2017-11-25T04:16:16.276Z,,,,64.4,0,,33.5
2017-11-25T04:16:26.276Z,,,,65.1,0,,33.5
2017-11-25T04:16:36.276Z,,,,66,0,,33.5
2017-11-25T04:16:46.288Z,0,0,2,62.9,0,,33.6
2017-11-25T04:16:56.365Z,,,,59.8,0,,33.5
2017-11-25T04:17:06.275Z,,,,57.4,0,,33.6
2017-11-25T04:17:16.275Z,,,,56.9,0,,33.6
2017-11-25T04:17:26.276Z,,,,55.9,0,,33.6
2017-11-25T04:17:36.278Z,,,,54.9,0,,33.6
2017-11-25T04:17:46.278Z,,,,54.8,0,,33.6
2017-11-25T04:17:56.365Z,,,,54.5,0,,33.6
2017-11-25T04:18:06.275Z,0,37,2,59.7,0,,33.6
2017-11-25T04:18:16.276Z,,29,,64.1,0,,33.6
2017-11-25T04:18:26.276Z,,29,,65.1,0,,33.6
2017-11-25T04:18:36.276Z,0,0,2,65.9,0,,33.6
2017-11-25T04:18:46.276Z,,,,60.9,0,,33.6
2017-11-25T04:18:56.366Z,,,,59.8,0,,33.6
2017-11-25T04:19:06.276Z,,,,57.9,0,,33.6
2017-11-25T04:19:16.275Z,,,,56.9,0,,33.6
2017-11-25T04:19:26.275Z,,,,55.7,0,,33.6
2017-11-25T04:19:36.276Z,,,,54.9,0,,33.6
2017-11-25T04:19:46.357Z,,,,53.9,0,,33.7
2017-11-25T04:19:56.326Z,,,,52.9,0,,33.7
2017-11-25T04:20:06.276Z,,,,52.7,0,,33.7
2017-11-25T04:20:16.275Z,,,,52.1,0,,33.7
2017-11-25T04:20:26.275Z,,,,,0,,33.7
2017-11-25T04:20:36.276Z,,,,52.4,0,,33.7
2017-11-25T04:20:46.276Z,,,,53,0,,33.7
2017-11-25T04:20:56.366Z,,,,53.5,0,,33.6
2017-11-25T04:21:06.276Z,,,,53.8,0,,33.7
2017-11-25T04:21:16.276Z,,,,,0,,33.7
2017-11-25T04:21:26.276Z,,,,53.7,0,,33.7
2017-11-25T04:21:36.276Z,,,,53.4,0,,33.7
2017-11-25T04:21:46.276Z,,,,52.9,0,,33.7
2017-11-25T04:21:56.366Z,,,,52.7,0,,33.7
2017-11-25T04:22:06.276Z,,,,51.9,0,,33.7
2017-11-25T04:22:16.276Z,,,,51.5,0,,33.7
2017-11-25T04:22:26.277Z,,,,50.9,0,,33.6
2017-11-25T04:22:36.276Z,,,,50.6,0,,33.7
2017-11-25T04:22:46.276Z,,,,50.2,0,,33.6
2017-11-25T04:22:56.366Z,,,,49.9,0,,33.6
2017-11-25T04:23:06.276Z,0,37,2,55.2,0,,33.6
2017-11-25T04:23:16.276Z,,30,,59,0,,33.6
2017-11-25T04:23:26.276Z,,29,,60,0,,33.6
2017-11-25T04:23:36.277Z,,30,,62,0,,33.6
2017-11-25T04:23:46.276Z,,29,,62.6,0,,33.6
2017-11-25T04:23:56.366Z,,30,,63.1,0,,33.6
2017-11-25T04:24:06.276Z,,29,,62.9,0,,33.6
2017-11-25T04:24:16.277Z,,,,63.3,0,,33.6
2017-11-25T04:24:26.276Z,,,,63.5,0,,33.6
2017-11-25T04:24:36.276Z,,,,,0,,33.6
2017-11-25T04:24:46.276Z,,30,,63.3,0,,33.6
2017-11-25T04:24:56.583Z,,29,,63.1,0,,33.6
2017-11-25T04:25:06.276Z,,30,,63.1,0,,33.6
2017-11-25T04:25:16.277Z,,29,,63.3,0,,33.6
2017-11-25T04:25:26.277Z,,30,,63.1,0,,33.6
2017-11-25T04:25:36.276Z,,29,,63.3,0,,33.6
2017-11-25T04:25:46.277Z,,30,,64.1,0,,33.6
2017-11-25T04:25:56.367Z,,29,,65.1,0,,33.6
2017-11-25T04:26:06.278Z,0,0,2,65.9,0,,33.6
2017-11-25T04:26:16.277Z,,,,61.5,0,,33.6
2017-11-25T04:26:26.277Z,,,,59.8,0,,33.6
2017-11-25T04:26:36.276Z,,,,58.2,0,,33.6
2017-11-25T04:26:46.279Z,,,,57.6,0,,33.6
2017-11-25T04:26:56.367Z,,,,56.9,0,,33.6
2017-11-25T04:27:06.278Z,,,,56.7,0,,33.6
2017-11-25T04:27:16.277Z,,,,56.5,0,,33.6
2017-11-25T04:27:26.277Z,,,,56.3,0,,33.6
2017-11-25T04:27:36.277Z,,,,56.2,0,,33.7
2017-11-25T04:27:46.277Z,,,,,0,,33.6
2017-11-25T04:27:56.367Z,,,,56.1,0,,33.6
2017-11-25T04:28:06.277Z,,,,,0,,33.7
2017-11-25T04:28:16.277Z,,,,,0,,33.6
2017-11-25T04:28:26.277Z,,,,56.2,0,,33.7
2017-11-25T04:28:36.434Z,,,,56.1,0,,33.7
2017-11-25T04:28:46.279Z,0,,2,55.7,0,,33.6
2017-11-25T04:28:56.367Z,,35,,61.6,0,,33.7
2017-11-25T04:29:06.277Z,,30,,64.2,0,,33.7
2017-11-25T04:29:16.278Z,,30,,65.1,0,,33.7
2017-11-25T04:29:26.278Z,,,,65.4,0,,33.7
2017-11-25T04:29:36.277Z,,29,,65.8,0,,33.7
2017-11-25T04:29:46.277Z,0,0,2,65.9,0,,33.7
2017-11-25T04:29:56.372Z,,,,59.8,0,,33.7
2017-11-25T04:30:06.277Z,,,,57.8,0,,33.7
2017-11-25T04:30:16.277Z,,,,55.9,0,,33.7
2017-11-25T04:30:26.277Z,,,,54.7,0,,33.7
2017-11-25T04:30:36.277Z,0,0,2,53.8,0,62,33.7
2017-11-25T04:30:46.278Z,,,,52.9,0,,33.7
2017-11-25T04:30:56.367Z,,,,52.6,0,,33.7
2017-11-25T04:31:06.278Z,,,,52.2,0,,33.7
2017-11-25T04:31:16.277Z,,,,52,0,,33.7
2017-11-25T04:31:26.278Z,,,,52.2,0,,33.7
2017-11-25T04:31:36.278Z,,,,53,0,,33.7
2017-11-25T04:31:46.278Z,,,,53.2,0,,33.7
2017-11-25T04:31:56.368Z,,,,54,0,,33.7
2017-11-25T04:32:06.278Z,,,,54.3,0,,33.7
2017-11-25T04:32:16.278Z,,,,54.5,0,,33.7
2017-11-25T04:32:26.278Z,,,,53.9,0,,33.7
2017-11-25T04:32:36.279Z,,,,53.7,0,,33.7
2017-11-25T04:32:46.277Z,,,,52.9,0,,33.7
2017-11-25T04:32:56.368Z,,,,52.4,0,,33.7
2017-11-25T04:33:06.278Z,,,,51.8,0,,33.7
2017-11-25T04:33:16.277Z,,,,50.9,0,,33.7
2017-11-25T04:33:26.278Z,,,,50.7,0,,33.7
2017-11-25T04:33:36.278Z,,,,50.3,0,,33.7
2017-11-25T04:33:46.278Z,0,,2,50,0,,33.7
2017-11-25T04:33:56.369Z,,38,,55,0,,33.7
2017-11-25T04:34:06.278Z,,30,,59.1,0,,33.7
2017-11-25T04:34:16.277Z,,29,,60.1,0,,33.6
2017-11-25T04:34:26.279Z,,30,,61.2,0,,33.6
2017-11-25T04:34:36.278Z,,,,62,0,,33.7
2017-11-25T04:34:46.278Z,,29,,62.4,0,,33.6
2017-11-25T04:34:56.368Z,,29,,63.1,0,,33.6
2017-11-25T04:35:06.280Z,,29,,62.9,0,,33.6
2017-11-25T04:35:16.278Z,,30,,62.9,0,,33.6
2017-11-25T04:35:26.278Z,,29,,62.9,0,,33.6
2017-11-25T04:35:36.278Z,,,,62.7,0,,33.6
2017-11-25T04:35:46.278Z,,,,62.5,0,,33.6
2017-11-25T04:35:56.368Z,,30,,62.4,0,,33.6
2017-11-25T04:36:06.278Z,,29,,62.6,0,,33.6
2017-11-25T04:36:16.280Z,,30,,63.3,0,,33.6
2017-11-25T04:36:26.279Z,,29,,63.9,0,,33.6
2017-11-25T04:36:36.280Z,,29,,64.5,0,,33.6
2017-11-25T04:36:46.281Z,,,,65.4,0,,33.6
2017-11-25T04:36:56.371Z,0,0,2,66.2,0,,33.6
