Time,ChActive,HwTOutlet,PrimTSet,HwTSet,HwActive,PrimT,ActPow
2017-12-26T00:09:00.955Z,,24.2,,0,,,
2017-12-26T00:09:10.958Z,,24.2,,0,,,
2017-12-26T00:09:20.956Z,,24.2,,0,,,
2017-12-26T00:09:30.955Z,,24.2,,0,,,
2017-12-26T00:09:41.148Z,,24.2,,0,,,
2017-12-26T00:09:50.955Z,,24.2,,0,,,
2017-12-26T00:10:00.956Z,,24.2,,0,,,
2017-12-26T00:10:10.955Z,,24,,0,,,
2017-12-26T00:10:20.956Z,,24,,0,,,
2017-12-26T00:10:30.955Z,,24,,0,,40.7,
2017-12-26T00:10:40.956Z,,24,,0,,,
2017-12-26T00:10:50.955Z,,24,,0,,,
2017-12-26T00:11:01.144Z,,24,,0,,,
2017-12-26T00:11:10.956Z,,24,,0,,,
2017-12-26T00:11:20.959Z,,24,,0,,,
2017-12-26T00:11:30.957Z,,24,,0,,,
2017-12-26T00:11:41.435Z,,24,,0,,,
2017-12-26T00:11:50.955Z,,24,,0,,40.6,
2017-12-26T00:12:00.960Z,,24,,0,,,
2017-12-26T00:12:10.963Z,,23.9,,0,,,
2017-12-26T00:12:20.957Z,,23.9,,0,,,
2017-12-26T00:12:31.027Z,,23.9,,0,,,
2017-12-26T00:12:40.955Z,,23.9,,0,,,
2017-12-26T00:12:50.955Z,,23.9,,0,,,
2017-12-26T00:13:00.956Z,,23.9,,0,,,
2017-12-26T00:13:11.134Z,,23.9,,0,,,
2017-12-26T00:13:20.955Z,,23.9,,0,,40.5,
2017-12-26T00:13:30.955Z,,23.9,,0,,,
2017-12-26T00:13:40.956Z,,23.9,,0,,,
2017-12-26T00:13:50.955Z,,23.9,,0,,,
2017-12-26T00:14:00.956Z,,23.9,,0,,,
2017-12-26T00:14:10.956Z,,23.9,,0,,,
2017-12-26T00:14:20.956Z,,23.9,,0,,,
2017-12-26T00:14:30.959Z,,23.8,,0,,,
2017-12-26T00:14:40.956Z,,23.8,,0,,,
2017-12-26T00:14:50.960Z,,23.8,,0,,,
2017-12-26T00:15:00.956Z,,23.8,,0,,40.4,
2017-12-26T00:15:10.956Z,,23.8,,0,,,
2017-12-26T00:15:20.956Z,,23.8,,0,,,
2017-12-26T00:15:30.957Z,,23.8,,0,,,
2017-12-26T00:15:40.968Z,,23.8,,0,,,
2017-12-26T00:15:50.956Z,,23.8,,0,,,
2017-12-26T00:16:00.956Z,,23.8,,0,,,
2017-12-26T00:16:10.956Z,,23.8,,0,,,
2017-12-26T00:16:20.956Z,,23.8,,0,,,
2017-12-26T00:16:30.957Z,,23.8,,0,,40.3,
2017-12-26T00:16:40.956Z,,23.8,,0,,,
2017-12-26T00:16:50.961Z,,23.7,,0,,,
2017-12-26T00:17:00.956Z,,23.7,,0,,,
2017-12-26T00:17:10.956Z,,23.7,,0,,,
2017-12-26T00:17:20.956Z,,23.7,,0,,,
2017-12-26T00:17:30.956Z,,23.7,,0,,,
2017-12-26T00:17:40.956Z,,23.7,,0,,,
2017-12-26T00:17:50.956Z,,23.7,,0,,,
2017-12-26T00:18:00.956Z,,23.7,,0,,40.2,
2017-12-26T00:18:10.956Z,,23.7,,0,,,
2017-12-26T00:18:21.126Z,0,23.7,5,0,0,40.2,0
2017-12-26T00:18:30.957Z,,23.7,,0,,,
2017-12-26T00:18:40.956Z,,23.7,,0,,,
2017-12-26T00:18:50.957Z,,23.7,,0,,,
2017-12-26T00:19:00.956Z,,23.6,,0,,,
2017-12-26T00:19:10.957Z,,23.6,,0,,,
2017-12-26T00:19:21.124Z,,23.6,,0,,,
2017-12-26T00:19:30.957Z,,23.6,,0,,,
2017-12-26T00:19:40.957Z,,23.6,,0,,40.1,
2017-12-26T00:19:50.957Z,,23.6,,0,,,
2017-12-26T00:20:00.957Z,,23.6,,0,,,
2017-12-26T00:20:10.957Z,,23.6,,0,,,
2017-12-26T00:20:20.957Z,,23.6,,0,,,
2017-12-26T00:20:30.956Z,,23.6,,0,,,
2017-12-26T00:20:40.956Z,,23.6,,0,,,
2017-12-26T00:20:50.957Z,,23.6,,0,,40,
2017-12-26T00:21:00.957Z,,23.6,,0,,40.1,
2017-12-26T00:21:10.957Z,,23.6,,0,,40,
2017-12-26T00:21:20.960Z,,23.6,,0,,,
2017-12-26T00:21:30.957Z,,23.6,,0,,,
2017-12-26T00:21:41.146Z,,23.6,,0,,,
2017-12-26T00:21:50.957Z,,23.4,,0,,,
2017-12-26T00:22:00.957Z,,23.6,,0,,,
2017-12-26T00:22:10.957Z,,23.4,,0,,,
2017-12-26T00:22:20.961Z,,23.4,,0,,,
2017-12-26T00:22:30.957Z,,23.4,,0,,39.9,
2017-12-26T00:22:40.957Z,,23.4,,0,,39.9,
2017-12-26T00:22:50.958Z,,23.4,,0,,,
2017-12-26T00:23:00.957Z,,23.4,,0,,,
2017-12-26T00:23:10.957Z,,23.4,,0,,,
2017-12-26T00:23:20.957Z,,23.4,,0,,,
2017-12-26T00:23:30.956Z,,23.4,,0,,,
2017-12-26T00:23:40.960Z,,23.4,,0,,,
2017-12-26T00:23:50.957Z,,23.4,,0,,,
2017-12-26T00:24:00.957Z,,23.4,,0,,,
2017-12-26T00:24:10.957Z,,23.4,,0,,39.8,
2017-12-26T00:24:20.961Z,,23.4,,0,,,
2017-12-26T00:24:30.957Z,,23.3,,0,,,
2017-12-26T00:24:41.114Z,,23.4,,0,,,
2017-12-26T00:24:50.957Z,,23.3,,0,,,
2017-12-26T00:25:00.957Z,,23.3,,0,,,
2017-12-26T00:25:10.958Z,,23.3,,0,,,
2017-12-26T00:25:20.958Z,,23.3,,0,,,
2017-12-26T00:25:30.957Z,,23.3,,0,,,
2017-12-26T00:25:45.982Z,,23.3,,0,,,
2017-12-26T00:25:50.958Z,,23.3,,0,,39.7,
2017-12-26T00:26:00.957Z,,23.3,,0,,,
2017-12-26T00:26:10.957Z,,23.3,,0,,,
2017-12-26T00:26:20.958Z,,23.3,,0,,,
2017-12-26T00:26:30.958Z,,23.3,,0,,,
2017-12-26T00:26:40.958Z,,23.3,,0,,,
2017-12-26T00:26:50.958Z,,23.3,,0,,,
2017-12-26T00:27:00.957Z,,23.3,,0,,,
2017-12-26T00:27:10.958Z,,23.3,,0,,,
2017-12-26T00:27:20.958Z,,23.2,,0,,39.6,
2017-12-26T00:27:30.958Z,,23.2,,0,,,
2017-12-26T00:27:41.205Z,,23.2,,0,,,
2017-12-26T00:27:50.959Z,,23.2,,0,,,
2017-12-26T00:28:00.959Z,,23.2,,0,,,
2017-12-26T00:28:10.958Z,,23.2,,0,,,
2017-12-26T00:28:20.960Z,,23.2,,0,,,
2017-12-26T00:28:30.962Z,,23.2,,0,,,
2017-12-26T00:28:40.959Z,,23.2,,0,,,
2017-12-26T00:28:51.054Z,,23.2,,0,,,
2017-12-26T00:29:01.203Z,,23.2,,0,,39.5,
2017-12-26T00:29:10.961Z,,23.2,,0,,,
2017-12-26T00:29:21.203Z,,23.2,,0,,,
2017-12-26T00:29:30.960Z,,23.2,,0,,,
2017-12-26T00:29:40.967Z,,23.2,,0,,,
2017-12-26T00:29:50.958Z,,23.2,,0,,,
2017-12-26T00:30:00.962Z,,23.2,,0,,,
2017-12-26T00:30:10.958Z,,23.2,,0,,,
2017-12-26T00:30:20.962Z,,23.1,,0,,,
2017-12-26T00:30:30.962Z,,23.1,,0,,39.4,
2017-12-26T00:30:40.958Z,,23.1,,0,,,
2017-12-26T00:30:50.958Z,,23.1,,0,,,
2017-12-26T00:31:00.963Z,,23.1,,0,,,
2017-12-26T00:31:10.958Z,,23.1,,0,,,
2017-12-26T00:31:20.958Z,,23.1,,0,,,
2017-12-26T00:31:30.962Z,,23.1,,0,,,
2017-12-26T00:31:41.216Z,,23.1,,0,,,
2017-12-26T00:31:50.963Z,,23.1,,0,,,
2017-12-26T00:32:00.959Z,,23.1,,0,,39.3,
2017-12-26T00:32:10.960Z,,23.1,,0,,,
2017-12-26T00:32:20.958Z,,23.1,,0,,,
2017-12-26T00:32:30.958Z,,23.1,,0,,,
2017-12-26T00:32:40.959Z,,23.1,,0,,,
2017-12-26T00:32:50.960Z,,23.1,,0,,,
2017-12-26T00:33:00.958Z,,23.1,,0,,,
2017-12-26T00:33:10.963Z,,23.1,,0,,,
2017-12-26T00:33:20.963Z,,23.1,,0,,,
2017-12-26T00:33:30.963Z,,23,,0,,39.2,
2017-12-26T00:33:40.958Z,,23,,0,,,
2017-12-26T00:33:51.193Z,,23,,0,,,
2017-12-26T00:34:00.963Z,,23,,0,,,
2017-12-26T00:34:10.958Z,,23,,0,,,
2017-12-26T00:34:20.958Z,,23,,0,,,
2017-12-26T00:34:30.959Z,,23,,0,,,
2017-12-26T00:34:40.959Z,,23,,0,,,
2017-12-26T00:34:50.959Z,,23,,0,,,
2017-12-26T00:35:00.959Z,,23,,0,,,
2017-12-26T00:35:10.959Z,,23,,0,,39.1,
2017-12-26T00:35:20.964Z,,23,,0,,,
2017-12-26T00:35:30.963Z,,23,,0,,,
2017-12-26T00:35:40.964Z,,23,,0,,,
2017-12-26T00:35:50.959Z,,23,,0,,,
2017-12-26T00:36:00.959Z,,23,,0,,,
2017-12-26T00:36:10.959Z,,23,,0,,,
2017-12-26T00:36:20.959Z,,22.8,,0,,,
2017-12-26T00:36:30.959Z,,23,,0,,,
2017-12-26T00:36:40.959Z,,22.8,,0,,38.9,
2017-12-26T00:36:50.959Z,,23,,0,,38.9,
2017-12-26T00:37:00.959Z,,23,,0,,,
2017-12-26T00:37:10.959Z,,22.8,,0,,,
2017-12-26T00:37:20.960Z,,22.8,,0,,,
2017-12-26T00:37:30.959Z,,22.8,,0,,,
2017-12-26T00:37:40.960Z,,22.8,,0,,,
2017-12-26T00:37:50.959Z,,22.8,,0,,,
2017-12-26T00:38:00.959Z,,22.8,,0,,,
2017-12-26T00:38:10.959Z,,22.8,,0,,,
2017-12-26T00:38:20.959Z,,22.8,,0,,38.8,
2017-12-26T00:38:30.959Z,,22.8,,0,,,
2017-12-26T00:38:40.961Z,,22.8,,0,,,
2017-12-26T00:38:50.965Z,,22.8,,0,,,
2017-12-26T00:39:00.959Z,,22.8,,0,,,
2017-12-26T00:39:10.966Z,,22.8,,0,,,
2017-12-26T00:39:20.959Z,,22.8,,0,,,
2017-12-26T00:39:30.960Z,,22.8,,0,,,
2017-12-26T00:39:40.963Z,,22.8,,0,,,
2017-12-26T00:39:50.960Z,,22.8,,0,,,
2017-12-26T00:40:00.960Z,,22.7,,0,,,
2017-12-26T00:40:10.961Z,,22.7,,0,,38.7,
2017-12-26T00:40:20.959Z,,22.8,,0,,,
2017-12-26T00:40:30.962Z,,22.7,,0,,,
2017-12-26T00:40:40.961Z,,22.7,,0,,,
2017-12-26T00:40:50.960Z,,22.7,,0,,,
2017-12-26T00:41:00.959Z,,22.7,,0,,,
2017-12-26T00:41:10.959Z,,22.7,,0,,,
2017-12-26T00:41:20.959Z,,22.7,,0,,,
2017-12-26T00:41:30.962Z,,22.7,,0,,,
2017-12-26T00:41:40.960Z,,22.7,,0,,,
2017-12-26T00:41:50.960Z,,22.7,,0,,38.6,
2017-12-26T00:42:00.960Z,,22.7,,0,,,
2017-12-26T00:42:10.970Z,,22.7,,0,,,
2017-12-26T00:42:20.960Z,,22.7,,0,,,
2017-12-26T00:42:30.959Z,,22.7,,0,,,
2017-12-26T00:42:40.962Z,,22.7,,0,,,
2017-12-26T00:42:50.960Z,,22.7,,0,,,
2017-12-26T00:43:00.962Z,,22.7,,0,,,
2017-12-26T00:43:10.960Z,,22.7,,0,,,
2017-12-26T00:43:20.962Z,,22.7,,0,,38.5,
2017-12-26T00:43:30.960Z,,22.6,,0,,,
2017-12-26T00:43:40.961Z,,22.6,,0,,,
2017-12-26T00:43:50.960Z,,22.7,,0,,,
2017-12-26T00:44:00.963Z,,22.6,,0,,,
2017-12-26T00:44:10.971Z,,22.6,,0,,,
2017-12-26T00:44:20.961Z,,22.6,,0,,,
2017-12-26T00:44:30.960Z,,22.6,,0,,,
2017-12-26T00:44:40.960Z,,22.6,,0,,,
2017-12-26T00:44:50.963Z,,22.6,,0,,,
2017-12-26T00:45:00.960Z,,22.6,,0,,38.4,
2017-12-26T00:45:10.960Z,,22.6,,0,,,
2017-12-26T00:45:20.961Z,,22.6,,0,,,
2017-12-26T00:45:30.960Z,,22.6,,0,,,
2017-12-26T00:45:40.961Z,,22.6,,0,,,
2017-12-26T00:45:50.963Z,,22.6,,0,,,
2017-12-26T00:46:00.962Z,,22.6,,0,,,
2017-12-26T00:46:10.960Z,,22.6,,0,,,
2017-12-26T00:46:20.963Z,,22.6,,0,,,
2017-12-26T00:46:30.960Z,,22.6,,0,,38.3,
2017-12-26T00:46:40.961Z,,22.6,,0,,,
2017-12-26T00:46:50.961Z,,22.6,,0,,,
2017-12-26T00:47:00.960Z,,22.6,,0,,,
2017-12-26T00:47:10.960Z,,22.6,,0,,,
2017-12-26T00:47:20.961Z,,22.6,,0,,,
2017-12-26T00:47:30.961Z,,22.6,,0,,,
2017-12-26T00:47:40.961Z,,22.6,,0,,,
2017-12-26T00:47:50.960Z,,22.6,,0,,,
2017-12-26T00:48:00.964Z,,22.5,,0,,,
2017-12-26T00:48:10.961Z,,22.5,,0,,38.2,
2017-12-26T00:48:20.962Z,,22.5,,0,,,
2017-12-26T00:48:30.960Z,,22.5,,0,,,
2017-12-26T00:48:40.961Z,,22.5,,0,,,
2017-12-26T00:48:50.964Z,,22.5,,0,,,
2017-12-26T00:49:00.969Z,,22.5,,0,,,
2017-12-26T00:49:10.961Z,,22.5,,0,,,
2017-12-26T00:49:20.961Z,,22.5,,0,,,
2017-12-26T00:49:30.961Z,,22.5,,0,,,
2017-12-26T00:49:40.961Z,,22.5,,0,,,
2017-12-26T00:49:50.963Z,,22.5,,0,,38.1,
2017-12-26T00:50:00.961Z,,22.5,,0,,,
2017-12-26T00:50:10.961Z,,22.5,,0,,,
2017-12-26T00:50:20.961Z,,22.5,,0,,,
2017-12-26T00:50:30.961Z,,22.5,,0,,,
2017-12-26T00:50:40.961Z,,22.5,,0,,,
2017-12-26T00:50:50.961Z,,22.5,,0,,,
2017-12-26T00:51:00.962Z,,22.5,,0,,,
2017-12-26T00:51:10.963Z,,22.5,,0,,,
2017-12-26T00:51:20.961Z,,22.5,,0,,,
2017-12-26T00:51:30.961Z,,22.4,,0,,,
2017-12-26T00:51:40.962Z,,22.5,,0,,38,
2017-12-26T00:51:50.962Z,,22.4,,0,,,
2017-12-26T00:52:00.961Z,,22.4,,0,,,
2017-12-26T00:52:10.961Z,,22.4,,0,,,
2017-12-26T00:52:21.166Z,,22.4,,0,,,
2017-12-26T00:52:30.962Z,,22.4,,0,,,
2017-12-26T00:52:40.962Z,,22.4,,0,,,
2017-12-26T00:52:50.964Z,,22.4,,0,,,
2017-12-26T00:53:00.962Z,,22.4,,0,,,
2017-12-26T00:53:10.962Z,,22.4,,0,,37.9,
2017-12-26T00:53:20.966Z,,22.4,,0,,37.9,
2017-12-26T00:53:30.962Z,,22.4,,0,,,
2017-12-26T00:53:40.961Z,,22.4,,0,,,
2017-12-26T00:53:50.964Z,,22.4,,0,,,
2017-12-26T00:54:00.963Z,,22.4,,0,,,
2017-12-26T00:54:10.964Z,,22.4,,0,,,
2017-12-26T00:54:20.963Z,,22.4,,0,,,
2017-12-26T00:54:30.962Z,,22.4,,0,,,
2017-12-26T00:54:40.962Z,,22.4,,0,,,
2017-12-26T00:54:50.966Z,,22.4,,0,,,
2017-12-26T00:55:00.963Z,,22.4,,0,,37.8,
2017-12-26T00:55:10.961Z,,22.4,,0,,,
2017-12-26T00:55:20.962Z,,22.4,,0,,,
2017-12-26T00:55:30.964Z,,22.2,,0,,,
2017-12-26T00:55:40.964Z,,22.2,,0,,,
2017-12-26T00:55:50.964Z,,22.2,,0,,,
2017-12-26T00:56:00.962Z,,22.2,,0,,,
2017-12-26T00:56:10.969Z,,22.2,,0,,,
2017-12-26T00:56:20.965Z,,22.2,,0,,,
2017-12-26T00:56:30.962Z,,22.2,,0,,,
2017-12-26T00:56:40.965Z,,22.2,,0,,37.7,
2017-12-26T00:56:50.962Z,,22.2,,0,,,
2017-12-26T00:57:00.962Z,,22.2,,0,,,
2017-12-26T00:57:10.962Z,,22.2,,0,,,
2017-12-26T00:57:20.963Z,,22.2,,0,,,
2017-12-26T00:57:30.966Z,,22.2,,0,,,
2017-12-26T00:57:40.965Z,,22.2,,0,,,
2017-12-26T00:57:50.963Z,,22.2,,0,,,
2017-12-26T00:58:00.964Z,,22.2,,0,,,
2017-12-26T00:58:10.962Z,,22.2,,0,,37.6,
2017-12-26T00:58:20.962Z,,22.2,,0,,,
2017-12-26T00:58:30.962Z,,22.2,,0,,,
2017-12-26T00:58:40.965Z,,22.2,,0,,,
2017-12-26T00:58:50.967Z,,22.2,,0,,,
2017-12-26T00:59:00.963Z,,22.2,,0,,,
2017-12-26T00:59:10.964Z,,22.2,,0,,,
2017-12-26T00:59:20.963Z,,22.2,,0,,,
2017-12-26T00:59:30.962Z,,22.2,,0,,,
2017-12-26T00:59:40.968Z,,22.2,,0,,,
2017-12-26T00:59:50.963Z,,22.1,,0,,37.5,
2017-12-26T01:00:00.963Z,,22.1,,0,,,
2017-12-26T01:00:10.963Z,,22.1,,0,,,
2017-12-26T01:00:20.962Z,,22.1,,0,,,
2017-12-26T01:00:30.962Z,,22.1,,0,,,
2017-12-26T01:00:40.968Z,,22.1,,0,,,
2017-12-26T01:00:51.147Z,,22.1,,0,,,
2017-12-26T01:01:00.967Z,,22.1,,0,,,
2017-12-26T01:01:10.963Z,,22.1,,0,,,
2017-12-26T01:01:20.963Z,,22.1,,0,,,
2017-12-26T01:01:30.968Z,,22.1,,0,,,
2017-12-26T01:01:40.969Z,,22.1,,0,,37.4,
2017-12-26T01:01:50.964Z,,22.1,,0,,,
2017-12-26T01:02:00.963Z,,22.1,,0,,,
2017-12-26T01:02:10.968Z,,22.1,,0,,,
2017-12-26T01:02:20.967Z,,22.1,,0,,,
2017-12-26T01:02:30.963Z,,22.1,,0,,,
2017-12-26T01:02:40.966Z,,22.1,,0,,,
2017-12-26T01:02:50.963Z,,22.1,,0,,,
2017-12-26T01:03:00.969Z,,22.1,,0,,,
2017-12-26T01:03:10.964Z,,22.1,,0,,,
2017-12-26T01:03:20.964Z,,22.1,,0,,37.3,
2017-12-26T01:03:30.970Z,,22.1,,0,,,
2017-12-26T01:03:40.963Z,,22.1,,0,,,
2017-12-26T01:03:50.964Z,,22.1,,0,,,
2017-12-26T01:04:00.964Z,,22.1,,0,,,
2017-12-26T01:04:10.963Z,,22.1,,0,,,
2017-12-26T01:04:20.985Z,,22.1,,0,,,
2017-12-26T01:04:30.963Z,,22,,0,,,
2017-12-26T01:04:40.964Z,,22,,0,,,
2017-12-26T01:04:50.969Z,,22,,0,,,
2017-12-26T01:05:00.969Z,,22,,0,,,
2017-12-26T01:05:10.964Z,,22,,0,,37.2,
2017-12-26T01:05:20.963Z,,22,,0,,,
2017-12-26T01:05:30.965Z,,22,,0,,,
2017-12-26T01:05:40.964Z,,22,,0,,,
2017-12-26T01:05:50.964Z,,22,,0,,,
2017-12-26T01:06:00.964Z,,22,,0,,,
2017-12-26T01:06:10.964Z,,22,,0,,,
2017-12-26T01:06:20.963Z,,22,,0,,,
2017-12-26T01:06:30.963Z,,22,,0,,,
2017-12-26T01:06:40.971Z,,22,,0,,,
2017-12-26T01:06:50.966Z,,22,,0,,37.1,
2017-12-26T01:07:00.963Z,,22,,0,,,
2017-12-26T01:07:10.968Z,,22,,0,,,
2017-12-26T01:07:20.964Z,,22,,0,,,
2017-12-26T01:07:30.964Z,,22,,0,,,
2017-12-26T01:07:40.964Z,,22,,0,,,
2017-12-26T01:07:50.964Z,,22,,0,,,
2017-12-26T01:08:00.963Z,,22,,0,,,
2017-12-26T01:08:10.965Z,,22,,0,,,
2017-12-26T01:08:20.965Z,,22,,0,,,
2017-12-26T01:08:30.964Z,,22,,0,,,
2017-12-26T01:08:40.964Z,,22,,0,,36.9,
2017-12-26T01:08:50.964Z,,22,,0,,,
2017-12-26T01:09:00.964Z,,22,,0,,,
2017-12-26T01:09:10.964Z,,22,,0,,,
2017-12-26T01:09:20.966Z,,21.9,,0,,,
2017-12-26T01:09:30.965Z,,22,,0,,,
2017-12-26T01:09:40.967Z,,21.9,,0,,,
2017-12-26T01:09:50.968Z,,21.9,,0,,,
2017-12-26T01:10:00.964Z,,21.9,,0,,,
2017-12-26T01:10:10.965Z,,21.9,,0,,,
2017-12-26T01:10:20.964Z,,21.9,,0,,36.8,
2017-12-26T01:10:30.964Z,,21.9,,0,,,
2017-12-26T01:10:40.965Z,,21.9,,0,,,
2017-12-26T01:10:50.965Z,,21.9,,0,,,
2017-12-26T01:11:00.965Z,,21.9,,0,,,
2017-12-26T01:11:10.964Z,,21.9,,0,,,
2017-12-26T01:11:20.964Z,,21.9,,0,,,
2017-12-26T01:11:30.969Z,,21.9,,0,,,
2017-12-26T01:11:40.965Z,,21.9,,0,,,
2017-12-26T01:11:50.964Z,,21.9,,0,,,
2017-12-26T01:12:00.965Z,,21.9,,0,,36.7,
2017-12-26T01:12:10.966Z,,21.9,,0,,,
2017-12-26T01:12:20.965Z,,21.9,,0,,,
2017-12-26T01:12:30.964Z,,21.9,,0,,,
2017-12-26T01:12:40.964Z,,21.9,,0,,,
2017-12-26T01:12:50.965Z,,21.9,,0,,,
2017-12-26T01:13:00.967Z,,21.9,,0,,,
2017-12-26T01:13:10.966Z,,21.9,,0,,,
2017-12-26T01:13:20.964Z,,21.9,,0,,,
2017-12-26T01:13:30.965Z,,21.9,,0,,,
2017-12-26T01:13:40.965Z,,21.7,,0,,,
2017-12-26T01:13:50.966Z,,21.7,,0,,36.6,
2017-12-26T01:14:00.965Z,,21.9,,0,,,
2017-12-26T01:14:10.965Z,,21.9,,0,,,
2017-12-26T01:14:20.965Z,,21.7,,0,,,
2017-12-26T01:14:30.967Z,,21.7,,0,,,
2017-12-26T01:14:40.965Z,,21.7,,0,,,
2017-12-26T01:14:50.965Z,,21.7,,0,,,
2017-12-26T01:15:00.966Z,,21.7,,0,,,
2017-12-26T01:15:10.965Z,,21.7,,0,,,
2017-12-26T01:15:20.968Z,,21.7,,0,,,
2017-12-26T01:15:30.966Z,,21.7,,0,,,
2017-12-26T01:15:40.965Z,,21.7,,0,,36.5,
2017-12-26T01:15:50.969Z,,21.7,,0,,,
2017-12-26T01:16:00.970Z,,21.7,,0,,,
2017-12-26T01:16:10.970Z,,21.7,,0,,,
2017-12-26T01:16:20.965Z,,21.7,,0,,,
2017-12-26T01:16:30.965Z,,21.7,,0,,,
2017-12-26T01:16:40.965Z,,21.7,,0,,,
2017-12-26T01:16:50.970Z,,21.7,,0,,,
2017-12-26T01:17:01.121Z,,21.7,,0,,,
2017-12-26T01:17:10.965Z,,21.7,,0,,,
2017-12-26T01:17:20.966Z,,21.7,,0,,,
2017-12-26T01:17:30.965Z,,21.7,,0,,36.4,
2017-12-26T01:17:40.966Z,,21.7,,0,,,
2017-12-26T01:17:50.965Z,,21.7,,0,,,
2017-12-26T01:18:00.965Z,,21.7,,0,,,
2017-12-26T01:18:10.970Z,,21.7,,0,,,
2017-12-26T01:18:20.968Z,,21.7,,0,,,
2017-12-26T01:18:30.969Z,0,21.7,5,0,0,36.4,0
2017-12-26T01:18:40.966Z,,21.7,,0,,,
2017-12-26T01:18:50.965Z,,21.6,,0,,,
2017-12-26T01:19:00.966Z,,21.7,,0,,,
2017-12-26T01:19:10.966Z,,21.6,,0,,36.3,
2017-12-26T01:19:20.967Z,,21.7,,0,,,
2017-12-26T01:19:30.967Z,,21.6,,0,,,
2017-12-26T01:19:40.966Z,,21.6,,0,,,
2017-12-26T01:19:50.967Z,,21.6,,0,,,
2017-12-26T01:20:00.967Z,,21.6,,0,,,
2017-12-26T01:20:10.967Z,,21.6,,0,,,
2017-12-26T01:20:20.967Z,,21.6,,0,,,
2017-12-26T01:20:30.966Z,,21.6,,0,,,
2017-12-26T01:20:40.971Z,,21.6,,0,,,
2017-12-26T01:20:50.966Z,,21.6,,0,,,
2017-12-26T01:21:00.966Z,,21.6,,0,,36.2,
2017-12-26T01:21:10.966Z,,21.6,,0,,,
2017-12-26T01:21:20.967Z,,21.6,,0,,,
2017-12-26T01:21:30.966Z,,21.6,,0,,,
2017-12-26T01:21:40.968Z,,21.6,,0,,,
2017-12-26T01:21:50.966Z,,21.6,,0,,,
2017-12-26T01:22:00.966Z,,21.6,,0,,,
2017-12-26T01:22:10.966Z,,21.6,,0,,,
