Time,ActPow,PrimTSet,HwTSet,HwTOutlet,ChActive,PrimT,HwActive
2017-12-29T00:06:32.553Z,,,0,15.1,,,
2017-12-29T00:06:42.555Z,,,0,15.3,,,
2017-12-29T00:06:52.553Z,,,0,15.3,,,
2017-12-29T00:07:02.552Z,,,0,15.1,,,
2017-12-29T00:07:12.553Z,,,0,15.3,,,
2017-12-29T00:07:22.553Z,,,0,15.1,,,
2017-12-29T00:07:32.554Z,,,0,15.1,,,
2017-12-29T00:07:42.553Z,,,0,15.3,,,
2017-12-29T00:07:52.553Z,,,0,15.3,,,
2017-12-29T00:08:02.553Z,,,0,15.3,,,
2017-12-29T00:08:12.554Z,,,0,15.3,,,
2017-12-29T00:08:22.554Z,,,0,15.1,,,
2017-12-29T00:08:42.557Z,,,0,15.3,,,
2017-12-29T00:08:52.553Z,,,0,15.1,,,
2017-12-29T00:09:02.566Z,,,0,15.3,,,
2017-12-29T00:09:12.767Z,,,0,15.1,,,
2017-12-29T00:09:23.105Z,,,0,15.1,,,
2017-12-29T00:09:42.862Z,,,0,15.1,,,
2017-12-29T00:10:05.676Z,,,0,15.1,,,
2017-12-29T00:10:05.823Z,,,0,15.1,,,
2017-12-29T00:10:12.573Z,,,0,15.1,,,
2017-12-29T00:10:22.553Z,,,0,15.1,,,
2017-12-29T00:10:32.554Z,,,0,15.1,,,
2017-12-29T00:10:42.554Z,,,0,15.1,,,
2017-12-29T00:10:52.554Z,,,0,15.1,,,
2017-12-29T00:11:02.554Z,,,0,15.1,,,
2017-12-29T00:11:12.555Z,,,0,15.1,,,
2017-12-29T00:11:22.553Z,,,0,15.1,,,
2017-12-29T00:11:32.556Z,,,0,15.1,,,
2017-12-29T00:11:42.554Z,,,0,15.1,,,
2017-12-29T00:11:52.554Z,,,0,15.1,,,
2017-12-29T00:12:02.554Z,,,0,15.1,,,
2017-12-29T00:12:12.554Z,,,0,15.1,,,
2017-12-29T00:12:22.553Z,,,0,15.1,,16.1,
2017-12-29T00:12:32.558Z,,,,,,16.2,
2017-12-29T00:12:42.555Z,,,0,15.1,,,
2017-12-29T00:12:52.553Z,,,0,15.1,,16.1,
2017-12-29T00:13:02.555Z,,,0,15.1,,,
2017-12-29T00:13:12.556Z,,,0,15.1,,16.2,
2017-12-29T00:13:22.554Z,,,0,15.1,,16.1,
2017-12-29T00:13:32.554Z,,,0,15.1,,,
2017-12-29T00:13:42.554Z,,,0,15.1,,16.1,
2017-12-29T00:13:52.555Z,,,0,15.1,,,
2017-12-29T00:14:02.555Z,,,0,15.1,,,
2017-12-29T00:14:12.556Z,,,0,15.1,,,
2017-12-29T00:14:22.554Z,,,0,15.1,,16.1,
2017-12-29T00:14:32.560Z,,,0,15.1,,16.2,
2017-12-29T00:14:42.554Z,,,0,15.1,,16.1,
2017-12-29T00:14:52.554Z,,,0,15.1,,16.2,
2017-12-29T00:15:02.568Z,,,0,15.1,,16.1,
2017-12-29T00:15:12.554Z,,,0,15.1,,,
2017-12-29T00:15:22.555Z,,,0,15.1,,,
2017-12-29T00:15:42.558Z,,,0,15.1,,,
2017-12-29T00:15:52.559Z,,,0,15.1,,,
2017-12-29T00:16:02.556Z,,,0,15.1,,,
2017-12-29T00:16:12.557Z,,,0,15.1,,,
2017-12-29T00:16:22.554Z,,,0,15.1,,,
2017-12-29T00:16:32.568Z,,,0,15.1,,,
2017-12-29T00:16:42.555Z,,,0,15.1,,,
2017-12-29T00:16:52.554Z,,,0,15.1,,,
2017-12-29T00:17:02.554Z,,,0,15.1,,,
2017-12-29T00:17:12.553Z,,,0,15.1,,,
2017-12-29T00:17:22.556Z,,,0,15.1,,,
2017-12-29T00:17:32.555Z,,,0,15.1,,,
2017-12-29T00:17:42.556Z,,,0,15.1,,,
2017-12-29T00:17:52.554Z,,,0,15.1,,,
2017-12-29T00:18:02.554Z,,,0,15.1,,,
2017-12-29T00:18:12.553Z,,,0,15.1,,,
2017-12-29T00:18:22.554Z,,,0,15.1,,,
2017-12-29T00:18:32.555Z,,,0,15.1,,,
2017-12-29T00:18:42.554Z,,,0,15.1,,,
