Time,ChActive,HwTSet,HwActive,HwTOutlet,PrimTSet,PrimT,ActPow
2017-12-15T04:50:28.709Z,,0,,18.5,,29.4,
2017-12-15T04:50:38.713Z,,0,,18.5,,,
2017-12-15T04:50:48.705Z,,0,,18.5,,,
2017-12-15T04:50:58.705Z,,0,,18.5,,,
2017-12-15T04:51:08.706Z,,0,,18.5,,,
2017-12-15T04:51:18.708Z,,0,,18.5,,,
2017-12-15T04:51:28.881Z,,0,,18.5,,,
2017-12-15T04:51:38.706Z,,0,,18.5,,,
2017-12-15T04:51:48.932Z,,0,,18.5,,,
2017-12-15T04:51:58.707Z,,0,,18.5,,,
2017-12-15T04:52:08.705Z,,0,,18.5,,,
2017-12-15T04:52:18.713Z,,0,,18.5,,,
2017-12-15T04:52:28.706Z,,0,,18.5,,,
2017-12-15T04:52:38.711Z,,0,,18.5,,,
2017-12-15T04:52:48.708Z,,0,,18.5,,,
2017-12-15T04:52:58.708Z,,0,,18.5,,,
2017-12-15T04:53:13.823Z,,0,,18.5,,,
2017-12-15T04:53:18.705Z,,0,,18.5,,29.3,
2017-12-15T04:53:28.725Z,,0,,18.5,,,
2017-12-15T04:53:38.708Z,,0,,18.5,,,
2017-12-15T04:53:53.726Z,,0,,18.5,,,
2017-12-15T04:53:58.725Z,,0,,18.4,,,
2017-12-15T04:54:08.923Z,,0,,18.4,,,
2017-12-15T04:54:18.737Z,,0,,18.4,,,
2017-12-15T04:54:28.712Z,,0,,18.4,,,
2017-12-15T04:54:38.706Z,,0,,18.4,,,
2017-12-15T04:54:48.708Z,,0,,18.4,,,
2017-12-15T04:54:58.713Z,,0,,18.4,,,
2017-12-15T04:55:08.706Z,,0,,18.4,,,
2017-12-15T04:55:18.710Z,,0,,18.4,,,
2017-12-15T04:55:28.708Z,,0,,18.4,,,
2017-12-15T04:55:38.705Z,,0,,18.4,,29.2,
2017-12-15T04:55:48.706Z,,0,,18.4,,,
2017-12-15T04:55:58.706Z,,0,,18.4,,,
2017-12-15T04:56:08.924Z,,0,,18.4,,,
2017-12-15T04:56:18.714Z,,0,,18.4,,,
2017-12-15T04:56:28.706Z,,0,,18.4,,,
2017-12-15T04:56:38.709Z,,0,,18.4,,,
2017-12-15T04:56:48.706Z,,0,,18.4,,,
2017-12-15T04:56:58.712Z,,0,,18.4,,,
2017-12-15T04:57:08.706Z,,0,,18.4,,,
2017-12-15T04:57:18.706Z,,0,,18.4,,,
2017-12-15T04:57:28.712Z,,0,,18.4,,,
2017-12-15T04:57:38.875Z,,0,,18.4,,,
2017-12-15T04:57:48.706Z,,0,,18.4,,,
2017-12-15T04:57:58.723Z,,0,,18.4,,,
2017-12-15T04:58:08.715Z,,0,,18.4,,,
2017-12-15T04:58:18.706Z,,0,,18.4,,29,
2017-12-15T04:58:28.708Z,,0,,18.4,,,
2017-12-15T04:58:38.706Z,,0,,18.4,,,
2017-12-15T04:58:48.707Z,,0,,18.4,,,
2017-12-15T04:58:58.715Z,,0,,18.4,,,
2017-12-15T04:59:08.706Z,,0,,18.4,,,
2017-12-15T04:59:18.712Z,,0,,18.4,,,
2017-12-15T04:59:28.706Z,,0,,18.4,,,
2017-12-15T04:59:38.707Z,,0,,18.4,,,
2017-12-15T04:59:48.707Z,,0,,18.4,,,
2017-12-15T04:59:58.708Z,,0,,18.4,,,
2017-12-15T05:00:08.709Z,,0,,18.4,,,
2017-12-15T05:00:18.706Z,,0,,18.4,,,
2017-12-15T05:00:28.707Z,,0,,18.4,,29,
2017-12-15T05:00:38.711Z,,0,,18.4,,28.9,
2017-12-15T05:00:48.707Z,,0,,18.4,,,
2017-12-15T05:00:58.706Z,,0,,18.4,,,
2017-12-15T05:01:08.706Z,,0,,18.4,,,
2017-12-15T05:01:18.738Z,,0,,18.4,,,
2017-12-15T05:01:28.709Z,,0,,18.4,,,
2017-12-15T05:01:38.707Z,0,0,0,18.4,5,28.9,0
2017-12-15T05:01:48.707Z,,0,,18.4,,,
2017-12-15T05:01:58.708Z,,0,,18.4,,,
2017-12-15T05:02:08.707Z,,0,,18.4,,,
2017-12-15T05:02:18.707Z,,0,,18.4,,,
2017-12-15T05:02:28.707Z,,0,,18.4,,,
2017-12-15T05:02:38.707Z,,0,,18.4,,,
2017-12-15T05:02:48.709Z,,0,,18.4,,,
2017-12-15T05:02:58.710Z,,0,,18.4,,,
2017-12-15T05:03:08.707Z,,0,,18.4,,,
2017-12-15T05:03:18.716Z,,0,,18.4,,28.8,
2017-12-15T05:03:28.709Z,,0,,18.4,,,
2017-12-15T05:03:38.708Z,,0,,18.4,,,
2017-12-15T05:03:48.707Z,,0,,18.4,,,
2017-12-15T05:03:58.707Z,,0,,18.4,,,
2017-12-15T05:04:08.722Z,,0,,18.4,,,
2017-12-15T05:04:18.845Z,,0,,18.4,,,
2017-12-15T05:04:28.916Z,,0,,18.4,,,
2017-12-15T05:04:38.825Z,,0,,18.2,,,
2017-12-15T05:04:48.857Z,,0,,18.2,,,
2017-12-15T05:04:58.728Z,,0,,18.2,,,
2017-12-15T05:05:08.707Z,,0,,18.2,,,
2017-12-15T05:05:18.720Z,,0,,18.2,,,
2017-12-15T05:05:28.712Z,,0,,18.2,,,
2017-12-15T05:05:38.707Z,,0,,18.2,,,
2017-12-15T05:05:48.708Z,,0,,18.2,,,
2017-12-15T05:05:58.710Z,,0,,18.2,,,
2017-12-15T05:06:08.707Z,,0,,18.2,,28.7,
2017-12-15T05:06:18.707Z,,0,,18.2,,,
2017-12-15T05:06:28.710Z,,0,,18.2,,,
2017-12-15T05:06:38.708Z,,0,,18.2,,,
2017-12-15T05:06:48.710Z,,0,,18.2,,,
2017-12-15T05:06:58.707Z,,0,,18.2,,,
2017-12-15T05:07:08.708Z,,0,,18.2,,,
2017-12-15T05:07:18.707Z,,0,,18.2,,,
2017-12-15T05:07:28.710Z,,0,,18.2,,,
2017-12-15T05:07:38.707Z,,0,,18.2,,,
2017-12-15T05:07:48.709Z,,0,,18.2,,,
2017-12-15T05:07:58.707Z,,0,,18.2,,,
2017-12-15T05:08:08.707Z,,0,,18.2,,,
2017-12-15T05:08:18.711Z,,0,,18.2,,,
2017-12-15T05:08:28.722Z,,0,,18.2,,28.6,
2017-12-15T05:08:38.708Z,,0,,18.2,,,
2017-12-15T05:08:48.707Z,,0,,18.2,,,
2017-12-15T05:08:58.708Z,,0,,18.2,,,
2017-12-15T05:09:08.712Z,,0,,18.2,,,
2017-12-15T05:09:18.707Z,,0,,18.2,,,
2017-12-15T05:09:28.708Z,,0,,18.2,,,
2017-12-15T05:09:38.707Z,,0,,18.2,,,
2017-12-15T05:09:48.707Z,,0,,18.2,,,
2017-12-15T05:09:58.715Z,,0,,18.2,,,
2017-12-15T05:10:08.708Z,,0,,18.2,,,
2017-12-15T05:10:18.707Z,,0,,18.2,,,
2017-12-15T05:10:28.722Z,,0,,18.2,,,
2017-12-15T05:10:38.707Z,,0,,18.2,,,
2017-12-15T05:10:48.708Z,,0,,18.2,,,
2017-12-15T05:10:58.713Z,,0,,18.2,,28.4,
2017-12-15T05:11:08.708Z,,0,,18.2,,,
2017-12-15T05:11:18.709Z,,0,,18.2,,,
2017-12-15T05:11:28.714Z,,0,,18.2,,,
2017-12-15T05:11:38.712Z,,0,,18.2,,,
2017-12-15T05:11:48.708Z,,0,,18.2,,,
2017-12-15T05:11:58.707Z,,0,,18.2,,,
2017-12-15T05:12:08.708Z,,0,,18.2,,,
2017-12-15T05:12:18.727Z,,0,,18.2,,,
2017-12-15T05:12:28.708Z,,0,,18.2,,,
2017-12-15T05:12:38.708Z,,0,,18.2,,,
2017-12-15T05:12:48.708Z,,0,,18.2,,,
2017-12-15T05:12:58.707Z,,0,,18.2,,,
2017-12-15T05:13:08.710Z,,0,,18.2,,,
2017-12-15T05:13:18.708Z,,0,,18.2,,,
2017-12-15T05:13:28.708Z,,0,,18.2,,,
2017-12-15T05:13:38.708Z,,0,,18.2,,,
2017-12-15T05:13:48.708Z,,0,,18.2,,28.3,
2017-12-15T05:13:58.711Z,,0,,18.2,,,
2017-12-15T05:14:08.708Z,,0,,18.2,,,
2017-12-15T05:14:18.709Z,,0,,18.2,,,
2017-12-15T05:14:28.713Z,,0,,18.2,,,
2017-12-15T05:14:38.708Z,,0,,18.2,,,
2017-12-15T05:14:48.709Z,,0,,18.1,,,
2017-12-15T05:14:58.708Z,,0,,18.2,,,
2017-12-15T05:15:08.708Z,,0,,18.1,,,
2017-12-15T05:15:18.710Z,,0,,18.1,,,
2017-12-15T05:15:28.708Z,,0,,18.1,,,
2017-12-15T05:15:38.708Z,,0,,18.1,,,
2017-12-15T05:15:48.709Z,,0,,18.1,,,
2017-12-15T05:15:58.745Z,,0,,18.1,,,
2017-12-15T05:16:08.716Z,,0,,18.2,,,
2017-12-15T05:16:18.729Z,,0,,18.1,,28.2,
2017-12-15T05:16:28.717Z,,0,,18.2,,,
2017-12-15T05:16:38.713Z,,0,,18.1,,,
2017-12-15T05:16:48.709Z,,0,,18.1,,,
2017-12-15T05:16:58.709Z,,0,,18.1,,,
2017-12-15T05:17:08.711Z,,0,,18.1,,,
2017-12-15T05:17:18.709Z,,0,,18.1,,,
2017-12-15T05:17:28.709Z,,0,,18.1,,,
2017-12-15T05:17:38.709Z,,0,,18.1,,,
2017-12-15T05:17:48.722Z,,0,,18.1,,,
2017-12-15T05:17:58.715Z,,0,,18.1,,,
2017-12-15T05:18:08.709Z,,0,,18.1,,,
2017-12-15T05:18:18.709Z,,0,,18.1,,,
2017-12-15T05:18:28.713Z,,0,,18.1,,,
2017-12-15T05:18:38.717Z,,0,,18.1,,,
2017-12-15T05:18:48.709Z,,0,,18.1,,,
2017-12-15T05:18:58.710Z,,0,,18.1,,,
2017-12-15T05:19:08.987Z,,0,,18.1,,,
2017-12-15T05:19:18.709Z,,0,,18.1,,28.1,
2017-12-15T05:19:28.719Z,,0,,18.1,,,
2017-12-15T05:19:38.717Z,,0,,18.1,,,
2017-12-15T05:19:48.710Z,,0,,18.1,,,
2017-12-15T05:19:58.709Z,,0,,18.1,,,
2017-12-15T05:20:08.721Z,,0,,18.1,,,
2017-12-15T05:20:18.710Z,,0,,18.1,,,
2017-12-15T05:20:28.709Z,,0,,18.1,,,
2017-12-15T05:20:38.709Z,,0,,18.1,,,
2017-12-15T05:20:48.709Z,,0,,18.1,,,
2017-12-15T05:20:58.709Z,,0,,18.1,,,
2017-12-15T05:21:08.710Z,,0,,18.1,,,
2017-12-15T05:21:18.715Z,,0,,18.1,,,
2017-12-15T05:21:28.710Z,,0,,18.1,,,
2017-12-15T05:21:38.748Z,,0,,18.1,,,
2017-12-15T05:21:48.815Z,,0,,18.1,,28,
2017-12-15T05:21:58.715Z,,0,,18.1,,,
2017-12-15T05:22:08.713Z,,0,,18.1,,28.1,
2017-12-15T05:22:18.711Z,,0,,18.1,,28,
2017-12-15T05:22:28.709Z,,0,,18.1,,,
2017-12-15T05:22:38.710Z,,0,,18.1,,,
2017-12-15T05:22:48.709Z,,0,,18.1,,,
2017-12-15T05:22:58.709Z,,0,,18.1,,,
2017-12-15T05:23:08.709Z,,0,,18.1,,,
2017-12-15T05:23:18.726Z,,0,,18.1,,,
2017-12-15T05:23:28.714Z,,0,,18.1,,,
2017-12-15T05:23:38.709Z,,0,,18.1,,,
2017-12-15T05:23:48.710Z,,0,,18.1,,,
2017-12-15T05:23:58.727Z,,0,,18.1,,,
2017-12-15T05:24:08.712Z,,0,,18.1,,,
2017-12-15T05:24:18.709Z,,0,,18.1,,,
2017-12-15T05:24:28.710Z,,0,,18.1,,,
2017-12-15T05:24:38.711Z,,0,,18.1,,,
2017-12-15T05:24:48.709Z,,0,,18.1,,,
2017-12-15T05:24:58.714Z,,0,,18.1,,28,
2017-12-15T05:25:08.710Z,,0,,18.1,,27.8,
2017-12-15T05:25:18.709Z,,0,,18.1,,27.8,
2017-12-15T05:25:28.710Z,,0,,18.1,,,
2017-12-15T05:25:38.712Z,,0,,18.1,,,
2017-12-15T05:25:48.710Z,,0,,18.1,,,
2017-12-15T05:25:58.710Z,,0,,18.1,,,
2017-12-15T05:26:08.711Z,,0,,17.9,,,
2017-12-15T05:26:18.709Z,,0,,18.1,,,
2017-12-15T05:26:28.710Z,,0,,18.1,,,
2017-12-15T05:26:38.709Z,,0,,18.1,,,
2017-12-15T05:26:48.710Z,,0,,18.1,,,
2017-12-15T05:26:58.712Z,,0,,18.1,,,
2017-12-15T05:27:08.709Z,,0,,18.1,,,
2017-12-15T05:27:18.710Z,,0,,18.1,,,
2017-12-15T05:27:28.754Z,,0,,18.1,,,
2017-12-15T05:27:38.710Z,,0,,18.1,,,
2017-12-15T05:27:48.714Z,,0,,17.9,,,
2017-12-15T05:27:58.710Z,,0,,18.1,,,
2017-12-15T05:28:08.714Z,,0,,18.1,,,
2017-12-15T05:28:18.710Z,,0,,17.9,,,
2017-12-15T05:28:28.710Z,,0,,18.1,,27.7,
2017-12-15T05:28:38.714Z,,0,,17.9,,,
2017-12-15T05:28:48.710Z,,0,,17.9,,,
2017-12-15T05:28:58.721Z,,0,,17.9,,,
2017-12-15T05:29:08.710Z,,0,,17.9,,,
2017-12-15T05:29:18.710Z,,0,,17.9,,,
2017-12-15T05:29:28.711Z,,0,,17.9,,,
2017-12-15T05:29:38.711Z,,0,,17.9,,,
2017-12-15T05:29:48.710Z,,0,,17.9,,,
2017-12-15T05:29:58.711Z,,0,,17.9,,,
2017-12-15T05:30:08.710Z,,0,,17.9,,,
2017-12-15T05:30:18.711Z,1,54,0,17.9,62,29,
2017-12-15T05:30:28.710Z,1,54,0,17.9,,27.5,45
2017-12-15T05:30:38.711Z,,54,,17.9,,28.6,34
2017-12-15T05:30:48.710Z,,54,,17.9,,27.8,30
2017-12-15T05:30:58.712Z,,54,,17.9,,26.6,30
2017-12-15T05:31:08.710Z,,54,,17.9,,25.4,30
2017-12-15T05:31:18.717Z,,54,,17.9,,24.9,30
2017-12-15T05:31:28.711Z,,54,,17.9,,25.1,30
2017-12-15T05:31:38.712Z,,54,,17.9,,25.8,29
2017-12-15T05:31:48.711Z,,54,,18.1,,26.3,
2017-12-15T05:31:58.738Z,,54,,17.9,,26.5,
2017-12-15T05:32:08.724Z,,54,,17.9,,26.6,
2017-12-15T05:32:18.710Z,,54,,17.9,,27.1,34
2017-12-15T05:32:28.714Z,,54,,18.1,,29,44
2017-12-15T05:32:38.714Z,,54,,18.1,,31.1,51
2017-12-15T05:32:48.713Z,,54,,18.1,,33.1,59
2017-12-15T05:32:58.710Z,,54,,18.1,,35.2,67
2017-12-15T05:33:08.711Z,,54,,18.1,,37.2,74
2017-12-15T05:33:18.711Z,,54,,18.1,,39.2,82
2017-12-15T05:33:28.721Z,,54,,18.1,,41,89
2017-12-15T05:33:38.710Z,,54,,18.1,,43.1,96
2017-12-15T05:33:48.711Z,,54,,18.1,,45.2,100
2017-12-15T05:33:58.712Z,,54,,18.1,,46.1,
2017-12-15T05:34:08.710Z,,54,,18.1,,47.3,
2017-12-15T05:34:18.710Z,,54,,18.1,,48.3,99
2017-12-15T05:34:28.711Z,,54,,18.2,,49.2,100
2017-12-15T05:34:38.711Z,,54,,18.2,,50.1,
2017-12-15T05:34:48.713Z,,54,,18.2,,51.1,
2017-12-15T05:34:58.738Z,,54,,18.2,,52.1,
2017-12-15T05:35:08.726Z,,54,,18.2,,53.1,
2017-12-15T05:35:18.711Z,,54,,18.4,,54.1,
2017-12-15T05:35:28.710Z,,54,,18.4,,55.2,99
2017-12-15T05:35:38.726Z,,54,,18.4,,56.3,100
2017-12-15T05:35:48.714Z,,54,,18.4,,57.3,100
2017-12-15T05:35:58.713Z,,54,,18.5,,58.3,
2017-12-15T05:36:08.711Z,,54,,18.5,,59.3,
2017-12-15T05:36:18.711Z,,54,,18.5,,60.2,
2017-12-15T05:36:28.711Z,,54,,18.5,,61.3,
2017-12-15T05:36:38.711Z,,54,,18.6,,62.2,
2017-12-15T05:36:48.723Z,,54,,18.6,,63.1,94
2017-12-15T05:36:58.713Z,,54,,18.6,,63.2,84
2017-12-15T05:37:08.711Z,,54,,18.8,,62.7,75
2017-12-15T05:37:18.947Z,,54,,18.8,,62.2,71
2017-12-15T05:37:28.710Z,,54,,18.8,,62.1,70
2017-12-15T05:37:38.711Z,,54,,18.9,,62.5,67
2017-12-15T05:37:48.711Z,,54,,18.9,,62.7,62
2017-12-15T05:37:58.714Z,,54,,19,,62.6,56
2017-12-15T05:38:08.714Z,,54,,19,,62.4,51
2017-12-15T05:38:18.712Z,,54,,19.2,,62.1,49
2017-12-15T05:38:28.711Z,,54,,19.2,,62.2,48
2017-12-15T05:38:38.712Z,,54,,19.3,,62.5,45
2017-12-15T05:38:48.711Z,,54,,19.4,,62.4,41
2017-12-15T05:38:58.716Z,,54,,19.4,,62.1,39
2017-12-15T05:39:08.712Z,,54,,19.6,,,38
2017-12-15T05:39:23.802Z,,54,,19.6,,,37
2017-12-15T05:39:28.711Z,,54,,19.7,,62.2,35
2017-12-15T05:39:38.711Z,,54,,19.7,,,34
2017-12-15T05:39:48.712Z,,54,,19.8,,62.1,33
2017-12-15T05:39:58.715Z,,54,,20,,,32
2017-12-15T05:40:08.711Z,,54,,20,,62,
2017-12-15T05:40:18.711Z,,54,,20.1,,,
2017-12-15T05:40:28.712Z,,54,,20.1,,62.1,
2017-12-15T05:40:38.712Z,,54,,20.2,,,31
2017-12-15T05:40:48.714Z,,54,,20.4,,62,
2017-12-15T05:40:58.715Z,,54,,20.5,,,30
2017-12-15T05:41:08.712Z,,54,,20.5,,62.1,31
2017-12-15T05:41:18.715Z,,54,,20.6,,62,30
2017-12-15T05:41:28.732Z,,54,,20.6,,,
2017-12-15T05:41:38.723Z,,54,,20.8,,62.1,
2017-12-15T05:41:48.716Z,,54,,20.9,,62,
2017-12-15T05:41:58.715Z,,54,,20.9,,,
2017-12-15T05:42:08.728Z,,54,,21.1,,62.1,
2017-12-15T05:42:18.711Z,,54,,21.2,,62,
2017-12-15T05:42:28.712Z,,54,,21.2,,,
2017-12-15T05:42:38.713Z,,54,,21.3,,,
2017-12-15T05:42:48.712Z,,54,,21.5,,,
2017-12-15T05:42:58.712Z,,54,,21.5,,,
2017-12-15T05:43:08.712Z,,54,,21.6,,,29
2017-12-15T05:43:18.731Z,,54,,21.7,,,30
2017-12-15T05:43:28.711Z,,54,,21.7,,,
2017-12-15T05:43:38.716Z,,54,,21.9,,62.1,
2017-12-15T05:43:48.740Z,,54,,21.9,,,29
2017-12-15T05:43:58.712Z,,54,,22,,,
2017-12-15T05:44:08.713Z,,54,,22.1,,,
2017-12-15T05:44:18.723Z,,54,,22.1,,,
2017-12-15T05:44:28.713Z,,54,,22.2,,,
2017-12-15T05:44:38.712Z,,54,,22.2,,62.2,30
2017-12-15T05:44:48.751Z,,54,,22.4,,,29
2017-12-15T05:44:58.711Z,,54,,22.5,,,
2017-12-15T05:45:08.712Z,,54,,22.5,,62.4,
2017-12-15T05:45:18.712Z,,54,,22.6,,,
2017-12-15T05:45:28.716Z,,54,,22.7,,62.5,30
2017-12-15T05:45:38.712Z,,54,,22.7,,,
2017-12-15T05:45:48.712Z,,54,,22.8,,,
2017-12-15T05:45:58.751Z,,54,,22.8,,,
2017-12-15T05:46:08.713Z,,54,,23,,62.6,
2017-12-15T05:46:18.712Z,,54,,23.1,,,29
2017-12-15T05:46:28.714Z,,54,,23.1,,62.7,
2017-12-15T05:46:38.713Z,,54,,23.2,,,
2017-12-15T05:46:48.713Z,,54,,23.2,,,
2017-12-15T05:46:58.722Z,,54,,23.2,,,30
2017-12-15T05:47:08.712Z,,54,,23.3,,,
2017-12-15T05:47:18.713Z,,54,,23.4,,,
2017-12-15T05:47:28.712Z,,54,,23.4,,62.8,29
2017-12-15T05:47:38.713Z,,54,,23.6,,62.9,30
2017-12-15T05:47:48.731Z,,54,,23.7,,,
2017-12-15T05:47:58.738Z,,54,,23.8,,63.1,29
2017-12-15T05:48:08.712Z,,54,,23.9,,,
2017-12-15T05:48:18.719Z,,54,,23.9,,,30
2017-12-15T05:48:28.716Z,,54,,24,,63.2,29
2017-12-15T05:48:38.712Z,,54,,24.2,,,30
2017-12-15T05:48:48.713Z,,54,,24.3,,63.3,
2017-12-15T05:48:58.717Z,,54,,24.3,,,
2017-12-15T05:49:08.712Z,,54,,24.4,,63.4,
2017-12-15T05:49:18.715Z,,54,,24.5,,,29
2017-12-15T05:49:28.715Z,,54,,24.7,,,30
2017-12-15T05:49:38.721Z,,54,,24.7,,63.5,
2017-12-15T05:49:48.713Z,,54,,24.8,,63.6,
2017-12-15T05:49:58.720Z,,54,,24.9,,,
2017-12-15T05:50:08.713Z,0,54,2,48.5,0,64.2,30
2017-12-15T05:50:18.726Z,0,54,0,61,,60.4,0
2017-12-15T05:50:28.714Z,,54,,58.7,,59.1,
2017-12-15T05:50:38.713Z,,54,,58.3,,58.9,
2017-12-15T05:50:48.714Z,,54,,58,,59,
2017-12-15T05:50:58.713Z,,54,,57.5,,60,
2017-12-15T05:51:08.713Z,,54,,57.2,,60.7,
2017-12-15T05:51:18.713Z,0,54,2,56.9,0,61.2,
2017-12-15T05:51:29.582Z,0,54,0,49.7,,60.4,
2017-12-15T05:51:38.998Z,,54,,45.5,,56.2,
2017-12-15T05:51:49.124Z,,54,,45.2,,56.1,
2017-12-15T05:52:07.242Z,,54,,45.1,,57.1,
2017-12-15T05:52:13.109Z,,54,,45.1,,58,
2017-12-15T05:52:21.680Z,,54,,45,,58.1,
2017-12-15T05:52:28.771Z,1,54,0,45,62,58,
2017-12-15T05:52:38.725Z,1,54,0,44.9,,59.5,40
2017-12-15T05:52:48.784Z,,54,,44.8,,63.4,29
2017-12-15T05:52:58.720Z,0,54,2,54.2,0,63.5,0
2017-12-15T05:53:08.714Z,0,54,2,21.6,,65.6,53
2017-12-15T05:53:18.726Z,,54,,55,,57.9,53
2017-12-15T05:53:28.713Z,,54,,55,,56.8,60
2017-12-15T05:53:38.713Z,,54,,54.7,,56.6,65
2017-12-15T05:53:48.718Z,,54,,54.7,,56.5,61
2017-12-15T05:53:58.713Z,,54,,54.4,,56.3,
2017-12-15T05:54:08.715Z,,54,,55,,55.7,42
2017-12-15T05:54:18.714Z,,54,,54,,54.9,49
2017-12-15T05:54:28.713Z,,54,,53.5,,54.5,53
2017-12-15T05:54:38.713Z,,54,,53.4,,,56
2017-12-15T05:54:48.717Z,0,54,0,53.5,,54.1,0
2017-12-15T05:54:58.714Z,,54,,53.1,,53.7,
2017-12-15T05:55:08.718Z,,54,,52.7,,53.5,
2017-12-15T05:55:18.728Z,,54,,52.5,,54.6,
2017-12-15T05:55:28.725Z,,54,,52.2,,56,
2017-12-15T05:55:38.714Z,,54,,52,,56.6,
2017-12-15T05:55:48.714Z,1,54,0,51.8,62,56.8,
2017-12-15T05:55:58.715Z,1,54,0,51.5,,57.6,40
2017-12-15T05:56:08.714Z,,54,,51.3,,61.2,30
2017-12-15T05:56:18.714Z,,54,,51,,60.8,
2017-12-15T05:56:28.714Z,,54,,50.8,,59.9,30
2017-12-15T05:56:38.714Z,,54,,50.6,,59.9,30
2017-12-15T05:56:48.715Z,,54,,50.4,,,
2017-12-15T05:56:58.713Z,,54,,50.2,,59.6,29
2017-12-15T05:57:08.714Z,,54,,50,,59.4,30
2017-12-15T05:57:18.713Z,,54,,49.7,,59.1,29
2017-12-15T05:57:28.714Z,,54,,49.4,,,
2017-12-15T05:57:38.714Z,,54,,49.2,,59.3,
2017-12-15T05:57:53.848Z,,54,,49,,59.7,30
2017-12-15T05:57:58.714Z,,54,,48.8,,60,
2017-12-15T05:58:08.714Z,,54,,48.6,,60.5,31
2017-12-15T05:58:18.714Z,,54,,48.4,,60.8,
2017-12-15T05:58:28.714Z,,54,,48.1,,61.1,
2017-12-15T05:58:38.910Z,,54,,48,,61.3,
2017-12-15T05:58:48.714Z,,54,,47.8,,61.4,
2017-12-15T05:58:58.722Z,,54,,47.6,,61.5,
2017-12-15T05:59:08.713Z,,54,,47.4,,61.6,
2017-12-15T05:59:18.742Z,,54,,47.3,,61.8,
2017-12-15T05:59:28.720Z,,54,,47.1,,62,
2017-12-15T05:59:38.717Z,,54,,46.9,,61.9,
2017-12-15T05:59:48.714Z,,54,,46.7,,,
2017-12-15T05:59:58.715Z,,54,,46.6,,62,
2017-12-15T06:00:08.714Z,,54,,46.4,,62.1,30
2017-12-15T06:00:18.714Z,,54,,46.2,,62.2,
2017-12-15T06:00:28.714Z,,54,,46.1,,62.4,
2017-12-15T06:00:38.716Z,,54,,45.9,,62.5,29
2017-12-15T06:00:48.714Z,,54,,45.8,,62.6,
2017-12-15T06:00:58.721Z,,54,,45.6,,62.7,30
2017-12-15T06:01:08.714Z,,54,,45.5,,62.8,
2017-12-15T06:01:18.719Z,,54,,45.3,,63.1,
2017-12-15T06:01:28.715Z,,54,,45.2,,63.2,
2017-12-15T06:01:38.714Z,,54,,45.1,,63.3,29
2017-12-15T06:01:48.928Z,1,54,0,44.9,62,63.4,29
2017-12-15T06:01:58.714Z,,54,,44.8,,63.5,
2017-12-15T06:02:08.714Z,,54,,44.7,,63.6,30
2017-12-15T06:02:18.714Z,,54,,44.4,,63.8,29
2017-12-15T06:02:28.715Z,,54,,44.3,,,30
2017-12-15T06:02:38.725Z,,54,,44.2,,64,29
2017-12-15T06:02:48.715Z,,54,,44.1,,,30
2017-12-15T06:02:58.722Z,,54,,44,,64.1,29
2017-12-15T06:03:08.715Z,,54,,43.9,,64.2,
2017-12-15T06:03:18.716Z,,54,,43.7,,64.4,
2017-12-15T06:03:28.715Z,,54,,43.6,,64.5,30
2017-12-15T06:03:38.714Z,,54,,43.5,,64.6,
2017-12-15T06:03:48.715Z,,54,,43.4,,64.7,29
2017-12-15T06:03:58.723Z,,54,,43.3,,64.8,30
2017-12-15T06:04:08.715Z,,54,,43.2,,64.9,
2017-12-15T06:04:18.717Z,,54,,43.1,,65.1,29
2017-12-15T06:04:28.718Z,,54,,43,,65.2,30
2017-12-15T06:04:38.715Z,,54,,42.9,,65.3,29
2017-12-15T06:04:49.191Z,,54,,42.8,,65.4,
2017-12-15T06:04:58.724Z,,54,,42.7,,65.5,
2017-12-15T06:05:08.716Z,,54,,42.6,,,
2017-12-15T06:05:18.716Z,,54,,42.5,,65.6,30
2017-12-15T06:05:28.752Z,,54,,42.4,,65.8,29
2017-12-15T06:05:38.716Z,,54,,42.3,,65.9,
2017-12-15T06:05:48.715Z,1,54,0,42.2,,64.5,0
2017-12-15T06:05:58.716Z,,54,,42.1,,61.8,
2017-12-15T06:06:08.716Z,,54,,42,,60.8,
2017-12-15T06:06:18.715Z,,54,,41.9,,60.2,
2017-12-15T06:06:28.716Z,,54,,41.9,,59.9,
2017-12-15T06:06:38.714Z,,54,,41.8,,,
2017-12-15T06:06:48.715Z,,54,,41.7,,,
2017-12-15T06:06:58.723Z,,54,,41.6,,59.8,
2017-12-15T06:07:08.715Z,,54,,41.6,,59.6,
2017-12-15T06:07:18.736Z,,54,,41.5,,59.5,
2017-12-15T06:07:28.715Z,,54,,41.4,,59.3,
2017-12-15T06:07:38.715Z,,54,,41.3,,58.9,
2017-12-15T06:07:48.715Z,,54,,41.2,,58.6,
2017-12-15T06:07:58.715Z,,54,,41.2,,58.3,
2017-12-15T06:08:08.721Z,,54,,41.1,,58.1,
2017-12-15T06:08:18.717Z,,54,,40.9,,57.8,
2017-12-15T06:08:28.715Z,,54,,40.8,,57.3,
2017-12-15T06:08:38.715Z,,54,,40.7,,56.9,
2017-12-15T06:08:48.717Z,,54,,40.7,,56.7,
2017-12-15T06:08:58.714Z,,54,,40.6,,56.4,
2017-12-15T06:09:08.715Z,,54,,40.5,,56.2,
2017-12-15T06:09:18.731Z,1,54,0,40.5,,55.9,44
