Time,HwTSet,PrimTSet,ChActive,HwActive,HwTOutlet,ActPow,PrimT
2017-11-18T03:39:47.663Z,0,,,,32,,
2017-11-18T03:39:57.665Z,0,,,,32,,
2017-11-18T03:40:07.665Z,0,,,,32,,47
2017-11-18T03:40:17.661Z,0,,,,32,,
2017-11-18T03:40:27.661Z,0,,,,31.9,,
2017-11-18T03:40:37.661Z,0,57,1,0,31.9,,47.2
2017-11-18T03:40:47.662Z,0,5,0,0,31.9,0,51.9
2017-11-18T03:40:57.662Z,0,57,1,0,31.9,45,48.5
2017-11-18T03:41:07.679Z,0,,,,31.9,31,55.4
2017-11-18T03:41:17.664Z,0,5,0,0,31.8,0,53.3
2017-11-18T03:41:27.671Z,0,57,1,0,31.8,45,49.3
2017-11-18T03:41:37.662Z,0,,,,31.8,32,55.2
2017-11-18T03:41:47.665Z,0,,,,31.8,30,55.9
2017-11-18T03:41:57.662Z,0,,,,31.8,30,54.8
2017-11-18T03:42:07.667Z,0,,,,31.8,29,
2017-11-18T03:42:17.667Z,0,,,,31.6,29,55.1
2017-11-18T03:42:27.663Z,0,,,,31.6,,55.1
2017-11-18T03:42:37.664Z,0,,,,31.6,,
2017-11-18T03:42:47.662Z,0,,,,31.6,30,55.4
2017-11-18T03:42:57.662Z,0,,,,31.6,29,55.9
2017-11-18T03:43:07.662Z,0,,,,31.6,30,56.4
2017-11-18T03:43:17.671Z,0,,,,31.6,29,57
2017-11-18T03:43:27.662Z,0,,,,31.6,29,57.2
2017-11-18T03:43:37.662Z,0,,,,31.6,,57.6
2017-11-18T03:43:47.662Z,0,,,,31.6,30,58.3
2017-11-18T03:43:57.663Z,0,,,,31.6,29,58.9
2017-11-18T03:44:07.662Z,0,,,,31.6,30,59.6
2017-11-18T03:44:17.662Z,0,,,,31.6,30,60.1
2017-11-18T03:44:27.663Z,0,,,,31.6,,59.7
2017-11-18T03:44:37.662Z,0,,,,31.5,30,60
2017-11-18T03:44:47.662Z,0,,,,31.6,,60.1
2017-11-18T03:44:57.663Z,0,,,,31.6,29,60.5
2017-11-18T03:45:07.736Z,0,,,,31.6,30,60.7
2017-11-18T03:45:17.666Z,0,,1,0,31.6,0,60.9
2017-11-18T03:45:27.751Z,0,,,,31.6,,56.9
2017-11-18T03:45:37.914Z,0,,,,31.6,,54.9
2017-11-18T03:45:48.223Z,0,,,,31.6,,54.1
2017-11-18T03:45:57.662Z,0,,,,31.6,,53.7
2017-11-18T03:46:07.663Z,0,,,,31.6,,53.5
2017-11-18T03:46:17.663Z,0,,,,31.6,,53.6
2017-11-18T03:46:27.665Z,0,,,,31.6,,53.7
2017-11-18T03:46:37.663Z,0,,,,31.6,,53.8
2017-11-18T03:46:47.668Z,0,,,,31.6,,
2017-11-18T03:46:57.668Z,0,,,,31.8,,
2017-11-18T03:47:07.663Z,0,,,,31.8,,53.7
2017-11-18T03:47:17.664Z,0,,,,31.8,,
2017-11-18T03:47:27.663Z,0,,,,31.8,,53.5
2017-11-18T03:47:37.662Z,0,,,,31.8,,53.2
2017-11-18T03:47:47.666Z,0,,,,31.8,,52.7
2017-11-18T03:47:57.663Z,0,,,,31.8,,52.1
2017-11-18T03:48:07.665Z,0,,,,31.8,,51.7
2017-11-18T03:48:17.663Z,0,,,,31.8,,51.4
2017-11-18T03:48:27.663Z,0,,,,31.8,,51.1
2017-11-18T03:48:37.663Z,0,,1,0,31.8,44,51
2017-11-18T03:48:47.663Z,0,,,,31.8,35,57.4
2017-11-18T03:48:57.663Z,0,,,,31.8,29,59.3
2017-11-18T03:49:07.663Z,0,,,,31.8,,60
2017-11-18T03:49:17.663Z,0,,,,31.8,,60.4
2017-11-18T03:49:27.663Z,0,,,,31.8,30,60.6
2017-11-18T03:49:37.665Z,0,,,,31.8,29,60.7
2017-11-18T03:49:47.664Z,0,,,,31.9,30,
2017-11-18T03:49:57.663Z,0,,,,31.9,29,60.6
2017-11-18T03:50:07.667Z,0,,,,31.9,,60.7
2017-11-18T03:50:17.663Z,0,,,,31.9,30,60.9
2017-11-18T03:50:27.663Z,0,,,,31.9,29,61.1
2017-11-18T03:50:37.664Z,0,,1,0,31.9,0,57.8
2017-11-18T03:50:47.668Z,0,,,,31.9,,54.7
2017-11-18T03:50:57.664Z,0,,,,31.9,,53
2017-11-18T03:51:07.664Z,0,,,,31.9,,52.7
2017-11-18T03:51:17.663Z,0,,,,31.9,,52.6
2017-11-18T03:51:27.663Z,0,,,,31.9,,52.8
2017-11-18T03:51:37.663Z,0,,,,31.9,,53
2017-11-18T03:51:47.663Z,0,,,,31.9,,53.3
2017-11-18T03:51:57.666Z,0,,,,32,,53.5
2017-11-18T03:52:07.669Z,0,,,,32,,53.6
2017-11-18T03:52:17.663Z,0,,,,32,,
2017-11-18T03:52:27.668Z,0,,,,32,,
2017-11-18T03:52:37.664Z,0,,,,32,,53.5
2017-11-18T03:52:47.665Z,0,,,,32,,53.1
2017-11-18T03:52:57.663Z,0,,,,32,,52.6
2017-11-18T03:53:07.666Z,0,,,,32,,51.8
2017-11-18T03:53:17.664Z,0,,,,32,,51.4
2017-11-18T03:53:27.664Z,0,,,,32,,51.1
2017-11-18T03:53:37.664Z,0,,1,0,32,45,51.2
2017-11-18T03:53:47.664Z,0,,,,32,33,57.3
2017-11-18T03:53:57.667Z,0,,,,32,29,59.1
2017-11-18T03:54:07.664Z,0,,,,32,30,60
2017-11-18T03:54:17.668Z,0,,,,32.1,,60.4
2017-11-18T03:54:27.664Z,0,,,,32.1,29,60.6
2017-11-18T03:54:37.665Z,0,,,,32.1,30,60.7
2017-11-18T03:54:47.664Z,0,,,,32.1,,60.8
2017-11-18T03:54:57.664Z,0,,,,32.1,29,
2017-11-18T03:55:07.664Z,0,,,,32.1,30,60.9
2017-11-18T03:55:17.664Z,0,,1,0,32.1,0,58.8
2017-11-18T03:55:27.665Z,0,,,,32.1,,54.8
2017-11-18T03:55:37.669Z,0,,,,32.1,,52.9
2017-11-18T03:55:47.664Z,0,,,,32.1,,52.1
2017-11-18T03:55:57.664Z,0,,,,32.1,,51.9
2017-11-18T03:56:07.664Z,0,,,,32.1,,52
2017-11-18T03:56:17.669Z,0,,,,32.1,,52.3
2017-11-18T03:56:27.664Z,0,,,,32.1,,52.8
2017-11-18T03:56:37.666Z,0,,,,32.1,,53
2017-11-18T03:56:47.664Z,0,,,,32.2,,53.2
2017-11-18T03:56:57.671Z,0,,,,32.2,,
2017-11-18T03:57:07.669Z,0,,,,32.2,,53.3
2017-11-18T03:57:17.665Z,0,,,,32.2,,53.2
2017-11-18T03:57:27.669Z,0,,,,32.2,,52.9
2017-11-18T03:57:37.665Z,0,,,,32.2,,52.4
2017-11-18T03:57:47.666Z,0,,,,32.2,,51.8
2017-11-18T03:57:57.664Z,0,,,,32.2,,51.2
2017-11-18T03:58:07.671Z,0,,,,32.2,,50.7
2017-11-18T03:58:17.669Z,0,,,,32.2,,50.4
2017-11-18T03:58:27.668Z,0,,,,32.2,,50.2
2017-11-18T03:58:37.665Z,0,,1,0,32.2,44,50.1
2017-11-18T03:58:47.666Z,0,,,,32.2,32,57.2
2017-11-18T03:58:57.664Z,0,,,,32.2,29,58.6
2017-11-18T03:59:07.670Z,0,,,,32.2,30,59.4
2017-11-18T03:59:17.669Z,0,,,,32.2,29,59.8
2017-11-18T03:59:27.668Z,0,,,,32.2,30,60
2017-11-18T03:59:37.666Z,0,,,,32.2,,
2017-11-18T03:59:47.668Z,0,,,,32.2,29,59.7
2017-11-18T03:59:57.667Z,0,,,,32.2,,59.9
2017-11-18T04:00:07.664Z,0,,,,32.3,29,60
2017-11-18T04:00:17.665Z,0,,,,32.3,30,60.1
2017-11-18T04:00:27.667Z,0,,,,32.3,29,
2017-11-18T04:00:37.668Z,0,,,,32.3,,60.2
2017-11-18T04:00:47.665Z,0,,,,32.3,30,60.4
2017-11-18T04:00:57.665Z,0,,1,0,32.3,0,61.1
2017-11-18T04:01:07.668Z,0,,,,32.3,,57.7
2017-11-18T04:01:17.671Z,0,,,,32.3,,54.9
2017-11-18T04:01:27.665Z,0,,,,32.3,,54
2017-11-18T04:01:37.665Z,0,,,,32.3,,53.6
2017-11-18T04:01:47.665Z,0,,,,32.3,,53.4
2017-11-18T04:01:57.668Z,0,,,,32.3,,
2017-11-18T04:02:07.673Z,0,,,,32.3,,53.5
2017-11-18T04:02:17.665Z,0,,,,32.3,,53.6
2017-11-18T04:02:27.669Z,0,,,,32.3,,
2017-11-18T04:02:37.667Z,0,,,,32.3,,53.5
2017-11-18T04:02:47.670Z,0,,,,32.3,,53.4
2017-11-18T04:02:57.665Z,0,,,,32.4,,53.3
2017-11-18T04:03:07.665Z,0,,,,32.4,,53.1
2017-11-18T04:03:17.669Z,0,,,,32.4,,52.7
2017-11-18T04:03:27.665Z,0,,,,32.4,,51.9
2017-11-18T04:03:37.666Z,0,,,,32.4,,51.5
2017-11-18T04:03:47.667Z,0,,,,32.4,,50.9
2017-11-18T04:03:57.666Z,0,,1,0,32.4,40,54.4
2017-11-18T04:04:07.682Z,0,,,,32.4,29,58.2
2017-11-18T04:04:17.665Z,0,,,,32.4,30,58.6
2017-11-18T04:04:27.670Z,0,,,,32.4,29,59
2017-11-18T04:04:37.666Z,0,,,,32.4,,59.3
2017-11-18T04:04:47.671Z,0,,,,32.4,,59.1
2017-11-18T04:04:57.666Z,0,,,,32.4,,
2017-11-18T04:05:07.666Z,0,,,,32.4,,59
2017-11-18T04:05:17.666Z,0,,,,32.4,30,59.1
2017-11-18T04:05:27.666Z,0,,,,32.4,29,
2017-11-18T04:05:37.669Z,0,,,,32.4,30,59
2017-11-18T04:05:47.670Z,0,,,,32.4,29,59
2017-11-18T04:05:57.667Z,0,,,,32.4,,59.1
2017-11-18T04:06:12.762Z,0,,,,32.4,,59.4
2017-11-18T04:06:17.675Z,0,,,,32.5,,59.8
2017-11-18T04:06:27.665Z,0,,,,32.5,29,60
2017-11-18T04:06:37.666Z,0,,,,32.5,,60.4
2017-11-18T04:06:47.665Z,0,,,,32.5,,60.6
2017-11-18T04:06:57.671Z,0,,,,32.5,30,60.8
2017-11-18T04:07:07.666Z,0,,,,32.5,29,
2017-11-18T04:07:17.670Z,0,,1,0,32.5,0,60.9
2017-11-18T04:07:27.666Z,0,,,,32.5,,56.7
2017-11-18T04:07:37.666Z,0,,,,32.5,,53.9
2017-11-18T04:07:47.666Z,0,,,,32.5,,52.8
2017-11-18T04:07:57.666Z,0,,,,32.5,,52.1
2017-11-18T04:08:07.666Z,0,,,,32.6,,51.7
2017-11-18T04:08:17.666Z,0,,,,32.6,,51.6
2017-11-18T04:08:27.666Z,0,,,,32.6,,51.5
2017-11-18T04:08:37.666Z,0,,,,32.6,,51.3
2017-11-18T04:08:47.669Z,0,,,,32.6,,51.1
2017-11-18T04:08:57.666Z,0,,1,0,32.6,,50.9
2017-11-18T04:09:07.679Z,0,,,,32.6,37,56
2017-11-18T04:09:17.666Z,0,,,,32.6,29,58.1
2017-11-18T04:09:27.667Z,0,,,,32.6,30,58.2
2017-11-18T04:09:37.671Z,0,,,,32.6,29,57.9
2017-11-18T04:09:47.666Z,0,,,,32.7,30,57.7
2017-11-18T04:09:57.666Z,0,,,,32.6,,57.3
2017-11-18T04:10:07.667Z,0,,,,32.7,29,57
2017-11-18T04:10:17.666Z,0,,,,32.7,30,
2017-11-18T04:10:27.667Z,0,,,,32.7,29,57.1
2017-11-18T04:10:37.666Z,0,,,,32.7,30,57.2
2017-11-18T04:10:47.666Z,0,,,,32.7,29,57.3
2017-11-18T04:10:57.671Z,0,,,,32.7,30,57.8
2017-11-18T04:11:07.671Z,0,,,,32.7,30,58.2
2017-11-18T04:11:17.668Z,0,,,,32.7,29,58.7
2017-11-18T04:11:27.667Z,0,,,,32.7,30,59
2017-11-18T04:11:37.667Z,0,,,,32.7,,59.4
2017-11-18T04:11:47.667Z,0,,,,32.7,29,59.6
2017-11-18T04:11:57.672Z,0,,,,32.7,,59.8
2017-11-18T04:12:07.667Z,0,,,,32.7,30,59.9
2017-11-18T04:12:17.668Z,0,,,,32.7,,60
2017-11-18T04:12:27.667Z,0,,,,32.7,29,60.1
2017-11-18T04:12:37.673Z,0,,,,32.7,,60.2
2017-11-18T04:12:47.666Z,0,,,,32.7,30,60.4
2017-11-18T04:12:57.672Z,0,,,,32.7,29,60.5
2017-11-18T04:13:07.673Z,0,,,,32.7,,60.7
2017-11-18T04:13:17.667Z,0,,,,32.7,30,60.8
2017-11-18T04:13:27.672Z,0,,1,0,32.7,0,60.9
2017-11-18T04:13:37.673Z,0,,,,32.8,,56.7
2017-11-18T04:13:47.667Z,0,,,,32.8,,54.8
2017-11-18T04:13:57.667Z,0,,,,32.8,,53.8
2017-11-18T04:14:07.670Z,0,,,,32.8,,53.4
2017-11-18T04:14:17.667Z,0,,,,32.8,,53.2
2017-11-18T04:14:27.668Z,0,,,,32.8,,53.1
2017-11-18T04:14:37.667Z,0,,,,32.8,,53.2
2017-11-18T04:14:47.672Z,0,,,,32.8,,
2017-11-18T04:14:57.671Z,0,,,,32.8,,53.1
2017-11-18T04:15:07.667Z,0,,,,32.8,,53
2017-11-18T04:15:17.670Z,0,,,,32.8,,52.9
2017-11-18T04:15:27.667Z,0,,,,32.8,,52.7
2017-11-18T04:15:37.670Z,0,,,,32.8,,52.2
2017-11-18T04:15:47.667Z,0,,,,32.8,,51.7
2017-11-18T04:15:57.667Z,0,,,,32.8,,51.3
2017-11-18T04:16:07.669Z,0,,1,0,32.8,,50.7
2017-11-18T04:16:17.669Z,0,,,,32.8,37,56
2017-11-18T04:16:27.674Z,0,,,,32.8,29,58.1
2017-11-18T04:16:37.667Z,0,,,,32.8,,58.5
2017-11-18T04:16:47.667Z,0,,,,32.8,,58.7
2017-11-18T04:16:57.670Z,0,,,,32.8,30,58.9
2017-11-18T04:17:07.668Z,0,,,,32.8,,
2017-11-18T04:17:17.668Z,0,,,,32.9,,
2017-11-18T04:17:27.667Z,0,,,,32.9,29,59
2017-11-18T04:17:37.670Z,0,,,,32.9,,59.1
2017-11-18T04:17:47.667Z,0,,,,32.9,30,59.3
2017-11-18T04:17:57.668Z,0,5,0,0,32.9,0,57.4
2017-11-18T04:18:07.668Z,0,,,,32.9,,53.7
2017-11-18T04:18:17.667Z,0,,,,32.9,,52.4
2017-11-18T04:18:27.668Z,0,,,,32.9,,51.9
2017-11-18T04:18:37.667Z,0,,,,32.9,,51.8
2017-11-18T04:18:47.668Z,0,,,,32.9,,
2017-11-18T04:18:57.670Z,0,,,,32.9,,52
2017-11-18T04:19:07.670Z,0,,,,32.9,,52.1
2017-11-18T04:19:17.673Z,0,,,,32.9,,
2017-11-18T04:19:27.668Z,0,,,,32.9,,
2017-11-18T04:19:37.672Z,0,5,0,0,32.9,0,52.1
2017-11-18T04:19:47.668Z,0,,,,32.9,,52
2017-11-18T04:19:57.671Z,0,,,,32.9,,51.8
2017-11-18T04:20:07.668Z,0,,,,32.9,,51.4
2017-11-18T04:20:17.670Z,0,,,,32.9,,50.9
2017-11-18T04:20:27.674Z,0,,,,32.9,,50.4
2017-11-18T04:20:37.668Z,0,,,,32.9,,50.1
2017-11-18T04:20:47.669Z,0,,,,32.9,,49.8
2017-11-18T04:20:57.668Z,0,,,,32.9,,49.6
2017-11-18T04:21:07.674Z,0,,,,32.9,,
2017-11-18T04:21:17.672Z,0,,,,32.9,,49.5
2017-11-18T04:21:27.670Z,0,,,,32.9,,
2017-11-18T04:21:37.672Z,0,,,,32.9,,
2017-11-18T04:21:47.671Z,0,,,,32.9,,49.4
2017-11-18T04:21:57.669Z,0,,,,32.9,,
2017-11-18T04:22:07.669Z,0,,,,32.9,,49.3
2017-11-18T04:22:17.668Z,0,,,,32.9,,
2017-11-18T04:22:27.669Z,0,,,,32.9,,
2017-11-18T04:22:37.670Z,0,,,,32.9,,
2017-11-18T04:22:47.674Z,0,,,,32.9,,
2017-11-18T04:22:57.673Z,0,,,,32.9,,
2017-11-18T04:23:07.694Z,0,,,,32.9,,49.2
2017-11-18T04:23:17.669Z,0,,,,32.8,,49.3
2017-11-18T04:23:27.668Z,0,,,,32.8,,
2017-11-18T04:23:37.673Z,0,,,,32.8,,49.2
2017-11-18T04:23:47.668Z,0,,,,32.8,,49.3
2017-11-18T04:23:57.671Z,0,,,,32.8,,
2017-11-18T04:24:07.669Z,0,,,,32.8,,
2017-11-18T04:24:17.673Z,0,,,,32.8,,
2017-11-18T04:24:27.672Z,0,,,,32.8,,
2017-11-18T04:24:37.670Z,0,,,,32.8,,
2017-11-18T04:24:47.669Z,0,,,,32.8,,
2017-11-18T04:24:57.674Z,0,,,,32.7,,
2017-11-18T04:25:07.669Z,0,,,,32.8,,
2017-11-18T04:25:17.669Z,0,,,,32.7,,
2017-11-18T04:25:27.669Z,0,,,,32.7,,
2017-11-18T04:25:37.669Z,0,,,,32.7,,
2017-11-18T04:25:47.669Z,0,,,,32.7,,
2017-11-18T04:25:57.669Z,0,,,,32.7,,
2017-11-18T04:26:07.675Z,0,,,,32.7,,
2017-11-18T04:26:17.674Z,0,,,,32.7,,
2017-11-18T04:26:27.675Z,0,,,,32.7,,
2017-11-18T04:26:37.670Z,0,,,,32.6,,
2017-11-18T04:26:47.670Z,0,,,,32.6,,
2017-11-18T04:26:57.669Z,0,,,,32.6,,
2017-11-18T04:27:07.669Z,0,,,,32.6,,
2017-11-18T04:27:17.677Z,0,,,,32.6,,49.2
2017-11-18T04:27:27.676Z,0,,,,32.6,,
2017-11-18T04:27:37.669Z,0,,,,32.6,,
2017-11-18T04:27:47.672Z,0,,,,32.6,,
2017-11-18T04:27:57.670Z,0,,,,32.5,,
2017-11-18T04:28:07.674Z,0,,,,32.5,,
2017-11-18T04:28:17.669Z,0,,,,32.5,,49.1
2017-11-18T04:28:27.670Z,0,,,,32.5,,
2017-11-18T04:28:37.669Z,0,,,,32.5,,
2017-11-18T04:28:47.669Z,0,,,,32.5,,
2017-11-18T04:28:57.669Z,0,,,,32.4,,
2017-11-18T04:29:07.669Z,0,,,,32.4,,49
2017-11-18T04:29:17.669Z,0,,,,32.4,,
2017-11-18T04:29:27.670Z,0,,,,32.4,,
2017-11-18T04:29:37.670Z,0,,,,32.4,,
2017-11-18T04:29:47.669Z,0,,,,32.4,,48.9
2017-11-18T04:29:57.671Z,0,,,,32.4,,48.9
2017-11-18T04:30:07.669Z,0,,,,32.3,,
2017-11-18T04:30:17.674Z,0,,,,32.3,,
2017-11-18T04:30:27.670Z,0,,,,32.3,,
2017-11-18T04:30:37.670Z,0,,,,32.3,,48.8
2017-11-18T04:30:47.670Z,0,,,,32.3,,
2017-11-18T04:30:57.670Z,0,,,,32.3,,
2017-11-18T04:31:07.670Z,0,,,,32.2,,
2017-11-18T04:31:17.670Z,0,,,,32.2,,
2017-11-18T04:31:27.670Z,0,,,,32.2,,48.7
2017-11-18T04:31:37.670Z,0,,,,32.2,,
2017-11-18T04:31:47.675Z,0,,,,32.2,,
2017-11-18T04:31:57.675Z,0,,,,32.2,,
2017-11-18T04:32:07.670Z,0,,,,32.1,,48.6
2017-11-18T04:32:17.671Z,0,,,,32.1,,
2017-11-18T04:32:27.670Z,0,,,,32.1,,
2017-11-18T04:32:37.671Z,0,,,,32.1,,
2017-11-18T04:32:47.670Z,0,,,,32.1,,
2017-11-18T04:32:57.676Z,0,,,,32.1,,48.5
2017-11-18T04:33:07.673Z,0,,,,32,,
2017-11-18T04:33:17.674Z,0,,,,32,,
2017-11-18T04:33:27.674Z,0,,,,32,,
2017-11-18T04:33:37.670Z,0,,,,32,,
2017-11-18T04:33:47.670Z,0,,,,32,,48.4
2017-11-18T04:33:57.670Z,0,,,,32,,
2017-11-18T04:34:07.671Z,0,,,,31.9,,
2017-11-18T04:34:17.670Z,0,,,,31.9,,
2017-11-18T04:34:27.671Z,0,,,,31.9,,
2017-11-18T04:34:37.670Z,0,,,,31.9,,48.3
2017-11-18T04:34:47.671Z,0,,,,31.9,,
2017-11-18T04:34:57.671Z,0,55,1,0,31.8,44,49.2
2017-11-18T04:35:07.684Z,0,,,,31.8,32,56.6
2017-11-18T04:35:17.683Z,0,5,0,0,31.8,0,53.6
2017-11-18T04:35:27.675Z,0,55,1,0,31.8,45,50
2017-11-18T04:35:37.676Z,0,,,,31.8,31,56.5
2017-11-18T04:35:47.670Z,0,,,,31.8,30,56.9
2017-11-18T04:35:57.675Z,0,,,,31.8,29,55.7
2017-11-18T04:36:07.671Z,0,,,,31.6,,55.4
2017-11-18T04:36:17.671Z,0,,,,31.6,29,55
2017-11-18T04:36:27.671Z,0,,,,31.6,29,55
2017-11-18T04:36:37.676Z,0,,,,31.6,30,55.3
2017-11-18T04:36:47.671Z,0,,,,31.6,30,55.7
2017-11-18T04:36:57.671Z,0,,,,31.6,30,56.1
2017-11-18T04:37:07.671Z,0,,,,31.6,29,56.3
2017-11-18T04:37:17.670Z,0,,,,31.6,30,56.4
2017-11-18T04:37:27.671Z,0,,,,31.6,29,57
2017-11-18T04:37:37.674Z,0,,,,31.6,,57.3
2017-11-18T04:37:47.673Z,0,,,,31.6,30,58.2
2017-11-18T04:37:57.671Z,0,,,,31.5,0,58.9
2017-11-18T04:38:07.672Z,0,,1,0,31.5,,55.5
2017-11-18T04:38:17.671Z,0,,,,31.5,,52.8
2017-11-18T04:38:27.673Z,0,,,,31.5,,51.6
2017-11-18T04:38:37.671Z,0,,,,31.5,,51.1
2017-11-18T04:38:47.671Z,0,,,,31.5,,50.7
2017-11-18T04:38:57.674Z,0,,,,31.5,,
2017-11-18T04:39:07.678Z,0,,,,31.5,,50.9
2017-11-18T04:39:17.671Z,0,,,,31.5,,51.1
2017-11-18T04:39:27.672Z,0,,,,31.5,,
2017-11-18T04:39:37.676Z,0,,,,31.5,,
2017-11-18T04:39:47.672Z,0,,,,31.5,,
2017-11-18T04:39:57.674Z,0,,,,31.5,,
2017-11-18T04:40:07.671Z,0,,,,31.5,,50.9
2017-11-18T04:40:17.671Z,0,,,,31.6,,50.6
2017-11-18T04:40:27.671Z,0,,,,31.5,,50.1
2017-11-18T04:40:37.674Z,0,,,,31.5,,49.6
2017-11-18T04:40:47.671Z,0,,,,31.6,,49.2
2017-11-18T04:40:57.674Z,0,,,,31.6,,48.9
2017-11-18T04:41:07.690Z,0,,1,0,31.6,38,53.4
2017-11-18T04:41:17.830Z,0,,,,31.6,29,56.4
2017-11-18T04:41:27.673Z,0,,,,31.6,30,57.2
2017-11-18T04:41:37.672Z,0,,,,31.6,29,57.7
2017-11-18T04:41:47.673Z,0,,,,31.6,30,58
2017-11-18T04:41:57.672Z,0,,,,31.6,,
2017-11-18T04:42:07.674Z,0,,,,31.6,,58.1
2017-11-18T04:42:17.672Z,0,,,,31.6,,
2017-11-18T04:42:27.671Z,0,,,,31.6,,58.2
2017-11-18T04:42:37.672Z,0,,,,31.6,,58.4
2017-11-18T04:42:47.678Z,0,,,,31.6,,
2017-11-18T04:42:57.677Z,0,,,,31.6,,58.6
2017-11-18T04:43:07.677Z,0,,,,31.6,29,59
2017-11-18T04:43:17.672Z,0,,1,0,31.6,0,56.5
2017-11-18T04:43:27.675Z,0,,,,31.6,,53.6
2017-11-18T04:43:37.672Z,0,,,,31.6,,52.6
2017-11-18T04:43:47.675Z,0,,,,31.6,,51.9
2017-11-18T04:43:57.675Z,0,,,,31.6,,51.8
2017-11-18T04:44:07.672Z,0,,,,31.6,,51.9
2017-11-18T04:44:17.676Z,0,,,,31.6,,52
2017-11-18T04:44:27.673Z,0,,,,31.6,,52.2
2017-11-18T04:44:37.676Z,0,,,,31.6,,
2017-11-18T04:44:47.676Z,0,,,,31.6,,
2017-11-18T04:44:57.682Z,0,,,,31.8,,
2017-11-18T04:45:07.672Z,0,,,,31.8,,52.1
2017-11-18T04:45:17.676Z,0,,,,31.8,,51.9
2017-11-18T04:45:27.677Z,0,,,,31.8,,51.5
2017-11-18T04:45:37.672Z,0,,,,31.8,,50.9
2017-11-18T04:45:47.681Z,0,,,,31.8,,50.4
2017-11-18T04:45:57.677Z,0,,,,31.8,,50.1
2017-11-18T04:46:07.676Z,0,,,,31.8,,49.8
2017-11-18T04:46:17.672Z,0,,,,31.8,,49.6
2017-11-18T04:46:27.677Z,0,,,,31.8,,49.4
2017-11-18T04:46:37.673Z,0,,,,31.8,,49.2
2017-11-18T04:46:47.672Z,0,,,,31.8,,49.1
2017-11-18T04:46:57.672Z,0,,,,31.8,,48.9
2017-11-18T04:47:07.684Z,0,,1,0,31.8,41,51.5
2017-11-18T04:47:17.673Z,0,,,,31.8,30,56.2
2017-11-18T04:47:27.673Z,0,,,,31.8,30,57
2017-11-18T04:47:37.673Z,0,,,,31.8,29,57.6
2017-11-18T04:47:47.672Z,0,,,,31.8,,57.8
2017-11-18T04:47:57.678Z,0,,,,31.8,30,
2017-11-18T04:48:07.678Z,0,,,,31.8,29,
2017-11-18T04:48:17.673Z,0,,,,31.8,,
2017-11-18T04:48:27.672Z,0,,,,31.8,,58
2017-11-18T04:48:37.673Z,0,,,,31.8,30,58.1
2017-11-18T04:48:47.672Z,0,,,,31.8,29,58.2
2017-11-18T04:48:57.673Z,0,,,,31.8,,58.4
2017-11-18T04:49:07.673Z,0,,,,31.9,30,58.7
2017-11-18T04:49:17.678Z,0,,1,0,31.9,0,57.9
2017-11-18T04:49:27.673Z,0,,,,31.9,,54.6
2017-11-18T04:49:37.673Z,0,,,,31.9,,52.9
2017-11-18T04:49:47.673Z,0,,,,31.9,,52.3
2017-11-18T04:49:57.673Z,0,,,,31.9,,52.1
2017-11-18T04:50:07.673Z,0,,,,31.9,,
2017-11-18T04:50:17.673Z,0,,,,31.9,,52.2
2017-11-18T04:50:27.675Z,0,,,,31.9,,52.4
2017-11-18T04:50:37.673Z,0,,,,31.9,,
2017-11-18T04:50:47.673Z,0,,,,31.9,,
2017-11-18T04:50:57.673Z,0,,,,31.9,,
2017-11-18T04:51:07.673Z,0,,,,31.9,,52.3
2017-11-18T04:51:17.676Z,0,,,,31.9,,52.1
2017-11-18T04:51:27.673Z,0,,,,31.9,,51.7
2017-11-18T04:51:37.673Z,0,,,,31.9,,51.3
2017-11-18T04:51:47.674Z,0,,,,32,,50.9
2017-11-18T04:51:57.673Z,0,,,,32,,50.4
2017-11-18T04:52:07.673Z,0,,,,32,,50.1
2017-11-18T04:52:17.674Z,0,,,,32,,49.8
2017-11-18T04:52:27.673Z,0,,,,32,,49.7
2017-11-18T04:52:37.673Z,0,,,,32,,49.5
2017-11-18T04:52:47.674Z,0,,,,32,,49.3
2017-11-18T04:52:57.675Z,0,,,,32,,49.2
2017-11-18T04:53:07.673Z,0,,,,32,,49
2017-11-18T04:53:17.674Z,0,,1,0,32,45,49.3
2017-11-18T04:53:27.673Z,0,,,,32,32,56.2
2017-11-18T04:53:37.673Z,0,,,,32,30,57.3
2017-11-18T04:53:47.674Z,0,,,,32,29,58
2017-11-18T04:53:57.674Z,0,,,,32,,58.2
2017-11-18T04:54:07.674Z,0,,,,32,,58.3
2017-11-18T04:54:17.673Z,0,,,,32,30,58.4
2017-11-18T04:54:27.674Z,0,,,,32,,58.3
2017-11-18T04:54:37.752Z,0,,,,32,,
2017-11-18T04:54:47.674Z,0,,,,32,29,58.4
2017-11-18T04:54:57.674Z,0,,,,32,,58.5
2017-11-18T04:55:07.677Z,0,,,,32,,58.6
2017-11-18T04:55:17.674Z,0,,,,32,,58.7
2017-11-18T04:55:27.673Z,0,,,,32,0,59
2017-11-18T04:55:37.674Z,0,,1,0,32.1,,55.6
2017-11-18T04:55:47.674Z,0,,,,32.1,,53.2
2017-11-18T04:55:57.674Z,0,,,,32.1,,52
2017-11-18T04:56:07.674Z,0,,,,32.1,,51.6
2017-11-18T04:56:17.674Z,0,,,,32.1,,51.5
