Time,HwActive,HwTSet,ActPow,HwTOutlet,ChActive,PrimTSet,PrimT
2017-12-04T03:29:11.403Z,,0,,21.7,,,
2017-12-04T03:29:21.396Z,,0,,21.7,,,
2017-12-04T03:29:31.396Z,,0,,21.7,,,
2017-12-04T03:29:41.397Z,,0,,21.7,,,
2017-12-04T03:29:51.396Z,,0,,21.7,,,
2017-12-04T03:30:01.396Z,,0,,21.7,,,
2017-12-04T03:30:11.396Z,,0,,21.7,,,
2017-12-04T03:30:21.396Z,,0,,21.7,,,
2017-12-04T03:30:31.396Z,,0,,21.7,,,
2017-12-04T03:30:41.398Z,,0,,21.7,,,
2017-12-04T03:30:51.397Z,,0,,21.7,,,
2017-12-04T03:31:01.397Z,,0,,21.7,,,
2017-12-04T03:31:11.396Z,,0,,21.7,,,
2017-12-04T03:31:21.396Z,,0,,21.7,,,30.8
2017-12-04T03:31:31.400Z,,0,,21.7,,,
2017-12-04T03:31:41.396Z,,0,,21.7,,,
2017-12-04T03:31:51.396Z,,0,,21.7,,,
2017-12-04T03:32:01.397Z,,0,,21.7,,,
2017-12-04T03:32:11.398Z,,0,,21.7,,,
2017-12-04T03:32:21.421Z,,0,,21.7,,,
2017-12-04T03:32:31.402Z,,0,,21.7,,,
2017-12-04T03:32:41.396Z,,0,,21.7,,,
2017-12-04T03:32:51.401Z,,0,,21.7,,,
2017-12-04T03:33:11.396Z,,0,,21.7,,,
2017-12-04T03:33:21.397Z,,0,,21.7,,,
2017-12-04T03:33:31.400Z,,0,,21.7,,,
2017-12-04T03:33:41.397Z,,0,,21.7,,,
2017-12-04T03:33:51.397Z,,0,,21.7,,,
2017-12-04T03:34:01.397Z,,0,,21.7,,,
2017-12-04T03:34:11.397Z,,0,,21.7,,,30.7
2017-12-04T03:34:21.397Z,,0,,21.7,,,
2017-12-04T03:34:31.397Z,,0,,21.7,,,
2017-12-04T03:34:41.397Z,,0,,21.7,,,
2017-12-04T03:34:51.397Z,,0,,21.7,,,
2017-12-04T03:35:01.397Z,,0,,21.7,,,
2017-12-04T03:35:11.402Z,,0,,21.7,,,
2017-12-04T03:35:21.402Z,,0,,21.7,,,
2017-12-04T03:35:31.397Z,,0,,21.7,,,
2017-12-04T03:35:41.398Z,,0,,21.7,,,
2017-12-04T03:35:51.397Z,,0,,21.7,,,
2017-12-04T03:36:01.398Z,,0,,21.7,,,
2017-12-04T03:36:11.397Z,,0,,21.7,,,
2017-12-04T03:36:21.397Z,,0,,21.7,,,
2017-12-04T03:36:31.397Z,,0,,21.7,,,
2017-12-04T03:36:41.397Z,,0,,21.7,,,
2017-12-04T03:36:51.398Z,,0,,21.7,,,
2017-12-04T03:37:01.398Z,,0,,21.7,,,
2017-12-04T03:37:11.398Z,,0,,21.7,,,30.6
2017-12-04T03:37:21.397Z,,0,,21.7,,,
2017-12-04T03:37:31.397Z,,0,,21.6,,,
2017-12-04T03:37:41.398Z,,0,,21.6,,,
2017-12-04T03:37:51.403Z,,0,,21.6,,,
2017-12-04T03:38:01.400Z,,0,,21.6,,,
2017-12-04T03:38:11.398Z,,0,,21.6,,,
2017-12-04T03:38:21.401Z,,0,,21.6,,,
2017-12-04T03:38:31.402Z,,0,,21.7,,,
2017-12-04T03:38:41.397Z,,0,,21.6,,,
2017-12-04T03:38:51.399Z,,0,,21.6,,,
2017-12-04T03:39:01.398Z,,0,,21.6,,,
2017-12-04T03:39:11.397Z,,0,,21.6,,,
2017-12-04T03:39:21.397Z,,0,,21.6,,,
2017-12-04T03:39:31.399Z,,0,,21.6,,,
2017-12-04T03:39:41.398Z,,0,,21.6,,,
2017-12-04T03:39:51.397Z,,0,,21.6,,,
2017-12-04T03:40:01.398Z,,0,,21.6,,,
2017-12-04T03:40:11.399Z,,0,,21.6,,,
2017-12-04T03:40:21.401Z,,0,,21.6,,,
2017-12-04T03:40:31.510Z,,0,,21.6,,,30.5
2017-12-04T03:40:41.399Z,,0,,21.6,,,30.6
2017-12-04T03:40:51.398Z,,0,,21.6,,,30.5
2017-12-04T03:41:01.405Z,,0,,21.6,,,
2017-12-04T03:41:11.402Z,,0,,21.6,,,
2017-12-04T03:41:21.401Z,,0,,21.6,,,
2017-12-04T03:41:31.401Z,,0,,21.6,,,
2017-12-04T03:41:41.398Z,,0,,21.6,,,
2017-12-04T03:41:51.400Z,,0,,21.6,,,
2017-12-04T03:42:01.403Z,,0,,21.6,,,
2017-12-04T03:42:11.401Z,,0,,21.6,,,
2017-12-04T03:42:21.401Z,,0,,21.6,,,
2017-12-04T03:42:31.404Z,,0,,21.6,,,
2017-12-04T03:42:41.404Z,,0,,21.6,,,
2017-12-04T03:42:51.402Z,,0,,21.6,,,
2017-12-04T03:43:11.403Z,,0,,21.6,,,
2017-12-04T03:43:21.403Z,,0,,21.6,,,30.4
2017-12-04T03:43:31.403Z,,0,,21.6,,,
2017-12-04T03:43:41.403Z,,0,,21.6,,,
2017-12-04T03:43:51.401Z,,0,,21.6,,,
2017-12-04T03:44:01.401Z,,0,,21.6,,,
2017-12-04T03:44:11.409Z,,0,,21.6,,,
2017-12-04T03:44:21.401Z,,0,,21.6,,,
2017-12-04T03:44:31.400Z,0,0,0,21.6,0,5,30.4
2017-12-04T03:44:41.401Z,,0,,21.6,,,
2017-12-04T03:44:51.401Z,,0,,21.6,,,
2017-12-04T03:45:01.399Z,,0,,21.6,,,
2017-12-04T03:45:11.705Z,,0,,21.6,,,
2017-12-04T03:45:21.402Z,,0,,21.6,,,
2017-12-04T03:45:31.813Z,,0,,21.6,,,
2017-12-04T03:45:41.805Z,,0,,21.6,,,
2017-12-04T03:45:51.405Z,,0,,21.6,,,
2017-12-04T03:46:01.399Z,,0,,21.6,,,
2017-12-04T03:46:11.400Z,,0,,21.6,,,
2017-12-04T03:46:21.400Z,,0,,21.6,,,
2017-12-04T03:46:31.400Z,,0,,21.6,,,
2017-12-04T03:46:41.400Z,,0,,21.6,,,30.3
2017-12-04T03:46:51.400Z,,0,,21.6,,,30.4
2017-12-04T03:47:01.400Z,,0,,21.6,,,30.3
2017-12-04T03:47:11.409Z,,0,,21.6,,,
2017-12-04T03:47:21.405Z,,0,,21.6,,,
2017-12-04T03:47:31.400Z,,0,,21.6,,,
2017-12-04T03:47:41.400Z,,0,,21.5,,,
2017-12-04T03:47:51.400Z,,0,,21.6,,,
2017-12-04T03:48:01.401Z,,0,,21.6,,,
2017-12-04T03:48:11.401Z,,0,,21.5,,,
2017-12-04T03:48:21.406Z,,0,,21.5,,,
2017-12-04T03:48:31.635Z,,0,,21.5,,,
2017-12-04T03:48:41.402Z,,0,,21.6,,,
2017-12-04T03:48:51.400Z,,0,,21.5,,,
2017-12-04T03:49:01.402Z,,0,,21.5,,,
2017-12-04T03:49:11.401Z,,0,,21.5,,,
2017-12-04T03:49:21.403Z,,0,,21.5,,,
2017-12-04T03:49:31.401Z,,0,,21.5,,,
2017-12-04T03:49:41.638Z,,0,,21.5,,,
2017-12-04T03:49:51.401Z,,0,,21.5,,,
2017-12-04T03:50:01.401Z,,0,,21.5,,,30.2
2017-12-04T03:50:11.400Z,,0,,21.5,,,
2017-12-04T03:50:21.401Z,,0,,21.5,,,
2017-12-04T03:50:31.401Z,,0,,21.5,,,
2017-12-04T03:50:41.403Z,,0,,21.5,,,
2017-12-04T03:50:51.401Z,,0,,21.5,,,
2017-12-04T03:51:01.401Z,,0,,21.5,,,
2017-12-04T03:51:11.402Z,,0,,21.5,,,
2017-12-04T03:51:21.401Z,,0,,21.5,,,
2017-12-04T03:51:31.401Z,,0,,21.5,,,
2017-12-04T03:51:41.401Z,,0,,21.5,,,
2017-12-04T03:51:51.403Z,,0,,21.5,,,
2017-12-04T03:52:01.404Z,,0,,21.5,,,
2017-12-04T03:52:11.401Z,,0,,21.5,,,
2017-12-04T03:52:21.402Z,,0,,21.5,,,
2017-12-04T03:52:31.402Z,,0,,21.5,,,
2017-12-04T03:52:41.402Z,,0,,21.5,,,
2017-12-04T03:52:51.405Z,,0,,21.5,,,
2017-12-04T03:53:01.636Z,,0,,21.5,,,
2017-12-04T03:53:11.406Z,,0,,21.5,,,
2017-12-04T03:53:21.408Z,,0,,21.5,,,
2017-12-04T03:53:31.402Z,,0,,21.5,,,30.1
2017-12-04T03:53:41.403Z,,0,,21.5,,,
2017-12-04T03:53:51.403Z,,0,,21.5,,,
2017-12-04T03:54:01.403Z,,0,,21.5,,,
2017-12-04T03:54:11.403Z,,0,,21.5,,,
2017-12-04T03:54:21.402Z,,0,,21.5,,,
2017-12-04T03:54:31.402Z,,0,,21.5,,,
2017-12-04T03:54:41.409Z,,0,,21.5,,,
2017-12-04T03:54:51.403Z,,0,,21.5,,,
2017-12-04T03:55:01.402Z,,0,,21.5,,,
2017-12-04T03:55:11.402Z,,0,,21.5,,,
2017-12-04T03:55:21.407Z,,0,,21.5,,,
2017-12-04T03:55:31.402Z,,0,,21.5,,,
2017-12-04T03:55:41.403Z,,0,,21.5,,,
2017-12-04T03:55:51.404Z,,0,,21.5,,,
2017-12-04T03:56:01.406Z,,0,,21.5,,,
2017-12-04T03:56:11.404Z,,0,,21.5,,,
2017-12-04T03:56:21.406Z,,0,,21.5,,,
2017-12-04T03:56:31.404Z,,0,,21.5,,,
2017-12-04T03:56:41.404Z,,0,,21.5,,,30
2017-12-04T03:56:51.422Z,,0,,21.5,,,
2017-12-04T03:57:01.408Z,,0,,21.5,,,
2017-12-04T03:57:11.403Z,,0,,21.5,,,
2017-12-04T03:57:21.404Z,,0,,21.5,,,
2017-12-04T03:57:31.403Z,,0,,21.5,,,
2017-12-04T03:57:41.409Z,,0,,21.5,,,
2017-12-04T03:57:51.404Z,,0,,21.5,,,
2017-12-04T03:58:01.405Z,,0,,21.5,,,
2017-12-04T03:58:11.408Z,,0,,21.5,,,
2017-12-04T03:58:21.404Z,,0,,21.5,,,
2017-12-04T03:58:31.408Z,,0,,21.3,,,
2017-12-04T03:58:41.407Z,,0,,21.5,,,
2017-12-04T03:58:51.404Z,,0,,21.3,,,
2017-12-04T03:59:01.405Z,,0,,21.3,,,
2017-12-04T03:59:11.408Z,,0,,21.3,,,
2017-12-04T03:59:21.407Z,,0,,21.3,,,
2017-12-04T03:59:31.404Z,,0,,21.5,,,
2017-12-04T03:59:41.409Z,,0,,21.3,,,30
2017-12-04T03:59:51.406Z,,0,,21.3,,,30
2017-12-04T04:00:01.404Z,,0,,21.5,,,29.9
2017-12-04T04:00:11.405Z,,0,,21.3,,,29.9
2017-12-04T04:00:21.404Z,,0,,21.3,,,
2017-12-04T04:00:31.404Z,,0,,21.3,,,
2017-12-04T04:00:41.405Z,,0,,21.3,,,
2017-12-04T04:00:51.406Z,,0,,21.3,,,
2017-12-04T04:01:01.411Z,,0,,21.3,,,
2017-12-04T04:01:11.414Z,,0,,21.3,,,
2017-12-04T04:01:21.409Z,,0,,21.3,,,
2017-12-04T04:01:31.409Z,,0,,21.3,,,
2017-12-04T04:01:41.409Z,,0,,21.3,,,
2017-12-04T04:01:51.409Z,,0,,21.3,,,
2017-12-04T04:02:01.404Z,,0,,21.3,,,
2017-12-04T04:02:11.406Z,,0,,21.3,,,
2017-12-04T04:02:21.404Z,,0,,21.3,,,
2017-12-04T04:02:31.405Z,,0,,21.3,,,
2017-12-04T04:02:41.419Z,,0,,21.3,,,
2017-12-04T04:02:51.404Z,,0,,21.3,,,
2017-12-04T04:03:01.404Z,,0,,21.3,,,
2017-12-04T04:03:11.404Z,,0,,21.3,,,
2017-12-04T04:03:21.405Z,,0,,21.3,,,29.8
2017-12-04T04:03:31.410Z,,0,,21.3,,,29.9
2017-12-04T04:03:41.573Z,,0,,21.3,,,29.8
2017-12-04T04:03:51.404Z,,0,,21.3,,,
2017-12-04T04:04:01.409Z,,0,,21.3,,,
2017-12-04T04:04:11.407Z,,0,,21.3,,,
2017-12-04T04:04:21.407Z,,0,,21.3,,,
2017-12-04T04:04:31.405Z,,0,,21.3,,,
2017-12-04T04:04:41.412Z,,0,,21.3,,,
2017-12-04T04:04:51.405Z,,0,,21.3,,,
2017-12-04T04:05:01.405Z,,0,,21.3,,,
2017-12-04T04:05:11.405Z,,0,,21.3,,,
2017-12-04T04:05:21.405Z,,0,,21.3,,,
2017-12-04T04:05:31.405Z,,0,,21.3,,,
2017-12-04T04:05:41.404Z,,0,,21.3,,,
2017-12-04T04:05:51.407Z,,0,,21.3,,,
2017-12-04T04:06:01.568Z,,0,,21.3,,,
2017-12-04T04:06:11.575Z,,0,,21.3,,,
2017-12-04T04:06:21.404Z,,0,,21.3,,,
2017-12-04T04:06:31.405Z,,0,,21.3,,,
2017-12-04T04:06:41.576Z,,0,,21.3,,,
2017-12-04T04:06:51.405Z,,0,,21.3,,,
2017-12-04T04:07:01.406Z,,0,,21.3,,,
2017-12-04T04:07:11.404Z,,0,,21.3,,,29.6
2017-12-04T04:07:21.569Z,,0,,21.3,,,
2017-12-04T04:07:31.405Z,,0,,21.3,,,
2017-12-04T04:07:41.572Z,,0,,21.3,,,
2017-12-04T04:07:51.410Z,,0,,21.3,,,
2017-12-04T04:08:01.412Z,,0,,21.3,,,
2017-12-04T04:08:11.404Z,,0,,21.3,,,
2017-12-04T04:08:21.412Z,,0,,21.3,,,
2017-12-04T04:08:31.405Z,,0,,21.3,,,
2017-12-04T04:08:41.412Z,,0,,21.3,,,
2017-12-04T04:08:51.407Z,,0,,21.3,,,
2017-12-04T04:09:01.407Z,,0,,21.3,,,
2017-12-04T04:09:16.427Z,,0,,21.3,,,
2017-12-04T04:09:21.409Z,,0,,21.3,,,
2017-12-04T04:09:31.405Z,,0,,21.3,,,
2017-12-04T04:09:41.406Z,,0,,21.2,,,
2017-12-04T04:09:51.404Z,,0,,21.3,,,
2017-12-04T04:10:01.561Z,,0,,21.3,,,
2017-12-04T04:10:16.504Z,,0,,21.3,,,
2017-12-04T04:10:21.405Z,,0,,21.2,,,29.5
2017-12-04T04:10:31.405Z,,0,,21.2,,,
2017-12-04T04:10:41.411Z,,0,,21.2,,,
2017-12-04T04:10:51.410Z,,0,,21.2,,,
2017-12-04T04:11:01.410Z,,0,,21.2,,,
2017-12-04T04:11:11.410Z,,0,,21.2,,,
2017-12-04T04:11:21.599Z,,0,,21.3,,,
2017-12-04T04:11:31.620Z,,0,,21.2,,,
2017-12-04T04:11:46.426Z,,0,,21.2,,,
2017-12-04T04:11:51.409Z,,0,,21.2,,,
2017-12-04T04:12:01.410Z,,0,,21.2,,,
2017-12-04T04:12:11.412Z,,0,,21.2,,,
2017-12-04T04:12:26.425Z,,0,,21.2,,,
2017-12-04T04:12:36.425Z,,0,,21.2,,,
2017-12-04T04:12:41.405Z,,0,,21.2,,,
2017-12-04T04:12:51.413Z,,0,,21.2,,,
2017-12-04T04:13:01.413Z,,0,,21.2,,,
2017-12-04T04:13:11.421Z,,0,,21.2,,,
2017-12-04T04:13:21.408Z,,0,,21.2,,,
2017-12-04T04:13:31.409Z,,0,,21.2,,,
2017-12-04T04:13:46.428Z,,0,,21.2,,,
2017-12-04T04:13:51.414Z,,0,,21.2,,,
2017-12-04T04:14:01.406Z,,0,,21.2,,,29.4
2017-12-04T04:14:11.407Z,,0,,21.2,,,
2017-12-04T04:14:21.407Z,,0,,21.2,,,
2017-12-04T04:14:31.407Z,,0,,21.2,,,
2017-12-04T04:14:41.406Z,,0,,21.2,,,
2017-12-04T04:14:51.551Z,,0,,21.2,,,
2017-12-04T04:15:06.428Z,,0,,21.2,,,
2017-12-04T04:15:11.412Z,,0,,21.2,,,
2017-12-04T04:15:21.410Z,,0,,21.2,,,
2017-12-04T04:15:31.410Z,,0,,21.2,,,
2017-12-04T04:15:41.406Z,,0,,21.2,,,
2017-12-04T04:15:51.407Z,,0,,21.2,,,
2017-12-04T04:16:01.405Z,,0,,21.2,,,
2017-12-04T04:16:11.405Z,,0,,21.2,,,
2017-12-04T04:16:21.410Z,,0,,21.2,,,
2017-12-04T04:16:31.407Z,,0,,21.2,,,
2017-12-04T04:16:41.406Z,,0,,21.2,,,
2017-12-04T04:16:51.409Z,,0,,21.2,,,
2017-12-04T04:17:01.405Z,,0,,21.2,,,
2017-12-04T04:17:11.408Z,,0,,21.2,,,
2017-12-04T04:17:21.410Z,,0,,21.2,,,29.3
2017-12-04T04:17:31.410Z,,0,,21.2,,,29.4
2017-12-04T04:17:41.414Z,,0,,21.2,,,29.3
2017-12-04T04:17:51.412Z,,0,,21.2,,,
2017-12-04T04:18:01.406Z,,0,,21.2,,,
2017-12-04T04:18:11.413Z,,0,,21.2,,,
2017-12-04T04:18:21.407Z,,0,,21.2,,,
2017-12-04T04:18:31.410Z,,0,,21.2,,,
2017-12-04T04:18:41.409Z,,0,,21.2,,,
2017-12-04T04:18:51.410Z,,0,,21.2,,,
2017-12-04T04:19:01.408Z,,0,,21.2,,,
2017-12-04T04:19:11.411Z,,0,,21.2,,,
2017-12-04T04:19:21.412Z,,0,,21.2,,,
2017-12-04T04:19:31.406Z,,0,,21.2,,,
2017-12-04T04:19:41.412Z,,0,,21.2,,,
2017-12-04T04:19:51.407Z,,0,,21.2,,,
2017-12-04T04:20:01.406Z,,0,,21.2,,,
2017-12-04T04:20:11.412Z,,0,,21.2,,,
2017-12-04T04:20:21.412Z,,0,,21.2,,,
2017-12-04T04:20:31.406Z,,0,,21.2,,,
2017-12-04T04:20:41.412Z,,0,,21.2,,,
2017-12-04T04:20:51.407Z,,0,,21.2,,,29.2
2017-12-04T04:21:01.406Z,,0,,21.2,,,29.3
2017-12-04T04:21:11.407Z,,0,,21.1,,,29.2
2017-12-04T04:21:21.406Z,,0,,21.2,,,
2017-12-04T04:21:31.406Z,,0,,21.1,,,
2017-12-04T04:21:41.407Z,,0,,21.2,,,
2017-12-04T04:21:51.406Z,,0,,21.2,,,
2017-12-04T04:22:01.406Z,,0,,21.1,,,
2017-12-04T04:22:11.406Z,,0,,21.2,,,
2017-12-04T04:22:21.406Z,,0,,21.1,,,
2017-12-04T04:22:31.406Z,,0,,21.1,,,
2017-12-04T04:22:41.408Z,,0,,21.1,,,
2017-12-04T04:22:51.407Z,,0,,21.1,,,
2017-12-04T04:23:01.406Z,,0,,21.1,,,
2017-12-04T04:23:11.406Z,,0,,21.1,,,
2017-12-04T04:23:21.408Z,,0,,21.1,,,
2017-12-04T04:23:31.408Z,,0,,21.1,,,
2017-12-04T04:23:41.409Z,,0,,21.1,,,
2017-12-04T04:23:51.407Z,,0,,21.1,,,
2017-12-04T04:24:01.407Z,,0,,21.1,,,
2017-12-04T04:24:11.406Z,,0,,21.1,,,
2017-12-04T04:24:21.408Z,,0,,21.1,,,29
2017-12-04T04:24:31.407Z,,0,,21.1,,,
2017-12-04T04:24:41.406Z,,0,,21.1,,,
2017-12-04T04:24:51.413Z,,0,,21.1,,,
2017-12-04T04:25:01.407Z,,0,,21.1,,,
2017-12-04T04:25:11.407Z,,0,,21.1,,,
2017-12-04T04:25:21.407Z,,0,,21.1,,,
2017-12-04T04:25:31.407Z,,0,,21.1,,,
2017-12-04T04:25:41.407Z,,0,,21.1,,,
2017-12-04T04:25:51.409Z,,0,,21.1,,,
2017-12-04T04:26:01.409Z,,0,,21.1,,,
2017-12-04T04:26:11.412Z,,0,,21.1,,,
2017-12-04T04:26:21.407Z,,0,,21.1,,,
2017-12-04T04:26:31.411Z,,0,,21.1,,,
2017-12-04T04:26:41.406Z,,0,,21.1,,,
2017-12-04T04:26:51.407Z,,0,,21.1,,,
2017-12-04T04:27:01.406Z,,0,,21.1,,,
2017-12-04T04:27:11.407Z,,0,,21.1,,,
2017-12-04T04:27:21.409Z,,0,,21.1,,,
2017-12-04T04:27:31.406Z,,0,,21.1,,,
2017-12-04T04:27:41.407Z,,0,,21.1,,,
2017-12-04T04:27:51.407Z,,0,,21.1,,,29
2017-12-04T04:28:01.408Z,,0,,21.1,,,28.9
2017-12-04T04:28:11.407Z,,0,,21.1,,,28.9
2017-12-04T04:28:21.407Z,,0,,21.1,,,28.9
2017-12-04T04:28:31.411Z,,0,,21.1,,,
2017-12-04T04:28:41.408Z,,0,,21.1,,,
2017-12-04T04:28:51.406Z,,0,,21.1,,,
2017-12-04T04:29:01.407Z,,0,,21.1,,,
2017-12-04T04:29:11.408Z,,0,,21.1,,,
2017-12-04T04:29:21.407Z,,0,,21.1,,,
2017-12-04T04:29:31.407Z,,0,,21.1,,,
2017-12-04T04:29:41.407Z,,0,,21.1,,,
2017-12-04T04:29:51.407Z,,0,,21.1,,,
2017-12-04T04:30:01.407Z,,0,,21.1,,,
2017-12-04T04:30:11.407Z,,0,,21.1,,,
2017-12-04T04:30:21.408Z,,0,,21.1,,,
2017-12-04T04:30:31.412Z,,0,,21.1,,,
2017-12-04T04:30:41.407Z,,0,,21.1,,,
2017-12-04T04:30:51.408Z,,0,,21.1,,,
2017-12-04T04:31:01.407Z,,0,,21.1,,,
2017-12-04T04:31:11.409Z,,0,,21.1,,,
2017-12-04T04:31:21.409Z,,0,,21.1,,,
2017-12-04T04:31:31.409Z,,0,,21.1,,,28.8
2017-12-04T04:31:41.408Z,,0,,21.1,,,28.9
2017-12-04T04:31:51.413Z,,0,,21.1,,,28.8
2017-12-04T04:32:01.409Z,,0,,21.1,,,
2017-12-04T04:32:11.409Z,,0,,21.1,,,
2017-12-04T04:32:21.407Z,,0,,21.1,,,
2017-12-04T04:32:31.407Z,,0,,21.1,,,
2017-12-04T04:32:41.412Z,,0,,21.1,,,
2017-12-04T04:32:51.410Z,,0,,21.1,,,
2017-12-04T04:33:01.408Z,,0,,21.1,,,
2017-12-04T04:33:11.408Z,,0,,21.1,,,
2017-12-04T04:33:21.408Z,,0,,21.1,,,
2017-12-04T04:33:31.410Z,,0,,21.1,,,
2017-12-04T04:33:41.411Z,,0,,21.1,,,
2017-12-04T04:33:51.407Z,,0,,21.1,,,
2017-12-04T04:34:01.408Z,,0,,21.1,,,
2017-12-04T04:34:11.408Z,,0,,20.9,,,
2017-12-04T04:34:21.407Z,,0,,21.1,,,
2017-12-04T04:34:31.409Z,,0,,21.1,,,
2017-12-04T04:34:41.422Z,,0,,20.9,,,
2017-12-04T04:34:51.408Z,,0,,20.9,,,
2017-12-04T04:35:01.408Z,,0,,20.9,,,28.7
2017-12-04T04:35:11.412Z,,0,,20.9,,,28.8
2017-12-04T04:35:21.408Z,,0,,20.9,,,
2017-12-04T04:35:31.412Z,,0,,20.9,,,28.7
2017-12-04T04:35:41.408Z,,0,,20.9,,,
2017-12-04T04:35:51.407Z,,0,,20.9,,,
2017-12-04T04:36:01.408Z,,0,,20.9,,,
2017-12-04T04:36:11.413Z,,0,,20.9,,,
2017-12-04T04:36:21.408Z,,0,,20.9,,,
2017-12-04T04:36:31.412Z,,0,,20.9,,,
2017-12-04T04:36:41.409Z,,0,,20.9,,,
2017-12-04T04:36:51.416Z,,0,,20.9,,,
2017-12-04T04:37:01.408Z,,0,,20.9,,,
2017-12-04T04:37:11.409Z,,0,,20.9,,,
2017-12-04T04:37:21.412Z,,0,,20.9,,,
2017-12-04T04:37:31.408Z,,0,,20.9,,,
2017-12-04T04:37:41.408Z,,0,,20.9,,,
2017-12-04T04:37:51.426Z,,0,,20.9,,,
2017-12-04T04:38:01.408Z,,0,,20.9,,,
2017-12-04T04:38:11.408Z,,0,,20.9,,,
2017-12-04T04:38:21.409Z,,0,,20.9,,,
2017-12-04T04:38:31.408Z,,0,,20.9,,,
2017-12-04T04:38:41.416Z,,0,,20.9,,,
2017-12-04T04:38:51.412Z,,0,,20.9,,,
2017-12-04T04:39:01.414Z,,0,,20.9,,,28.6
2017-12-04T04:39:11.409Z,,0,,20.9,,,
2017-12-04T04:39:21.408Z,,0,,20.9,,,
2017-12-04T04:39:31.408Z,,0,,20.9,,,
2017-12-04T04:39:41.408Z,,0,,20.9,,,
2017-12-04T04:39:51.408Z,,0,,20.9,,,
2017-12-04T04:40:01.408Z,,0,,20.9,,,
2017-12-04T04:40:11.408Z,,0,,20.9,,,
2017-12-04T04:40:21.408Z,,0,,20.9,,,
2017-12-04T04:40:31.413Z,,0,,20.9,,,
2017-12-04T04:40:41.414Z,,0,,20.9,,,
2017-12-04T04:40:51.408Z,,0,,20.9,,,
2017-12-04T04:41:01.410Z,,0,,20.9,,,
2017-12-04T04:41:11.409Z,,0,,20.9,,,
2017-12-04T04:41:21.413Z,,0,,20.9,,,
2017-12-04T04:41:31.409Z,,0,,20.9,,,
2017-12-04T04:41:41.408Z,,0,,20.9,,,
2017-12-04T04:41:51.408Z,,0,,20.9,,,
2017-12-04T04:42:01.412Z,,0,,20.9,,,
2017-12-04T04:42:11.413Z,,0,,20.9,,,
2017-12-04T04:42:21.408Z,,0,,20.9,,,
2017-12-04T04:42:31.408Z,,0,,20.9,,,
2017-12-04T04:42:41.413Z,,0,,20.9,,,28.4
2017-12-04T04:42:51.413Z,,0,,20.9,,,28.6
2017-12-04T04:43:01.410Z,,0,,20.9,,,28.4
2017-12-04T04:43:11.412Z,,0,,20.9,,,
2017-12-04T04:43:21.409Z,,0,,20.9,,,
2017-12-04T04:43:31.413Z,,0,,20.9,,,
2017-12-04T04:43:41.409Z,,0,,20.9,,,
2017-12-04T04:43:51.408Z,,0,,20.9,,,
2017-12-04T04:44:01.409Z,,0,,20.9,,,
2017-12-04T04:44:11.409Z,,0,,20.9,,,
2017-12-04T04:44:21.411Z,,0,,20.9,,,
2017-12-04T04:44:31.414Z,,0,,20.9,,,
2017-12-04T04:44:41.411Z,0,0,0,20.9,0,5,28.4
2017-12-04T04:44:51.409Z,,0,,20.9,,,
2017-12-04T04:45:01.409Z,,0,,20.9,,,
2017-12-04T04:45:11.408Z,,0,,20.9,,,
2017-12-04T04:45:21.643Z,,0,,20.9,,,
2017-12-04T04:45:31.409Z,,0,,20.9,,,
2017-12-04T04:45:41.409Z,,0,,20.9,,,
2017-12-04T04:45:51.416Z,,0,,20.9,,,
2017-12-04T04:46:01.409Z,,0,,20.9,,,
2017-12-04T04:46:11.409Z,,0,,20.8,,,
2017-12-04T04:46:21.409Z,,0,,20.8,,,
2017-12-04T04:46:31.409Z,,0,,20.9,,,
2017-12-04T04:46:41.413Z,,0,,20.9,,,
2017-12-04T04:46:51.412Z,,0,,20.9,,,
2017-12-04T04:47:01.409Z,,0,,20.9,,,
2017-12-04T04:47:11.410Z,,0,,20.9,,,
2017-12-04T04:47:21.414Z,,0,,20.9,,,28.3
2017-12-04T04:47:31.409Z,,0,,20.9,,,
2017-12-04T04:47:41.410Z,,0,,20.9,,,
2017-12-04T04:47:51.409Z,,0,,20.8,,,
2017-12-04T04:48:01.414Z,,0,,20.8,,,
2017-12-04T04:48:11.414Z,,0,,20.8,,,
2017-12-04T04:48:21.409Z,,0,,20.8,,,
2017-12-04T04:48:31.414Z,,0,,20.8,,,
2017-12-04T04:48:41.409Z,,0,,20.8,,,
2017-12-04T04:48:51.410Z,,0,,20.8,,,
2017-12-04T04:49:01.410Z,,0,,20.8,,,
2017-12-04T04:49:11.414Z,,0,,20.8,,,
2017-12-04T04:49:21.410Z,,0,,20.8,,,
2017-12-04T04:49:31.411Z,,0,,20.8,,,
2017-12-04T04:49:41.409Z,,0,,20.8,,,
2017-12-04T04:49:51.411Z,,0,,20.8,,,
2017-12-04T04:50:01.412Z,,0,,20.8,,,
2017-12-04T04:50:11.414Z,,0,,20.8,,,
2017-12-04T04:50:21.409Z,,0,,20.8,,,
2017-12-04T04:50:31.410Z,,0,,20.8,,,
2017-12-04T04:50:41.409Z,,0,,20.8,,,28.2
2017-12-04T04:50:51.409Z,,0,,20.8,,,
2017-12-04T04:51:01.414Z,,0,,20.8,,,
2017-12-04T04:51:11.413Z,,0,,20.8,,,
2017-12-04T04:51:21.409Z,,0,,20.8,,,
2017-12-04T04:51:31.409Z,,0,,20.8,,,
