Time,HwTOutlet,PrimT,PrimTSet,ChActive,HwTSet,ActPow,HwActive
2017-12-12T01:03:28.059Z,24.9,,,,0,,
2017-12-12T01:03:38.058Z,24.9,,,,0,,
2017-12-12T01:03:48.138Z,24.9,,,,0,,
2017-12-12T01:03:58.059Z,24.9,43.4,,,0,,
2017-12-12T01:04:08.058Z,24.8,,,,0,,
2017-12-12T01:04:18.058Z,24.8,,,,0,,
2017-12-12T01:04:28.063Z,24.8,,,,0,,
2017-12-12T01:04:38.059Z,24.8,,,,0,,
2017-12-12T01:04:48.139Z,24.8,,,,0,,
2017-12-12T01:04:58.059Z,24.8,43.3,,,0,,
2017-12-12T01:05:08.058Z,24.7,,,,0,,
2017-12-12T01:05:18.059Z,24.7,,,,0,,
2017-12-12T01:05:28.075Z,24.7,,,,0,,
2017-12-12T01:05:38.059Z,24.7,,,,0,,
2017-12-12T01:05:48.139Z,24.7,,,,0,,
2017-12-12T01:05:58.062Z,24.7,,,,0,,
2017-12-12T01:06:08.059Z,24.7,43.2,,,0,,
2017-12-12T01:06:18.064Z,24.5,,,,0,,
2017-12-12T01:06:28.059Z,24.5,,,,0,,
2017-12-12T01:06:38.237Z,24.5,,,,0,,
2017-12-12T01:06:48.149Z,24.5,,,,0,,
2017-12-12T01:06:58.063Z,24.5,,,,0,,
2017-12-12T01:07:08.059Z,24.4,43.1,,,0,,
2017-12-12T01:07:18.059Z,24.4,,,,0,,
2017-12-12T01:07:28.059Z,24.4,,,,0,,
2017-12-12T01:07:38.060Z,24.4,,,,0,,
2017-12-12T01:07:48.150Z,24.4,,,,0,,
2017-12-12T01:07:58.059Z,24.4,,,,0,,
2017-12-12T01:08:08.059Z,24.4,,,,0,,
2017-12-12T01:08:18.059Z,24.3,,,,0,,
2017-12-12T01:08:28.061Z,24.3,43,,,0,,
2017-12-12T01:08:38.059Z,24.3,,,,0,,
2017-12-12T01:08:48.140Z,24.3,,,,0,,
2017-12-12T01:08:58.060Z,24.3,,,,0,,
2017-12-12T01:09:08.061Z,24.3,,,,0,,
2017-12-12T01:09:18.059Z,24.3,,,,0,,
2017-12-12T01:09:28.064Z,24.2,42.9,,,0,,
2017-12-12T01:09:38.068Z,24.2,,,,0,,
2017-12-12T01:09:48.161Z,24.2,,,,0,,
2017-12-12T01:09:58.061Z,24.2,,,,0,,
2017-12-12T01:10:08.062Z,24.2,,,,0,,
2017-12-12T01:10:18.059Z,24.2,,,,0,,
2017-12-12T01:10:28.060Z,24,,,,0,,
2017-12-12T01:10:38.069Z,24,42.8,,,0,,
2017-12-12T01:10:48.154Z,24,,,,0,,
2017-12-12T01:10:58.064Z,24,,,,0,,
2017-12-12T01:11:08.060Z,24,,,,0,,
2017-12-12T01:11:18.059Z,24,,,,0,,
2017-12-12T01:11:28.060Z,24,,,,0,,
2017-12-12T01:11:38.063Z,24,,,,0,,
2017-12-12T01:11:48.161Z,24,42.7,,,0,,
2017-12-12T01:11:58.059Z,23.9,,,,0,,
2017-12-12T01:12:08.059Z,23.9,,,,0,,
2017-12-12T01:12:18.060Z,23.9,,,,0,,
2017-12-12T01:12:28.059Z,23.9,,,,0,,
2017-12-12T01:12:38.060Z,23.9,,,,0,,
2017-12-12T01:12:48.142Z,23.9,42.6,,,0,,
2017-12-12T01:12:58.060Z,23.9,,,,0,,
2017-12-12T01:13:08.060Z,23.9,,,,0,,
2017-12-12T01:13:18.060Z,23.8,,,,0,,
2017-12-12T01:13:28.060Z,23.8,,,,0,,
2017-12-12T01:13:38.064Z,23.8,,,,0,,
2017-12-12T01:13:48.151Z,23.8,,,,0,,
2017-12-12T01:13:58.061Z,23.8,42.4,,,0,,
2017-12-12T01:14:08.062Z,23.8,,,,0,,
2017-12-12T01:14:18.061Z,23.8,,,,0,,
2017-12-12T01:14:28.060Z,23.8,,,,0,,
2017-12-12T01:14:38.060Z,23.8,,,,0,,
2017-12-12T01:14:48.161Z,23.7,,,,0,,
2017-12-12T01:14:58.062Z,23.7,,,,0,,
2017-12-12T01:15:08.060Z,23.7,,,,0,,
2017-12-12T01:15:18.062Z,23.7,42.3,,,0,,
2017-12-12T01:15:28.060Z,23.7,,,,0,,
2017-12-12T01:15:38.063Z,23.7,,,,0,,
2017-12-12T01:15:48.190Z,23.7,,,,0,,
2017-12-12T01:15:58.061Z,23.7,,,,0,,
2017-12-12T01:16:08.064Z,23.7,,,,0,,
2017-12-12T01:16:18.066Z,23.7,,,,0,,
2017-12-12T01:16:28.061Z,23.6,42.2,,,0,,
2017-12-12T01:16:38.061Z,23.6,,,,0,,
2017-12-12T01:16:48.141Z,23.6,,,,0,,
2017-12-12T01:16:58.060Z,23.6,,,,0,,
2017-12-12T01:17:08.065Z,23.6,,,,0,,
2017-12-12T01:17:18.065Z,23.6,,,,0,,
2017-12-12T01:17:28.078Z,23.6,42.1,,,0,,
2017-12-12T01:17:38.061Z,23.6,,,,0,,
2017-12-12T01:17:48.162Z,23.6,,,,0,,
2017-12-12T01:17:58.061Z,23.4,,,,0,,
2017-12-12T01:18:08.060Z,23.4,,,,0,,
2017-12-12T01:18:18.061Z,23.4,,,,0,,
2017-12-12T01:18:28.061Z,23.4,42,,,0,,
2017-12-12T01:18:38.061Z,23.4,,,,0,,
2017-12-12T01:18:48.202Z,23.4,,,,0,,
2017-12-12T01:18:58.065Z,23.4,,,,0,,
