Time,ChActive,HwActive,ActPow,HwTSet,PrimT,HwTOutlet,PrimTSet
2017-12-23T06:23:10.364Z,,,,0,,18.9,
2017-12-23T06:23:20.364Z,,,,0,,18.9,
2017-12-23T06:23:30.363Z,,,,0,,18.9,
2017-12-23T06:23:40.365Z,,,,0,,18.9,
2017-12-23T06:23:50.364Z,,,,0,,18.9,
2017-12-23T06:24:00.364Z,,,,0,21.9,18.9,
2017-12-23T06:24:10.366Z,,,,0,22,18.9,
2017-12-23T06:24:20.365Z,,,,0,22,18.9,
2017-12-23T06:24:30.364Z,,,,0,,18.9,
2017-12-23T06:24:40.365Z,,,,0,22,18.9,
2017-12-23T06:24:50.364Z,,,,0,22,18.9,
2017-12-23T06:25:00.364Z,,,,0,21.9,18.9,
2017-12-23T06:25:10.363Z,,,,0,21.9,18.9,
2017-12-23T06:25:20.363Z,,,,0,21.9,18.9,
2017-12-23T06:25:30.364Z,,,,0,21.9,18.9,
2017-12-23T06:25:40.363Z,,,,0,21.9,18.9,
2017-12-23T06:25:50.364Z,,,,0,,18.9,
2017-12-23T06:26:00.364Z,,,,0,21.9,18.9,
2017-12-23T06:26:10.364Z,,,,0,,18.9,
2017-12-23T06:26:20.364Z,,,,0,,18.9,
2017-12-23T06:26:30.363Z,,,,0,,18.9,
2017-12-23T06:26:40.367Z,,,,0,,18.9,
2017-12-23T06:26:50.364Z,,,,0,,18.9,
2017-12-23T06:27:00.364Z,,,,0,,18.9,
2017-12-23T06:27:10.364Z,,,,0,,18.9,
2017-12-23T06:27:20.363Z,,,,0,,18.9,
2017-12-23T06:27:30.364Z,,,,0,,18.9,
2017-12-23T06:27:40.364Z,,,,0,,18.9,
2017-12-23T06:27:50.364Z,,,,0,,18.9,
2017-12-23T06:28:00.364Z,,,,0,,18.9,
2017-12-23T06:28:10.364Z,,,,0,,18.9,
2017-12-23T06:28:20.364Z,,,,0,,18.9,
2017-12-23T06:28:30.364Z,,,,0,,18.9,
2017-12-23T06:28:40.364Z,,,,0,,18.9,
2017-12-23T06:28:50.364Z,,,,0,,18.9,
2017-12-23T06:29:00.365Z,,,,0,,18.9,
2017-12-23T06:29:10.364Z,,,,0,,18.9,
2017-12-23T06:29:20.364Z,,,,0,,18.9,
2017-12-23T06:29:30.364Z,,,,0,,18.9,
2017-12-23T06:29:40.364Z,,,,0,,18.9,
2017-12-23T06:29:50.364Z,,,,0,,18.9,
2017-12-23T06:30:00.365Z,,,,0,,18.9,
2017-12-23T06:30:10.366Z,,,,0,,18.9,
2017-12-23T06:30:20.364Z,,,,0,,18.9,
2017-12-23T06:30:30.365Z,,,,0,,18.9,
2017-12-23T06:30:40.365Z,,,,0,,18.9,
2017-12-23T06:30:50.364Z,,,,0,,18.9,
2017-12-23T06:31:00.364Z,,,,0,,18.9,
2017-12-23T06:31:10.366Z,,,,0,,18.9,
2017-12-23T06:31:20.364Z,,,,0,,18.9,
2017-12-23T06:31:30.364Z,,,,0,,18.9,
2017-12-23T06:31:40.364Z,,,,0,,18.9,
2017-12-23T06:31:50.365Z,,,,0,,18.9,
2017-12-23T06:32:00.365Z,,,,0,,18.9,
2017-12-23T06:32:10.405Z,,,,0,,18.9,
2017-12-23T06:32:20.365Z,,,,0,,18.9,
2017-12-23T06:32:30.364Z,,,,0,,18.9,
2017-12-23T06:32:40.366Z,,,,0,,18.9,
2017-12-23T06:32:50.364Z,,,,0,,18.9,
2017-12-23T06:33:00.364Z,,,,0,,18.9,
2017-12-23T06:33:10.366Z,,,,0,21.8,18.9,
2017-12-23T06:33:20.365Z,,,,0,21.9,18.9,
2017-12-23T06:33:30.365Z,,,,0,21.8,18.9,
2017-12-23T06:33:40.364Z,,,,0,21.9,18.9,
2017-12-23T06:33:50.365Z,,,,0,,18.9,
2017-12-23T06:34:00.365Z,,,,0,,18.9,
2017-12-23T06:34:10.364Z,,,,0,,18.9,
2017-12-23T06:34:20.365Z,,,,0,21.8,18.9,
2017-12-23T06:34:30.366Z,,,,0,21.9,18.9,
2017-12-23T06:34:40.365Z,,,,0,,18.9,
2017-12-23T06:34:50.365Z,,,,0,,18.9,
2017-12-23T06:35:00.366Z,,,,0,21.8,18.9,
2017-12-23T06:35:10.367Z,,,,0,,18.9,
2017-12-23T06:35:20.364Z,,,,0,21.9,18.9,
2017-12-23T06:35:30.366Z,,,,0,21.8,18.9,
2017-12-23T06:35:40.365Z,,,,0,,18.9,
2017-12-23T06:35:50.365Z,,,,0,,18.9,
2017-12-23T06:36:00.366Z,,,,0,,18.9,
2017-12-23T06:36:10.367Z,,,,0,,18.9,
2017-12-23T06:36:20.365Z,,,,0,,18.9,
2017-12-23T06:36:30.368Z,,,,0,,18.9,
2017-12-23T06:36:40.365Z,,,,0,,18.9,
2017-12-23T06:36:50.364Z,,,,0,,18.9,
2017-12-23T06:37:00.372Z,,,,0,,18.9,
2017-12-23T06:37:10.365Z,,,,0,,18.9,
2017-12-23T06:37:20.365Z,,,,0,,18.9,
2017-12-23T06:37:30.365Z,,,,0,,18.9,
2017-12-23T06:37:40.366Z,,,,0,,18.9,
2017-12-23T06:37:50.365Z,,,,0,,18.9,
2017-12-23T06:38:00.366Z,,,,0,,18.9,
2017-12-23T06:38:10.366Z,,,,0,,18.9,
2017-12-23T06:38:20.365Z,,,,0,,18.9,
2017-12-23T06:38:30.365Z,,,,0,,18.9,
2017-12-23T06:38:40.365Z,,,,0,,18.9,
2017-12-23T06:38:50.366Z,,,,0,,18.9,
2017-12-23T06:39:00.365Z,,,,0,,18.9,
2017-12-23T06:39:10.365Z,,,,0,,18.9,
2017-12-23T06:39:20.365Z,,,,0,,18.9,
2017-12-23T06:39:30.365Z,,,,0,,18.9,
2017-12-23T06:39:40.365Z,,,,0,,18.9,
2017-12-23T06:39:50.369Z,,,,0,,18.9,
2017-12-23T06:40:00.365Z,,,,0,,18.9,
2017-12-23T06:40:10.365Z,,,,0,,18.9,
2017-12-23T06:40:20.365Z,,,,0,,18.9,
2017-12-23T06:40:30.365Z,,,,0,,18.9,
2017-12-23T06:40:40.365Z,,,,0,,18.9,
2017-12-23T06:40:50.367Z,,,,0,,18.9,
2017-12-23T06:41:00.366Z,,,,0,,18.9,
2017-12-23T06:41:10.365Z,,,,0,,18.9,
2017-12-23T06:41:20.366Z,,,,0,,18.9,
2017-12-23T06:41:30.366Z,,,,0,,18.9,
2017-12-23T06:41:40.365Z,,,,0,,18.9,
2017-12-23T06:41:50.365Z,,,,0,,18.9,
2017-12-23T06:42:00.366Z,,,,0,,18.9,
2017-12-23T06:42:10.366Z,,,,0,,18.9,
2017-12-23T06:42:20.367Z,,,,0,,18.9,
2017-12-23T06:42:30.366Z,,,,0,,18.9,
2017-12-23T06:42:40.366Z,,,,0,,18.9,
2017-12-23T06:42:50.366Z,,,,0,,18.9,
2017-12-23T06:43:00.366Z,,,,0,,18.9,
2017-12-23T06:43:10.366Z,,,,0,,18.9,
2017-12-23T06:43:20.367Z,,,,0,,18.9,
2017-12-23T06:43:30.366Z,,,,0,21.7,18.9,
2017-12-23T06:43:40.365Z,,,,0,21.8,18.9,
2017-12-23T06:43:50.366Z,,,,0,21.7,18.9,
2017-12-23T06:44:00.366Z,,,,0,,18.9,
2017-12-23T06:44:10.367Z,,,,0,,18.9,
2017-12-23T06:44:20.366Z,,,,0,,18.9,
2017-12-23T06:44:30.366Z,,,,0,,18.9,
2017-12-23T06:44:40.366Z,,,,0,,18.9,
2017-12-23T06:44:50.367Z,,,,0,,18.9,
2017-12-23T06:45:00.366Z,,,,0,,18.9,
2017-12-23T06:45:10.366Z,,,,0,,18.9,
2017-12-23T06:45:20.376Z,,,,0,,18.9,
2017-12-23T06:45:30.372Z,,,,0,,18.9,
2017-12-23T06:45:40.370Z,,,,0,,18.9,
2017-12-23T06:45:50.370Z,,,,0,,18.9,
2017-12-23T06:46:00.366Z,,,,0,,18.9,
2017-12-23T06:46:10.366Z,,,,0,,18.9,
2017-12-23T06:46:20.366Z,,,,0,,18.9,
2017-12-23T06:46:30.376Z,,,,0,,18.9,
2017-12-23T06:46:40.366Z,,,,0,,18.9,
2017-12-23T06:46:50.366Z,,,,0,,18.9,
2017-12-23T06:47:00.367Z,,,,0,,18.9,
2017-12-23T06:47:10.366Z,,,,0,,18.9,
2017-12-23T06:47:20.366Z,,,,0,,18.8,
2017-12-23T06:47:30.366Z,,,,0,,18.9,
2017-12-23T06:47:40.366Z,,,,0,,18.9,
2017-12-23T06:47:50.366Z,,,,0,,18.9,
2017-12-23T06:48:00.366Z,,,,0,,18.8,
2017-12-23T06:48:10.367Z,,,,0,,18.9,
2017-12-23T06:48:20.369Z,,,,0,,18.9,
2017-12-23T06:48:30.367Z,,,,0,,18.9,
2017-12-23T06:48:40.371Z,,,,0,,18.9,
2017-12-23T06:48:50.366Z,,,,0,,18.9,
2017-12-23T06:49:00.367Z,,,,0,,18.8,
2017-12-23T06:49:10.366Z,,,,0,,18.9,
2017-12-23T06:49:20.372Z,,,,0,,18.9,
2017-12-23T06:49:30.368Z,,,,0,,18.9,
2017-12-23T06:49:40.367Z,,,,0,,18.9,
2017-12-23T06:49:50.368Z,,,,0,,18.8,
2017-12-23T06:50:00.370Z,,,,0,,18.9,
2017-12-23T06:50:10.370Z,,,,0,,18.8,
2017-12-23T06:50:20.367Z,,,,0,,18.9,
2017-12-23T06:50:30.369Z,,,,0,,18.8,
2017-12-23T06:50:40.366Z,,,,0,,18.9,
2017-12-23T06:50:50.367Z,,,,0,,18.8,
2017-12-23T06:51:00.367Z,,,,0,,18.8,
2017-12-23T06:51:10.368Z,,,,0,,18.8,
2017-12-23T06:51:20.367Z,,,,0,,18.9,
2017-12-23T06:51:30.367Z,,,,0,,18.8,
2017-12-23T06:51:40.368Z,,,,0,,18.8,
2017-12-23T06:51:50.367Z,,,,0,,18.8,
2017-12-23T06:52:00.367Z,,,,0,,18.8,
2017-12-23T06:52:10.366Z,,,,0,,18.8,
2017-12-23T06:52:20.367Z,,,,0,,18.8,
2017-12-23T06:52:30.367Z,,,,0,,18.8,
2017-12-23T06:52:40.367Z,,,,0,,18.8,
2017-12-23T06:52:50.368Z,,,,0,,18.9,
2017-12-23T06:53:00.367Z,,,,0,,18.8,
2017-12-23T06:53:10.367Z,,,,0,21.6,18.8,
2017-12-23T06:53:20.366Z,,,,0,21.7,18.8,
2017-12-23T06:53:30.369Z,,,,0,21.6,18.8,
2017-12-23T06:53:40.367Z,,,,0,21.7,18.8,
2017-12-23T06:53:50.366Z,,,,0,,18.8,
2017-12-23T06:54:00.367Z,,,,0,21.6,18.9,
2017-12-23T06:54:10.367Z,,,,0,,18.8,
2017-12-23T06:54:20.368Z,,,,0,,18.8,
2017-12-23T06:54:30.373Z,,,,0,,18.8,
2017-12-23T06:54:40.367Z,,,,0,,18.8,
2017-12-23T06:54:50.367Z,,,,0,,18.8,
2017-12-23T06:55:00.367Z,,,,0,,18.8,
2017-12-23T06:55:10.367Z,,,,0,,18.8,
2017-12-23T06:55:20.368Z,,,,0,,18.8,
2017-12-23T06:55:30.367Z,,,,0,,18.8,
2017-12-23T06:55:40.367Z,,,,0,,18.8,
2017-12-23T06:55:50.367Z,,,,0,,18.8,
2017-12-23T06:56:00.368Z,,,,0,,18.8,
2017-12-23T06:56:10.368Z,,,,0,,18.8,
2017-12-23T06:56:20.368Z,,,,0,,18.8,
2017-12-23T06:56:30.373Z,,,,0,,18.8,
2017-12-23T06:56:40.367Z,,,,0,,18.8,
2017-12-23T06:56:50.367Z,,,,0,,18.8,
2017-12-23T06:57:00.368Z,,,,0,,18.8,
2017-12-23T06:57:10.369Z,,,,0,,18.8,
2017-12-23T06:57:20.367Z,,,,0,,18.8,
2017-12-23T06:57:30.367Z,,,,0,,18.8,
2017-12-23T06:57:40.367Z,,,,0,,18.8,
2017-12-23T06:57:50.368Z,,,,0,,18.8,
2017-12-23T06:58:00.367Z,,,,0,,18.8,
2017-12-23T06:58:10.368Z,,,,0,,18.8,
2017-12-23T06:58:20.368Z,,,,0,,18.8,
2017-12-23T06:58:30.367Z,,,,0,,18.8,
2017-12-23T06:58:40.368Z,,,,0,,18.8,
2017-12-23T06:58:50.367Z,,,,0,,18.8,
2017-12-23T06:59:00.368Z,,,,0,,18.8,
2017-12-23T06:59:10.371Z,,,,0,,18.8,
2017-12-23T06:59:20.369Z,,,,0,,18.8,
2017-12-23T06:59:30.368Z,,,,0,,18.8,
2017-12-23T06:59:40.368Z,,,,0,,18.8,
2017-12-23T06:59:50.368Z,,,,0,,18.8,
2017-12-23T07:00:00.368Z,,,,0,,18.8,
2017-12-23T07:00:10.368Z,,,,0,,18.8,
2017-12-23T07:00:20.368Z,,,,0,,18.8,
2017-12-23T07:00:30.368Z,,,,0,,18.8,
2017-12-23T07:00:40.368Z,,,,0,,18.8,
2017-12-23T07:00:50.368Z,,,,0,,18.8,
2017-12-23T07:01:00.368Z,,,,0,,18.8,
2017-12-23T07:01:10.368Z,,,,0,,18.8,
2017-12-23T07:01:20.369Z,,,,0,,18.8,
2017-12-23T07:01:30.368Z,,,,0,,18.8,
2017-12-23T07:01:40.368Z,,,,0,,18.8,
2017-12-23T07:01:50.369Z,,,,0,,18.8,
2017-12-23T07:02:00.371Z,,,,0,,18.8,
2017-12-23T07:02:10.368Z,,,,0,21.4,18.8,
2017-12-23T07:02:20.369Z,,,,0,21.6,18.8,
2017-12-23T07:02:30.368Z,,,,0,,18.8,
2017-12-23T07:02:40.370Z,,,,0,21.4,18.8,
2017-12-23T07:02:50.368Z,,,,0,21.6,18.8,
2017-12-23T07:03:00.370Z,,,,0,21.4,18.8,
2017-12-23T07:03:10.369Z,,,,0,,18.8,
2017-12-23T07:03:20.368Z,,,,0,21.6,18.8,
2017-12-23T07:03:30.371Z,,,,0,,18.8,
2017-12-23T07:03:40.370Z,,,,0,,18.8,
2017-12-23T07:03:50.369Z,,,,0,21.4,18.8,
2017-12-23T07:04:00.368Z,,,,0,,18.8,
2017-12-23T07:04:10.368Z,,,,0,,18.8,
2017-12-23T07:04:20.368Z,,,,0,,18.8,
2017-12-23T07:04:30.369Z,,,,0,,18.8,
2017-12-23T07:04:40.368Z,,,,0,,18.8,
2017-12-23T07:04:50.368Z,,,,0,,18.8,
2017-12-23T07:05:00.369Z,,,,0,,18.8,
2017-12-23T07:05:10.368Z,,,,0,,18.8,
2017-12-23T07:05:20.368Z,,,,0,,18.8,
2017-12-23T07:05:30.368Z,,,,0,,18.8,
2017-12-23T07:05:40.369Z,,,,0,,18.8,
2017-12-23T07:05:50.369Z,,,,0,,18.8,
2017-12-23T07:06:00.369Z,,,,0,,18.8,
2017-12-23T07:06:10.368Z,,,,0,,18.8,
2017-12-23T07:06:20.368Z,,,,0,,18.8,
2017-12-23T07:06:30.369Z,,,,0,,18.8,
2017-12-23T07:06:40.370Z,,,,0,,18.8,
2017-12-23T07:06:50.369Z,,,,0,,18.8,
2017-12-23T07:07:00.371Z,,,,0,,18.8,
2017-12-23T07:07:10.369Z,,,,0,,18.8,
2017-12-23T07:07:20.369Z,,,,0,,18.8,
2017-12-23T07:07:30.368Z,,,,0,,18.8,
2017-12-23T07:07:40.369Z,,,,0,,18.8,
2017-12-23T07:07:50.370Z,,,,0,,18.8,
2017-12-23T07:08:00.369Z,,,,0,,18.8,
2017-12-23T07:08:10.542Z,,,,0,,18.8,
2017-12-23T07:08:20.374Z,,,,0,,18.8,
2017-12-23T07:08:30.370Z,,,,0,,18.8,
2017-12-23T07:08:40.373Z,,,,0,,18.8,
2017-12-23T07:08:50.442Z,,,,0,,18.8,
2017-12-23T07:09:00.368Z,,,,0,,18.8,
2017-12-23T07:09:10.370Z,,,,0,,18.8,
2017-12-23T07:09:20.370Z,,,,0,,18.8,
2017-12-23T07:09:30.368Z,,,,0,,18.8,
2017-12-23T07:09:40.369Z,,,,0,,18.8,
2017-12-23T07:09:50.369Z,,,,0,,18.8,
2017-12-23T07:10:00.369Z,,,,0,,18.8,
2017-12-23T07:10:11.184Z,,,,0,,18.8,
2017-12-23T07:10:20.371Z,,,,0,,18.8,
2017-12-23T07:10:30.370Z,,,,0,,18.8,
2017-12-23T07:10:40.368Z,,,,0,,18.8,
2017-12-23T07:10:50.368Z,,,,0,,18.8,
2017-12-23T07:11:00.369Z,,,,0,,18.8,
2017-12-23T07:11:10.370Z,,,,0,,18.8,
2017-12-23T07:11:20.371Z,,,,0,,18.8,
2017-12-23T07:11:30.369Z,,,,0,,18.8,
2017-12-23T07:11:40.369Z,,,,0,21.3,18.8,
2017-12-23T07:11:50.369Z,,,,0,,18.8,
2017-12-23T07:12:00.370Z,,,,0,21.4,18.8,
2017-12-23T07:12:15.589Z,,,,0,,18.8,
2017-12-23T07:12:20.369Z,,,,0,,18.8,
2017-12-23T07:12:30.375Z,,,,0,,18.8,
2017-12-23T07:12:40.374Z,,,,0,21.3,18.8,
2017-12-23T07:12:50.370Z,,,,0,21.4,18.8,
2017-12-23T07:13:00.369Z,,,,0,,18.8,
2017-12-23T07:13:10.371Z,,,,0,21.3,18.8,
2017-12-23T07:13:20.370Z,,,,0,,18.8,
2017-12-23T07:13:30.369Z,,,,0,,18.8,
2017-12-23T07:13:40.369Z,,,,0,,18.8,
2017-12-23T07:13:50.369Z,,,,0,21.4,18.8,
2017-12-23T07:14:00.370Z,,,,0,21.3,18.8,
2017-12-23T07:14:10.375Z,,,,0,,18.8,
2017-12-23T07:14:20.369Z,0,0,0,0,21.3,18.8,5
2017-12-23T07:14:30.369Z,,,,0,,18.8,
2017-12-23T07:14:40.370Z,,,,0,,18.8,
2017-12-23T07:14:50.369Z,,,,0,,18.8,
2017-12-23T07:15:00.370Z,,,,0,,18.8,
2017-12-23T07:15:10.369Z,,,,0,,18.8,
2017-12-23T07:15:20.369Z,,,,0,,18.8,
2017-12-23T07:15:30.370Z,,,,0,,18.8,
2017-12-23T07:15:40.369Z,,,,0,,18.8,
2017-12-23T07:15:50.369Z,,,,0,,18.8,
2017-12-23T07:16:00.578Z,,,,0,,18.8,
2017-12-23T07:16:15.390Z,,,,0,,18.8,
2017-12-23T07:16:20.370Z,,,,0,,18.8,
2017-12-23T07:16:30.369Z,,,,0,,18.8,
2017-12-23T07:16:40.369Z,,,,0,,18.8,
2017-12-23T07:16:50.370Z,,,,0,,18.8,
2017-12-23T07:17:00.371Z,,,,0,,18.8,
2017-12-23T07:17:10.370Z,,,,0,,18.8,
2017-12-23T07:17:20.373Z,,,,0,,18.8,
2017-12-23T07:17:30.372Z,,,,0,,18.8,
2017-12-23T07:17:40.370Z,,,,0,,18.8,
2017-12-23T07:17:50.370Z,,,,0,,18.8,
2017-12-23T07:18:00.379Z,,,,0,,18.8,
2017-12-23T07:18:10.576Z,,,,0,,18.8,
2017-12-23T07:18:20.370Z,,,,0,,18.8,
2017-12-23T07:18:30.373Z,,,,0,,18.8,
2017-12-23T07:18:40.371Z,,,,0,,18.8,
2017-12-23T07:18:50.371Z,,,,0,,18.8,
2017-12-23T07:19:00.378Z,,,,0,,18.8,
2017-12-23T07:19:10.371Z,,,,0,,18.8,
2017-12-23T07:19:20.370Z,,,,0,,18.8,
2017-12-23T07:19:30.372Z,,,,0,,18.8,
2017-12-23T07:19:40.375Z,,,,0,,18.8,
2017-12-23T07:19:50.370Z,,,,0,,18.8,
2017-12-23T07:20:00.372Z,,,,0,,18.8,
2017-12-23T07:20:15.390Z,,,,0,,18.8,
2017-12-23T07:20:20.371Z,,,,0,,18.8,
2017-12-23T07:20:30.371Z,,,,0,,18.6,
2017-12-23T07:20:40.371Z,,,,0,,18.8,
2017-12-23T07:20:50.370Z,,,,0,,18.8,
2017-12-23T07:21:00.374Z,,,,0,,18.8,
2017-12-23T07:21:10.370Z,,,,0,,18.8,
2017-12-23T07:21:20.371Z,,,,0,,18.8,
2017-12-23T07:21:30.371Z,,,,0,,18.8,
2017-12-23T07:21:40.397Z,,,,0,,18.8,
2017-12-23T07:21:50.374Z,,,,0,,18.8,
2017-12-23T07:22:00.381Z,,,,0,21.2,18.6,
2017-12-23T07:22:15.390Z,,,,0,21.3,18.6,
2017-12-23T07:22:20.566Z,,,,0,21.2,18.8,
2017-12-23T07:22:30.371Z,,,,0,21.3,18.8,
2017-12-23T07:22:40.371Z,,,,0,21.2,18.8,
2017-12-23T07:22:50.372Z,,,,0,21.3,18.6,
2017-12-23T07:23:00.371Z,,,,0,21.2,18.8,
2017-12-23T07:23:10.371Z,,,,0,,18.8,
2017-12-23T07:23:20.372Z,,,,0,,18.8,
2017-12-23T07:23:30.371Z,,,,0,,18.8,
2017-12-23T07:23:40.372Z,,,,0,,18.8,
2017-12-23T07:23:50.371Z,,,,0,,18.8,
2017-12-23T07:24:00.372Z,,,,0,,18.8,
2017-12-23T07:24:10.573Z,,,,0,,18.8,
2017-12-23T07:24:20.371Z,,,,0,,18.6,
2017-12-23T07:24:30.372Z,,,,0,,18.8,
2017-12-23T07:24:40.371Z,,,,0,,18.8,
2017-12-23T07:24:50.377Z,,,,0,,18.8,
2017-12-23T07:25:00.371Z,,,,0,,18.8,
2017-12-23T07:25:10.370Z,,,,0,,18.6,
2017-12-23T07:25:20.371Z,,,,0,,18.8,
2017-12-23T07:25:30.371Z,,,,0,,18.8,
2017-12-23T07:25:40.371Z,,,,0,,18.8,
2017-12-23T07:25:50.371Z,,,,0,,18.8,
2017-12-23T07:26:00.371Z,,,,0,,18.6,
2017-12-23T07:26:15.391Z,,,,0,,18.6,
2017-12-23T07:26:20.376Z,,,,0,,18.8,
2017-12-23T07:26:30.371Z,,,,0,,18.8,
2017-12-23T07:26:40.371Z,,,,0,,18.8,
2017-12-23T07:26:50.371Z,,,,0,,18.6,
2017-12-23T07:27:00.371Z,,,,0,,18.6,
2017-12-23T07:27:10.371Z,,,,0,,18.8,
2017-12-23T07:27:20.376Z,,,,0,,18.8,
2017-12-23T07:27:30.371Z,,,,0,,18.8,
2017-12-23T07:27:40.371Z,,,,0,,18.6,
2017-12-23T07:27:50.373Z,,,,0,,18.6,
2017-12-23T07:28:00.371Z,,,,0,,18.6,
2017-12-23T07:28:10.572Z,,,,0,,18.6,
2017-12-23T07:28:20.371Z,,,,0,,18.6,
2017-12-23T07:28:30.373Z,,,,0,,18.6,
2017-12-23T07:28:40.374Z,,,,0,,18.6,
2017-12-23T07:28:50.372Z,,,,0,,18.6,
2017-12-23T07:29:00.372Z,,,,0,,18.8,
2017-12-23T07:29:10.371Z,,,,0,,18.6,
2017-12-23T07:29:20.371Z,,,,0,,18.6,
2017-12-23T07:29:30.372Z,,,,0,,18.6,
2017-12-23T07:29:40.371Z,,,,0,,18.6,
2017-12-23T07:29:50.371Z,,,,0,,18.6,
2017-12-23T07:30:00.372Z,,,,0,,18.6,
2017-12-23T07:30:10.576Z,,,,0,,18.6,
2017-12-23T07:30:20.371Z,,,,0,,18.6,
2017-12-23T07:30:30.374Z,,,,0,,18.6,
2017-12-23T07:30:40.371Z,,,,0,,18.6,
2017-12-23T07:30:50.372Z,,,,0,,18.6,
2017-12-23T07:31:00.371Z,,,,0,,18.6,
2017-12-23T07:31:10.372Z,,,,0,,18.6,
2017-12-23T07:31:20.371Z,,,,0,,18.6,
2017-12-23T07:31:30.372Z,,,,0,,18.6,
2017-12-23T07:31:40.374Z,,,,0,,18.6,
2017-12-23T07:31:50.379Z,,,,0,,18.6,
2017-12-23T07:32:00.372Z,,,,0,,18.6,
2017-12-23T07:32:15.396Z,,,,0,,18.6,
2017-12-23T07:32:20.373Z,,,,0,,18.6,
2017-12-23T07:32:30.371Z,,,,0,,18.6,
2017-12-23T07:32:40.372Z,,,,0,,18.6,
2017-12-23T07:32:50.373Z,,,,0,21.1,18.6,
2017-12-23T07:33:00.373Z,,,,0,,18.6,
2017-12-23T07:33:10.373Z,,,,0,21.2,18.6,
2017-12-23T07:33:20.372Z,,,,0,,18.6,
2017-12-23T07:33:30.377Z,,,,0,,18.6,
2017-12-23T07:33:40.372Z,,,,0,21.1,18.6,
2017-12-23T07:33:50.372Z,,,,0,,18.6,
2017-12-23T07:34:00.372Z,,,,0,,18.6,
2017-12-23T07:34:10.549Z,,,,0,21.2,18.6,
2017-12-23T07:34:20.372Z,,,,0,21.1,18.6,
2017-12-23T07:34:30.372Z,,,,0,,18.6,
2017-12-23T07:34:40.372Z,,,,0,,18.6,
2017-12-23T07:34:50.372Z,,,,0,,18.6,
2017-12-23T07:35:00.375Z,,,,0,,18.6,
2017-12-23T07:35:10.372Z,,,,0,,18.6,
2017-12-23T07:35:20.372Z,,,,0,,18.6,
2017-12-23T07:35:30.373Z,,,,0,,18.6,
2017-12-23T07:35:40.493Z,,,,0,,18.6,
2017-12-23T07:35:50.373Z,,,,0,,18.6,
2017-12-23T07:36:00.376Z,,,,0,,18.6,
2017-12-23T07:36:15.392Z,,,,0,,18.6,
2017-12-23T07:36:20.373Z,,,,0,,18.6,
2017-12-23T07:36:30.373Z,,,,0,,18.6,
2017-12-23T07:36:40.372Z,,,,0,,18.6,
2017-12-23T07:36:50.372Z,,,,0,,18.6,
2017-12-23T07:37:00.373Z,,,,0,,18.6,
2017-12-23T07:37:10.378Z,,,,0,,18.6,
2017-12-23T07:37:20.372Z,,,,0,,18.6,
2017-12-23T07:37:30.376Z,,,,0,,18.6,
2017-12-23T07:37:40.373Z,,,,0,,18.6,
2017-12-23T07:37:50.373Z,,,,0,,18.6,
2017-12-23T07:38:00.373Z,,,,0,,18.6,
2017-12-23T07:38:10.577Z,,,,0,,18.6,
2017-12-23T07:38:20.373Z,,,,0,,18.6,
2017-12-23T07:38:30.373Z,,,,0,,18.6,
2017-12-23T07:38:40.376Z,,,,0,,18.6,
2017-12-23T07:38:50.376Z,,,,0,,18.6,
2017-12-23T07:39:00.376Z,,,,0,,18.6,
2017-12-23T07:39:10.374Z,,,,0,,18.6,
2017-12-23T07:39:20.375Z,,,,0,,18.6,
2017-12-23T07:39:30.373Z,,,,0,,18.6,
2017-12-23T07:39:40.374Z,,,,0,,18.6,
2017-12-23T07:39:50.378Z,,,,0,,18.6,
2017-12-23T07:40:00.373Z,,,,0,,18.6,
2017-12-23T07:40:10.373Z,,,,0,,18.6,
2017-12-23T07:40:20.373Z,,,,0,,18.6,
2017-12-23T07:40:30.373Z,,,,0,,18.6,
2017-12-23T07:40:40.373Z,,,,0,,18.6,
2017-12-23T07:40:50.373Z,,,,0,,18.6,
2017-12-23T07:41:00.374Z,,,,0,,18.6,
2017-12-23T07:41:10.374Z,,,,0,,18.6,
2017-12-23T07:41:20.382Z,,,,0,,18.6,
2017-12-23T07:41:30.376Z,,,,0,,18.6,
2017-12-23T07:41:40.373Z,,,,0,,18.6,
2017-12-23T07:41:50.373Z,,,,0,,18.6,
2017-12-23T07:42:00.373Z,,,,0,,18.6,
2017-12-23T07:42:10.373Z,,,,0,,18.6,
2017-12-23T07:42:20.375Z,,,,0,,18.6,
2017-12-23T07:42:30.373Z,,,,0,,18.6,
2017-12-23T07:42:40.532Z,,,,0,,18.6,
2017-12-23T07:42:50.373Z,,,,0,,18.6,
2017-12-23T07:43:00.374Z,,,,0,,18.6,
2017-12-23T07:43:10.373Z,,,,0,,18.6,
2017-12-23T07:43:20.374Z,,,,0,,18.6,
2017-12-23T07:43:30.374Z,,,,0,,18.6,
2017-12-23T07:43:40.376Z,,,,0,,18.6,
2017-12-23T07:43:50.373Z,,,,0,,18.6,
2017-12-23T07:44:00.373Z,,,,0,,18.6,
2017-12-23T07:44:10.373Z,,,,0,,18.6,
2017-12-23T07:44:20.374Z,,,,0,21,18.6,
2017-12-23T07:44:30.374Z,,,,0,,18.6,
2017-12-23T07:44:40.374Z,,,,0,,18.6,
2017-12-23T07:44:50.373Z,,,,0,,18.6,
2017-12-23T07:45:00.373Z,,,,0,,18.6,
