Time,HwActive,PrimT,PrimTSet,ActPow,HwTOutlet,ChActive,HwTSet
2018-01-21T06:16:13.374Z,,,,,17.4,,0
2018-01-21T06:16:23.373Z,,,,,17.5,,0
2018-01-21T06:16:33.374Z,,,,,17.5,,0
2018-01-21T06:16:43.374Z,,,,,17.5,,0
2018-01-21T06:16:53.376Z,,,,,17.5,,0
2018-01-21T06:17:03.373Z,,,,,17.5,,0
2018-01-21T06:17:13.374Z,,,,,17.5,,0
2018-01-21T06:17:23.376Z,,,,,17.5,,0
2018-01-21T06:17:33.373Z,,,,,17.4,,0
2018-01-21T06:17:43.373Z,,25.5,,,17.5,,0
2018-01-21T06:17:53.374Z,,,,,17.5,,0
2018-01-21T06:18:03.373Z,,,,,17.5,,0
2018-01-21T06:18:13.373Z,,,,,17.4,,0
2018-01-21T06:18:23.373Z,,,,,17.4,,0
2018-01-21T06:18:33.378Z,,,,,17.4,,0
2018-01-21T06:18:43.374Z,,,,,17.4,,0
2018-01-21T06:18:53.373Z,,,,,17.4,,0
2018-01-21T06:19:03.373Z,,,,,17.4,,0
2018-01-21T06:19:13.374Z,,,,,17.4,,0
2018-01-21T06:19:23.374Z,,,,,17.4,,0
2018-01-21T06:19:33.374Z,,,,,17.4,,0
2018-01-21T06:19:43.374Z,,,,,17.5,,0
2018-01-21T06:19:53.375Z,,,,,17.4,,0
2018-01-21T06:20:03.373Z,,,,,17.4,,0
2018-01-21T06:20:13.373Z,,,,,17.4,,0
2018-01-21T06:20:23.373Z,,,,,17.4,,0
2018-01-21T06:20:33.374Z,,,,,17.4,,0
2018-01-21T06:20:43.373Z,,,,,17.4,,0
2018-01-21T06:20:53.374Z,,,,,17.4,,0
2018-01-21T06:21:03.374Z,,,,,17.4,,0
2018-01-21T06:21:13.373Z,,,,,17.4,,0
2018-01-21T06:21:23.373Z,,,,,17.4,,0
2018-01-21T06:21:33.374Z,,,,,17.4,,0
2018-01-21T06:21:43.494Z,,,,,17.4,,0
2018-01-21T06:21:53.374Z,,25.4,,,17.4,,0
2018-01-21T06:22:03.374Z,,,,,17.4,,0
2018-01-21T06:22:13.374Z,,,,,17.4,,0
2018-01-21T06:22:23.373Z,,,,,17.4,,0
2018-01-21T06:22:33.374Z,,,,,17.4,,0
2018-01-21T06:22:43.375Z,,,,,17.4,,0
2018-01-21T06:22:53.374Z,,,,,17.4,,0
2018-01-21T06:23:03.374Z,,,,,17.4,,0
2018-01-21T06:23:13.374Z,,,,,17.4,,0
2018-01-21T06:23:23.379Z,,,,,17.4,,0
2018-01-21T06:23:33.375Z,,,,,17.4,,0
2018-01-21T06:23:43.374Z,,,,,17.4,,0
2018-01-21T06:23:53.374Z,,,,,17.4,,0
2018-01-21T06:24:03.375Z,,,,,17.4,,0
2018-01-21T06:24:13.375Z,,,,,17.4,,0
2018-01-21T06:24:23.374Z,,,,,17.4,,0
2018-01-21T06:24:33.376Z,,,,,17.4,,0
2018-01-21T06:24:43.374Z,,,,,17.4,,0
2018-01-21T06:24:53.375Z,,,,,17.4,,0
2018-01-21T06:25:03.374Z,,,,,17.4,,0
2018-01-21T06:25:13.375Z,,,,,17.4,,0
2018-01-21T06:25:23.374Z,,,,,17.4,,0
2018-01-21T06:25:33.374Z,,,,,17.4,,0
2018-01-21T06:25:43.376Z,,,,,17.4,,0
2018-01-21T06:25:53.375Z,,25.3,,,17.4,,0
2018-01-21T06:26:03.374Z,,,,,17.4,,0
2018-01-21T06:26:13.374Z,,,,,17.4,,0
2018-01-21T06:26:23.377Z,,,,,17.4,,0
2018-01-21T06:26:33.374Z,,,,,17.4,,0
2018-01-21T06:26:43.376Z,,,,,17.4,,0
2018-01-21T06:26:53.375Z,,,,,17.4,,0
2018-01-21T06:27:03.374Z,,,,,17.4,,0
2018-01-21T06:27:13.374Z,,,,,17.4,,0
2018-01-21T06:27:23.375Z,,,,,17.4,,0
2018-01-21T06:27:33.376Z,,,,,17.4,,0
2018-01-21T06:27:43.374Z,,,,,17.4,,0
2018-01-21T06:27:53.374Z,,,,,17.4,,0
2018-01-21T06:28:03.374Z,,,,,17.4,,0
2018-01-21T06:28:13.374Z,,,,,17.4,,0
2018-01-21T06:28:23.375Z,,,,,17.4,,0
2018-01-21T06:28:33.375Z,,,,,17.4,,0
2018-01-21T06:28:43.375Z,,,,,17.4,,0
2018-01-21T06:28:53.377Z,,,,,17.4,,0
2018-01-21T06:29:03.375Z,,,,,17.4,,0
2018-01-21T06:29:13.375Z,,,,,17.4,,0
2018-01-21T06:29:23.374Z,,,,,17.4,,0
2018-01-21T06:29:33.375Z,,25.2,,,17.4,,0
2018-01-21T06:29:43.375Z,,,,,17.4,,0
2018-01-21T06:29:53.374Z,,25.3,,,17.4,,0
2018-01-21T06:30:03.375Z,,25.2,,,17.4,,0
2018-01-21T06:30:13.376Z,,,,,17.4,,0
2018-01-21T06:30:23.375Z,,,,,17.4,,0
2018-01-21T06:30:33.375Z,,,,,17.4,,0
2018-01-21T06:30:43.374Z,,,,,17.4,,0
2018-01-21T06:30:53.375Z,,,,,17.4,,0
2018-01-21T06:31:03.375Z,,,,,17.4,,0
2018-01-21T06:31:13.375Z,,,,,17.4,,0
2018-01-21T06:31:23.375Z,,,,,17.4,,0
2018-01-21T06:31:33.375Z,,,,,17.4,,0
2018-01-21T06:31:43.375Z,,,,,17.4,,0
2018-01-21T06:31:53.375Z,,,,,17.4,,0
2018-01-21T06:32:03.375Z,,,,,17.4,,0
2018-01-21T06:32:13.375Z,,,,,17.4,,0
2018-01-21T06:32:23.375Z,,,,,17.4,,0
2018-01-21T06:32:33.375Z,,,,,17.4,,0
2018-01-21T06:32:43.376Z,,,,,17.4,,0
2018-01-21T06:32:53.377Z,,,,,17.4,,0
2018-01-21T06:33:03.375Z,,,,,17.4,,0
2018-01-21T06:33:13.377Z,,,,,17.4,,0
2018-01-21T06:33:23.375Z,,25.1,,,17.4,,0
2018-01-21T06:33:33.376Z,,,,,17.4,,0
2018-01-21T06:33:43.378Z,,,,,17.4,,0
2018-01-21T06:33:53.376Z,,,,,17.4,,0
2018-01-21T06:34:03.375Z,,,,,17.4,,0
2018-01-21T06:34:13.375Z,,,,,17.4,,0
2018-01-21T06:34:23.375Z,,,,,17.4,,0
2018-01-21T06:34:33.376Z,,,,,17.4,,0
2018-01-21T06:34:43.375Z,,,,,17.4,,0
2018-01-21T06:34:53.376Z,,,,,17.4,,0
2018-01-21T06:35:03.375Z,,,,,17.4,,0
2018-01-21T06:35:13.375Z,,,,,17.4,,0
2018-01-21T06:35:23.375Z,,,,,17.4,,0
2018-01-21T06:35:33.378Z,,,,,17.4,,0
2018-01-21T06:35:43.375Z,,,,,17.4,,0
2018-01-21T06:35:53.376Z,,,,,17.4,,0
2018-01-21T06:36:03.530Z,,,,,17.4,,0
2018-01-21T06:36:13.377Z,,,,,17.4,,0
2018-01-21T06:36:23.375Z,,,,,17.4,,0
2018-01-21T06:36:33.379Z,,,,,17.3,,0
2018-01-21T06:36:43.376Z,,,,,17.4,,0
2018-01-21T06:36:53.376Z,,,,,17.4,,0
2018-01-21T06:37:03.612Z,,25.1,,,17.4,,0
2018-01-21T06:37:13.375Z,,24.9,,,17.4,,0
2018-01-21T06:37:23.376Z,,25.1,,,17.3,,0
2018-01-21T06:37:33.377Z,,24.9,,,17.4,,0
2018-01-21T06:37:43.376Z,,24.9,,,17.4,,0
2018-01-21T06:37:53.375Z,,,,,17.4,,0
2018-01-21T06:38:03.378Z,,,,,17.3,,0
2018-01-21T06:38:13.376Z,,,,,17.4,,0
2018-01-21T06:38:23.376Z,,,,,17.3,,0
2018-01-21T06:38:33.376Z,,,,,17.3,,0
2018-01-21T06:38:43.376Z,,,,,17.4,,0
2018-01-21T06:38:53.376Z,,,,,17.4,,0
2018-01-21T06:39:03.376Z,,,,,17.3,,0
2018-01-21T06:39:13.378Z,,,,,17.3,,0
2018-01-21T06:39:23.376Z,,,,,17.3,,0
2018-01-21T06:39:33.376Z,,,,,17.3,,0
2018-01-21T06:39:43.376Z,,,,,17.3,,0
2018-01-21T06:39:53.376Z,,,,,17.3,,0
2018-01-21T06:40:03.376Z,,,,,17.3,,0
2018-01-21T06:40:13.376Z,,,,,17.3,,0
2018-01-21T06:40:23.376Z,,,,,17.3,,0
2018-01-21T06:40:33.377Z,,,,,17.3,,0
2018-01-21T06:40:43.377Z,,,,,17.3,,0
2018-01-21T06:40:53.376Z,,,,,17.3,,0
2018-01-21T06:41:03.376Z,,,,,17.4,,0
2018-01-21T06:41:13.376Z,,,,,17.3,,0
2018-01-21T06:41:23.377Z,,,,,17.3,,0
2018-01-21T06:41:33.376Z,,,,,17.3,,0
2018-01-21T06:41:43.376Z,,,,,17.3,,0
2018-01-21T06:41:53.376Z,,,,,17.3,,0
2018-01-21T06:42:03.376Z,,24.8,,,17.3,,0
2018-01-21T06:42:13.376Z,,,,,17.3,,0
2018-01-21T06:42:23.378Z,,,,,17.3,,0
2018-01-21T06:42:33.377Z,,,,,17.3,,0
2018-01-21T06:42:43.376Z,,,,,17.3,,0
2018-01-21T06:42:53.382Z,,,,,17.3,,0
2018-01-21T06:43:03.377Z,,,,,17.3,,0
2018-01-21T06:43:13.376Z,,,,,17.3,,0
2018-01-21T06:43:23.376Z,,,,,17.3,,0
2018-01-21T06:43:33.377Z,,,,,17.3,,0
2018-01-21T06:43:43.376Z,,,,,17.3,,0
2018-01-21T06:43:53.377Z,,,,,17.3,,0
2018-01-21T06:44:03.377Z,,,,,17.3,,0
2018-01-21T06:44:13.376Z,,,,,17.3,,0
2018-01-21T06:44:23.376Z,,,,,17.3,,0
2018-01-21T06:44:33.377Z,,,,,17.3,,0
2018-01-21T06:44:43.376Z,,,,,17.3,,0
2018-01-21T06:44:53.377Z,,,,,17.3,,0
2018-01-21T06:45:03.377Z,,,,,17.3,,0
2018-01-21T06:45:13.376Z,,,,,17.3,,0
2018-01-21T06:45:23.376Z,,,,,17.3,,0
2018-01-21T06:45:33.377Z,,,,,17.3,,0
2018-01-21T06:45:43.377Z,,,,,17.3,,0
2018-01-21T06:45:53.552Z,,,,,17.3,,0
2018-01-21T06:46:03.376Z,,24.7,,,17.3,,0
2018-01-21T06:46:13.601Z,,,,,17.3,,0
2018-01-21T06:46:23.377Z,,,,,17.3,,0
2018-01-21T06:46:33.377Z,,,,,17.3,,0
2018-01-21T06:46:43.377Z,,,,,17.3,,0
2018-01-21T06:46:53.378Z,,,,,17.3,,0
2018-01-21T06:47:03.378Z,,,,,17.3,,0
2018-01-21T06:47:13.592Z,,,,,17.3,,0
2018-01-21T06:47:23.377Z,,,,,17.3,,0
2018-01-21T06:47:33.377Z,,,,,17.3,,0
2018-01-21T06:47:43.377Z,,,,,17.3,,0
2018-01-21T06:47:53.377Z,,,,,17.3,,0
2018-01-21T06:48:03.377Z,,,,,17.3,,0
2018-01-21T06:48:13.378Z,,,,,17.3,,0
2018-01-21T06:48:23.378Z,,,,,17.3,,0
2018-01-21T06:48:33.377Z,,,,,17.3,,0
2018-01-21T06:48:43.377Z,,,,,17.3,,0
2018-01-21T06:48:53.381Z,,,,,17.3,,0
2018-01-21T06:49:03.377Z,,,,,17.3,,0
2018-01-21T06:49:13.378Z,,,,,17.3,,0
2018-01-21T06:49:23.377Z,,,,,17.3,,0
2018-01-21T06:49:33.377Z,,,,,17.3,,0
2018-01-21T06:49:43.377Z,,,,,17.3,,0
2018-01-21T06:49:53.377Z,,,,,17.3,,0
2018-01-21T06:50:03.377Z,,24.6,,,17.3,,0
2018-01-21T06:50:13.377Z,,24.7,,,17.3,,0
2018-01-21T06:50:23.377Z,,24.6,,,17.3,,0
2018-01-21T06:50:33.379Z,,,,,17.3,,0
2018-01-21T06:50:43.377Z,,,,,17.3,,0
2018-01-21T06:50:53.377Z,,,,,17.3,,0
2018-01-21T06:51:03.377Z,,,,,17.3,,0
2018-01-21T06:51:13.380Z,,,,,17.3,,0
2018-01-21T06:51:23.377Z,,,,,17.3,,0
2018-01-21T06:51:33.378Z,,,,,17.3,,0
2018-01-21T06:51:43.377Z,,,,,17.3,,0
2018-01-21T06:51:53.377Z,,,,,17.3,,0
2018-01-21T06:52:03.377Z,,,,,17.3,,0
2018-01-21T06:52:13.377Z,,,,,17.3,,0
2018-01-21T06:52:23.379Z,,,,,17.3,,0
2018-01-21T06:52:33.379Z,,,,,17.3,,0
2018-01-21T06:52:43.377Z,,,,,17.3,,0
2018-01-21T06:52:53.378Z,,,,,17.3,,0
2018-01-21T06:53:03.378Z,,,,,17.3,,0
2018-01-21T06:53:13.377Z,,,,,17.3,,0
2018-01-21T06:53:23.377Z,,,,,17.3,,0
2018-01-21T06:53:33.378Z,,,,,17.3,,0
2018-01-21T06:53:43.378Z,,,,,17.3,,0
2018-01-21T06:53:53.378Z,,,,,17.3,,0
2018-01-21T06:54:03.380Z,,,,,17.3,,0
2018-01-21T06:54:13.377Z,,,,,17.3,,0
2018-01-21T06:54:23.378Z,,,,,17.3,,0
2018-01-21T06:54:33.379Z,,,,,17.3,,0
2018-01-21T06:54:43.378Z,,,,,17.3,,0
2018-01-21T06:54:53.378Z,,24.5,,,17.3,,0
2018-01-21T06:55:03.382Z,,,,,17.1,,0
2018-01-21T06:55:13.378Z,,,,,17.3,,0
2018-01-21T06:55:23.379Z,,,,,17.3,,0
2018-01-21T06:55:33.377Z,,,,,17.3,,0
2018-01-21T06:55:43.378Z,,,,,17.3,,0
2018-01-21T06:55:53.378Z,,,,,17.3,,0
2018-01-21T06:56:03.378Z,,,,,17.3,,0
2018-01-21T06:56:13.378Z,,,,,17.3,,0
2018-01-21T06:56:23.381Z,,,,,17.3,,0
2018-01-21T06:56:33.378Z,,,,,17.1,,0
2018-01-21T06:56:43.378Z,,,,,17.3,,0
2018-01-21T06:56:53.378Z,,,,,17.1,,0
2018-01-21T06:57:03.592Z,,,,,17.3,,0
2018-01-21T06:57:13.378Z,,,,,17.1,,0
2018-01-21T06:57:23.378Z,,,,,17.3,,0
2018-01-21T06:57:33.380Z,,,,,17.1,,0
2018-01-21T06:57:43.378Z,,,,,17.3,,0
2018-01-21T06:57:53.380Z,,,,,17.3,,0
2018-01-21T06:58:03.378Z,,,,,17.1,,0
2018-01-21T06:58:13.379Z,,,,,17.1,,0
2018-01-21T06:58:23.378Z,,,,,17.1,,0
2018-01-21T06:58:33.378Z,,,,,17.3,,0
2018-01-21T06:58:43.378Z,,24.3,,,17.1,,0
2018-01-21T06:58:53.378Z,,24.5,,,17.1,,0
2018-01-21T06:59:03.379Z,,,,,17.1,,0
2018-01-21T06:59:13.379Z,,24.3,,,17.1,,0
2018-01-21T06:59:23.574Z,0,24.3,5,0,17.1,0,0
2018-01-21T06:59:33.381Z,,,,,17.1,,0
2018-01-21T06:59:43.382Z,,,,,17.1,,0
2018-01-21T06:59:53.387Z,,,,,17.1,,0
2018-01-21T07:00:03.378Z,,,,,17.1,,0
2018-01-21T07:00:13.379Z,,,,,17.1,,0
2018-01-21T07:00:23.379Z,,,,,17.1,,0
2018-01-21T07:00:33.380Z,,,,,17.1,,0
2018-01-21T07:00:43.380Z,,,,,17.1,,0
2018-01-21T07:00:53.379Z,,,,,17.1,,0
2018-01-21T07:01:03.382Z,,,,,17.1,,0
2018-01-21T07:01:13.380Z,,,,,17.1,,0
2018-01-21T07:01:23.379Z,,,,,17.1,,0
2018-01-21T07:01:33.379Z,,,,,17.1,,0
2018-01-21T07:01:43.380Z,,,,,17.1,,0
2018-01-21T07:01:53.379Z,,,,,17.1,,0
2018-01-21T07:02:03.379Z,,,,,17.1,,0
2018-01-21T07:02:13.380Z,,,,,17.1,,0
2018-01-21T07:02:23.379Z,,,,,17.1,,0
2018-01-21T07:02:33.379Z,,,,,17.1,,0
2018-01-21T07:02:43.382Z,,,,,17.1,,0
2018-01-21T07:02:53.382Z,,,,,17.1,,0
2018-01-21T07:03:03.379Z,,,,,17.1,,0
2018-01-21T07:03:13.385Z,,24.2,,,17.1,,0
2018-01-21T07:03:23.382Z,,,,,17.1,,0
2018-01-21T07:03:33.378Z,,,,,17.1,,0
2018-01-21T07:03:43.380Z,,,,,17.1,,0
2018-01-21T07:03:53.380Z,,,,,17.1,,0
2018-01-21T07:04:03.382Z,,,,,17.1,,0
2018-01-21T07:04:13.381Z,,,,,17.1,,0
2018-01-21T07:04:23.415Z,,,,,17.1,,0
2018-01-21T07:04:33.382Z,,,,,17.1,,0
2018-01-21T07:04:43.378Z,,,,,17.1,,0
2018-01-21T07:04:53.379Z,,,,,17.1,,0
2018-01-21T07:05:03.388Z,,,,,17.1,,0
2018-01-21T07:05:13.384Z,,,,,17.1,,0
2018-01-21T07:05:23.384Z,,,,,17.1,,0
2018-01-21T07:05:33.380Z,,,,,17.1,,0
2018-01-21T07:05:43.381Z,,,,,17.1,,0
2018-01-21T07:05:53.381Z,,,,,17.1,,0
2018-01-21T07:06:03.380Z,,,,,17.1,,0
2018-01-21T07:06:13.379Z,,,,,17.1,,0
2018-01-21T07:06:23.379Z,,,,,17.1,,0
2018-01-21T07:06:33.388Z,,,,,17.1,,0
2018-01-21T07:06:43.379Z,,,,,17.1,,0
2018-01-21T07:06:53.379Z,,,,,17.1,,0
2018-01-21T07:07:03.379Z,,24.1,,,17.1,,0
2018-01-21T07:07:13.379Z,,24.2,,,17.1,,0
2018-01-21T07:07:23.380Z,,,,,17.1,,0
2018-01-21T07:07:33.379Z,,,,,17.1,,0
2018-01-21T07:07:43.379Z,,,,,17.1,,0
2018-01-21T07:07:53.379Z,,,,,17.1,,0
2018-01-21T07:08:03.570Z,,24.1,,,17.1,,0
2018-01-21T07:08:13.387Z,,,,,17.1,,0
2018-01-21T07:08:23.382Z,,,,,17.1,,0
2018-01-21T07:08:33.379Z,,,,,17.1,,0
2018-01-21T07:08:43.380Z,,,,,17.1,,0
2018-01-21T07:08:53.384Z,,,,,17.1,,0
2018-01-21T07:09:03.382Z,,,,,17.1,,0
2018-01-21T07:09:13.379Z,,,,,17.1,,0
2018-01-21T07:09:23.387Z,,,,,17.1,,0
2018-01-21T07:09:33.382Z,,,,,17.1,,0
2018-01-21T07:09:43.385Z,,,,,17.1,,0
2018-01-21T07:09:53.384Z,,,,,17.1,,0
2018-01-21T07:10:03.380Z,,,,,17.1,,0
2018-01-21T07:10:13.384Z,,,,,17.1,,0
2018-01-21T07:10:23.379Z,,,,,17.1,,0
2018-01-21T07:10:33.384Z,,,,,17.1,,0
2018-01-21T07:10:43.383Z,,,,,17.1,,0
2018-01-21T07:10:53.379Z,,,,,17.1,,0
2018-01-21T07:11:03.383Z,,,,,17.1,,0
2018-01-21T07:11:13.387Z,,,,,17.1,,0
2018-01-21T07:11:23.384Z,,,,,17.1,,0
2018-01-21T07:11:33.380Z,,,,,17.1,,0
2018-01-21T07:11:43.380Z,,,,,17.1,,0
2018-01-21T07:11:53.385Z,,,,,17.1,,0
2018-01-21T07:12:03.380Z,,,,,17.1,,0
2018-01-21T07:12:13.380Z,,,,,17.1,,0
2018-01-21T07:12:23.380Z,,24,,,17.1,,0
2018-01-21T07:12:33.380Z,,,,,17.1,,0
2018-01-21T07:12:43.381Z,,,,,17.1,,0
2018-01-21T07:12:53.381Z,,,,,17.1,,0
2018-01-21T07:13:03.381Z,,,,,17.1,,0
2018-01-21T07:13:13.554Z,,,,,17.1,,0
2018-01-21T07:13:23.380Z,,,,,17.1,,0
2018-01-21T07:13:33.380Z,,,,,17.1,,0
2018-01-21T07:13:43.380Z,,,,,17.1,,0
2018-01-21T07:13:53.380Z,,,,,17.1,,0
2018-01-21T07:14:03.380Z,,,,,17.1,,0
2018-01-21T07:14:13.383Z,,,,,17.1,,0
2018-01-21T07:14:23.380Z,,,,,17.1,,0
2018-01-21T07:14:33.381Z,,,,,17.1,,0
2018-01-21T07:14:43.380Z,,,,,17.1,,0
2018-01-21T07:14:53.380Z,,,,,17.1,,0
2018-01-21T07:15:03.381Z,,,,,17.1,,0
2018-01-21T07:15:13.381Z,,,,,17.1,,0
2018-01-21T07:15:23.381Z,,,,,17.1,,0
2018-01-21T07:15:33.381Z,,,,,17.1,,0
2018-01-21T07:15:43.384Z,,,,,17.1,,0
2018-01-21T07:15:53.381Z,,,,,17,,0
2018-01-21T07:16:03.380Z,,,,,17.1,,0
2018-01-21T07:16:13.515Z,,,,,17.1,,0
2018-01-21T07:16:23.404Z,,,,,17.1,,0
2018-01-21T07:16:33.381Z,,24,,,17.1,,0
2018-01-21T07:16:43.383Z,,,,,17,,0
2018-01-21T07:16:53.381Z,,23.9,,,17,,0
2018-01-21T07:17:03.380Z,,24,,,17,,0
2018-01-21T07:17:13.380Z,,24,,,17,,0
2018-01-21T07:17:23.381Z,,23.9,,,17.1,,0
2018-01-21T07:17:33.380Z,,,,,17.1,,0
2018-01-21T07:17:43.380Z,,,,,17,,0
2018-01-21T07:17:53.380Z,,,,,17,,0
2018-01-21T07:18:03.380Z,,,,,17.1,,0
2018-01-21T07:18:13.380Z,,,,,17,,0
2018-01-21T07:18:23.380Z,,,,,17,,0
2018-01-21T07:18:33.381Z,,,,,17,,0
2018-01-21T07:18:43.381Z,,,,,17,,0
2018-01-21T07:18:53.380Z,,,,,17,,0
2018-01-21T07:19:03.383Z,,,,,17.1,,0
2018-01-21T07:19:18.470Z,,,,,17,,0
2018-01-21T07:19:23.380Z,,,,,17,,0
2018-01-21T07:19:33.381Z,,,,,17,,0
2018-01-21T07:19:43.380Z,,,,,17,,0
2018-01-21T07:19:53.380Z,,,,,17,,0
2018-01-21T07:20:03.383Z,,,,,17,,0
2018-01-21T07:20:13.381Z,,,,,17,,0
2018-01-21T07:20:23.381Z,,,,,17,,0
2018-01-21T07:20:33.380Z,,,,,17,,0
2018-01-21T07:20:43.381Z,,,,,17,,0
2018-01-21T07:20:53.381Z,,,,,17,,0
2018-01-21T07:21:03.380Z,,,,,17,,0
2018-01-21T07:21:13.381Z,,,,,17,,0
2018-01-21T07:21:23.381Z,,,,,17,,0
2018-01-21T07:21:33.382Z,,,,,17,,0
2018-01-21T07:21:43.382Z,,23.7,,,17,,0
2018-01-21T07:21:53.381Z,,,,,17,,0
2018-01-21T07:22:03.381Z,,,,,17,,0
2018-01-21T07:22:13.381Z,,,,,17,,0
2018-01-21T07:22:23.536Z,,,,,17,,0
2018-01-21T07:22:33.381Z,,,,,17,,0
2018-01-21T07:22:43.381Z,,,,,17,,0
2018-01-21T07:22:53.381Z,,,,,17,,0
2018-01-21T07:23:03.384Z,,,,,17,,0
2018-01-21T07:23:13.381Z,,,,,17,,0
2018-01-21T07:23:23.382Z,,,,,17,,0
2018-01-21T07:23:33.382Z,,,,,17,,0
2018-01-21T07:23:43.381Z,,,,,17,,0
2018-01-21T07:23:53.381Z,,,,,17,,0
2018-01-21T07:24:03.382Z,,,,,17,,0
2018-01-21T07:24:13.381Z,,,,,17,,0
2018-01-21T07:24:23.381Z,,,,,17,,0
2018-01-21T07:24:33.384Z,,,,,17,,0
2018-01-21T07:24:43.381Z,,,,,17,,0
2018-01-21T07:24:53.381Z,,,,,17,,0
2018-01-21T07:25:03.381Z,,,,,17,,0
2018-01-21T07:25:13.382Z,,,,,17,,0
2018-01-21T07:25:23.381Z,,,,,17,,0
2018-01-21T07:25:33.382Z,,,,,17,,0
2018-01-21T07:25:43.382Z,,,,,17,,0
2018-01-21T07:25:53.381Z,,,,,17,,0
2018-01-21T07:26:03.382Z,,,,,17,,0
2018-01-21T07:26:13.483Z,,23.6,,,17,,0
2018-01-21T07:26:23.382Z,,,,,17,,0
2018-01-21T07:26:33.382Z,,,,,17,,0
2018-01-21T07:26:43.382Z,,,,,17,,0
2018-01-21T07:26:53.382Z,,,,,17,,0
2018-01-21T07:27:03.382Z,,,,,17,,0
2018-01-21T07:27:13.381Z,,,,,17,,0
2018-01-21T07:27:23.382Z,,,,,17,,0
2018-01-21T07:27:33.382Z,,,,,17,,0
2018-01-21T07:27:43.382Z,,,,,17,,0
2018-01-21T07:27:53.381Z,,,,,17,,0
2018-01-21T07:28:03.382Z,,,,,17,,0
2018-01-21T07:28:13.386Z,,,,,17,,0
2018-01-21T07:28:23.381Z,,,,,17,,0
2018-01-21T07:28:33.382Z,,,,,17,,0
2018-01-21T07:28:43.382Z,,,,,17,,0
2018-01-21T07:28:53.383Z,,,,,17,,0
2018-01-21T07:29:03.382Z,,,,,17,,0
2018-01-21T07:29:13.382Z,,,,,17,,0
2018-01-21T07:29:23.382Z,,,,,17,,0
2018-01-21T07:29:33.382Z,,,,,17,,0
2018-01-21T07:29:43.382Z,,,,,17,,0
2018-01-21T07:29:53.382Z,,,,,17,,0
2018-01-21T07:30:03.381Z,,,,,17,,0
2018-01-21T07:30:13.382Z,,,,,17,,0
2018-01-21T07:30:23.383Z,,,,,17,,0
2018-01-21T07:30:33.385Z,,,,,17,,0
2018-01-21T07:30:43.382Z,,,,,17,,0
2018-01-21T07:30:53.382Z,,,,,17,,0
2018-01-21T07:31:03.382Z,,,,,17,,0
2018-01-21T07:31:13.382Z,,23.5,,,17,,0
2018-01-21T07:31:23.382Z,,,,,17,,0
2018-01-21T07:31:33.619Z,,,,,17,,0
2018-01-21T07:31:43.389Z,,,,,17,,0
2018-01-21T07:31:53.382Z,,,,,17,,0
2018-01-21T07:32:03.382Z,,,,,17,,0
2018-01-21T07:32:13.382Z,,,,,17,,0
2018-01-21T07:32:23.382Z,,,,,17,,0
2018-01-21T07:32:38.402Z,,,,,17,,0
2018-01-21T07:32:43.382Z,,,,,17,,0
2018-01-21T07:32:53.382Z,,,,,17,,0
2018-01-21T07:33:03.382Z,,,,,17,,0
2018-01-21T07:33:13.385Z,,,,,17,,0
2018-01-21T07:33:23.382Z,,,,,17,,0
2018-01-21T07:33:33.383Z,,,,,17,,0
2018-01-21T07:33:43.570Z,,,,,16.8,,0
2018-01-21T07:33:53.383Z,,,,,17,,0
2018-01-21T07:34:03.382Z,,,,,17,,0
2018-01-21T07:34:13.382Z,,,,,17,,0
2018-01-21T07:34:23.383Z,,,,,17,,0
2018-01-21T07:34:33.383Z,,,,,17,,0
2018-01-21T07:34:43.620Z,,,,,17,,0
2018-01-21T07:34:53.618Z,,,,,17,,0
2018-01-21T07:35:03.383Z,,,,,17,,0
2018-01-21T07:35:13.383Z,,,,,16.8,,0
2018-01-21T07:35:23.383Z,,,,,16.8,,0
2018-01-21T07:35:33.383Z,,,,,16.8,,0
2018-01-21T07:35:43.382Z,,,,,17,,0
2018-01-21T07:35:53.385Z,,,,,17,,0
2018-01-21T07:36:03.382Z,,,,,17,,0
2018-01-21T07:36:13.385Z,,23.4,,,17,,0
2018-01-21T07:36:23.383Z,,23.5,,,17,,0
2018-01-21T07:36:33.383Z,,23.4,,,17,,0
2018-01-21T07:36:43.383Z,,,,,17,,0
2018-01-21T07:36:53.383Z,,,,,16.8,,0
2018-01-21T07:37:03.383Z,,,,,16.8,,0
2018-01-21T07:37:13.385Z,,,,,16.8,,0
2018-01-21T07:37:28.405Z,,,,,16.8,,0
2018-01-21T07:37:33.383Z,,,,,16.8,,0
2018-01-21T07:37:43.385Z,,,,,16.8,,0
2018-01-21T07:37:53.383Z,,,,,16.8,,0
2018-01-21T07:38:03.383Z,,,,,16.8,,0
2018-01-21T07:38:13.383Z,,,,,16.8,,0
2018-01-21T07:38:23.383Z,,,,,16.8,,0
2018-01-21T07:38:33.383Z,,,,,16.8,,0
2018-01-21T07:38:43.383Z,,,,,16.8,,0
2018-01-21T07:38:53.383Z,,,,,16.8,,0
2018-01-21T07:39:03.383Z,,,,,17,,0
2018-01-21T07:39:13.385Z,,,,,16.8,,0
2018-01-21T07:39:23.383Z,,,,,16.8,,0
2018-01-21T07:39:33.384Z,,,,,16.8,,0
2018-01-21T07:39:43.383Z,,,,,16.8,,0
