Time,HwActive,HwTSet,HwTOutlet,PrimT,ActPow,PrimTSet,ChActive
2017-12-18T01:16:19.290Z,,0,26.2,,,,
2017-12-18T01:16:29.290Z,,0,26.2,,,,
2017-12-18T01:16:39.290Z,,0,26.2,,,,
2017-12-18T01:16:49.370Z,,0,26.1,,,,
2017-12-18T01:16:59.290Z,,0,26.1,,,,
2017-12-18T01:17:09.289Z,,0,26.1,,,,
2017-12-18T01:17:19.290Z,,0,26,41.3,,,
2017-12-18T01:17:34.380Z,,0,26,,,,
2017-12-18T01:17:39.290Z,,0,25.9,,,,
2017-12-18T01:17:49.373Z,,0,25.9,,,,
2017-12-18T01:17:59.290Z,,0,25.9,,,,
2017-12-18T01:18:09.291Z,,0,25.7,,,,
2017-12-18T01:18:19.292Z,,0,25.7,,,,
2017-12-18T01:18:29.290Z,,0,25.7,,,,
2017-12-18T01:18:39.290Z,,0,25.6,41.2,,,
2017-12-18T01:18:49.375Z,,0,25.6,,,,
2017-12-18T01:18:59.290Z,,0,25.6,,,,
2017-12-18T01:19:09.290Z,,0,25.5,,,,
2017-12-18T01:19:19.290Z,,0,25.5,,,,
2017-12-18T01:19:29.294Z,,0,25.5,,,,
2017-12-18T01:19:39.291Z,,0,25.4,,,,
2017-12-18T01:19:49.371Z,,0,25.4,,,,
2017-12-18T01:19:59.290Z,,0,25.4,41.1,,,
2017-12-18T01:20:09.292Z,,0,25.3,,,,
2017-12-18T01:20:19.290Z,,0,25.3,,,,
2017-12-18T01:20:29.291Z,,0,25.3,,,,
2017-12-18T01:20:39.290Z,,0,25.1,,,,
