Time,HwActive,HwTSet,PrimTSet,ChActive,PrimT,ActPow,HwTOutlet
2018-02-11T06:04:18.922Z,,0,,,,,18.2
2018-02-11T06:04:28.922Z,,0,,,,,18.2
2018-02-11T06:04:38.923Z,,0,,,,,18.2
2018-02-11T06:04:48.922Z,,0,,,,,18.2
2018-02-11T06:04:58.922Z,,0,,,,,18.2
2018-02-11T06:05:08.923Z,,0,,,,,18.2
2018-02-11T06:05:18.922Z,,0,,,,,18.4
2018-02-11T06:05:28.924Z,,0,,,,,18.2
2018-02-11T06:05:38.922Z,,0,,,,,18.2
2018-02-11T06:05:48.922Z,,0,,,,,18.4
2018-02-11T06:05:58.922Z,,0,,,,,18.2
2018-02-11T06:06:08.926Z,,0,,,,,18.2
2018-02-11T06:06:18.922Z,,0,,,27.5,,18.2
2018-02-11T06:06:28.923Z,,0,,,27.6,,18.2
2018-02-11T06:06:38.922Z,,0,,,27.5,,18.2
2018-02-11T06:06:48.923Z,,0,,,,,18.2
2018-02-11T06:06:58.923Z,,0,,,,,18.2
2018-02-11T06:07:08.924Z,,0,,,,,18.2
2018-02-11T06:07:18.923Z,,0,,,,,18.2
2018-02-11T06:07:28.924Z,,0,,,,,18.2
2018-02-11T06:07:38.923Z,,0,,,,,18.2
2018-02-11T06:07:48.923Z,,0,,,,,18.2
2018-02-11T06:07:58.922Z,,0,,,,,18.2
2018-02-11T06:08:08.925Z,,0,,,,,18.2
2018-02-11T06:08:18.923Z,,0,,,,,18.2
2018-02-11T06:08:28.923Z,,0,,,,,18.2
2018-02-11T06:08:38.923Z,,0,,,,,18.2
2018-02-11T06:08:48.922Z,,0,,,,,18.2
2018-02-11T06:08:58.923Z,,0,,,,,18.2
2018-02-11T06:09:08.927Z,,0,,,,,18.2
2018-02-11T06:09:18.925Z,,0,,,,,18.2
2018-02-11T06:09:28.924Z,,0,,,,,18.2
2018-02-11T06:09:38.923Z,,0,,,,,18.2
2018-02-11T06:09:48.926Z,,0,,,,,18.2
2018-02-11T06:09:58.923Z,,0,,,,,18.2
2018-02-11T06:10:08.923Z,,0,,,27.3,,18.2
2018-02-11T06:10:18.927Z,,0,,,,,18.2
2018-02-11T06:10:28.923Z,,0,,,,,18.2
2018-02-11T06:10:38.924Z,,0,,,,,18.2
2018-02-11T06:10:48.923Z,,0,,,,,18.2
2018-02-11T06:10:58.923Z,,0,,,,,18.2
2018-02-11T06:11:08.923Z,,0,,,,,18.2
2018-02-11T06:11:18.925Z,,0,,,,,18.2
2018-02-11T06:11:28.923Z,,0,,,,,18.2
2018-02-11T06:11:38.923Z,,0,,,,,18.2
2018-02-11T06:11:48.923Z,,0,,,,,18.2
2018-02-11T06:11:58.926Z,,0,,,,,18.2
2018-02-11T06:12:08.923Z,,0,,,,,18.2
2018-02-11T06:12:18.923Z,,0,,,,,18.2
2018-02-11T06:12:28.923Z,,0,,,,,18.2
2018-02-11T06:12:38.923Z,,0,,,,,18.2
2018-02-11T06:12:48.926Z,,0,,,,,18.2
2018-02-11T06:12:58.924Z,,0,,,,,18.2
2018-02-11T06:13:08.924Z,,0,,,,,18.2
2018-02-11T06:13:18.927Z,,0,,,,,18.2
2018-02-11T06:13:28.923Z,,0,,,27.2,,18.2
2018-02-11T06:13:38.924Z,,0,,,,,18.2
2018-02-11T06:13:48.923Z,,0,,,,,18.2
2018-02-11T06:13:58.925Z,,0,,,,,18.2
2018-02-11T06:14:08.925Z,,0,,,,,18.2
2018-02-11T06:14:18.923Z,,0,,,,,18.2
2018-02-11T06:14:28.923Z,,0,,,,,18.2
2018-02-11T06:14:38.928Z,,0,,,,,18.2
2018-02-11T06:14:48.925Z,,0,,,,,18.2
2018-02-11T06:14:58.923Z,,0,,,,,18.2
2018-02-11T06:15:08.923Z,,0,,,,,18.2
2018-02-11T06:15:18.924Z,,0,,,,,18.2
2018-02-11T06:15:28.924Z,,0,,,,,18.2
2018-02-11T06:15:38.924Z,,0,,,,,18.2
2018-02-11T06:15:48.924Z,,0,,,,,18.2
2018-02-11T06:15:58.924Z,,0,,,,,18.2
2018-02-11T06:16:08.923Z,,0,,,,,18.2
2018-02-11T06:16:18.924Z,,0,,,,,18.2
2018-02-11T06:16:28.924Z,,0,,,,,18.2
2018-02-11T06:16:38.924Z,,0,,,,,18.2
2018-02-11T06:16:48.926Z,,0,,,27.1,,18.2
2018-02-11T06:16:58.924Z,,0,,,,,18.2
2018-02-11T06:17:08.924Z,,0,,,,,18.2
2018-02-11T06:17:18.924Z,,0,,,,,18.2
2018-02-11T06:17:29.128Z,,0,,,,,18.2
2018-02-11T06:17:38.924Z,,0,,,,,18.2
2018-02-11T06:17:48.924Z,,0,,,,,18.2
2018-02-11T06:17:58.924Z,,0,,,,,18.2
2018-02-11T06:18:08.924Z,,0,,,,,18.2
2018-02-11T06:18:18.926Z,,0,,,,,18.2
2018-02-11T06:18:28.924Z,,0,,,,,18.2
2018-02-11T06:18:38.926Z,,0,,,,,18.2
2018-02-11T06:18:48.924Z,,0,,,,,18.2
2018-02-11T06:18:58.926Z,,0,,,,,18.2
2018-02-11T06:19:08.924Z,,0,,,,,18.2
2018-02-11T06:19:18.925Z,,0,,,,,18.2
2018-02-11T06:19:28.923Z,,0,,,,,18.2
2018-02-11T06:19:38.925Z,,0,,,,,18.2
2018-02-11T06:19:48.924Z,,0,,,27,,18.2
2018-02-11T06:19:58.924Z,,0,,,27.1,,18.2
2018-02-11T06:20:08.924Z,,0,,,27,,18.2
2018-02-11T06:20:18.924Z,,0,,,,,18.2
2018-02-11T06:20:28.924Z,,0,,,,,18.2
2018-02-11T06:20:38.924Z,,0,,,,,18.2
2018-02-11T06:20:48.924Z,,0,,,,,18.2
2018-02-11T06:20:58.924Z,,0,,,,,18.2
2018-02-11T06:21:08.925Z,,0,,,,,18.2
2018-02-11T06:21:18.925Z,,0,,,,,18.2
2018-02-11T06:21:28.925Z,,0,,,,,18.2
2018-02-11T06:21:38.925Z,,0,,,,,18.1
2018-02-11T06:21:48.924Z,,0,,,,,18.2
2018-02-11T06:21:58.925Z,,0,,,,,18.2
2018-02-11T06:22:08.926Z,,0,,,,,18.1
2018-02-11T06:22:18.925Z,,0,,,,,18.2
2018-02-11T06:22:28.924Z,,0,,,,,18.2
2018-02-11T06:22:38.925Z,,0,,,,,18.2
2018-02-11T06:22:48.926Z,,0,,,,,18.2
2018-02-11T06:22:58.926Z,,0,,,27,,18.1
2018-02-11T06:23:08.925Z,,0,,,27,,18.2
2018-02-11T06:23:18.925Z,,0,,,27,,18.1
2018-02-11T06:23:28.924Z,,0,,,26.9,,18.2
2018-02-11T06:23:38.925Z,,0,,,,,18.2
2018-02-11T06:23:48.928Z,,0,,,27,,18.1
2018-02-11T06:23:58.927Z,,0,,,26.9,,18.1
2018-02-11T06:24:08.924Z,,0,,,,,18.1
2018-02-11T06:24:18.924Z,,0,,,,,18.1
2018-02-11T06:24:28.925Z,,0,,,,,18.1
2018-02-11T06:24:38.926Z,,0,,,,,18.1
2018-02-11T06:24:48.925Z,,0,,,,,18.1
2018-02-11T06:24:58.925Z,,0,,,,,18.1
2018-02-11T06:25:08.924Z,,0,,,,,18.1
2018-02-11T06:25:18.924Z,,0,,,,,18.1
2018-02-11T06:25:28.928Z,,0,,,,,18.1
2018-02-11T06:25:38.925Z,,0,,,,,18.1
2018-02-11T06:25:48.925Z,,0,,,,,18.1
2018-02-11T06:25:58.925Z,,0,,,,,18.1
2018-02-11T06:26:08.925Z,,0,,,,,18.1
2018-02-11T06:26:18.925Z,,0,,,,,18.1
2018-02-11T06:26:28.925Z,,0,,,,,18.1
2018-02-11T06:26:38.926Z,,0,,,,,18.1
2018-02-11T06:26:48.925Z,,0,,,,,18.1
2018-02-11T06:26:58.925Z,,0,,,26.7,,18.1
2018-02-11T06:27:08.925Z,,0,,,,,18.1
2018-02-11T06:27:18.925Z,,0,,,,,18.1
2018-02-11T06:27:28.925Z,,0,,,,,18.1
2018-02-11T06:27:38.926Z,,0,,,,,18.1
2018-02-11T06:27:48.925Z,,0,,,,,18.1
2018-02-11T06:27:58.926Z,,0,,,,,18.1
2018-02-11T06:28:08.927Z,,0,,,,,18.1
2018-02-11T06:28:18.925Z,,0,,,,,18.1
2018-02-11T06:28:28.925Z,,0,,,,,18.1
2018-02-11T06:28:38.925Z,,0,,,,,18.1
2018-02-11T06:28:48.926Z,,0,,,,,18.1
2018-02-11T06:28:58.926Z,,0,,,,,18.1
2018-02-11T06:29:08.925Z,,0,,,,,18.1
2018-02-11T06:29:18.925Z,,0,,,,,18.1
2018-02-11T06:29:28.925Z,,0,,,,,18.1
2018-02-11T06:29:38.925Z,,0,,,,,18.1
2018-02-11T06:29:48.928Z,,0,,,,,18.1
2018-02-11T06:29:58.925Z,,0,,,,,18.1
2018-02-11T06:30:08.925Z,,0,,,,,18.1
2018-02-11T06:30:18.930Z,,0,,,,,18.1
2018-02-11T06:30:28.925Z,,0,,,,,18.1
2018-02-11T06:30:38.925Z,,0,,,26.6,,18.1
2018-02-11T06:30:48.930Z,,0,,,,,18.1
2018-02-11T06:30:58.926Z,,0,,,,,18.1
2018-02-11T06:31:08.927Z,,0,,,,,18.1
2018-02-11T06:31:19.110Z,,0,,,,,18.1
2018-02-11T06:31:28.925Z,,0,,,,,18.1
2018-02-11T06:31:38.926Z,,0,,,,,18.1
2018-02-11T06:31:48.925Z,,0,,,,,18.1
2018-02-11T06:31:58.926Z,0,0,5,0,26.6,0,18.1
2018-02-11T06:32:08.931Z,,0,,,,,18.1
2018-02-11T06:32:18.926Z,,0,,,,,18.1
2018-02-11T06:32:28.929Z,,0,,,,,18.1
2018-02-11T06:32:38.925Z,,0,,,,,18.1
2018-02-11T06:32:48.926Z,,0,,,,,18.1
2018-02-11T06:32:58.948Z,,0,,,,,18.1
2018-02-11T06:33:08.926Z,,0,,,,,18.1
2018-02-11T06:33:18.927Z,,0,,,,,18.1
2018-02-11T06:33:28.928Z,,0,,,,,18.1
2018-02-11T06:33:38.926Z,,0,,,,,18.1
2018-02-11T06:33:48.925Z,,0,,,,,18.1
2018-02-11T06:33:58.926Z,,0,,,26.5,,18.1
2018-02-11T06:34:08.925Z,,0,,,,,18.1
2018-02-11T06:34:18.925Z,,0,,,,,18.1
2018-02-11T06:34:28.925Z,,0,,,,,18.1
2018-02-11T06:34:38.925Z,,0,,,,,18.1
2018-02-11T06:34:48.925Z,,0,,,,,18.1
2018-02-11T06:34:58.926Z,,0,,,,,18.1
2018-02-11T06:35:08.931Z,,0,,,,,18.1
2018-02-11T06:35:18.926Z,,0,,,,,18.1
2018-02-11T06:35:28.926Z,,0,,,,,18.1
2018-02-11T06:35:38.926Z,,0,,,,,18.1
2018-02-11T06:35:48.926Z,,0,,,,,18.1
2018-02-11T06:35:58.927Z,,0,,,,,18.1
2018-02-11T06:36:08.926Z,,0,,,,,18.1
2018-02-11T06:36:18.926Z,,0,,,,,18.1
2018-02-11T06:36:28.926Z,,0,,,,,18.1
2018-02-11T06:36:38.926Z,,0,,,,,18.1
2018-02-11T06:36:48.930Z,,0,,,,,18.1
2018-02-11T06:36:58.926Z,,0,,,,,18.1
2018-02-11T06:37:08.926Z,,0,,,,,18.1
2018-02-11T06:37:18.926Z,,0,,,,,18.1
2018-02-11T06:37:28.926Z,,0,,,,,18.1
2018-02-11T06:37:38.926Z,,0,,,,,18.1
2018-02-11T06:37:48.927Z,,0,,,26.4,,18.1
2018-02-11T06:37:58.928Z,,0,,,,,18.1
2018-02-11T06:38:08.927Z,,0,,,,,18.1
2018-02-11T06:38:18.926Z,,0,,,,,18.1
2018-02-11T06:38:28.926Z,,0,,,,,18.1
2018-02-11T06:38:38.933Z,,0,,,,,18.1
2018-02-11T06:38:48.930Z,,0,,,,,18.1
2018-02-11T06:38:58.927Z,,0,,,,,18.1
2018-02-11T06:39:08.926Z,,0,,,,,18.1
2018-02-11T06:39:18.926Z,,0,,,,,18.1
2018-02-11T06:39:28.927Z,,0,,,,,18.1
2018-02-11T06:39:38.926Z,,0,,,,,18.1
2018-02-11T06:39:48.927Z,,0,,,,,18.1
2018-02-11T06:39:58.927Z,,0,,,,,18.1
2018-02-11T06:40:08.926Z,,0,,,,,18.1
2018-02-11T06:40:18.927Z,,0,,,,,18.1
2018-02-11T06:40:28.927Z,,0,,,,,18.1
2018-02-11T06:40:38.927Z,,0,,,,,18.1
2018-02-11T06:40:48.928Z,,0,,,,,18.1
2018-02-11T06:40:58.930Z,,0,,,,,18.1
2018-02-11T06:41:08.928Z,,0,,,26.3,,18.1
2018-02-11T06:41:18.926Z,,0,,,26.4,,18.1
2018-02-11T06:41:28.927Z,,0,,,,,18.1
2018-02-11T06:41:38.928Z,,0,,,26.3,,18.1
2018-02-11T06:41:48.928Z,,0,,,,,18.1
2018-02-11T06:41:58.927Z,,0,,,,,18.1
2018-02-11T06:42:08.931Z,,0,,,,,18.1
2018-02-11T06:42:18.928Z,,0,,,,,18.1
2018-02-11T06:42:28.927Z,,0,,,,,18.1
2018-02-11T06:42:38.927Z,,0,,,,,17.9
2018-02-11T06:42:48.928Z,,0,,,,,17.9
2018-02-11T06:42:58.927Z,,0,,,,,18.1
2018-02-11T06:43:08.927Z,,0,,,,,17.9
2018-02-11T06:43:18.928Z,,0,,,,,17.9
2018-02-11T06:43:28.928Z,,0,,,,,17.9
2018-02-11T06:43:38.927Z,,0,,,,,17.9
2018-02-11T06:43:48.928Z,,0,,,,,18.1
2018-02-11T06:43:58.929Z,,0,,,,,17.9
2018-02-11T06:44:08.929Z,,0,,,,,18.1
2018-02-11T06:44:18.927Z,,0,,,,,17.9
2018-02-11T06:44:28.927Z,,0,,,,,17.9
2018-02-11T06:44:38.927Z,,0,,,26.1,,17.9
2018-02-11T06:44:48.927Z,,0,,,26.3,,17.9
2018-02-11T06:44:58.927Z,,0,,,26.1,,18.1
2018-02-11T06:45:08.930Z,,0,,,,,17.9
2018-02-11T06:45:18.927Z,,0,,,,,17.9
2018-02-11T06:45:28.928Z,,0,,,,,17.9
2018-02-11T06:45:38.927Z,,0,,,,,17.9
2018-02-11T06:45:48.927Z,,0,,,,,17.9
2018-02-11T06:45:58.931Z,,0,,,,,17.9
2018-02-11T06:46:08.927Z,,0,,,,,17.9
2018-02-11T06:46:18.931Z,,0,,,,,17.9
2018-02-11T06:46:28.932Z,,0,,,,,17.9
2018-02-11T06:46:38.928Z,,0,,,,,17.9
2018-02-11T06:46:48.927Z,,0,,,,,17.9
2018-02-11T06:46:58.928Z,,0,,,,,17.9
2018-02-11T06:47:08.928Z,,0,,,,,17.9
2018-02-11T06:47:18.927Z,,0,,,,,17.9
2018-02-11T06:47:28.927Z,,0,,,,,17.9
2018-02-11T06:47:38.928Z,,0,,,,,17.9
2018-02-11T06:47:48.927Z,,0,,,,,17.9
2018-02-11T06:47:58.928Z,,0,,,,,17.9
2018-02-11T06:48:08.927Z,,0,,,,,17.9
2018-02-11T06:48:18.928Z,,0,,,,,17.9
2018-02-11T06:48:28.927Z,,0,,,,,17.9
2018-02-11T06:48:38.928Z,,0,,,,,17.9
2018-02-11T06:48:48.927Z,,0,,,26,,17.9
2018-02-11T06:48:58.928Z,,0,,,,,17.9
2018-02-11T06:49:08.928Z,,0,,,,,17.9
2018-02-11T06:49:18.928Z,,0,,,,,17.9
2018-02-11T06:49:28.927Z,,0,,,,,17.9
2018-02-11T06:49:38.928Z,,0,,,,,17.9
2018-02-11T06:49:48.928Z,,0,,,,,17.9
2018-02-11T06:49:59.041Z,,0,,,,,17.9
2018-02-11T06:50:08.928Z,,0,,,,,17.9
2018-02-11T06:50:18.928Z,,0,,,,,17.9
2018-02-11T06:50:28.928Z,,0,,,,,17.9
2018-02-11T06:50:38.928Z,,0,,,,,17.9
2018-02-11T06:50:48.933Z,,0,,,,,17.9
2018-02-11T06:50:58.928Z,,0,,,,,17.9
2018-02-11T06:51:08.929Z,,0,,,,,17.9
2018-02-11T06:51:18.928Z,,0,,,,,17.9
2018-02-11T06:51:28.928Z,,0,,,,,17.9
2018-02-11T06:51:38.928Z,,0,,,,,17.9
2018-02-11T06:51:48.928Z,,0,,,,,17.9
2018-02-11T06:51:58.929Z,,0,,,,,17.9
2018-02-11T06:52:08.930Z,,0,,,,,17.9
2018-02-11T06:52:18.928Z,,0,,,26,,17.9
2018-02-11T06:52:28.928Z,,0,,,25.9,,17.9
2018-02-11T06:52:38.929Z,,0,,,25.9,,17.9
2018-02-11T06:52:48.928Z,,0,,,25.9,,17.9
2018-02-11T06:52:58.928Z,,0,,,,,17.9
2018-02-11T06:53:08.928Z,,0,,,,,17.9
2018-02-11T06:53:18.928Z,,0,,,,,17.9
2018-02-11T06:53:28.928Z,,0,,,,,17.9
2018-02-11T06:53:38.930Z,,0,,,,,17.9
2018-02-11T06:53:48.929Z,,0,,,,,17.9
2018-02-11T06:53:58.929Z,,0,,,,,17.9
2018-02-11T06:54:08.928Z,,0,,,,,17.9
2018-02-11T06:54:18.928Z,,0,,,,,17.9
2018-02-11T06:54:28.928Z,,0,,,,,17.9
2018-02-11T06:54:38.929Z,,0,,,,,17.9
2018-02-11T06:54:48.929Z,,0,,,,,17.9
2018-02-11T06:54:58.929Z,,0,,,,,17.9
2018-02-11T06:55:08.931Z,,0,,,,,17.9
2018-02-11T06:55:18.929Z,,0,,,,,17.9
2018-02-11T06:55:28.928Z,,0,,,,,17.9
2018-02-11T06:55:38.928Z,,0,,,,,17.9
2018-02-11T06:55:48.929Z,,0,,,,,17.9
2018-02-11T06:55:58.929Z,,0,,,,,17.9
2018-02-11T06:56:08.929Z,,0,,,,,17.9
2018-02-11T06:56:18.929Z,,0,,,25.8,,17.9
2018-02-11T06:56:28.928Z,,0,,,25.9,,17.9
2018-02-11T06:56:38.929Z,,0,,,,,17.9
2018-02-11T06:56:48.929Z,,0,,,,,17.9
2018-02-11T06:56:58.932Z,,0,,,25.8,,17.9
2018-02-11T06:57:08.929Z,,0,,,,,17.9
2018-02-11T06:57:18.929Z,,0,,,,,17.9
2018-02-11T06:57:28.929Z,,0,,,,,17.9
2018-02-11T06:57:38.929Z,,0,,,,,17.9
2018-02-11T06:57:48.929Z,,0,,,,,17.9
2018-02-11T06:57:58.929Z,,0,,,,,17.9
2018-02-11T06:58:08.929Z,,0,,,,,17.9
2018-02-11T06:58:18.929Z,,0,,,,,17.9
2018-02-11T06:58:28.930Z,,0,,,,,17.9
2018-02-11T06:58:38.929Z,,0,,,,,17.9
2018-02-11T06:58:48.929Z,,0,,,,,17.9
2018-02-11T06:58:58.930Z,,0,,,,,17.9
2018-02-11T06:59:08.929Z,,0,,,,,17.9
2018-02-11T06:59:18.929Z,,0,,,,,17.9
2018-02-11T06:59:28.929Z,,0,,,,,17.9
2018-02-11T06:59:38.929Z,,0,,,,,17.9
2018-02-11T06:59:48.977Z,,0,,,,,17.9
2018-02-11T06:59:58.929Z,,0,,,,,17.9
2018-02-11T07:00:08.929Z,,0,,,,,17.9
2018-02-11T07:00:18.929Z,,0,,,25.7,,17.9
2018-02-11T07:00:28.931Z,,0,,,25.8,,17.9
2018-02-11T07:00:38.929Z,,0,,,25.7,,17.9
2018-02-11T07:00:48.929Z,,0,,,,,17.9
2018-02-11T07:00:58.929Z,,0,,,,,17.9
2018-02-11T07:01:08.929Z,,0,,,,,17.9
2018-02-11T07:01:18.932Z,,0,,,,,17.9
2018-02-11T07:01:28.931Z,,0,,,,,17.9
2018-02-11T07:01:38.929Z,,0,,,,,17.9
2018-02-11T07:01:48.929Z,,0,,,,,17.8
2018-02-11T07:01:58.930Z,,0,,,,,17.9
2018-02-11T07:02:08.929Z,,0,,,,,17.9
2018-02-11T07:02:18.929Z,,0,,,,,17.8
2018-02-11T07:02:28.930Z,,0,,,,,17.9
2018-02-11T07:02:38.929Z,,0,,,,,17.8
2018-02-11T07:02:49.134Z,,0,,,,,17.9
2018-02-11T07:02:58.929Z,,0,,,,,17.9
2018-02-11T07:03:08.929Z,,0,,,,,17.9
2018-02-11T07:03:18.935Z,,0,,,,,17.8
2018-02-11T07:03:28.930Z,,0,,,,,17.9
2018-02-11T07:03:39.134Z,,0,,,,,17.9
2018-02-11T07:03:48.934Z,,0,,,,,17.9
2018-02-11T07:03:58.931Z,,0,,,,,17.8
2018-02-11T07:04:08.931Z,,0,,,25.5,,17.8
2018-02-11T07:04:18.930Z,,0,,,,,17.8
2018-02-11T07:04:28.930Z,,0,,,,,17.8
2018-02-11T07:04:38.929Z,,0,,,,,17.8
2018-02-11T07:04:48.931Z,,0,,,,,17.8
2018-02-11T07:04:58.930Z,,0,,,,,17.8
2018-02-11T07:05:08.930Z,,0,,,,,17.8
2018-02-11T07:05:19.124Z,,0,,,,,17.8
2018-02-11T07:05:28.931Z,,0,,,,,17.8
2018-02-11T07:05:38.929Z,,0,,,,,17.8
2018-02-11T07:05:48.930Z,,0,,,,,17.8
2018-02-11T07:05:58.930Z,,0,,,,,17.8
2018-02-11T07:06:08.930Z,,0,,,,,17.8
2018-02-11T07:06:18.929Z,,0,,,,,17.8
2018-02-11T07:06:28.931Z,,0,,,,,17.8
2018-02-11T07:06:38.930Z,,0,,,,,17.8
2018-02-11T07:06:48.930Z,,0,,,,,17.8
2018-02-11T07:06:58.972Z,,0,,,,,17.8
2018-02-11T07:07:08.934Z,,0,,,,,17.8
2018-02-11T07:07:18.930Z,,0,,,,,17.8
2018-02-11T07:07:28.930Z,,0,,,,,17.8
2018-02-11T07:07:39.124Z,,0,,,,,17.8
2018-02-11T07:07:48.930Z,,0,,,,,17.8
2018-02-11T07:07:58.930Z,,0,,,,,17.8
2018-02-11T07:08:08.930Z,,0,,,,,17.8
2018-02-11T07:08:18.930Z,,0,,,25.4,,17.8
2018-02-11T07:08:28.930Z,,0,,,,,17.8
2018-02-11T07:08:38.933Z,,0,,,,,17.8
2018-02-11T07:08:48.930Z,,0,,,,,17.8
2018-02-11T07:08:58.930Z,,0,,,,,17.8
2018-02-11T07:09:08.930Z,,0,,,,,17.8
2018-02-11T07:09:18.930Z,,0,,,,,17.8
2018-02-11T07:09:28.930Z,,0,,,,,17.8
2018-02-11T07:09:38.930Z,,0,,,,,17.8
2018-02-11T07:09:48.930Z,,0,,,,,17.8
2018-02-11T07:09:58.930Z,,0,,,,,17.8
2018-02-11T07:10:08.930Z,,0,,,,,17.8
2018-02-11T07:10:18.931Z,,0,,,,,17.8
2018-02-11T07:10:28.930Z,,0,,,,,17.8
2018-02-11T07:10:38.930Z,,0,,,,,17.8
2018-02-11T07:10:48.931Z,,0,,,,,17.8
2018-02-11T07:10:58.931Z,,0,,,,,17.8
2018-02-11T07:11:09.115Z,,0,,,,,17.8
2018-02-11T07:11:18.933Z,,0,,,,,17.8
2018-02-11T07:11:28.930Z,,0,,,,,17.8
2018-02-11T07:11:39.115Z,,0,,,,,17.8
2018-02-11T07:11:48.930Z,,0,,,,,17.8
2018-02-11T07:11:59.118Z,,0,,,,,17.8
2018-02-11T07:12:09.116Z,,0,,,,,17.8
2018-02-11T07:12:18.930Z,,0,,,,,17.8
2018-02-11T07:12:28.930Z,,0,,,25.3,,17.8
2018-02-11T07:12:38.940Z,,0,,,,,17.8
2018-02-11T07:12:48.930Z,,0,,,,,17.8
2018-02-11T07:12:59.118Z,,0,,,,,17.8
2018-02-11T07:13:08.950Z,,0,,,,,17.8
2018-02-11T07:13:18.931Z,,0,,,,,17.8
2018-02-11T07:13:28.934Z,,0,,,,,17.8
2018-02-11T07:13:43.951Z,,0,,,,,17.8
2018-02-11T07:13:48.930Z,,0,,,,,17.8
2018-02-11T07:13:58.934Z,,0,,,,,17.8
2018-02-11T07:14:08.949Z,,0,,,,,17.8
2018-02-11T07:14:18.930Z,,0,,,,,17.8
2018-02-11T07:14:28.931Z,,0,,,,,17.8
2018-02-11T07:14:38.951Z,,0,,,,,17.8
2018-02-11T07:14:48.931Z,,0,,,,,17.8
2018-02-11T07:14:58.931Z,,0,,,,,17.8
2018-02-11T07:15:08.938Z,,0,,,,,17.8
2018-02-11T07:15:18.930Z,,0,,,,,17.8
2018-02-11T07:15:28.931Z,,0,,,,,17.8
2018-02-11T07:15:38.937Z,,0,,,,,17.8
2018-02-11T07:15:48.934Z,,0,,,,,17.8
2018-02-11T07:15:58.933Z,,0,,,,,17.8
2018-02-11T07:16:13.961Z,,0,,,,,17.8
2018-02-11T07:16:18.931Z,,0,,,25.2,,17.8
2018-02-11T07:16:28.931Z,,0,,,,,17.8
2018-02-11T07:16:38.934Z,,0,,,,,17.8
2018-02-11T07:16:48.931Z,,0,,,,,17.8
2018-02-11T07:16:58.931Z,,0,,,,,17.8
2018-02-11T07:17:13.960Z,,0,,,,,17.8
2018-02-11T07:17:18.935Z,,0,,,,,17.8
2018-02-11T07:17:28.931Z,,0,,,,,17.8
2018-02-11T07:17:43.959Z,,0,,,,,17.8
2018-02-11T07:17:48.934Z,,0,,,,,17.8
2018-02-11T07:17:58.931Z,,0,,,,,17.8
2018-02-11T07:18:08.940Z,,0,,,,,17.8
2018-02-11T07:18:18.931Z,,0,,,,,17.8
2018-02-11T07:18:28.931Z,,0,,,,,17.8
2018-02-11T07:18:38.932Z,,0,,,,,17.8
2018-02-11T07:18:48.931Z,,0,,,,,17.8
2018-02-11T07:18:58.932Z,,0,,,,,17.8
2018-02-11T07:19:09.058Z,,0,,,,,17.8
2018-02-11T07:19:18.933Z,,0,,,,,17.8
2018-02-11T07:19:28.931Z,,0,,,,,17.8
2018-02-11T07:19:38.932Z,,0,,,,,17.8
2018-02-11T07:19:48.933Z,,0,,,,,17.8
2018-02-11T07:19:58.931Z,,0,,,,,17.8
2018-02-11T07:20:08.931Z,,0,,,25.1,,17.8
2018-02-11T07:20:18.931Z,,0,,,,,17.8
2018-02-11T07:20:28.931Z,,0,,,25.2,,17.8
2018-02-11T07:20:39.099Z,,0,,,25.1,,17.8
2018-02-11T07:20:48.932Z,,0,,,,,17.8
2018-02-11T07:20:58.933Z,,0,,,,,17.8
2018-02-11T07:21:09.196Z,,0,,,,,17.7
2018-02-11T07:21:18.934Z,,0,,,,,17.8
2018-02-11T07:21:28.935Z,,0,,,,,17.8
2018-02-11T07:21:38.937Z,,0,,,,,17.8
2018-02-11T07:21:48.931Z,,0,,,,,17.8
2018-02-11T07:21:58.932Z,,0,,,,,17.8
2018-02-11T07:22:08.934Z,,0,,,,,17.8
2018-02-11T07:22:18.932Z,,0,,,,,17.8
2018-02-11T07:22:28.932Z,,0,,,,,17.8
2018-02-11T07:22:38.939Z,,0,,,,,17.8
2018-02-11T07:22:48.932Z,,0,,,,,17.8
2018-02-11T07:22:58.932Z,,0,,,,,17.8
2018-02-11T07:23:08.937Z,,0,,,,,17.7
2018-02-11T07:23:24.022Z,,0,,,,,17.8
2018-02-11T07:23:28.932Z,,0,,,,,17.8
2018-02-11T07:23:38.938Z,,0,,,,,17.8
2018-02-11T07:23:48.932Z,,0,,,24.9,,17.8
2018-02-11T07:23:58.932Z,,0,,,25.1,,17.8
2018-02-11T07:24:09.099Z,,0,,,24.9,,17.8
2018-02-11T07:24:18.932Z,,0,,,25.1,,17.7
2018-02-11T07:24:28.932Z,,0,,,25.1,,17.7
2018-02-11T07:24:38.941Z,,0,,,24.9,,17.7
2018-02-11T07:24:48.932Z,,0,,,24.9,,17.7
2018-02-11T07:24:58.932Z,,0,,,,,17.7
2018-02-11T07:25:14.033Z,,0,,,,,17.7
2018-02-11T07:25:18.932Z,,0,,,,,17.8
2018-02-11T07:25:28.932Z,,0,,,,,17.7
2018-02-11T07:25:39.088Z,,0,,,,,17.7
2018-02-11T07:25:48.932Z,,0,,,,,17.7
2018-02-11T07:25:58.932Z,,0,,,,,17.7
2018-02-11T07:26:13.951Z,,0,,,,,17.7
2018-02-11T07:26:18.933Z,,0,,,,,17.7
