Time,HwTOutlet,ActPow,PrimT,HwActive,PrimTSet,ChActive,HwTSet
2018-02-06T07:02:57.854Z,37.4,,53,,,,54
2018-02-06T07:03:07.926Z,37.4,,53.3,,,,54
2018-02-06T07:03:17.861Z,37.4,,53.5,,,,54
2018-02-06T07:03:27.880Z,37.4,,53.6,,,,54
2018-02-06T07:03:37.889Z,37.4,29,53.8,,,,54
2018-02-06T07:03:47.876Z,37.3,32,54,,,,54
2018-02-06T07:03:57.864Z,37.3,35,54.5,,,,54
2018-02-06T07:04:07.856Z,37.3,37,55,,,,54
2018-02-06T07:04:17.854Z,37.2,39,55.3,,,,54
2018-02-06T07:04:27.868Z,37.2,43,56,,,,54
2018-02-06T07:04:37.871Z,37.2,,56.3,,,,54
2018-02-06T07:04:47.902Z,37.1,45,56.5,,,,54
2018-02-06T07:04:57.885Z,37.1,47,56.7,,,,54
2018-02-06T07:05:07.856Z,37.1,48,57,,,,54
2018-02-06T07:05:17.892Z,37.1,50,57.3,,,,54
2018-02-06T07:05:27.856Z,36.9,51,57.7,,,,54
2018-02-06T07:05:37.854Z,36.9,52,58,,,,54
2018-02-06T07:05:47.855Z,36.9,53,58.2,,,,54
2018-02-06T07:05:57.886Z,36.9,54,58.5,,,,54
2018-02-06T07:06:07.877Z,36.8,55,59,,,,54
2018-02-06T07:06:17.881Z,36.8,56,59.3,,,,54
2018-02-06T07:06:27.854Z,36.8,,59.6,,,,54
2018-02-06T07:06:37.861Z,36.8,57,60,,,,54
2018-02-06T07:06:47.855Z,36.8,,60.2,,,,54
2018-02-06T07:06:57.856Z,36.8,58,60.6,,,,54
2018-02-06T07:07:07.860Z,36.7,,61.1,,,,54
2018-02-06T07:07:17.855Z,36.7,,61.2,,,,54
2018-02-06T07:07:27.854Z,36.7,,61.5,,,,54
2018-02-06T07:07:37.858Z,36.7,,61.9,,,,54
2018-02-06T07:07:47.858Z,36.7,57,62.2,,,,54
2018-02-06T07:07:57.856Z,36.7,55,62.5,,,,54
2018-02-06T07:08:07.859Z,36.6,51,62.4,,,,54
2018-02-06T07:08:17.855Z,36.6,48,62.2,,,,54
2018-02-06T07:08:27.855Z,36.6,47,62.1,,,,54
2018-02-06T07:08:37.856Z,36.6,46,62.2,,,,54
2018-02-06T07:08:47.879Z,36.6,44,,,,,54
2018-02-06T07:08:57.856Z,36.6,43,,,,,54
2018-02-06T07:09:07.858Z,36.6,41,,,,,54
2018-02-06T07:09:17.861Z,36.6,40,,,,,54
2018-02-06T07:09:27.855Z,36.6,38,,,,,54
2018-02-06T07:09:37.886Z,36.6,37,,,,,54
2018-02-06T07:09:47.869Z,36.6,35,,,,,54
2018-02-06T07:09:57.855Z,36.6,34,62.1,,,,54
2018-02-06T07:10:07.903Z,36.6,33,,,,,54
2018-02-06T07:10:17.868Z,36.6,32,,,,,54
2018-02-06T07:10:27.857Z,36.6,31,,,,,54
2018-02-06T07:10:37.863Z,36.6,,,,,,54
2018-02-06T07:10:47.855Z,36.6,30,62,,,,54
2018-02-06T07:10:57.856Z,36.6,,,,,,54
2018-02-06T07:11:07.858Z,36.6,,62.1,,,,54
2018-02-06T07:11:17.860Z,36.6,,62.2,,,,54
2018-02-06T07:11:27.878Z,36.6,,,,,,54
2018-02-06T07:11:37.855Z,36.6,29,62.4,,,,54
2018-02-06T07:11:47.861Z,36.6,30,,,,,54
2018-02-06T07:11:57.865Z,36.6,29,62.5,,,,54
2018-02-06T07:12:07.860Z,36.6,,,,,,54
2018-02-06T07:12:17.868Z,36.6,30,,,,,54
2018-02-06T07:12:27.904Z,36.6,29,62.6,,,,54
2018-02-06T07:12:38.065Z,36.6,30,,,,,54
2018-02-06T07:12:47.891Z,36.6,,,,,,54
2018-02-06T07:12:57.859Z,36.6,29,,,,,54
2018-02-06T07:13:07.980Z,36.6,30,62.7,,,,54
2018-02-06T07:13:17.945Z,36.6,,,,,,54
2018-02-06T07:13:27.926Z,36.6,,,,,,54
2018-02-06T07:13:37.860Z,36.6,29,,,,,54
2018-02-06T07:13:47.876Z,36.6,,,,,,54
2018-02-06T07:13:57.866Z,36.6,,62.8,,,,54
2018-02-06T07:14:07.871Z,36.6,30,,,,,54
2018-02-06T07:14:17.919Z,36.6,29,,,,,54
2018-02-06T07:14:27.906Z,36.6,,62.9,,,,54
2018-02-06T07:14:37.864Z,36.6,30,,,,,54
2018-02-06T07:14:47.857Z,36.6,30,63.1,,,,54
2018-02-06T07:14:57.858Z,36.6,,,,,,54
2018-02-06T07:15:07.860Z,36.6,29,,,,,54
2018-02-06T07:15:17.975Z,36.6,,,,,,54
2018-02-06T07:15:27.894Z,36.5,,63.2,,,,54
2018-02-06T07:15:37.943Z,36.6,,,,,,54
2018-02-06T07:15:47.934Z,36.6,,,,,,54
2018-02-06T07:15:57.892Z,36.6,,,,,,54
2018-02-06T07:16:07.908Z,36.6,30,,,,,54
2018-02-06T07:16:17.861Z,36.6,29,63.3,,,,54
2018-02-06T07:16:27.857Z,36.5,,,,,,54
2018-02-06T07:16:37.859Z,36.6,30,,,,,54
2018-02-06T07:16:47.856Z,36.6,29,63.4,,,,54
2018-02-06T07:16:57.856Z,36.6,30,,,,,54
2018-02-06T07:17:07.857Z,36.6,29,,,,,54
2018-02-06T07:17:17.868Z,36.5,30,63.5,,,,54
2018-02-06T07:17:27.880Z,36.6,29,,,,,54
2018-02-06T07:17:37.863Z,36.6,,,,,,54
2018-02-06T07:17:47.857Z,36.5,30,,,,,54
2018-02-06T07:17:57.862Z,36.6,,63.6,,,,54
2018-02-06T07:18:07.858Z,36.5,,,,,,54
2018-02-06T07:18:17.871Z,36.5,,,,,,54
2018-02-06T07:18:27.890Z,36.5,29,63.8,,,,54
2018-02-06T07:18:37.861Z,36.5,,,,,,54
2018-02-06T07:18:47.858Z,36.5,30,,,,,54
2018-02-06T07:18:57.951Z,36.5,,,,,,54
2018-02-06T07:19:07.889Z,36.5,,,,,,54
2018-02-06T07:19:17.858Z,36.5,,63.9,,,,54
2018-02-06T07:19:27.860Z,36.5,29,,,,,54
2018-02-06T07:19:37.864Z,36.5,,,,,,54
2018-02-06T07:19:47.858Z,36.5,30,63.9,,,,54
2018-02-06T07:19:57.860Z,36.5,30,64,,,,54
2018-02-06T07:20:07.857Z,36.5,,,,,,54
2018-02-06T07:20:17.879Z,36.5,,,,,,54
2018-02-06T07:20:27.862Z,36.6,,,,,,54
2018-02-06T07:20:37.874Z,36.7,,64.1,,,,54
2018-02-06T07:20:47.858Z,36.7,,,,,,54
2018-02-06T07:20:57.859Z,36.8,,,,,,54
2018-02-06T07:21:07.858Z,36.8,29,,,,,54
2018-02-06T07:21:17.860Z,36.8,,64.2,,,,54
2018-02-06T07:21:27.858Z,36.8,,,,,,54
2018-02-06T07:21:37.857Z,36.9,,,,,,54
2018-02-06T07:21:47.866Z,36.9,,,,,,54
2018-02-06T07:22:02.977Z,36.9,30,,,,,54
2018-02-06T07:22:08.343Z,36.9,29,64.4,,,,54
2018-02-06T07:22:17.861Z,36.8,,,,,,54
2018-02-06T07:22:28.069Z,36.8,,,,,,54
2018-02-06T07:22:37.865Z,36.8,,64.5,,,,54
2018-02-06T07:22:47.869Z,36.8,,,,,,54
2018-02-06T07:22:57.869Z,36.8,30,,,,,54
2018-02-06T07:23:07.858Z,36.8,29,,,,,54
2018-02-06T07:23:17.973Z,36.8,,,,,,54
2018-02-06T07:23:27.881Z,36.7,,64.6,,,,54
2018-02-06T07:23:37.858Z,36.7,30,,,,,54
2018-02-06T07:23:52.880Z,36.7,29,,,,,54
2018-02-06T07:23:57.861Z,36.7,,,,,,54
2018-02-06T07:24:07.860Z,36.7,30,64.7,,,,54
2018-02-06T07:24:17.962Z,36.6,29,64.7,0,62,2,54
2018-02-06T07:24:27.860Z,36.6,,,,,,54
2018-02-06T07:24:37.872Z,36.6,,,,,,54
2018-02-06T07:24:47.860Z,36.7,,,,,,54
2018-02-06T07:24:57.880Z,36.7,,64.8,,,,54
2018-02-06T07:25:07.858Z,36.7,,,,,,54
2018-02-06T07:25:17.862Z,36.7,,,,,,54
2018-02-06T07:25:27.860Z,36.7,30,,,,,54
2018-02-06T07:25:37.860Z,36.7,29,,,,,54
2018-02-06T07:25:47.902Z,36.7,,64.9,,,,54
2018-02-06T07:25:57.859Z,36.7,30,,,,,54
2018-02-06T07:26:07.973Z,36.7,,,,,,54
2018-02-06T07:26:17.865Z,36.7,30,65.1,,,,54
2018-02-06T07:26:27.940Z,36.8,,,,,,54
2018-02-06T07:26:37.885Z,36.8,29,,,,,54
2018-02-06T07:26:47.862Z,36.7,,,,,,54
2018-02-06T07:26:57.859Z,36.7,,,,,,54
2018-02-06T07:27:07.885Z,36.7,30,,,,,54
2018-02-06T07:27:17.859Z,36.7,29,65.2,,,,54
2018-02-06T07:27:27.860Z,36.7,,,,,,54
2018-02-06T07:27:37.860Z,36.7,30,,,,,54
2018-02-06T07:27:47.860Z,36.7,,,,,,54
2018-02-06T07:27:57.883Z,36.7,,,,,,54
2018-02-06T07:28:07.921Z,36.7,,65.3,,,,54
2018-02-06T07:28:17.945Z,36.7,29,,,,,54
2018-02-06T07:28:27.894Z,36.6,30,,,,,54
2018-02-06T07:28:37.911Z,36.6,29,,,,,54
2018-02-06T07:28:47.938Z,36.6,,65.4,,,,54
2018-02-06T07:28:57.909Z,36.6,30,,,,,54
2018-02-06T07:29:07.859Z,36.6,,,,,,54
2018-02-06T07:29:17.859Z,36.6,29,,,,,54
2018-02-06T07:29:27.859Z,36.6,,,,,,54
2018-02-06T07:29:37.860Z,36.6,30,,,,,54
2018-02-06T07:29:47.895Z,36.5,29,,,,,54
2018-02-06T07:29:57.926Z,36.5,,65.5,,,,54
2018-02-06T07:30:07.871Z,36.5,30,,,,,54
2018-02-06T07:30:17.878Z,36.5,,,,,,54
2018-02-06T07:30:27.930Z,36.5,29,,,,,54
2018-02-06T07:30:37.942Z,36.5,30,,,,,54
2018-02-06T07:30:47.979Z,36.5,,65.6,,,,54
2018-02-06T07:30:58.081Z,36.5,29,,,,,54
2018-02-06T07:31:07.899Z,36.5,,,,,,54
2018-02-06T07:31:17.940Z,36.5,30,,,,,54
2018-02-06T07:31:27.889Z,36.5,,,,,,54
2018-02-06T07:31:37.894Z,36.5,29,,,,,54
2018-02-06T07:31:47.859Z,36.5,30,,,,,54
2018-02-06T07:31:57.863Z,36.5,29,65.8,,,,54
2018-02-06T07:32:07.888Z,36.5,,,,,,54
2018-02-06T07:32:17.860Z,36.4,,,,,,54
2018-02-06T07:32:27.927Z,36.4,30,,,,,54
2018-02-06T07:32:37.864Z,36.4,29,,,,,54
2018-02-06T07:32:47.944Z,36.4,30,,,,,54
2018-02-06T07:32:57.859Z,36.4,29,65.9,,,,54
2018-02-06T07:33:07.925Z,36.4,30,,,,,54
2018-02-06T07:33:17.935Z,36.4,29,,,,,54
2018-02-06T07:33:27.864Z,36.4,,,,,,54
2018-02-06T07:33:37.860Z,36.4,,,,,,54
2018-02-06T07:33:47.905Z,36.4,0,63.9,0,,2,54
2018-02-06T07:33:57.860Z,36.4,,61.9,,,,54
2018-02-06T07:34:07.860Z,36.4,,61.2,,,,54
2018-02-06T07:34:17.971Z,36.4,,60.8,,,,54
2018-02-06T07:34:27.966Z,36.4,,60.7,,,,54
2018-02-06T07:34:38.211Z,36.4,,60.5,,,,54
2018-02-06T07:34:47.923Z,36.3,,60.4,,,,54
2018-02-06T07:34:57.908Z,36.4,,60.2,,,,54
2018-02-06T07:35:07.956Z,36.3,,59.9,,,,54
2018-02-06T07:35:17.918Z,36.3,,,,,,54
2018-02-06T07:35:27.895Z,36.3,,59.6,,,,54
2018-02-06T07:35:37.947Z,36.3,,59.4,,,,54
2018-02-06T07:35:47.906Z,36.3,,59.1,,,,54
2018-02-06T07:35:57.860Z,36.3,,58.9,,,,54
2018-02-06T07:36:07.880Z,36.3,,58.7,,,,54
2018-02-06T07:36:17.862Z,36.3,,58.5,,,,54
2018-02-06T07:36:27.962Z,36.3,,58.2,,,,54
2018-02-06T07:36:37.953Z,36.3,,57.9,,,,54
2018-02-06T07:36:47.866Z,36.2,,57.7,,,,54
2018-02-06T07:36:57.876Z,36.2,,57.4,,,,54
2018-02-06T07:37:07.955Z,36.2,,57.2,,,,54
2018-02-06T07:37:17.877Z,36.2,,56.9,,,,54
2018-02-06T07:37:27.967Z,36.2,,56.7,,,,54
2018-02-06T07:37:37.860Z,36.2,,56.5,,,,54
2018-02-06T07:37:47.860Z,36.1,,56.3,,,,54
2018-02-06T07:37:57.865Z,36.1,,56.1,,,,54
2018-02-06T07:38:07.861Z,36.1,44,55.9,0,,2,54
2018-02-06T07:38:17.862Z,36.1,35,60.1,,,,54
2018-02-06T07:38:27.865Z,36.1,29,60.6,,,,54
2018-02-06T07:38:37.862Z,36.1,,60.4,,,,54
2018-02-06T07:38:47.862Z,36.1,30,60.1,,,,54
2018-02-06T07:38:57.863Z,36.1,29,60,,,,54
2018-02-06T07:39:07.861Z,36.1,,,,,,54
2018-02-06T07:39:17.863Z,36,,,,,,54
2018-02-06T07:39:27.860Z,36,30,,,,,54
2018-02-06T07:39:37.861Z,36,,,,,,54
2018-02-06T07:39:47.869Z,36,29,60.1,,,,54
2018-02-06T07:39:57.860Z,36,30,60.2,,,,54
2018-02-06T07:40:07.861Z,35.9,,60.4,,,,54
2018-02-06T07:40:17.867Z,35.9,,60.5,,,,54
2018-02-06T07:40:27.862Z,35.9,31,60.6,,,,54
2018-02-06T07:40:37.861Z,35.9,32,60.7,,,,54
2018-02-06T07:40:47.860Z,35.9,,60.8,,,,54
2018-02-06T07:40:57.861Z,35.9,,60.9,,,,54
2018-02-06T07:41:07.861Z,35.8,32,61.1,,,,54
2018-02-06T07:41:17.864Z,35.8,,61.2,,,,54
2018-02-06T07:41:27.861Z,35.8,31,,,,,54
2018-02-06T07:41:37.861Z,35.8,,61.3,,,,54
2018-02-06T07:41:48.016Z,35.8,,,,,,54
2018-02-06T07:41:57.861Z,35.8,,61.4,,,,54
2018-02-06T07:42:07.861Z,35.8,32,,,,,54
2018-02-06T07:42:17.861Z,35.7,,61.5,,,,54
2018-02-06T07:42:27.897Z,35.7,,,,,,54
2018-02-06T07:42:37.861Z,35.7,31,61.6,,,,54
2018-02-06T07:42:47.862Z,35.7,,61.8,,,,54
2018-02-06T07:42:57.861Z,35.7,,,,,,54
2018-02-06T07:43:07.870Z,35.7,,61.9,,,,54
2018-02-06T07:43:17.864Z,35.7,,62,,,,54
2018-02-06T07:43:27.864Z,35.6,32,,,,,54
2018-02-06T07:43:37.914Z,35.6,31,62.1,,,,54
2018-02-06T07:43:47.863Z,35.6,30,,,,,54
2018-02-06T07:43:57.870Z,35.6,29,62,,,,54
2018-02-06T07:44:07.861Z,35.6,,,,,,54
2018-02-06T07:44:17.867Z,35.6,,62.1,,,,54
2018-02-06T07:44:27.861Z,35.6,,,,,,54
2018-02-06T07:44:37.862Z,35.6,,62.2,,,,54
2018-02-06T07:44:47.861Z,35.6,,,,,,54
2018-02-06T07:44:57.865Z,35.5,30,62.4,,,,54
2018-02-06T07:45:07.862Z,35.5,,,,,,54
2018-02-06T07:45:17.862Z,35.5,29,62.5,,,,54
2018-02-06T07:45:27.864Z,35.5,30,62.6,,,,54
2018-02-06T07:45:37.867Z,35.5,29,,,,,54
2018-02-06T07:45:47.862Z,35.5,30,,,,,54
2018-02-06T07:45:57.865Z,35.5,29,62.7,,,,54
2018-02-06T07:46:07.879Z,35.4,30,,,,,54
2018-02-06T07:46:17.868Z,35.4,,62.8,,,,54
2018-02-06T07:46:27.905Z,35.4,,,,,,54
2018-02-06T07:46:37.953Z,35.4,29,62.9,,,,54
2018-02-06T07:46:47.862Z,35.4,30,,,,,54
2018-02-06T07:46:57.862Z,35.4,,,,,,54
2018-02-06T07:47:07.864Z,35.4,30,63.1,,,,54
2018-02-06T07:47:17.862Z,35.4,29,,,,,54
2018-02-06T07:47:27.863Z,35.4,,,,,,54
2018-02-06T07:47:37.862Z,35.4,,63.2,,,,54
2018-02-06T07:47:47.865Z,35.4,30,,,,,54
2018-02-06T07:47:57.862Z,35.4,,63.3,,,,54
2018-02-06T07:48:07.897Z,35.4,29,,,,,54
2018-02-06T07:48:17.863Z,35.4,,,,,,54
2018-02-06T07:48:27.865Z,35.3,30,63.4,,,,54
2018-02-06T07:48:37.862Z,35.3,29,,,,,54
2018-02-06T07:48:47.863Z,35.3,30,63.5,,,,54
2018-02-06T07:48:57.866Z,35.3,29,,,,,54
2018-02-06T07:49:07.864Z,35.3,,,,,,54
2018-02-06T07:49:17.917Z,35.3,30,63.6,,,,54
2018-02-06T07:49:27.863Z,35.3,29,,,,,54
2018-02-06T07:49:37.896Z,35.3,,,,,,54
2018-02-06T07:49:47.862Z,35.3,,63.8,,,,54
2018-02-06T07:49:57.863Z,35.3,30,,,,,54
2018-02-06T07:50:07.862Z,35.3,,,,,,54
2018-02-06T07:50:17.866Z,35.3,29,63.9,,,,54
2018-02-06T07:50:27.890Z,35.3,30,,,,,54
2018-02-06T07:50:37.874Z,35.3,,,,,,54
2018-02-06T07:50:47.863Z,35.3,29,63.9,,,,54
2018-02-06T07:50:57.863Z,35.3,30,64,,,,54
2018-02-06T07:51:07.862Z,35.3,,,,,,54
2018-02-06T07:51:17.863Z,35.2,29,,,,,54
2018-02-06T07:51:27.863Z,35.2,30,64.1,,,,54
2018-02-06T07:51:37.862Z,35.2,,,,,,54
2018-02-06T07:51:47.884Z,35.2,29,64.2,,,,54
2018-02-06T07:51:57.865Z,35.2,30,,,,,54
2018-02-06T07:52:07.862Z,35.2,29,,,,,54
2018-02-06T07:52:17.862Z,35.2,,,,,,54
2018-02-06T07:52:28.098Z,35.2,30,64.4,,,,54
2018-02-06T07:52:37.865Z,35.2,29,,,,,54
2018-02-06T07:52:47.893Z,35.2,30,,,,,54
2018-02-06T07:52:57.863Z,35.2,29,,,,,54
2018-02-06T07:53:07.866Z,35.2,,64.5,,,,54
2018-02-06T07:53:17.881Z,35.2,30,,,,,54
2018-02-06T07:53:28.156Z,35.2,29,,,,,54
2018-02-06T07:53:37.886Z,35.2,30,64.6,,,,54
2018-02-06T07:53:47.887Z,35.2,,,,,,54
2018-02-06T07:53:57.874Z,35.2,29,,,,,54
2018-02-06T07:54:07.874Z,35.2,,,,,,54
2018-02-06T07:54:17.864Z,35.2,,64.7,,,,54
2018-02-06T07:54:27.884Z,35.2,,,,,,54
2018-02-06T07:54:37.864Z,35.2,30,,,,,54
2018-02-06T07:54:47.868Z,35.2,,64.8,,,,54
2018-02-06T07:54:57.893Z,35.2,,,,,,54
2018-02-06T07:55:07.898Z,35.2,29,,,,,54
2018-02-06T07:55:17.865Z,35.2,,,,,,54
2018-02-06T07:55:27.866Z,35.2,,,,,,54
2018-02-06T07:55:37.867Z,35.2,,64.9,,,,54
2018-02-06T07:55:47.883Z,35.2,,,,,,54
2018-02-06T07:55:57.895Z,35.2,,,,,,54
2018-02-06T07:56:07.864Z,35.2,29,65.1,,,,54
2018-02-06T07:56:17.863Z,35.2,30,,,,,54
2018-02-06T07:56:27.868Z,35.2,29,,,,,54
2018-02-06T07:56:37.864Z,35.2,,,,,,54
2018-02-06T07:56:47.865Z,35.2,30,,,,,54
2018-02-06T07:56:57.864Z,35.2,,65.2,,,,54
2018-02-06T07:57:07.864Z,35.2,,,,,,54
2018-02-06T07:57:17.867Z,35.2,,,,,,54
2018-02-06T07:57:27.865Z,35.2,,,,,,54
2018-02-06T07:57:37.865Z,35.2,,,,,,54
2018-02-06T07:57:47.864Z,35.2,,65.3,,,,54
2018-02-06T07:57:57.864Z,35.2,29,,,,,54
2018-02-06T07:58:07.864Z,35.2,,,,,,54
2018-02-06T07:58:17.866Z,35.2,,,,,,54
2018-02-06T07:58:27.865Z,35.2,30,65.4,,,,54
2018-02-06T07:58:37.864Z,35.2,29,,,,,54
2018-02-06T07:58:47.891Z,35.2,30,,,,,54
2018-02-06T07:58:57.944Z,35.2,,,,,,54
2018-02-06T07:59:07.871Z,35.2,29,65.5,,,,54
2018-02-06T07:59:17.900Z,35.2,,,,,,54
2018-02-06T07:59:28.974Z,35.2,,,,,,54
2018-02-06T07:59:37.875Z,35.2,,,,,,54
2018-02-06T07:59:47.864Z,35.2,,,,,,54
2018-02-06T07:59:57.898Z,35.2,,,,,,54
2018-02-06T08:00:07.897Z,35.2,30,65.6,,,,54
2018-02-06T08:00:17.865Z,35.2,,,,,,54
2018-02-06T08:00:27.865Z,35.2,,,,,,54
2018-02-06T08:00:37.883Z,35.2,,,,,,54
2018-02-06T08:00:47.865Z,35.2,,,,,,54
2018-02-06T08:00:57.887Z,35.2,,65.8,,,,54
2018-02-06T08:01:07.870Z,35.2,,,,,,54
2018-02-06T08:01:17.894Z,35.2,29,,,,,54
2018-02-06T08:01:27.873Z,35.2,,,,,,54
2018-02-06T08:01:37.864Z,35.2,30,,,,,54
2018-02-06T08:01:47.881Z,35.2,29,,,,,54
2018-02-06T08:01:57.869Z,35.2,30,65.9,,,,54
2018-02-06T08:02:07.927Z,35.2,29,,,,,54
2018-02-06T08:02:17.867Z,35.2,,,,,,54
2018-02-06T08:02:27.866Z,35.2,,,,,,54
2018-02-06T08:02:37.868Z,35.2,0,,0,,2,54
2018-02-06T08:02:47.871Z,35.2,,62.9,,,,54
2018-02-06T08:02:57.865Z,35.2,,61.8,,,,54
2018-02-06T08:03:07.867Z,35.2,,60.9,,,,54
2018-02-06T08:03:17.865Z,35.2,,60.7,,,,54
2018-02-06T08:03:27.865Z,35.2,,60.6,,,,54
2018-02-06T08:03:37.866Z,35.2,,60.5,,,,54
2018-02-06T08:03:47.901Z,35.2,,60.2,,,,54
2018-02-06T08:03:57.868Z,35.2,,60.1,,,,54
2018-02-06T08:04:07.874Z,35.2,,59.9,,,,54
2018-02-06T08:04:17.869Z,35.2,,59.7,,,,54
2018-02-06T08:04:27.866Z,35.2,,59.5,,,,54
2018-02-06T08:04:37.869Z,35.2,,59.1,,,,54
2018-02-06T08:04:47.866Z,35.2,,58.9,,,,54
2018-02-06T08:04:57.867Z,35.2,,58.7,,,,54
2018-02-06T08:05:07.868Z,35.2,,58.5,,,,54
2018-02-06T08:05:17.920Z,35.2,,58.3,,,,54
2018-02-06T08:05:27.868Z,35.2,,58.2,,,,54
2018-02-06T08:05:37.868Z,35.2,,57.9,,,,54
2018-02-06T08:05:47.867Z,35.2,,57.7,,,,54
2018-02-06T08:05:57.866Z,35.2,,57.3,,,,54
2018-02-06T08:06:07.876Z,35.2,,57.1,,,,54
2018-02-06T08:06:17.866Z,35.2,,56.9,,,,54
2018-02-06T08:06:27.866Z,35.2,,56.7,,,,54
2018-02-06T08:06:37.865Z,35.2,,56.5,,,,54
2018-02-06T08:06:47.866Z,35.2,,56.3,,,,54
2018-02-06T08:06:57.870Z,35.2,,56.1,,,,54
2018-02-06T08:07:07.866Z,35.1,45,56,0,,2,54
2018-02-06T08:07:17.865Z,35.1,34,60.2,,,,54
2018-02-06T08:07:27.866Z,35.1,30,60.5,,,,54
2018-02-06T08:07:38.071Z,35.1,,60.4,,,,54
2018-02-06T08:07:47.867Z,35.1,,60.2,,,,54
2018-02-06T08:07:57.873Z,35.1,,60.1,,,,54
2018-02-06T08:08:07.866Z,35.1,29,,,,,54
2018-02-06T08:08:17.872Z,34.9,30,,,,,54
2018-02-06T08:08:27.866Z,34.9,,60,,,,54
2018-02-06T08:08:37.866Z,34.9,29,60.1,,,,54
2018-02-06T08:08:47.867Z,34.9,,60.2,,,,54
2018-02-06T08:08:57.867Z,34.9,30,60.4,,,,54
2018-02-06T08:09:07.867Z,34.9,,60.6,,,,54
2018-02-06T08:09:17.866Z,34.9,31,60.7,,,,54
2018-02-06T08:09:27.866Z,34.9,,,,,,54
2018-02-06T08:09:37.866Z,34.9,,60.8,,,,54
2018-02-06T08:09:47.867Z,34.9,,,,,,54
2018-02-06T08:09:57.868Z,34.8,,60.9,,,,54
2018-02-06T08:10:07.866Z,34.8,31,61.1,,,,54
2018-02-06T08:10:17.963Z,34.8,,,,,,54
2018-02-06T08:10:27.869Z,34.8,,61.2,,,,54
2018-02-06T08:10:37.869Z,34.8,,61.3,,,,54
2018-02-06T08:10:47.867Z,34.8,,61.4,,,,54
2018-02-06T08:10:57.866Z,34.8,,,,,,54
2018-02-06T08:11:07.867Z,34.8,,61.5,,,,54
2018-02-06T08:11:17.867Z,34.8,,,,,,54
2018-02-06T08:11:27.867Z,34.8,,,,,,54
2018-02-06T08:11:37.868Z,34.8,,61.6,,,,54
2018-02-06T08:11:47.867Z,34.8,,61.8,,,,54
2018-02-06T08:11:57.904Z,34.8,30,,,,,54
2018-02-06T08:12:07.869Z,34.7,31,61.9,,,,54
2018-02-06T08:12:17.869Z,34.7,30,62,,,,54
2018-02-06T08:12:27.873Z,34.7,31,,,,,54
2018-02-06T08:12:37.939Z,34.7,30,62.1,,,,54
2018-02-06T08:12:47.869Z,34.7,,,,,,54
2018-02-06T08:12:57.867Z,34.7,,,,,,54
2018-02-06T08:13:07.872Z,34.7,29,,,,,54
2018-02-06T08:13:17.870Z,34.7,30,,,,,54
2018-02-06T08:13:28.013Z,34.7,,62.2,,,,54
2018-02-06T08:13:37.902Z,34.7,,,,,,54
2018-02-06T08:13:47.878Z,34.7,29,62.4,,,,54
2018-02-06T08:13:57.876Z,34.7,30,,,,,54
2018-02-06T08:14:07.869Z,34.7,,62.5,,,,54
2018-02-06T08:14:17.867Z,34.7,,,,,,54
2018-02-06T08:14:27.867Z,34.7,29,62.6,,,,54
2018-02-06T08:14:37.869Z,34.7,,,,,,54
2018-02-06T08:14:47.867Z,34.7,,62.7,,,,54
2018-02-06T08:14:57.869Z,34.7,30,,,,,54
2018-02-06T08:15:07.867Z,34.7,,,,,,54
2018-02-06T08:15:17.867Z,34.7,29,62.8,,,,54
2018-02-06T08:15:27.867Z,34.7,30,,,,,54
2018-02-06T08:15:37.879Z,34.7,,62.9,,,,54
2018-02-06T08:15:47.868Z,34.7,,,,,,54
2018-02-06T08:15:57.868Z,34.7,30,63.1,,,,54
2018-02-06T08:16:07.873Z,34.6,,,,,,54
2018-02-06T08:16:17.868Z,34.6,,63.2,,,,54
2018-02-06T08:16:27.873Z,34.6,,,,,,54
2018-02-06T08:16:37.980Z,34.6,29,,,,,54
2018-02-06T08:16:47.888Z,34.6,,63.3,,,,54
2018-02-06T08:16:57.868Z,34.6,30,,,,,54
2018-02-06T08:17:07.898Z,34.6,,63.4,,,,54
2018-02-06T08:17:17.867Z,34.6,29,,,,,54
2018-02-06T08:17:27.869Z,34.6,30,,,,,54
2018-02-06T08:17:38.060Z,34.6,29,63.5,,,,54
2018-02-06T08:17:47.870Z,34.6,30,,,,,54
2018-02-06T08:17:57.868Z,34.6,,,,,,54
2018-02-06T08:18:07.897Z,34.6,29,63.6,,,,54
2018-02-06T08:18:17.869Z,34.6,,,,,,54
2018-02-06T08:18:27.891Z,34.6,30,63.8,,,,54
2018-02-06T08:18:37.891Z,34.6,29,,,,,54
2018-02-06T08:18:47.874Z,34.6,30,,,,,54
2018-02-06T08:18:57.900Z,34.6,,63.9,,,,54
2018-02-06T08:19:07.870Z,34.6,,,,,,54
2018-02-06T08:19:17.903Z,34.6,,,,,,54
2018-02-06T08:19:27.884Z,34.6,30,64,,,,54
2018-02-06T08:19:37.868Z,34.7,,,,,,54
2018-02-06T08:19:47.886Z,34.6,29,64.1,,,,54
2018-02-06T08:19:57.915Z,34.7,,,,,,54
2018-02-06T08:20:07.868Z,34.7,,,,,,54
2018-02-06T08:20:17.869Z,34.6,30,,,,,54
2018-02-06T08:20:27.903Z,34.7,,64.2,,,,54
2018-02-06T08:20:37.895Z,34.7,,,,,,54
2018-02-06T08:20:47.952Z,34.7,29,,,,,54
