Time,PrimT,HwTSet,PrimTSet,ChActive,HwTOutlet,ActPow,HwActive
2017-12-11T04:38:57.891Z,,0,,,17.1,,
2017-12-11T04:39:07.892Z,,0,,,17.1,,
2017-12-11T04:39:17.892Z,,0,,,17.1,,
2017-12-11T04:39:27.891Z,,0,,,17.1,,
2017-12-11T04:39:37.892Z,,0,,,17.1,,
2017-12-11T04:39:47.972Z,,0,,,17.1,,
2017-12-11T04:39:57.891Z,,0,,,17.1,,
2017-12-11T04:40:07.891Z,,0,,,17.1,,
2017-12-11T04:40:17.891Z,30.2,0,,,17.1,,
2017-12-11T04:40:27.891Z,,0,,,17.1,,
2017-12-11T04:40:47.981Z,,0,,,17.1,,
2017-12-11T04:40:57.891Z,,0,,,17.1,,
2017-12-11T04:41:17.892Z,,0,,,17.1,,
2017-12-11T04:41:27.894Z,,0,,,17.1,,
2017-12-11T04:41:37.892Z,,0,,,17.1,,
2017-12-11T04:41:47.971Z,,0,,,17,,
2017-12-11T04:41:57.891Z,,0,,,17,,
2017-12-11T04:42:07.892Z,,0,,,17.1,,
2017-12-11T04:42:17.894Z,,0,,,17,,
2017-12-11T04:42:27.892Z,30.1,0,,,17,,
2017-12-11T04:42:37.892Z,,0,,,17.1,,
2017-12-11T04:42:47.971Z,,0,,,17,,
2017-12-11T04:42:57.892Z,,0,,,17.1,,
2017-12-11T04:43:07.892Z,,0,,,17,,
2017-12-11T04:43:17.893Z,,0,,,17,,
2017-12-11T04:43:27.891Z,,0,,,17,,
2017-12-11T04:43:37.891Z,,0,,,17,,
2017-12-11T04:43:57.892Z,,0,,,17,,
2017-12-11T04:44:07.891Z,,0,,,17,,
2017-12-11T04:44:17.892Z,,0,,,17.1,,
2017-12-11T04:44:27.892Z,,0,,,17,,
2017-12-11T04:44:37.892Z,30,0,,,17,,
2017-12-11T04:44:47.972Z,,0,,,17,,
2017-12-11T04:44:57.892Z,,0,,,17,,
2017-12-11T04:45:07.894Z,,0,,,17,,
2017-12-11T04:45:17.892Z,,0,,,17,,
2017-12-11T04:45:27.891Z,,0,,,17,,
2017-12-11T04:45:37.892Z,,0,,,17,,
2017-12-11T04:45:47.971Z,,0,,,17,,
2017-12-11T04:45:57.892Z,,0,,,17,,
2017-12-11T04:46:07.892Z,,0,,,17,,
2017-12-11T04:46:17.892Z,,0,,,17,,
2017-12-11T04:46:27.892Z,,0,,,17,,
2017-12-11T04:46:37.892Z,,0,,,17,,
2017-12-11T04:46:47.971Z,30,0,,,17,,
2017-12-11T04:46:57.892Z,29.9,0,,,17,,
2017-12-11T04:47:07.892Z,,0,,,17,,
2017-12-11T04:47:17.892Z,,0,,,17,,
2017-12-11T04:47:27.892Z,,0,,,17,,
2017-12-11T04:47:37.892Z,,0,,,17,,
2017-12-11T04:47:47.972Z,,0,,,17,,
2017-12-11T04:47:57.892Z,,0,,,17,,
2017-12-11T04:48:07.892Z,,0,,,17,,
2017-12-11T04:48:17.892Z,,0,,,17,,
2017-12-11T04:48:27.892Z,,0,,,17,,
2017-12-11T04:48:37.893Z,,0,,,17,,
2017-12-11T04:48:47.972Z,,0,,,17,,
2017-12-11T04:48:57.894Z,29.8,0,,,17,,
2017-12-11T04:49:07.898Z,,0,,,17,,
2017-12-11T04:49:17.892Z,,0,,,17,,
2017-12-11T04:49:27.892Z,,0,,,17,,
2017-12-11T04:49:37.900Z,,0,,,17,,
2017-12-11T04:49:47.972Z,,0,,,17,,
2017-12-11T04:49:57.895Z,,0,,,17,,
2017-12-11T04:50:07.892Z,,0,,,17,,
2017-12-11T04:50:17.892Z,,0,,,17,,
2017-12-11T04:50:27.892Z,,0,,,17,,
2017-12-11T04:50:37.892Z,,0,,,17,,
2017-12-11T04:50:47.982Z,,0,,,17,,
2017-12-11T04:50:57.893Z,,0,,,17,,
2017-12-11T04:51:07.892Z,,0,,,17,,
2017-12-11T04:51:17.893Z,,0,,,17,,
2017-12-11T04:51:27.892Z,,0,,,17,,
2017-12-11T04:51:37.894Z,,0,,,17,,
2017-12-11T04:51:47.975Z,29.6,0,,,17,,
2017-12-11T04:51:57.892Z,,0,,,17,,
2017-12-11T04:52:07.892Z,,0,,,17,,
2017-12-11T04:52:17.893Z,,0,,,17,,
2017-12-11T04:52:27.893Z,,0,,,17,,
2017-12-11T04:52:37.894Z,,0,,,17,,
2017-12-11T04:52:47.973Z,,0,,,17,,
2017-12-11T04:52:57.892Z,,0,,,17,,
2017-12-11T04:53:07.892Z,,0,,,17,,
2017-12-11T04:53:17.898Z,,0,,,17,,
2017-12-11T04:53:27.893Z,,0,,,17,,
2017-12-11T04:53:37.894Z,,0,,,17,,
2017-12-11T04:53:47.983Z,,0,,,17,,
2017-12-11T04:53:57.893Z,,0,,,17,,
2017-12-11T04:54:07.893Z,29.5,0,,,17,,
2017-12-11T04:54:17.892Z,,0,,,17,,
2017-12-11T04:54:27.892Z,,0,,,17,,
2017-12-11T04:54:37.893Z,,0,,,17,,
2017-12-11T04:54:47.973Z,,0,,,17,,
2017-12-11T04:54:57.893Z,,0,,,17,,
2017-12-11T04:55:07.893Z,,0,,,17,,
2017-12-11T04:55:17.893Z,,0,,,17,,
2017-12-11T04:55:27.893Z,29.5,0,5,0,17,0,0
2017-12-11T04:55:37.893Z,,0,,,17,,
2017-12-11T04:55:47.978Z,,0,,,17,,
2017-12-11T04:55:57.893Z,,0,,,17,,
2017-12-11T04:56:07.893Z,,0,,,17,,
2017-12-11T04:56:17.903Z,,0,,,17,,
2017-12-11T04:56:27.895Z,29.4,0,,,17,,
2017-12-11T04:56:37.892Z,,0,,,17,,
2017-12-11T04:56:47.972Z,,0,,,17,,
2017-12-11T04:56:57.893Z,,0,,,16.8,,
2017-12-11T04:57:07.893Z,,0,,,16.8,,
2017-12-11T04:57:17.980Z,,0,,,17,,
2017-12-11T04:57:27.893Z,,0,,,16.8,,
2017-12-11T04:57:37.892Z,,0,,,17,,
2017-12-11T04:57:47.973Z,,0,,,16.8,,
2017-12-11T04:57:57.894Z,,0,,,17,,
2017-12-11T04:58:07.892Z,,0,,,17,,
2017-12-11T04:58:17.893Z,,0,,,16.8,,
2017-12-11T04:58:27.893Z,,0,,,16.8,,
2017-12-11T04:58:37.893Z,,0,,,16.8,,
2017-12-11T04:58:47.982Z,,0,,,16.8,,
2017-12-11T04:58:57.905Z,29.3,0,,,16.8,,
2017-12-11T04:59:07.901Z,,0,,,16.8,,
2017-12-11T04:59:17.893Z,,0,,,16.8,,
2017-12-11T04:59:27.893Z,,0,,,16.8,,
2017-12-11T04:59:37.893Z,,0,,,16.8,,
2017-12-11T04:59:47.973Z,,0,,,16.8,,
2017-12-11T04:59:57.893Z,,0,,,16.8,,
2017-12-11T05:00:07.893Z,,0,,,16.8,,
2017-12-11T05:00:17.895Z,,0,,,16.8,,
2017-12-11T05:00:27.893Z,,0,,,16.8,,
2017-12-11T05:00:37.893Z,,0,,,16.8,,
2017-12-11T05:00:47.985Z,,0,,,16.8,,
2017-12-11T05:00:57.894Z,,0,,,16.8,,
2017-12-11T05:01:07.893Z,,0,,,16.8,,
2017-12-11T05:01:17.894Z,29.2,0,,,16.8,,
2017-12-11T05:01:27.893Z,,0,,,16.8,,
2017-12-11T05:01:37.893Z,,0,,,16.8,,
2017-12-11T05:01:47.974Z,,0,,,16.8,,
2017-12-11T05:01:57.894Z,,0,,,16.8,,
2017-12-11T05:02:07.893Z,,0,,,16.8,,
2017-12-11T05:02:17.894Z,,0,,,16.8,,
2017-12-11T05:02:27.893Z,,0,,,16.8,,
2017-12-11T05:02:37.914Z,,0,,,16.8,,
2017-12-11T05:02:47.976Z,,0,,,16.8,,
2017-12-11T05:02:57.893Z,,0,,,16.8,,
2017-12-11T05:03:07.893Z,,0,,,16.8,,
2017-12-11T05:03:17.893Z,,0,,,16.8,,
2017-12-11T05:03:27.893Z,,0,,,16.8,,
2017-12-11T05:03:37.894Z,,0,,,16.8,,
2017-12-11T05:03:47.974Z,29,0,,,16.8,,
2017-12-11T05:03:57.894Z,,0,,,16.8,,
2017-12-11T05:04:07.895Z,,0,,,16.8,,
2017-12-11T05:04:17.894Z,,0,,,16.8,,
2017-12-11T05:04:27.988Z,,0,,,16.8,,
2017-12-11T05:04:38.000Z,,0,,,16.8,,
2017-12-11T05:04:48.079Z,,0,,,16.8,,
2017-12-11T05:04:57.980Z,,0,,,16.8,,
2017-12-11T05:05:07.894Z,,0,,,16.8,,
2017-12-11T05:05:17.893Z,,0,,,16.8,,
2017-12-11T05:05:27.897Z,,0,,,16.8,,
2017-12-11T05:05:37.894Z,29,0,,,16.8,,
2017-12-11T05:05:47.973Z,,0,,,16.8,,
2017-12-11T05:05:57.894Z,28.9,0,,,16.8,,
2017-12-11T05:06:07.894Z,28.9,0,,,16.8,,
2017-12-11T05:06:17.894Z,29,0,,,16.8,,
2017-12-11T05:06:28.053Z,28.9,0,,,16.8,,
2017-12-11T05:06:37.895Z,,0,,,16.8,,
2017-12-11T05:06:47.973Z,,0,,,16.8,,
2017-12-11T05:06:57.894Z,,0,,,16.8,,
2017-12-11T05:07:07.894Z,,0,,,16.8,,
2017-12-11T05:07:17.894Z,,0,,,16.8,,
2017-12-11T05:07:27.896Z,,0,,,16.8,,
2017-12-11T05:07:37.894Z,,0,,,16.8,,
2017-12-11T05:07:47.974Z,,0,,,16.8,,
2017-12-11T05:07:57.894Z,,0,,,16.8,,
2017-12-11T05:08:07.894Z,,0,,,16.8,,
2017-12-11T05:08:17.895Z,,0,,,16.8,,
2017-12-11T05:08:27.922Z,,0,,,16.8,,
2017-12-11T05:08:37.918Z,28.8,0,,,16.8,,
2017-12-11T05:08:47.984Z,,0,,,16.8,,
2017-12-11T05:08:57.895Z,,0,,,16.8,,
2017-12-11T05:09:07.894Z,,0,,,16.8,,
2017-12-11T05:09:17.896Z,,0,,,16.8,,
2017-12-11T05:09:27.894Z,,0,,,16.8,,
2017-12-11T05:09:37.894Z,,0,,,16.8,,
2017-12-11T05:09:47.974Z,,0,,,16.8,,
2017-12-11T05:09:57.894Z,,0,,,16.8,,
2017-12-11T05:10:07.894Z,,0,,,16.8,,
2017-12-11T05:10:17.895Z,,0,,,16.8,,
2017-12-11T05:10:27.895Z,,0,,,16.8,,
2017-12-11T05:10:37.894Z,,0,,,16.8,,
2017-12-11T05:10:47.976Z,,0,,,16.8,,
2017-12-11T05:10:57.903Z,,0,,,16.8,,
2017-12-11T05:11:07.894Z,28.7,0,,,16.8,,
2017-12-11T05:11:17.895Z,,0,,,16.8,,
2017-12-11T05:11:27.901Z,,0,,,16.8,,
2017-12-11T05:11:37.894Z,,0,,,16.8,,
2017-12-11T05:11:47.980Z,,0,,,16.8,,
2017-12-11T05:11:57.905Z,,0,,,16.8,,
2017-12-11T05:12:07.894Z,,0,,,16.8,,
2017-12-11T05:12:17.897Z,,0,,,16.8,,
2017-12-11T05:12:27.895Z,,0,,,16.7,,
2017-12-11T05:12:37.894Z,,0,,,16.8,,
2017-12-11T05:12:47.975Z,,0,,,16.8,,
2017-12-11T05:12:57.896Z,,0,,,16.8,,
2017-12-11T05:13:07.914Z,,0,,,16.8,,
2017-12-11T05:13:17.895Z,,0,,,16.7,,
2017-12-11T05:13:27.894Z,,0,,,16.7,,
2017-12-11T05:13:37.895Z,,0,,,16.8,,
2017-12-11T05:13:47.986Z,,0,,,16.7,,
2017-12-11T05:13:57.894Z,28.6,0,,,16.7,,
2017-12-11T05:14:07.894Z,,0,,,16.8,,
2017-12-11T05:14:17.898Z,,0,,,16.7,,
2017-12-11T05:14:27.894Z,,0,,,16.7,,
2017-12-11T05:14:37.894Z,,0,,,16.7,,
2017-12-11T05:14:47.976Z,,0,,,16.7,,
2017-12-11T05:14:57.894Z,,0,,,16.7,,
2017-12-11T05:15:07.895Z,,0,,,16.7,,
2017-12-11T05:15:17.895Z,,0,,,16.7,,
2017-12-11T05:15:27.894Z,,0,,,16.7,,
2017-12-11T05:15:37.898Z,,0,,,16.7,,
2017-12-11T05:15:47.975Z,,0,,,16.7,,
2017-12-11T05:15:57.895Z,,0,,,16.7,,
2017-12-11T05:16:07.895Z,,0,,,16.7,,
2017-12-11T05:16:17.895Z,,0,,,16.7,,
2017-12-11T05:16:27.895Z,28.4,0,,,16.7,,
2017-12-11T05:16:37.894Z,,0,,,16.7,,
2017-12-11T05:16:47.974Z,,0,,,16.7,,
2017-12-11T05:16:57.895Z,,0,,,16.7,,
2017-12-11T05:17:07.895Z,,0,,,16.7,,
2017-12-11T05:17:17.895Z,,0,,,16.7,,
2017-12-11T05:17:27.895Z,,0,,,16.7,,
2017-12-11T05:17:37.895Z,,0,,,16.7,,
2017-12-11T05:17:47.975Z,,0,,,16.7,,
2017-12-11T05:17:57.895Z,,0,,,16.7,,
2017-12-11T05:18:07.895Z,,0,,,16.7,,
2017-12-11T05:18:17.899Z,,0,,,16.7,,
2017-12-11T05:18:27.895Z,,0,,,16.7,,
2017-12-11T05:18:37.895Z,,0,,,16.7,,
2017-12-11T05:18:47.989Z,,0,,,16.7,,
2017-12-11T05:18:57.894Z,28.3,0,,,16.7,,
2017-12-11T05:19:07.896Z,,0,,,16.7,,
2017-12-11T05:19:17.894Z,,0,,,16.7,,
2017-12-11T05:19:27.918Z,,0,,,16.7,,
2017-12-11T05:19:37.895Z,,0,,,16.7,,
2017-12-11T05:19:47.975Z,,0,,,16.7,,
2017-12-11T05:19:57.895Z,,0,,,16.7,,
2017-12-11T05:20:07.895Z,,0,,,16.7,,
2017-12-11T05:20:17.895Z,,0,,,16.7,,
2017-12-11T05:20:27.904Z,,0,,,16.7,,
2017-12-11T05:20:37.906Z,,0,,,16.7,,
2017-12-11T05:20:47.975Z,,0,,,16.7,,
2017-12-11T05:20:57.901Z,,0,,,16.7,,
2017-12-11T05:21:07.896Z,28.2,0,,,16.7,,
2017-12-11T05:21:17.897Z,28.3,0,,,16.7,,
2017-12-11T05:21:27.895Z,,0,,,16.7,,
2017-12-11T05:21:37.897Z,28.2,0,,,16.7,,
2017-12-11T05:21:47.975Z,,0,,,16.7,,
2017-12-11T05:21:57.895Z,,0,,,16.7,,
2017-12-11T05:22:07.896Z,,0,,,16.7,,
2017-12-11T05:22:17.896Z,,0,,,16.7,,
2017-12-11T05:22:27.895Z,,0,,,16.7,,
2017-12-11T05:22:37.907Z,,0,,,16.7,,
2017-12-11T05:22:47.987Z,,0,,,16.7,,
2017-12-11T05:22:57.895Z,,0,,,16.7,,
2017-12-11T05:23:07.897Z,,0,,,16.7,,
2017-12-11T05:23:17.895Z,,0,,,16.7,,
2017-12-11T05:23:27.905Z,,0,,,16.7,,
2017-12-11T05:23:37.898Z,,0,,,16.7,,
2017-12-11T05:23:47.987Z,,0,,,16.7,,
2017-12-11T05:23:57.895Z,,0,,,16.7,,
2017-12-11T05:24:07.895Z,28.1,0,,,16.7,,
2017-12-11T05:24:17.895Z,,0,,,16.7,,
2017-12-11T05:24:27.901Z,,0,,,16.7,,
2017-12-11T05:24:37.909Z,,0,,,16.7,,
2017-12-11T05:24:47.985Z,,0,,,16.7,,
2017-12-11T05:24:57.895Z,,0,,,16.7,,
2017-12-11T05:25:07.896Z,,0,,,16.7,,
2017-12-11T05:25:17.896Z,,0,,,16.7,,
2017-12-11T05:25:27.896Z,,0,,,16.7,,
2017-12-11T05:25:37.895Z,,0,,,16.7,,
2017-12-11T05:25:47.976Z,,0,,,16.7,,
2017-12-11T05:25:57.896Z,,0,,,16.7,,
2017-12-11T05:26:07.895Z,,0,,,16.7,,
2017-12-11T05:26:17.895Z,,0,,,16.7,,
2017-12-11T05:26:27.896Z,,0,,,16.7,,
2017-12-11T05:26:37.895Z,,0,,,16.7,,
2017-12-11T05:26:47.976Z,28,0,,,16.5,,
2017-12-11T05:26:57.898Z,,0,,,16.7,,
2017-12-11T05:27:07.898Z,,0,,,16.7,,
2017-12-11T05:27:17.896Z,,0,,,16.7,,
2017-12-11T05:27:27.896Z,,0,,,16.5,,
2017-12-11T05:27:37.895Z,,0,,,16.5,,
2017-12-11T05:27:47.998Z,,0,,,16.7,,
2017-12-11T05:27:57.899Z,,0,,,16.7,,
2017-12-11T05:28:07.896Z,,0,,,16.5,,
2017-12-11T05:28:17.896Z,,0,,,16.5,,
2017-12-11T05:28:27.896Z,,0,,,16.7,,
2017-12-11T05:28:37.933Z,,0,,,16.5,,
2017-12-11T05:28:47.986Z,,0,,,16.5,,
2017-12-11T05:28:57.896Z,,0,,,16.5,,
2017-12-11T05:29:07.896Z,27.8,0,,,16.5,,
2017-12-11T05:29:17.897Z,27.8,0,,,16.5,,
2017-12-11T05:29:27.896Z,27.8,0,,,16.5,,
2017-12-11T05:29:37.896Z,27.8,0,,,16.5,,
2017-12-11T05:29:47.987Z,,0,,,16.5,,
2017-12-11T05:29:57.896Z,,0,,,16.5,,
2017-12-11T05:30:07.898Z,,0,,,16.5,,
2017-12-11T05:30:17.897Z,29.2,54,20,1,16.5,,0
2017-12-11T05:30:27.896Z,26.9,54,62,1,16.5,44,0
2017-12-11T05:30:37.904Z,27.1,54,,,16.5,39,
2017-12-11T05:30:47.976Z,26.9,54,,,16.5,29,
2017-12-11T05:30:57.899Z,25.9,54,,,16.5,30,
2017-12-11T05:31:07.896Z,24.8,54,,,16.5,30,
2017-12-11T05:31:17.897Z,24.1,54,,,16.5,,
2017-12-11T05:31:27.918Z,,54,,,16.7,29,
2017-12-11T05:31:37.896Z,24.6,54,,,16.7,30,
2017-12-11T05:31:47.976Z,25.1,54,,,16.5,30,
2017-12-11T05:31:57.896Z,25.4,54,,,16.7,29,
2017-12-11T05:32:08.108Z,25.7,54,,,16.7,,
2017-12-11T05:32:17.899Z,26,54,,,16.7,32,
2017-12-11T05:32:27.896Z,27,54,,,16.7,40,
2017-12-11T05:32:37.897Z,29,54,,,16.7,49,
2017-12-11T05:32:47.976Z,31.2,54,,,16.7,58,
2017-12-11T05:32:57.899Z,32,54,,,16.7,62,
2017-12-11T05:33:07.896Z,34,54,,,16.7,71,
2017-12-11T05:33:17.898Z,36.1,54,,,16.7,77,
2017-12-11T05:33:27.897Z,39.1,54,,,16.7,89,
2017-12-11T05:33:37.900Z,40,54,,,16.7,92,
2017-12-11T05:33:47.976Z,42.1,54,,,16.7,100,
2017-12-11T05:33:57.897Z,43.1,54,,,16.8,,
2017-12-11T05:34:07.897Z,44.1,54,,,16.7,,
2017-12-11T05:34:17.897Z,45.1,54,,,16.8,99,
2017-12-11T05:34:27.898Z,46,54,,,16.8,100,
2017-12-11T05:34:37.902Z,47,54,,,16.8,,
2017-12-11T05:34:47.976Z,48,54,,,16.8,,
2017-12-11T05:34:57.901Z,48.2,54,,,16.8,,
2017-12-11T05:35:07.897Z,49.1,54,,,16.8,,
2017-12-11T05:35:17.904Z,50.2,54,,,17,,
2017-12-11T05:35:27.896Z,51.1,54,,,17,100,
2017-12-11T05:35:37.903Z,52,54,,,17,,
2017-12-11T05:35:47.987Z,53,54,,,17,,
2017-12-11T05:35:57.897Z,54,54,,,17.1,,
2017-12-11T05:36:07.897Z,55,54,,,17.1,,
2017-12-11T05:36:17.897Z,56,54,,,17.1,,
2017-12-11T05:36:27.897Z,57,54,,,17.1,,
2017-12-11T05:36:37.896Z,58,54,,,17.3,,
2017-12-11T05:36:47.980Z,58.3,54,,,17.3,,
2017-12-11T05:36:57.897Z,59,54,,,17.3,,
2017-12-11T05:37:07.900Z,60,54,,,17.4,100,
2017-12-11T05:37:17.912Z,61.1,54,,,17.4,,
2017-12-11T05:37:27.897Z,62,54,,,17.4,,
2017-12-11T05:37:37.897Z,62.2,54,,,17.5,,
2017-12-11T05:37:47.987Z,63.1,54,,,17.5,89,
2017-12-11T05:37:57.897Z,62.9,54,,,17.7,80,
2017-12-11T05:38:07.898Z,62.6,54,,,17.7,78,
2017-12-11T05:38:17.897Z,62,54,,,17.7,75,
2017-12-11T05:38:27.898Z,,54,,,17.8,,
2017-12-11T05:38:37.897Z,62.4,54,,,17.8,73,
2017-12-11T05:38:47.977Z,62.7,54,,,17.9,68,
2017-12-11T05:38:57.897Z,,54,,,17.9,62,
2017-12-11T05:39:07.898Z,62.4,54,,,18.1,57,
2017-12-11T05:39:17.933Z,62.1,54,,,18.1,55,
2017-12-11T05:39:27.901Z,62.2,54,,,18.2,54,
2017-12-11T05:39:37.900Z,62.4,54,,,18.2,52,
2017-12-11T05:39:47.977Z,62.5,54,,,18.4,48,
2017-12-11T05:39:57.900Z,62.4,54,,,18.5,44,
2017-12-11T05:40:07.900Z,62.1,54,,,18.5,43,
2017-12-11T05:40:17.913Z,,54,,,18.6,42,
2017-12-11T05:40:27.900Z,,54,,,18.6,41,
2017-12-11T05:40:37.904Z,62.2,54,,,18.8,40,
2017-12-11T05:40:47.981Z,,54,,,18.9,38,
2017-12-11T05:40:57.949Z,62.1,54,,,18.9,37,
2017-12-11T05:41:07.904Z,62,54,,,19,,
2017-12-11T05:41:17.900Z,62.1,54,,,19,36,
2017-12-11T05:41:27.902Z,,54,,,19.2,,
2017-12-11T05:41:37.897Z,,54,,,19.3,35,
2017-12-11T05:41:47.989Z,62,54,,,19.4,34,
2017-12-11T05:41:57.898Z,,54,,,19.4,,
2017-12-11T05:42:07.897Z,,54,,,19.6,,
2017-12-11T05:42:17.898Z,62.1,54,,,19.6,33,
2017-12-11T05:42:27.898Z,62,54,,,19.7,,
2017-12-11T05:42:37.897Z,,54,,,19.8,,
2017-12-11T05:42:47.979Z,,54,,,19.8,,
2017-12-11T05:42:57.897Z,,54,,,20,,
2017-12-11T05:43:07.897Z,,54,,,20.1,,
2017-12-11T05:43:17.898Z,,54,,,20.1,32,
2017-12-11T05:43:27.901Z,,54,,,20.2,,
2017-12-11T05:43:37.897Z,,54,,,20.4,,
2017-12-11T05:43:47.994Z,,54,,,20.4,,
2017-12-11T05:43:57.899Z,,54,,,20.5,,
2017-12-11T05:44:07.897Z,,54,,,20.5,,
2017-12-11T05:44:17.899Z,,54,,,20.6,,
2017-12-11T05:44:27.900Z,,54,,,20.8,31,
2017-12-11T05:44:37.898Z,,54,,,20.8,,
2017-12-11T05:44:47.978Z,,54,,,20.9,,
2017-12-11T05:44:57.900Z,,54,,,20.9,,
2017-12-11T05:45:07.898Z,,54,,,21.1,,
2017-12-11T05:45:17.898Z,62.1,54,,,21.2,,
2017-12-11T05:45:27.897Z,62,54,,,21.2,,
2017-12-11T05:45:37.900Z,,54,,,21.3,,
2017-12-11T05:45:47.978Z,62.1,54,,,21.5,,
2017-12-11T05:45:57.898Z,62,54,,,21.5,30,
2017-12-11T05:46:07.898Z,,54,,,21.6,,
2017-12-11T05:46:17.897Z,,54,,,21.7,,
2017-12-11T05:46:27.898Z,,54,,,21.7,,
2017-12-11T05:46:37.910Z,,54,,,21.9,31,
2017-12-11T05:46:47.979Z,,54,,,21.9,30,
2017-12-11T05:46:57.900Z,,54,,,22,,
2017-12-11T05:47:07.919Z,,54,,,22.1,,
2017-12-11T05:47:17.902Z,62.1,54,,,22.1,,
2017-12-11T05:47:27.898Z,62,54,,,22.2,,
2017-12-11T05:47:37.898Z,,54,,,22.2,,
2017-12-11T05:47:47.978Z,,54,,,22.4,29,
2017-12-11T05:47:57.899Z,,54,,,22.5,30,
2017-12-11T05:48:07.898Z,,54,,,22.5,29,
2017-12-11T05:48:17.899Z,,54,,,22.6,,
2017-12-11T05:48:27.904Z,62.1,54,,,22.6,,
2017-12-11T05:48:37.911Z,,54,,,22.7,30,
2017-12-11T05:48:47.982Z,,54,,,22.7,29,
2017-12-11T05:48:57.898Z,,54,,,22.8,30,
2017-12-11T05:49:07.897Z,,54,,,23,29,
2017-12-11T05:49:17.921Z,,54,,,23,,
2017-12-11T05:49:28.108Z,,54,,,23.1,,
2017-12-11T05:49:37.912Z,62.2,54,,,23.2,,
2017-12-11T05:49:47.997Z,,54,,,23.2,,
2017-12-11T05:49:57.898Z,62.1,54,,,23.3,,
2017-12-11T05:50:07.898Z,62.2,54,,,23.3,,
2017-12-11T05:50:17.899Z,,54,,,23.4,30,
2017-12-11T05:50:27.898Z,,54,,,23.4,29,
2017-12-11T05:50:37.897Z,,54,,,23.6,,
2017-12-11T05:50:48.212Z,62.4,54,,,23.6,,
2017-12-11T05:50:57.926Z,,54,,,23.7,30,
2017-12-11T05:51:07.899Z,,54,,,23.8,29,
2017-12-11T05:51:17.899Z,62.5,54,,,23.8,,
2017-12-11T05:51:37.898Z,,54,,,23.9,30,
2017-12-11T05:51:47.988Z,,54,,,24,29,
2017-12-11T05:51:57.899Z,62.6,54,,,24,,
2017-12-11T05:52:07.902Z,,54,,,24.2,30,
2017-12-11T05:52:17.901Z,,54,,,24.3,,
2017-12-11T05:52:27.903Z,,54,,,24.3,,
2017-12-11T05:52:37.898Z,,54,,,24.4,29,
2017-12-11T05:52:47.988Z,,54,,,24.4,,
2017-12-11T05:52:57.902Z,,54,,,24.5,30,
2017-12-11T05:53:07.898Z,,54,,,24.5,29,
2017-12-11T05:53:17.899Z,,54,,,24.5,30,
2017-12-11T05:53:27.898Z,62.7,54,,,24.7,29,
2017-12-11T05:53:37.901Z,,54,,,24.7,30,
2017-12-11T05:53:47.988Z,62.8,54,,,24.8,29,
2017-12-11T05:53:57.900Z,,54,,,24.8,,
2017-12-11T05:54:07.899Z,,54,,,24.9,30,
2017-12-11T05:54:17.898Z,,54,,,24.9,29,
2017-12-11T05:54:27.898Z,62.9,54,,,25,30,
2017-12-11T05:54:37.902Z,,54,,,25,,
2017-12-11T05:54:47.989Z,62.9,54,,,25.1,29,
2017-12-11T05:54:57.898Z,63.1,54,,,25.3,30,
2017-12-11T05:55:07.898Z,,54,,,25.3,29,
2017-12-11T05:55:17.899Z,,54,,,25.4,,
2017-12-11T05:55:27.902Z,63.1,54,62,1,25.4,30,0
2017-12-11T05:55:37.899Z,63.2,54,,,25.5,,
2017-12-11T05:55:48.021Z,,54,,,25.5,,
2017-12-11T05:55:57.899Z,,54,,,25.6,,
2017-12-11T05:56:07.910Z,,54,,,25.6,29,
2017-12-11T05:56:17.910Z,63.3,54,,,25.7,,
2017-12-11T05:56:27.898Z,,54,,,25.7,30,
2017-12-11T05:56:37.954Z,,54,,,25.7,29,
2017-12-11T05:56:48.008Z,63.4,54,,,25.9,,
2017-12-11T05:56:57.912Z,,54,,,25.9,,
2017-12-11T05:57:07.899Z,63.5,54,,,26,,
2017-12-11T05:57:17.899Z,,54,,,26,,
2017-12-11T05:57:27.902Z,,54,,,26.1,30,
2017-12-11T05:57:37.900Z,,54,,,26.1,,
2017-12-11T05:57:47.997Z,63.6,54,,,26.1,29,
2017-12-11T05:57:57.912Z,,54,,,26.2,,
2017-12-11T05:58:07.899Z,,54,,,26.3,,
2017-12-11T05:58:17.906Z,63.8,54,,,26.3,30,
2017-12-11T05:58:27.910Z,,54,,,26.3,,
2017-12-11T05:58:37.950Z,,54,,,26.5,29,
2017-12-11T05:58:47.999Z,,54,,,26.5,30,
2017-12-11T05:58:57.916Z,63.9,54,,,26.6,29,
2017-12-11T05:59:07.903Z,,54,,,26.6,,
2017-12-11T05:59:17.919Z,,54,,,26.6,,
2017-12-11T05:59:27.914Z,63.9,54,,,26.7,30,
2017-12-11T05:59:37.899Z,64,54,,,26.7,29,
2017-12-11T05:59:48.008Z,,54,,,26.8,30,
2017-12-11T05:59:57.899Z,,54,,,26.8,29,
2017-12-11T06:00:07.898Z,,54,,,26.9,30,
2017-12-11T06:00:17.903Z,64.1,54,,,26.9,,
2017-12-11T06:00:27.899Z,,54,,,26.9,29,
2017-12-11T06:00:37.899Z,64.2,54,,,27.1,30,
2017-12-11T06:00:48.020Z,,54,,,27.1,,
2017-12-11T06:00:57.899Z,,54,,,27.2,29,
2017-12-11T06:01:07.900Z,64.4,54,,,27.2,,
