Time,HwTSet,PrimTSet,ChActive,HwActive,ActPow,PrimT,HwTOutlet
2018-02-10T00:00:03.996Z,55,,,,29,42.7,31.4
2018-02-10T00:00:13.997Z,55,,,,,40.8,31.2
2018-02-10T00:00:23.994Z,55,,,,,39.7,31.2
2018-02-10T00:00:33.998Z,55,,,,,38.8,31.2
2018-02-10T00:00:43.994Z,55,,,,,38.4,31.2
2018-02-10T00:00:54.006Z,55,,,,,38.3,31.2
2018-02-10T00:01:03.994Z,55,,,,,38.5,31.1
2018-02-10T00:01:13.997Z,55,,,,,38.6,31.1
2018-02-10T00:01:23.994Z,55,,,,,38.9,31.1
2018-02-10T00:01:34.005Z,55,,,,,39.1,31.1
2018-02-10T00:01:43.994Z,55,,,,,39.2,31.1
2018-02-10T00:01:53.994Z,55,,,,,39.4,31.1
2018-02-10T00:02:03.996Z,55,,,,,39.7,31.1
2018-02-10T00:02:13.994Z,55,,,,,39.8,31
2018-02-10T00:02:24.085Z,55,,,,,39.9,31
2018-02-10T00:02:33.994Z,55,,,,,40,31
2018-02-10T00:02:43.995Z,55,,,,,40.2,31
2018-02-10T00:02:53.994Z,55,,,,,40.3,31
2018-02-10T00:03:03.994Z,55,,,,,40.5,31
2018-02-10T00:03:13.994Z,55,,,,,40.6,31
2018-02-10T00:03:23.996Z,55,,,,,40.8,31
2018-02-10T00:03:33.994Z,55,,,,,40.9,31
2018-02-10T00:03:43.994Z,55,,,,,41,31
2018-02-10T00:03:54.000Z,55,,,,,41.1,31.1
2018-02-10T00:04:03.995Z,55,,,,,41.4,31.1
2018-02-10T00:04:13.995Z,55,,,,,41.5,31.1
2018-02-10T00:04:23.995Z,55,,,,,,31.1
2018-02-10T00:04:33.993Z,55,,,,,41.7,31.1
2018-02-10T00:04:43.994Z,55,,,,,41.8,31.2
2018-02-10T00:04:53.995Z,55,,,,,42,31.2
2018-02-10T00:05:03.995Z,55,,,,,42.2,31.4
2018-02-10T00:05:13.995Z,55,,,,,42.3,31.4
2018-02-10T00:05:23.998Z,55,,,,,42.4,31.4
2018-02-10T00:05:33.994Z,55,,,,,42.5,31.5
2018-02-10T00:05:43.994Z,55,,,,,42.7,31.5
2018-02-10T00:05:53.999Z,55,,,,,42.8,31.5
2018-02-10T00:06:03.996Z,55,,,,,43,31.6
2018-02-10T00:06:13.995Z,55,,,,,43.1,31.7
2018-02-10T00:06:23.995Z,55,,,,,43.2,31.7
2018-02-10T00:06:33.993Z,55,,,,,43.3,31.9
2018-02-10T00:06:43.994Z,55,,,,,43.5,31.9
2018-02-10T00:06:53.996Z,55,,,,,43.6,32
2018-02-10T00:07:03.994Z,55,,,,,43.7,32
2018-02-10T00:07:13.996Z,55,,,,,43.9,32.1
2018-02-10T00:07:23.995Z,55,,1,0,0,42.8,32.1
2018-02-10T00:07:33.999Z,55,,,,,40.6,32.2
2018-02-10T00:07:43.994Z,55,,,,,39.8,32.3
2018-02-10T00:07:53.993Z,55,,,,,39.4,32.3
2018-02-10T00:08:03.993Z,55,,,,,39.6,32.5
2018-02-10T00:08:13.994Z,55,,,,,40,32.5
2018-02-10T00:08:23.996Z,55,,,,,40.5,32.6
2018-02-10T00:08:33.993Z,55,,,,,,32.6
2018-02-10T00:08:44.292Z,55,,,,,40.2,32.7
2018-02-10T00:08:53.994Z,55,,,,,40.1,32.7
2018-02-10T00:09:03.993Z,55,,,,,39.9,32.8
2018-02-10T00:09:13.993Z,55,,,,,39.8,32.8
2018-02-10T00:09:23.993Z,55,,,,,39.5,33
2018-02-10T00:09:33.999Z,55,,,,,39.4,33
2018-02-10T00:09:43.993Z,55,,,,,39.3,33
2018-02-10T00:09:53.993Z,55,,,,,,33.1
2018-02-10T00:10:03.993Z,55,,,,,39.1,33.1
2018-02-10T00:10:13.995Z,55,,,,,39,33.1
2018-02-10T00:10:23.995Z,55,,,,,38.9,33.1
2018-02-10T00:10:33.993Z,55,,,,,38.8,33.1
2018-02-10T00:10:43.995Z,55,,,,,,33.1
2018-02-10T00:10:53.996Z,55,,,,,38.6,33.1
2018-02-10T00:11:03.993Z,55,,,,,38.5,33.1
2018-02-10T00:11:13.993Z,55,,,,,38.4,33.1
2018-02-10T00:11:23.994Z,55,,,,,,33.1
2018-02-10T00:11:34.001Z,55,,,,,38.5,33.1
2018-02-10T00:11:43.993Z,55,,,,,38.6,33.1
2018-02-10T00:11:53.993Z,55,,,,,38.8,33.1
2018-02-10T00:12:03.993Z,55,,,,,38.9,33.1
2018-02-10T00:12:13.993Z,55,,,,,39,33.1
2018-02-10T00:12:24.043Z,55,,,,,39.1,33.1
2018-02-10T00:12:33.993Z,55,,,,,39.3,33.1
2018-02-10T00:12:43.993Z,55,,,,,,33.1
2018-02-10T00:12:53.994Z,55,,,,,39.4,33.1
2018-02-10T00:13:03.994Z,55,,,,,,33.1
2018-02-10T00:13:13.993Z,55,,,,,39.5,33.1
2018-02-10T00:13:23.994Z,55,,,,,,33
2018-02-10T00:13:33.996Z,55,,,,,39.6,33
2018-02-10T00:13:43.993Z,55,40,1,0,0,39.6,33
2018-02-10T00:13:53.993Z,55,,,,,39.8,33
2018-02-10T00:14:03.993Z,55,,,,,,33
2018-02-10T00:14:13.993Z,55,,,,,39.9,33
2018-02-10T00:14:23.993Z,55,,,,,,33
2018-02-10T00:14:33.993Z,55,,,,,,33
2018-02-10T00:14:44.029Z,55,,,,,40,32.8
2018-02-10T00:14:53.994Z,55,,,,,,32.8
2018-02-10T00:15:03.998Z,55,,,,,,32.8
2018-02-10T00:15:13.995Z,55,,,,,40.1,32.8
2018-02-10T00:15:23.993Z,55,,,,,,32.7
2018-02-10T00:15:33.998Z,55,,,,,,32.8
2018-02-10T00:15:43.993Z,55,,,,,,32.7
2018-02-10T00:15:53.993Z,55,,,,,40.2,32.7
2018-02-10T00:16:03.993Z,55,,,,,,32.7
2018-02-10T00:16:13.994Z,55,,,,,,32.7
2018-02-10T00:16:23.992Z,55,,,,,,32.7
2018-02-10T00:16:33.993Z,55,,,,,40.3,32.6
2018-02-10T00:16:43.993Z,55,,,,,,32.6
2018-02-10T00:16:54.260Z,55,,,,,,32.6
2018-02-10T00:17:03.992Z,55,,,,,,32.6
2018-02-10T00:17:13.993Z,55,,,,,,32.6
2018-02-10T00:17:23.993Z,55,,,,,39.6,32.5
2018-02-10T00:17:34.117Z,55,,,,,37.7,32.5
2018-02-10T00:17:43.993Z,55,,,,,35.9,32.5
2018-02-10T00:17:53.993Z,55,,,,,34.9,32.5
2018-02-10T00:18:03.993Z,55,,,,,34.3,32.5
2018-02-10T00:18:13.992Z,55,,,,,,32.3
2018-02-10T00:18:23.992Z,55,,,,,34.4,32.3
2018-02-10T00:18:33.992Z,55,,,,,,32.3
2018-02-10T00:18:43.996Z,55,,,,,34.3,32.3
2018-02-10T00:18:53.995Z,55,,,,,34.2,32.3
2018-02-10T00:19:03.993Z,55,,,,,,32.3
2018-02-10T00:19:13.992Z,55,,,,,34.1,32.2
2018-02-10T00:19:23.992Z,55,,,,,,32.2
2018-02-10T00:19:33.995Z,55,,,,,34,32.2
2018-02-10T00:19:43.992Z,55,,,,,,32.2
2018-02-10T00:19:54.004Z,55,,1,0,79,37.3,32.1
2018-02-10T00:20:03.994Z,55,,,,65,42.3,32.1
2018-02-10T00:20:13.993Z,55,,1,0,0,43.7,32.1
2018-02-10T00:20:23.996Z,55,,,,,40.7,32.1
2018-02-10T00:20:33.992Z,55,,,,,38.5,32
2018-02-10T00:20:43.992Z,55,,,,,36.4,32
2018-02-10T00:20:53.997Z,55,,,,,35.7,32
2018-02-10T00:21:04.005Z,55,,,,,35.3,32
2018-02-10T00:21:13.992Z,55,,,,,35.1,32
2018-02-10T00:21:23.993Z,55,,,,,34.9,31.9
2018-02-10T00:21:33.992Z,55,,,,,34.8,31.9
2018-02-10T00:21:43.992Z,55,,,,,34.6,31.9
2018-02-10T00:21:53.992Z,55,,,,,,31.9
2018-02-10T00:22:03.992Z,55,,,,,34.4,31.9
2018-02-10T00:22:14.009Z,55,,,,,34.3,31.7
2018-02-10T00:22:23.992Z,55,,,,,34.2,31.7
2018-02-10T00:22:33.993Z,55,,,,,,31.7
2018-02-10T00:22:43.992Z,55,,,,,34.1,31.7
2018-02-10T00:22:53.992Z,55,,,,,34,31.7
2018-02-10T00:23:03.992Z,55,,,,,33.8,31.6
2018-02-10T00:23:13.992Z,55,,,,,,31.6
2018-02-10T00:23:24.014Z,55,,,,,33.7,31.6
2018-02-10T00:23:33.992Z,55,,,,,,31.6
2018-02-10T00:23:43.992Z,55,,,,,33.6,31.6
2018-02-10T00:23:53.992Z,55,,,,,,31.5
2018-02-10T00:24:03.993Z,55,,,,,33.5,31.5
2018-02-10T00:24:13.993Z,55,,,,,33.3,31.5
2018-02-10T00:24:23.992Z,55,,,,,,31.5
2018-02-10T00:24:34.012Z,55,,,,,33.2,31.5
2018-02-10T00:24:43.992Z,55,,,,,33.1,31.4
2018-02-10T00:24:54.112Z,55,,1,0,79,36.4,31.4
2018-02-10T00:25:03.992Z,55,,,,66,41.5,31.4
2018-02-10T00:25:13.996Z,55,,,,29,43.4,31.4
2018-02-10T00:25:23.992Z,55,,,,,41.6,31.2
2018-02-10T00:25:33.995Z,55,,,,,40.4,31.2
2018-02-10T00:25:44.002Z,55,,,,,39.4,31.2
2018-02-10T00:25:53.993Z,55,,,,,38.7,31.2
2018-02-10T00:26:03.992Z,55,,,,,38.3,31.2
2018-02-10T00:26:13.992Z,55,,,,,38.4,31.1
2018-02-10T00:26:23.992Z,55,,,,,38.5,31.1
2018-02-10T00:26:33.992Z,55,,,,,38.7,31.1
2018-02-10T00:26:43.992Z,55,,,,,39,31.1
2018-02-10T00:26:53.992Z,55,,,,,39.1,31.1
2018-02-10T00:27:04.000Z,55,,,,,39.3,31.1
2018-02-10T00:27:13.992Z,55,,,,,39.5,31.1
2018-02-10T00:27:23.992Z,55,,,,,39.7,31
2018-02-10T00:27:33.992Z,55,,,,,39.9,31
2018-02-10T00:27:43.992Z,55,,,,29,40,31
2018-02-10T00:27:53.992Z,55,,,,,40.2,31
2018-02-10T00:28:03.993Z,55,,,,,40.3,31
2018-02-10T00:28:14.009Z,55,,,,,40.5,31
2018-02-10T00:28:23.992Z,55,,,,,40.6,31
2018-02-10T00:28:34.071Z,55,,,,,40.7,31
2018-02-10T00:28:44.008Z,55,,,,,40.8,31
2018-02-10T00:28:53.992Z,55,,,,,40.9,31
2018-02-10T00:29:03.998Z,55,,,,,41.1,31
2018-02-10T00:29:13.992Z,55,,,,,,31.1
2018-02-10T00:29:23.992Z,55,,,,,41.4,31.1
2018-02-10T00:29:33.994Z,55,,,,,41.5,31.1
2018-02-10T00:29:43.991Z,55,,,,,41.7,31.1
2018-02-10T00:29:53.992Z,55,,,,,41.8,31.2
2018-02-10T00:30:03.996Z,55,,,,,41.9,31.2
2018-02-10T00:30:13.992Z,55,,,,,42,31.2
2018-02-10T00:30:23.992Z,55,,,,,42.3,31.2
2018-02-10T00:30:33.998Z,55,,,,,42.4,31.4
2018-02-10T00:30:43.992Z,55,,,,,42.5,31.4
2018-02-10T00:30:53.991Z,55,,,,,42.6,31.5
2018-02-10T00:31:03.993Z,55,,,,,42.7,31.5
2018-02-10T00:31:13.992Z,55,,,,,43,31.6
2018-02-10T00:31:23.992Z,55,,,,,43.1,31.6
2018-02-10T00:31:33.991Z,55,,,,,43.2,31.7
2018-02-10T00:31:43.992Z,55,,,,,43.3,31.7
2018-02-10T00:31:53.992Z,55,,,,,43.4,31.9
2018-02-10T00:32:03.993Z,55,,,,,43.5,31.9
2018-02-10T00:32:13.992Z,55,,,,,43.7,32
2018-02-10T00:32:23.992Z,55,,,,,43.9,32
2018-02-10T00:32:33.992Z,55,,1,0,0,43.5,32.1
2018-02-10T00:32:43.992Z,55,,,,,41.3,32.2
2018-02-10T00:32:54.001Z,55,,,,,39.7,32.2
2018-02-10T00:33:03.992Z,55,,,,,39.4,32.3
2018-02-10T00:33:14.000Z,55,,,,,39.5,32.3
2018-02-10T00:33:23.991Z,55,,,,,40,32.5
2018-02-10T00:33:33.991Z,55,,,,,40.4,32.5
2018-02-10T00:33:43.991Z,55,,,,,40.5,32.6
2018-02-10T00:33:53.991Z,55,,,,,40.2,32.7
2018-02-10T00:34:03.993Z,55,,,,,40.1,32.7
2018-02-10T00:34:13.991Z,55,,,,,39.9,32.8
2018-02-10T00:34:23.992Z,55,,,,,39.8,32.8
2018-02-10T00:34:33.991Z,55,,,,,39.5,32.8
2018-02-10T00:34:43.992Z,55,,,,,39.4,33
2018-02-10T00:34:53.993Z,55,,,,,39.3,33
2018-02-10T00:35:03.991Z,55,,,,,,33
2018-02-10T00:35:13.992Z,55,,,,,39.1,33
2018-02-10T00:35:23.996Z,55,,,,,39,33.1
2018-02-10T00:35:33.992Z,55,,,,,38.9,33.1
2018-02-10T00:35:43.991Z,55,,,,,38.8,33.1
2018-02-10T00:35:53.991Z,55,,,,,38.6,33.1
2018-02-10T00:36:03.991Z,55,,,,,,33.1
2018-02-10T00:36:13.993Z,55,,,,,38.5,33.1
2018-02-10T00:36:23.992Z,55,,,,,38.4,33.1
2018-02-10T00:36:33.991Z,55,,,,,38.3,33.1
2018-02-10T00:36:43.991Z,55,,,,,38.4,33.1
2018-02-10T00:36:53.991Z,55,,,,,38.5,33.1
2018-02-10T00:37:03.991Z,55,,,,,38.8,33.1
2018-02-10T00:37:13.992Z,55,,,,,38.9,33.1
2018-02-10T00:37:23.991Z,55,,,,,,33.1
2018-02-10T00:37:33.994Z,55,,,,,39,33.1
2018-02-10T00:37:43.992Z,55,,,,,39.1,33.1
2018-02-10T00:37:53.991Z,55,,,,,39.3,33.1
2018-02-10T00:38:03.991Z,55,,,,,,33.1
2018-02-10T00:38:13.992Z,55,,,,,39.4,33.1
2018-02-10T00:38:23.992Z,55,,,,,39.5,33.1
2018-02-10T00:38:33.991Z,55,,,,,,33
2018-02-10T00:38:43.991Z,55,,,,,39.6,33
2018-02-10T00:38:53.991Z,55,,,,,,33
2018-02-10T00:39:03.992Z,55,,,,,,33
2018-02-10T00:39:13.994Z,55,,,,,39.8,33
2018-02-10T00:39:23.991Z,55,,,,,,33
2018-02-10T00:39:33.991Z,55,,,,,39.9,33
2018-02-10T00:39:44.155Z,55,,,,,,32.8
2018-02-10T00:39:53.991Z,55,,,,,,32.8
2018-02-10T00:40:03.991Z,55,,,,,40,32.8
2018-02-10T00:40:13.995Z,55,,,,,,32.8
2018-02-10T00:40:23.991Z,55,,,,,,32.8
2018-02-10T00:40:33.991Z,55,,,,,,32.8
2018-02-10T00:40:43.998Z,55,,,,,40.1,32.8
2018-02-10T00:40:53.991Z,55,,,,,,32.7
2018-02-10T00:41:04.352Z,55,,,,,,32.7
2018-02-10T00:41:13.991Z,55,,,,,40.2,32.7
2018-02-10T00:41:23.991Z,55,,,,,,32.7
2018-02-10T00:41:33.991Z,55,,,,,,32.6
2018-02-10T00:41:43.991Z,55,,,,,,32.6
2018-02-10T00:41:53.991Z,55,,,,,,32.6
2018-02-10T00:42:03.990Z,55,,,,,40.3,32.6
2018-02-10T00:42:13.991Z,55,,,,,,32.6
2018-02-10T00:42:23.991Z,55,,,,,,32.6
2018-02-10T00:42:33.991Z,55,,,,,,32.5
2018-02-10T00:42:43.991Z,55,,,,,38.5,32.5
2018-02-10T00:42:53.991Z,55,,,,,36.8,32.5
2018-02-10T00:43:03.991Z,55,,,,,35.3,32.5
2018-02-10T00:43:13.991Z,55,,,,,34.4,32.5
2018-02-10T00:43:23.991Z,55,,,,,34.2,32.3
2018-02-10T00:43:34.017Z,55,,,,,34.3,32.3
2018-02-10T00:43:43.994Z,55,,,,,34.4,32.3
2018-02-10T00:43:53.990Z,55,,,,,34.3,32.3
2018-02-10T00:44:03.991Z,55,,,,,34.2,32.3
2018-02-10T00:44:13.991Z,55,,,,,34.1,32.2
2018-02-10T00:44:23.992Z,55,,,,,,32.2
2018-02-10T00:44:33.991Z,55,,,,,,32.2
2018-02-10T00:44:43.991Z,55,,,,,34,32.2
2018-02-10T00:44:53.991Z,55,,,,,,32.1
2018-02-10T00:45:03.993Z,55,,1,0,80,36.6,32.1
2018-02-10T00:45:13.991Z,55,,,,56,42.9,32.1
2018-02-10T00:45:23.992Z,55,,1,0,0,43.8,32.1
2018-02-10T00:45:33.999Z,55,,,,,40.4,32
2018-02-10T00:45:43.992Z,55,,,,,37.8,32
2018-02-10T00:45:53.991Z,55,,,,,36.4,32
2018-02-10T00:46:03.993Z,55,,,,,35.6,32
2018-02-10T00:46:13.991Z,55,,,,,35.3,32
2018-02-10T00:46:23.994Z,55,,,,,35.1,31.9
2018-02-10T00:46:34.272Z,55,,,,,34.9,31.9
2018-02-10T00:46:43.990Z,55,,,,,34.7,31.9
2018-02-10T00:46:53.991Z,55,,,,,34.6,31.9
2018-02-10T00:47:03.990Z,55,,,,,34.4,31.9
2018-02-10T00:47:13.991Z,55,,,,,34.3,31.9
2018-02-10T00:47:23.990Z,55,,,,,,31.7
2018-02-10T00:47:33.993Z,55,,,,,34.2,31.7
2018-02-10T00:47:44.172Z,55,,,,,34.1,31.7
2018-02-10T00:47:53.990Z,55,,,,,,31.7
2018-02-10T00:48:03.990Z,55,,,,,34,31.6
2018-02-10T00:48:13.990Z,55,,,,,33.8,31.6
2018-02-10T00:48:23.990Z,55,,,,,,31.6
2018-02-10T00:48:33.990Z,55,,,,,33.7,31.6
2018-02-10T00:48:43.990Z,55,,,,,33.6,31.6
2018-02-10T00:48:53.991Z,55,,,,,,31.5
2018-02-10T00:49:03.993Z,55,,,,,33.5,31.5
2018-02-10T00:49:13.990Z,55,,,,,33.3,31.5
2018-02-10T00:49:23.991Z,55,,,,,,31.5
2018-02-10T00:49:33.990Z,55,,,,,33.2,31.5
2018-02-10T00:49:43.996Z,55,,,,,,31.4
2018-02-10T00:49:53.992Z,55,,,,,33.1,31.4
2018-02-10T00:50:03.990Z,55,,1,0,79,36.4,31.4
2018-02-10T00:50:13.991Z,55,,,,57,42.2,31.4
2018-02-10T00:50:23.997Z,55,,,,29,43.3,31.4
2018-02-10T00:50:33.990Z,55,,,,,41.7,31.2
2018-02-10T00:50:43.991Z,55,,,,,40.2,31.2
2018-02-10T00:50:53.990Z,55,,,,,39.2,31.2
2018-02-10T00:51:03.990Z,55,,,,,38.6,31.2
2018-02-10T00:51:13.990Z,55,,,,,38.3,31.1
2018-02-10T00:51:23.990Z,55,,,,,38.4,31.1
2018-02-10T00:51:33.990Z,55,,,,,38.5,31.1
2018-02-10T00:51:43.991Z,55,,,,,38.7,31.1
2018-02-10T00:51:53.990Z,55,,,,,39,31.1
2018-02-10T00:52:03.990Z,55,,,,,39.1,31.1
2018-02-10T00:52:13.990Z,55,,,,,39.3,31.1
2018-02-10T00:52:23.993Z,55,,,,,39.5,31
2018-02-10T00:52:33.991Z,55,,,,,39.7,31
2018-02-10T00:52:43.990Z,55,,,,,39.8,31
2018-02-10T00:52:53.990Z,55,,,,,40,31
2018-02-10T00:53:03.990Z,55,,,,,40.1,31
2018-02-10T00:53:13.991Z,55,,,,,40.3,31
2018-02-10T00:53:23.990Z,55,,,,,,31
2018-02-10T00:53:33.990Z,55,,,,,40.6,31
2018-02-10T00:53:43.991Z,55,,,,,40.7,31
2018-02-10T00:53:53.990Z,55,,,,,40.8,31
2018-02-10T00:54:03.990Z,55,,,,,41,31
2018-02-10T00:54:13.993Z,55,,,,,,31
2018-02-10T00:54:23.992Z,55,,,,,41.2,31.1
2018-02-10T00:54:33.990Z,55,,,,,41.4,31.1
2018-02-10T00:54:43.990Z,55,,,,,41.6,31.1
2018-02-10T00:54:53.990Z,55,,,,,41.7,31.1
2018-02-10T00:55:03.990Z,55,,,,,41.8,31.1
2018-02-10T00:55:13.996Z,55,,,,,41.9,31.2
2018-02-10T00:55:23.990Z,55,,,,,42,31.2
2018-02-10T00:55:33.995Z,55,,,,,42.3,31.2
2018-02-10T00:55:43.989Z,55,,,,,42.4,31.4
2018-02-10T00:55:53.989Z,55,,,,,42.5,31.4
2018-02-10T00:56:03.989Z,55,,,,,42.6,31.5
2018-02-10T00:56:13.991Z,55,,,,,42.7,31.5
2018-02-10T00:56:24.002Z,55,,,,,43,31.6
2018-02-10T00:56:33.990Z,55,,,,,43.1,31.6
2018-02-10T00:56:43.998Z,55,,,,,43.2,31.7
2018-02-10T00:56:53.990Z,55,,,,,43.3,31.7
2018-02-10T00:57:03.990Z,55,,,,,43.4,31.9
2018-02-10T00:57:13.991Z,55,,,,,43.5,31.9
2018-02-10T00:57:23.990Z,55,,,,,43.6,32
2018-02-10T00:57:33.990Z,55,,,,,43.9,32
2018-02-10T00:57:43.990Z,55,,,,,44,32.1
2018-02-10T00:57:54.005Z,55,,1,0,0,42.3,32.1
2018-02-10T00:58:03.990Z,55,,,,,40.7,32.2
2018-02-10T00:58:13.990Z,55,,,,,39.7,32.3
2018-02-10T00:58:23.989Z,55,,,,,39.5,32.3
2018-02-10T00:58:33.989Z,55,,,,,39.7,32.5
2018-02-10T00:58:43.990Z,55,,,,,40.1,32.5
2018-02-10T00:58:53.990Z,55,,,,,40.7,32.6
2018-02-10T00:59:03.989Z,55,,,,,40.5,32.7
2018-02-10T00:59:13.990Z,55,,,,,40.2,32.7
2018-02-10T00:59:23.990Z,55,,,,,40.1,32.8
2018-02-10T00:59:33.991Z,55,,,,,39.9,32.8
2018-02-10T00:59:43.992Z,55,,,,,39.8,32.8
2018-02-10T00:59:53.990Z,55,,,,,39.5,33
2018-02-10T01:00:03.992Z,55,,,,,39.4,33
2018-02-10T01:00:14.005Z,55,,,,,,33
2018-02-10T01:00:24.007Z,55,,,,,39.3,33.1
2018-02-10T01:00:33.996Z,55,,,,,39.1,33.1
2018-02-10T01:00:43.990Z,55,,,,,39,33.1
2018-02-10T01:00:54.001Z,55,,,,,38.9,33.1
2018-02-10T01:01:03.993Z,55,,,,,38.8,33.1
2018-02-10T01:01:13.990Z,55,,,,,,33.1
2018-02-10T01:01:24.010Z,55,,,,,38.6,33.1
2018-02-10T01:01:33.991Z,55,,,,,38.5,33.2
2018-02-10T01:01:43.990Z,55,,,,,38.4,33.2
2018-02-10T01:01:53.992Z,55,,,,,38.3,33.1
2018-02-10T01:02:03.989Z,55,,,,,,33.1
2018-02-10T01:02:13.989Z,55,,,,,,33.1
2018-02-10T01:02:24.041Z,55,,,,,38.4,33.1
2018-02-10T01:02:34.014Z,55,,,,,38.5,33.1
2018-02-10T01:02:43.989Z,55,,,,,38.6,33.1
2018-02-10T01:02:53.989Z,55,,,,,38.8,33.1
2018-02-10T01:03:03.990Z,55,,,,,38.9,33.1
2018-02-10T01:03:13.991Z,55,,,,,,33.1
2018-02-10T01:03:23.989Z,55,,,,,39,33.1
2018-02-10T01:03:33.989Z,55,,,,,,33.1
2018-02-10T01:03:43.990Z,55,,,,,39.1,33.1
2018-02-10T01:03:53.989Z,55,,,,,39.3,33.1
2018-02-10T01:04:03.990Z,55,,,,,,33
2018-02-10T01:04:13.989Z,55,,,,,39.4,33
2018-02-10T01:04:23.995Z,55,,,,,,33
2018-02-10T01:04:33.989Z,55,,,,,39.5,33
2018-02-10T01:04:43.989Z,55,,,,,,33
2018-02-10T01:04:53.994Z,55,,,,,,33
2018-02-10T01:05:03.992Z,55,,,,,39.6,32.8
2018-02-10T01:05:13.990Z,55,,,,,,32.8
2018-02-10T01:05:23.994Z,55,,,,,,32.8
2018-02-10T01:05:33.989Z,55,,,,,39.8,32.8
2018-02-10T01:05:43.995Z,55,,,,,,32.8
2018-02-10T01:05:53.989Z,55,,,,,,32.8
2018-02-10T01:06:03.991Z,55,,,,,39.9,32.8
2018-02-10T01:06:13.989Z,55,,,,,,32.7
2018-02-10T01:06:23.989Z,55,,,,,,32.7
2018-02-10T01:06:33.989Z,55,,,,,,32.7
2018-02-10T01:06:43.989Z,55,,,,,40,32.7
2018-02-10T01:06:53.989Z,55,,,,,,32.6
2018-02-10T01:07:03.989Z,55,,,,,,32.6
2018-02-10T01:07:13.989Z,55,,,,,,32.6
2018-02-10T01:07:23.989Z,55,,,,,,32.6
2018-02-10T01:07:33.989Z,55,,,,,40.1,32.6
2018-02-10T01:07:43.991Z,55,,,,,,32.6
2018-02-10T01:07:53.991Z,55,,,,,,32.6
2018-02-10T01:08:03.988Z,55,,,,,,32.5
2018-02-10T01:08:13.989Z,55,,,,,39.5,32.5
2018-02-10T01:08:23.989Z,55,,,,,37.3,32.5
2018-02-10T01:08:33.993Z,55,,,,,35.7,32.5
2018-02-10T01:08:43.989Z,55,,,,,34.6,32.5
2018-02-10T01:08:53.989Z,55,,,,,34.1,32.3
2018-02-10T01:09:03.989Z,55,,,,,34.2,32.3
2018-02-10T01:09:14.234Z,55,,,,,34.3,32.3
2018-02-10T01:09:23.989Z,55,,,,,,32.3
2018-02-10T01:09:33.989Z,55,,,,,34.2,32.2
2018-02-10T01:09:43.990Z,55,,,,,34.1,32.2
2018-02-10T01:09:53.989Z,55,,,,,34,32.2
2018-02-10T01:10:03.989Z,55,,,,,,32.2
2018-02-10T01:10:14.002Z,55,,1,0,80,36.1,32.1
2018-02-10T01:10:23.989Z,55,,,,59,42.9,32.1
2018-02-10T01:10:33.988Z,55,,1,0,0,43.7,32.1
2018-02-10T01:10:43.997Z,55,,,,,40.3,32.1
2018-02-10T01:10:53.988Z,55,,,,,37.8,32.1
2018-02-10T01:11:03.989Z,55,,,,,36.3,32
2018-02-10T01:11:13.989Z,55,,,,,35.6,32
2018-02-10T01:11:23.988Z,55,,,,,35.3,32
2018-02-10T01:11:33.988Z,55,,,,,35.1,32
2018-02-10T01:11:43.988Z,55,,,,,34.9,32
2018-02-10T01:11:53.989Z,55,,,,,34.8,31.9
2018-02-10T01:12:03.990Z,55,,,,,34.6,31.9
2018-02-10T01:12:13.988Z,55,,,,,,31.9
2018-02-10T01:12:23.988Z,55,,,,,34.4,31.9
2018-02-10T01:12:33.988Z,55,,,,,34.3,31.9
2018-02-10T01:12:43.988Z,55,,,,,34.2,31.7
2018-02-10T01:12:53.988Z,55,,,,,,31.7
2018-02-10T01:13:03.988Z,55,,,,,34.1,31.7
2018-02-10T01:13:13.989Z,55,,,,,34,31.7
2018-02-10T01:13:23.989Z,55,,,,,,31.7
2018-02-10T01:13:33.989Z,55,,,,,33.8,31.6
2018-02-10T01:13:43.988Z,55,40,1,0,0,33.7,31.6
2018-02-10T01:13:53.990Z,55,,,,,,31.6
2018-02-10T01:14:03.991Z,55,,,,,33.6,31.6
2018-02-10T01:14:13.989Z,55,,,,,,31.5
2018-02-10T01:14:23.988Z,55,,,,,33.5,31.5
2018-02-10T01:14:34.280Z,55,,,,,33.3,31.5
2018-02-10T01:14:43.988Z,55,,,,,,31.5
2018-02-10T01:14:54.087Z,55,,,,,33.2,31.5
2018-02-10T01:15:04.342Z,55,,,,,,31.4
2018-02-10T01:15:13.988Z,,,1,0,79,35.3,
2018-02-10T01:15:23.989Z,55,,,,60,42.2,31.4
2018-02-10T01:15:34.000Z,55,,,,29,43.2,31.4
2018-02-10T01:15:43.988Z,55,,,,,41.7,31.4
2018-02-10T01:15:54.152Z,55,,,,,40.2,31.2
2018-02-10T01:16:03.988Z,55,,,,,39.3,31.2
2018-02-10T01:16:13.989Z,55,,,,,38.6,31.2
2018-02-10T01:16:23.990Z,55,,,,,38.3,31.2
2018-02-10T01:16:33.989Z,55,,,,,38.5,31.2
2018-02-10T01:16:43.988Z,55,,,,,38.6,31.1
2018-02-10T01:16:53.988Z,55,,,,,38.7,31.1
2018-02-10T01:17:03.988Z,55,,,,,39,31.1
2018-02-10T01:17:13.988Z,55,,,,,39.2,31.1
2018-02-10T01:17:23.988Z,55,,,,,39.3,31.1
