Time,HwActive,HwTOutlet,HwTSet,PrimTSet,ChActive,PrimT,ActPow
2018-02-05T00:00:01.613Z,,32.7,55,,,,
2018-02-05T00:00:11.608Z,,32.7,55,,,,
2018-02-05T00:00:21.687Z,,32.7,55,,,40.3,
2018-02-05T00:00:31.586Z,,32.7,55,,,,
2018-02-05T00:00:41.588Z,,32.7,55,,,,
2018-02-05T00:00:51.586Z,,32.7,55,,,,
2018-02-05T00:01:01.583Z,,32.6,55,,,,
2018-02-05T00:01:11.585Z,,32.6,55,,,40.5,
2018-02-05T00:01:21.582Z,,32.6,55,,,38.9,
2018-02-05T00:01:31.587Z,,32.6,55,,,36.9,
2018-02-05T00:01:41.613Z,,32.6,55,,,35.9,
2018-02-05T00:01:51.584Z,,32.5,55,,,34.9,
2018-02-05T00:02:01.586Z,,32.5,55,,,34.7,
2018-02-05T00:02:11.624Z,,32.5,55,,,,
2018-02-05T00:02:21.587Z,,32.5,55,,,34.8,
2018-02-05T00:02:31.587Z,,32.5,55,,,,
2018-02-05T00:02:41.669Z,,32.5,55,,,,
2018-02-05T00:02:51.593Z,,32.3,55,,,34.7,
2018-02-05T00:03:01.584Z,,32.3,55,,,34.6,
2018-02-05T00:03:11.582Z,0,32.3,55,40,2,34.6,0
2018-02-05T00:03:21.583Z,,32.3,55,,,34.4,
2018-02-05T00:03:31.617Z,,32.3,55,,,,
2018-02-05T00:03:41.582Z,,32.2,55,,,34.3,
2018-02-05T00:03:51.596Z,,32.2,55,,,,
2018-02-05T00:04:01.582Z,,32.2,55,,,34.2,
2018-02-05T00:04:11.587Z,,32.2,55,,,34.1,
2018-02-05T00:04:21.589Z,,32.2,55,,,,
2018-02-05T00:04:31.626Z,,32.1,55,,,,
2018-02-05T00:04:41.583Z,,32.1,55,,,34,
2018-02-05T00:04:51.582Z,0,32.1,55,,2,36.1,79
2018-02-05T00:05:01.589Z,,32,55,,,42.2,67
2018-02-05T00:05:11.592Z,0,32,55,,2,44.4,0
2018-02-05T00:05:21.592Z,,32,55,,,40.7,
2018-02-05T00:05:31.589Z,,32,55,,,38.9,
2018-02-05T00:05:41.625Z,,32,55,,,36.8,
2018-02-05T00:05:51.590Z,,32,55,,,35.8,
2018-02-05T00:06:01.590Z,,31.9,55,,,35.4,
2018-02-05T00:06:11.638Z,,31.9,55,,,35.3,
2018-02-05T00:06:21.604Z,,31.9,55,,,35.1,
2018-02-05T00:06:31.601Z,,31.9,55,,,34.9,
2018-02-05T00:06:41.583Z,,31.9,55,,,34.7,
2018-02-05T00:06:51.582Z,,31.7,55,,,,
2018-02-05T00:07:01.582Z,,31.7,55,,,34.6,
2018-02-05T00:07:11.657Z,,31.7,55,,,34.4,
2018-02-05T00:07:21.588Z,,31.7,55,,,34.3,
2018-02-05T00:07:31.582Z,,31.7,55,,,,
2018-02-05T00:07:41.582Z,,31.6,55,,,34.2,
2018-02-05T00:07:51.660Z,,31.6,55,,,,
2018-02-05T00:08:01.657Z,,31.6,55,,,34.1,
2018-02-05T00:08:11.593Z,,31.6,55,,,34,
2018-02-05T00:08:21.589Z,,31.5,55,,,33.8,
2018-02-05T00:08:31.584Z,,31.5,55,,,,
2018-02-05T00:08:41.592Z,,31.5,55,,,,
2018-02-05T00:08:51.666Z,,31.5,55,,,33.7,
2018-02-05T00:09:01.582Z,,31.5,55,,,,
2018-02-05T00:09:11.586Z,,31.5,55,,,33.6,
2018-02-05T00:09:21.582Z,,31.4,55,,,33.5,
2018-02-05T00:09:31.635Z,,31.4,55,,,,
2018-02-05T00:09:41.594Z,,31.4,55,,,33.3,
2018-02-05T00:09:51.626Z,0,31.4,55,,2,35.4,79
2018-02-05T00:10:01.582Z,,31.4,55,,,41.5,67
2018-02-05T00:10:11.583Z,,31.2,55,,,43.4,42
2018-02-05T00:10:21.602Z,,31.2,55,,,41.9,29
2018-02-05T00:10:31.613Z,,31.2,55,,,40.7,
2018-02-05T00:10:41.625Z,,31.2,55,,,39.9,
2018-02-05T00:10:51.587Z,,31.2,55,,,38.9,
2018-02-05T00:11:01.582Z,,31.1,55,,,38.7,
2018-02-05T00:11:11.595Z,,31.1,55,,,,
2018-02-05T00:11:21.589Z,,31.1,55,,,39,
2018-02-05T00:11:31.584Z,,31.1,55,,,39.1,
2018-02-05T00:11:41.612Z,,31.1,55,,,39.2,
2018-02-05T00:11:51.680Z,,31.1,55,,,39.4,
2018-02-05T00:12:01.586Z,,31.1,55,,,39.7,
2018-02-05T00:12:11.582Z,,31.1,55,,,39.8,
2018-02-05T00:12:21.603Z,,31,55,,,40,
2018-02-05T00:12:31.589Z,,31,55,,,40.1,
2018-02-05T00:12:41.599Z,,31,55,,,40.2,
2018-02-05T00:12:51.589Z,,31,55,,,40.5,
2018-02-05T00:13:01.581Z,,31,55,,,40.7,
2018-02-05T00:13:11.652Z,,31,55,,,40.8,
2018-02-05T00:13:21.605Z,,31,55,,,40.9,
2018-02-05T00:13:31.585Z,,31,55,,,41,
2018-02-05T00:13:41.582Z,,31,55,,,41.2,
2018-02-05T00:13:51.581Z,,31,55,,,41.4,
2018-02-05T00:14:01.601Z,,31.1,55,,,41.5,
2018-02-05T00:14:11.585Z,,31.1,55,,,41.7,
2018-02-05T00:14:21.586Z,,31.1,55,,,,
2018-02-05T00:14:31.608Z,,31.1,55,,,42,
2018-02-05T00:14:41.582Z,,31.2,55,,,42.2,
2018-02-05T00:14:51.581Z,,31.2,55,,,42.3,
2018-02-05T00:15:01.581Z,,31.2,55,,,42.4,
2018-02-05T00:15:11.583Z,,31.4,55,,,42.6,
2018-02-05T00:15:21.581Z,,31.4,55,,,42.7,
2018-02-05T00:15:31.588Z,,31.4,55,,,43,
2018-02-05T00:15:41.581Z,,31.5,55,,,,
2018-02-05T00:15:51.581Z,,31.5,55,,,43.1,
2018-02-05T00:16:01.581Z,,31.6,55,,,43.3,
2018-02-05T00:16:11.581Z,,31.6,55,,,43.4,
2018-02-05T00:16:21.581Z,,31.7,55,,,43.5,
2018-02-05T00:16:31.581Z,,31.9,55,,,43.6,
2018-02-05T00:16:41.582Z,,31.9,55,,,43.9,
2018-02-05T00:16:51.581Z,0,32,55,,2,42.6,0
2018-02-05T00:17:01.583Z,,32,55,,,40.7,
2018-02-05T00:17:11.581Z,,32.1,55,,,39.9,
2018-02-05T00:17:21.582Z,,32.1,55,,,39.4,
2018-02-05T00:17:31.581Z,,32.2,55,,,39.6,
2018-02-05T00:17:41.582Z,,32.3,55,,,40,
2018-02-05T00:17:51.582Z,,32.3,55,,,40.4,
2018-02-05T00:18:01.581Z,,32.5,55,,,40.6,
2018-02-05T00:18:11.581Z,,32.5,55,,,40.3,
2018-02-05T00:18:21.584Z,,32.6,55,,,40.1,
2018-02-05T00:18:31.583Z,,32.6,55,,,39.9,
2018-02-05T00:18:41.581Z,,32.7,55,,,39.8,
2018-02-05T00:18:51.585Z,,32.7,55,,,39.6,
2018-02-05T00:19:01.611Z,,32.8,55,,,39.5,
2018-02-05T00:19:11.605Z,,32.8,55,,,39.4,
2018-02-05T00:19:21.677Z,,32.8,55,,,39.3,
2018-02-05T00:19:31.581Z,,32.8,55,,,,
2018-02-05T00:19:41.605Z,,33,55,,,39.1,
2018-02-05T00:19:51.582Z,,33,55,,,39,
2018-02-05T00:20:01.581Z,,33,55,,,38.9,
2018-02-05T00:20:11.581Z,,33,55,,,,
2018-02-05T00:20:21.581Z,,33,55,,,38.8,
2018-02-05T00:20:31.581Z,,33,55,,,38.6,
2018-02-05T00:20:41.581Z,,33.1,55,,,38.5,
2018-02-05T00:20:51.581Z,,33,55,,,38.4,
2018-02-05T00:21:01.581Z,,33,55,,,,
2018-02-05T00:21:11.581Z,,33,55,,,38.6,
2018-02-05T00:21:21.581Z,,33,55,,,38.8,
2018-02-05T00:21:31.581Z,,33,55,,,38.9,
2018-02-05T00:21:41.581Z,,33,55,,,39,
2018-02-05T00:21:51.580Z,,33,55,,,39.1,
2018-02-05T00:22:01.581Z,,33,55,,,39.3,
2018-02-05T00:22:11.583Z,,33,55,,,,
2018-02-05T00:22:21.581Z,,33,55,,,39.4,
2018-02-05T00:22:31.581Z,,33,55,,,,
2018-02-05T00:22:41.580Z,,33,55,,,39.5,
2018-02-05T00:22:51.593Z,,33,55,,,,
2018-02-05T00:23:01.669Z,,33,55,,,39.6,
2018-02-05T00:23:11.582Z,,33,55,,,,
2018-02-05T00:23:21.581Z,,33,55,,,39.8,
2018-02-05T00:23:31.580Z,,32.8,55,,,,
2018-02-05T00:23:41.594Z,,32.8,55,,,39.9,
2018-02-05T00:23:51.581Z,,32.8,55,,,,
2018-02-05T00:24:01.581Z,,32.8,55,,,,
2018-02-05T00:24:11.585Z,,32.8,55,,,40,
2018-02-05T00:24:21.582Z,,32.8,55,,,,
2018-02-05T00:24:31.581Z,,32.8,55,,,,
2018-02-05T00:24:41.581Z,,32.7,55,,,40.1,
2018-02-05T00:24:51.582Z,,32.7,55,,,,
2018-02-05T00:25:01.581Z,,32.7,55,,,,
2018-02-05T00:25:11.581Z,,32.7,55,,,,
2018-02-05T00:25:21.582Z,,32.7,55,,,40.2,
2018-02-05T00:25:31.581Z,,32.7,55,,,,
2018-02-05T00:25:41.580Z,,32.6,55,,,,
2018-02-05T00:25:51.581Z,,32.6,55,,,,
2018-02-05T00:26:01.581Z,,32.6,55,,,,
2018-02-05T00:26:11.580Z,,32.6,55,,,40.3,
2018-02-05T00:26:21.580Z,,32.6,55,,,,
2018-02-05T00:26:31.581Z,,32.5,55,,,,
2018-02-05T00:26:41.581Z,,32.5,55,,,,
2018-02-05T00:26:51.580Z,,32.5,55,,,,
2018-02-05T00:27:01.602Z,,32.5,55,,,38.9,
2018-02-05T00:27:11.580Z,,32.5,55,,,36.8,
2018-02-05T00:27:21.581Z,,32.5,55,,,35.9,
2018-02-05T00:27:31.580Z,,32.5,55,,,34.9,
2018-02-05T00:27:41.582Z,,32.3,55,,,34.7,
2018-02-05T00:27:51.606Z,,32.3,55,,,,
2018-02-05T00:28:01.580Z,,32.3,55,,,34.8,
2018-02-05T00:28:11.579Z,,32.3,55,,,,
2018-02-05T00:28:21.580Z,,32.2,55,,,,
2018-02-05T00:28:31.582Z,,32.2,55,,,34.7,
2018-02-05T00:28:41.808Z,,32.2,55,,,34.6,
2018-02-05T00:28:51.580Z,,32.2,55,,,,
2018-02-05T00:29:01.584Z,,32.2,55,,,34.4,
2018-02-05T00:29:11.580Z,,32.1,55,,,,
2018-02-05T00:29:21.580Z,,32.1,55,,,34.3,
2018-02-05T00:29:31.960Z,,32.1,55,,,,
2018-02-05T00:29:41.582Z,,32.1,55,,,34.2,
2018-02-05T00:29:51.589Z,,32.1,55,,,34.1,
2018-02-05T00:30:01.580Z,,32.1,55,,,,
2018-02-05T00:30:11.586Z,,32,55,,,,
2018-02-05T00:30:21.582Z,,32,55,,,34,
2018-02-05T00:30:31.580Z,0,32,55,,2,35.2,79
2018-02-05T00:30:41.580Z,,32,55,,,41.5,74
2018-02-05T00:30:51.580Z,0,31.9,55,,2,44.4,0
2018-02-05T00:31:01.580Z,,31.9,55,,,40.8,
2018-02-05T00:31:11.583Z,,31.9,55,,,38.9,
2018-02-05T00:31:21.582Z,,31.9,55,,,36.8,
2018-02-05T00:31:31.580Z,,31.9,55,,,35.8,
2018-02-05T00:31:41.580Z,,31.7,55,,,35.4,
2018-02-05T00:31:51.580Z,,31.7,55,,,35.2,
2018-02-05T00:32:01.580Z,,31.7,55,,,34.9,
2018-02-05T00:32:11.580Z,,31.7,55,,,,
2018-02-05T00:32:21.581Z,,31.6,55,,,34.7,
2018-02-05T00:32:31.581Z,,31.6,55,,,34.6,
2018-02-05T00:32:41.580Z,,31.6,55,,,,
2018-02-05T00:32:51.580Z,,31.6,55,,,34.4,
2018-02-05T00:33:01.580Z,,31.6,55,,,34.3,
2018-02-05T00:33:11.584Z,,31.6,55,,,,
2018-02-05T00:33:21.582Z,,31.5,55,,,34.2,
2018-02-05T00:33:31.590Z,,31.5,55,,,34.1,
2018-02-05T00:33:41.580Z,,31.5,55,,,,
2018-02-05T00:33:51.583Z,,31.5,55,,,34,
2018-02-05T00:34:01.580Z,,31.5,55,,,,
2018-02-05T00:34:11.582Z,,31.4,55,,,33.8,
2018-02-05T00:34:21.587Z,,31.4,55,,,33.7,
2018-02-05T00:34:31.580Z,,31.4,55,,,,
2018-02-05T00:34:41.580Z,,31.4,55,,,33.6,
2018-02-05T00:34:51.580Z,,31.4,55,,,,
2018-02-05T00:35:01.580Z,,31.2,55,,,33.5,
2018-02-05T00:35:11.579Z,,31.2,55,,,,
2018-02-05T00:35:21.580Z,,31.2,55,,,33.3,
2018-02-05T00:35:31.581Z,0,31.2,55,,2,34.1,79
2018-02-05T00:35:41.580Z,,31.2,55,,,41.3,70
2018-02-05T00:35:51.620Z,,31.2,55,,,43.2,49
2018-02-05T00:36:01.580Z,,31.1,55,,,42.7,29
2018-02-05T00:36:11.579Z,,31.1,55,,,40.8,
2018-02-05T00:36:21.580Z,,31.1,55,,,39.9,
2018-02-05T00:36:31.579Z,,31.1,55,,,38.9,
2018-02-05T00:36:41.579Z,,31.1,55,,,38.7,
2018-02-05T00:36:51.580Z,,31,55,,,,
2018-02-05T00:37:01.579Z,,31,55,,,39,
2018-02-05T00:37:11.580Z,,31,55,,,,
2018-02-05T00:37:21.581Z,,31,55,,,39.2,
2018-02-05T00:37:31.583Z,,31,55,,,39.4,
2018-02-05T00:37:41.580Z,,31,55,,,39.5,
2018-02-05T00:37:51.579Z,,31,55,,,39.8,
2018-02-05T00:38:01.581Z,,30.9,55,,,40,
2018-02-05T00:38:11.580Z,,30.9,55,,,,
2018-02-05T00:38:21.580Z,,30.9,55,,,40.2,
2018-02-05T00:38:31.580Z,,30.9,55,,,40.5,
2018-02-05T00:38:41.582Z,,30.9,55,,,40.6,
2018-02-05T00:38:51.580Z,,30.9,55,,,40.7,
2018-02-05T00:39:01.579Z,,30.9,55,,,40.9,
2018-02-05T00:39:11.586Z,,30.9,55,,,41,
2018-02-05T00:39:21.579Z,,30.9,55,,,41.1,
2018-02-05T00:39:31.582Z,,31,55,,,41.2,
2018-02-05T00:39:41.579Z,,31,55,,,41.5,
2018-02-05T00:39:51.580Z,,31,55,,,41.6,
2018-02-05T00:40:01.580Z,,31,55,,,41.8,
2018-02-05T00:40:11.579Z,,31.1,55,,,41.9,
2018-02-05T00:40:21.579Z,,31.1,55,,,42,
2018-02-05T00:40:31.617Z,,31.1,55,,,42.3,
2018-02-05T00:40:41.616Z,,31.2,55,,,42.4,
2018-02-05T00:40:51.579Z,,31.2,55,,,42.5,
2018-02-05T00:41:01.580Z,,31.2,55,,,42.7,
2018-02-05T00:41:11.579Z,,31.4,55,,,,
2018-02-05T00:41:21.579Z,,31.4,55,,,43,
2018-02-05T00:41:31.579Z,,31.5,55,,,43.2,
2018-02-05T00:41:41.579Z,,31.5,55,,,43.3,
2018-02-05T00:41:51.579Z,,31.6,55,,,43.4,
2018-02-05T00:42:01.579Z,,31.6,55,,,43.5,
2018-02-05T00:42:11.579Z,,31.7,55,,,43.6,
2018-02-05T00:42:21.579Z,,31.9,55,,,43.9,
2018-02-05T00:42:31.579Z,0,31.9,55,,2,42.7,0
2018-02-05T00:42:41.579Z,,32,55,,,40.9,
2018-02-05T00:42:51.579Z,,32,55,,,39.8,
2018-02-05T00:43:01.581Z,,32.1,55,,,39.4,
2018-02-05T00:43:11.579Z,,32.2,55,,,,
2018-02-05T00:43:21.579Z,,32.2,55,,,40,
2018-02-05T00:43:31.583Z,,32.3,55,,,40.3,
2018-02-05T00:43:41.580Z,,32.3,55,,,40.6,
2018-02-05T00:43:51.579Z,,32.5,55,,,40.3,
2018-02-05T00:44:01.586Z,,32.5,55,,,40.1,
2018-02-05T00:44:11.580Z,,32.6,55,,,39.9,
2018-02-05T00:44:21.579Z,,32.6,55,,,39.8,
2018-02-05T00:44:31.579Z,,32.7,55,,,39.6,
2018-02-05T00:44:41.579Z,,32.7,55,,,39.5,
2018-02-05T00:44:51.579Z,,32.7,55,,,39.4,
2018-02-05T00:45:01.579Z,,32.8,55,,,39.3,
2018-02-05T00:45:11.583Z,,32.8,55,,,39.1,
2018-02-05T00:45:21.579Z,,32.8,55,,,,
2018-02-05T00:45:31.579Z,,32.8,55,,,39,
2018-02-05T00:45:41.579Z,,33,55,,,38.9,
2018-02-05T00:45:51.578Z,,33,55,,,38.8,
2018-02-05T00:46:01.579Z,,33,55,,,,
2018-02-05T00:46:11.586Z,,33,55,,,38.6,
2018-02-05T00:46:21.579Z,,33,55,,,38.5,
2018-02-05T00:46:31.579Z,,33,55,,,38.4,
2018-02-05T00:46:41.689Z,,33,55,,,,
2018-02-05T00:46:51.604Z,,33,55,,,,
2018-02-05T00:47:01.579Z,,33,55,,,38.5,
2018-02-05T00:47:11.578Z,,33,55,,,38.6,
2018-02-05T00:47:21.579Z,,33,55,,,38.8,
2018-02-05T00:47:31.580Z,,33,55,,,38.9,
2018-02-05T00:47:41.579Z,,33,55,,,39,
2018-02-05T00:47:51.580Z,,33,55,,,,
2018-02-05T00:48:01.579Z,,33,55,,,39.1,
2018-02-05T00:48:11.578Z,,33,55,,,39.3,
2018-02-05T00:48:21.580Z,,32.8,55,,,,
2018-02-05T00:48:31.581Z,,32.8,55,,,39.4,
2018-02-05T00:48:41.579Z,,32.8,55,,,,
2018-02-05T00:48:51.584Z,,32.8,55,,,39.5,
2018-02-05T00:49:01.578Z,,32.8,55,,,,
2018-02-05T00:49:11.578Z,,32.8,55,,,39.6,
2018-02-05T00:49:21.578Z,,32.8,55,,,,
2018-02-05T00:49:31.579Z,,32.8,55,,,,
2018-02-05T00:49:41.579Z,,32.7,55,,,39.8,
2018-02-05T00:49:51.578Z,,32.7,55,,,,
2018-02-05T00:50:01.578Z,,32.7,55,,,39.9,
2018-02-05T00:50:11.579Z,,32.7,55,,,,
2018-02-05T00:50:21.578Z,,32.7,55,,,,
2018-02-05T00:50:31.578Z,,32.7,55,,,,
2018-02-05T00:50:41.578Z,,32.7,55,,,40,
2018-02-05T00:50:51.578Z,,32.6,55,,,,
2018-02-05T00:51:01.579Z,,32.6,55,,,,
2018-02-05T00:51:11.578Z,,32.6,55,,,,
2018-02-05T00:51:21.579Z,,32.6,55,,,40.1,
2018-02-05T00:51:31.578Z,,32.6,55,,,,
2018-02-05T00:51:41.578Z,,32.6,55,,,,
2018-02-05T00:51:51.578Z,,32.5,55,,,,
2018-02-05T00:52:01.579Z,,32.5,55,,,,
2018-02-05T00:52:11.578Z,,32.5,55,,,40.2,
2018-02-05T00:52:21.578Z,,32.5,55,,,,
2018-02-05T00:52:31.578Z,,32.5,55,,,,
2018-02-05T00:52:41.584Z,,32.3,55,,,,
2018-02-05T00:52:51.579Z,,32.3,55,,,38.8,
2018-02-05T00:53:01.608Z,,32.3,55,,,36.9,
2018-02-05T00:53:11.580Z,,32.3,55,,,35.9,
2018-02-05T00:53:21.579Z,,32.3,55,,,34.8,
2018-02-05T00:53:31.622Z,,32.3,55,,,34.6,
2018-02-05T00:53:41.582Z,,32.2,55,,,34.7,
2018-02-05T00:53:51.601Z,,32.2,55,,,34.8,
2018-02-05T00:54:01.578Z,,32.2,55,,,,
2018-02-05T00:54:11.586Z,,32.2,55,,,34.7,
2018-02-05T00:54:21.578Z,,32.2,55,,,34.6,
2018-02-05T00:54:31.580Z,,32.1,55,,,,
2018-02-05T00:54:41.578Z,,32.1,55,,,34.4,
2018-02-05T00:54:51.578Z,,32.1,55,,,,
2018-02-05T00:55:01.578Z,,32.1,55,,,34.3,
2018-02-05T00:55:11.578Z,,32.1,55,,,,
2018-02-05T00:55:21.579Z,,32,55,,,34.2,
2018-02-05T00:55:31.578Z,,32,55,,,34.1,
2018-02-05T00:55:41.578Z,,32,55,,,,
2018-02-05T00:55:51.578Z,,32,55,,,,
2018-02-05T00:56:01.578Z,,32,55,,,34,
2018-02-05T00:56:11.579Z,0,31.9,55,,2,34.1,79
2018-02-05T00:56:21.578Z,,31.9,55,,,40.4,79
2018-02-05T00:56:31.578Z,0,31.9,55,,2,44.4,0
2018-02-05T00:56:41.579Z,,31.9,55,,,41.7,
2018-02-05T00:56:51.578Z,,31.9,55,,,38.8,
2018-02-05T00:57:01.587Z,,31.7,55,,,36.7,
2018-02-05T00:57:11.578Z,,31.7,55,,,35.8,
2018-02-05T00:57:21.578Z,,31.7,55,,,35.4,
2018-02-05T00:57:31.578Z,,31.7,55,,,35.2,
2018-02-05T00:57:41.579Z,,31.7,55,,,35.1,
2018-02-05T00:57:51.578Z,,31.6,55,,,34.9,
2018-02-05T00:58:01.579Z,,31.6,55,,,34.7,
2018-02-05T00:58:11.578Z,,31.6,55,,,,
2018-02-05T00:58:21.599Z,,31.6,55,,,34.6,
2018-02-05T00:58:31.579Z,,31.6,55,,,34.4,
2018-02-05T00:58:41.578Z,,31.5,55,,,34.3,
2018-02-05T00:58:51.578Z,,31.5,55,,,,
2018-02-05T00:59:01.583Z,,31.5,55,,,34.2,
2018-02-05T00:59:11.577Z,,31.5,55,,,,
2018-02-05T00:59:21.578Z,,31.5,55,,,34.1,
2018-02-05T00:59:31.578Z,,31.4,55,,,34,
2018-02-05T00:59:41.578Z,0,31.4,55,,2,,
2018-02-05T00:59:51.577Z,,31.4,55,,,33.8,
2018-02-05T01:00:01.578Z,,31.4,55,,,,
2018-02-05T01:00:11.577Z,,31.4,55,,,33.7,
2018-02-05T01:00:21.578Z,,31.2,55,,,,
2018-02-05T01:00:31.578Z,,31.2,55,,,33.6,
2018-02-05T01:00:41.577Z,,31.2,55,,,33.5,
2018-02-05T01:00:51.578Z,,31.2,55,,,,
2018-02-05T01:01:01.578Z,,31.2,55,,,33.3,
2018-02-05T01:01:11.578Z,0,31.2,55,,2,33.5,79
2018-02-05T01:01:21.579Z,,31.1,55,,,40.4,75
2018-02-05T01:01:31.578Z,,31.1,55,,,43.2,50
2018-02-05T01:01:41.577Z,,31.1,55,,,42.9,29
2018-02-05T01:01:51.578Z,,31.1,55,,,41.6,
2018-02-05T01:02:01.578Z,,31.1,55,,,39.8,
2018-02-05T01:02:11.581Z,,31,55,,,39.4,
2018-02-05T01:02:21.578Z,,31,55,,,38.8,
2018-02-05T01:02:31.582Z,,31,55,,,38.7,
2018-02-05T01:02:41.578Z,,31,55,,,39,
2018-02-05T01:02:51.581Z,,31,55,,,39.1,
2018-02-05T01:03:01.578Z,,31,55,,,39.3,
2018-02-05T01:03:11.581Z,0,31,55,40,2,39.4,29
2018-02-05T01:03:21.583Z,,30.9,55,,,39.7,
2018-02-05T01:03:31.581Z,,30.9,55,,,39.8,
2018-02-05T01:03:41.583Z,,30.9,55,,,40,
2018-02-05T01:03:51.582Z,,30.9,55,,,40.1,
2018-02-05T01:04:01.586Z,,30.9,55,,,40.3,
2018-02-05T01:04:11.578Z,,30.9,55,,,40.5,
2018-02-05T01:04:21.598Z,,30.9,55,,,40.6,
2018-02-05T01:04:31.601Z,,30.9,55,,,40.8,
2018-02-05T01:04:41.598Z,,30.9,55,,,41,
2018-02-05T01:04:51.577Z,,30.9,55,,,,
2018-02-05T01:05:01.743Z,,30.9,55,,,41.2,
2018-02-05T01:05:11.625Z,,30.9,55,,,41.4,
2018-02-05T01:05:21.585Z,,31,55,,,41.5,
2018-02-05T01:05:31.577Z,,31,55,,,41.7,
2018-02-05T01:05:41.581Z,,31,55,,,,
2018-02-05T01:05:51.582Z,,31,55,,,42,
2018-02-05T01:06:01.578Z,,31.1,55,,,42.2,
2018-02-05T01:06:11.577Z,,31.1,55,,,42.3,
2018-02-05T01:06:21.582Z,,31.1,55,,,42.5,
2018-02-05T01:06:31.583Z,,31.2,55,,,,
2018-02-05T01:06:41.579Z,,31.2,55,,,42.6,
2018-02-05T01:06:51.583Z,,31.4,55,,,43,
2018-02-05T01:07:01.577Z,,31.4,55,,,43.1,
2018-02-05T01:07:11.578Z,,31.5,55,,,43.2,
2018-02-05T01:07:21.585Z,,31.5,55,,,43.3,
2018-02-05T01:07:31.577Z,,31.6,55,,,43.4,
2018-02-05T01:07:41.577Z,,31.6,55,,,43.5,
2018-02-05T01:07:51.586Z,,31.7,55,,,43.7,
2018-02-05T01:08:01.577Z,,31.7,55,,,43.9,
2018-02-05T01:08:11.577Z,0,31.9,55,,2,42.8,0
2018-02-05T01:08:21.589Z,,32,55,,,40.8,
2018-02-05T01:08:31.577Z,,32,55,,,39.9,
2018-02-05T01:08:41.623Z,,32.1,55,,,39.4,
2018-02-05T01:08:51.596Z,,32.1,55,,,,
2018-02-05T01:09:01.577Z,,32.2,55,,,40,
2018-02-05T01:09:11.618Z,,32.3,55,,,40.4,
2018-02-05T01:09:21.592Z,,32.3,55,,,40.6,
2018-02-05T01:09:31.591Z,,32.5,55,,,40.3,
2018-02-05T01:09:41.587Z,,32.5,55,,,40.1,
2018-02-05T01:09:51.584Z,,32.6,55,,,39.9,
2018-02-05T01:10:01.591Z,,32.6,55,,,39.8,
2018-02-05T01:10:11.606Z,,32.7,55,,,39.6,
2018-02-05T01:10:21.613Z,,32.7,55,,,39.5,
2018-02-05T01:10:31.588Z,,32.7,55,,,39.4,
2018-02-05T01:10:41.586Z,,32.8,55,,,39.3,
2018-02-05T01:10:51.602Z,,32.8,55,,,,
2018-02-05T01:11:01.577Z,,32.8,55,,,39.1,
2018-02-05T01:11:11.579Z,,32.8,55,,,39,
2018-02-05T01:11:21.601Z,,33,55,,,38.9,
2018-02-05T01:11:31.583Z,,33,55,,,,
2018-02-05T01:11:41.587Z,,33,55,,,38.8,
2018-02-05T01:11:51.620Z,,33,55,,,38.6,
2018-02-05T01:12:01.590Z,,33,55,,,38.5,
2018-02-05T01:12:11.576Z,,33,55,,,38.4,
2018-02-05T01:12:21.593Z,,33,55,,,,
2018-02-05T01:12:31.577Z,,33,55,,,,
2018-02-05T01:12:41.577Z,,33,55,,,38.5,
2018-02-05T01:12:51.599Z,,33,55,,,38.6,
2018-02-05T01:13:01.832Z,,33,55,,,38.8,
2018-02-05T01:13:11.617Z,,33,55,,,38.9,
2018-02-05T01:13:21.611Z,,33,55,,,39,
2018-02-05T01:13:31.631Z,,33,55,,,39.1,
2018-02-05T01:13:41.578Z,,33,55,,,,
2018-02-05T01:13:51.577Z,,33,55,,,39.3,
2018-02-05T01:14:01.583Z,,32.8,55,,,39.4,
2018-02-05T01:14:11.576Z,,33,55,,,,
2018-02-05T01:14:21.576Z,,32.8,55,,,39.5,
2018-02-05T01:14:31.608Z,,32.8,55,,,,
2018-02-05T01:14:41.579Z,,32.8,55,,,39.6,
2018-02-05T01:14:51.576Z,,32.8,55,,,,
2018-02-05T01:15:01.578Z,,32.8,55,,,,
2018-02-05T01:15:11.598Z,,32.8,55,,,39.8,
2018-02-05T01:15:21.579Z,,32.8,55,,,,
2018-02-05T01:15:31.577Z,,32.7,55,,,,
2018-02-05T01:15:41.576Z,,32.7,55,,,39.9,
2018-02-05T01:15:51.576Z,,32.7,55,,,,
2018-02-05T01:16:01.582Z,,32.7,55,,,40,
2018-02-05T01:16:11.576Z,,32.7,55,,,40,
2018-02-05T01:16:21.577Z,,32.7,55,,,,
2018-02-05T01:16:31.576Z,,32.7,55,,,,
2018-02-05T01:16:41.576Z,,32.6,55,,,,
2018-02-05T01:16:51.577Z,,32.6,55,,,40.1,
2018-02-05T01:17:01.577Z,,32.6,55,,,,
2018-02-05T01:17:11.577Z,,32.6,55,,,,
2018-02-05T01:17:21.576Z,,32.6,55,,,,
2018-02-05T01:17:31.578Z,,32.5,55,,,40.2,
2018-02-05T01:17:41.576Z,,32.5,55,,,,
2018-02-05T01:17:51.577Z,,32.5,55,,,,
2018-02-05T01:18:01.576Z,,32.5,55,,,,
2018-02-05T01:18:11.576Z,,32.5,55,,,,
