Time,ChActive,HwTSet,HwTOutlet,PrimT,ActPow,HwActive,PrimTSet
2018-02-07T00:00:09.349Z,,55,56.1,69.4,,,
2018-02-07T00:00:19.358Z,,55,57,54.9,,,
2018-02-07T00:00:29.375Z,,55,57.5,45.5,,,
2018-02-07T00:00:39.348Z,,55,57.8,41.7,,,
2018-02-07T00:00:49.351Z,,55,58.1,38.8,,,
2018-02-07T00:00:59.349Z,,55,59.2,37.9,,,
2018-02-07T00:01:09.348Z,,55,58.7,37.5,,,
2018-02-07T00:01:19.349Z,,55,58.6,37.8,,,
2018-02-07T00:01:29.350Z,,55,58.4,,,,
2018-02-07T00:01:39.350Z,,55,58.2,37.7,,,
2018-02-07T00:01:49.348Z,,55,58.2,37.4,,,
2018-02-07T00:01:59.600Z,,55,58.3,37.3,,,
2018-02-07T00:02:09.360Z,,55,58.4,37.2,,,
2018-02-07T00:02:19.348Z,,55,58.5,36.9,,,
2018-02-07T00:02:29.348Z,,55,58.6,,,,
2018-02-07T00:02:39.347Z,,55,58.6,36.8,,,
2018-02-07T00:02:49.347Z,,55,58.7,36.7,,,
2018-02-07T00:02:59.348Z,,55,58.7,,,,
2018-02-07T00:03:09.348Z,,55,58.7,36.5,,,
2018-02-07T00:03:19.348Z,,55,58.7,36.4,,,
2018-02-07T00:03:29.348Z,,55,58.6,,,,
2018-02-07T00:03:39.348Z,,55,58.6,,,,
2018-02-07T00:03:49.347Z,,55,58.5,36.3,,,
2018-02-07T00:03:59.347Z,,55,58.5,,,,
2018-02-07T00:04:09.348Z,,55,58.4,,,,
2018-02-07T00:04:19.347Z,,55,58.3,36.4,,,
2018-02-07T00:04:29.347Z,,55,58.2,36.5,,,
2018-02-07T00:04:39.349Z,,55,58.1,36.7,,,
2018-02-07T00:04:49.347Z,,55,58,36.8,,,
2018-02-07T00:04:59.348Z,,55,57.8,37,,,
2018-02-07T00:05:09.348Z,,55,57.7,,,,
2018-02-07T00:05:19.347Z,,55,57.6,37.2,,,
2018-02-07T00:05:29.347Z,,55,57.4,37.3,,,
2018-02-07T00:05:39.348Z,,55,57.3,,,,
2018-02-07T00:05:49.347Z,,55,57.2,37.4,,,
2018-02-07T00:05:59.349Z,,55,57,37.5,,,
2018-02-07T00:06:09.347Z,,55,56.8,,,,
2018-02-07T00:06:19.348Z,,55,56.7,37.7,,,
2018-02-07T00:06:29.349Z,,55,56.6,,,,
2018-02-07T00:06:39.347Z,,55,56.4,37.8,,,
2018-02-07T00:06:49.351Z,,55,56.2,,,,
2018-02-07T00:06:59.353Z,,55,56.1,38,,,
2018-02-07T00:07:09.347Z,,55,55.9,,,,
2018-02-07T00:07:19.348Z,1,55,55.8,38,0,0,40
2018-02-07T00:07:29.348Z,,55,55.7,38.1,,,
2018-02-07T00:07:39.347Z,,55,55.5,,,,
2018-02-07T00:07:49.347Z,,55,55.3,38.3,,,
2018-02-07T00:07:59.347Z,,55,55.2,,,,
2018-02-07T00:08:09.358Z,,55,55,38.4,,,
2018-02-07T00:08:19.347Z,,55,54.9,,,,
2018-02-07T00:08:29.347Z,,55,54.7,38.5,,,
2018-02-07T00:08:39.348Z,,55,54.6,,,,
2018-02-07T00:08:49.347Z,,55,54.4,38.6,,,
2018-02-07T00:08:59.347Z,,55,54.2,,,,
2018-02-07T00:09:09.348Z,,55,54.1,38.8,,,
2018-02-07T00:09:19.347Z,,55,54,,,,
2018-02-07T00:09:29.347Z,,55,53.8,,,,
2018-02-07T00:09:39.347Z,,55,53.7,38.9,,,
2018-02-07T00:09:49.347Z,,55,53.6,,,,
2018-02-07T00:09:59.347Z,,55,53.4,,,,
2018-02-07T00:10:09.347Z,,55,53.2,,,,
2018-02-07T00:10:19.347Z,,55,53.1,35.9,,,
2018-02-07T00:10:29.350Z,,55,52.9,34.9,,,
2018-02-07T00:10:39.348Z,1,55,52.8,33.9,79,0,
2018-02-07T00:10:49.348Z,,55,52.7,40.2,78,,
2018-02-07T00:10:59.349Z,,55,52.6,43,45,,
2018-02-07T00:11:09.348Z,,55,52.3,42.9,29,,
2018-02-07T00:11:19.695Z,,55,52.2,41.7,,,
2018-02-07T00:11:29.349Z,,55,52.1,39.8,,,
2018-02-07T00:11:39.350Z,,55,51.9,39.5,,,
2018-02-07T00:11:49.351Z,,55,51.8,38.9,,,
2018-02-07T00:11:59.347Z,,55,51.7,39,,,
2018-02-07T00:12:09.350Z,,55,51.6,39.1,,,
2018-02-07T00:12:19.347Z,,55,51.4,39.3,,,
2018-02-07T00:12:29.347Z,,55,51.2,39.4,,,
2018-02-07T00:12:39.347Z,,55,51.1,39.5,,,
2018-02-07T00:12:49.347Z,,55,51,39.8,,,
2018-02-07T00:12:59.346Z,,55,50.9,40,,,
2018-02-07T00:13:09.347Z,,55,50.7,40.1,,,
2018-02-07T00:13:19.347Z,,55,50.6,40.2,,,
2018-02-07T00:13:29.347Z,,55,50.4,40.5,,,
2018-02-07T00:13:39.347Z,,55,50.3,40.6,,,
2018-02-07T00:13:49.347Z,,55,50.2,40.7,,,
2018-02-07T00:13:59.347Z,,55,50.1,41,,,
2018-02-07T00:14:09.450Z,,55,49.9,,,,
2018-02-07T00:14:19.347Z,,55,49.8,41.1,,,
2018-02-07T00:14:29.346Z,,55,49.7,41.2,,,
2018-02-07T00:14:39.347Z,,55,49.5,41.4,,,
2018-02-07T00:14:49.347Z,,55,49.4,41.6,,,
2018-02-07T00:14:59.346Z,,55,49.3,41.7,,,
2018-02-07T00:15:09.347Z,,55,49.1,41.8,,,
2018-02-07T00:15:19.347Z,,55,49.1,42,,,
2018-02-07T00:15:29.351Z,,55,48.9,42.2,,,
2018-02-07T00:15:39.347Z,,55,48.7,42.3,,,
2018-02-07T00:15:49.347Z,,55,48.6,42.4,,,
2018-02-07T00:15:59.347Z,,55,48.5,42.5,,,
2018-02-07T00:16:09.346Z,,55,48.4,42.6,,,
2018-02-07T00:16:19.350Z,,55,48.3,42.8,,,
2018-02-07T00:16:29.348Z,,55,48.2,43,,,
2018-02-07T00:16:39.349Z,,55,48.1,43.1,,,
2018-02-07T00:16:49.347Z,,55,47.8,43.2,,,
2018-02-07T00:16:59.351Z,,55,47.7,43.3,,,
2018-02-07T00:17:09.353Z,,55,47.6,43.4,,,
2018-02-07T00:17:19.347Z,,55,47.5,43.6,,,
2018-02-07T00:17:29.346Z,,55,47.4,43.7,,,
2018-02-07T00:17:39.346Z,1,55,47.3,44.1,0,0,
2018-02-07T00:17:49.732Z,,55,47.2,41.8,,,
2018-02-07T00:17:59.346Z,,55,47,40.8,,,
2018-02-07T00:18:09.347Z,,55,46.9,39.6,,,
2018-02-07T00:18:19.346Z,,55,46.8,39.5,,,
2018-02-07T00:18:29.348Z,,55,46.7,39.6,,,
2018-02-07T00:18:39.346Z,,55,46.6,40.1,,,
2018-02-07T00:18:49.348Z,,55,46.5,40.6,,,
2018-02-07T00:18:59.348Z,,55,46.4,,,,
2018-02-07T00:19:09.347Z,,55,46.2,40.3,,,
2018-02-07T00:19:19.347Z,,55,46.1,40.2,,,
2018-02-07T00:19:29.346Z,,55,46,40,,,
2018-02-07T00:19:39.637Z,,55,45.9,39.9,,,
2018-02-07T00:19:49.346Z,,55,45.9,39.8,,,
2018-02-07T00:19:59.346Z,,55,45.8,39.6,,,
2018-02-07T00:20:09.346Z,,55,45.7,39.5,,,
2018-02-07T00:20:19.348Z,,55,45.6,39.4,,,
2018-02-07T00:20:29.346Z,,55,45.5,39.3,,,
2018-02-07T00:20:39.346Z,,55,45.3,39.1,,,
2018-02-07T00:20:49.346Z,,55,45.2,,,,
2018-02-07T00:20:59.347Z,,55,45.1,38.9,,,
2018-02-07T00:21:09.348Z,,55,45,,,,
2018-02-07T00:21:19.346Z,,55,44.9,38.8,,,
2018-02-07T00:21:29.348Z,,55,44.9,38.6,,,
2018-02-07T00:21:39.348Z,,55,44.8,38.5,,,
2018-02-07T00:21:49.350Z,,55,44.7,,,,
2018-02-07T00:21:59.351Z,,55,44.5,,,,
2018-02-07T00:22:09.346Z,,55,44.4,38.6,,,
2018-02-07T00:22:19.346Z,,55,44.3,38.8,,,
2018-02-07T00:22:29.345Z,,55,44.2,39,,,
2018-02-07T00:22:39.346Z,,55,44.1,,,,
2018-02-07T00:22:49.346Z,,55,44.1,39.1,,,
2018-02-07T00:22:59.355Z,,55,44,39.3,,,
2018-02-07T00:23:09.353Z,,55,43.9,39.4,,,
2018-02-07T00:23:19.347Z,,55,43.7,,,,
2018-02-07T00:23:29.346Z,,55,43.6,39.5,,,
2018-02-07T00:23:39.346Z,,55,43.6,,,,
2018-02-07T00:23:49.346Z,,55,43.5,39.6,,,
2018-02-07T00:23:59.348Z,,55,43.4,39.8,,,
2018-02-07T00:24:09.346Z,,55,43.3,,,,
2018-02-07T00:24:19.346Z,,55,43.2,,,,
2018-02-07T00:24:29.348Z,,55,43.2,39.9,,,
2018-02-07T00:24:39.346Z,,55,43.1,,,,
2018-02-07T00:24:49.348Z,,55,43,40,,,
2018-02-07T00:24:59.346Z,,55,42.8,,,,
2018-02-07T00:25:09.346Z,,55,42.8,,,,
2018-02-07T00:25:19.346Z,,55,42.7,40.1,,,
2018-02-07T00:25:29.346Z,,55,42.6,,,,
2018-02-07T00:25:39.346Z,,55,42.5,,,,
2018-02-07T00:25:49.354Z,,55,42.5,40.2,,,
2018-02-07T00:25:59.348Z,,55,42.4,,,,
2018-02-07T00:26:09.346Z,,55,42.3,,,,
2018-02-07T00:26:19.346Z,,55,42.3,,,,
2018-02-07T00:26:29.347Z,,55,42.2,,,,
2018-02-07T00:26:39.346Z,,55,42,40.3,,,
2018-02-07T00:26:49.350Z,,55,42,,,,
2018-02-07T00:26:59.350Z,,55,41.9,,,,
2018-02-07T00:27:09.347Z,,55,41.8,,,,
2018-02-07T00:27:19.346Z,,55,41.8,,,,
2018-02-07T00:27:29.345Z,,55,41.7,40.5,,,
2018-02-07T00:27:39.345Z,,55,41.6,,,,
2018-02-07T00:27:49.348Z,,55,41.6,,,,
2018-02-07T00:27:59.345Z,,55,41.5,38.9,,,
2018-02-07T00:28:09.345Z,,55,41.4,36.9,,,
2018-02-07T00:28:19.346Z,,55,41.4,35.7,,,
2018-02-07T00:28:29.345Z,,55,41.2,34.8,,,
2018-02-07T00:28:39.346Z,,55,41.2,34.6,,,
2018-02-07T00:28:49.345Z,,55,41.1,34.7,,,
2018-02-07T00:28:59.347Z,,55,41,34.8,,,
2018-02-07T00:29:09.345Z,,55,41,34.7,,,
2018-02-07T00:29:19.345Z,,55,40.9,34.6,,,
2018-02-07T00:29:29.346Z,,55,40.8,34.4,,,
2018-02-07T00:29:39.345Z,,55,40.8,,,,
2018-02-07T00:29:49.345Z,,55,40.7,34.3,,,
2018-02-07T00:29:59.345Z,,55,40.7,,,,
2018-02-07T00:30:09.345Z,,55,40.6,34.2,,,
2018-02-07T00:30:19.348Z,,55,40.5,,,,
2018-02-07T00:30:29.345Z,,55,40.5,34.1,,,
2018-02-07T00:30:39.348Z,,55,40.3,34,,,
2018-02-07T00:30:49.346Z,,55,40.3,,,,
2018-02-07T00:30:59.353Z,1,55,40.2,35.2,80,0,
2018-02-07T00:31:09.350Z,,55,40.1,42.1,67,,
2018-02-07T00:31:19.355Z,1,55,40.1,44.2,0,0,
2018-02-07T00:31:29.346Z,,55,40,40.8,,,
2018-02-07T00:31:39.349Z,,55,40,38.8,,,
2018-02-07T00:31:49.347Z,,55,39.9,36.7,,,
2018-02-07T00:31:59.347Z,,55,39.9,35.8,,,
2018-02-07T00:32:09.356Z,,55,39.8,35.4,,,
2018-02-07T00:32:19.346Z,,55,39.8,35.3,,,
2018-02-07T00:32:29.349Z,,55,39.6,35.2,,,
2018-02-07T00:32:39.345Z,,55,39.5,34.9,,,
2018-02-07T00:32:49.347Z,,55,39.5,34.8,,,
2018-02-07T00:32:59.349Z,,55,39.4,34.6,,,
2018-02-07T00:33:09.345Z,,55,39.4,,,,
2018-02-07T00:33:19.346Z,,55,39.3,34.4,,,
2018-02-07T00:33:29.347Z,,55,39.3,34.3,,,
2018-02-07T00:33:39.345Z,,55,39.1,34.2,,,
2018-02-07T00:33:49.414Z,,55,39,,,,
2018-02-07T00:33:59.347Z,,55,39,34.1,,,
2018-02-07T00:34:09.345Z,,55,38.9,34,,,
2018-02-07T00:34:19.345Z,,55,38.9,33.8,,,
2018-02-07T00:34:29.344Z,,55,38.8,33.8,,,
2018-02-07T00:34:39.347Z,,55,38.8,,,,
2018-02-07T00:34:49.345Z,,55,38.6,33.7,,,
2018-02-07T00:34:59.345Z,,55,38.5,33.6,,,
2018-02-07T00:35:09.344Z,,55,38.5,,,,
2018-02-07T00:35:19.345Z,,55,38.5,33.5,,,
2018-02-07T00:35:29.345Z,,55,38.4,,,,
2018-02-07T00:35:39.345Z,,55,38.3,33.3,,,
2018-02-07T00:35:49.345Z,,55,38.3,33.2,,,
2018-02-07T00:35:59.345Z,1,55,38.1,35.2,79,0,
2018-02-07T00:36:09.345Z,,55,38.1,41.5,67,,
2018-02-07T00:36:19.345Z,,55,38,43.5,34,,
2018-02-07T00:36:29.349Z,,55,38,41.8,29,,
2018-02-07T00:36:39.345Z,,55,37.9,40.9,,,
2018-02-07T00:36:49.354Z,,55,37.9,39.9,,,
2018-02-07T00:36:59.351Z,,55,37.8,38.9,,,
2018-02-07T00:37:09.345Z,,55,37.8,38.5,,,
2018-02-07T00:37:19.345Z,,55,37.7,,,,
2018-02-07T00:37:29.344Z,,55,37.7,38.6,,,
2018-02-07T00:37:39.344Z,,55,37.7,38.9,,,
2018-02-07T00:37:49.344Z,,55,37.5,39,,,
2018-02-07T00:37:59.345Z,,55,37.4,39.2,,,
2018-02-07T00:38:09.344Z,,55,37.4,39.4,,,
2018-02-07T00:38:19.344Z,,55,37.3,39.5,,,
2018-02-07T00:38:29.345Z,,55,37.3,39.8,,,
2018-02-07T00:38:39.345Z,,55,37.3,40,,,
2018-02-07T00:38:49.344Z,,55,37.2,,,,
2018-02-07T00:38:59.344Z,,55,37.2,40.2,,,
2018-02-07T00:39:09.345Z,,55,37,40.3,,,
2018-02-07T00:39:19.344Z,,55,37,40.5,,,
2018-02-07T00:39:29.345Z,,55,36.9,40.7,,,
2018-02-07T00:39:39.344Z,,55,36.9,40.8,,,
2018-02-07T00:39:49.344Z,,55,36.9,40.9,,,
2018-02-07T00:39:59.345Z,,55,36.8,41,,,
2018-02-07T00:40:09.344Z,,55,36.8,41.1,,,
2018-02-07T00:40:19.350Z,,55,36.7,41.4,,,
2018-02-07T00:40:29.344Z,,55,36.7,41.5,,,
2018-02-07T00:40:39.344Z,,55,36.7,41.7,,,
2018-02-07T00:40:49.346Z,,55,36.5,41.8,,,
2018-02-07T00:40:59.344Z,,55,36.5,42,,,
2018-02-07T00:41:09.344Z,,55,36.5,,,,
2018-02-07T00:41:19.347Z,,55,36.4,42.3,,,
2018-02-07T00:41:29.345Z,,55,36.4,42.4,,,
2018-02-07T00:41:39.349Z,,55,36.4,42.5,,,
2018-02-07T00:41:49.354Z,,55,36.3,42.6,,,
2018-02-07T00:41:59.345Z,,55,36.3,42.7,,,
2018-02-07T00:42:09.357Z,,55,36.3,43,,,
2018-02-07T00:42:19.344Z,,55,36.2,43.1,,,
2018-02-07T00:42:29.369Z,,55,36.2,43.2,,,
2018-02-07T00:42:39.373Z,,55,36.2,43.3,,,
2018-02-07T00:42:49.344Z,,55,36.2,43.4,,,
2018-02-07T00:42:59.344Z,,55,36,43.6,,,
2018-02-07T00:43:09.345Z,,55,36,43.7,,,
2018-02-07T00:43:19.344Z,1,55,36,43.9,0,0,
2018-02-07T00:43:29.344Z,,55,36,41.9,,,
2018-02-07T00:43:39.344Z,,55,35.9,40.6,,,
2018-02-07T00:43:49.344Z,,55,35.9,39.5,,,
2018-02-07T00:43:59.347Z,,55,35.9,39.4,,,
2018-02-07T00:44:09.344Z,,55,35.9,39.7,,,
2018-02-07T00:44:19.344Z,,55,35.9,40.1,,,
2018-02-07T00:44:29.344Z,,55,35.9,40.7,,,
2018-02-07T00:44:39.344Z,,55,35.9,40.5,,,
2018-02-07T00:44:49.346Z,,55,35.9,40.2,,,
2018-02-07T00:44:59.349Z,,55,35.9,40.1,,,
2018-02-07T00:45:09.353Z,,55,35.9,39.9,,,
2018-02-07T00:45:19.344Z,,55,35.9,39.8,,,
2018-02-07T00:45:29.344Z,,55,35.9,39.5,,,
2018-02-07T00:45:39.344Z,,55,35.9,39.4,,,
2018-02-07T00:45:49.345Z,,55,35.9,,,,
2018-02-07T00:45:59.349Z,,55,35.9,39.3,,,
2018-02-07T00:46:09.347Z,,55,35.9,39.1,,,
2018-02-07T00:46:19.344Z,,55,35.8,39,,,
2018-02-07T00:46:29.347Z,,55,35.8,38.9,,,
2018-02-07T00:46:39.347Z,,55,35.8,,,,
2018-02-07T00:46:49.344Z,,55,35.8,38.8,,,
2018-02-07T00:46:59.348Z,,55,35.8,38.6,,,
2018-02-07T00:47:09.344Z,,55,35.8,38.5,,,
2018-02-07T00:47:19.349Z,,55,35.7,38.4,,,
2018-02-07T00:47:29.344Z,,55,35.7,,,,
2018-02-07T00:47:39.344Z,,55,35.7,,,,
2018-02-07T00:47:49.344Z,,55,35.7,38.5,,,
2018-02-07T00:47:59.345Z,0,55,35.7,38.8,,0,59
2018-02-07T00:48:09.344Z,,55,37.2,,,,
2018-02-07T00:48:19.344Z,,55,36.7,38.4,,,
2018-02-07T00:48:29.350Z,,55,36.4,38.3,,,
2018-02-07T00:48:39.344Z,,55,36.3,38.1,,,
2018-02-07T00:48:49.344Z,,55,36.2,38,,,
2018-02-07T00:48:59.344Z,1,55,36,,,0,40
2018-02-07T00:49:09.344Z,1,55,36,38.4,79,0,
2018-02-07T00:49:19.345Z,1,55,35.9,46.3,0,0,
2018-02-07T00:49:29.344Z,,55,35.9,45.9,,,
2018-02-07T00:49:39.344Z,,55,35.8,42.7,,,
2018-02-07T00:49:49.344Z,,55,35.8,39.8,,,
2018-02-07T00:49:59.344Z,,55,35.7,38.8,,,
2018-02-07T00:50:09.344Z,,55,35.7,37.8,,,
2018-02-07T00:50:19.344Z,,55,35.7,37.5,,,
2018-02-07T00:50:29.344Z,,55,35.6,37.7,,,
2018-02-07T00:50:39.344Z,,55,35.6,,,,
2018-02-07T00:50:49.345Z,,55,35.6,37.4,,,
2018-02-07T00:50:59.344Z,,55,35.4,37.3,,,
2018-02-07T00:51:09.343Z,,55,35.4,37.2,,,
2018-02-07T00:51:19.344Z,,55,35.3,37,,,
2018-02-07T00:51:29.346Z,,55,35.3,36.9,,,
2018-02-07T00:51:39.345Z,,55,35.3,,,,
2018-02-07T00:51:49.348Z,,55,35.2,36.8,,,
2018-02-07T00:51:59.349Z,,55,35.2,,,,
2018-02-07T00:52:09.344Z,,55,35.2,36.7,,,
2018-02-07T00:52:19.343Z,,55,35.1,36.5,,,
2018-02-07T00:52:29.344Z,,55,35.1,36.4,,,
2018-02-07T00:52:39.343Z,,55,35.1,36.3,,,
2018-02-07T00:52:49.343Z,,55,34.9,,,,
2018-02-07T00:52:59.343Z,,55,34.9,36.2,,,
2018-02-07T00:53:09.344Z,,55,34.9,36,,,
2018-02-07T00:53:19.344Z,,55,34.8,35.9,,,
2018-02-07T00:53:29.343Z,,55,34.8,,,,
2018-02-07T00:53:39.345Z,,55,34.7,36,,,
2018-02-07T00:53:49.343Z,,55,34.7,,,,
2018-02-07T00:53:59.345Z,,55,34.7,,,,
2018-02-07T00:54:09.420Z,,55,34.6,36.2,,,
2018-02-07T00:54:19.343Z,,55,34.6,,,,
2018-02-07T00:54:29.343Z,,55,34.6,,,,
2018-02-07T00:54:39.344Z,,55,34.4,36.3,,,
2018-02-07T00:54:49.344Z,,55,34.4,,,,
2018-02-07T00:54:59.347Z,,55,34.4,,,,
2018-02-07T00:55:09.343Z,,55,34.3,,,,
2018-02-07T00:55:19.343Z,,55,34.3,36.4,,,
2018-02-07T00:55:29.343Z,,55,34.3,,,,
2018-02-07T00:55:39.343Z,,55,34.2,,,,
2018-02-07T00:55:49.345Z,,55,34.2,,,,
2018-02-07T00:55:59.343Z,,55,34.2,,,,
2018-02-07T00:56:09.343Z,,55,34.1,,,,
2018-02-07T00:56:19.346Z,,55,34.1,36.5,,,
2018-02-07T00:56:29.343Z,,55,34.1,,,,
2018-02-07T00:56:39.349Z,,55,34,,,,
2018-02-07T00:56:49.349Z,,55,34,,,,
2018-02-07T00:56:59.346Z,,55,34,,,,
2018-02-07T00:57:09.350Z,,55,33.8,,,,
2018-02-07T00:57:19.344Z,,55,33.8,,,,
2018-02-07T00:57:29.346Z,,55,33.8,,,,
2018-02-07T00:57:39.345Z,,55,33.7,,,,
2018-02-07T00:57:49.343Z,,55,33.7,,,,
2018-02-07T00:57:59.343Z,,55,33.7,,,,
2018-02-07T00:58:09.343Z,,55,33.7,36.7,,,
2018-02-07T00:58:19.346Z,,55,33.6,35.9,,,
2018-02-07T00:58:29.343Z,,55,33.6,34.9,,,
2018-02-07T00:58:39.343Z,,55,33.5,33.8,,,
2018-02-07T00:58:49.343Z,1,55,33.5,38.1,79,0,
2018-02-07T00:58:59.343Z,,55,33.5,42.2,57,,
2018-02-07T00:59:09.346Z,,55,33.5,43.4,29,,
2018-02-07T00:59:19.343Z,,55,33.3,41.6,,,
2018-02-07T00:59:29.343Z,,55,33.3,40.5,,,
2018-02-07T00:59:39.343Z,,55,33.3,39.6,,,
2018-02-07T00:59:49.343Z,,55,33.3,38.9,,,
2018-02-07T00:59:59.343Z,,55,33.2,38.6,,,
2018-02-07T01:00:09.353Z,,55,33.2,39,,,
2018-02-07T01:00:19.344Z,,55,33.2,39.2,,,
2018-02-07T01:00:29.344Z,,55,33.1,39.3,,,
2018-02-07T01:00:39.343Z,,55,33.1,39.4,,,
2018-02-07T01:00:49.343Z,,55,33.1,39.5,,,
2018-02-07T01:00:59.345Z,,55,33.1,39.8,,,
2018-02-07T01:01:09.343Z,,55,33.1,40,,,
2018-02-07T01:01:19.344Z,,55,33,40.1,,,
2018-02-07T01:01:29.347Z,,55,33,40.2,,,
2018-02-07T01:01:39.347Z,,55,33,40.5,,,
2018-02-07T01:01:49.348Z,,55,33,40.6,,,
2018-02-07T01:01:59.347Z,,55,33,40.7,,,
2018-02-07T01:02:09.360Z,,55,32.8,40.8,,,
2018-02-07T01:02:19.343Z,,55,32.8,41,,,
2018-02-07T01:02:29.348Z,,55,32.8,41.1,,,
2018-02-07T01:02:39.343Z,,55,32.8,41.2,,,
2018-02-07T01:02:49.351Z,,55,32.8,41.5,,,
2018-02-07T01:02:59.343Z,,55,32.8,,,,
2018-02-07T01:03:09.366Z,,55,32.8,41.7,,,
2018-02-07T01:03:19.342Z,,55,32.8,41.9,,,
2018-02-07T01:03:29.343Z,,55,32.8,42,,,
2018-02-07T01:03:39.343Z,,55,32.8,42.2,,,
2018-02-07T01:03:49.343Z,,55,32.8,42.3,,,
2018-02-07T01:03:59.343Z,,55,32.8,42.4,,,
2018-02-07T01:04:09.392Z,,55,32.8,42.6,,,
2018-02-07T01:04:19.344Z,,55,33,42.7,,,
2018-02-07T01:04:29.342Z,,55,33,42.8,,,
2018-02-07T01:04:39.342Z,,55,33,43,,,
2018-02-07T01:04:49.342Z,,55,33,43.1,,,
2018-02-07T01:04:59.343Z,,55,33.1,43.3,,,
2018-02-07T01:05:09.342Z,,55,33.1,43.4,,,
2018-02-07T01:05:19.343Z,,55,33.1,43.5,,,
2018-02-07T01:05:29.344Z,,55,33.2,43.6,,,
2018-02-07T01:05:39.345Z,,55,33.2,43.7,,,
2018-02-07T01:05:49.346Z,1,55,33.3,43.9,0,0,
2018-02-07T01:05:59.344Z,,55,33.3,41.7,,,
2018-02-07T01:06:09.342Z,,55,33.3,40.5,,,
2018-02-07T01:06:19.344Z,,55,33.5,39.5,,,
2018-02-07T01:06:29.348Z,,55,33.5,,,,
2018-02-07T01:06:39.342Z,,55,33.6,39.7,,,
2018-02-07T01:06:49.348Z,,55,33.6,40.2,,,
2018-02-07T01:06:59.350Z,,55,33.7,40.7,,,
2018-02-07T01:07:09.345Z,,55,33.7,40.5,,,
2018-02-07T01:07:19.348Z,,55,33.8,40.2,,,
2018-02-07T01:07:29.343Z,1,55,33.8,40.1,0,0,40
2018-02-07T01:07:39.344Z,,55,33.8,39.9,,,
2018-02-07T01:07:49.342Z,,55,34,39.8,,,
2018-02-07T01:07:59.342Z,,55,34,39.6,,,
2018-02-07T01:08:09.342Z,,55,34,39.5,,,
2018-02-07T01:08:19.342Z,,55,34.1,39.4,,,
2018-02-07T01:08:29.342Z,,55,34.1,,,,
2018-02-07T01:08:39.343Z,,55,34.1,39.3,,,
2018-02-07T01:08:49.370Z,,55,34.1,39.1,,,
2018-02-07T01:08:59.347Z,,55,34.1,39,,,
2018-02-07T01:09:09.344Z,,55,34.1,38.9,,,
2018-02-07T01:09:19.342Z,,55,34.1,38.8,,,
2018-02-07T01:09:29.342Z,,55,34.1,38.6,,,
2018-02-07T01:09:39.342Z,,55,34.1,,,,
2018-02-07T01:09:49.342Z,,55,34.1,38.5,,,
2018-02-07T01:09:59.342Z,,55,34.1,38.4,,,
2018-02-07T01:10:09.383Z,,55,34.1,38.3,,,
2018-02-07T01:10:19.342Z,,55,34.1,,,,
2018-02-07T01:10:29.342Z,,55,34.1,,,,
2018-02-07T01:10:39.343Z,,55,34.1,38.4,,,
2018-02-07T01:10:49.342Z,,55,34.1,38.5,,,
2018-02-07T01:10:59.344Z,,55,34.1,38.6,,,
2018-02-07T01:11:09.348Z,,55,34.1,38.8,,,
2018-02-07T01:11:19.345Z,,55,34,38.9,,,
2018-02-07T01:11:29.344Z,,55,34,39,,,
2018-02-07T01:11:39.343Z,,55,34,,,,
2018-02-07T01:11:49.354Z,,55,34,39.1,,,
2018-02-07T01:11:59.342Z,,55,34,,,,
2018-02-07T01:12:09.348Z,,55,34,39.3,,,
2018-02-07T01:12:19.344Z,,55,34,,,,
2018-02-07T01:12:29.342Z,,55,34,39.4,,,
2018-02-07T01:12:39.344Z,,55,33.8,,,,
2018-02-07T01:12:49.341Z,,55,33.8,39.5,,,
2018-02-07T01:12:59.341Z,,55,33.8,,,,
2018-02-07T01:13:09.342Z,,55,33.8,,,,
2018-02-07T01:13:19.343Z,,55,33.8,39.6,,,
2018-02-07T01:13:29.345Z,,55,33.7,,,,
2018-02-07T01:13:39.342Z,,55,33.7,,,,
2018-02-07T01:13:49.341Z,,55,33.7,,,,
2018-02-07T01:13:59.536Z,,55,33.7,39.8,,,
2018-02-07T01:14:09.343Z,,55,33.7,,,,
2018-02-07T01:14:19.345Z,,55,33.6,,,,
2018-02-07T01:14:29.344Z,,55,33.6,39.9,,,
2018-02-07T01:14:39.341Z,,55,33.6,,,,
2018-02-07T01:14:49.446Z,,55,33.6,,,,
2018-02-07T01:14:59.342Z,,55,33.5,,,,
2018-02-07T01:15:09.344Z,,55,33.5,,,,
2018-02-07T01:15:19.350Z,,55,33.5,40,,,
2018-02-07T01:15:29.344Z,,55,33.5,,,,
2018-02-07T01:15:39.343Z,,55,33.5,,,,
2018-02-07T01:15:49.345Z,,55,33.3,,,,
2018-02-07T01:15:59.342Z,,55,33.3,,,,
2018-02-07T01:16:09.346Z,,55,33.3,,,,
2018-02-07T01:16:19.342Z,,55,33.3,,,,
2018-02-07T01:16:29.345Z,,55,33.3,38.5,,,
2018-02-07T01:16:39.348Z,,55,33.2,36.8,,,
2018-02-07T01:16:49.341Z,,55,33.2,35.7,,,
2018-02-07T01:16:59.346Z,,55,33.2,34.6,,,
2018-02-07T01:17:09.341Z,,55,33.2,34.3,,,
2018-02-07T01:17:19.341Z,,55,33.2,34.4,,,
2018-02-07T01:17:29.341Z,,55,33.1,34.6,,,
