Time,HwTSet,HwActive,ActPow,PrimTSet,HwTOutlet,PrimT,ChActive
2018-02-12T00:00:03.764Z,55,,,,33.8,38.5,
2018-02-12T00:00:13.765Z,55,,,,33.8,38.4,
2018-02-12T00:00:23.764Z,55,,,,33.8,,
2018-02-12T00:00:33.765Z,55,,,,33.8,,
2018-02-12T00:00:43.765Z,55,,,,33.8,38.5,
2018-02-12T00:00:53.769Z,55,,,,33.7,38.6,
2018-02-12T00:01:03.764Z,55,,,,33.7,38.8,
2018-02-12T00:01:13.764Z,55,,,,33.7,38.9,
2018-02-12T00:01:23.765Z,55,,,,33.7,39,
2018-02-12T00:01:33.764Z,55,,,,33.7,,
2018-02-12T00:01:43.765Z,55,,,,33.7,39.1,
2018-02-12T00:01:53.766Z,55,,,,33.7,39.3,
2018-02-12T00:02:03.790Z,55,,,,33.7,,
2018-02-12T00:02:13.765Z,55,,,,33.7,39.4,
2018-02-12T00:02:23.764Z,55,,,,33.6,,
2018-02-12T00:02:33.771Z,55,,,,33.6,39.5,
2018-02-12T00:02:43.764Z,55,,,,33.6,,
2018-02-12T00:02:53.766Z,55,,,,33.6,,
2018-02-12T00:03:03.764Z,55,,,,33.6,39.6,
2018-02-12T00:03:13.764Z,55,,,,33.6,,
2018-02-12T00:03:23.765Z,55,,,,33.5,39.8,
2018-02-12T00:03:33.765Z,55,,,,33.5,,
2018-02-12T00:03:43.764Z,55,,,,33.5,,
2018-02-12T00:03:53.765Z,55,,,,33.5,39.9,
2018-02-12T00:04:03.764Z,55,,,,33.5,,
2018-02-12T00:04:13.764Z,55,,,,33.3,,
2018-02-12T00:04:23.764Z,55,,,,33.3,40,
2018-02-12T00:04:33.764Z,55,,,,33.3,40,
2018-02-12T00:04:43.800Z,55,,,,33.3,,
2018-02-12T00:04:53.766Z,55,,,,33.3,,
2018-02-12T00:05:03.766Z,55,,,,33.3,,
2018-02-12T00:05:13.764Z,55,,,,33.2,40.1,
2018-02-12T00:05:23.765Z,55,,,,33.2,,
2018-02-12T00:05:33.766Z,55,,,,33.2,,
2018-02-12T00:05:43.764Z,55,,,,33.2,,
2018-02-12T00:05:53.766Z,55,,,,33.1,,
2018-02-12T00:06:03.765Z,55,,,,33.1,,
2018-02-12T00:06:13.764Z,55,,,,33.1,40.2,
2018-02-12T00:06:23.771Z,55,,,,33.1,,
2018-02-12T00:06:33.765Z,55,,,,33.1,38.6,
2018-02-12T00:06:43.764Z,55,,,,33,36.8,
2018-02-12T00:06:53.768Z,55,,,,33,35.8,
2018-02-12T00:07:03.764Z,55,,,,33,34.8,
2018-02-12T00:07:13.764Z,55,,,,33,34.4,
2018-02-12T00:07:23.771Z,55,,,,33,,
2018-02-12T00:07:33.766Z,55,,,,32.8,34.6,
2018-02-12T00:07:43.764Z,55,,,,32.8,,
2018-02-12T00:07:53.764Z,55,,,,32.8,34.4,
2018-02-12T00:08:03.764Z,55,,,,32.8,34.3,
2018-02-12T00:08:13.765Z,55,,,,32.8,,
2018-02-12T00:08:23.764Z,55,,,,32.7,34.2,
2018-02-12T00:08:33.764Z,55,,,,32.7,,
2018-02-12T00:08:43.774Z,55,,,,32.7,34.1,
2018-02-12T00:08:53.764Z,55,,,,32.7,,
2018-02-12T00:09:03.765Z,55,,,,32.6,34,
2018-02-12T00:09:13.764Z,55,0,79,,32.6,35.2,2
2018-02-12T00:09:23.764Z,55,,75,,32.6,41.1,
2018-02-12T00:09:33.764Z,55,,0,,32.6,44,
2018-02-12T00:09:43.765Z,55,0,,,32.5,41.6,2
2018-02-12T00:09:53.764Z,55,,,,32.5,38.7,
2018-02-12T00:10:03.766Z,55,,,,32.5,36.7,
2018-02-12T00:10:13.764Z,55,,,,32.5,35.9,
2018-02-12T00:10:23.764Z,55,,,,32.5,35.6,
2018-02-12T00:10:33.764Z,55,,,,32.3,35.3,
2018-02-12T00:10:43.763Z,55,,,,32.3,35.2,
2018-02-12T00:10:53.764Z,55,,,,32.3,34.9,
2018-02-12T00:11:03.763Z,55,,,,32.3,34.8,
2018-02-12T00:11:13.764Z,55,,,,32.3,34.7,
2018-02-12T00:11:23.764Z,55,,,,32.2,34.6,
2018-02-12T00:11:33.989Z,55,,,,32.2,34.4,
2018-02-12T00:11:43.764Z,55,,,,32.2,34.3,
2018-02-12T00:11:53.764Z,55,,,,32.2,,
2018-02-12T00:12:03.764Z,55,,,,32.2,34.2,
2018-02-12T00:12:13.768Z,55,,,,32.1,34.1,
2018-02-12T00:12:23.763Z,55,,,,32.1,,
2018-02-12T00:12:33.772Z,55,,,,32.1,34,
2018-02-12T00:12:43.763Z,55,,,,32.1,33.8,
2018-02-12T00:12:53.763Z,55,,,,32.1,,
2018-02-12T00:13:03.763Z,55,,,,32,33.7,
2018-02-12T00:13:13.763Z,55,,,,32,,
2018-02-12T00:13:23.763Z,55,,,,32,33.6,
2018-02-12T00:13:33.763Z,55,,,,32,33.5,
2018-02-12T00:13:43.763Z,55,,,,31.9,,
2018-02-12T00:13:53.763Z,55,,,,31.9,33.3,
2018-02-12T00:14:03.763Z,55,,,,31.9,,
2018-02-12T00:14:13.763Z,55,0,79,,31.9,34.1,2
2018-02-12T00:14:23.763Z,55,,71,,31.7,41,
2018-02-12T00:14:33.763Z,55,,37,,31.7,43.3,
2018-02-12T00:14:43.763Z,55,,29,,31.7,41.9,
2018-02-12T00:14:53.763Z,55,,,,31.7,40.7,
2018-02-12T00:15:03.764Z,55,,,,31.7,39.8,
2018-02-12T00:15:13.763Z,55,,,,31.6,38.8,
2018-02-12T00:15:23.764Z,55,,,,31.6,38.3,
2018-02-12T00:15:33.814Z,55,,,,31.6,38.4,
2018-02-12T00:15:43.764Z,55,,,,31.6,38.5,
2018-02-12T00:15:53.763Z,55,,,,31.6,38.7,
2018-02-12T00:16:03.765Z,55,,,,31.6,39,
2018-02-12T00:16:13.763Z,55,,,,31.5,,
2018-02-12T00:16:23.763Z,55,,,,31.5,39.2,
2018-02-12T00:16:33.763Z,55,,,,31.5,39.4,
2018-02-12T00:16:43.766Z,55,,,,31.5,39.7,
2018-02-12T00:16:53.763Z,55,,,,31.5,39.8,
2018-02-12T00:17:03.766Z,55,,,,31.5,40,
2018-02-12T00:17:13.763Z,55,,,,31.5,40.1,
2018-02-12T00:17:23.763Z,55,,,,31.4,40.2,
2018-02-12T00:17:33.770Z,55,,,,31.4,40.3,
2018-02-12T00:17:43.764Z,55,,,,31.4,40.5,
2018-02-12T00:17:53.764Z,55,0,29,40,31.4,40.6,2
2018-02-12T00:18:03.763Z,55,,,,31.4,40.8,
2018-02-12T00:18:13.763Z,55,,,,31.4,40.9,
2018-02-12T00:18:23.763Z,55,,,,31.4,41,
2018-02-12T00:18:33.768Z,55,,,,31.5,41.1,
2018-02-12T00:18:43.763Z,55,,,,31.5,41.4,
2018-02-12T00:18:53.763Z,55,,,,31.5,41.5,
2018-02-12T00:19:03.763Z,55,,,,31.5,41.6,
2018-02-12T00:19:13.763Z,55,,,,31.6,41.7,
2018-02-12T00:19:23.763Z,55,,,,31.6,41.9,
2018-02-12T00:19:33.787Z,55,,,,31.6,42,
2018-02-12T00:19:43.787Z,55,,,,31.7,42.2,
2018-02-12T00:19:53.763Z,55,,,,31.7,42.3,
2018-02-12T00:20:03.763Z,55,,,,31.7,42.4,
2018-02-12T00:20:13.763Z,55,,,,31.9,42.5,
2018-02-12T00:20:23.764Z,55,,,,31.9,42.7,
2018-02-12T00:20:33.763Z,55,,,,32,43,
2018-02-12T00:20:43.763Z,55,,,,32,,
2018-02-12T00:20:53.764Z,55,,,,32.1,43.1,
2018-02-12T00:21:03.763Z,55,,,,32.1,43.2,
2018-02-12T00:21:13.777Z,55,,,,32.2,43.3,
2018-02-12T00:21:23.763Z,55,,,,32.2,43.5,
2018-02-12T00:21:33.763Z,55,,,,32.3,43.6,
2018-02-12T00:21:43.763Z,55,,,,32.3,43.7,
2018-02-12T00:21:53.765Z,55,,0,,32.5,44,
2018-02-12T00:22:03.763Z,55,0,,,32.5,42.6,2
2018-02-12T00:22:13.763Z,55,,,,32.6,40.8,
2018-02-12T00:22:23.768Z,55,,,,32.6,40,
2018-02-12T00:22:33.763Z,55,,,,32.7,39.6,
2018-02-12T00:22:43.772Z,55,,,,32.8,39.8,
2018-02-12T00:22:53.881Z,55,,,,32.8,40.1,
2018-02-12T00:23:03.764Z,55,,,,33,40.7,
2018-02-12T00:23:13.763Z,55,,,,33,,
2018-02-12T00:23:23.762Z,55,,,,33.1,40.5,
2018-02-12T00:23:33.763Z,55,,,,33.1,40.2,
2018-02-12T00:23:43.763Z,55,,,,33.2,40.1,
2018-02-12T00:23:53.766Z,55,,,,33.2,39.9,
2018-02-12T00:24:03.764Z,55,,,,33.3,39.8,
2018-02-12T00:24:13.808Z,55,,,,33.3,39.6,
2018-02-12T00:24:23.763Z,55,,,,33.3,39.5,
2018-02-12T00:24:33.763Z,55,,,,33.3,39.4,
2018-02-12T00:24:43.762Z,55,,,,33.3,,
2018-02-12T00:24:53.763Z,55,,,,33.5,39.3,
2018-02-12T00:25:03.763Z,55,,,,33.5,39.1,
2018-02-12T00:25:13.764Z,55,,,,33.5,39,
2018-02-12T00:25:23.763Z,55,,,,33.5,38.9,
2018-02-12T00:25:33.763Z,55,,,,33.5,,
2018-02-12T00:25:43.763Z,55,,,,33.5,38.8,
2018-02-12T00:25:53.762Z,55,,,,33.5,38.6,
2018-02-12T00:26:03.762Z,55,,,,33.5,38.5,
2018-02-12T00:26:13.762Z,55,,,,33.5,38.4,
2018-02-12T00:26:23.763Z,55,,,,33.5,,
2018-02-12T00:26:33.762Z,55,,,,33.5,,
2018-02-12T00:26:43.772Z,55,,,,33.5,38.5,
2018-02-12T00:26:53.762Z,55,,,,33.5,38.6,
2018-02-12T00:27:03.763Z,55,,,,33.5,38.8,
2018-02-12T00:27:13.767Z,55,,,,33.5,38.9,
2018-02-12T00:27:23.762Z,55,,,,33.5,39,
2018-02-12T00:27:33.763Z,55,,,,33.5,39.1,
2018-02-12T00:27:43.762Z,55,,,,33.5,,
2018-02-12T00:27:53.762Z,55,,,,33.3,39.3,
2018-02-12T00:28:03.762Z,55,,,,33.3,,
2018-02-12T00:28:14.135Z,55,,,,33.3,39.4,
2018-02-12T00:28:23.879Z,55,,,,33.3,,
2018-02-12T00:28:33.846Z,55,,,,33.3,39.5,
2018-02-12T00:28:43.900Z,55,,,,33.3,,
2018-02-12T00:28:53.871Z,55,,,,33.3,39.6,
2018-02-12T00:29:03.773Z,55,,,,33.3,,
2018-02-12T00:29:13.762Z,55,,,,33.2,,
2018-02-12T00:29:23.787Z,55,,,,33.2,39.8,
2018-02-12T00:29:33.763Z,55,,,,33.2,,
2018-02-12T00:29:43.762Z,55,,,,33.2,,
2018-02-12T00:29:53.762Z,55,,,,33.2,39.9,
2018-02-12T00:30:03.767Z,55,,,,33.2,,
2018-02-12T00:30:13.764Z,55,,,,33.1,,
2018-02-12T00:30:23.762Z,55,,,,33.1,40,
2018-02-12T00:30:33.768Z,55,,,,33.1,,
2018-02-12T00:30:43.762Z,55,,,,33.1,,
2018-02-12T00:30:53.763Z,55,,,,33.1,,
2018-02-12T00:31:03.763Z,55,,,,33,,
2018-02-12T00:31:13.763Z,55,,,,33,,
2018-02-12T00:31:23.762Z,55,,,,33,40.1,
2018-02-12T00:31:33.763Z,55,,,,33,,
2018-02-12T00:31:43.762Z,55,,,,33,,
2018-02-12T00:31:53.765Z,55,,,,32.8,,
2018-02-12T00:32:03.767Z,55,,,,32.8,40.2,
2018-02-12T00:32:13.762Z,55,,,,32.8,,
2018-02-12T00:32:23.762Z,55,,,,32.8,,
2018-02-12T00:32:33.762Z,55,,,,32.8,38.6,
2018-02-12T00:32:43.762Z,55,,,,32.8,36.8,
2018-02-12T00:32:53.762Z,55,,,,32.7,35.7,
2018-02-12T00:33:03.790Z,55,,,,32.7,34.7,
2018-02-12T00:33:13.763Z,55,,,,32.7,34.4,
2018-02-12T00:33:23.762Z,55,,,,32.7,,
2018-02-12T00:33:33.762Z,55,,,,32.6,34.6,
2018-02-12T00:33:43.762Z,55,,,,32.6,,
2018-02-12T00:33:53.762Z,55,,,,32.6,34.4,
2018-02-12T00:34:03.762Z,55,,,,32.6,34.3,
2018-02-12T00:34:13.761Z,55,,,,32.6,,
2018-02-12T00:34:23.762Z,55,,,,32.5,34.2,
2018-02-12T00:34:33.763Z,55,,,,32.5,,
2018-02-12T00:34:43.765Z,55,,,,32.5,34.1,
2018-02-12T00:34:53.775Z,55,,,,32.5,,
2018-02-12T00:35:03.761Z,55,,,,32.5,34,
2018-02-12T00:35:13.763Z,55,0,80,,32.3,35.5,2
2018-02-12T00:35:23.763Z,55,,65,,32.3,42.2,
2018-02-12T00:35:33.946Z,55,,40,,32.3,43.8,
2018-02-12T00:35:43.761Z,55,,29,,32.3,42.6,
2018-02-12T00:35:53.762Z,55,,,,32.2,40.8,
2018-02-12T00:36:03.762Z,55,,,,32.2,39.9,
2018-02-12T00:36:13.762Z,55,,,,32.2,39.3,
2018-02-12T00:36:23.764Z,55,,,,32.2,39,
2018-02-12T00:36:33.768Z,55,,,,32.1,39.1,
2018-02-12T00:36:43.761Z,55,,,,32.1,39.3,
2018-02-12T00:36:53.766Z,55,,,,32.1,39.5,
2018-02-12T00:37:03.761Z,55,,,,32.1,39.7,
2018-02-12T00:37:13.763Z,55,,,,32.1,39.8,
2018-02-12T00:37:23.770Z,55,,,,32.1,40,
2018-02-12T00:37:33.762Z,55,,,,32,40.2,
2018-02-12T00:37:44.016Z,55,,,,32,40.3,
2018-02-12T00:37:53.763Z,55,,,,32,40.5,
2018-02-12T00:38:03.761Z,55,,,,32,40.7,
2018-02-12T00:38:13.765Z,55,,,,32,,
2018-02-12T00:38:23.761Z,55,,,,32,40.9,
2018-02-12T00:38:33.762Z,55,,,,32,41,
2018-02-12T00:38:43.762Z,55,,,,32,41.1,
2018-02-12T00:38:53.761Z,55,,,,32,41.2,
2018-02-12T00:39:03.762Z,55,,,,32,41.5,
2018-02-12T00:39:13.763Z,55,,,,32,41.6,
2018-02-12T00:39:23.762Z,55,,,,32,41.7,
2018-02-12T00:39:33.761Z,55,,,,32,41.9,
2018-02-12T00:39:43.761Z,55,,,,32,42,
2018-02-12T00:39:53.763Z,55,,,,32.1,42.2,
2018-02-12T00:40:03.761Z,55,,,,32.1,42.3,
2018-02-12T00:40:13.761Z,55,,,,32.1,42.4,
2018-02-12T00:40:23.761Z,55,,,,32.1,42.5,
2018-02-12T00:40:33.761Z,55,,,,32.1,42.6,
2018-02-12T00:40:43.845Z,55,,,,32.2,42.7,
2018-02-12T00:40:53.763Z,55,,,,32.2,43,
2018-02-12T00:41:03.761Z,55,,,,32.2,43.1,
2018-02-12T00:41:13.764Z,55,,,,32.3,43.2,
2018-02-12T00:41:23.761Z,55,,,,32.3,43.3,
2018-02-12T00:41:33.763Z,55,,,,32.5,43.4,
2018-02-12T00:41:43.764Z,55,,,,32.5,43.5,
2018-02-12T00:41:53.762Z,55,,,,32.6,43.6,
2018-02-12T00:42:03.761Z,55,,,,32.6,43.9,
2018-02-12T00:42:13.768Z,55,0,0,,32.7,43.8,2
2018-02-12T00:42:23.761Z,55,,,,32.7,41.7,
2018-02-12T00:42:33.761Z,55,,,,32.8,39.9,
2018-02-12T00:42:43.761Z,55,,,,32.8,39.6,
2018-02-12T00:42:53.762Z,55,,,,33,39.7,
2018-02-12T00:43:03.761Z,55,,,,33,40.1,
2018-02-12T00:43:13.761Z,55,,,,33.1,40.6,
2018-02-12T00:43:23.761Z,55,,,,33.2,40.8,
2018-02-12T00:43:33.761Z,55,,,,33.2,40.6,
2018-02-12T00:43:43.761Z,55,,,,33.3,40.3,
2018-02-12T00:43:53.764Z,55,,,,33.3,40.1,
2018-02-12T00:44:03.788Z,55,,,,33.3,39.9,
2018-02-12T00:44:13.761Z,55,,,,33.3,,
2018-02-12T00:44:23.761Z,55,,,,33.5,39.6,
2018-02-12T00:44:33.761Z,55,,,,33.5,39.5,
2018-02-12T00:44:43.761Z,55,,,,33.5,,
2018-02-12T00:44:53.780Z,55,,,,33.6,39.4,
2018-02-12T00:45:03.761Z,55,,,,33.6,39.3,
2018-02-12T00:45:13.764Z,55,,,,33.6,,
2018-02-12T00:45:23.776Z,55,,,,33.6,39.1,
2018-02-12T00:45:33.763Z,55,,,,33.6,39,
2018-02-12T00:45:44.068Z,55,,,,33.6,38.9,
2018-02-12T00:45:53.763Z,55,,,,33.6,38.8,
2018-02-12T00:46:03.762Z,55,,,,33.6,38.6,
2018-02-12T00:46:13.761Z,55,,,,33.6,,
2018-02-12T00:46:23.761Z,55,,,,33.6,,
2018-02-12T00:46:33.767Z,55,,,,33.6,38.9,
2018-02-12T00:46:43.761Z,55,,,,33.6,39,
2018-02-12T00:46:53.761Z,55,,,,33.6,39.1,
2018-02-12T00:47:03.766Z,55,,,,33.6,39.3,
2018-02-12T00:47:13.761Z,55,,,,33.6,,
2018-02-12T00:47:23.782Z,55,,,,33.6,39.4,
2018-02-12T00:47:33.763Z,55,,,,33.6,39.5,
2018-02-12T00:47:43.762Z,55,,,,33.5,,
2018-02-12T00:47:53.762Z,55,,,,33.5,39.6,
2018-02-12T00:48:03.761Z,55,,,,33.5,39.8,
2018-02-12T00:48:14.144Z,55,,,,33.5,,
2018-02-12T00:48:23.782Z,55,,,,33.5,39.9,
2018-02-12T00:48:33.788Z,55,,,,33.5,,
2018-02-12T00:48:43.832Z,55,,,,33.5,40,
2018-02-12T00:48:53.760Z,55,,,,33.5,,
2018-02-12T00:49:03.761Z,55,,,,33.3,,
2018-02-12T00:49:13.760Z,55,,,,33.3,40.1,
2018-02-12T00:49:23.760Z,55,,,,33.3,,
2018-02-12T00:49:33.761Z,55,,,,33.3,,
2018-02-12T00:49:43.762Z,55,,,,33.3,40.2,
2018-02-12T00:49:53.760Z,55,,,,33.3,,
2018-02-12T00:50:03.760Z,55,,,,33.2,,
2018-02-12T00:50:13.762Z,55,,,,33.2,40.3,
2018-02-12T00:50:23.763Z,55,,,,33.2,,
2018-02-12T00:50:33.760Z,55,,,,33.2,,
2018-02-12T00:50:43.761Z,55,,,,33.2,,
2018-02-12T00:50:53.760Z,55,,,,33.1,40.5,
2018-02-12T00:51:03.760Z,55,,,,33.1,,
2018-02-12T00:51:13.760Z,55,,,,33.1,,
2018-02-12T00:51:23.796Z,55,,,,33.1,,
2018-02-12T00:51:33.761Z,55,,,,33.1,,
2018-02-12T00:51:43.760Z,55,,,,33,,
2018-02-12T00:51:53.763Z,55,,,,33,40.6,
2018-02-12T00:52:03.761Z,55,,,,33,,
2018-02-12T00:52:13.799Z,55,,,,33,,
2018-02-12T00:52:23.772Z,55,,,,33,38.6,
2018-02-12T00:52:33.761Z,55,,,,33,36.8,
2018-02-12T00:52:43.761Z,55,,,,32.8,35.6,
2018-02-12T00:52:53.760Z,55,,,,32.8,34.7,
2018-02-12T00:53:03.760Z,55,,,,32.8,34.6,
2018-02-12T00:53:13.816Z,55,,,,32.8,34.8,
2018-02-12T00:53:23.779Z,55,,,,32.7,,
2018-02-12T00:53:33.762Z,55,,,,32.7,34.7,
2018-02-12T00:53:43.762Z,55,,,,32.7,34.6,
2018-02-12T00:53:53.760Z,55,,,,32.7,,
2018-02-12T00:54:03.763Z,55,,,,32.7,34.4,
2018-02-12T00:54:13.760Z,55,,,,32.6,,
2018-02-12T00:54:23.760Z,55,,,,32.6,34.3,
2018-02-12T00:54:33.780Z,55,,,,32.6,,
2018-02-12T00:54:43.761Z,55,,,,32.6,34.2,
2018-02-12T00:54:54.154Z,55,,,,32.5,34.1,
2018-02-12T00:55:03.760Z,55,,,,32.5,,
2018-02-12T00:55:13.760Z,55,,,,32.5,34,
2018-02-12T00:55:23.784Z,55,,,,32.5,,
2018-02-12T00:55:33.774Z,55,0,79,,32.5,38.4,2
2018-02-12T00:55:43.762Z,55,,57,,32.3,43.1,
2018-02-12T00:55:53.839Z,55,0,0,,32.3,43.8,2
2018-02-12T00:56:03.760Z,55,,,,32.3,39.8,
2018-02-12T00:56:13.762Z,55,,,,32.3,37.8,
2018-02-12T00:56:23.760Z,55,,,,32.2,36.4,
2018-02-12T00:56:33.762Z,55,,,,32.2,35.7,
2018-02-12T00:56:43.764Z,55,,,,32.2,35.4,
2018-02-12T00:56:53.761Z,55,,,,32.2,35.3,
2018-02-12T00:57:03.760Z,55,,,,32.2,34.9,
2018-02-12T00:57:13.768Z,55,,,,32.1,,
2018-02-12T00:57:23.760Z,55,,,,32.1,34.7,
2018-02-12T00:57:33.886Z,55,,,,32.1,34.6,
2018-02-12T00:57:43.760Z,55,,,,32.1,34.4,
2018-02-12T00:57:53.760Z,55,,,,32,34.3,
2018-02-12T00:58:03.760Z,55,,,,32,,
2018-02-12T00:58:13.760Z,55,,,,32,34.2,
2018-02-12T00:58:23.760Z,55,,,,32,,
2018-02-12T00:58:33.760Z,55,,,,32,34.1,
2018-02-12T00:58:43.760Z,55,,,,32,34,
2018-02-12T00:58:53.759Z,55,0,,,31.9,33.8,2
2018-02-12T00:59:03.762Z,55,,,,31.9,,
2018-02-12T00:59:13.760Z,55,,,,31.9,33.7,
2018-02-12T00:59:23.762Z,55,,,,31.9,33.6,
2018-02-12T00:59:33.760Z,55,,,,31.7,,
2018-02-12T00:59:43.760Z,55,,,,31.7,33.5,
2018-02-12T00:59:53.760Z,55,,,,31.7,,
2018-02-12T01:00:03.760Z,55,,,,31.7,33.3,
2018-02-12T01:00:13.759Z,55,,,,31.6,,
2018-02-12T01:00:23.759Z,55,,,,31.6,33.2,
2018-02-12T01:00:33.760Z,55,0,79,,31.6,36.6,2
2018-02-12T01:00:43.831Z,55,,58,,31.6,42.1,
2018-02-12T01:00:53.760Z,55,,29,,31.6,42.8,
2018-02-12T01:01:03.766Z,55,,,,31.5,41.7,
2018-02-12T01:01:13.760Z,55,,,,31.5,39.9,
2018-02-12T01:01:23.760Z,55,,,,31.5,39.3,
2018-02-12T01:01:33.761Z,55,,,,31.5,38.6,
2018-02-12T01:01:43.759Z,55,,,,31.5,38.3,
2018-02-12T01:01:53.760Z,55,,,,31.5,38.5,
2018-02-12T01:02:03.764Z,55,,,,31.4,38.6,
2018-02-12T01:02:13.759Z,55,,,,31.4,38.7,
2018-02-12T01:02:23.760Z,55,,,,31.4,39,
2018-02-12T01:02:33.760Z,55,,,,31.4,39.1,
2018-02-12T01:02:43.760Z,55,,,,31.4,39.3,
2018-02-12T01:02:53.759Z,55,,,,31.4,39.4,
2018-02-12T01:03:03.764Z,55,,,,31.4,39.7,
2018-02-12T01:03:13.760Z,55,,,,31.2,39.9,
2018-02-12T01:03:23.759Z,55,,30,,31.2,40,
2018-02-12T01:03:33.760Z,55,,29,,31.2,40.2,
2018-02-12T01:03:43.759Z,55,,,,31.2,40.3,
2018-02-12T01:03:53.759Z,55,,,,31.2,40.5,
2018-02-12T01:04:03.804Z,55,,,,31.2,40.6,
2018-02-12T01:04:13.759Z,55,,,,31.2,40.7,
2018-02-12T01:04:23.760Z,55,,,,31.2,40.8,
2018-02-12T01:04:33.759Z,55,,,,31.2,41,
2018-02-12T01:04:43.760Z,55,,,,31.2,41.1,
2018-02-12T01:04:53.760Z,55,,,,31.2,41.2,
2018-02-12T01:05:03.759Z,55,,,,31.4,41.4,
2018-02-12T01:05:13.760Z,55,,,,31.4,41.5,
2018-02-12T01:05:23.761Z,55,,,,31.4,41.6,
2018-02-12T01:05:33.762Z,55,,,,31.5,41.8,
2018-02-12T01:05:43.764Z,55,,,,31.5,41.9,
2018-02-12T01:05:53.759Z,55,,,,31.5,42.2,
2018-02-12T01:06:03.759Z,55,,,,31.5,42.3,
2018-02-12T01:06:14.093Z,55,,,,31.6,42.4,
2018-02-12T01:06:23.764Z,55,,,,31.6,42.5,
2018-02-12T01:06:33.759Z,55,,,,31.7,42.6,
2018-02-12T01:06:43.759Z,55,,,,31.7,42.8,
2018-02-12T01:06:53.780Z,55,,,,31.9,43,
2018-02-12T01:07:03.759Z,55,,,,31.9,43.1,
2018-02-12T01:07:13.761Z,55,,,,32,43.2,
2018-02-12T01:07:23.759Z,55,,,,32,43.3,
2018-02-12T01:07:33.759Z,55,,,,32,43.4,
2018-02-12T01:07:43.759Z,55,,,,32.1,43.5,
2018-02-12T01:07:53.759Z,55,,,,32.2,43.7,
2018-02-12T01:08:03.762Z,55,,,,32.2,43.9,
2018-02-12T01:08:13.759Z,55,0,0,,32.3,43.8,2
2018-02-12T01:08:24.039Z,55,,,,32.3,41.5,
2018-02-12T01:08:33.760Z,55,,,,32.5,40.2,
2018-02-12T01:08:43.760Z,55,,,,32.6,39.6,
2018-02-12T01:08:53.760Z,55,,,,32.6,,
2018-02-12T01:09:03.759Z,55,,,,32.7,39.9,
2018-02-12T01:09:13.759Z,55,,,,32.7,40.4,
2018-02-12T01:09:23.759Z,55,,,,32.8,40.7,
2018-02-12T01:09:34.115Z,55,,,,32.8,40.5,
2018-02-12T01:09:43.759Z,55,,,,33,40.2,
2018-02-12T01:09:53.759Z,55,,,,33.1,40.1,
2018-02-12T01:10:03.759Z,55,,,,33.1,39.9,
2018-02-12T01:10:13.759Z,55,,,,33.1,39.8,
2018-02-12T01:10:23.759Z,55,,,,33.2,39.6,
2018-02-12T01:10:33.761Z,55,,,,33.2,39.5,
2018-02-12T01:10:43.759Z,55,,,,33.2,39.4,
2018-02-12T01:10:53.759Z,55,,,,33.3,,
2018-02-12T01:11:03.759Z,55,,,,33.3,39.3,
2018-02-12T01:11:13.759Z,55,,,,33.3,39.1,
2018-02-12T01:11:23.759Z,55,,,,33.3,39,
2018-02-12T01:11:33.759Z,55,,,,33.3,38.9,
2018-02-12T01:11:43.762Z,55,,,,33.3,38.8,
2018-02-12T01:11:53.759Z,55,,,,33.3,38.6,
2018-02-12T01:12:03.759Z,55,,,,33.3,,
2018-02-12T01:12:13.765Z,55,,,,33.3,38.5,
2018-02-12T01:12:23.759Z,55,,,,33.3,38.4,
2018-02-12T01:12:33.758Z,55,,,,33.3,38.5,
2018-02-12T01:12:43.759Z,55,,,,33.3,38.6,
2018-02-12T01:12:53.758Z,55,,,,33.3,38.8,
2018-02-12T01:13:03.759Z,55,,,,33.3,38.9,
2018-02-12T01:13:13.758Z,55,,,,33.3,39,
2018-02-12T01:13:23.759Z,55,,,,33.3,39.1,
2018-02-12T01:13:33.759Z,55,,,,33.3,,
2018-02-12T01:13:43.761Z,55,,,,33.3,39.3,
2018-02-12T01:13:53.759Z,55,,,,33.3,39.4,
2018-02-12T01:14:03.758Z,55,,,,33.3,,
2018-02-12T01:14:13.758Z,55,,,,33.2,39.5,
2018-02-12T01:14:23.758Z,55,,,,33.2,,
2018-02-12T01:14:33.760Z,55,,,,33.2,39.6,
2018-02-12T01:14:43.759Z,55,,,,33.2,,
2018-02-12T01:14:53.758Z,55,,,,33.2,39.8,
2018-02-12T01:15:03.758Z,55,,,,33.2,,
2018-02-12T01:15:13.760Z,55,,,,33.2,39.9,
2018-02-12T01:15:23.760Z,55,,,,33.1,,
2018-02-12T01:15:33.758Z,55,,,,33.1,,
2018-02-12T01:15:43.760Z,55,,,,33.1,40,
2018-02-12T01:15:53.758Z,55,,,,33.1,,
2018-02-12T01:16:03.796Z,55,,,,33.1,,
2018-02-12T01:16:13.759Z,55,,,,33.1,40.1,
2018-02-12T01:16:23.759Z,55,,,,33.1,,
2018-02-12T01:16:33.760Z,55,,,,33,,
2018-02-12T01:16:43.759Z,55,,,,33,,
2018-02-12T01:16:53.759Z,55,,,,33,,
2018-02-12T01:17:03.764Z,55,,,,33,40.2,
2018-02-12T01:17:13.762Z,55,,,,32.8,,
2018-02-12T01:17:23.758Z,55,,,,32.8,,
2018-02-12T01:17:33.758Z,55,,,,32.8,,
