Time,HwActive,ChActive,HwTSet,PrimTSet,PrimT,ActPow,HwTOutlet
2018-02-15T00:00:06.414Z,,,55,,40.6,,32.2
2018-02-15T00:00:16.414Z,,,55,,40.8,,32.2
2018-02-15T00:00:26.415Z,,,55,,,,32.2
2018-02-15T00:00:36.414Z,,,55,,41,,32.2
2018-02-15T00:00:46.467Z,,,55,,41.1,,32.2
2018-02-15T00:00:56.445Z,,,55,,41.2,,32.2
2018-02-15T00:01:06.447Z,,,55,,41.5,,32.2
2018-02-15T00:01:16.440Z,,,55,,41.6,,32.2
2018-02-15T00:01:26.436Z,,,55,,41.7,,32.2
2018-02-15T00:01:36.415Z,,,55,,41.9,,32.3
2018-02-15T00:01:46.446Z,,,55,,42,,32.3
2018-02-15T00:01:56.513Z,,,55,,,,32.3
2018-02-15T00:02:06.414Z,,,55,,42.3,,32.3
2018-02-15T00:02:16.618Z,,,55,,42.4,,32.3
2018-02-15T00:02:26.414Z,,,,,42.5,,
2018-02-15T00:02:36.414Z,,,55,,42.6,,32.5
2018-02-15T00:02:46.415Z,,,55,,42.8,,32.5
2018-02-15T00:02:56.413Z,,,55,,43,,32.5
2018-02-15T00:03:06.416Z,,,55,,43.1,,32.6
2018-02-15T00:03:16.414Z,,,55,,43.2,,32.6
2018-02-15T00:03:26.416Z,,,55,,,,32.7
2018-02-15T00:03:36.420Z,,,55,,43.4,,32.7
2018-02-15T00:03:46.415Z,,,55,,43.5,,32.8
2018-02-15T00:03:56.413Z,,,55,,43.7,,32.8
2018-02-15T00:04:06.413Z,,,55,,43.9,,33
2018-02-15T00:04:16.414Z,0,2,55,,44.1,0,33
2018-02-15T00:04:26.748Z,,,,,42.4,,
2018-02-15T00:04:36.414Z,,,55,,40.6,,33.1
2018-02-15T00:04:46.426Z,,,55,,39.8,,33.1
2018-02-15T00:04:56.413Z,,,55,,39.7,,33.2
2018-02-15T00:05:06.414Z,,,55,,40.1,,33.3
2018-02-15T00:05:16.414Z,,,55,,40.5,,33.3
2018-02-15T00:05:26.413Z,,,,,40.9,,
2018-02-15T00:05:36.413Z,,,55,,40.8,,33.5
2018-02-15T00:05:46.414Z,,,55,,40.6,,33.6
2018-02-15T00:05:56.414Z,,,55,,40.3,,33.6
2018-02-15T00:06:06.418Z,,,55,,40.2,,33.7
2018-02-15T00:06:16.416Z,,,55,,40,,33.7
2018-02-15T00:06:26.413Z,,,,,39.9,,
2018-02-15T00:06:36.413Z,,,55,,39.8,,33.8
2018-02-15T00:06:46.419Z,,,55,,,,33.8
2018-02-15T00:06:56.414Z,,,55,,39.6,,33.8
2018-02-15T00:07:06.437Z,,,55,,39.5,,33.8
2018-02-15T00:07:16.413Z,,,55,,39.4,,33.8
2018-02-15T00:07:26.414Z,,,55,,39.3,,33.8
2018-02-15T00:07:36.414Z,,,55,,39.1,,33.8
2018-02-15T00:07:46.414Z,,,55,,,,34
2018-02-15T00:07:56.420Z,,,55,,39,,34
2018-02-15T00:08:06.415Z,,,55,,38.9,,34
2018-02-15T00:08:16.415Z,,,55,,38.8,,34
2018-02-15T00:08:26.414Z,,,55,,38.9,,34
2018-02-15T00:08:36.415Z,,,55,,39,,34
2018-02-15T00:08:46.413Z,,,55,,39.1,,34
2018-02-15T00:08:56.413Z,,,55,,39.3,,33.8
2018-02-15T00:09:06.414Z,,,55,,39.4,,34
2018-02-15T00:09:16.413Z,,,55,,39.5,,34
2018-02-15T00:09:26.413Z,,,55,,39.6,,33.8
2018-02-15T00:09:36.418Z,,,55,,39.8,,33.8
2018-02-15T00:09:46.413Z,,,55,,,,33.8
2018-02-15T00:09:56.413Z,,,55,,39.9,,33.8
2018-02-15T00:10:06.423Z,,,55,,,,33.8
2018-02-15T00:10:16.413Z,,,,,40,,
2018-02-15T00:10:26.416Z,,,55,,40.1,,33.8
2018-02-15T00:10:36.413Z,,,55,,,,33.7
2018-02-15T00:10:46.413Z,,,55,,,,33.7
2018-02-15T00:10:56.415Z,,,55,,40.2,,33.7
2018-02-15T00:11:06.415Z,,,55,,,,33.7
2018-02-15T00:11:16.413Z,,,55,,40.3,,33.7
2018-02-15T00:11:26.414Z,,,55,,,,33.7
2018-02-15T00:11:36.418Z,,,55,,,,33.7
2018-02-15T00:11:46.413Z,,,55,,40.5,,33.7
2018-02-15T00:11:56.413Z,,,55,,,,33.6
2018-02-15T00:12:06.413Z,,,55,,,,33.6
2018-02-15T00:12:16.445Z,,,,,40.6,,
2018-02-15T00:12:26.504Z,,,55,,,,33.6
2018-02-15T00:12:36.483Z,,,55,,,,33.6
2018-02-15T00:12:46.455Z,,,,,40.7,,
2018-02-15T00:12:56.445Z,,,55,,,,33.5
2018-02-15T00:13:06.414Z,,,55,,,,33.5
2018-02-15T00:13:16.418Z,,,55,,,,33.5
2018-02-15T00:13:26.413Z,,,55,,40.8,,33.5
2018-02-15T00:13:36.413Z,,,55,,,,33.3
2018-02-15T00:13:56.413Z,,,55,,,,33.3
2018-02-15T00:14:06.413Z,,,55,,,,33.3
2018-02-15T00:14:16.645Z,,,55,,40.9,,33.3
2018-02-15T00:14:26.415Z,,,,,40,,
2018-02-15T00:14:36.413Z,,,55,,37.9,,33.2
2018-02-15T00:14:46.416Z,,,55,,36.5,,33.2
2018-02-15T00:14:56.450Z,,,55,,35.3,,33.2
2018-02-15T00:15:06.413Z,,,,,34.9,,
2018-02-15T00:15:16.413Z,,,55,,,,33.2
2018-02-15T00:15:26.438Z,,,,,35.1,,
2018-02-15T00:15:36.419Z,,,55,,,,33.1
2018-02-15T00:15:46.530Z,,,,,34.9,,
2018-02-15T00:15:56.748Z,,,55,,34.8,,33.1
2018-02-15T00:16:06.412Z,,,55,,,,33.1
2018-02-15T00:16:16.413Z,,,55,,34.7,,33
2018-02-15T00:16:26.414Z,,,55,,,,33
2018-02-15T00:16:36.413Z,,,55,,34.6,,33
2018-02-15T00:16:56.419Z,,,55,,34.4,,33
2018-02-15T00:17:06.415Z,,,55,,,,32.8
2018-02-15T00:17:16.420Z,,,,,34.3,,
2018-02-15T00:17:26.413Z,,,55,,,,32.8
2018-02-15T00:17:36.426Z,,,55,,34.2,,32.8
2018-02-15T00:17:46.412Z,,,55,,34.1,,32.7
2018-02-15T00:17:56.413Z,,,55,,,,32.7
2018-02-15T00:18:06.415Z,,,55,,34,,32.7
2018-02-15T00:18:16.745Z,,,55,,,,32.7
2018-02-15T00:18:26.412Z,,,,,33.8,,
2018-02-15T00:18:36.413Z,0,2,55,,39.4,79,32.6
2018-02-15T00:18:46.414Z,,,55,,43.6,43,32.6
2018-02-15T00:18:56.413Z,,,55,,43,29,32.6
2018-02-15T00:19:06.413Z,,,55,,41.4,,32.5
2018-02-15T00:19:21.432Z,,,55,,40.2,,32.5
2018-02-15T00:19:26.413Z,,,,,39.3,,
2018-02-15T00:19:36.412Z,,,,,38.8,,
2018-02-15T00:19:46.417Z,,,55,,39,,32.5
2018-02-15T00:19:56.416Z,,,55,,39.2,,32.3
2018-02-15T00:20:06.412Z,,,55,,39.4,,32.3
2018-02-15T00:20:16.526Z,,,,,39.5,,
2018-02-15T00:20:26.554Z,,,55,,,,32.3
2018-02-15T00:20:36.417Z,,,55,,39.8,,32.3
2018-02-15T00:20:46.412Z,,,,,40,,
2018-02-15T00:20:56.412Z,,,55,,40.1,,32.2
2018-02-15T00:21:06.412Z,,,55,,40.2,,32.2
2018-02-15T00:21:16.415Z,,,55,,40.5,,32.2
2018-02-15T00:21:36.413Z,,,55,,40.7,,32.2
2018-02-15T00:21:46.417Z,,,55,,40.8,,32.2
2018-02-15T00:21:56.426Z,,,55,,40.9,,32.2
2018-02-15T00:22:06.415Z,,,,,41.1,,
2018-02-15T00:22:16.412Z,,,55,,41.2,,32.2
2018-02-15T00:22:26.412Z,,,55,,,,32.2
2018-02-15T00:22:36.413Z,,,55,,41.5,,32.2
2018-02-15T00:22:46.498Z,,,,,41.6,,
2018-02-15T00:22:56.412Z,,,55,,41.8,,32.2
2018-02-15T00:23:06.412Z,,,55,,,,32.2
2018-02-15T00:23:16.412Z,,,,,42,,
2018-02-15T00:23:26.412Z,,,55,,42.2,,32.2
2018-02-15T00:23:36.413Z,,,55,,42.3,,32.3
2018-02-15T00:23:46.412Z,,,55,,42.4,,32.3
2018-02-15T00:23:56.412Z,,,55,,42.5,,32.3
2018-02-15T00:24:06.414Z,0,2,,40,42.7,29,
2018-02-15T00:24:16.412Z,,,55,,,,32.5
2018-02-15T00:24:26.412Z,,,,,43,,
2018-02-15T00:24:36.416Z,,,55,,43.1,,32.6
2018-02-15T00:24:46.412Z,,,55,,43.2,,32.6
2018-02-15T00:24:56.414Z,,,55,,43.4,,32.7
2018-02-15T00:25:06.416Z,,,55,,43.5,,32.7
2018-02-15T00:25:16.412Z,,,55,,43.6,,32.8
2018-02-15T00:25:26.417Z,,,55,,43.7,,32.8
2018-02-15T00:25:36.414Z,,,55,,43.9,,32.8
2018-02-15T00:25:46.416Z,0,2,,,44.2,0,
2018-02-15T00:25:56.412Z,,,55,,42,,33
2018-02-15T00:26:06.414Z,,,55,,40.5,,33
2018-02-15T00:26:16.413Z,,,55,,39.8,,33.1
2018-02-15T00:26:26.411Z,,,55,,,,33.2
2018-02-15T00:26:36.435Z,,,,,40.1,,
2018-02-15T00:26:46.413Z,,,55,,40.6,,33.3
2018-02-15T00:26:56.412Z,,,,,40.9,,
2018-02-15T00:27:06.412Z,,,55,,40.7,,33.5
2018-02-15T00:27:16.412Z,,,55,,,,33.5
2018-02-15T00:27:26.412Z,,,,,40.3,,
2018-02-15T00:27:36.411Z,,,55,,40.2,,33.6
2018-02-15T00:27:46.411Z,,,55,,40,,33.7
2018-02-15T00:27:56.412Z,,,,,39.9,,
2018-02-15T00:28:06.415Z,,,55,,39.8,,33.7
2018-02-15T00:28:16.412Z,,,55,,39.6,,33.8
2018-02-15T00:28:36.412Z,,,55,,39.5,,33.8
2018-02-15T00:28:46.413Z,,,55,,39.4,,33.8
2018-02-15T00:28:56.412Z,,,55,,39.3,,33.8
2018-02-15T00:29:06.413Z,,,,,39.1,,
2018-02-15T00:29:16.412Z,,,55,,,,33.8
2018-02-15T00:29:26.415Z,,,55,,,,33.8
2018-02-15T00:29:36.412Z,,,,,38.9,,
2018-02-15T00:29:46.415Z,,,55,,,,33.8
2018-02-15T00:29:56.418Z,,,55,,,,34
2018-02-15T00:30:06.413Z,,,,,39,,
2018-02-15T00:30:16.411Z,,,55,,39.1,,34
2018-02-15T00:30:36.417Z,,,55,,39.4,,33.8
2018-02-15T00:30:46.411Z,,,,,39.5,,
2018-02-15T00:30:56.416Z,,,55,,39.6,,33.8
2018-02-15T00:31:06.416Z,,,55,,,,33.8
2018-02-15T00:31:16.413Z,,,,,39.8,,
2018-02-15T00:31:26.417Z,,,55,,39.9,,33.8
2018-02-15T00:31:36.411Z,,,,,39.9,,
2018-02-15T00:31:46.411Z,,,55,,40,,33.8
2018-02-15T00:31:56.437Z,,,55,,40.1,,33.7
2018-02-15T00:32:16.411Z,,,55,,,,33.7
2018-02-15T00:32:26.411Z,,,55,,40.2,,33.7
2018-02-15T00:32:36.411Z,,,55,,,,33.7
2018-02-15T00:32:46.411Z,,,,,40.3,,
2018-02-15T00:32:56.411Z,,,55,,,,33.7
2018-02-15T00:33:06.411Z,,,55,,40.5,,33.6
2018-02-15T00:33:26.411Z,,,55,,,,33.6
2018-02-15T00:33:36.412Z,,,55,,40.6,,33.6
2018-02-15T00:33:56.411Z,,,55,,,,33.6
2018-02-15T00:34:06.413Z,,,55,,,,33.5
2018-02-15T00:34:16.413Z,,,,,40.7,,
2018-02-15T00:34:26.411Z,,,55,,,,33.5
2018-02-15T00:34:36.412Z,,,55,,,,33.5
2018-02-15T00:34:46.417Z,,,,,40.8,,
2018-02-15T00:34:56.411Z,,,55,,,,33.5
2018-02-15T00:35:06.411Z,,,55,,,,33.3
2018-02-15T00:35:26.430Z,,,55,,,,33.3
2018-02-15T00:35:36.411Z,,,55,,40.9,,33.3
2018-02-15T00:35:56.417Z,,,55,,39.6,,33.3
2018-02-15T00:36:06.416Z,,,55,,37.7,,33.2
2018-02-15T00:36:16.416Z,,,55,,36.2,,33.2
2018-02-15T00:36:26.411Z,,,55,,35.2,,33.2
2018-02-15T00:36:36.411Z,,,55,,34.9,,33.2
2018-02-15T00:36:46.411Z,,,55,,35.1,,33.2
2018-02-15T00:36:56.411Z,,,55,,,,33.1
2018-02-15T00:37:06.414Z,,,55,,,,33.1
2018-02-15T00:37:16.411Z,,,,,34.9,,
2018-02-15T00:37:26.411Z,,,55,,34.8,,33.1
2018-02-15T00:37:46.411Z,,,55,,34.7,,33
2018-02-15T00:37:56.441Z,,,55,,,,33
2018-02-15T00:38:06.412Z,,,55,,,,33
2018-02-15T00:38:16.411Z,,,,,34.6,,
2018-02-15T00:38:26.412Z,,,55,,34.4,,32.8
2018-02-15T00:38:46.411Z,,,55,,34.3,,32.8
2018-02-15T00:38:56.412Z,,,55,,,,32.8
2018-02-15T00:39:06.413Z,,,55,,34.2,,32.7
2018-02-15T00:39:16.411Z,,,,,34.1,,
2018-02-15T00:39:26.418Z,,,55,,,,32.7
2018-02-15T00:39:36.416Z,,,55,,34,,32.7
2018-02-15T00:39:56.411Z,,,55,,34,,32.7
2018-02-15T00:40:06.412Z,0,2,55,,38.3,80,32.6
2018-02-15T00:40:16.419Z,,,55,,43.2,51,32.6
2018-02-15T00:40:26.411Z,,,55,,,,32.6
2018-02-15T00:40:36.415Z,,,,,41.4,29,
2018-02-15T00:40:46.418Z,,,55,,40.2,,32.5
2018-02-15T00:40:56.410Z,,,55,,39.3,,32.5
2018-02-15T00:41:06.437Z,,,55,,38.8,,32.5
2018-02-15T00:41:16.418Z,,,55,,39,,32.5
2018-02-15T00:41:36.415Z,,,55,,39.1,,32.3
2018-02-15T00:41:46.411Z,,,55,,39.4,,32.3
2018-02-15T00:41:56.412Z,,,55,,39.5,,32.3
2018-02-15T00:42:16.412Z,,,55,,39.9,,32.3
2018-02-15T00:42:26.411Z,,,55,,40.1,,32.2
2018-02-15T00:42:36.411Z,,,55,,40.2,,32.2
2018-02-15T00:42:46.411Z,,,55,,40.3,,32.2
2018-02-15T00:42:56.411Z,,,55,,40.5,,32.2
2018-02-15T00:43:16.416Z,,,55,,40.6,,32.2
2018-02-15T00:43:26.410Z,,,,,40.8,,
2018-02-15T00:43:36.410Z,,,55,,41,,32.1
2018-02-15T00:43:46.412Z,,,55,,41.2,,32.1
2018-02-15T00:43:56.411Z,,,55,,,,32.1
2018-02-15T00:44:06.413Z,,,,,41.5,,
2018-02-15T00:44:16.417Z,,,55,,,,32.2
2018-02-15T00:44:26.454Z,,,,,41.6,,
2018-02-15T00:44:36.412Z,,,55,,41.7,,32.2
2018-02-15T00:44:46.410Z,,,55,,41.8,,32.2
2018-02-15T00:44:56.410Z,,,55,,42.2,,32.2
2018-02-15T00:45:06.415Z,,,55,,,,32.2
2018-02-15T00:45:16.411Z,,,55,,42.3,,32.3
2018-02-15T00:45:26.412Z,,,,,42.6,,
2018-02-15T00:45:36.412Z,,,55,,42.7,,32.3
2018-02-15T00:45:46.413Z,,,55,,,,32.5
2018-02-15T00:45:56.412Z,,,,,43,,
2018-02-15T00:46:06.410Z,,,55,,,,32.6
2018-02-15T00:46:16.410Z,,,55,,43.1,,32.6
2018-02-15T00:46:26.413Z,,,,,43.3,,
2018-02-15T00:46:36.410Z,,,55,,43.4,,32.6
2018-02-15T00:46:46.411Z,,,55,,,,32.7
2018-02-15T00:46:56.411Z,,,,,43.5,,
2018-02-15T00:47:06.410Z,,,55,,43.9,,32.7
2018-02-15T00:47:16.410Z,0,2,55,,43.8,0,32.8
2018-02-15T00:47:26.410Z,,,55,,41.6,,32.8
2018-02-15T00:47:36.411Z,,,55,,40.2,,33
2018-02-15T00:47:46.410Z,,,55,,39.8,,33
2018-02-15T00:47:56.410Z,,,55,,,,33.2
2018-02-15T00:48:06.410Z,,,,,40.1,,
2018-02-15T00:48:16.410Z,,,55,,,,33.2
2018-02-15T00:48:26.414Z,,,55,,40.6,,33.3
2018-02-15T00:48:36.411Z,,,55,,40.8,,33.5
2018-02-15T00:48:46.410Z,,,,,40.5,,
2018-02-15T00:48:56.410Z,,,55,,,,33.6
2018-02-15T00:49:06.415Z,,,,,40.2,,
2018-02-15T00:49:16.419Z,,,55,,40,,33.6
2018-02-15T00:49:26.526Z,,,55,,39.9,,33.6
2018-02-15T00:49:36.412Z,,,55,,39.8,,33.7
2018-02-15T00:49:46.416Z,,,55,,,,33.7
2018-02-15T00:49:56.416Z,,,,,39.6,,
2018-02-15T00:50:06.410Z,,,55,,39.5,,33.7
2018-02-15T00:50:16.442Z,,,55,,,,33.8
2018-02-15T00:50:26.410Z,,,,,39.4,,
2018-02-15T00:50:36.411Z,,,55,,39.3,,33.8
2018-02-15T00:50:46.411Z,,,55,,39,,33.8
2018-02-15T00:50:56.410Z,,,55,,,,33.8
2018-02-15T00:51:06.410Z,,,,,38.9,,
2018-02-15T00:51:16.410Z,,,55,,38.8,,33.8
2018-02-15T00:51:26.410Z,,,55,,,,33.8
2018-02-15T00:51:36.414Z,,,55,,39,,33.8
2018-02-15T00:51:46.415Z,,,55,,,,33.8
2018-02-15T00:51:56.775Z,,,55,,39.1,,33.8
2018-02-15T00:52:06.410Z,,,55,,39.4,,33.8
2018-02-15T00:52:16.410Z,,,55,,,,33.8
2018-02-15T00:52:26.411Z,,,55,,39.5,,33.8
2018-02-15T00:52:36.417Z,,,55,,39.6,,33.8
2018-02-15T00:52:46.410Z,,,55,,39.8,,33.8
2018-02-15T00:52:56.410Z,,,55,,,,33.8
2018-02-15T00:53:06.414Z,,,,,39.9,,
2018-02-15T00:53:16.416Z,,,55,,40,,33.7
2018-02-15T00:53:26.413Z,,,55,,,,33.7
2018-02-15T00:53:36.416Z,,,,,40.1,,
2018-02-15T00:53:46.411Z,,,55,,,,33.7
2018-02-15T00:53:56.414Z,,,55,,40.2,,33.7
2018-02-15T00:54:16.410Z,,,55,,40.3,,33.7
2018-02-15T00:54:26.412Z,,,55,,,,33.6
2018-02-15T00:54:46.409Z,,,55,,,,33.6
2018-02-15T00:54:56.409Z,,,55,,40.5,,33.6
2018-02-15T00:55:06.410Z,,,55,,,,33.6
2018-02-15T00:55:16.416Z,,,55,,,,33.6
2018-02-15T00:55:26.412Z,,,55,,40.6,,33.6
2018-02-15T00:55:36.410Z,,,55,,,,33.5
2018-02-15T00:55:46.409Z,,,55,,40.7,,33.5
2018-02-15T00:55:56.409Z,,,55,,,,33.5
2018-02-15T00:56:16.409Z,,,55,,,,33.5
2018-02-15T00:56:26.409Z,,,55,,,,33.3
2018-02-15T00:56:36.415Z,,,,,40.8,,
2018-02-15T00:56:46.409Z,,,55,,,,33.3
2018-02-15T00:56:56.409Z,,,55,,,,33.3
2018-02-15T00:57:06.413Z,,,55,,,,33.3
2018-02-15T00:57:16.409Z,,,55,,,,33.3
2018-02-15T00:57:26.410Z,,,55,,39.8,,33.2
2018-02-15T00:57:36.410Z,,,55,,37.4,,33.2
2018-02-15T00:57:46.413Z,,,55,,36,,33.2
2018-02-15T00:57:56.409Z,,,55,,35.8,,33.2
2018-02-15T00:58:06.409Z,,,55,,34.9,,33.2
2018-02-15T00:58:16.411Z,,,55,,,,33.1
2018-02-15T00:58:26.409Z,,,55,,35.1,,33.1
2018-02-15T00:58:36.413Z,,,55,,,,33.1
2018-02-15T00:58:46.503Z,,,55,,34.9,,33.1
2018-02-15T00:58:56.422Z,,,55,,,,33.1
2018-02-15T00:59:06.416Z,,,55,,34.8,,33
2018-02-15T00:59:16.413Z,,,55,,34.7,,33
2018-02-15T00:59:26.414Z,,,55,,,,33
2018-02-15T00:59:36.410Z,,,55,,34.6,,33
2018-02-15T00:59:46.412Z,,,55,,,,33
2018-02-15T00:59:56.412Z,,,55,,34.4,,32.8
2018-02-15T01:00:16.410Z,,,55,,34.3,,32.8
2018-02-15T01:00:26.411Z,,,55,,,,32.8
2018-02-15T01:00:36.409Z,,,55,,34.2,,32.8
2018-02-15T01:00:46.409Z,,,55,,,,32.7
2018-02-15T01:00:56.411Z,,,55,,34.1,,32.7
2018-02-15T01:01:06.409Z,,,55,,,,32.7
2018-02-15T01:01:16.409Z,,,55,,34,,32.7
2018-02-15T01:01:26.410Z,0,2,55,,35,80,32.6
2018-02-15T01:01:36.409Z,,,55,,41.4,69,32.6
2018-02-15T01:01:46.607Z,,,55,,43.3,48,32.6
2018-02-15T01:01:56.416Z,,,55,,42.8,29,32.6
2018-02-15T01:02:06.413Z,,,55,,40.9,,32.5
2018-02-15T01:02:16.409Z,,,55,,39.9,,32.5
2018-02-15T01:02:26.409Z,,,55,,39.6,,32.5
2018-02-15T01:02:36.410Z,,,55,,39,,32.5
2018-02-15T01:02:46.409Z,,,55,,39,,32.3
2018-02-15T01:02:56.409Z,,,55,,39.1,,32.3
2018-02-15T01:03:06.413Z,,,55,,39.3,,32.3
2018-02-15T01:03:16.434Z,,,55,,39.4,,32.3
2018-02-15T01:03:26.415Z,,,55,,39.7,,32.3
2018-02-15T01:03:36.416Z,,,55,,39.8,,32.3
2018-02-15T01:03:46.410Z,,,55,,40,,32.2
2018-02-15T01:03:56.409Z,,,55,,,,32.2
2018-02-15T01:04:06.409Z,,,55,,40.2,,32.2
2018-02-15T01:04:16.416Z,,,55,,40.3,,32.2
2018-02-15T01:04:26.412Z,,,55,,40.5,,32.2
2018-02-15T01:04:36.409Z,,,55,,40.7,,32.2
2018-02-15T01:04:46.409Z,,,55,,40.8,,32.2
2018-02-15T01:04:56.409Z,,,55,,40.9,,32.1
2018-02-15T01:05:06.409Z,,,55,,41,,32.1
2018-02-15T01:05:16.409Z,,,55,,41.1,,32.1
2018-02-15T01:05:26.410Z,,,55,,41.4,,32.2
2018-02-15T01:05:36.409Z,,,55,,41.5,,32.2
2018-02-15T01:05:46.409Z,,,55,,41.6,,32.2
2018-02-15T01:05:56.408Z,,,55,,41.7,,32.2
2018-02-15T01:06:06.409Z,,,55,,41.9,,32.2
2018-02-15T01:06:16.409Z,,,55,,42,,32.2
2018-02-15T01:06:26.409Z,,,55,,42.2,,32.2
2018-02-15T01:06:36.409Z,,,55,,42.3,,32.3
2018-02-15T01:06:46.416Z,,,55,,42.4,,32.3
2018-02-15T01:06:56.421Z,,,55,,42.6,,32.3
2018-02-15T01:07:06.409Z,,,55,,,,32.3
2018-02-15T01:07:16.408Z,,,55,,43,,32.5
2018-02-15T01:07:26.409Z,,,55,,,,32.5
2018-02-15T01:07:36.410Z,,,55,,43.1,,32.5
2018-02-15T01:07:46.411Z,,,55,,43.2,,32.6
2018-02-15T01:07:56.432Z,,,55,,43.3,,32.6
2018-02-15T01:08:06.409Z,,,55,,43.4,,32.7
2018-02-15T01:08:16.409Z,,,55,,43.6,,32.7
2018-02-15T01:08:26.409Z,,,55,,43.7,,32.7
2018-02-15T01:08:36.437Z,,,55,,43.9,,32.8
2018-02-15T01:08:46.487Z,0,2,55,,42.6,0,33
2018-02-15T01:08:56.408Z,,,55,,40.8,,33
2018-02-15T01:09:06.412Z,,,55,,39.8,,33.1
2018-02-15T01:09:16.420Z,,,55,,,,33.1
2018-02-15T01:09:26.415Z,,,55,,39.9,,33.2
2018-02-15T01:09:36.415Z,,,55,,40.1,,33.2
2018-02-15T01:09:46.432Z,,,55,,41,,33.3
2018-02-15T01:09:56.408Z,,,55,,40.9,,33.3
2018-02-15T01:10:06.409Z,,,55,,40.8,,33.5
2018-02-15T01:10:16.408Z,,,55,,40.6,,33.5
2018-02-15T01:10:26.409Z,,,55,,40.3,,33.6
2018-02-15T01:10:36.409Z,,,55,,40.2,,33.6
2018-02-15T01:10:46.408Z,,,55,,39.9,,33.7
2018-02-15T01:10:56.413Z,,,55,,,,33.7
2018-02-15T01:11:06.411Z,,,55,,39.8,,33.7
2018-02-15T01:11:16.408Z,,,55,,,,33.7
2018-02-15T01:11:26.408Z,,,55,,39.6,,33.8
2018-02-15T01:11:36.414Z,,,55,,39.5,,33.8
2018-02-15T01:11:46.408Z,,,55,,39.4,,33.8
2018-02-15T01:11:56.409Z,,,55,,39.3,,33.8
2018-02-15T01:12:06.414Z,,,55,,,,33.8
2018-02-15T01:12:16.409Z,,,55,,39.1,,33.8
2018-02-15T01:12:26.408Z,,,55,,38.9,,33.8
2018-02-15T01:12:36.409Z,,,55,,,,33.8
2018-02-15T01:12:46.412Z,,,55,,38.8,,33.8
2018-02-15T01:12:56.408Z,,,55,,,,33.8
2018-02-15T01:13:06.408Z,,,55,,,,33.8
2018-02-15T01:13:16.408Z,,,55,,39,,33.8
2018-02-15T01:13:26.410Z,,,55,,,,33.8
2018-02-15T01:13:36.409Z,,,55,,39.1,,33.8
2018-02-15T01:13:46.408Z,,,55,,39.3,,33.8
2018-02-15T01:13:56.412Z,,,55,,39.4,,33.8
2018-02-15T01:14:06.408Z,,,55,,39.5,,33.8
2018-02-15T01:14:16.408Z,,,55,,39.6,,33.8
2018-02-15T01:14:26.409Z,,,55,,,,33.8
2018-02-15T01:14:36.409Z,,,55,,39.8,,33.8
2018-02-15T01:14:46.408Z,,,55,,,,33.8
2018-02-15T01:14:56.409Z,,,55,,39.9,,33.7
2018-02-15T01:15:06.408Z,,,55,,40,,33.7
2018-02-15T01:15:16.408Z,,,55,,,,33.7
2018-02-15T01:15:26.413Z,,,55,,,,33.7
2018-02-15T01:15:36.411Z,,,55,,40.1,,33.7
2018-02-15T01:15:46.426Z,,,55,,,,33.7
2018-02-15T01:15:56.411Z,,,55,,40.2,,33.6
2018-02-15T01:16:06.408Z,,,55,,,,33.6
2018-02-15T01:16:16.409Z,,,55,,,,33.6
2018-02-15T01:16:26.410Z,,,55,,40.3,,33.6
2018-02-15T01:16:36.412Z,,,55,,,,33.6
2018-02-15T01:16:46.408Z,,,55,,,,33.6
2018-02-15T01:16:56.416Z,,,55,,,,33.5
2018-02-15T01:17:06.408Z,,,55,,40.5,,33.5
2018-02-15T01:17:16.408Z,,,55,,,,33.5
2018-02-15T01:17:26.408Z,,,55,,40.6,,33.5
2018-02-15T01:17:36.411Z,,,55,,,,33.5
2018-02-15T01:17:46.408Z,,,55,,,,33.5
2018-02-15T01:17:56.411Z,,,55,,,,33.3
2018-02-15T01:18:06.408Z,,,55,,,,33.3
2018-02-15T01:18:16.408Z,,,55,,40.7,,33.3
2018-02-15T01:18:26.409Z,,,55,,,,33.3
2018-02-15T01:18:36.408Z,,,55,,,,33.2
2018-02-15T01:18:46.410Z,,,55,,,,33.3
2018-02-15T01:18:56.408Z,,,55,,,,33.2
2018-02-15T01:19:06.408Z,,,55,,38.8,,33.2
2018-02-15T01:19:16.412Z,,,55,,36.9,,33.2
2018-02-15T01:19:26.408Z,,,55,,35.9,,33.2
2018-02-15T01:19:36.419Z,,,55,,34.9,,33.1
2018-02-15T01:19:46.409Z,,,55,,34.8,,33.1
2018-02-15T01:19:56.408Z,,,55,,35.1,,33.1
2018-02-15T01:20:06.407Z,,,55,,,,33.1
2018-02-15T01:20:16.469Z,,,55,,34.9,,33.1
2018-02-15T01:20:26.408Z,,,55,,,,33.1
2018-02-15T01:20:36.408Z,,,55,,34.8,,33
2018-02-15T01:20:46.411Z,,,55,,34.7,,33
2018-02-15T01:20:56.408Z,,,55,,,,33
2018-02-15T01:21:06.408Z,,,55,,34.6,,33
2018-02-15T01:21:16.409Z,,,55,,,,32.8
2018-02-15T01:21:26.408Z,,,55,,34.4,,32.8
2018-02-15T01:21:36.408Z,,,55,,,,32.8
2018-02-15T01:21:46.413Z,,,55,,34.3,,32.8
2018-02-15T01:21:56.409Z,,,55,,34.2,,32.8
2018-02-15T01:22:06.408Z,,,55,,,,32.7
2018-02-15T01:22:16.425Z,,,55,,34.1,,32.7
