Time,HwActive,ChActive,PrimT,HwTOutlet,PrimTSet,ActPow,HwTSet
2018-02-03T00:00:01.810Z,,,39.4,33.1,,,55
2018-02-03T00:00:11.809Z,,,39.3,33.2,,,55
2018-02-03T00:00:21.809Z,,,,33.2,,,55
2018-02-03T00:00:31.808Z,,,39.1,33.2,,,55
2018-02-03T00:00:41.811Z,,,39,33.2,,,55
2018-02-03T00:00:51.808Z,,,38.9,33.2,,,55
2018-02-03T00:01:01.809Z,,,,33.2,,,55
2018-02-03T00:01:11.809Z,,,38.8,33.2,,,55
2018-02-03T00:01:21.811Z,,,38.6,33.2,,,55
2018-02-03T00:01:31.810Z,,,38.8,33.2,,,55
2018-02-03T00:01:41.808Z,,,39,33.2,,,55
2018-02-03T00:01:51.808Z,,,,33.2,,,55
2018-02-03T00:02:01.808Z,,,39.1,33.2,,,55
2018-02-03T00:02:11.809Z,,,39.3,33.2,,,55
2018-02-03T00:02:21.809Z,,,39.4,33.2,,,55
2018-02-03T00:02:31.809Z,,,39.5,33.2,,,55
2018-02-03T00:02:41.809Z,,,,33.2,,,55
2018-02-03T00:02:51.809Z,,,39.6,33.2,,,55
2018-02-03T00:03:01.809Z,,,39.8,33.2,,,55
2018-02-03T00:03:11.808Z,,,,33.2,,,55
2018-02-03T00:03:21.808Z,,,39.9,33.2,,,55
2018-02-03T00:03:31.810Z,,,40,33.2,,,55
2018-02-03T00:03:41.810Z,,,,33.2,,,55
2018-02-03T00:03:51.808Z,,,,33.1,,,55
2018-02-03T00:04:01.808Z,,,40.1,33.1,,,55
2018-02-03T00:04:11.808Z,,,,33.1,,,55
2018-02-03T00:04:21.809Z,,,,33.1,,,55
2018-02-03T00:04:31.808Z,,,40.2,33.1,,,55
2018-02-03T00:04:41.810Z,,,,33.1,,,55
2018-02-03T00:04:51.812Z,,,40.3,33.1,,,55
2018-02-03T00:05:01.808Z,,,,33,,,55
2018-02-03T00:05:11.808Z,,,,33,,,55
2018-02-03T00:05:21.809Z,,,,33,,,55
2018-02-03T00:05:31.808Z,,,40.5,33,,,55
2018-02-03T00:05:41.813Z,,,,33,,,55
2018-02-03T00:05:51.808Z,,,,33,,,55
2018-02-03T00:06:01.808Z,,,,33,,,55
2018-02-03T00:06:11.808Z,,,40.6,32.8,,,55
2018-02-03T00:06:21.808Z,,,,32.8,,,55
2018-02-03T00:06:31.808Z,,,,32.8,,,55
2018-02-03T00:06:41.809Z,,,,32.8,,,55
2018-02-03T00:06:51.808Z,,,40.7,32.8,,,55
2018-02-03T00:07:01.809Z,,,,32.7,,,55
2018-02-03T00:07:11.808Z,,,,32.7,,,55
2018-02-03T00:07:21.808Z,,,,32.7,,,55
2018-02-03T00:07:31.808Z,,,38.8,32.7,,,55
2018-02-03T00:07:41.808Z,,,36.9,32.7,,,55
2018-02-03T00:07:51.809Z,,,35.9,32.7,,,55
2018-02-03T00:08:01.809Z,,,35.1,32.6,,,55
2018-02-03T00:08:11.808Z,,,34.9,32.6,,,55
2018-02-03T00:08:21.808Z,,,35.1,32.6,,,55
2018-02-03T00:08:31.811Z,,,,32.6,,,55
2018-02-03T00:08:41.808Z,,,,32.6,,,55
2018-02-03T00:08:51.808Z,,,34.9,32.5,,,55
2018-02-03T00:09:01.810Z,,,34.8,32.5,,,55
2018-02-03T00:09:11.808Z,,,,32.5,,,55
2018-02-03T00:09:21.808Z,,,34.7,32.5,,,55
2018-02-03T00:09:31.808Z,,,,32.5,,,55
2018-02-03T00:09:41.810Z,,,,32.3,,,55
2018-02-03T00:09:51.809Z,,,34.6,32.3,,,55
2018-02-03T00:10:01.808Z,,,34.4,32.3,,,55
2018-02-03T00:10:11.813Z,,,,32.3,,,55
2018-02-03T00:10:21.812Z,,,34.3,32.3,,,55
2018-02-03T00:10:31.808Z,,,,32.2,,,55
2018-02-03T00:10:41.818Z,,,34.2,32.2,,,55
2018-02-03T00:10:51.809Z,,,,32.2,,,55
2018-02-03T00:11:01.808Z,,,34.1,32.2,,,55
2018-02-03T00:11:11.809Z,,,,32.2,,,55
2018-02-03T00:11:21.864Z,,,34,32.1,,,55
2018-02-03T00:11:31.810Z,,,,32.1,,,55
2018-02-03T00:11:41.807Z,0,2,35.2,32.1,,79,55
2018-02-03T00:11:51.810Z,,,41.2,32.1,,76,55
2018-02-03T00:12:01.808Z,0,2,44.1,32,,0,55
2018-02-03T00:12:11.807Z,,,41.7,32,,,55
2018-02-03T00:12:21.807Z,,,38.9,32,,,55
2018-02-03T00:12:31.807Z,,,36.7,32,,,55
2018-02-03T00:12:41.807Z,,,35.8,32,,,55
2018-02-03T00:12:51.809Z,,,35.6,31.9,,,55
2018-02-03T00:13:01.807Z,,,35.4,31.9,,,55
2018-02-03T00:13:11.807Z,,,,31.9,,,55
2018-02-03T00:13:21.808Z,,,35.2,31.9,,,55
2018-02-03T00:13:31.807Z,,,34.9,31.9,,,55
2018-02-03T00:13:41.808Z,,,34.7,31.7,,,55
2018-02-03T00:13:51.808Z,,,34.6,31.7,,,55
2018-02-03T00:14:01.808Z,,,,31.7,,,55
2018-02-03T00:14:11.808Z,,,34.4,31.7,,,55
2018-02-03T00:14:21.811Z,,,34.3,31.7,,,55
2018-02-03T00:14:31.810Z,,,,31.6,,,55
2018-02-03T00:14:41.809Z,,,34.2,31.6,,,55
2018-02-03T00:14:51.808Z,,,34.1,31.6,,,55
2018-02-03T00:15:01.813Z,,,,31.6,,,55
2018-02-03T00:15:11.807Z,,,34,31.6,,,55
2018-02-03T00:15:21.808Z,,,33.8,31.5,,,55
2018-02-03T00:15:31.816Z,,,,31.5,,,55
2018-02-03T00:15:41.807Z,,,,31.5,,,55
2018-02-03T00:15:51.811Z,,,33.7,31.5,,,55
2018-02-03T00:16:01.807Z,,,33.6,31.5,,,55
2018-02-03T00:16:11.807Z,,,,31.5,,,55
2018-02-03T00:16:21.809Z,,,33.5,31.4,,,55
2018-02-03T00:16:31.809Z,,,,31.4,,,55
2018-02-03T00:16:41.808Z,0,2,34.5,31.4,,79,55
2018-02-03T00:16:51.808Z,,,41.3,31.4,,67,55
2018-02-03T00:17:01.807Z,,,43.3,31.4,,42,55
2018-02-03T00:17:11.807Z,,,42.6,31.2,,29,55
2018-02-03T00:17:21.938Z,,,40.9,31.2,,,55
2018-02-03T00:17:31.815Z,,,39.8,31.2,,,55
2018-02-03T00:17:41.810Z,,,38.9,31.2,,,55
2018-02-03T00:17:51.807Z,,,38.7,31.2,,,55
2018-02-03T00:18:01.807Z,,,39,31.2,,,55
2018-02-03T00:18:11.807Z,,,39.1,31.1,,,55
2018-02-03T00:18:21.807Z,,,39.3,31.1,,,55
2018-02-03T00:18:31.807Z,,,39.4,31.1,,,55
2018-02-03T00:18:41.807Z,,,39.5,31.1,,,55
2018-02-03T00:18:51.810Z,,,39.8,31.1,,,55
2018-02-03T00:19:01.807Z,,,40,31.1,,,55
2018-02-03T00:19:11.807Z,,,40.1,31.1,,,55
2018-02-03T00:19:21.811Z,,,,31.1,,,55
2018-02-03T00:19:31.807Z,,,40.3,31.1,,,55
2018-02-03T00:19:41.807Z,,,40.5,31,,,55
2018-02-03T00:19:51.814Z,,,40.6,31,,,55
2018-02-03T00:20:01.807Z,,,40.7,31,,,55
2018-02-03T00:20:11.807Z,,,40.9,31,,,55
2018-02-03T00:20:21.809Z,,,41,31.1,,,55
2018-02-03T00:20:31.807Z,,,41.1,31.1,,,55
2018-02-03T00:20:41.821Z,,,41.4,31.1,,,55
2018-02-03T00:20:51.807Z,,,41.5,31.1,,,55
2018-02-03T00:21:01.808Z,,,41.6,31.1,,,55
2018-02-03T00:21:11.807Z,,,41.7,31.2,,,55
2018-02-03T00:21:21.807Z,,,41.9,31.2,,,55
2018-02-03T00:21:31.807Z,,,42,31.2,,,55
2018-02-03T00:21:41.879Z,,,42.2,31.2,,,55
2018-02-03T00:21:51.806Z,,,42.4,31.4,,,55
2018-02-03T00:22:01.808Z,,,42.5,31.4,,,55
2018-02-03T00:22:11.807Z,,,42.6,31.5,,,55
2018-02-03T00:22:21.807Z,,,42.8,31.5,,,55
2018-02-03T00:22:31.811Z,,,43,31.6,,,55
2018-02-03T00:22:41.807Z,,,43.1,31.6,,,55
2018-02-03T00:22:51.807Z,,,43.2,31.7,,,55
2018-02-03T00:23:01.807Z,,,43.4,31.7,,,55
2018-02-03T00:23:11.807Z,,,43.5,31.9,,,55
2018-02-03T00:23:21.807Z,,,43.6,31.9,,,55
2018-02-03T00:23:31.806Z,,,43.7,32,,,55
2018-02-03T00:23:41.811Z,0,2,44.1,32,,0,55
2018-02-03T00:23:51.807Z,,,41.8,32.1,,,55
2018-02-03T00:24:01.807Z,,,40.6,32.2,,,55
2018-02-03T00:24:11.807Z,,,39.7,32.2,,,55
2018-02-03T00:24:21.807Z,,,39.6,32.3,,,55
2018-02-03T00:24:31.812Z,,,40,32.3,,,55
2018-02-03T00:24:41.813Z,,,40.2,32.5,,,55
2018-02-03T00:24:51.807Z,,,40.7,32.6,,,55
2018-02-03T00:25:01.807Z,,,40.6,32.6,,,55
2018-02-03T00:25:11.815Z,,,40.3,32.7,,,55
2018-02-03T00:25:21.806Z,,,40.2,32.8,,,55
2018-02-03T00:25:31.807Z,,,40,32.8,,,55
2018-02-03T00:25:41.807Z,,,39.9,33,,,55
2018-02-03T00:25:51.808Z,,,39.8,33,,,55
2018-02-03T00:26:01.806Z,,,39.6,33,,,55
2018-02-03T00:26:11.808Z,,,39.5,33.1,,,55
2018-02-03T00:26:21.808Z,,,39.4,33.1,,,55
2018-02-03T00:26:31.809Z,,,,33.1,,,55
2018-02-03T00:26:41.807Z,,,39.3,33.1,,,55
2018-02-03T00:26:51.806Z,,,39.1,33.1,,,55
2018-02-03T00:27:01.809Z,,,39,33.2,,,55
2018-02-03T00:27:11.808Z,,,38.9,33.2,,,55
2018-02-03T00:27:21.806Z,,,,33.2,,,55
2018-02-03T00:27:31.810Z,,,38.8,33.2,,,55
2018-02-03T00:27:41.806Z,,,38.6,33.2,,,55
2018-02-03T00:27:51.807Z,,,,33.2,,,55
2018-02-03T00:28:01.808Z,,,38.8,33.2,,,55
2018-02-03T00:28:11.806Z,,,39,33.2,,,55
2018-02-03T00:28:21.806Z,,,,33.2,,,55
2018-02-03T00:28:31.806Z,,,39.1,33.2,,,55
2018-02-03T00:28:41.806Z,,,39.3,33.2,,,55
2018-02-03T00:28:51.806Z,,,39.4,33.2,,,55
2018-02-03T00:29:01.807Z,,,39.5,33.2,,,55
2018-02-03T00:29:11.806Z,,,39.6,33.2,,,55
2018-02-03T00:29:21.809Z,,,,33.2,,,55
2018-02-03T00:29:31.808Z,,,39.8,33.2,,,55
2018-02-03T00:29:41.806Z,,,,33.2,,,55
2018-02-03T00:29:51.806Z,,,39.9,33.1,,,55
2018-02-03T00:30:01.814Z,,,,33.1,,,55
2018-02-03T00:30:11.808Z,,,40,33.1,,,55
2018-02-03T00:30:21.807Z,,,,33.1,,,55
2018-02-03T00:30:31.806Z,,,40.1,33.1,,,55
2018-02-03T00:30:41.806Z,,,,33.1,,,55
2018-02-03T00:30:51.806Z,,,,33.1,,,55
2018-02-03T00:31:01.806Z,,,40.2,33.1,,,55
2018-02-03T00:31:11.805Z,,,,33,,,55
2018-02-03T00:31:21.806Z,,,,33,,,55
2018-02-03T00:31:31.806Z,,,40.3,33,,,55
2018-02-03T00:31:41.806Z,,,,33,,,55
2018-02-03T00:31:51.806Z,,,,33,,,55
2018-02-03T00:32:01.806Z,,,,33,,,55
2018-02-03T00:32:11.806Z,,,40.5,32.8,,,55
2018-02-03T00:32:21.806Z,,,,32.8,,,55
2018-02-03T00:32:32.003Z,,,,32.8,,,55
2018-02-03T00:32:41.806Z,,,40.6,32.8,,,55
2018-02-03T00:32:51.809Z,,,,32.8,,,55
2018-02-03T00:33:01.806Z,,,,32.8,,,55
2018-02-03T00:33:11.805Z,,,,32.7,,,55
2018-02-03T00:33:21.806Z,,,,32.7,,,55
2018-02-03T00:33:32.009Z,,,,32.7,,,55
2018-02-03T00:33:41.806Z,,,40.7,32.7,,,55
2018-02-03T00:33:51.809Z,,,39.9,32.7,,,55
2018-02-03T00:34:01.807Z,,,37.8,32.7,,,55
2018-02-03T00:34:11.806Z,,,36.7,32.7,,,55
2018-02-03T00:34:21.807Z,,,35.4,32.6,,,55
2018-02-03T00:34:31.806Z,,,34.9,32.6,,,55
2018-02-03T00:34:41.806Z,,,35.1,32.6,,,55
2018-02-03T00:34:51.810Z,,,,32.6,,,55
2018-02-03T00:35:01.806Z,,,,32.6,,,55
2018-02-03T00:35:11.900Z,,,,32.5,,,55
2018-02-03T00:35:21.806Z,,,34.9,32.5,,,55
2018-02-03T00:35:31.805Z,,,34.8,32.5,,,55
2018-02-03T00:35:41.805Z,,,34.7,32.5,,,55
2018-02-03T00:35:51.806Z,,,,32.5,,,55
2018-02-03T00:36:01.807Z,,,,32.3,,,55
2018-02-03T00:36:11.806Z,,,34.6,32.3,,,55
2018-02-03T00:36:21.806Z,,,34.4,32.3,,,55
2018-02-03T00:36:31.805Z,,,,32.3,,,55
2018-02-03T00:36:41.806Z,,,34.3,32.2,,,55
2018-02-03T00:36:51.806Z,,,,32.2,,,55
2018-02-03T00:37:01.806Z,,,34.2,32.2,,,55
2018-02-03T00:37:11.805Z,,,,32.2,,,55
2018-02-03T00:37:21.864Z,,,34.1,32.2,,,55
2018-02-03T00:37:31.805Z,,,,32.1,,,55
2018-02-03T00:37:41.806Z,,,34,32.1,,,55
2018-02-03T00:37:51.805Z,,,,32.1,,,55
2018-02-03T00:38:01.805Z,0,2,34,32.1,,,55
2018-02-03T00:38:11.810Z,,,40.1,32.1,,79,55
2018-02-03T00:38:21.806Z,,,43.6,32,,45,55
2018-02-03T00:38:31.806Z,0,2,41.8,32,,0,55
2018-02-03T00:38:41.806Z,,,38.9,32,,,55
2018-02-03T00:38:51.805Z,,,36.9,32,,,55
2018-02-03T00:39:01.806Z,,,35.9,32,,,55
2018-02-03T00:39:11.832Z,,,35.6,31.9,,,55
2018-02-03T00:39:21.805Z,,,35.4,31.9,,,55
2018-02-03T00:39:31.806Z,,,,31.9,,,55
2018-02-03T00:39:41.809Z,,,35.2,31.9,,,55
2018-02-03T00:39:51.807Z,,,34.9,31.7,,,55
2018-02-03T00:40:01.805Z,,,34.7,31.7,,,55
2018-02-03T00:40:11.812Z,,,,31.7,,,55
2018-02-03T00:40:21.807Z,,,34.6,31.7,,,55
2018-02-03T00:40:31.805Z,,,34.4,31.7,,,55
2018-02-03T00:40:41.805Z,,,34.3,31.7,,,55
2018-02-03T00:40:51.806Z,,,,31.6,,,55
2018-02-03T00:41:01.805Z,,,34.2,31.6,,,55
2018-02-03T00:41:11.805Z,,,34.1,31.6,,,55
2018-02-03T00:41:21.805Z,,,,31.6,,,55
2018-02-03T00:41:31.805Z,,,34,31.6,,,55
2018-02-03T00:41:41.806Z,,,,31.5,,,55
2018-02-03T00:41:51.805Z,,,33.8,31.5,,,55
2018-02-03T00:42:01.805Z,,,,31.5,,,55
2018-02-03T00:42:11.805Z,,,33.7,31.5,,,55
2018-02-03T00:42:21.806Z,,,,31.5,,,55
2018-02-03T00:42:31.806Z,,,33.6,31.5,,,55
2018-02-03T00:42:41.805Z,,,33.5,31.4,,,55
2018-02-03T00:42:51.805Z,,,,31.4,,,55
2018-02-03T00:43:01.805Z,0,2,33.5,31.4,,,55
2018-02-03T00:43:11.805Z,,,40.2,31.4,,78,55
2018-02-03T00:43:21.805Z,,,43.1,31.4,,45,55
2018-02-03T00:43:31.808Z,,,42.8,31.2,,29,55
2018-02-03T00:43:41.805Z,,,40.9,31.2,,,55
2018-02-03T00:43:51.805Z,,,39.9,31.2,,,55
2018-02-03T00:44:01.805Z,,,39.3,31.2,,,55
2018-02-03T00:44:11.805Z,,,38.7,31.2,,,55
2018-02-03T00:44:21.805Z,,,39,31.1,,,55
2018-02-03T00:44:31.807Z,,,,31.1,,,55
2018-02-03T00:44:41.808Z,,,39.3,31.1,,,55
2018-02-03T00:44:51.814Z,,,39.4,31.1,,,55
2018-02-03T00:45:01.812Z,,,39.5,31.1,,,55
2018-02-03T00:45:11.808Z,,,39.7,31.1,,,55
2018-02-03T00:45:21.805Z,,,39.9,31.1,,,55
2018-02-03T00:45:31.805Z,,,40,31.1,,,55
2018-02-03T00:45:41.805Z,,,40.1,31,,,55
2018-02-03T00:45:51.805Z,,,40.2,31,,,55
2018-02-03T00:46:01.809Z,,,40.3,31,,,55
2018-02-03T00:46:11.805Z,,,40.5,31,,,55
2018-02-03T00:46:21.805Z,,,40.7,31,,,55
2018-02-03T00:46:31.806Z,,,40.8,31,,,55
2018-02-03T00:46:41.805Z,,,41,31,,,55
2018-02-03T00:46:51.805Z,,,,31.1,,,55
2018-02-03T00:47:01.804Z,,,41.2,31.1,,,55
2018-02-03T00:47:11.805Z,,,41.4,31.1,,,55
2018-02-03T00:47:21.804Z,,,41.5,31.1,,,55
2018-02-03T00:47:31.806Z,,,41.7,31.1,,,55
2018-02-03T00:47:41.805Z,,,41.8,31.2,,,55
2018-02-03T00:47:51.804Z,,,42,31.2,,,55
2018-02-03T00:48:01.805Z,,,42.2,31.2,,,55
2018-02-03T00:48:11.805Z,,,42.4,31.4,,,55
2018-02-03T00:48:21.806Z,,,,31.4,,,55
2018-02-03T00:48:31.805Z,,,42.6,31.5,,,55
2018-02-03T00:48:41.805Z,,,42.7,31.5,,,55
2018-02-03T00:48:51.808Z,,,43,31.5,,,55
2018-02-03T00:49:01.804Z,,,43.1,31.6,,,55
2018-02-03T00:49:11.805Z,,,43.2,31.6,,,55
2018-02-03T00:49:21.811Z,,,43.3,31.7,,,55
2018-02-03T00:49:31.804Z,,,43.4,31.9,,,55
2018-02-03T00:49:41.821Z,,,43.6,31.9,,,55
2018-02-03T00:49:51.811Z,,,,32,,,55
2018-02-03T00:50:01.805Z,,,44.1,32,,0,55
2018-02-03T00:50:11.807Z,0,2,42.8,32.1,,,55
2018-02-03T00:50:21.804Z,,,40.7,32.2,,,55
2018-02-03T00:50:31.806Z,,,39.8,32.2,,,55
2018-02-03T00:50:41.805Z,,,39.5,32.3,,,55
2018-02-03T00:50:51.804Z,,,39.8,32.3,,,55
2018-02-03T00:51:01.805Z,,,40.1,32.5,,,55
2018-02-03T00:51:11.804Z,,,40.6,32.6,,,55
2018-02-03T00:51:21.805Z,,,,32.6,,,55
2018-02-03T00:51:31.804Z,,,40.3,32.7,,,55
2018-02-03T00:51:41.805Z,,,40.2,32.7,,,55
2018-02-03T00:51:51.805Z,,,40,32.8,,,55
2018-02-03T00:52:01.804Z,,,39.9,32.8,,,55
2018-02-03T00:52:11.806Z,,,39.8,33,,,55
2018-02-03T00:52:21.804Z,,,39.6,33,,,55
2018-02-03T00:52:31.810Z,,,39.5,33,,,55
2018-02-03T00:52:41.804Z,,,39.4,33.1,,,55
2018-02-03T00:52:51.804Z,,,39.3,33.1,,,55
2018-02-03T00:53:01.815Z,,,,33.1,,,55
2018-02-03T00:53:11.804Z,,,39.1,33.1,,,55
2018-02-03T00:53:21.804Z,,,39,33.1,,,55
2018-02-03T00:53:31.806Z,,,38.9,33.2,,,55
2018-02-03T00:53:41.805Z,,,,33.2,,,55
2018-02-03T00:53:51.805Z,,,38.8,33.2,,,55
2018-02-03T00:54:01.804Z,,,38.6,33.2,,,55
2018-02-03T00:54:11.806Z,,,38.5,33.2,,,55
2018-02-03T00:54:21.804Z,,,,33.2,,,55
2018-02-03T00:54:31.804Z,,,,33.2,,,55
2018-02-03T00:54:41.808Z,,,38.6,33.2,,,55
2018-02-03T00:54:51.804Z,,,38.8,33.2,,,55
2018-02-03T00:55:01.811Z,,,38.9,33.2,,,55
2018-02-03T00:55:11.811Z,,,39,33.2,,,55
2018-02-03T00:55:21.806Z,,,39.1,33.2,,,55
2018-02-03T00:55:31.804Z,,,,33.1,,,55
2018-02-03T00:55:41.804Z,,,39.3,33.2,,,55
2018-02-03T00:55:51.804Z,,,39.4,33.1,,,55
2018-02-03T00:56:01.804Z,,,,33.1,,,55
2018-02-03T00:56:11.804Z,,,39.5,33.1,,,55
2018-02-03T00:56:21.804Z,,,,33.1,,,55
2018-02-03T00:56:31.807Z,,,39.6,33.1,,,55
2018-02-03T00:56:41.804Z,,,,33.1,,,55
2018-02-03T00:56:51.804Z,,,39.8,33.1,,,55
2018-02-03T00:57:01.804Z,,,,33.1,,,55
2018-02-03T00:57:11.807Z,,,,33,,,55
2018-02-03T00:57:21.804Z,,,39.9,33,,,55
2018-02-03T00:57:31.805Z,,,,33,,,55
2018-02-03T00:57:41.810Z,,,40,33,,,55
2018-02-03T00:57:51.807Z,,,,33,,,55
2018-02-03T00:58:01.804Z,,,,33,,,55
2018-02-03T00:58:11.804Z,,,,33,,,55
2018-02-03T00:58:21.804Z,,,40.1,32.8,,,55
2018-02-03T00:58:31.804Z,,,,32.8,,,55
2018-02-03T00:58:41.806Z,,,,32.8,,,55
2018-02-03T00:58:51.806Z,,,,32.8,,,55
2018-02-03T00:59:01.804Z,0,2,40.2,32.8,40,0,55
2018-02-03T00:59:11.806Z,,,,32.8,,,55
2018-02-03T00:59:21.803Z,,,,32.8,,,55
2018-02-03T00:59:31.807Z,,,,32.7,,,55
2018-02-03T00:59:41.804Z,,,40.3,32.7,,,55
2018-02-03T00:59:51.803Z,,,,32.7,,,55
2018-02-03T01:00:01.811Z,,,,32.7,,,55
2018-02-03T01:00:11.805Z,,,,32.6,,,55
2018-02-03T01:00:21.808Z,,,,32.6,,,55
2018-02-03T01:00:31.803Z,,,39.6,32.6,,,55
2018-02-03T01:00:41.806Z,,,37.5,32.6,,,55
2018-02-03T01:00:51.804Z,,,36.5,32.6,,,55
2018-02-03T01:01:01.805Z,,,35.3,32.6,,,55
2018-02-03T01:01:11.803Z,,,34.8,32.5,,,55
2018-02-03T01:01:21.804Z,,,,32.5,,,55
2018-02-03T01:01:31.803Z,,,34.9,32.5,,,55
2018-02-03T01:01:41.804Z,,,,32.5,,,55
2018-02-03T01:01:51.803Z,,,34.8,32.5,,,55
2018-02-03T01:02:01.804Z,,,34.7,32.3,,,55
2018-02-03T01:02:11.803Z,,,,32.3,,,55
2018-02-03T01:02:21.803Z,,,34.6,32.3,,,55
2018-02-03T01:02:31.803Z,,,,32.3,,,55
2018-02-03T01:02:41.805Z,,,,32.3,,,55
2018-02-03T01:02:51.803Z,,,34.4,32.3,,,55
2018-02-03T01:03:01.805Z,,,34.3,32.2,,,55
2018-02-03T01:03:11.803Z,,,,32.2,,,55
2018-02-03T01:03:21.803Z,,,34.2,32.2,,,55
2018-02-03T01:03:31.803Z,,,,32.2,,,55
2018-02-03T01:03:41.804Z,,,34.1,32.1,,,55
2018-02-03T01:03:51.808Z,,,,32.1,,,55
2018-02-03T01:04:01.803Z,,,34,32.1,,,55
2018-02-03T01:04:11.803Z,,,,32.1,,,55
2018-02-03T01:04:21.806Z,0,2,34.1,32.1,,,55
2018-02-03T01:04:31.803Z,,,41.2,32,,73,55
2018-02-03T01:04:41.804Z,,,44,32,,0,55
2018-02-03T01:04:51.806Z,0,2,41.5,32,,,55
2018-02-03T01:05:01.803Z,,,38.7,32,,,55
2018-02-03T01:05:11.805Z,,,36.7,32,,,55
2018-02-03T01:05:21.806Z,,,35.9,31.9,,,55
2018-02-03T01:05:31.803Z,,,35.6,31.9,,,55
2018-02-03T01:05:41.803Z,,,,31.9,,,55
2018-02-03T01:05:51.805Z,,,35.4,31.9,,,55
2018-02-03T01:06:01.991Z,,,35.2,31.9,,,55
2018-02-03T01:06:11.803Z,,,34.9,31.7,,,55
2018-02-03T01:06:21.806Z,,,34.7,31.7,,,55
2018-02-03T01:06:31.804Z,,,,31.7,,,55
2018-02-03T01:06:41.803Z,,,34.6,31.7,,,55
2018-02-03T01:06:51.803Z,,,34.4,31.6,,,55
2018-02-03T01:07:01.804Z,,,34.3,31.6,,,55
2018-02-03T01:07:11.805Z,,,,31.6,,,55
2018-02-03T01:07:21.803Z,,,34.2,31.6,,,55
2018-02-03T01:07:31.806Z,,,,31.6,,,55
2018-02-03T01:07:41.805Z,,,34.1,31.6,,,55
2018-02-03T01:07:51.808Z,,,34,31.5,,,55
2018-02-03T01:08:01.803Z,,,,31.5,,,55
2018-02-03T01:08:11.821Z,,,33.8,31.5,,,55
2018-02-03T01:08:21.806Z,,,,31.5,,,55
2018-02-03T01:08:31.807Z,,,33.7,31.5,,,55
2018-02-03T01:08:41.807Z,,,,31.4,,,55
2018-02-03T01:08:51.806Z,,,33.6,31.4,,,55
2018-02-03T01:09:01.803Z,,,,31.4,,,55
2018-02-03T01:09:11.807Z,,,33.5,31.4,,,55
2018-02-03T01:09:21.807Z,0,2,34.3,31.4,,79,55
2018-02-03T01:09:31.803Z,,,40.2,31.4,,77,55
2018-02-03T01:09:41.803Z,,,43.3,31.2,,43,55
2018-02-03T01:09:51.802Z,,,42.6,31.2,,29,55
2018-02-03T01:10:01.803Z,,,40.8,31.2,,,55
2018-02-03T01:10:11.803Z,,,39.8,31.2,,,55
2018-02-03T01:10:21.803Z,,,38.9,31.2,,,55
2018-02-03T01:10:31.803Z,,,38.6,31.2,,,55
2018-02-03T01:10:41.804Z,,,39,31.1,,,55
2018-02-03T01:10:51.804Z,,,39.2,31.1,,,55
2018-02-03T01:11:01.803Z,,,39.3,31.1,,,55
2018-02-03T01:11:11.803Z,,,39.4,31.1,,,55
2018-02-03T01:11:21.803Z,,,39.7,31.1,,,55
2018-02-03T01:11:31.802Z,,,39.8,31.1,,,55
2018-02-03T01:11:41.803Z,,,40,31.1,,,55
2018-02-03T01:11:51.804Z,,,40.1,31,,,55
2018-02-03T01:12:01.803Z,,,40.2,31,,,55
2018-02-03T01:12:11.804Z,,,40.3,31,,,55
2018-02-03T01:12:21.803Z,,,40.5,31,,,55
2018-02-03T01:12:31.803Z,,,40.7,31,,,55
2018-02-03T01:12:41.805Z,,,40.8,31,,,55
2018-02-03T01:12:51.802Z,,,40.9,31,,,55
2018-02-03T01:13:01.803Z,,,41,31.1,,,55
2018-02-03T01:13:11.802Z,,,41.1,31.1,,,55
2018-02-03T01:13:21.803Z,,,41.4,31.1,,,55
2018-02-03T01:13:31.803Z,,,41.5,31.1,,,55
2018-02-03T01:13:41.803Z,,,41.6,31.1,,,55
2018-02-03T01:13:51.803Z,,,41.8,31.2,,,55
2018-02-03T01:14:01.802Z,,,41.9,31.2,,,55
2018-02-03T01:14:11.803Z,,,42,31.2,,,55
2018-02-03T01:14:21.802Z,,,42.2,31.4,,,55
2018-02-03T01:14:31.900Z,,,42.3,31.4,,,55
2018-02-03T01:14:41.802Z,,,42.5,31.5,,,55
2018-02-03T01:14:51.803Z,,,42.6,31.5,,,55
2018-02-03T01:15:01.810Z,,,42.8,31.5,,,55
2018-02-03T01:15:11.802Z,,,43,31.6,,,55
2018-02-03T01:15:21.807Z,,,43.1,31.6,,,55
2018-02-03T01:15:31.803Z,,,43.2,31.7,,,55
2018-02-03T01:15:41.804Z,,,43.3,31.9,,,55
2018-02-03T01:15:51.802Z,,,43.5,31.9,,,55
2018-02-03T01:16:01.803Z,,,43.6,31.9,,,55
2018-02-03T01:16:11.803Z,,,43.7,32,,,55
2018-02-03T01:16:21.803Z,,,44,32.1,,,55
2018-02-03T01:16:31.803Z,0,2,42.8,32.1,,0,55
2018-02-03T01:16:41.803Z,,,40.5,32.2,,,55
2018-02-03T01:16:51.802Z,,,39.8,32.3,,,55
2018-02-03T01:17:01.803Z,,,39.6,32.3,,,55
2018-02-03T01:17:11.802Z,,,40,32.5,,,55
2018-02-03T01:17:21.806Z,,,40.2,32.5,,,55
2018-02-03T01:17:31.805Z,,,40.8,32.6,,,55
2018-02-03T01:17:41.803Z,,,40.7,32.7,,,55
