Time,HwTOutlet,PrimT,ActPow,PrimTSet,HwActive,ChActive,HwTSet
2018-01-26T05:15:52.643Z,,37.1,79,,0,2,
2018-01-26T05:16:02.648Z,32.2,42.8,61,,,,55
2018-01-26T05:16:12.757Z,32.2,43.9,0,,0,2,55
2018-01-26T05:16:22.723Z,32.2,40.4,,,,,55
2018-01-26T05:16:32.649Z,32.2,37.9,,,,,55
2018-01-26T05:16:42.648Z,32.1,36.3,,,,,55
2018-01-26T05:16:52.643Z,32.1,35.6,,,,,55
2018-01-26T05:17:02.648Z,32.1,35.3,,,,,55
2018-01-26T05:17:12.648Z,32.1,35.2,,,,,55
2018-01-26T05:17:23.024Z,,34.9,,,,,
2018-01-26T05:17:32.649Z,32,34.8,,,,,55
2018-01-26T05:17:42.649Z,32,34.7,,,,,55
2018-01-26T05:17:52.644Z,32,34.6,,,,,55
2018-01-26T05:18:02.649Z,32,,,,,,55
2018-01-26T05:18:12.648Z,,34.3,,,,,
2018-01-26T05:18:22.733Z,31.9,,,,,,55
2018-01-26T05:18:32.648Z,31.9,,,,,,55
2018-01-26T05:18:42.662Z,31.9,34.2,,,,,55
2018-01-26T05:18:52.648Z,,34.1,,,,,
2018-01-26T05:19:02.647Z,31.7,,,,,,55
2018-01-26T05:19:12.678Z,,34,,,,,
2018-01-26T05:19:22.722Z,31.7,33.8,,,,,55
2018-01-26T05:19:32.647Z,31.7,,,,,,55
2018-01-26T05:19:42.649Z,31.7,33.7,,,,,55
2018-01-26T05:20:02.646Z,31.6,33.6,,,,,55
2018-01-26T05:20:22.732Z,31.6,33.5,,,,,55
2018-01-26T05:20:32.647Z,31.5,,,,,,55
2018-01-26T05:20:42.721Z,31.5,33.3,,,,,55
2018-01-26T05:20:52.670Z,,36.4,79,,0,2,
2018-01-26T05:21:02.647Z,31.5,42.2,61,,,,55
2018-01-26T05:21:12.642Z,31.5,43.1,29,,,,55
2018-01-26T05:21:22.723Z,31.5,41.5,,,,,55
2018-01-26T05:21:32.647Z,31.5,40.2,,,,,55
2018-01-26T05:21:42.646Z,31.4,39.3,,,,,55
2018-01-26T05:21:52.708Z,31.4,38.5,,,,,55
2018-01-26T05:22:02.669Z,31.4,38.4,,,,,55
2018-01-26T05:22:12.790Z,31.4,,,,,,55
2018-01-26T05:22:22.722Z,,38.7,,,,,
2018-01-26T05:22:32.785Z,31.2,,,,,,55
2018-01-26T05:22:42.646Z,,39.1,,,,,
2018-01-26T05:22:52.644Z,31.2,39.3,,,,,55
2018-01-26T05:23:07.665Z,31.2,,,,,,55
2018-01-26T05:23:12.647Z,,39.7,,,,,
2018-01-26T05:23:23.366Z,31.2,39.8,,,,,55
2018-01-26T05:23:32.645Z,,40,,,,,
2018-01-26T05:23:42.646Z,31.2,40.1,,,,,55
2018-01-26T05:23:52.643Z,31.1,,,,,,55
2018-01-26T05:24:02.647Z,,40.3,,,,,
2018-01-26T05:24:12.645Z,31.1,40.6,,,,,55
2018-01-26T05:24:22.724Z,31.1,,,,,,55
2018-01-26T05:24:32.646Z,31.2,40.7,,,,,55
2018-01-26T05:24:42.646Z,31.2,40.9,,,,,55
2018-01-26T05:24:52.645Z,31.2,41.1,,,,,55
2018-01-26T05:25:02.649Z,31.2,41.2,,,,,55
2018-01-26T05:25:12.986Z,31.2,,,,,,55
2018-01-26T05:25:22.722Z,,41.6,,,,,
2018-01-26T05:25:32.646Z,31.4,,,,,,55
2018-01-26T05:25:42.674Z,31.4,41.7,,,,,55
2018-01-26T05:25:52.642Z,,41.9,,,,,
2018-01-26T05:26:02.644Z,31.5,42.2,,,,,55
2018-01-26T05:26:12.663Z,31.5,,,,,,55
2018-01-26T05:26:22.738Z,,42.4,,,,,
2018-01-26T05:26:32.646Z,31.6,,,,,,55
2018-01-26T05:26:42.645Z,31.6,42.6,,,,,55
2018-01-26T05:26:52.655Z,,42.8,,,,,
2018-01-26T05:27:02.644Z,31.7,43.1,,,,,55
2018-01-26T05:27:12.644Z,31.9,,,,,,55
2018-01-26T05:27:22.722Z,31.9,,,,,,55
2018-01-26T05:27:32.644Z,,43.4,,,,,
2018-01-26T05:27:42.644Z,32,43.5,,,,,55
2018-01-26T05:27:52.659Z,32,,,,,,55
2018-01-26T05:28:02.647Z,32.1,43.6,,,,,55
2018-01-26T05:28:12.672Z,32.1,44,0,,0,2,55
2018-01-26T05:28:22.732Z,32.2,41.6,,,,,55
2018-01-26T05:28:32.695Z,32.2,40.1,,,,,55
2018-01-26T05:28:42.644Z,32.3,39.6,,,,,55
2018-01-26T05:28:52.642Z,32.5,39.7,,,,,55
2018-01-26T05:29:02.741Z,32.6,,,,,,55
2018-01-26T05:29:12.781Z,,40.5,,,,,
2018-01-26T05:29:22.724Z,32.7,,,,,,55
2018-01-26T05:29:32.717Z,,40.7,,,,,
2018-01-26T05:29:47.662Z,32.8,40.5,,,,,55
2018-01-26T05:29:52.645Z,32.8,40.1,,,,,55
2018-01-26T05:30:02.653Z,33,,,,,,55
2018-01-26T05:30:12.647Z,33.1,39.9,,,,,55
2018-01-26T05:30:22.722Z,,39.6,,,,,
2018-01-26T05:30:32.711Z,33.1,,,,,,55
2018-01-26T05:30:42.644Z,33.1,39.5,,,,,55
2018-01-26T05:30:52.651Z,,39.4,,,,,
2018-01-26T05:31:02.644Z,33.2,,,,,,55
2018-01-26T05:31:12.654Z,,39.3,,,,,
2018-01-26T05:31:22.722Z,33.2,39,,,,,55
2018-01-26T05:31:32.647Z,33.2,38.9,,,,,55
2018-01-26T05:31:42.989Z,33.2,,,,,,55
2018-01-26T05:31:52.641Z,33.3,,,,,,55
2018-01-26T05:32:02.644Z,,38.8,,,,,
2018-01-26T05:32:12.644Z,33.3,38.5,,,,,55
2018-01-26T05:32:22.733Z,33.3,,,,,,55
2018-01-26T05:32:43.016Z,33.3,38.4,,,,,55
2018-01-26T05:32:52.642Z,33.3,,,,,,55
2018-01-26T05:33:02.645Z,33.3,,,,,,55
2018-01-26T05:33:12.642Z,33.3,38.8,,,,,55
2018-01-26T05:33:22.727Z,33.2,,,,,,55
2018-01-26T05:33:32.648Z,,38.9,,,,,
2018-01-26T05:33:42.644Z,33.2,39,,,,,55
2018-01-26T05:33:52.649Z,33.2,39.1,,,,,55
2018-01-26T05:34:02.642Z,33.2,,,,,,55
2018-01-26T05:34:12.641Z,,39.3,,,,,
2018-01-26T05:34:22.734Z,33.2,39.4,,,,,55
2018-01-26T05:34:32.649Z,33.2,,,,,,55
2018-01-26T05:34:52.652Z,33.2,39.5,,,,,55
2018-01-26T05:35:02.642Z,33.2,,,,,,55
2018-01-26T05:35:12.641Z,33.1,,,,,,55
2018-01-26T05:35:22.731Z,33.1,39.6,,,,,55
2018-01-26T05:35:32.643Z,33.1,,,,,,55
2018-01-26T05:35:42.642Z,33.1,39.8,,,,,55
2018-01-26T05:35:52.651Z,33.1,,,,,,55
2018-01-26T05:36:02.641Z,33.1,,,,,,55
2018-01-26T05:36:12.641Z,33,39.9,,,,,55
2018-01-26T05:36:22.721Z,33,,,,,,55
2018-01-26T05:36:32.991Z,33,39.9,,,,,55
2018-01-26T05:36:42.642Z,33,40,,,,,55
2018-01-26T05:36:52.651Z,33,,,,,,55
2018-01-26T05:37:12.642Z,32.8,40.1,,,,,55
2018-01-26T05:37:22.770Z,32.8,,,,,,55
2018-01-26T05:37:42.651Z,32.8,,,,,,55
2018-01-26T05:37:52.651Z,32.8,,,,,,55
2018-01-26T05:38:02.641Z,32.8,,,,,,55
2018-01-26T05:38:12.703Z,32.8,,,,,,55
2018-01-26T05:38:22.731Z,32.7,40.2,,,,,55
2018-01-26T05:38:32.642Z,32.7,,,,,,55
2018-01-26T05:38:42.667Z,32.7,,,,,,55
2018-01-26T05:38:52.649Z,32.7,38.9,,,,,55
2018-01-26T05:39:02.642Z,32.6,36.9,,,,,55
2018-01-26T05:39:12.640Z,32.6,35.9,,,,,55
2018-01-26T05:39:23.086Z,32.6,34.9,,,,,55
2018-01-26T05:39:32.643Z,32.6,34.6,,,,,55
2018-01-26T05:39:42.642Z,32.6,34.4,,,,,55
2018-01-26T05:39:52.651Z,32.6,34.7,,,,,55
2018-01-26T05:40:02.641Z,32.5,,,,,,55
2018-01-26T05:40:12.641Z,,34.6,,,,,
2018-01-26T05:40:22.721Z,32.5,34.4,,,,,55
2018-01-26T05:40:32.642Z,32.5,,,,,,55
2018-01-26T05:40:42.666Z,32.5,34.3,,,,,55
2018-01-26T05:40:53.014Z,32.3,,,,,,55
2018-01-26T05:41:02.641Z,32.3,34.2,,,,,55
2018-01-26T05:41:22.722Z,32.3,34.1,,,,,55
2018-01-26T05:42:01.030Z,32.2,,,,,,55
2018-01-26T05:42:01.037Z,32.2,36.2,79,,0,2,55
2018-01-26T05:42:04.474Z,32.2,42.4,64,,,,55
2018-01-26T05:42:13.934Z,32.2,44.1,0,,0,2,55
2018-01-26T05:42:26.514Z,32.1,40.4,,,,,55
2018-01-26T05:42:34.584Z,32.1,37.9,,,,,55
2018-01-26T05:42:42.641Z,32.1,36.5,,,,,55
2018-01-26T05:42:52.986Z,32.1,35.9,,,,,55
2018-01-26T05:43:02.780Z,32.1,35.6,0,40,0,2,55
2018-01-26T05:43:12.644Z,32.1,35.3,,,,,55
2018-01-26T05:43:22.730Z,32,35.2,,,,,55
2018-01-26T05:43:32.666Z,32,34.9,,,,,55
2018-01-26T05:43:42.656Z,32,34.8,,,,,55
2018-01-26T05:43:52.649Z,32,34.7,,,,,55
2018-01-26T05:44:02.693Z,31.9,34.6,,,,,55
2018-01-26T05:44:12.640Z,31.9,34.4,,,,,55
2018-01-26T05:44:22.721Z,31.9,34.3,,,,,55
2018-01-26T05:44:32.640Z,31.9,,,,,,55
2018-01-26T05:44:42.641Z,31.9,34.2,,,,,55
2018-01-26T05:44:52.640Z,31.7,,,,,,55
2018-01-26T05:45:02.959Z,31.7,34.1,,,,,55
2018-01-26T05:45:12.643Z,31.7,34,,,,,55
2018-01-26T05:45:22.720Z,31.7,33.8,,,0,2,55
2018-01-26T05:45:32.939Z,31.7,,,,,,55
2018-01-26T05:45:42.677Z,31.7,,,,,,55
2018-01-26T05:45:52.648Z,31.6,33.7,,,,,55
2018-01-26T05:46:02.650Z,31.6,33.6,,,,,55
2018-01-26T05:46:12.993Z,31.6,,,,,,55
2018-01-26T05:46:22.730Z,31.6,33.5,,,,,55
2018-01-26T05:46:32.641Z,31.5,,,,,,55
2018-01-26T05:46:42.640Z,31.5,33.3,,,,,55
2018-01-26T05:46:52.665Z,31.5,35,79,,0,2,55
2018-01-26T05:47:02.649Z,31.5,41.4,68,,,,55
2018-01-26T05:47:12.643Z,31.5,43.1,47,,,,55
2018-01-26T05:47:22.801Z,31.5,41.8,29,,,,55
2018-01-26T05:47:32.640Z,31.4,40.9,,,,,55
2018-01-26T05:47:47.732Z,31.4,39.9,,,,,55
2018-01-26T05:47:52.793Z,31.4,38.9,,,,,55
2018-01-26T05:48:02.645Z,31.4,38.5,,,,,55
2018-01-26T05:48:12.640Z,31.4,38.4,,,,,55
2018-01-26T05:48:23.031Z,31.2,38.6,,,,,55
2018-01-26T05:48:32.640Z,31.2,39,,,,,55
2018-01-26T05:48:42.641Z,31.2,,,,,,55
2018-01-26T05:48:52.671Z,31.2,39.1,,,,,55
2018-01-26T05:49:02.690Z,31.2,39.3,,,,,55
2018-01-26T05:49:12.640Z,31.2,39.5,,,,,55
2018-01-26T05:49:22.721Z,31.1,39.7,,,,,55
2018-01-26T05:49:32.640Z,31.1,40,,,,,55
2018-01-26T05:49:42.640Z,31.1,,,,,,55
2018-01-26T05:49:52.649Z,31.1,40.1,,,,,55
2018-01-26T05:50:02.640Z,31.1,40.2,,,,,55
2018-01-26T05:50:12.640Z,31.1,40.5,,,,,55
2018-01-26T05:50:22.730Z,31.1,40.6,,,,,55
2018-01-26T05:50:32.640Z,31.1,40.7,,,,,55
2018-01-26T05:50:42.641Z,31.1,40.8,,,,,55
2018-01-26T05:50:52.648Z,31.2,41,,,,,55
2018-01-26T05:51:02.994Z,31.2,41.1,,,,,55
2018-01-26T05:51:12.791Z,31.2,41.2,,,,,55
2018-01-26T05:51:22.723Z,31.2,41.4,,,,,55
2018-01-26T05:51:32.640Z,31.2,41.5,,,,,55
2018-01-26T05:51:42.640Z,31.2,41.7,,,,,55
2018-01-26T05:51:52.649Z,31.4,41.8,,,,,55
2018-01-26T05:52:07.730Z,31.4,41.9,,,,,55
2018-01-26T05:52:12.639Z,31.4,42.2,,,,,55
2018-01-26T05:52:22.722Z,31.5,42.3,,,,,55
2018-01-26T05:52:32.640Z,31.5,42.4,,,,,55
2018-01-26T05:52:42.936Z,31.6,42.5,,,,,55
2018-01-26T05:52:52.644Z,31.6,42.7,,,,,55
2018-01-26T05:53:02.694Z,31.7,43,,,,,55
2018-01-26T05:53:16.064Z,31.7,,,,,,55
2018-01-26T05:53:22.733Z,31.9,43.1,,,,,55
2018-01-26T05:53:32.684Z,31.9,43.2,,,,,55
2018-01-26T05:53:42.640Z,32,43.3,,,,,55
2018-01-26T05:53:52.784Z,32,43.5,,,,,55
2018-01-26T05:54:02.640Z,32.1,43.6,,,,,55
2018-01-26T05:54:12.784Z,32.1,43.7,,,,,55
2018-01-26T05:54:22.735Z,32.2,43.8,0,,0,2,55
2018-01-26T05:54:32.646Z,32.2,41.8,,,,,55
2018-01-26T05:54:42.654Z,32.3,39.9,,,,,55
2018-01-26T05:54:52.644Z,32.3,39.7,,,,,55
2018-01-26T05:55:02.664Z,32.5,39.5,,,,,55
2018-01-26T05:55:12.688Z,32.6,40,,,,,55
2018-01-26T05:55:22.720Z,32.6,40.2,,,,,55
2018-01-26T05:55:32.640Z,32.7,40.7,,,,,55
2018-01-26T05:55:42.639Z,32.8,40.6,,,,,55
2018-01-26T05:55:52.640Z,32.8,40.5,,,,,55
2018-01-26T05:56:03.289Z,33,40.2,,,,,55
2018-01-26T05:56:12.644Z,33,40,,,,,55
2018-01-26T05:56:22.729Z,33.1,39.9,,,,,55
2018-01-26T05:56:32.644Z,33.1,39.8,,,,,55
2018-01-26T05:56:42.641Z,33.1,39.6,,,,,55
2018-01-26T05:56:52.658Z,33.1,39.5,,,,,55
2018-01-26T05:57:02.649Z,33.2,39.4,,,,,55
2018-01-26T05:57:12.652Z,33.2,,,,,,55
2018-01-26T05:57:22.720Z,33.2,39.3,,,,,55
2018-01-26T05:57:32.639Z,33.2,39.1,,,,,55
2018-01-26T05:57:42.652Z,33.2,38.9,,,,,55
2018-01-26T05:57:52.647Z,33.3,,,,,,55
2018-01-26T05:58:02.640Z,33.2,,,,,,55
2018-01-26T05:58:12.665Z,33.3,38.8,,,,,55
2018-01-26T05:58:22.747Z,33.3,38.6,,,,,55
2018-01-26T05:58:32.646Z,33.3,,,,,,55
2018-01-26T05:58:42.656Z,33.3,38.8,,,,,55
2018-01-26T05:58:52.642Z,33.3,38.9,,,,,55
2018-01-26T05:59:02.648Z,33.3,39,,,,,55
2018-01-26T05:59:12.651Z,33.3,39.1,,,,,55
2018-01-26T05:59:22.720Z,33.3,39.3,,,,,55
2018-01-26T05:59:32.741Z,33.2,39.4,,,,,55
2018-01-26T05:59:42.993Z,33.2,39.5,,,,,55
2018-01-26T05:59:52.771Z,33.2,,,,,,55
2018-01-26T06:00:02.689Z,33.2,39.6,,,,,55
2018-01-26T06:00:12.640Z,33.2,,,,,,55
2018-01-26T06:00:22.843Z,33.2,39.8,,,,,55
2018-01-26T06:00:32.762Z,33.2,,,,,,55
2018-01-26T06:00:43.022Z,33.2,39.9,,,,,55
2018-01-26T06:00:52.644Z,33.2,40,,,,,55
2018-01-26T06:01:02.640Z,33.2,,,,,,55
2018-01-26T06:01:12.645Z,33.1,,,,,,55
2018-01-26T06:01:27.739Z,33.1,40.1,,,,,55
2018-01-26T06:01:32.643Z,33.1,,,,,,55
2018-01-26T06:01:42.641Z,33.1,,,,,,55
2018-01-26T06:01:52.640Z,33.1,40.2,,,,,55
2018-01-26T06:02:02.654Z,33.1,,,,,,55
2018-01-26T06:02:17.719Z,33.1,,,,,,55
2018-01-26T06:02:22.721Z,33,40.3,,,,,55
2018-01-26T06:02:32.642Z,33,,,,,,55
2018-01-26T06:02:42.641Z,33,,,,,,55
2018-01-26T06:02:52.646Z,33,,,,,,55
2018-01-26T06:03:02.643Z,33,40.5,,,,,55
2018-01-26T06:03:12.639Z,33,,,,,,55
2018-01-26T06:03:22.724Z,32.8,,,,,,55
2018-01-26T06:03:32.931Z,32.8,,,,,,55
2018-01-26T06:03:42.643Z,32.8,40.6,,,,,55
2018-01-26T06:03:52.639Z,32.8,,,,,,55
2018-01-26T06:04:02.675Z,32.8,,,,,,55
2018-01-26T06:04:12.645Z,32.8,,,,,,55
2018-01-26T06:04:22.722Z,32.7,,,,,,55
2018-01-26T06:04:32.743Z,32.7,38.8,,,,,55
2018-01-26T06:04:42.639Z,32.7,36.9,,,,,55
2018-01-26T06:04:52.639Z,32.7,35.9,,,,,55
2018-01-26T06:05:02.641Z,32.7,34.9,,,,,55
2018-01-26T06:05:12.642Z,32.6,34.7,,,,,55
2018-01-26T06:05:22.745Z,32.6,34.8,,,,,55
2018-01-26T06:05:32.642Z,32.6,34.9,,,,,55
2018-01-26T06:05:42.639Z,32.6,,,,,,55
2018-01-26T06:05:52.639Z,32.6,34.8,,,,,55
2018-01-26T06:06:02.639Z,32.6,34.7,,,,,55
2018-01-26T06:06:12.704Z,32.5,34.6,,,,,55
2018-01-26T06:06:22.719Z,32.5,,,,,,55
2018-01-26T06:06:32.640Z,32.5,,,,,,55
2018-01-26T06:06:42.639Z,32.5,34.4,,,,,55
2018-01-26T06:06:52.698Z,32.3,,,,,,55
2018-01-26T06:07:07.718Z,32.3,34.3,,,,,55
2018-01-26T06:07:12.638Z,32.3,34.2,,,,,55
2018-01-26T06:07:22.730Z,32.3,,,,,,55
2018-01-26T06:07:32.656Z,32.3,34.1,,,,,55
2018-01-26T06:07:47.176Z,32.2,,,,,,55
2018-01-26T06:07:52.675Z,32.2,34,,,,,55
2018-01-26T06:08:02.641Z,32.2,34,79,,0,2,55
2018-01-26T06:08:12.639Z,32.2,41.4,72,,,,55
2018-01-26T06:08:23.086Z,32.1,44,30,,,,55
2018-01-26T06:08:32.638Z,32.1,41.8,0,,0,2,55
2018-01-26T06:08:42.640Z,32.1,38.9,,,,,55
2018-01-26T06:08:52.643Z,32.1,36.8,,,,,55
2018-01-26T06:09:02.640Z,32.1,35.9,,,,,55
2018-01-26T06:09:12.641Z,32.1,35.7,,,,,55
2018-01-26T06:09:22.741Z,32,35.4,,,,,55
2018-01-26T06:09:32.638Z,32,35.3,,,,,55
2018-01-26T06:09:42.638Z,32,34.9,,,,,55
2018-01-26T06:09:52.739Z,32,34.8,,,,,55
2018-01-26T06:10:02.638Z,31.9,34.7,,,,,55
2018-01-26T06:10:12.639Z,31.9,34.6,,,,,55
2018-01-26T06:10:22.718Z,31.9,34.4,,,,,55
2018-01-26T06:10:32.683Z,31.9,,,,,,55
2018-01-26T06:10:42.683Z,31.9,34.3,,,,,55
2018-01-26T06:10:53.001Z,31.7,34.2,,,,,55
2018-01-26T06:11:02.639Z,31.7,,,,,,55
2018-01-26T06:11:12.643Z,31.7,34.1,,,,,55
2018-01-26T06:11:22.718Z,31.7,34,,,,,55
2018-01-26T06:11:32.638Z,31.7,,,,0,2,55
2018-01-26T06:11:47.676Z,31.6,33.8,,,,,55
2018-01-26T06:11:57.742Z,31.6,,,,,,55
2018-01-26T06:12:02.639Z,31.6,33.7,,,,,55
2018-01-26T06:12:12.940Z,31.6,,,,,,55
2018-01-26T06:12:22.718Z,31.6,33.6,,,,,55
2018-01-26T06:12:32.637Z,31.5,,,,,,55
2018-01-26T06:12:42.648Z,31.5,33.5,,,,,55
2018-01-26T06:12:52.658Z,31.5,33.3,,,,,55
2018-01-26T06:13:02.658Z,31.5,34.1,79,,0,2,55
2018-01-26T06:13:12.644Z,31.5,40.2,76,,,,55
2018-01-26T06:13:22.718Z,31.5,43.2,43,,,,55
2018-01-26T06:13:32.638Z,31.4,42.8,29,,,,55
2018-01-26T06:13:42.638Z,31.4,40.9,,,,,55
2018-01-26T06:13:52.638Z,31.4,39.9,,,,,55
2018-01-26T06:14:02.659Z,31.4,38.8,,,,,55
2018-01-26T06:14:12.640Z,31.4,38.7,,,,,55
2018-01-26T06:14:22.718Z,31.2,38.4,,,,,55
2018-01-26T06:14:32.637Z,31.2,38.6,,,,,55
2018-01-26T06:14:42.682Z,31.2,38.7,,,,,55
2018-01-26T06:14:52.648Z,31.2,39,,,,,55
2018-01-26T06:15:02.638Z,31.2,39.1,,,,,55
2018-01-26T06:15:12.637Z,31.2,39.3,,,,,55
2018-01-26T06:15:22.748Z,31.2,39.4,,,,,55
2018-01-26T06:15:32.638Z,31.1,39.7,,,,,55
2018-01-26T06:15:42.640Z,31.1,39.8,,,,,55
2018-01-26T06:15:52.638Z,31.1,40,,,,,55
2018-01-26T06:16:02.665Z,31.1,40.1,,,,,55
2018-01-26T06:16:12.657Z,31.1,40.2,,,,,55
2018-01-26T06:16:22.721Z,31.1,40.3,,,,,55
2018-01-26T06:16:32.793Z,31.1,40.5,,,,,55
2018-01-26T06:16:42.670Z,31.1,40.7,,,,,55
2018-01-26T06:16:52.685Z,31.1,40.8,,,,,55
2018-01-26T06:17:02.645Z,31.1,41,,,,,55
2018-01-26T06:17:12.640Z,31.1,41.1,,,,,55
2018-01-26T06:17:22.740Z,31.2,41.2,,,,,55
2018-01-26T06:17:32.646Z,31.2,41.4,,,,,55
2018-01-26T06:17:42.637Z,31.2,41.5,,,,,55
2018-01-26T06:17:52.637Z,31.2,41.7,,,,,55
2018-01-26T06:18:02.961Z,31.2,41.8,,,,,55
2018-01-26T06:18:12.637Z,31.4,42,,,,,55
2018-01-26T06:18:22.774Z,31.4,42.2,,,,,55
2018-01-26T06:18:32.641Z,31.5,42.3,,,,,55
2018-01-26T06:18:42.694Z,31.5,42.4,,,,,55
2018-01-26T06:18:52.692Z,31.6,42.6,,,,,55
2018-01-26T06:19:02.779Z,31.6,42.7,,,,,55
2018-01-26T06:19:12.683Z,31.6,43,,,,,55
2018-01-26T06:19:22.736Z,31.7,,,,,,55
2018-01-26T06:19:32.750Z,31.7,43.1,,,,,55
2018-01-26T06:19:42.687Z,31.9,43.3,,,,,55
2018-01-26T06:19:52.654Z,31.9,,,,,,55
2018-01-26T06:20:02.997Z,32,43.5,,,,,55
2018-01-26T06:20:12.637Z,32,43.6,,,,,55
2018-01-26T06:20:22.738Z,32.1,43.7,,,,,55
2018-01-26T06:20:37.658Z,32.2,44.2,0,,0,2,55
2018-01-26T06:20:42.638Z,32.2,41.7,,,,,55
2018-01-26T06:20:52.645Z,32.3,40.7,,,,,55
2018-01-26T06:21:02.974Z,32.3,39.6,,,,,55
2018-01-26T06:21:12.638Z,32.5,39.5,,,,,55
2018-01-26T06:21:22.757Z,32.5,40,,,,,55
2018-01-26T06:21:32.642Z,32.6,40.1,,,,,55
2018-01-26T06:21:42.646Z,32.7,40.6,,,,,55
2018-01-26T06:21:52.656Z,32.7,40.7,,,,,55
2018-01-26T06:22:02.656Z,32.8,40.5,,,,,55
2018-01-26T06:22:12.701Z,32.8,40.2,,,,,55
2018-01-26T06:22:22.806Z,33,40.1,,,,,55
2018-01-26T06:22:32.646Z,33,39.9,,,,,55
2018-01-26T06:22:42.639Z,33.1,39.8,,,,,55
2018-01-26T06:22:52.666Z,33.1,39.6,,,,,55
2018-01-26T06:23:02.639Z,33.1,39.5,,,,,55
2018-01-26T06:23:12.637Z,33.2,,,,,,55
2018-01-26T06:23:22.725Z,33.2,39.4,,,,,55
2018-01-26T06:23:32.651Z,33.2,39.3,,,,,55
2018-01-26T06:23:42.636Z,33.2,39.1,,,,,55
2018-01-26T06:23:57.776Z,33.2,39,,,,,55
2018-01-26T06:24:02.656Z,33.3,38.9,,,,,55
2018-01-26T06:24:12.654Z,33.3,,,,,,55
2018-01-26T06:24:22.717Z,33.3,38.8,,,,,55
2018-01-26T06:24:32.647Z,33.3,38.6,,,,,55
2018-01-26T06:24:42.637Z,33.3,38.5,,,,,55
2018-01-26T06:25:00.338Z,33.3,,,,,,55
2018-01-26T06:25:02.648Z,33.3,38.6,,,,,55
2018-01-26T06:25:12.637Z,33.3,38.9,,,,,55
2018-01-26T06:25:22.723Z,33.3,39,,,,,55
2018-01-26T06:25:32.637Z,33.3,39.1,,,,,55
2018-01-26T06:25:42.686Z,33.3,39.3,,,,,55
2018-01-26T06:25:52.644Z,33.3,,,,,,55
2018-01-26T06:26:02.643Z,33.2,39.4,,,,,55
2018-01-26T06:26:12.637Z,33.2,39.5,,,,,55
2018-01-26T06:26:22.717Z,33.2,,,,,,55
2018-01-26T06:26:32.943Z,33.2,39.6,,,,,55
2018-01-26T06:26:42.647Z,33.2,,,,,,55
2018-01-26T06:26:57.732Z,33.2,39.8,,,,,55
2018-01-26T06:27:02.930Z,33.2,,,,,,55
2018-01-26T06:27:12.642Z,33.2,39.9,,,,,55
2018-01-26T06:27:22.717Z,33.2,40,,,,,55
2018-01-26T06:27:32.640Z,33.1,40,,,,,55
2018-01-26T06:27:42.687Z,33.1,,,,,,55
2018-01-26T06:27:52.641Z,33.1,,,,,,55
2018-01-26T06:28:02.652Z,33.1,40.1,,,,,55
2018-01-26T06:28:12.653Z,33.1,,,,,,55
2018-01-26T06:28:22.775Z,33.1,,,,,,55
2018-01-26T06:28:32.726Z,33.1,40.2,,,,,55
2018-01-26T06:28:42.711Z,33,,,,,,55
2018-01-26T06:28:52.809Z,33,,,,,,55
2018-01-26T06:29:02.727Z,33,,,,,,55
2018-01-26T06:29:12.736Z,33,40.3,,,,,55
2018-01-26T06:29:22.727Z,33,,,,,,55
2018-01-26T06:29:32.736Z,33,,,,,,55
2018-01-26T06:29:42.739Z,32.8,,,,,,55
2018-01-26T06:29:52.799Z,32.8,40.5,,,,,55
2018-01-26T06:30:02.815Z,32.8,,,,,,55
2018-01-26T06:30:12.993Z,32.8,,,,,,55
2018-01-26T06:30:22.798Z,32.8,,,,,,55
2018-01-26T06:30:32.649Z,32.7,,,,,,55
2018-01-26T06:30:42.765Z,32.7,40.5,,,,,55
2018-01-26T06:30:52.823Z,32.7,38.8,,,,,55
2018-01-26T06:31:02.706Z,32.7,36.9,,,,,55
2018-01-26T06:31:12.722Z,32.7,35.9,,,,,55
2018-01-26T06:31:22.798Z,32.6,34.9,,,,,55
2018-01-26T06:31:32.639Z,32.6,34.7,,,,,55
2018-01-26T06:31:47.745Z,32.6,,,,,,55
2018-01-26T06:31:52.705Z,32.6,34.8,,,,,55
2018-01-26T06:32:02.769Z,32.6,,,,,,55
2018-01-26T06:32:12.638Z,32.5,34.7,,,,,55
2018-01-26T06:32:22.729Z,32.5,,,,,,55
2018-01-26T06:32:37.711Z,32.5,34.6,,,,,55
2018-01-26T06:32:42.725Z,32.5,34.4,,,,,55
2018-01-26T06:32:52.639Z,32.5,,,,,,55
2018-01-26T06:33:02.650Z,32.3,,,,,,55
2018-01-26T06:33:12.793Z,32.3,34.3,,,,,55
2018-01-26T06:33:22.728Z,32.3,34.2,,,,,55
2018-01-26T06:33:32.649Z,32.3,,,,,,55
2018-01-26T06:33:42.638Z,32.3,34.1,,,,,55
2018-01-26T06:33:52.765Z,32.2,,,,,,55
2018-01-26T06:34:02.777Z,32.2,34,,,,,55
2018-01-26T06:34:12.638Z,32.2,34.3,79,,0,2,55
2018-01-26T06:34:22.741Z,32.2,41.1,76,,,,55
2018-01-26T06:34:32.710Z,32.1,44.1,34,,,,55
2018-01-26T06:34:42.665Z,32.1,41.8,0,,0,2,55
2018-01-26T06:34:52.638Z,32.1,38.9,,,,,55
