Time,HwActive,ChActive,HwTSet,PrimT,ActPow,PrimTSet,HwTOutlet
2018-02-09T00:00:04.107Z,,,55,,,,33
2018-02-09T00:00:14.107Z,,,55,34.9,,,33
2018-02-09T00:00:24.110Z,,,55,34.8,,,32.8
2018-02-09T00:00:34.108Z,,,55,,,,32.8
2018-02-09T00:00:44.107Z,,,55,34.7,,,32.8
2018-02-09T00:00:54.107Z,,,55,,,,32.8
2018-02-09T00:01:04.107Z,,,55,,,,32.8
2018-02-09T00:01:14.107Z,,,55,34.6,,,32.7
2018-02-09T00:01:24.107Z,,,55,34.4,,,32.7
2018-02-09T00:01:34.173Z,,,55,,,,32.7
2018-02-09T00:01:44.107Z,,,55,34.3,,,32.7
2018-02-09T00:01:54.107Z,,,55,,,,32.7
2018-02-09T00:02:04.107Z,,,55,34.2,,,32.6
2018-02-09T00:02:14.107Z,,,55,,,,32.6
2018-02-09T00:02:24.106Z,,,55,34.1,,,32.6
2018-02-09T00:02:34.107Z,,,55,,,,32.6
2018-02-09T00:02:44.109Z,,,55,34,,,32.6
2018-02-09T00:02:54.300Z,,,55,,,,32.5
2018-02-09T00:03:04.107Z,0,2,55,35.2,79,,32.5
2018-02-09T00:03:14.107Z,,,55,41.4,75,,32.5
2018-02-09T00:03:24.107Z,,,55,44,33,,32.5
2018-02-09T00:03:34.117Z,1,0,55,42.8,124,0,31.5
2018-02-09T00:03:44.109Z,,,55,47.8,,,37
2018-02-09T00:03:54.106Z,,,55,50.2,,,41.2
2018-02-09T00:04:04.110Z,,,55,53.3,,,45.1
2018-02-09T00:04:14.116Z,,,55,55.4,,,48
2018-02-09T00:04:24.107Z,,,55,58.1,123,,50.8
2018-02-09T00:04:34.106Z,,,55,59.4,119,,53.1
2018-02-09T00:04:44.107Z,,,55,61,106,,54.3
2018-02-09T00:04:54.107Z,0,0,55,60.2,0,59,53
2018-02-09T00:05:04.115Z,,,55,63.3,,,51.1
2018-02-09T00:05:14.106Z,,,55,66.1,,,50
2018-02-09T00:05:24.107Z,,,55,68.1,,,49.8
2018-02-09T00:05:34.107Z,,,55,69.4,,,51.6
2018-02-09T00:05:44.107Z,,,55,70.1,,,53
2018-02-09T00:05:54.107Z,0,2,55,71.1,,40,54.4
2018-02-09T00:06:04.107Z,,,55,70.6,,,55.3
2018-02-09T00:06:14.124Z,,,55,52.7,,,56.1
2018-02-09T00:06:24.107Z,,,55,42.3,,,56.6
2018-02-09T00:06:34.107Z,,,55,37.5,,,56.9
2018-02-09T00:06:44.106Z,,,55,35.7,,,57.2
2018-02-09T00:06:54.107Z,,,55,34.8,,,57.4
2018-02-09T00:07:04.107Z,,,55,34.6,,,57.5
2018-02-09T00:07:14.106Z,,,55,34.7,,,57.6
2018-02-09T00:07:24.107Z,,,55,34.6,,,57.8
2018-02-09T00:07:34.107Z,,,55,34.3,,,58
2018-02-09T00:07:44.106Z,,,55,34.1,,,58
2018-02-09T00:07:54.106Z,,,55,34,,,58.2
2018-02-09T00:08:04.121Z,0,2,55,36.2,79,,58.2
2018-02-09T00:08:14.107Z,,,55,42.3,62,,58.3
2018-02-09T00:08:24.106Z,0,2,55,43.9,0,,58.3
2018-02-09T00:08:34.123Z,,,55,40.3,,,58.4
2018-02-09T00:08:44.106Z,,,55,37.9,,,58.4
2018-02-09T00:08:54.107Z,,,55,36.5,,,58.4
2018-02-09T00:09:04.112Z,,,55,35.8,,,58.5
2018-02-09T00:09:14.107Z,,,55,35.6,,,58.5
2018-02-09T00:09:24.106Z,,,55,,,,58.4
2018-02-09T00:09:34.115Z,,,55,35.4,,,58.4
2018-02-09T00:09:44.115Z,,,55,35.2,,,58.4
2018-02-09T00:09:54.106Z,,,55,35.1,,,58.4
2018-02-09T00:10:04.108Z,,,55,34.9,,,58.4
2018-02-09T00:10:14.106Z,,,55,34.8,,,58.3
2018-02-09T00:10:24.106Z,,,55,34.7,,,58.3
2018-02-09T00:10:34.109Z,,,55,,,,58.2
2018-02-09T00:10:44.106Z,,,55,,,,58.2
2018-02-09T00:10:54.107Z,,,55,34.6,,,58.1
2018-02-09T00:11:04.129Z,,,55,34.4,,,58
2018-02-09T00:11:14.106Z,,,55,,,,57.8
2018-02-09T00:11:24.106Z,,,55,34.3,,,57.8
2018-02-09T00:11:34.106Z,0,2,55,34.3,0,40,57.7
2018-02-09T00:11:44.107Z,,,55,34.2,,,57.6
2018-02-09T00:11:54.106Z,,,55,,,,57.5
2018-02-09T00:12:04.106Z,,,55,34.1,,,57.4
2018-02-09T00:12:14.106Z,,,55,,,,57.3
2018-02-09T00:12:24.106Z,,,55,34,,,57.2
2018-02-09T00:12:34.106Z,,,55,,,,57
2018-02-09T00:12:44.106Z,0,2,55,33.8,,,56.9
2018-02-09T00:12:54.110Z,,,55,,,,56.8
2018-02-09T00:13:04.106Z,0,2,55,36.9,79,,56.6
2018-02-09T00:13:14.107Z,,,55,42.4,63,,56.5
2018-02-09T00:13:24.133Z,0,2,55,43.8,0,,56.4
2018-02-09T00:13:34.110Z,,,55,40.3,,,56.2
2018-02-09T00:13:44.106Z,,,55,38.5,,,56.1
2018-02-09T00:13:54.110Z,,,55,36.4,,,56
2018-02-09T00:14:04.106Z,,,55,35.7,,,55.8
2018-02-09T00:14:14.106Z,,,55,35.4,,,55.7
2018-02-09T00:14:24.107Z,,,55,35.3,,,55.6
2018-02-09T00:14:34.106Z,,,55,35.2,,,55.5
2018-02-09T00:14:44.106Z,,,55,34.9,,,55.2
2018-02-09T00:14:54.106Z,,,55,34.7,,,55.1
2018-02-09T00:15:04.106Z,,,55,34.6,,,55
2018-02-09T00:15:14.106Z,,,55,34.4,,,54.8
2018-02-09T00:15:24.106Z,,,55,34.3,,,54.7
2018-02-09T00:15:34.110Z,,,55,34.2,,,54.6
2018-02-09T00:15:44.106Z,,,55,,,,54.4
2018-02-09T00:15:54.106Z,,,55,34.1,,,54.2
2018-02-09T00:16:04.106Z,,,55,,,,54.1
2018-02-09T00:16:14.106Z,,,55,34,,,54
2018-02-09T00:16:24.106Z,,,55,,,,53.8
2018-02-09T00:16:34.106Z,,,55,33.8,,,53.7
2018-02-09T00:16:44.106Z,,,55,,,,53.6
2018-02-09T00:16:54.105Z,,,55,33.7,,,53.4
2018-02-09T00:17:04.106Z,,,55,,,,53.2
2018-02-09T00:17:14.105Z,,,55,33.6,,,53
2018-02-09T00:17:24.105Z,,,55,,,,52.9
2018-02-09T00:17:34.105Z,,,55,33.5,,,52.8
2018-02-09T00:17:44.105Z,,,55,33.3,,,52.7
2018-02-09T00:17:54.106Z,,,55,,,,52.4
2018-02-09T00:18:04.106Z,0,2,55,36,79,,52.3
2018-02-09T00:18:14.106Z,,,55,42.1,59,,52.1
2018-02-09T00:18:24.263Z,,,55,43.4,29,,52
2018-02-09T00:18:34.110Z,1,0,55,42.4,124,0,51.8
2018-02-09T00:18:44.117Z,,,55,50.1,,,41
2018-02-09T00:18:54.107Z,0,0,55,52.1,0,59,46
2018-02-09T00:19:04.106Z,,,55,53.7,,,46.4
2018-02-09T00:19:14.106Z,,,55,56.3,,,46.2
2018-02-09T00:19:24.105Z,,,55,59,,,46.1
2018-02-09T00:19:34.105Z,,,55,60.1,,,46.1
2018-02-09T00:19:44.105Z,,,55,61.2,,,46.9
2018-02-09T00:19:54.105Z,0,2,55,61.5,,40,48
2018-02-09T00:20:04.106Z,,,55,,,,48.7
2018-02-09T00:20:14.105Z,,,55,56.1,,,49.5
2018-02-09T00:20:24.111Z,,,55,44.2,,,50
2018-02-09T00:20:34.106Z,,,55,38.1,,,50.3
2018-02-09T00:20:44.105Z,,,55,35.7,,,50.6
2018-02-09T00:20:54.109Z,,,55,34.7,,,50.7
2018-02-09T00:21:04.110Z,,,55,34.2,,,50.8
2018-02-09T00:21:14.134Z,,,55,34.3,,,50.9
2018-02-09T00:21:24.133Z,,,55,,,,51
2018-02-09T00:21:34.106Z,,,55,34.1,,,51
2018-02-09T00:21:44.130Z,,,55,33.8,,,51.1
2018-02-09T00:21:54.128Z,0,2,55,39.3,79,,51.1
2018-02-09T00:22:04.108Z,,,55,43.5,48,,51.1
2018-02-09T00:22:14.105Z,,,55,43.2,29,,51.1
2018-02-09T00:22:24.107Z,,,55,41.6,,,51.1
2018-02-09T00:22:34.106Z,,,55,40.3,,,51.1
2018-02-09T00:22:44.105Z,,,55,39.4,,,51.1
2018-02-09T00:22:54.105Z,,,55,38.9,,,51.1
2018-02-09T00:23:04.105Z,,,55,39.1,,,51.1
2018-02-09T00:23:14.105Z,,,55,39.4,,,51.1
2018-02-09T00:23:24.108Z,,,55,39.7,,,51.1
2018-02-09T00:23:34.107Z,,,55,39.8,,,51.1
2018-02-09T00:23:44.107Z,,,55,40,,,51.1
2018-02-09T00:23:54.290Z,,,55,40.1,,,51.1
2018-02-09T00:24:04.112Z,,,55,40.3,,,51
2018-02-09T00:24:14.105Z,,,55,40.5,,,51
2018-02-09T00:24:24.105Z,,,55,40.6,,,51
2018-02-09T00:24:34.106Z,,,55,40.7,,,50.9
2018-02-09T00:24:44.105Z,,,55,40.9,,,50.9
2018-02-09T00:24:54.105Z,,,55,41,,,50.8
2018-02-09T00:25:04.105Z,,,55,41.2,,,50.8
2018-02-09T00:25:14.105Z,,,55,,,,50.7
2018-02-09T00:25:24.111Z,,,55,41.5,,,50.7
2018-02-09T00:25:34.105Z,,,55,41.6,,,50.6
2018-02-09T00:25:44.105Z,,,55,41.7,,,50.6
2018-02-09T00:25:54.105Z,,,55,41.8,,,50.4
2018-02-09T00:26:04.106Z,,,55,42,,,50.4
2018-02-09T00:26:14.105Z,,,55,42.2,,,50.3
2018-02-09T00:26:24.353Z,,,55,42.3,,,50.2
2018-02-09T00:26:34.110Z,,,55,42.4,,,50.2
2018-02-09T00:26:44.105Z,,,55,42.6,,,50.1
2018-02-09T00:26:54.105Z,,,55,42.7,,,50
2018-02-09T00:27:04.107Z,,,55,42.8,,,50
2018-02-09T00:27:14.108Z,,,55,43,,,49.9
2018-02-09T00:27:24.105Z,,,55,43.1,,,49.8
2018-02-09T00:27:34.105Z,,,55,43.3,,,49.7
2018-02-09T00:27:44.105Z,,,55,43.4,,,49.7
2018-02-09T00:27:54.106Z,,,55,43.5,,,49.5
2018-02-09T00:28:04.104Z,,,55,43.6,,,49.4
2018-02-09T00:28:14.105Z,,,55,43.9,,,49.3
2018-02-09T00:28:24.107Z,0,2,55,44.1,0,,49.3
2018-02-09T00:28:34.105Z,,,55,42.1,,,49.2
2018-02-09T00:28:44.106Z,,,55,40.5,,,49.1
2018-02-09T00:28:54.110Z,,,55,39.7,,,49
2018-02-09T00:29:04.105Z,,,55,39.6,,,48.9
2018-02-09T00:29:14.107Z,,,55,40,,,48.9
2018-02-09T00:29:24.106Z,,,55,40.4,,,48.7
2018-02-09T00:29:34.104Z,,,55,40.8,,,48.6
2018-02-09T00:29:44.105Z,,,55,40.7,,,48.5
2018-02-09T00:29:54.105Z,,,55,40.5,,,48.4
2018-02-09T00:30:04.104Z,,,55,40.2,,,48.4
2018-02-09T00:30:14.104Z,,,55,40.1,,,48.3
2018-02-09T00:30:24.104Z,,,55,40,,,48.2
2018-02-09T00:30:34.105Z,,,55,39.9,,,48.1
2018-02-09T00:30:44.106Z,,,55,39.8,,,48
2018-02-09T00:30:54.105Z,,,55,39.6,,,47.8
2018-02-09T00:31:04.105Z,,,55,39.5,,,47.7
2018-02-09T00:31:14.105Z,,,55,,,,47.7
2018-02-09T00:31:24.104Z,,,55,39.4,,,47.6
2018-02-09T00:31:34.105Z,,,55,39.3,,,47.5
2018-02-09T00:31:44.104Z,,,55,39.1,,,47.4
2018-02-09T00:31:54.106Z,,,55,39,,,47.3
2018-02-09T00:32:04.104Z,,,55,,,,47.2
2018-02-09T00:32:14.140Z,,,55,38.9,,,47.2
2018-02-09T00:32:24.105Z,,,55,38.8,,,47
2018-02-09T00:32:34.106Z,,,55,38.9,,,46.9
2018-02-09T00:32:44.115Z,,,55,39,,,46.8
2018-02-09T00:32:54.105Z,,,55,39.1,,,46.7
2018-02-09T00:33:04.105Z,,,55,39.3,,,46.6
2018-02-09T00:33:14.107Z,,,55,39.4,,,46.6
2018-02-09T00:33:24.104Z,,,55,39.5,,,46.5
2018-02-09T00:33:34.105Z,,,55,39.6,,,46.4
2018-02-09T00:33:44.110Z,,,55,39.8,,,46.2
2018-02-09T00:33:54.104Z,,,55,,,,46.1
2018-02-09T00:34:04.104Z,,,55,39.9,,,46.1
2018-02-09T00:34:14.104Z,,,55,40,,,46
2018-02-09T00:34:24.104Z,,,55,,,,45.9
2018-02-09T00:34:34.104Z,,,55,40.1,,,45.8
2018-02-09T00:34:44.104Z,,,55,,,,45.7
2018-02-09T00:34:54.104Z,,,55,,,,45.6
2018-02-09T00:35:04.104Z,,,55,40.2,,,45.6
2018-02-09T00:35:14.105Z,,,55,,,,45.5
2018-02-09T00:35:24.104Z,,,55,40.3,,,45.3
2018-02-09T00:35:34.105Z,,,55,,,,45.2
2018-02-09T00:35:44.104Z,,,55,,,,45.1
2018-02-09T00:35:54.105Z,,,55,40.5,,,45.1
2018-02-09T00:36:04.111Z,,,55,,,,45
2018-02-09T00:36:14.105Z,,,55,,,,44.9
2018-02-09T00:36:24.106Z,,,55,40.6,,,44.8
2018-02-09T00:36:34.104Z,,,55,,,,44.7
2018-02-09T00:36:44.104Z,,,55,,,,44.7
2018-02-09T00:36:54.114Z,,,55,40.7,,,44.5
2018-02-09T00:37:04.105Z,,,55,,,,44.4
2018-02-09T00:37:14.105Z,,,55,,,,44.4
2018-02-09T00:37:24.104Z,,,55,,,,44.3
2018-02-09T00:37:34.104Z,,,55,,,,44.2
2018-02-09T00:37:44.105Z,,,55,40.8,,,44.1
2018-02-09T00:37:54.104Z,,,55,,,,44.1
2018-02-09T00:38:04.104Z,,,55,,,,44
2018-02-09T00:38:14.127Z,,,55,,,,43.9
2018-02-09T00:38:24.252Z,,,55,,,,43.7
2018-02-09T00:38:34.112Z,,,55,39.9,,,43.7
2018-02-09T00:38:44.104Z,,,55,37.7,,,43.6
2018-02-09T00:38:54.104Z,,,55,36.4,,,43.6
2018-02-09T00:39:04.111Z,,,55,35.3,,,43.5
2018-02-09T00:39:14.104Z,,,55,35.1,,,43.4
2018-02-09T00:39:24.104Z,,,55,35.2,,,43.4
2018-02-09T00:39:34.105Z,,,55,35.3,,,43.3
2018-02-09T00:39:44.105Z,,,55,35.2,,,43.2
2018-02-09T00:39:54.104Z,,,55,35.1,,,43.1
2018-02-09T00:40:04.104Z,,,55,,,,43.1
2018-02-09T00:40:14.104Z,,,55,34.9,,,43
2018-02-09T00:40:24.104Z,,,55,,,,43
2018-02-09T00:40:34.104Z,,,55,34.8,,,42.8
2018-02-09T00:40:44.115Z,,,55,,,,42.7
2018-02-09T00:40:54.104Z,,,55,34.7,,,42.7
2018-02-09T00:41:04.103Z,,,55,,,,42.6
2018-02-09T00:41:14.378Z,,,55,34.6,,,42.5
2018-02-09T00:41:24.104Z,,,55,34.4,,,42.5
2018-02-09T00:41:34.104Z,,,55,,,,42.4
2018-02-09T00:41:44.104Z,,,55,34.3,,,42.4
2018-02-09T00:41:54.117Z,,,55,,,,42.3
2018-02-09T00:42:04.104Z,,,55,,,,42.2
2018-02-09T00:42:14.104Z,,,55,34.2,,,42.2
2018-02-09T00:42:24.104Z,,,55,,,,42
2018-02-09T00:42:34.104Z,,,55,34.1,,,41.9
2018-02-09T00:42:44.104Z,,,55,,,,41.9
2018-02-09T00:42:54.103Z,,,55,34,,,41.8
2018-02-09T00:43:04.105Z,,,55,,,,41.7
2018-02-09T00:43:14.104Z,0,2,55,37,80,,41.7
2018-02-09T00:43:24.109Z,,,55,42.6,59,,41.6
2018-02-09T00:43:34.104Z,0,2,55,44.1,0,,41.5
2018-02-09T00:43:44.104Z,,,55,40.3,,,41.5
2018-02-09T00:43:54.111Z,,,55,38.3,,,41.4
2018-02-09T00:44:04.103Z,,,55,36.4,,,41.2
2018-02-09T00:44:14.121Z,,,55,35.7,,,41.2
2018-02-09T00:44:24.104Z,,,55,35.4,,,41.1
2018-02-09T00:44:34.104Z,,,55,35.3,,,41.1
2018-02-09T00:44:44.107Z,,,55,35.2,,,41
2018-02-09T00:44:54.104Z,,,55,34.9,,,41
2018-02-09T00:45:04.104Z,,,55,34.7,,,40.9
2018-02-09T00:45:14.106Z,,,55,34.6,,,40.8
2018-02-09T00:45:24.124Z,,,55,,,,40.8
2018-02-09T00:45:34.295Z,,,55,34.4,,,40.7
2018-02-09T00:45:44.104Z,,,55,34.3,,,40.6
2018-02-09T00:45:54.103Z,,,55,,,,40.6
2018-02-09T00:46:04.104Z,,,55,34.2,,,40.5
2018-02-09T00:46:14.103Z,,,55,34.1,,,40.5
2018-02-09T00:46:24.104Z,,,55,,,,40.3
2018-02-09T00:46:34.103Z,,,55,34,,,40.3
2018-02-09T00:46:44.103Z,0,2,55,,,,40.2
2018-02-09T00:46:54.104Z,,,55,33.8,,,40.1
2018-02-09T00:47:04.103Z,,,55,,,,40.1
2018-02-09T00:47:14.103Z,,,55,33.7,,,40
2018-02-09T00:47:24.103Z,,,55,,,,40
2018-02-09T00:47:34.103Z,,,55,33.6,,,39.9
2018-02-09T00:47:44.105Z,,,55,,,,39.8
2018-02-09T00:47:54.104Z,,,55,33.5,,,39.8
2018-02-09T00:48:04.103Z,,,55,,,,39.6
2018-02-09T00:48:14.106Z,0,2,55,36.8,79,,39.6
2018-02-09T00:48:24.105Z,,,55,42.3,58,,39.5
2018-02-09T00:48:34.104Z,,,,43.3,29,,
2018-02-09T00:48:44.103Z,,,55,41.8,,,39.4
2018-02-09T00:48:54.107Z,,,55,40.3,,,39.3
2018-02-09T00:49:04.103Z,,,55,39.5,,,39.3
2018-02-09T00:49:14.437Z,,,55,38.8,,,39.1
2018-02-09T00:49:24.103Z,,,55,38.5,,,39.1
2018-02-09T00:49:34.104Z,,,55,38.6,,,39
2018-02-09T00:49:44.104Z,,,55,38.7,,,39
2018-02-09T00:49:54.104Z,,,55,39,,,38.9
2018-02-09T00:50:04.103Z,,,55,39.1,,,38.9
2018-02-09T00:50:14.105Z,,,55,39.3,,,38.8
2018-02-09T00:50:24.103Z,,,55,39.5,,,38.8
2018-02-09T00:50:34.105Z,,,55,39.7,,,38.6
2018-02-09T00:50:44.103Z,,,55,39.9,,,38.6
2018-02-09T00:50:54.103Z,,,55,40,,,38.5
2018-02-09T00:51:04.103Z,,,55,40.2,,,38.5
2018-02-09T00:51:14.103Z,,,55,40.3,,,38.4
2018-02-09T00:51:24.103Z,,,55,,,,38.4
2018-02-09T00:51:34.109Z,,,55,40.6,,,38.3
2018-02-09T00:51:44.104Z,,,55,40.7,,,38.3
2018-02-09T00:51:54.331Z,,,55,40.8,,,38.1
2018-02-09T00:52:04.103Z,,,55,41,,,38.1
2018-02-09T00:52:14.103Z,,,55,41.1,,,38
2018-02-09T00:52:24.103Z,,,55,41.4,,,38
2018-02-09T00:52:44.103Z,,,55,41.6,,,37.9
2018-02-09T00:52:54.103Z,,,55,41.7,,,37.9
2018-02-09T00:53:04.103Z,,,55,41.8,,,37.8
2018-02-09T00:53:14.103Z,,,55,42,,,37.8
2018-02-09T00:53:24.411Z,,,55,42.2,,,37.7
2018-02-09T00:53:34.103Z,,,55,42.3,,,37.7
2018-02-09T00:53:44.105Z,,,55,42.4,,,37.7
2018-02-09T00:53:54.103Z,,,55,42.6,,,37.5
2018-02-09T00:54:04.107Z,,,55,42.7,,,37.5
2018-02-09T00:54:14.103Z,,,55,43,,,37.5
2018-02-09T00:54:24.103Z,,,55,43.1,,,37.4
2018-02-09T00:54:34.108Z,,,55,43.2,,,37.4
2018-02-09T00:54:44.104Z,,,55,43.3,,,37.4
2018-02-09T00:54:54.103Z,,,55,43.4,,,37.3
2018-02-09T00:55:04.103Z,,,55,43.6,,,37.3
2018-02-09T00:55:14.103Z,,,55,43.7,,,37.3
2018-02-09T00:55:24.103Z,,,55,43.9,,,37.2
2018-02-09T00:55:34.104Z,,,55,44.1,0,,37.2
2018-02-09T00:55:44.103Z,0,2,55,42.3,,,37.2
2018-02-09T00:55:54.104Z,,,55,40.5,,,37
2018-02-09T00:56:04.104Z,,,55,39.8,,,37
2018-02-09T00:56:14.103Z,,,55,39.7,,,37
2018-02-09T00:56:24.103Z,,,55,40.1,,,37
2018-02-09T00:56:34.103Z,,,55,40.5,,,37
2018-02-09T00:56:44.103Z,,,55,40.9,,,36.9
2018-02-09T00:56:54.103Z,,,55,40.7,,,36.9
2018-02-09T00:57:04.102Z,,,55,40.5,,,36.9
2018-02-09T00:57:14.103Z,,,55,40.3,,,36.9
2018-02-09T00:57:24.102Z,,,55,40.1,,,36.9
2018-02-09T00:57:34.103Z,,,55,40,,,36.9
2018-02-09T00:57:44.385Z,,,55,39.9,,,36.8
2018-02-09T00:57:54.104Z,,,55,39.8,,,36.8
2018-02-09T00:58:04.102Z,,,55,39.6,,,36.8
2018-02-09T00:58:14.103Z,,,55,,,,36.8
2018-02-09T00:58:24.107Z,,,55,39.5,,,36.8
2018-02-09T00:58:34.103Z,,,55,39.4,,,36.8
2018-02-09T00:58:44.103Z,,,55,39.3,,,36.7
2018-02-09T00:58:54.106Z,,,55,39.1,,,36.7
2018-02-09T00:59:04.105Z,,,55,,,,36.7
2018-02-09T00:59:14.108Z,,,55,39,,,36.7
2018-02-09T00:59:24.413Z,,,55,38.9,,,36.7
2018-02-09T00:59:34.105Z,,,55,38.8,,,36.5
2018-02-09T00:59:44.103Z,,,55,38.9,,,36.5
2018-02-09T00:59:54.103Z,,,55,39,,,36.5
2018-02-09T01:00:04.103Z,,,55,39.1,,,36.5
2018-02-09T01:00:14.102Z,,,55,39.3,,,36.4
2018-02-09T01:00:24.102Z,,,55,39.4,,,36.4
2018-02-09T01:00:34.102Z,,,55,39.5,,,36.4
2018-02-09T01:00:44.103Z,,,55,39.6,,,36.3
2018-02-09T01:00:54.102Z,,,55,,,,36.3
2018-02-09T01:01:04.102Z,,,55,39.8,,,36.3
2018-02-09T01:01:14.103Z,,,55,39.9,,,36.3
2018-02-09T01:01:34.103Z,,,55,40,,,36.3
2018-02-09T01:01:44.106Z,,,55,,,,36.2
2018-02-09T01:01:54.168Z,,,55,40.1,,,36.2
2018-02-09T01:02:04.102Z,,,55,,,,36
2018-02-09T01:02:14.102Z,,,55,40.2,,,36
2018-02-09T01:02:24.102Z,,,55,,,,36
2018-02-09T01:02:34.109Z,,,55,40.3,,,36
2018-02-09T01:02:44.103Z,,,55,,,,35.9
2018-02-09T01:02:54.103Z,,,55,,,,35.9
2018-02-09T01:03:04.102Z,,,55,40.5,,,35.9
2018-02-09T01:03:14.245Z,,,55,,,,35.9
2018-02-09T01:03:24.107Z,,,55,,,,35.8
2018-02-09T01:03:34.103Z,,,55,40.6,,,35.8
2018-02-09T01:03:44.107Z,,,55,,,,35.8
2018-02-09T01:03:54.103Z,,,55,,,,35.8
2018-02-09T01:04:04.103Z,,,55,,,,35.7
2018-02-09T01:04:14.102Z,,,55,40.7,,,35.7
2018-02-09T01:04:24.104Z,,,55,,,,35.7
2018-02-09T01:04:34.221Z,,,55,,,,35.7
2018-02-09T01:04:44.406Z,,,55,,,,35.6
2018-02-09T01:04:54.102Z,,,55,40.8,,,35.6
2018-02-09T01:05:04.102Z,,,55,,,,35.6
2018-02-09T01:05:14.103Z,,,55,,,,35.6
2018-02-09T01:05:24.102Z,,,55,,,,35.4
2018-02-09T01:05:34.102Z,,,55,,,,35.4
2018-02-09T01:05:44.102Z,,,55,39.8,,,35.4
2018-02-09T01:05:54.102Z,,,55,37.9,,,35.3
2018-02-09T01:06:04.102Z,,,55,36.4,,,35.3
2018-02-09T01:06:14.137Z,,,,35.3,,,
2018-02-09T01:06:24.104Z,,,55,35.1,,,35.3
2018-02-09T01:06:36.212Z,,,55,,,,35.3
2018-02-09T01:06:44.102Z,,,55,35.2,,,35.2
2018-02-09T01:06:54.102Z,,,55,,,,35.2
2018-02-09T01:07:04.105Z,,,55,35.1,,,35.2
2018-02-09T01:07:14.102Z,,,55,34.9,,,35.1
2018-02-09T01:07:24.102Z,,,55,,,,35.1
2018-02-09T01:07:34.102Z,,,55,34.8,,,35.1
2018-02-09T01:07:44.103Z,,,55,,,,35.1
2018-02-09T01:07:54.102Z,,,,34.7,,,
2018-02-09T01:08:04.103Z,,,55,,,,34.9
2018-02-09T01:08:14.367Z,,,55,34.6,,,34.9
2018-02-09T01:08:24.102Z,,,55,,,,34.9
2018-02-09T01:08:34.106Z,,,55,34.4,,,34.9
2018-02-09T01:08:44.104Z,,,55,,,,34.8
2018-02-09T01:08:54.102Z,,,55,34.3,,,34.8
2018-02-09T01:09:04.102Z,,,55,,,,34.8
2018-02-09T01:09:14.102Z,,,55,34.2,,,34.8
2018-02-09T01:09:24.129Z,,,55,,,,34.7
2018-02-09T01:09:34.104Z,,,55,34.1,,,34.7
2018-02-09T01:09:44.104Z,,,55,,,,34.7
2018-02-09T01:09:54.102Z,,,55,34,,,34.6
2018-02-09T01:10:04.102Z,,,55,,,,34.6
2018-02-09T01:10:14.102Z,,,55,,,,34.6
2018-02-09T01:10:24.102Z,0,2,,38,80,,
2018-02-09T01:10:34.102Z,,,55,43.1,52,,34.6
2018-02-09T01:10:44.106Z,,,55,43.3,29,,34.4
2018-02-09T01:10:54.103Z,,,55,41.7,,,34.4
2018-02-09T01:11:04.102Z,,,,40.4,,,
2018-02-09T01:11:14.117Z,,,55,39.4,,,34.3
2018-02-09T01:11:24.101Z,,,55,38.9,,,34.3
2018-02-09T01:11:34.103Z,0,2,,39.1,29,40,
2018-02-09T01:11:44.102Z,,,55,39.3,,,34.3
2018-02-09T01:11:54.101Z,,,55,39.4,,,34.2
2018-02-09T01:12:04.104Z,,,55,39.7,,,34.2
2018-02-09T01:12:14.102Z,,,,39.8,,,
2018-02-09T01:12:24.108Z,,,55,39.9,,,34.2
2018-02-09T01:12:34.102Z,,,,40,,,
2018-02-09T01:12:44.103Z,,,55,40.1,,,34.1
2018-02-09T01:12:54.102Z,,,55,40.3,,,34.1
2018-02-09T01:13:04.102Z,,,55,40.6,,,34.1
2018-02-09T01:13:14.102Z,,,55,40.7,,,34.1
2018-02-09T01:13:24.107Z,,,55,40.8,,,34.1
2018-02-09T01:13:34.102Z,,,55,,,,34.1
2018-02-09T01:13:44.102Z,,,,41.1,,,
2018-02-09T01:13:54.109Z,,,55,41.2,,,34
2018-02-09T01:14:04.103Z,,,55,41.4,,,34
2018-02-09T01:14:14.101Z,,,,41.5,,,
2018-02-09T01:14:24.102Z,,,55,41.7,,,34
2018-02-09T01:14:34.106Z,,,55,41.8,,,34
2018-02-09T01:14:44.103Z,,,55,41.9,,,34
2018-02-09T01:14:54.102Z,,,,42,,,
2018-02-09T01:15:04.102Z,,,55,42.2,,,34
2018-02-09T01:15:14.105Z,,,55,42.4,,,34
2018-02-09T01:15:24.104Z,,,55,42.5,,,33.8
2018-02-09T01:15:34.102Z,,,55,42.6,,,33.8
2018-02-09T01:15:44.104Z,,,55,42.8,,,33.8
2018-02-09T01:15:54.102Z,,,,43,,,
2018-02-09T01:16:04.103Z,,,55,43.1,,,34
2018-02-09T01:16:14.102Z,,,55,43.2,,,34
2018-02-09T01:16:24.101Z,,,,43.3,,,
2018-02-09T01:16:34.102Z,,,55,,,,34
2018-02-09T01:16:44.130Z,,,55,43.5,,,34
2018-02-09T01:16:54.192Z,,,,43.7,,,
2018-02-09T01:17:04.101Z,,,55,43.9,,,34.1
2018-02-09T01:17:14.104Z,0,2,,43.5,0,,
2018-02-09T01:17:24.102Z,,,55,41.3,,,34.1
2018-02-09T01:17:34.101Z,,,55,40.1,,,34.2
2018-02-09T01:17:44.102Z,,,55,39.6,,,34.2
