Time,HwActive,ActPow,HwTSet,ChActive,PrimT,PrimTSet,HwTOutlet
2018-02-04T00:00:01.719Z,,,55,,,,33.3
2018-02-04T00:00:11.697Z,,,55,,39.5,,33.3
2018-02-04T00:00:21.697Z,,,55,,,,33.3
2018-02-04T00:00:31.697Z,,,55,,39.6,,33.2
2018-02-04T00:00:41.697Z,,,55,,39.8,,33.2
2018-02-04T00:00:51.697Z,,,55,,,,33.2
2018-02-04T00:01:01.697Z,,,55,,,,33.2
2018-02-04T00:01:11.697Z,0,0,55,2,39.9,40,33.2
2018-02-04T00:01:21.698Z,,,55,,39.9,,33.2
2018-02-04T00:01:31.697Z,,,55,,40,,33.2
2018-02-04T00:01:41.697Z,,,55,,,,33.2
2018-02-04T00:01:51.697Z,,,55,,,,33.2
2018-02-04T00:02:01.697Z,,,55,,40.1,,33.1
2018-02-04T00:02:11.697Z,,,55,,,,33.1
2018-02-04T00:02:21.697Z,,,55,,,,33.1
2018-02-04T00:02:31.697Z,,,55,,40.2,,33.1
2018-02-04T00:02:41.699Z,,,55,,,,33.1
2018-02-04T00:02:51.697Z,,,55,,,,33
2018-02-04T00:03:01.697Z,,,55,,,,33
2018-02-04T00:03:11.703Z,,,55,,40.3,,33
2018-02-04T00:03:21.697Z,,,55,,,,33
2018-02-04T00:03:31.699Z,,,55,,,,33
2018-02-04T00:03:41.697Z,,,55,,,,33
2018-02-04T00:03:51.697Z,,,55,,40.5,,33
2018-02-04T00:04:01.697Z,,,55,,,,32.8
2018-02-04T00:04:11.697Z,,,55,,,,32.8
2018-02-04T00:04:21.697Z,,,55,,,,32.8
2018-02-04T00:04:31.697Z,,,55,,,,32.8
2018-02-04T00:04:41.697Z,,,55,,,,32.8
2018-02-04T00:04:51.698Z,,,55,,37.9,,32.7
2018-02-04T00:05:01.702Z,,,55,,36.9,,32.7
2018-02-04T00:05:11.698Z,,,55,,35.9,,32.7
2018-02-04T00:05:21.697Z,,,55,,34.9,,32.7
2018-02-04T00:05:31.697Z,,,55,,34.8,,32.7
2018-02-04T00:05:41.697Z,,,55,,,,32.7
2018-02-04T00:05:52.074Z,,,55,,34.9,,32.6
2018-02-04T00:06:01.697Z,,,55,,,,32.6
2018-02-04T00:06:11.697Z,,,55,,34.8,,32.6
2018-02-04T00:06:21.698Z,,,55,,34.7,,32.6
2018-02-04T00:06:31.697Z,,,55,,,,32.6
2018-02-04T00:06:41.697Z,,,55,,34.6,,32.5
2018-02-04T00:06:51.697Z,,,55,,,,32.5
2018-02-04T00:07:01.697Z,,,55,,,,32.5
2018-02-04T00:07:11.697Z,,,55,,34.4,,32.5
2018-02-04T00:07:21.699Z,,,55,,34.3,,32.5
2018-02-04T00:07:31.698Z,,,55,,,,32.3
2018-02-04T00:07:41.697Z,,,55,,34.2,,32.3
2018-02-04T00:07:51.697Z,,,55,,,,32.3
2018-02-04T00:08:01.701Z,,,55,,34.1,,32.3
2018-02-04T00:08:11.697Z,,,55,,,,32.3
2018-02-04T00:08:21.698Z,,,55,,34,,32.2
2018-02-04T00:08:31.697Z,,,55,,33.8,,32.2
2018-02-04T00:08:41.697Z,0,80,55,2,38.6,,32.2
2018-02-04T00:08:51.697Z,,57,55,,43.1,,32.2
2018-02-04T00:09:01.700Z,0,0,55,2,43.7,,32.1
2018-02-04T00:09:11.697Z,,,55,,39.7,,32.1
2018-02-04T00:09:21.698Z,,,55,,37.8,,32.1
2018-02-04T00:09:31.697Z,,,55,,36.5,,32.1
2018-02-04T00:09:41.696Z,,,55,,35.7,,32
2018-02-04T00:09:51.697Z,,,55,,35.4,,32
2018-02-04T00:10:01.697Z,,,55,,35.2,,32
2018-02-04T00:10:11.697Z,,,55,,35.1,,32
2018-02-04T00:10:21.697Z,,,55,,34.9,,32
2018-02-04T00:10:31.712Z,,,55,,34.7,,32
2018-02-04T00:10:41.697Z,,,55,,34.6,,31.9
2018-02-04T00:10:51.696Z,,,55,,,,31.9
2018-02-04T00:11:01.696Z,,,55,,34.4,,31.9
2018-02-04T00:11:11.701Z,,,55,,34.3,,31.9
2018-02-04T00:11:21.696Z,,,55,,,,31.9
2018-02-04T00:11:31.865Z,,,55,,34.2,,31.7
2018-02-04T00:11:41.697Z,,,55,,34.1,,31.7
2018-02-04T00:11:51.696Z,,,55,,,,31.7
2018-02-04T00:12:01.696Z,,,55,,34,,31.7
2018-02-04T00:12:11.698Z,0,,55,2,33.8,,31.7
2018-02-04T00:12:21.697Z,,,55,,,,31.7
2018-02-04T00:12:31.696Z,,,55,,33.7,,31.6
2018-02-04T00:12:41.697Z,,,55,,,,31.6
2018-02-04T00:12:51.700Z,,,55,,33.6,,31.6
2018-02-04T00:13:01.698Z,,,55,,,,31.6
2018-02-04T00:13:11.700Z,,,55,,33.5,,31.6
2018-02-04T00:13:21.716Z,,,55,,,,31.5
2018-02-04T00:13:31.696Z,,,55,,33.3,,31.5
2018-02-04T00:13:41.704Z,0,80,55,2,37.4,,31.5
2018-02-04T00:13:51.696Z,,53,55,,43,,31.5
2018-02-04T00:14:01.697Z,,32,55,,43.5,,31.5
2018-02-04T00:14:11.699Z,,29,55,,41.9,,31.4
2018-02-04T00:14:21.696Z,,,55,,40.6,,31.4
2018-02-04T00:14:31.697Z,,,55,,39.6,,31.4
2018-02-04T00:14:41.696Z,,,55,,38.9,,31.4
2018-02-04T00:14:51.696Z,,,55,,38.5,,31.4
2018-02-04T00:15:01.696Z,,,55,,38.6,,31.4
2018-02-04T00:15:11.696Z,,,55,,38.9,,31.2
2018-02-04T00:15:21.697Z,,,55,,39,,31.2
2018-02-04T00:15:31.696Z,,,55,,39.1,,31.2
2018-02-04T00:15:41.696Z,,,55,,39.3,,31.2
2018-02-04T00:15:51.696Z,,,55,,39.5,,31.2
2018-02-04T00:16:01.696Z,,,55,,39.8,,31.2
2018-02-04T00:16:11.696Z,,,55,,40,,31.2
2018-02-04T00:16:21.696Z,,,55,,40.1,,31.2
2018-02-04T00:16:31.696Z,,,55,,,,31.1
2018-02-04T00:16:41.698Z,,,55,,40.3,,31.1
2018-02-04T00:16:51.696Z,,,55,,40.5,,31.1
2018-02-04T00:17:01.697Z,,,55,,40.6,,31.1
2018-02-04T00:17:11.696Z,,,55,,40.8,,31.1
2018-02-04T00:17:21.697Z,,,55,,41,,31.1
2018-02-04T00:17:31.697Z,,,55,,41.1,,31.2
2018-02-04T00:17:41.699Z,,,55,,41.2,,31.2
2018-02-04T00:17:51.696Z,,,55,,41.4,,31.2
2018-02-04T00:18:01.700Z,,,55,,41.5,,31.2
2018-02-04T00:18:11.702Z,,,55,,41.7,,31.2
2018-02-04T00:18:21.696Z,,,55,,41.8,,31.2
2018-02-04T00:18:31.701Z,,,55,,42,,31.4
2018-02-04T00:18:41.696Z,,,55,,,,31.4
2018-02-04T00:18:51.702Z,,,55,,42.3,,31.5
2018-02-04T00:19:01.701Z,,,55,,42.4,,31.5
2018-02-04T00:19:11.701Z,,,55,,42.5,,31.5
2018-02-04T00:19:21.705Z,,,55,,42.6,,31.6
2018-02-04T00:19:31.696Z,,,55,,42.8,,31.6
2018-02-04T00:19:41.698Z,,,55,,43,,31.7
2018-02-04T00:19:51.697Z,,,55,,43.1,,31.7
2018-02-04T00:20:01.695Z,,,55,,43.3,,31.9
2018-02-04T00:20:11.696Z,,,55,,43.4,,31.9
2018-02-04T00:20:21.696Z,,,55,,43.5,,32
2018-02-04T00:20:31.695Z,,,55,,43.6,,32
2018-02-04T00:20:41.696Z,,,55,,43.7,,32.1
2018-02-04T00:20:51.696Z,0,0,55,2,43.8,,32.2
2018-02-04T00:21:01.696Z,,,55,,41.5,,32.2
2018-02-04T00:21:11.696Z,,,55,,39.9,,32.3
2018-02-04T00:21:21.696Z,,,55,,39.6,,32.3
2018-02-04T00:21:31.695Z,,,55,,,,32.5
2018-02-04T00:21:41.695Z,,,55,,40,,32.5
2018-02-04T00:21:51.698Z,,,55,,40.4,,32.6
2018-02-04T00:22:01.695Z,,,55,,40.7,,32.7
2018-02-04T00:22:11.704Z,,,55,,40.5,,32.7
2018-02-04T00:22:21.706Z,,,55,,40.2,,32.8
2018-02-04T00:22:31.697Z,,,55,,40.1,,32.8
2018-02-04T00:22:41.696Z,,,55,,39.9,,33
2018-02-04T00:22:51.698Z,,,55,,39.8,,33
2018-02-04T00:23:01.700Z,,,55,,39.6,,33.1
2018-02-04T00:23:11.695Z,,,55,,39.5,,33.1
2018-02-04T00:23:21.698Z,,,55,,39.4,,33.1
2018-02-04T00:23:31.711Z,,,55,,,,33.1
2018-02-04T00:23:41.696Z,,,55,,39.3,,33.2
2018-02-04T00:23:51.696Z,,,55,,39.1,,33.2
2018-02-04T00:24:01.695Z,,,55,,39,,33.2
2018-02-04T00:24:11.695Z,,,55,,38.9,,33.2
2018-02-04T00:24:21.696Z,,,55,,,,33.2
2018-02-04T00:24:31.697Z,,,55,,38.8,,33.2
2018-02-04T00:24:41.697Z,,,55,,38.6,,33.2
2018-02-04T00:24:51.695Z,,,55,,,,33.2
2018-02-04T00:25:01.715Z,,,55,,38.5,,33.2
2018-02-04T00:25:11.937Z,,,55,,38.4,,33.2
2018-02-04T00:25:21.709Z,,,55,,,,33.2
2018-02-04T00:25:31.695Z,,,55,,,,33.2
2018-02-04T00:25:41.695Z,,,55,,38.5,,33.2
2018-02-04T00:25:51.698Z,,,55,,38.6,,33.2
2018-02-04T00:26:01.695Z,,,55,,38.8,,33.2
2018-02-04T00:26:11.696Z,,,55,,39,,33.2
2018-02-04T00:26:21.695Z,,,55,,,,33.2
2018-02-04T00:26:31.695Z,,,55,,39.1,,33.2
2018-02-04T00:26:41.696Z,,,55,,,,33.2
2018-02-04T00:26:51.696Z,,,55,,39.3,,33.2
2018-02-04T00:27:01.695Z,,,55,,,,33.2
2018-02-04T00:27:11.695Z,,,55,,39.4,,33.2
2018-02-04T00:27:21.696Z,,,55,,,,33.1
2018-02-04T00:27:31.695Z,,,55,,39.5,,33.1
2018-02-04T00:27:41.696Z,,,55,,,,33.1
2018-02-04T00:27:51.700Z,,,55,,39.6,,33.1
2018-02-04T00:28:01.703Z,,,55,,,,33.1
2018-02-04T00:28:11.696Z,,,55,,,,33.1
2018-02-04T00:28:21.695Z,,,55,,39.8,,33.1
2018-02-04T00:28:31.696Z,,,55,,,,33.1
2018-02-04T00:28:41.695Z,,,55,,,,33
2018-02-04T00:28:51.695Z,,,55,,39.9,,33
2018-02-04T00:29:01.695Z,,,55,,,,33
2018-02-04T00:29:11.695Z,,,55,,,,33
2018-02-04T00:29:21.695Z,,,55,,,,33
2018-02-04T00:29:31.695Z,,,55,,40,,32.8
2018-02-04T00:29:41.695Z,,,55,,,,32.8
2018-02-04T00:29:51.695Z,,,55,,,,32.8
2018-02-04T00:30:01.695Z,,,55,,,,32.8
2018-02-04T00:30:11.695Z,,,55,,,,32.8
2018-02-04T00:30:21.696Z,,,55,,40.1,,32.8
2018-02-04T00:30:31.695Z,,,55,,,,32.7
2018-02-04T00:30:41.695Z,,,55,,,,32.7
2018-02-04T00:30:51.695Z,,,55,,,,32.7
2018-02-04T00:31:01.695Z,,,55,,,,32.7
2018-02-04T00:31:11.695Z,,,55,,,,32.7
2018-02-04T00:31:21.695Z,,,55,,39.9,,32.7
2018-02-04T00:31:31.697Z,,,55,,37.9,,32.6
2018-02-04T00:31:41.695Z,,,55,,36.8,,32.6
2018-02-04T00:31:51.695Z,,,55,,35.7,,32.6
2018-02-04T00:32:01.698Z,,,55,,34.8,,32.6
2018-02-04T00:32:11.697Z,,,55,,34.6,,32.6
2018-02-04T00:32:21.703Z,,,55,,34.8,,32.5
2018-02-04T00:32:31.695Z,,,55,,,,32.5
2018-02-04T00:32:41.698Z,,,55,,,,32.5
2018-02-04T00:32:51.695Z,,,55,,34.7,,32.5
2018-02-04T00:33:01.696Z,,,55,,34.6,,32.5
2018-02-04T00:33:11.701Z,,,55,,,,32.3
2018-02-04T00:33:21.695Z,,,55,,34.4,,32.3
2018-02-04T00:33:31.694Z,,,55,,,,32.3
2018-02-04T00:33:41.713Z,,,55,,34.3,,32.3
2018-02-04T00:33:51.694Z,,,55,,,,32.3
2018-02-04T00:34:01.694Z,,,55,,34.2,,32.3
2018-02-04T00:34:11.695Z,,,55,,34.1,,32.2
2018-02-04T00:34:21.695Z,,,55,,,,32.2
2018-02-04T00:34:31.694Z,,,55,,34,,32.2
2018-02-04T00:34:41.695Z,,,55,,,,32.2
2018-02-04T00:34:51.695Z,0,79,55,2,35.1,,32.1
2018-02-04T00:35:01.694Z,,71,55,,41.5,,32.1
2018-02-04T00:35:11.695Z,0,0,55,2,44.2,,32.1
2018-02-04T00:35:21.694Z,,,55,,40.9,,32.1
2018-02-04T00:35:31.695Z,,,55,,38.8,,32.1
2018-02-04T00:35:41.695Z,,,55,,36.7,,32
2018-02-04T00:35:51.695Z,,,55,,35.8,,32
2018-02-04T00:36:01.694Z,,,55,,35.4,,32
2018-02-04T00:36:11.695Z,,,55,,35.3,,32
2018-02-04T00:36:21.695Z,,,55,,34.9,,32
2018-02-04T00:36:31.695Z,,,55,,,,31.9
2018-02-04T00:36:41.694Z,,,55,,34.7,,31.9
2018-02-04T00:36:51.699Z,,,55,,34.6,,31.9
2018-02-04T00:37:01.694Z,,,55,,,,31.9
2018-02-04T00:37:11.694Z,,,55,,34.4,,31.9
2018-02-04T00:37:21.695Z,,,55,,34.3,,31.7
2018-02-04T00:37:31.754Z,,,55,,,,31.7
2018-02-04T00:37:41.695Z,,,55,,34.2,,31.7
2018-02-04T00:37:51.698Z,,,55,,,,31.7
2018-02-04T00:38:01.701Z,,,55,,34.1,,31.7
2018-02-04T00:38:11.694Z,,,55,,34,,31.7
2018-02-04T00:38:21.694Z,,,55,,,,31.6
2018-02-04T00:38:31.694Z,,,55,,33.8,,31.6
2018-02-04T00:38:41.694Z,,,55,,,,31.6
2018-02-04T00:38:51.694Z,,,55,,33.7,,31.6
2018-02-04T00:39:01.694Z,,,55,,,,31.6
2018-02-04T00:39:11.694Z,,,55,,33.6,,31.6
2018-02-04T00:39:21.696Z,,,55,,,,31.5
2018-02-04T00:39:31.694Z,,,55,,33.5,,31.5
2018-02-04T00:39:41.695Z,,,55,,33.3,,31.5
2018-02-04T00:39:51.695Z,0,79,55,2,35.2,,31.5
2018-02-04T00:40:01.697Z,,72,55,,41,,31.4
2018-02-04T00:40:11.694Z,,46,55,,43.1,,31.4
2018-02-04T00:40:21.694Z,,29,55,,41.8,,31.4
2018-02-04T00:40:31.695Z,,,55,,40.9,,31.4
2018-02-04T00:40:41.696Z,,,55,,39.8,,31.4
2018-02-04T00:40:51.694Z,,,55,,38.9,,31.4
2018-02-04T00:41:01.694Z,,,55,,38.5,,31.2
2018-02-04T00:41:11.694Z,,,55,,38.6,,31.2
2018-02-04T00:41:21.695Z,,,55,,38.7,,31.2
2018-02-04T00:41:31.694Z,,,55,,39,,31.2
2018-02-04T00:41:41.696Z,,,55,,39.1,,31.2
2018-02-04T00:41:51.695Z,,,55,,39.3,,31.1
2018-02-04T00:42:01.694Z,,,55,,39.5,,31.2
2018-02-04T00:42:11.697Z,,,55,,39.7,,31.1
2018-02-04T00:42:21.698Z,,,55,,39.9,,31.1
2018-02-04T00:42:31.693Z,,,55,,40,,31.1
2018-02-04T00:42:41.696Z,,,55,,40.1,,31.1
2018-02-04T00:42:51.699Z,,,55,,40.2,,31.1
2018-02-04T00:43:01.694Z,,,55,,40.5,,31.1
2018-02-04T00:43:11.693Z,,,55,,40.6,,31.1
2018-02-04T00:43:21.693Z,,,55,,40.8,,31.1
2018-02-04T00:43:31.693Z,,,55,,41,,31.1
2018-02-04T00:43:41.694Z,,,55,,,,31.1
2018-02-04T00:43:51.700Z,,,55,,41.1,,31.1
2018-02-04T00:44:01.694Z,,,55,,41.4,,31.1
2018-02-04T00:44:11.694Z,,,55,,41.5,,31.2
2018-02-04T00:44:21.694Z,,,55,,41.6,,31.2
2018-02-04T00:44:31.704Z,,,55,,41.8,,31.2
2018-02-04T00:44:41.694Z,,,55,,41.9,,31.4
2018-02-04T00:44:51.694Z,,,55,,42,,31.4
2018-02-04T00:45:01.693Z,,,55,,42.2,,31.4
2018-02-04T00:45:11.695Z,,,55,,42.4,,31.5
2018-02-04T00:45:21.694Z,,,55,,42.5,,31.5
2018-02-04T00:45:31.694Z,,,55,,42.6,,31.5
2018-02-04T00:45:41.694Z,,,55,,42.7,,31.6
2018-02-04T00:45:51.695Z,,,55,,43,,31.6
2018-02-04T00:46:01.694Z,,,55,,43.1,,31.7
2018-02-04T00:46:11.694Z,,,55,,43.2,,31.7
2018-02-04T00:46:21.702Z,,,55,,43.3,,31.9
2018-02-04T00:46:31.694Z,0,0,55,0,44.5,59,32.5
2018-02-04T00:46:41.697Z,,,55,,43.7,,33.2
2018-02-04T00:46:51.696Z,,,55,,43.3,,32.8
2018-02-04T00:47:01.695Z,,,55,,44.5,,32.6
2018-02-04T00:47:11.697Z,,,55,,45.4,,32.5
2018-02-04T00:47:21.694Z,,,55,,46.3,,32.5
2018-02-04T00:47:31.696Z,0,,55,2,47.7,40,33
2018-02-04T00:47:41.696Z,,,55,,48.1,,33.7
2018-02-04T00:47:51.695Z,,,55,,45.7,,34.3
2018-02-04T00:48:01.697Z,,,55,,41.9,,34.9
2018-02-04T00:48:11.694Z,,,55,,40.7,,35.3
2018-02-04T00:48:21.693Z,,,55,,39.6,,35.8
2018-02-04T00:48:31.699Z,,,55,,39.1,,36
2018-02-04T00:48:41.694Z,,,55,,39,,36.3
2018-02-04T00:48:51.693Z,,,55,,39.3,,36.5
2018-02-04T00:49:01.693Z,,,55,,39.1,,36.8
2018-02-04T00:49:11.693Z,,,55,,38.9,,37
2018-02-04T00:49:21.693Z,,,55,,38.8,,37.2
2018-02-04T00:49:31.954Z,,,55,,38.6,,37.4
2018-02-04T00:49:41.693Z,,,55,,38.5,,37.4
2018-02-04T00:49:51.694Z,,,55,,38.4,,37.7
2018-02-04T00:50:01.693Z,,,55,,,,37.8
2018-02-04T00:50:11.693Z,,,55,,38.3,,37.8
2018-02-04T00:50:21.693Z,,,55,,,,37.9
2018-02-04T00:50:31.693Z,,,55,,38.1,,38
2018-02-04T00:50:41.695Z,,,55,,38,,38
2018-02-04T00:50:51.693Z,,,55,,37.9,,38.1
2018-02-04T00:51:01.693Z,,,55,,,,38.1
2018-02-04T00:51:11.693Z,,,55,,37.8,,38.3
2018-02-04T00:51:21.693Z,,,55,,37.7,,38.3
2018-02-04T00:51:31.694Z,,,55,,,,38.4
2018-02-04T00:51:41.693Z,,,55,,37.5,,38.4
2018-02-04T00:51:51.694Z,,,55,,37.5,,38.4
2018-02-04T00:52:01.695Z,,,55,,,,38.4
2018-02-04T00:52:11.694Z,,,55,,37.7,,38.4
2018-02-04T00:52:21.696Z,,,55,,37.8,,38.5
2018-02-04T00:52:31.698Z,,,55,,37.9,,38.5
2018-02-04T00:52:41.693Z,,,55,,38,,38.5
2018-02-04T00:52:51.694Z,,,55,,38.1,,38.5
2018-02-04T00:53:01.701Z,,,55,,,,38.5
2018-02-04T00:53:11.693Z,,,55,,38.3,,38.5
2018-02-04T00:53:21.693Z,,,55,,,,38.5
2018-02-04T00:53:31.693Z,,,55,,38.4,,38.5
2018-02-04T00:53:41.709Z,,,55,,,,38.5
2018-02-04T00:53:51.693Z,,,55,,38.5,,38.5
2018-02-04T00:54:01.693Z,,,55,,,,38.5
2018-02-04T00:54:11.693Z,,,55,,,,38.5
2018-02-04T00:54:21.693Z,,,55,,38.6,,38.4
2018-02-04T00:54:31.703Z,,,55,,,,38.4
2018-02-04T00:54:41.695Z,,,55,,,,38.4
2018-02-04T00:54:51.692Z,,,55,,38.8,,38.4
2018-02-04T00:55:01.693Z,,,55,,,,38.4
2018-02-04T00:55:11.693Z,,,55,,,,38.4
2018-02-04T00:55:21.693Z,,,55,,38.9,,38.4
2018-02-04T00:55:31.693Z,,,55,,,,38.3
2018-02-04T00:55:41.693Z,,,55,,,,38.3
2018-02-04T00:55:51.693Z,,,55,,,,38.3
2018-02-04T00:56:01.692Z,,,55,,,,38.3
2018-02-04T00:56:11.693Z,,,55,,38.9,,38.3
2018-02-04T00:56:21.693Z,,,55,,39,,38.3
2018-02-04T00:56:31.693Z,,,55,,,,38.1
2018-02-04T00:56:41.694Z,,,55,,,,38.1
2018-02-04T00:56:51.694Z,,,55,,,,38.1
2018-02-04T00:57:01.693Z,,,55,,,,38.1
2018-02-04T00:57:11.695Z,,,55,,,,38.1
2018-02-04T00:57:21.694Z,,,55,,39.1,,38
2018-02-04T00:57:31.693Z,,,55,,,,38
2018-02-04T00:57:41.692Z,,,55,,,,38
2018-02-04T00:57:51.698Z,,,55,,38.9,,37.9
2018-02-04T00:58:01.692Z,,,55,,36.8,,37.9
2018-02-04T00:58:11.695Z,,,55,,35.9,,37.9
2018-02-04T00:58:21.692Z,,,55,,34.7,,37.9
2018-02-04T00:58:31.694Z,,,55,,34.2,,37.9
2018-02-04T00:58:41.692Z,,,55,,34,,37.8
2018-02-04T00:58:51.692Z,,,55,,34.1,,37.8
2018-02-04T00:59:01.692Z,,,55,,34.2,,37.8
2018-02-04T00:59:11.692Z,,,55,,34.1,,37.7
2018-02-04T00:59:21.692Z,,,55,,34,,37.7
2018-02-04T00:59:31.693Z,,,55,,33.8,,37.7
2018-02-04T00:59:41.693Z,0,79,55,2,38,,37.5
2018-02-04T00:59:51.693Z,,57,55,,43,,37.5
2018-02-04T01:00:01.693Z,0,0,55,2,43.6,,37.5
2018-02-04T01:00:11.694Z,,,55,,39.7,,37.4
2018-02-04T01:00:21.695Z,,,55,,37.7,,37.4
2018-02-04T01:00:31.693Z,,,55,,35.9,,37.4
2018-02-04T01:00:41.692Z,,,55,,35.6,,37.4
2018-02-04T01:00:51.693Z,,,55,,35.3,,37.3
2018-02-04T01:01:01.693Z,,,55,,35.2,,37.3
2018-02-04T01:01:11.692Z,0,0,55,2,34.9,40,37.3
2018-02-04T01:01:22.032Z,,,55,,34.8,,37.2
2018-02-04T01:01:31.693Z,,,55,,34.7,,37.2
2018-02-04T01:01:41.695Z,,,55,,34.6,,37.2
2018-02-04T01:01:51.693Z,,,55,,,,37.2
2018-02-04T01:02:01.701Z,,,55,,34.4,,37
2018-02-04T01:02:11.694Z,,,55,,34.3,,37
2018-02-04T01:02:21.693Z,,,55,,,,37
2018-02-04T01:02:31.692Z,,,55,,34.2,,36.9
2018-02-04T01:02:41.697Z,,,55,,,,36.9
2018-02-04T01:02:51.692Z,,,55,,34.1,,36.9
2018-02-04T01:03:01.697Z,,,55,,34,,36.8
2018-02-04T01:03:11.984Z,,,55,,33.8,,36.8
2018-02-04T01:03:21.696Z,,,55,,,,36.8
2018-02-04T01:03:31.692Z,,,55,,,,36.7
2018-02-04T01:03:41.697Z,,,55,,33.7,,36.7
2018-02-04T01:03:51.694Z,,,55,,33.6,,36.5
2018-02-04T01:04:01.692Z,,,55,,,,36.5
2018-02-04T01:04:11.694Z,,,55,,33.5,,36.5
2018-02-04T01:04:21.692Z,,,55,,,,36.5
2018-02-04T01:04:31.697Z,,,55,,33.3,,36.4
2018-02-04T01:04:41.696Z,0,79,55,2,38.4,,36.4
2018-02-04T01:04:51.697Z,,48,55,,43.1,,36.3
2018-02-04T01:05:01.692Z,,29,55,,42.8,,36.3
2018-02-04T01:05:11.693Z,,,55,,41.7,,36.3
2018-02-04T01:05:21.692Z,,,55,,40.4,,36.2
2018-02-04T01:05:31.693Z,,,55,,39.5,,36.2
2018-02-04T01:05:41.692Z,,,55,,38.7,,36.2
2018-02-04T01:05:51.693Z,,,55,,38.5,,36
2018-02-04T01:06:01.699Z,,,55,,38.6,,36
2018-02-04T01:06:11.692Z,,,55,,39,,36
2018-02-04T01:06:21.698Z,,,55,,39.1,,35.9
2018-02-04T01:06:31.692Z,,,55,,39.2,,35.9
2018-02-04T01:06:41.696Z,,,55,,39.4,,35.9
2018-02-04T01:06:51.696Z,,,55,,39.7,,35.8
2018-02-04T01:07:01.692Z,,,55,,39.8,,35.8
2018-02-04T01:07:11.697Z,,,55,,40,,35.8
2018-02-04T01:07:21.692Z,,,55,,40.1,,35.7
2018-02-04T01:07:31.695Z,,,55,,40.2,,35.7
2018-02-04T01:07:41.692Z,,,55,,40.3,,35.7
2018-02-04T01:07:51.695Z,,,55,,40.6,,35.6
2018-02-04T01:08:01.696Z,,,55,,40.7,,35.6
2018-02-04T01:08:11.697Z,,,55,,40.8,,35.6
2018-02-04T01:08:21.692Z,,,55,,41,,35.4
2018-02-04T01:08:31.697Z,,,55,,41.1,,35.4
2018-02-04T01:08:41.985Z,,,55,,41.2,,35.4
2018-02-04T01:08:51.691Z,,,55,,41.5,,35.4
2018-02-04T01:09:01.692Z,,,55,,41.6,,35.3
2018-02-04T01:09:11.695Z,,,55,,41.7,,35.3
2018-02-04T01:09:21.692Z,,,55,,41.8,,35.3
2018-02-04T01:09:31.693Z,,,55,,42,,35.3
2018-02-04T01:09:41.692Z,,,55,,42.2,,35.2
2018-02-04T01:09:51.692Z,,,55,,42.3,,35.2
2018-02-04T01:10:01.694Z,,,55,,42.4,,35.2
2018-02-04T01:10:11.691Z,,,55,,42.6,,35.2
2018-02-04T01:10:21.692Z,,,55,,42.7,,35.1
2018-02-04T01:10:31.696Z,,,55,,43,,35.1
2018-02-04T01:10:41.698Z,,,55,,43.1,,35.1
2018-02-04T01:10:51.692Z,,,55,,43.2,,35.1
2018-02-04T01:11:01.697Z,,,55,,43.3,,35.1
2018-02-04T01:11:11.692Z,,,55,,43.4,,35.1
2018-02-04T01:11:21.692Z,,,55,,43.5,,35.1
2018-02-04T01:11:31.692Z,,,55,,43.6,,35.1
2018-02-04T01:11:41.697Z,,,55,,43.9,,35.1
2018-02-04T01:11:51.691Z,0,0,55,2,42.8,,35.1
2018-02-04T01:12:01.692Z,,,55,,40.7,,35.1
2018-02-04T01:12:11.691Z,,,55,,40,,35.1
2018-02-04T01:12:21.694Z,,,55,,39.5,,35.1
2018-02-04T01:12:31.692Z,,,55,,39.6,,35.1
2018-02-04T01:12:41.691Z,,,55,,40,,35.1
2018-02-04T01:12:51.697Z,,,55,,40.5,,35.1
2018-02-04T01:13:01.694Z,,,55,,40.7,,35.1
2018-02-04T01:13:11.691Z,,,55,,40.5,,35.2
2018-02-04T01:13:21.691Z,,,55,,40.2,,35.2
2018-02-04T01:13:31.692Z,,,55,,40.1,,35.2
2018-02-04T01:13:41.692Z,,,55,,39.9,,35.2
2018-02-04T01:13:51.691Z,,,55,,39.8,,35.2
2018-02-04T01:14:01.693Z,,,55,,39.6,,35.2
2018-02-04T01:14:11.691Z,,,55,,39.5,,35.2
2018-02-04T01:14:21.692Z,,,55,,39.4,,35.2
2018-02-04T01:14:31.691Z,,,55,,,,35.2
2018-02-04T01:14:41.691Z,,,55,,39.3,,35.2
2018-02-04T01:14:51.691Z,,,55,,39.1,,35.2
2018-02-04T01:15:01.691Z,,,55,,39,,35.2
2018-02-04T01:15:11.692Z,,,55,,38.9,,35.2
2018-02-04T01:15:21.691Z,,,55,,,,35.2
2018-02-04T01:15:31.691Z,,,55,,38.8,,35.2
2018-02-04T01:15:41.691Z,,,55,,38.6,,35.2
2018-02-04T01:15:51.691Z,,,55,,,,35.2
2018-02-04T01:16:01.693Z,,,55,,38.5,,35.2
2018-02-04T01:16:11.691Z,,,55,,38.4,,35.1
2018-02-04T01:16:21.691Z,,,55,,,,35.1
2018-02-04T01:16:31.693Z,,,55,,,,35.1
2018-02-04T01:16:41.692Z,,,55,,38.5,,35.1
2018-02-04T01:16:51.691Z,,,55,,38.8,,35.1
2018-02-04T01:17:01.691Z,,,55,,,,35.1
2018-02-04T01:17:11.692Z,,,55,,39,,35.1
