Time,ActPow,HwTOutlet,PrimT,ChActive,PrimTSet,HwActive,HwTSet
2018-01-24T19:53:32.794Z,,34.2,40,,,,55
2018-01-24T19:53:42.790Z,,34.2,,,,,55
2018-01-24T19:53:52.806Z,,34.2,40.1,,,,55
2018-01-24T19:54:02.795Z,,34.1,,,,,55
2018-01-24T19:54:12.806Z,,34.1,40.2,,,,55
2018-01-24T19:54:22.790Z,,34.1,,,,,55
2018-01-24T19:54:32.973Z,,34.1,40.3,,,,55
2018-01-24T19:54:42.790Z,,34.1,,,,,55
2018-01-24T19:54:52.790Z,,34.1,,,,,55
2018-01-24T19:55:02.790Z,,34.1,40.5,,,,55
2018-01-24T19:55:12.791Z,,34.1,,,,,55
2018-01-24T19:55:22.790Z,,34,,,,,55
2018-01-24T19:55:32.790Z,,34,40.6,,,,55
2018-01-24T19:55:42.790Z,,34,,,,,55
2018-01-24T19:55:52.799Z,,34,,,,,55
2018-01-24T19:56:02.790Z,,34,40.7,,,,55
2018-01-24T19:56:12.790Z,,34,,,,,55
2018-01-24T19:56:22.790Z,,33.8,,,,,55
2018-01-24T19:56:32.790Z,,33.8,40.8,,,,55
2018-01-24T19:56:42.789Z,,33.8,,,,,55
2018-01-24T19:56:52.790Z,,33.8,,,,,55
2018-01-24T19:57:02.791Z,,33.8,,,,,55
2018-01-24T19:57:12.789Z,,33.8,,,,,55
2018-01-24T19:57:22.790Z,,33.8,40.9,,,,55
2018-01-24T19:57:32.790Z,,33.7,,,,,55
2018-01-24T19:57:42.790Z,,33.7,,,,,55
2018-01-24T19:57:52.790Z,,33.7,,,,,55
2018-01-24T19:58:02.843Z,,33.7,39.9,,,,55
2018-01-24T19:58:12.791Z,,33.7,37.8,,,,55
2018-01-24T19:58:22.794Z,,33.7,36.7,,,,55
2018-01-24T19:58:32.805Z,,33.6,35.6,,,,55
2018-01-24T19:58:42.790Z,,33.6,35.2,,,,55
2018-01-24T19:58:52.798Z,,33.6,,,,,55
2018-01-24T19:59:02.790Z,,33.6,35.3,,,,55
2018-01-24T19:59:12.792Z,,33.6,,,,,55
2018-01-24T19:59:22.802Z,,33.5,35.2,,,,55
2018-01-24T19:59:32.791Z,,33.5,35.1,,,,55
2018-01-24T19:59:42.790Z,,33.5,,,,,55
2018-01-24T19:59:53.132Z,,33.5,34.9,,,,55
2018-01-24T20:00:02.848Z,,33.5,,,,,55
2018-01-24T20:00:12.801Z,,33.5,,,,,55
2018-01-24T20:00:22.789Z,,33.3,34.8,,,,55
2018-01-24T20:00:32.789Z,,33.3,34.7,,,,55
2018-01-24T20:00:42.791Z,,33.3,,,,,55
2018-01-24T20:00:52.790Z,,33.3,34.6,,,,55
2018-01-24T20:01:02.789Z,,33.3,,,,,55
2018-01-24T20:01:12.796Z,,33.2,34.4,,,,55
2018-01-24T20:01:22.790Z,,33.2,,,,,55
2018-01-24T20:01:37.811Z,,33.2,34.3,,,,55
2018-01-24T20:01:47.816Z,,33.2,,,,,55
2018-01-24T20:01:52.791Z,,33.2,34.2,,,,55
2018-01-24T20:02:02.789Z,,33.1,,,,,55
2018-01-24T20:02:12.789Z,,33.1,34.1,,,,55
2018-01-24T20:02:22.792Z,,33.1,,,,,55
2018-01-24T20:02:32.789Z,,33.1,,,,,55
2018-01-24T20:02:42.790Z,,33,34,,,,55
2018-01-24T20:02:52.793Z,,33,33.8,,,,55
2018-01-24T20:03:02.791Z,80,33,38.6,1,,0,55
2018-01-24T20:03:12.793Z,52,33,43.1,,,,55
2018-01-24T20:03:22.796Z,29,33,43.7,,,,55
2018-01-24T20:03:32.789Z,,32.8,41.9,,,,55
2018-01-24T20:03:42.798Z,,32.8,40.4,,,,55
2018-01-24T20:03:52.789Z,,32.8,39.7,,,,55
2018-01-24T20:04:02.791Z,,32.8,38.9,,,,55
2018-01-24T20:04:12.789Z,,32.8,39,,,,55
2018-01-24T20:04:22.803Z,,32.7,39.1,,,,55
2018-01-24T20:04:32.790Z,,32.7,39.3,,,,55
2018-01-24T20:04:42.790Z,,32.7,39.4,,,,55
2018-01-24T20:04:52.789Z,,32.7,39.5,,,,55
2018-01-24T20:05:02.789Z,,32.7,39.7,,,,55
2018-01-24T20:05:12.789Z,,32.6,39.8,,,,55
2018-01-24T20:05:22.790Z,,32.7,40,,,,55
2018-01-24T20:05:32.822Z,,32.6,40.2,,,,55
2018-01-24T20:05:42.789Z,,32.6,40.3,,,,55
2018-01-24T20:05:52.789Z,,32.6,40.6,,,,55
2018-01-24T20:06:02.793Z,,32.6,40.7,,,,55
2018-01-24T20:06:12.789Z,,32.6,40.9,,,,55
2018-01-24T20:06:22.789Z,,32.6,41,,,,55
2018-01-24T20:06:32.789Z,,32.6,41.1,,,,55
2018-01-24T20:06:42.790Z,,32.6,41.4,,,,55
2018-01-24T20:06:52.789Z,,32.6,,,,,55
2018-01-24T20:07:02.805Z,,32.6,41.6,,,,55
2018-01-24T20:07:13.142Z,,32.6,41.8,,,,55
2018-01-24T20:07:22.789Z,,32.6,41.9,,,,55
2018-01-24T20:07:32.789Z,,32.6,42,,,,55
2018-01-24T20:07:42.802Z,,32.6,42.2,,,,55
2018-01-24T20:07:52.790Z,,32.6,42.4,,,,55
2018-01-24T20:08:02.790Z,,32.7,42.5,,,,55
2018-01-24T20:08:12.795Z,,32.7,42.6,,,,55
2018-01-24T20:08:22.790Z,,32.7,42.7,,,,55
2018-01-24T20:08:32.795Z,,32.8,42.8,,,,55
2018-01-24T20:08:42.792Z,,32.8,43,,,,55
2018-01-24T20:08:53.082Z,,32.8,43.1,,,,55
2018-01-24T20:09:02.881Z,,33,43.3,,,,55
2018-01-24T20:09:12.789Z,,33,43.4,,,,55
2018-01-24T20:09:22.789Z,,33.1,43.5,,,,55
2018-01-24T20:09:32.789Z,,33.1,43.6,,,,55
2018-01-24T20:09:43.153Z,,33.1,43.7,,,,55
2018-01-24T20:09:52.789Z,0,33.2,44.1,,,,55
2018-01-24T20:10:02.789Z,,33.2,42.9,1,,0,55
2018-01-24T20:10:12.789Z,,33.3,40.8,,,,55
2018-01-24T20:10:22.789Z,,33.5,39.8,,,,55
2018-01-24T20:10:32.789Z,,33.5,39.7,,,,55
2018-01-24T20:10:42.789Z,,33.5,40,,,,55
2018-01-24T20:10:52.790Z,,33.6,40.4,,,,55
2018-01-24T20:11:02.788Z,,33.7,40.9,,,,55
2018-01-24T20:11:12.789Z,,33.7,40.8,,,,55
2018-01-24T20:11:22.789Z,,33.7,40.7,,,,55
2018-01-24T20:11:32.788Z,,33.8,40.5,,,,55
2018-01-24T20:11:42.788Z,,33.8,40.3,,,,55
2018-01-24T20:11:52.789Z,,34,40.1,,,,55
2018-01-24T20:12:02.789Z,,34,40,,,,55
2018-01-24T20:12:12.789Z,,34,39.9,,,,55
2018-01-24T20:12:22.789Z,,34.1,39.8,,,,55
2018-01-24T20:12:32.791Z,,34.1,,,,,55
2018-01-24T20:12:47.815Z,,34.1,39.6,,,,55
2018-01-24T20:12:52.790Z,,34.1,39.5,,,,55
2018-01-24T20:13:02.795Z,,34.2,39.4,,,,55
2018-01-24T20:13:12.790Z,,34.2,39.3,,,,55
2018-01-24T20:13:22.793Z,,34.2,,,,,55
2018-01-24T20:13:32.788Z,,34.2,39.1,,,,55
2018-01-24T20:13:42.788Z,,34.2,39,,,,55
2018-01-24T20:13:52.789Z,,34.2,38.9,,,,55
2018-01-24T20:14:02.789Z,,34.2,38.9,,,,55
2018-01-24T20:14:12.790Z,,34.2,39,,,,55
2018-01-24T20:14:22.788Z,,34.2,39.3,,,,55
2018-01-24T20:14:32.789Z,,34.2,39.4,,,,55
2018-01-24T20:14:42.810Z,,34.2,39.5,,,,55
2018-01-24T20:14:52.805Z,,34.2,39.6,,,,55
2018-01-24T20:15:02.789Z,,34.2,39.8,,,,55
2018-01-24T20:15:12.789Z,,34.2,,,,,55
2018-01-24T20:15:22.795Z,,34.2,39.9,,,,55
2018-01-24T20:15:32.789Z,,34.2,40,,,,55
2018-01-24T20:15:42.797Z,,34.2,,,,,55
2018-01-24T20:15:52.789Z,,34.1,40.1,,,,55
2018-01-24T20:16:02.788Z,,34.1,,,,,55
2018-01-24T20:16:12.788Z,,34.1,40.2,,,,55
2018-01-24T20:16:22.789Z,,34.1,,,,,55
2018-01-24T20:16:32.788Z,,34.1,40.3,,,,55
2018-01-24T20:16:43.143Z,,34.1,,,,,55
2018-01-24T20:16:52.791Z,,34.1,,,,,55
2018-01-24T20:17:02.788Z,,34.1,40.5,,,,55
2018-01-24T20:17:12.789Z,,34,,,,,55
2018-01-24T20:17:22.791Z,,34,,,,,55
2018-01-24T20:17:32.789Z,,34,40.6,,,,55
2018-01-24T20:17:42.789Z,,34,,,,,55
2018-01-24T20:17:52.793Z,,34,40.7,,,,55
2018-01-24T20:18:02.788Z,,34,,,,,55
2018-01-24T20:18:12.793Z,,34,,,,,55
2018-01-24T20:18:22.788Z,,33.8,,,,,55
2018-01-24T20:18:37.918Z,,33.8,40.8,,,,55
2018-01-24T20:18:42.788Z,,33.8,,,,,55
2018-01-24T20:18:52.788Z,,33.8,,,,,55
2018-01-24T20:19:02.788Z,,33.8,,,,,55
2018-01-24T20:19:12.788Z,,33.8,,,,,55
2018-01-24T20:19:22.788Z,,33.8,,,,,55
2018-01-24T20:19:33.043Z,,33.7,40.9,,,,55
2018-01-24T20:19:42.788Z,,33.7,,,,,55
2018-01-24T20:19:52.806Z,,33.7,,,,,55
2018-01-24T20:20:02.789Z,,33.7,39.8,,,,55
2018-01-24T20:20:17.808Z,,33.7,37.9,,,,55
2018-01-24T20:20:22.788Z,,33.6,36.9,,,,55
2018-01-24T20:20:32.788Z,,33.6,35.9,,,,55
2018-01-24T20:20:42.788Z,,33.6,35.2,,,,55
2018-01-24T20:20:52.791Z,,33.6,,,,,55
2018-01-24T20:21:02.790Z,,33.6,35.3,,,,55
2018-01-24T20:21:12.789Z,,33.6,,,,,55
2018-01-24T20:21:22.788Z,,33.5,,,,,55
2018-01-24T20:21:32.800Z,,33.5,35.2,,,,55
2018-01-24T20:21:43.135Z,,33.5,35.1,,,,55
2018-01-24T20:21:52.788Z,,33.5,35.1,,,,55
2018-01-24T20:22:02.788Z,,33.5,34.9,,,,55
2018-01-24T20:22:12.791Z,,33.3,,,,,55
2018-01-24T20:22:30.513Z,,33.3,34.8,,,,55
2018-01-24T20:22:32.804Z,,33.3,,,,,55
2018-01-24T20:22:42.791Z,,33.3,34.7,,,,55
2018-01-24T20:22:52.788Z,,33.3,34.6,,,,55
2018-01-24T20:23:02.792Z,,33.3,,,,,55
2018-01-24T20:23:12.795Z,,33.2,,,,,55
2018-01-24T20:23:22.788Z,,33.2,34.4,,,,55
2018-01-24T20:23:32.788Z,,33.2,,,,,55
2018-01-24T20:23:42.788Z,,33.2,34.3,,,,55
2018-01-24T20:23:52.788Z,,33.2,,,,,55
2018-01-24T20:24:02.788Z,,33.1,34.2,,,,55
2018-01-24T20:24:12.788Z,,33.1,34.3,,,,55
2018-01-24T20:24:22.788Z,,33.1,,,,,55
2018-01-24T20:24:32.791Z,,33.1,34.4,,,,55
2018-01-24T20:24:42.788Z,,33.1,,,,,55
2018-01-24T20:24:52.789Z,,33,,,,,55
2018-01-24T20:25:02.788Z,,33,34.6,,,,55
2018-01-24T20:25:12.789Z,,33,,,,,55
2018-01-24T20:25:22.788Z,,33,,,,,55
2018-01-24T20:25:37.807Z,,33,,,,,55
2018-01-24T20:25:42.788Z,,32.8,34.1,,,,55
2018-01-24T20:25:52.789Z,79,32.8,34.1,1,,0,55
2018-01-24T20:26:03.083Z,78,32.8,40.4,,,,55
2018-01-24T20:26:12.789Z,45,32.8,43.4,,,,55
2018-01-24T20:26:22.789Z,29,32.7,42.7,,,,55
2018-01-24T20:26:33.141Z,,32.7,40.9,,,,55
2018-01-24T20:26:42.792Z,,32.7,39.7,,,,55
2018-01-24T20:26:52.789Z,,32.7,39.1,,,,55
2018-01-24T20:27:02.788Z,,32.7,38.6,,,,55
2018-01-24T20:27:12.790Z,,32.6,,,,,55
2018-01-24T20:27:22.789Z,,32.6,38.9,,,,55
2018-01-24T20:27:32.790Z,,32.6,39.1,,,,55
2018-01-24T20:27:42.788Z,,32.6,39.2,,,,55
2018-01-24T20:27:52.794Z,,32.6,39.3,,,,55
2018-01-24T20:28:02.794Z,,32.5,39.5,,,,55
2018-01-24T20:28:13.163Z,,32.5,39.8,,,,55
2018-01-24T20:28:22.788Z,,32.5,40,,,,55
2018-01-24T20:28:32.788Z,,32.5,,,,,55
2018-01-24T20:28:42.855Z,,32.5,40.2,,,,55
2018-01-24T20:28:52.789Z,,32.5,40.3,,,,55
2018-01-24T20:29:02.789Z,,32.5,40.5,,,,55
2018-01-24T20:29:12.788Z,,32.5,40.6,,,,55
2018-01-24T20:29:22.820Z,,32.5,40.8,,,,55
2018-01-24T20:29:32.788Z,,32.3,40.9,,,,55
2018-01-24T20:29:42.788Z,,32.3,41.1,,,,55
2018-01-24T20:29:52.788Z,,32.3,41.2,,,,55
2018-01-24T20:30:02.787Z,,32.3,41.4,,,,55
2018-01-24T20:30:12.787Z,,32.5,41.6,,,,55
2018-01-24T20:30:22.787Z,,32.5,,,,,55
2018-01-24T20:30:32.788Z,,32.5,41.8,,,,55
2018-01-24T20:30:42.788Z,,32.5,42,,,,55
2018-01-24T20:30:52.789Z,,32.5,,,,,55
2018-01-24T20:31:02.788Z,,32.5,42.2,,,,55
2018-01-24T20:31:12.789Z,,32.6,42.4,,,,55
2018-01-24T20:31:22.787Z,,32.6,42.5,,,,55
2018-01-24T20:31:32.789Z,,32.6,42.6,,,,55
2018-01-24T20:31:42.789Z,,32.7,42.7,,,,55
2018-01-24T20:31:52.789Z,,32.7,43,,,,55
2018-01-24T20:32:02.787Z,,32.7,43.1,,,,55
2018-01-24T20:32:12.790Z,,32.8,43.2,,,,55
2018-01-24T20:32:22.788Z,,32.8,43.3,,,,55
2018-01-24T20:32:32.787Z,,33,43.5,,,,55
2018-01-24T20:32:42.795Z,,33,43.6,,,,55
2018-01-24T20:32:52.796Z,,33.1,43.7,,,,55
2018-01-24T20:33:02.787Z,,33.1,44,,,,55
2018-01-24T20:33:12.792Z,0,33.2,42.7,1,,0,55
2018-01-24T20:33:22.788Z,,33.2,40.7,,,,55
2018-01-24T20:33:32.788Z,,33.3,39.9,,,,55
2018-01-24T20:33:42.788Z,,33.3,39.7,,,,55
2018-01-24T20:33:52.788Z,,33.5,39.9,,,,55
2018-01-24T20:34:02.788Z,,33.5,40.3,,,,55
2018-01-24T20:34:12.790Z,,33.6,40.8,,,,55
2018-01-24T20:34:22.787Z,,33.6,,,,,55
2018-01-24T20:34:32.787Z,,33.7,40.6,,,,55
2018-01-24T20:34:47.807Z,,33.7,40.5,,,,55
2018-01-24T20:34:52.788Z,,33.8,40.2,,,,55
2018-01-24T20:35:02.788Z,,33.8,40.1,,,,55
2018-01-24T20:35:12.787Z,,33.8,40,,,,55
2018-01-24T20:35:22.787Z,,34,39.9,,,,55
2018-01-24T20:35:32.788Z,,34,39.8,,,,55
2018-01-24T20:35:42.788Z,,34,39.6,,,,55
2018-01-24T20:35:52.821Z,,34,,,,,55
2018-01-24T20:36:02.790Z,,34.1,39.5,,,,55
2018-01-24T20:36:12.787Z,,34.1,39.4,,,,55
2018-01-24T20:36:22.790Z,,34.1,39.3,,,,55
2018-01-24T20:36:32.791Z,,34.1,39.1,,,,55
2018-01-24T20:36:42.788Z,,34.1,,,,,55
2018-01-24T20:36:52.787Z,,34.1,39,,,,55
2018-01-24T20:37:02.796Z,,34.1,38.9,,,,55
2018-01-24T20:37:12.787Z,,34.1,,,,,55
2018-01-24T20:37:22.787Z,,34.1,39,,,,55
2018-01-24T20:37:32.799Z,,34.1,39.1,,,,55
2018-01-24T20:37:47.877Z,,34.1,39.3,,,,55
2018-01-24T20:37:52.787Z,,34.1,39.4,,,,55
2018-01-24T20:38:02.787Z,,34.1,39.5,,,,55
2018-01-24T20:38:12.793Z,,34.1,39.6,,,,55
2018-01-24T20:38:22.787Z,,34.1,39.8,,,,55
2018-01-24T20:38:32.787Z,,34.1,39.9,,,,55
2018-01-24T20:38:42.787Z,,34.1,,,,,55
2018-01-24T20:38:52.788Z,,34.1,40,,,,55
2018-01-24T20:39:02.787Z,,34.1,,,,,55
2018-01-24T20:39:12.787Z,,34.1,40.1,,,,55
2018-01-24T20:39:22.787Z,,34.1,,,,,55
2018-01-24T20:39:32.787Z,,34.1,40.2,,,,55
2018-01-24T20:39:42.787Z,,34,,,,,55
2018-01-24T20:39:52.788Z,,34,40.3,,,,55
2018-01-24T20:40:02.787Z,,34,,,,,55
2018-01-24T20:40:12.787Z,0,34,40.3,1,40,0,55
2018-01-24T20:40:22.787Z,,34,40.5,,,,55
2018-01-24T20:40:32.786Z,,34,,,,,55
2018-01-24T20:40:42.787Z,,34,40.6,,,,55
2018-01-24T20:40:52.786Z,,33.8,,,,,55
2018-01-24T20:41:02.787Z,,33.8,,,,,55
2018-01-24T20:41:12.786Z,,33.8,40.7,,,,55
2018-01-24T20:41:22.791Z,,33.8,,,,,55
2018-01-24T20:41:32.787Z,,33.8,,,,,55
2018-01-24T20:41:42.787Z,,33.8,,,,,55
2018-01-24T20:41:52.787Z,,33.8,40.8,,,,55
2018-01-24T20:42:02.789Z,,33.8,,,,,55
2018-01-24T20:42:12.786Z,,33.7,,,,,55
2018-01-24T20:42:22.792Z,,33.7,,,,,55
2018-01-24T20:42:32.794Z,,33.7,,,,,55
2018-01-24T20:42:42.786Z,,33.7,,,,,55
2018-01-24T20:42:52.794Z,,33.7,40.9,,,,55
2018-01-24T20:43:02.795Z,,33.7,,,,,55
2018-01-24T20:43:12.786Z,,33.6,40.8,,,,55
2018-01-24T20:43:22.789Z,,33.6,38.6,,,,55
2018-01-24T20:43:32.787Z,,33.6,36.8,,,,55
2018-01-24T20:43:42.787Z,,33.6,35.8,,,,55
2018-01-24T20:43:52.786Z,,33.6,35.2,,,,55
2018-01-24T20:44:02.786Z,,33.5,,,,,55
2018-01-24T20:44:12.786Z,,33.5,35.3,,,,55
2018-01-24T20:44:22.786Z,,33.5,,,,,55
2018-01-24T20:44:32.786Z,,33.5,35.2,,,,55
2018-01-24T20:44:42.786Z,,33.5,35.1,,,,55
2018-01-24T20:44:52.786Z,,33.5,,,,,55
2018-01-24T20:45:02.821Z,,33.5,34.9,,,,55
2018-01-24T20:45:12.787Z,,33.3,,,,,55
2018-01-24T20:45:22.788Z,,33.3,,,,,55
2018-01-24T20:45:32.790Z,,33.3,34.8,,,,55
2018-01-24T20:45:42.790Z,,33.3,34.7,,,,55
2018-01-24T20:45:53.146Z,,33.2,,,,,55
2018-01-24T20:46:02.786Z,,33.2,34.6,,,,55
2018-01-24T20:46:12.788Z,,33.2,,,,,55
2018-01-24T20:46:22.795Z,,33.2,34.4,,,,55
2018-01-24T20:46:32.786Z,,33.2,,,,,55
2018-01-24T20:46:42.790Z,,33.2,34.3,,,,55
2018-01-24T20:46:52.786Z,,33.1,,,,,55
2018-01-24T20:47:02.788Z,,33.1,34.2,,,,55
2018-01-24T20:47:12.789Z,,33.1,,,,,55
2018-01-24T20:47:22.790Z,,33.1,34.1,,,,55
2018-01-24T20:47:32.786Z,,33,,,,,55
2018-01-24T20:47:42.798Z,,33,34,,,,55
2018-01-24T20:47:52.790Z,,33,,,,,55
2018-01-24T20:48:02.786Z,79,33,34.3,1,,0,55
2018-01-24T20:48:12.786Z,80,33,40.4,,,,55
2018-01-24T20:48:22.786Z,47,32.8,43.2,,,,55
2018-01-24T20:48:32.786Z,29,32.8,42.8,,,,55
2018-01-24T20:48:42.789Z,,32.8,41.5,,,,55
2018-01-24T20:48:52.786Z,,32.8,40.2,,,,55
2018-01-24T20:49:02.786Z,,32.8,39.4,,,,55
2018-01-24T20:49:12.786Z,,32.7,38.8,,,,55
2018-01-24T20:49:22.786Z,,32.7,39.1,,,,55
2018-01-24T20:49:32.786Z,,32.7,39.2,,,,55
2018-01-24T20:49:42.831Z,,32.7,39.3,,,,55
2018-01-24T20:49:52.786Z,,32.7,39.5,,,,55
2018-01-24T20:50:02.787Z,,32.6,39.7,,,,55
2018-01-24T20:50:12.786Z,,32.6,39.8,,,,55
2018-01-24T20:50:22.787Z,,32.6,39.9,,,,55
2018-01-24T20:50:32.786Z,,32.6,40.1,,,,55
2018-01-24T20:50:43.130Z,,32.6,40.3,,,,55
2018-01-24T20:50:52.786Z,,32.6,40.5,,,,55
2018-01-24T20:51:02.787Z,,32.5,40.6,,,,55
2018-01-24T20:51:12.786Z,,32.5,40.8,,,,55
2018-01-24T20:51:22.786Z,,32.5,40.9,,,,55
2018-01-24T20:51:32.788Z,,32.5,41,,,,55
2018-01-24T20:51:42.793Z,,32.5,41.1,,,,55
2018-01-24T20:51:52.789Z,,32.5,41.4,,,,55
2018-01-24T20:52:02.788Z,,32.5,41.5,,,,55
2018-01-24T20:52:12.786Z,,32.5,41.6,,,,55
2018-01-24T20:52:22.787Z,,32.6,41.8,,,,55
2018-01-24T20:52:32.789Z,,32.6,41.9,,,,55
2018-01-24T20:52:42.793Z,,32.6,42.2,,,,55
2018-01-24T20:52:52.786Z,,32.6,42.3,,,,55
2018-01-24T20:53:02.785Z,,32.6,42.4,,,,55
2018-01-24T20:53:17.879Z,,32.7,42.5,,,,55
2018-01-24T20:53:22.787Z,,32.7,42.6,,,,55
2018-01-24T20:53:32.786Z,,32.7,42.8,,,,55
2018-01-24T20:53:42.786Z,,32.7,43,,,,55
2018-01-24T20:53:52.786Z,,32.8,43.1,,,,55
2018-01-24T20:54:02.788Z,,32.8,,,,,55
2018-01-24T20:54:12.786Z,,33,43.3,,,,55
2018-01-24T20:54:22.786Z,,33,43.4,,,,55
2018-01-24T20:54:32.786Z,,33,43.6,,,,55
2018-01-24T20:54:42.787Z,,33.1,43.7,,,,55
2018-01-24T20:54:52.786Z,,33.1,43.9,,,,55
2018-01-24T20:55:02.785Z,0,33.2,43.5,1,,0,55
2018-01-24T20:55:12.785Z,,33.2,41.6,,,,55
2018-01-24T20:55:22.786Z,,33.3,40.1,,,,55
2018-01-24T20:55:32.786Z,,33.3,39.7,,,,55
2018-01-24T20:55:42.785Z,,33.5,39.8,,,,55
2018-01-24T20:55:52.786Z,,33.5,40.1,,,,55
2018-01-24T20:56:02.785Z,,33.6,40.7,,,,55
2018-01-24T20:56:12.786Z,,33.7,40.8,,,,55
2018-01-24T20:56:22.787Z,,33.7,40.7,,,,55
2018-01-24T20:56:32.785Z,,33.8,40.5,,,,55
2018-01-24T20:56:42.786Z,,33.8,40.3,,,,55
2018-01-24T20:56:52.790Z,,33.8,40.1,,,,55
2018-01-24T20:57:02.789Z,,34,40,,,,55
2018-01-24T20:57:12.787Z,,34,39.9,,,,55
2018-01-24T20:57:22.795Z,,34,39.8,,,,55
2018-01-24T20:57:32.789Z,,34,39.6,,,,55
2018-01-24T20:57:42.785Z,,34.1,,,,,55
2018-01-24T20:57:52.785Z,,34.1,39.5,,,,55
2018-01-24T20:58:02.791Z,,34.1,39.4,,,,55
2018-01-24T20:58:12.801Z,,34.1,39.3,,,,55
2018-01-24T20:58:22.787Z,,34.1,,,,,55
2018-01-24T20:58:32.787Z,,34.1,39.1,,,,55
2018-01-24T20:58:42.785Z,,34.1,39,,,,55
2018-01-24T20:58:52.785Z,,34.2,38.9,,,,55
2018-01-24T20:59:02.790Z,,34.1,,,,,55
2018-01-24T20:59:12.785Z,,34.2,39,,,,55
2018-01-24T20:59:22.785Z,,34.2,39.1,,,,55
2018-01-24T20:59:32.788Z,,34.2,39.3,,,,55
2018-01-24T20:59:42.793Z,,34.2,39.4,,,,55
2018-01-24T20:59:52.785Z,,34.1,39.5,,,,55
2018-01-24T21:00:02.785Z,,34.1,39.6,,,,55
2018-01-24T21:00:12.785Z,,34.1,39.8,,,,55
2018-01-24T21:00:22.786Z,,34.1,,,,,55
2018-01-24T21:00:32.785Z,,34.1,39.9,,,,55
2018-01-24T21:00:47.806Z,,34.1,40,,,,55
2018-01-24T21:00:52.785Z,,34.1,,,,,55
2018-01-24T21:01:02.786Z,,34.1,40.1,,,,55
2018-01-24T21:01:12.786Z,,34.1,,,,,55
2018-01-24T21:01:27.840Z,,34.1,40.2,,,,55
2018-01-24T21:01:32.785Z,,34.1,,,,,55
2018-01-24T21:01:42.791Z,,34,40.3,,,,55
2018-01-24T21:01:52.788Z,,34.1,,,,,55
2018-01-24T21:02:07.805Z,,34,,,,,55
2018-01-24T21:02:12.807Z,,34,,,,,55
2018-01-24T21:02:22.788Z,,34,40.5,,,,55
2018-01-24T21:02:32.787Z,,34,,,,,55
2018-01-24T21:02:42.785Z,,34,40.6,,,,55
2018-01-24T21:02:52.804Z,,34,,,,,55
2018-01-24T21:03:02.806Z,,33.8,,,,,55
2018-01-24T21:03:12.786Z,,33.8,,,,,55
2018-01-24T21:03:22.806Z,,33.8,40.7,,,,55
2018-01-24T21:03:32.788Z,,33.8,,,,,55
2018-01-24T21:03:42.789Z,,33.8,,,,,55
2018-01-24T21:03:52.787Z,,33.8,40.8,,,,55
2018-01-24T21:04:02.785Z,,33.8,,,,,55
2018-01-24T21:04:12.786Z,,33.7,,,,,55
2018-01-24T21:04:22.785Z,,33.7,,,,,55
2018-01-24T21:04:32.799Z,,33.7,,,,,55
2018-01-24T21:04:42.980Z,,33.7,,,,,55
2018-01-24T21:04:52.785Z,,33.7,,,,,55
2018-01-24T21:05:02.785Z,,33.7,40.9,,,,55
2018-01-24T21:05:13.128Z,,33.6,38.6,,,,55
2018-01-24T21:05:22.785Z,,33.6,37.4,,,,55
2018-01-24T21:05:32.790Z,,33.6,35.9,,,,55
2018-01-24T21:05:42.785Z,,33.6,35.2,,,,55
2018-01-24T21:05:52.785Z,,33.6,35.1,,,,55
2018-01-24T21:06:02.787Z,,33.6,35.3,,,,55
2018-01-24T21:06:12.786Z,,33.5,,,,,55
2018-01-24T21:06:22.784Z,,33.5,,,,,55
2018-01-24T21:06:32.789Z,,33.5,35.1,,,,55
2018-01-24T21:06:47.874Z,,33.5,,,,,55
2018-01-24T21:06:52.785Z,,33.5,34.9,,,,55
2018-01-24T21:07:02.790Z,,33.3,,,,,55
2018-01-24T21:07:12.786Z,,33.3,,,,,55
2018-01-24T21:07:22.791Z,,33.3,34.8,,,,55
2018-01-24T21:07:37.895Z,,33.3,,,,,55
2018-01-24T21:07:43.150Z,,33.3,34.7,,,,55
2018-01-24T21:07:52.788Z,,33.3,34.6,,,,55
2018-01-24T21:08:02.785Z,,33.2,,,,,55
2018-01-24T21:08:12.785Z,,33.2,,,,,55
2018-01-24T21:08:22.785Z,,33.2,34.4,,,,55
2018-01-24T21:08:32.790Z,,33.2,,,,,55
2018-01-24T21:08:42.786Z,,33.1,34.3,,,,55
2018-01-24T21:08:52.787Z,,33.1,,,,,55
2018-01-24T21:09:02.784Z,,33.1,34.2,,,,55
2018-01-24T21:09:12.784Z,,33.1,,,,,55
2018-01-24T21:09:22.785Z,,33.1,34.3,,,,55
2018-01-24T21:09:32.786Z,,33.1,,,,,55
2018-01-24T21:09:42.784Z,,33,34.4,,,,55
2018-01-24T21:09:52.785Z,,33,,,,,55
2018-01-24T21:10:02.784Z,,33,,,,,55
2018-01-24T21:10:12.784Z,,33,,,,,55
2018-01-24T21:10:22.785Z,,32.8,34.6,,,,55
2018-01-24T21:10:32.784Z,,32.8,,,,,55
2018-01-24T21:10:42.786Z,,32.8,,,,,55
2018-01-24T21:10:52.785Z,,32.8,,,,,55
2018-01-24T21:11:02.785Z,,32.8,34.7,,,,55
2018-01-24T21:11:12.784Z,,32.7,34.3,,,,55
2018-01-24T21:11:22.789Z,,32.7,33.8,1,,0,55
2018-01-24T21:11:32.787Z,80,32.7,39.4,,,,55
