Time,PrimTSet,ActPow,HwTOutlet,HwActive,HwTSet,PrimT,ChActive
2018-01-28T00:00:12.451Z,,,34,,55,38.3,
2018-01-28T00:00:22.535Z,,,34,,55,,
2018-01-28T00:00:42.447Z,,,34,,55,,
2018-01-28T00:00:52.445Z,,,34,,55,,
2018-01-28T00:01:12.509Z,,,34,,55,38.4,
2018-01-28T00:01:22.586Z,,,34,,55,,
2018-01-28T00:01:42.443Z,,,34,,55,,
2018-01-28T00:01:52.446Z,,,34,,55,,
2018-01-28T00:02:12.444Z,,,33.8,,55,,
2018-01-28T00:02:22.534Z,,,33.8,,55,,
2018-01-28T00:02:42.444Z,,,33.8,,55,,
2018-01-28T00:02:52.444Z,,,33.8,,55,38.5,
2018-01-28T00:03:12.444Z,,,33.8,,55,,
2018-01-28T00:03:22.524Z,,,,,,38.4,
2018-01-28T00:03:32.444Z,,,33.8,,55,36.9,
2018-01-28T00:03:42.450Z,,,33.8,,55,35.7,
2018-01-28T00:03:52.471Z,,,33.8,,55,34.6,
2018-01-28T00:04:02.477Z,,,33.7,,55,34.1,
2018-01-28T00:04:12.444Z,,,33.7,,55,,
2018-01-28T00:04:22.604Z,,,,,,34.2,
2018-01-28T00:04:32.445Z,,,33.7,,55,,
2018-01-28T00:04:42.444Z,,,33.7,,55,34.3,
2018-01-28T00:04:52.446Z,,,33.7,,55,34.1,
2018-01-28T00:05:12.444Z,,,33.6,,55,34,
2018-01-28T00:05:22.534Z,,,33.6,,55,,
2018-01-28T00:05:42.444Z,,80,33.6,0,55,37.6,2
2018-01-28T00:05:52.460Z,,56,33.6,,55,43.1,
2018-01-28T00:06:02.444Z,,0,33.6,0,55,43.4,2
2018-01-28T00:06:12.457Z,,,33.6,,55,40,
2018-01-28T00:06:22.526Z,,,33.6,,55,37.4,
2018-01-28T00:06:32.443Z,,,33.5,,55,36,
2018-01-28T00:06:42.444Z,,,33.5,,55,35.4,
2018-01-28T00:06:52.493Z,,,33.5,,55,35.3,
2018-01-28T00:07:02.448Z,,,33.5,,55,35.1,
2018-01-28T00:07:12.444Z,,,,,,34.9,
2018-01-28T00:07:22.574Z,,,33.5,,55,34.8,
2018-01-28T00:07:32.445Z,,,33.3,,55,34.7,
2018-01-28T00:07:42.451Z,,,,,,34.6,
2018-01-28T00:07:52.443Z,,,33.3,,55,,
2018-01-28T00:08:02.445Z,,,33.3,,55,34.4,
2018-01-28T00:08:12.445Z,,,33.3,,55,,
2018-01-28T00:08:22.523Z,,,,,,34.3,
2018-01-28T00:08:32.449Z,,,33.3,,55,34.2,
2018-01-28T00:08:42.443Z,,,33.2,,55,,
2018-01-28T00:08:52.743Z,,,33.2,,55,,
2018-01-28T00:09:02.443Z,,,,,,34.1,
2018-01-28T00:09:12.443Z,,,33.2,,55,34,
2018-01-28T00:09:32.493Z,,,33.2,0,55,33.8,2
2018-01-28T00:09:42.444Z,,,33.1,,55,,
2018-01-28T00:09:52.738Z,,,33.1,,55,,
2018-01-28T00:10:02.444Z,,,,,,33.7,
2018-01-28T00:10:12.443Z,,,33.1,,55,,
2018-01-28T00:10:22.534Z,,,33.1,,55,33.6,
2018-01-28T00:10:32.444Z,,,,,,33.5,
2018-01-28T00:10:42.444Z,,79,33,0,55,37.1,2
2018-01-28T00:10:52.444Z,,57,33,,55,42.8,
2018-01-28T00:11:02.443Z,,0,33,0,55,43.6,2
2018-01-28T00:11:12.443Z,,,33,,55,40.1,
2018-01-28T00:11:22.524Z,,,33,,55,37.5,
2018-01-28T00:11:32.443Z,,,33,,55,35.8,
2018-01-28T00:11:42.443Z,,,33,,55,35.2,
2018-01-28T00:11:52.444Z,,,32.8,,55,34.9,
2018-01-28T00:12:02.443Z,,,32.8,,55,34.7,
2018-01-28T00:12:12.443Z,,,32.8,,55,,
2018-01-28T00:12:22.523Z,,,,,,34.4,
2018-01-28T00:12:32.447Z,,,32.8,,55,34.2,
2018-01-28T00:12:52.445Z,,,32.8,,55,34.1,
2018-01-28T00:13:02.452Z,,,32.7,,55,34,
2018-01-28T00:13:12.443Z,,,32.7,0,55,,2
2018-01-28T00:13:32.442Z,,,32.7,,55,33.7,
2018-01-28T00:13:42.445Z,,,32.7,,55,,
2018-01-28T00:13:52.443Z,,,32.6,,55,,
2018-01-28T00:14:02.442Z,,,,,,33.6,
2018-01-28T00:14:12.443Z,,,32.6,,55,33.5,
2018-01-28T00:14:22.557Z,,,32.6,,55,,
2018-01-28T00:14:32.442Z,,,,,,33.3,
2018-01-28T00:14:42.448Z,,,32.6,,55,,
2018-01-28T00:15:02.445Z,,,32.5,,55,33.2,
2018-01-28T00:15:12.449Z,,,32.5,,55,33.1,
2018-01-28T00:15:32.444Z,,,32.5,,55,,
2018-01-28T00:15:42.445Z,,79,32.5,0,55,36.5,2
2018-01-28T00:15:52.443Z,,57,32.3,,55,42.5,
2018-01-28T00:16:02.443Z,,29,32.3,,55,43.2,
2018-01-28T00:16:12.443Z,,,32.3,,55,41.6,
2018-01-28T00:16:22.522Z,,,32.3,,55,40.2,
2018-01-28T00:16:32.446Z,,,32.3,,55,39.9,
2018-01-28T00:16:42.457Z,,,32.3,,55,38.6,
2018-01-28T00:16:52.449Z,,,32.3,,55,38.5,
2018-01-28T00:17:02.443Z,,,32.2,,55,,
2018-01-28T00:17:12.480Z,,,32.2,,55,38.6,
2018-01-28T00:17:22.523Z,,,,,,39.1,
2018-01-28T00:17:32.443Z,,,32.2,,55,,
2018-01-28T00:17:42.446Z,,,,,,39.2,
2018-01-28T00:17:52.443Z,,,32.1,,55,39.4,
2018-01-28T00:18:02.442Z,,,,,,39.8,
2018-01-28T00:18:12.449Z,,,32.1,,55,40,
2018-01-28T00:18:22.525Z,,,32.1,,55,,
2018-01-28T00:18:32.443Z,,,32.1,,55,40.1,
2018-01-28T00:18:42.442Z,,,,,,40.5,
2018-01-28T00:18:52.443Z,,,32.1,,55,40.6,
2018-01-28T00:19:02.442Z,,,32.1,,55,,
2018-01-28T00:19:12.443Z,,,32.1,,55,40.8,
2018-01-28T00:19:22.522Z,,,,,,41,
2018-01-28T00:19:32.443Z,,,32.1,,55,41.2,
2018-01-28T00:19:52.443Z,,,32.1,,55,41.4,
2018-01-28T00:20:02.446Z,,,32.1,,55,41.7,
2018-01-28T00:20:12.443Z,,,32.1,,55,,
2018-01-28T00:20:22.533Z,,,,,,42,
2018-01-28T00:20:32.442Z,,,32.2,,55,,
2018-01-28T00:20:42.445Z,,,,,,42.2,
2018-01-28T00:20:52.443Z,,,32.2,,55,42.4,
2018-01-28T00:21:02.442Z,,,32.2,,55,42.6,
2018-01-28T00:21:12.443Z,,,32.3,,55,42.7,
2018-01-28T00:21:32.453Z,,,32.3,,55,43.1,
2018-01-28T00:21:42.446Z,,,32.5,,55,,
2018-01-28T00:21:52.445Z,,,,,,43.2,
2018-01-28T00:22:02.443Z,,,32.5,,55,43.5,
2018-01-28T00:22:12.500Z,,,32.6,,55,43.6,
2018-01-28T00:22:32.466Z,,,32.7,,55,44,
2018-01-28T00:22:42.445Z,,0,32.7,0,55,42.4,2
2018-01-28T00:22:52.442Z,,,32.8,,55,40.5,
2018-01-28T00:23:02.446Z,,,33,,55,39.6,
2018-01-28T00:23:12.451Z,,,33,,55,,
2018-01-28T00:23:22.526Z,,,33.1,,55,39.4,
2018-01-28T00:23:32.442Z,,,,,,40,
2018-01-28T00:23:42.442Z,,,33.3,,55,40.3,
2018-01-28T00:23:52.442Z,,,,,,40.7,
2018-01-28T00:24:02.443Z,,,33.3,,55,40.3,
2018-01-28T00:24:12.442Z,,,33.5,,55,,
2018-01-28T00:24:22.525Z,,,33.5,,55,40.1,
2018-01-28T00:24:32.442Z,,,33.6,,55,39.9,
2018-01-28T00:24:42.442Z,,,33.6,,55,39.8,
2018-01-28T00:24:52.446Z,,,,,,39.6,
2018-01-28T00:25:02.442Z,,,33.7,,55,39.5,
2018-01-28T00:25:12.442Z,,,33.7,,55,,
2018-01-28T00:25:22.533Z,,,33.8,,55,39.4,
2018-01-28T00:25:32.504Z,,,33.8,,55,39.1,
2018-01-28T00:25:42.443Z,,,33.8,,55,,
2018-01-28T00:26:02.442Z,,,33.8,,55,38.9,
2018-01-28T00:26:12.442Z,,,33.8,,55,,
2018-01-28T00:26:22.522Z,,,,,,38.8,
2018-01-28T00:26:32.441Z,,,34,,55,,
2018-01-28T00:26:42.442Z,,,34,,55,38.6,
2018-01-28T00:26:52.457Z,,,34,,55,38.5,
2018-01-28T00:27:02.443Z,,,34,,55,38.4,
2018-01-28T00:27:12.447Z,,,34,,55,38.5,
2018-01-28T00:27:22.530Z,,,34,,55,38.6,
2018-01-28T00:27:32.443Z,,,34,,55,38.8,
2018-01-28T00:27:42.750Z,,,34,,55,39,
2018-01-28T00:27:52.448Z,,,34,,55,39.1,
2018-01-28T00:28:03.085Z,,,34,,55,,
2018-01-28T00:28:12.442Z,,,33.8,,55,39.3,
2018-01-28T00:28:22.522Z,,,33.8,,55,,
2018-01-28T00:28:32.441Z,,,33.8,,55,39.4,
2018-01-28T00:28:42.525Z,,,33.8,,55,39.5,
2018-01-28T00:28:52.442Z,,,33.8,,55,,
2018-01-28T00:29:02.442Z,,,33.8,,55,39.6,
2018-01-28T00:29:12.441Z,,,33.8,,55,,
2018-01-28T00:29:22.522Z,,,33.8,,55,39.8,
2018-01-28T00:29:32.442Z,,,33.8,,55,,
2018-01-28T00:29:42.443Z,,,33.8,,55,,
2018-01-28T00:29:52.442Z,,,33.7,,55,39.9,
2018-01-28T00:30:02.466Z,,,33.7,,55,,
2018-01-28T00:30:12.463Z,,,33.7,,55,40,
2018-01-28T00:30:22.523Z,,,33.7,,55,,
2018-01-28T00:30:32.442Z,,,33.7,,55,,
2018-01-28T00:30:42.441Z,,,33.7,,55,40.1,
2018-01-28T00:30:52.442Z,,,33.7,,55,,
2018-01-28T00:31:02.441Z,,,33.7,,55,40.2,
2018-01-28T00:31:12.441Z,,,33.6,,55,,
2018-01-28T00:31:22.703Z,,,33.6,,55,,
2018-01-28T00:31:32.442Z,,,33.6,,55,,
2018-01-28T00:31:42.442Z,,,33.6,,55,,
2018-01-28T00:31:52.442Z,,,33.6,,55,,
2018-01-28T00:32:02.442Z,,,33.6,,55,40.3,
2018-01-28T00:32:12.443Z,,,33.5,,55,,
2018-01-28T00:32:32.444Z,,,33.5,,55,,
2018-01-28T00:32:42.734Z,,,33.5,,55,,
2018-01-28T00:32:52.442Z,,,33.5,,55,40.5,
2018-01-28T00:33:02.442Z,,,33.3,,55,39.9,
2018-01-28T00:33:17.531Z,,,33.3,,55,37.9,
2018-01-28T00:33:22.527Z,,,33.3,,55,36.9,
2018-01-28T00:33:32.446Z,,,33.3,,55,35.9,
2018-01-28T00:33:42.448Z,,,33.3,,55,34.9,
2018-01-28T00:33:52.443Z,,,33.3,,55,34.7,
2018-01-28T00:34:02.449Z,,,33.2,,55,34.8,
2018-01-28T00:34:12.441Z,,,33.2,,55,34.9,
2018-01-28T00:34:22.532Z,,,33.2,,55,,
2018-01-28T00:34:32.471Z,,,33.2,,55,34.8,
2018-01-28T00:34:42.442Z,,,33.2,,55,34.7,
2018-01-28T00:34:52.441Z,,,33.2,,55,,
2018-01-28T00:35:02.445Z,,,33.1,,55,34.6,
2018-01-28T00:35:12.444Z,,,33.1,,55,,
2018-01-28T00:35:22.521Z,,,33.1,,55,,
2018-01-28T00:35:32.468Z,,,33.1,,55,34.4,
2018-01-28T00:35:42.454Z,,,33.1,,55,34.3,
2018-01-28T00:35:52.441Z,,,33,,55,,
2018-01-28T00:36:02.444Z,,,33,,55,34.2,
2018-01-28T00:36:12.442Z,,,33,,55,,
2018-01-28T00:36:22.523Z,,,33,,55,34.1,
2018-01-28T00:36:32.450Z,,,33,,55,,
2018-01-28T00:36:42.441Z,,,32.8,,55,,
2018-01-28T00:36:52.441Z,,,32.8,,55,34,
2018-01-28T00:37:02.444Z,,80,32.8,0,55,36,2
2018-01-28T00:37:12.442Z,,67,32.8,,55,42.3,
2018-01-28T00:37:22.531Z,,0,32.8,0,55,44.4,2
2018-01-28T00:37:32.485Z,,,32.7,,55,40.8,
2018-01-28T00:37:42.441Z,,,32.7,,55,37.9,
2018-01-28T00:37:52.443Z,,,32.7,,55,36.7,
2018-01-28T00:38:02.448Z,,,32.7,,55,35.9,
2018-01-28T00:38:12.441Z,,,32.7,,55,35.4,
2018-01-28T00:38:22.523Z,0,79,32.6,1,55,35.4,0
2018-01-28T00:38:32.441Z,,124,32.6,,55,43,
2018-01-28T00:38:42.441Z,,,35.6,,55,48.1,
2018-01-28T00:38:52.452Z,59,0,42.4,0,55,54.5,0
2018-01-28T00:39:02.441Z,59,,48,0,55,56.1,0
2018-01-28T00:39:12.441Z,,,46.6,,55,59.1,
2018-01-28T00:39:22.524Z,,,45,,55,62,
2018-01-28T00:39:40.198Z,,,44.4,,55,62.4,
2018-01-28T00:39:42.441Z,,,44.2,,55,63,
2018-01-28T00:39:52.446Z,,,45.1,,55,63.4,
2018-01-28T00:40:02.442Z,40,,46.4,0,55,63.5,2
2018-01-28T00:40:12.441Z,,,47.4,,55,,
2018-01-28T00:40:22.521Z,,,48.3,,55,50.3,
2018-01-28T00:40:32.441Z,,,49,,55,41.7,
2018-01-28T00:40:42.441Z,,,49.4,,55,37.7,
2018-01-28T00:40:52.442Z,,,49.8,,55,35.9,
2018-01-28T00:41:02.441Z,,,50,,55,34.9,
2018-01-28T00:41:12.441Z,,,50.2,,55,34.7,
2018-01-28T00:41:22.522Z,,,50.4,,55,,
2018-01-28T00:41:32.440Z,,,50.6,,55,34.8,
2018-01-28T00:41:42.440Z,,,50.8,,55,34.7,
2018-01-28T00:41:52.441Z,,,50.9,,55,34.6,
2018-01-28T00:42:02.443Z,,,51,,55,34.4,
2018-01-28T00:42:12.441Z,,,51.1,,55,34.3,
2018-01-28T00:42:22.535Z,,,51.2,,55,34.2,
2018-01-28T00:42:32.441Z,,,51.2,,55,34.1,
2018-01-28T00:42:42.441Z,,,51.3,,55,,
2018-01-28T00:42:52.444Z,,,51.4,,55,34,
2018-01-28T00:43:02.441Z,,,51.4,,55,,
2018-01-28T00:43:12.441Z,,,51.6,0,55,33.8,2
2018-01-28T00:43:22.523Z,59,0,51.6,0,55,41.4,0
2018-01-28T00:43:32.443Z,,,42.8,,55,41.8,
2018-01-28T00:43:42.449Z,,,42.4,,55,41.6,
2018-01-28T00:43:52.856Z,,,42.3,,55,42.3,
2018-01-28T00:44:02.441Z,,,42,,55,42.4,
2018-01-28T00:44:12.441Z,,,41.9,,55,42.6,
2018-01-28T00:44:22.520Z,40,,41.8,0,55,42.8,2
2018-01-28T00:44:32.441Z,,,41.7,,55,,
2018-01-28T00:44:42.442Z,,,41.7,,55,40.9,
2018-01-28T00:44:52.443Z,,,41.6,,55,36.8,
2018-01-28T00:45:02.440Z,,,41.5,,55,34.9,
2018-01-28T00:45:12.446Z,,,41.4,,55,34.7,
2018-01-28T00:45:22.523Z,,79,41.2,0,55,36.5,2
2018-01-28T00:45:32.450Z,,68,41,,55,42.2,
2018-01-28T00:45:42.441Z,,0,40.9,0,55,43.8,2
2018-01-28T00:45:52.440Z,,,40.8,,55,40.6,
2018-01-28T00:46:02.441Z,,,40.6,,55,37.9,
2018-01-28T00:46:12.441Z,,,40.5,,55,36.8,
2018-01-28T00:46:22.531Z,,,40.3,,55,35.9,
2018-01-28T00:46:32.440Z,,,40.2,,55,35.4,
2018-01-28T00:46:42.443Z,40,0,40.1,0,55,35.2,2
2018-01-28T00:46:52.441Z,,,39.9,,55,35.1,
2018-01-28T00:47:02.445Z,,,39.8,,55,34.9,
2018-01-28T00:47:12.446Z,,,39.6,,55,34.8,
2018-01-28T00:47:22.682Z,,,39.5,,55,34.6,
2018-01-28T00:47:32.445Z,,,39.4,,55,34.4,
2018-01-28T00:47:42.448Z,,,39.3,,55,34.3,
2018-01-28T00:47:52.441Z,,,39.1,,55,34.2,
2018-01-28T00:48:02.441Z,,,39,,55,,
2018-01-28T00:48:12.440Z,,,38.9,,55,34.1,
2018-01-28T00:48:22.523Z,,,38.8,,55,,
2018-01-28T00:48:32.440Z,,,38.6,,55,34,
2018-01-28T00:48:42.441Z,,,38.5,,55,33.8,
2018-01-28T00:48:52.443Z,,,38.5,,55,,
2018-01-28T00:49:02.496Z,,,38.4,,55,33.7,
2018-01-28T00:49:12.460Z,,,38.3,,55,,
2018-01-28T00:49:22.530Z,,,38.1,,55,33.6,
2018-01-28T00:49:32.445Z,,,38,,55,,
2018-01-28T00:49:42.440Z,,,38,,55,33.5,
2018-01-28T00:49:52.440Z,,,37.9,,55,,
2018-01-28T00:50:02.446Z,,,37.8,,55,33.3,
2018-01-28T00:50:12.440Z,,,37.8,,55,,
2018-01-28T00:50:22.520Z,,79,37.7,0,55,36.1,2
2018-01-28T00:50:32.451Z,,60,37.5,,55,42.4,
2018-01-28T00:50:42.442Z,,47,37.5,,55,43.2,
2018-01-28T00:50:52.440Z,,29,37.4,,55,41.8,
2018-01-28T00:51:02.441Z,,,37.3,,55,40.8,
2018-01-28T00:51:12.441Z,,,37.3,,55,39.9,
2018-01-28T00:51:22.531Z,,,37.2,,55,38.9,
2018-01-28T00:51:32.440Z,,,37.2,,55,38.8,
2018-01-28T00:51:42.441Z,,,37,,55,38.7,
2018-01-28T00:51:52.440Z,,,36.9,,55,39,
2018-01-28T00:52:02.441Z,,,36.9,,55,,
2018-01-28T00:52:12.447Z,,,36.8,,55,39.2,
2018-01-28T00:52:22.533Z,,,36.8,,55,39.4,
2018-01-28T00:52:32.445Z,,,36.7,,55,39.5,
2018-01-28T00:52:42.440Z,,,36.7,,55,40,
2018-01-28T00:52:52.443Z,,,36.5,,55,,
2018-01-28T00:53:02.440Z,,,36.5,,55,40.1,
2018-01-28T00:53:12.440Z,,,36.5,,55,40.3,
2018-01-28T00:53:22.520Z,,,36.4,,55,40.5,
2018-01-28T00:53:32.440Z,,,36.4,,55,40.6,
2018-01-28T00:53:42.440Z,,,36.3,,55,40.7,
2018-01-28T00:53:52.443Z,,,36.3,,55,40.9,
2018-01-28T00:54:02.441Z,,,36.3,,55,41,
2018-01-28T00:54:12.440Z,,,36.2,,55,41.2,
2018-01-28T00:54:22.531Z,,,36.2,,55,41.4,
2018-01-28T00:54:32.440Z,,,36,,55,41.6,
2018-01-28T00:54:42.440Z,,,36,,55,41.7,
2018-01-28T00:54:52.446Z,,,36,,55,42,
2018-01-28T00:55:02.439Z,,,35.9,,55,,
2018-01-28T00:55:12.440Z,,,35.9,,55,42.2,
2018-01-28T00:55:22.519Z,,,35.9,,55,42.4,
2018-01-28T00:55:32.440Z,,,35.9,,55,42.5,
2018-01-28T00:55:42.442Z,,,35.8,,55,42.6,
2018-01-28T00:55:52.443Z,,,35.8,,55,42.8,
2018-01-28T00:56:02.441Z,,,35.8,,55,43,
2018-01-28T00:56:12.440Z,,,35.8,,55,43.2,
2018-01-28T00:56:22.534Z,,,35.7,,55,43.3,
2018-01-28T00:56:32.440Z,,,35.7,,55,43.4,
2018-01-28T00:56:42.439Z,,,35.7,,55,43.5,
2018-01-28T00:56:52.440Z,,,35.7,,55,43.6,
2018-01-28T00:57:02.440Z,,0,35.6,0,55,44.1,2
2018-01-28T00:57:12.440Z,,,35.6,,55,41.8,
2018-01-28T00:57:22.520Z,,,35.6,,55,40.8,
2018-01-28T00:57:32.440Z,,,35.6,,55,39.6,
2018-01-28T00:57:42.455Z,,,35.6,,55,39.4,
2018-01-28T00:57:52.440Z,,,35.6,,55,,
2018-01-28T00:58:02.440Z,,,35.6,,55,40,
2018-01-28T00:58:12.440Z,,,35.6,,55,40.4,
2018-01-28T00:58:22.519Z,,,35.7,,55,40.6,
2018-01-28T00:58:32.441Z,,,35.7,,55,40.3,
2018-01-28T00:58:42.440Z,,,35.7,,55,40.1,
2018-01-28T00:58:52.439Z,,,35.7,,55,39.9,
2018-01-28T00:59:02.443Z,,,35.7,,55,,
2018-01-28T00:59:12.442Z,,,35.7,,55,39.6,
2018-01-28T00:59:22.520Z,,,35.7,,55,39.5,
2018-01-28T00:59:32.440Z,,,35.7,,55,39.4,
2018-01-28T00:59:42.449Z,,,35.7,,55,,
2018-01-28T00:59:52.439Z,,,35.7,,55,39.3,
2018-01-28T01:00:02.439Z,,,35.7,,55,39.1,
2018-01-28T01:00:12.447Z,,,35.7,,55,,
2018-01-28T01:00:22.520Z,,,35.7,,55,38.9,
2018-01-28T01:00:32.441Z,,,35.7,,55,,
2018-01-28T01:00:42.448Z,,,35.7,,55,38.8,
2018-01-28T01:00:52.451Z,,,35.7,,55,38.6,
2018-01-28T01:01:02.441Z,,,35.7,,55,,
2018-01-28T01:01:12.447Z,,,35.7,,55,38.5,
2018-01-28T01:01:22.529Z,,,35.6,,55,38.4,
2018-01-28T01:01:32.447Z,,,35.7,,55,38.5,
2018-01-28T01:01:42.445Z,,,35.6,,55,38.6,
2018-01-28T01:01:52.440Z,,,35.6,,55,38.8,
2018-01-28T01:02:02.440Z,,,35.6,,55,39,
2018-01-28T01:02:12.448Z,,,35.6,,55,,
2018-01-28T01:02:22.535Z,,,35.6,,55,39.1,
2018-01-28T01:02:32.445Z,,,35.6,,55,39.3,
2018-01-28T01:02:42.449Z,,,35.4,,55,39.4,
2018-01-28T01:02:52.444Z,,,35.4,,55,,
2018-01-28T01:03:02.440Z,,,35.4,,55,39.5,
2018-01-28T01:03:12.444Z,,,35.4,,55,,
2018-01-28T01:03:22.547Z,,,35.4,,55,39.6,
2018-01-28T01:03:32.443Z,,,35.4,,55,,
2018-01-28T01:03:42.439Z,,,35.3,,55,39.8,
2018-01-28T01:03:52.439Z,,,35.3,,55,,
2018-01-28T01:04:02.443Z,,,35.3,,55,39.9,
2018-01-28T01:04:12.441Z,,,35.3,,55,40,
2018-01-28T01:04:22.520Z,,,35.3,,55,,
2018-01-28T01:04:32.508Z,,,35.2,,55,,
2018-01-28T01:04:42.439Z,,,35.2,,55,40.1,
2018-01-28T01:04:52.440Z,,,35.1,,55,,
2018-01-28T01:05:02.440Z,,,35.1,,55,,
2018-01-28T01:05:12.439Z,,,35.1,,55,,
2018-01-28T01:05:22.564Z,,,35.1,,55,40.2,
2018-01-28T01:05:32.568Z,,,35.1,,55,,
2018-01-28T01:05:42.439Z,,,35.1,,55,,
2018-01-28T01:05:52.440Z,,,34.9,,55,40.3,
2018-01-28T01:06:12.440Z,,,34.9,,55,,
2018-01-28T01:06:22.535Z,,,34.9,,55,,
2018-01-28T01:06:32.441Z,,,34.9,,55,,
2018-01-28T01:06:42.447Z,,,34.8,,55,40.5,
2018-01-28T01:06:52.439Z,,,34.8,,55,,
2018-01-28T01:07:02.445Z,,,34.8,,55,,
2018-01-28T01:07:12.448Z,,,34.8,,55,,
2018-01-28T01:07:22.534Z,,,34.7,,55,39.8,
2018-01-28T01:07:32.470Z,,,34.7,,55,37.9,
2018-01-28T01:07:42.444Z,,,34.7,,55,36.9,
2018-01-28T01:07:52.439Z,,,34.7,,55,35.9,
2018-01-28T01:08:02.441Z,,,34.7,,55,34.9,
2018-01-28T01:08:12.454Z,,,34.6,,55,34.7,
2018-01-28T01:08:22.520Z,,,34.6,,55,34.8,
2018-01-28T01:08:32.443Z,,,34.6,,55,34.9,
2018-01-28T01:08:42.439Z,,,34.6,,55,,
2018-01-28T01:08:52.445Z,,,34.4,,55,34.8,
2018-01-28T01:09:02.440Z,,,34.4,,55,34.7,
2018-01-28T01:09:12.443Z,,,34.4,,55,,
2018-01-28T01:09:22.530Z,,,34.4,,55,34.6,
2018-01-28T01:09:32.439Z,,,34.3,,55,,
2018-01-28T01:09:42.439Z,,,34.3,,55,,
2018-01-28T01:09:52.452Z,,,34.3,,55,34.4,
2018-01-28T01:10:02.444Z,,,34.3,,55,,
2018-01-28T01:10:12.440Z,,,34.2,,55,34.3,
2018-01-28T01:10:22.519Z,,,34.2,,55,34.2,
2018-01-28T01:10:32.464Z,,,34.2,,55,,
2018-01-28T01:10:42.439Z,,,34.2,,55,,
2018-01-28T01:10:52.489Z,,,34.1,,55,34.1,
2018-01-28T01:11:02.439Z,,,34.1,,55,,
2018-01-28T01:11:12.447Z,59,,34.1,0,55,34,0
2018-01-28T01:11:22.534Z,,0,35.2,0,55,36,0
2018-01-28T01:11:32.444Z,,,35.1,,55,36.7,
2018-01-28T01:11:42.443Z,,,34.8,,55,,
2018-01-28T01:11:52.442Z,,,34.6,,55,36.8,
2018-01-28T01:12:02.446Z,,,34.6,,55,,
2018-01-28T01:12:12.439Z,40,,34.4,0,55,36.9,2
2018-01-28T01:12:22.521Z,,,34.3,0,55,37,2
2018-01-28T01:12:32.440Z,,78,34.3,,55,44.5,
2018-01-28T01:12:42.439Z,,0,34.3,0,55,44.8,2
2018-01-28T01:12:52.439Z,,,34.2,,55,40.6,
2018-01-28T01:13:02.441Z,,,34.2,,55,36.9,
2018-01-28T01:13:12.438Z,,,34.2,,55,35.8,
2018-01-28T01:13:22.518Z,,,34.1,,55,34.8,
2018-01-28T01:13:32.439Z,,,34.1,,55,34.3,
2018-01-28T01:13:42.441Z,,,34.1,,55,,
2018-01-28T01:13:52.438Z,,,34.1,,55,34.2,
2018-01-28T01:14:02.439Z,,,34,,55,34.1,
2018-01-28T01:14:12.440Z,,,34,,55,34,
2018-01-28T01:14:22.548Z,,,34,,55,33.8,
2018-01-28T01:14:32.439Z,,,33.8,,55,,
2018-01-28T01:14:42.442Z,,,33.8,,55,33.7,
2018-01-28T01:14:52.439Z,,,33.8,,55,,
2018-01-28T01:15:02.439Z,,,33.8,,55,33.6,
2018-01-28T01:15:12.445Z,,,33.7,,55,,
2018-01-28T01:15:22.518Z,,,33.7,,55,33.5,
2018-01-28T01:15:32.438Z,,,33.7,,55,,
2018-01-28T01:15:42.440Z,,,33.6,,55,33.3,
2018-01-28T01:15:52.439Z,,,33.6,,55,,
2018-01-28T01:16:02.438Z,,,33.6,,55,33.2,
2018-01-28T01:16:12.442Z,,,33.6,,55,,
2018-01-28T01:16:22.519Z,,,33.5,,55,33.1,
2018-01-28T01:16:32.440Z,,,33.5,,55,,
2018-01-28T01:16:42.443Z,,,33.5,,55,33,
2018-01-28T01:16:52.438Z,,,33.5,,55,,
2018-01-28T01:17:02.489Z,,,33.3,,55,32.8,
2018-01-28T01:17:12.524Z,,,33.3,,55,,
2018-01-28T01:17:22.548Z,,79,33.3,0,55,34.4,2
2018-01-28T01:17:32.438Z,,74,33.2,,55,40.4,
2018-01-28T01:17:42.439Z,,41,33.2,,55,43.1,
2018-01-28T01:17:52.439Z,,29,33.2,,55,41.8,
2018-01-28T01:18:02.438Z,,,33.2,,55,40.8,
2018-01-28T01:18:12.438Z,,,33.1,,55,39.8,
2018-01-28T01:18:22.518Z,,,33.1,,55,38.8,
2018-01-28T01:18:32.451Z,,,33.1,,55,38.4,
2018-01-28T01:18:42.465Z,,,33.1,,55,38.1,
2018-01-28T01:18:52.438Z,,,33,,55,38.4,
2018-01-28T01:19:02.438Z,,,33,,55,38.5,
2018-01-28T01:19:12.441Z,,,33,,55,38.6,
2018-01-28T01:19:22.528Z,,,33,,55,39,
2018-01-28T01:19:32.441Z,,,32.8,,55,39.1,
2018-01-28T01:19:42.439Z,,,32.8,,55,39.3,
2018-01-28T01:19:52.438Z,,,32.8,,55,39.5,
2018-01-28T01:20:02.444Z,,,32.8,,55,40,
2018-01-28T01:20:12.438Z,,,32.7,,55,,
2018-01-28T01:20:22.521Z,,,32.7,,55,40.1,
2018-01-28T01:20:32.441Z,,,32.7,,55,40.3,
2018-01-28T01:20:42.438Z,,,32.7,,55,40.5,
2018-01-28T01:20:52.528Z,,,32.7,,55,40.7,
2018-01-28T01:21:02.440Z,,,32.7,,55,40.8,
