Time,ActPow,HwActive,ChActive,PrimT,HwTOutlet,HwTSet,PrimTSet
2018-02-11T03:18:23.863Z,,,,38.9,34.1,55,
2018-02-11T03:18:33.862Z,,,,,34.1,55,
2018-02-11T03:18:43.868Z,,,,38.8,34.1,55,
2018-02-11T03:18:53.863Z,,,,,34.1,55,
2018-02-11T03:19:03.865Z,,,,38.9,34.1,55,
2018-02-11T03:19:13.863Z,,,,39,34.1,55,
2018-02-11T03:19:23.868Z,,,,39.1,34.1,55,
2018-02-11T03:19:33.863Z,,,,39.3,34.1,55,
2018-02-11T03:19:43.863Z,,,,39.4,34.1,55,
2018-02-11T03:19:53.985Z,,,,39.5,34.1,55,
2018-02-11T03:20:03.864Z,,,,39.6,34.1,55,
2018-02-11T03:20:13.863Z,,,,39.8,34.1,55,
2018-02-11T03:20:23.863Z,,,,,34.1,55,
2018-02-11T03:20:33.863Z,,,,39.9,34,55,
2018-02-11T03:20:43.863Z,,,,40,34,55,
2018-02-11T03:20:53.862Z,,,,,34,55,
2018-02-11T03:21:03.864Z,,,,,34,55,
2018-02-11T03:21:13.862Z,,,,40.1,34,55,
2018-02-11T03:21:23.863Z,,,,,34,55,
2018-02-11T03:21:33.863Z,,,,40.2,34,55,
2018-02-11T03:21:43.863Z,,,,,33.8,55,
2018-02-11T03:21:53.862Z,,,,40.3,33.8,55,
2018-02-11T03:22:03.864Z,,,,,33.8,55,
2018-02-11T03:22:13.864Z,,,,,33.8,55,
2018-02-11T03:22:23.864Z,,,,,33.8,55,
2018-02-11T03:22:33.863Z,,,,40.5,33.8,55,
2018-02-11T03:22:43.870Z,,,,,33.8,55,
2018-02-11T03:22:53.865Z,,,,,33.7,55,
2018-02-11T03:23:03.864Z,,,,,33.7,55,
2018-02-11T03:23:13.863Z,,,,,33.7,55,
2018-02-11T03:23:23.863Z,,,,40.6,33.7,55,
2018-02-11T03:23:33.868Z,,,,,33.7,55,
2018-02-11T03:23:43.863Z,,,,,33.6,55,
2018-02-11T03:23:53.863Z,,,,,33.6,55,
2018-02-11T03:24:03.875Z,,,,40.7,33.6,55,
2018-02-11T03:24:13.876Z,,,,,33.6,55,
2018-02-11T03:24:23.862Z,,,,,33.6,55,
2018-02-11T03:24:33.862Z,,,,,33.5,55,
2018-02-11T03:24:43.862Z,,,,,33.5,55,
2018-02-11T03:24:53.863Z,,,,38.9,33.5,55,
2018-02-11T03:25:03.862Z,,,,36.9,33.5,55,
2018-02-11T03:25:13.874Z,,,,35.9,33.5,55,
2018-02-11T03:25:23.862Z,,,,34.9,33.3,55,
2018-02-11T03:25:33.862Z,,,,34.6,33.3,55,
2018-02-11T03:25:43.862Z,,,,,33.3,55,
2018-02-11T03:25:53.862Z,,,,34.7,33.3,55,
2018-02-11T03:26:03.863Z,,,,,33.3,55,
2018-02-11T03:26:14.007Z,,,,,33.2,55,
2018-02-11T03:26:23.873Z,,,,34.6,33.2,55,
2018-02-11T03:26:33.862Z,,,,34.4,33.2,55,
2018-02-11T03:26:43.862Z,,,,34.3,33.2,55,
2018-02-11T03:26:53.863Z,,,,,33.2,55,
2018-02-11T03:27:03.863Z,,,,,33.1,55,
2018-02-11T03:27:13.863Z,,,,34.2,33.1,55,
2018-02-11T03:27:23.862Z,,,,34.1,33.1,55,
2018-02-11T03:27:33.876Z,,,,,33.1,55,
2018-02-11T03:27:43.862Z,,,,34,33,55,
2018-02-11T03:27:53.862Z,79,0,2,37,33,55,
2018-02-11T03:28:03.863Z,63,,,42.4,33,55,
2018-02-11T03:28:13.862Z,51,,,43.2,33,55,
2018-02-11T03:28:23.866Z,29,,,41.8,33,55,
2018-02-11T03:28:33.862Z,,,,40.9,32.8,55,
2018-02-11T03:28:43.879Z,,,,39.9,32.8,55,
2018-02-11T03:28:53.869Z,,,,39.5,32.8,55,
2018-02-11T03:29:03.862Z,,,,38.8,32.8,55,
2018-02-11T03:29:13.862Z,,,,39,32.7,55,
2018-02-11T03:29:23.864Z,,,,39.1,32.7,55,
2018-02-11T03:29:33.862Z,,,,39.2,32.7,55,
2018-02-11T03:29:43.862Z,,,,39.3,32.7,55,
2018-02-11T03:29:53.875Z,,,,39.5,32.7,55,
2018-02-11T03:30:03.862Z,,,,39.7,32.6,55,
2018-02-11T03:30:13.862Z,,,,40,32.6,55,
2018-02-11T03:30:23.862Z,,,,40.1,32.6,55,
2018-02-11T03:30:33.862Z,,,,,32.6,55,
2018-02-11T03:30:43.862Z,,,,40.3,32.6,55,
2018-02-11T03:30:53.862Z,,,,40.5,32.6,55,
2018-02-11T03:31:03.863Z,,,,40.6,32.6,55,
2018-02-11T03:31:13.862Z,,,,40.7,32.5,55,
2018-02-11T03:31:23.863Z,,,,40.9,32.5,55,
2018-02-11T03:31:33.862Z,,,,41,32.5,55,
2018-02-11T03:31:43.862Z,,,,41.1,32.5,55,
2018-02-11T03:31:53.861Z,,,,41.2,32.5,55,
2018-02-11T03:32:03.862Z,,,,41.4,32.5,55,
2018-02-11T03:32:13.862Z,,,,41.5,32.5,55,
2018-02-11T03:32:23.999Z,,,,41.6,32.5,55,
2018-02-11T03:32:33.862Z,,,,41.8,32.5,55,
2018-02-11T03:32:43.864Z,,,,42,32.5,55,
2018-02-11T03:32:53.866Z,,,,,32.6,55,
2018-02-11T03:33:03.862Z,,,,42.2,32.6,55,
2018-02-11T03:33:13.864Z,,,,42.3,32.6,55,
2018-02-11T03:33:23.861Z,,,,42.4,32.6,55,
2018-02-11T03:33:33.862Z,,,,42.6,32.7,55,
2018-02-11T03:33:43.868Z,,,,42.7,32.7,55,
2018-02-11T03:33:53.861Z,,,,,32.7,55,
2018-02-11T03:34:03.862Z,,,,43,32.8,55,
2018-02-11T03:34:13.862Z,,,,43.1,32.8,55,
2018-02-11T03:34:23.861Z,,,,43.2,32.8,55,
2018-02-11T03:34:33.861Z,,,,43.3,33,55,
2018-02-11T03:34:43.862Z,,,,43.4,33,55,
2018-02-11T03:34:53.861Z,,,,43.5,33.1,55,
2018-02-11T03:35:03.861Z,,,,43.6,33.1,55,
2018-02-11T03:35:13.861Z,,,,43.7,33.1,55,
2018-02-11T03:35:23.862Z,0,0,2,43.9,33.2,55,
2018-02-11T03:35:33.861Z,,,,41.9,33.2,55,
2018-02-11T03:35:43.861Z,,,,40.7,33.3,55,
2018-02-11T03:35:53.863Z,,,,39.8,33.3,55,
2018-02-11T03:36:03.861Z,,,,39.6,33.5,55,
2018-02-11T03:36:13.861Z,,,,40,33.5,55,
2018-02-11T03:36:23.861Z,,,,40.3,33.6,55,
2018-02-11T03:36:33.861Z,,,,40.9,33.6,55,
2018-02-11T03:36:43.861Z,,,,40.8,33.7,55,
2018-02-11T03:36:53.862Z,,,,40.6,33.7,55,
2018-02-11T03:37:03.861Z,,,,40.3,33.8,55,
2018-02-11T03:37:13.862Z,,,,40.2,33.8,55,
2018-02-11T03:37:23.863Z,,,,40,33.8,55,
2018-02-11T03:37:33.861Z,,,,39.9,34,55,
2018-02-11T03:37:43.862Z,,,,39.8,34,55,
2018-02-11T03:37:54.008Z,,,,39.6,34,55,
2018-02-11T03:38:03.862Z,,,,,34.1,55,
2018-02-11T03:38:13.861Z,,,,39.5,34.1,55,
2018-02-11T03:38:23.863Z,,,,39.4,34.1,55,
2018-02-11T03:38:33.866Z,,,,39.3,34.1,55,
2018-02-11T03:38:43.864Z,,,,39.1,34.1,55,
2018-02-11T03:38:53.861Z,,,,39,34.1,55,
2018-02-11T03:39:03.876Z,,,,38.9,34.1,55,
2018-02-11T03:39:13.872Z,,,,,34.1,55,
2018-02-11T03:39:23.863Z,,,,38.8,34.1,55,
2018-02-11T03:39:33.861Z,,,,,34.1,55,
2018-02-11T03:39:43.861Z,,,,39,34.1,55,
2018-02-11T03:39:53.867Z,,,,,34.1,55,
2018-02-11T03:40:03.861Z,,,,39.1,34.1,55,
2018-02-11T03:40:13.862Z,,,,39.3,34.1,55,
2018-02-11T03:40:23.861Z,,,,39.4,34.1,55,
2018-02-11T03:40:33.862Z,,,,39.5,34.1,55,
2018-02-11T03:40:43.882Z,,,,39.6,34.1,55,
2018-02-11T03:40:53.861Z,,,,,34,55,
2018-02-11T03:41:03.862Z,,,,39.8,34,55,
2018-02-11T03:41:13.862Z,,,,39.9,34,55,
2018-02-11T03:41:23.862Z,,,,,34,55,
2018-02-11T03:41:33.862Z,,,,40,34,55,
2018-02-11T03:41:43.861Z,,,,,34,55,
2018-02-11T03:41:53.862Z,,,,40.1,34,55,
2018-02-11T03:42:03.862Z,,,,,34,55,
2018-02-11T03:42:13.861Z,,,,,33.8,55,
2018-02-11T03:42:23.863Z,,,,40.2,33.8,55,
2018-02-11T03:42:33.861Z,,,,,33.8,55,
2018-02-11T03:42:43.861Z,,,,,33.8,55,
2018-02-11T03:42:53.863Z,,,,40.3,33.8,55,
2018-02-11T03:43:03.861Z,,,,,33.8,55,
2018-02-11T03:43:13.861Z,,,,,33.8,55,
2018-02-11T03:43:23.864Z,,,,,33.7,55,
2018-02-11T03:43:33.862Z,,,,40.5,33.7,55,
2018-02-11T03:43:43.861Z,,,,,33.7,55,
2018-02-11T03:43:53.868Z,,,,,33.7,55,
2018-02-11T03:44:03.863Z,,,,,33.6,55,
2018-02-11T03:44:13.862Z,,,,40.6,33.6,55,
2018-02-11T03:44:23.863Z,,,,,33.6,55,
2018-02-11T03:44:33.861Z,,,,,33.6,55,
2018-02-11T03:44:43.861Z,,,,,33.6,55,
2018-02-11T03:44:53.861Z,,,,,33.6,55,
2018-02-11T03:45:03.929Z,,,,,33.5,55,
2018-02-11T03:45:14.508Z,,,,,33.5,55,
2018-02-11T03:45:24.120Z,,,,40.7,33.5,55,
2018-02-11T03:45:34.349Z,,,,38.8,33.5,55,
2018-02-11T03:45:44.540Z,,,,36.9,33.5,55,
2018-02-11T03:45:53.861Z,,,,35.9,33.3,55,
2018-02-11T03:46:03.861Z,,,,34.8,33.3,55,
2018-02-11T03:46:13.861Z,,,,34.6,33.3,55,
2018-02-11T03:46:23.861Z,,,,,33.3,55,
2018-02-11T03:46:33.860Z,,,,34.7,33.3,55,
2018-02-11T03:46:43.862Z,,,,,33.2,55,
2018-02-11T03:46:53.861Z,,,,34.6,33.2,55,
2018-02-11T03:47:03.861Z,,,,34.4,33.2,55,
2018-02-11T03:47:13.861Z,,,,,33.2,55,
2018-02-11T03:47:23.862Z,,,,34.3,33.2,55,
2018-02-11T03:47:33.862Z,,,,,33.1,55,
2018-02-11T03:47:43.861Z,,,,34.2,33.1,55,
2018-02-11T03:47:53.871Z,,,,,33.1,55,
2018-02-11T03:48:03.860Z,,,,34.1,33.1,55,
2018-02-11T03:48:13.863Z,,,,,33.1,55,
2018-02-11T03:48:23.861Z,,,,34,33,55,
2018-02-11T03:48:33.860Z,80,0,2,36.5,33,55,
2018-02-11T03:48:43.866Z,61,,,42.4,33,55,
2018-02-11T03:48:53.860Z,49,,,43.4,33,55,
2018-02-11T03:49:03.861Z,29,,,41.8,32.8,55,
2018-02-11T03:49:13.861Z,,,,40.9,32.8,55,
2018-02-11T03:49:23.862Z,,,,39.9,32.8,55,
2018-02-11T03:49:33.860Z,,,,39.4,32.8,55,
2018-02-11T03:49:43.861Z,,,,38.8,32.7,55,
2018-02-11T03:49:53.861Z,,,,39,32.7,55,
2018-02-11T03:50:03.860Z,,,,39.1,32.7,55,
2018-02-11T03:50:13.860Z,,,,39.2,32.7,55,
2018-02-11T03:50:23.860Z,,,,39.3,32.6,55,
2018-02-11T03:50:33.860Z,,,,39.5,32.6,55,
2018-02-11T03:50:43.862Z,,,,39.7,32.6,55,
2018-02-11T03:50:53.861Z,,,,40,32.6,55,
2018-02-11T03:51:03.861Z,,,,40.1,32.6,55,
2018-02-11T03:51:13.861Z,,,,40.2,32.6,55,
2018-02-11T03:51:23.860Z,,,,40.3,32.5,55,
2018-02-11T03:51:33.860Z,,,,40.5,32.5,55,
2018-02-11T03:51:43.860Z,,,,40.6,32.5,55,
2018-02-11T03:51:53.861Z,,,,40.7,32.5,55,
2018-02-11T03:52:03.860Z,,,,41,32.5,55,
2018-02-11T03:52:13.860Z,,,,,32.5,55,
2018-02-11T03:52:23.860Z,,,,41.1,32.5,55,
2018-02-11T03:52:33.860Z,,,,41.2,32.5,55,
2018-02-11T03:52:43.860Z,,,,41.4,32.5,55,
2018-02-11T03:52:53.860Z,,,,41.6,32.5,55,
2018-02-11T03:53:03.862Z,,,,41.7,32.5,55,
2018-02-11T03:53:13.860Z,,,,41.8,32.5,55,
2018-02-11T03:53:23.860Z,,,,41.9,32.5,55,
2018-02-11T03:53:33.872Z,,,,42,32.6,55,
2018-02-11T03:53:43.862Z,,,,42.3,32.6,55,
2018-02-11T03:53:53.864Z,,,,,32.6,55,
2018-02-11T03:54:03.861Z,,,,42.5,32.6,55,
2018-02-11T03:54:13.860Z,,,,42.6,32.6,55,
2018-02-11T03:54:23.860Z,,,,42.7,32.7,55,
2018-02-11T03:54:33.860Z,,,,43,32.7,55,
2018-02-11T03:54:43.861Z,,,,,32.7,55,
2018-02-11T03:54:53.860Z,,,,43.1,32.8,55,
2018-02-11T03:55:03.860Z,,,,43.3,32.8,55,
2018-02-11T03:55:13.860Z,,,,,33,55,
2018-02-11T03:55:23.860Z,,,,43.4,33,55,
2018-02-11T03:55:33.860Z,,,,43.5,33.1,55,
2018-02-11T03:55:43.860Z,,,,43.6,33.1,55,
2018-02-11T03:55:53.874Z,0,0,2,44.2,33.1,55,
2018-02-11T03:56:03.860Z,,,,42.7,33.2,55,
2018-02-11T03:56:13.860Z,,,,40.8,33.2,55,
2018-02-11T03:56:23.860Z,,,,39.7,33.3,55,
2018-02-11T03:56:33.860Z,,,,,33.3,55,
2018-02-11T03:56:43.860Z,,,,40,33.5,55,
2018-02-11T03:56:53.860Z,,,,40.1,33.5,55,
2018-02-11T03:57:03.860Z,,,,40.6,33.6,55,
2018-02-11T03:57:13.860Z,,,,40.8,33.6,55,
2018-02-11T03:57:23.860Z,,,,40.7,33.7,55,
2018-02-11T03:57:33.860Z,,,,40.5,33.7,55,
2018-02-11T03:57:43.860Z,,,,40.2,33.8,55,
2018-02-11T03:57:53.862Z,,,,40.1,33.8,55,
2018-02-11T03:58:03.860Z,,,,39.9,33.8,55,
2018-02-11T03:58:13.862Z,,,,39.8,34,55,
2018-02-11T03:58:23.864Z,,,,39.6,34,55,
2018-02-11T03:58:33.861Z,,,,,34,55,
2018-02-11T03:58:43.860Z,,,,39.5,34,55,
2018-02-11T03:58:53.860Z,,,,39.4,34,55,
2018-02-11T03:59:03.860Z,,,,39.3,34.1,55,
2018-02-11T03:59:13.863Z,,,,39.1,34.1,55,
2018-02-11T03:59:23.860Z,,,,39,34.1,55,
2018-02-11T03:59:33.859Z,,,,38.9,34.1,55,
2018-02-11T03:59:43.864Z,,,,,34.1,55,
2018-02-11T03:59:53.860Z,,,,38.6,34.1,55,
2018-02-11T04:00:03.860Z,,,,,34.1,55,
2018-02-11T04:00:13.860Z,,,,38.8,34.1,55,
2018-02-11T04:00:23.859Z,,,,39,34.1,55,
2018-02-11T04:00:33.859Z,,,,,34.1,55,
2018-02-11T04:00:43.860Z,,,,39.1,34.1,55,
2018-02-11T04:00:53.870Z,,,,39.3,34.1,55,
2018-02-11T04:01:03.860Z,,,,39.4,34.1,55,
2018-02-11T04:01:13.860Z,,,,39.5,34,55,
2018-02-11T04:01:23.860Z,,,,,34,55,
2018-02-11T04:01:33.859Z,,,,39.6,34,55,
2018-02-11T04:01:43.861Z,,,,39.8,34,55,
2018-02-11T04:01:53.860Z,,,,,34,55,
2018-02-11T04:02:03.872Z,,,,39.9,34,55,
2018-02-11T04:02:13.997Z,,,,40,34,55,
2018-02-11T04:02:23.860Z,,,,,34,55,
2018-02-11T04:02:33.860Z,,,,,33.8,55,
2018-02-11T04:02:43.860Z,,,,40.1,33.8,55,
2018-02-11T04:02:53.861Z,,,,,33.8,55,
2018-02-11T04:03:03.860Z,,,,40.2,33.8,55,
2018-02-11T04:03:13.865Z,,,,,33.8,55,
2018-02-11T04:03:23.859Z,,,,,33.8,55,
2018-02-11T04:03:33.859Z,,,,40.3,33.7,55,
2018-02-11T04:03:43.865Z,,,,,33.7,55,
2018-02-11T04:03:53.860Z,,,,,33.7,55,
2018-02-11T04:04:03.859Z,,,,,33.7,55,
2018-02-11T04:04:13.860Z,,,,,33.7,55,
2018-02-11T04:04:23.867Z,,,,40.5,33.7,55,
2018-02-11T04:04:33.859Z,,,,,33.7,55,
2018-02-11T04:04:43.859Z,,,,,33.6,55,
2018-02-11T04:04:53.859Z,,,,,33.6,55,
2018-02-11T04:05:03.860Z,,,,40.6,33.6,55,
2018-02-11T04:05:13.861Z,,,,,33.6,55,
2018-02-11T04:05:23.860Z,,,,,33.5,55,
2018-02-11T04:05:33.859Z,,,,,33.5,55,
2018-02-11T04:05:43.859Z,,,,,33.5,55,
2018-02-11T04:05:53.861Z,,,,,33.5,55,
2018-02-11T04:06:03.867Z,,,,39.9,33.5,55,
2018-02-11T04:06:13.859Z,,,,37.8,33.3,55,
2018-02-11T04:06:23.859Z,,,,35.9,33.3,55,
2018-02-11T04:06:33.859Z,,,,34.9,33.3,55,
2018-02-11T04:06:43.886Z,,,,34.6,33.3,55,
2018-02-11T04:06:53.859Z,,,,34.4,33.3,55,
2018-02-11T04:07:03.861Z,,,,34.7,33.2,55,
2018-02-11T04:07:13.859Z,,,,,33.2,55,
2018-02-11T04:07:23.859Z,,,,34.6,33.2,55,
2018-02-11T04:07:33.859Z,,,,,33.2,55,
2018-02-11T04:07:43.859Z,,,,34.4,33.2,55,
2018-02-11T04:07:53.881Z,,,,34.3,33.2,55,
2018-02-11T04:08:03.861Z,,,,,33.1,55,
2018-02-11T04:08:13.860Z,,,,,33.1,55,
2018-02-11T04:08:23.861Z,,,,34.2,33.1,55,
2018-02-11T04:08:33.864Z,,,,34.1,33.1,55,
2018-02-11T04:08:43.859Z,,,,,33,55,
2018-02-11T04:08:53.859Z,,,,34,33,55,
2018-02-11T04:09:04.259Z,79,0,2,35,33,55,
2018-02-11T04:09:13.859Z,73,,,41.3,33,55,
2018-02-11T04:09:23.859Z,52,,,43.2,32.8,55,
2018-02-11T04:09:33.859Z,29,,,42.8,32.8,55,
2018-02-11T04:09:43.860Z,,,,40.7,32.8,55,
2018-02-11T04:09:53.859Z,,,,39.9,32.8,55,
2018-02-11T04:10:03.860Z,,,,39.5,32.7,55,
2018-02-11T04:10:13.858Z,,,,38.9,32.7,55,
2018-02-11T04:10:24.046Z,,,,39,32.7,55,
2018-02-11T04:10:33.859Z,,,,,32.7,55,
2018-02-11T04:10:43.859Z,,,,39.2,32.7,55,
2018-02-11T04:10:53.860Z,,,,39.3,32.6,55,
2018-02-11T04:11:03.860Z,,,,39.4,32.6,55,
2018-02-11T04:11:13.861Z,,,,39.7,32.6,55,
2018-02-11T04:11:23.859Z,,,,39.9,32.6,55,
2018-02-11T04:11:33.859Z,,,,40,32.6,55,
2018-02-11T04:11:43.859Z,,,,40.2,32.6,55,
2018-02-11T04:11:53.859Z,,,,40.3,32.5,55,
2018-02-11T04:12:03.860Z,,,,40.5,32.5,55,
2018-02-11T04:12:13.859Z,,,,40.6,32.5,55,
2018-02-11T04:12:23.859Z,,,,40.7,32.5,55,
2018-02-11T04:12:33.858Z,,,,40.8,32.5,55,
2018-02-11T04:12:43.858Z,,,,41,32.5,55,
2018-02-11T04:12:53.860Z,,,,,32.5,55,
2018-02-11T04:13:03.860Z,,,,41.2,32.5,55,
2018-02-11T04:13:13.859Z,,,,41.4,32.5,55,
2018-02-11T04:13:23.864Z,,,,41.5,32.5,55,
2018-02-11T04:13:33.859Z,,,,41.6,32.5,55,
2018-02-11T04:13:43.859Z,,,,41.8,32.5,55,
2018-02-11T04:13:53.859Z,,,,42,32.5,55,
2018-02-11T04:14:03.859Z,,,,,32.5,55,
2018-02-11T04:14:13.859Z,,,,42.2,32.6,55,
2018-02-11T04:14:23.859Z,,,,42.3,32.6,55,
2018-02-11T04:14:33.859Z,,,,42.4,32.6,55,
2018-02-11T04:14:43.858Z,,,,42.5,32.6,55,
2018-02-11T04:14:53.858Z,,,,42.7,32.7,55,
2018-02-11T04:15:03.859Z,,,,,32.7,55,
2018-02-11T04:15:13.858Z,,,,43,32.7,55,
2018-02-11T04:15:23.859Z,,,,,32.8,55,
2018-02-11T04:15:33.858Z,,,,43.2,32.8,55,
2018-02-11T04:15:43.859Z,,,,43.3,33,55,
2018-02-11T04:15:53.858Z,,,,43.4,33,55,
2018-02-11T04:16:03.858Z,29,0,2,43.5,33,55,40
2018-02-11T04:16:13.858Z,,,,43.6,33.1,55,
2018-02-11T04:16:23.859Z,,,,43.7,33.1,55,
2018-02-11T04:16:33.859Z,0,0,2,44.1,33.2,55,
2018-02-11T04:16:43.858Z,,,,41.8,33.2,55,
2018-02-11T04:16:53.859Z,,,,40.8,33.3,55,
2018-02-11T04:17:03.858Z,,,,39.8,33.3,55,
2018-02-11T04:17:13.858Z,,,,39.6,33.5,55,
2018-02-11T04:17:23.858Z,,,,40,33.5,55,
2018-02-11T04:17:33.858Z,,,,40.2,33.6,55,
2018-02-11T04:17:43.858Z,,,,40.7,33.6,55,
2018-02-11T04:17:53.863Z,,,,40.8,33.6,55,
2018-02-11T04:18:03.858Z,,,,40.6,33.7,55,
2018-02-11T04:18:13.861Z,,,,40.5,33.7,55,
2018-02-11T04:18:23.858Z,,,,40.2,33.8,55,
2018-02-11T04:18:33.858Z,,,,40.1,33.8,55,
2018-02-11T04:18:43.865Z,,,,39.9,34,55,
2018-02-11T04:18:53.863Z,,,,39.8,34,55,
2018-02-11T04:19:03.858Z,,,,,34,55,
2018-02-11T04:19:13.858Z,,,,39.6,34,55,
2018-02-11T04:19:23.859Z,,,,39.5,34.1,55,
2018-02-11T04:19:33.858Z,,,,39.4,34.1,55,
2018-02-11T04:19:43.859Z,,,,39.3,34.1,55,
2018-02-11T04:19:53.859Z,,,,39.1,34.1,55,
2018-02-11T04:20:03.859Z,,,,39,34.1,55,
2018-02-11T04:20:13.859Z,,,,38.9,34.1,55,
2018-02-11T04:20:23.858Z,,,,,34.1,55,
2018-02-11T04:20:33.858Z,,,,38.8,34.1,55,
2018-02-11T04:20:43.858Z,,,,38.6,34.1,55,
2018-02-11T04:20:53.858Z,,,,38.9,34.1,55,
2018-02-11T04:21:03.860Z,,,,39,34.1,55,
2018-02-11T04:21:13.858Z,,,,39.1,34.1,55,
2018-02-11T04:21:23.858Z,,,,39.3,34.1,55,
2018-02-11T04:21:33.858Z,,,,39.4,34.1,55,
2018-02-11T04:21:43.858Z,,,,39.5,34.1,55,
2018-02-11T04:21:54.110Z,,,,39.6,34.1,55,
2018-02-11T04:22:03.858Z,,,,,34,55,
2018-02-11T04:22:13.858Z,,,,39.8,34,55,
2018-02-11T04:22:23.858Z,,,,,34,55,
2018-02-11T04:22:33.858Z,,,,40,34,55,
2018-02-11T04:22:43.858Z,,,,,34,55,
2018-02-11T04:22:53.857Z,,,,,34,55,
2018-02-11T04:23:03.861Z,,,,40.1,34,55,
2018-02-11T04:23:13.865Z,,,,,34,55,
2018-02-11T04:23:23.858Z,,,,,33.8,55,
2018-02-11T04:23:33.864Z,,,,40.2,33.8,55,
2018-02-11T04:23:53.858Z,,,,,33.8,55,
2018-02-11T04:24:03.858Z,,,,40.3,33.8,55,
2018-02-11T04:24:13.858Z,,,,,33.8,55,
2018-02-11T04:24:23.862Z,,,,,33.7,55,
2018-02-11T04:24:33.857Z,,,,,33.7,55,
2018-02-11T04:24:43.859Z,,,,40.5,33.7,55,
2018-02-11T04:24:53.859Z,,,,,33.7,55,
2018-02-11T04:25:03.858Z,,,,,33.7,55,
2018-02-11T04:25:13.858Z,,,,,33.7,55,
2018-02-11T04:25:23.858Z,,,,40.6,33.6,55,
2018-02-11T04:25:33.858Z,,,,,33.6,55,
2018-02-11T04:25:43.969Z,,,,,33.6,55,
2018-02-11T04:25:53.857Z,,,,,33.6,55,
2018-02-11T04:26:03.858Z,,,,,33.6,55,
2018-02-11T04:26:13.857Z,,,,,33.5,55,
2018-02-11T04:26:23.858Z,,,,40.7,33.5,55,
2018-02-11T04:26:33.859Z,,,,,33.5,55,
2018-02-11T04:26:43.860Z,,,,39.6,33.5,55,
2018-02-11T04:26:53.858Z,,,,37.9,33.5,55,
2018-02-11T04:27:03.859Z,,,,35.8,33.5,55,
2018-02-11T04:27:13.857Z,,,,34.9,33.3,55,
2018-02-11T04:27:23.858Z,,,,34.6,33.3,55,
2018-02-11T04:27:33.858Z,,,,34.4,33.3,55,
2018-02-11T04:27:43.857Z,,,,34.7,33.3,55,
2018-02-11T04:27:53.860Z,,,,,33.3,55,
2018-02-11T04:28:03.860Z,,,,34.6,33.2,55,
2018-02-11T04:28:13.857Z,,,,,33.2,55,
2018-02-11T04:28:24.074Z,,,,34.4,33.2,55,
2018-02-11T04:28:33.857Z,,,,34.3,33.2,55,
2018-02-11T04:28:43.857Z,,,,,33.1,55,
2018-02-11T04:28:53.857Z,,,,34.2,33.1,55,
2018-02-11T04:29:03.858Z,,,,,33.1,55,
2018-02-11T04:29:13.857Z,,,,34.1,33.1,55,
2018-02-11T04:29:23.858Z,,,,34,33,55,
2018-02-11T04:29:33.857Z,,,,,33,55,
2018-02-11T04:29:43.857Z,79,0,2,37,33,55,
2018-02-11T04:29:53.857Z,54,,,42.9,33,55,
2018-02-11T04:30:03.858Z,41,,,43.6,33,55,
2018-02-11T04:30:13.858Z,29,,,41.9,32.8,55,
2018-02-11T04:30:23.858Z,,,,40.9,32.8,55,
2018-02-11T04:30:33.857Z,,,,39.9,32.8,55,
2018-02-11T04:30:43.858Z,,,,38.9,32.8,55,
2018-02-11T04:30:53.857Z,,,,38.7,32.7,55,
2018-02-11T04:31:04.173Z,,,,39,32.7,55,
2018-02-11T04:31:13.857Z,,,,39.1,32.7,55,
2018-02-11T04:31:23.857Z,,,,39.3,32.7,55,
2018-02-11T04:31:33.857Z,,,,,32.6,55,
2018-02-11T04:31:43.857Z,,,,39.5,32.6,55,
2018-02-11T04:31:53.857Z,,,,39.8,32.6,55,
2018-02-11T04:32:03.857Z,,,,40,32.6,55,
2018-02-11T04:32:13.858Z,,,,40.1,32.6,55,
2018-02-11T04:32:23.857Z,,,,40.2,32.6,55,
2018-02-11T04:32:33.874Z,,,,40.3,32.6,55,
2018-02-11T04:32:43.857Z,,,,40.5,32.5,55,
2018-02-11T04:32:53.857Z,,,,40.6,32.5,55,
2018-02-11T04:33:03.859Z,,,,40.8,32.5,55,
2018-02-11T04:33:13.861Z,,,,41,32.5,55,
2018-02-11T04:33:23.857Z,,,,,32.5,55,
2018-02-11T04:33:33.857Z,,,,41.1,32.5,55,
2018-02-11T04:33:43.858Z,,,,41.4,32.5,55,
2018-02-11T04:33:53.857Z,,,,41.5,32.5,55,
2018-02-11T04:34:03.858Z,,,,41.6,32.5,55,
2018-02-11T04:34:13.857Z,,,,41.7,32.5,55,
2018-02-11T04:34:23.857Z,,,,41.8,32.5,55,
2018-02-11T04:34:33.857Z,,,,42,32.5,55,
2018-02-11T04:34:43.858Z,,,,,32.6,55,
2018-02-11T04:34:53.857Z,,,,42.2,32.6,55,
2018-02-11T04:35:03.857Z,,,,42.3,32.6,55,
2018-02-11T04:35:13.857Z,,,,42.5,32.6,55,
2018-02-11T04:35:23.857Z,,,,,32.7,55,
2018-02-11T04:35:33.857Z,,,,42.6,32.7,55,
2018-02-11T04:35:43.858Z,,,,42.8,32.7,55,
2018-02-11T04:35:53.857Z,,,,43,32.7,55,
2018-02-11T04:36:03.857Z,,,,43.1,32.8,55,
2018-02-11T04:36:13.859Z,,,,43.2,32.8,55,
2018-02-11T04:36:23.857Z,,,,43.3,33,55,
