Time,HwTOutlet,PrimTSet,PrimT,HwTSet,ActPow,ChActive,HwActive
2018-01-27T05:19:22.622Z,31.1,,39.2,55,,,
2018-01-27T05:19:32.540Z,31.1,,39.4,55,,,
2018-01-27T05:19:42.528Z,31,,39.7,55,,,
2018-01-27T05:19:52.530Z,31.1,,39.8,55,,,
2018-01-27T05:20:02.528Z,31.1,,40,55,,,
2018-01-27T05:20:12.529Z,31,,40.1,55,,,
2018-01-27T05:20:22.612Z,31,,40.3,55,,,
2018-01-27T05:20:32.530Z,31,,,55,,,
2018-01-27T05:20:42.533Z,31,,40.6,55,,,
2018-01-27T05:20:52.528Z,31,,40.8,55,,,
2018-01-27T05:21:02.531Z,31,,40.9,55,,,
2018-01-27T05:21:12.531Z,,,41,,,,
2018-01-27T05:21:22.619Z,31.1,,41.1,55,,,
2018-01-27T05:21:32.528Z,31.1,,41.4,55,,,
2018-01-27T05:21:42.528Z,31.1,,41.5,55,,,
2018-01-27T05:21:52.532Z,31.1,,41.6,55,,,
2018-01-27T05:22:02.528Z,31.1,,41.8,55,,,
2018-01-27T05:22:12.529Z,31.2,,41.9,55,,,
2018-01-27T05:22:22.620Z,31.2,,42,55,,,
2018-01-27T05:22:32.528Z,31.2,,42.2,55,,,
2018-01-27T05:22:42.532Z,31.4,,42.4,55,,,
2018-01-27T05:22:52.528Z,31.4,,,55,,,
2018-01-27T05:23:02.530Z,31.4,,42.6,55,,,
2018-01-27T05:23:12.528Z,31.5,,42.7,55,,,
2018-01-27T05:23:22.608Z,31.5,,42.8,55,,,
2018-01-27T05:23:32.534Z,31.6,,43.1,55,,,
2018-01-27T05:23:42.528Z,31.6,,,55,,,
2018-01-27T05:23:52.530Z,31.7,,43.3,55,,,
2018-01-27T05:24:02.535Z,31.7,,43.4,55,,,
2018-01-27T05:24:12.528Z,31.9,,43.5,55,,,
2018-01-27T05:24:22.608Z,32,,43.7,55,,,
2018-01-27T05:24:32.528Z,32,,,55,,,
2018-01-27T05:24:42.528Z,32.1,,44.1,55,0,1,0
2018-01-27T05:24:52.528Z,32.1,,41.8,55,,,
2018-01-27T05:25:02.528Z,,,40.1,,,,
2018-01-27T05:25:12.528Z,32.2,,39.4,55,,,
2018-01-27T05:25:22.613Z,32.3,,39.5,55,,,
2018-01-27T05:25:32.532Z,32.5,,39.9,55,,,
2018-01-27T05:25:42.528Z,32.5,,40.3,55,,,
2018-01-27T05:25:52.528Z,32.6,,40.6,55,,,
2018-01-27T05:26:02.528Z,32.6,,40.3,55,,,
2018-01-27T05:26:12.529Z,,,40.1,,,,
2018-01-27T05:26:22.650Z,32.7,,40,55,,,
2018-01-27T05:26:32.541Z,,,39.9,,,,
2018-01-27T05:26:42.528Z,32.8,,39.6,55,,,
2018-01-27T05:26:52.530Z,33,,39.5,55,,,
2018-01-27T05:27:02.528Z,33,,39.4,55,,,
2018-01-27T05:27:12.554Z,33,,,55,,,
2018-01-27T05:27:22.612Z,33.1,,39.3,55,,,
2018-01-27T05:27:32.531Z,33.1,,39.1,55,,,
2018-01-27T05:27:42.527Z,33.1,,39,55,,,
2018-01-27T05:27:52.530Z,33.1,,38.9,55,,,
2018-01-27T05:28:02.527Z,33.1,,38.8,55,,,
2018-01-27T05:28:12.529Z,33.1,,38.6,55,,,
2018-01-27T05:28:22.622Z,33.1,,,55,,,
2018-01-27T05:28:32.528Z,,,38.5,,,,
2018-01-27T05:28:42.529Z,33.1,,38.4,55,,,
2018-01-27T05:28:52.527Z,33.1,,38.3,55,,,
2018-01-27T05:29:02.527Z,33.1,,38.4,55,,,
2018-01-27T05:29:12.530Z,33.1,,38.5,55,,,
2018-01-27T05:29:22.608Z,33.1,,38.6,55,,,
2018-01-27T05:29:32.527Z,,,38.8,,,,
2018-01-27T05:29:42.536Z,33.1,,38.9,55,,,
2018-01-27T05:29:52.527Z,,,39,,,,
2018-01-27T05:30:02.528Z,33.1,,39.1,55,,,
2018-01-27T05:30:12.528Z,33.1,,,55,,,
2018-01-27T05:30:22.607Z,33.1,,39.3,55,,,
2018-01-27T05:30:32.527Z,,,39.4,,,,
2018-01-27T05:30:42.529Z,33.1,,,55,,,
2018-01-27T05:30:52.534Z,33,,39.5,55,,,
2018-01-27T05:31:02.529Z,33,,,55,,,
2018-01-27T05:31:12.527Z,33,,,55,,,
2018-01-27T05:31:22.619Z,33,,39.6,55,,,
2018-01-27T05:31:42.527Z,33,,39.8,55,,,
2018-01-27T05:31:52.528Z,33,,,55,,,
2018-01-27T05:32:02.529Z,33,,39.9,55,,,
2018-01-27T05:32:12.529Z,32.8,,,55,,,
2018-01-27T05:32:22.610Z,32.8,,,55,,,
2018-01-27T05:32:32.532Z,32.8,,,55,,,
2018-01-27T05:32:42.527Z,,,40,,,,
2018-01-27T05:32:52.527Z,32.8,,,55,,,
2018-01-27T05:33:02.529Z,32.8,,,55,,,
2018-01-27T05:33:12.529Z,,,40.1,,,,
2018-01-27T05:33:22.608Z,32.7,,,55,,,
2018-01-27T05:33:32.528Z,32.7,,,55,,,
2018-01-27T05:33:42.528Z,32.7,,,55,,,
2018-01-27T05:34:02.531Z,32.7,,40.2,55,,,
2018-01-27T05:34:12.527Z,32.6,,,55,,,
2018-01-27T05:34:22.617Z,32.6,,,55,,,
2018-01-27T05:34:42.528Z,32.6,,,55,,,
2018-01-27T05:34:52.527Z,32.5,,40.3,55,,,
2018-01-27T05:35:02.527Z,,,38.9,,,,
2018-01-27T05:35:12.529Z,32.5,,36.9,55,,,
2018-01-27T05:35:22.608Z,32.5,,35.4,55,,,
2018-01-27T05:35:32.527Z,32.5,,34.6,55,,,
2018-01-27T05:35:42.532Z,32.5,,34.3,55,,,
2018-01-27T05:35:52.528Z,32.3,,34.4,55,,,
2018-01-27T05:36:02.530Z,,,34.6,,,,
2018-01-27T05:36:12.527Z,32.3,,,55,,,
2018-01-27T05:36:22.623Z,32.3,,34.4,55,,,
2018-01-27T05:36:32.527Z,,,34.3,,,,
2018-01-27T05:36:42.527Z,32.2,,34.2,55,,,
2018-01-27T05:36:52.528Z,32.2,,,55,,,
2018-01-27T05:37:12.527Z,32.2,,,55,,,
2018-01-27T05:37:22.623Z,32.2,,34.1,55,,,
2018-01-27T05:37:32.528Z,,,34,,,,
2018-01-27T05:37:42.528Z,32.1,,36.5,55,79,1,0
2018-01-27T05:37:52.528Z,32.1,,42.4,55,63,,
2018-01-27T05:38:02.579Z,32.1,,44,55,0,1,0
2018-01-27T05:38:12.526Z,32.1,,40.6,55,,,
2018-01-27T05:38:22.607Z,32,,38,55,,,
2018-01-27T05:38:32.674Z,32,,36.3,55,,,
2018-01-27T05:38:42.528Z,32,,35.6,55,,,
2018-01-27T05:38:52.529Z,32,,35.2,55,,,
2018-01-27T05:39:02.530Z,31.9,,35.1,55,,,
2018-01-27T05:39:12.527Z,,,34.9,,,,
2018-01-27T05:39:22.609Z,31.9,,34.7,55,,,
2018-01-27T05:39:32.527Z,31.9,,34.6,55,,,
2018-01-27T05:39:42.527Z,31.9,,,55,,,
2018-01-27T05:39:52.527Z,,,34.4,,,,
2018-01-27T05:40:02.527Z,31.7,,34.3,55,,,
2018-01-27T05:40:12.528Z,31.7,,,55,,,
2018-01-27T05:40:22.608Z,31.7,,34.2,55,,,
2018-01-27T05:40:32.530Z,,,34.1,,,,
2018-01-27T05:40:42.527Z,31.6,,,55,,,
2018-01-27T05:40:52.528Z,31.6,,34,55,,,
2018-01-27T05:41:02.527Z,,,33.8,,,1,0
2018-01-27T05:41:12.526Z,31.6,,,55,,,
2018-01-27T05:41:22.609Z,31.6,,33.7,55,,,
2018-01-27T05:41:42.526Z,31.5,,33.6,55,,,
2018-01-27T05:41:52.526Z,31.5,,33.5,55,,,
2018-01-27T05:42:12.529Z,31.5,,33.3,55,,,
2018-01-27T05:42:22.616Z,31.4,,,55,,,
2018-01-27T05:42:32.526Z,,,33.2,,,,
2018-01-27T05:42:42.532Z,31.4,,35.7,55,79,1,0
2018-01-27T05:42:52.901Z,31.4,,41.8,55,63,,
2018-01-27T05:43:02.526Z,31.4,,43.3,55,29,,
2018-01-27T05:43:12.528Z,31.4,,41.7,55,,,
2018-01-27T05:43:22.627Z,31.2,,40.2,55,,,
2018-01-27T05:43:32.526Z,31.2,,39.3,55,,,
2018-01-27T05:43:42.528Z,31.2,,38.7,55,,,
2018-01-27T05:43:52.528Z,31.2,,38.4,55,,,
2018-01-27T05:44:02.527Z,31.1,,,55,,,
2018-01-27T05:44:12.540Z,,,38.7,,,,
2018-01-27T05:44:22.624Z,31.1,,38.9,55,,,
2018-01-27T05:44:32.526Z,31.1,,39.1,55,,,
2018-01-27T05:44:42.526Z,31.1,,39.3,55,,,
2018-01-27T05:44:52.526Z,31.1,,39.5,55,,,
2018-01-27T05:45:02.529Z,,,39.7,,,,
2018-01-27T05:45:12.527Z,31.1,40,39.7,55,29,1,0
2018-01-27T05:45:22.611Z,,,40,,,,
2018-01-27T05:45:32.526Z,31,,40.2,55,,,
2018-01-27T05:45:42.526Z,31,,,55,,,
2018-01-27T05:45:52.532Z,,,40.5,,,,
2018-01-27T05:46:02.527Z,31,,40.6,55,,,
2018-01-27T05:46:12.526Z,31,,,55,,,
2018-01-27T05:46:22.616Z,31,,40.9,55,,,
2018-01-27T05:46:32.528Z,,,41,,,,
2018-01-27T05:46:42.526Z,31.1,,41.2,55,,,
2018-01-27T05:46:52.526Z,31.1,,41.4,55,,,
2018-01-27T05:47:02.527Z,,,41.5,,,,
2018-01-27T05:47:12.527Z,31.1,,,55,,,
2018-01-27T05:47:22.611Z,31.2,,41.7,55,,,
2018-01-27T05:47:32.526Z,,,41.9,,,,
2018-01-27T05:47:42.526Z,31.2,,42,55,,,
2018-01-27T05:47:52.526Z,31.2,,42.2,55,,,
2018-01-27T05:48:02.529Z,31.4,,,55,,,
2018-01-27T05:48:12.527Z,,,42.5,,,,
2018-01-27T05:48:22.611Z,31.4,,42.6,55,,,
2018-01-27T05:48:32.529Z,31.5,,42.8,55,,,
2018-01-27T05:48:42.527Z,,,43,,,,
2018-01-27T05:48:52.527Z,31.6,,43.1,55,,,
2018-01-27T05:49:02.533Z,31.7,,,55,,,
2018-01-27T05:49:12.526Z,,,43.3,,,,
2018-01-27T05:49:22.611Z,31.7,,43.4,55,,,
2018-01-27T05:49:32.526Z,31.9,,43.5,55,,,
2018-01-27T05:49:42.529Z,32,,,55,,,
2018-01-27T05:49:52.530Z,,,43.9,,,,
2018-01-27T05:50:02.525Z,32,,43.3,55,0,1,0
2018-01-27T05:50:12.540Z,32.1,,41.1,55,,,
2018-01-27T05:50:22.611Z,32.1,,39.9,55,,,
2018-01-27T05:50:32.525Z,32.2,,39.4,55,,,
2018-01-27T05:50:42.531Z,32.3,,,55,,,
2018-01-27T05:50:52.532Z,,,39.5,,,,
2018-01-27T05:51:02.527Z,32.5,,40.4,55,,,
2018-01-27T05:51:12.525Z,32.6,,,55,,,
2018-01-27T05:51:22.622Z,32.7,,40.5,55,,,
2018-01-27T05:51:32.525Z,,,40.1,,,,
2018-01-27T05:51:42.526Z,32.7,,40,55,,,
2018-01-27T05:51:52.525Z,32.8,,39.9,55,,,
2018-01-27T05:52:02.525Z,,,39.6,,,,
2018-01-27T05:52:12.525Z,33,,,55,,,
2018-01-27T05:52:22.617Z,,,39.4,,,,
2018-01-27T05:52:32.525Z,33,,39.3,55,,,
2018-01-27T05:52:42.525Z,33,,39.1,55,,,
2018-01-27T05:52:52.539Z,33.1,,,55,,,
2018-01-27T05:53:02.527Z,,,39,,,,
2018-01-27T05:53:12.525Z,33.1,,38.9,55,,,
2018-01-27T05:53:22.612Z,33.1,,,55,,,
2018-01-27T05:53:32.528Z,33.1,,38.6,55,,,
2018-01-27T05:53:42.525Z,33.1,,38.5,55,,,
2018-01-27T05:54:02.525Z,33.1,,38.4,55,,,
2018-01-27T05:54:12.573Z,33.1,,,55,,,
2018-01-27T05:54:22.606Z,,,38.5,,,,
2018-01-27T05:54:32.525Z,33.1,,38.8,55,,,
2018-01-27T05:54:42.526Z,33.1,,38.9,55,,,
2018-01-27T05:54:52.525Z,,,39,,,,
2018-01-27T05:55:02.528Z,33.1,,39.1,55,,,
2018-01-27T05:55:12.525Z,33.1,,,55,,,
2018-01-27T05:55:22.613Z,33.1,,39.3,55,,,
2018-01-27T05:55:42.526Z,33.1,,39.4,55,,,
2018-01-27T05:55:52.526Z,33.1,,39.5,55,,,
2018-01-27T05:56:02.526Z,,,39.6,,,,
2018-01-27T05:56:12.526Z,33,,,55,,,
2018-01-27T05:56:22.605Z,33,,,55,,,
2018-01-27T05:56:32.525Z,,,39.8,,,,
2018-01-27T05:56:42.525Z,33,,,55,,,
2018-01-27T05:56:52.525Z,33,,39.9,55,,,
2018-01-27T05:57:12.529Z,33,,40,55,,,
2018-01-27T05:57:22.616Z,33,,,55,,,
2018-01-27T05:57:32.525Z,32.8,,,55,,,
2018-01-27T05:57:52.525Z,32.8,,40.1,55,,,
2018-01-27T05:58:02.526Z,32.8,,,55,,,
2018-01-27T05:58:22.627Z,32.8,,40.2,55,,,
2018-01-27T05:58:32.526Z,32.8,,,55,,,
2018-01-27T05:58:42.533Z,32.7,,,55,,,
2018-01-27T05:58:52.525Z,32.7,,,55,,,
2018-01-27T05:59:02.540Z,,,40.3,,,,
2018-01-27T05:59:12.526Z,32.7,,,55,,,
2018-01-27T05:59:22.614Z,32.6,,,55,,,
2018-01-27T05:59:42.526Z,32.6,,40.5,55,,,
2018-01-27T05:59:52.526Z,32.6,,,55,,,
2018-01-27T06:00:12.525Z,32.6,,38.1,55,,,
2018-01-27T06:00:22.616Z,32.5,,36.5,55,,,
2018-01-27T06:00:32.527Z,32.5,,35.2,55,,,
2018-01-27T06:00:42.531Z,32.5,,34.4,55,,,
2018-01-27T06:00:52.525Z,32.5,,,55,,,
2018-01-27T06:01:12.526Z,32.5,,34.6,55,,,
2018-01-27T06:01:22.605Z,32.3,,,55,,,
2018-01-27T06:01:32.525Z,32.3,,,55,,,
2018-01-27T06:01:42.525Z,,,34.4,,,,
2018-01-27T06:01:52.525Z,32.3,,34.3,55,,,
2018-01-27T06:02:02.525Z,32.2,,34.2,55,,,
2018-01-27T06:02:22.615Z,32.2,,,55,,,
2018-01-27T06:02:34.631Z,32.2,,34.1,55,,,
2018-01-27T06:02:43.416Z,32.2,,,55,,,
2018-01-27T06:02:52.525Z,32.1,,34,55,,1,0
2018-01-27T06:03:02.532Z,32.1,,39.3,55,79,,
2018-01-27T06:03:12.524Z,32.1,,43.8,55,43,,
2018-01-27T06:03:22.615Z,32.1,,42.3,55,0,1,0
2018-01-27T06:03:32.534Z,32.1,,39.2,55,,,
2018-01-27T06:03:42.526Z,32,,36.9,55,,,
2018-01-27T06:03:52.525Z,32,,35.8,55,,,
2018-01-27T06:04:02.538Z,32,,35.3,55,,,
2018-01-27T06:04:22.608Z,32,,35.2,55,,,
2018-01-27T06:04:32.524Z,31.9,,34.8,55,,,
2018-01-27T06:04:42.525Z,31.9,,,55,,,
2018-01-27T06:04:52.524Z,31.9,,34.7,55,,,
2018-01-27T06:05:02.524Z,31.9,,34.6,55,,,
2018-01-27T06:05:12.529Z,31.7,,34.4,55,,,
2018-01-27T06:05:22.618Z,,,34.3,,,,
2018-01-27T06:05:32.524Z,31.7,,,55,,,
2018-01-27T06:05:42.533Z,31.7,,34.2,55,,,
2018-01-27T06:06:02.525Z,31.6,,34.1,55,,,
2018-01-27T06:06:12.524Z,31.6,,34,55,,,
2018-01-27T06:06:22.605Z,,,33.8,,,,
2018-01-27T06:06:32.524Z,31.6,,,55,,,
2018-01-27T06:06:42.524Z,31.6,,33.7,55,,,
2018-01-27T06:06:52.539Z,31.5,,33.6,55,,,
2018-01-27T06:07:02.524Z,31.5,,,55,,,
2018-01-27T06:07:12.525Z,31.5,,,55,,,
2018-01-27T06:07:22.616Z,31.5,,33.5,55,,,
2018-01-27T06:07:32.524Z,31.5,,,55,,,
2018-01-27T06:07:42.524Z,31.4,,33.3,55,,,
2018-01-27T06:07:52.526Z,,,33.2,,,1,0
2018-01-27T06:08:02.524Z,31.4,,38,55,80,,
2018-01-27T06:08:12.524Z,31.4,,43.1,55,48,,
2018-01-27T06:08:22.605Z,31.4,,42.9,55,29,,
2018-01-27T06:08:32.526Z,31.2,,41.8,55,,,
2018-01-27T06:08:42.525Z,31.2,,39.8,55,,,
2018-01-27T06:08:52.535Z,31.2,,,55,,,
2018-01-27T06:09:02.529Z,,,38.9,,,,
2018-01-27T06:09:12.524Z,31.2,,38.5,55,,,
2018-01-27T06:09:22.604Z,31.1,,38.7,55,,,
2018-01-27T06:09:32.524Z,31.1,,,55,,,
2018-01-27T06:09:42.525Z,31.1,,39,55,,,
2018-01-27T06:09:52.524Z,31.1,,,55,,,
2018-01-27T06:10:02.528Z,31.1,,39.2,55,,,
2018-01-27T06:10:12.543Z,31.1,,39.5,55,,,
2018-01-27T06:10:22.606Z,31.1,,,55,,,
2018-01-27T06:10:32.531Z,31,,39.8,55,,,
2018-01-27T06:10:42.524Z,31,,40,55,,,
2018-01-27T06:10:52.524Z,31,,40.1,55,,,
2018-01-27T06:11:02.523Z,31,,40.2,55,,,
2018-01-27T06:11:12.524Z,31,,40.5,55,,,
2018-01-27T06:11:22.624Z,31,,40.6,55,,,
2018-01-27T06:11:32.524Z,31,,40.7,55,,,
2018-01-27T06:11:42.539Z,31,,40.8,55,,,
2018-01-27T06:11:52.525Z,31,,40.9,55,,,
2018-01-27T06:12:02.555Z,31,,41.1,55,,,
2018-01-27T06:12:12.539Z,31.1,,41.2,55,,,
2018-01-27T06:12:22.635Z,31.1,,41.4,55,,,
2018-01-27T06:12:32.524Z,31.1,,41.6,55,,,
2018-01-27T06:12:42.524Z,31.1,,41.7,55,,,
2018-01-27T06:12:52.525Z,31.2,,42,55,,,
2018-01-27T06:13:02.524Z,31.2,,,55,,,
2018-01-27T06:13:12.527Z,31.2,,42.2,55,,,
2018-01-27T06:13:22.604Z,31.4,,42.4,55,,,
2018-01-27T06:13:32.523Z,31.4,,,55,,,
2018-01-27T06:13:42.534Z,31.4,,42.6,55,,,
2018-01-27T06:13:52.527Z,31.5,,42.7,55,,,
2018-01-27T06:14:02.524Z,31.5,,43,55,,,
2018-01-27T06:14:12.527Z,31.6,,,55,,,
2018-01-27T06:14:22.618Z,31.6,,43.2,55,,,
2018-01-27T06:14:32.526Z,31.7,,43.3,55,,,
2018-01-27T06:14:42.525Z,31.7,,43.4,55,,,
2018-01-27T06:14:52.528Z,31.9,,43.5,55,,,
2018-01-27T06:15:02.525Z,31.9,,43.7,55,,,
2018-01-27T06:15:12.524Z,32,,44,55,0,1,0
2018-01-27T06:15:22.619Z,32.1,,41.9,55,,,
2018-01-27T06:15:32.524Z,32.1,,40.9,55,,,
2018-01-27T06:15:42.549Z,32.2,,39.5,55,,,
2018-01-27T06:15:52.524Z,32.2,,39.6,55,,,
2018-01-27T06:16:02.523Z,32.3,,39.5,55,,,
2018-01-27T06:16:12.524Z,32.3,,40,55,,,
2018-01-27T06:16:22.605Z,32.5,,40.3,55,,,
2018-01-27T06:16:32.529Z,32.6,,40.6,55,,,
2018-01-27T06:16:42.524Z,32.6,,40.3,55,,,
2018-01-27T06:16:52.523Z,32.7,,40.1,55,,,
2018-01-27T06:17:02.523Z,32.7,,39.9,55,,,
2018-01-27T06:17:12.523Z,32.8,,,55,,,
2018-01-27T06:17:22.603Z,32.8,,39.6,55,,,
2018-01-27T06:17:32.526Z,32.8,,39.5,55,,,
2018-01-27T06:17:42.523Z,33,,39.4,55,,,
2018-01-27T06:17:52.523Z,33,,39.3,55,,,
2018-01-27T06:18:02.526Z,33,,,55,,,
2018-01-27T06:18:12.523Z,33,,39.1,55,,,
2018-01-27T06:18:22.620Z,33.1,,38.9,55,,,
2018-01-27T06:18:32.535Z,33.1,,,55,,,
2018-01-27T06:18:42.525Z,33.1,,38.8,55,,,
2018-01-27T06:18:52.526Z,33.1,,38.6,55,,,
2018-01-27T06:19:02.554Z,33.1,,,55,,,
2018-01-27T06:19:12.525Z,33.1,,38.5,55,,,
2018-01-27T06:19:22.603Z,33.1,,38.3,55,,,
2018-01-27T06:19:32.523Z,33.1,,,55,,,
2018-01-27T06:19:42.526Z,33.1,,38.4,55,,,
2018-01-27T06:19:52.526Z,33.1,,38.5,55,,,
2018-01-27T06:20:02.523Z,33.1,,38.6,55,,,
2018-01-27T06:20:12.526Z,33.1,,38.9,55,,,
2018-01-27T06:20:22.723Z,33.1,,39,55,,,
2018-01-27T06:20:32.527Z,33.1,,,55,,,
2018-01-27T06:20:42.530Z,33.1,,39.1,55,,,
2018-01-27T06:20:52.523Z,33.1,,39.3,55,,,
2018-01-27T06:21:02.524Z,33.1,,,55,,,
2018-01-27T06:21:12.523Z,33.1,,39.4,55,,,
2018-01-27T06:21:22.603Z,33,,,55,,,
2018-01-27T06:21:32.523Z,33,,39.5,55,,,
2018-01-27T06:21:42.523Z,33,,,55,,,
2018-01-27T06:21:52.524Z,33,,39.6,55,,,
2018-01-27T06:22:02.523Z,33,,,55,,,
2018-01-27T06:22:12.556Z,33,,,55,,,
2018-01-27T06:22:22.625Z,33,,39.8,55,,,
2018-01-27T06:22:32.523Z,33,,,55,,,
2018-01-27T06:22:42.523Z,32.8,,39.9,55,,,
2018-01-27T06:22:52.529Z,32.8,,,55,,,
2018-01-27T06:23:02.523Z,32.8,,40,55,,,
2018-01-27T06:23:12.523Z,32.8,,,55,,,
2018-01-27T06:23:22.609Z,32.8,,,55,,,
2018-01-27T06:23:32.524Z,32.8,,,55,,,
2018-01-27T06:23:42.525Z,32.7,,40.1,55,,,
2018-01-27T06:23:52.529Z,32.7,,,55,,,
2018-01-27T06:24:02.525Z,32.7,,,55,,,
2018-01-27T06:24:12.522Z,32.7,,,55,,,
2018-01-27T06:24:22.603Z,32.7,,,55,,,
2018-01-27T06:24:32.523Z,32.7,,40.2,55,,,
2018-01-27T06:24:42.523Z,32.6,,,55,,,
2018-01-27T06:24:52.524Z,32.6,,,55,,,
2018-01-27T06:25:02.527Z,32.6,,,55,,,
2018-01-27T06:25:12.523Z,32.6,,,55,,,
2018-01-27T06:25:22.603Z,32.6,,40.3,55,,,
2018-01-27T06:25:32.528Z,32.5,,38.8,55,,,
2018-01-27T06:25:42.523Z,32.5,,37.8,55,,,
2018-01-27T06:25:52.523Z,32.5,,35.8,55,,,
2018-01-27T06:26:02.522Z,32.5,,34.9,55,,,
2018-01-27T06:26:12.523Z,32.5,,34.6,55,,,
2018-01-27T06:26:22.606Z,32.5,,34.3,55,,,
2018-01-27T06:26:32.527Z,32.3,,34.4,55,,,
2018-01-27T06:26:42.524Z,32.3,,34.6,55,,,
2018-01-27T06:26:52.522Z,32.3,,34.4,55,,,
2018-01-27T06:27:02.527Z,32.3,,34.3,55,,,
2018-01-27T06:27:12.525Z,32.2,,,55,,,
2018-01-27T06:27:22.623Z,32.2,,34.2,55,,,
2018-01-27T06:27:32.524Z,32.2,,,55,,,
2018-01-27T06:27:42.526Z,32.2,,34.1,55,,,
2018-01-27T06:27:52.522Z,32.2,,,55,,,
2018-01-27T06:28:02.522Z,32.1,,34,55,,,
2018-01-27T06:28:12.529Z,32.1,,37.6,55,80,1,0
2018-01-27T06:28:22.603Z,32.1,,43.2,55,56,,
2018-01-27T06:28:32.524Z,32.1,,43.8,55,0,1,0
2018-01-27T06:28:42.525Z,32.1,,40.5,55,,,
2018-01-27T06:28:52.528Z,32,,37.8,55,,,
2018-01-27T06:29:02.522Z,32,,36.7,55,,,
2018-01-27T06:29:12.523Z,32,,35.8,55,,,
2018-01-27T06:29:22.613Z,32,,35.4,55,,,
2018-01-27T06:29:32.523Z,31.9,,35.2,55,,,
2018-01-27T06:29:42.522Z,31.9,,34.9,55,,,
2018-01-27T06:29:52.642Z,31.9,,34.8,55,,,
2018-01-27T06:30:02.522Z,31.9,,34.7,55,,,
2018-01-27T06:30:12.522Z,31.9,,34.6,55,,,
2018-01-27T06:30:22.605Z,31.7,,34.4,55,,,
2018-01-27T06:30:32.524Z,31.7,,,55,,,
2018-01-27T06:30:42.522Z,31.7,,34.3,55,,,
2018-01-27T06:30:52.543Z,31.7,,34.2,55,,,
2018-01-27T06:31:02.522Z,31.7,,,55,,,
2018-01-27T06:31:12.522Z,31.6,,34.1,55,,,
2018-01-27T06:31:22.613Z,31.6,,34,55,,,
2018-01-27T06:31:32.522Z,31.6,,33.8,55,,,
2018-01-27T06:31:42.522Z,31.6,,,55,,,
2018-01-27T06:31:52.522Z,31.6,,33.7,55,,,
2018-01-27T06:32:02.525Z,31.5,,,55,,,
2018-01-27T06:32:12.533Z,31.5,,33.6,55,,,
2018-01-27T06:32:22.604Z,31.5,,,55,,,
2018-01-27T06:32:32.524Z,31.5,,33.5,55,,,
2018-01-27T06:32:42.522Z,31.5,,,55,,,
2018-01-27T06:32:52.522Z,31.4,,33.3,55,,,
2018-01-27T06:33:02.528Z,31.4,,,55,,,
2018-01-27T06:33:12.523Z,31.4,,37.3,55,79,1,0
2018-01-27T06:33:22.602Z,31.4,,42.2,55,60,,
2018-01-27T06:33:32.534Z,31.4,,43.2,55,48,,
2018-01-27T06:33:42.522Z,31.2,,41.8,55,29,,
2018-01-27T06:33:52.522Z,31.2,,40.8,55,,,
2018-01-27T06:34:02.522Z,31.2,,39.8,55,,,
2018-01-27T06:34:12.528Z,31.2,,38.9,55,,,
2018-01-27T06:34:22.606Z,31.2,,38.5,55,,,
2018-01-27T06:34:32.522Z,31.2,,,55,,,
2018-01-27T06:34:42.522Z,31.1,,38.7,55,,,
2018-01-27T06:34:52.522Z,31.1,,39,55,,,
2018-01-27T06:35:02.522Z,31.1,,,55,,,
2018-01-27T06:35:12.527Z,31.1,,39.2,55,,,
2018-01-27T06:35:22.617Z,31.1,,39.4,55,,,
2018-01-27T06:35:32.522Z,31.1,,39.5,55,,,
2018-01-27T06:35:42.522Z,31,,39.7,55,,,
2018-01-27T06:35:52.525Z,31,,40,55,,,
2018-01-27T06:36:02.522Z,31,,,55,,,
2018-01-27T06:36:12.522Z,31,,40.2,55,,,
2018-01-27T06:36:22.603Z,31,,40.3,55,,,
2018-01-27T06:36:32.522Z,31,,40.6,55,,,
2018-01-27T06:36:42.522Z,31,,40.7,55,,,
2018-01-27T06:36:52.523Z,31,,40.8,55,,,
2018-01-27T06:37:02.521Z,31,,41,55,,,
2018-01-27T06:37:12.521Z,31.1,,,55,,,
2018-01-27T06:37:22.612Z,31.1,,41.2,55,,,
2018-01-27T06:37:32.522Z,31.1,,41.4,55,,,
2018-01-27T06:37:42.523Z,31.1,,41.6,55,,,
2018-01-27T06:37:52.528Z,31.1,,41.7,55,,,
2018-01-27T06:38:02.524Z,31.1,,41.8,55,,,
2018-01-27T06:38:12.522Z,31.2,,42,55,,,
2018-01-27T06:38:22.602Z,31.2,,42.2,55,,,
2018-01-27T06:38:32.522Z,31.4,,42.3,55,,,
2018-01-27T06:38:42.523Z,31.4,,42.4,55,,,
2018-01-27T06:38:52.521Z,31.4,,42.6,55,,,
2018-01-27T06:39:02.522Z,31.5,,42.7,55,,,
2018-01-27T06:39:12.523Z,31.5,,42.8,55,,,
2018-01-27T06:39:22.601Z,31.6,,43,55,,,
2018-01-27T06:39:32.522Z,31.6,,43.1,55,,,
2018-01-27T06:39:42.521Z,31.7,,43.2,55,,,
2018-01-27T06:39:52.527Z,31.7,,43.4,55,,,
2018-01-27T06:40:02.524Z,31.9,,43.5,55,,,
2018-01-27T06:40:12.522Z,31.9,,43.6,55,,,
2018-01-27T06:40:22.601Z,32,,43.9,55,,,
2018-01-27T06:40:32.527Z,32,,43.9,55,0,1,0
2018-01-27T06:40:42.521Z,32.1,,41.7,55,,,
