Time,HwTSet,HwActive,ActPow,PrimTSet,HwTOutlet,ChActive,PrimT
2018-02-14T00:00:06.534Z,55,,,,33.5,,
2018-02-14T00:00:16.531Z,55,,,,33.5,,40.1
2018-02-14T00:00:36.533Z,55,,,,33.3,,
2018-02-14T00:00:46.532Z,55,,,,33.3,,
2018-02-14T00:00:56.803Z,55,,,,33.3,,40.2
2018-02-14T00:01:16.531Z,55,,,,33.3,,
2018-02-14T00:01:26.531Z,55,,,,33.2,,
2018-02-14T00:01:36.530Z,,,,,,,40.3
2018-02-14T00:01:46.531Z,55,,,,33.2,,
2018-02-14T00:01:56.531Z,55,,,,33.2,,
2018-02-14T00:02:06.531Z,,,,,,,40.5
2018-02-14T00:02:16.545Z,55,,,,33.2,,
2018-02-14T00:02:26.631Z,55,,,,33.1,,
2018-02-14T00:02:46.531Z,55,,,,33.1,,
2018-02-14T00:02:56.531Z,55,,,,33.1,,
2018-02-14T00:03:06.530Z,,,,,,,40.6
2018-02-14T00:03:16.531Z,55,,,,33,,39.3
2018-02-14T00:03:26.563Z,55,,,,33,,37.4
2018-02-14T00:03:36.533Z,55,,,,33,,36
2018-02-14T00:03:46.562Z,55,,,,33,,34.9
2018-02-14T00:03:56.532Z,55,,,,33,,34.6
2018-02-14T00:04:06.567Z,55,,,,32.8,,
2018-02-14T00:04:26.530Z,55,,,,32.8,,34.7
2018-02-14T00:04:36.530Z,55,,,,32.8,,34.6
2018-02-14T00:04:56.530Z,55,,,,32.7,,34.4
2018-02-14T00:05:06.530Z,55,,,,32.7,,34.3
2018-02-14T00:05:16.530Z,55,,,,32.7,,
2018-02-14T00:05:36.531Z,55,,,,32.6,,34.2
2018-02-14T00:05:46.532Z,55,,,,32.6,,34.1
2018-02-14T00:06:06.532Z,55,,,,32.6,,34
2018-02-14T00:06:16.556Z,55,0,79,,32.6,2,34.6
2018-02-14T00:06:26.530Z,55,,76,,32.5,,41
2018-02-14T00:06:36.803Z,55,,34,,32.5,,43.8
2018-02-14T00:06:46.530Z,55,,29,,32.5,,42.6
2018-02-14T00:06:56.531Z,55,,,,32.5,,41.1
2018-02-14T00:07:06.531Z,55,,,,32.3,,40
2018-02-14T00:07:16.530Z,55,,,,32.3,,39.2
2018-02-14T00:07:26.530Z,55,,,,32.3,,39
2018-02-14T00:07:36.530Z,55,,,,32.3,,39.2
2018-02-14T00:07:46.530Z,55,,,,32.2,,
2018-02-14T00:07:56.530Z,55,,,,32.2,,39.3
2018-02-14T00:08:06.531Z,55,,,,32.2,,39.7
2018-02-14T00:08:16.530Z,55,,,,32.2,,
2018-02-14T00:08:26.533Z,,,,,,,39.8
2018-02-14T00:08:36.530Z,55,,,,32.1,,40.1
2018-02-14T00:08:46.536Z,55,,,,32.1,,
2018-02-14T00:08:56.530Z,,,,,,,40.3
2018-02-14T00:09:06.532Z,55,,,,32.1,,40.6
2018-02-14T00:09:16.530Z,55,,,,32.1,,
2018-02-14T00:09:26.530Z,55,,,,32.1,,40.7
2018-02-14T00:09:36.530Z,,,,,,,40.9
2018-02-14T00:09:46.530Z,55,,,,32.1,,41.1
2018-02-14T00:09:56.536Z,55,,,,32.1,,41.2
2018-02-14T00:10:06.531Z,55,,,,32,,
2018-02-14T00:10:16.534Z,,,,,,,41.4
2018-02-14T00:10:26.531Z,55,,,,32.1,,41.7
2018-02-14T00:10:36.530Z,55,,,,32.1,,
2018-02-14T00:10:46.593Z,,,,,,,41.8
2018-02-14T00:10:56.531Z,55,,,,32.1,,42
2018-02-14T00:11:06.530Z,55,,,,32.1,,42.2
2018-02-14T00:11:26.529Z,55,,,,32.2,,42.4
2018-02-14T00:11:36.529Z,55,,,,32.2,,42.5
2018-02-14T00:11:46.542Z,,,,,,,42.6
2018-02-14T00:11:56.530Z,55,,,,32.3,,42.7
2018-02-14T00:12:06.530Z,,,,,,,43
2018-02-14T00:12:16.529Z,55,,,,32.5,,43.1
2018-02-14T00:12:36.529Z,55,,,,32.5,,43.4
2018-02-14T00:12:46.552Z,55,,,,32.6,,
2018-02-14T00:12:56.530Z,55,,,,32.6,,
2018-02-14T00:13:06.534Z,,,,,,,43.6
2018-02-14T00:13:16.532Z,55,,,,32.7,,43.7
2018-02-14T00:13:26.529Z,,0,0,,,2,43.9
2018-02-14T00:13:36.530Z,55,,,,32.8,,41.7
2018-02-14T00:13:46.534Z,55,,,,32.8,,40.2
2018-02-14T00:13:56.530Z,55,,,,33,,39.7
2018-02-14T00:14:06.532Z,55,,,,33.1,,
2018-02-14T00:14:16.529Z,,,,,,,40.1
2018-02-14T00:14:26.529Z,55,,,,33.2,,
2018-02-14T00:14:36.536Z,,,,,,,40.6
2018-02-14T00:14:46.535Z,55,,,,33.2,,40.8
2018-02-14T00:14:56.541Z,55,,,,33.3,,40.3
2018-02-14T00:15:06.535Z,55,,,,33.3,,
2018-02-14T00:15:16.539Z,55,,,,33.5,,40.2
2018-02-14T00:15:26.574Z,55,,,,33.5,,39.9
2018-02-14T00:15:36.532Z,55,,,,33.6,,
2018-02-14T00:15:46.532Z,,,,,,,39.8
2018-02-14T00:15:56.530Z,55,,,,33.6,,39.6
2018-02-14T00:16:06.634Z,55,,,,33.6,,39.4
2018-02-14T00:16:16.529Z,55,,,,33.6,,
2018-02-14T00:16:26.529Z,55,,,,33.6,,39.3
2018-02-14T00:16:36.534Z,55,,,,33.6,,
2018-02-14T00:16:46.529Z,55,,,,33.7,,39.1
2018-02-14T00:16:56.531Z,55,,,,33.7,,38.9
2018-02-14T00:17:06.529Z,55,,,,33.7,,
2018-02-14T00:17:16.529Z,,,,,,,38.8
2018-02-14T00:17:26.529Z,55,,,,33.7,,38.6
2018-02-14T00:17:36.529Z,55,,,,33.7,,
2018-02-14T00:17:46.529Z,,,,,,,38.8
2018-02-14T00:17:56.529Z,55,,,,33.7,,39
2018-02-14T00:18:06.529Z,55,,,,33.7,,
2018-02-14T00:18:16.529Z,55,,,,33.7,,39.1
2018-02-14T00:18:26.530Z,55,,,,33.7,,39.3
2018-02-14T00:18:36.533Z,55,,,,33.6,,39.4
2018-02-14T00:18:46.529Z,55,,,,33.6,,
2018-02-14T00:18:56.531Z,55,,,,33.6,,39.5
2018-02-14T00:19:06.529Z,55,,,,33.6,,39.6
2018-02-14T00:19:17.533Z,55,,,,33.6,,
2018-02-14T00:19:28.448Z,55,,,,33.6,,39.8
2018-02-14T00:19:36.901Z,55,,,,33.6,,39.9
2018-02-14T00:19:46.529Z,55,,,,33.5,,
2018-02-14T00:19:56.529Z,55,,,,33.5,,40
2018-02-14T00:20:06.548Z,55,,,,33.5,,
2018-02-14T00:20:26.529Z,55,,,,33.5,,40.1
2018-02-14T00:20:36.530Z,55,,,,33.5,,
2018-02-14T00:20:56.533Z,55,,,,33.3,,40.2
2018-02-14T00:21:06.547Z,55,,,,33.3,,
2018-02-14T00:21:16.528Z,55,,,,33.3,,
2018-02-14T00:21:26.533Z,,,,,,,40.3
2018-02-14T00:21:36.528Z,55,,,,33.3,,
2018-02-14T00:21:46.529Z,55,,,,33.2,,
2018-02-14T00:21:56.533Z,55,,,,33.2,,
2018-02-14T00:22:06.531Z,55,0,0,40,33.2,2,40.5
2018-02-14T00:22:16.530Z,55,,,,33.2,,
2018-02-14T00:22:26.529Z,55,,,,33.2,,
2018-02-14T00:22:36.598Z,55,,,,33.2,,
2018-02-14T00:22:46.529Z,55,,,,33.1,,40.6
2018-02-14T00:22:56.529Z,55,,,,33.1,,
2018-02-14T00:23:06.528Z,55,,,,33.1,,
2018-02-14T00:23:16.529Z,55,,,,33.1,,
2018-02-14T00:23:26.531Z,55,,,,33.1,,40.7
2018-02-14T00:23:36.528Z,55,,,,33,,39
2018-02-14T00:23:46.531Z,55,,,,33,,37.9
2018-02-14T00:23:56.535Z,55,,,,33,,35.9
2018-02-14T00:24:06.535Z,55,,,,33,,34.9
2018-02-14T00:24:16.530Z,55,,,,32.8,,34.8
2018-02-14T00:24:26.530Z,55,,,,32.8,,34.6
2018-02-14T00:24:36.529Z,55,,,,32.8,,34.7
2018-02-14T00:24:46.569Z,55,,,,32.8,,34.8
2018-02-14T00:24:56.569Z,55,,,,32.8,,34.7
2018-02-14T00:25:06.528Z,55,,,,32.8,,34.6
2018-02-14T00:25:16.530Z,55,,,,32.8,,34.4
2018-02-14T00:25:26.529Z,55,,,,32.7,,
2018-02-14T00:25:36.530Z,55,,,,32.7,,34.3
2018-02-14T00:25:46.534Z,55,,,,32.7,,
2018-02-14T00:25:56.528Z,55,,,,32.7,,34.2
2018-02-14T00:26:06.530Z,55,,,,32.7,,
2018-02-14T00:26:16.528Z,55,,,,32.6,,34.1
2018-02-14T00:26:26.528Z,55,,,,32.6,,
2018-02-14T00:26:36.528Z,55,,,,32.6,,34
2018-02-14T00:26:46.528Z,55,0,80,,32.6,2,35.5
2018-02-14T00:26:56.534Z,55,,72,,32.5,,41.3
2018-02-14T00:27:06.528Z,55,,51,,32.6,,43.1
2018-02-14T00:27:16.528Z,55,,29,,32.5,,42.9
2018-02-14T00:27:26.569Z,55,,,,32.5,,40.9
2018-02-14T00:27:36.530Z,55,,,,32.5,,39.9
2018-02-14T00:27:46.530Z,55,,,,32.3,,39.7
2018-02-14T00:27:56.529Z,55,,,,32.3,,39
2018-02-14T00:28:06.528Z,55,,,,32.3,,
2018-02-14T00:28:16.529Z,55,,,,32.3,,39.3
2018-02-14T00:28:26.528Z,55,,,,32.2,,39.4
2018-02-14T00:28:36.532Z,55,,,,32.2,,39.7
2018-02-14T00:28:46.533Z,55,,,,32.2,,39.8
2018-02-14T00:28:56.528Z,55,,,,32.2,,40
2018-02-14T00:29:06.528Z,55,,,,32.2,,
2018-02-14T00:29:16.528Z,55,,,,32.2,,40.1
2018-02-14T00:29:26.528Z,55,,,,32.2,,40.3
2018-02-14T00:29:36.528Z,55,,,,32.1,,40.5
2018-02-14T00:29:46.540Z,55,,,,32.1,,40.7
2018-02-14T00:29:56.529Z,55,,,,32.1,,40.8
2018-02-14T00:30:06.534Z,55,,,,32.1,,41
2018-02-14T00:30:16.554Z,55,,,,32.1,,
2018-02-14T00:30:26.528Z,55,,,,32.1,,41.1
2018-02-14T00:30:36.530Z,55,,,,32.1,,41.4
2018-02-14T00:30:46.532Z,55,,,,32.1,,41.5
2018-02-14T00:30:56.531Z,55,,,,32.1,,41.6
2018-02-14T00:31:06.529Z,55,,,,32.1,,41.7
2018-02-14T00:31:16.529Z,55,,,,32.1,,41.8
2018-02-14T00:31:26.529Z,55,,,,32.1,,42
2018-02-14T00:31:36.528Z,55,,,,32.2,,
2018-02-14T00:31:46.529Z,55,,,,32.2,,42.2
2018-02-14T00:31:56.528Z,55,,,,32.2,,42.4
2018-02-14T00:32:06.536Z,55,,,,32.2,,42.5
2018-02-14T00:32:16.528Z,55,,,,32.2,,42.6
2018-02-14T00:32:26.528Z,55,,,,32.3,,42.8
2018-02-14T00:32:36.577Z,55,,,,32.3,,43
2018-02-14T00:32:46.553Z,55,,,,32.3,,43.1
2018-02-14T00:32:56.538Z,55,,,,32.5,,43.2
2018-02-14T00:33:06.627Z,55,,,,32.5,,43.3
2018-02-14T00:33:16.614Z,55,,,,32.6,,43.4
2018-02-14T00:33:26.578Z,55,,,,32.6,,43.5
2018-02-14T00:33:36.532Z,55,,,,32.6,,43.6
2018-02-14T00:33:46.528Z,55,,,,32.7,,43.7
2018-02-14T00:33:56.528Z,55,0,0,,32.8,2,42.7
2018-02-14T00:34:06.539Z,55,,,,32.8,,40.7
2018-02-14T00:34:16.529Z,55,,,,33,,39.8
2018-02-14T00:34:26.527Z,55,,,,33,,39.6
2018-02-14T00:34:36.528Z,55,,,,33,,
2018-02-14T00:34:46.530Z,55,,,,33.1,,40
2018-02-14T00:34:56.536Z,55,,,,33.2,,40.4
2018-02-14T00:35:06.542Z,55,,,,33.2,,40.8
2018-02-14T00:35:16.528Z,55,,,,33.2,,40.6
2018-02-14T00:35:26.730Z,55,,,,33.3,,40.3
2018-02-14T00:35:36.529Z,55,,,,33.3,,40.2
2018-02-14T00:35:46.529Z,55,,,,33.5,,39.9
2018-02-14T00:35:56.528Z,55,,,,33.5,,
2018-02-14T00:36:06.528Z,55,,,,33.5,,39.6
2018-02-14T00:36:16.527Z,55,,,,33.6,,39.5
2018-02-14T00:36:26.527Z,55,,,,33.6,,
2018-02-14T00:36:36.529Z,55,,,,33.6,,39.4
2018-02-14T00:36:46.527Z,55,,,,33.6,,39.3
2018-02-14T00:36:56.529Z,55,,,,33.6,,39.1
2018-02-14T00:37:06.527Z,55,,,,33.6,,39
2018-02-14T00:37:16.617Z,55,,,,33.7,,38.9
2018-02-14T00:37:26.533Z,55,,,,33.7,,
2018-02-14T00:37:36.530Z,55,,,,33.7,,38.8
2018-02-14T00:37:46.645Z,55,,,,33.7,,38.6
2018-02-14T00:37:56.577Z,55,,,,33.7,,38.5
2018-02-14T00:38:06.641Z,55,,,,33.7,,38.6
2018-02-14T00:38:16.542Z,55,,,,33.7,,38.8
2018-02-14T00:38:26.625Z,55,,,,33.7,,39
2018-02-14T00:38:36.658Z,55,,,,33.7,,
2018-02-14T00:38:46.642Z,55,,,,33.6,,39.1
2018-02-14T00:38:56.658Z,55,,,,33.6,,39.3
2018-02-14T00:39:06.594Z,55,,,,33.6,,39.4
2018-02-14T00:39:16.629Z,55,,,,33.6,,
2018-02-14T00:39:26.527Z,55,,,,33.6,,39.5
2018-02-14T00:39:36.644Z,55,,,,33.6,,39.6
2018-02-14T00:39:46.559Z,55,,,,33.6,,
2018-02-14T00:39:56.689Z,55,,,,33.5,,39.8
2018-02-14T00:40:06.965Z,55,,,,33.5,,
2018-02-14T00:40:16.599Z,55,,,,33.5,,39.9
2018-02-14T00:40:26.635Z,55,,,,33.5,,
2018-02-14T00:40:36.664Z,55,,,,33.5,,40
2018-02-14T00:40:46.661Z,55,,,,33.5,,
2018-02-14T00:40:56.548Z,55,,,,33.5,,40.1
2018-02-14T00:41:06.652Z,55,,,,33.5,,
2018-02-14T00:41:16.527Z,55,,,,33.3,,
2018-02-14T00:41:26.528Z,55,,,,33.3,,40.2
2018-02-14T00:41:36.526Z,55,,,,33.3,,
2018-02-14T00:41:46.528Z,55,,,,33.3,,
2018-02-14T00:41:56.527Z,55,,,,33.3,,
2018-02-14T00:42:06.527Z,55,,,,33.2,,40.3
2018-02-14T00:42:16.527Z,55,,,,33.2,,
2018-02-14T00:42:26.527Z,55,,,,33.2,,
2018-02-14T00:42:36.532Z,55,,,,33.2,,
2018-02-14T00:42:46.527Z,55,,,,33.2,,40.5
2018-02-14T00:42:56.527Z,55,,,,33.1,,
2018-02-14T00:43:06.527Z,55,,,,33.1,,
2018-02-14T00:43:16.546Z,55,,,,33.1,,
2018-02-14T00:43:26.545Z,55,,,,33.1,,
2018-02-14T00:43:36.528Z,55,,,,33.1,,40.6
2018-02-14T00:43:46.533Z,55,,,,33,,
2018-02-14T00:43:56.527Z,55,,,,33,,39.8
2018-02-14T00:44:06.527Z,55,,,,33,,37.8
2018-02-14T00:44:16.526Z,55,,,,33,,36.9
2018-02-14T00:44:26.527Z,55,,,,33,,34.9
2018-02-14T00:44:36.527Z,55,,,,32.8,,34.8
2018-02-14T00:44:46.526Z,55,,,,32.8,,34.6
2018-02-14T00:44:56.532Z,55,,,,32.8,,34.7
2018-02-14T00:45:06.533Z,55,,,,32.8,,
2018-02-14T00:45:16.526Z,55,,,,32.8,,
2018-02-14T00:45:26.530Z,55,,,,32.7,,34.6
2018-02-14T00:45:36.530Z,55,,,,32.7,,34.4
2018-02-14T00:45:46.526Z,55,,,,32.7,,
2018-02-14T00:45:56.527Z,55,,,,32.7,,34.3
2018-02-14T00:46:06.566Z,55,,,,32.7,,
2018-02-14T00:46:16.534Z,55,,,,32.6,,34.2
2018-02-14T00:46:26.527Z,55,,,,32.6,,
2018-02-14T00:46:36.527Z,55,,,,32.6,,34.1
2018-02-14T00:46:46.526Z,55,,,,32.6,,34
2018-02-14T00:46:56.529Z,55,0,,,32.5,2,34
2018-02-14T00:47:06.527Z,55,,80,,32.5,,39.4
2018-02-14T00:47:16.526Z,55,,55,,32.5,,43.1
2018-02-14T00:47:26.532Z,55,0,0,,32.5,2,42.6
2018-02-14T00:47:36.526Z,55,,,,32.3,,39.7
2018-02-14T00:47:46.526Z,55,,,,32.3,,37.9
2018-02-14T00:47:56.526Z,55,,,,32.3,,35.9
2018-02-14T00:48:06.529Z,55,,,,32.3,,35.8
2018-02-14T00:48:16.537Z,55,,,,32.3,,35.4
2018-02-14T00:48:26.528Z,55,,,,32.2,,35.3
2018-02-14T00:48:36.610Z,55,,,,32.2,,35.1
2018-02-14T00:48:46.526Z,55,,,,32.2,,34.9
2018-02-14T00:48:56.530Z,55,,,,32.2,,34.7
2018-02-14T00:49:06.535Z,55,,,,32.2,,34.6
2018-02-14T00:49:16.555Z,55,,,,32.1,,34.4
2018-02-14T00:49:26.529Z,55,,,,32.1,,34.3
2018-02-14T00:49:36.527Z,55,,,,32.1,,
2018-02-14T00:49:46.527Z,55,,,,32.1,,34.2
2018-02-14T00:49:56.530Z,55,,,,32,,
2018-02-14T00:50:06.526Z,55,,,,32,,34.1
2018-02-14T00:50:16.526Z,55,,,,32,,33.8
2018-02-14T00:50:26.526Z,55,,,,32,,
2018-02-14T00:50:36.526Z,55,,,,32,,
2018-02-14T00:50:46.526Z,55,,,,31.9,,33.7
2018-02-14T00:50:56.528Z,55,,,,31.9,,
2018-02-14T00:51:06.527Z,55,,,,31.9,,33.6
2018-02-14T00:51:16.526Z,55,,,,31.9,,
2018-02-14T00:51:26.526Z,55,,,,31.7,,33.5
2018-02-14T00:51:36.526Z,55,,,,31.7,,33.3
2018-02-14T00:51:46.527Z,55,,,,31.7,,
2018-02-14T00:51:56.529Z,55,0,,,31.7,2,33.2
2018-02-14T00:52:06.528Z,55,,79,,31.6,,39.2
2018-02-14T00:52:16.526Z,55,,43,,31.6,,43.1
2018-02-14T00:52:26.527Z,55,,29,,31.6,,42.8
2018-02-14T00:52:36.527Z,55,,,,31.6,,40.9
2018-02-14T00:52:46.526Z,55,,,,31.6,,39.8
2018-02-14T00:52:56.573Z,55,,,,31.6,,39
2018-02-14T00:53:06.544Z,55,,,,31.5,,38.7
2018-02-14T00:53:16.538Z,55,,,,31.5,,38.2
2018-02-14T00:53:26.531Z,55,,,,31.5,,38.4
2018-02-14T00:53:36.526Z,55,,,,31.5,,38.5
2018-02-14T00:53:46.529Z,55,,,,31.5,,38.7
2018-02-14T00:53:56.526Z,55,,,,31.4,,39
2018-02-14T00:54:06.526Z,55,,,,31.4,,39.1
2018-02-14T00:54:16.717Z,55,,,,31.4,,39.2
2018-02-14T00:54:26.526Z,55,,,,31.4,,39.4
2018-02-14T00:54:36.528Z,55,,30,,31.4,,39.7
2018-02-14T00:54:46.532Z,55,,29,,31.4,,39.8
2018-02-14T00:54:56.526Z,55,,,,31.4,,40
2018-02-14T00:55:06.526Z,55,,,,31.4,,
2018-02-14T00:55:16.526Z,55,,,,31.4,,40.2
2018-02-14T00:55:26.527Z,55,,,,31.2,,
2018-02-14T00:55:36.525Z,55,,,,31.2,,40.5
2018-02-14T00:55:46.526Z,55,,,,31.2,,40.6
2018-02-14T00:55:56.527Z,55,,,,31.2,,40.7
2018-02-14T00:56:06.529Z,55,,,,31.4,,41
2018-02-14T00:56:16.526Z,55,,,,31.4,,
2018-02-14T00:56:26.526Z,55,,,,31.4,,41.1
2018-02-14T00:56:36.525Z,55,,,,31.4,,41.2
2018-02-14T00:56:46.525Z,55,,,,31.4,,41.4
2018-02-14T00:56:56.525Z,55,,,,31.4,,41.6
2018-02-14T00:57:06.525Z,55,,,,31.5,,41.7
2018-02-14T00:57:16.529Z,55,,,,31.5,,41.8
2018-02-14T00:57:26.526Z,55,,,,31.5,,42
2018-02-14T00:57:36.537Z,55,,,,31.6,,42.2
2018-02-14T00:57:46.525Z,55,,,,31.6,,42.3
2018-02-14T00:57:56.525Z,55,,,,31.6,,42.4
2018-02-14T00:58:06.526Z,55,,,,31.7,,42.5
2018-02-14T00:58:16.529Z,55,,,,31.7,,42.6
2018-02-14T00:58:26.526Z,55,,,,31.9,,43
2018-02-14T00:58:36.525Z,55,,,,31.9,,
2018-02-14T00:58:46.532Z,55,,,,32,,43.1
2018-02-14T00:58:56.528Z,55,,,,32,,43.2
2018-02-14T00:59:06.526Z,55,,,,32,,43.3
2018-02-14T00:59:16.526Z,55,,,,32.1,,43.4
2018-02-14T00:59:26.528Z,55,,,,32.1,,43.5
2018-02-14T00:59:36.525Z,55,,,,32.2,,43.7
2018-02-14T00:59:46.525Z,55,,,,32.3,,44
2018-02-14T00:59:56.526Z,55,0,0,,32.3,2,42.7
2018-02-14T01:00:06.527Z,55,,,,32.5,,40.8
2018-02-14T01:00:16.525Z,55,,,,32.5,,39.6
2018-02-14T01:00:26.529Z,55,,,,32.6,,39.7
2018-02-14T01:00:36.527Z,55,,,,32.6,,39.6
2018-02-14T01:00:46.530Z,55,,,,32.7,,40
2018-02-14T01:00:56.528Z,55,,,,32.8,,40.4
2018-02-14T01:01:06.534Z,55,,,,32.8,,40.7
2018-02-14T01:01:16.525Z,55,,,,33,,40.5
2018-02-14T01:01:26.525Z,55,,,,33,,40.2
2018-02-14T01:01:36.525Z,55,,,,33.1,,39.9
2018-02-14T01:01:46.525Z,55,,,,33.1,,
2018-02-14T01:01:56.528Z,55,,,,33.2,,39.8
2018-02-14T01:02:06.526Z,55,,,,33.2,,39.6
2018-02-14T01:02:16.525Z,55,,,,33.2,,39.5
2018-02-14T01:02:26.525Z,55,,,,33.3,,39.4
2018-02-14T01:02:36.526Z,55,,,,33.3,,39.3
2018-02-14T01:02:46.527Z,55,,,,33.3,,
2018-02-14T01:02:56.525Z,55,,,,33.3,,39.1
2018-02-14T01:03:06.527Z,55,,,,33.3,,38.9
2018-02-14T01:03:16.525Z,55,,,,33.3,,
2018-02-14T01:03:26.531Z,55,,,,33.3,,38.8
2018-02-14T01:03:36.534Z,55,,,,33.3,,38.6
2018-02-14T01:03:46.528Z,55,,,,33.3,,
2018-02-14T01:03:56.525Z,55,,,,33.3,,38.5
2018-02-14T01:04:06.537Z,55,,,,33.3,,38.4
2018-02-14T01:04:16.525Z,55,,,,33.3,,38.3
2018-02-14T01:04:26.525Z,55,,,,33.3,,38.4
2018-02-14T01:04:36.541Z,55,,,,33.3,,38.5
2018-02-14T01:04:46.701Z,55,,,,33.3,,38.6
2018-02-14T01:04:56.530Z,55,,,,33.3,,38.8
2018-02-14T01:05:06.544Z,55,,,,33.3,,39
2018-02-14T01:05:16.550Z,55,,,,33.3,,
2018-02-14T01:05:26.525Z,55,,,,33.3,,39.1
2018-02-14T01:05:36.526Z,55,,,,33.3,,
2018-02-14T01:05:46.599Z,55,,,,33.3,,39.3
2018-02-14T01:05:56.526Z,55,,,,33.3,,39.4
2018-02-14T01:06:06.525Z,55,,,,33.2,,
2018-02-14T01:06:16.526Z,55,,,,33.2,,39.5
2018-02-14T01:06:26.525Z,55,,,,33.2,,
2018-02-14T01:06:36.524Z,55,,,,33.2,,
2018-02-14T01:06:46.526Z,55,,,,33.2,,39.6
2018-02-14T01:06:56.525Z,55,,,,33.2,,
2018-02-14T01:07:06.525Z,55,,,,33.2,,39.8
2018-02-14T01:07:16.524Z,55,,,,33.1,,
2018-02-14T01:07:26.526Z,55,,,,33.1,,
2018-02-14T01:07:36.525Z,55,,,,33.1,,39.9
2018-02-14T01:07:46.525Z,55,,,,33.1,,
2018-02-14T01:07:56.526Z,55,,,,33.1,,40
2018-02-14T01:08:06.525Z,55,,,,33,,40
2018-02-14T01:08:16.525Z,55,,,,33,,
2018-02-14T01:08:26.529Z,55,,,,33,,
2018-02-14T01:08:36.526Z,55,,,,33,,
2018-02-14T01:08:46.526Z,55,,,,33,,
2018-02-14T01:08:56.536Z,55,,,,33,,40.1
2018-02-14T01:09:06.526Z,55,,,,33,,
2018-02-14T01:09:16.524Z,55,,,,32.8,,
2018-02-14T01:09:26.524Z,55,,,,32.8,,40.2
2018-02-14T01:09:36.526Z,55,,,,32.8,,
2018-02-14T01:09:46.526Z,55,,,,32.8,,
2018-02-14T01:09:56.524Z,55,0,,59,32.8,0,
2018-02-14T01:10:06.529Z,55,,,,33.7,,38.9
2018-02-14T01:10:16.524Z,55,,,,33.3,,38.6
2018-02-14T01:10:26.524Z,55,,,,33.1,,37.9
2018-02-14T01:10:36.526Z,55,,,,33,,37.7
2018-02-14T01:10:46.526Z,55,,,,32.8,,37.5
2018-02-14T01:10:56.528Z,55,0,,40,32.8,2,37.4
2018-02-14T01:11:06.524Z,55,0,79,,32.7,2,38.5
2018-02-14T01:11:16.525Z,55,0,0,,32.6,2,46.1
2018-02-14T01:11:26.525Z,55,,,,32.6,,45.9
2018-02-14T01:11:36.527Z,55,,,,32.6,,40.6
2018-02-14T01:11:46.532Z,55,,,,32.5,,37.7
2018-02-14T01:11:56.524Z,55,,,,32.5,,35.8
2018-02-14T01:12:06.524Z,55,,,,32.5,,34.9
2018-02-14T01:12:16.529Z,55,,,,32.5,,34.6
2018-02-14T01:12:26.524Z,55,,,,32.5,,34.8
2018-02-14T01:12:36.524Z,55,,,,32.5,,
2018-02-14T01:12:46.524Z,55,,,,32.3,,34.7
2018-02-14T01:12:56.526Z,55,,,,32.3,,34.6
2018-02-14T01:13:06.524Z,55,,,,32.3,,34.4
2018-02-14T01:13:16.537Z,55,,,,32.3,,34.3
2018-02-14T01:13:26.524Z,55,,,,32.3,,34.2
2018-02-14T01:13:36.526Z,55,,,,32.3,,
2018-02-14T01:13:46.533Z,55,,,,32.3,,34.1
2018-02-14T01:13:56.538Z,55,,,,32.3,,
2018-02-14T01:14:06.524Z,55,,,,32.3,,34
2018-02-14T01:14:16.524Z,55,0,,,32.3,2,33.8
2018-02-14T01:14:26.524Z,55,,,,32.3,,
2018-02-14T01:14:36.524Z,55,,,,32.3,,33.7
2018-02-14T01:14:46.524Z,55,,,,32.3,,
2018-02-14T01:14:56.524Z,55,,,,32.2,,33.6
2018-02-14T01:15:06.524Z,55,,,,32.2,,
2018-02-14T01:15:16.524Z,55,,,,32.2,,33.5
2018-02-14T01:15:26.524Z,55,,,,32.2,,
2018-02-14T01:15:36.524Z,55,,,,32.2,,33.3
2018-02-14T01:15:46.526Z,55,,,,32.2,,
2018-02-14T01:15:56.527Z,55,,,,32.2,,33.2
2018-02-14T01:16:06.524Z,55,0,79,,32.2,2,35.4
2018-02-14T01:16:16.524Z,55,,68,,32.1,,41.1
2018-02-14T01:16:26.525Z,55,,43,,32.1,,43
2018-02-14T01:16:36.526Z,55,,29,,32.1,,41.8
2018-02-14T01:16:46.776Z,55,,,,32.1,,40.9
2018-02-14T01:16:56.524Z,55,,,,32.1,,39.6
2018-02-14T01:17:06.526Z,55,,,,32.1,,38.9
2018-02-14T01:17:16.523Z,55,,,,32.1,,38.5
2018-02-14T01:17:26.533Z,55,,,,32.1,,38.4
2018-02-14T01:17:36.526Z,55,,,,32.1,,38.6
2018-02-14T01:17:46.524Z,55,,,,32,,39
2018-02-14T01:17:56.524Z,55,,,,32,,39
2018-02-14T01:18:06.527Z,55,,,,32,,39.1
2018-02-14T01:18:16.524Z,55,,,,32,,39.2
2018-02-14T01:18:26.526Z,55,,,,32,,39.4
2018-02-14T01:18:36.530Z,55,,,,32,,39.7
2018-02-14T01:18:46.920Z,55,,30,,32,,39.8
2018-02-14T01:18:56.525Z,55,,29,,32,,39.9
2018-02-14T01:19:06.524Z,55,,,,32,,40.1
2018-02-14T01:19:16.526Z,55,,,,31.9,,40.2
2018-02-14T01:19:26.524Z,55,,,,31.9,,40.3
2018-02-14T01:19:36.523Z,55,,,,32,,40.5
