Time,HwTSet,HwTOutlet,PrimT,ChActive,ActPow,PrimTSet,HwActive
2018-02-13T00:55:07.641Z,55,32.8,40.5,,,,
2018-02-13T00:55:17.641Z,55,33,40.2,,,,
2018-02-13T00:55:27.641Z,55,33,40.1,,,,
2018-02-13T00:55:37.641Z,55,33.1,39.9,,,,
2018-02-13T00:55:47.641Z,55,33.1,39.8,,,,
2018-02-13T00:55:57.643Z,55,33.1,39.6,,,,
2018-02-13T00:56:07.641Z,55,33.2,39.5,,,,
2018-02-13T00:56:17.644Z,55,33.2,39.4,,,,
2018-02-13T00:56:27.641Z,55,33.2,,,,,
2018-02-13T00:56:37.951Z,55,33.2,39.3,,,,
2018-02-13T00:56:47.647Z,55,33.2,39.1,,,,
2018-02-13T00:56:57.641Z,55,33.3,38.9,,,,
2018-02-13T00:57:07.642Z,55,33.3,,,,,
2018-02-13T00:57:17.641Z,55,33.3,38.8,,,,
2018-02-13T00:57:27.641Z,55,33.3,,,,,
2018-02-13T00:57:37.645Z,55,33.3,38.5,,,,
2018-02-13T00:57:47.641Z,55,33.3,,,,,
2018-02-13T00:57:57.641Z,55,33.3,38.6,,,,
2018-02-13T00:58:07.659Z,55,33.3,38.8,,,,
2018-02-13T00:58:17.647Z,55,33.3,39,,,,
2018-02-13T00:58:27.655Z,55,33.3,,,,,
2018-02-13T00:58:37.670Z,55,33.3,39.1,,,,
2018-02-13T00:58:47.641Z,55,33.3,39.3,,,,
2018-02-13T00:58:57.641Z,55,33.3,39.4,,,,
2018-02-13T00:59:07.641Z,55,33.3,39.5,,,,
2018-02-13T00:59:17.641Z,55,33.2,,,,,
2018-02-13T00:59:27.641Z,55,33.2,39.6,,,,
2018-02-13T00:59:37.641Z,55,33.2,,,,,
2018-02-13T00:59:47.641Z,55,33.2,39.8,,,,
2018-02-13T00:59:57.641Z,55,33.2,,,,,
2018-02-13T01:00:07.640Z,55,33.2,39.9,,,,
2018-02-13T01:00:17.644Z,55,33.2,40,,,,
2018-02-13T01:00:27.641Z,55,33.1,,,,,
2018-02-13T01:00:37.641Z,55,33.1,,,,,
2018-02-13T01:00:47.641Z,55,33.1,,,,,
2018-02-13T01:00:57.642Z,55,33.1,40.1,,,,
2018-02-13T01:01:07.643Z,55,33.1,,,,,
2018-02-13T01:01:17.640Z,55,33.1,40.2,,,,
2018-02-13T01:01:27.643Z,55,33,,,,,
2018-02-13T01:01:37.641Z,55,33,,,,,
2018-02-13T01:01:47.640Z,55,33,,,,,
2018-02-13T01:01:57.641Z,55,33,40.3,,,,
2018-02-13T01:02:07.640Z,55,33,,,,,
2018-02-13T01:02:17.641Z,55,33,,,,,
2018-02-13T01:02:27.646Z,55,33,,,,,
2018-02-13T01:02:37.641Z,55,32.8,40.5,,,,
2018-02-13T01:02:47.646Z,55,32.8,,,,,
2018-02-13T01:02:57.993Z,55,32.8,,,,,
2018-02-13T01:03:07.641Z,55,32.8,,,,,
2018-02-13T01:03:17.640Z,55,32.7,,,,,
2018-02-13T01:03:27.641Z,55,32.8,,,,,
2018-02-13T01:03:37.651Z,55,32.7,40.6,,,,
2018-02-13T01:03:47.641Z,55,32.7,39.9,,,,
2018-02-13T01:03:57.640Z,55,32.7,37.9,,,,
2018-02-13T01:04:07.640Z,55,32.6,35.9,,,,
2018-02-13T01:04:17.641Z,55,32.6,34.9,,,,
2018-02-13T01:04:27.641Z,55,32.6,34.6,,,,
2018-02-13T01:04:37.641Z,55,32.6,34.4,,,,
2018-02-13T01:04:47.642Z,55,32.6,34.6,,,,
2018-02-13T01:04:57.642Z,55,32.6,34.7,,,,
2018-02-13T01:05:07.640Z,55,32.5,34.6,,,,
2018-02-13T01:05:17.640Z,55,32.5,34.4,,,,
2018-02-13T01:05:27.641Z,55,32.5,34.3,,,,
2018-02-13T01:05:37.640Z,55,32.5,,,,,
2018-02-13T01:05:47.640Z,55,32.5,34.2,,,,
2018-02-13T01:05:57.642Z,55,32.3,,,,,
2018-02-13T01:06:07.640Z,55,32.3,34.1,,,,
2018-02-13T01:06:17.640Z,55,32.3,,,,,
2018-02-13T01:06:27.643Z,55,32.3,34,,,,
2018-02-13T01:06:37.640Z,55,32.2,37.3,1,79,,0
2018-02-13T01:06:47.642Z,55,32.2,42.1,,64,,
2018-02-13T01:06:57.640Z,55,32.2,43.5,,48,,
2018-02-13T01:07:07.640Z,55,32.2,41.9,,29,,
2018-02-13T01:07:17.642Z,55,32.1,40.8,,,,
2018-02-13T01:07:27.640Z,55,32.1,39.9,,,,
2018-02-13T01:07:37.640Z,55,32.1,39.4,,,,
2018-02-13T01:07:47.645Z,55,32.1,38.8,,,,
2018-02-13T01:07:57.646Z,55,32,39,,,,
2018-02-13T01:08:07.640Z,55,32,39.1,,,,
2018-02-13T01:08:17.641Z,55,32,39.2,,,,
2018-02-13T01:08:27.641Z,55,32,39.4,,,,
2018-02-13T01:08:37.640Z,55,32,39.7,,,,
2018-02-13T01:08:47.640Z,55,32,40,,,,
2018-02-13T01:08:57.640Z,55,31.9,,,,,
2018-02-13T01:09:07.640Z,55,31.9,40.2,,,,
2018-02-13T01:09:17.641Z,55,31.9,40.3,,,,
2018-02-13T01:09:27.641Z,55,31.9,40.6,,,,
2018-02-13T01:09:37.641Z,55,31.9,40.7,,,,
2018-02-13T01:09:47.640Z,55,31.9,40.8,,,,
2018-02-13T01:09:57.640Z,55,31.9,41,,,,
2018-02-13T01:10:07.815Z,55,31.9,,,,,
2018-02-13T01:10:17.640Z,55,31.9,41.2,,,,
2018-02-13T01:10:27.642Z,55,31.9,41.4,,,,
2018-02-13T01:10:37.640Z,55,31.9,41.5,,,,
2018-02-13T01:10:47.650Z,55,31.9,41.6,,,,
2018-02-13T01:10:57.640Z,55,31.9,41.7,,,,
2018-02-13T01:11:07.763Z,55,31.9,41.9,,,,
2018-02-13T01:11:17.685Z,55,31.9,42,,,,
2018-02-13T01:11:27.640Z,55,32,42.2,,,,
2018-02-13T01:11:37.640Z,55,32,42.3,,,,
2018-02-13T01:11:47.640Z,55,32,42.4,,,,
2018-02-13T01:11:57.640Z,55,32,42.5,,,,
2018-02-13T01:12:07.641Z,55,32.1,42.6,,,,
2018-02-13T01:12:17.640Z,55,32.1,42.8,,,,
2018-02-13T01:12:27.640Z,55,32.2,,,,,
2018-02-13T01:12:37.644Z,55,32.2,43.1,,,,
2018-02-13T01:12:47.641Z,55,32.2,,,,,
2018-02-13T01:12:57.640Z,55,32.3,43.3,,,,
2018-02-13T01:13:07.640Z,55,32.3,43.4,,,,
2018-02-13T01:13:17.640Z,55,32.5,43.5,,,,
2018-02-13T01:13:27.640Z,55,32.5,43.6,,,,
2018-02-13T01:13:37.640Z,55,32.6,43.7,,,,
2018-02-13T01:13:47.640Z,55,32.6,44.1,1,0,,0
2018-02-13T01:13:57.640Z,55,32.7,41.8,,,,
2018-02-13T01:14:07.641Z,55,32.7,40.8,,,,
2018-02-13T01:14:17.641Z,55,32.8,39.7,,,,
2018-02-13T01:14:27.641Z,55,32.8,39.6,,,,
2018-02-13T01:14:37.651Z,55,33,40,,,,
2018-02-13T01:14:47.738Z,55,33,40.1,,,,
2018-02-13T01:14:57.640Z,55,33.1,40.6,,,,
2018-02-13T01:15:07.640Z,55,33.1,40.7,,,,
2018-02-13T01:15:17.640Z,55,33.2,40.6,,,,
2018-02-13T01:15:27.640Z,55,33.2,40.3,,,,
2018-02-13T01:15:37.641Z,55,33.2,40.2,,,,
2018-02-13T01:15:47.639Z,55,33.3,39.9,,,,
2018-02-13T01:15:57.640Z,55,33.3,,,,,
2018-02-13T01:16:07.659Z,55,33.5,39.8,,,,
2018-02-13T01:16:17.639Z,55,33.5,39.6,,,,
2018-02-13T01:16:27.640Z,55,33.5,39.5,,,,
2018-02-13T01:16:37.640Z,55,33.5,39.4,,,,
2018-02-13T01:16:47.646Z,55,33.5,,,,,
2018-02-13T01:16:57.639Z,55,33.5,39.3,,,,
2018-02-13T01:17:07.639Z,55,33.5,39.1,,,,
2018-02-13T01:17:17.639Z,55,33.6,38.9,,,,
2018-02-13T01:17:27.970Z,55,33.6,,,,,
2018-02-13T01:17:37.729Z,55,33.6,38.8,,,,
2018-02-13T01:17:47.639Z,55,33.6,38.6,,,,
2018-02-13T01:17:57.639Z,55,33.6,,,,,
2018-02-13T01:18:07.639Z,55,33.6,38.5,,,,
2018-02-13T01:18:17.639Z,55,33.6,,,,,
2018-02-13T01:18:27.639Z,55,33.6,38.6,,,,
2018-02-13T01:18:37.639Z,55,33.5,38.8,,,,
2018-02-13T01:18:47.640Z,55,33.5,39,,,,
2018-02-13T01:18:57.647Z,55,33.5,,,,,
